
[00:00:00.000 --> 00:00:02.580]  苦難中的忍耐
[00:03:25.720 --> 00:03:30.520]  而是當我們遇到苦難、逼迫的時候
[00:03:30.520 --> 00:03:32.520]  我們怎樣去面對呢?
[00:03:32.520 --> 00:03:34.520]  我們怎樣去處理呢?
[00:03:34.520 --> 00:03:37.120]  今天我就和大家
[00:03:37.120 --> 00:03:42.320]  剛才主席讀了的詩篇129篇
[00:03:42.320 --> 00:03:49.720]  嘗試去看看聖經是和我們怎樣說
[00:03:49.720 --> 00:03:53.500]  其實以色列民族
[00:03:53.500 --> 00:03:59.360]  他們的生活是一場一場的爭戰
[00:03:59.360 --> 00:04:04.240]  他們由在埃及為奴隸開始
[00:04:04.240 --> 00:04:08.800]  到出了埃及仍然是要面對
[00:04:08.800 --> 00:04:14.480]  加南人、亞摩利人、亞述人、巴比倫人
[00:04:14.480 --> 00:04:17.480]  他們的仇敵是一個接著一個
[00:04:17.480 --> 00:04:20.160]  都是在逼迫他們
[00:04:20.160 --> 00:04:22.460]  到處都是陷阱
[00:04:22.460 --> 00:04:27.200]  不過神就是救贖以色列人
[00:04:27.200 --> 00:04:33.200]  是脫離了這些的患難和逼迫
[00:04:33.200 --> 00:04:37.760]  詩篇129篇一開始的時候
[00:04:37.760 --> 00:04:42.520]  詩人就連續講了兩次
[00:04:42.520 --> 00:04:46.120]  敵人屢次苦害我
[00:04:46.120 --> 00:04:47.020]  講了兩次
[00:04:47.020 --> 00:04:50.420]  敵人屢次苦害我
[00:04:50.420 --> 00:04:53.020]  聖經就沒有告訴我們
[00:04:53.020 --> 00:04:56.620]  詩篇129篇的作者是誰
[00:04:56.620 --> 00:05:00.720]  但是如果作者是大衛的話
[00:05:00.720 --> 00:05:02.860]  那是非常合適
[00:05:02.860 --> 00:05:10.600]  因為大衛他的人生是經歷了很多的苦難和逼迫
[00:05:10.600 --> 00:05:15.000]  他是比起其他人是更加有資格
[00:05:15.000 --> 00:05:17.940]  是為全以色列人講話
[00:05:17.940 --> 00:05:20.480]  但是第一和第二節
[00:05:20.480 --> 00:05:24.480]  我們也都留意到一個重點
[00:05:24.480 --> 00:05:27.620]  雖然敵人屢次苦害我
[00:05:27.620 --> 00:05:28.860]  詩人這樣講
[00:05:28.860 --> 00:05:32.520]  卻沒有勝了我
[00:05:32.520 --> 00:05:34.860]  贏不了
[00:05:34.860 --> 00:05:39.500]  雖然是遭受苦害、遭受逼迫
[00:05:39.500 --> 00:05:46.760]  但是詩人卻是仍然是站立得穩
[00:05:46.760 --> 00:05:47.960]  詩人這樣講
[00:05:47.960 --> 00:05:50.500]  其實保羅也是這樣講
[00:05:50.500 --> 00:05:53.040]  保羅他在哥林多後書的四章
[00:05:53.040 --> 00:05:54.340]  八節和九節
[00:05:54.340 --> 00:05:57.140]  他說我們四面受敵
[00:05:57.140 --> 00:05:59.220]  卻不被困住
[00:05:59.220 --> 00:06:03.180]  心裡作難卻不致失望
[00:06:03.180 --> 00:06:07.460]  遭逼迫卻不被丟棄
[00:06:07.460 --> 00:06:11.520]  打倒了卻不致死亡
[00:06:11.520 --> 00:06:15.160]  詩人是沒有被打倒的
[00:06:15.160 --> 00:06:19.140]  保羅也是沒有被打倒的
[00:06:19.140 --> 00:06:23.440]  雖然是遭遇這些困難和逼迫
[00:06:23.440 --> 00:06:25.040]  但是沒有跌倒
[00:06:25.040 --> 00:06:26.940]  那我想問
[00:06:26.940 --> 00:06:33.020]  詩人和保羅他們的秘訣是什麼呢?
[00:06:33.020 --> 00:06:37.280]  當他們面對苦難逼迫的時候
[00:06:37.280 --> 00:06:39.620]  我相信他們的秘訣
[00:06:39.620 --> 00:06:42.820]  就是他們能夠忍耐
[00:06:42.820 --> 00:06:45.420]  弟兄姐妹我希望你留意
[00:06:45.420 --> 00:06:49.360]  忍耐不是說很消極地
[00:06:49.360 --> 00:06:52.840]  不去理會別人對你所做的事
[00:06:52.840 --> 00:06:56.140]  忍耐就是在患難逼迫當中
[00:06:56.140 --> 00:07:00.080]  是去學習如何信靠神
[00:07:00.080 --> 00:07:01.880]  不是靠自己
[00:07:01.880 --> 00:07:07.580]  而是靠那一位又良善又信實的主
[00:07:07.580 --> 00:07:13.620]  因為知道上帝最終都是會請求我們
[00:07:13.620 --> 00:07:19.820]  在台灣有一位姐妹
[00:07:19.820 --> 00:07:21.520]  她信主之前
[00:07:21.520 --> 00:07:24.940]  她是商場的女強人
[00:07:24.940 --> 00:07:28.600]  她第一段婚姻是失敗的
[00:07:28.600 --> 00:07:32.200]  後來她嫁給了第二任的丈夫
[00:07:32.200 --> 00:07:37.680]  但是她的丈夫卻是處心積慮地去迫害她
[00:07:37.680 --> 00:07:39.620]  她丈夫將她的公司
[00:07:39.620 --> 00:07:43.120]  將她的財產搶走了
[00:07:43.120 --> 00:07:47.520]  又在法庭上誣告這位姐妹
[00:07:47.520 --> 00:07:51.960]  還將她當時兩歲的女兒收起來
[00:07:51.960 --> 00:07:54.160]  不讓她見
[00:07:54.160 --> 00:07:58.400]  這位姐妹就是從一個
[00:07:58.400 --> 00:08:04.200]  本來家裡是有工人、有司機、有公司、有秘書的人
[00:08:04.200 --> 00:08:07.280]  搖身一變就成為一個
[00:08:07.280 --> 00:08:13.380]  是靠救濟金度日的貧窮人
[00:08:13.380 --> 00:08:17.260]  她沒有了家庭、沒有了事業、沒有了錢
[00:08:17.260 --> 00:08:20.020]  更沒有了女兒
[00:08:20.020 --> 00:08:22.820]  面對這樣的迫害
[00:08:22.820 --> 00:08:26.460]  她可以怎樣做呢?
[00:08:26.460 --> 00:08:30.760]  終於她認識了耶穌
[00:08:30.760 --> 00:08:34.840]  在不斷的讀經和祈禱當中
[00:08:34.840 --> 00:08:41.380]  她是感受到耶穌給她的安慰和鼓勵
[00:08:41.380 --> 00:08:45.180]  神的說話臨到她
[00:08:45.180 --> 00:08:48.680]  神的說話就是在《爾塞亞書》的
[00:08:48.680 --> 00:08:52.020]  42章第3節那裡這樣說
[00:08:52.020 --> 00:08:56.020]  它說:壓傷的爐為,他不截斷
[00:08:56.020 --> 00:08:59.520]  彰殘的燈火,他不催滅
[00:08:59.520 --> 00:09:04.440]  他憑真實將功利傳開
[00:09:04.440 --> 00:09:07.440]  弟兄姐妹,是的,今天你現在
[00:09:07.440 --> 00:09:13.880]  可能正在面對很大的困境、很大的挑戰
[00:09:13.880 --> 00:09:16.080]  但是神跟你說
[00:09:16.080 --> 00:09:20.120]  它說壓傷的爐為,它不截斷
[00:09:20.120 --> 00:09:25.360]  彰殘的燈火,他不催滅
[00:09:25.360 --> 00:09:29.120]  在這位姐妹的自白當中
[00:09:29.120 --> 00:09:33.700]  她說:我摸索到一股力量
[00:09:33.700 --> 00:09:37.440]  是一股什麼的力量?一股愛的力量
[00:09:37.440 --> 00:09:42.040]  是這麼溫柔,但也是這麼堅定
[00:09:42.040 --> 00:09:47.840]  我體會到在愛裡沒有懼怕
[00:09:47.840 --> 00:09:52.780]  纏著我的官司,已經不能夠再威嚇到我
[00:09:52.780 --> 00:09:59.920]  貧窮的壓力,已經不再使得我有憂懼
[00:09:59.920 --> 00:10:03.720]  這位姐妹就是這樣靠著
[00:10:03.720 --> 00:10:06.760]  信靠耶穌的緣故
[00:10:06.760 --> 00:10:10.240]  去面對苦難、面對逼迫
[00:10:10.240 --> 00:10:12.200]  弟兄姐妹,我想問一下
[00:10:12.200 --> 00:10:15.580]  今天,當你面對苦難逼迫的時候
[00:10:15.580 --> 00:10:19.980]  你能不能夠受傷,但是卻不倒下呢?
[00:10:19.980 --> 00:10:24.380]  還是你受到一點點的挑戰、困難
[00:10:24.380 --> 00:10:30.180]  你已經說:神啊,為什麼我要遇到這些事情?
[00:10:30.180 --> 00:10:32.420]  你已經開始埋怨神
[00:10:32.420 --> 00:10:36.200]  你已經想離開你的信仰
[00:10:36.200 --> 00:10:39.860]  弟兄姐妹,我希望你能夠忍耐到底
[00:10:39.860 --> 00:10:43.900]  因為在耶穌基督裡面的忍耐
[00:10:43.900 --> 00:10:47.840]  是有盼望、是有轉機的
[00:10:47.840 --> 00:10:52.680]  我們所信的神,就是那位公義的神
[00:10:52.680 --> 00:10:56.280]  那位賜盼望給我們的神
[00:10:56.280 --> 00:11:00.860]  接著,詩人在第三節就說
[00:11:00.860 --> 00:11:07.860]  如同負泥的在我背上負泥而耕
[00:11:07.860 --> 00:11:12.260]  耕的泥溝甚長
[00:11:12.260 --> 00:11:17.500]  這一幅這樣的圖畫,農夫耕田這樣的圖畫
[00:11:17.500 --> 00:11:22.740]  是當時的以色列人很容易明白的
[00:11:22.740 --> 00:11:26.780]  農夫是要耕又深又長的泥溝
[00:11:26.780 --> 00:11:29.180]  為了要殺種
[00:11:29.180 --> 00:11:34.320]  殺種是為了要有很豐富的收成
[00:11:34.320 --> 00:11:38.820]  所以當那些泥溝是越深越長的時候
[00:11:38.820 --> 00:11:41.400]  收成就越多
[00:11:41.400 --> 00:11:44.000]  詩人很豐富的想像力
[00:11:44.000 --> 00:11:48.440]  就給了他一個很貼切的比喻
[00:11:48.440 --> 00:11:50.640]  你試想像一下
[00:11:50.640 --> 00:11:53.980]  當風力那些的蕩泥
[00:11:53.980 --> 00:11:57.040]  不是耕在泥土那裡
[00:11:57.040 --> 00:12:01.720]  而是耕在人的背脊上面
[00:12:01.720 --> 00:12:05.580]  那種的痛是何等的厲害
[00:12:05.580 --> 00:12:07.860]  在我們人生旅途當中
[00:12:07.860 --> 00:12:14.000]  神也是會容許一些苦難發生在我們身上
[00:12:14.000 --> 00:12:17.540]  就好像那些又深又長的泥溝
[00:12:17.540 --> 00:12:20.340]  耕在我們的背脊上面
[00:12:20.340 --> 00:12:22.160]  你會怎樣反應呢?
[00:12:22.160 --> 00:12:26.400]  是自怨自艾還是埋怨神呢?
[00:12:26.400 --> 00:12:30.580]  又或者你在受苦當中
[00:12:30.580 --> 00:12:35.180]  是仍然是能夠得到釋放的
[00:12:35.180 --> 00:12:37.080]  苦難的問題
[00:12:37.080 --> 00:12:40.380]  是一個很深奧
[00:12:40.380 --> 00:12:45.020]  也是很廣闊的問題
[00:12:45.020 --> 00:12:49.300]  當我今天跟大家說苦難的時候
[00:12:49.300 --> 00:12:56.740]  我只能夠從最基本、最簡單的層次來說
[00:12:56.740 --> 00:13:01.640]  苦難不是用來分析的
[00:13:01.640 --> 00:13:05.920]  苦難也不是用來解釋的
[00:13:05.920 --> 00:13:08.020]  大家記得在約伯記
[00:13:08.020 --> 00:13:12.820]  約伯所面對的苦難是多麼的厲害
[00:13:12.820 --> 00:13:17.020]  他三個朋友就嘗試解釋說
[00:13:17.020 --> 00:13:22.700]  為什麼約伯會遇到這樣的苦難
[00:13:22.700 --> 00:13:27.160]  但是丁子慧我想告訴你不是這樣的
[00:13:27.160 --> 00:13:30.700]  苦難是不可以分析、不可以解釋
[00:13:30.700 --> 00:13:33.940]  也都不能夠拿來比較的
[00:13:33.940 --> 00:13:35.980]  你說你現在受苦嗎?
[00:13:35.980 --> 00:13:37.780]  是你看看那個人
[00:13:37.780 --> 00:13:41.380]  另外那個人是比你受的更苦一點
[00:13:41.380 --> 00:13:42.580]  不是這樣的
[00:13:42.580 --> 00:13:48.080]  苦難的問題是會帶來真實的哀傷
[00:13:48.080 --> 00:13:52.400]  我們不能夠淡化這些的哀傷
[00:13:52.400 --> 00:13:53.900]  我們只能夠怎樣做呢?
[00:13:53.900 --> 00:13:57.760]  我們只能夠和哀哭的人同哭
[00:13:57.760 --> 00:14:00.860]  我們只能夠陪伴他們同行
[00:14:00.860 --> 00:14:07.140]  用耶穌的愛去和他們一起去經歷那種的苦
[00:14:07.140 --> 00:14:12.140]  在哥林多後書一章四節
[00:14:12.140 --> 00:14:14.440]  那裡保羅就說
[00:14:14.440 --> 00:14:16.680]  我們在一起患難中
[00:14:16.680 --> 00:14:18.520]  他就安慰我們
[00:14:18.520 --> 00:14:21.720]  叫我們能用神所賜的安慰
[00:14:21.720 --> 00:14:26.400]  去安慰那遭各樣患難的人
[00:14:26.400 --> 00:14:27.760]  所以丁子慧
[00:14:27.760 --> 00:14:32.760]  我們要留意苦難是可以有意義的
[00:14:32.760 --> 00:14:34.440]  怎樣有意義呢?
[00:14:34.440 --> 00:14:37.900]  我們經歷了那些患難的時候
[00:14:37.900 --> 00:14:41.180]  我們就能夠用我們的經驗
[00:14:41.180 --> 00:14:45.980]  去安慰那些遭遇患難的人
[00:14:45.980 --> 00:14:50.180]  我不知道你有沒有這樣的經歷
[00:14:50.180 --> 00:14:59.900]  但是有誰是比曾經失去了親人的人
[00:14:59.900 --> 00:15:06.100]  能夠去安慰到那些剛剛失去親人的人
[00:15:06.100 --> 00:15:12.500]  有誰是能夠比那些經歷過癌病的人
[00:15:12.500 --> 00:15:17.180]  是能夠更加懂得怎樣去安慰那些
[00:15:17.180 --> 00:15:21.580]  現在正在患癌病的人
[00:15:21.580 --> 00:15:24.080]  大部分的人在苦難當中
[00:15:24.080 --> 00:15:30.660]  都不會接受受苦那種的意義
[00:15:30.660 --> 00:15:34.960]  但是當他們經過了之後
[00:15:34.960 --> 00:15:39.160]  或者當他們回頭看的時候
[00:15:39.160 --> 00:15:41.500]  他們是可以理解到
[00:15:41.500 --> 00:15:45.400]  原來神給那種的苦難經歷他們
[00:15:45.400 --> 00:15:48.180]  是可以有意義的
[00:15:48.180 --> 00:15:54.140]  另外苦難也是可以叫人成長的
[00:15:54.140 --> 00:15:59.120]  正如剛才說農夫他耕那些又深又長的泥溝
[00:15:59.120 --> 00:16:00.720]  是為了修成
[00:16:00.720 --> 00:16:04.520]  同樣神是希望人經歷過苦難
[00:16:04.520 --> 00:16:09.200]  經歷過失去這些人生必經的路之後
[00:16:09.200 --> 00:16:14.260]  生命是能夠更加成長、更加豐盛
[00:16:14.260 --> 00:16:20.180]  丙子妹,如果你現在正在面對哀傷、面對痛苦
[00:16:20.180 --> 00:16:26.480]  我鼓勵你從這兩個角度來看苦難
[00:16:26.480 --> 00:16:28.580]  靠著神的力量
[00:16:28.580 --> 00:16:34.620]  靠著身邊關心你的人和你同行
[00:16:34.620 --> 00:16:38.660]  你也可以抓緊神的應許
[00:16:38.660 --> 00:16:40.620]  神的應許
[00:16:40.620 --> 00:16:43.300]  哥林多前書十章十三節
[00:16:43.300 --> 00:16:45.060]  剛才也讀過的
[00:16:45.060 --> 00:16:49.200]  你們所遇見的試探無非是人所能受的
[00:16:49.200 --> 00:16:50.600]  神是信實的
[00:16:50.600 --> 00:16:54.040]  必不叫你們受試探過於所能受的
[00:16:54.040 --> 00:16:56.440]  在受試探的時候
[00:16:56.440 --> 00:17:00.840]  必要總要給你們開一條出路
[00:17:00.840 --> 00:17:04.880]  叫你們人能忍受得住
[00:17:04.880 --> 00:17:08.760]  神是會為我們開一條出路
[00:17:08.760 --> 00:17:11.160]  當我們遇到試探
[00:17:11.160 --> 00:17:13.960]  遇到困難、遇到苦難的時候
[00:17:13.960 --> 00:17:18.660]  這是上帝給我們的應許
[00:17:18.660 --> 00:17:23.540]  信耶穌的人還有一個最大的福氣
[00:17:23.540 --> 00:17:28.800]  就是信耶穌的人是不懼怕死亡的
[00:17:28.800 --> 00:17:32.540]  因為我們知道這個世界
[00:17:32.540 --> 00:17:35.780]  人的生命、肉體的生命
[00:17:35.780 --> 00:17:39.580]  始終有一天都會過去
[00:17:39.580 --> 00:17:45.860]  唯有最重要的就是那個永遠的生命
[00:17:45.860 --> 00:17:49.760]  所以基督徒是不懼怕死亡
[00:17:49.760 --> 00:17:52.500]  因為我們知道肉身的死亡
[00:17:52.500 --> 00:17:57.300]  就是我們進入永生的開始
[00:17:57.300 --> 00:18:00.040]  在第四節
[00:18:00.040 --> 00:18:03.140]  詩篇一百二十九篇第四節
[00:18:03.140 --> 00:18:08.640]  就是整首詩的中心來的
[00:18:08.640 --> 00:18:10.820]  耶和華是公義的
[00:18:10.820 --> 00:18:15.660]  他砍斷了惡人的承受
[00:18:15.660 --> 00:18:19.320]  有些時候當我們見到惡人當道
[00:18:19.320 --> 00:18:21.920]  見到奸人得逞的時候
[00:18:21.920 --> 00:18:23.660]  我們就會問
[00:18:23.660 --> 00:18:27.640]  到底這個世界還有沒有公義呢?
[00:18:27.640 --> 00:18:29.500]  但是聖經告訴我們
[00:18:29.500 --> 00:18:32.800]  世界的公義不是終極的
[00:18:32.800 --> 00:18:37.140]  一切都留在上帝將來
[00:18:37.140 --> 00:18:40.320]  一個終極的審判
[00:18:40.320 --> 00:18:44.020]  希伯來書的作者是這樣告訴我們
[00:18:44.020 --> 00:18:46.980]  他說因為我們知道
[00:18:46.980 --> 00:18:51.560]  誰說「身冤在我,我必報刑」
[00:18:51.560 --> 00:18:55.020]  又說主要審判他的百姓
[00:18:55.020 --> 00:18:57.400]  落在永生神的手裏
[00:18:57.400 --> 00:19:01.160]  真是可怕的
[00:19:01.160 --> 00:19:05.240]  為什麼落在永生神的手是可怕的?
[00:19:05.240 --> 00:19:10.240]  因為我們信的神是一個公義的神
[00:19:10.240 --> 00:19:16.040]  公義就是上帝的屬性
[00:19:16.040 --> 00:19:20.120]  在聖經當中有兩個希伯來字
[00:19:20.120 --> 00:19:22.860]  可以翻譯成為「公義」
[00:19:22.860 --> 00:19:25.560]  一個字的意思就是
[00:19:25.560 --> 00:19:28.600]  「公平公正」這樣去待人
[00:19:28.600 --> 00:19:34.240]  特別是那些在社會制度之下被欺壓的人
[00:19:34.240 --> 00:19:37.140]  是要「公平公正」這樣待他們
[00:19:37.140 --> 00:19:39.940]  另外一個希伯來字
[00:19:39.940 --> 00:19:42.340]  是翻譯成為「公義」
[00:19:42.340 --> 00:19:44.080]  那個意思就是
[00:19:44.080 --> 00:19:47.520]  「活出和上帝正確的關係」
[00:19:47.520 --> 00:19:51.820]  「追求上帝的美德」
[00:19:51.820 --> 00:19:56.480]  所以「公義」的意思是很廣闊的
[00:19:56.480 --> 00:20:00.420]  從怎樣在日常生活中去待人
[00:20:00.420 --> 00:20:04.600]  到慷慨地用資源去幫助人
[00:20:04.600 --> 00:20:07.640]  去輔助那些被欺壓的人
[00:20:07.640 --> 00:20:10.740]  這些都是「公義」的行動
[00:20:10.740 --> 00:20:14.180]  我們是要學象耶穌
[00:20:14.180 --> 00:20:19.180]  要追求上帝那種的「公義」
[00:20:19.180 --> 00:20:20.820]  另一方面
[00:20:20.820 --> 00:20:26.620]  「公義」和「平安」是不能夠分開的
[00:20:26.620 --> 00:20:30.720]  在《二塞亞書》的第32章17節就說
[00:20:30.720 --> 00:20:33.460]  「公義的果效必是平安」
[00:20:33.460 --> 00:20:35.900]  「公義的效應必是平穩」
[00:20:35.900 --> 00:20:37.560]  「直到永遠」
[00:20:37.560 --> 00:20:40.900]  而C篇第85篇第10節也都說
[00:20:40.900 --> 00:20:43.900]  「慈愛和誠實,彼此相遇」
[00:20:43.900 --> 00:20:47.800]  「公義和平安,彼此相親」
[00:20:47.800 --> 00:20:51.220]  無論我們面對什麼樣的環境
[00:20:51.220 --> 00:20:53.420]  只要我們相信
[00:20:53.420 --> 00:20:57.220]  神是會按照祂的「公義」來審判
[00:20:57.220 --> 00:20:59.320]  那麼我們的心裡面
[00:20:59.320 --> 00:21:03.160]  我們就能夠得著平安
[00:21:03.160 --> 00:21:05.820]  我們繼續看下去
[00:21:05.820 --> 00:21:08.100]  看完第5節
[00:21:08.100 --> 00:21:11.600]  第5節到第8節
[00:21:11.600 --> 00:21:14.840]  先聽我讀出第5節到第8節
[00:21:14.840 --> 00:21:18.800]  「願恨乎錫安,都蒙羞退後」
[00:21:18.800 --> 00:21:24.620]  「願他們將房頂上的草未長成而枯乾」
[00:21:24.620 --> 00:21:28.780]  「收割的不夠一把,捆和的也不滿懷」
[00:21:28.780 --> 00:21:30.320]  「過路的也不說」
[00:21:30.320 --> 00:21:33.620]  「願耶和華所賜的福歸於你們」
[00:21:33.620 --> 00:21:38.220]  「我們奉耶和華的名,給你們祝福」
[00:21:38.220 --> 00:21:41.360]  私人用的例子
[00:21:41.360 --> 00:21:47.500]  是當時的以色列人很容易明白的
[00:21:47.500 --> 00:21:53.700]  當時那些以色列人的屋是平頂的
[00:21:53.700 --> 00:21:59.080]  所以是經常都看到屋頂那裡是有野草
[00:21:59.080 --> 00:22:03.620]  但是因為他們的根就不是植在泥土那裡
[00:22:03.620 --> 00:22:06.620]  在屋頂那裡就不是植在泥土那裡
[00:22:06.620 --> 00:22:10.160]  所以很快就會枯乾
[00:22:10.160 --> 00:22:13.160]  這個是第5和第6節所說的
[00:22:13.160 --> 00:22:15.160]  第7和第8節
[00:22:15.160 --> 00:22:20.160]  也是跟當時的習俗有關係
[00:22:20.160 --> 00:22:25.040]  如果大家記得在《魯德記》的第2章
[00:22:25.040 --> 00:22:28.800]  當這個波阿斯來到田裡面的時候
[00:22:28.800 --> 00:22:30.480]  對收割的人說
[00:22:30.480 --> 00:22:33.040]  「願耶和華與你們同在」
[00:22:33.040 --> 00:22:34.540]  他們就會回答
[00:22:34.540 --> 00:22:37.620]  「願耶和華賜福於你」
[00:22:37.620 --> 00:22:41.220]  但是這裡私人就不是這樣說的
[00:22:41.220 --> 00:22:42.580]  私人就說
[00:22:42.580 --> 00:22:45.120]  過路的人就不會說
[00:22:45.120 --> 00:22:49.820]  「願耶和華所賜的福歸於你們」
[00:22:49.820 --> 00:22:57.800]  我們就要問為什麼私人對這些這樣的人
[00:22:57.800 --> 00:23:01.400]  是會說這些話呢?
[00:23:01.400 --> 00:23:08.920]  究竟私人對什麼人說這些話呢?
[00:23:08.920 --> 00:23:14.720]  原來第5節那裡就告訴我們
[00:23:14.720 --> 00:23:19.360]  私人是對那些恨護錫安的人
[00:23:19.360 --> 00:23:22.360]  說這些話
[00:23:22.360 --> 00:23:27.860]  那什麼叫做恨護錫安的人呢?
[00:23:27.860 --> 00:23:33.700]  錫安是代表神的寶藏
[00:23:33.700 --> 00:23:37.100]  那些恨護錫安的人
[00:23:37.100 --> 00:23:40.880]  就是敵黨神的人
[00:23:40.880 --> 00:23:43.780]  對於敵黨神的人
[00:23:43.780 --> 00:23:47.180]  私人就說
[00:23:47.180 --> 00:23:49.960]  「願耶和華不會祝福你們」
[00:23:49.960 --> 00:23:54.020]  「因為你們是敵黨神的人」
[00:23:54.020 --> 00:23:58.400]  我們如果將私人所說的第5節到第8節
[00:23:58.400 --> 00:24:04.040]  我們很簡單地去演繹出來
[00:24:04.040 --> 00:24:05.640]  私人其實說
[00:24:05.640 --> 00:24:09.940]  那些敵黨錫安的人、敵黨神的人
[00:24:09.940 --> 00:24:15.180]  是蒙羞愧、是不成長、是沒有修成
[00:24:15.180 --> 00:24:19.320]  以及是不蒙祝福
[00:24:19.320 --> 00:24:24.920]  第一點,我相信沒有基督徒
[00:24:24.920 --> 00:24:28.500]  是希望會有這樣的結局
[00:24:28.500 --> 00:24:34.700]  沒有基督徒是希望遇到蒙羞愧、不成長
[00:24:34.700 --> 00:24:38.540]  沒有修成、不蒙祝福
[00:24:38.540 --> 00:24:40.340]  那我們應該怎樣?
[00:24:40.340 --> 00:24:46.580]  我們就應該不要是敵黨神
[00:24:46.580 --> 00:24:50.020]  我們應該是跟隨神
[00:24:50.020 --> 00:24:52.820]  我們應該是有忍耐
[00:24:52.820 --> 00:24:55.520]  無論面對什麼的環境
[00:24:55.520 --> 00:24:57.960]  我們都要有忍耐
[00:24:57.960 --> 00:25:03.360]  因為我們在神裡面是有探望
[00:25:03.360 --> 00:25:07.100]  一開始的時候,我問過一條問題
[00:25:07.100 --> 00:25:11.460]  人生遇到苦難,是否必然的呢?
[00:25:11.460 --> 00:25:15.740]  我相信答案是是的
[00:25:15.740 --> 00:25:20.680]  但是我們相信的神是一位拯救的神
[00:25:20.680 --> 00:25:23.380]  我們只需要信靠祂
[00:25:23.380 --> 00:25:25.940]  只需要忍耐到底
[00:25:25.940 --> 00:25:32.720]  那神就必定會按祂的公義拯救我們
[00:25:32.720 --> 00:25:37.620]  我總括今天的信息
[00:25:37.620 --> 00:25:43.960]  苦難不是用來分析、解釋、比較
[00:25:43.960 --> 00:25:48.200]  苦難所帶來的憂傷都是真實的
