
[00:00:00.000 --> 00:00:04.000]  今天宣講的題目是「俠而唯一」
[00:05:53.000 --> 00:05:55.000]  求你因你所賜給我的命
[00:05:55.000 --> 00:05:57.000]  保守他們
[00:05:57.000 --> 00:05:59.000]  叫他們合而為一
[00:05:59.000 --> 00:06:00.000]  像我們一樣
[00:06:00.000 --> 00:06:05.000]  楊福音十七章是一篇非常特別的經文
[00:06:05.000 --> 00:06:10.000]  這篇經文被稱為主大祭司的討聞
[00:06:10.000 --> 00:06:14.000]  有人甚至認為這是真正的主討聞
[00:06:14.000 --> 00:06:16.000]  因為我們熟悉
[00:06:16.000 --> 00:06:18.000]  我們懂得背誦的主討聞
[00:06:18.000 --> 00:06:21.000]  其實是主耶穌教導我們
[00:06:21.000 --> 00:06:24.000]  應該如何祈禱的討聞
[00:06:24.000 --> 00:06:26.000]  所以我在這裡也分享過
[00:06:26.000 --> 00:06:30.000]  所以這篇楊福音十七章
[00:06:30.000 --> 00:06:36.000]  正正是耶穌自己最長記錄下來的一篇討聞
[00:06:36.000 --> 00:06:38.000]  他在這裡向天父祈禱
[00:06:38.000 --> 00:06:40.000]  交代祂的工作
[00:06:40.000 --> 00:06:44.000]  他同時間為當時他面前的門徒祈禱
[00:06:44.000 --> 00:06:45.000]  祝福他們
[00:06:45.000 --> 00:06:46.000]  更重要的
[00:06:46.000 --> 00:06:50.000]  也是透過他們向普世宣揚福音
[00:06:50.000 --> 00:06:52.000]  而跟隨主門徒的人
[00:06:52.000 --> 00:06:54.000]  跟隨主的人
[00:06:54.000 --> 00:06:57.000]  去這一群門徒向他們祝福
[00:06:57.000 --> 00:06:59.000]  所以我們說
[00:06:59.000 --> 00:07:01.000]  我們所有跟隨主的人
[00:07:01.000 --> 00:07:05.000]  都是在這篇討聞裡面所受惠的人
[00:07:05.000 --> 00:07:08.000]  我們都是夢上帝祝福的人
[00:07:08.000 --> 00:07:10.000]  不過請你留意
[00:07:10.000 --> 00:07:12.000]  我們所受的祝福
[00:07:12.000 --> 00:07:13.000]  所夢的福
[00:07:13.000 --> 00:07:15.000]  和我們一般想像
[00:07:15.000 --> 00:07:16.000]  個人的福氣
[00:07:16.000 --> 00:07:18.000]  個人的幸福
[00:07:18.000 --> 00:07:19.000]  是有點不同的
[00:07:19.000 --> 00:07:21.000]  我們夢上帝的祝福
[00:07:21.000 --> 00:07:24.000]  並不是比其他人生活得容易一點
[00:07:24.000 --> 00:07:26.000]  我們夢上帝的祝福
[00:07:26.000 --> 00:07:28.000]  又不是比其他人幸福一點
[00:07:28.000 --> 00:07:30.000]  又不是比他們快樂一點
[00:07:30.000 --> 00:07:32.000]  甚至我們不是比他們
[00:07:32.000 --> 00:07:35.000]  比一般世人少一點災難
[00:07:35.000 --> 00:07:37.000]  少一點磨難
[00:07:37.000 --> 00:07:41.000]  甚至有時我們因為受著上帝的託付
[00:07:41.000 --> 00:07:42.000]  要遵行上帝的使命
[00:07:42.000 --> 00:07:45.000]  堅持上帝要我們所做的事
[00:07:45.000 --> 00:07:48.000]  我們人生面對很多
[00:07:48.000 --> 00:07:50.000]  很多其他世人沒有的挑戰
[00:07:50.000 --> 00:07:52.000]  甚至磨難
[00:07:52.000 --> 00:07:53.000]  艱難
[00:07:53.000 --> 00:07:54.000]  是不是
[00:07:54.000 --> 00:07:57.000]  這個是上帝給我們的祝福
[00:07:57.000 --> 00:07:59.000]  但是這個祝福
[00:07:59.000 --> 00:08:01.000]  和其他人有什麼不同呢
[00:08:01.000 --> 00:08:05.000]  與世人最起碼有一個很重要的不同
[00:08:05.000 --> 00:08:07.000]  就是上帝呼召我們
[00:08:07.000 --> 00:08:10.000]  讓我們進入耶穌基督
[00:08:10.000 --> 00:08:12.000]  永恆救贖的大計劃裡面
[00:08:12.000 --> 00:08:15.000]  我們在計劃裡面有份
[00:08:15.000 --> 00:08:17.000]  渺小於你和我
[00:08:17.000 --> 00:08:21.000]  我們是宇宙之間天地之間的塵埃
[00:08:21.000 --> 00:08:23.000]  但是我們卻可以參與
[00:08:23.000 --> 00:08:26.000]  上帝永恆救贖的計劃
[00:08:26.000 --> 00:08:27.000]  這個是何等的蒙福
[00:08:27.000 --> 00:08:29.000]  這個是何等的蒙恩
[00:08:29.000 --> 00:08:31.000]  每一次思想起來的時候
[00:08:31.000 --> 00:08:33.000]  我就肅然起敬
[00:08:33.000 --> 00:08:36.000]  感受上帝的照明臨到你
[00:08:36.000 --> 00:08:37.000]  臨到我身上
[00:08:37.000 --> 00:08:41.000]  這個也是上帝祝福門徒的初衷
[00:08:41.000 --> 00:08:43.000]  所以我們要記得
[00:08:43.000 --> 00:08:46.000]  要參與上帝的計劃
[00:08:46.000 --> 00:08:48.000]  要做上帝的事
[00:08:48.000 --> 00:08:51.000]  有一件非常重要的條件
[00:08:51.000 --> 00:08:53.000]  以及必須
[00:08:53.000 --> 00:08:55.000]  就是合一
[00:08:55.000 --> 00:08:57.000]  合而為一
[00:08:57.000 --> 00:08:59.000]  這是基督徒時常思想
[00:08:59.000 --> 00:09:01.000]  甚至我們常常提及
[00:09:01.000 --> 00:09:03.000]  我們熟悉的
[00:09:03.000 --> 00:09:04.000]  是的 我們很熟悉的
[00:09:04.000 --> 00:09:06.000]  不過我們需要問
[00:09:06.000 --> 00:09:11.000]  我們達致到耶穌基督對我們的期待嗎
[00:09:11.000 --> 00:09:15.000]  我們達致上帝希望我們合一嗎
[00:09:15.000 --> 00:09:18.000]  我們需要承認合一不容易
[00:09:18.000 --> 00:09:21.000]  所以很多時候我們群體當中
[00:09:21.000 --> 00:09:23.000]  在你和我心裡面
[00:09:23.000 --> 00:09:24.000]  我們時常都在想
[00:09:24.000 --> 00:09:26.000]  有沒有一些方法
[00:09:26.000 --> 00:09:28.000]  有沒有一些足夠的方法
[00:09:28.000 --> 00:09:30.000]  或者足夠的權力
[00:09:30.000 --> 00:09:33.000]  令我幫助人 途徑
[00:09:33.000 --> 00:09:35.000]  令我幫助這個群體
[00:09:35.000 --> 00:09:37.000]  能夠統一起來呢
[00:09:37.000 --> 00:09:39.000]  是的 你一說統一
[00:09:39.000 --> 00:09:40.000]  接著有人會想
[00:09:40.000 --> 00:09:41.000]  那很簡單
[00:09:41.000 --> 00:09:43.000]  想盡方法
[00:09:43.000 --> 00:09:46.000]  就是將消除我們的差異
[00:09:46.000 --> 00:09:49.000]  令我們有統一的口徑
[00:09:49.000 --> 00:09:51.000]  如果有統一的口徑
[00:09:51.000 --> 00:09:53.000]  那我們就開始合一了
[00:09:53.000 --> 00:09:55.000]  是不是這樣呢
[00:09:55.000 --> 00:09:57.000]  是不是非如此不可呢
[00:09:57.000 --> 00:09:59.000]  你知道不是的 是不是
[00:09:59.000 --> 00:10:00.000]  接著就會跟我說
[00:10:00.000 --> 00:10:01.000]  很簡單
[00:10:01.000 --> 00:10:03.000]  我們這個世上其實有一個
[00:10:03.000 --> 00:10:05.000]  叫和而不同
[00:10:05.000 --> 00:10:07.000]  所以在差異裡面
[00:10:07.000 --> 00:10:09.000]  我們仍可以相和
[00:10:09.000 --> 00:10:10.000]  在差異裡面
[00:10:10.000 --> 00:10:12.000]  我們仍可以相同
[00:10:12.000 --> 00:10:14.000]  不過問題就來了
[00:10:14.000 --> 00:10:17.000]  我們如果要和而不同
[00:10:17.000 --> 00:10:19.000]  那就是有同有異了 是不是
[00:10:19.000 --> 00:10:23.000]  如果假設異的是核心元素
[00:10:23.000 --> 00:10:24.000]  怎麼和啊
[00:10:24.000 --> 00:10:26.000]  所以一般情況之下
[00:10:26.000 --> 00:10:29.000]  異的都是編制元素而已
[00:10:29.000 --> 00:10:32.000]  同的要是核心元素
[00:10:32.000 --> 00:10:35.000]  不過究竟誰告訴我們
[00:10:35.000 --> 00:10:37.000]  核心元素是什麼
[00:10:37.000 --> 00:10:39.000]  編制元素是什麼呢
[00:10:39.000 --> 00:10:43.000]  如果我們要合 要從散而聚
[00:10:43.000 --> 00:10:44.000]  要從分而合
[00:10:44.000 --> 00:10:46.000]  凝聚成基督的精兵
[00:10:46.000 --> 00:10:49.000]  要成為一群大能的子民
[00:10:49.000 --> 00:10:51.000]  我們需要有那種凝聚力
[00:10:51.000 --> 00:10:54.000]  誰是主 誰是次
[00:10:54.000 --> 00:10:57.000]  是不是會爭論不休呢
[00:10:57.000 --> 00:10:59.000]  誰是先 誰是後
[00:10:59.000 --> 00:11:01.000]  是不是時常我們在會議裡面
[00:11:01.000 --> 00:11:04.000]  討論的事情呢
[00:11:04.000 --> 00:11:06.000]  這個應該是我們的景況
[00:11:06.000 --> 00:11:08.000]  應該是你和我的經歷
[00:11:08.000 --> 00:11:12.000]  所以我有兩個疑問
[00:11:12.000 --> 00:11:14.000]  不過可能有第三個第四個都不一定
[00:11:14.000 --> 00:11:16.000]  如果你想到你告訴我
[00:11:16.000 --> 00:11:18.000]  讓我們一起更多思想
[00:11:18.000 --> 00:11:19.000]  第一個疑問
[00:11:19.000 --> 00:11:21.000]  就是究竟誰主動
[00:11:21.000 --> 00:11:23.000]  是我主動 你被動
[00:11:23.000 --> 00:11:26.000]  還是我被動 你主動呢
[00:11:26.000 --> 00:11:28.000]  如果我主動就好了
[00:11:28.000 --> 00:11:30.000]  因為我很容易就提出一個
[00:11:30.000 --> 00:11:31.000]  統一的議題
[00:11:31.000 --> 00:11:32.000]  一個計劃
[00:11:32.000 --> 00:11:33.000]  一個期望
[00:11:33.000 --> 00:11:35.000]  然後就邀請你
[00:11:35.000 --> 00:11:37.000]  為了合一的緣故
[00:11:37.000 --> 00:11:40.000]  請你放棄你的想法
[00:11:40.000 --> 00:11:41.000]  為了合一的緣故
[00:11:41.000 --> 00:11:43.000]  請你接受我的意見
[00:11:43.000 --> 00:11:45.000]  接受我的決定
[00:11:45.000 --> 00:11:49.000]  以達致我們有合一的果效
[00:11:49.000 --> 00:11:52.000]  你有沒有做過這件事呢
[00:11:52.000 --> 00:11:54.000]  或者 你說我是被動的
[00:11:54.000 --> 00:11:56.000]  我不是主動的
[00:11:56.000 --> 00:11:58.000]  所以無論我怎麼想
[00:11:58.000 --> 00:12:00.000]  都沒用的 不重要
[00:12:00.000 --> 00:12:01.000]  提來沒用
[00:12:01.000 --> 00:12:03.000]  因為我不是主動
[00:12:03.000 --> 00:12:05.000]  所以我只可以
[00:12:05.000 --> 00:12:07.000]  放棄 放下 我不提意見
[00:12:07.000 --> 00:12:09.000]  緘默 不出聲
[00:12:09.000 --> 00:12:10.000]  反正 我不出聲
[00:12:10.000 --> 00:12:12.000]  那就合一囉
[00:12:12.000 --> 00:12:14.000]  都不是我主動的
[00:12:14.000 --> 00:12:16.000]  所以在這樣的情況之下
[00:12:16.000 --> 00:12:19.000]  我就不說話了
[00:12:19.000 --> 00:12:21.000]  抽離出來
[00:12:21.000 --> 00:12:22.000]  在宏觀去看
[00:12:22.000 --> 00:12:24.000]  很快我們就知道
[00:12:24.000 --> 00:12:26.000]  誰能夠爭奪話語權
[00:12:26.000 --> 00:12:28.000]  誰能夠掌握主動
[00:12:28.000 --> 00:12:31.000]  就是決定那件事
[00:12:31.000 --> 00:12:33.000]  所以在這樣的情況之下
[00:12:33.000 --> 00:12:35.000]  就是你配合我
[00:12:35.000 --> 00:12:37.000]  好過我配合你
[00:12:37.000 --> 00:12:39.000]  是不是這樣的處境呢
[00:12:39.000 --> 00:12:41.000]  這是疑問一
[00:12:41.000 --> 00:12:42.000]  疑問二
[00:12:42.000 --> 00:12:45.000]  應該是另一個情況的
[00:12:45.000 --> 00:12:47.000]  我們現在生活在一個
[00:12:47.000 --> 00:12:49.000]  互相尊重的年代
[00:12:49.000 --> 00:12:50.000]  所以我們彼此尊重
[00:12:50.000 --> 00:12:52.000]  是我們的重要
[00:12:52.000 --> 00:12:54.000]  核心元素
[00:12:54.000 --> 00:12:56.000]  所以我就不聽你
[00:12:56.000 --> 00:12:57.000]  你也不要聽我
[00:12:57.000 --> 00:13:00.000]  我們各走五十步
[00:13:00.000 --> 00:13:02.000]  大家互相禮讓
[00:13:02.000 --> 00:13:03.000]  那所以呢
[00:13:03.000 --> 00:13:04.000]  哪裡有合一呢
[00:13:04.000 --> 00:13:05.000]  大家就學會了
[00:13:05.000 --> 00:13:07.000]  大家已經有心理準備了
[00:13:07.000 --> 00:13:09.000]  就是鼓勵自己 勉勵自己
[00:13:09.000 --> 00:13:11.000]  我有些事是可以讓的
[00:13:11.000 --> 00:13:12.000]  有些事是不能讓的
[00:13:12.000 --> 00:13:16.000]  所以很快大家就已經學會了
[00:13:16.000 --> 00:13:17.000]  一早跟你說
[00:13:17.000 --> 00:13:19.000]  哪些事是我堅持的
[00:13:19.000 --> 00:13:21.000]  我重要的底線來的
[00:13:21.000 --> 00:13:22.000]  我提出了
[00:13:22.000 --> 00:13:24.000]  你不要踩我的底線
[00:13:24.000 --> 00:13:25.000]  不踩我的底線之前
[00:13:25.000 --> 00:13:27.000]  我有得跟你談的
[00:13:27.000 --> 00:13:29.000]  所以我很快就提出了
[00:13:29.000 --> 00:13:32.000]  我不能推動的底線
[00:13:32.000 --> 00:13:34.000]  然後我有些事可以跟你談
[00:13:34.000 --> 00:13:36.000]  你交換一下 我交換一下
[00:13:36.000 --> 00:13:38.000]  大家互相禮讓
[00:13:38.000 --> 00:13:40.000]  這個表面上是
[00:13:40.000 --> 00:13:43.000]  達致共贏的基礎和開始點
[00:13:43.000 --> 00:13:46.000]  甚至你的目標都是想共贏的
[00:13:46.000 --> 00:13:47.000]  不過有人就提出了
[00:13:47.000 --> 00:13:51.000]  這樣其實也是雙輸
[00:13:51.000 --> 00:13:53.000]  因為這種雙輸
[00:13:53.000 --> 00:13:55.000]  就是在放棄你一些
[00:13:55.000 --> 00:13:58.000]  你自己的堅持和你的理想
[00:13:58.000 --> 00:14:00.000]  只不過你覺得可以拿來交換
[00:14:00.000 --> 00:14:03.000]  所以你願意因為這樣
[00:14:03.000 --> 00:14:04.000]  彼此尊重
[00:14:04.000 --> 00:14:08.000]  彼此想能夠做到達致合一的果效
[00:14:08.000 --> 00:14:11.000]  所以你願意犧牲和遷就
[00:14:11.000 --> 00:14:14.000]  去接受一些你本來沒有興趣
[00:14:14.000 --> 00:14:18.000]  或者你本來不知不是要做的事
[00:14:18.000 --> 00:14:20.000]  這樣的合一
[00:14:20.000 --> 00:14:25.000]  難怪會被人稱為雙輸
[00:14:25.000 --> 00:14:29.000]  究竟聖經怎樣教導我們呢
[00:14:29.000 --> 00:14:31.000]  請讀聖經好嗎
[00:14:31.000 --> 00:14:32.000]  一起讀
[00:14:32.000 --> 00:14:33.000]  聖父啊
[00:14:33.000 --> 00:14:36.000]  求你因你所賜給我的命
[00:14:36.000 --> 00:14:37.000]  保守他們
[00:14:37.000 --> 00:14:39.000]  叫他們合而為一
[00:14:39.000 --> 00:14:41.000]  像我們一樣
[00:14:41.000 --> 00:14:43.000]  聖經提醒我們
[00:14:43.000 --> 00:14:47.000]  合一從來不是自然的合一
[00:14:47.000 --> 00:14:50.000]  而是上帝保守合一
[00:14:50.000 --> 00:14:52.000]  請看聖經
[00:14:52.000 --> 00:14:57.000]  耶穌稱呼父聖父啊
[00:14:57.000 --> 00:15:00.000]  求你因你所賜給我的命
[00:15:00.000 --> 00:15:01.000]  保守他們
[00:15:01.000 --> 00:15:04.000]  如果你現在拿著電子聖經
[00:15:04.000 --> 00:15:06.000]  你有興趣你可以搜尋一下
[00:15:06.000 --> 00:15:08.000]  聖父
[00:15:08.000 --> 00:15:11.000]  這兩個字
[00:15:11.000 --> 00:15:15.000]  在聖經裡面出現過多少次
[00:15:15.000 --> 00:15:17.000]  整本新的聖經
[00:15:17.000 --> 00:15:21.000]  只有這裡
[00:15:21.000 --> 00:15:22.000]  只有這裡
[00:15:22.000 --> 00:15:25.000]  耶穌基督稱呼很多次父啊父啊
[00:15:25.000 --> 00:15:27.000]  但是祂唯獨這裡
[00:15:27.000 --> 00:15:31.000]  稱呼聖父啊
[00:15:31.000 --> 00:15:34.000]  耶穌這樣稱呼聖父
[00:15:34.000 --> 00:15:35.000]  對你和我
[00:15:35.000 --> 00:15:37.000]  可能今天我們覺得很輕鬆
[00:15:37.000 --> 00:15:39.000]  或者覺得很慣常
[00:15:39.000 --> 00:15:41.000]  因為剛才歌我也是這樣唱
[00:15:41.000 --> 00:15:43.000]  聖父聖子聖靈
[00:15:43.000 --> 00:15:45.000]  上上都用逸
[00:15:45.000 --> 00:15:47.000]  但是請問
[00:15:47.000 --> 00:15:51.000]  這個聖是什麼意思呢
[00:15:51.000 --> 00:15:53.000]  你查查字典就可以了
[00:15:53.000 --> 00:15:54.000]  中國人很清楚的
[00:15:54.000 --> 00:15:59.000]  聖就是德行高尚博通事理
[00:15:59.000 --> 00:16:02.000]  所以孔聖萬聖是這樣寫的
[00:16:02.000 --> 00:16:03.000]  聖人
[00:16:03.000 --> 00:16:06.000]  或者是學識或者技藝
[00:16:06.000 --> 00:16:09.000]  非常之高超有成就的人
[00:16:09.000 --> 00:16:10.000]  所以呢
[00:16:10.000 --> 00:16:14.000]  伊聖聖守聖像
[00:16:14.000 --> 00:16:16.000]  就是這樣來的了
[00:16:16.000 --> 00:16:18.000]  這個就是聖嘛
[00:16:18.000 --> 00:16:20.000]  但是聖經裡面是不是這樣說呢
[00:16:20.000 --> 00:16:22.000]  是不是關乎地位呢
[00:16:22.000 --> 00:16:23.000]  是不是關乎尊重呢
[00:16:23.000 --> 00:16:28.000]  是不是關乎神聖呢
[00:16:28.000 --> 00:16:31.000]  這裡說的希臘文
[00:16:31.000 --> 00:16:34.000]  其實它翻譯過來
[00:16:34.000 --> 00:16:35.000]  是父啊
[00:16:35.000 --> 00:16:40.000]  你是聖潔的
[00:16:40.000 --> 00:16:43.000]  聖潔是猶太人所熟悉的
[00:16:43.000 --> 00:16:46.000]  但是利未基所記載
[00:16:46.000 --> 00:16:49.000]  利未基11章44節說
[00:16:49.000 --> 00:16:51.000]  我是耶和華你們的神
[00:16:51.000 --> 00:16:53.000]  所以你們要成為聖潔
[00:16:53.000 --> 00:16:55.000]  因為我是聖潔的
[00:16:55.000 --> 00:16:57.000]  屬神的子民
[00:16:57.000 --> 00:16:58.000]  無論是以色列民
[00:16:58.000 --> 00:16:59.000]  或者今天我們彭遜
[00:16:59.000 --> 00:17:01.000]  成為新的以色列民
[00:17:01.000 --> 00:17:03.000]  我們都需要分別為聖
[00:17:03.000 --> 00:17:05.000]  因為神是聖潔的
[00:17:05.000 --> 00:17:09.000]  耶穌在這裡刻意提神是聖潔的
[00:17:09.000 --> 00:17:13.000]  是因為祂在這裡要為門徒祈禱
[00:17:13.000 --> 00:17:17.000]  希望免禮門徒將來要為祂侍奉
[00:17:17.000 --> 00:17:18.000]  為祂工作的時候
[00:17:18.000 --> 00:17:19.000]  需要成聖
[00:17:19.000 --> 00:17:21.000]  需要分別為聖
[00:17:21.000 --> 00:17:23.000]  不是成為神聖的人
[00:17:23.000 --> 00:17:26.000]  不是爭奪一個更高的權位
[00:17:26.000 --> 00:17:28.000]  不是爭奪更多人對你的尊重
[00:17:28.000 --> 00:17:31.000]  而是成為聖潔
[00:17:31.000 --> 00:17:33.000]  合乎主用
[00:17:33.000 --> 00:17:36.000]  所以耶穌在第一到第五節
