
[00:00:00.000 --> 00:00:04.000]  各位朋友、各位頂子妹新年快樂!
[00:04:41.000 --> 00:04:43.000]  有多少人像我這樣
[00:04:43.000 --> 00:04:47.000]  買新鞋都是要貼個膠布在腳後面
[00:04:47.000 --> 00:04:51.000]  然後穿一段時間才會舒服一點,對不對?
[00:04:51.000 --> 00:04:54.000]  舊的事情都有舊的事情的好處
[00:04:54.000 --> 00:04:57.000]  舊的事情我們很隨舊
[00:04:57.000 --> 00:04:59.000]  一點都不容易
[00:04:59.000 --> 00:05:02.000]  因為那些東西是我們很習慣的事物
[00:05:02.000 --> 00:05:06.000]  但是這些事情如果你一邊留戀一邊不改變
[00:05:06.000 --> 00:05:10.000]  就會成為你向新的方向
[00:05:10.000 --> 00:05:14.000]  或者新的挑戰成長的一個前例
[00:05:14.000 --> 00:05:17.000]  踏入新的一年,求主幫助我們
[00:05:17.000 --> 00:05:19.000]  因著認識基督的緣故
[00:05:19.000 --> 00:05:22.000]  能夠有一種將舊的不好的事物
[00:05:22.000 --> 00:05:26.000]  可以改變的一些勇氣和力量
[00:05:26.000 --> 00:05:28.000]  第二部份是「迎新」
[00:05:28.000 --> 00:05:29.000]  其實聖經裡面有兩個字
[00:05:29.000 --> 00:05:31.000]  都是和「新」字有關的
[00:05:31.000 --> 00:05:36.000]  第一個字其實某程度上是時間上高的「新」
[00:05:36.000 --> 00:05:39.000]  即是說是新舊的對比
[00:05:39.000 --> 00:05:42.000]  有新屋就有舊屋,有新年就有舊年
[00:05:42.000 --> 00:05:44.000]  這個是時間上高的「新」
[00:05:44.000 --> 00:05:47.000]  但是聖經裡面有另一個「新」更加寶貴
[00:05:47.000 --> 00:05:48.000]  就是今天我們所讀的
[00:05:48.000 --> 00:05:51.000]  哥倫多後書五章十七節的「新」
[00:05:51.000 --> 00:05:53.000]  那個「新」就是一種程度上的「新」
[00:05:53.000 --> 00:05:55.000]  或者一種本質上高的「新」
[00:05:55.000 --> 00:05:58.000]  這種「新」是不會因為時間而變舊的
[00:05:58.000 --> 00:06:01.000]  就好像我們剛才所讀的臨後五章十七節說
[00:06:01.000 --> 00:06:05.000]  「若有人在基督裡面,他就成為一個新造的人」
[00:06:05.000 --> 00:06:07.000]  不管你信耶穌信了多少年
[00:06:07.000 --> 00:06:09.000]  你仍然是一位新人
[00:06:09.000 --> 00:06:12.000]  你永遠不會在基督裡面成為舊人的
[00:06:12.000 --> 00:06:13.000]  如果你是信耶穌
[00:06:13.000 --> 00:06:15.000]  你應該明白我這句說話的意思
[00:06:15.000 --> 00:06:17.000]  你有一個新的價值觀
[00:06:17.000 --> 00:06:19.000]  你有一個新的人生的方向
[00:06:19.000 --> 00:06:21.000]  今天我們思想一下
[00:06:21.000 --> 00:06:24.000]  怎樣隨舊和怎樣立新
[00:06:24.000 --> 00:06:26.000]  或者怎樣迎新
[00:06:26.000 --> 00:06:30.000]  當然,如果有些事情你是很有勇氣改變的
[00:06:30.000 --> 00:06:32.000]  可能你會容易一點
[00:06:32.000 --> 00:06:34.000]  但正如我們剛才所說
[00:06:34.000 --> 00:06:35.000]  有些壞的事情
[00:06:35.000 --> 00:06:36.000]  有些壞的事物
[00:06:36.000 --> 00:06:38.000]  已經習以為常了
[00:06:38.000 --> 00:06:40.000]  其實你是很難去作出改變的
[00:06:40.000 --> 00:06:43.000]  要談改變這些壞的習慣
[00:06:43.000 --> 00:06:45.000]  即是談何容易呢
[00:06:45.000 --> 00:06:49.000]  話說美國號稱是一個基督教的國家
[00:06:49.000 --> 00:06:51.000]  教會到處臨立
[00:06:51.000 --> 00:06:55.000]  但是罪惡的事情都層出不窮
[00:06:55.000 --> 00:06:57.000]  有一次有一位傳道人
[00:06:57.000 --> 00:07:16.000]  向一位製造肥皂的商人傳福音
[00:07:16.000 --> 00:07:19.000]  這位做生意的人
[00:07:19.000 --> 00:07:21.000]  就出了名無神論
[00:07:21.000 --> 00:07:22.000]  也不信耶穌
[00:07:22.000 --> 00:07:24.000]  傳道人說完這個訊息之後
[00:07:24.000 --> 00:07:29.000]  那個商人就用一種嘲笑的口吻
[00:07:29.000 --> 00:07:31.000]  來回應這個傳道人
[00:07:31.000 --> 00:07:35.000]  他說,你們這麼努力地傳福音
[00:07:35.000 --> 00:07:39.000]  但是你聽我們國家犯罪率卻是越來越高
[00:07:39.000 --> 00:07:42.000]  我想看起來你們所傳的福音
[00:07:42.000 --> 00:07:44.000]  其實基本上都沒有什麼作用
[00:07:44.000 --> 00:07:48.000]  都解決不了人那種罪的習性
[00:07:48.000 --> 00:07:50.000]  這個傳道人聽完之後
[00:07:50.000 --> 00:07:52.000]  他又好像有點道理
[00:07:52.000 --> 00:07:54.000]  傳福音傳了這麼久
[00:07:54.000 --> 00:07:56.000]  罪惡率都這麼高
[00:07:56.000 --> 00:07:57.000]  那即是怎樣呢
[00:07:57.000 --> 00:07:59.000]  那福音就沒有用了
[00:07:59.000 --> 00:08:01.000]  這個傳道人就感謝神
[00:08:01.000 --> 00:08:02.000]  他很有智慧
[00:08:02.000 --> 00:08:05.000]  祈禱之後就這樣跟他開個玩笑
[00:08:05.000 --> 00:08:07.000]  他就指著身邊
[00:08:07.000 --> 00:08:11.000]  在街上看到有一個小朋友
[00:08:11.000 --> 00:08:13.000]  玩到滾地沙
[00:08:13.000 --> 00:08:15.000]  全身都污糟邋遢
[00:08:15.000 --> 00:08:18.000]  他就指著這個小朋友
[00:08:18.000 --> 00:08:22.000]  滿身都是泥巴的小朋友
[00:08:22.000 --> 00:08:24.000]  就跟這個商人說
[00:08:24.000 --> 00:08:27.000]  他說,我看你的肥皂
[00:08:27.000 --> 00:08:30.000]  你做的肥皂都沒有什麼大作用
[00:08:30.000 --> 00:08:32.000]  你看看這個小朋友
[00:08:32.000 --> 00:08:36.000]  滿身都是污糟邋遢的
[00:08:36.000 --> 00:08:39.000]  這個商人聽完之後
[00:08:39.000 --> 00:08:41.000]  當然是很大反應
[00:08:41.000 --> 00:08:43.000]  就跟他說,你這樣說真的沒什麼見識
[00:08:43.000 --> 00:08:44.000]  他都沒有用我的肥皂
[00:08:44.000 --> 00:08:46.000]  怎麼能夠乾淨呢
[00:08:46.000 --> 00:08:48.000]  我保證誰用我的肥皂
[00:08:48.000 --> 00:08:51.000]  誰就能夠得到乾淨
[00:08:51.000 --> 00:08:53.000]  這個傳道人就這樣說
[00:08:53.000 --> 00:08:55.000]  他說,你都很有見識
[00:08:55.000 --> 00:08:57.000]  其實福音都是這樣
[00:08:57.000 --> 00:08:59.000]  誰真心接受福音
[00:08:59.000 --> 00:09:03.000]  誰就能夠被福音更新
[00:09:03.000 --> 00:09:04.000]  其實從這個故事
[00:09:04.000 --> 00:09:06.000]  你作為一個出發點的話
[00:09:06.000 --> 00:09:09.000]  我們來一次信仰的反省
[00:09:09.000 --> 00:09:11.000]  我們都承認自己是基督徒
[00:09:11.000 --> 00:09:13.000]  可能我們當中已經信了耶穌很久
[00:09:13.000 --> 00:09:16.000]  但是信仰對我們的習慣
[00:09:16.000 --> 00:09:17.000]  對我們的品格
[00:09:17.000 --> 00:09:19.000]  究竟影響有多大
[00:09:19.000 --> 00:09:21.000]  是耶穌沒有能力影響我們
[00:09:21.000 --> 00:09:24.000]  還是我們沒有讓耶穌掌管我們的生命
[00:09:24.000 --> 00:09:28.000]  以致徹底讓我們能夠戒掉那些壞習慣
[00:09:28.000 --> 00:09:29.000]  保羅這樣說
[00:09:29.000 --> 00:09:31.000]  他說,若有人在基督裡
[00:09:31.000 --> 00:09:32.000]  他就是新造的人
[00:09:32.000 --> 00:09:35.000]  舊事已過,都變成新的
[00:09:35.000 --> 00:09:37.000]  這個聖經其實強調的
[00:09:37.000 --> 00:09:38.000]  就是基督福音
[00:09:38.000 --> 00:09:41.000]  使我們能夠成為新造的人
[00:09:41.000 --> 00:09:43.000]  成為新造的人的秘訣
[00:09:43.000 --> 00:09:45.000]  是要在基督裡
[00:09:45.000 --> 00:09:48.000]  而且保羅說若有人
[00:09:48.000 --> 00:09:52.000]  今天我們會嘗試認真思想一下
[00:09:52.000 --> 00:09:54.000]  這一段聖經
[00:09:54.000 --> 00:09:56.000]  至少在幾個層面
[00:09:56.000 --> 00:09:58.000]  我們需要留意
[00:09:58.000 --> 00:10:01.000]  第一,保羅說新造的人
[00:10:01.000 --> 00:10:03.000]  保羅說若有人在基督裡
[00:10:03.000 --> 00:10:04.000]  就是新造的人
[00:10:04.000 --> 00:10:05.000]  這段經文告訴我們
[00:10:05.000 --> 00:10:07.000]  當我們真心接受耶穌基督
[00:10:07.000 --> 00:10:08.000]  成為舊主的時候
[00:10:08.000 --> 00:10:09.000]  基督的福音
[00:10:09.000 --> 00:10:12.000]  就能夠使我們成為新造的人
[00:10:12.000 --> 00:10:14.000]  新造的人最少有兩個層面
[00:10:14.000 --> 00:10:17.000]  第一個層面就是新的生命
[00:10:17.000 --> 00:10:18.000]  各位領子們
[00:10:18.000 --> 00:10:20.000]  我們也不妨想一想
[00:10:20.000 --> 00:10:22.000]  當我們立志接受耶穌
[00:10:22.000 --> 00:10:24.000]  接受耶穌做舊主的時候
[00:10:24.000 --> 00:10:27.000]  耶穌有沒有更新我們的生命
[00:10:27.000 --> 00:10:29.000]  使我們有新的價值觀
[00:10:29.000 --> 00:10:32.000]  以及新的道德動力
[00:10:32.000 --> 00:10:34.000]  我想起我自己信耶穌的見證
[00:10:34.000 --> 00:10:35.000]  也跟大家分享一下
[00:10:35.000 --> 00:10:37.000]  我好像沒有跟大家說過
[00:10:37.000 --> 00:10:39.000]  我是中三的時候信耶穌的
[00:10:39.000 --> 00:10:41.000]  我告訴你信了多少年
[00:10:41.000 --> 00:10:43.000]  你大概知道我多少歲了
[00:10:43.000 --> 00:10:45.000]  也不太介意
[00:10:45.000 --> 00:10:47.000]  我中三的時候信耶穌
[00:10:47.000 --> 00:10:48.000]  其實很特別的
[00:10:48.000 --> 00:10:50.000]  很感恩神的恩典
[00:10:50.000 --> 00:10:53.000]  因為我不是讀一間基督教學校
[00:10:53.000 --> 00:10:56.000]  我讀一間保證良爽的學校
[00:10:56.000 --> 00:10:58.000]  那間學校裡
[00:10:58.000 --> 00:11:00.000]  又有天主教同學會
[00:11:00.000 --> 00:11:02.000]  又有基督徒團契
[00:11:02.000 --> 00:11:05.000]  有一個基督徒是我的弟兄
[00:11:05.000 --> 00:11:06.000]  是我的同學
[00:11:06.000 --> 00:11:07.000]  是個很好的人
[00:11:07.000 --> 00:11:08.000]  怎樣好的人呢
[00:11:08.000 --> 00:11:09.000]  他讀書成績又厲害
[00:11:09.000 --> 00:11:10.000]  什麼都好
[00:11:10.000 --> 00:11:11.000]  但是有一樣好
[00:11:11.000 --> 00:11:12.000]  你知道讀書厲害
[00:11:12.000 --> 00:11:14.000]  不等於他會教你的
[00:11:14.000 --> 00:11:16.000]  你讀書的時候有沒有試過
[00:11:16.000 --> 00:11:17.000]  有些同學很厲害
[00:11:17.000 --> 00:11:18.000]  不過你一看他的東西
[00:11:18.000 --> 00:11:20.000]  他就馬上好像蓋著
[00:11:20.000 --> 00:11:22.000]  千萬不要看他的東西
[00:11:22.000 --> 00:11:24.000]  但是這個弟兄很好
[00:11:24.000 --> 00:11:26.000]  問什麼他都會回答
[00:11:26.000 --> 00:11:29.000]  我知道他是基督徒
[00:11:29.000 --> 00:11:31.000]  他經常想我回教會
[00:11:31.000 --> 00:11:33.000]  我小時候
[00:11:33.000 --> 00:11:34.000]  其實我有一點背景
[00:11:34.000 --> 00:11:36.000]  我小時候讀天主教學校
[00:11:36.000 --> 00:11:37.000]  天主教學校
[00:11:37.000 --> 00:11:39.000]  即是在小學的時候
[00:11:39.000 --> 00:11:44.000]  我們被迫每個禮拜都進聖堂望彌撒
[00:11:44.000 --> 00:11:46.000]  我們和另外幾個男同學
[00:11:46.000 --> 00:11:48.000]  就屬於出名頑皮的那些
[00:11:48.000 --> 00:11:49.000]  那怎樣頑皮呢
[00:11:49.000 --> 00:11:51.000]  就是勾著那些神父修女
[00:11:51.000 --> 00:11:52.000]  不在聖堂裡
[00:11:52.000 --> 00:11:54.000]  我們就會走進去聖堂裡
[00:11:54.000 --> 00:11:57.000]  拿些聖水來彈
[00:11:57.000 --> 00:12:02.000]  你未做過
[00:12:02.000 --> 00:12:04.000]  不知為何這樣彈著彈著
[00:12:04.000 --> 00:12:06.000]  就做了牧師了
[00:12:06.000 --> 00:12:09.000]  我小時候很頑皮的
[00:12:09.000 --> 00:12:11.000]  我說自己我不會相信耶穌的
[00:12:11.000 --> 00:12:14.000]  有一次我的同學
[00:12:14.000 --> 00:12:17.000]  邀請我放學之後
[00:12:17.000 --> 00:12:20.000]  去學生團契的報道會
[00:12:20.000 --> 00:12:21.000]  其實我當時都不知道
[00:12:21.000 --> 00:12:22.000]  報道會是什麼
[00:12:22.000 --> 00:12:25.000]  大概知道想踢我進會
[00:12:25.000 --> 00:12:28.000]  就好像今天有人想踢你進會那樣
[00:12:28.000 --> 00:12:32.000]  我就抗拒
[00:12:32.000 --> 00:12:35.000]  我就說不去了
[00:12:35.000 --> 00:12:36.000]  但現在回想起來
[00:12:36.000 --> 00:12:38.000]  都有些傻的
[00:12:38.000 --> 00:12:40.000]  他是好事而不捨
[00:12:40.000 --> 00:12:42.000]  早上小息的時候
[00:12:42.000 --> 00:12:43.000]  問我今天去不去
[00:12:43.000 --> 00:12:45.000]  我不想去
[00:12:45.000 --> 00:12:47.000]  就找些藉口出來
[00:12:47.000 --> 00:12:48.000]  你知未信耶穌
[00:12:48.000 --> 00:12:50.000]  說謊都當吃生菜
[00:12:50.000 --> 00:12:52.000]  早上他問我的時候
[00:12:52.000 --> 00:12:53.000]  我說不去了
[00:12:53.000 --> 00:12:55.000]  我媽媽生病了
[00:12:55.000 --> 00:12:58.000]  就媽媽生病了
[00:12:58.000 --> 00:13:00.000]  我說不去了
[00:13:00.000 --> 00:13:01.000]  晚點小息的時候
[00:13:01.000 --> 00:13:03.000]  他又再問我一次
[00:13:03.000 --> 00:13:04.000]  真的不去嗎
[00:13:04.000 --> 00:13:07.000]  其實如果真是一個真實的理由
[00:13:07.000 --> 00:13:09.000]  說來說去都是那個而已
[00:13:09.000 --> 00:13:11.000]  我當時很傻
[00:13:11.000 --> 00:13:12.000]  我想想
[00:13:12.000 --> 00:13:14.000]  說媽媽生病都不夠
[00:13:14.000 --> 00:13:15.000]  我又再說
[00:13:15.000 --> 00:13:18.000]  我爸爸都生病了
[00:13:18.000 --> 00:13:22.000]  現在回想起來
[00:13:22.000 --> 00:13:25.000]  所有人都知道你是說謊的
[00:13:25.000 --> 00:13:27.000]  你是一個理由
[00:13:27.000 --> 00:13:28.000]  什麼時候都是一個理由
[00:13:28.000 --> 00:13:29.000]  你早上問一個理由
[00:13:29.000 --> 00:13:30.000]  第二個理由
[00:13:30.000 --> 00:13:31.000]  第三個理由
[00:13:31.000 --> 00:13:32.000]  很明顯你不去
[00:13:32.000 --> 00:13:34.000]  所以他不放棄
[00:13:34.000 --> 00:13:35.000]  他繼續問
[00:13:35.000 --> 00:13:37.000]  問到臨放學都問
[00:13:37.000 --> 00:13:39.000]  我當時只是一個心態
[00:13:39.000 --> 00:13:40.000]  就算了
[00:13:40.000 --> 00:13:42.000]  免得得失他
[00:13:42.000 --> 00:13:43.000]  我很怕他
[00:13:43.000 --> 00:13:44.000]  我不去他就以後
[00:13:44.000 --> 00:13:46.000]  我小人之心
[00:13:46.000 --> 00:13:48.000]  我怕他以後不教我功課
[00:13:48.000 --> 00:13:49.000]  我就說好了好了
[00:13:49.000 --> 00:13:50.000]  去吧去吧
[00:13:50.000 --> 00:13:52.000]  我已經想好了
[00:13:52.000 --> 00:13:55.000]  那時候我們教學校的報道會
[00:13:55.000 --> 00:13:57.000]  在六樓的地理室
[00:13:57.000 --> 00:14:01.000]  我們在慈雲山蒲崗村
[00:14:01.000 --> 00:14:03.000]  如果你知道哪一間學校
[00:14:03.000 --> 00:14:04.000]  你就知道了
[00:14:04.000 --> 00:14:05.000]  不知道就算了
[00:14:05.000 --> 00:14:07.000]  慈雲山還有十三太保很出名
[00:14:07.000 --> 00:14:09.000]  不過放心我不是
[00:14:09.000 --> 00:14:12.000]  我就想著一上去地理室
[00:14:12.000 --> 00:14:14.000]  我就衝去窗邊
[00:14:14.000 --> 00:14:17.000]  望左邊那個爆石場爆石
[00:14:17.000 --> 00:14:19.000]  我就不聽牧師講道
[00:14:19.000 --> 00:14:21.000]  所以你現在聽牧師講道
[00:14:21.000 --> 00:14:23.000]  我很感激你
[00:14:23.000 --> 00:14:25.000]  我就一坐上去
[00:14:25.000 --> 00:14:27.000]  我真的一坐上去就坐窗邊
[00:14:27.000 --> 00:14:30.000]  因為我打算應付完我的同學就算了
[00:14:30.000 --> 00:14:31.000]  他講完我就說
[00:14:31.000 --> 00:14:32.000]  行了我不信了
[00:14:32.000 --> 00:14:35.000]  聽了那就算了
[00:14:35.000 --> 00:14:37.000]  但是那天
[00:14:37.000 --> 00:14:38.000]  在我人生裡面
[00:14:38.000 --> 00:14:40.000]  我聽了一個
[00:14:40.000 --> 00:14:42.000]  令我最感動的訊息
[00:14:42.000 --> 00:14:43.000]  真心講牧師講什麼
[00:14:43.000 --> 00:14:44.000]  我真的不記得
[00:14:44.000 --> 00:14:46.000]  所以你不記得我說話
[00:14:46.000 --> 00:14:48.000]  你真的不用介意
[00:14:48.000 --> 00:14:51.000]  但是我記得上帝的說話
[00:14:51.000 --> 00:14:53.000]  當日所讀的聖經
[00:14:53.000 --> 00:14:55.000]  解答了我人生在天主教裡面
[00:14:55.000 --> 00:14:59.000]  六年的小學都答不到的問題
[00:14:59.000 --> 00:15:00.000]  因為天主教裡面
[00:15:00.000 --> 00:15:02.000]  那些神父和修女常常講
[00:15:02.000 --> 00:15:03.000]  神是公義的
[00:15:03.000 --> 00:15:05.000]  你不信耶穌就落地獄
[00:15:05.000 --> 00:15:06.000]  所以我得到的結論就是
[00:15:06.000 --> 00:15:08.000]  上帝很霸道
[00:15:08.000 --> 00:15:10.000]  但是當日講完講的訊息是
[00:15:10.000 --> 00:15:13.000]  約翰福音三章十六節
[00:15:13.000 --> 00:15:15.000]  祂說神愛世人
[00:15:15.000 --> 00:15:18.000]  甚至將祂的獨生子賜給他們
[00:15:18.000 --> 00:15:19.000]  叫一切信他的
[00:15:19.000 --> 00:15:20.000]  不至滅亡
[00:15:20.000 --> 00:15:22.000]  反得永生
[00:15:22.000 --> 00:15:24.000]  在當時我心裡面
[00:15:24.000 --> 00:15:26.000]  馬上解答了我的問題
[00:15:26.000 --> 00:15:28.000]  原來上帝不是那種霸道
[00:15:28.000 --> 00:15:32.000]  而是祂用祂的兒子代替
[00:15:32.000 --> 00:15:35.000]  其實想十字架受死應該是我
[00:15:35.000 --> 00:15:37.000]  我小時候
[00:15:37.000 --> 00:15:39.000]  別人覺得我很乖
[00:15:39.000 --> 00:15:40.000]  我再講
[00:15:40.000 --> 00:15:43.000]  其實這裡有小朋友在
[00:15:43.000 --> 00:15:45.000]  可不可以教壞他們
[00:15:45.000 --> 00:15:46.000]  不要緊
[00:15:46.000 --> 00:15:48.000]  媽媽幫你再掃瞄一下
[00:15:48.000 --> 00:15:50.000]  要大人覺得你很乖
[00:15:50.000 --> 00:15:52.000]  就很簡單
[00:15:52.000 --> 00:15:54.000]  我小時候已經發現這件事
[00:15:54.000 --> 00:15:56.000]  就是鈍
[00:15:56.000 --> 00:15:58.000]  別人就會覺得你乖
[00:15:58.000 --> 00:16:00.000]  什麼都不說
[00:16:00.000 --> 00:16:02.000]  問你什麼
[00:16:02.000 --> 00:16:03.000]  哦
[00:16:03.000 --> 00:16:06.000]  你雖然心裡有很多想法
[00:16:06.000 --> 00:16:09.000]  你喜歡什麼都哦
[00:16:09.000 --> 00:16:10.000]  那就乖
[00:16:10.000 --> 00:16:12.000]  小時候別人覺得我很乖
[00:16:12.000 --> 00:16:14.000]  因為我真的很
[00:16:14.000 --> 00:16:18.000]  很頓
[00:16:18.000 --> 00:16:21.000]  但其實我心裡我知道
[00:16:21.000 --> 00:16:24.000]  罪是什麼一回事
[00:16:24.000 --> 00:16:27.000]  我有些壞習慣我解不開的
[00:16:27.000 --> 00:16:30.000]  我們小時候有一種錢坑
[00:16:30.000 --> 00:16:33.000]  只有入無出
[00:16:33.000 --> 00:16:36.000]  就是存滿了之後
[00:16:36.000 --> 00:16:38.000]  你要拿去銀行那裡
[00:16:38.000 --> 00:16:41.000]  銀行職員幫你剪掉那條鐵鏈
[00:16:41.000 --> 00:16:44.000]  然後把錢都倒在你面前數數數數數
[00:16:44.000 --> 00:16:48.000]  然後放進你的戶口裡
[00:16:48.000 --> 00:16:50.000]  你沒理由會的
[00:16:50.000 --> 00:16:52.000]  你怎麼投的
[00:16:52.000 --> 00:16:55.000]  就是大概是這樣
[00:16:55.000 --> 00:16:57.000]  但我告訴你
[00:16:57.000 --> 00:16:59.000]  我小時候已經很厲害
[00:16:59.000 --> 00:17:01.000]  在裡面拿錢
[00:17:01.000 --> 00:17:03.000]  只要一張棉被
[00:17:03.000 --> 00:17:04.000]  一把間尺
[00:17:04.000 --> 00:17:05.000]  一個電筒
[00:17:05.000 --> 00:17:08.000]  要多少有多少
[00:17:08.000 --> 00:17:11.000]  我很懂的
[00:17:11.000 --> 00:17:12.000]  用一張棉被蓋著
[00:17:12.000 --> 00:17:14.000]  用一個電筒照著
[00:17:14.000 --> 00:17:15.000]  把間尺伸進去
[00:17:15.000 --> 00:17:17.000]  一放著一塊錢
