
[00:00:00.000 --> 00:00:06.000]  今年有機會與大家在講壇裡分享有關福音的訊息
[00:02:42.000 --> 00:02:45.000]  是這麼微小,是這麼不足
[00:02:45.000 --> 00:02:47.000]  但是士郎主人裡面說到的
[00:02:47.000 --> 00:02:50.000]  彼得在聖靈降臨的時候
[00:02:50.000 --> 00:02:56.000]  是一個完全將生命擺上的一個仕途
[00:02:56.000 --> 00:02:57.000]  在官夫的面前說
[00:02:57.000 --> 00:03:01.000]  「聽從神,聽從人」
[00:03:01.000 --> 00:03:04.000]  你問我應該怎樣選擇
[00:03:04.000 --> 00:03:06.000]  我當然是來聽從神
[00:03:06.000 --> 00:03:10.000]  帶著勇氣,帶著信心
[00:03:10.000 --> 00:03:12.000]  帶著堅毅的心
[00:03:12.000 --> 00:03:15.000]  來將福音傳開去
[00:03:15.000 --> 00:03:18.000]  至死忠心
[00:03:18.000 --> 00:03:20.000]  這就是聖靈在這群的仕途
[00:03:20.000 --> 00:03:26.000]  在歷代的信徒生命裡帶來不一樣的改變
[00:03:26.000 --> 00:03:30.000]  我們盼望我們能夠在新的一年裡
[00:03:30.000 --> 00:03:32.000]  我們都能夠去認識
[00:03:32.000 --> 00:03:36.000]  這位處在我們生命裡與我們永遠同在的聖靈
[00:03:36.000 --> 00:03:39.000]  然後我們怎樣去透過他
[00:03:39.000 --> 00:03:44.000]  我們成為一個見證基督耶穌的人
[00:03:44.000 --> 00:03:47.000]  在羅馬書第八章十六至十七節裡
[00:03:47.000 --> 00:03:49.000]  這樣說,或者我們一起讀,好嗎?
[00:04:02.000 --> 00:04:07.000]  他用受苦也必和他一同得榮耀
[00:04:07.000 --> 00:04:10.000]  保羅提醒我們,我們是神的兒女
[00:04:10.000 --> 00:04:14.000]  是聖靈印證著我們這個身份
[00:04:14.000 --> 00:04:16.000]  祂重生我們
[00:04:16.000 --> 00:04:18.000]  我們就成為神的兒女
[00:04:18.000 --> 00:04:23.000]  擁有這個屬神的生命在當中
[00:04:23.000 --> 00:04:24.000]  但這次要提醒我們
[00:04:24.000 --> 00:04:26.000]  當我們要作為神的兒女
[00:04:26.000 --> 00:04:30.000]  要將我們生命去顯在人間的時候
[00:04:30.000 --> 00:04:33.000]  我們都要踏過主耶穌基督要踏過的路途
[00:04:33.000 --> 00:04:37.000]  好像祂一樣去面對生命的艱難、困苦
[00:04:37.000 --> 00:04:40.000]  甚至在當中好像一種位移
[00:04:40.000 --> 00:04:44.000]  要受逼迫,甚至死亡一樣
[00:04:44.000 --> 00:04:46.000]  但是保羅提醒我們
[00:04:46.000 --> 00:04:50.000]  我們可以與耶穌基督一同受苦的時候
[00:04:50.000 --> 00:04:55.000]  聖靈也是幫助我們與耶穌基督一同得榮耀
[00:04:55.000 --> 00:04:58.000]  所以得榮耀的生命裡面
[00:04:58.000 --> 00:05:01.000]  經歷過苦難是不足為奇
[00:05:01.000 --> 00:05:03.000]  而聖靈在我們生命當中
[00:05:03.000 --> 00:05:07.000]  就是要與我們一起去做這個見證
[00:05:07.000 --> 00:05:09.000]  告訴我們原來生命裡面
[00:05:09.000 --> 00:05:11.000]  能夠有一個信念
[00:05:11.000 --> 00:05:14.000]  有一個永恆的實在在我們生命當中的時候
[00:05:14.000 --> 00:05:19.000]  我們就不怕在當中經歷任何的艱難
[00:05:19.000 --> 00:05:21.000]  聖靈會幫我們
[00:05:21.000 --> 00:05:22.000]  聖靈與我們同在的時候
[00:05:22.000 --> 00:05:28.000]  會給力量我們去為主作見證
[00:05:28.000 --> 00:05:31.000]  所以求主讓我們在生命當中
[00:05:31.000 --> 00:05:34.000]  更深去認識聖靈
[00:05:34.000 --> 00:05:37.000]  與祂有更親切的關係
[00:05:37.000 --> 00:05:43.000]  更加能夠去明白、去認識祂的微星
[00:05:43.000 --> 00:05:47.000]  耶穌在約翰福音第十五章二十六至二十七節裡面說
[00:05:47.000 --> 00:05:51.000]  「但我要從父那裡差保衛施來」
[00:05:51.000 --> 00:05:53.000]  就是從父出來的真理的聖靈
[00:05:53.000 --> 00:05:56.000]  祂來了就要為我作見證
[00:05:56.000 --> 00:05:59.000]  你們也要作見證
[00:05:59.000 --> 00:06:03.000]  因為你們從起頭就與我們同在
[00:06:03.000 --> 00:06:07.000]  耶穌要門徒為祂作見證
[00:06:07.000 --> 00:06:10.000]  耶穌要提醒門徒你先要等候
[00:06:10.000 --> 00:06:12.000]  等候聖靈的來臨
[00:06:12.000 --> 00:06:14.000]  聖靈要為我作見證
[00:06:14.000 --> 00:06:18.000]  和祂會與我們一起作見證
[00:06:18.000 --> 00:06:21.000]  耶穌改變我們的生命
[00:06:21.000 --> 00:06:24.000]  我們就將這個生命的改變告訴世人
[00:06:24.000 --> 00:06:25.000]  憑什麼呢?
[00:06:25.000 --> 00:06:28.000]  憑聖靈主在我們生命裡面的時候
[00:06:28.000 --> 00:06:32.000]  我們靠著祂給我們的力量去作見證
[00:06:32.000 --> 00:06:34.000]  所以我今天來和大家思想
[00:06:34.000 --> 00:06:37.000]  耶穌在最後的叮嚀裡面
[00:06:37.000 --> 00:06:42.000]  和這班門徒解釋關於聖靈的工作的時候
[00:06:42.000 --> 00:06:44.000]  的重點在哪裡
[00:06:44.000 --> 00:06:47.000]  我們一起去讀約翰福音第十六章
[00:06:47.000 --> 00:06:49.000]  七節到第十四節
[00:06:49.000 --> 00:06:52.000]  我們看完歌幕一起讀這幾節經文
[00:06:52.000 --> 00:06:53.000]  一起讀
[00:06:53.000 --> 00:06:56.000]  「然而我將真情告訴你們
[00:06:56.000 --> 00:06:58.000]  我是以你們有益的
[00:06:58.000 --> 00:07:02.000]  我若不去保衛施就不道你們這類來
[00:07:02.000 --> 00:07:04.000]  我若去就差他來
[00:07:04.000 --> 00:07:08.000]  他既來了就要叫世人為罪為異
[00:07:08.000 --> 00:07:11.000]  為審判自己責備自己
[00:07:11.000 --> 00:07:14.000]  為罪是因他們不信我
[00:07:14.000 --> 00:07:18.000]  他們就不再去
[00:07:18.000 --> 00:07:20.000]  你們就不再見我
[00:07:20.000 --> 00:07:26.000]  為審判是因為這世界的王獸鳥審判
[00:07:26.000 --> 00:07:29.000]  我還有好些事要告訴你們
[00:07:29.000 --> 00:07:32.000]  但你們現在擔當不了
[00:07:32.000 --> 00:07:34.000]  只等真理的聖靈來了
[00:07:34.000 --> 00:07:38.000]  祂要引導你們明白一切的真理
[00:07:38.000 --> 00:07:41.000]  因為祂不是憑自己說的
[00:07:41.000 --> 00:07:44.000]  乃是把祂所聽見的都說出來
[00:07:44.000 --> 00:07:47.000]  並要把將來的事告訴你們
[00:07:47.000 --> 00:07:49.000]  祂要榮耀我
[00:07:49.000 --> 00:07:53.000]  因為祂要將授予我的告訴你們
[00:07:53.000 --> 00:07:54.000]  耶穌說
[00:07:54.000 --> 00:07:57.000]  聖靈要榮耀主的名
[00:07:57.000 --> 00:07:58.000]  要榮耀神
[00:07:58.000 --> 00:08:00.000]  要榮耀主
[00:08:00.000 --> 00:08:03.000]  祂要將在耶穌基督裡面
[00:08:03.000 --> 00:08:06.000]  在三個神的奇妙當中
[00:08:06.000 --> 00:08:13.000]  祂的作為、祂的心意、祂的託付告訴我們
[00:08:13.000 --> 00:08:16.000]  所以我們需要在作成神的工作裡面
[00:08:16.000 --> 00:08:20.000]  我們要更加認識聖靈
[00:08:20.000 --> 00:08:22.000]  怎樣在聖靈在我們生命裡面的時候
[00:08:22.000 --> 00:08:28.000]  我們能夠和祂一起去作見證
[00:08:28.000 --> 00:08:31.000]  所以特別強調聖靈來鳥
[00:08:31.000 --> 00:08:37.000]  是要為罪、為義、為審判自己、責備自己
[00:08:37.000 --> 00:08:39.000]  耶穌知道再講多講
[00:08:39.000 --> 00:08:42.000]  他們這班門徒都是不明白的
[00:08:42.000 --> 00:08:45.000]  但是很簡短的將聖靈很重要的工作
[00:08:45.000 --> 00:08:47.000]  來告訴他們
[00:08:47.000 --> 00:08:48.000]  又告訴他們
[00:08:48.000 --> 00:08:49.000]  現在我再講多一點
[00:08:49.000 --> 00:08:50.000]  你都擔當不了
[00:08:50.000 --> 00:08:53.000]  但是當真理的聖靈來臨的時候
[00:08:53.000 --> 00:08:58.000]  祂會引導他們明白一切的真理
[00:08:58.000 --> 00:09:00.000]  聖靈很有耐性
[00:09:00.000 --> 00:09:02.000]  當祂進入我們生命裡面的時候
[00:09:02.000 --> 00:09:04.000]  就陪著我們一起
[00:09:04.000 --> 00:09:07.000]  在我們人生成長的路途上
[00:09:07.000 --> 00:09:09.000]  叫我們能夠去明白
[00:09:09.000 --> 00:09:14.000]  怎樣來為主作美好的見證
[00:09:14.000 --> 00:09:18.000]  在這裡特別耶穌提到聖靈的工作
[00:09:18.000 --> 00:09:22.000]  有三方面很特別的表達
[00:09:22.000 --> 00:09:27.000]  就是為罪、為義、為審判
[00:09:27.000 --> 00:09:32.000]  我覺得這個好像聖靈來做的三維見證法
[00:09:32.000 --> 00:09:34.000]  幫助我們去看見罪
[00:09:34.000 --> 00:09:39.000]  看見義和審判是什麼事情
[00:09:39.000 --> 00:09:41.000]  如果我們信仰的核心裡面
[00:09:41.000 --> 00:09:46.000]  這三個是很重要的真理
[00:09:46.000 --> 00:09:48.000]  世人都犯了罪
[00:09:48.000 --> 00:09:50.000]  這是我們的實況
[00:09:50.000 --> 00:09:53.000]  但是耶穌要使我們因信稱義
[00:09:53.000 --> 00:09:56.000]  這也是我們信仰裡面很重要的核心
[00:09:56.000 --> 00:09:58.000]  不可以失去的
[00:09:58.000 --> 00:10:00.000]  我們要成為一個義人
[00:10:00.000 --> 00:10:02.000]  去與神同行
[00:10:02.000 --> 00:10:05.000]  我們更加要知道一件事
[00:10:05.000 --> 00:10:10.000]  我們將來是免去那極大的審判
[00:10:10.000 --> 00:10:12.000]  更加寶貴的就是
[00:10:12.000 --> 00:10:15.000]  我們將來與耶穌一同作王
[00:10:15.000 --> 00:10:18.000]  去做審判的工作
[00:10:18.000 --> 00:10:20.000]  你準備好自己的生命
[00:10:20.000 --> 00:10:23.000]  成為一個這麼尊貴的生命沒有?
[00:10:23.000 --> 00:10:26.000]  你是否盼望自己的生命是一個能夠
[00:10:26.000 --> 00:10:32.000]  在罪惡裡面能夠節節得勝的基督徒
[00:10:32.000 --> 00:10:37.000]  無懼生命當中的考驗
[00:10:37.000 --> 00:10:41.000]  無懼這個社會越來越變得黑暗
[00:10:41.000 --> 00:10:47.000]  不需要害怕什麼才是他們所說的真理
[00:10:47.000 --> 00:10:53.000]  所以說今年的2012年有什麼大事
[00:10:53.000 --> 00:10:56.000]  我今早來祖堂崇拜的時候
[00:10:56.000 --> 00:10:58.000]  聽倫敦BBC的時候
[00:10:58.000 --> 00:11:01.000]  他說今年是選舉年
[00:11:01.000 --> 00:11:04.000]  2012年很多國家都選出
[00:11:04.000 --> 00:11:07.000]  新的一代的領袖
[00:11:07.000 --> 00:11:10.000]  有些是淪莊的
[00:11:10.000 --> 00:11:12.000]  但是這些領袖
[00:11:12.000 --> 00:11:15.000]  能夠可以留到多久呢
[00:11:15.000 --> 00:11:19.000]  可不可以真的做足那個年份
[00:11:19.000 --> 00:11:21.000]  他的任期呢
[00:11:21.000 --> 00:11:24.000]  還是未知之數
[00:11:24.000 --> 00:11:26.000]  世事變幻
[00:11:26.000 --> 00:11:28.000]  但是神的永恆
[00:11:28.000 --> 00:11:31.000]  在我們信主的那一刻已經開始了
[00:11:31.000 --> 00:11:35.000]  所以我們嘗試今天用一個比較集中的焦點
[00:11:35.000 --> 00:11:39.000]  就是耶穌說到聖靈的工作裡面
[00:11:39.000 --> 00:11:42.000]  祂要與我們一起做見證裡面
[00:11:42.000 --> 00:11:45.000]  什麼叫為罪 什麼叫為義
[00:11:45.000 --> 00:11:48.000]  什麼叫為審判
[00:11:48.000 --> 00:11:49.000]  接著下去的時候
[00:11:49.000 --> 00:11:51.000]  耶穌都在處理方裡面
[00:11:51.000 --> 00:11:54.000]  做了一點進一步的解釋
[00:11:54.000 --> 00:11:56.000]  在9至11節裡面
[00:11:56.000 --> 00:11:59.000]  就逐個來說到為罪是什麼意思
[00:11:59.000 --> 00:12:01.000]  為義是什麼意思
[00:12:01.000 --> 00:12:04.000]  為審判是什麼意思
[00:12:04.000 --> 00:12:07.000]  這個幫助我們更加認識聖靈
[00:12:07.000 --> 00:12:09.000]  讓我們能夠在信仰的生命裡頭
[00:12:09.000 --> 00:12:12.000]  我們知道聖靈在我們人生裡做著什麼
[00:12:12.000 --> 00:12:16.000]  我們盡量的去明白 配合
[00:12:16.000 --> 00:12:19.000]  使我們的生命能夠成為一個勝過罪
[00:12:19.000 --> 00:12:22.000]  活出義的生命
[00:12:22.000 --> 00:12:27.000]  我們能夠懂得怎樣去看透這個世界
[00:12:27.000 --> 00:12:30.000]  用神的眼光去作審判
[00:12:30.000 --> 00:12:36.000]  這個世界將要承受神的最終審判
[00:12:36.000 --> 00:12:40.000]  第一方向大家要思想的就是為罪
[00:12:40.000 --> 00:12:42.000]  在第九節裡面
[00:12:42.000 --> 00:12:48.000]  耶穌要說的是為罪是因他們不信我
[00:12:48.000 --> 00:12:53.000]  為罪 耶穌要透過聖靈
[00:12:53.000 --> 00:12:55.000]  做一個很重要的工作
[00:12:55.000 --> 00:12:59.000]  幫助我們去明白罪是一回事
[00:12:59.000 --> 00:13:01.000]  罪的本質
[00:13:01.000 --> 00:13:05.000]  有人說就是偏離了神自己的吩咐
[00:13:05.000 --> 00:13:09.000]  有人說是因為人沒有聽神自己的說話
[00:13:09.000 --> 00:13:12.000]  不按神的原則來做
[00:13:12.000 --> 00:13:16.000]  這個就是人的墮落犯罪所帶來的結果
[00:13:16.000 --> 00:13:21.000]  神當吩咐亞當夏娃不要吃這個分別善惡樹上果子的時候
[00:13:21.000 --> 00:13:26.000]  巴旦就來到去試探夏娃
[00:13:26.000 --> 00:13:29.000]  我不知道亞當受了多少的試探
[00:13:29.000 --> 00:13:35.000]  但是聖經裡面只是描繪了夏娃接受了這個試探
[00:13:35.000 --> 00:13:39.000]  吃了這個分別善惡果的樹
[00:13:39.000 --> 00:13:42.000]  所帶來的結果就是她要離開這個伊甸園
[00:13:42.000 --> 00:13:46.000]  很痛苦的在自己沒有這個屬神的能力裡面
[00:13:46.000 --> 00:13:51.000]  去面對罪惡那種的艱難
[00:13:51.000 --> 00:13:55.000]  想一想亞當和夏娃
[00:13:55.000 --> 00:13:59.000]  離開了這個伊甸園之後他們要自己去耕種
[00:13:59.000 --> 00:14:03.000]  不可以隨手去摘不同的樹的果子來吃
[00:14:03.000 --> 00:14:06.000]  很勞苦的工作
[00:14:06.000 --> 00:14:08.000]  原來做事這麼辛苦的
[00:14:08.000 --> 00:14:13.000]  所以未做事的弟兄姊妹就享受一下未做事的日子
[00:14:13.000 --> 00:14:15.000]  做事都是勞苦的
[00:14:15.000 --> 00:14:17.000]  艱難的一個罪惡的世界
[00:14:17.000 --> 00:14:21.000]  所以弟兄姊妹你們覺得做事很辛苦是正確是對的
[00:14:21.000 --> 00:14:25.000]  因為是這樣的
[00:14:25.000 --> 00:14:28.000]  快有得不用做就不用做了
[00:14:28.000 --> 00:14:31.000]  我在計算自己退休的年齡
[00:14:31.000 --> 00:14:33.000]  就快不用做了
[00:14:33.000 --> 00:14:35.000]  是不是真的好呢?我也不知道
[00:14:35.000 --> 00:14:37.000]  不過做事是很辛苦的
[00:14:37.000 --> 00:14:39.000]  是艱難的
[00:14:39.000 --> 00:14:41.000]  在這個過程裡面
[00:14:41.000 --> 00:14:45.000]  亞當和夏娃也更加面對一個更艱難的處境
[00:14:45.000 --> 00:14:48.000]  聖經記載了他們兩個兒子
[00:14:48.000 --> 00:14:51.000]  這個哥仁和阿伯
[00:14:51.000 --> 00:14:56.000]  但竟然第一次經歷死亡
[00:14:56.000 --> 00:14:59.000]  不是亞當和夏娃
[00:14:59.000 --> 00:15:03.000]  是經歷了一個很聽話很敬畏神的阿伯
[00:15:03.000 --> 00:15:07.000]  竟然被哥哥所殺
[00:15:07.000 --> 00:15:13.000]  聖經從來沒有描繪著亞當和夏娃的心情是怎樣
[00:15:13.000 --> 00:15:16.000]  但如果你自己做父母
[00:15:16.000 --> 00:15:21.000]  你看到你家裡有這樣的事發生的時候
[00:15:21.000 --> 00:15:25.000]  你的心有多傷
[00:15:25.000 --> 00:15:29.000]  是多艱苦的一個經歷
[00:15:29.000 --> 00:15:34.000]  真真正正體驗罪那種可怕
[00:15:34.000 --> 00:15:40.000]  不信神帶來的結果是非常可怕
[00:15:40.000 --> 00:15:43.000]  該人不信神
[00:15:43.000 --> 00:15:47.000]  神跟該人說了
[00:15:47.000 --> 00:15:50.000]  你為什麼要發牢呢
[00:15:50.000 --> 00:15:53.000]  不要生氣了
[00:15:53.000 --> 00:15:57.000]  生氣是很可怕的一件事
[00:15:57.000 --> 00:16:01.000]  但是他沒有聽神給他的警告
[00:16:01.000 --> 00:16:03.000]  這個不信
[00:16:03.000 --> 00:16:06.000]  帶來給他生命裡面
[00:16:06.000 --> 00:16:09.000]  走了第一件在聖經裡面
[00:16:09.000 --> 00:16:12.000]  來到很嚴重的罪惡
[00:16:12.000 --> 00:16:19.000]  將自己的親生親同胞的弟弟殺了
[00:16:19.000 --> 00:16:21.000]  罪進入世界
[00:16:21.000 --> 00:16:23.000]  所以弟兄姊妹讓我們記得
[00:16:23.000 --> 00:16:25.000]  神的話語是要幫助我們
[00:16:25.000 --> 00:16:27.000]  信靠祂的話語
[00:16:27.000 --> 00:16:32.000]  所以保羅提醒我們不要含怒到日落
[00:16:32.000 --> 00:16:34.000]  我請你記得
[00:16:34.000 --> 00:16:37.000]  在世間上很多事都令我們忿忿不平
[00:16:37.000 --> 00:16:39.000]  無論在工作在家庭
[00:16:39.000 --> 00:16:42.000]  在樹人處事裡打開心機
[00:16:42.000 --> 00:16:47.000]  所聽的新聞裡都令你血氣沸騰
[00:16:47.000 --> 00:16:49.000]  整天含怒
[00:16:49.000 --> 00:16:52.000]  但是請你聽聖經的說話
[00:16:52.000 --> 00:16:54.000]  不要到日落
[00:16:54.000 --> 00:17:00.000]  日落過了就讓它消散
[00:17:00.000 --> 00:17:02.000]  梁牧師可以嗎
[00:17:02.000 --> 00:17:03.000]  可以
[00:17:03.000 --> 00:17:05.000]  靠聖靈就可以
[00:17:05.000 --> 00:17:06.000]  在我們信仰的生命裡
[00:17:06.000 --> 00:17:08.000]  我們相信聖靈會幫助我們
[00:17:08.000 --> 00:17:11.000]  我們要相信聖靈的能力
[00:17:11.000 --> 00:17:13.000]  繼續在我們生命裡
[00:17:13.000 --> 00:17:17.000]  使我們成為一個完全的人
[00:17:17.000 --> 00:17:22.000]  關鍵在於我們撇去不信的惡心
[00:17:22.000 --> 00:17:25.000]  聖靈的微聲很實在
[00:17:25.000 --> 00:17:27.000]  越聽越珍貴
[00:17:27.000 --> 00:17:29.000]  越去認識祂
[00:17:29.000 --> 00:17:31.000]  越感受到神的靈在我們生命裡
[00:17:31.000 --> 00:17:38.000]  引帶著我們的人生是何等真實的一件事
[00:17:38.000 --> 00:17:40.000]  在處地方裡
[00:17:40.000 --> 00:17:44.000]  耶穌要提醒我們每一個屬神的兒女
[00:17:44.000 --> 00:17:47.000]  聖靈有一個很重要的部分
[00:17:47.000 --> 00:17:50.000]  就是叫我們畏罪
[00:17:50.000 --> 00:17:53.000]  除去我們不信的心
[00:17:53.000 --> 00:17:56.000]  叫我們能夠再次看見神的話語
[00:17:56.000 --> 00:17:59.000]  和神的應許的實在
[00:17:59.000 --> 00:18:04.000]  聖靈上上在我們生命裡就做這個工作
[00:18:04.000 --> 00:18:06.000]  包括你今天坐在這個地方
[00:18:06.000 --> 00:18:09.000]  聽神的話語的時候
[00:18:09.000 --> 00:18:12.000]  你每個禮拜回來聽到
[00:18:12.000 --> 00:18:15.000]  神用祂的話語來潔淨我們的生命
[00:18:15.000 --> 00:18:18.000]  提醒我們什麼是神的心意
[00:18:18.000 --> 00:18:20.000]  什麼是神希望我們做
[00:18:20.000 --> 00:18:24.000]  什麼是神不想我們做
[00:18:24.000 --> 00:18:27.000]  聖靈在處裡繼續扶持我們
[00:18:27.000 --> 00:18:29.000]  調教我們的心
[00:18:29.000 --> 00:18:33.000]  叫我們除去這種不信是罪的根源
[00:18:33.000 --> 00:18:40.000]  讓我們活在神自己的恩典和信實裡
[00:18:40.000 --> 00:18:42.000]  人生是一些歷程
[00:18:42.000 --> 00:18:46.000]  這些歷程是你自己經歷的
[00:18:46.000 --> 00:18:49.000]  每一個經歷都不一定一樣
[00:18:49.000 --> 00:18:51.000]  有時候我們說牧師說的話
[00:18:51.000 --> 00:18:53.000]  好像聽起來就OK
[00:18:53.000 --> 00:18:55.000]  但是自己經歷好像不一樣
[00:18:55.000 --> 00:18:57.000]  但是我仍然說一件事
[00:18:57.000 --> 00:19:01.000]  就是我仍然鼓勵你去經歷
[00:19:01.000 --> 00:19:05.000]  有些事情每個人人生的際遇是不同的
[00:19:05.000 --> 00:19:08.000]  但是每個人都可以和神
[00:19:08.000 --> 00:19:15.000]  和聖靈一起去經歷生命中種種的事物
[00:19:15.000 --> 00:19:21.000]  12月初有機會放了幾天假期
[00:19:21.000 --> 00:19:26.000]  和太太一起去外面安靜一下
[00:19:26.000 --> 00:19:29.000]  心態是想去安靜一下
[00:19:29.000 --> 00:19:34.000]  因為覺得這兩三年都沒有機會放比較長的假期
[00:19:34.000 --> 00:19:35.000]  幾天都很難運
[00:19:35.000 --> 00:19:39.000]  太太要很多時間很貼身的去照顧她媽媽
[00:19:39.000 --> 00:19:41.000]  所以在這個時間裡
[00:19:41.000 --> 00:19:44.000]  當岳母去世之後
[00:19:44.000 --> 00:19:47.000]  我們說都是一個時間我們應該休息一下
[00:19:47.000 --> 00:19:50.000]  我們就去了外面
[00:19:50.000 --> 00:19:51.000]  很有趣的
[00:19:51.000 --> 00:19:54.000]  我們每一次放假出去外面
[00:19:54.000 --> 00:19:57.000]  去的地方
[00:19:57.000 --> 00:20:01.000]  總是會見到城鎮的回遊
[00:20:01.000 --> 00:20:02.000]  很奇怪
[00:20:02.000 --> 00:20:04.000]  我記得很多的地方
[00:20:04.000 --> 00:20:07.000]  我都在酒店裡面見到城鎮的回遊
[00:20:07.000 --> 00:20:10.000]  去年在杭州
[00:20:10.000 --> 00:20:11.000]  在北京
[00:20:11.000 --> 00:20:13.000]  在很多其他地方
[00:20:13.000 --> 00:20:15.000]  這次都不例外
[00:20:15.000 --> 00:20:16.000]  吃早餐的時候
[00:20:16.000 --> 00:20:18.000]  有人叫我們
[00:20:18.000 --> 00:20:21.000]  我都不知道開心還是不開心
[00:20:21.000 --> 00:20:23.000]  開心就是見到有人很開心
[00:20:23.000 --> 00:20:25.000]  不開心就是有時候會想
[00:20:25.000 --> 00:20:28.000]  可能我們有一些時間要陪伴聊聊天
[00:20:28.000 --> 00:20:31.000]  然後兩三天就和他們一起去旅行
[00:20:31.000 --> 00:20:34.000]  參加旅行團之類
[00:20:34.000 --> 00:20:35.000]  臨走的時候
[00:20:35.000 --> 00:20:36.000]  他搭早機我搭夜機
[00:20:36.000 --> 00:20:37.000]  跟岳母說早了一天
[00:20:37.000 --> 00:20:39.000]  他很晚還去吃東西
[00:20:39.000 --> 00:20:40.000]  我們不會的
[00:20:40.000 --> 00:20:42.000]  我們通常很早回酒店休息
[00:20:42.000 --> 00:20:44.000]  吃東西和看電影
[00:20:44.000 --> 00:20:45.000]  看一套電影
[00:20:45.000 --> 00:20:48.000]  剛才一套電影很好看
[00:20:48.000 --> 00:20:52.000]  就看少年派的飄流
[00:20:52.000 --> 00:20:54.000]  有沒有人看過
[00:20:54.000 --> 00:20:55.000]  都有些手
[00:20:55.000 --> 00:20:56.000]  多過祖堂
[00:20:56.000 --> 00:20:57.000]  不過很多人沒有看
[00:20:57.000 --> 00:20:58.000]  大部分人都沒有看
[00:20:58.000 --> 00:20:59.000]  不要緊
[00:20:59.000 --> 00:21:00.000]  我都沒有打算看
[00:21:00.000 --> 00:21:01.000]  不過他說好看
[00:21:01.000 --> 00:21:03.000]  我們剛剛就完了
[00:21:03.000 --> 00:21:05.000]  中間那段時間又等相機
[00:21:05.000 --> 00:21:06.000]  又不知道做什麼好
[00:21:06.000 --> 00:21:07.000]  不如就看一場電影吧
[00:21:07.000 --> 00:21:08.000]  我就想了很久很久
