
[00:00:00.000 --> 00:00:07.000]  今年我會打算跟大家說小仙之書
[00:02:47.000 --> 00:02:52.000]  因為如果獨立分散來收藏或搬運
[00:02:52.000 --> 00:02:57.000]  一張掉了也不知道,會散失
[00:02:57.000 --> 00:03:01.000]  所以他們將所有12卷的小仙之書
[00:03:01.000 --> 00:03:03.000]  寫在一個皮卷裡
[00:03:03.000 --> 00:03:07.000]  一大卷就不見了,一定會知道
[00:03:07.000 --> 00:03:18.000]  12小仙之書剛好合共有66章
[00:03:18.000 --> 00:03:23.000]  和全本聖經有66卷
[00:03:23.000 --> 00:03:26.000]  可以說是互相輝映
[00:03:26.000 --> 00:03:34.000]  所以小仙之書可以當它是一本較為簡單的聖經
[00:03:34.000 --> 00:03:38.000]  而這個簡單的聖經的目標
[00:03:38.000 --> 00:03:43.000]  是想看到神的性情,去認識神
[00:03:43.000 --> 00:03:48.000]  看看神對他的指紋或指紋的要求
[00:03:48.000 --> 00:03:52.000]  神的性格,他自己有什麼特別
[00:03:52.000 --> 00:03:59.000]  12小仙之書對這個題目非常有幫助
[00:04:05.000 --> 00:04:11.000]  故此有學者這樣去形容小仙之書
[00:04:11.000 --> 00:04:13.000]  有個學者說
[00:04:13.000 --> 00:04:17.000]  我們要聽清楚整個故事
[00:04:17.000 --> 00:04:19.000]  仙之書裡整個故事之後
[00:04:19.000 --> 00:04:23.000]  才可以說我們已經得救了
[00:04:23.000 --> 00:04:27.000]  這句說話很嚴重
[00:04:27.000 --> 00:04:29.000]  因為我們太輕鬆地說
[00:04:29.000 --> 00:04:31.000]  我得救了,你得救了
[00:04:31.000 --> 00:04:38.000]  其實也不太清楚神對我們的要求是什麼
[00:04:38.000 --> 00:04:40.000]  所以以色列人的故事
[00:04:40.000 --> 00:04:44.000]  也是我們現代信徒生活的故事
[00:04:44.000 --> 00:04:46.000]  所以對我們來說
[00:04:46.000 --> 00:04:52.000]  12小仙之書可以幫助我們更深入認識神
[00:04:52.000 --> 00:04:56.000]  這本書非常重要
[00:04:56.000 --> 00:05:04.000]  神透過12個仙之在當日向他的指紋發出嚴厲的責備
[00:05:04.000 --> 00:05:08.000]  但是也發出慈愛的呼喚
[00:05:08.000 --> 00:05:12.000]  也加上審判的警告
[00:05:12.000 --> 00:05:16.000]  目的是希望他們能夠回頭改過
[00:05:16.000 --> 00:05:19.000]  肯按神的吩咐來生活
[00:05:19.000 --> 00:05:27.000]  12個仙之發出神的說話的時段
[00:05:27.000 --> 00:05:30.000]  是超過300年
[00:05:30.000 --> 00:05:34.000]  在多過300年這麼長的時間
[00:05:34.000 --> 00:05:37.000]  不斷去呼喚他的指紋回頭
[00:05:37.000 --> 00:05:40.000]  但是很可惜
[00:05:40.000 --> 00:05:45.000]  以色列人對神的心意和他的警告不放在心上
[00:05:45.000 --> 00:05:48.000]  沒有聽從他的勸告
[00:05:48.000 --> 00:05:51.000]  所以歷史告訴我們
[00:05:51.000 --> 00:05:59.000]  結果以色列人就嘗盡一切苦果
[00:05:59.000 --> 00:06:05.000]  以色列人的歷史可以成為我們今天信徒的借鑒
[00:06:05.000 --> 00:06:10.000]  如果我們像古時的以色列人一樣
[00:06:10.000 --> 00:06:14.000]  不將神的命令和話語放在心上
[00:06:14.000 --> 00:06:18.000]  仍然一意孤行
[00:06:18.000 --> 00:06:22.000]  按自己的心意任意而行的生活
[00:06:22.000 --> 00:06:29.000]  結果我們也必定會失去神的保護和恩典
[00:06:29.000 --> 00:06:33.000]  一切壞事也會發生
[00:06:33.000 --> 00:06:38.000]  我們和我們的兒女或子孫
[00:06:38.000 --> 00:06:45.000]  對這個後果是不能夠承擔的
[00:06:45.000 --> 00:06:52.000]  所以我們要好好學習小仙之書給我們的教導
[00:06:52.000 --> 00:06:55.000]  讓我們深入一些認識神
[00:06:55.000 --> 00:07:02.000]  讓我們可以活出神所喜悅的生活
[00:07:02.000 --> 00:07:06.000]  第一卷小仙之書荷西亞書
[00:07:06.000 --> 00:07:09.000]  荷西亞書的訊息大綱
[00:07:09.000 --> 00:07:15.000]  正正就是一個總括小仙之書所講的訊息大綱
[00:07:15.000 --> 00:07:20.000]  可以說荷西亞書是一個很標準的模式
[00:07:20.000 --> 00:07:23.000]  它的訊息很簡單
[00:07:23.000 --> 00:07:26.000]  神首先責備
[00:07:26.000 --> 00:07:33.000]  指出民眾的罪
[00:07:33.000 --> 00:07:35.000]  然後警告會審判
[00:07:35.000 --> 00:07:40.000]  然後在懲罰之後
[00:07:40.000 --> 00:07:44.000]  亦都給予新的希望
[00:07:44.000 --> 00:07:46.000]  新的機會
[00:07:46.000 --> 00:07:49.000]  新的恩典
[00:07:49.000 --> 00:07:52.000]  你可以說大舊約裡的仙之書
[00:07:52.000 --> 00:07:54.000]  仙之所發的說話
[00:07:54.000 --> 00:08:00.000]  大部分都是這樣的模式
[00:08:00.000 --> 00:08:05.000]  我們看荷西亞書一章一節
[00:08:05.000 --> 00:08:09.000]  當烏西亞約坦阿哈斯希西加
[00:08:09.000 --> 00:08:11.000]  作猶大王的時候
[00:08:11.000 --> 00:08:14.000]  耶羅邦安作以色列王的時候
[00:08:14.000 --> 00:08:21.000]  耶和華的話臨到荷西亞
[00:08:21.000 --> 00:08:27.000]  荷西亞是北角以色列國的先知
[00:08:27.000 --> 00:08:33.000]  他在耶羅邦安王晚期的時候開始侍奉
[00:08:33.000 --> 00:08:39.000]  耶羅邦安是耶羅邦安的第二
[00:08:39.000 --> 00:08:44.000]  因為最初北角開國的皇帝也是耶羅邦安
[00:08:44.000 --> 00:08:47.000]  但這個已經隔了一個朝代
[00:08:47.000 --> 00:08:58.000]  是第二個朝代的耶羅邦安
[00:08:58.000 --> 00:09:03.000]  耶羅邦安晚期的時候
[00:09:03.000 --> 00:09:07.000]  荷西亞先知出來侍奉開始發言
[00:09:07.000 --> 00:09:16.000]  這個時期大約是主前755年至710年
[00:09:16.000 --> 00:09:21.000]  比以塞亞先知早一點
[00:09:21.000 --> 00:09:23.000]  其實可以說是同期
[00:09:23.000 --> 00:09:25.000]  只差幾年
[00:09:25.000 --> 00:09:30.000]  他一直侍奉直到
[00:09:30.000 --> 00:09:34.000]  直到北角以色列國亡國之後
[00:09:34.000 --> 00:09:37.000]  他逃亡到猶大國
[00:09:37.000 --> 00:09:40.000]  當時在猶大的時候
[00:09:40.000 --> 00:09:46.000]  他就是希西加作王
[00:09:46.000 --> 00:09:51.000]  荷西亞先知親眼目睹自己的國家
[00:09:51.000 --> 00:09:55.000]  所謂國破家亡
[00:09:55.000 --> 00:10:01.000]  你可以想像他的內心是多麼慘痛
[00:10:01.000 --> 00:10:04.000]  接下來的經文
[00:10:04.000 --> 00:10:08.000]  我們可以看到其實荷西亞先知
[00:10:08.000 --> 00:10:10.000]  他自己的家庭
[00:10:10.000 --> 00:10:14.000]  自己的婚姻其實都很慘
[00:10:14.000 --> 00:10:18.000]  我們看第二節
[00:10:18.000 --> 00:10:20.000]  耶和華初次與荷西亞說話
[00:10:20.000 --> 00:10:21.000]  對她說
[00:10:21.000 --> 00:10:23.000]  你去娶淫婦為妻
[00:10:23.000 --> 00:10:27.000]  也那從淫亂所生的兒女
[00:10:27.000 --> 00:10:32.000]  因為這地大行淫亂利器耶和華
[00:10:32.000 --> 00:10:38.000]  神終於開聲宣告以色列人的罪
[00:10:38.000 --> 00:10:43.000]  他們的罪就是拜偶像離棄神
[00:10:43.000 --> 00:10:51.000]  這一節聖經也引來一個很嚴重的問題和爭論
[00:10:51.000 --> 00:10:56.000]  就是聖潔的神
[00:10:56.000 --> 00:11:01.000]  為什麼會叫先知去娶淫婦為妻呢?
[00:11:01.000 --> 00:11:07.000]  這是違反神聖潔的原則
[00:11:07.000 --> 00:11:12.000]  大家怎樣看這段聖經?
[00:11:12.000 --> 00:11:15.000]  這個爭論自古以來已經有
[00:11:15.000 --> 00:11:20.000]  古時的教父也有不同的意見
[00:11:20.000 --> 00:11:22.000]  譬如奧古斯丁
[00:11:22.000 --> 00:11:30.000]  他認為的確先知真的去娶淫婦為妻
[00:11:30.000 --> 00:11:32.000]  是娶一個妓女為妻
[00:11:32.000 --> 00:11:35.000]  這是一個極端的看法
[00:11:35.000 --> 00:11:40.000]  另外一位教父耶由米和嘉爾文
[00:11:40.000 --> 00:11:45.000]  他們卻認為這個說法只是一個寓意的說法
[00:11:45.000 --> 00:11:48.000]  即不是真的,只是寓意
[00:11:48.000 --> 00:11:57.000]  這當然是另一個極端的說法
[00:11:57.000 --> 00:12:00.000]  不是真的,只是寓意
[00:12:00.000 --> 00:12:04.000]  也有其他學者的看法
[00:12:04.000 --> 00:12:07.000]  有些學者認為
[00:12:07.000 --> 00:12:11.000]  他的妻子本來不是淫婦
[00:12:11.000 --> 00:12:17.000]  生了三個兒女後才變節成為淫婦
[00:12:17.000 --> 00:12:21.000]  這可以說是中間派的想法
[00:12:21.000 --> 00:12:25.000]  我自己看完一些資料後
[00:12:25.000 --> 00:12:29.000]  我就認同第四種的看法
[00:12:29.000 --> 00:12:32.000]  有些學者認為
[00:12:32.000 --> 00:12:44.000]  神吩咐先知娶一個將會成為淫婦的女子為妻
[00:12:44.000 --> 00:12:50.000]  娶妻子之前她不是淫婦
[00:12:50.000 --> 00:12:57.000]  生了第一個兒子後才變節成為淫婦
[00:12:57.000 --> 00:13:01.000]  我認為這個見解較為有說服力
[00:13:01.000 --> 00:13:04.000]  因為在我們看經文時
[00:13:04.000 --> 00:13:06.000]  我覺得經文是有支持的
[00:13:06.000 --> 00:13:09.000]  我們先解釋一下
[00:13:09.000 --> 00:13:12.000]  再說下去之前要解釋一下有兩個重點
[00:13:12.000 --> 00:13:16.000]  第一,何西雅先知是第一個
[00:13:16.000 --> 00:13:25.000]  用婚姻和夫妻關係來形容神和祂的子民的親密關係
[00:13:25.000 --> 00:13:31.000]  在此之前是用父子和子民的關係
[00:13:31.000 --> 00:13:35.000]  到了新約的時代更加清楚
[00:13:35.000 --> 00:13:43.000]  是進一步用神的子民來形容信徒
[00:13:43.000 --> 00:13:48.000]  信徒和教會是基督的新婦
[00:13:48.000 --> 00:14:03.000]  第二點,舊約聖經是用行淫淫亂來形容以色列人拜偶像
[00:14:03.000 --> 00:14:08.000]  拜偶像是甚麼意思呢?
[00:14:08.000 --> 00:14:14.000]  因為以色列人已經在西乃山和神納約
[00:14:14.000 --> 00:14:21.000]  納約只是敬拜獨一的真神
[00:14:21.000 --> 00:14:27.000]  納約只是跟從一個丈夫
[00:14:27.000 --> 00:14:33.000]  但現在拜偶像是跟從另一個丈夫
[00:14:33.000 --> 00:14:40.000]  是毀了婚約,移情別戀,拜偶像,拜假神
[00:14:40.000 --> 00:14:43.000]  這是淫亂
[00:14:43.000 --> 00:14:57.000]  從婚約或淫亂的信念給予我們一個啟示
[00:14:57.000 --> 00:15:07.000]  對現代人來說,婚姻必定是一種罪
[00:15:07.000 --> 00:15:10.000]  是神不喜悅的事
[00:15:10.000 --> 00:15:15.000]  所以我們要很清楚和小心
[00:15:15.000 --> 00:15:21.000]  第三節,我們再看經文第三節
[00:15:21.000 --> 00:15:27.000]  於是何西亞去娶了狄拉欽的女兒戈滅
[00:15:27.000 --> 00:15:30.000]  這婦人懷孕給他生了一個兒子
[00:15:30.000 --> 00:15:37.000]  這句聖經很清楚說明這個兒子是他的妻子給先知生的
[00:15:37.000 --> 00:15:43.000]  即是說這個妻子還不是淫婦
[00:15:43.000 --> 00:15:48.000]  第四節,耶和華對何西亞說
[00:15:48.000 --> 00:15:52.000]  給他起名叫耶穌列,因為再過片時
[00:15:52.000 --> 00:15:57.000]  我必討耶穌家在耶穌列殺人流血的罪
[00:15:57.000 --> 00:16:01.000]  也必使以色列家的國滅絕
[00:16:01.000 --> 00:16:06.000]  到那日我必在耶穌列平原截斷他的弓
[00:16:06.000 --> 00:16:13.000]  截斷他的弓即是玩完再無能力,不能再爭奪
[00:16:13.000 --> 00:16:18.000]  弓斷了就廢了
[00:16:18.000 --> 00:16:26.000]  回看第四節,耶穌列的字的名字有雙重意思
[00:16:26.000 --> 00:16:33.000]  在好方面來看,耶穌列的字本身就是神殺種
[00:16:33.000 --> 00:16:37.000]  殺種的意思可以是好的,就是栽種
[00:16:37.000 --> 00:16:42.000]  但是殺種另外一個負面的意思是殺散了
[00:16:42.000 --> 00:16:48.000]  好像象徵以色列人被殺散在周圍的地方
[00:16:48.000 --> 00:16:53.000]  這裡當然是指負面的意思
[00:16:53.000 --> 00:16:59.000]  神將會將以色列人殺散
[00:16:59.000 --> 00:17:06.000]  第四節提到要討耶穌的罪
[00:17:06.000 --> 00:17:14.000]  什麼意思呢?原來在200年前
[00:17:14.000 --> 00:17:23.000]  祖先耶路撒冷的曾祖父耶護
[00:17:23.000 --> 00:17:27.000]  當耶護接替前朝的皇位的時候
[00:17:27.000 --> 00:17:35.000]  就是在耶穌列平原,耶穌列城殺了很多人
[00:17:35.000 --> 00:17:40.000]  現在神要討血債
[00:17:40.000 --> 00:17:51.000]  我們也可以去看看列王紀下十五章八節
[00:17:51.000 --> 00:17:56.000]  這裡提到耶護的典故
[00:17:56.000 --> 00:18:07.000]  耶羅邦安王再過兩三年就死了
[00:18:07.000 --> 00:18:12.000]  聖經說耶羅邦安的兒子撒加利亞
[00:18:12.000 --> 00:18:15.000]  在撒瑪利亞作以色列王六個月
[00:18:15.000 --> 00:18:19.000]  第十節,阿彼的兒子沙龍背叛他
[00:18:19.000 --> 00:18:23.000]  在百姓面前擊殺他,散了他的位
[00:18:23.000 --> 00:18:27.000]  十二節,這是從前耶和華應許耶護說
[00:18:27.000 --> 00:18:31.000]  你的子孫必在以色列的國位直到四代
[00:18:31.000 --> 00:18:37.000]  這話果然應驗了
[00:18:37.000 --> 00:18:43.000]  我們再轉去看荷西亞書一章四節
[00:18:43.000 --> 00:18:44.000]  從這節經文的啟示
[00:18:44.000 --> 00:18:48.000]  我們可以認識到神的其中一個性情
[00:18:48.000 --> 00:18:52.000]  就是祂會追討殺人流血的罪
[00:18:52.000 --> 00:18:55.000]  特別是濫殺無辜的罪
[00:18:55.000 --> 00:19:00.000]  比如,就算神利用亞述
[00:19:00.000 --> 00:19:04.000]  利用巴比倫來攻擊以色列
[00:19:04.000 --> 00:19:08.000]  攻擊猶大國作為一個懲罰
[00:19:08.000 --> 00:19:12.000]  但是亞述和巴比倫也非常殘忍
[00:19:12.000 --> 00:19:16.000]  濫殺無辜,過分殺戮流血
[00:19:16.000 --> 00:19:19.000]  所以神也追討這兩個國家的罪
[00:19:19.000 --> 00:19:24.000]  將這兩個國家覆滅
[00:19:24.000 --> 00:19:26.000]  這節經文也說明
[00:19:26.000 --> 00:19:32.000]  除了要討耶護殺人流血的罪之外
[00:19:32.000 --> 00:19:38.000]  也要討整個以色列人拜偶像背棄神的罪
[00:19:38.000 --> 00:19:43.000]  神會將他們殺死
[00:19:43.000 --> 00:19:47.000]  第六節,戈滅由懷孕生了一個女兒
[00:19:47.000 --> 00:19:49.000]  耶和華對荷西亞說
[00:19:49.000 --> 00:19:51.000]  「給他起名叫羅魯哈瑪
[00:19:51.000 --> 00:19:54.000]  就是不蒙憐憫的意思
[00:19:54.000 --> 00:19:58.000]  因為我必不再憐憫以色列家
[00:19:58.000 --> 00:20:01.000]  決不赦免他們」
[00:20:01.000 --> 00:20:06.000]  這句聖經沒有說這個女兒是給先知生的
[00:20:06.000 --> 00:20:10.000]  所以很可能是從淫亂而生的
[00:20:10.000 --> 00:20:13.000]  但是先知收養這個女兒
[00:20:13.000 --> 00:20:21.000]  卻改了一個非常難聽的名字
[00:20:21.000 --> 00:20:23.000]  叫做羅魯哈瑪
[00:20:23.000 --> 00:20:27.000]  如果用今天的口語來說
[00:20:27.000 --> 00:20:31.000]  意思就是不值得疼愛,值得死
[00:20:31.000 --> 00:20:34.000]  你試過改一個子女的名字這樣嗎?
[00:20:34.000 --> 00:20:38.000]  不會啊,真的很難聽
[00:20:38.000 --> 00:20:41.000]  如果我們今天生一個女兒
[00:20:41.000 --> 00:20:49.000]  我們會說Honey,寶貝,抵錫
[00:20:49.000 --> 00:20:51.000]  你可想而知
[00:20:51.000 --> 00:20:57.000]  神或先知是多麼傷痛
[00:20:57.000 --> 00:21:00.000]  改這個名字是要宣告
[00:21:00.000 --> 00:21:03.000]  告訴神的子民
[00:21:03.000 --> 00:21:15.000]  神不再憐憫
[00:21:15.000 --> 00:21:19.000]  也就是說以色列的大限已到
[00:21:19.000 --> 00:21:23.000]  神不再寬容
[00:21:23.000 --> 00:21:26.000]  所謂Enough is Enough
[00:21:26.000 --> 00:21:30.000]  夠了
[00:21:30.000 --> 00:21:33.000]  我們可以想像何西亞先知的心情
[00:21:33.000 --> 00:21:36.000]  一定是非常傷痛和憤怒
[00:21:36.000 --> 00:21:41.000]  他想到自己的家和國家都這麼不幸
[00:21:41.000 --> 00:21:44.000]  國家將要滅亡,當然家也會亡
[00:21:44.000 --> 00:21:47.000]  他內心一定是很難過
[00:21:47.000 --> 00:21:52.000]  我們也可以想像神的心也會很難過
[00:21:52.000 --> 00:21:56.000]  他先用呵護的方法
[00:21:56.000 --> 00:21:59.000]  但是他的子民不理睬他
[00:21:59.000 --> 00:22:03.000]  結果只用嚴厲的懲罰方法
[00:22:03.000 --> 00:22:06.000]  我們從其他經文可以看到神的心意
[00:22:06.000 --> 00:22:09.000]  我們看何西亞書2章8節
[00:22:09.000 --> 00:22:16.000]  他不知道我給他五穀、新酒和油
[00:22:16.000 --> 00:22:18.000]  又增加他的金銀
[00:22:18.000 --> 00:22:20.000]  他卻以此供奉巴力
[00:22:20.000 --> 00:22:21.000]  13節
[00:22:21.000 --> 00:22:25.000]  我必追討他數日給珠巴力燒香的罪
[00:22:25.000 --> 00:22:30.000]  拜巴力就是拜偶像、拜假神
[00:22:30.000 --> 00:22:34.000]  5章14節
[00:22:34.000 --> 00:22:37.000]  我必向以法連(以色列)
[00:22:37.000 --> 00:22:40.000]  如獅子,我必撕裂而去
[00:22:40.000 --> 00:22:43.000]  我要奪去無人答救
[00:22:43.000 --> 00:22:47.000]  神要懲罰他的百姓的意思
[00:22:47.000 --> 00:22:49.000]  15節
[00:22:49.000 --> 00:22:51.000]  懲罰的目的是
[00:22:51.000 --> 00:22:56.000]  等他們自覺有罪再來尋求我的面
[00:22:56.000 --> 00:23:00.000]  他們在急難的時候必切切尋求我
[00:23:00.000 --> 00:23:03.000]  神懲罰的目的就是
[00:23:03.000 --> 00:23:08.000]  想他的子民痛定思痛回頭去尋求神
[00:23:08.000 --> 00:23:12.000]  然後神會施恩再憐憫
[00:23:16.000 --> 00:23:23.000]  我們在這節經文裡也看到神的另外一個性情
[00:23:23.000 --> 00:23:25.000]  就是他雖然會懲罰
[00:23:25.000 --> 00:23:29.000]  但背後其實他的心意是希望人回頭悔改
[00:23:29.000 --> 00:23:33.000]  然後神就會再施恩憐憫
[00:23:33.000 --> 00:23:34.000]  神古時是這樣
[00:23:34.000 --> 00:23:36.000]  神現代也是這樣
[00:23:36.000 --> 00:23:38.000]  將來也會是這樣
[00:23:38.000 --> 00:23:40.000]  我們最重要聽神的勸告
[00:23:40.000 --> 00:23:42.000]  曉得回頭
[00:23:44.000 --> 00:23:46.000]  我們再看荷西亞書一章八節
[00:23:46.000 --> 00:24:10.000]  這個兒子也很可能是從淫亂所生
[00:24:10.000 --> 00:24:14.000]  他的名字的意思也是非常差
[00:24:14.000 --> 00:24:17.000]  告訴別人這個不是我的
[00:24:17.000 --> 00:24:22.000]  這個名字也挺慘的
[00:24:22.000 --> 00:24:25.000]  不過我們知道從後來經文顯示
[00:24:25.000 --> 00:24:28.000]  很可能先知會將名字改回
[00:24:28.000 --> 00:24:30.000]  改了個「非」字
[00:24:30.000 --> 00:24:32.000]  退了個「非」字
[00:24:32.000 --> 00:24:34.000]  是「再蒙廉文」
[00:24:34.000 --> 00:24:36.000]  或者是「再」
[00:24:36.000 --> 00:24:38.000]  就是「我的文」
[00:24:41.000 --> 00:24:45.000]  這節聖經後面那句
[00:24:45.000 --> 00:24:48.000]  因為你們不作我的子民
[00:24:48.000 --> 00:24:50.000]  我也不作你們的臣
[00:24:50.000 --> 00:24:52.000]  這是什麼意思呢?
[00:24:52.000 --> 00:24:54.000]  這是解約的意思
[00:24:54.000 --> 00:24:56.000]  解除婚約的意思
[00:24:56.000 --> 00:25:01.000]  因為這句話是出自西乃山的約
[00:25:01.000 --> 00:25:03.000]  西乃山的約是什麼呢?
[00:25:03.000 --> 00:25:07.000]  就是當時神和他的子民納約
[00:25:07.000 --> 00:25:11.000]  祂說如果你們想作我的子民
[00:25:11.000 --> 00:25:15.000]  你們就要按我的誡命吩咐來生活
[00:25:15.000 --> 00:25:18.000]  要敬拜獨一的真神
[00:25:18.000 --> 00:25:22.000]  當你們敬拜獨一真神的時候
[00:25:22.000 --> 00:25:24.000]  神就會賜福和保護
[00:25:24.000 --> 00:25:28.000]  但是如果不遵從神的吩咐而生活
[00:25:28.000 --> 00:25:30.000]  而離棄神的時候
[00:25:30.000 --> 00:25:32.000]  神會收回祂的恩典
[00:25:32.000 --> 00:25:34.000]  收回祂的保護
[00:25:34.000 --> 00:25:38.000]  以色列人就必定會自食其果
[00:25:38.000 --> 00:25:42.000]  所以現在這段聖經就是說
[00:25:42.000 --> 00:25:44.000]  既然如此
[00:25:44.000 --> 00:25:46.000]  大家就解約
[00:25:46.000 --> 00:25:48.000]  你再不是我的子民
[00:25:48.000 --> 00:25:50.000]  我也不再是你的臣
[00:25:50.000 --> 00:25:52.000]  沒有恩典、沒有保護
[00:25:52.000 --> 00:25:54.000]  任由你們自生自滅
[00:25:54.000 --> 00:25:56.000]  結果如何?
[00:25:56.000 --> 00:25:59.000]  受盡一切苦果、亡國
[00:26:04.000 --> 00:26:05.000]  歷史告訴我們
[00:26:05.000 --> 00:26:08.000]  在荷西亞先知宣告這個說話之後
[00:26:08.000 --> 00:26:11.000]  三十年以色列國就亡國
[00:26:11.000 --> 00:26:13.000]  被亞述所滅
[00:26:13.000 --> 00:26:18.000]  而他的民眾都被擄到亞述各地的地方
[00:26:18.000 --> 00:26:24.000]  說到這裡
[00:26:24.000 --> 00:26:27.000]  今天只能暫停在經文方面
[00:26:27.000 --> 00:26:30.000]  我要做一個總結
[00:26:30.000 --> 00:26:32.000]  今天所說的
[00:26:32.000 --> 00:26:35.000]  主日才繼續說經文
[00:26:35.000 --> 00:26:36.000]  總結就是
[00:26:36.000 --> 00:26:38.000]  我想請大家去想一想
[00:26:38.000 --> 00:26:41.000]  今天我們這個世界
[00:26:41.000 --> 00:26:44.000]  我們這個國家
[00:26:44.000 --> 00:26:46.000]  我們生活的地方
[00:26:46.000 --> 00:26:48.000]  我們的生活
[00:26:48.000 --> 00:26:52.000]  和當日以色列人的情況
[00:26:52.000 --> 00:26:54.000]  有沒有分別呢?
[00:26:54.000 --> 00:26:56.000]  有沒有相似的地方呢?
[00:26:56.000 --> 00:27:00.000]  這個需要我們慢慢去想
[00:27:02.000 --> 00:27:04.000]  在很多的原則上
[00:27:04.000 --> 00:27:06.000]  信念上其實很相似
[00:27:06.000 --> 00:27:12.000]  這一點我下一個星期會再說多一點
[00:27:12.000 --> 00:27:14.000]  就是想一想
[00:27:14.000 --> 00:27:18.000]  我們有沒有存心
[00:27:18.000 --> 00:27:21.000]  或者是單單來去
[00:27:21.000 --> 00:27:24.000]  信靠這個獨一真實
[00:27:24.000 --> 00:27:27.000]  另外我們有沒有刻意地
[00:27:27.000 --> 00:27:29.000]  去教導我們的兒女
[00:27:29.000 --> 00:27:34.000]  去單單或者是存心去敬拜
[00:27:34.000 --> 00:27:36.000]  倚靠這個獨一真實
[00:27:36.000 --> 00:27:40.000]  這個很值得我們去想
[00:27:40.000 --> 00:27:45.000]  我們的人生目標是什麼呢?
[00:27:45.000 --> 00:27:49.000]  我們生活的理想是什麼呢?
[00:27:49.000 --> 00:27:53.000]  我們是不是生活的時候
[00:27:53.000 --> 00:27:56.000]  以信仰為人生的主導呢?
[00:27:56.000 --> 00:27:59.000]  我們的生活是以追求生活上的
[00:27:59.000 --> 00:28:03.000]  各種的舒適來做主導呢?
[00:28:03.000 --> 00:28:05.000]  我的意思就是說
[00:28:05.000 --> 00:28:07.000]  我們花多少心機來去
[00:28:07.000 --> 00:28:09.000]  兼顧我們的信仰呢?
[00:28:09.000 --> 00:28:12.000]  還是我們花多少心機來去
[00:28:12.000 --> 00:28:15.000]  鞏固我們生活的物質水平呢?
[00:28:15.000 --> 00:28:19.000]  哪樣多一點呢?
[00:28:19.000 --> 00:28:22.000]  如果我們仍然以為
[00:28:22.000 --> 00:28:23.000]  要先建立好
[00:28:23.000 --> 00:28:26.000]  先搞定我們有物質的豐富生活之後
[00:28:26.000 --> 00:28:29.000]  我們才可以安心進到去
[00:28:29.000 --> 00:28:31.000]  去穩定我們的信仰生活
[00:28:31.000 --> 00:28:34.000]  或者我們的信仰根基的時候
[00:28:34.000 --> 00:28:38.000]  我們就好像當日的以色列人一樣
[00:28:38.000 --> 00:28:39.000]  一樣這麼無知
[00:28:39.000 --> 00:28:42.000]  以為物質就是一切
[00:28:42.000 --> 00:28:45.000]  結果信仰會被污染
