
[00:00:00.000 --> 00:00:03.000]  各位來賓 各位朋友 各位姐妹 早安
[00:10:21.000 --> 00:10:22.000]  最近有個統計
[00:10:22.000 --> 00:10:24.000]  你知道要多少錢嗎
[00:10:24.000 --> 00:10:26.000]  是六百萬
[00:10:26.000 --> 00:10:32.000]  多了50% 通貨膨脹
[00:10:32.000 --> 00:10:35.000]  我們每一個看這些都很寶貴
[00:10:35.000 --> 00:10:37.000]  但不知你看其他人 其他兒子
[00:10:37.000 --> 00:10:40.000]  其他人是怎麼看呢
[00:10:40.000 --> 00:10:42.000]  我認識一個傳道童宮
[00:10:42.000 --> 00:10:44.000]  有一個女兒
[00:10:44.000 --> 00:10:46.000]  有唐氏綜合症
[00:10:46.000 --> 00:10:47.000]  其實剛剛三月二十一日
[00:10:47.000 --> 00:10:49.000]  也是世界唐氏綜合症日
[00:10:49.000 --> 00:10:51.000]  我見到這個弟兄
[00:10:51.000 --> 00:10:53.000]  他很愛護這個女兒
[00:10:53.000 --> 00:10:57.000]  亦都很引以為傲
[00:10:57.000 --> 00:11:00.000]  見到好像一個天使一樣
[00:11:00.000 --> 00:11:01.000]  弟兄姊妹
[00:11:01.000 --> 00:11:03.000]  不知我們看人的價值又怎麼樣呢
[00:11:03.000 --> 00:11:05.000]  阿比米納
[00:11:05.000 --> 00:11:08.000]  就算看到他自己父家
[00:11:08.000 --> 00:11:10.000]  同父異母的70個兄弟
[00:11:10.000 --> 00:11:12.000]  價值都是這麼低
[00:11:12.000 --> 00:11:13.000]  就將他們殺死
[00:11:13.000 --> 00:11:14.000]  但好景不常
[00:11:14.000 --> 00:11:15.000]  剩下一個
[00:11:15.000 --> 00:11:18.000]  看來是最沒有作用
[00:11:18.000 --> 00:11:19.000]  最不起眼的
[00:11:19.000 --> 00:11:21.000]  拉仔小兒子約譚
[00:11:21.000 --> 00:11:23.000]  他就擋住了
[00:11:23.000 --> 00:11:24.000]  無所謂啦
[00:11:24.000 --> 00:11:27.000]  70個都殺了69個
[00:11:27.000 --> 00:11:31.000]  成功率是98.6%
[00:11:31.000 --> 00:11:33.000]  但這個事件
[00:11:33.000 --> 00:11:36.000]  他們和阿比米納所做的事情
[00:11:36.000 --> 00:11:40.000]  是帶來一個後著
[00:11:40.000 --> 00:11:42.000]  其實和大家思想一下
[00:11:42.000 --> 00:11:44.000]  究竟這個事件人
[00:11:44.000 --> 00:11:47.000]  還是阿比米納大罪一點呢
[00:11:47.000 --> 00:11:50.000]  就好像最近的新聞
[00:11:50.000 --> 00:11:52.000]  我們知道明報前總編輯
[00:11:52.000 --> 00:11:53.000]  這個劉駿濤
[00:11:53.000 --> 00:11:56.000]  被人斬傷
[00:11:56.000 --> 00:12:01.000]  你說捉到那些刀手大罪一點
[00:12:01.000 --> 00:12:04.000]  還是幕後主腦大罪一點呢
[00:12:04.000 --> 00:12:07.000]  我不是法官
[00:12:07.000 --> 00:12:08.000]  我不知道
[00:12:08.000 --> 00:12:09.000]  但兩個都有罪
[00:12:09.000 --> 00:12:11.000]  一同去策劃
[00:12:11.000 --> 00:12:13.000]  參與這個罪惡
[00:12:13.000 --> 00:12:15.000]  這個就是阿比米納
[00:12:15.000 --> 00:12:17.000]  和事件人一起
[00:12:17.000 --> 00:12:19.000]  所合作犯的罪
[00:12:19.000 --> 00:12:23.000]  但上帝好像在之前
[00:12:23.000 --> 00:12:25.000]  第八章的聖經隱形了
[00:12:25.000 --> 00:12:26.000]  沒有出現
[00:12:26.000 --> 00:12:27.000]  同樣在這章的聖經
[00:12:27.000 --> 00:12:28.000]  好像也隱形了
[00:12:28.000 --> 00:12:29.000]  沒有出現
[00:12:29.000 --> 00:12:30.000]  但原來上帝
[00:12:30.000 --> 00:12:32.000]  一直去當眾
[00:12:32.000 --> 00:12:34.000]  這個約旦這個名字
[00:12:34.000 --> 00:12:35.000]  是什麼意思呢
[00:12:35.000 --> 00:12:37.000]  就是耶和華是原備
[00:12:37.000 --> 00:12:40.000]  是無可指責的
[00:12:40.000 --> 00:12:43.000]  因為知道耶和華上帝是公義的
[00:12:43.000 --> 00:12:45.000]  祂不會將這些罪惡
[00:12:45.000 --> 00:12:48.000]  這些傷害祂子民的事情
[00:12:48.000 --> 00:12:51.000]  置之不理
[00:12:51.000 --> 00:12:52.000]  這班事件人
[00:12:52.000 --> 00:12:55.000]  去到納了這個阿比米納為王
[00:12:55.000 --> 00:12:57.000]  然後這個約旦逃走了
[00:12:57.000 --> 00:13:00.000]  然後他就去到基尼森山頂
[00:13:00.000 --> 00:13:02.000]  作出一番宣告
[00:13:02.000 --> 00:13:04.000]  基尼森山是一個什麼地方呢
[00:13:04.000 --> 00:13:05.000]  剛才大家看過地圖
[00:13:05.000 --> 00:13:07.000]  事件在下面
[00:13:07.000 --> 00:13:09.000]  事件的南北兩端
[00:13:09.000 --> 00:13:10.000]  是有兩座山的
[00:13:10.000 --> 00:13:12.000]  一座叫基尼森山
[00:13:12.000 --> 00:13:15.000]  一座叫以巴魯山
[00:13:15.000 --> 00:13:17.000]  是一個什麼地方呢
[00:13:17.000 --> 00:13:18.000]  原來當日
[00:13:18.000 --> 00:13:20.000]  在《新聞記》27-28章
[00:13:20.000 --> 00:13:23.000]  摩西說這班以色列人進入應許之地
[00:13:23.000 --> 00:13:25.000]  就要在這兩個山上
[00:13:25.000 --> 00:13:27.000]  六個支派在基尼森山
[00:13:27.000 --> 00:13:29.000]  作出這個祝福的應許
[00:13:29.000 --> 00:13:31.000]  而這六個支派就在以巴魯山
[00:13:31.000 --> 00:13:34.000]  要講出這個就坐的境界
[00:13:34.000 --> 00:13:37.000]  事件就在這兩座山的中間
[00:13:37.000 --> 00:13:41.000]  從前是宣告祝福的一個地方
[00:13:41.000 --> 00:13:43.000]  如今藉著約旦
[00:13:43.000 --> 00:13:45.000]  即是耶和華是全被
[00:13:45.000 --> 00:13:48.000]  無可指責的神的口中
[00:13:48.000 --> 00:13:51.000]  竟然講出了就坐的說話
[00:13:51.000 --> 00:13:53.000]  究竟約旦講了什麼說話呢
[00:13:53.000 --> 00:13:54.000]  如果大家有聖經
[00:13:54.000 --> 00:13:56.000]  你都可以跟著來看
[00:13:56.000 --> 00:13:59.000]  約旦就用了當時巴勒斯坦地
[00:13:59.000 --> 00:14:01.000]  幾個最重要
[00:14:01.000 --> 00:14:02.000]  最常見的出產
[00:14:02.000 --> 00:14:04.000]  做了一個例子
[00:14:04.000 --> 00:14:07.000]  今天我帶了幾個類似的東西
[00:14:07.000 --> 00:14:09.000]  來跟大家分享
[00:14:09.000 --> 00:14:11.000]  去思想一下
[00:14:11.000 --> 00:14:14.000]  這個約旦就講了一個故事
[00:14:14.000 --> 00:14:17.000]  種樹就要去找一些樹
[00:14:17.000 --> 00:14:19.000]  來做他們的王者
[00:14:19.000 --> 00:14:20.000]  結果第一
[00:14:20.000 --> 00:14:22.000]  他就去找了這個橄欖
[00:14:22.000 --> 00:14:23.000]  他說橄欖樹啊
[00:14:23.000 --> 00:14:25.000]  你來做我們的王呢
[00:14:25.000 --> 00:14:26.000]  他說橄欖樹啊
[00:14:26.000 --> 00:14:28.000]  等等 我不想
[00:14:28.000 --> 00:14:30.000]  我怎麼可以去到停止
[00:14:30.000 --> 00:14:33.000]  去到生產一些使人得以尊榮
[00:14:33.000 --> 00:14:35.000]  使神得以尊榮的油呢
[00:14:35.000 --> 00:14:37.000]  原來當時這個橄欖油
[00:14:37.000 --> 00:14:38.000]  有一個很重要的作用
[00:14:38.000 --> 00:14:40.000]  就是在會幕敬拜裏面
[00:14:40.000 --> 00:14:42.000]  有潔淨 有點燈
[00:14:42.000 --> 00:14:45.000]  亦都是我們見到舊約聖經
[00:14:45.000 --> 00:14:47.000]  高納濟斯 高納君王
[00:14:47.000 --> 00:14:50.000]  都是用這個橄欖油
[00:14:50.000 --> 00:14:53.000]  使人 使神得以尊榮
[00:14:53.000 --> 00:14:55.000]  然後他們轉過來
[00:14:55.000 --> 00:14:57.000]  就去和這個無花果樹
[00:14:57.000 --> 00:14:59.000]  好像那裏有一樽無花果
[00:14:59.000 --> 00:15:01.000]  無花果樹說不行不行
[00:15:01.000 --> 00:15:02.000]  我怎麼可以停止
[00:15:02.000 --> 00:15:05.000]  去結出這個甜美的果子呢
[00:15:05.000 --> 00:15:07.000]  大家不知道有沒有吃過無花果
[00:15:07.000 --> 00:15:09.000]  這個無花果原來是一個
[00:15:09.000 --> 00:15:13.000]  高纖健康的一個物件
[00:15:13.000 --> 00:15:14.000]  一個食物
[00:15:14.000 --> 00:15:19.000]  所以大家不妨去吃多點無花果
[00:15:19.000 --> 00:15:21.000]  這個無花果樹明白到
[00:15:21.000 --> 00:15:24.000]  他要去結出甜美的果子
[00:15:24.000 --> 00:15:26.000]  他不願意離開這個崗位
[00:15:26.000 --> 00:15:28.000]  做種樹的王
[00:15:28.000 --> 00:15:31.000]  最後他們走去葡萄樹說
[00:15:31.000 --> 00:15:33.000]  葡萄樹不如你來做我們的王
[00:15:33.000 --> 00:15:35.000]  葡萄樹就說
[00:15:35.000 --> 00:15:37.000]  我怎麼可以停止生產一個新酒
[00:15:37.000 --> 00:15:38.000]  因為我知道當時
[00:15:38.000 --> 00:15:42.000]  葡萄子會去提煉那些葡萄酒
[00:15:42.000 --> 00:15:45.000]  使神和使人都歡樂呢
[00:15:45.000 --> 00:15:46.000]  沒錯
[00:15:46.000 --> 00:15:49.000]  葡萄酒真的可以使人和使神去到歡樂
[00:15:49.000 --> 00:15:52.000]  因為他們在這些慶典節期
[00:15:52.000 --> 00:15:53.000]  祭祀儀式裏面
[00:15:53.000 --> 00:15:58.000]  一定有去飲用葡萄酒
[00:15:58.000 --> 00:16:02.000]  結果種樹怎樣做呢
[00:16:02.000 --> 00:16:05.000]  他們結果找了這個荊益樹
[00:16:05.000 --> 00:16:06.000]  荊益樹說
[00:16:06.000 --> 00:16:07.000]  好啊
[00:16:07.000 --> 00:16:08.000]  投在我的任下
[00:16:08.000 --> 00:16:09.000]  但你們要聽聽我的話
[00:16:09.000 --> 00:16:10.000]  誠誠實實
[00:16:10.000 --> 00:16:12.000]  如果不是的話
[00:16:12.000 --> 00:16:15.000]  就有火在我中間出來
[00:16:15.000 --> 00:16:19.000]  最堅硬的香柏樹都會燒毀
[00:16:19.000 --> 00:16:20.000]  沒錯
[00:16:20.000 --> 00:16:23.000]  荊益樹實在是很厲害
[00:16:23.000 --> 00:16:25.000]  但荊益樹大家留意一下
[00:16:25.000 --> 00:16:26.000]  不可以遮陰
[00:16:26.000 --> 00:16:29.000]  不會生產
[00:16:29.000 --> 00:16:30.000]  當你投在荊益樹的下面
[00:16:30.000 --> 00:16:33.000]  會不會受到保護呢
[00:16:33.000 --> 00:16:37.000]  你只會被荊益樹刺傷
[00:16:37.000 --> 00:16:39.000]  甚至荊益樹如果烈日當空
[00:16:39.000 --> 00:16:40.000]  太陽一出的時候
[00:16:40.000 --> 00:16:42.000]  很容易就會著火
[00:16:42.000 --> 00:16:44.000]  燒毀了整個森林
[00:16:44.000 --> 00:16:46.000]  約坦就是這樣警告
[00:16:46.000 --> 00:16:50.000]  宣告向這班事件人
[00:16:50.000 --> 00:16:52.000]  同樣的說出了
[00:16:52.000 --> 00:16:55.000]  亞比米勒是一個怎樣的人
[00:16:55.000 --> 00:16:59.000]  他說你們現在這樣做
[00:16:59.000 --> 00:17:01.000]  是否很誠實地對待
[00:17:01.000 --> 00:17:04.000]  這個機電的家呢
[00:17:04.000 --> 00:17:06.000]  你們要拿亞比米勒為王
[00:17:06.000 --> 00:17:07.000]  是否正確呢
[00:17:07.000 --> 00:17:09.000]  你們要想一想
[00:17:09.000 --> 00:17:12.000]  你們一起在一塊盆石上
[00:17:12.000 --> 00:17:14.000]  將機電七十個兒子
[00:17:14.000 --> 00:17:16.000]  正確來說應該是六十九個兒子
[00:17:16.000 --> 00:17:18.000]  都殺死
[00:17:18.000 --> 00:17:20.000]  而勒一個其實都不是一個
[00:17:20.000 --> 00:17:23.000]  很正統的後裔
[00:17:23.000 --> 00:17:26.000]  因為這裡和修本講侍女
[00:17:26.000 --> 00:17:27.000]  其實這個和修本
[00:17:27.000 --> 00:17:29.000]  大家看到是講婢女
[00:17:29.000 --> 00:17:31.000]  所生的一個兒子
[00:17:31.000 --> 00:17:32.000]  難怪亞比米勒
[00:17:32.000 --> 00:17:34.000]  不是住在阿佛塔的地方
[00:17:34.000 --> 00:17:39.000]  是住在另外一個地方
[00:17:39.000 --> 00:17:43.000]  頂姐妹 這裡想和大家思想一下
[00:17:43.000 --> 00:17:47.000]  可以想一下我們自己
[00:17:47.000 --> 00:17:49.000]  你認為你自己
[00:17:49.000 --> 00:17:52.000]  是否一個橄欖樹呢
[00:17:52.000 --> 00:17:55.000]  是否無花果樹呢
[00:17:55.000 --> 00:17:57.000]  是否葡萄樹呢
[00:17:57.000 --> 00:17:59.000]  還是你是荊棘呢
[00:17:59.000 --> 00:18:01.000]  明不明白上帝給我們每一個人
[00:18:01.000 --> 00:18:04.000]  都有我們自己的功用
[00:18:04.000 --> 00:18:06.000]  要我們去做一些事情
[00:18:06.000 --> 00:18:08.000]  結出一些果實
[00:18:08.000 --> 00:18:10.000]  使人使神都能夠得尊榮
[00:18:10.000 --> 00:18:13.000]  或得快樂
[00:18:13.000 --> 00:18:16.000]  還是你甘願做一個荊棘樹
[00:18:16.000 --> 00:18:19.000]  只有帶來拆毀傷害
[00:18:19.000 --> 00:18:27.000]  甚至有猛火當中而而出呢
[00:18:27.000 --> 00:18:31.000]  另一方面想和大家想一下
[00:18:31.000 --> 00:18:33.000]  倚靠的是什麼呢
[00:18:33.000 --> 00:18:36.000]  你有沒有好像這班事件人一樣
[00:18:36.000 --> 00:18:38.000]  我們以為找到一個王者
[00:18:38.000 --> 00:18:40.000]  找到一個自己人
[00:18:40.000 --> 00:18:46.000]  但原來這個可能是最終會帶給他們傷害
[00:18:46.000 --> 00:18:49.000]  我們都是去認識耶穌基督
[00:18:49.000 --> 00:18:50.000]  認識他的真實
[00:18:50.000 --> 00:18:52.000]  我們可不可以只是單單倚靠他呢
[00:18:52.000 --> 00:18:54.000]  但好像我剛才所說的
[00:18:54.000 --> 00:18:55.000]  當我們找到一些
[00:18:55.000 --> 00:18:59.000]  以為能夠帶來很大的保障
[00:18:59.000 --> 00:19:02.000]  帶來我們穩妥的時間
[00:19:02.000 --> 00:19:05.000]  我們就倚靠了他呢
[00:19:05.000 --> 00:19:07.000]  因為你金錢裏面可以得到很多
[00:19:07.000 --> 00:19:11.000]  可能工作裏面有很大的成就滿足感
