
[00:00:00.000 --> 00:00:01.640]  每一年的靈修主日
[00:02:50.320 --> 00:02:52.280]  這個天然的制高點
[00:02:52.280 --> 00:02:55.680]  在上面你可以避開敵人的攻擊
[00:02:55.680 --> 00:02:58.960]  有險可守
[00:02:58.960 --> 00:03:01.520]  整幅圖畫就是
[00:03:01.520 --> 00:03:04.320]  上主在你被受攻擊的爭戰當中
[00:03:04.320 --> 00:03:06.440]  給你一個安全的地帶
[00:03:06.440 --> 00:03:09.560]  你可以安心去躲藏的地點
[00:03:09.560 --> 00:03:11.800]  不過即使有這個盆石
[00:03:11.800 --> 00:03:13.120]  這個安全地帶
[00:03:13.120 --> 00:03:15.000]  堅固的堡壘峭壁
[00:03:15.000 --> 00:03:17.200]  那又如何呢?
[00:03:17.200 --> 00:03:20.040]  知道有些弟兄姊妹常常都說
[00:03:20.040 --> 00:03:21.880]  「我沒有時間靈修
[00:03:21.880 --> 00:03:23.600]  有空先來吧
[00:03:23.600 --> 00:03:25.160]  因為真的太忙了
[00:03:25.160 --> 00:03:27.000]  工作又這樣那樣
[00:03:27.000 --> 00:03:29.200]  家裡又發生這件事那件事
[00:03:29.200 --> 00:03:32.240]  現在整個氣氛又很差
[00:03:32.240 --> 00:03:33.640]  很難捱
[00:03:33.640 --> 00:03:35.440]  快捱不住了
[00:03:35.440 --> 00:03:39.080]  還是讓我有空先來靈修吧」
[00:03:39.080 --> 00:03:43.080]  明明我們最需要神隨時的幫助
[00:03:43.080 --> 00:03:46.160]  不過我們卻沒有每天去找祂
[00:03:46.160 --> 00:03:48.160]  「不是啊 我有找神的
[00:03:48.160 --> 00:03:50.680]  我有求祂幫忙的
[00:03:50.680 --> 00:03:52.240]  不過你沒有理會過祂
[00:03:52.240 --> 00:03:55.800]  你只是不停在你的爭戰裡面喊救命
[00:03:55.800 --> 00:03:57.080]  不停去問
[00:03:57.080 --> 00:04:00.080]  為什麼神不來幫助我?」
[00:04:00.080 --> 00:04:01.760]  我記得小孩子
[00:04:01.760 --> 00:04:03.240]  嬰兒的時候
[00:04:03.240 --> 00:04:04.520]  初生嬰孩
[00:04:04.520 --> 00:04:09.080]  每三至四個小時就要吃一次奶
[00:04:09.080 --> 00:04:10.600]  嬰兒差不多九時吃奶
[00:04:10.600 --> 00:04:13.600]  他們就會沖奶準備幫忙
[00:04:13.600 --> 00:04:16.400]  我是負責晚上餵那一餐的
[00:04:16.400 --> 00:04:17.760]  半夜
[00:04:17.760 --> 00:04:22.160]  那時候的嬰兒又肚子餓又睏
[00:04:22.160 --> 00:04:24.320]  他又餓得太多又睏得太多
[00:04:24.320 --> 00:04:25.120]  不停地哭
[00:04:25.120 --> 00:04:28.440]  咿咿呀呀扭來扭去
[00:04:28.440 --> 00:04:29.560]  他又覺得肚子餓
[00:04:29.560 --> 00:04:31.040]  於是他就哭
[00:04:31.040 --> 00:04:33.320]  然後轉來轉去又覺得睏
[00:04:33.320 --> 00:04:34.880]  又繼續哭
[00:04:34.880 --> 00:04:36.880]  他不太知道自己想怎樣
[00:04:36.880 --> 00:04:38.040]  都保住他
[00:04:38.040 --> 00:04:39.640]  奶都在旁邊
[00:04:39.640 --> 00:04:43.080]  奶瓶差不多戳到他的嘴裡
[00:04:43.080 --> 00:04:44.720]  他都是轉來轉去
[00:04:44.720 --> 00:04:46.200]  不肯吃
[00:04:46.200 --> 00:04:47.600]  在那裡掙扎
[00:04:47.600 --> 00:04:49.120]  扭計
[00:04:49.120 --> 00:04:51.520]  這個時候我就會拍拍孩子
[00:04:51.520 --> 00:04:53.600]  不怕 爸爸在這裡
[00:04:53.600 --> 00:04:56.160]  有奶奶吃了
[00:04:56.160 --> 00:04:57.600]  一路安慰他
[00:04:57.600 --> 00:05:01.000]  慢慢將他的小臉轉向我
[00:05:01.000 --> 00:05:04.960]  然後我就將奶瓶放在他的嘴裡
[00:05:04.960 --> 00:05:06.640]  他就安安穩穩
[00:05:06.640 --> 00:05:08.840]  一路睡一路吃
[00:05:08.840 --> 00:05:10.760]  吃完還可以去便便
[00:05:10.760 --> 00:05:12.640]  一次滿足三個願望
[00:05:12.640 --> 00:05:15.680]  多好啊
[00:05:15.680 --> 00:05:18.520]  其實我們是不是都好像一個嬰兒呢
[00:05:18.520 --> 00:05:20.160]  我們用我們的感覺
[00:05:20.160 --> 00:05:21.800]  當下的判斷
[00:05:21.800 --> 00:05:24.280]  覺得我們自己知道自己想怎樣
[00:05:24.280 --> 00:05:26.320]  轉來轉去
[00:05:26.320 --> 00:05:28.600]  不過其實我們真的應付不了
[00:05:28.600 --> 00:05:33.200]  但在當中我們只是不停扭來扭去扭計
[00:05:33.200 --> 00:05:35.640]  天父在這裡
[00:05:35.640 --> 00:05:37.720]  是你不轉向他
[00:05:37.720 --> 00:05:40.080]  你沒有去找他
[00:05:40.080 --> 00:05:41.880]  這個盤石 這個堡壘在這裡
[00:05:41.880 --> 00:05:45.400]  不過對你的生命毫無作用
[00:05:45.400 --> 00:05:48.480]  耶和華 我的盤石
[00:05:48.480 --> 00:05:50.120]  讓我們有險可守
[00:05:50.120 --> 00:05:51.880]  不過你要行動的
[00:05:51.880 --> 00:05:54.160]  你要去神那裡
[00:05:54.160 --> 00:05:56.040]  施人同神有約
[00:05:56.040 --> 00:06:00.440]  他進而將自己放在一個合宜的位置
[00:06:00.440 --> 00:06:03.720]  他知道和這位上帝之間有一個很大的距離
[00:06:03.720 --> 00:06:05.520]  所以就會有第三、第四節
[00:06:05.520 --> 00:06:06.760]  我請你幫我讀
[00:06:06.760 --> 00:06:07.800]  預備起
[00:06:07.800 --> 00:06:10.920]  耶和華 人算什麼
[00:06:10.920 --> 00:06:16.640]  你竟無能為大 世人算什麼 你竟顧念他
[00:06:16.640 --> 00:06:19.160]  人不過仗一口氣
[00:06:19.160 --> 00:06:22.760]  他的年日彷彿影子消逝
[00:06:22.760 --> 00:06:26.280]  施人來到神面前去謙卑自己自卑
[00:06:26.280 --> 00:06:28.040]  這裡第三節的「人算什麼」
[00:06:28.040 --> 00:06:30.400]  其實和你第八篇很熟的
[00:06:30.400 --> 00:06:33.640]  「人算什麼 你竟顧念他」是一樣的
[00:06:33.640 --> 00:06:36.040]  不過和那一篇的詩篇不同
[00:06:36.040 --> 00:06:37.920]  第四節這裡他繼續去演繹
[00:06:37.920 --> 00:06:40.920]  什麼叫做「世人算什麼」
[00:06:40.920 --> 00:06:43.320]  原來世人在舊約裡
[00:06:43.320 --> 00:06:50.000]  是表達人是很脆弱、渺小、虛弱、軟弱、容易病的一種狀態
[00:06:50.000 --> 00:06:52.800]  那種人是必會死亡
[00:06:52.800 --> 00:06:55.200]  一瞬即逝的狀態
[00:06:55.200 --> 00:06:58.200]  施人知道我們作為人實在微不足道
[00:06:58.200 --> 00:06:59.680]  不過他放在合適的位置
[00:06:59.680 --> 00:07:03.640]  他知道自己就要去找這位上主
[00:07:03.640 --> 00:07:04.680]  各位
[00:07:04.680 --> 00:07:08.640]  這個盆石、這座石山、這個峭壁的堡壘
[00:07:08.640 --> 00:07:10.520]  在你旁邊
[00:07:10.520 --> 00:07:12.320]  不過你要行動
[00:07:12.320 --> 00:07:13.400]  你要走過去
[00:07:13.400 --> 00:07:17.120]  你要進入這個堡壘當中
[00:07:17.120 --> 00:07:21.280]  神的話語常常都在你身邊
[00:07:21.280 --> 00:07:24.720]  聖經常常都在你身邊
[00:07:24.720 --> 00:07:27.440]  以前說要拿著本實體聖經
[00:07:27.440 --> 00:07:28.800]  現在隨便一部電話
[00:07:28.800 --> 00:07:32.280]  幾十本、億本的聖經都在你的電話裡
[00:07:32.280 --> 00:07:34.480]  你有沒有打開它呢?
[00:07:34.480 --> 00:07:35.240]  各位弟兄姊妹
[00:07:35.240 --> 00:07:37.880]  每天靈修的重要就是讓你知道
[00:07:37.880 --> 00:07:39.680]  你和神有約
[00:07:39.680 --> 00:07:41.040]  祂在你附近
[00:07:41.040 --> 00:07:43.200]  祂是你隨時的幫助
[00:07:43.200 --> 00:07:44.560]  你只要去找祂
[00:07:44.560 --> 00:07:47.600]  你就有險可守
[00:07:47.600 --> 00:07:48.800]  第二
[00:07:48.800 --> 00:07:50.360]  與你有約
[00:07:50.360 --> 00:07:52.760]  有神可靠
[00:07:52.760 --> 00:07:53.880]  施人繼續形容
[00:07:53.880 --> 00:07:55.600]  上帝是他所投靠的
[00:07:55.600 --> 00:07:58.480]  這是第一節的下半節所說的
[00:07:58.480 --> 00:08:00.680]  他進入這個堡壘去投靠
[00:08:00.680 --> 00:08:03.720]  投靠另一面的意思就是信靠
[00:08:03.720 --> 00:08:05.800]  把信心放在對象上
[00:08:05.800 --> 00:08:08.000]  這就叫做信靠
[00:08:08.000 --> 00:08:09.360]  把你人生的一部份
[00:08:09.360 --> 00:08:11.840]  甚至整個人交在對象上
[00:08:11.840 --> 00:08:13.360]  不只是口說
[00:08:13.360 --> 00:08:14.920]  是有實際的行動
[00:08:14.920 --> 00:08:16.280]  這就叫做信靠
[00:08:16.280 --> 00:08:17.840]  我說個例子你就明白了
[00:08:17.840 --> 00:08:19.760]  就好像每個月你發薪水
[00:08:19.760 --> 00:08:22.920]  你會把你的薪水存入銀行
[00:08:22.920 --> 00:08:26.880]  把你很緊張的錢放在銀行
[00:08:26.880 --> 00:08:28.120]  這就叫做信靠
[00:08:28.120 --> 00:08:29.480]  你信得過這個銀行
[00:08:29.480 --> 00:08:31.120]  不會吃了你的錢
[00:08:31.120 --> 00:08:32.320]  你信得過這個銀行
[00:08:32.320 --> 00:08:35.720]  你去按摩的時候它會有錢給你
[00:08:35.720 --> 00:08:39.160]  這是一個實際的信心的行動
[00:08:39.160 --> 00:08:42.680]  又例如當你覺得某個地區的經濟靠不住
[00:08:42.680 --> 00:08:43.640]  你就很緊張
[00:08:43.640 --> 00:08:48.760]  馬上上網把NPF轉到另一個基金
[00:08:48.760 --> 00:08:51.360]  把你的儲蓄或投資轉移到另一個
[00:08:51.360 --> 00:08:54.360]  你覺得安心可靠的地區
[00:08:54.360 --> 00:08:57.440]  你信賴那個地區的金融系統
[00:08:57.440 --> 00:08:59.880]  信託你的金錢給他們
[00:08:59.880 --> 00:09:03.880]  這個行動代表信靠
[00:09:03.880 --> 00:09:06.880]  那你有沒有把你人生的資源
[00:09:06.880 --> 00:09:09.560]  表達你對神的信靠呢
[00:09:09.560 --> 00:09:13.880]  把你的時間放在神身上呢
[00:09:13.880 --> 00:09:15.840]  用剛才那五分鐘
[00:09:15.840 --> 00:09:17.080]  每天那五分鐘
[00:09:17.080 --> 00:09:17.840]  十分鐘
[00:09:17.840 --> 00:09:19.360]  十五分鐘
[00:09:19.360 --> 00:09:22.200]  放在神身上
[00:09:22.200 --> 00:09:24.840]  你所信靠的上帝那裡
[00:09:24.840 --> 00:09:27.120]  你投靠祂
[00:09:27.120 --> 00:09:31.280]  把你的資源停留在祂的話語上
[00:09:31.280 --> 00:09:33.920]  表達你對祂的信賴
[00:09:33.920 --> 00:09:35.160]  所以你現在明白
[00:09:35.160 --> 00:09:37.480]  為什麼大衛在詩篇二十三篇說
[00:09:37.480 --> 00:09:40.480]  他要一生一世住在神的聖殿
[00:09:40.480 --> 00:09:44.920]  因為他很想把他整個人生放在神那裡
[00:09:44.920 --> 00:09:47.560]  那你說我每天回教會等一等
[00:09:47.560 --> 00:09:48.480]  去真理樓坐一坐
[00:09:48.480 --> 00:09:50.520]  又來外面梳化坐一坐
[00:09:50.520 --> 00:09:51.400]  不是這個意思
[00:09:51.400 --> 00:09:53.200]  而是你的心
[00:09:53.200 --> 00:09:54.160]  大衛也說過
[00:09:54.160 --> 00:09:57.280]  我的肉體我的心腸衰殘
[00:09:57.280 --> 00:10:01.440]  但上主是我心所靠的盤石
[00:10:01.440 --> 00:10:06.640]  是說祂最緊張的資源放在哪個位置
[00:10:06.640 --> 00:10:10.160]  當你把你看不見的時間放在神身上
[00:10:10.160 --> 00:10:12.640]  你就是對祂的信靠
[00:10:12.640 --> 00:10:14.640]  不過我們仍然覺得不夠
[00:10:14.640 --> 00:10:16.560]  我們仍然很緊張
[00:10:16.560 --> 00:10:17.440]  是我靠你
[00:10:17.440 --> 00:10:19.080]  那應該要怎樣做呢
[00:10:19.080 --> 00:10:20.880]  這個難關要怎樣過呢
[00:10:20.880 --> 00:10:22.760]  這個麻煩要怎樣避免呢
[00:10:22.760 --> 00:10:24.840]  這個局要怎樣拆解呢
[00:10:24.840 --> 00:10:26.760]  我們不願意只坐在這裡
[00:10:26.760 --> 00:10:30.160]  我們要應對當下的困境
[00:10:30.160 --> 00:10:33.160]  有一次我從一個街市走出來
[00:10:33.160 --> 00:10:35.800]  身旁突然衝了一大群人
[00:10:35.800 --> 00:10:37.880]  手上拿著一枝二枝的鐵通
[00:10:37.880 --> 00:10:39.560]  他們衝去左邊
[00:10:39.560 --> 00:10:41.400]  我馬上向右邊走
[00:10:41.400 --> 00:10:42.480]  看著右邊的時候
[00:10:42.480 --> 00:10:45.120]  又有另一批人拿著鐵通衝過來
[00:10:45.120 --> 00:10:45.920]  我很害怕
[00:10:45.920 --> 00:10:47.320]  我直走過對面馬路
[00:10:47.320 --> 00:10:49.040]  去到一間小店舖打算躲起來
[00:10:49.040 --> 00:10:51.400]  然後看一看手上我拿著什麼
[00:10:51.400 --> 00:10:52.680]  原來我拿著一個枕頭
[00:10:52.680 --> 00:10:54.240]  糟了 怎麼辦呢
[00:10:54.240 --> 00:10:57.400]  我正在做夢
[00:10:57.400 --> 00:11:00.040]  幸好是一場夢
[00:11:00.040 --> 00:11:01.680]  我手上的東西
[00:11:01.680 --> 00:11:05.200]  不能夠令我去應對當下的困境
[00:11:05.200 --> 00:11:07.120]  面對四圍的艱難
[00:11:07.120 --> 00:11:09.000]  你怎樣應對呢
[00:11:09.000 --> 00:11:11.040]  你需要有合宜的裝備
[00:11:11.040 --> 00:11:13.800]  還知道怎樣去走下一步
[00:11:13.800 --> 00:11:16.160]  沒錯 一個可靠的上帝
[00:11:16.160 --> 00:11:19.160]  不只是要你被動地等待
[00:11:19.160 --> 00:11:20.240]  當我們投靠上帝
[00:11:20.240 --> 00:11:22.480]  你擺放時間的時候
[00:11:22.480 --> 00:11:23.440]  神會幫你
[00:11:23.440 --> 00:11:24.520]  怎樣幫你呢
[00:11:24.520 --> 00:11:26.760]  第一節 下半節
[00:11:26.760 --> 00:11:27.640]  那兩句
[00:11:27.640 --> 00:11:28.320]  你幫我讀一讀
[00:11:28.320 --> 00:11:29.760]  他 預備起
[00:11:29.760 --> 00:11:33.120]  他教導我的手作戰
[00:11:33.120 --> 00:11:36.160]  訓練我的指頭打仗
[00:11:36.160 --> 00:11:38.160]  這裡特別提到手
[00:11:38.160 --> 00:11:39.960]  又提到指頭
[00:11:39.960 --> 00:11:43.760]  大概就是一幅射箭的圖畫
[00:11:43.760 --> 00:11:45.200]  射箭的圖畫
[00:11:45.200 --> 00:11:48.200]  教我們怎樣去射箭在戰場上
[00:11:48.200 --> 00:11:48.960]  為什麼呢
[00:11:48.960 --> 00:11:50.560]  因為他進入了一個堡壘
[00:11:50.560 --> 00:11:51.800]  進入了一個高台
[00:11:51.800 --> 00:11:53.800]  他可以用什麼武器呢
[00:11:53.800 --> 00:11:55.440]  弓箭
[00:11:55.440 --> 00:11:57.080]  這裡就是上帝教他
[00:11:57.080 --> 00:11:59.480]  怎樣走下一步
[00:11:59.480 --> 00:12:00.800]  當你有險可守
[00:12:00.800 --> 00:12:02.000]  有神可靠的時候
[00:12:02.000 --> 00:12:03.000]  這個可靠
[00:12:03.000 --> 00:12:05.480]  不單止讓你停留等候
[00:12:05.480 --> 00:12:09.440]  也讓你知道下一步怎樣去走
[00:12:09.440 --> 00:12:10.680]  面對前面的艱難
[00:12:10.680 --> 00:12:12.720]  我們要負自己的責任
[00:12:12.720 --> 00:12:13.920]  不過不同的就是
[00:12:13.920 --> 00:12:15.880]  我們不是在我們的征戰裡面
[00:12:15.880 --> 00:12:18.000]  胡亂地衝來衝去
[00:12:18.000 --> 00:12:18.920]  走來走去
[00:12:18.920 --> 00:12:20.680]  亂做亂行
[00:12:20.680 --> 00:12:21.640]  不是
[00:12:21.640 --> 00:12:25.880]  而是你有上帝教你怎樣去面對
[00:12:25.880 --> 00:12:28.960]  我想起自己教孩子捉象棋的片段
[00:12:28.960 --> 00:12:31.520]  第一次跟他講完象棋要怎樣走
[00:12:31.520 --> 00:12:33.160]  馬行日
[00:12:33.160 --> 00:12:34.600]  象行田
[00:12:34.600 --> 00:12:36.760]  豹要隔著一隻去跳
[00:12:36.760 --> 00:12:38.600]  才能吃到對方
[00:12:38.600 --> 00:12:39.880]  孩子急不及待地說
[00:12:39.880 --> 00:12:42.200]  「行行行 我懂了 捉吧」
[00:12:42.200 --> 00:12:44.120]  就跟他捉
[00:12:44.120 --> 00:12:45.240]  當他一直捉的時候
[00:12:45.240 --> 00:12:46.840]  就不斷給我吃一些棋
[00:12:46.840 --> 00:12:48.000]  於是他就求救了
[00:12:48.000 --> 00:12:49.560]  「你要教我才行」
[00:12:49.560 --> 00:12:50.880]  「好 我教你」
[00:12:50.880 --> 00:12:52.480]  「你面前這個敵人我」
[00:12:52.480 --> 00:12:54.280]  「就跟著會走這一步」
[00:12:54.280 --> 00:12:56.560]  「你總不知將這隻棋擋住」
[00:12:56.560 --> 00:12:57.760]  「不然的話 我兩隻豹」
[00:12:57.760 --> 00:12:59.080]  「對上你中間的將軍」
[00:12:59.080 --> 00:13:01.360]  「就雙豹將了」
[00:13:01.360 --> 00:13:03.800]  接著我一步一步教他
[00:13:03.800 --> 00:13:05.040]  下一步棋怎樣走
[00:13:05.040 --> 00:13:06.080]  捉著他的指頭
[00:13:06.080 --> 00:13:08.480]  拿哪一隻棋
[00:13:08.480 --> 00:13:10.680]  他慢慢在我知道
[00:13:10.680 --> 00:13:12.680]  全部棋子應該怎樣走的時候
[00:13:12.680 --> 00:13:15.360]  他可以捉贏我
[00:13:15.360 --> 00:13:17.760]  頂姐妹 我們都需要上帝
[00:13:17.760 --> 00:13:20.760]  教我們怎樣走下一步棋
[00:13:20.760 --> 00:13:23.720]  知道後幾步要怎樣去預備
[00:13:23.720 --> 00:13:25.400]  靈修
[00:13:25.400 --> 00:13:28.600]  讓你知道在你很重要的事情上
[00:13:28.600 --> 00:13:31.080]  你都要回到上帝面前謙卑自己
[00:13:31.080 --> 00:13:32.920]  祂是可靠的
[00:13:32.920 --> 00:13:35.400]  祂是值得你放時間和資源下去
[00:13:35.400 --> 00:13:37.400]  祂願意去指教你
[00:13:37.400 --> 00:13:41.400]  走下幾步怎樣走
[00:13:41.400 --> 00:13:43.360]  第三 與你有約
[00:13:43.360 --> 00:13:46.360]  是有例可依
[00:13:46.360 --> 00:13:48.280]  「施人從表達信靠轉移」
[00:13:48.280 --> 00:13:50.000]  「向神真正的求助」
[00:13:50.000 --> 00:13:54.800]  這就是第五節開始到第十一節所寫的
[00:13:54.800 --> 00:13:55.760]  第五節
[00:13:55.760 --> 00:13:57.640]  我請你幫我讀 預備起
[00:13:57.640 --> 00:13:59.120]  「耶和華」
[00:13:59.120 --> 00:14:03.040]  「求祢使天下順 神之光華」
[00:14:03.040 --> 00:14:06.960]  「求祢逐我行山 天下無異」
[00:14:06.960 --> 00:14:08.360]  這裡的景象
[00:14:08.360 --> 00:14:11.640]  是施人根據神過去曾經從天而降
[00:14:11.640 --> 00:14:14.040]  施行拯救的先例
[00:14:14.040 --> 00:14:17.040]  這個先例祂祈求神用這個先例
[00:14:17.040 --> 00:14:18.960]  幫助今天的祂
[00:14:18.960 --> 00:14:20.240]  什麼先例?
[00:14:20.240 --> 00:14:22.800]  這裡是神降臨山霧煙
[00:14:22.800 --> 00:14:26.080]  出埃及西乃山的景象
[00:14:26.080 --> 00:14:28.960]  當時上帝就來到拯救祂的子民
[00:14:28.960 --> 00:14:33.000]  引領他們行前面曠野未知的道路
[00:14:33.000 --> 00:14:36.440]  施人用聖經去呼求
[00:14:36.440 --> 00:14:38.280]  祂不斷去求 不斷去求
[00:14:38.280 --> 00:14:40.080]  其實這裡的詩句
[00:14:40.080 --> 00:14:44.000]  在過去的十八篇也重複出現過
[00:14:44.000 --> 00:14:45.520]  大概這裡一百四十四篇
[00:14:45.520 --> 00:14:48.280]  施人抄回十八篇的詩句
[00:14:48.280 --> 00:14:49.880]  就像我們讀聖經的時候
[00:14:49.880 --> 00:14:53.000]  我們很想今天的經文對我們生命說話
[00:14:53.000 --> 00:14:55.680]  我們也可以用今天所讀的經文
[00:14:55.680 --> 00:14:57.920]  作為我們的祈禱
[00:14:57.920 --> 00:15:00.840]  表達我們困境裡的寫照
[00:15:00.840 --> 00:15:03.400]  這個先例上帝過去你能夠做到
[00:15:03.400 --> 00:15:06.560]  今天你能否也這樣幫助我們
[00:15:06.560 --> 00:15:09.880]  這樣的話是有利可益
[00:15:09.880 --> 00:15:12.360]  「與你有約 有利可益」
[00:15:12.360 --> 00:15:14.960]  這樣做是有兩面的效果的
[00:15:14.960 --> 00:15:18.440]  第一面是我們知道我們懂得怎樣向神祈禱
[00:15:18.440 --> 00:15:20.640]  不是我們列出ABC三條路
[00:15:20.640 --> 00:15:22.720]  神你選一條你幫我實行
[00:15:22.720 --> 00:15:23.520]  不是
[00:15:23.520 --> 00:15:26.680]  而是我們從神過去做過的大事
[00:15:26.680 --> 00:15:29.440]  將祂帶入我們的生命處境當中
[00:15:29.440 --> 00:15:30.920]  有利可益
[00:15:30.920 --> 00:15:34.160]  讓神去決定祂願不願意這樣做
[00:15:34.160 --> 00:15:35.240]  另一方面
[00:15:35.240 --> 00:15:37.600]  聖經讓我們知道神有這樣的能力
[00:15:37.600 --> 00:15:41.000]  我們就能夠信心等候祂的作為
[00:15:41.000 --> 00:15:44.720]  「與你有約 有利可益」
[00:15:44.720 --> 00:15:49.280]  第四「與你有約 有歌可唱」
[00:15:49.280 --> 00:15:50.960]  我請你們幫我讀第九節
[00:15:50.960 --> 00:15:52.000]  預備起
[00:15:52.000 --> 00:15:55.600]  「神啊 我要向祢唱新歌
[00:15:55.600 --> 00:15:59.680]  我要遵守祢的命令歌唱」
[00:15:59.680 --> 00:16:02.160]  在詩人五至十一節的祈求當中
[00:16:02.160 --> 00:16:05.320]  一頭一尾說出他的困難
[00:16:05.320 --> 00:16:07.920]  你看看前面第八節
[00:16:07.920 --> 00:16:10.600]  那裡說到敵人是奸詐的
[00:16:10.600 --> 00:16:12.400]  他們右手虛荒的
[00:16:12.400 --> 00:16:13.920]  其實你看看第十一節
[00:16:13.920 --> 00:16:15.000]  他再重複的
[00:16:15.000 --> 00:16:16.280]  他們口說虛荒的話
[00:16:16.280 --> 00:16:17.880]  他們舉起右手起假誓
[00:16:17.880 --> 00:16:19.320]  一模一樣的
[00:16:19.320 --> 00:16:22.400]  不過夾著在這兩次的呼救當中
[00:16:22.400 --> 00:16:24.920]  他卻在第九節說了這一句話
[00:16:24.920 --> 00:16:27.200]  「神啊 我要向祢唱新歌
[00:16:27.200 --> 00:16:30.240]  我要用十弦琴向祢歌唱」
[00:16:30.240 --> 00:16:33.720]  當他再三去催促神快點採取行動的時候
[00:16:33.720 --> 00:16:35.760]  他透過過去的經文
[00:16:35.760 --> 00:16:38.240]  他知道神能夠做的大事
[00:16:38.240 --> 00:16:40.800]  他在未有拯救來到之前
[00:16:40.800 --> 00:16:44.680]  他已經可以唱新的歌去讚美主
[00:16:44.680 --> 00:16:45.920]  原來在我們的困境裡
[00:16:45.920 --> 00:16:48.120]  我們不只是唱哀歌
