
[00:00:00.000 --> 00:00:02.920]  好,我們的根源,馬達福音第一章
[00:05:22.480 --> 00:05:24.480]  這段聖經說什麼呢
[00:05:24.480 --> 00:05:26.480]  耶穌基礎是大衛的位置
[00:05:26.480 --> 00:05:28.480]  再去到啞國
[00:05:28.480 --> 00:05:30.480]  啞國是阿伯拉罕的孫
[00:05:30.480 --> 00:05:32.480]  開始明白多一點
[00:05:32.480 --> 00:05:34.480]  就是說整個祝福
[00:05:34.480 --> 00:05:36.480]  本來好像漏斗一樣給每一個人
[00:05:36.480 --> 00:05:38.480]  不過人犯罪
[00:05:38.480 --> 00:05:40.480]  所以在漏斗中間選擇
[00:05:40.480 --> 00:05:42.480]  阿伯拉罕
[00:05:42.480 --> 00:05:44.480]  再去到所有人
[00:05:44.480 --> 00:05:46.480]  有人問為什麼要選擇耶穌
[00:05:46.480 --> 00:05:48.480]  一個西人
[00:05:48.480 --> 00:05:52.480]  耶穌不是西人
[00:05:52.480 --> 00:05:54.480]  你問耶穌不是西人
[00:05:54.480 --> 00:05:56.480]  亞洲人為什麼不選擇中國人
[00:05:56.480 --> 00:05:58.480]  我猜如果選擇中國人
[00:05:58.480 --> 00:05:59.480]  猶太人就會問
[00:05:59.480 --> 00:06:01.480]  為什麼不選擇猶太人
[00:06:01.480 --> 00:06:03.480]  問到底為什麼呢
[00:06:03.480 --> 00:06:05.480]  你知道為什麼嗎
[00:06:05.480 --> 00:06:07.480]  我也不知道
[00:06:07.480 --> 00:06:09.480]  今晚祈禱
[00:06:09.480 --> 00:06:10.480]  問上帝
[00:06:10.480 --> 00:06:11.480]  不過我知道一件事
[00:06:11.480 --> 00:06:13.480]  無論選擇哪一個人
[00:06:13.480 --> 00:06:15.480]  現在的祝福
[00:06:15.480 --> 00:06:17.480]  去到不同的種族
[00:06:17.480 --> 00:06:19.480]  這個很重要
[00:06:19.480 --> 00:06:21.480]  在家譜
[00:06:21.480 --> 00:06:23.480]  數上去超過40人中間
[00:06:23.480 --> 00:06:25.480]  我們見到
[00:06:25.480 --> 00:06:27.480]  很多很多的
[00:06:27.480 --> 00:06:29.480]  名人
[00:06:29.480 --> 00:06:31.480]  我們今天會逐個名字說
[00:06:31.480 --> 00:06:33.480]  大概說12個小時
[00:06:33.480 --> 00:06:35.480]  都很有反應
[00:06:35.480 --> 00:06:37.480]  大家都很怕見到我
[00:06:37.480 --> 00:06:39.480]  我會選少少
[00:06:39.480 --> 00:06:41.480]  第一我們會見到很多出名的人
[00:06:41.480 --> 00:06:43.480]  很多偉人
[00:06:43.480 --> 00:06:45.480]  信心的偉人
[00:06:45.480 --> 00:06:47.480]  阿伯拉罕 以撒瓦國 大衛 南北國
[00:06:47.480 --> 00:06:49.480]  大衛很重要
[00:06:49.480 --> 00:06:51.480]  大衛今天的以色列國旗
[00:06:51.480 --> 00:06:53.480]  是用什麼
[00:06:53.480 --> 00:06:55.480]  大衛之星
[00:06:55.480 --> 00:06:57.480]  還在說大衛當時最強的國
[00:06:57.480 --> 00:06:59.480]  歷史告訴我們
[00:06:59.480 --> 00:07:01.480]  是最強的
[00:07:01.480 --> 00:07:03.480]  約西亞 希西加等等
[00:07:03.480 --> 00:07:05.480]  很出名的人
[00:07:05.480 --> 00:07:07.480]  當然耶穌的先祖
[00:07:07.480 --> 00:07:09.480]  一定是鼎鼎有名
[00:07:09.480 --> 00:07:11.480]  不過
[00:07:11.480 --> 00:07:13.480]  如果我們仔細看
[00:07:13.480 --> 00:07:15.480]  耶穌的家譜
[00:07:15.480 --> 00:07:17.480]  裡面你會發現很多人的名字
[00:07:17.480 --> 00:07:19.480]  你提都不想提
[00:07:19.480 --> 00:07:21.480]  例如裡面
[00:07:21.480 --> 00:07:23.480]  會有很多女人的名字
[00:07:23.480 --> 00:07:25.480]  當時父系的家族是不提女人的
[00:07:25.480 --> 00:07:27.480]  中國人一樣
[00:07:27.480 --> 00:07:29.480]  他提到五個女人
[00:07:29.480 --> 00:07:31.480]  今天我會說兩個
[00:07:31.480 --> 00:07:33.480]  接著再說一些
[00:07:33.480 --> 00:07:35.480]  他裡面會提到有人謀殺
[00:07:35.480 --> 00:07:37.480]  有人欺凌
[00:07:37.480 --> 00:07:39.480]  有人被藐視
[00:07:39.480 --> 00:07:41.480]  裡面很多骯髒的東西
[00:07:41.480 --> 00:07:43.480]  竟然記載在耶穌的家譜裡面
[00:07:43.480 --> 00:07:45.480]  為什麼
[00:07:45.480 --> 00:07:47.480]  今天我想用這個角度
[00:07:47.480 --> 00:07:49.480]  跟大家分享一下
[00:07:49.480 --> 00:07:51.480]  究竟背後
[00:07:51.480 --> 00:07:53.480]  神想跟我們說些什麼
[00:07:53.480 --> 00:07:55.480]  第一個人物
[00:07:55.480 --> 00:07:57.480]  叫做Tama
[00:07:57.480 --> 00:07:59.480]  今天有沒有人做過TWA
[00:07:59.480 --> 00:08:01.480]  都有
[00:08:01.480 --> 00:08:03.480]  竟然是說Tama
[00:08:03.480 --> 00:08:05.480]  我沒有計算
[00:08:05.480 --> 00:08:09.480]  Tama是什麼
[00:08:09.480 --> 00:08:11.480]  Tama是一個女人
[00:08:11.480 --> 00:08:13.480]  不要以為是男人
[00:08:13.480 --> 00:08:15.480]  她代表
[00:08:15.480 --> 00:08:17.480]  第一件事我想說
[00:08:17.480 --> 00:08:19.480]  人被藐視
[00:08:19.480 --> 00:08:21.480]  但是神並不忘記
[00:08:21.480 --> 00:08:23.480]  我先簡單說一下她的背景
[00:08:23.480 --> 00:08:25.480]  Tama好嗎
[00:08:25.480 --> 00:08:27.480]  Tama
[00:08:27.480 --> 00:08:31.480]  Tama她結婚
[00:08:31.480 --> 00:08:33.480]  大概是距離耶穌1900年
[00:08:33.480 --> 00:08:35.480]  是阿伯拉罕
[00:08:35.480 --> 00:08:37.480]  以撒瓦國
[00:08:37.480 --> 00:08:39.480]  猶大的媳婦
[00:08:39.480 --> 00:08:41.480]  當時結婚
[00:08:41.480 --> 00:08:43.480]  跟她猶大的兒子
[00:08:43.480 --> 00:08:45.480]  第一個兒子結婚
[00:08:45.480 --> 00:08:47.480]  因為神見到她的老公犯惡
[00:08:47.480 --> 00:08:49.480]  聖經說的惡
[00:08:49.480 --> 00:08:51.480]  跟我們今天的惡
[00:08:51.480 --> 00:08:53.480]  如果我們想起索多瑪
[00:08:53.480 --> 00:08:55.480]  阿摩拉
[00:08:55.480 --> 00:08:57.480]  聖經神形容是惡
[00:08:57.480 --> 00:08:59.480]  殺人、強姦、雞姦
[00:08:59.480 --> 00:09:01.480]  不公平
[00:09:01.480 --> 00:09:03.480]  我不知道她犯什麼事
[00:09:03.480 --> 00:09:05.480]  不過神在聖經中提到她犯惡
[00:09:05.480 --> 00:09:07.480]  所以將Tama的老公除掉
[00:09:07.480 --> 00:09:09.480]  舊約有一個條款
[00:09:09.480 --> 00:09:11.480]  當我太太
[00:09:11.480 --> 00:09:13.480]  如果我是Tama
[00:09:13.480 --> 00:09:15.480]  不是我太太
[00:09:15.480 --> 00:09:17.480]  我老公死了
[00:09:17.480 --> 00:09:19.480]  為什麼呢
[00:09:19.480 --> 00:09:21.480]  因為我沒有生存的能力
[00:09:21.480 --> 00:09:23.480]  如果我沒有子女
[00:09:23.480 --> 00:09:25.480]  沒有人養我
[00:09:25.480 --> 00:09:27.480]  我唯有跟我老公的兄弟結婚
[00:09:27.480 --> 00:09:29.480]  生一個擁有我的權利
[00:09:29.480 --> 00:09:31.480]  擁有我的身份
[00:09:31.480 --> 00:09:33.480]  擁有我的財產
[00:09:33.480 --> 00:09:35.480]  我才能生存
[00:09:35.480 --> 00:09:37.480]  於是猶大跟她二兒子說
[00:09:37.480 --> 00:09:39.480]  你娶了Tama
[00:09:39.480 --> 00:09:41.480]  你那天有沒有娶
[00:09:41.480 --> 00:09:43.480]  有
[00:09:43.480 --> 00:09:45.480]  不過惡夢就開始
[00:09:45.480 --> 00:09:47.480]  惡夢怎樣開始呢
[00:09:47.480 --> 00:09:49.480]  我看這段聖經
[00:09:49.480 --> 00:09:51.480]  他的叔仔叫做俄男
[00:09:51.480 --> 00:09:53.480]  俄下俄下
[00:09:53.480 --> 00:09:55.480]  俄男
[00:09:55.480 --> 00:09:57.480]  這段聖經這樣說
[00:09:57.480 --> 00:09:59.480]  一二三
[00:09:59.480 --> 00:10:01.480]  俄男知道生子不歸自己
[00:10:01.480 --> 00:10:03.480]  所以同房的時候便為在地
[00:10:03.480 --> 00:10:05.480]  免得給他哥哥留後
[00:10:05.480 --> 00:10:07.480]  惡夢開始
[00:10:07.480 --> 00:10:09.480]  惡夢開始是什麼呢
[00:10:09.480 --> 00:10:11.480]  第一俄男大可以理直氣壯
[00:10:11.480 --> 00:10:13.480]  我不履行我的責任
[00:10:13.480 --> 00:10:15.480]  我做壞人
[00:10:15.480 --> 00:10:17.480]  你說我吧
[00:10:17.480 --> 00:10:19.480]  他沒有
[00:10:19.480 --> 00:10:21.480]  他跟Tama結婚
[00:10:21.480 --> 00:10:23.480]  結婚之後
[00:10:23.480 --> 00:10:25.480]  跟她同寢
[00:10:25.480 --> 00:10:27.480]  接著將她的精液
[00:10:27.480 --> 00:10:29.480]  遺留在地
[00:10:29.480 --> 00:10:31.480]  不放在身上
[00:10:31.480 --> 00:10:33.480]  為何不讓她有後
[00:10:33.480 --> 00:10:35.480]  因為如果有後
[00:10:35.480 --> 00:10:37.480]  她分到雙倍的家產
[00:10:37.480 --> 00:10:39.480]  舊人是這樣
[00:10:39.480 --> 00:10:41.480]  他知道
[00:10:41.480 --> 00:10:43.480]  俄人的詭詐
[00:10:43.480 --> 00:10:45.480]  第一他大可以不娶她
[00:10:45.480 --> 00:10:47.480]  第二我娶她
[00:10:47.480 --> 00:10:49.480]  大可以不跟她同寢
[00:10:49.480 --> 00:10:51.480]  雪藏她
[00:10:51.480 --> 00:10:53.480]  但他沒有這樣選擇
[00:10:53.480 --> 00:10:55.480]  娶了她
[00:10:55.480 --> 00:10:57.480]  開心完
[00:10:57.480 --> 00:10:59.480]  洩完肉
[00:10:59.480 --> 00:11:01.480]  不讓她有
[00:11:01.480 --> 00:11:03.480]  有冤無路訴
[00:11:03.480 --> 00:11:05.480]  作為一個女人可以怎樣
[00:11:05.480 --> 00:11:07.480]  等
[00:11:07.480 --> 00:11:09.480]  沒人知
[00:11:09.480 --> 00:11:11.480]  聖經記載
[00:11:11.480 --> 00:11:13.480]  神見到
[00:11:13.480 --> 00:11:15.480]  他俄男的惡
[00:11:15.480 --> 00:11:17.480]  除掉
[00:11:17.480 --> 00:11:19.480]  周圍猶大很傷心
[00:11:19.480 --> 00:11:21.480]  他見到
[00:11:21.480 --> 00:11:23.480]  又是這樣
[00:11:23.480 --> 00:11:25.480]  接著他跟Tama說
[00:11:25.480 --> 00:11:27.480]  你回外家吧
[00:11:27.480 --> 00:11:29.480]  你走吧
[00:11:29.480 --> 00:11:31.480]  他的老爺
[00:11:31.480 --> 00:11:33.480]  猶大沒有想
[00:11:33.480 --> 00:11:35.480]  究竟我有沒有教好自己兩個兒子
[00:11:35.480 --> 00:11:37.480]  他只想你腳頭不好
[00:11:37.480 --> 00:11:39.480]  回家吧等我三仔長大
[00:11:39.480 --> 00:11:41.480]  一直都沒有找他
[00:11:41.480 --> 00:11:43.480]  他憂憂愁愁
[00:11:43.480 --> 00:11:45.480]  沒人知就走了
[00:11:45.480 --> 00:11:49.480]  今日我們未必這樣藐視
[00:11:49.480 --> 00:11:51.480]  這樣欺凌人
[00:11:51.480 --> 00:11:53.480]  不過我們
[00:11:53.480 --> 00:11:55.480]  很容易找到很多的欺凌
[00:11:55.480 --> 00:11:57.480]  網上欺凌 學生欺凌
[00:11:57.480 --> 00:11:59.480]  家裏的欺凌
[00:11:59.480 --> 00:12:01.480]  很多 我們自己的欺凌
[00:12:01.480 --> 00:12:03.480]  都不少
[00:12:03.480 --> 00:12:05.480]  我們都有
[00:12:05.480 --> 00:12:07.480]  即是我講我自己的小小的
[00:12:07.480 --> 00:12:09.480]  藐視
[00:12:09.480 --> 00:12:11.480]  我見到前面有車撞了
[00:12:11.480 --> 00:12:13.480]  特別阻礙我的車行
[00:12:13.480 --> 00:12:15.480]  我通常第一個反應
[00:12:15.480 --> 00:12:17.480]  特別是車又慢一點
[00:12:17.480 --> 00:12:19.480]  我都會覺得
[00:12:19.480 --> 00:12:21.480]  是女人開的
[00:12:21.480 --> 00:12:23.480]  對不起
[00:12:23.480 --> 00:12:27.480]  近來真的剛剛有車
[00:12:27.480 --> 00:12:29.480]  我前面撞了 阻礙我的車
[00:12:29.480 --> 00:12:31.480]  我馬上說 女人開的
[00:12:31.480 --> 00:12:33.480]  接著我就
[00:12:33.480 --> 00:12:35.480]  看清楚前面 為甚麼呢
[00:12:35.480 --> 00:12:37.480]  她在一個十字路口
[00:12:37.480 --> 00:12:39.480]  倒車
[00:12:39.480 --> 00:12:41.480]  哪有人這麼蠢 後面就撞了
[00:12:41.480 --> 00:12:43.480]  一下車
[00:12:43.480 --> 00:12:45.480]  原來是男人
[00:12:45.480 --> 00:12:49.480]  今早我吃早餐
[00:12:49.480 --> 00:12:51.480]  吃一吃 因為我們今天
[00:12:51.480 --> 00:12:53.480]  下午在九龍西受浸
[00:12:53.480 --> 00:12:55.480]  我專程穿了一套新西裝
[00:12:55.480 --> 00:12:57.480]  很漂亮 吃早餐
[00:12:57.480 --> 00:12:59.480]  吃一吃
[00:12:59.480 --> 00:13:01.480]  那個撿桌子的侍應
[00:13:01.480 --> 00:13:03.480]  距離我四五呎
[00:13:03.480 --> 00:13:05.480]  水就飛過來
[00:13:05.480 --> 00:13:07.480]  哎呀 我的新西裝
[00:13:07.480 --> 00:13:09.480]  接著你猜我怎麼辦
[00:13:09.480 --> 00:13:11.480]  我跟他說
[00:13:11.480 --> 00:13:13.480]  你可不可以小心一點
[00:13:13.480 --> 00:13:15.480]  接著我就上來了
[00:13:15.480 --> 00:13:17.480]  接著神跟我說夠了
[00:13:17.480 --> 00:13:19.480]  我想起
[00:13:19.480 --> 00:13:21.480]  那些人撇東西在我身上
[00:13:21.480 --> 00:13:23.480]  其實他絕對不是第一個
[00:13:23.480 --> 00:13:25.480]  我們九龍西
[00:13:25.480 --> 00:13:27.480]  不同的Pasta有三個都相當論準
[00:13:27.480 --> 00:13:29.480]  第一個叫Pasta Vini
[00:13:29.480 --> 00:13:31.480]  我記得有一次他在吃
[00:13:31.480 --> 00:13:33.480]  醬爆牛丸就看著我
[00:13:33.480 --> 00:13:37.480]  兜口兜面就跑過來
[00:13:37.480 --> 00:13:39.480]  我覺得反應
[00:13:39.480 --> 00:13:41.480]  我不生氣 我跟他說
[00:13:41.480 --> 00:13:43.480]  咦 下次我還是不坐你對面
[00:13:43.480 --> 00:13:45.480]  第二個就叫
[00:13:45.480 --> 00:13:47.480]  Pasta Eugene
[00:13:47.480 --> 00:13:49.480]  他每次洗碗都會爛的
[00:13:49.480 --> 00:13:51.480]  所以我很明白
[00:13:51.480 --> 00:13:53.480]  每一次我在家吃完飯
[00:13:53.480 --> 00:13:55.480]  我都知道 我要請姐妹幫他洗碗
[00:13:55.480 --> 00:13:57.480]  才行 第三個很論準的
[00:13:57.480 --> 00:13:59.480]  就叫Pasta John
[00:13:59.480 --> 00:14:03.480]  原來我也有
[00:14:03.480 --> 00:14:05.480]  再說多一點
[00:14:05.480 --> 00:14:07.480]  早兩星期我們跟Pasta
[00:14:07.480 --> 00:14:09.480]  一起去了泰國玩
[00:14:09.480 --> 00:14:11.480]  其中一個車載了我們去市集
[00:14:11.480 --> 00:14:13.480]  玩了四個小時 晚上十點車載我們走
[00:14:13.480 --> 00:14:15.480]  我們約實去 我們很怕泰國
[00:14:15.480 --> 00:14:17.480]  危險 很多很多東西 十點鐘晚上
[00:14:17.480 --> 00:14:19.480]  怎麼找都找不到司機
[00:14:19.480 --> 00:14:21.480]  有一個很瘦很黑的人
[00:14:21.480 --> 00:14:23.480]  是不是我的電話呢 不是
[00:14:23.480 --> 00:14:25.480]  是不是有電話找你們
[00:14:25.480 --> 00:14:27.480]  很瘦很黑的人
[00:14:27.480 --> 00:14:29.480]  突然走來 跟我們數人
[00:14:29.480 --> 00:14:31.480]  然後就說了一個英文字
[00:14:31.480 --> 00:14:33.480]  Anatala 我都不知道是什麼字
[00:14:33.480 --> 00:14:35.480]  Anatala 我又不懂泰文
[00:14:35.480 --> 00:14:37.480]  他又不懂英文
[00:14:37.480 --> 00:14:39.480]  我們就好像螞蟻一樣 看到他來
[00:14:39.480 --> 00:14:41.480]  散開了
[00:14:41.480 --> 00:14:43.480]  他就這樣很徬徨 搞完一輪就走了
[00:14:43.480 --> 00:14:45.480]  五分鐘就回來 找了一個
[00:14:45.480 --> 00:14:47.480]  懂英文的女士 說了一個字
[00:14:47.480 --> 00:14:49.480]  Taxi 的士
[00:14:49.480 --> 00:14:51.480]  我們說No No No
[00:14:51.480 --> 00:14:53.480]  又過十分鐘
[00:14:53.480 --> 00:14:55.480]  她怎麼也不來
[00:14:55.480 --> 00:14:57.480]  她這次來了
[00:14:57.480 --> 00:14:59.480]  我們又好像螞蟻一樣走了
[00:14:59.480 --> 00:15:01.480]  可能怕她骯髒 可能怕她危險
[00:15:01.480 --> 00:15:03.480]  總之就是怕她
[00:15:03.480 --> 00:15:05.480]  然後她突然拿了一個電話來
[00:15:05.480 --> 00:15:07.480]  抓住我 不知道是不是我太矮
[00:15:07.480 --> 00:15:09.480]  走不掉了
[00:15:09.480 --> 00:15:11.480]  不要搞我 不要搞我
[00:15:11.480 --> 00:15:13.480]  一抓住 第二個電話過來
[00:15:13.480 --> 00:15:15.480]  她說 你的朋友
[00:15:15.480 --> 00:15:17.480]  你的朋友 我馬上想了一件事
[00:15:17.480 --> 00:15:19.480]  第一 我不可能泰國有朋友
[00:15:19.480 --> 00:15:21.480]  第二
[00:15:21.480 --> 00:15:23.480]  我的朋友不會黑漆漆的
[00:15:23.480 --> 00:15:25.480]  但我沒有人說
[00:15:25.480 --> 00:15:27.480]  被她抓住了 我聽一聽
[00:15:27.480 --> 00:15:29.480]  你知道誰找我嗎
[00:15:29.480 --> 00:15:31.480]  原來是七點鐘的司機
[00:15:31.480 --> 00:15:33.480]  他告訴我們
[00:15:33.480 --> 00:15:35.480]  我沒空晚上來接你
[00:15:35.480 --> 00:15:37.480]  所以找了我朋友來接你
[00:15:37.480 --> 00:15:39.480]  為什麼你不上車
[00:15:39.480 --> 00:15:41.480]  原來他說的泰文
[00:15:41.480 --> 00:15:43.480]  是一個英文字 是我們酒店的名字
[00:15:43.480 --> 00:15:45.480]  我發現我也有
[00:15:45.480 --> 00:15:47.480]  如果那個來的是何牧師
[00:15:47.480 --> 00:15:49.480]  我不會這樣吧
[00:15:49.480 --> 00:15:51.480]  何牧師
[00:15:51.480 --> 00:15:53.480]  欺凌凌辱藐視
[00:15:53.480 --> 00:15:55.480]  今天絕對有
[00:15:55.480 --> 00:15:57.480]  不過化身為第二個形象
[00:15:57.480 --> 00:15:59.480]  我們要小心
[00:15:59.480 --> 00:16:01.480]  我想告訴你這個故事的結局
[00:16:01.480 --> 00:16:03.480]  很恐怖
[00:16:03.480 --> 00:16:05.480]  他媽當時很慘
[00:16:05.480 --> 00:16:07.480]  去到外家沒有人理會
[00:16:07.480 --> 00:16:09.480]  很慘 如果我們知道就知道
[00:16:09.480 --> 00:16:11.480]  於是她扮妓女
[00:16:11.480 --> 00:16:13.480]  然後她引誘她的老爺
[00:16:13.480 --> 00:16:15.480]  跟她同寢
[00:16:15.480 --> 00:16:17.480]  然後懷孕了
[00:16:17.480 --> 00:16:19.480]  她的兒子叫
[00:16:19.480 --> 00:16:21.480]  法勒斯
[00:16:21.480 --> 00:16:23.480]  我們打開聖經
[00:16:23.480 --> 00:16:25.480]  馬拉福音第一章
[00:16:25.480 --> 00:16:27.480]  他記載在耶穌的家譜
[00:16:27.480 --> 00:16:33.480]  如果有一天有人問候你
[00:16:33.480 --> 00:16:35.480]  你好嗎 我很好啊 你爸爸好嗎
