
[00:00:00.000 --> 00:00:06.000]  今天早上是教會48周年的崇拜
[00:03:27.000 --> 00:03:30.000]  或者教會存在了48年代表什麼意義呢
[00:03:30.000 --> 00:03:32.000]  人用時間有幾個特性
[00:03:32.000 --> 00:03:34.000]  就是時間有幾個特性
[00:03:34.000 --> 00:03:35.000]  如果你讀書的話
[00:03:35.000 --> 00:03:38.000]  你就知道研究時間本身是一個很深奧的問題
[00:03:38.000 --> 00:03:40.000]  如果你讀過一些東西你知道
[00:03:40.000 --> 00:03:41.000]  哲學
[00:03:41.000 --> 00:03:42.000]  哲學的話
[00:03:42.000 --> 00:03:45.000]  你會知道時間是一個很深入的東西
[00:03:45.000 --> 00:03:47.000]  時間可以分幾個層面的
[00:03:47.000 --> 00:03:48.000]  時間可以分幾個層面的
[00:03:48.000 --> 00:03:50.000]  過去現狀和將來
[00:03:50.000 --> 00:03:52.000]  過去現在和將來
[00:03:52.000 --> 00:03:54.000]  有人說時間可以數算
[00:03:54.000 --> 00:03:55.000]  有人說
[00:03:55.000 --> 00:03:57.000]  詩人說時間可以數算的
[00:03:57.000 --> 00:03:59.000]  時間也都不可以數算的
[00:03:59.000 --> 00:04:00.000]  時間都不可以數算的
[00:04:00.000 --> 00:04:02.000]  詩人會這樣講
[00:04:02.000 --> 00:04:03.000]  詩人這樣講
[00:04:03.000 --> 00:04:05.000]  我求你指教我怎麼得著
[00:04:05.000 --> 00:04:08.000]  求你指教我怎麼數算自己的日子
[00:04:08.000 --> 00:04:11.000]  求你指教我怎麼樣數算自己的日子
[00:04:11.000 --> 00:04:13.000]  要求我得著智慧的心
[00:04:13.000 --> 00:04:15.000]  要求我得到智慧的心
[00:04:15.000 --> 00:04:17.000]  時間是出於上帝的恩典
[00:04:17.000 --> 00:04:19.000]  時間是出於上帝的恩典
[00:04:19.000 --> 00:04:22.000]  可以賜給我們每個人一生有不同的年月
[00:04:22.000 --> 00:04:24.000]  賜給每個人一生有不同的年月
[00:04:24.000 --> 00:04:27.000]  如果按可以計算的角度來計算
[00:04:27.000 --> 00:04:29.000]  如果按可以計算的角度來計算
[00:04:29.000 --> 00:04:30.000]  一天就是一天
[00:04:30.000 --> 00:04:31.000]  一天就是一天
[00:04:31.000 --> 00:04:32.000]  一年就是一年
[00:04:32.000 --> 00:04:33.000]  一年就是一年
[00:04:33.000 --> 00:04:35.000]  過了48年就過了48年
[00:04:35.000 --> 00:04:36.000]  過了48年就是過了48年
[00:04:36.000 --> 00:04:39.000]  但如果按照另一個計法
[00:04:39.000 --> 00:04:41.000]  但如果按照另一個計法
[00:04:41.000 --> 00:04:43.000]  如果用神的眼光來計算的話
[00:04:43.000 --> 00:04:44.000]  如果用神的眼光來計算的話
[00:04:44.000 --> 00:04:46.000]  就有另一層的意義了
[00:04:46.000 --> 00:04:47.000]  就有另一層的意義了
[00:04:47.000 --> 00:04:50.000]  我們就說不在乎時間的長和短
[00:04:50.000 --> 00:04:52.000]  我們就不在乎時間的長或者短
[00:04:52.000 --> 00:04:55.000]  我們在乎能不能夠活出天國的意義
[00:04:55.000 --> 00:04:58.000]  我們在乎能不能活出天國的意義
[00:04:58.000 --> 00:05:01.000]  時間可以顯明你自己生命的意義
[00:05:01.000 --> 00:05:03.000]  時間可以顯明你生命的意義
[00:05:03.000 --> 00:05:04.000]  所以人這樣講
[00:05:04.000 --> 00:05:07.000]  他說人生好像一篇文章一樣
[00:05:07.000 --> 00:05:09.000]  我們講時間好像一篇文章
[00:05:09.000 --> 00:05:11.000]  我們在乎長短
[00:05:11.000 --> 00:05:12.000]  我們在乎長短
[00:05:12.000 --> 00:05:14.000]  更在乎那個內容
[00:05:14.000 --> 00:05:15.000]  更在乎那個內容
[00:05:15.000 --> 00:05:18.000]  你寫到一連串真的看幾天都看不完
[00:05:18.000 --> 00:05:20.000]  你寫了一連串連幾天都看不完
[00:05:20.000 --> 00:05:23.000]  但是裏面沒有內容沒有意思的
[00:05:23.000 --> 00:05:24.000]  但是裏面沒有內容是沒有意思的
[00:05:24.000 --> 00:05:25.000]  又有什麼意義呢
[00:05:25.000 --> 00:05:26.000]  又有什麼意義呢
[00:05:26.000 --> 00:05:28.000]  人的一生的時間
[00:05:28.000 --> 00:05:29.000]  如果人的一生的時間
[00:05:29.000 --> 00:05:35.000]  好像一篇我們說看完又看的過期的報紙
[00:05:35.000 --> 00:05:37.000]  好像一篇我們說看完又看的過期的報紙
[00:05:37.000 --> 00:05:38.000]  翻來覆去
[00:05:38.000 --> 00:05:39.000]  翻來覆去
[00:05:39.000 --> 00:05:40.000]  戀無新意
[00:05:40.000 --> 00:05:41.000]  戀無新意
[00:05:41.000 --> 00:05:43.000]  再長又有什麼意義呢
[00:05:43.000 --> 00:05:44.000]  再長又有什麼意義呢
[00:05:44.000 --> 00:05:45.000]  失去的時間
[00:05:45.000 --> 00:05:47.000]  失去的時間就少了
[00:05:47.000 --> 00:05:49.000]  失去的時間就少了
[00:05:49.000 --> 00:05:51.000]  失去的一次機會就少一次機會
[00:05:51.000 --> 00:05:53.000]  失去的一次機會就少了一次機會
[00:05:53.000 --> 00:05:54.000]  光陰是一去不復還的
[00:05:54.000 --> 00:05:56.000]  光陰是一去不復還的
[00:05:56.000 --> 00:05:58.000]  失去的機會都不會回來了
[00:05:58.000 --> 00:06:00.000]  失去的機會也不會再回來了
[00:06:00.000 --> 00:06:04.000]  所以這種經文保羅教導我們要愛惜光陰
[00:06:04.000 --> 00:06:06.000]  所以這種經文保羅教導我們要愛惜光陰
[00:06:06.000 --> 00:06:09.000]  其實有一個比較更好的翻譯是
[00:06:09.000 --> 00:06:11.000]  要贖回那個機會
[00:06:11.000 --> 00:06:14.000]  所以有一個更好的翻譯叫贖回機會
[00:06:14.000 --> 00:06:17.000]  或者如果今天的主題就是把握那個時機
[00:06:17.000 --> 00:06:19.000]  或者如果今天的主題叫把握時機
[00:06:19.000 --> 00:06:21.000]  譬如這個好像是說
[00:06:21.000 --> 00:06:24.000]  如果我們失去了時間和失去了機會
[00:06:24.000 --> 00:06:26.000]  就好像說我們如果失去了時間和機會
[00:06:26.000 --> 00:06:29.000]  就有些東西是沒有辦法翻回頭的
[00:06:29.000 --> 00:06:30.000]  有些東西是沒法回頭的
[00:06:30.000 --> 00:06:33.000]  其實我常常都說我未信主的人生呢
[00:06:33.000 --> 00:06:34.000]  其實我常常都說我未信主的人生呢
[00:06:34.000 --> 00:06:36.000]  我白費了28年
[00:06:36.000 --> 00:06:38.000]  我白費了28年
[00:06:38.000 --> 00:06:39.000]  信了主之後呢
[00:06:39.000 --> 00:06:40.000]  信了主之後呢
[00:06:40.000 --> 00:06:42.000]  我自己人生的格言
[00:06:42.000 --> 00:06:43.000]  我自己人生的格言
[00:06:43.000 --> 00:06:44.000]  我自己人生的格言
[00:06:44.000 --> 00:06:45.000]  我自己人生的格言
[00:06:45.000 --> 00:06:46.000]  我自己人生的格言
[00:06:46.000 --> 00:06:47.000]  我自己人生的格言
[00:06:47.000 --> 00:06:48.000]  我自己人生的格言
[00:06:48.000 --> 00:06:49.000]  我自己人生的格言
[00:06:49.000 --> 00:06:50.000]  我自己人生的格言
[00:06:50.000 --> 00:06:51.000]  我自己人生的格言
[00:06:51.000 --> 00:06:52.000]  我自己人生的格言
[00:06:52.000 --> 00:06:53.000]  我自己人生的格言
[00:06:53.000 --> 00:06:54.000]  我自己人生的格言
[00:06:54.000 --> 00:06:55.000]  我自己人生的格言
[00:06:55.000 --> 00:06:56.000]  我自己人生的格言
[00:06:56.000 --> 00:06:57.000]  我自己人生的格言
[00:06:57.000 --> 00:06:58.000]  我自己人生的格言
[00:06:58.000 --> 00:06:59.000]  要將失去的時間賺回來
[00:06:59.000 --> 00:07:00.000]  要將失去的時間賺回來
[00:07:03.000 --> 00:07:05.000]  因為我已經失去的時間太多了
[00:07:05.000 --> 00:07:07.000]  因為我已經失去的時間太多了
[00:07:07.000 --> 00:07:09.000]  本來在《義法所書》五章十六節這麼說
[00:07:09.000 --> 00:07:11.000]  本來在《義法所書》五章十六節這麼說
[00:07:11.000 --> 00:07:14.000]  本來用愛惜光陰來現今世代的邪惡
[00:07:14.000 --> 00:07:15.000]  本來用愛惜光陰來現今世代的邪惡
[00:07:15.000 --> 00:07:17.000]  要愛惜光陰因為現今的世代邪惡
[00:07:17.000 --> 00:07:20.000]  每個西書四章二節都類似的補充
[00:07:20.000 --> 00:07:21.000]  每個西書四章二節都類似的補充
[00:07:21.000 --> 00:07:23.000]  再去《高樓七書》的四章五節都這麼補充
[00:07:23.000 --> 00:07:24.000]  再去《高樓七書》的四章五節都這麼補充
[00:07:24.000 --> 00:07:25.000]  本來用愛惜光陰
[00:07:25.000 --> 00:07:34.000]  本來用愛惜光陰用智慧與外人交往
[00:07:34.000 --> 00:07:35.000]  兩段經文都提到要愛惜光陰
[00:07:35.000 --> 00:07:36.000]  兩段經文都提到要愛惜光陰
[00:07:36.000 --> 00:07:37.000]  兩段經文都提到要愛惜光陰
[00:07:37.000 --> 00:07:39.000]  到底什麼為之愛惜光陰呢?
[00:07:39.000 --> 00:07:41.000]  到底什麼是愛惜光陰呢?
[00:07:41.000 --> 00:07:42.000]  到底什麼是愛惜光陰呢?
[00:07:42.000 --> 00:07:43.000]  不是好像父母有時說的子女
[00:07:43.000 --> 00:07:44.000]  不是好像父母有時說的子女
[00:07:44.000 --> 00:07:45.000]  不是好像父母有時說的子女
[00:07:45.000 --> 00:07:46.000]  你好像父母有時說的子女
[00:07:46.000 --> 00:07:47.000]  你好像父母有時說的子女
[00:07:47.000 --> 00:07:48.000]  你不要整天由早到晚在這裡打機
[00:07:48.000 --> 00:07:49.000]  你不要整天由早到晚在這裡打機
[00:07:49.000 --> 00:07:50.000]  你不要整天由早到晚在這裡打機
[00:07:50.000 --> 00:07:51.000]  你不要整天由早到晚在這裡打機
[00:07:51.000 --> 00:07:55.000]  你不要整天由早到晚在這裡打機
[00:07:55.000 --> 00:07:56.000]  你不要整天由早到晚在這裡打機
[00:07:56.000 --> 00:07:57.000]  你不要整天由早到晚在這裡打機
[00:07:57.000 --> 00:07:58.000]  你不要整天由早到晚在這裡打機
[00:07:58.000 --> 00:07:59.000]  你不要整天由早到晚在這裡打機
[00:07:59.000 --> 00:08:00.000]  你不要整天由早到晚在這裡打機
[00:08:00.000 --> 00:08:01.000]  你不要整天由早到晚在這裡打機
[00:08:01.000 --> 00:08:02.000]  你不要整天由早到晚在這裡打機
[00:08:02.000 --> 00:08:03.000]  你不要整天由早到晚在這裡打機
[00:08:03.000 --> 00:08:04.000]  你不要整天由早到晚在這裡打機
[00:08:04.000 --> 00:08:05.000]  你不要整天由早到晚在這裡打機
[00:08:05.000 --> 00:08:06.000]  你不要整天由早到晚在這裡打機
[00:08:06.000 --> 00:08:07.000]  你不要整天由早到晚在這裡打機
[00:08:07.000 --> 00:08:08.000]  你不要整天由早到晚在這裡打機
[00:08:08.000 --> 00:08:09.000]  你不要整天由早到晚在這裡打機
[00:08:09.000 --> 00:08:22.000]  你不要整天由早到晚在這裡打機
[00:08:22.000 --> 00:08:23.000]  你不要整天由早到晚在這裡打機
[00:08:23.000 --> 00:08:24.000]  你不要整天由早到晚在這裡打機
[00:08:24.000 --> 00:08:25.000]  你不要整天由早到晚在這裡打機
[00:08:25.000 --> 00:08:26.000]  你不要整天由早到晚在這裡打機
[00:08:26.000 --> 00:08:27.000]  你不要整天由早到晚在這裡打機
[00:08:27.000 --> 00:08:28.000]  你不要整天由早到晚在這裡打機
[00:08:28.000 --> 00:08:29.000]  你不要整天由早到晚在這裡打機
[00:08:29.000 --> 00:08:30.000]  你不要整天由早到晚在這裡打機
[00:08:30.000 --> 00:08:31.000]  你不要整天由早到晚在這裡打機
[00:08:31.000 --> 00:08:32.000]  你不要整天由早到晚在這裡打機
[00:08:32.000 --> 00:08:33.000]  你不要整天由早到晚在這裡打機
[00:08:33.000 --> 00:08:34.000]  你不要整天由早到晚在這裡打機
[00:08:34.000 --> 00:08:35.000]  你不要整天由早到晚在這裡打機
[00:08:35.000 --> 00:08:36.000]  你不要整天由早到晚在這裡打機
[00:08:36.000 --> 00:08:39.000]  你不要整天由早到晚在這裡打機
[00:08:39.000 --> 00:08:40.000]  你不要整天由早到晚在這裡打機
[00:08:40.000 --> 00:08:41.000]  你不要整天由早到晚在這裡打機
[00:08:41.000 --> 00:08:42.000]  你不要整天由早到晚在這裡打機
[00:08:42.000 --> 00:08:43.000]  你不要整天由早到晚在這裡打機
[00:08:43.000 --> 00:08:44.000]  你不要整天由早到晚在這裡打機
[00:08:44.000 --> 00:08:45.000]  你不要整天由早到晚在這裡打機
[00:08:45.000 --> 00:08:46.000]  你不要整天由早到晚在這裡打機
[00:08:46.000 --> 00:08:47.000]  你不要整天由早到晚在這裡打機
[00:08:47.000 --> 00:08:48.000]  你不要整天由早到晚在這裡打機
[00:08:48.000 --> 00:08:49.000]  你不要整天由早到晚在這裡打機
[00:08:49.000 --> 00:08:50.000]  你不要整天由早到晚在這裡打機
[00:08:50.000 --> 00:08:51.000]  你不要整天由早到晚在這裡打機
[00:08:51.000 --> 00:08:52.000]  你不要整天由早到晚在這裡打機
[00:08:52.000 --> 00:08:53.000]  你不要整天由早到晚在這裡打機
[00:08:53.000 --> 00:09:10.000]  你不要整天由早到晚在這裡打機
[00:09:10.000 --> 00:09:11.000]  你不要整天由早到晚在這裡打機
[00:09:11.000 --> 00:09:12.000]  你不要整天由早到晚在這裡打機
[00:09:12.000 --> 00:09:13.000]  你不要整天由早到晚在這裡打機
[00:09:13.000 --> 00:09:14.000]  你不要整天由早到晚在這裡打機
[00:09:14.000 --> 00:09:15.000]  你不要整天由早到晚在這裡打機
[00:09:15.000 --> 00:09:16.000]  你不要整天由早到晚在這裡打機
[00:09:16.000 --> 00:09:17.000]  你不要整天由早到晚在這裡打機
[00:09:17.000 --> 00:09:18.000]  你不要整天由早到晚在這裡打機
[00:09:18.000 --> 00:09:19.000]  你不要整天由早到晚在這裡打機
[00:09:19.000 --> 00:09:20.000]  你不要整天由早到晚在這裡打機
[00:09:20.000 --> 00:09:21.000]  你不要整天由早到晚在這裡打機
[00:09:21.000 --> 00:09:22.000]  你不要整天由早到晚在這裡打機
[00:09:22.000 --> 00:09:23.000]  你不要整天由早到晚在這裡打機
[00:09:23.000 --> 00:09:24.000]  你不要整天由早到晚在這裡打機
[00:09:24.000 --> 00:09:25.000]  你不要整天由早到晚在這裡打機
[00:09:25.000 --> 00:09:26.000]  你不要整天由早到晚在這裡打機
[00:09:26.000 --> 00:09:27.000]  你不要整天由早到晚在這裡打機
[00:09:27.000 --> 00:09:28.000]  你不要整天由早到晚在這裡打機
[00:09:28.000 --> 00:09:29.000]  你不要整天由早到晚在這裡打機
[00:09:29.000 --> 00:09:30.000]  你不要整天由早到晚在這裡打機
[00:09:30.000 --> 00:09:31.000]  你不要整天由早到晚在這裡打機
[00:09:31.000 --> 00:09:32.000]  你不要整天由早到晚在這裡打機
[00:09:32.000 --> 00:09:33.000]  你不要整天由早到晚在這裡打機
[00:09:33.000 --> 00:09:34.000]  你不要整天由早到晚在這裡打機
[00:09:34.000 --> 00:09:35.000]  你不要整天由早到晚在這裡打機
[00:09:35.000 --> 00:09:36.000]  你不要整天由早到晚在這裡打機
[00:09:36.000 --> 00:09:37.000]  你不要整天由早到晚在這裡打機
[00:09:37.000 --> 00:09:52.000]  你不要整天由早到晚在這裡打機
[00:09:52.000 --> 00:09:53.000]  你不要整天由早到晚在這裡打機
[00:09:53.000 --> 00:09:54.000]  你不要整天由早到晚在這裡打機
[00:09:54.000 --> 00:09:55.000]  你不要整天由早到晚在這裡打機
[00:09:55.000 --> 00:09:56.000]  你不要整天由早到晚在這裡打機
[00:09:56.000 --> 00:09:57.000]  你不要整天由早到晚在這裡打機
[00:09:57.000 --> 00:09:58.000]  你不要整天由早到晚在這裡打機
[00:09:58.000 --> 00:09:59.000]  你不要整天由早到晚在這裡打機
[00:09:59.000 --> 00:10:00.000]  你不要整天由早到晚在這裡打機
[00:10:00.000 --> 00:10:01.000]  你不要整天由早到晚在這裡打機
[00:10:01.000 --> 00:10:02.000]  你不要整天由早到晚在這裡打機
[00:10:02.000 --> 00:10:03.000]  你不要整天由早到晚在這裡打機
[00:10:03.000 --> 00:10:04.000]  你不要整天由早到晚在這裡打機
[00:10:04.000 --> 00:10:05.000]  你不要整天由早到晚在這裡打機
[00:10:05.000 --> 00:10:06.000]  你不要整天由早到晚在這裡打機
[00:10:06.000 --> 00:10:07.000]  你不要整天由早到晚在這裡打機
[00:10:07.000 --> 00:10:08.000]  你不要整天由早到晚在這裡打機
[00:10:08.000 --> 00:10:09.000]  你不要整天由早到晚在這裡打機
[00:10:09.000 --> 00:10:10.000]  你不要整天由早到晚在這裡打機
[00:10:10.000 --> 00:10:11.000]  你不要整天由早到晚在這裡打機
[00:10:11.000 --> 00:10:12.000]  你不要整天由早到晚在這裡打機
[00:10:12.000 --> 00:10:13.000]  你不要整天由早到晚在這裡打機
[00:10:13.000 --> 00:10:14.000]  你不要整天由早到晚在這裡打機
[00:10:14.000 --> 00:10:15.000]  你不要整天由早到晚在這裡打機
[00:10:15.000 --> 00:10:16.000]  你不要整天由早到晚在這裡打機
[00:10:16.000 --> 00:10:17.000]  你不要整天由早到晚在這裡打機
[00:10:17.000 --> 00:10:18.000]  你不要整天由早到晚在這裡打機
[00:10:18.000 --> 00:10:19.000]  你不要整天由早到晚在這裡打機
[00:10:19.000 --> 00:10:20.000]  你不要整天由早到晚在這裡打機
[00:10:20.000 --> 00:10:21.000]  你不要整天由早到晚在這裡打機
[00:10:21.000 --> 00:10:38.000]  你不要整天由早到晚在这里打機
[00:10:38.000 --> 00:10:39.000]  你不要整天由早到晚在這裡打機
[00:10:39.000 --> 00:10:40.000]  你不要整天由早到晚在這裡打機
[00:10:40.000 --> 00:10:41.000]  你不要整天由早到晚在這裡打機
[00:10:41.000 --> 00:10:42.000]  你不要整天由早到晚在這裡打機
[00:10:42.000 --> 00:10:43.000]  你不要整天由早到晚在這裡打機
[00:10:43.000 --> 00:10:44.000]  你不要整天由早到晚在這裡打機
[00:10:44.000 --> 00:10:45.000]  你不要整天由早到晚在這裡打機
[00:10:45.000 --> 00:10:46.000]  你不要整天由早到晚在這裡打機
[00:10:46.000 --> 00:10:47.000]  你不要整天由早到晚在這裡打機
[00:10:47.000 --> 00:10:48.000]  你不要整天由早到晚在這裡打機
[00:10:48.000 --> 00:10:49.000]  你不要整天由早到晚在這裡打機
[00:10:49.000 --> 00:10:50.000]  你不要整天由早到晚在這裡打機
[00:10:50.000 --> 00:10:51.000]  你不要整天由早到晚在這裡打機
[00:10:51.000 --> 00:10:52.000]  你不要整天由早到晚在這裡打機
[00:10:52.000 --> 00:10:53.000]  你不要整天由早到晚在這裡打機
[00:10:53.000 --> 00:10:54.000]  你不要整天由早到晚在這裡打機
[00:10:54.000 --> 00:10:55.000]  你不要整天由早到晚在這裡打機
[00:10:55.000 --> 00:10:56.000]  你不要整天由早到晚在這裡打機
[00:10:56.000 --> 00:10:57.000]  你不要整天由早到晚在這裡打機
[00:10:57.000 --> 00:10:58.000]  你不要整天由早到晚在這裡打機
[00:10:58.000 --> 00:10:59.000]  你不要整天由早到晚在這裡打機
[00:10:59.000 --> 00:11:00.000]  你不要整天由早到晚在這裡打機
[00:11:00.000 --> 00:11:01.000]  你不要整天由早到晚在這裡打機
[00:11:01.000 --> 00:11:02.000]  你不要整天由早到晚在這裡打機
[00:11:02.000 --> 00:11:03.000]  你不要整天由早到晚在這裡打機
[00:11:03.000 --> 00:11:04.000]  你不要整天由早到晚在這裡打機
[00:11:04.000 --> 00:11:05.000]  你不要整天由早到晚在這裡打機
[00:11:05.000 --> 00:11:24.000]  你不要整天由早到晚在這裡打機
[00:11:24.000 --> 00:11:25.000]  你不要整天由早到晚在這裡打機
[00:11:25.000 --> 00:11:26.000]  你不要整天由早到晚在這裡打機
[00:11:26.000 --> 00:11:27.000]  你不要整天由早到晚在這裡打機
[00:11:27.000 --> 00:11:28.000]  你不要整天由早到晚在這裡打機
[00:11:28.000 --> 00:11:29.000]  你不要整天由早到晚在這裡打機
[00:11:29.000 --> 00:11:30.000]  你不要整天由早到晚在這裡打機
[00:11:30.000 --> 00:11:31.000]  你不要整天由早到晚在這裡打機
[00:11:31.000 --> 00:11:32.000]  你不要整天由早到晚在這裡打機
[00:11:32.000 --> 00:11:33.000]  你不要整天由早到晚在這裡打機
[00:11:33.000 --> 00:11:34.000]  你不要整天由早到晚在這裡打機
[00:11:34.000 --> 00:11:35.000]  你不要整天由早到晚在這裡打機
[00:11:35.000 --> 00:11:36.000]  你不要整天由早到晚在這裡打機
[00:11:36.000 --> 00:11:37.000]  你不要整天由早到晚在這裡打機
[00:11:37.000 --> 00:11:38.000]  你不要整天由早到晚在這裡打機
[00:11:38.000 --> 00:11:39.000]  你不要整天由早到晚在這裡打機
[00:11:39.000 --> 00:11:40.000]  你不要整天由早到晚在這裡打機
[00:11:40.000 --> 00:11:41.000]  你不要整天由早到晚在這裡打機
[00:11:41.000 --> 00:11:42.000]  你不要整天由早到晚在這裡打機
[00:11:42.000 --> 00:11:43.000]  你不要整天由早到晚在這裡打機
[00:11:43.000 --> 00:11:44.000]  你不要整天由早到晚在這裡打機
[00:11:44.000 --> 00:11:45.000]  你不要整天由早到晚在這裡打機
[00:11:45.000 --> 00:11:46.000]  你不要整天由早到晚在這裡打機
[00:11:46.000 --> 00:11:47.000]  你不要整天由早到晚在這裡打機
[00:11:47.000 --> 00:11:48.000]  你不要整天由早到晚在這裡打機
[00:11:48.000 --> 00:11:49.000]  你不要整天由早到晚在這裡打機
[00:11:49.000 --> 00:12:12.000]  你不要整天由早到晚在這裡打機
[00:12:12.000 --> 00:12:22.000]  你不要整天由早到晚在這裡打機
[00:12:22.000 --> 00:12:23.000]  你不要整天由早到晚在這裡打機
[00:12:23.000 --> 00:12:24.000]  你不要整天由早到晚在這裡打機
[00:12:24.000 --> 00:12:25.000]  你不要整天由早到晚在這裡打機
[00:12:25.000 --> 00:12:26.000]  你不要整天由早到晚在這裡打機
[00:12:26.000 --> 00:12:27.000]  你不要整天由早到晚在這裡打機
