
[00:00:00.000 --> 00:00:03.400]  讀一段聖經,在以佛所說的第三章第二十節
[00:04:39.920 --> 00:04:42.360]  充滿各式一樣的知識
[00:04:42.360 --> 00:04:43.720]  有些有用的
[00:04:43.720 --> 00:04:45.000]  有些沒有什麼用
[00:04:45.000 --> 00:04:46.080]  有些是真的
[00:04:46.080 --> 00:04:48.120]  有些還是假的
[00:04:48.120 --> 00:04:51.400]  而且無論你想或不想知道這些知識
[00:04:51.400 --> 00:04:55.560]  總是有人會傳到你的面前來
[00:04:55.560 --> 00:04:59.240]  我就看見這個世代一點不缺乏知識
[00:04:59.240 --> 00:05:04.400]  但這個世代卻是缺乏智慧
[00:05:04.400 --> 00:05:08.920]  我們無法分辨我們所當做的事是什麼
[00:05:08.920 --> 00:05:14.320]  我們更看不清楚前面當走的道路因是如何
[00:05:14.320 --> 00:05:19.120]  這個世代是個缺少智慧的世代
[00:05:19.120 --> 00:05:21.040]  什麼是智慧
[00:05:21.040 --> 00:05:25.120]  我們看見歷代記事上十二章三十二節很清楚告訴我們
[00:05:25.120 --> 00:05:28.720]  這裡說以撒加支派有兩百族長都通達實務
[00:05:28.720 --> 00:05:30.840]  知道以色列人所當行的
[00:05:30.840 --> 00:05:34.680]  他們族弟兄都聽從他們的命令
[00:05:34.680 --> 00:05:36.960]  什麼是智慧
[00:05:36.960 --> 00:05:41.040]  智慧是一種通達實務的能力
[00:05:41.040 --> 00:05:44.040]  能夠明白我們生命的時機
[00:05:44.040 --> 00:05:46.520]  掌握神國的動脈
[00:05:46.520 --> 00:05:50.000]  也能夠辨明世界的走向
[00:05:50.000 --> 00:05:52.120]  什麼是智慧
[00:05:52.120 --> 00:05:55.920]  智慧是一種知所當行的能力
[00:05:55.920 --> 00:06:00.920]  能夠在正確的時機做正確的事情
[00:06:00.920 --> 00:06:05.560]  那你說穆斯摩怎麼樣才能夠得到這種智慧呢
[00:06:05.560 --> 00:06:09.640]  真言第九章第十節很清楚的回答我們這個問題
[00:06:09.640 --> 00:06:12.160]  這裡說敬畏耶和華是什麼
[00:06:12.160 --> 00:06:15.080]  智慧的開端
[00:06:15.080 --> 00:06:17.760]  一個敬畏的心很重要
[00:06:17.760 --> 00:06:21.680]  一個敬畏的心能夠讓我們的心謙卑下來
[00:06:21.680 --> 00:06:24.800]  不再依靠自己的勢力跟才能
[00:06:24.800 --> 00:06:26.720]  不再自以為是
[00:06:26.720 --> 00:06:29.720]  不再自以為擁有辦法
[00:06:29.720 --> 00:06:36.240]  而是來到神的面前承認自己的不足來尋求神的指引
[00:06:36.240 --> 00:06:38.760]  神就要賜給我們智慧
[00:06:38.760 --> 00:06:42.720]  來突破人生各樣的關口
[00:06:42.720 --> 00:06:46.560]  你要知道今天當我們在面對人生各樣困境的時候
[00:06:46.560 --> 00:06:52.240]  創意性的思想永遠是突破環境的關鍵
[00:06:52.240 --> 00:06:53.320]  我再次說
[00:06:53.320 --> 00:06:59.200]  創意性的思想永遠是突破環境的關鍵
[00:06:59.200 --> 00:07:02.120]  而今天我們所信的神
[00:07:02.120 --> 00:07:05.600]  他就是創造宇宙萬有的真神
[00:07:05.600 --> 00:07:09.880]  他也是一切創意性思想的源頭
[00:07:09.880 --> 00:07:11.800]  你們
[00:07:11.800 --> 00:07:14.360]  如果你仔細讀聖經
[00:07:14.360 --> 00:07:17.880]  看神在聖經裡面所做的每一個神蹟
[00:07:17.880 --> 00:07:22.680]  你就會發現神的每一個神蹟充滿多少創意
[00:07:22.680 --> 00:07:26.760]  還記得以色列人去攻打耶利歌城的時候
[00:07:26.760 --> 00:07:30.080]  你看神教以色列人怎麼去攻打耶利歌城
[00:07:30.080 --> 00:07:33.400]  神教以色列百姓從老到少
[00:07:33.400 --> 00:07:37.960]  每一天繞著耶利歌城能夠走一圈
[00:07:37.960 --> 00:07:40.840]  第七天走七圈
[00:07:40.840 --> 00:07:44.440]  走完第七圈大聲的喊叫
[00:07:44.440 --> 00:07:46.920]  城牆就倒塌
[00:07:46.920 --> 00:07:49.480]  請問有誰打仗這樣打的
[00:07:49.480 --> 00:07:51.720]  有誰能夠想出這種方法
[00:07:51.720 --> 00:07:54.520]  我叫做瘋狂的想法
[00:07:54.520 --> 00:08:00.080]  只有上帝想得出這種瘋狂的想法
[00:08:00.080 --> 00:08:03.560]  我們看見我們的神是充滿創意的
[00:08:03.560 --> 00:08:05.120]  在加拿大婚宴裡面
[00:08:05.120 --> 00:08:08.200]  耶穌使水變成了酒
[00:08:08.200 --> 00:08:10.080]  其實怎麼變的
[00:08:10.080 --> 00:08:11.920]  如果你看那個神蹟的過程
[00:08:11.920 --> 00:08:15.200]  耶穌並沒有用什麼特別的方法
[00:08:15.200 --> 00:08:17.200]  耶穌也沒有什麼特別的禱告
[00:08:17.200 --> 00:08:22.320]  耶穌只是很簡單的叫僕人把水倒進石缸裡面
[00:08:22.320 --> 00:08:26.240]  再從石缸舀出水來送到管宴席人
[00:08:26.240 --> 00:08:27.800]  叫管宴席人嘗一下
[00:08:27.800 --> 00:08:30.200]  就這麼簡單而已
[00:08:30.200 --> 00:08:30.920]  因為請問你
[00:08:30.920 --> 00:08:33.040]  這個水是什麼時候變成酒的
[00:08:33.040 --> 00:08:34.560]  你想到過沒有
[00:08:34.560 --> 00:08:37.400]  這個水是什麼時候變成酒的
[00:08:37.400 --> 00:08:40.800]  是在耶穌吩咐僕人的時候嗎
[00:08:40.800 --> 00:08:42.560]  是在僕人順服
[00:08:42.560 --> 00:08:45.840]  把水送到管宴席的口中的時候嗎
[00:08:45.840 --> 00:08:51.200]  還是在管宴席自己在嘗的那一剎那的時候
[00:08:51.200 --> 00:08:54.240]  請問水是什麼時候變成酒的
[00:08:54.240 --> 00:08:58.160]  答案是不知道
[00:08:58.160 --> 00:08:59.840]  沒人想得到的
[00:08:59.840 --> 00:09:03.880]  神所用的方法永遠是超乎我們人所能想像的
[00:09:03.880 --> 00:09:09.240]  你們神的每一個神蹟都充滿了創意
[00:09:09.240 --> 00:09:13.240]  而且你發現神的每一個神蹟永不重複
[00:09:13.240 --> 00:09:14.920]  而且永遠不boring
[00:09:14.920 --> 00:09:15.960]  永遠不會沉悶
[00:09:15.960 --> 00:09:17.320]  你不會看到一個神蹟
[00:09:17.320 --> 00:09:18.800]  哎呀 怎麼又來了
[00:09:18.800 --> 00:09:20.960]  又來了 什麼新鮮東西啊
[00:09:20.960 --> 00:09:26.160]  No 永不重複 永不沉悶
[00:09:26.160 --> 00:09:27.880]  反過來說我們人呢
[00:09:27.880 --> 00:09:29.560]  正好相反
[00:09:29.560 --> 00:09:31.640]  人只要找到一個好方法
[00:09:31.640 --> 00:09:34.400]  不斷重複 不是嗎
[00:09:34.400 --> 00:09:38.200]  你看見以色列人兩次過水嘛
[00:09:38.200 --> 00:09:41.880]  一次過紅海 一次過約旦河
[00:09:41.880 --> 00:09:44.800]  你還記得第一次他們過紅海怎麼過的
[00:09:44.800 --> 00:09:47.640]  是神吩咐摩西
[00:09:47.640 --> 00:09:52.520]  用葬向水一指 水就分開了
[00:09:52.520 --> 00:09:55.280]  而當第二次以色列要準備過約旦河的時候
[00:09:55.280 --> 00:09:57.760]  我相信從任何人的角度來想
[00:09:57.760 --> 00:10:01.840]  都覺得約書亞你應該把葬拿出來向水一指啊
[00:10:01.840 --> 00:10:02.800]  不是嗎
[00:10:02.800 --> 00:10:05.200]  同樣 上次就是這樣
[00:10:05.200 --> 00:10:08.800]  你這次也應當照樣去行
[00:10:08.800 --> 00:10:11.080]  但這一次完全不一樣
[00:10:11.080 --> 00:10:13.640]  神根本都沒有把約書亞叫出來的
[00:10:13.640 --> 00:10:15.160]  沒有
[00:10:15.160 --> 00:10:18.280]  是那些抬約櫃的祭司
[00:10:18.280 --> 00:10:20.360]  他們走在最前面
[00:10:20.360 --> 00:10:23.560]  他們把腳踏入水中的時候
[00:10:23.560 --> 00:10:26.120]  水才分成兩半
[00:10:26.120 --> 00:10:29.920]  神的神蹟永不重複
[00:10:29.920 --> 00:10:31.040]  在四福音當中
[00:10:31.040 --> 00:10:33.920]  耶穌基督三次一指 瞎子
[00:10:33.920 --> 00:10:36.920]  連三次的方法都不一樣
[00:10:36.920 --> 00:10:38.360]  哈利路亞
[00:10:38.360 --> 00:10:41.040]  所以今天我們真正要謙卑下來
[00:10:41.040 --> 00:10:44.840]  跟你們謙卑下來 跟他說
[00:10:44.840 --> 00:10:49.320]  不要再依靠自己過去的經驗了
[00:10:49.320 --> 00:10:54.960]  不要再依靠過去自己以為成功的方法了
[00:10:54.960 --> 00:11:01.200]  不要再依靠過去覺得可以運作的模式了
[00:11:01.200 --> 00:11:04.120]  我常說在這樣疫情之後
[00:11:04.120 --> 00:11:08.840]  這真的是一個無模式可循的世代啊
[00:11:08.840 --> 00:11:13.800]  我們真的要謙卑下來尋求神的智慧
[00:11:13.800 --> 00:11:18.360]  Amen 神就要幫助我們開我們的眼睛
[00:11:18.360 --> 00:11:21.600]  讓我們能看見神所要我們看見的
[00:11:21.600 --> 00:11:25.560]  能夠聽見神要我們聽見的
[00:11:25.560 --> 00:11:27.640]  Amen
[00:11:27.640 --> 00:11:29.200]  我最喜歡講的
[00:11:29.200 --> 00:11:33.680]  美國花生大王George Washington Carver的例子
[00:11:33.680 --> 00:11:35.240]  他年輕的時候
[00:11:35.240 --> 00:11:38.800]  他禱告尋求他人生的方向
[00:11:38.800 --> 00:11:42.000]  有一天他來到神的面前向神禱告
[00:11:42.000 --> 00:11:46.320]  他說 創造宇宙萬有的真神
[00:11:46.320 --> 00:11:50.840]  你能不能告訴我宇宙的奧秘是什麼
[00:11:50.840 --> 00:11:53.640]  神就對他說 渺小的人啊
[00:11:53.640 --> 00:11:57.040]  你所問的問題太大了
[00:11:57.040 --> 00:12:00.400]  OK 他也來到神的面前
[00:12:00.400 --> 00:12:03.600]  他對他說 創造宇宙萬有的真神啊
[00:12:03.600 --> 00:12:07.880]  那你能不能告訴我人生的意義是什麼
[00:12:07.880 --> 00:12:10.760]  神又回答他說 渺小的人啊
[00:12:10.760 --> 00:12:14.040]  你所問的問題還是太大了
[00:12:14.040 --> 00:12:17.000]  OK 他又來到神的面前
[00:12:17.000 --> 00:12:19.800]  他說 創造宇宙萬有的真神啊
[00:12:19.800 --> 00:12:24.240]  那你能不能告訴我花生的秘密是什麼
[00:12:24.240 --> 00:12:26.640]  神就對他說 渺小的人啊
[00:12:26.640 --> 00:12:30.280]  你問的問題對你剛剛好
[00:12:30.280 --> 00:12:32.240]  如果你願意聆聽
[00:12:32.240 --> 00:12:36.000]  我會將花生的秘密告訴你
[00:12:36.000 --> 00:12:37.400]  結果他一生當中
[00:12:37.400 --> 00:12:41.360]  他發明了三百多種使用花生的方法
[00:12:41.360 --> 00:12:42.720]  三百多種啊
[00:12:42.720 --> 00:12:47.240]  我只能想到什麼花生油 花生醬 花生酥
[00:12:47.240 --> 00:12:50.440]  三百多種啊
[00:12:50.440 --> 00:12:52.880]  創意性的思想
[00:12:52.880 --> 00:12:58.000]  是我們生活適逢突破的關鍵
[00:12:58.000 --> 00:13:02.160]  而創意性的思想是從神而來的
[00:13:02.160 --> 00:13:05.240]  而在疫情之後 我們特別要尋求神了
[00:13:05.240 --> 00:13:07.800]  神就要賜給我們智慧
[00:13:07.800 --> 00:13:13.000]  帶給我們生活各樣的突破
[00:13:13.000 --> 00:13:18.160]  第二 你要讓神來引導你的思想意念
[00:13:18.160 --> 00:13:23.400]  跟你們說要神引導你的思想意念 跟他說
[00:13:23.400 --> 00:13:27.360]  第二 人的思想意念太重要了
[00:13:27.360 --> 00:13:30.560]  很多時候我發現 其實夢想
[00:13:30.560 --> 00:13:36.520]  只是從一個小小的意念開始的
[00:13:36.520 --> 00:13:40.000]  如果我們能夠掌握這個意念
[00:13:40.000 --> 00:13:42.400]  擴張這個意念
[00:13:42.400 --> 00:13:45.480]  而且付諸行動
[00:13:45.480 --> 00:13:50.760]  那我們就能夠經歷夢想成真的喜樂
[00:13:50.760 --> 00:13:54.520]  那你說這個意念從哪裡來呢
[00:13:54.520 --> 00:13:57.640]  第一個 你一定要學習
[00:13:57.640 --> 00:14:02.840]  從眼前現實到神所能成就
[00:14:02.840 --> 00:14:09.240]  跟你們說 從眼前的現實到神所能成就
[00:14:09.240 --> 00:14:13.080]  這是一個曾經在我們教會講到的一個講員
[00:14:13.080 --> 00:14:17.360]  Irvin McManus 他所提出一個概念
[00:14:17.360 --> 00:14:22.800]  他說我們今天人常常只看見眼前的現實
[00:14:22.800 --> 00:14:26.280]  但今天我們真正需要看見的
[00:14:26.280 --> 00:14:31.360]  是神在這個環境當中 祂所能成就的事情
[00:14:31.360 --> 00:14:33.200]  丁永傑 今天很多時候
[00:14:33.200 --> 00:14:36.840]  我們之所以失去夢想的原因
[00:14:36.840 --> 00:14:41.000]  就是因為我們只看見眼前的現實
[00:14:41.000 --> 00:14:43.360]  什麼是眼前的現實
[00:14:43.360 --> 00:14:48.680]  那就是無 Nothing 什麼都沒有
[00:14:48.680 --> 00:14:51.520]  你還記得在五品二遇的神蹟裡面
[00:14:51.520 --> 00:14:53.560]  當主耶穌對門徒說
[00:14:53.560 --> 00:14:56.920]  你們餵飽他們吃吧
[00:14:56.920 --> 00:15:02.480]  當時的門徒菲利 他所看見的就是無嘛
[00:15:02.480 --> 00:15:05.760]  所以他對主耶穌說 我們沒有錢
[00:15:05.760 --> 00:15:10.320]  這裡是野地 也沒有商店 什麼都沒有
[00:15:10.320 --> 00:15:13.040]  一籌莫展
[00:15:13.040 --> 00:15:18.160]  多少時候我們人常常就被我們的思想所限制
[00:15:18.160 --> 00:15:21.800]  你知道很多時候我們所知道的事情會限制我們
[00:15:21.800 --> 00:15:23.840]  因為它叫我們不能夠超越
[00:15:23.840 --> 00:15:26.520]  而進入那未知的領域
[00:15:26.520 --> 00:15:30.200]  另一方面我們所不知道的事情也會限制我們
[00:15:30.200 --> 00:15:32.520]  讓我們以為那是不可能的
[00:15:32.520 --> 00:15:35.200]  所以也不敢進入
[00:15:35.200 --> 00:15:36.440]  在我們人生一生當中
[00:15:36.440 --> 00:15:40.640]  如果你所能夠看見的只是無啊
[00:15:40.640 --> 00:15:43.880]  我告訴你永遠不可能有夢想的
[00:15:43.880 --> 00:15:45.960]  你要求神開你的眼睛
[00:15:45.960 --> 00:15:49.440]  能夠看見神所能成就的事
[00:15:49.440 --> 00:15:54.320]  你要確信 雖然你現在所看見的是無啊
[00:15:54.320 --> 00:15:59.480]  但你的神卻是因為能夠始無變有的神
[00:15:59.480 --> 00:16:02.400]  羅馬書第四章第七節怎麼說呢
[00:16:02.400 --> 00:16:09.200]  就是亞伯拉罕所信的是那叫死人復活 始無變有的神
[00:16:09.200 --> 00:16:10.240]  我們再讀一遍
[00:16:10.240 --> 00:16:16.520]  亞伯拉罕所信的是那叫死人復活 始無變有的神
[00:16:16.520 --> 00:16:20.520]  哈利路亞 你一定要學習
[00:16:20.520 --> 00:16:26.400]  從神的眼睛來看神所能成就的事
[00:16:26.400 --> 00:16:30.280]  而當你能夠看見神所能成就的事
[00:16:30.280 --> 00:16:33.880]  你一定要憑信心宣告出來
[00:16:33.880 --> 00:16:35.760]  希伯來斯十一章第一節講得很清楚
[00:16:35.760 --> 00:16:37.680]  什麼是信心啊
[00:16:37.680 --> 00:16:41.920]  信心就是所望之事的實底
[00:16:41.920 --> 00:16:45.520]  是未見之事的確訣
[00:16:45.520 --> 00:16:51.040]  當你在靈裡面能夠看見神所能成就的事情
[00:16:51.040 --> 00:16:54.160]  你要憑信心宣告出來
[00:16:54.160 --> 00:16:58.800]  在信心的裡面你就能看見那個有啊
[00:16:58.800 --> 00:17:02.800]  的確你現在是處在一個無的光景裡面
[00:17:02.800 --> 00:17:08.840]  但你的神 你確信你的神就能夠始無變成有的
[00:17:08.840 --> 00:17:10.560]  你們
[00:17:10.560 --> 00:17:15.840]  凌良堂的創辦人趙思光牧師早年在上海的時候
[00:17:15.840 --> 00:17:21.280]  神呼召他給他意向要成立凌良堂
[00:17:21.280 --> 00:17:23.360]  神呼召他成立凌良堂的時候
[00:17:23.360 --> 00:17:25.720]  神給他一個意向
[00:17:25.720 --> 00:17:28.720]  就是要福音傳遍地籍
[00:17:28.720 --> 00:17:33.840]  而且要在世界各地來建立榮耀的教會
[00:17:33.840 --> 00:17:36.400]  所以當時他為凌良堂命名的時候
[00:17:36.400 --> 00:17:41.680]  一開始他的命名是凌良世界步道會
[00:17:41.680 --> 00:17:44.880]  神讓他看見凌良堂不只是單在華人當中
[00:17:44.880 --> 00:17:48.080]  而是世界步道會
[00:17:48.080 --> 00:17:51.280]  是傳向萬國萬民
[00:17:51.280 --> 00:17:54.240]  但在1942年
[00:17:54.240 --> 00:17:58.720]  那個時代是非常艱難的時代
[00:17:58.720 --> 00:18:02.200]  怎麼看都是無啊
[00:18:02.200 --> 00:18:04.960]  什麼都沒有啊
[00:18:04.960 --> 00:18:08.480]  在那個時候他一覺得是一籌莫展
[00:18:08.480 --> 00:18:11.920]  可就在那個時候神給他這節的經文
[00:18:11.920 --> 00:18:14.800]  羅馬書第四章十七節
[00:18:14.800 --> 00:18:16.720]  亞巴嫩所信的神
[00:18:16.720 --> 00:18:21.000]  是使死人復活始無變有的神
[00:18:21.000 --> 00:18:23.960]  他在那時候就抓住這一句話
[00:18:23.960 --> 00:18:27.360]  他說我的神是始無變有的神
[00:18:27.360 --> 00:18:32.840]  雖然他眼睛所看見的眼前的現實是無 nothing
[00:18:32.840 --> 00:18:34.680]  但是我相信
[00:18:34.680 --> 00:18:37.480]  我能使死人復活始無變有
[00:18:37.480 --> 00:18:41.640]  而這節聖經就是他夢想的動力
[00:18:41.640 --> 00:18:45.960]  如今凌良堂已經在全世界各地擴展
[00:18:45.960 --> 00:18:49.120]  成為一個非常有影響力的教會團體
[00:18:49.120 --> 00:18:50.520]  哈利路亞
[00:18:50.520 --> 00:18:54.360]  我告訴你今天亞巴嫩所信的神
[00:18:54.360 --> 00:18:56.840]  趙世光牧師所信的神
[00:18:56.840 --> 00:18:59.880]  也是你我所相信的神
[00:18:59.880 --> 00:19:02.960]  這為什麼今天你可以重新來夢想
[00:19:02.960 --> 00:19:06.160]  無論你眼前的現實是什麼
[00:19:06.160 --> 00:19:10.160]  無論仇敵怎麼樣告訴你是不可能
[00:19:10.160 --> 00:19:15.240]  你的神都能夠始無變成有
[00:19:15.240 --> 00:19:17.640]  你的神能夠使你環境的無
[00:19:17.640 --> 00:19:21.440]  變成夢想中的有
[00:19:21.440 --> 00:19:24.280]  哈利路亞
[00:19:24.280 --> 00:19:29.240]  第二你要學習為夢想設定目標
[00:19:29.240 --> 00:19:31.440]  要為夢想設定目標
[00:19:31.440 --> 00:19:33.800]  目標是很重要
[00:19:33.800 --> 00:19:38.600]  因為目標能夠幫助你的夢想能夠具體化
[00:19:38.600 --> 00:19:41.120]  讓你比較容易看見
[00:19:41.120 --> 00:19:46.240]  那個將要成就的事情是什麼
[00:19:46.240 --> 00:19:48.600]  J.C. Penney的創辦人
[00:19:48.600 --> 00:19:50.120]  Penney先生
[00:19:50.120 --> 00:19:53.720]  在他多年的管理倉庫的經驗當中
[00:19:53.720 --> 00:19:56.880]  他說了一句話很有意思
[00:19:56.880 --> 00:20:02.320]  他說如果你給我一個有目標的倉庫管理員
[00:20:02.320 --> 00:20:06.920]  我就能夠給你一個創造歷史的人
[00:20:06.920 --> 00:20:11.240]  但如果你給我一個沒有目標的倉庫管理員
[00:20:11.240 --> 00:20:15.760]  那我也只能給你一個倉庫管理員而已
[00:20:15.760 --> 00:20:21.400]  可見得為夢想設立目標是非常重要
[00:20:21.400 --> 00:20:25.800]  目標能夠幫助我們能夠有長遠的思想
[00:20:25.800 --> 00:20:28.080]  長遠的思考
[00:20:28.080 --> 00:20:33.120]  而不只天天面對周而復始的環境而已
[00:20:33.120 --> 00:20:35.360]  今天多了少人在生活當中
[00:20:35.360 --> 00:20:39.480]  就是卡在周而復始的循環當中
[00:20:39.480 --> 00:20:41.000]  我們需要一個目標
[00:20:41.000 --> 00:20:44.480]  給我們長遠性的能夠思考
[00:20:44.480 --> 00:20:49.040]  目標能夠幫助我們集思廣益的討論
[00:20:49.040 --> 00:20:50.440]  而不只是一個
[00:20:50.440 --> 00:20:55.120]  隱藏在一個人心靈裡面的意念而已
[00:20:55.120 --> 00:20:57.320]  目標更是能夠幫助我們
[00:20:57.320 --> 00:20:59.800]  成為我們禱告的動力
[00:20:59.800 --> 00:21:01.880]  否則當我們為夢想禱告的時候
[00:21:01.880 --> 00:21:05.400]  就無從禱告起
[00:21:05.400 --> 00:21:07.000]  在九零年代
[00:21:07.000 --> 00:21:12.560]  澳洲的教會一直好像無法經歷一種成長
[00:21:12.560 --> 00:21:16.160]  有一次 趙恩基牧師從韓國
[00:21:16.160 --> 00:21:18.960]  在那裡帶領培靈佈道會
[00:21:18.960 --> 00:21:20.560]  在培靈佈道會當中
[00:21:20.560 --> 00:21:22.640]  他召集了當地的牧師們
[00:21:22.640 --> 00:21:28.400]  一同來跟他們分享建造教會的一些原則
[00:21:28.400 --> 00:21:31.280]  趙恩基牧師就問這些澳洲的牧師說
[00:21:31.280 --> 00:21:32.520]  過去十幾二十年
[00:21:32.520 --> 00:21:35.840]  你們的成長情況是如何
[00:21:35.840 --> 00:21:36.840]  這些牧師回答說
