
[00:00:00.000 --> 00:00:02.560]  我們現在要看第三節和第四節
[00:02:42.980 --> 00:02:47.260]  你想想,之前當上帝說「你這樣發怒,對嗎?」
[00:02:47.260 --> 00:02:48.620]  他怎麼回答?
[00:02:48.620 --> 00:02:53.100]  他說「我發怒以至於誰是對的?」
[00:02:53.100 --> 00:02:56.340]  他的答案是「YES! YES! YES!」
[00:02:56.340 --> 00:02:59.860]  這次,最後一次
[00:02:59.860 --> 00:03:01.540]  他發更大的怒
[00:03:01.540 --> 00:03:03.660]  上帝說「你這樣發怒,對嗎?」
[00:03:03.660 --> 00:03:04.900]  他的答案是
[00:03:04.900 --> 00:03:09.180]  我們沒有說,不知道
[00:03:09.180 --> 00:03:16.220]  這就是整個故事吊詭的地方
[00:03:16.220 --> 00:03:19.060]  你不知道
[00:03:19.060 --> 00:03:22.980]  你不知道他有沒有回轉
[00:03:22.980 --> 00:03:25.580]  如果他那一刻爆出來,他就完蛋了
[00:03:25.580 --> 00:03:28.940]  甚至可以這麼說,我們不會有若拿輸的
[00:03:28.940 --> 00:03:33.980]  如果我今天拍若拿輸的那套戲
[00:03:33.980 --> 00:03:36.820]  去到最後的鏡頭,他就快要衝口而出
[00:03:36.820 --> 00:03:39.340]  然後不知道CUT也好,怎樣也好
[00:03:39.340 --> 00:03:40.340]  停了
[00:03:40.340 --> 00:03:46.300]  不知道為什麼,他將那句話吞下去
[00:03:46.300 --> 00:03:48.100]  再想想
[00:03:50.860 --> 00:03:55.180]  這就是整個故事最終的吊詭的地方
[00:03:55.180 --> 00:03:56.180]  就是在這裡
[00:03:56.180 --> 00:03:59.780]  如果你正在看小說,你最後問
[00:03:59.780 --> 00:04:03.140]  「結局在哪裡?這本書還沒完的」
[00:04:03.140 --> 00:04:08.020]  我可以說「YES! YES! YES!」,然後他就死了
[00:04:08.020 --> 00:04:10.540]  但不是的,書沒有回答這件事
[00:04:10.540 --> 00:04:13.180]  「下集在哪裡少了一頁?」
[00:04:13.180 --> 00:04:17.660]  「麻煩哪個人把那頁吐出來?我要知道結局」
[00:04:19.820 --> 00:04:22.700]  這是整本書最後最吊詭的地方
[00:04:22.700 --> 00:04:27.100]  我想帶你去看這個大圖畫
[00:04:27.100 --> 00:04:31.020]  我剛才說過,《釋經》是一門科學
[00:04:31.020 --> 00:04:33.300]  但它也是一門藝術
[00:04:33.300 --> 00:04:35.580]  它講求想像
[00:04:35.580 --> 00:04:37.060]  Imagination
[00:04:37.060 --> 00:04:40.260]  它講求意象,它講求遠將
[00:04:40.260 --> 00:04:44.220]  所以我想試一下這件事
[00:04:44.220 --> 00:04:46.540]  我問你可不可以跟我一起想像
[00:04:46.540 --> 00:04:50.100]  其實若拿的亞非正傳是有上下冊的
[00:04:50.100 --> 00:04:52.100]  不過
[00:04:52.100 --> 00:04:56.340]  下集我們遺失了,失傳了
[00:04:56.340 --> 00:04:58.620]  所以我們現在有的是哪一集?
[00:04:58.620 --> 00:05:01.620]  上集一至四章
[00:05:01.620 --> 00:05:07.740]  上集講若拿如何叛逆
[00:05:07.740 --> 00:05:11.140]  如何逃跑離開耶和華
[00:05:11.140 --> 00:05:16.220]  但上集最後的完結點,我們不知道它最後會怎樣
[00:05:17.380 --> 00:05:19.140]  它是否會繼續跑
[00:05:19.140 --> 00:05:21.060]  還是它會回來
[00:05:21.060 --> 00:05:24.500]  我想告訴你,我相信有一個下集
[00:05:24.500 --> 00:05:27.860]  那下集就是它回到耶和華的根前
[00:05:27.860 --> 00:05:31.940]  如果我們有一天找到這個下集的時候
[00:05:31.940 --> 00:05:35.020]  我相信第五章會講到它的回轉
[00:05:35.020 --> 00:05:38.340]  它從死
[00:05:38.340 --> 00:05:41.660]  回到生
[00:05:41.660 --> 00:05:45.780]  它從死回到生
[00:05:45.780 --> 00:05:49.660]  我們真的不知道究竟發生了什麼事
[00:05:49.660 --> 00:05:52.740]  但我想告訴你,整本若拿書
[00:05:52.740 --> 00:05:57.220]  是在講它在最終裡面的死亡
[00:05:57.220 --> 00:06:01.300]  而有另外一半的若拿書,是我們沒有的
[00:06:01.300 --> 00:06:05.340]  是在講它從死裡復生
[00:06:05.340 --> 00:06:09.860]  很多時候我聽基督徒朋友會說
[00:06:09.860 --> 00:06:12.020]  很多時候我們都好像若拿一樣
[00:06:12.020 --> 00:06:13.020]  No
[00:06:13.020 --> 00:06:14.700]  No
[00:06:14.700 --> 00:06:15.700]  No
[00:06:16.740 --> 00:06:18.820]  你不要這樣說
[00:06:18.820 --> 00:06:24.420]  如果你好像若拿一樣,你是在黑暗的當中
[00:06:24.420 --> 00:06:27.900]  我想告訴你
[00:06:27.900 --> 00:06:31.580]  若拿一本書其實是引伸著一個A Tale of Two Jones
[00:06:31.580 --> 00:06:33.700]  有兩個若拿在裡面
[00:06:33.700 --> 00:06:34.700]  哪兩個若拿
[00:06:34.700 --> 00:06:37.860]  在書中的若拿
[00:06:37.860 --> 00:06:39.860]  和寫書的若拿
[00:06:39.860 --> 00:06:42.740]  寫書的若拿你是看不到的
[00:06:42.740 --> 00:06:44.660]  所以你要想像
[00:06:44.660 --> 00:06:49.140]  本書裡面有一個若拿,那個若拿你不能做的
[00:06:49.140 --> 00:06:52.300]  因為朝著那個方向,它是死的
[00:06:52.300 --> 00:06:55.460]  整本若拿書告訴我們
[00:06:55.460 --> 00:06:59.020]  Do not be like the Jonah in the book
[00:06:59.020 --> 00:07:01.180]  不要像在書中的若拿
[00:07:01.180 --> 00:07:03.180]  那你要像誰?
[00:07:03.180 --> 00:07:06.260]  像寫書的那個若拿
[00:07:06.260 --> 00:07:09.260]  迴轉的那個若拿
[00:07:09.260 --> 00:07:13.460]  我們不知道若拿何時何日
[00:07:13.460 --> 00:07:17.100]  我們不知道他為何在什麼情況之下悔改
[00:07:17.100 --> 00:07:19.100]  但是我可以寫爆彈
[00:07:19.100 --> 00:07:22.300]  他最後可以悔改是因為一樣東西
[00:07:22.300 --> 00:07:23.820]  因為耶和華的Hesed
[00:07:23.820 --> 00:07:25.820]  因為耶和華的慈愛
[00:07:25.820 --> 00:07:29.980]  如果你要選一節,48節聖經裡面
[00:07:29.980 --> 00:07:32.060]  你要選一節作為根據的時候
[00:07:32.060 --> 00:07:34.060]  一定是這一節
[00:07:34.060 --> 00:07:34.700]  這一節是什麼呢?
[00:07:34.700 --> 00:07:38.140]  我知道你是有因為有憐憫的神
[00:07:38.140 --> 00:07:41.020]  不輕易發怒,有豐盛的慈愛
[00:07:41.020 --> 00:07:44.300]  並且會改變心意,不降也哉
[00:07:44.300 --> 00:07:51.380]  在故事裡面,這句話是被故事裡面的若拿所拒絕的
[00:07:51.380 --> 00:07:52.540]  但是你可不可以
[00:07:52.540 --> 00:07:53.980]  但是有時候就是這樣
[00:07:53.980 --> 00:07:58.700]  你看若拿書,你覺得這句話真的就是那個金句
[00:07:58.700 --> 00:08:01.100]  是在寫故事的若拿
[00:08:01.100 --> 00:08:04.980]  很想你知道耶和華就是慈愛
[00:08:04.980 --> 00:08:07.300]  他相信這件事,他絕對相信這件事
[00:08:07.300 --> 00:08:09.900]  他自己經歷過這件事
[00:08:09.900 --> 00:08:11.740]  所以我說其實有兩個若拿
[00:08:11.740 --> 00:08:14.220]  一個是書中的若拿,一個是寫書的若拿
[00:08:14.220 --> 00:08:20.140]  如果你熟悉聖經的時候,你會開始想
[00:08:20.140 --> 00:08:22.260]  這個講到耶和華的本性
[00:08:22.260 --> 00:08:25.620]  耶和華是因為憐憫
[00:08:25.620 --> 00:08:27.620]  不輕易發怒,有豐盛,慈愛
[00:08:27.620 --> 00:08:29.460]  這件事,如果你熟悉聖經的話
[00:08:29.460 --> 00:08:32.420]  你會覺得很熟面口
[00:08:32.420 --> 00:08:35.820]  不像若拿自己作的,好像抄襲別人的
[00:08:35.820 --> 00:08:36.860]  是不是?
[00:08:36.860 --> 00:08:38.860]  他抄襲誰?
[00:08:38.860 --> 00:08:41.180]  抄襲摩西
[00:08:41.180 --> 00:08:44.500]  這句話的原本的內容是從哪裏來的?
[00:08:44.500 --> 00:08:49.060]  在《出埃及記》第34章
[00:08:49.060 --> 00:08:51.420]  摩西說要見上帝的榮耀
[00:08:51.420 --> 00:08:54.300]  於是上帝叫他在石頭背後
[00:08:54.300 --> 00:08:56.980]  你不可以見到我的榮耀,你會死的
[00:08:56.980 --> 00:08:59.100]  然後他在石頭的背後
[00:08:59.100 --> 00:09:03.100]  上帝自己在雲中臨在
[00:09:03.100 --> 00:09:05.340]  然後他經過,他宣告自己的名字
[00:09:05.340 --> 00:09:08.100]  他說耶和華,耶和華,耶和華,是怎樣的神?
[00:09:08.100 --> 00:09:11.180]  是有憐憫,有恩惠
[00:09:11.180 --> 00:09:17.860]  不輕易發怒,有豐盛的慈愛與純真
[00:09:17.860 --> 00:09:21.140]  若拿抄襲摩西的
[00:09:21.140 --> 00:09:23.180]  有趣的地方就是,如果你知道
[00:09:23.180 --> 00:09:25.020]  《出埃及記》第34章的上下文
[00:09:25.020 --> 00:09:28.660]  你知道其實是在說摩西在山上
[00:09:28.660 --> 00:09:33.940]  和上帝40天40夜相交
[00:09:33.940 --> 00:09:36.980]  而這40天又在若拿書裏面再出現
[00:09:36.980 --> 00:09:38.180]  你記得上星期我和你說
[00:09:38.180 --> 00:09:39.980]  你要知道40天的重要性
[00:09:39.980 --> 00:09:41.980]  你要這個星期回來聽,為什麼?
[00:09:41.980 --> 00:09:43.580]  因為那40天的重要性
[00:09:43.580 --> 00:09:45.860]  不是40天和尼尼眉有關係
[00:09:45.860 --> 00:09:49.660]  是40天和若拿有關係
[00:09:49.660 --> 00:09:51.660]  在40天的終結裏面
[00:09:51.660 --> 00:09:53.660]  若拿說了這個宣告
[00:09:53.660 --> 00:09:56.420]  這個宣告就是摩西當年在
[00:09:56.420 --> 00:10:01.860]  《出埃及記》40天裏面的宣告
[00:10:01.860 --> 00:10:05.660]  如果你看回《出埃及記》32到34章
[00:10:05.660 --> 00:10:07.660]  你知道32章的時候
[00:10:07.660 --> 00:10:09.660]  其實摩西已經上了山
[00:10:09.660 --> 00:10:12.660]  40天40夜在那裏做什麼?
[00:10:12.660 --> 00:10:15.660]  拿著兩個石板給上帝寫什麼?
[00:10:15.660 --> 00:10:17.660]  十誡
[00:10:17.660 --> 00:10:20.660]  上帝要以色列人做他的子民
[00:10:20.660 --> 00:10:22.660]  十誡是好東西
[00:10:22.660 --> 00:10:26.660]  但是上帝叫摩西快點下山
[00:10:26.660 --> 00:10:29.660]  為什麼?因為他們在拜偶像
[00:10:29.660 --> 00:10:31.660]  金牛族
[00:10:31.660 --> 00:10:35.660]  於是摩西下去氣憤到
[00:10:35.660 --> 00:10:37.660]  將兩個石頭打爛了
[00:10:37.660 --> 00:10:40.660]  所以34章的時候是說到
[00:10:40.660 --> 00:10:43.660]  摩西帶著兩個新的石頭再上山
[00:10:43.660 --> 00:10:46.660]  再給上帝再寫一次十誡
[00:10:46.660 --> 00:10:48.660]  second chance
[00:10:48.660 --> 00:10:49.660]  第二次機會
[00:10:49.660 --> 00:10:50.660]  第三次機會
[00:10:50.660 --> 00:10:52.660]  第四次機會
[00:10:52.660 --> 00:10:55.660]  你看到在若拿書裏面一樣同一個道理
[00:10:55.660 --> 00:10:57.660]  上帝在給他second chance
[00:10:57.660 --> 00:10:58.660]  third chance
[00:10:58.660 --> 00:10:59.660]  fourth chance
[00:10:59.660 --> 00:11:01.660]  當然他最後一定要回的
[00:11:01.660 --> 00:11:04.660]  上帝不可能就這樣原諒你
[00:11:04.660 --> 00:11:05.660]  除非他回轉
[00:11:05.660 --> 00:11:09.660]  但是上帝不輕易發怒
[00:11:09.660 --> 00:11:10.660]  這是上帝的本質
[00:11:10.660 --> 00:11:11.660]  他是hazard
[00:11:11.660 --> 00:11:12.660]  他是慈愛
[00:11:12.660 --> 00:11:15.660]  但是感謝主這個hazard
[00:11:15.660 --> 00:11:16.660]  這個慈愛
[00:11:16.660 --> 00:11:17.660]  不單在舊約裏面發生
[00:11:17.660 --> 00:11:20.660]  如果你繼續看著舊約進入新約的時候
[00:11:20.660 --> 00:11:23.660]  最後上帝的hazard
[00:11:23.660 --> 00:11:25.660]  上帝的慈愛
[00:11:25.660 --> 00:11:28.660]  來到約翰福音第一章十七節
[00:11:28.660 --> 00:11:30.660]  約翰福音一章十七節這樣說
[00:11:30.660 --> 00:11:33.660]  律法是藉著摩西頒布的
[00:11:33.660 --> 00:11:39.660]  慈愛和信實卻是由耶穌基督來的
[00:11:39.660 --> 00:11:44.660]  我知道你本聖經的翻譯應該是恩典與真理
[00:11:44.660 --> 00:11:45.660]  你相信我吧
[00:11:45.660 --> 00:11:48.660]  應該是慈愛與信實的
[00:11:48.660 --> 00:11:55.660]  他是在說最後慈愛與信實在誰身上展示出來
[00:11:55.660 --> 00:11:56.660]  耶穌基督
[00:11:56.660 --> 00:11:59.660]  如果我問你這聖經是怎麼解釋的
[00:11:59.660 --> 00:12:00.660]  你會怎麼說呢
[00:12:00.660 --> 00:12:02.660]  林牧師很簡單
[00:12:02.660 --> 00:12:03.660]  教會經常說
[00:12:03.660 --> 00:12:07.660]  律法是硬梆梆的
[00:12:07.660 --> 00:12:11.660]  律法裏面所說的就是審判審判審判
[00:12:11.660 --> 00:12:12.660]  審判的錘子
[00:12:12.660 --> 00:12:14.660]  律法裏面無情無義
[00:12:14.660 --> 00:12:16.660]  耶穌基督是不同的
[00:12:16.660 --> 00:12:17.660]  和我很friend的
[00:12:17.660 --> 00:12:19.660]  耶穌基督來到
[00:12:19.660 --> 00:12:20.660]  慈愛憐憫
[00:12:20.660 --> 00:12:22.660]  耶穌基督有情有義
[00:12:22.660 --> 00:12:24.660]  律法無情無義
[00:12:24.660 --> 00:12:26.660]  這樣解釋對不對
[00:12:26.660 --> 00:12:28.660]  當然不對
[00:12:28.660 --> 00:12:29.660]  為什麼不對呢
[00:12:29.660 --> 00:12:32.660]  你說律法裏面沒有上帝的慈愛
[00:12:32.660 --> 00:12:35.660]  我剛才引用的那一段是哪裏來的
[00:12:35.660 --> 00:12:37.660]  出埃及記
[00:12:37.660 --> 00:12:39.660]  出埃及記是誰寫的
[00:12:39.660 --> 00:12:40.660]  摩西寫的
[00:12:40.660 --> 00:12:42.660]  出埃及記是聖經哪一部份
[00:12:42.660 --> 00:12:43.660]  律法
[00:12:43.660 --> 00:12:44.660]  我想問你
[00:12:44.660 --> 00:12:47.660]  律法裏面有沒有上帝的慈愛
[00:12:47.660 --> 00:12:49.660]  當然有
[00:12:49.660 --> 00:12:50.660]  他不是告訴你
[00:12:50.660 --> 00:12:51.660]  律法裏面沒有慈愛
[00:12:51.660 --> 00:12:53.660]  耶穌裏面才有慈愛
[00:12:53.660 --> 00:12:55.660]  你這樣是錯的
[00:12:55.660 --> 00:12:59.660]  約翰福音第一章十七節應該是怎樣明白
[00:12:59.660 --> 00:13:00.660]  怎樣解釋
[00:13:00.660 --> 00:13:02.660]  如果你真的要明白的時候
[00:13:02.660 --> 00:13:04.660]  大概應該是這樣解釋的
[00:13:04.660 --> 00:13:07.660]  創著慈愛嬰兒的律法
[00:13:07.660 --> 00:13:10.660]  是藉著摩西所頒佈的
[00:13:10.660 --> 00:13:13.660]  就是活潑生動有血有肉的慈愛
[00:13:13.660 --> 00:13:15.660]  是藉著耶穌基督來的
[00:13:15.660 --> 00:13:18.660]  道成了肉身住在我們當中
[00:13:18.660 --> 00:13:20.660]  充充滿滿的有
[00:13:20.660 --> 00:13:22.660]  慈愛與信實
[00:13:22.660 --> 00:13:25.660]  試一下不說恩典與真理
[00:13:25.660 --> 00:13:28.660]  充充滿滿的有慈愛與信實
[00:13:28.660 --> 00:13:30.660]  舊約聖經是影子來的
[00:13:30.660 --> 00:13:33.660]  真事、真相、真體
[00:13:33.660 --> 00:13:35.660]  是在耶穌基督裏面
[00:13:35.660 --> 00:13:39.660]  舊約聖經是預表將來的應許
[00:13:39.660 --> 00:13:43.660]  新約聖經裏面是承傳了上帝的慈愛
[00:13:43.660 --> 00:13:49.660]  在舊約裏面的描述是靠路卡的
[00:13:49.660 --> 00:13:52.660]  新約裏面耶穌自己來到十字架上
[00:13:52.660 --> 00:13:54.660]  擔當了我們的罪孽
[00:13:54.660 --> 00:14:00.660]  於是我們今天真的有一個福音可以去傳
[00:14:00.660 --> 00:14:02.660]  因為主耶穌基督的十字架
[00:14:02.660 --> 00:14:05.660]  因為上帝的Hazard的承傳
[00:14:05.660 --> 00:14:07.660]  我們今天可以有迴轉
[00:14:07.660 --> 00:14:11.660]  得到寬恕的可能性
[00:14:11.660 --> 00:14:12.660]  好像若拿一樣
[00:14:12.660 --> 00:14:16.660]  我們今天可以有上集下集的生命
[00:14:16.660 --> 00:14:19.660]  我的上集是在黑暗的當中
[00:14:19.660 --> 00:14:21.660]  我的上集是逃離上帝
[00:14:21.660 --> 00:14:23.660]  叛逆、躲藏
[00:14:23.660 --> 00:14:25.660]  但是因著耶穌基督的緣故
[00:14:25.660 --> 00:14:30.660]  我們今天已經從死裡轉入生命裏面
[00:14:30.660 --> 00:14:32.660]  在這個新的下集裏面
[00:14:32.660 --> 00:14:36.660]  我的生命是為耶穌而活的
[00:14:36.660 --> 00:14:39.660]  是在祂的光明的照耀裏面
[00:14:39.660 --> 00:14:41.660]  去活的新生命
[00:14:41.660 --> 00:14:46.660]  我相信這個是若拿書最後的異象
[00:14:46.660 --> 00:14:49.660]  也是若拿書最終的軟象
[00:14:49.660 --> 00:14:51.660]  如果你有機會回去
[00:14:51.660 --> 00:14:53.660]  翻閱你的新約成經
[00:14:53.660 --> 00:14:55.660]  你會發覺這個Pattern
[00:14:55.660 --> 00:14:58.660]  這個兩個什麼什麼的故事
[00:14:58.660 --> 00:15:02.660]  在新約裏面是不斷重複發生的
[00:15:02.660 --> 00:15:05.660]  我們看到保羅的生命
[00:15:05.660 --> 00:15:11.660]  蘇羅在黑暗當中因著耶穌基督的救恩
[00:15:11.660 --> 00:15:12.660]  因為他的呼召
[00:15:12.660 --> 00:15:16.660]  他的生命完全扭轉成為光明的仕途
[00:15:16.660 --> 00:15:19.660]  我們看到十二門徒的生命
[00:15:19.660 --> 00:15:21.660]  因著耶穌基督十字架的緣故
[00:15:21.660 --> 00:15:23.660]  完全被扭轉
[00:15:23.660 --> 00:15:26.660]  我知道很多人都會這樣說
[00:15:26.660 --> 00:15:28.660]  很多時候我們都好像門徒一樣
[00:15:28.660 --> 00:15:30.660]  不要這樣說
[00:15:30.660 --> 00:15:32.660]  當你看福音書裏面的門徒
[00:15:32.660 --> 00:15:35.660]  和仕途行傳裏面的門徒完全是兩回事
[00:15:35.660 --> 00:15:36.660]  你明白嗎?
[00:15:36.660 --> 00:15:38.660]  福音書裏面的門徒
[00:15:38.660 --> 00:15:40.660]  是無知的門徒
[00:15:40.660 --> 00:15:42.660]  是在黑暗裏面的門徒
[00:15:42.660 --> 00:15:44.660]  是患癌症的門徒
[00:15:44.660 --> 00:15:47.660]  是追求地上名利的門徒
[00:15:47.660 --> 00:15:49.660]  如果你說我們真的好像他們那樣
[00:15:49.660 --> 00:15:51.660]  不要這樣說
[00:15:51.660 --> 00:15:53.660]  我們不是要好像他們
[00:15:53.660 --> 00:15:58.660]  我們要好像仕途行傳裏面的門徒那樣
[00:16:00.660 --> 00:16:02.660]  保羅的生命
[00:16:02.660 --> 00:16:04.660]  十二門徒除了猶大之外的生命
[00:16:04.660 --> 00:16:08.660]  當然是十二門徒之首彼得的生命
[00:16:08.660 --> 00:16:10.660]  我經常覺得
[00:16:10.660 --> 00:16:13.660]  彼得是新約裏面的若拿
[00:16:13.660 --> 00:16:18.660]  我不知道你有沒有機會去看馬可福音
[00:16:18.660 --> 00:16:20.660]  在馬可福音裏面
[00:16:20.660 --> 00:16:22.660]  彼得最後一次出場
[00:16:22.660 --> 00:16:27.660]  是他最醜陋、最失敗、最悲慘的一幕
[00:16:27.660 --> 00:16:30.660]  最後一次彼得的出場
[00:16:30.660 --> 00:16:33.660]  是他三次不認耶穌
[00:16:33.660 --> 00:16:35.660]  十四章六十八節
[00:16:35.660 --> 00:16:37.660]  彼得不承認耶穌
[00:16:37.660 --> 00:16:40.660]  七十節彼得又再不承認耶穌
[00:16:40.660 --> 00:16:43.660]  第七十一節彼得倒就發誓
[00:16:43.660 --> 00:16:46.660]  我不知道你明不明白他在做什麼
[00:16:46.660 --> 00:16:49.660]  我們很多時候我們想著他就發誓
[00:16:49.660 --> 00:16:52.660]  如果我真的認識他就天打雷劈
[00:16:52.660 --> 00:16:54.660]  聖經學教告訴我們
[00:16:54.660 --> 00:16:56.660]  他不是在做這件事
[00:16:56.660 --> 00:16:59.660]  是指著耶穌詛咒耶穌去死
[00:16:59.660 --> 00:17:00.660]  我和他沒有關係
[00:17:00.660 --> 00:17:02.660]  所以我現在可以詛咒他
[00:17:02.660 --> 00:17:04.660]  我講髒話罵死他
[00:17:04.660 --> 00:17:06.660]  因為我和他沒有關係
[00:17:06.660 --> 00:17:10.660]  你想想彼得做得多絕
[00:17:10.660 --> 00:17:15.660]  彼得在馬可福音最後一次的出現
[00:17:15.660 --> 00:17:18.660]  是他最失敗、最悲慘的一幕
[00:17:18.660 --> 00:17:20.660]  為什麼我會和你說這件事
[00:17:20.660 --> 00:17:23.660]  你知不知道馬可福音其實是彼得福音
[00:17:23.660 --> 00:17:25.660]  聖經學教告訴我們
[00:17:25.660 --> 00:17:29.660]  馬可福音大概是彼得通過馬可所寫的
[00:17:29.660 --> 00:17:33.660]  即是說所有馬可福音的資料其實是從彼得而來的
[00:17:33.660 --> 00:17:36.660]  彼得是幕後的作者
[00:17:36.660 --> 00:17:39.660]  馬可是借筆
[00:17:39.660 --> 00:17:43.660]  我想問你彼得最後有沒有悔改
[00:17:43.660 --> 00:17:45.660]  彼得最後有沒有悔改
[00:17:45.660 --> 00:17:47.660]  當然有
[00:17:47.660 --> 00:17:50.660]  他回轉他悔改他歸正
[00:17:50.660 --> 00:17:54.660]  在仕途行轉裏他成為一個完全不一樣的人
[00:17:54.660 --> 00:17:56.660]  他成為耶路撒冷教會的領袖
[00:17:56.660 --> 00:17:58.660]  他勇敢他無懼
[00:17:58.660 --> 00:18:01.660]  他忠心侍主他為主受苦
[00:18:01.660 --> 00:18:03.660]  最後教會傳統告訴你
[00:18:03.660 --> 00:18:06.660]  他被倒釘在十字架上
[00:18:06.660 --> 00:18:12.660]  但是在彼得的福音最後一幕寫到他自己的時候
[00:18:12.660 --> 00:18:16.660]  他從來沒有和他們說他悔轉
[00:18:16.660 --> 00:18:20.660]  為什麼
[00:18:20.660 --> 00:18:25.660]  因為他不想有人將視線放在他自己身上
[00:18:25.660 --> 00:18:29.660]  他要眾人都看著耶穌基督的十字架
[00:18:29.660 --> 00:18:32.660]  在聖經裏面只有一個英雄
[00:18:32.660 --> 00:18:33.660]  就是主耶穌基督
[00:18:33.660 --> 00:18:36.660]  沒有其他人是英雄
[00:18:36.660 --> 00:18:39.660]  於是儘管他自己悔轉
[00:18:39.660 --> 00:18:42.660]  他不要和人說他的悔轉
[00:18:42.660 --> 00:18:46.660]  是路加後面才寫回來的
[00:18:46.660 --> 00:18:51.660]  彼得要我們將我們所有的專注力放在耶穌基督身上
[00:18:51.660 --> 00:18:53.660]  他要高舉耶穌基督的十字架
[00:18:53.660 --> 00:18:55.660]  他要萬人都景仰主耶穌基督
[00:18:55.660 --> 00:18:58.660]  不是他自己
[00:18:58.660 --> 00:19:04.660]  好像若拿一樣彼得也是一個回歸的甲子
[00:19:04.660 --> 00:19:09.660]  彼得悔轉歸來來到十字架面前
[00:19:09.660 --> 00:19:11.660]  彼得是那個悔轉的甲子
[00:19:11.660 --> 00:19:16.660]  完全圍繞,俯伏敬拜在十字架裏面
[00:19:16.660 --> 00:19:18.660]  他每天紀念這個十字架
[00:19:18.660 --> 00:19:20.660]  不能忘記這個十字架
[00:19:20.660 --> 00:19:23.660]  你真的有空去看看保羅的書信
[00:19:23.660 --> 00:19:25.660]  你看看彼得的書信
[00:19:25.660 --> 00:19:27.660]  他沒有一天不想你
[00:19:27.660 --> 00:19:31.660]  他沒有一天可以不想十字架
[00:19:31.660 --> 00:19:33.660]  他一生的讚美
[00:19:33.660 --> 00:19:35.660]  他每一刻的讚美
[00:19:35.660 --> 00:19:39.660]  是因為十字架的原因
[00:19:39.660 --> 00:19:43.660]  悔轉的甲子因著十字架得自由
[00:19:43.660 --> 00:19:45.660]  Freedom
