
[00:00:00.000 --> 00:00:03.420]  今天的講題叫「提升靈性智能」
[00:06:19.320 --> 00:06:23.160]  今天我們讀聖經都需要這份思量
[00:06:23.160 --> 00:06:25.160]  深度的去思量
[00:06:25.160 --> 00:06:31.400]  不是讀了就會水過鴨背就沒有了
[00:06:31.400 --> 00:06:35.040]  司徒登牧師John Stott曾經這樣說
[00:06:35.040 --> 00:06:37.680]  他說今天基督徒的光景是怎樣的呢
[00:06:37.680 --> 00:06:40.480]  基督徒的光景是成長的
[00:06:40.480 --> 00:06:48.480]  成長卻無深度
[00:06:48.480 --> 00:06:50.760]  每一個星期我們回來去查經
[00:06:50.760 --> 00:06:56.240]  現在我們有撒夏、撒母爾記夏
[00:06:56.240 --> 00:06:59.000]  我們有沒有深度去思量神的說話呢
[00:06:59.000 --> 00:07:03.240]  以致我們有正確的實踐
[00:07:03.240 --> 00:07:08.160]  我相信我們深度去思量神的說話
[00:07:08.160 --> 00:07:13.760]  回來聽導師或查經組長說說是不錯的
[00:07:13.760 --> 00:07:19.480]  但其實之前如果你在家能夠去備課
[00:07:19.480 --> 00:07:20.920]  去看那段經文
[00:07:20.920 --> 00:07:23.400]  做一些功課、備課
[00:07:23.400 --> 00:07:25.520]  先思量一下
[00:07:25.520 --> 00:07:28.640]  回來第二重的學習
[00:07:28.640 --> 00:07:32.720]  聽導師或查經組長去帶領
[00:07:32.720 --> 00:07:35.600]  另外就是弟兄姊妹之間
[00:07:35.600 --> 00:07:38.160]  我們都可以有不同的亮光
[00:07:38.160 --> 00:07:40.560]  看到的時候一起分享
[00:07:40.560 --> 00:07:45.040]  然後我們之後有甚麼實踐應用呢
[00:07:45.040 --> 00:07:48.560]  很多時候我們說時間已經夠了
[00:07:48.560 --> 00:07:50.520]  在實踐和應用上
[00:07:50.520 --> 00:07:52.120]  大家回家吧
[00:07:52.120 --> 00:07:54.360]  那就完全忘記了
[00:07:54.360 --> 00:07:56.480]  很多時候我們需要思量
[00:07:56.480 --> 00:07:59.560]  思量之後我們要實踐
[00:07:59.560 --> 00:08:01.160]  這一連串的美德
[00:08:01.160 --> 00:08:05.120]  就是當時希臘文化的哲學道德家
[00:08:05.120 --> 00:08:09.120]  很熟悉的、耳熟能詳的
[00:08:09.120 --> 00:08:10.800]  推崇備至的
[00:08:10.800 --> 00:08:13.840]  是當時一般人都認為
[00:08:13.840 --> 00:08:18.080]  是贊同的一個高尚的倫理的表現
[00:08:18.080 --> 00:08:22.240]  保羅就是借用了當時通俗的
[00:08:22.240 --> 00:08:25.640]  道德哲學家常用的詞彙
[00:08:25.640 --> 00:08:30.560]  特別是斯多瓦派哲學裏面最高的善
[00:08:30.560 --> 00:08:35.080]  來勸勉石勒比的弟兄姊妹
[00:08:35.080 --> 00:08:38.160]  有一些字「可愛的」
[00:08:38.160 --> 00:08:41.640]  是從沒有在保羅書信出現過的
[00:08:41.640 --> 00:08:45.840]  就好像今天我們一般的非信徒
[00:08:45.840 --> 00:08:49.200]  認為誠實或者誠信
[00:08:49.200 --> 00:08:51.920]  是理想和優越的倫理
[00:08:51.920 --> 00:08:55.800]  我們都可以用這些誠實誠信
[00:08:55.800 --> 00:08:59.200]  來教導我們的弟兄姊妹
[00:08:59.200 --> 00:09:02.560]  保羅在這篇經文裏面
[00:09:02.560 --> 00:09:07.480]  他講了八方面的美善的心思、意念
[00:09:07.480 --> 00:09:09.280]  或者德行
[00:09:09.280 --> 00:09:13.040]  凡事...
[00:09:13.040 --> 00:09:16.480]  然後又講到有什麼美德
[00:09:16.480 --> 00:09:19.120]  有什麼值得讚揚的
[00:09:19.120 --> 00:09:23.720]  這個就包括了全部的吩咐
[00:09:23.720 --> 00:09:25.800]  我們逐一來看一下
[00:09:25.800 --> 00:09:27.280]  凡事真實的
[00:09:27.280 --> 00:09:29.280]  「真實的」是什麼意思?
[00:09:29.280 --> 00:09:34.240]  合理的、可靠的、誠實的事、真理
[00:09:34.240 --> 00:09:39.240]  通常這個「真實的」
[00:09:39.240 --> 00:09:44.720]  可以說究竟這個內容的本質是否真實的
[00:09:44.720 --> 00:09:45.720]  可以這樣說
[00:09:45.720 --> 00:09:48.440]  另外很多時候就是說
[00:09:48.440 --> 00:09:53.160]  你說的話的內容是否按事實說的?
[00:09:53.160 --> 00:09:55.480]  是否真實的?
[00:09:55.480 --> 00:09:57.680]  又或者這個「真實的」
[00:09:57.680 --> 00:10:00.400]  又可以說是真理
[00:10:00.400 --> 00:10:05.400]  在十幾年前我看過一篇文章
[00:10:05.400 --> 00:10:08.960]  說到未來世界十大趨勢
[00:10:08.960 --> 00:10:11.120]  今天已經過了十幾年
[00:10:11.120 --> 00:10:12.560]  當時他說
[00:10:12.560 --> 00:10:16.840]  其中一個世界的趨勢是什麼呢?
[00:10:16.840 --> 00:10:20.760]  是虛假信息
[00:10:20.760 --> 00:10:23.360]  虛假的東西層出不窮
[00:10:23.360 --> 00:10:27.520]  現在我們無法確定什麼是事實
[00:10:27.520 --> 00:10:33.640]  也無法根據這些東西來採取相應的行動
[00:10:33.640 --> 00:10:40.200]  所以我們更需要多多思量真實的事
[00:10:40.200 --> 00:10:42.920]  今天《異端邪說》充斥在網絡裡面
[00:10:42.920 --> 00:10:46.040]  我們又明白真理有多少呢?
[00:10:46.040 --> 00:10:48.880]  丁姐妹,如果你想分辨假鈔票
[00:10:48.880 --> 00:10:51.360]  你是會怎樣分辨的呢?
[00:10:51.360 --> 00:10:52.640]  如果在銀行做過的
[00:10:52.640 --> 00:10:53.880]  丁姐妹就知道了
[00:10:53.880 --> 00:10:58.120]  你一進銀行就先日夜摸
[00:10:58.120 --> 00:10:59.960]  日夜見就是真鈔票
[00:10:59.960 --> 00:11:04.280]  你要知道真鈔票是怎樣
[00:11:04.280 --> 00:11:05.600]  你才知道假鈔票
[00:11:05.600 --> 00:11:07.640]  你才可以分辨假鈔票
[00:11:07.640 --> 00:11:11.760]  今天我們回來一起認識真理
[00:11:11.760 --> 00:11:15.720]  查經或者在一些小組裡面
[00:11:15.720 --> 00:11:18.680]  又或者來報讀聖經課程
[00:11:18.680 --> 00:11:24.120]  是靈命成長的一個非常非常重要的一環
[00:11:24.120 --> 00:11:26.160]  在這一點上真實的
[00:11:26.160 --> 00:11:30.200]  丁姐妹,我們也可以來反思一下
[00:11:30.200 --> 00:11:37.360]  究竟我們說的說話是否真實的呢?
[00:11:37.360 --> 00:11:41.680]  另外,聖經裡邊就是真理
[00:11:41.680 --> 00:11:45.920]  你相信多少呢?
[00:11:45.920 --> 00:11:49.040]  第二方面是「莊重的」
[00:11:49.040 --> 00:11:52.160]  或者俄合本叫「可敬的」
[00:11:52.160 --> 00:11:55.640]  有威嚴的和令人敬畏的
[00:11:55.640 --> 00:11:58.720]  高尚的事情
[00:11:58.720 --> 00:12:05.920]  保羅其實也用這個字來描述長老應該有的品格
[00:12:05.920 --> 00:12:08.960]  在《提摩太前書》或者《提多書》都有說
[00:12:08.960 --> 00:12:14.080]  「執事也必須莊重,不一口兩舌」
[00:12:14.080 --> 00:12:17.840]  「不於酒,不貪圖不義的修益」
[00:12:17.840 --> 00:12:26.920]  「以清潔的良心,持守信仰的奧秘」等等
[00:12:26.920 --> 00:12:32.000]  我們有沒有一些可敬的人
[00:12:32.000 --> 00:12:34.560]  或者事情、莊重的事情
[00:12:34.560 --> 00:12:37.320]  是深深影響我們的生命的呢?
[00:12:37.320 --> 00:12:41.520]  他們有什麼特質是我們可以學習的呢?
[00:12:41.520 --> 00:12:46.920]  我記得2015年8月22日
[00:12:46.920 --> 00:12:52.440]  我出席錢欣培先生的追思會
[00:12:52.440 --> 00:12:56.120]  在民生舉行
[00:12:56.120 --> 00:13:01.120]  那天整個民生的大禮堂都坐滿了人
[00:13:01.120 --> 00:13:07.960]  錢先生是以前我們九龍城浸信會的行政同工
[00:13:07.960 --> 00:13:12.440]  也和他同工了一段時間
[00:13:12.440 --> 00:13:17.440]  他是值得尊敬的、可敬的一位弟兄
[00:13:17.440 --> 00:13:19.440]  在他的追思會裡
[00:13:19.440 --> 00:13:21.360]  他有一個座右銘
[00:13:21.360 --> 00:13:23.120]  他自己的座右銘
[00:13:23.120 --> 00:13:26.880]  打在大螢幕上
[00:13:26.880 --> 00:13:28.600]  八個字而已
[00:13:28.600 --> 00:13:34.360]  「前人為我,我為後人」
[00:13:34.360 --> 00:13:37.520]  可能民生的孝訓或者什麼
[00:13:37.520 --> 00:13:39.440]  就是「人人為我,我為人人」
[00:13:39.440 --> 00:13:45.040]  所以他就用了這句「前人為我,我為後人」
[00:13:45.040 --> 00:13:46.800]  他栽培很多青年人
[00:13:46.800 --> 00:13:52.080]  他在運動界栽培很多的年輕人
[00:13:52.080 --> 00:14:00.160]  在他的追思禮拜Facebook的很多後輩
[00:14:00.160 --> 00:14:08.840]  去敬重他,寫了很多的說話
[00:14:08.840 --> 00:14:11.640]  「尊重的,可敬的」
[00:14:11.640 --> 00:14:13.840]  今天我們也可以思考
[00:14:13.840 --> 00:14:16.920]  我們有沒有這些人或者這些事
[00:14:16.920 --> 00:14:19.640]  我們可以多思量呢?
[00:14:19.640 --> 00:14:22.600]  在城浸的裡面同樣有很多的導師
[00:14:22.600 --> 00:14:23.920]  有很多的長輩
[00:14:23.920 --> 00:14:27.280]  有很多的前輩
[00:14:27.280 --> 00:14:29.560]  又或者有很多的弟兄姊妹
[00:14:29.560 --> 00:14:31.840]  同樣的他們都是可敬的
[00:14:31.840 --> 00:14:36.760]  他們都是令人驚慌的
[00:14:36.760 --> 00:14:40.960]  又或者今天我們看到一些事情是高尚的事
[00:14:40.960 --> 00:14:44.440]  我們都應該多多思量
[00:14:44.440 --> 00:14:46.320]  第三方面,公義的
[00:14:46.320 --> 00:14:48.560]  公義就是公平的事
[00:14:48.560 --> 00:14:51.080]  尋常人與人之間的責任
[00:14:51.080 --> 00:14:56.600]  行事為人是符合神的標準的
[00:14:56.600 --> 00:15:00.920]  在待人處事上我們有沒有公平呢?
[00:15:00.920 --> 00:15:06.440]  在待人處事上我們有沒有符合神的標準呢?
[00:15:06.440 --> 00:15:11.040]  我們在這些方面都可以尋常地思量
[00:15:11.040 --> 00:15:15.880]  以致我們能夠知道如何待人處事
[00:15:15.880 --> 00:15:17.760]  第四方面,純潔的
[00:15:17.760 --> 00:15:21.240]  就是道德上的純潔,清白的
[00:15:21.240 --> 00:15:23.800]  這個反議詞是什麼呢?
[00:15:23.800 --> 00:15:25.600]  就是不純潔
[00:15:25.600 --> 00:15:28.840]  就是污穢、骯髒、邋遢
[00:15:28.840 --> 00:15:31.680]  詩篇第一篇有個三筆
[00:15:31.680 --> 00:15:36.480]  第一,不從惡人的計謀,不暫罪人的道路
[00:15:36.480 --> 00:15:39.680]  不助傲萬人的座位
[00:15:39.680 --> 00:15:42.240]  要思量清潔的事
[00:15:42.240 --> 00:15:44.360]  為喜愛耶和華的律法
[00:15:44.360 --> 00:15:47.440]  就耶思想祂的律法
[00:15:47.440 --> 00:15:51.160]  神的道是清潔的
[00:15:51.160 --> 00:15:53.920]  所以我們首先要信
[00:15:53.920 --> 00:15:57.920]  我們信道、思道就要明白
[00:15:57.920 --> 00:16:02.480]  明道我們要走出來,行道我們要傳開去
[00:16:02.480 --> 00:16:04.040]  傳道,是吧?
[00:16:04.040 --> 00:16:07.240]  所以信道、思道、明道、行道、傳道
[00:16:07.240 --> 00:16:11.040]  思想是在影響我們的行動
[00:16:11.040 --> 00:16:16.400]  保羅又在提摩太後書裡激勵提摩太
[00:16:16.400 --> 00:16:20.040]  你要逃避年輕人的私慾
[00:16:20.040 --> 00:16:22.560]  是呀,真是需要
[00:16:22.560 --> 00:16:26.040]  今天那個互聯網什麼都能看到,是吧?
[00:16:26.040 --> 00:16:27.560]  那怎樣?怎樣做?
[00:16:27.560 --> 00:16:29.160]  其實保羅也說了
[00:16:29.160 --> 00:16:31.560]  你要實踐,你就要這樣做
[00:16:31.560 --> 00:16:38.960]  「要與那些以清潔的心、求告主的人一起追求公義、信心、愛心和平」
[00:16:38.960 --> 00:16:40.920]  我們周圍有沒有這些人
[00:16:40.920 --> 00:16:47.120]  跟我們一起走這條人生的道路呢?
[00:16:47.120 --> 00:16:50.240]  我們也在這裡反思一下
[00:16:50.240 --> 00:16:52.960]  在我們的婚姻的生活裡
[00:16:52.960 --> 00:16:54.520]  在我們戀愛的生活
[00:16:54.520 --> 00:16:56.520]  在交友的生活裡
[00:16:56.520 --> 00:16:58.640]  是不是清清潔潔的呢?
[00:16:58.640 --> 00:17:02.320]  當我們獨自瀏覽網上的資訊的時候
[00:17:02.320 --> 00:17:03.840]  我們會不會很好奇
[00:17:03.840 --> 00:17:09.280]  或者甚至是故意進入這些骯髒、骯髒的網頁
[00:17:09.280 --> 00:17:14.040]  甚至是很黃色的網頁
[00:17:14.040 --> 00:17:15.720]  甚至不喜歡污穢的東西
[00:17:15.720 --> 00:17:16.920]  甚至是性潔的東西
[00:17:16.920 --> 00:17:19.760]  他要求我們都是性潔
[00:17:19.760 --> 00:17:21.840]  他正在看
[00:17:21.840 --> 00:17:24.000]  第五方面,可愛的
[00:17:24.000 --> 00:17:28.160]  這個字在保羅書信是從沒有出現過的
[00:17:28.160 --> 00:17:29.280]  什麼叫可愛呢?
[00:17:29.280 --> 00:17:36.880]  就是親切、美好、愉悅、書心、協議、滿足的事情
[00:17:36.880 --> 00:17:39.920]  在一些希臘文作品裡
[00:17:39.920 --> 00:17:47.760]  形容心地善良、性情溫和、待人恩勤、友善的人
[00:17:47.760 --> 00:17:50.960]  那你即時想起哪一個?
[00:17:50.960 --> 00:17:53.320]  你即時想起什麼事情?
[00:17:53.320 --> 00:17:59.640]  就是令我們是愉悅、書心的、滿足的、美好的
[00:17:59.640 --> 00:18:02.480]  親切的、良善的、溫和的
[00:18:02.480 --> 00:18:05.240]  你想到什麼?想到嗎?
[00:18:05.240 --> 00:18:08.360]  我們要思量這些美好的東西
[00:18:08.360 --> 00:18:10.560]  可愛的人、可愛的東西
[00:18:10.560 --> 00:18:15.040]  令大家的情緒都會正面一點
[00:18:15.040 --> 00:18:17.480]  情緒都會開心一點,是不是?
[00:18:17.480 --> 00:18:18.560]  有沒有呢?
[00:18:18.560 --> 00:18:19.680]  在疫情期間
[00:18:19.680 --> 00:18:23.800]  有不少的「弟兄姊妹」主動去關心有需要的班員
[00:18:23.800 --> 00:18:26.120]  送物資、提供資訊
[00:18:26.120 --> 00:18:31.240]  甚至幫他們去診所拿藥等等
[00:18:31.240 --> 00:18:35.120]  甚至去街市跟他們買菜等等
[00:18:35.120 --> 00:18:39.920]  其實我們身邊很多很可愛的人、很可愛的事
[00:18:39.920 --> 00:18:42.600]  只需要我們睜大眼睛、抬高頭
[00:18:42.600 --> 00:18:47.320]  去看左、看右、看周邊、看我們
[00:18:47.320 --> 00:18:50.240]  周圍的「弟兄姊妹」、我們的親友
[00:18:50.240 --> 00:18:52.000]  他們都很可愛
[00:18:52.000 --> 00:18:56.160]  他們都是很美好的人、很美好的事情
[00:18:56.160 --> 00:18:59.080]  生活其實真的很簡單
[00:18:59.080 --> 00:19:01.920]  當我們看到天上
[00:19:01.920 --> 00:19:06.360]  今天天空很美、藍天白雲
[00:19:06.360 --> 00:19:09.000]  我們聽到小鳥唱歌
[00:19:09.000 --> 00:19:12.120]  或者很久以前有一個朋友跟我說
[00:19:12.120 --> 00:19:14.800]  他看見一個音樂的景象
[00:19:14.800 --> 00:19:16.760]  他覺得真是在地若天
[00:19:16.760 --> 00:19:19.480]  我說:「什麼地方這麼美啊?」
[00:19:19.480 --> 00:19:20.760]  他說:「很簡單」
[00:19:20.760 --> 00:19:25.200]  以前雙層巴士的窗戶是可以打開的
[00:19:25.200 --> 00:19:29.440]  兩個「嬸嬸仔」一上巴士就飆上去上層
[00:19:29.440 --> 00:19:31.560]  然後坐在第一排
[00:19:31.560 --> 00:19:33.880]  你知道第一排有一條鐵
[00:19:33.880 --> 00:19:35.400]  就拿著那條鐵
[00:19:35.400 --> 00:19:37.240]  兩個窗戶打開之後
[00:19:37.240 --> 00:19:38.520]  風又吹來
[00:19:38.520 --> 00:19:42.840]  兩個「嬸嬸仔」開心到天真無邪地開心
[00:19:42.840 --> 00:19:45.280]  然後車子一進去風又吹來
[00:19:45.280 --> 00:19:49.920]  整個旅程很開心、很開心地享受
[00:19:49.920 --> 00:19:52.840]  其實生活就是很簡單
[00:19:52.840 --> 00:19:56.880]  享受當下、活在當下
[00:19:56.880 --> 00:19:59.400]  他說這就是在地若天
[00:19:59.400 --> 00:20:02.280]  這就是天堂
[00:20:02.280 --> 00:20:04.040]  無憂無慮
[00:20:04.040 --> 00:20:05.760]  就是這樣
[00:20:05.760 --> 00:20:09.200]  但是今天我們的生活很複雜
[00:20:09.200 --> 00:20:13.920]  我們忽略了很多很簡單的東西
[00:20:13.920 --> 00:20:16.560]  可愛的,待會兒完頌拜
[00:20:16.560 --> 00:20:19.360]  你去吃飯、去哪裡逛街
[00:20:19.360 --> 00:20:21.960]  或者去哪裡探人的時候
[00:20:21.960 --> 00:20:24.680]  多看一些人、多看一些環境
[00:20:24.680 --> 00:20:29.360]  去找一些可愛的事情、可愛的人
[00:20:29.360 --> 00:20:33.080]  第六方面,明星美好
[00:20:33.080 --> 00:20:35.560]  意思就是聲譽良好
[00:20:35.560 --> 00:20:40.160]  令人喜愛本身也有價值的
[00:20:40.160 --> 00:20:42.440]  星期五我們有童工會
[00:20:42.440 --> 00:20:47.440]  童工會裡方牧師去訪問一些新童工
[00:20:47.440 --> 00:20:50.400]  就問:你們哪一個人
[00:20:50.400 --> 00:20:53.960]  是對你的生命最深刻的呢?
[00:20:53.960 --> 00:20:58.160]  有一位童工就說是戴德生
[00:20:58.160 --> 00:21:02.840]  因為他看金錢觀來幫助我
[00:21:02.840 --> 00:21:06.760]  同樣的,是怎樣看金錢觀
[00:21:06.760 --> 00:21:10.880]  他堅毅的毅力,怎樣跨越文化
[00:21:10.880 --> 00:21:15.560]  從英國去到當時的很窮困的中國
[00:21:15.560 --> 00:21:20.720]  他謙卑的生命,影響我自己的生命
[00:21:20.720 --> 00:21:24.320]  戴德生說:我若有千磅英金
[00:21:24.320 --> 00:21:27.600]  中國可以全數之取
[00:21:27.600 --> 00:21:30.680]  我若有千條性命
[00:21:30.680 --> 00:21:35.000]  絕對不留下一條,不給中國
[00:21:35.000 --> 00:21:42.560]  不是為中國,是為基督
[00:21:42.560 --> 00:21:45.120]  我們可以在這裡反思一下
[00:21:45.120 --> 00:21:49.360]  我們為這些宣教士真的需要感謝神
[00:21:49.360 --> 00:21:51.360]  我們真的需要感恩
[00:21:51.360 --> 00:21:53.200]  沒有他們來到這裡傳福音
[00:21:53.200 --> 00:21:57.520]  恐怕我們仍然在救世主的門外
[00:21:57.520 --> 00:22:01.120]  前人為我,我為後人
[00:22:01.120 --> 00:22:03.360]  要接福音的棒
[00:22:03.360 --> 00:22:07.320]  所以下午我們有報道商月的粉興會
[00:22:07.320 --> 00:22:10.240]  希望我們都能夠一起參加
[00:22:10.240 --> 00:22:14.320]  第七方面,美德就是量善
[00:22:14.320 --> 00:22:18.640]  有真正價值、美善的東西
[00:22:18.640 --> 00:22:22.280]  有甚麼值得、有甚麼美德
[00:22:22.280 --> 00:22:26.160]  美德是道德上的優點
[00:22:26.160 --> 00:22:30.280]  是當時希臘倫理的核心範疇
[00:22:30.280 --> 00:22:33.800]  最後一方面,有甚麼值得讚揚的地方
[00:22:33.800 --> 00:22:37.280]  就是贏得他人讚賞的行為
[00:22:37.280 --> 00:22:40.280]  值得嘉許的事情
[00:22:40.280 --> 00:22:46.480]  所以很多這方面都講到德行、品格、美德
[00:22:46.480 --> 00:22:48.400]  每一樣都很重要
[00:22:48.400 --> 00:22:50.680]  如果我們純粹思量
[00:22:50.680 --> 00:22:52.200]  不只是水過鴨背
[00:22:52.200 --> 00:22:57.200]  真的去思量、去看、去想、去判斷
[00:22:57.200 --> 00:23:01.520]  然後推動我們去做出來、去實踐出來
[00:23:01.520 --> 00:23:06.400]  去活出來,成為我們的生活方式
[00:23:06.400 --> 00:23:10.200]  這是一個很大的祝福
[00:23:10.200 --> 00:23:15.480]  從前有一位很賢明、受人愛戴的國王
[00:23:15.480 --> 00:23:18.280]  將國家治理得井井有條
[00:23:18.280 --> 00:23:19.880]  人民安居樂業
[00:23:19.880 --> 00:23:22.520]  國王年紀大了,沒有小孩
[00:23:22.520 --> 00:23:24.920]  他為此都感到傷心
[00:23:24.920 --> 00:23:30.280]  終於他決定在全國挑選一個小嬰兒
[00:23:30.280 --> 00:23:33.440]  收為兒子,即養子
[00:23:33.440 --> 00:23:35.920]  培養他成為繼承人
[00:23:35.920 --> 00:23:38.280]  國王選兒子的標準很獨特
[00:23:38.280 --> 00:23:41.480]  他挑選了一些很優秀的兒童
[00:23:41.480 --> 00:23:43.720]  給他們一些種子
[00:23:43.720 --> 00:23:48.360]  宣布誰用這些種子培育出最美的花
[00:23:48.360 --> 00:23:51.400]  誰就成為他的兒子
[00:23:51.400 --> 00:23:56.080]  他們每個小嬰兒拿到的種子
