
[00:00:00.000 --> 00:00:03.000]  獵王紀合一王朝的第九章
[00:01:58.000 --> 00:02:01.000]  大衛曾經講給希蘭王聽
[00:02:01.000 --> 00:02:04.000]  我要起聖殿你要幫我
[00:02:04.000 --> 00:02:08.000]  但是很可惜耶和華不准大衛起聖殿
[00:02:08.000 --> 00:02:10.000]  因為他滿手鮮血
[00:02:10.000 --> 00:02:13.000]  神要所羅門為他來起聖殿
[00:02:13.000 --> 00:02:18.000]  大衛死了之後所羅門就和希蘭成為好朋友
[00:02:18.000 --> 00:02:21.000]  還和希蘭來納約
[00:02:21.000 --> 00:02:24.000]  在起聖殿希蘭出什麼
[00:02:24.000 --> 00:02:27.000]  出人力出物力
[00:02:27.000 --> 00:02:30.000]  而所羅門是出財力
[00:02:30.000 --> 00:02:35.000]  所有的人工所有的食物是由所羅門來給
[00:02:35.000 --> 00:02:40.000]  所羅門徵召很多猶太人來挖掘石頭起聖殿
[00:02:40.000 --> 00:02:46.000]  也是用了很多外方人來做運輸來起聖殿
[00:02:46.000 --> 00:02:50.000]  我們今天就會見到起完聖殿之後
[00:02:50.000 --> 00:02:54.000]  所羅門是會叫這些人來幫他起城市
[00:02:54.000 --> 00:02:57.000]  來鞏固他自己的王國
[00:02:57.000 --> 00:03:03.000]  所以第一點我們要看的就是所羅門的外交手腕政策
[00:03:03.000 --> 00:03:09.000]  在《列王記》上的第九章第十一節和十四節都有講到
[00:03:09.000 --> 00:03:15.000]  所羅門向希蘭王拿了120他年得的黃金
[00:03:15.000 --> 00:03:18.000]  一共有四噸半那麼重
[00:03:18.000 --> 00:03:20.000]  很多的黃金
[00:03:20.000 --> 00:03:23.000]  但其實這個只是九牛一毛
[00:03:23.000 --> 00:03:27.000]  所羅門自己在起聖殿之前已經有很多黃金
[00:03:27.000 --> 00:03:31.000]  有3750噸的黃金
[00:03:31.000 --> 00:03:34.000]  在《列王記》上的二十二章告訴我們
[00:03:34.000 --> 00:03:38.000]  而他再希望在希蘭王那裡拿120他年得
[00:03:38.000 --> 00:03:39.000]  為什麼呢?
[00:03:39.000 --> 00:03:42.000]  因為起聖殿真的需要很多的黃金
[00:03:42.000 --> 00:03:47.000]  我曾經講過在這個聖殿裡面所有東西都是包金
[00:03:47.000 --> 00:03:48.000]  鋪滿了金
[00:03:48.000 --> 00:03:51.000]  所以需要很多很多的黃金
[00:03:51.000 --> 00:03:56.000]  所羅門王在《歷代志》上的二十二章、二十八章和二十九章
[00:03:56.000 --> 00:04:00.000]  數點他自己的黃金、銀和其他的材料
[00:04:00.000 --> 00:04:02.000]  預備起聖殿
[00:04:02.000 --> 00:04:05.000]  黃金就是必須的一樣
[00:04:05.000 --> 00:04:10.000]  所以他向希蘭王借了120他年得的黃金
[00:04:10.000 --> 00:04:12.000]  而作為抵押
[00:04:12.000 --> 00:04:20.000]  他將在加利利附近二十個城市給了希蘭王來作抵押
[00:04:20.000 --> 00:04:26.000]  這二十個城市是位於斐理基和加利利的邊界
[00:04:26.000 --> 00:04:28.000]  交通非常方便
[00:04:28.000 --> 00:04:34.000]  但是當希蘭王檢查完這些城市之後非常不滿
[00:04:34.000 --> 00:04:37.000]  他說這些是什麼城市
[00:04:37.000 --> 00:04:40.000]  他叫這些城市做加布勒
[00:04:40.000 --> 00:04:44.000]  希伯來文加布勒意思就是一無是處
[00:04:44.000 --> 00:04:46.000]  這些都不是城市
[00:04:46.000 --> 00:04:48.000]  你給我這些東西
[00:04:48.000 --> 00:04:54.000]  考古學家真的在加利利附近發現了有加布勒這個地方
[00:04:54.000 --> 00:04:58.000]  就是在公元前十世紀的一個遺跡
[00:04:58.000 --> 00:05:02.000]  這個地方是距離喀布爾這個地方大概有一里
[00:05:02.000 --> 00:05:04.000]  如果你注意的話
[00:05:04.000 --> 00:05:09.000]  喀布爾這個字和加布勒是非常之接近
[00:05:09.000 --> 00:05:12.000]  這個故事有一個好的結局
[00:05:12.000 --> 00:05:19.000]  就是所羅門能夠將120他年得的黃金給了希蘭王
[00:05:19.000 --> 00:05:25.000]  相信他是拿士巴女王給他的金來還給希蘭王
[00:05:25.000 --> 00:05:34.000]  因為我們遲些會見到士巴女王也是帶了120個他年得的黃金來朝見所羅門
[00:05:34.000 --> 00:05:36.000]  這兩個數字是一模一樣
[00:05:36.000 --> 00:05:41.000]  而希蘭王也是將這些城市還給了所羅門
[00:05:41.000 --> 00:05:45.000]  而所羅門就重建了這些城市
[00:05:45.000 --> 00:05:49.000]  在歷代之下的第八章告訴我們
[00:05:49.000 --> 00:05:54.000]  其實所羅門不應該將這些城市還給希蘭王
[00:05:54.000 --> 00:05:58.000]  因為這些都是耶和華的土地
[00:05:58.000 --> 00:06:01.000]  不能夠永遠這樣來給他人
[00:06:01.000 --> 00:06:04.000]  尤其是外邦人
[00:06:04.000 --> 00:06:07.000]  其實在利美記的第25章
[00:06:07.000 --> 00:06:12.000]  耶和華教以色列人希年的教導是什麼
[00:06:12.000 --> 00:06:17.000]  希年的律法就是不可以永遠地將這個土地給了人
[00:06:17.000 --> 00:06:22.000]  五十年後這些土地就要物歸原主
[00:06:22.000 --> 00:06:25.000]  所以以色列人的承繼權就不會落空
[00:06:25.000 --> 00:06:27.000]  不會被剝削了
[00:06:27.000 --> 00:06:29.000]  這是很重要的
[00:06:29.000 --> 00:06:32.000]  所以其實所羅門是不應該這樣做
[00:06:32.000 --> 00:06:34.000]  我們講完了第一點
[00:06:34.000 --> 00:06:38.000]  就是所羅門對外的外交手腕
[00:06:38.000 --> 00:06:42.000]  我們見到神真的給了所羅門很多的智慧
[00:06:42.000 --> 00:06:46.000]  很多時候他跟人打外交交道的時候
[00:06:46.000 --> 00:06:48.000]  都是所羅門有利
[00:06:48.000 --> 00:06:51.000]  這是神給他的智慧
[00:06:51.000 --> 00:06:57.000]  第二點就是所羅門鞏固了他自己的王國
[00:06:57.000 --> 00:06:59.000]  在列王記上的第九章
[00:06:59.000 --> 00:07:04.000]  就是給我們見到所羅門有很多對外對內的成就
[00:07:04.000 --> 00:07:07.000]  都在列王記上的第九章
[00:07:07.000 --> 00:07:12.000]  大衛所羅門的爸爸他是什麼人
[00:07:12.000 --> 00:07:14.000]  他是一個勇士
[00:07:14.000 --> 00:07:16.000]  他東征西討
[00:07:16.000 --> 00:07:18.000]  他打贏了敵人之後
[00:07:18.000 --> 00:07:22.000]  奪了領土就歸入了以色列人的版圖
[00:07:22.000 --> 00:07:25.000]  然後就擴張了以色列人的領土
[00:07:25.000 --> 00:07:28.000]  大衛就是一個軍事家
[00:07:28.000 --> 00:07:30.000]  所羅門是什麼
[00:07:30.000 --> 00:07:32.000]  是一個精明的外交家
[00:07:32.000 --> 00:07:34.000]  是一個政治家
[00:07:34.000 --> 00:07:39.000]  所羅門是用外交的手腕來增強以色列
[00:07:39.000 --> 00:07:41.000]  就不是說真的東征西討
[00:07:41.000 --> 00:07:43.000]  有這麼多的東征西討
[00:07:43.000 --> 00:07:48.000]  所羅門絕對不會放過任何能夠增加他的財富
[00:07:48.000 --> 00:07:51.000]  或者增加他勢力的機會
[00:07:51.000 --> 00:07:55.000]  我剛才說所羅門不是一個征服者
[00:07:55.000 --> 00:07:59.000]  但是其實在歷代之下的第八章第三節
[00:07:59.000 --> 00:08:04.000]  都有講到所羅門其實都是懂得用兵的
[00:08:04.000 --> 00:08:07.000]  歷代之下的八章三節怎麼說
[00:08:07.000 --> 00:08:13.000]  所羅門往哈瑪所巴去攻取了那地方
[00:08:13.000 --> 00:08:15.000]  所以經文其實都有告訴我們
[00:08:15.000 --> 00:08:18.000]  所羅門都有動兵
[00:08:18.000 --> 00:08:20.000]  哈瑪在哪裡
[00:08:20.000 --> 00:08:24.000]  哈瑪就是大馬士革以北邊的一個城市
[00:08:24.000 --> 00:08:28.000]  可以說是以色列最北邊的邊界
[00:08:28.000 --> 00:08:30.000]  如果大家記得的話
[00:08:30.000 --> 00:08:32.000]  我講所羅門獻聖殿
[00:08:32.000 --> 00:08:37.000]  當時哈瑪的市民都有來到一起獻聖殿
[00:08:37.000 --> 00:08:39.000]  一起來敬拜神
[00:08:39.000 --> 00:08:42.000]  其實哈瑪是一個很重要的城市
[00:08:42.000 --> 00:08:46.000]  因為它是在貿易的路線上
[00:08:46.000 --> 00:08:50.000]  就好像絲綢之路那些城市都很重要
[00:08:50.000 --> 00:08:53.000]  所以哈瑪都是很重要
[00:08:53.000 --> 00:08:58.000]  而且得到哈瑪是能夠幫助以色列防禦敵人
[00:08:58.000 --> 00:09:02.000]  因為所羅門可以在哈瑪鞏固哈瑪
[00:09:02.000 --> 00:09:04.000]  不讓敵人來入侵
[00:09:04.000 --> 00:09:09.000]  而哈瑪亦都成為所羅門徵稅的地方
[00:09:09.000 --> 00:09:13.000]  有很多關稅可以增加以色列的稅收
[00:09:13.000 --> 00:09:20.000]  所羅門兼顧了夏索、米吉多和基錫這些城市
[00:09:20.000 --> 00:09:23.000]  而且在那裏建立了織貨城
[00:09:23.000 --> 00:09:25.000]  堆積什麼貨物
[00:09:25.000 --> 00:09:30.000]  就是戰車、馬匹、武器和軍糧
[00:09:30.000 --> 00:09:38.000]  而芝加哥大學真的在米吉多發現了有很巨大的貨倉
[00:09:38.000 --> 00:09:42.000]  可以收藏多過五百匹的馬匹
[00:09:42.000 --> 00:09:44.000]  非常之龐大的貨倉
[00:09:44.000 --> 00:09:50.000]  因為所羅門知道除非它能夠保衛這些衛星的城市
[00:09:50.000 --> 00:09:52.000]  它不能夠保護以色列
[00:09:52.000 --> 00:09:56.000]  就算它和外方的國家有納約
[00:09:56.000 --> 00:10:00.000]  但是始終在戍邊界都會有衝突
[00:10:00.000 --> 00:10:07.000]  所以鞏固這些城市對以色列國是非常之重要
[00:10:07.000 --> 00:10:11.000]  所羅門的建築令到人們讚嘆
[00:10:11.000 --> 00:10:15.000]  但是有很多自由派的學者都懷疑
[00:10:15.000 --> 00:10:20.000]  在獵王記上所記載的這些是不是言過其實
[00:10:20.000 --> 00:10:22.000]  不是的
[00:10:22.000 --> 00:10:26.000]  考古學家真的發現在公元前十世紀
[00:10:26.000 --> 00:10:34.000]  在夏所、米吉多和基式有很多遺跡都證實了獵王記上所說的話
[00:10:34.000 --> 00:10:39.000]  那裡法國的城門那些城牆非常之堅固
[00:10:39.000 --> 00:10:41.000]  有內外的城牆
[00:10:41.000 --> 00:10:43.000]  中間還有庭院
[00:10:43.000 --> 00:10:45.000]  是很堅固的城
[00:10:45.000 --> 00:10:49.000]  以至能夠防衛敵人不讓他們來入侵
[00:10:49.000 --> 00:10:52.000]  而在這些遺跡
[00:10:52.000 --> 00:10:54.000]  那些考古學家也發現
[00:10:54.000 --> 00:10:58.000]  原來當時以色列已經是城市化了
[00:10:58.000 --> 00:11:03.000]  而且還有中央政府來統治這個國家
[00:11:03.000 --> 00:11:08.000]  就是完全和獵王記上所記載的一模一樣
[00:11:08.000 --> 00:11:14.000]  除了所羅門建造聖殿、建造皇宮
[00:11:14.000 --> 00:11:20.000]  鞏固了不同的城市例如夏所、米吉多和基式
[00:11:20.000 --> 00:11:25.000]  所羅門還堅固加強了米羅
[00:11:25.000 --> 00:11:27.000]  米羅是什麼?
[00:11:27.000 --> 00:11:32.000]  米羅這個字的意思就是充滿填滿的意思
[00:11:32.000 --> 00:11:35.000]  我們香港來的人就熟悉了
[00:11:35.000 --> 00:11:37.000]  香港就是移山填海
[00:11:37.000 --> 00:11:39.000]  很多地方都是填出來
[00:11:39.000 --> 00:11:44.000]  這裡米羅不是海填出來,是陸地
[00:11:44.000 --> 00:11:48.000]  是一個填出來的梯田的建築物
[00:11:48.000 --> 00:11:51.000]  在耶路撒冷城牆旁邊
[00:11:51.000 --> 00:11:53.000]  它是托著城牆
[00:11:53.000 --> 00:11:57.000]  而且是梯耶路撒冷城牆造成了一個保護
[00:11:57.000 --> 00:11:59.000]  所以是很重要
[00:11:59.000 --> 00:12:04.000]  大衛首先建立了米羅來保護耶路撒冷城牆
[00:12:04.000 --> 00:12:11.000]  而所羅門繼續建造,繼續擴張米羅
[00:12:11.000 --> 00:12:15.000]  所以我們看到所羅門真的為了防衛以色列
[00:12:15.000 --> 00:12:18.000]  做了很多不同的建築
[00:12:18.000 --> 00:12:26.000]  還有經文提到埃及王將基式這個地方獻給所羅門
[00:12:26.000 --> 00:12:28.000]  作為他的女兒的嫁妝
[00:12:28.000 --> 00:12:35.000]  我們知道所羅門所娶第一個的老婆就是埃及王的女兒
[00:12:35.000 --> 00:12:36.000]  埃及的公主
[00:12:36.000 --> 00:12:42.000]  這個埃及王可能就是法老王西亞蒙
[00:12:42.000 --> 00:12:46.000]  因為西亞蒙是公元前十世紀的埃及王
[00:12:46.000 --> 00:12:52.000]  在西亞蒙的宮殿裡出土了一個紀念碑
[00:12:52.000 --> 00:12:56.000]  這個紀念碑是一幅雕刻的畫
[00:12:56.000 --> 00:13:05.000]  上面是有西亞蒙和一個正揮舞著雙身月的骨頭的敵人征戰
[00:13:05.000 --> 00:13:07.000]  大家能否想像
[00:13:07.000 --> 00:13:09.000]  身月就是峨眉月
[00:13:09.000 --> 00:13:12.000]  這個就是斐理士人喜歡用的武器
[00:13:12.000 --> 00:13:15.000]  就是雙身月的這個斧頭
[00:13:15.000 --> 00:13:21.000]  所以當時雕刻的這個像就是西亞蒙和斐理士人的征戰
[00:13:21.000 --> 00:13:23.000]  他打贏了斐理士人
[00:13:23.000 --> 00:13:27.000]  從斐理士人的手上拿了姬釋這個地方
[00:13:27.000 --> 00:13:30.000]  然後獻給了所羅門
[00:13:30.000 --> 00:13:33.000]  那為什麼他要把姬釋給所羅門呢?
[00:13:33.000 --> 00:13:35.000]  有很多學者認為
[00:13:35.000 --> 00:13:40.000]  有可能所羅門是幫他戰勝了斐理士人
[00:13:40.000 --> 00:13:44.000]  所以他不單止把姬釋給了所羅門
[00:13:44.000 --> 00:13:50.000]  也把自己的女兒給了所羅門成為他的妻子
[00:13:50.000 --> 00:13:56.000]  又有很多自由派的學者又有話說
[00:13:56.000 --> 00:14:01.000]  埃及王將女兒嫁給別的國家
[00:14:01.000 --> 00:14:03.000]  你以為是中國嗎?
[00:14:03.000 --> 00:14:06.000]  時時把公主嫁去和班
[00:14:06.000 --> 00:14:07.000]  沒有這樣的事
[00:14:07.000 --> 00:14:10.000]  那些自由派的學者說
[00:14:10.000 --> 00:14:11.000]  但不是的
[00:14:11.000 --> 00:14:14.000]  真的有學者能夠證明
[00:14:14.000 --> 00:14:17.000]  在公元前的十世紀至八世紀
[00:14:17.000 --> 00:14:19.000]  真的有很多的先例
[00:14:19.000 --> 00:14:23.000]  埃及王是把公主嫁到別的國家
[00:14:23.000 --> 00:14:26.000]  嫁給別的國家的君王
[00:14:26.000 --> 00:14:28.000]  所以在聖經以外的資料
[00:14:28.000 --> 00:14:30.000]  又一次讓我們看到
[00:14:30.000 --> 00:14:33.000]  在獵王記裡面所記載的事跡
[00:14:33.000 --> 00:14:35.000]  絕對是可以相信的
[00:14:35.000 --> 00:14:40.000]  在獵王記上的第九章第二十二節
[00:14:40.000 --> 00:14:44.000]  說當所羅門徵召了外邦人
[00:14:44.000 --> 00:14:46.000]  就是迦南人的後裔
[00:14:46.000 --> 00:14:48.000]  又招聚了猶太人
[00:14:48.000 --> 00:14:50.000]  來建造城市
[00:14:50.000 --> 00:14:55.000]  他沒有使到以色列人成為奴隸
[00:14:55.000 --> 00:14:56.000]  很清楚經文說
[00:14:56.000 --> 00:14:59.000]  他沒有使到以色列人成為奴隸
[00:14:59.000 --> 00:15:00.000]  他要他們做什麼?
[00:15:00.000 --> 00:15:04.000]  叫他們做官長、做領導
[00:15:04.000 --> 00:15:05.000]  就是做公頭
[00:15:05.000 --> 00:15:08.000]  而不是走去做奴隸
[00:15:08.000 --> 00:15:11.000]  其實也有其他的學者說
[00:15:11.000 --> 00:15:14.000]  是,所羅門沒有使到這些
[00:15:14.000 --> 00:15:16.000]  以色列人成為奴隸
[00:15:16.000 --> 00:15:20.000]  但是他長期使以色列人有奴役
[00:15:20.000 --> 00:15:23.000]  以致以色列人民不聊生
[00:15:23.000 --> 00:15:26.000]  所以當所羅門去世之後
[00:15:26.000 --> 00:15:28.000]  以色列就分為南北國
[00:15:28.000 --> 00:15:31.000]  就是因為人民民不聊生
[00:15:31.000 --> 00:15:35.000]  他們反對所羅門的兒子羅波安
[00:15:35.000 --> 00:15:38.000]  以致分為南北國
[00:15:38.000 --> 00:15:41.000]  我說完了兩點
[00:15:41.000 --> 00:15:45.000]  第一點就是所羅門外交的手段
[00:15:45.000 --> 00:15:49.000]  第二點就是他鞏固了自己的王國
[00:15:49.000 --> 00:15:54.000]  第三點他是獻祭敬拜耶和華
[00:15:54.000 --> 00:15:58.000]  當所羅門完成了建造聖殿
[00:15:58.000 --> 00:16:01.000]  今後有三個很大的節期
[00:16:01.000 --> 00:16:04.000]  就可以在耶路撒冷的聖殿來舉行
[00:16:04.000 --> 00:16:06.000]  來獻祭給神
[00:16:06.000 --> 00:16:08.000]  是哪三個節期?
[00:16:08.000 --> 00:16:13.000]  就是逾越節、五旬節和駐盤節
[00:16:13.000 --> 00:16:16.000]  記不記得逾越節是慶祝甚麼?
[00:16:16.000 --> 00:16:21.000]  慶祝神帶領以色列人出埃及為奴之家
[00:16:21.000 --> 00:16:26.000]  神釋放他們不需要再做埃及人的奴服
[00:16:26.000 --> 00:16:29.000]  你說五旬節又慶祝甚麼?
[00:16:29.000 --> 00:16:33.000]  慶祝神賜給以色列人豐收
[00:16:33.000 --> 00:16:36.000]  五旬節正是豐收的時候
[00:16:36.000 --> 00:16:38.000]  還有駐盤節呢?
[00:16:38.000 --> 00:16:44.000]  是紀念神帶領以色列人在曠野漂流
[00:16:44.000 --> 00:16:47.000]  神帶領他們,神是照顧他們
[00:16:47.000 --> 00:16:51.000]  所以以色列人是要紀念這三個節期
[00:16:51.000 --> 00:16:55.000]  其實這三個節期對我們基督徒都很有意思
[00:16:55.000 --> 00:16:57.000]  逾越節是甚麼?
[00:16:57.000 --> 00:17:01.000]  就是耶穌基督是我們逾越節的羔羊
[00:17:01.000 --> 00:17:04.000]  同樣是耶穌基督的救贖
[00:17:04.000 --> 00:17:08.000]  以致我們能夠脫離罪的捆綁
[00:17:08.000 --> 00:17:11.000]  就好像以色列人脫離埃及的捆綁一樣
[00:17:11.000 --> 00:17:16.000]  所以逾越節對我們基督徒都有很大的意思
[00:17:16.000 --> 00:17:18.000]  還有五旬節呢?
[00:17:18.000 --> 00:17:21.000]  記不記得五旬節發生甚麼事?
[00:17:21.000 --> 00:17:26.000]  在《使徒行傳》的第二章是教會的開始
[00:17:26.000 --> 00:17:29.000]  所以當耶穌基督救贖了我們之後
[00:17:29.000 --> 00:17:33.000]  我們成為基督徒過著教會的生活
[00:17:33.000 --> 00:17:36.000]  然後第三個節期,鑄盤節呢?
[00:17:36.000 --> 00:17:41.000]  將來有一天我們都會在天堂與神同在
[00:17:41.000 --> 00:17:45.000]  鑄盤節這個「盤」這個字
[00:17:45.000 --> 00:17:47.000]  就是同在的意思
[00:17:47.000 --> 00:17:50.000]  啟示錄的二十一章第三節告訴我們
[00:17:50.000 --> 00:17:53.000]  有一天神會和我們一起
[00:17:53.000 --> 00:17:56.000]  就是祂會和我們一起同在
[00:17:56.000 --> 00:18:00.000]  在新天新地永遠和我們在一起
[00:18:00.000 --> 00:18:02.000]  所以這三個節期對我們都很有意思
[00:18:02.000 --> 00:18:04.000]  被耶穌基督救贖
[00:18:04.000 --> 00:18:06.000]  過著教會的生活
[00:18:06.000 --> 00:18:09.000]  然後將來就會去到新天新地
[00:18:09.000 --> 00:18:12.000]  有很多學者覺得很奇怪
[00:18:12.000 --> 00:18:17.000]  為何所羅門講一講祂對外的時宮
[00:18:17.000 --> 00:18:21.000]  又講了祂鞏固了祂自己的王國
[00:18:21.000 --> 00:18:24.000]  突然間會講到這三個節期
[00:18:24.000 --> 00:18:26.000]  為何這麼奇怪?
[00:18:26.000 --> 00:18:30.000]  原來作者是有意思的
[00:18:30.000 --> 00:18:33.000]  這三個節期所有以色列的男子
[00:18:33.000 --> 00:18:36.000]  成年的男子都要去到耶路撒冷
[00:18:36.000 --> 00:18:39.000]  來敬拜神來慶祝
[00:18:39.000 --> 00:18:41.000]  他們回到耶路撒冷的聖殿
[00:18:41.000 --> 00:18:44.000]  是要為自己獻祭贖罪
[00:18:44.000 --> 00:18:49.000]  然後還要為國家為君王來禱告
[00:18:49.000 --> 00:18:52.000]  就好像詩篇的七十二篇
[00:18:52.000 --> 00:18:54.000]  獻給所羅門的詩篇
[00:18:54.000 --> 00:18:58.000]  提到人民要不斷地為他們的王來禱告
[00:18:58.000 --> 00:19:01.000]  我相信這就是原因
[00:19:01.000 --> 00:19:05.000]  為何在這個時候突然間提到這三個節期
[00:19:05.000 --> 00:19:09.000]  所羅門不單止對外有他的手段
[00:19:09.000 --> 00:19:12.000]  不單止他鞏固了自己的王國
[00:19:12.000 --> 00:19:18.000]  他也希望人民為國家為自己來禱告
[00:19:18.000 --> 00:19:21.000]  其實有關這三個節期
[00:19:21.000 --> 00:19:25.000]  所羅門真的遵守了摩西的律法
[00:19:25.000 --> 00:19:27.000]  因為關於這三個節期
[00:19:27.000 --> 00:19:31.000]  在摩西律法裡面也有講得很詳細
[00:19:31.000 --> 00:19:36.000]  所羅門也執行了大衛對祭司利美人
[00:19:36.000 --> 00:19:39.000]  在聖殿當中侍奉的規則
[00:19:39.000 --> 00:19:44.000]  就是在歷代誌上的二十三章至二十六章都有提到
[00:19:44.000 --> 00:19:49.000]  所羅門也提供了節期安息日和月朔
[00:19:49.000 --> 00:19:54.000]  一切的祭物甚至燒香的香料
[00:19:54.000 --> 00:19:57.000]  所羅門也準備了這一切
[00:19:57.000 --> 00:19:59.000]  已經講了第一個原因
[00:19:59.000 --> 00:20:03.000]  為何作者突然間會提到這三個節期
[00:20:03.000 --> 00:20:07.000]  就是希望以色列人民會為他們的國家
[00:20:07.000 --> 00:20:10.000]  為他們的王來禱告
[00:20:10.000 --> 00:20:12.000]  還有第二個原因
[00:20:12.000 --> 00:20:14.000]  相信是作者的一個伏筆
[00:20:14.000 --> 00:20:19.000]  因為講到這三個節期之前的那節經文是甚麼
[00:20:19.000 --> 00:20:21.000]  是九章二十四節
[00:20:21.000 --> 00:20:25.000]  講到所羅門將伯魯的女兒從大衛城
[00:20:25.000 --> 00:20:29.000]  搬到所羅門為他建造的宮裡
[00:20:29.000 --> 00:20:30.000]  有沒有見到?
[00:20:30.000 --> 00:20:32.000]  作者又一次給我們見到
[00:20:32.000 --> 00:20:38.000]  在所羅門講到要去聖殿三個節期來敬拜神
[00:20:38.000 --> 00:20:40.000]  獻祭給神之前講甚麼?
[00:20:40.000 --> 00:20:47.000]  所羅門先將他自己的太太安置在新的宮殿裡面
[00:20:47.000 --> 00:20:49.000]  又一次給我們見到
[00:20:49.000 --> 00:20:51.000]  作者好像在暗示
[00:20:51.000 --> 00:20:54.000]  所羅門的優先次序又出現問題
[00:20:54.000 --> 00:20:56.000]  先照顧他自己的太太
[00:20:56.000 --> 00:20:59.000]  然後才想到神的工作
[00:20:59.000 --> 00:21:00.000]  所以我說
[00:21:00.000 --> 00:21:06.000]  獵王紀尚作者的文筆真的非常精彩
[00:21:06.000 --> 00:21:08.000]  講完了三點
[00:21:08.000 --> 00:21:14.000]  第四點就是所羅門擴張他海上的勢力
[00:21:14.000 --> 00:21:16.000]  所羅門是一個偉大的企業家
[00:21:16.000 --> 00:21:20.000]  他跟很多國家都簽訂了文約和協定
[00:21:20.000 --> 00:21:26.000]  所以他也需要有一支很強的海軍來幫他
[00:21:26.000 --> 00:21:28.000]  但問題是甚麼?
[00:21:28.000 --> 00:21:31.000]  以色列人都是內陸的居民
[00:21:31.000 --> 00:21:33.000]  他們不懂水性
[00:21:33.000 --> 00:21:35.000]  所以所羅門又怎樣?
[00:21:35.000 --> 00:21:38.000]  又去依賴他的好朋友希蘭
[00:21:38.000 --> 00:21:41.000]  因為推羅國是甚麼人?
[00:21:41.000 --> 00:21:43.000]  是斐尼基人
[00:21:43.000 --> 00:21:45.000]  他們是海上人家
[00:21:45.000 --> 00:21:47.000]  他們是水手
[00:21:47.000 --> 00:21:49.000]  所以所羅門又邀請他們
[00:21:49.000 --> 00:21:54.000]  為他訓練一支海上的軍隊
[00:21:54.000 --> 00:21:55.000]  而經文說
[00:21:55.000 --> 00:21:57.000]  所羅門在以東地
[00:21:57.000 --> 00:22:02.000]  紅海邊靠近以陸的以洵嘉別這個地方
[00:22:02.000 --> 00:22:04.000]  製造船隻
[00:22:04.000 --> 00:22:07.000]  而在1938年至1939年
[00:22:07.000 --> 00:22:11.000]  考古學家的確在以洵嘉別的地方
[00:22:11.000 --> 00:22:14.000]  找到有鑄銅廠
[00:22:14.000 --> 00:22:16.000]  鑄銅廠就是鑄造銅器
[00:22:16.000 --> 00:22:18.000]  用來給船隻
[00:22:18.000 --> 00:22:20.000]  所以很多學者認為
[00:22:20.000 --> 00:22:26.000]  這個就是其中所羅門用來建造船隻的一個廠
[00:22:26.000 --> 00:22:28.000]  這些船隻
[00:22:28.000 --> 00:22:31.000]  就可以運輸很多很多的貢品
[00:22:31.000 --> 00:22:33.000]  回到以色列
[00:22:33.000 --> 00:22:35.000]  其中經文提到
