
[00:00:00.000 --> 00:00:02.560]  大堅指揮部主 黎平安
[00:04:21.680 --> 00:04:24.000]  第一 聽眾不同
[00:04:24.000 --> 00:04:27.520]  這是第二代的意識理人
[00:04:27.520 --> 00:04:29.640]  第一代很多都死了在曠野裡
[00:04:29.640 --> 00:04:31.600]  因為他們進不了迦南地
[00:04:31.600 --> 00:04:33.880]  所以聽眾不同
[00:04:33.880 --> 00:04:37.040]  而且摩西選擇這個時候再講
[00:04:37.040 --> 00:04:39.120]  就是要預備他們
[00:04:39.120 --> 00:04:40.480]  這個屬靈的裝備
[00:04:40.480 --> 00:04:43.040]  要預備他們進入迦南地
[00:04:43.040 --> 00:04:44.320]  再重新去講
[00:04:44.320 --> 00:04:48.360]  就好像我們小時候來英國的時候
[00:04:48.360 --> 00:04:50.840]  臨走的時候媽 爸爸就說清楚了
[00:04:50.840 --> 00:04:52.520]  去到外國那裡怎樣怎樣
[00:04:52.520 --> 00:04:53.760]  不要這樣 不要這樣
[00:04:53.760 --> 00:04:56.320]  又不要用心讀書
[00:04:56.320 --> 00:04:58.760]  臨別贈言 即是快要走了
[00:04:58.760 --> 00:05:01.120]  快要進入一個新的地方
[00:05:01.120 --> 00:05:05.320]  摩西語重心長就要講給他們聽這件事
[00:05:05.320 --> 00:05:08.200]  這個是很重要的
[00:05:08.200 --> 00:05:12.200]  因為我們 其實我們很善忘
[00:05:12.200 --> 00:05:15.000]  今天我們看回聖經
[00:05:15.000 --> 00:05:16.440]  我們看完七阿俠記
[00:05:16.440 --> 00:05:19.400]  我們看利美記 文素記
[00:05:19.400 --> 00:05:22.120]  當然很快催
[00:05:22.120 --> 00:05:24.840]  可能一個月後就去看新明記
[00:05:24.840 --> 00:05:26.800]  我們記憶猶新
[00:05:26.800 --> 00:05:27.880]  七阿俠記講的那些話
[00:05:27.880 --> 00:05:30.280]  我們會覺得摩西講來講去都是這樣
[00:05:30.280 --> 00:05:33.240]  但不要忘記 其實是隔了四十年
[00:05:33.240 --> 00:05:33.880]  是嗎
[00:05:33.880 --> 00:05:35.320]  你要明白這件事
[00:05:35.320 --> 00:05:39.560]  第二就是
[00:05:39.560 --> 00:05:41.840]  他的對象是不同了
[00:05:41.840 --> 00:05:46.680]  是四十年後一幫新的以色列人
[00:05:46.680 --> 00:05:48.920]  所以我們是要重複這件事
[00:05:48.920 --> 00:05:50.240]  人是善忘的
[00:05:50.240 --> 00:05:52.160]  我們都是很善忘的
[00:05:52.160 --> 00:05:54.720]  我們兩個原因
[00:05:54.720 --> 00:05:57.600]  一就是我們年紀大我們善忘
[00:05:57.600 --> 00:06:00.960]  這個沒有辦法 我們的腦退化
[00:06:00.960 --> 00:06:03.400]  知不知道我們腦多少歲開始退化
[00:06:03.400 --> 00:06:04.480]  知不知道
[00:06:04.480 --> 00:06:05.240]  五十嗎
[00:06:05.240 --> 00:06:06.680]  不是
[00:06:06.680 --> 00:06:08.400]  五歲
[00:06:08.400 --> 00:06:09.320]  是
[00:06:09.320 --> 00:06:11.440]  其實我們的腦策戰最厲害就是五歲
[00:06:11.440 --> 00:06:14.000]  五歲之後就不再發展下去
[00:06:14.000 --> 00:06:15.240]  不再發展下去就是退化
[00:06:15.240 --> 00:06:15.920]  不進則退
[00:06:15.920 --> 00:06:18.080]  細胞有壽命
[00:06:18.080 --> 00:06:20.320]  所以為什麼小朋友這麼聰明
[00:06:20.320 --> 00:06:21.720]  要學幾個文字
[00:06:21.720 --> 00:06:23.360]  幾個語言要小時候開始學
[00:06:23.360 --> 00:06:25.480]  他們學比我們快很多
[00:06:25.480 --> 00:06:27.200]  當然不覺得
[00:06:27.200 --> 00:06:29.720]  你不會覺得兒子七歲就已經退化
[00:06:29.720 --> 00:06:31.440]  是就不得了了
[00:06:31.440 --> 00:06:33.840]  但是其實是的
[00:06:33.840 --> 00:06:38.480]  當然年紀越大就一直開始退化
[00:06:38.480 --> 00:06:41.720]  我們另外一個原因就不是退化
[00:06:41.720 --> 00:06:44.200]  是我們選擇不記得
[00:06:44.200 --> 00:06:47.080]  選擇性失憶有沒有聽過
[00:06:47.080 --> 00:06:50.920]  有些不中聽的東西我們就不聽
[00:06:50.920 --> 00:06:52.480]  其實我們人是這樣的
[00:06:52.480 --> 00:06:56.480]  很多時候我們遇到困難的時候
[00:06:56.480 --> 00:06:57.760]  就是我們信徒
[00:06:57.760 --> 00:06:59.200]  遇到困難的時候
[00:06:59.200 --> 00:07:04.040]  我們就用自己的方法去解決問題
[00:07:04.040 --> 00:07:06.520]  我們忘記了上帝的同在
[00:07:06.520 --> 00:07:08.280]  因為我覺得很慢
[00:07:08.280 --> 00:07:10.240]  要我祈禱
[00:07:10.240 --> 00:07:12.320]  要等候上帝的答覆
[00:07:12.320 --> 00:07:14.440]  這些問題已經在這裡
[00:07:14.440 --> 00:07:17.080]  我用我自己的方法解決
[00:07:17.080 --> 00:07:17.880]  是不是
[00:07:17.880 --> 00:07:20.520]  通常用自己的方法解決就一定怎樣
[00:07:20.520 --> 00:07:22.200]  就有個人的私慾在裡面
[00:07:22.200 --> 00:07:23.800]  個人的驕傲
[00:07:23.800 --> 00:07:25.560]  又有罪性在裡面
[00:07:25.560 --> 00:07:28.600]  我們求是求自己的益處
[00:07:28.600 --> 00:07:30.600]  我們不會求別人的益處
[00:07:30.600 --> 00:07:32.360]  拿最好的好處
[00:07:32.360 --> 00:07:34.720]  我們用這些方法解決問題
[00:07:34.720 --> 00:07:35.880]  我們不要這樣求問上帝
[00:07:35.880 --> 00:07:37.960]  我們忘記了上帝
[00:07:37.960 --> 00:07:39.720]  當我們生活很順利的時候
[00:07:39.720 --> 00:07:41.360]  我們更加忘記上帝
[00:07:41.360 --> 00:07:43.800]  也不需要上帝了
[00:07:43.800 --> 00:07:44.360]  是不是
[00:07:44.360 --> 00:07:46.240]  不需要了
[00:07:46.240 --> 00:07:48.000]  人是很善忘的
[00:07:48.000 --> 00:07:49.120]  我初來英國的時候
[00:07:49.120 --> 00:07:52.040]  我來讀寄宿學校
[00:07:52.040 --> 00:07:53.760]  我常常說十三歲來寄宿學校
[00:07:53.760 --> 00:07:55.280]  就來了五年
[00:07:55.280 --> 00:07:57.440]  讀了五年寄宿學校
[00:07:57.440 --> 00:08:00.520]  臨走之前我媽媽臨別震言
[00:08:00.520 --> 00:08:01.760]  語重心長就說
[00:08:01.760 --> 00:08:04.720]  兒子你回到英國這麼遠的地方
[00:08:04.720 --> 00:08:07.880]  你有空就寫一些信回來
[00:08:07.880 --> 00:08:08.920]  報一下平安
[00:08:08.920 --> 00:08:10.440]  說一下生活
[00:08:10.440 --> 00:08:16.240]  她說最好一個星期一封
[00:08:16.240 --> 00:08:18.680]  最好用中文寫
[00:08:18.680 --> 00:08:20.560]  也有原因的
[00:08:20.560 --> 00:08:22.920]  怕我忘記了中文
[00:08:22.920 --> 00:08:24.120]  我來到之後
[00:08:24.120 --> 00:08:25.400]  我又不是善忘的
[00:08:25.400 --> 00:08:27.560]  又不是選擇性記憶的
[00:08:27.560 --> 00:08:29.360]  最大問題就是我來到之後
[00:08:29.360 --> 00:08:30.720]  很忙的
[00:08:30.720 --> 00:08:33.200]  遇到很多困難
[00:08:33.200 --> 00:08:35.240]  又不習慣英國的生活
[00:08:35.240 --> 00:08:36.240]  又不習慣天氣
[00:08:36.240 --> 00:08:38.120]  又不習慣食物
[00:08:38.120 --> 00:08:40.120]  現在說的是上世紀七十年代
[00:08:40.120 --> 00:08:42.520]  不是現在你這麼休閒的生活
[00:08:42.520 --> 00:08:43.960]  是刻苦
[00:08:43.960 --> 00:08:44.800]  那我覺得
[00:08:44.800 --> 00:08:48.520]  喂 跟媽媽說做什麼呢
[00:08:48.520 --> 00:08:50.760]  說了她能幫我嗎
[00:08:50.760 --> 00:08:52.000]  是不是
[00:08:52.000 --> 00:08:54.480]  讓她擔心
[00:08:54.480 --> 00:08:56.640]  有些問題想問她
[00:08:56.640 --> 00:08:59.760]  她答得我來已經是兩個禮拜後了
[00:08:59.760 --> 00:09:01.080]  寄信
[00:09:01.080 --> 00:09:01.920]  是不是
[00:09:01.920 --> 00:09:03.280]  所以不要煩她了
[00:09:03.280 --> 00:09:04.360]  我自己搞定
[00:09:04.360 --> 00:09:05.240]  不記得寫信
[00:09:05.240 --> 00:09:07.960]  其實就是選擇性失憶那時候
[00:09:07.960 --> 00:09:10.680]  OK 回去當然被人罵了
[00:09:10.680 --> 00:09:12.240]  我忘記一件事
[00:09:12.240 --> 00:09:14.320]  忘記一件最重要的就是
[00:09:14.320 --> 00:09:15.760]  雖然我家裡有一點
[00:09:15.760 --> 00:09:18.680]  但是我媽媽掛念著我
[00:09:18.680 --> 00:09:20.440]  小朋友怎麼會懂得這麼想呢
[00:09:20.440 --> 00:09:21.320]  是不是
[00:09:21.320 --> 00:09:22.840]  當年不懂得這麼想
[00:09:22.840 --> 00:09:25.320]  現在做了人父母就懂得這麼想
[00:09:25.320 --> 00:09:27.000]  做人父母也知道的 是不是
[00:09:27.000 --> 00:09:28.040]  那些小朋友長大了
[00:09:28.040 --> 00:09:29.280]  讓他出去玩玩
[00:09:29.280 --> 00:09:30.360]  他的朋友家人
[00:09:30.360 --> 00:09:32.240]  最重要WhatsApp回來
[00:09:32.240 --> 00:09:32.960]  報個平安
[00:09:32.960 --> 00:09:35.200]  讓我知道你到了
[00:09:35.200 --> 00:09:38.560]  十次有九次他都不會WhatsApp回來
[00:09:38.560 --> 00:09:40.760]  去玩嘛
[00:09:40.760 --> 00:09:42.360]  為什麼要WhatsApp
[00:09:42.360 --> 00:09:43.800]  有沒有問題
[00:09:43.800 --> 00:09:46.640]  沒問題我們就忘記了上帝
[00:09:46.640 --> 00:09:49.640]  沒問題我們就撤了禱告
[00:09:49.640 --> 00:09:50.000]  是不是
[00:09:50.000 --> 00:09:51.080]  一樣的原理
[00:09:51.080 --> 00:09:52.440]  所以摩西要告訴你
[00:09:52.440 --> 00:09:54.000]  特別這件事就是
[00:09:54.000 --> 00:09:57.160]  摩西知道過了約旦河
[00:09:57.160 --> 00:10:01.080]  他們去到一個很凶險的地方
[00:10:01.080 --> 00:10:02.840]  一個不熟悉的地方
[00:10:02.840 --> 00:10:05.400]  一個外邦人的地方
[00:10:05.400 --> 00:10:07.200]  沒錯 他們在曠野那裡
[00:10:07.200 --> 00:10:09.480]  他們也會遇到外邦人
[00:10:09.480 --> 00:10:10.520]  也有打過仗
[00:10:10.520 --> 00:10:11.760]  但是那些很有限
[00:10:11.760 --> 00:10:13.080]  他們都是遊牧民族
[00:10:13.080 --> 00:10:14.160]  但是你去到加南地
[00:10:14.160 --> 00:10:17.080]  那些外邦人已經在那裡
[00:10:17.080 --> 00:10:19.080]  是他們的地頭
[00:10:19.080 --> 00:10:22.480]  你踩進他們的地頭 你明不明白
[00:10:22.480 --> 00:10:23.000]  是嗎
[00:10:23.000 --> 00:10:26.760]  等於我家我住香港
[00:10:26.760 --> 00:10:28.920]  住九龍城
[00:10:28.920 --> 00:10:30.840]  但是城寨我從來不敢踩進去的
[00:10:30.840 --> 00:10:31.840]  知不知道
[00:10:31.840 --> 00:10:33.160]  父母早就說了
[00:10:33.160 --> 00:10:33.920]  一條街而已
[00:10:33.920 --> 00:10:35.720]  你不要進去那裡
[00:10:35.720 --> 00:10:36.280]  不要貪得意
[00:10:36.280 --> 00:10:37.920]  進去看看什麼
[00:10:37.920 --> 00:10:40.160]  別人的地頭嘛
[00:10:40.160 --> 00:10:43.240]  而且那些人去到這個地方的時候
[00:10:43.240 --> 00:10:45.080]  摩西知道過了那邊
[00:10:45.080 --> 00:10:47.040]  會有很多凶險
[00:10:47.040 --> 00:10:48.760]  有很多的隱憂
[00:10:48.760 --> 00:10:50.520]  因為那些人是拜巴力的
[00:10:50.520 --> 00:10:52.240]  是拜偶像的
[00:10:52.240 --> 00:10:54.480]  他們是過血氣的生活
[00:10:54.480 --> 00:10:56.880]  過肉體的生活
[00:10:56.880 --> 00:10:59.440]  他們行爺眼中看為惡事的
[00:10:59.440 --> 00:11:01.840]  所以摩西千叮萬囑
[00:11:01.840 --> 00:11:05.640]  就要他們清楚明白他們的身份
[00:11:05.640 --> 00:11:07.920]  他們要清楚明白上帝的律例
[00:11:07.920 --> 00:11:09.560]  才讓他們過河
[00:11:09.560 --> 00:11:12.360]  這也是摩西的錯綜
[00:11:12.360 --> 00:11:14.480]  當然我們後來也知道
[00:11:14.480 --> 00:11:16.080]  以色列人是跌倒的
[00:11:16.080 --> 00:11:19.280]  整族人跌倒 連皇帝也跌倒
[00:11:19.280 --> 00:11:21.760]  結果就亡國
[00:11:21.760 --> 00:11:27.040]  CP106篇7節13節很清楚說到
[00:11:27.040 --> 00:11:29.640]  這個詩人說回 抑述回之前
[00:11:29.640 --> 00:11:31.920]  他說我們祖宗在埃及
[00:11:31.920 --> 00:11:33.280]  不明白你的歧視
[00:11:33.280 --> 00:11:35.880]  不紀念你豐盛的慈愛
[00:11:35.880 --> 00:11:38.320]  反倒在紅海中行了博弈
[00:11:38.320 --> 00:11:41.080]  很快地他們就忘了
[00:11:41.080 --> 00:11:42.120]  他的理的作為
[00:11:42.120 --> 00:11:43.800]  不仰望你的指引
[00:11:43.800 --> 00:11:45.960]  說得很對
[00:11:45.960 --> 00:11:48.000]  他們在埃及被拯救出來
[00:11:48.000 --> 00:11:51.280]  上帝施行了多少的歧視
[00:11:51.280 --> 00:11:53.320]  十災才讓他們可以
[00:11:53.320 --> 00:11:55.480]  法律師讓他們走
[00:11:55.480 --> 00:11:57.040]  到了曠野的時候
[00:11:57.040 --> 00:12:01.240]  他們得到多少豐盛的慈愛
[00:12:01.240 --> 00:12:05.240]  但是他們都忘記了
[00:12:05.240 --> 00:12:07.120]  所以新明記八章二至五節
[00:12:07.120 --> 00:12:08.920]  摩西提醒他們
[00:12:08.920 --> 00:12:11.120]  他說你們要記得
[00:12:11.120 --> 00:12:12.640]  這四十年耶和華
[00:12:12.640 --> 00:12:16.080]  你的上帝在曠野一路引導你
[00:12:16.080 --> 00:12:19.560]  是要磨練你 考驗你
[00:12:19.560 --> 00:12:21.280]  唯要知道你的心如何
[00:12:21.280 --> 00:12:25.080]  是否願意遵守祂的誡命
[00:12:25.080 --> 00:12:29.480]  原來我們在今天現代的曠野的時間
[00:12:29.480 --> 00:12:32.400]  上帝不斷磨練我們 考驗我們
[00:12:32.400 --> 00:12:32.920]  所以我經常說
[00:12:32.920 --> 00:12:35.600]  信了耶穌你不會一帆風順
[00:12:35.600 --> 00:12:37.120]  也不會特別壞
[00:12:37.120 --> 00:12:38.720]  但是不會特別好
[00:12:38.720 --> 00:12:41.000]  環境沒有改變
[00:12:41.000 --> 00:12:42.040]  但是你的心態改變
[00:12:42.040 --> 00:12:43.520]  因為你現在是依靠上帝
[00:12:43.520 --> 00:12:45.040]  這是一個分別
[00:12:45.040 --> 00:12:47.720]  但是環境來到的時候
[00:12:47.720 --> 00:12:49.120]  就不是一個奏作
[00:12:49.120 --> 00:12:51.000]  而是一個磨練
[00:12:51.000 --> 00:12:52.880]  是一個考驗
[00:12:52.880 --> 00:12:54.680]  要經歷考驗
[00:12:54.680 --> 00:12:56.040]  為什麼要這樣做
[00:12:56.040 --> 00:12:59.080]  因為上帝要看看我們的心如何
[00:12:59.080 --> 00:13:02.680]  是否願意遵守祂的誡命
[00:13:02.680 --> 00:13:03.800]  和釋迦爾斯人一樣
[00:13:03.800 --> 00:13:05.960]  我們今天遇到試探的時候
[00:13:05.960 --> 00:13:09.440]  我們究竟是否用自己的方法去解決
[00:13:09.440 --> 00:13:11.280]  是否跟外族的人
[00:13:11.280 --> 00:13:12.920]  不信主人同流合污
[00:13:12.920 --> 00:13:14.160]  他們說什麼我們又說什麼
[00:13:14.160 --> 00:13:18.080]  是否跟隨世代的屬血氣的潮流
[00:13:18.080 --> 00:13:20.080]  還是我們仍然沒有忘記
[00:13:20.080 --> 00:13:22.680]  上帝指引的誡命
[00:13:22.680 --> 00:13:25.520]  是一樣的
[00:13:25.520 --> 00:13:26.440]  摩西說
[00:13:26.440 --> 00:13:27.440]  上帝磨練你
[00:13:27.440 --> 00:13:28.360]  任你飢餓
[00:13:28.360 --> 00:13:32.640]  將你和列祖所不認識的瑪拿次給你
[00:13:32.640 --> 00:13:34.920]  使你知道人活著不是單靠食物
[00:13:34.920 --> 00:13:35.880]  乃是靠夜話
[00:13:35.880 --> 00:13:38.000]  口裡所說的一切話
[00:13:38.000 --> 00:13:38.880]  摩西說得很清楚
[00:13:38.880 --> 00:13:39.920]  最簡單的一件事
[00:13:39.920 --> 00:13:42.320]  衣食住行 食物最重要
[00:13:42.320 --> 00:13:47.040]  我們香港人吃是最重要的
[00:13:47.040 --> 00:13:49.960]  削衫穿普通的衣服就可以
[00:13:49.960 --> 00:13:53.720]  駕駛沙車前七代步
[00:13:53.720 --> 00:13:55.160]  住就有瓦遮頭
[00:13:55.160 --> 00:13:56.000]  食物最重要
[00:13:56.000 --> 00:13:58.000]  食好東西
[00:13:58.000 --> 00:13:59.080]  你看我們這個崇拜主席
[00:13:59.080 --> 00:14:02.400]  在香港吃完回來也伸廣體半
[00:14:02.400 --> 00:14:03.720]  就知道了
[00:14:03.720 --> 00:14:05.560]  食物是重要的
[00:14:05.560 --> 00:14:12.080]  我們饑荒遇到以色列人
[00:14:12.080 --> 00:14:13.720]  上帝給他們什麼
[00:14:13.720 --> 00:14:15.800]  不是包心刺肚
[00:14:15.800 --> 00:14:16.920]  不是龍蝦鮑魚
[00:14:16.920 --> 00:14:18.320]  沒有這些好東西
[00:14:18.320 --> 00:14:19.600]  最基本的
[00:14:19.600 --> 00:14:20.920]  而且他們是瑪拿
[00:14:20.920 --> 00:14:22.600]  是不認識的瑪拿
[00:14:22.600 --> 00:14:24.280]  我給你一坨東西
[00:14:24.280 --> 00:14:25.400]  你吃了它
[00:14:25.400 --> 00:14:26.000]  什麼來的
[00:14:26.000 --> 00:14:27.760]  不告訴別人什麼
[00:14:27.760 --> 00:14:30.320]  你憑信心去吃
[00:14:30.320 --> 00:14:31.480]  但是他吃了以後
[00:14:31.480 --> 00:14:33.880]  以色列人又很壯健
[00:14:33.880 --> 00:14:35.360]  很夠營養
[00:14:35.360 --> 00:14:36.320]  好不好吃就不知道了
[00:14:36.320 --> 00:14:37.480]  相信不是很好吃
[00:14:37.480 --> 00:14:41.800]  但是肯定不是色香味
[00:14:41.800 --> 00:14:44.800]  接著摩西就說這句話
[00:14:44.800 --> 00:14:48.480]  上帝這樣做是告訴你什麼呢
[00:14:48.480 --> 00:14:51.240]  人活著不是單靠食物
[00:14:51.240 --> 00:14:52.560]  是靠上帝所說的話
[00:14:52.560 --> 00:14:53.760]  上帝給你瑪拿
[00:14:53.760 --> 00:14:54.440]  你就吃瑪拿
[00:14:54.440 --> 00:14:55.200]  你就行了
[00:14:55.200 --> 00:14:57.680]  不是靠食物有多好
[00:14:57.680 --> 00:14:58.360]  多漂亮
[00:14:58.360 --> 00:15:00.160]  多豐富
[00:15:00.160 --> 00:15:01.320]  只要你足夠
[00:15:01.320 --> 00:15:01.720]  飽
[00:15:01.720 --> 00:15:02.800]  夠營養
[00:15:02.800 --> 00:15:04.400]  所以是靠著耶和華
[00:15:04.400 --> 00:15:05.960]  口裡所說的一切話
[00:15:05.960 --> 00:15:07.400]  不是靠食物
[00:15:07.400 --> 00:15:09.240]  大家很熟悉這個金句
[00:15:09.240 --> 00:15:11.640]  幾次聽過
[00:15:11.640 --> 00:15:13.960]  耶穌被試探的時候
[00:15:13.960 --> 00:15:14.840]  四十
[00:15:14.840 --> 00:15:15.600]  不是四十年
[00:15:15.600 --> 00:15:18.760]  四十天在曠野飢餓的時候
[00:15:18.760 --> 00:15:21.560]  魔鬼的試探來到
[00:15:21.560 --> 00:15:22.000]  是不是
[00:15:22.000 --> 00:15:23.520]  說你耶穌的兒子
[00:15:23.520 --> 00:15:24.360]  說耶穌
[00:15:24.360 --> 00:15:25.640]  說你上帝
[00:15:25.640 --> 00:15:27.920]  你將那些石頭變成麵包
[00:15:27.920 --> 00:15:28.720]  耶穌就回答他
[00:15:28.720 --> 00:15:30.600]  人活著不是單靠食物
[00:15:30.600 --> 00:15:32.160]  是靠上帝所說的一切話
[00:15:32.160 --> 00:15:36.600]  這個原來是出自摩西在《生命記》所說的一切話
[00:15:36.600 --> 00:15:38.120]  接著摩西在《生命記》又說
[00:15:38.120 --> 00:15:40.680]  這四十年你身上的衣服沒有穿破
[00:15:40.680 --> 00:15:42.600]  你的腳也沒有腫
[00:15:42.600 --> 00:15:43.760]  你心裡要知道耶和華
[00:15:43.760 --> 00:15:44.880]  你再上帝管教你
[00:15:44.880 --> 00:15:46.320]  像人管教兒女一樣
[00:15:46.320 --> 00:15:48.640]  今天我們上帝管教我們
[00:15:48.640 --> 00:15:50.040]  就好像我們管教兒女
[00:15:50.040 --> 00:15:51.000]  我們管教兒女
[00:15:51.000 --> 00:15:53.000]  不一定給他最好的
[00:15:53.000 --> 00:15:54.720]  但是要給他們最安全
[00:15:54.720 --> 00:15:55.960]  足夠
[00:15:55.960 --> 00:15:58.480]  我們兒女穿的衣服不會穿破洞的
[00:15:58.480 --> 00:16:00.560]  我們情願我們穿的衣服穿破洞
[00:16:00.560 --> 00:16:01.320]  是不是
[00:16:01.320 --> 00:16:04.280]  很多人都是這樣的
[00:16:04.280 --> 00:16:07.360]  我們要疼愛我們的子女
[00:16:07.360 --> 00:16:09.960]  我小時候上學的時候
[00:16:09.960 --> 00:16:12.080]  其實小朋友買鞋子就不應該買那麼貴
[00:16:12.080 --> 00:16:12.560]  為什麼
[00:16:12.560 --> 00:16:15.080]  因為鞋子很快是媽媽穿的
[00:16:15.080 --> 00:16:17.800]  但是父母疼愛我
[00:16:17.800 --> 00:16:19.200]  我穿什麼鞋子呢
[00:16:19.200 --> 00:16:22.280]  英國名牌的Clark's
[00:16:22.280 --> 00:16:24.000]  奇諾鞋
[00:16:24.000 --> 00:16:29.880]  就要去永安那麼大的來老公司
[00:16:29.880 --> 00:16:31.480]  現在香港還有沒有永安
[00:16:31.480 --> 00:16:32.280]  還有是不是
[00:16:32.280 --> 00:16:33.440]  我沒有去很久
[00:16:33.440 --> 00:16:38.320]  那就四十多塊錢一對
[00:16:38.320 --> 00:16:40.280]  很厲害的四十多塊錢一對
[00:16:40.280 --> 00:16:42.400]  雲吞麵是一塊錢而已
[00:16:42.400 --> 00:16:44.640]  OK
[00:16:44.640 --> 00:16:46.440]  我爸爸穿什麼
[00:16:46.440 --> 00:16:50.000]  國貨公司十塊錢那些
