
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹朋友,平安!
[00:02:30.000 --> 00:02:34.000]  簡單一點來說一些背景
[00:02:34.000 --> 00:02:38.000]  在2014年6月這個組織
[00:02:38.000 --> 00:02:41.000]  他們改名叫伊斯蘭國
[00:02:41.000 --> 00:02:45.000]  簡單一點我們也容易記
[00:02:45.000 --> 00:02:50.000]  這個組織其實牽涉到
[00:02:50.000 --> 00:02:55.000]  伊斯蘭的遜尼派和什葉派之間的鬥爭
[00:02:55.000 --> 00:02:59.000]  這個鬥爭其實已經持續了近千年
[00:02:59.000 --> 00:03:04.000]  現在的問題仍然是教派權力分配的問題
[00:03:04.000 --> 00:03:06.000]  遜尼派的薩達姆
[00:03:06.000 --> 00:03:09.000]  不知道大家還記不記得這個人
[00:03:09.000 --> 00:03:14.000]  薩達姆執政期間可以說是遜尼派養尊處優
[00:03:14.000 --> 00:03:17.000]  但在薩達姆倒台之後
[00:03:17.000 --> 00:03:20.000]  什葉派就因為他們人口的優勢
[00:03:20.000 --> 00:03:22.000]  和得到美國的支持
[00:03:22.000 --> 00:03:26.000]  所以他們就迅速獲得政治的權力
[00:03:26.000 --> 00:03:29.000]  利用了遜尼派的強烈不滿
[00:03:29.000 --> 00:03:34.000]  伊斯蘭國的崛起正正就是利用了這些不滿
[00:03:34.000 --> 00:03:42.000]  使得他們可以很快速地攻佔遜尼派聚集的伊拉克北部地區
[00:03:42.000 --> 00:03:47.000]  伊斯蘭國其實他們在1999年就已經發跡了
[00:03:47.000 --> 00:03:52.000]  但是從2009年開始他們就日益茁壯
[00:03:52.000 --> 00:03:57.000]  2013年他們就開始佔據了全球媒體的版面
[00:03:57.000 --> 00:04:00.000]  他憑藉的就是一個叫做
[00:04:00.000 --> 00:04:02.000]  戰爭等於神的祝福
[00:04:02.000 --> 00:04:08.000]  這樣的一個邏輯去強化他們內部的信心
[00:04:08.000 --> 00:04:14.000]  善用社群的媒體來吸引更多的人來加入
[00:04:14.000 --> 00:04:19.000]  這個ISIS並不是一般的恐怖組織
[00:04:19.000 --> 00:04:23.000]  事實上這個伊斯蘭國他們真正的目的
[00:04:23.000 --> 00:04:28.000]  就不是單單去獲取他們所在國家的權力
[00:04:28.000 --> 00:04:36.000]  而是他們要在中東地區建立一個政教合一的遜尼派的哈里法國
[00:04:36.000 --> 00:04:42.000]  這個哈里法國的名詞其實意思就是說純粹的伊斯蘭國家
[00:04:42.000 --> 00:04:47.000]  並且他們立志要去消滅這個什葉派
[00:04:47.000 --> 00:04:54.000]  伊斯蘭國從恐怖組織轉型到自稱為國家實體
[00:04:54.000 --> 00:04:59.000]  包括有軍隊領土政府和人民的國家實體
[00:04:59.000 --> 00:05:06.000]  他們的建立自稱正在開拓神的國度
[00:05:06.000 --> 00:05:12.000]  他們有一句說話就是多一吋的土地就等於多一分神的祝福
[00:05:12.000 --> 00:05:15.000]  你看到他們這麼努力去做很多的事情
[00:05:15.000 --> 00:05:22.000]  但其實他們帶來的結果卻是傷害很多很多的無辜
[00:05:22.000 --> 00:05:29.000]  我們看上去好像伊斯蘭國有很大的一個鴻圖偉良
[00:05:29.000 --> 00:05:34.000]  但是無論他們的心智有多大
[00:05:34.000 --> 00:05:38.000]  他們透過恐怖襲擊去達到目的
[00:05:38.000 --> 00:05:41.000]  並且帶來很多無辜的死傷
[00:05:41.000 --> 00:05:45.000]  其實已經令到我們這一班人
[00:05:45.000 --> 00:05:50.000]  我們這個世界都在否定他們的價值
[00:05:50.000 --> 00:05:52.000]  但是從今天的經文裡面
[00:05:52.000 --> 00:05:56.000]  我很想和大家一起去認識另一個群體
[00:05:56.000 --> 00:06:00.000]  他們可以說是活出另一種價值觀
[00:06:00.000 --> 00:06:05.000]  以至也為這個世界帶來不一樣的影響
[00:06:05.000 --> 00:06:11.000]  首先我們看看這個新群體是怎樣誕生的
[00:06:11.000 --> 00:06:14.000]  剛才偉雄和我們讀的那段經文裡面
[00:06:14.000 --> 00:06:20.000]  我們知道當這班門徒他們在五場節的時候聚集在一起
[00:06:20.000 --> 00:06:24.000]  聖靈突然降臨在他們中間
[00:06:24.000 --> 00:06:27.000]  門徒被聖靈充滿
[00:06:27.000 --> 00:06:31.000]  他們可以說出其他國家的語言來
[00:06:31.000 --> 00:06:35.000]  導致那些猶太人誤會了
[00:06:35.000 --> 00:06:39.000]  以為這班人當然是喝醉了所以亂說話
[00:06:39.000 --> 00:06:45.000]  但是那位被聖靈充滿之後的彼得突然之間剛強壯膽起來
[00:06:45.000 --> 00:06:48.000]  他代表眾使徒站起來
[00:06:48.000 --> 00:06:52.000]  來講解到底發生什麼事
[00:06:52.000 --> 00:06:55.000]  他和這班人說
[00:06:55.000 --> 00:06:59.000]  其實我們這班人不是喝醉了
[00:06:59.000 --> 00:07:02.000]  不過神昔日已經預言
[00:07:02.000 --> 00:07:04.000]  在末後的日子
[00:07:04.000 --> 00:07:08.000]  神要將他的靈挑灌所有的人
[00:07:08.000 --> 00:07:11.000]  所以你們見到這班好像喝醉了的人
[00:07:11.000 --> 00:07:13.000]  其實不是喝醉了
[00:07:13.000 --> 00:07:18.000]  而是真的被神的靈充滿
[00:07:18.000 --> 00:07:22.000]  而彼得也乘機去做見證
[00:07:22.000 --> 00:07:27.000]  他要見證這個已經被釘死十字架的主耶穌
[00:07:27.000 --> 00:07:29.000]  已經叫他從死裡復活
[00:07:29.000 --> 00:07:37.000]  並且神也要將他納為主為基督
[00:07:37.000 --> 00:07:41.000]  當這班人聽完彼得這番說話之後
[00:07:41.000 --> 00:07:43.000]  他們的反應就是覺得擇心
[00:07:43.000 --> 00:07:49.000]  擇心的意思是他們體會到他們以前所犯過的罪
[00:07:49.000 --> 00:07:51.000]  他們都有問題他們要去改變
[00:07:51.000 --> 00:07:56.000]  所以他們就問彼得我們應該怎樣做呢
[00:07:56.000 --> 00:08:00.000]  彼得給了幾方面的教導給他們
[00:08:00.000 --> 00:08:03.000]  彼得提醒他們你們要悔改
[00:08:03.000 --> 00:08:07.000]  這個悔改不是單單承認自己有罪那麼簡單
[00:08:07.000 --> 00:08:09.000]  是要向神悔改
[00:08:09.000 --> 00:08:12.000]  是一個180度的迴轉向神
[00:08:12.000 --> 00:08:15.000]  第二就是要奉耶穌的名受洗
[00:08:15.000 --> 00:08:17.000]  洗到你的罪可以得赦免
[00:08:17.000 --> 00:08:19.000]  還有你要領受聖靈
[00:08:19.000 --> 00:08:25.000]  因為這個聖靈其實是神早就應許賜給我們的
[00:08:25.000 --> 00:08:29.000]  第三就是你們要跟世界分別出來
[00:08:29.000 --> 00:08:35.000]  因為信了神的人不可以再跟世界的人一樣
[00:08:35.000 --> 00:08:37.000]  仍然在這個彎曲的世代裡
[00:08:37.000 --> 00:08:40.000]  同行一路過著相同的生活
[00:08:40.000 --> 00:08:48.000]  彼得提醒他們這裡要脫離這個彎曲的世代
[00:08:48.000 --> 00:08:50.000]  靠的不是自己
[00:08:50.000 --> 00:08:56.000]  而是被神拯救我們脫離這個彎曲的世代
[00:08:56.000 --> 00:09:00.000]  所以當彼得說完這番說話之後
[00:09:00.000 --> 00:09:05.000]  當日接受了他的教導的人就受了洗
[00:09:05.000 --> 00:09:11.000]  還有當日的門徒增加了大約三千人
[00:09:11.000 --> 00:09:15.000]  當時他們信了之後馬上就受洗了
[00:09:15.000 --> 00:09:22.000]  你可能會問我們今天不是又要上栽培班
[00:09:22.000 --> 00:09:24.000]  不是又要上洗禮班嗎?
[00:09:24.000 --> 00:09:26.000]  沒有一年半載你都不用指意浸倒
[00:09:26.000 --> 00:09:31.000]  當時是主耶穌的時代
[00:09:31.000 --> 00:09:35.000]  當時的人直接接受了耶穌的教導
[00:09:35.000 --> 00:09:38.000]  他迴轉所以馬上就受洗
[00:09:38.000 --> 00:09:41.000]  這個信而受洗也是主耶穌當時的吩咐
[00:09:41.000 --> 00:09:43.000]  信而受洗的必定得救
[00:09:43.000 --> 00:09:45.000]  不信的必被定罪
[00:09:45.000 --> 00:09:49.000]  所以信而受洗當時是一個動作
[00:09:49.000 --> 00:09:51.000]  但今天我們時至今日
[00:09:51.000 --> 00:09:54.000]  耶穌的時代到今天已經二千多年
[00:09:54.000 --> 00:09:56.000]  已經慢慢不同了
[00:09:56.000 --> 00:09:59.000]  我們今天有很多的栽培課程
[00:09:59.000 --> 00:10:03.000]  洗禮班是我們往後發展出來的人的制度
[00:10:03.000 --> 00:10:07.000]  但其實這一切也是為了幫助缺志的人
[00:10:07.000 --> 00:10:10.000]  清楚知道自己在信什麼
[00:10:10.000 --> 00:10:11.000]  我是不是真的信
[00:10:11.000 --> 00:10:15.000]  我受洗之後加入教會有什麼意義呢
[00:10:15.000 --> 00:10:19.000]  令大家不會覺得自己好像信錯了
[00:10:19.000 --> 00:10:23.000]  彼得第一次開個人報道會
[00:10:23.000 --> 00:10:26.000]  帶領了差不多三千人信耶穌
[00:10:26.000 --> 00:10:29.000]  丙姐妹你羨慕嗎?
[00:10:29.000 --> 00:10:32.000]  你想不想你有一天可以這樣?
[00:10:32.000 --> 00:10:34.000]  我很想的
[00:10:34.000 --> 00:10:39.000]  其實我們不用覺得我沒什麼可能
[00:10:39.000 --> 00:10:41.000]  可能有可能的
[00:10:41.000 --> 00:10:43.000]  有一天神可能這樣使用你
[00:10:43.000 --> 00:10:45.000]  因為工作不是靠我們自己
[00:10:45.000 --> 00:10:46.000]  是靠聖靈
[00:10:46.000 --> 00:10:48.000]  彼得是被神的靈充滿之後
[00:10:48.000 --> 00:10:50.000]  他能夠行這件大事
[00:10:50.000 --> 00:10:53.000]  其實耶穌曾經給過我們一個這樣寶貴的應許
[00:10:53.000 --> 00:10:55.000]  我想請大家一起讀
[00:10:55.000 --> 00:10:57.000]  我實實在在告訴你們
[00:10:57.000 --> 00:11:00.000]  我所作的事信我的人也要作
[00:11:00.000 --> 00:11:03.000]  並且要作比這些更大的
[00:11:03.000 --> 00:11:06.000]  因為我往乎那裡去
[00:11:06.000 --> 00:11:09.000]  耶穌在世的時候
[00:11:09.000 --> 00:11:11.000]  在我的記憶裡
[00:11:11.000 --> 00:11:13.000]  好像沒試過一下子三千人
[00:11:13.000 --> 00:11:15.000]  所以彼得這次做這件事
[00:11:15.000 --> 00:11:17.000]  他真的好像經文所說
[00:11:17.000 --> 00:11:20.000]  作比主更大的事
[00:11:20.000 --> 00:11:23.000]  接下來我們看看這個新群體
[00:11:23.000 --> 00:11:28.000]  他們之後有什麼生活和生命的流露
[00:11:28.000 --> 00:11:32.000]  經文42節說到
[00:11:32.000 --> 00:11:37.000]  這一群人都恆心遵守使徒的教訓
[00:11:37.000 --> 00:11:39.000]  意思就是說
[00:11:39.000 --> 00:11:42.000]  使徒將耶穌基督給他們的吩咐
[00:11:42.000 --> 00:11:45.000]  用口來傳講給他們
[00:11:45.000 --> 00:11:47.000]  還有就是門徒將
[00:11:47.000 --> 00:11:50.000]  有關耶穌死而復活的見證
[00:11:50.000 --> 00:11:52.000]  都分享給他們
[00:11:52.000 --> 00:11:54.000]  這一群人就相信了
[00:11:54.000 --> 00:11:56.000]  而且他們相信
[00:11:56.000 --> 00:11:58.000]  不是說我現在聽到就相信
[00:11:58.000 --> 00:12:00.000]  下一步就不相信
[00:12:00.000 --> 00:12:02.000]  是恆心的遵守
[00:12:02.000 --> 00:12:04.000]  是常常的遵守
[00:12:04.000 --> 00:12:06.000]  不是偶然喜歡就遵守
[00:12:06.000 --> 00:12:08.000]  不喜歡就不遵守
[00:12:08.000 --> 00:12:10.000]  弟子們我們今天行主的道
[00:12:10.000 --> 00:12:12.000]  我們是不是也是這樣呢
[00:12:12.000 --> 00:12:14.000]  我們喜歡就遵守
[00:12:14.000 --> 00:12:16.000]  不喜歡就算了
[00:12:16.000 --> 00:12:18.000]  還是我們真的要去
[00:12:18.000 --> 00:12:20.000]  謹記神的教導
[00:12:20.000 --> 00:12:22.000]  常常遵守
[00:12:22.000 --> 00:12:24.000]  還有一點就是
[00:12:24.000 --> 00:12:26.000]  這一群人
[00:12:26.000 --> 00:12:29.000]  他們有一個密切團契相交的生活
[00:12:29.000 --> 00:12:31.000]  經文形容他們彼此相通
[00:12:31.000 --> 00:12:33.000]  抹餅祈禱
[00:12:33.000 --> 00:12:35.000]  這些動作
[00:12:35.000 --> 00:12:37.000]  其實是包括他們在
[00:12:37.000 --> 00:12:39.000]  屬靈上和物質上
[00:12:39.000 --> 00:12:41.000]  都有分享
[00:12:41.000 --> 00:12:43.000]  而且是每一位信徒
[00:12:43.000 --> 00:12:46.000]  都來做這些動作
[00:12:46.000 --> 00:12:49.000]  我不知道我們當中
[00:12:49.000 --> 00:12:51.000]  每一個信徒
[00:12:51.000 --> 00:12:54.000]  你只是翻崇拜就算了
[00:12:54.000 --> 00:12:56.000]  還要崇拜呢
[00:12:56.000 --> 00:12:58.000]  靜靜來靜靜去
[00:12:58.000 --> 00:13:00.000]  最好就沒有人發覺我
[00:13:00.000 --> 00:13:02.000]  最好就沒有人歡迎我
[00:13:02.000 --> 00:13:04.000]  人家又不知道我來又不知道我走
[00:13:04.000 --> 00:13:06.000]  其實這樣不是神的心意
[00:13:06.000 --> 00:13:08.000]  其實神是希望我們
[00:13:08.000 --> 00:13:11.000]  信徒之間可以彼此相通
[00:13:11.000 --> 00:13:15.000]  我們透過信徒之間的相交
[00:13:15.000 --> 00:13:17.000]  去彼此扶持
[00:13:17.000 --> 00:13:19.000]  彼此去建立
[00:13:19.000 --> 00:13:21.000]  所以我都希望我們每一位弟兄姊妹
[00:13:21.000 --> 00:13:22.000]  你相信了的
[00:13:22.000 --> 00:13:24.000]  你在教會裡不只是參加崇拜
[00:13:24.000 --> 00:13:26.000]  而是有一群你的同路人
[00:13:26.000 --> 00:13:28.000]  有你的團契生活
[00:13:28.000 --> 00:13:30.000]  或者小組的生活
[00:13:30.000 --> 00:13:32.000]  還有這一群群體
[00:13:32.000 --> 00:13:34.000]  他們是滿有能力的
[00:13:34.000 --> 00:13:36.000]  經文說他們
[00:13:36.000 --> 00:13:38.000]  行了很多的奇事神蹟
[00:13:38.000 --> 00:13:40.000]  令到見到的人都驚嘆不已
[00:13:40.000 --> 00:13:42.000]  今天你或者會問
[00:13:42.000 --> 00:13:44.000]  以前就有
[00:13:44.000 --> 00:13:46.000]  我們今天好像都見不到
[00:13:46.000 --> 00:13:48.000]  什麼神蹟奇事
[00:13:48.000 --> 00:13:50.000]  弟兄姊妹
[00:13:50.000 --> 00:13:52.000]  你有沒有見到
[00:13:52.000 --> 00:13:54.000]  你覺得現在在我們身邊
[00:13:54.000 --> 00:13:56.000]  有什麼神蹟奇事的發生
[00:13:56.000 --> 00:14:00.000]  其實我想告訴大家
[00:14:00.000 --> 00:14:02.000]  是有的
[00:14:02.000 --> 00:14:04.000]  當你今天坐在這個地方
[00:14:04.000 --> 00:14:06.000]  其實你就好像看到
[00:14:06.000 --> 00:14:08.000]  一件神蹟
[00:14:08.000 --> 00:14:10.000]  你沒有想過
[00:14:10.000 --> 00:14:12.000]  神的意象
[00:14:12.000 --> 00:14:14.000]  從一個人開始
[00:14:14.000 --> 00:14:16.000]  接著就點燃
[00:14:16.000 --> 00:14:18.000]  最後有六個人傻乎乎的
[00:14:18.000 --> 00:14:20.000]  我們一起走出來
[00:14:20.000 --> 00:14:22.000]  就開始這間教會
[00:14:22.000 --> 00:14:24.000]  你除了見到這裡
[00:14:24.000 --> 00:14:26.000]  待會你可以去隔離
[00:14:26.000 --> 00:14:28.000]  看看我們的辦公室
[00:14:28.000 --> 00:14:30.000]  這裡所有的一切
[00:14:30.000 --> 00:14:32.000]  就是我們這群笨手笨腳的人
[00:14:32.000 --> 00:14:34.000]  合手合腳
[00:14:34.000 --> 00:14:36.000]  去砌出來的
[00:14:36.000 --> 00:14:38.000]  其實在很多我們還沒做的事之先
[00:14:38.000 --> 00:14:40.000]  原來神早就為我們預備
[00:14:40.000 --> 00:14:42.000]  為我們供應一切
[00:14:42.000 --> 00:14:44.000]  你看到這個這麼漂亮的
[00:14:44.000 --> 00:14:46.000]  港台
[00:14:46.000 --> 00:14:48.000]  你知不知道師母
[00:14:48.000 --> 00:14:50.000]  她用了多少心力
[00:14:50.000 --> 00:14:52.000]  在當中多少的創意
[00:14:52.000 --> 00:14:54.000]  去佈置到這個堂
[00:14:54.000 --> 00:14:56.000]  這麼美麗
[00:14:56.000 --> 00:14:58.000]  其實
[00:14:58.000 --> 00:15:00.000]  在我們的領袖
[00:15:00.000 --> 00:15:02.000]  整個過程來說
[00:15:02.000 --> 00:15:04.000]  我們真的看著神蹟的發生
[00:15:04.000 --> 00:15:06.000]  所以其實
[00:15:06.000 --> 00:15:08.000]  仍然有神蹟
[00:15:08.000 --> 00:15:10.000]  不過這個能力不是從我們人而來
[00:15:10.000 --> 00:15:12.000]  這個能力是從神而來
[00:15:12.000 --> 00:15:16.000]  第四這個群體的特徵
[00:15:16.000 --> 00:15:18.000]  是彼此分擔扶持
[00:15:18.000 --> 00:15:20.000]  經文44-45講到
[00:15:20.000 --> 00:15:22.000]  他們凡物公勇
[00:15:22.000 --> 00:15:24.000]  並且變賣產業和財產
[00:15:24.000 --> 00:15:26.000]  按各人的需要
[00:15:26.000 --> 00:15:28.000]  分給眾人
[00:15:28.000 --> 00:15:30.000]  我們很多時候都會講
[00:15:30.000 --> 00:15:32.000]  這段經文
[00:15:32.000 --> 00:15:34.000]  凡物公勇
[00:15:34.000 --> 00:15:36.000]  但我們現在去哪間教會
[00:15:36.000 --> 00:15:38.000]  有哪間教會還有這樣做的
[00:15:38.000 --> 00:15:40.000]  你有沒有發現那間教會真的類似這樣
[00:15:40.000 --> 00:15:42.000]  有沒有
[00:15:42.000 --> 00:15:44.000]  如果有的話
[00:15:44.000 --> 00:15:46.000]  我也想去那間教會
[00:15:46.000 --> 00:15:48.000]  有很多人買一層樓
[00:15:48.000 --> 00:15:50.000]  把錢平均分給我們
[00:15:50.000 --> 00:15:52.000]  這樣也不錯
[00:15:52.000 --> 00:15:54.000]  但其實這裡的意思
[00:15:54.000 --> 00:15:56.000]  不是我們要像這裡所說
[00:15:56.000 --> 00:15:58.000]  小方你賣光你的樓了
[00:15:58.000 --> 00:16:00.000]  友文你又去買一層樓
[00:16:00.000 --> 00:16:02.000]  惠雄你又去買一層樓
[00:16:02.000 --> 00:16:04.000]  分出來
[00:16:04.000 --> 00:16:06.000]  不是這樣的
[00:16:06.000 --> 00:16:08.000]  其實他有一個特定的時代背景
[00:16:08.000 --> 00:16:10.000]  因為當時
[00:16:10.000 --> 00:16:12.000]  如果你看前一點
[00:16:12.000 --> 00:16:14.000]  你會知道有很多猶太人
[00:16:14.000 --> 00:16:16.000]  來這裡守節
[00:16:16.000 --> 00:16:18.000]  後來有些人信了主
[00:16:18.000 --> 00:16:20.000]  信了主之後
[00:16:20.000 --> 00:16:22.000]  他們會遭受一些親友的排斥
[00:16:22.000 --> 00:16:24.000]  所以他們的生活
[00:16:24.000 --> 00:16:26.000]  都會陷入困境
[00:16:26.000 --> 00:16:28.000]  所以他們很需要別人去接濟
[00:16:28.000 --> 00:16:30.000]  另外就是
[00:16:30.000 --> 00:16:32.000]  很多人是從外地來守節
[00:16:32.000 --> 00:16:34.000]  時間長
[00:16:34.000 --> 00:16:36.000]  他在這裡的時候
[00:16:36.000 --> 00:16:38.000]  他又成為了這裡的信徒
[00:16:38.000 --> 00:16:40.000]  他在這裡過教會的生活
[00:16:40.000 --> 00:16:42.000]  他就需要被接待
[00:16:42.000 --> 00:16:44.000]  所以本來這裡的信徒
[00:16:44.000 --> 00:16:46.000]  他們就自發地
[00:16:46.000 --> 00:16:48.000]  來分享
[00:16:48.000 --> 00:16:50.000]  他們擁有的東西
[00:16:50.000 --> 00:16:52.000]  來跟這些缺乏的弟兄姊妹
[00:16:52.000 --> 00:16:54.000]  分享
[00:16:54.000 --> 00:16:56.000]  所以今天我們不一定
[00:16:56.000 --> 00:16:58.000]  需要像他們那樣
[00:16:58.000 --> 00:17:00.000]  按著文字去做
[00:17:00.000 --> 00:17:02.000]  但是其實他們背後的精神
[00:17:02.000 --> 00:17:04.000]  是值得我們去學習的
[00:17:04.000 --> 00:17:06.000]  就是彼此相顧
[00:17:06.000 --> 00:17:08.000]  第五點
[00:17:08.000 --> 00:17:10.000]  這個群體的特徵
[00:17:10.000 --> 00:17:12.000]  就是一個敬拜的生命
[00:17:12.000 --> 00:17:14.000]  在經文裡面常常提到
[00:17:14.000 --> 00:17:16.000]  他們天天同心在殿裡
[00:17:16.000 --> 00:17:18.000]  行切聚集
[00:17:18.000 --> 00:17:20.000]  又讚美神
[00:17:20.000 --> 00:17:22.000]  他們的敬拜生命
[00:17:22.000 --> 00:17:24.000]  不單止在殿裡面
[00:17:24.000 --> 00:17:26.000]  其實就算在他們家裡用飯
[00:17:26.000 --> 00:17:28.000]  他們都是讚美神
[00:17:28.000 --> 00:17:30.000]  所以你們看到
[00:17:30.000 --> 00:17:32.000]  其實他們的敬拜
[00:17:32.000 --> 00:17:34.000]  是很真切
[00:17:34.000 --> 00:17:36.000]  很敬虔
[00:17:36.000 --> 00:17:38.000]  讓其他人
[00:17:38.000 --> 00:17:40.000]  很能夠看到
[00:17:40.000 --> 00:17:42.000]  弟兄姊妹
[00:17:42.000 --> 00:17:44.000]  我們今天的敬拜生活又如何呢
[00:17:44.000 --> 00:17:46.000]  有時候有些人
[00:17:46.000 --> 00:17:48.000]  批評我們基督徒
[00:17:48.000 --> 00:17:50.000]  來到教會
[00:17:50.000 --> 00:17:52.000]  好像去奔喪
[00:17:52.000 --> 00:17:54.000]  說我們唱不出那種敬拜的
[00:17:54.000 --> 00:17:56.000]  那種生命
[00:17:56.000 --> 00:17:58.000]  以致別人都不吸引
[00:17:58.000 --> 00:18:00.000]  有些人來到
[00:18:00.000 --> 00:18:02.000]  看到你們這群人
[00:18:02.000 --> 00:18:04.000]  你們說你們信了神很開心
[00:18:04.000 --> 00:18:06.000]  但是我看到你們比我還要苦
[00:18:06.000 --> 00:18:08.000]  沒辦法去被說服
[00:18:08.000 --> 00:18:10.000]  覺得信神是這麼好
[00:18:10.000 --> 00:18:12.000]  所以弟兄姊妹
[00:18:12.000 --> 00:18:14.000]  我們每一個人的敬拜生命
[00:18:14.000 --> 00:18:16.000]  其實是在見證神
[00:18:16.000 --> 00:18:18.000]  是在影響人怎樣看我們的信仰
[00:18:18.000 --> 00:18:20.000]  怎樣看我們的神
[00:18:20.000 --> 00:18:22.000]  所以我很感動
[00:18:22.000 --> 00:18:24.000]  就是那時候我和小方牧師
[00:18:24.000 --> 00:18:26.000]  我們去到雲南
[00:18:26.000 --> 00:18:28.000]  去做培訓的時候
[00:18:28.000 --> 00:18:30.000]  看到那裡的小孩子
[00:18:30.000 --> 00:18:32.000]  看到那裡的婦女
[00:18:32.000 --> 00:18:34.000]  每一個弟兄姊妹他們敬拜神
[00:18:34.000 --> 00:18:36.000]  很盡全力
[00:18:36.000 --> 00:18:38.000]  就算我唱得不好聽
[00:18:38.000 --> 00:18:40.000]  但是我感受到他們很用盡全力
[00:18:40.000 --> 00:18:42.000]  全心全意去敬拜神
[00:18:42.000 --> 00:18:44.000]  我想人家需要看到的
[00:18:44.000 --> 00:18:46.000]  就是我們這一份對神的敬拜生命
[00:18:46.000 --> 00:18:50.000]  接著就是他們充滿喜樂的一個群體
[00:18:50.000 --> 00:18:54.000]  經文說他們是傳著歡喜
[00:18:54.000 --> 00:18:56.000]  誠實的心用飯
[00:18:56.000 --> 00:18:58.000]  你可以說
[00:18:58.000 --> 00:19:00.000]  用飯當然是歡喜
[00:19:00.000 --> 00:19:02.000]  但我問一下大家
[00:19:02.000 --> 00:19:04.000]  你一邊吃飯一邊很開心
[00:19:04.000 --> 00:19:06.000]  或者你笑著吃飯
[00:19:06.000 --> 00:19:08.000]  可能我們都未必會
[00:19:08.000 --> 00:19:10.000]  做到這樣
[00:19:10.000 --> 00:19:12.000]  但是
[00:19:12.000 --> 00:19:14.000]  你知道他們為什麼這麼喜樂嗎
[00:19:14.000 --> 00:19:16.000]  因為他們當中有些人
[00:19:16.000 --> 00:19:18.000]  是施與者
[00:19:18.000 --> 00:19:20.000]  他們為了能夠施與
[00:19:20.000 --> 00:19:22.000]  去呈獻給神
[00:19:22.000 --> 00:19:24.000]  而覺得很歡喜快樂
[00:19:24.000 --> 00:19:26.000]  另外有些是接受施與的
[00:19:26.000 --> 00:19:28.000]  他們同樣為了神
[00:19:28.000 --> 00:19:30.000]  給他們這個預備
[00:19:30.000 --> 00:19:32.000]  很快樂
[00:19:32.000 --> 00:19:34.000]  所以
[00:19:34.000 --> 00:19:36.000]  他們能夠歡喜快樂
[00:19:36.000 --> 00:19:38.000]  彼此去享用
[00:19:38.000 --> 00:19:40.000]  他們怎樣能夠誠實
[00:19:40.000 --> 00:19:42.000]  是因為他們在主裡面
[00:19:42.000 --> 00:19:44.000]  可以很坦誠很真誠的
[00:19:44.000 --> 00:19:46.000]  彼此相待
[00:19:46.000 --> 00:19:48.000]  無需任何的虛假
[00:19:48.000 --> 00:19:50.000]  所以他們整個過程
[00:19:50.000 --> 00:19:52.000]  無論在聖殿敬拜
[00:19:52.000 --> 00:19:54.000]  在平日的生活裡面
[00:19:54.000 --> 00:19:56.000]  他們都是一個充滿喜樂的群體
[00:19:56.000 --> 00:19:58.000]  最後就是
[00:19:58.000 --> 00:20:00.000]  受眾人的喜悅
[00:20:00.000 --> 00:20:02.000]  經文那裡
[00:20:02.000 --> 00:20:04.000]  特別說到
