
[00:00:00.000 --> 00:00:02.000]  各位親愛的大英姐妹 你們好
[00:03:22.280 --> 00:03:23.280]  宣告什麼呢?
[00:03:23.280 --> 00:03:24.920]  他說在地上
[00:03:24.920 --> 00:03:28.240]  貧窮人是永遠不會斷絕的
[00:03:28.240 --> 00:03:30.960]  這是一個很殘酷的現實
[00:03:30.960 --> 00:03:32.400]  為什麼呢?
[00:03:32.400 --> 00:03:35.880]  為什麼這個世界有這麼多的貧窮人呢?
[00:03:35.880 --> 00:03:37.400]  人生下來的時候
[00:03:37.400 --> 00:03:39.680]  豈不是應該是平等的嗎?
[00:03:39.680 --> 00:03:41.520]  應該就是這樣
[00:03:41.520 --> 00:03:44.080]  但是自從墜入了世界之後
[00:03:44.080 --> 00:03:47.560]  這時候就產生了貧富懸殊的情況
[00:03:47.560 --> 00:03:49.960]  有些人利用他們的權力
[00:03:49.960 --> 00:03:52.400]  去有更多更多的金錢
[00:03:52.400 --> 00:03:55.680]  用詭計的方法去謀取暴利
[00:03:55.680 --> 00:03:57.440]  接著他又會怎麼樣呢?
[00:03:57.440 --> 00:03:58.800]  他永遠不會滿足
[00:03:58.800 --> 00:04:00.720]  就會去剝削其他的人
[00:04:00.720 --> 00:04:03.560]  近期在香港裡面
[00:04:03.560 --> 00:04:09.520]  你留意到有一個海王粥麵店
[00:04:09.520 --> 00:04:11.960]  我自己當天也有光顧過的
[00:04:11.960 --> 00:04:15.240]  油炸粿也挺脆的 很新鮮的炸出來
[00:04:15.240 --> 00:04:19.400]  現在的老闆突然間就說結業了
[00:04:19.400 --> 00:04:22.000]  拖延了很多租金不僅如此
[00:04:22.000 --> 00:04:24.000]  還拖延了很多的糧
[00:04:24.000 --> 00:04:27.000]  他甚至說政府有那個賠償基金
[00:04:27.000 --> 00:04:28.840]  讓政府去搞吧
[00:04:28.840 --> 00:04:31.240]  但是他自己怎麼樣呢?
[00:04:31.240 --> 00:04:34.760]  賺錢炒樓是賺了超過千萬的
[00:04:34.760 --> 00:04:36.520]  但是那些員工
[00:04:36.520 --> 00:04:37.800]  有些是國內下來的
[00:04:37.800 --> 00:04:40.120]  這些是外地勞工某個程度叫做
[00:04:40.120 --> 00:04:41.480]  連宿舍都沒得住了
[00:04:41.480 --> 00:04:42.680]  要立刻走了
[00:04:42.680 --> 00:04:47.320]  甚至是在結業之前的工作人員
[00:04:47.320 --> 00:04:49.680]  要做很多事情 要洗碗 收銀
[00:04:49.680 --> 00:04:53.160]  又要來擦地 又要炸油炸粿
[00:04:53.160 --> 00:04:54.600]  還有大阪西餅
[00:04:54.600 --> 00:04:55.960]  人家在說笑就是
[00:04:55.960 --> 00:04:59.720]  連那個中秋節都過不了
[00:04:59.720 --> 00:05:02.680]  當年的大阪西餅最出名的就是那個
[00:05:02.680 --> 00:05:03.960]  叫做冰皮月餅
[00:05:03.960 --> 00:05:05.960]  我們叫做卑鄙月餅 是不是?
[00:05:05.960 --> 00:05:08.680]  年初已經一直拖糧
[00:05:08.680 --> 00:05:11.160]  也欠那個強積金的了
[00:05:11.160 --> 00:05:14.440]  但是他自己本身是個外國商人
[00:05:14.440 --> 00:05:15.960]  在半山有豪宅
[00:05:15.960 --> 00:05:17.480]  不斷地去加案
[00:05:17.480 --> 00:05:19.160]  所以你看到
[00:05:19.160 --> 00:05:20.760]  在這些罪
[00:05:20.760 --> 00:05:22.760]  在這些不公平的情況裡面
[00:05:22.760 --> 00:05:24.600]  就越來越嚴重了
[00:05:24.600 --> 00:05:27.640]  正如一些外國的元首
[00:05:27.640 --> 00:05:29.240]  他們有權力的時候
[00:05:29.240 --> 00:05:33.880]  他就會為自己爭取很多的權利
[00:05:33.880 --> 00:05:40.040]  沒有誰的領導人是很公正的
[00:05:40.040 --> 00:05:42.760]  所以有一個好的制度就會好一點
[00:05:42.760 --> 00:05:44.760]  如果你沒有一個好的制度
[00:05:44.760 --> 00:05:45.720]  那就糟糕了
[00:05:45.720 --> 00:05:49.160]  譬如你可以有人民公平的選舉
[00:05:49.160 --> 00:05:50.280]  不對的時候
[00:05:50.280 --> 00:05:52.760]  可以將他們轟下台
[00:05:52.760 --> 00:05:54.280]  所以你想一下台灣
[00:05:54.280 --> 00:05:57.000]  他們當年的陳水扁因為貪污
[00:05:57.000 --> 00:05:58.520]  結果就怎樣下台
[00:05:58.520 --> 00:05:59.800]  所以你留意到
[00:05:59.800 --> 00:06:01.160]  這個是很可悲的
[00:06:01.160 --> 00:06:04.440]  另外除了因為罪的緣故
[00:06:04.440 --> 00:06:06.760]  《聖經》裡面說到
[00:06:06.760 --> 00:06:08.120]  因為有些窮人
[00:06:08.120 --> 00:06:09.400]  他們是什麼原因?
[00:06:09.400 --> 00:06:13.000]  很可能一家之主喪命
[00:06:13.000 --> 00:06:15.480]  遺下的就是孤兒寡婦
[00:06:15.480 --> 00:06:17.560]  孤兒寡婦在那個年代裡面
[00:06:17.560 --> 00:06:19.560]  他們是沒有什麼能力
[00:06:19.560 --> 00:06:22.040]  可以找到好的收入的
[00:06:22.040 --> 00:06:23.560]  他們無所依靠
[00:06:23.560 --> 00:06:25.240]  又或者那些農民
[00:06:25.240 --> 00:06:26.520]  如果天氣不好
[00:06:26.520 --> 00:06:29.960]  他們的耕種沒有好的收成
[00:06:29.960 --> 00:06:32.920]  他不能夠有好的收入的時候
[00:06:32.920 --> 00:06:34.760]  就變成為貧窮人了
[00:06:34.760 --> 00:06:36.760]  因此那些貧窮的人
[00:06:36.760 --> 00:06:39.560]  他們就沒有經濟能力
[00:06:39.560 --> 00:06:42.120]  於是就要向別人借錢
[00:06:42.120 --> 00:06:44.440]  神提醒他們
[00:06:44.440 --> 00:06:45.720]  有能力的人
[00:06:45.720 --> 00:06:50.920]  不應該拒絕那些有需要的同胞
[00:06:50.920 --> 00:06:54.440]  我們看看《生命記》第15章第11節
[00:06:54.440 --> 00:06:57.800]  「原來那地上的窮人永不斷絕」
[00:06:57.800 --> 00:06:59.320]  「所以我吩咐你說」
[00:06:59.320 --> 00:07:03.320]  「總要向你地上困苦窮發的弟兄鬆開手」
[00:07:03.320 --> 00:07:05.320]  是你的弟兄
[00:07:05.320 --> 00:07:06.840]  不是一些陌生的人
[00:07:06.840 --> 00:07:07.880]  是你認識他
[00:07:07.880 --> 00:07:10.120]  你知道他不是賭博
[00:07:10.120 --> 00:07:11.640]  那個年代是很少賭博的
[00:07:11.640 --> 00:07:13.640]  他真的有這個缺乏
[00:07:13.640 --> 00:07:15.320]  你就去幫助他吧
[00:07:15.320 --> 00:07:17.320]  但是你幫助他的時候
[00:07:17.320 --> 00:07:19.880]  請你記住借了錢
[00:07:19.880 --> 00:07:21.880]  好像你吃虧了
[00:07:21.880 --> 00:07:24.200]  但神說我會賜福給你
[00:07:24.200 --> 00:07:28.200]  基本上上一節我們看的那個仇富
[00:07:28.200 --> 00:07:30.520]  都有特別強調這一點的
[00:07:30.520 --> 00:07:33.000]  《真言》第19章第17節
[00:07:33.000 --> 00:07:36.440]  「憐憫貧窮的就是這級耶和華」
[00:07:36.440 --> 00:07:39.400]  「他的善行 耶和華必償還」
[00:07:39.400 --> 00:07:41.960]  你去幫助貧窮的人
[00:07:41.960 --> 00:07:43.240]  就是借錢給神
[00:07:43.240 --> 00:07:45.480]  神一定會來帶你去還的
[00:07:45.480 --> 00:07:46.600]  窮日萬島
[00:07:46.600 --> 00:07:48.600]  但是神是會還給你的
[00:07:48.600 --> 00:07:51.560]  這些我們稍後會再談
[00:07:51.560 --> 00:07:54.120]  我們的焦點就放在貧窮那裡
[00:07:54.120 --> 00:07:58.120]  因此我們看到那些貧苦困乏的人
[00:07:58.120 --> 00:07:59.640]  沒能力的人
[00:07:59.640 --> 00:08:03.320]  甚至他們要賣身做奴隸
[00:08:03.320 --> 00:08:04.920]  或者將自己的兒女
[00:08:04.920 --> 00:08:06.440]  變成為奴隸賣給別人
[00:08:06.440 --> 00:08:07.960]  這是很悲慘的
[00:08:07.960 --> 00:08:09.000]  但是我們想想
[00:08:09.000 --> 00:08:12.120]  如果他們不賣身給其他人做奴隸的時候
[00:08:12.120 --> 00:08:15.320]  他們怎樣去維持生計
[00:08:15.320 --> 00:08:18.120]  如果成為一家人的奴僕
[00:08:18.120 --> 00:08:20.440]  那就是說這個奴隸
[00:08:20.440 --> 00:08:22.440]  他有固定的收入
[00:08:22.440 --> 00:08:25.000]  那時候就有地方可以居住
[00:08:25.000 --> 00:08:28.280]  他們的生活反而安定下來
[00:08:28.280 --> 00:08:31.080]  成為別人的奴隸
[00:08:31.080 --> 00:08:34.040]  反而令到他走投有路
[00:08:34.040 --> 00:08:37.800]  這個情況在很多國家歷史裡面都會有
[00:08:37.800 --> 00:08:40.840]  不要說我們所熟悉的飛鴻
[00:08:40.840 --> 00:08:44.040]  很可能去離鄉別井的印傭
[00:08:44.040 --> 00:08:45.400]  就是印尼的那些工人
[00:08:45.400 --> 00:08:47.240]  他們去到香港打工
[00:08:47.240 --> 00:08:48.920]  有幾千元的收入
[00:08:48.920 --> 00:08:52.440]  原來寄回去的時候就非常好用
[00:08:52.440 --> 00:08:55.400]  就可以供那些弟弟妹妹去大學讀書
[00:08:55.400 --> 00:08:57.400]  但是他們就要做外傭
[00:08:57.400 --> 00:09:01.000]  而事實上就算在我建立的教會
[00:09:01.000 --> 00:09:02.520]  我都認識一個家庭
[00:09:02.520 --> 00:09:07.640]  那個家庭他們幾個姐妹都回到我們教會
[00:09:07.640 --> 00:09:08.920]  後來就跟我們說
[00:09:08.920 --> 00:09:11.480]  原來家裡有六七個兄弟姐妹
[00:09:11.480 --> 00:09:15.560]  父母在那個時候不能夠再去養他們了
[00:09:15.560 --> 00:09:18.120]  就將其中一兩個的姐妹
[00:09:18.120 --> 00:09:21.400]  送給其他人做養女
[00:09:21.400 --> 00:09:23.800]  就是有人來收養她的女兒
[00:09:23.800 --> 00:09:25.800]  就成為他們的女兒
[00:09:25.800 --> 00:09:27.800]  當然他們要做事
[00:09:27.800 --> 00:09:29.800]  最近再相認
[00:09:29.800 --> 00:09:33.800]  很不幸地我媽媽去世很久我才知道
[00:09:33.800 --> 00:09:35.800]  我姐姐跟我說的
[00:09:35.800 --> 00:09:38.600]  因為姐姐跟媽媽的關係會好一點
[00:09:38.600 --> 00:09:41.800]  原來我媽媽都是養女
[00:09:41.800 --> 00:09:43.800]  我媽媽真的很坎坷
[00:09:43.800 --> 00:09:47.800]  她的生命是我婆婆收養她的
[00:09:47.800 --> 00:09:51.800]  而我自己的乾妹妹
[00:09:51.800 --> 00:09:53.800]  今年有機會去見她
[00:09:53.800 --> 00:09:55.800]  其中一個乾妹妹很小的時候
[00:09:55.800 --> 00:09:57.800]  就去了親戚家裡居住
[00:09:57.800 --> 00:10:01.800]  因為爸爸媽媽有幾個子女
[00:10:01.800 --> 00:10:03.800]  她是最大的
[00:10:03.800 --> 00:10:05.800]  於是怎樣呢
[00:10:05.800 --> 00:10:07.800]  就讓她在親戚家裡
[00:10:07.800 --> 00:10:09.800]  類似做工人那樣
[00:10:09.800 --> 00:10:11.800]  就可以有那個生活
[00:10:11.800 --> 00:10:13.800]  就是舊約時代的奴隸制度
[00:10:13.800 --> 00:10:17.800]  原來就是幫助那些貧窮的人
[00:10:17.800 --> 00:10:19.800]  我們就不是用現在這個觀點
[00:10:19.800 --> 00:10:21.800]  去看當時的情況
[00:10:21.800 --> 00:10:23.800]  就是說一些貧窮的人
[00:10:23.800 --> 00:10:25.800]  如果去做奴隸的時候
[00:10:25.800 --> 00:10:27.800]  是可以有安定的生活
[00:10:27.800 --> 00:10:31.800]  可以有穩定的食用
[00:10:31.800 --> 00:10:33.800]  不會三餐不計
[00:10:33.800 --> 00:10:35.800]  甚至可以幫助家人
[00:10:35.800 --> 00:10:39.800]  所以這是一個正常的現象
[00:10:39.800 --> 00:10:43.800]  正如你現在不去譴責那些外傭
[00:10:43.800 --> 00:10:45.800]  非傭 印傭
[00:10:45.800 --> 00:10:47.800]  對他們很不公平
[00:10:47.800 --> 00:10:49.800]  我們不應該的
[00:10:49.800 --> 00:10:51.800]  要廢除這個制度
[00:10:51.800 --> 00:10:53.800]  同樣的道理
[00:10:53.800 --> 00:10:55.800]  故事有些人就譴責批評
[00:10:55.800 --> 00:10:57.800]  而當時的制度
[00:10:57.800 --> 00:10:59.800]  那個奴隸
[00:10:59.800 --> 00:11:02.800]  是對社會的運作人力資源
[00:11:02.800 --> 00:11:04.800]  建築這些事
[00:11:04.800 --> 00:11:07.800]  是有很大的產生作用的
[00:11:07.800 --> 00:11:09.800]  就好像以色列人後來在埃及裡面
[00:11:09.800 --> 00:11:11.800]  就成為勞工
[00:11:11.800 --> 00:11:14.800]  但這些勞工就產生了很大的作用
[00:11:14.800 --> 00:11:17.800]  當然你不能去剝削這些勞工
[00:11:17.800 --> 00:11:19.800]  那就有深遠影響
[00:11:19.800 --> 00:11:21.800]  如果你研究舊約的律法
[00:11:21.800 --> 00:11:25.800]  和當世代近東的律法相比之下
[00:11:25.800 --> 00:11:27.800]  神所頒布的律法
[00:11:27.800 --> 00:11:32.800]  原來是非常重視人道精神的
[00:11:32.800 --> 00:11:33.800]  不要忘記
[00:11:33.800 --> 00:11:35.800]  神怎樣稱呼這些奴隸
[00:11:35.800 --> 00:11:38.800]  我們再看第12節 好不好
[00:11:38.800 --> 00:11:39.800]  你弟兄中
[00:11:39.800 --> 00:11:41.800]  若有一個希伯來男人
[00:11:41.800 --> 00:11:43.800]  或希伯來女人被賣給你
[00:11:43.800 --> 00:11:45.800]  服侍你六年
[00:11:45.800 --> 00:11:48.800]  到第七年就要任他自由出去
[00:11:48.800 --> 00:11:51.800]  他稱那個不是奴隸
[00:11:51.800 --> 00:11:54.800]  是你的弟兄 是你的親屬
[00:11:54.800 --> 00:11:57.800]  這個表示尊重那個賣身者
[00:11:57.800 --> 00:12:00.800]  而且以色列人的奴僕
[00:12:00.800 --> 00:12:05.800]  是每個星期有一天休息的
[00:12:05.800 --> 00:12:07.800]  記不記得我們看過
[00:12:07.800 --> 00:12:09.800]  當受安息的這個條例
[00:12:09.800 --> 00:12:11.800]  奴僕都要休息
[00:12:11.800 --> 00:12:13.800]  是不可以做事的
[00:12:13.800 --> 00:12:16.800]  並且參與安息和各種節氣
[00:12:16.800 --> 00:12:18.800]  這個我們曾經看過
[00:12:18.800 --> 00:12:21.800]  再看第20章第10節
[00:12:21.800 --> 00:12:36.800]  所以我們很清楚看到
[00:12:36.800 --> 00:12:38.800]  原來在舊約那個年代裡面
[00:12:38.800 --> 00:12:41.800]  奴隸的制度是正常的
[00:12:41.800 --> 00:12:42.800]  是合法的
[00:12:42.800 --> 00:12:44.800]  是神來允許的
[00:12:44.800 --> 00:12:46.800]  是幫助貧窮的人
[00:12:46.800 --> 00:12:50.800]  可以有一個好的生活
[00:12:50.800 --> 00:12:52.800]  穩定的生活
[00:12:52.800 --> 00:12:56.800]  奴隸什麼時候可以恢復自由呢
[00:12:56.800 --> 00:12:58.800]  剛才我們看到安息日
[00:12:58.800 --> 00:13:00.800]  他們要休息了
[00:13:00.800 --> 00:13:03.800]  原來第七年的時候
[00:13:03.800 --> 00:13:08.800]  他們就可以得到自由 釋放了
[00:13:08.800 --> 00:13:11.800]  這個奴隸原來不是終身的
[00:13:11.800 --> 00:13:13.800]  我再看第12節
[00:13:13.800 --> 00:13:25.800]  這裡就是說他做六年之後
[00:13:25.800 --> 00:13:27.800]  第七年就可以走了
[00:13:27.800 --> 00:13:29.800]  我們要搞清楚
[00:13:29.800 --> 00:13:32.800]  這個和當時的社會裡面
[00:13:32.800 --> 00:13:37.800]  整體的安息年是很不同的
[00:13:37.800 --> 00:13:39.800]  因為社會裡面
[00:13:39.800 --> 00:13:42.800]  已經定了什麼時候叫安息年
[00:13:42.800 --> 00:13:44.800]  由當時的民族來定
[00:13:44.800 --> 00:13:47.800]  第七年就全個的民族
[00:13:47.800 --> 00:13:49.800]  那些人都不應該耕種
[00:13:49.800 --> 00:13:51.800]  就要休息
[00:13:51.800 --> 00:13:54.800]  然後就等地土可以再一次
[00:13:54.800 --> 00:13:56.800]  吸收那些養分
[00:13:56.800 --> 00:13:57.800]  是劃一的
[00:13:57.800 --> 00:13:59.800]  但是奴隸就不是的
[00:13:59.800 --> 00:14:01.800]  是看你什麼時候請一個奴隸
[00:14:01.800 --> 00:14:03.800]  我們舉一個例子
[00:14:03.800 --> 00:14:04.800]  今年是2025年
[00:14:04.800 --> 00:14:06.800]  當我們2025年1月1日
[00:14:06.800 --> 00:14:08.800]  就買了一個奴隸
[00:14:08.800 --> 00:14:10.800]  我們是用奴隸的看法
[00:14:10.800 --> 00:14:12.800]  一樣開始
[00:14:12.800 --> 00:14:14.800]  要做六年之後
[00:14:14.800 --> 00:14:17.800]  第七年他就可以來休息
[00:14:17.800 --> 00:14:23.800]  就是2526 2728 29 30
[00:14:23.800 --> 00:14:25.800]  第七年就是31
[00:14:25.800 --> 00:14:29.800]  就是2031年12月31日
[00:14:29.800 --> 00:14:32.800]  他就完成了他的工作
[00:14:32.800 --> 00:14:34.800]  第七年的時候
[00:14:34.800 --> 00:14:36.800]  就可以放他出來
[00:14:36.800 --> 00:14:42.800]  255到26 2728 29 31
[00:14:42.800 --> 00:14:45.800]  31年就12月
[00:14:45.800 --> 00:14:46.800]  他就完了
[00:14:46.800 --> 00:14:49.800]  然後32年1月1日
[00:14:49.800 --> 00:14:51.800]  他就可以成為自由人
[00:14:51.800 --> 00:14:52.800]  如果是26年
[00:14:52.800 --> 00:14:54.800]  就是下年1月1日才做
[00:14:54.800 --> 00:14:55.800]  那就延後一年
[00:14:55.800 --> 00:14:58.800]  就33年1月才得到自由
[00:14:58.800 --> 00:15:00.800]  所以各人的自由
[00:15:00.800 --> 00:15:03.800]  得到釋放的時間是很不同的
[00:15:03.800 --> 00:15:05.800]  是看他什麼時候開始做奴隸
[00:15:05.800 --> 00:15:11.800]  六年就已經足以力足抵債
[00:15:11.800 --> 00:15:13.800]  他努力做了的事
[00:15:13.800 --> 00:15:16.800]  就已經抵償了那些債項
[00:15:16.800 --> 00:15:21.800]  所以欠的錢都足夠來彌補
[00:15:21.800 --> 00:15:24.800]  法例很清楚說明
[00:15:24.800 --> 00:15:26.800]  當奴僕離開的時候
[00:15:26.800 --> 00:15:30.800]  絕對不能讓他們空手的離開
[00:15:30.800 --> 00:15:33.800]  我們看看生命記第十五章
[00:15:33.800 --> 00:15:35.800]  從第13到第14節
[00:15:35.800 --> 00:15:37.800]  你任他自由的時候
[00:15:37.800 --> 00:15:39.800]  不可使他空手而去
[00:15:39.800 --> 00:15:42.800]  要從你羊群和祥酒宅之中
[00:15:42.800 --> 00:15:44.800]  多多地給他
[00:15:44.800 --> 00:15:46.800]  也會說你的神怎樣賜福於你
[00:15:46.800 --> 00:15:48.800]  你也要照樣給他
[00:15:48.800 --> 00:15:51.800]  原來那個奴隸得到自由
[00:15:51.800 --> 00:15:53.800]  得到釋放的時候
[00:15:53.800 --> 00:15:55.800]  不要來帶去給他
[00:15:55.800 --> 00:15:57.800]  就這樣空手而去
[00:15:57.800 --> 00:15:59.800]  是要給他很多東西
[00:15:59.800 --> 00:16:03.800]  我想你今天會熟悉的叫約滿酬金
[00:16:03.800 --> 00:16:05.800]  將他約滿了
[00:16:05.800 --> 00:16:07.800]  即是做完了
[00:16:07.800 --> 00:16:09.800]  第七年要走的時候
[00:16:09.800 --> 00:16:12.800]  你就要將豐厚的物資送給他
[00:16:12.800 --> 00:16:13.800]  答謝他
[00:16:13.800 --> 00:16:15.800]  正如今天有些人約滿了
[00:16:15.800 --> 00:16:19.800]  德國的酬金是超乎你所想的
[00:16:19.800 --> 00:16:21.800]  但是無論如何
[00:16:21.800 --> 00:16:25.800]  他們的約滿酬金是要給他的
[00:16:25.800 --> 00:16:29.800]  經文裡面說主人不能夠推說
[00:16:29.800 --> 00:16:30.800]  他們曾經欠債
[00:16:30.800 --> 00:16:33.800]  或者他們每個月有一些薪金支付了
[00:16:33.800 --> 00:16:34.800]  就不需要再給他
[00:16:34.800 --> 00:16:37.800]  要按照合約去做
[00:16:37.800 --> 00:16:38.800]  正如那些菲傭
[00:16:38.800 --> 00:16:40.800]  他們合約滿了之後
[00:16:40.800 --> 00:16:42.800]  印傭你不是要給他機票嗎
[00:16:42.800 --> 00:16:43.800]  送他回去
[00:16:43.800 --> 00:16:45.800]  我已經給他錢了
[00:16:45.800 --> 00:16:46.800]  人工也給了
[00:16:46.800 --> 00:16:48.800]  是要你給他機票的
[00:16:48.800 --> 00:16:49.800]  合情合理之下
[00:16:49.800 --> 00:16:51.800]  你就會送多些東西給他
[00:16:51.800 --> 00:16:52.800]  讓他開心的離開
[00:16:52.800 --> 00:16:54.800]  我們最後一個工人
[00:16:54.800 --> 00:16:55.800]  他離開的時候
[00:16:55.800 --> 00:16:56.800]  我們都是怎樣呢
[00:16:56.800 --> 00:16:58.800]  都是送很多東西給他的
[00:16:58.800 --> 00:17:00.800]  因為他做得非常好
[00:17:00.800 --> 00:17:02.800]  所以留意到
[00:17:02.800 --> 00:17:04.800]  生命記就是要他們
[00:17:04.800 --> 00:17:06.800]  將豐厚的禮物
[00:17:06.800 --> 00:17:08.800]  賦予給那些奴隸
[00:17:08.800 --> 00:17:11.800]  甚至這個東西納入了法律裡面
[00:17:11.800 --> 00:17:12.800]  是必定要做
[00:17:12.800 --> 00:17:13.800]  如果你不做的時候
[00:17:13.800 --> 00:17:16.800]  就是違反了這個法律了
[00:17:16.800 --> 00:17:18.800]  也可以看到
[00:17:18.800 --> 00:17:21.800]  原來神是很重視這些奴隸的
[00:17:21.800 --> 00:17:24.800]  好 我再看看第15章第18節
[00:17:24.800 --> 00:17:26.800]  你任他自由的時候
[00:17:26.800 --> 00:17:28.800]  不可以為難事
[00:17:28.800 --> 00:17:30.800]  因他服侍你六年
[00:17:30.800 --> 00:17:33.800]  教給故宮的功架多加一倍了
[00:17:33.800 --> 00:17:38.800]  又或說你的神就必在你所做的一切事上賜福於你
[00:17:38.800 --> 00:17:40.800]  這裡很清楚說到
[00:17:40.800 --> 00:17:42.800]  他說奴隸的功架
[00:17:42.800 --> 00:17:44.800]  應該是教故宮
[00:17:44.800 --> 00:17:46.800]  就是散工是好一點的
[00:17:46.800 --> 00:17:49.800]  奴隸的功架為什麼呢
[00:17:49.800 --> 00:17:52.800]  因為他們是長時間在你家裡住的
[00:17:52.800 --> 00:17:54.800]  去服侍你的
[00:17:54.800 --> 00:17:57.800]  也就是說他們的工作時間是很長的
[00:17:57.800 --> 00:17:59.800]  很可能晚上
[00:17:59.800 --> 00:18:00.800]  主人有需要
[00:18:00.800 --> 00:18:03.800]  就會叫奴隸
[00:18:03.800 --> 00:18:05.800]  幫我做些什麼
