
[00:00:00.000 --> 00:00:05.320]  (主席)請大家打開路加坊第八章的二十二節到五十六節
[00:02:27.520 --> 00:02:28.880]  要坐船的過程裏面
[00:02:28.880 --> 00:02:32.400]  突然間加利利湖就翻起風浪
[00:02:32.400 --> 00:02:33.280]  不要忘記
[00:02:33.280 --> 00:02:35.360]  門徒裏面大部分都是漁夫
[00:02:35.360 --> 00:02:38.560]  他們經歷風浪的經驗總比耶穌多
[00:02:38.560 --> 00:02:39.600]  是不是?
[00:02:39.600 --> 00:02:42.960]  但竟然他們驚恐到要叫醒耶穌
[00:02:42.960 --> 00:02:46.800]  證明這次的風浪大到他們人生裏面沒有經歷過
[00:02:46.800 --> 00:02:48.800]  所以他能夠急就張
[00:02:48.800 --> 00:02:54.000]  就是叫一個完全沒有經歷風浪比他多的一位耶穌起身
[00:02:54.000 --> 00:02:55.920]  當然他叫他起身的時候
[00:02:55.920 --> 00:02:58.800]  沒有期望過耶穌做的事情是這樣
[00:02:58.800 --> 00:03:01.200]  所以很多時候我們的祈禱
[00:03:01.200 --> 00:03:03.280]  我們的期盼
[00:03:03.280 --> 00:03:05.440]  耶穌所回應的
[00:03:05.440 --> 00:03:08.960]  可能是超過我們所想所求的
[00:03:08.960 --> 00:03:12.720]  耶穌起身之後就吩咐風和浪都靜止了
[00:03:12.720 --> 00:03:14.720]  一段很熟悉的經文
[00:03:14.720 --> 00:03:16.640]  接著門徒就問
[00:03:16.640 --> 00:03:18.640]  這到底是誰?
[00:03:18.640 --> 00:03:21.760]  能夠將風和浪都能夠靜止
[00:03:21.760 --> 00:03:24.480]  在門徒來說
[00:03:24.480 --> 00:03:27.440]  沒有什麼答案比這個答案更加肯定
[00:03:27.440 --> 00:03:28.800]  雖然經文沒有交代
[00:03:28.800 --> 00:03:31.120]  但是很清楚問題已經出來了
[00:03:31.120 --> 00:03:35.600]  你想像一下有誰能夠叫風浪靜止呢?
[00:03:35.600 --> 00:03:37.600]  沒有的,除了上帝之外
[00:03:37.600 --> 00:03:38.960]  除非耶穌是神
[00:03:38.960 --> 00:03:42.880]  如果不是神的話他不可能叫風浪靜止
[00:03:42.880 --> 00:03:45.440]  但耶穌就回應了他們一個問題
[00:03:45.440 --> 00:03:47.440]  他說25字的上半詞
[00:03:47.440 --> 00:03:50.240]  你們的信心在哪裡?
[00:03:50.240 --> 00:03:52.240]  如果耶穌能夠叫風浪靜止
[00:03:52.240 --> 00:03:53.200]  不單止他是神
[00:03:53.200 --> 00:03:55.840]  他運用他的信心之後
[00:03:55.840 --> 00:03:58.560]  就能夠叫風浪靜止了
[00:03:58.560 --> 00:04:00.880]  這次經驗之後他們就上岸
[00:04:00.880 --> 00:04:02.000]  上到加拉森
[00:04:02.000 --> 00:04:03.680]  在加拉森裡面遇到一個人
[00:04:03.680 --> 00:04:04.320]  沒有名字的
[00:04:04.320 --> 00:04:06.640]  但是這個人被鬼俘了很多年
[00:04:06.640 --> 00:04:08.880]  而且是不簡單的鬼
[00:04:08.880 --> 00:04:11.840]  這個被鬼俘的人完全失去了控制能力
[00:04:11.840 --> 00:04:13.280]  所以我們不能夠期望
[00:04:13.280 --> 00:04:15.920]  在他生命裡面將會出現信心
[00:04:15.920 --> 00:04:17.920]  因為在29字裡面說
[00:04:17.920 --> 00:04:21.280]  原來這個人鬼多次抓住他
[00:04:21.280 --> 00:04:23.280]  而且他經常被人看守著
[00:04:23.280 --> 00:04:25.280]  又用鎖鏈鎖住他
[00:04:25.280 --> 00:04:27.280]  但是他能夠爭脫鎖鏈
[00:04:27.280 --> 00:04:30.240]  由污鬼趕到曠野那裡
[00:04:30.240 --> 00:04:32.240]  這是一個超自然能力
[00:04:32.240 --> 00:04:35.280]  有時候有些人說被鬼俘
[00:04:35.280 --> 00:04:37.280]  尋求幫助的時候
[00:04:37.280 --> 00:04:39.280]  我們要分辨究竟是真的被鬼俘
[00:04:39.280 --> 00:04:40.560]  還是不是真的被鬼俘
[00:04:40.560 --> 00:04:42.560]  通常被鬼俘的人
[00:04:42.560 --> 00:04:46.160]  是會有超自然的現象出現
[00:04:46.160 --> 00:04:49.280]  戒心的人的現象就出現了
[00:04:49.280 --> 00:04:52.800]  他是失去了控制的能力
[00:04:52.800 --> 00:04:54.080]  第二方面
[00:04:54.080 --> 00:04:57.120]  戒心被鬼俘的人有一種情況出現
[00:04:57.120 --> 00:05:01.120]  就是他被剝奪了人類的尊嚴
[00:05:01.120 --> 00:05:05.360]  而且是跟其他人被隔絕了
[00:05:05.360 --> 00:05:07.120]  之前說過27字裡面說
[00:05:07.120 --> 00:05:08.640]  這個人很久沒有穿衣服
[00:05:08.640 --> 00:05:10.160]  而且沒有住在房子裡
[00:05:10.160 --> 00:05:11.600]  住在墳場裡
[00:05:11.600 --> 00:05:15.360]  如果你自己自動不穿衣服出去逛街
[00:05:15.360 --> 00:05:17.840]  這個叫做露體狂
[00:05:17.840 --> 00:05:19.840]  香港是犯法的
[00:05:19.840 --> 00:05:21.840]  自動不穿是你的事
[00:05:21.840 --> 00:05:24.880]  被逼不穿衣服
[00:05:24.880 --> 00:05:28.800]  就是被剝削尊嚴
[00:05:28.800 --> 00:05:30.080]  想清楚了嗎
[00:05:30.080 --> 00:05:31.280]  很不一樣
[00:05:31.280 --> 00:05:32.800]  現在這個被鬼俘的人
[00:05:32.800 --> 00:05:34.800]  他在不自願下
[00:05:34.800 --> 00:05:36.800]  不穿衣服赤身露體
[00:05:36.800 --> 00:05:39.840]  是被剝削了人類的尊嚴
[00:05:39.840 --> 00:05:41.040]  被鬼俘的人
[00:05:41.040 --> 00:05:43.520]  魔鬼是剝削了人類的尊嚴
[00:05:43.520 --> 00:05:46.960]  與此同時是將他跟其他人分割
[00:05:46.960 --> 00:05:48.960]  isolate(隔絕)了他
[00:05:48.960 --> 00:05:50.080]  有人問我
[00:05:50.080 --> 00:05:52.960]  牧師為什麼香港這麼少人被鬼俘
[00:05:52.960 --> 00:05:54.960]  我們聽到的個案不是很多
[00:05:54.960 --> 00:05:56.960]  其中兩個原因
[00:05:56.960 --> 00:05:58.960]  我聽清楚我講其中兩個原因
[00:05:58.960 --> 00:06:00.400]  不是唯一兩個原因
[00:06:00.400 --> 00:06:01.520]  是其中兩個原因
[00:06:01.520 --> 00:06:02.480]  第一個原因
[00:06:02.480 --> 00:06:06.000]  香港人大部分的問題是情緒病
[00:06:06.000 --> 00:06:10.000]  有些人說見到東西聽到東西
[00:06:10.000 --> 00:06:12.000]  吃了藥就聽不到見不到
[00:06:12.000 --> 00:06:14.000]  就是情緒病
[00:06:14.000 --> 00:06:17.440]  不是我們所講的被鬼俘
[00:06:17.440 --> 00:06:20.080]  第二個原因就是想像一下
[00:06:20.080 --> 00:06:22.960]  魔鬼最終是要剝削人類的尊嚴
[00:06:22.960 --> 00:06:24.960]  以及將你跟其他人隔離
[00:06:24.960 --> 00:06:30.080]  有些家長來找我們
[00:06:30.080 --> 00:06:32.080]  牧師救救我兒子
[00:06:32.080 --> 00:06:34.080]  可能他被鬼俘
[00:06:34.080 --> 00:06:36.080]  什麼原因讓他被鬼俘
[00:06:36.080 --> 00:06:38.080]  他現在的生活一反常態
[00:06:38.080 --> 00:06:40.080]  常常躲在房間裡
[00:06:40.080 --> 00:06:41.120]  白天不出來
[00:06:41.120 --> 00:06:43.120]  晚上開燈
[00:06:43.120 --> 00:06:45.120]  我們又不出來吃飯
[00:06:45.120 --> 00:06:47.120]  半夜去廚房拿杯麵
[00:06:47.120 --> 00:06:49.120]  偷偷回房間吃
[00:06:49.120 --> 00:06:51.120]  怎麼行
[00:06:51.120 --> 00:06:53.120]  他不知道被鬼俘
[00:06:53.120 --> 00:06:55.120]  他有一隻鬼叫電腦
[00:06:55.120 --> 00:06:57.120]  唯一趕鬼的方法
[00:06:57.120 --> 00:06:59.120]  就是關掉電掣
[00:06:59.120 --> 00:07:01.120]  他就會出來
[00:07:01.120 --> 00:07:03.120]  你想想魔鬼不需要上我人身
[00:07:03.120 --> 00:07:05.120]  都已經達到目的
[00:07:05.120 --> 00:07:07.120]  他哪需要上我人身
[00:07:07.120 --> 00:07:09.120]  想清楚
[00:07:09.120 --> 00:07:11.120]  你看看現在的青少年
[00:07:11.120 --> 00:07:13.120]  他沒有工作
[00:07:13.120 --> 00:07:15.120]  你看到他在社會裡
[00:07:15.120 --> 00:07:17.120]  失去了尊嚴
[00:07:17.120 --> 00:07:19.120]  他不敢面對這個社會
[00:07:19.120 --> 00:07:21.120]  難道走出來告訴你
[00:07:21.120 --> 00:07:23.120]  我是宅男是宅女是我的職業
[00:07:23.120 --> 00:07:25.120]  不會的
[00:07:25.120 --> 00:07:27.120]  他說他沒有跟別人隔絕
[00:07:27.120 --> 00:07:29.120]  他每晚在社交網站裡跟別人交往
[00:07:29.120 --> 00:07:31.120]  那是一個虛擬世界
[00:07:31.120 --> 00:07:33.120]  一個被鬼俘的人都活在一個虛擬世界
[00:07:33.120 --> 00:07:35.120]  不是一個真實世界
[00:07:35.120 --> 00:07:37.120]  他在真實世界裡沒有溝通
[00:07:37.120 --> 00:07:39.120]  所以你看到
[00:07:39.120 --> 00:07:41.120]  香港人被鬼俘的現象
[00:07:41.120 --> 00:07:43.120]  是少了的原因
[00:07:43.120 --> 00:07:45.120]  相對少的原因
[00:07:45.120 --> 00:07:47.120]  是因為魔鬼已經達到目的
[00:07:47.120 --> 00:07:49.120]  我們看到這個鬼
[00:07:49.120 --> 00:07:51.120]  有個名字叫群
[00:07:51.120 --> 00:07:53.120]  是非常多
[00:07:53.120 --> 00:07:55.120]  在聖經裡說
[00:07:55.120 --> 00:07:57.120]  他要求耶穌不要趕他們去墓底坑
[00:07:57.120 --> 00:07:59.120]  耶穌准許了
[00:07:59.120 --> 00:08:01.120]  整段經文其實有很多細節
[00:08:01.120 --> 00:08:03.120]  我們解釋不了
[00:08:03.120 --> 00:08:05.120]  例如耶穌為什麼容許他們進入豬群
[00:08:05.120 --> 00:08:07.120]  豬就跳崖
[00:08:07.120 --> 00:08:09.120]  自殺
[00:08:09.120 --> 00:08:11.120]  有多少人見過有2000隻豬
[00:08:11.120 --> 00:08:13.120]  一次過
[00:08:13.120 --> 00:08:15.120]  你有沒有一次過見過2000隻豬
[00:08:15.120 --> 00:08:17.120]  沒有
[00:08:17.120 --> 00:08:19.120]  多壯觀
[00:08:19.120 --> 00:08:21.120]  2000隻豬
[00:08:21.120 --> 00:08:23.120]  向同一個方向跳崖
[00:08:23.120 --> 00:08:25.120]  是人類歷史裡
[00:08:25.120 --> 00:08:27.120]  最大的笨豬跳
[00:08:27.120 --> 00:08:29.120]  這個笨豬跳
[00:08:29.120 --> 00:08:31.120]  2000隻豬跳崖
[00:08:31.120 --> 00:08:33.120]  你想像一下
[00:08:33.120 --> 00:08:35.120]  你如果搬家
[00:08:35.120 --> 00:08:37.120]  一推開雪櫃
[00:08:37.120 --> 00:08:39.120]  2000隻蟑螂飛出來
[00:08:39.120 --> 00:08:41.120]  你會很震撼
[00:08:41.120 --> 00:08:43.120]  當然你數不到
[00:08:43.120 --> 00:08:45.120]  會很震撼
[00:08:45.120 --> 00:08:47.120]  我們過去
[00:08:47.120 --> 00:08:49.120]  幫一些獨居老人清潔的時候
[00:08:49.120 --> 00:08:51.120]  他們說很震撼
[00:08:51.120 --> 00:08:53.120]  一推開雪櫃就有幾千隻蟑螂
[00:08:53.120 --> 00:08:55.120]  衝出來
[00:08:55.120 --> 00:08:57.120]  老鼠也衝出來
[00:08:57.120 --> 00:08:59.120]  老鼠和蟑螂一起衝出來
[00:08:59.120 --> 00:09:01.120]  好像出埃及一樣
[00:09:01.120 --> 00:09:03.120]  想像一下
[00:09:03.120 --> 00:09:05.120]  如果你洗澡
[00:09:05.120 --> 00:09:07.120]  浴缸去水的地方
[00:09:07.120 --> 00:09:09.120]  衝了2000隻蚊出來
[00:09:09.120 --> 00:09:11.120]  你不會嚇死
[00:09:11.120 --> 00:09:13.120]  我想你會不穿衣服
[00:09:13.120 --> 00:09:15.120]  好像被鬼符
[00:09:15.120 --> 00:09:17.120]  衝出來叫
[00:09:17.120 --> 00:09:19.120]  豬的
[00:09:19.120 --> 00:09:21.120]  身形比
[00:09:21.120 --> 00:09:23.120]  我當你是乳豬
[00:09:23.120 --> 00:09:25.120]  身形比蚊和蟑螂
[00:09:25.120 --> 00:09:27.120]  大很多倍
[00:09:27.120 --> 00:09:29.120]  2000隻衝下崖
[00:09:29.120 --> 00:09:31.120]  你想像一下
[00:09:31.120 --> 00:09:33.120]  多壯觀多恐怖的情況
[00:09:33.120 --> 00:09:35.120]  所以這件事發生完之後
[00:09:35.120 --> 00:09:37.120]  有兩種人的反應
[00:09:37.120 --> 00:09:39.120]  第一種人的反應是當地居民
[00:09:39.120 --> 00:09:41.120]  懼怕
[00:09:41.120 --> 00:09:43.120]  所以叫耶穌走
[00:09:43.120 --> 00:09:45.120]  你想像一下
[00:09:45.120 --> 00:09:47.120]  人類歷史裡面
[00:09:47.120 --> 00:09:49.120]  我覺得真的不多人見過
[00:09:49.120 --> 00:09:51.120]  2000隻豬我真的沒見過
[00:09:51.120 --> 00:09:53.120]  2000個人我也見過
[00:09:53.120 --> 00:09:55.120]  2000隻豬
[00:09:55.120 --> 00:09:57.120]  衝跳崖
[00:09:57.120 --> 00:09:59.120]  很恐怖自殺
[00:09:59.120 --> 00:10:01.120]  2000隻豬跳崖自殺
[00:10:01.120 --> 00:10:03.120]  這個行為怎麼可能在豬身上找到
[00:10:03.120 --> 00:10:05.120]  很害怕
[00:10:05.120 --> 00:10:07.120]  與此同時他們害怕的原因
[00:10:07.120 --> 00:10:09.120]  不是看到現象那麼簡單
[00:10:09.120 --> 00:10:11.120]  因為他們損失非常重大
[00:10:11.120 --> 00:10:13.120]  2000年來
[00:10:13.120 --> 00:10:15.120]  人類的
[00:10:15.120 --> 00:10:17.120]  的
[00:10:17.120 --> 00:10:19.120]  的性格
[00:10:19.120 --> 00:10:21.120]  是沒有變過
[00:10:21.120 --> 00:10:23.120]  在社會裡面
[00:10:23.120 --> 00:10:25.120]  錢是比人重要
[00:10:25.120 --> 00:10:27.120]  想清楚
[00:10:27.120 --> 00:10:29.120]  在社會裡面
[00:10:29.120 --> 00:10:31.120]  錢是比人重要
[00:10:31.120 --> 00:10:33.120]  所以他出賣一個人
[00:10:33.120 --> 00:10:35.120]  然後去賺錢
[00:10:35.120 --> 00:10:37.120]  我想說
[00:10:37.120 --> 00:10:39.120]  兄弟姐妹
[00:10:39.120 --> 00:10:41.120]  其實劉德華有沒有結婚關你和我什麼事
[00:10:41.120 --> 00:10:43.120]  想清楚
[00:10:43.120 --> 00:10:45.120]  劉德華有結婚和沒有結婚
[00:10:45.120 --> 00:10:47.120]  你知道之後你的生活有沒有改變
[00:10:47.120 --> 00:10:49.120]  有沒有因為劉德華結婚所以我快點嫁
[00:10:49.120 --> 00:10:51.120]  為什麼
[00:10:51.120 --> 00:10:53.120]  因為以前我等著他娶我
[00:10:53.120 --> 00:10:55.120]  有沒有這樣的人
[00:10:55.120 --> 00:10:57.120]  你知道劉德華結婚對你有什麼影響
[00:10:57.120 --> 00:10:59.120]  沒有
[00:10:59.120 --> 00:11:01.120]  披露這件事的雜誌賺了一筆錢
[00:11:01.120 --> 00:11:03.120]  但我想問
[00:11:03.120 --> 00:11:05.120]  對劉德華一生有什麼影響
[00:11:05.120 --> 00:11:07.120]  影響很嚴重
[00:11:07.120 --> 00:11:09.120]  你賺了一筆錢
[00:11:09.120 --> 00:11:11.120]  不應該知道的人知道了
[00:11:11.120 --> 00:11:13.120]  知道了對他沒有關係
[00:11:13.120 --> 00:11:15.120]  什麼知情權滿足讀者要求
[00:11:15.120 --> 00:11:17.120]  我從來沒有要求過要知道劉德華結婚
[00:11:17.120 --> 00:11:19.120]  跟著劉德華
[00:11:19.120 --> 00:11:21.120]  現在的生活是做什麼事
[00:11:21.120 --> 00:11:23.120]  劉德華非常多的錢
[00:11:23.120 --> 00:11:25.120]  去找一間豪宅
[00:11:25.120 --> 00:11:27.120]  給他太太和他女兒還是兒子
[00:11:27.120 --> 00:11:29.120]  兒子和女兒
[00:11:29.120 --> 00:11:31.120]  關我什麼事
[00:11:31.120 --> 00:11:33.120]  在那裡住
[00:11:33.120 --> 00:11:35.120]  然後要找保安保鏢護著他
[00:11:35.120 --> 00:11:37.120]  然後出街
[00:11:37.120 --> 00:11:39.120]  不要被記者拍到他的樣子
[00:11:39.120 --> 00:11:43.120]  我們可以為了錢
[00:11:43.120 --> 00:11:45.120]  去犧牲
[00:11:45.120 --> 00:11:47.120]  別人的幸福
[00:11:47.120 --> 00:11:49.120]  2000年沒有變過
[00:11:49.120 --> 00:11:51.120]  我被狗仔隊跟蹤的時候
[00:11:51.120 --> 00:11:53.120]  我思考了很多問題
[00:11:53.120 --> 00:11:55.120]  我發覺有人跟蹤我
[00:11:55.120 --> 00:11:57.120]  我可以報警
[00:11:57.120 --> 00:11:59.120]  想清楚
[00:11:59.120 --> 00:12:01.120]  你發覺有人跟蹤你
[00:12:01.120 --> 00:12:03.120]  你是不是可以報警
[00:12:03.120 --> 00:12:05.120]  但你發覺有狗仔隊跟蹤你
[00:12:05.120 --> 00:12:07.120]  你會怎樣
[00:12:07.120 --> 00:12:09.120]  你報警
[00:12:09.120 --> 00:12:11.120]  警察說有狗仔隊跟蹤我
[00:12:11.120 --> 00:12:13.120]  警察是傻的
[00:12:13.120 --> 00:12:15.120]  他怎麼會受理
[00:12:15.120 --> 00:12:17.120]  有天我坐在車裡
[00:12:17.120 --> 00:12:19.120]  拍了兩分鐘
[00:12:19.120 --> 00:12:21.120]  大家都是打份工
[00:12:21.120 --> 00:12:23.120]  拍了兩分鐘交差就算了
[00:12:23.120 --> 00:12:25.120]  我等人等了十分鐘
[00:12:25.120 --> 00:12:27.120]  他繼續拍我十分鐘
[00:12:27.120 --> 00:12:29.120]  拍了第三分鐘我心裡有點氣
[00:12:29.120 --> 00:12:31.120]  你有沒有顧及我的感受
[00:12:31.120 --> 00:12:33.120]  我好像動物園裡
[00:12:33.120 --> 00:12:35.120]  一個龍困住的動物
[00:12:35.120 --> 00:12:37.120]  不斷被你拍
[00:12:37.120 --> 00:12:39.120]  而最流行的你不用給錢
[00:12:39.120 --> 00:12:41.120]  你明我說嗎
[00:12:41.120 --> 00:12:43.120]  我在動物園做動物也好
[00:12:43.120 --> 00:12:45.120]  你給錢進來看我
[00:12:45.120 --> 00:12:47.120]  你不用給錢不斷拍
[00:12:47.120 --> 00:12:49.120]  你又沒有餵我吃東西
[00:12:49.120 --> 00:12:51.120]  我為什麼要給你拍
[00:12:51.120 --> 00:12:53.120]  拍了兩分鐘就算了
[00:12:53.120 --> 00:12:55.120]  不斷拿著相機
[00:12:55.120 --> 00:12:57.120]  不斷拍
[00:12:57.120 --> 00:12:59.120]  我真的想拿手機出來拍他
[00:12:59.120 --> 00:13:01.120]  我馬上上網
[00:13:01.120 --> 00:13:03.120]  他不理你感受
[00:13:03.120 --> 00:13:05.120]  這個叫做
[00:13:05.120 --> 00:13:07.120]  記者的責任
[00:13:07.120 --> 00:13:09.120]  我看不到
[00:13:09.120 --> 00:13:11.120]  我看不到
[00:13:11.120 --> 00:13:13.120]  如果是這樣
[00:13:13.120 --> 00:13:15.120]  去動物園拍動物
[00:13:15.120 --> 00:13:17.120]  每個禮拜交片就可以了
[00:13:17.120 --> 00:13:19.120]  記者的責任不是做這些
[00:13:19.120 --> 00:13:21.120]  商業社會就是這樣
[00:13:21.120 --> 00:13:23.120]  商業社會是
[00:13:23.120 --> 00:13:25.120]  看錢重要過一切
[00:13:25.120 --> 00:13:27.120]  可以犧牲你的
[00:13:27.120 --> 00:13:29.120]  你看到
[00:13:29.120 --> 00:13:31.120]  完全不難明白
[00:13:31.120 --> 00:13:33.120]  戒心的居民叫耶穌走
[00:13:33.120 --> 00:13:35.120]  每天死2000隻豬怎麼辦
[00:13:35.120 --> 00:13:37.120]  我的經濟損失很嚴重
[00:13:37.120 --> 00:13:39.120]  所以要耶穌走
[00:13:39.120 --> 00:13:41.120]  這個人有沒有得救不關我的事
[00:13:41.120 --> 00:13:43.120]  這個人被鬼扶變
[00:13:43.120 --> 00:13:45.120]  得了自由也不關我的事
[00:13:45.120 --> 00:13:47.120]  2000隻豬真的關我事嗎
[00:13:47.120 --> 00:13:49.120]  跟你說
[00:13:49.120 --> 00:13:51.120]  人比豬更重要
[00:13:51.120 --> 00:13:55.120]  現在
[00:13:55.120 --> 00:13:57.120]  教會最大的問題是什麼
[00:13:57.120 --> 00:13:59.120]  教會最大的問題是我們的價值觀
[00:13:59.120 --> 00:14:01.120]  和外面的價值觀一模一樣
[00:14:01.120 --> 00:14:05.120]  金螳道對你很大的挑戰
[00:14:05.120 --> 00:14:07.120]  這罪名是很大的挑戰
[00:14:07.120 --> 00:14:09.120]  你如果要決定
[00:14:09.120 --> 00:14:11.120]  現在走就走
[00:14:11.120 --> 00:14:15.120]  金螳道對你很大的挑戰
[00:14:15.120 --> 00:14:19.120]  這個人走來
[00:14:19.120 --> 00:14:21.120]  跟耶穌說
[00:14:21.120 --> 00:14:23.120]  第一個反應
[00:14:23.120 --> 00:14:25.120]  叫耶穌走
[00:14:25.120 --> 00:14:27.120]  第二個反應
[00:14:27.120 --> 00:14:29.120]  這個被鬼扶的人好起來就跟耶穌說
[00:14:29.120 --> 00:14:31.120]  我跟你走
[00:14:31.120 --> 00:14:33.120]  耶穌說你不要跟我走
[00:14:33.120 --> 00:14:35.120]  你回去你家
[00:14:35.120 --> 00:14:37.120]  將神在你身上做的事告訴他們
[00:14:37.120 --> 00:14:39.120]  耶穌不讓他跟他走有兩個原因
[00:14:39.120 --> 00:14:41.120]  第一 因為格拉森不歡迎他
[00:14:41.120 --> 00:14:43.120]  他沒有一次將神的國
[00:14:43.120 --> 00:14:45.120]  在一個地方彰顯
[00:14:45.120 --> 00:14:47.120]  如果這個人不留在那裏
[00:14:47.120 --> 00:14:49.120]  他這次特意坐船過去
[00:14:49.120 --> 00:14:51.120]  格拉森的事功就巨好
[00:14:51.120 --> 00:14:53.120]  是不是
[00:14:53.120 --> 00:14:55.120]  但耶穌不甘心
[00:14:55.120 --> 00:14:57.120]  覺得為什麼要這樣
[00:14:57.120 --> 00:14:59.120]  所以他既然不歡迎我
[00:14:59.120 --> 00:15:01.120]  但你是本地人 你繼續回你家
[00:15:01.120 --> 00:15:03.120]  將神在你身上的作為
[00:15:03.120 --> 00:15:05.120]  告訴你家人
[00:15:05.120 --> 00:15:07.120]  結果是什麼
[00:15:07.120 --> 00:15:09.120]  結果這個人是超過
[00:15:09.120 --> 00:15:11.120]  耶穌所想所求
[00:15:11.120 --> 00:15:13.120]  他不單回自己家
[00:15:13.120 --> 00:15:15.120]  去到不同的城市裏
[00:15:15.120 --> 00:15:17.120]  去宣講耶穌在他身上的作為
[00:15:17.120 --> 00:15:19.120]  弟兄姊妹 再不要被人騙
[00:15:19.120 --> 00:15:21.120]  跟這位弟兄說
[00:15:21.120 --> 00:15:23.120]  你可以傳福音
[00:15:23.120 --> 00:15:29.120]  我們明白 西人有很多好東西
[00:15:29.120 --> 00:15:31.120]  但他們都教壞了我們很多東西
[00:15:31.120 --> 00:15:33.120]  聽清楚
[00:15:33.120 --> 00:15:35.120]  西人有很多好東西 但他們都教壞了我們很多東西
[00:15:35.120 --> 00:15:37.120]  今天傳福音
[00:15:37.120 --> 00:15:39.120]  是不需要受訓練的
[00:15:39.120 --> 00:15:41.120]  你看這個格拉森的人
[00:15:41.120 --> 00:15:43.120]  來跟耶穌說
