
[00:00:00.000 --> 00:00:04.440]  今天和大家分享的主題是「蒙福生命的藍圖」
[00:06:02.240 --> 00:06:03.240]  如果沒有了聖經的話
[00:06:03.240 --> 00:06:06.240]  不是根據聖經來作衡量的話
[00:06:06.240 --> 00:06:09.240]  我們就是無始放的
[00:06:09.240 --> 00:06:12.240]  所以今天在我們所領受的經文裡面
[00:06:12.240 --> 00:06:16.240]  就提醒我們要勤讀聖經
[00:06:16.240 --> 00:06:19.240]  在美國的一個研究報告
[00:06:19.240 --> 00:06:22.240]  在2011年到2016年
[00:06:22.240 --> 00:06:25.240]  在他們訪問的人數裡面
[00:06:25.240 --> 00:06:27.240]  讀聖經的百分比
[00:06:27.240 --> 00:06:33.240]  由2011年到2016年的波動情況
[00:06:33.240 --> 00:06:39.240]  67%到今時今日61%
[00:06:39.240 --> 00:06:42.240]  就是說如果將這個比例來評估
[00:06:42.240 --> 00:06:43.240]  在我們在座的
[00:06:43.240 --> 00:06:46.240]  大約有一千人的弟兄姊妹在這裡
[00:06:46.240 --> 00:06:49.240]  就是說有六成的弟兄姊妹是勤讀聖經
[00:06:49.240 --> 00:06:52.240]  還有四成的弟兄姊妹就沒那麼勤力
[00:06:52.240 --> 00:06:54.240]  或者還有些數字就是
[00:06:54.240 --> 00:06:58.240]  不是很喜歡讀聖經
[00:06:58.240 --> 00:06:59.240]  我想問大家
[00:06:59.240 --> 00:07:02.240]  你有沒有讀聖經?
[00:07:02.240 --> 00:07:05.240]  你喜不喜歡讀聖經?
[00:07:05.240 --> 00:07:07.240]  讀神的話
[00:07:07.240 --> 00:07:10.240]  如果我們離開神的話
[00:07:10.240 --> 00:07:14.240]  我們就不知道怎樣去生活
[00:07:14.240 --> 00:07:15.240]  行事為人
[00:07:15.240 --> 00:07:19.240]  我們作為一個基督徒
[00:07:19.240 --> 00:07:20.240]  另外顯示就是
[00:07:20.240 --> 00:07:24.240]  為什麼61%的朋友喜歡讀聖經
[00:07:24.240 --> 00:07:26.240]  和要讀聖經呢?
[00:07:26.240 --> 00:07:29.240]  就是因為他們認為
[00:07:29.240 --> 00:07:31.240]  在他們基督徒的生命歷程
[00:07:31.240 --> 00:07:32.240]  裡面
[00:07:32.240 --> 00:07:34.240]  聖經是很重要的
[00:07:34.240 --> 00:07:36.240]  如果不讀聖經的話
[00:07:36.240 --> 00:07:42.240]  他不知道怎樣行他人生的旅程
[00:07:42.240 --> 00:07:44.240]  是何等的重要
[00:07:44.240 --> 00:07:47.240]  如果不勤讀聖經
[00:07:47.240 --> 00:07:49.240]  不明白神的話
[00:07:49.240 --> 00:07:53.240]  在基督徒的生命歷程裡面
[00:07:53.240 --> 00:07:57.240]  是可以迷失方向
[00:07:57.240 --> 00:08:01.240]  是可以不知去向
[00:08:27.240 --> 00:08:30.240]  只是你們要行道
[00:08:30.240 --> 00:08:32.240]  不要單單聽道
[00:08:32.240 --> 00:08:34.240]  自己欺控自己
[00:08:34.240 --> 00:08:36.240]  因為聽道而不行道的
[00:08:36.240 --> 00:08:38.240]  就像人對著鏡子
[00:08:38.240 --> 00:08:40.240]  看自己本來的面目
[00:08:40.240 --> 00:08:42.240]  看見走後
[00:08:42.240 --> 00:08:45.240]  隨即忘了他的相貌如何
[00:08:45.240 --> 00:08:47.240]  就像人對著鏡子
[00:08:47.240 --> 00:08:49.240]  看自己本來的面目
[00:08:49.240 --> 00:08:50.240]  看見走後
[00:08:50.240 --> 00:08:53.240]  隨即忘了他的相貌如何
[00:08:53.240 --> 00:08:58.240]  唯有詳細察看那全被使人自由的筆法的
[00:08:58.240 --> 00:09:00.240]  並且時常如此
[00:09:00.240 --> 00:09:02.240]  這人既不是聽了就忘
[00:09:02.240 --> 00:09:04.240]  乃是實在行出來
[00:09:04.240 --> 00:09:08.240]  就在他所行的時常必然得福
[00:09:08.240 --> 00:09:10.240]  必然得福
[00:09:10.240 --> 00:09:12.240]  必然得福
[00:09:12.240 --> 00:09:18.240]  就是主耶穌在山上教導門徒的八福的句式
[00:09:18.240 --> 00:09:23.240]  有福了
[00:09:23.240 --> 00:09:25.240]  實在行出來
[00:09:25.240 --> 00:09:29.240]  在他所行的時常必然得福
[00:09:29.240 --> 00:09:32.240]  就是實踐神說話的
[00:09:32.240 --> 00:09:36.240]  是必然得福
[00:09:36.240 --> 00:09:40.240]  我們看經文十九二十節
[00:09:40.240 --> 00:09:42.240]  提到快快的聽
[00:09:42.240 --> 00:09:43.240]  慢慢的說
[00:09:43.240 --> 00:09:48.240]  慢慢的動腦
[00:09:48.240 --> 00:09:50.240]  又快又慢
[00:09:50.240 --> 00:09:52.240]  我們如何取得平衡呢
[00:09:52.240 --> 00:09:54.240]  今天我們說快
[00:09:54.240 --> 00:09:55.240]  我們很明白
[00:09:55.240 --> 00:09:56.240]  如何明白呢
[00:09:56.240 --> 00:09:59.240]  因為我們資訊科技非常發達
[00:09:59.240 --> 00:10:02.240]  媒體平台多得我們
[00:10:02.240 --> 00:10:06.240]  多到我們選擇任何一個
[00:10:06.240 --> 00:10:10.240]  都能夠達到我們和人連繫的
[00:10:10.240 --> 00:10:13.240]  快到這樣
[00:10:13.240 --> 00:10:14.240]  這裡快快的聽
[00:10:14.240 --> 00:10:15.240]  慢慢的說
[00:10:15.240 --> 00:10:16.240]  慢慢動腦的意思就是說
[00:10:16.240 --> 00:10:18.240]  專心的聆聽
[00:10:18.240 --> 00:10:21.240]  跟著以神的說話來判斷
[00:10:21.240 --> 00:10:25.240]  再作出回應
[00:10:25.240 --> 00:10:27.240]  專心的聆聽
[00:10:27.240 --> 00:10:30.240]  按著神的心意來分析
[00:10:30.240 --> 00:10:33.240]  跟著作出回應
[00:10:33.240 --> 00:10:35.240]  但今天的世代是怎樣的呢
[00:10:35.240 --> 00:10:40.240]  今天的世代是怎樣的呢
[00:10:40.240 --> 00:10:43.240]  在八十年代
[00:10:43.240 --> 00:10:45.240]  當我和我的朋友一起的時候
[00:10:45.240 --> 00:10:47.240]  他介紹一部機器給我認識
[00:10:47.240 --> 00:10:50.240]  就好像一個電視機一樣
[00:10:50.240 --> 00:10:54.240]  他告訴我是蘋果
[00:10:54.240 --> 00:10:57.240]  跟著在旁邊有一塊東西
[00:10:57.240 --> 00:10:59.240]  他告訴我是滑鼠
[00:10:59.240 --> 00:11:01.240]  我們知道了
[00:11:01.240 --> 00:11:04.240]  原來是一部計算機
[00:11:04.240 --> 00:11:06.240]  分析的器材
[00:11:06.240 --> 00:11:08.240]  那個時候我開始
[00:11:08.240 --> 00:11:12.240]  走上資訊科技的高速公路
[00:11:12.240 --> 00:11:14.240]  在九十年代
[00:11:14.240 --> 00:11:16.240]  用ICQ
[00:11:16.240 --> 00:11:17.240]  ICQ的意思就是
[00:11:17.240 --> 00:11:21.240]  Information Come Quickly
[00:11:21.240 --> 00:11:24.240]  看我們中間有沒有九十年代的
[00:11:24.240 --> 00:11:25.240]  頂尖姐妹
[00:11:25.240 --> 00:11:28.240]  你有沒有用過
[00:11:28.240 --> 00:11:32.240]  你有沒有用過
[00:11:32.240 --> 00:11:34.240]  沒有用過
[00:11:34.240 --> 00:11:37.240]  不是九十年代的人
[00:11:37.240 --> 00:11:39.240]  是怎樣用的呢
[00:11:39.240 --> 00:11:42.240]  將文字傳輸
[00:11:42.240 --> 00:11:44.240]  在世界某個角落
[00:11:44.240 --> 00:11:45.240]  傳到某個角落
[00:11:45.240 --> 00:11:47.240]  用文字傳輸
[00:11:47.240 --> 00:11:48.240]  很快的
[00:11:48.240 --> 00:11:49.240]  即時對話
[00:11:49.240 --> 00:11:50.240]  即時對話
[00:11:50.240 --> 00:11:52.240]  我們今天叫Online
[00:11:52.240 --> 00:11:54.240]  我們即時對話
[00:11:54.240 --> 00:11:55.240]  即時的通訊
[00:11:55.240 --> 00:11:57.240]  即時的到達對方的
[00:11:57.240 --> 00:12:00.240]  無論是桌面電腦
[00:12:00.240 --> 00:12:03.240]  或者是手提電腦
[00:12:03.240 --> 00:12:07.240]  或者是手機
[00:12:07.240 --> 00:12:08.240]  九十年代
[00:12:08.240 --> 00:12:09.240]  是ICQ
[00:12:09.240 --> 00:12:10.240]  到了00年代
[00:12:10.240 --> 00:12:13.240]  是MSN的年代
[00:12:13.240 --> 00:12:15.240]  就是微軟網絡的年代
[00:12:15.240 --> 00:12:18.240]  當時我們說有進步
[00:12:18.240 --> 00:12:20.240]  不單止是文字傳輸
[00:12:20.240 --> 00:12:24.240]  是聲音和影像即時的傳遞
[00:12:24.240 --> 00:12:25.240]  在00年代
[00:12:25.240 --> 00:12:28.240]  我曾經去過世界另一個角落
[00:12:28.240 --> 00:12:30.240]  我小朋友很小
[00:12:30.240 --> 00:12:34.240]  所以帶著一部有視像鏡頭
[00:12:34.240 --> 00:12:37.240]  和有麥克風的電腦
[00:12:37.240 --> 00:12:40.240]  就可以和我在香港的小朋友
[00:12:40.240 --> 00:12:41.240]  面對面的看見
[00:12:41.240 --> 00:12:43.240]  聊天
[00:12:43.240 --> 00:12:46.240]  當然他們醒來的時間
[00:12:46.240 --> 00:12:48.240]  就是我要睡覺的時間
[00:12:48.240 --> 00:12:50.240]  要付代價
[00:12:50.240 --> 00:12:55.240]  00年代進入視像聲音
[00:12:55.240 --> 00:12:57.240]  不單止文字的時代
[00:12:57.240 --> 00:13:02.240]  是視像和聲音傳輸的時代
[00:13:02.240 --> 00:13:04.240]  當下的年代是甚麼
[00:13:04.240 --> 00:13:07.240]  大家看到了
[00:13:07.240 --> 00:13:10.240]  快到沒有影子
[00:13:10.240 --> 00:13:11.240]  就是有文字
[00:13:11.240 --> 00:13:12.240]  有聲音
[00:13:12.240 --> 00:13:13.240]  有影像
[00:13:13.240 --> 00:13:16.240]  有現場的直播
[00:13:16.240 --> 00:13:17.240]  有人問我
[00:13:17.240 --> 00:13:18.240]  郭牧師為甚麼
[00:13:18.240 --> 00:13:20.240]  我發現某個弟兄姐妹
[00:13:20.240 --> 00:13:23.240]  在崇拜的過程裏
[00:13:23.240 --> 00:13:28.240]  又看到她在線
[00:13:28.240 --> 00:13:30.240]  有沒有人在線上
[00:13:30.240 --> 00:13:32.240]  今早我慶祝唐敏頂姐妹的時候
[00:13:32.240 --> 00:13:34.240]  其中一位弟兄
[00:13:34.240 --> 00:13:35.240]  不好意思
[00:13:35.240 --> 00:13:38.240]  他在線
[00:13:38.240 --> 00:13:39.240]  因為他看到
[00:13:39.240 --> 00:13:40.240]  在後面
[00:13:40.240 --> 00:13:41.240]  指前面
[00:13:41.240 --> 00:13:43.240]  他在線
[00:13:43.240 --> 00:13:44.240]  是不對的
[00:13:44.240 --> 00:13:45.240]  因為敬拜神
[00:13:45.240 --> 00:13:46.240]  你在線
[00:13:46.240 --> 00:13:47.240]  當然你有你的難處
[00:13:47.240 --> 00:13:49.240]  你有你
[00:13:49.240 --> 00:13:51.240]  可能有很多工作
[00:13:51.240 --> 00:13:52.240]  可能停一會
[00:13:52.240 --> 00:13:53.240]  停一個半小時
[00:13:53.240 --> 00:13:55.240]  已經有成千上萬的訊息
[00:13:55.240 --> 00:13:59.240]  你處理不到
[00:13:59.240 --> 00:14:02.240]  但是否要即時
[00:14:02.240 --> 00:14:05.240]  大家是否要即時回應
[00:14:05.240 --> 00:14:06.240]  快快的聽
[00:14:06.240 --> 00:14:07.240]  慢慢的說
[00:14:07.240 --> 00:14:08.240]  慢慢的動腦
[00:14:08.240 --> 00:14:09.240]  意思就是
[00:14:09.240 --> 00:14:10.240]  專心聆聽
[00:14:10.240 --> 00:14:11.240]  去分析
[00:14:11.240 --> 00:14:12.240]  去想想
[00:14:12.240 --> 00:14:15.240]  那句說話是甚麼意思
[00:14:15.240 --> 00:14:17.240]  其實誠心教會
[00:14:17.240 --> 00:14:19.240]  即是我們誠心家
[00:14:19.240 --> 00:14:21.240]  其實我們都有網頁
[00:14:21.240 --> 00:14:27.240]  我們是www.boptist.org.hk
[00:14:27.240 --> 00:14:29.240]  這麼麻煩
[00:14:29.240 --> 00:14:32.240]  要打這麼長的網頁的名字
[00:14:32.240 --> 00:14:33.240]  其實都很短的
[00:14:33.240 --> 00:14:36.240]  但因應大家要快的緣故
[00:14:36.240 --> 00:14:38.240]  就是QR Code
[00:14:38.240 --> 00:14:39.240]  我們就Encode是QR Code
[00:14:39.240 --> 00:14:41.240]  只要你手機平板
[00:14:41.240 --> 00:14:44.240]  你的電腦有QR Code掃描
[00:14:44.240 --> 00:14:46.240]  掃描過的QR Code
[00:14:46.240 --> 00:14:48.240]  即刻上到網頁
[00:14:48.240 --> 00:14:50.240]  有手機版
[00:14:50.240 --> 00:14:52.240]  快不快?
[00:14:52.240 --> 00:14:54.240]  很快的
[00:14:54.240 --> 00:14:56.240]  你想再聽我這次的講道
[00:14:56.240 --> 00:14:59.240]  你今天下午就可以聽到
[00:14:59.240 --> 00:15:01.240]  不知道你想不想再聽
[00:15:01.240 --> 00:15:02.240]  但我們說
[00:15:02.240 --> 00:15:05.240]  原來可以這麼快的
[00:15:05.240 --> 00:15:07.240]  我們說要誠心明辨
[00:15:07.240 --> 00:15:09.240]  誠心教導我們
[00:15:09.240 --> 00:15:10.240]  要快快的聽
[00:15:10.240 --> 00:15:11.240]  慢慢的說
[00:15:11.240 --> 00:15:12.240]  慢慢的動腦
[00:15:12.240 --> 00:15:17.240]  我們要去專心的聆聽
[00:15:17.240 --> 00:15:19.240]  聽聽別人說甚麼
[00:15:19.240 --> 00:15:22.240]  聽聽神說甚麼
[00:15:22.240 --> 00:15:24.240]  去分析
[00:15:24.240 --> 00:15:27.240]  去了解
[00:15:27.240 --> 00:15:30.240]  慢慢的動腦
[00:15:30.240 --> 00:15:31.240]  慢慢的動腦
[00:15:31.240 --> 00:15:34.240]  其實是不是可以生氣呢?
[00:15:34.240 --> 00:15:36.240]  即是說
[00:15:36.240 --> 00:15:37.240]  是不是可以生氣?
[00:15:37.240 --> 00:15:38.240]  原來不是
[00:15:38.240 --> 00:15:39.240]  然後
[00:15:39.240 --> 00:15:40.240]  還有一句
[00:15:40.240 --> 00:15:45.240]  人的怒氣不能成就神的義
[00:15:45.240 --> 00:15:49.240]  慢慢動腦的意思是
[00:15:49.240 --> 00:15:52.240]  你想清楚
[00:15:52.240 --> 00:15:57.240]  動腦是有判斷、審判的意思
[00:15:57.240 --> 00:16:04.240]  審判加上刑罰、判罪的行動
[00:16:04.240 --> 00:16:07.240]  動腦是這樣的意思
[00:16:07.240 --> 00:16:12.240]  是審判、刑罰、判罪
[00:16:12.240 --> 00:16:15.240]  加上你的憤怒
[00:16:15.240 --> 00:16:17.240]  但是這裡說得很清楚
[00:16:17.240 --> 00:16:20.240]  人的怒氣不能成就神的義
[00:16:20.240 --> 00:16:21.240]  甚麼是神的義?
[00:16:21.240 --> 00:16:22.240]  就是尾線的事情
[00:16:22.240 --> 00:16:24.240]  不犯罪的事情
[00:16:24.240 --> 00:16:26.240]  能夠造就人的事情
[00:16:26.240 --> 00:16:31.240]  能夠榮耀神的事情
[00:16:31.240 --> 00:16:37.240]  人的怒氣不能成就神的義
[00:16:37.240 --> 00:16:41.240]  我們看到
[00:16:41.240 --> 00:16:46.240]  今天實在是很多的怒氣
[00:16:46.240 --> 00:16:47.240]  無論是在教會裡面
[00:16:47.240 --> 00:16:49.240]  或者教會外面
[00:16:49.240 --> 00:16:50.240]  我們很多時候都看到
[00:16:50.240 --> 00:16:54.240]  弟兄姊妹就是因為一句話而怒氣
[00:16:54.240 --> 00:16:56.240]  或者一個動作而怒氣
[00:16:56.240 --> 00:17:00.240]  或者一個眼神而怒氣
[00:17:00.240 --> 00:17:02.240]  我們說進來的時候
[00:17:02.240 --> 00:17:05.240]  都會覺得很擠迫
[00:17:05.240 --> 00:17:07.240]  可不可以坐近一點
[00:17:07.240 --> 00:17:09.240]  或者一句話
[00:17:09.240 --> 00:17:10.240]  令你不開心
[00:17:10.240 --> 00:17:15.240]  你就會心裡面覺得有點憤怒
[00:17:15.240 --> 00:17:18.240]  你判斷了他做得不對
[00:17:18.240 --> 00:17:19.240]  他做錯了
[00:17:19.240 --> 00:17:20.240]  但是我們想一想
[00:17:20.240 --> 00:17:21.240]  在教會裡面
[00:17:21.240 --> 00:17:23.240]  一個愛的群體
[00:17:23.240 --> 00:17:24.240]  一個愛的群體
[00:17:24.240 --> 00:17:27.240]  怎樣能夠表達我們的愛呢?
[00:17:27.240 --> 00:17:28.240]  去想一想
[00:17:28.240 --> 00:17:31.240]  為甚麼他會有這樣的聲音發出呢?
[00:17:31.240 --> 00:17:33.240]  或者那個動作
[00:17:33.240 --> 00:17:35.240]  那個眼神
[00:17:35.240 --> 00:17:38.240]  真的有時候是誤會的
[00:17:38.240 --> 00:17:41.240]  來得太快了
[00:17:41.240 --> 00:17:43.240]  不能夠經過思想
[00:17:43.240 --> 00:17:44.240]  就做了判斷
[00:17:44.240 --> 00:17:47.240]  那就判斷了
[00:17:47.240 --> 00:17:49.240]  這個很容易
[00:17:49.240 --> 00:17:52.240]  很容易就是用我們的方法
[00:17:52.240 --> 00:17:55.240]  甚至是用世俗的方法手段
[00:17:55.240 --> 00:17:59.240]  來處理事情
[00:17:59.240 --> 00:18:01.240]  其實這些事情
[00:18:01.240 --> 00:18:05.240]  很多很多時候都在我們中間發生
[00:18:05.240 --> 00:18:07.240]  其實在聖經的記載裡面
[00:18:07.240 --> 00:18:09.240]  都有這樣發生
[00:18:09.240 --> 00:18:13.240]  我們稱為後現代的釋經方法
[00:18:13.240 --> 00:18:15.240]  後現代釋經方法
[00:18:15.240 --> 00:18:17.240]  是甚麼方法呢?
[00:18:17.240 --> 00:18:20.240]  有名稱的就是讀者反應
[00:18:20.240 --> 00:18:21.240]  理論很簡單
[00:18:21.240 --> 00:18:24.240]  就是按著讀者處境的需要
[00:18:24.240 --> 00:18:27.240]  來理解聖經的意義
[00:18:27.240 --> 00:18:28.240]  就是說
[00:18:28.240 --> 00:18:29.240]  我讀一段經文
[00:18:29.240 --> 00:18:33.240]  就是從我現在身處的環境
[00:18:33.240 --> 00:18:34.240]  我覺得
[00:18:34.240 --> 00:18:36.240]  合用還是不合用呢?
[00:18:36.240 --> 00:18:38.240]  我自己判斷了
[00:18:38.240 --> 00:18:42.240]  是不合用就不合用了
[00:18:42.240 --> 00:18:43.240]  舉個例子
[00:19:06.240 --> 00:19:08.240]  奉獻了
[00:19:08.240 --> 00:19:12.240]  以後你們就不容他再奉養父母
[00:19:12.240 --> 00:19:13.240]  就是說
[00:19:13.240 --> 00:19:14.240]  奉獻了給教會
[00:19:14.240 --> 00:19:17.240]  就不用供養父母了
[00:19:17.240 --> 00:19:20.240]  這就是你們承傳遺傳
[00:19:20.240 --> 00:19:22.240]  直接遺傳廢了神的道
[00:19:22.240 --> 00:19:25.240]  你們還做許多這樣的事
[00:19:25.240 --> 00:19:27.240]  當孝敬父母
[00:19:27.240 --> 00:19:32.240]  為甚麼當時的文士和花里賽人
