
[00:00:00.000 --> 00:00:10.000]  道成了肉身, 住在我們中間, 匆匆滿滿地有恩典, 有真理。
[00:13:24.000 --> 00:13:33.000]  約翰說: 我看見他的榮光, 孤獨生子的榮光, 然而我沒有死。
[00:13:33.000 --> 00:13:38.000]  我不但沒有死, 我還沒死。
[00:13:38.000 --> 00:13:45.000]  究竟什麼是恩典? 究竟什麼是憐憫? 恩典從何而來? 憐憫從何而來?
[00:13:45.000 --> 00:13:51.000]  以至我看見了上帝的榮光, 仍然沒有失去生命。
[00:13:51.000 --> 00:13:58.000]  要解開這個奧秘的真相, 要知道約翰所講的恩典和慈愛。
[00:13:58.000 --> 00:14:05.000]  希臘文是charis, 希伯來文是hesed。
[00:14:05.000 --> 00:14:10.000]  上帝的慈愛, 上帝的恩典究竟是什麼?
[00:14:10.000 --> 00:14:18.000]  如果你想知道的時候, 你要細心研讀約翰給我們的福音序幕prologue。
[00:14:18.000 --> 00:14:26.000]  請學者告訴我們, 約翰福音第一章一至十八節, 是約翰所寫的福音序幕。
[00:14:26.000 --> 00:14:33.000]  將整本書, 可以這樣說, 在十八節裡面已經濃縮呈現了。
[00:14:33.000 --> 00:14:41.000]  即是說, 很有可能這十八節, 是改編自一首初期教會的詩歌。
[00:14:41.000 --> 00:14:47.000]  這首詩歌, 我叫它做《恩典榮耀頌》。
[00:14:47.000 --> 00:14:53.000]  這首詩歌可以分為四段, 《恩典榮耀頌》。
[00:14:53.000 --> 00:14:57.000]  這首詩歌有兩個主題, 上帝的恩典, 上帝的榮耀。
[00:14:57.000 --> 00:15:01.000]  它可以分為A、B、C、D, 四部分。
[00:15:01.000 --> 00:15:08.000]  每一部分的主題是, 首先是《太初有道做萬物》。
[00:15:08.000 --> 00:15:13.000]  B的主題是《黑暗不能勝光明》。
[00:15:13.000 --> 00:15:17.000]  C的主題是《接納真光作兒女》。
[00:15:17.000 --> 00:15:21.000]  最後D, 《恩典帳幕子榮耀》。
[00:15:21.000 --> 00:15:24.000]  《恩典與榮耀》。
[00:15:24.000 --> 00:15:28.000]  因為時間的關係, 我們今天只可以說部分A。
[00:15:28.000 --> 00:15:34.000]  我們希望下個星期回來, 看完部分B和部分C。
[00:15:34.000 --> 00:15:42.000]  而A、B、C, 帶我們真正明白, 什麼叫做《恩典》, 什麼叫做《榮耀》。
[00:15:42.000 --> 00:15:51.000]  《楊福音》第一章, 一至三節, 部分A, 《太初有道做萬物》。
[00:15:51.000 --> 00:15:59.000]  《太初有道》, 道與上帝同在, 道就是上帝, 這道太初與上帝同在。
[00:15:59.000 --> 00:16:06.000]  萬物都是藉著他造的, 沒有一樣不是藉著他造的。
[00:16:06.000 --> 00:16:12.000]  約翰一開始就帶我們回到 《整本聖經》的起頭。
[00:16:12.000 --> 00:16:18.000]  《整本聖經》的起頭, 《創世紀》第一章, 第一節, 起初上帝創造天地。
[00:16:18.000 --> 00:16:24.000]  地是空虛混沌, 深淵一片, 上面一片黑暗。
[00:16:24.000 --> 00:16:35.000]  上帝的靈魂 行在水面上, 上帝說, 要有光, 就有光。
[00:16:35.000 --> 00:16:40.000]  約翰將我們帶回 《創世紀》的頭三節。
[00:16:40.000 --> 00:16:45.000]  在約翰的福音聚幕裏面, 上帝的靈還未出現。
[00:16:45.000 --> 00:16:48.000]  我們現在讀的是 Prologue, 是不是? 一至十八節。
[00:16:48.000 --> 00:16:52.000]  在上帝的福音聚幕裏面, 上帝的靈還未出現。
[00:16:52.000 --> 00:16:56.000]  不過很快, 如果你讀下去, 你知道很快上帝的靈會出現。
[00:16:56.000 --> 00:17:00.000]  出現在哪裏? 出現在耶穌受洗的時候。
[00:17:00.000 --> 00:17:05.000]  楊福音第一章, 第三十二節, 私洗約翰作見證。
[00:17:05.000 --> 00:17:11.000]  我看見聖靈彷彿甲子, 從天上降下, 停留在哪個身上? 耶穌身上。
[00:17:11.000 --> 00:17:23.000]  於是上帝的道, 上帝的靈, 他們會一起, 一起在耶穌基督身上運行工作。
[00:17:23.000 --> 00:17:27.000]  這個就是耶穌侍公的彰顯。
[00:17:27.000 --> 00:17:36.000]  耶穌侍公帶著上帝的道, 和上帝的靈, 兩樣東西加起來, 一起去做些什麼? 做些什麼工作?
[00:17:36.000 --> 00:17:46.000]  你看回創世紀第一章, 你就知道, 上帝的話語和上帝的靈, 加在一起, 一定是做一個創造的工作。
[00:17:46.000 --> 00:17:52.000]  做一個再做的工作, 做一個新做的工作。
[00:17:52.000 --> 00:18:04.000]  太初有道, 這個道是希臘文 logos 的中文翻譯, 翻譯得非常之優雅, 非常之道偉。
[00:18:04.000 --> 00:18:10.000]  就是因為太優雅, 太道偉, 所以有點誤導的成份。
[00:18:10.000 --> 00:18:24.000]  這個 logos 並非中國古代哲學裡面的一些概念, 不是道家的道, 不是儒家的道, 不是佛家的道, 什麼都不是。
[00:18:24.000 --> 00:18:34.000]  有些聖經學者說, 約翰的 logos 很有可能是和希臘哲學思想裡面, 創造宇宙的道有關。
[00:18:34.000 --> 00:18:49.000]  也許, 我不知道。 不過, 最準確, 或者更準確的理解, 亦都是最簡單直接的理解, 其實就是這個 logos, 就是說話的意思。
[00:18:49.000 --> 00:18:56.000]  容許我粗陋的再翻譯一次。
[00:18:56.000 --> 00:19:06.000]  我會這樣翻譯, 起初上帝說話, 哪話與上帝同在, 哪話就是上帝。
[00:19:06.000 --> 00:19:20.000]  約翰講的是一個靠說話創造的上帝, 而這個上帝他親口講的說話, 現在乘鳥欲生, 降臨於世間, 住在我們當中。
[00:19:20.000 --> 00:19:31.000]  這個說話, 今天在我們當中, 要與我們說話, 並且他要以這個說話來創造。
[00:19:31.000 --> 00:19:37.000]  耶穌是什麼? 耶穌是說話。 耶穌是什麼? 耶穌是創造。
[00:19:37.000 --> 00:19:50.000]  耶穌在地上的事工, 你有沒有想想? 靠嘴巴而已。 什麼都是靠嘴巴, 你不要以為靠嘴巴不好, 靠嘴巴才好, 為什麼? 因為聖經裏面的上帝是靠嘴巴。
[00:19:50.000 --> 00:20:04.000]  於是當耶穌來到的時候, 他不斷開口說話, 他用他的話語創造新的事物, 創造新的生命, 創造新的未來。
[00:20:04.000 --> 00:20:12.000]  不是talk is cheap, 而是這個說話, 正是聖經裏面上帝的彰顯。
[00:20:12.000 --> 00:20:29.000]  但是我們去到思想, 在這個福音裏面, 七個偉大的神蹟, 又或者是記號, 七是一個完美的數字。
[00:20:29.000 --> 00:20:47.000]  聖經學者告訴我們, 當你去讀約翰的福音的時候, 你知道約翰是故意, 在眾多耶穌所顯的神蹟歧視裏面, 選擇了七個作為一個完美的組合。
[00:20:47.000 --> 00:20:59.000]  信不信由你, 為什麼我要和你看這七個神蹟? 不是因為他們厲害, 而是每一個神蹟都是靠嘴巴成就。
[00:20:59.000 --> 00:21:06.000]  耶穌真是一個名副其實的說話創造王, 說話創造主。
[00:21:06.000 --> 00:21:22.000]  我想帶你很快去看這七個神蹟, 他們分別是: 加拿分禮,水變酒; 耶路撒冷,結聖殿; 大臣兒子活過來;
[00:21:22.000 --> 00:21:37.000]  不是大慈,喜來酒; 五餅二魚,飽五千; 西羅阿慈,看見了; 最後,死而復活,拉撒路。
[00:21:37.000 --> 00:21:53.000]  這些故事我很熟悉,沒問題, 不過二號神蹟好像有點奇怪, 為什麼二號神蹟跟其他六個截然不同?
[00:21:53.000 --> 00:22:01.000]  其他六個都是大能的醫治, 起死回生,災難的解困。
[00:22:01.000 --> 00:22:08.000]  耶穌來到就是為我們做這些事, 大能醫治,起死回生,救災解困。
[00:22:08.000 --> 00:22:18.000]  但是二號神蹟有些問題, 好像有點不切實際, 說了又不知道他有沒有做。
[00:22:18.000 --> 00:22:34.000]  林牧師,有沒有搞錯? 橫看怎麼看,二號都不像一個神蹟。 你想得一點都沒錯,但我也想得一點都沒錯。
[00:22:34.000 --> 00:22:47.000]  二號卻真的是約翰所寫的一個神蹟, 但這個故事其實不是神蹟,而是記號。
[00:22:47.000 --> 00:22:57.000]  在《讓福音》裡面, 約翰特意用了希臘文的sign, 不是miracle去形容耶穌所做的歧視。
[00:22:57.000 --> 00:23:05.000]  他要給我們看到的不是耶穌的神蹟, 而是耶穌的記號。
[00:23:05.000 --> 00:23:12.000]  所謂記號就是神蹟裡面包住了一個信息, 就是叫做記號。
[00:23:12.000 --> 00:23:18.000]  那個神蹟只是個盒子而已, 那個信息才是重要。
[00:23:18.000 --> 00:23:29.000]  所以在這裡, 約翰給了我們七個上帝天國的記號, 不是神蹟,神蹟只是一個包裝而已。
[00:23:29.000 --> 00:23:39.000]  從這個角度來講, 你會開始明白, 原來二號的故事才是明白耶穌說話創造故事的關鍵。
[00:23:39.000 --> 00:23:47.000]  你明白了二號, 你就明白其他一、三、五、四、五、六、七, 究竟應該怎樣去明白。
[00:23:47.000 --> 00:23:57.000]  我們的時間有限, 不過我想和你很快的逐個故事去看, 看耶穌怎樣用祂的說話, 在故事裡面創造了一些東西。
[00:23:57.000 --> 00:24:03.000]  而祂整個故事裡面包含的信息, 究竟又是一個怎樣的信息。
[00:24:03.000 --> 00:24:10.000]  第一個天國的記號, 是在迦拿的婚宴上面水變酒。
[00:24:10.000 --> 00:24:21.000]  耶穌說了一句說話, 這句說話創造了新的可能性, 祂的說話就是把江倒滿了水,把江倒滿水。
[00:24:21.000 --> 00:24:28.000]  表面上我們讀的是一個清水變酒的故事, 是一個救災解困的問題。
[00:24:28.000 --> 00:24:36.000]  因為如果沒有酒, 他們的婚禮就不成了。 但是當你仔細深入去看這個故事的時候,
[00:24:36.000 --> 00:24:44.000]  你會發現這個故事是一個非常奇特的故事, 它的包裝,它的上下文很奇怪。
[00:24:44.000 --> 00:24:52.000]  那水變的酒, 耶穌要幫他們解決一個問題, 就是沒有酒的問題。
[00:24:52.000 --> 00:24:58.000]  為什麼不釘一下酒出來呢? 為什麼一定要用水去變酒呢?
[00:24:58.000 --> 00:25:02.000]  第二, 耶穌不單止是用水變酒, 是用一些特別的水。
[00:25:02.000 --> 00:25:08.000]  照猶太人的潔淨禮的規矩, 有六個江口擺在那裡。
[00:25:08.000 --> 00:25:13.000]  耶穌用潔淨的水變成潔淨的酒。
[00:25:13.000 --> 00:25:19.000]  第十一節, 祂說這個神蹟顯出了祂的榮耀。
[00:25:19.000 --> 00:25:24.000]  你一定要想一下這個榮耀是什麼樣的榮耀。 你不要馬上走到神蹟的榮耀。
[00:25:24.000 --> 00:25:29.000]  我之前已經跟你說, 大概和神蹟的榮耀不一樣。
[00:25:29.000 --> 00:25:35.000]  最後, 這是一個第三天的神蹟。 第三天在婚宴上面的神蹟。
[00:25:35.000 --> 00:25:44.000]  如果你之前有聽過我講第一個記號的時候, 你就大概隱約記得, 這個故事其實不是一個普通的神蹟。
[00:25:44.000 --> 00:25:49.000]  耶穌用了潔淨的水變成潔淨的酒。
[00:25:49.000 --> 00:25:54.000]  這些酒又是美味的酒, 是婚宴上的酒。
[00:25:54.000 --> 00:25:57.000]  在聖經裡面, 婚宴是天國的代號。
[00:25:57.000 --> 00:26:05.000]  所以, 耶穌將這些潔淨的酒 變成天國裡面的酒。
[00:26:05.000 --> 00:26:18.000]  帶我們去到耶穌的最後晚餐, 祂拿起餅乾來祝福了, 抹開。 接著祂又拿起杯來祝謝了弟及他們, 你們都要學這個酒。
[00:26:18.000 --> 00:26:25.000]  接著祂說, 這個酒不是普通的酒, 這是我納約的生血, 為多人流出, 使醉得赦免。
[00:26:25.000 --> 00:26:31.000]  以致你通過這個赦罪的酒, 可以進入聖餐。
[00:26:31.000 --> 00:26:34.780]  永恆裡面,高揚的訓言。
[00:26:34.780 --> 00:26:39.780]  這個很有趣,他說這個神蹟是第三天的訓言。
[00:26:39.780 --> 00:26:42.780]  難道跟復活有關?
[00:26:42.780 --> 00:26:47.780]  第三天的訓言,難道這個壽死跟他將來的復活會有關係?
[00:26:47.780 --> 00:26:53.780]  但是更有趣的一樣東西就是,如果你去看一下約翰的閱歷,
[00:26:53.780 --> 00:26:57.780]  約翰由第一章開始,他又不跟你說哪一天,
[00:26:57.780 --> 00:27:02.780]  但是他會經常說第二天,第二天,第二天。
[00:27:02.780 --> 00:27:06.780]  他說了三次,第二天,又或者過了一天。
[00:27:06.780 --> 00:27:10.780]  所以你由第一天開始,過了一天,第二天,過了一天,第三天,
[00:27:10.780 --> 00:27:12.780]  再過一天,第四天,再過多三天,
[00:27:12.780 --> 00:27:16.780]  剛剛好是第七天,這個不單止是第三天的神蹟,
[00:27:16.780 --> 00:27:23.780]  這個是第七天的神蹟,是一個安息日的神蹟。
[00:27:23.780 --> 00:27:27.780]  你開始明白整個故事究竟怎樣去看。
[00:27:27.780 --> 00:27:31.780]  氣候福音裡面,耶穌有一個很獨特的身份。
[00:27:31.780 --> 00:27:37.780]  司祭約翰望見耶穌,說上帝的羔羊,要除去世人的罪。
[00:27:37.780 --> 00:27:41.780]  我們怎麼可以進入這個安息?
[00:27:41.780 --> 00:27:43.780]  我們需要耶穌的保血。
[00:27:43.780 --> 00:27:46.780]  於是,我總結的時候,我可以這樣說,
[00:27:46.780 --> 00:27:50.780]  耶穌說話創造了什麼?創造了分宴裡面的美酒。
[00:27:50.780 --> 00:27:55.780]  但是,耶穌整個故事是預言將來的一些事情。
[00:27:55.780 --> 00:28:02.780]  將來祂要為我們預備好酒,去潔淨我們,以至我們可以進天國。
[00:28:02.780 --> 00:28:06.780]  因為所有的東西都是和天國有關係。
[00:28:06.780 --> 00:28:10.780]  我們讀的不是神蹟,而是記號。
[00:28:10.780 --> 00:28:17.780]  第二個天國的記號,耶路撒冷去清潔上帝的聖殿。
[00:28:17.780 --> 00:28:20.780]  耶穌說了一句話,祂說的是:
[00:28:20.780 --> 00:28:25.780]  「你們拆毀這殿,我三天內要把祂重建。」
[00:28:25.780 --> 00:28:30.780]  說什麼?翻身,裝修聖殿?不是。
[00:28:30.780 --> 00:28:33.780]  你繼續看那個故事的上下文,祂說:
[00:28:33.780 --> 00:28:36.780]  「猶太人的愉悅節近了。」
[00:28:36.780 --> 00:28:39.780]  「耶穌所說的殿是祂的身體。」
[00:28:39.780 --> 00:28:44.780]  祂從死人中復活之後,門號才想起。
[00:28:44.780 --> 00:28:49.780]  死人中復活之後祂才想起,原來這個故事,
[00:28:49.780 --> 00:28:54.780]  所有耶穌說的東西是關於祂的身體,和愉悅節有關係。
[00:28:54.780 --> 00:28:56.780]  為什麼和愉悅節有關係?
[00:28:56.780 --> 00:29:00.780]  愉悅節裡面的主角是什麼?是愉悅節的羔羊。
[00:29:00.780 --> 00:29:06.780]  耶穌有一個獨特的身份,神的羔羊,除去世人的罪。
[00:29:06.780 --> 00:29:10.780]  在這個故事裡面,耶穌沒有說話創造什麼。
[00:29:10.780 --> 00:29:12.780]  當日沒有事情發生。
[00:29:12.780 --> 00:29:17.780]  但是在這個故事裡面,耶穌公開預言了一個將來。
[00:29:17.780 --> 00:29:22.780]  祂要為我們的緣故受死復活,
[00:29:22.780 --> 00:29:25.780]  預備一個愉悅的聖殿。
[00:29:25.780 --> 00:29:28.780]  在這個聖殿裡面,在這個新聖殿裡面,
[00:29:28.780 --> 00:29:30.780]  有一個愉悅節的羔羊。
[00:29:30.780 --> 00:29:33.780]  通過這個愉悅羔羊的聖殿,
[00:29:33.780 --> 00:29:37.780]  我們可以進入上帝的天國。
[00:29:37.780 --> 00:29:41.780]  第三個記號,大臣兒子活過來。
[00:29:41.780 --> 00:29:43.780]  耶穌說了一句話,他說:
[00:29:43.780 --> 00:29:46.780]  「回去吧,你的兒子活了。」
[00:29:46.780 --> 00:29:50.780]  表面上是一個起死回生,意志大同的故事,對不對?
[00:29:50.780 --> 00:29:53.780]  但是當你看回上下文,
[00:29:53.780 --> 00:29:56.780]  當你看看更深層的意思的時候,
[00:29:56.780 --> 00:30:03.780]  你發現原來第二個記號和第一個記號是有關聯的。
[00:30:03.780 --> 00:30:05.780]  耶穌又道:
[00:30:05.780 --> 00:30:10.780]  「加利利的加拿就是祂從前水面走的地方。」
[00:30:10.780 --> 00:30:14.780]  「這是耶穌從猶大回來加利利所行的第二個神蹟。」
[00:30:14.780 --> 00:30:16.780]  所謂第二個神蹟不是第二個,
[00:30:16.780 --> 00:30:21.780]  而是第二個在加拿加利利所行的神蹟。
[00:30:21.780 --> 00:30:26.780]  祂專門要將第一個和第二個連起來。
[00:30:26.780 --> 00:30:29.780]  如果第一個記號,或者第一個神蹟,
[00:30:29.780 --> 00:30:35.780]  是指向耶穌為我們釘身在十字架上流血,你記不記得?
[00:30:35.780 --> 00:30:41.780]  那個尾酒可以潔淨你,說明祂將來要為我們流血赦罪。
[00:30:41.780 --> 00:30:46.780]  現在這個故事,祂將一個兒子復活的故事,
[00:30:46.780 --> 00:30:50.780]  其實是說明祂自己復活的預告。
[00:30:50.780 --> 00:30:56.780]  耶穌的說話在這個故事裏面創造了生命。
[00:30:56.780 --> 00:31:02.780]  但是這個說話也預言將來兒子要重生,
[00:31:02.780 --> 00:31:09.780]  是祂自己的重生,會帶領我們進入天國。
