
[00:00:00.000 --> 00:00:04.040]  好 今年四月的時候
[00:16:42.600 --> 00:16:45.600]  為的是要讓教會成長成熟。
[00:16:45.600 --> 00:16:49.600]  使徒和先知是教會的根基,
[00:16:49.600 --> 00:16:52.600]  傳福音的人是開拓者,
[00:16:52.600 --> 00:16:59.600]  而牧師和教師就是幫助教會成長持續的推動者。
[00:16:59.600 --> 00:17:02.600]  這些職事不是自我選擇,
[00:17:02.600 --> 00:17:07.600]  而是基督親自差派的恩賜性角色。
[00:17:07.600 --> 00:17:10.600]  教會領袖不是一份工作,
[00:17:10.600 --> 00:17:13.600]  不是一個職業,而是一個呼召。
[00:17:13.600 --> 00:17:20.600]  而這個恩賜的目的背後就是要裝備聖徒建立身體。
[00:17:20.600 --> 00:17:26.600]  十二節他用了三個片語來說明這個恩賜的目的。
[00:17:26.600 --> 00:17:28.600]  第一個就是裝備聖徒,
[00:17:28.600 --> 00:17:31.600]  第二個就是做侍奉的工作,
[00:17:31.600 --> 00:17:34.600]  第三個就是建立基督的身體。
[00:17:34.600 --> 00:17:44.600]  原文有一個前置詞去顯示層次的關係。
[00:17:44.600 --> 00:17:49.600]  裝備聖徒是一個有方向性的前置詞,
[00:17:49.600 --> 00:17:56.600]  而侍奉的工作和建立基督的身體是一個目的性的前置詞。
[00:17:56.600 --> 00:18:01.600]  領袖的職責就是要裝備聖徒,
[00:18:01.600 --> 00:18:04.600]  而聖徒被裝備之後就去侍奉,
[00:18:04.600 --> 00:18:08.600]  侍奉的果效就是要建立教會。
[00:18:08.600 --> 00:18:17.600]  而裝備的原意就是要收復原位,
[00:18:17.600 --> 00:18:22.600]  即是斷骨收復原位,收綁原罔的意思,
[00:18:22.600 --> 00:18:26.600]  表示就是信徒不單單是被教導,
[00:18:26.600 --> 00:18:30.600]  更加要被修復,被整全,
[00:18:30.600 --> 00:18:34.600]  讓軟弱者能夠重新的站立,
[00:18:34.600 --> 00:18:37.600]  破碎者能夠重新的起來服事。
[00:18:37.600 --> 00:18:42.600]  教會的建造不是靠少數人去撐起,
[00:18:42.600 --> 00:18:46.600]  而是每一個信徒都要參與其中,
[00:18:46.600 --> 00:18:50.600]  當每個人都願意運用自己的恩賜的時候,
[00:18:50.600 --> 00:18:55.600]  教會就不再是你們回來不再覺得自己是一個觀眾席,
[00:18:55.600 --> 00:19:00.600]  而是一起建造的一個工地。
[00:19:00.600 --> 00:19:04.600]  剛才完了早堂之後,有弟兄就跟我講,
[00:19:04.600 --> 00:19:08.600]  現在SOL很多情況就是,
[00:19:08.600 --> 00:19:12.600]  很多人就好像我去插花一樣,
[00:19:12.600 --> 00:19:15.600]  因為沒有人去做那件事,走了去做,
[00:19:15.600 --> 00:19:19.600]  但是就變成一個人要做很多煩事,
[00:19:19.600 --> 00:19:24.600]  但如果我們可以每一個人都找到自己的恩賜的時候,
[00:19:24.600 --> 00:19:30.600]  其實插花的那個不用插花的那個,
[00:19:30.600 --> 00:19:32.600]  插花的那個應該去插花,
[00:19:32.600 --> 00:19:36.600]  不是應該插花的那個就去做其他事,
[00:19:36.600 --> 00:19:41.600]  你願不願意讓恩賜成為別人屬靈的祝福呢?
[00:19:41.600 --> 00:19:44.600]  弟兄姊妹,恩賜不是炫耀的工具,
[00:19:44.600 --> 00:19:47.600]  不是講技能,不是考你技能,
[00:19:47.600 --> 00:19:49.600]  而是一個服事的資源,
[00:19:49.600 --> 00:19:53.600]  將你的恩賜獻上成為別人的養分,
[00:19:53.600 --> 00:19:56.600]  你是不是願意成全其他人,
[00:19:56.600 --> 00:20:00.600]  而不單單只是求自己的慰養呢?
[00:20:00.600 --> 00:20:07.600]  教會不是一個來享受的地方,
[00:20:07.600 --> 00:20:11.600]  而是一個彼此建造的群體,
[00:20:11.600 --> 00:20:13.600]  我們會不會主動的關心,
[00:20:13.600 --> 00:20:20.600]  扶持,教導,成為別人屬靈成長的推手呢?
[00:20:20.600 --> 00:20:26.600]  你會不會覺得自從我不夠資格這個心態,
[00:20:26.600 --> 00:20:29.600]  能夠放下起來服事呢?
[00:20:29.600 --> 00:20:32.600]  或者過去會不會有一些創傷,
[00:20:32.600 --> 00:20:35.600]  令到你一直都起不來,
[00:20:35.600 --> 00:20:37.600]  但是靠著耶穌基督那份的愛,
[00:20:37.600 --> 00:20:39.600]  你能夠再次的起來呢?
[00:20:39.600 --> 00:20:41.600]  求主去幫我們。
[00:20:41.600 --> 00:20:45.600]  十三節他講到恩賜的果效,
[00:20:45.600 --> 00:20:47.600]  是一個成熟和合一,
[00:20:47.600 --> 00:20:52.600]  他講到我們眾人在真道上同歸於一,
[00:20:52.600 --> 00:20:54.600]  認識神的兒子,
[00:20:54.600 --> 00:20:56.600]  得以長大成人,
[00:20:56.600 --> 00:20:58.600]  滿有基督長成的新娘。
[00:20:58.600 --> 00:21:00.600]  保羅在這裡講到,
[00:21:00.600 --> 00:21:02.600]  恩賜的終極目標,
[00:21:02.600 --> 00:21:06.600]  不是要搞一個活動這麼熱鬧,
[00:21:06.600 --> 00:21:10.600]  而是生命的成熟和教會的合一,
[00:21:10.600 --> 00:21:12.600]  同歸於一,
[00:21:12.600 --> 00:21:14.600]  不是表面的和諧,
[00:21:14.600 --> 00:21:19.600]  而是在真理和認識基督裡面,
[00:21:19.600 --> 00:21:21.600]  達到一個深層的合一。
[00:21:21.600 --> 00:21:24.600]  長大成人和基督的新娘,
[00:21:24.600 --> 00:21:28.600]  不是指年紀和知識的累積,
[00:21:28.600 --> 00:21:33.600]  有些人累積了很多聖經知識,
[00:21:33.600 --> 00:21:36.600]  累積了人生歲月,
[00:21:36.600 --> 00:21:39.600]  但是他在教會是沒有貢獻的。
[00:21:39.600 --> 00:21:44.600]  這是一個屬靈生命的成熟,
[00:21:44.600 --> 00:21:46.600]  活出基督的樣式,
[00:21:46.600 --> 00:21:49.600]  反映著耶穌的品格,
[00:21:49.600 --> 00:21:51.600]  愛和真理。
[00:21:51.600 --> 00:21:54.600]  教會的成熟,
[00:21:54.600 --> 00:22:00.600]  不是看教會有沒有很強的領袖,
[00:22:00.600 --> 00:22:06.600]  而是看最弱的肢體有沒有能夠被建立。
[00:22:06.600 --> 00:22:09.600]  真正的合一,
[00:22:09.600 --> 00:22:14.600]  是每個人都在恩賜裡面彼此的承傳,
[00:22:14.600 --> 00:22:16.600]  共同的成長。
[00:22:16.600 --> 00:22:19.600]  你不是旁觀者,
[00:22:19.600 --> 00:22:21.600]  也不是消費者,
[00:22:21.600 --> 00:22:25.600]  你是被基督呼召的建造者,
[00:22:25.600 --> 00:22:30.600]  擁有著祂親自量給你的恩賜,
[00:22:30.600 --> 00:22:33.600]  當你願意起來服事的時候,
[00:22:33.600 --> 00:22:35.600]  願意承傳其他人的時候,
[00:22:35.600 --> 00:22:38.600]  你不僅是在祝福教會,
[00:22:38.600 --> 00:22:43.600]  你也是在庇護出你被造的目的。
[00:22:43.600 --> 00:22:49.600]  剛剛星期五是大專的迎新週,
[00:22:49.600 --> 00:22:52.600]  我們兩個星期,兩三個星期前,
[00:22:52.600 --> 00:22:54.600]  有一群人坐在一起,
[00:22:54.600 --> 00:22:56.600]  討論如何辦。
[00:22:56.600 --> 00:22:58.600]  有一個弟兄,
[00:22:58.600 --> 00:23:01.600]  因為他正在找工作,
[00:23:01.600 --> 00:23:06.600]  我們就叫他幫忙做海報,
[00:23:06.600 --> 00:23:09.600]  他就說好,我幫忙做海報。
[00:23:09.600 --> 00:23:12.600]  做完海報之後,
[00:23:12.600 --> 00:23:14.600]  我們也有很多修改,
[00:23:14.600 --> 00:23:17.600]  我叫他改一下圖,改一下字,
[00:23:17.600 --> 00:23:19.600]  對著年輕人,
[00:23:19.600 --> 00:23:22.600]  我也不敢叫他們修改太多東西,
[00:23:22.600 --> 00:23:26.600]  因為他會覺得你比我媽媽還要煩。
[00:23:26.600 --> 00:23:31.600]  但是我就跟他說,謝謝你,
[00:23:31.600 --> 00:23:34.600]  謝謝你經常這麼快速回應我。
[00:23:34.600 --> 00:23:36.600]  他回答了我一句話,
[00:23:36.600 --> 00:23:38.600]  我很感動,
[00:23:38.600 --> 00:23:41.600]  年輕人不要介意我在這裡分享,
[00:23:41.600 --> 00:23:43.600]  他回答我,
[00:23:43.600 --> 00:23:45.600]  這個地方我也有份的,
[00:23:45.600 --> 00:23:50.600]  頂姐妹,這個地方我也有份,
[00:23:50.600 --> 00:23:53.600]  是不是你的心聲呢?
[00:23:53.600 --> 00:23:56.600]  SOL教會究竟是Benny牧師的,
[00:23:56.600 --> 00:23:59.600]  還是某些人才有份,
[00:23:59.600 --> 00:24:03.600]  還是我們一起去參與,
[00:24:03.600 --> 00:24:05.600]  一起推行這件事呢?
[00:24:05.600 --> 00:24:07.600]  求主去幫我們,
[00:24:07.600 --> 00:24:13.600]  我們一起去建立這間教會。
[00:24:13.600 --> 00:24:17.600]  第三點,你是合一的見證人,
[00:24:17.600 --> 00:24:20.600]  14至16節他這樣說,
[00:24:20.600 --> 00:24:25.600]  在真理和愛,我們要彼此相助,
[00:24:25.600 --> 00:24:28.600]  教會的合一不是一個口號,
[00:24:28.600 --> 00:24:32.600]  而是每位信徒在真理和愛裡,
[00:24:32.600 --> 00:24:36.600]  彼此的結連,彼此承傳的實踐。
[00:24:36.600 --> 00:24:40.600]  14節說,使我們不再作小孩子,
[00:24:40.600 --> 00:24:43.600]  中了人的詭計和欺騙的法術,
[00:24:43.600 --> 00:24:46.600]  被一切異教之風搖動,
[00:24:46.600 --> 00:24:50.600]  飄來飄去,隨從各樣的異端。
