
[00:00:00.000 --> 00:00:02.000]  各位兄姊妹,早晨
[00:04:13.000 --> 00:04:15.000]  他的敵人為首
[00:04:15.000 --> 00:04:17.000]  他的仇敵亨通
[00:04:17.000 --> 00:04:20.000]  因爺和華為他許多的罪過
[00:04:20.000 --> 00:04:22.000]  使他受苦
[00:04:22.000 --> 00:04:28.000]  他的孩童被敵人擄去
[00:04:28.000 --> 00:04:31.000]  短短的一些詩句
[00:04:31.000 --> 00:04:34.000]  表達當時的淒慘
[00:04:34.000 --> 00:04:36.000]  我們看回第一節
[00:04:36.000 --> 00:04:38.000]  這裡經常講先前
[00:04:38.000 --> 00:04:40.000]  然後就講現在
[00:04:40.000 --> 00:04:42.000]  做一個對比
[00:04:42.000 --> 00:04:44.000]  在這裡第一節開始
[00:04:44.000 --> 00:04:46.000]  詩人將耶路撒冷
[00:04:46.000 --> 00:04:50.000]  比喻為一個女子
[00:04:50.000 --> 00:04:52.000]  那個原文的結構
[00:04:52.000 --> 00:04:53.000]  第一章第一節
[00:04:53.000 --> 00:04:55.000]  開始的時候是這樣的
[00:04:55.000 --> 00:05:02.000]  何景 楚 孤獨
[00:05:02.000 --> 00:05:07.000]  為什麼坐在那裡這麼孤獨呢
[00:05:07.000 --> 00:05:09.000]  一個寂寞的女子
[00:05:09.000 --> 00:05:11.000]  在那裡哀聲嘆氣
[00:05:11.000 --> 00:05:15.000]  坐在那裡一個人
[00:05:15.000 --> 00:05:17.000]  她在那裡做什麼呢
[00:05:17.000 --> 00:05:20.000]  她想起前塵往事
[00:05:20.000 --> 00:05:25.000]  然後對比她當下的那種淒涼
[00:05:25.000 --> 00:05:28.000]  她說以前的城市是怎樣的
[00:05:28.000 --> 00:05:32.000]  以前的城市是滿有人民的
[00:05:32.000 --> 00:05:34.000]  但是現在來說
[00:05:34.000 --> 00:05:38.000]  就只有孤身一人
[00:05:38.000 --> 00:05:43.000]  我想起亡國被囚的李後主
[00:05:43.000 --> 00:05:47.000]  他也有相似的那種感嘆
[00:05:47.000 --> 00:05:51.000]  有一首詞說多少恨
[00:05:51.000 --> 00:05:54.000]  昨夜夢魂中
[00:05:54.000 --> 00:05:58.000]  還似舊時游上遠
[00:05:58.000 --> 00:06:00.000]  居如流水馬如龍
[00:06:00.000 --> 00:06:03.000]  花月靜春風
[00:06:03.000 --> 00:06:06.000]  想起當時過去
[00:06:06.000 --> 00:06:12.000]  當時的城市很多人的
[00:06:12.000 --> 00:06:17.000]  居如流水馬如龍
[00:06:17.000 --> 00:06:20.000]  過去越繁華
[00:06:20.000 --> 00:06:23.000]  當下就越淒涼
[00:06:23.000 --> 00:06:25.000]  她想起
[00:06:25.000 --> 00:06:29.000]  由大國以前的那種尊貴
[00:06:29.000 --> 00:06:31.000]  現在看起來
[00:06:31.000 --> 00:06:36.000]  竟然像一個失去了依靠的寡婦
[00:06:36.000 --> 00:06:38.000]  以前是一個公主
[00:06:38.000 --> 00:06:40.000]  現在只不過是服侍
[00:06:40.000 --> 00:06:44.000]  其他人的一個奴隸
[00:06:44.000 --> 00:06:47.000]  我又想起李後主的另外一首詞
[00:06:47.000 --> 00:06:48.000]  浪屠殺
[00:06:48.000 --> 00:06:51.000]  也有相似的意境
[00:06:51.000 --> 00:06:54.000]  他說憐愛雨散散
[00:06:54.000 --> 00:06:56.000]  春意難散
[00:06:56.000 --> 00:06:59.000]  羅襟不內五姦寒
[00:06:59.000 --> 00:07:01.000]  夢裡不知身是客
[00:07:01.000 --> 00:07:05.000]  發緊夢不知自己已經成為了奴隸
[00:07:05.000 --> 00:07:07.000]  一享貪歡
[00:07:07.000 --> 00:07:09.000]  獨自莫貧難
[00:07:09.000 --> 00:07:11.000]  無限江山
[00:07:11.000 --> 00:07:14.000]  別是容易見事難
[00:07:14.000 --> 00:07:17.000]  流水落花春去也
[00:07:17.000 --> 00:07:20.000]  天上人間
[00:07:20.000 --> 00:07:24.000]  憐愛雨散散
[00:07:24.000 --> 00:07:26.000]  春意難散
[00:07:26.000 --> 00:07:29.000]  一種生命的孤寂
[00:07:29.000 --> 00:07:31.000]  冰冷
[00:07:31.000 --> 00:07:33.000]  只有發夢的時候
[00:07:33.000 --> 00:07:37.000]  才能夠忘記自己已經成為了奴隸
[00:07:37.000 --> 00:07:39.000]  成為了囚徒
[00:07:39.000 --> 00:07:43.000]  才能夠暫時享受片刻的歡愉
[00:07:43.000 --> 00:07:46.000]  然後想起以前的江山
[00:07:46.000 --> 00:07:48.000]  已經永別了
[00:07:48.000 --> 00:07:50.000]  一切已經成為過去
[00:07:50.000 --> 00:07:53.000]  永不再犯
[00:07:53.000 --> 00:07:54.000]  很傷感
[00:07:54.000 --> 00:07:58.000]  很淒涼
[00:07:58.000 --> 00:07:59.000]  然後
[00:07:59.000 --> 00:08:01.000]  耶利米愛國的第一章第二
[00:08:01.000 --> 00:08:02.000]  第三節
[00:08:02.000 --> 00:08:03.000]  第一章第二第三節
[00:08:03.000 --> 00:08:04.000]  他說
[00:08:04.000 --> 00:08:06.000]  我夜間在痛哭
[00:08:06.000 --> 00:08:10.000]  流淚滿腮
[00:08:10.000 --> 00:08:12.000]  不斷的悲哀
[00:08:12.000 --> 00:08:13.000]  第三節
[00:08:13.000 --> 00:08:14.000]  他說
[00:08:14.000 --> 00:08:17.000]  由大恩遭遇苦難
[00:08:17.000 --> 00:08:20.000]  由因多福勞苦
[00:08:20.000 --> 00:08:23.000]  遷到外邦
[00:08:23.000 --> 00:08:25.000]  他住在外國之中
[00:08:25.000 --> 00:08:27.000]  尋不著安息
[00:08:27.000 --> 00:08:32.000]  最迫他都在狹窄的地上把他追上
[00:08:32.000 --> 00:08:33.000]  第三節
[00:08:33.000 --> 00:08:34.000]  這裡說到
[00:08:34.000 --> 00:08:36.000]  留在廢墟之上
[00:08:36.000 --> 00:08:38.000]  生活太艱難
[00:08:38.000 --> 00:08:40.000]  根本都沒有東西吃
[00:08:40.000 --> 00:08:44.000]  他不得不留落異鄉
[00:08:44.000 --> 00:08:46.000]  但是去到異鄉又怎樣呢
[00:08:46.000 --> 00:08:51.000]  生活的艱難依然不住纏繞著他們
[00:08:51.000 --> 00:08:54.000]  這些就是戰爭之後的難民
[00:08:54.000 --> 00:08:57.000]  他們沒有辦法在原地生活
[00:08:57.000 --> 00:08:59.000]  他們漂泊他方
[00:08:59.000 --> 00:09:02.000]  但是漂泊到他方又怎樣呢
[00:09:02.000 --> 00:09:04.000]  生活的艱難
[00:09:04.000 --> 00:09:05.000]  經文說
[00:09:05.000 --> 00:09:07.000]  他們去到列國之中
[00:09:07.000 --> 00:09:09.000]  尋不著安息
[00:09:09.000 --> 00:09:11.000]  那種生命的苦難
[00:09:11.000 --> 00:09:16.000]  在一種生命的狹路裡面又把他們追上
[00:09:16.000 --> 00:09:17.000]  第四節
[00:09:17.000 --> 00:09:18.000]  他說
[00:09:18.000 --> 00:09:19.000]  石安的路徑
[00:09:19.000 --> 00:09:22.000]  因沒有人來到守節就悲傷
[00:09:22.000 --> 00:09:24.000]  他們的城門淒涼
[00:09:24.000 --> 00:09:26.000]  他們的祭司嘆息
[00:09:26.000 --> 00:09:28.000]  他們的處女受艱難
[00:09:28.000 --> 00:09:30.000]  自己也受苦
[00:09:30.000 --> 00:09:33.000]  大家留意一下這節經文的
[00:09:33.000 --> 00:09:37.000]  每一個短句的最後那個字
[00:09:37.000 --> 00:09:38.000]  悲傷
[00:09:38.000 --> 00:09:39.000]  淒涼
[00:09:39.000 --> 00:09:40.000]  嘆息
[00:09:40.000 --> 00:09:41.000]  艱難
[00:09:41.000 --> 00:09:43.000]  受苦
[00:09:43.000 --> 00:09:45.000]  整座的城市
[00:09:45.000 --> 00:09:47.000]  在淒涼
[00:09:47.000 --> 00:09:50.000]  代表著精神的祭司
[00:09:50.000 --> 00:09:52.000]  又在淒涼
[00:09:52.000 --> 00:09:57.000]  代表著帶來下一代希望的處女
[00:09:57.000 --> 00:09:59.000]  都在淒涼
[00:09:59.000 --> 00:10:00.000]  所有的東西
[00:10:00.000 --> 00:10:02.000]  你看到的所有的東西
[00:10:02.000 --> 00:10:04.000]  都在嘆息
[00:10:04.000 --> 00:10:05.000]  第五節
[00:10:05.000 --> 00:10:06.000]  他說
[00:10:06.000 --> 00:10:08.000]  他的敵人為首
[00:10:08.000 --> 00:10:11.000]  他的敵人做了他的頭
[00:10:11.000 --> 00:10:13.000]  他的仇敵亨通
[00:10:13.000 --> 00:10:17.000]  因耶和華為他許多的罪過使他受苦
[00:10:17.000 --> 00:10:20.000]  他的孩童被敵人擄去
[00:10:20.000 --> 00:10:22.000]  敵人是他的頭
[00:10:22.000 --> 00:10:24.000]  主宰了他們的命運
[00:10:24.000 --> 00:10:26.000]  而他們的小朋友
[00:10:26.000 --> 00:10:28.000]  這個應該是城市的將來
[00:10:28.000 --> 00:10:32.000]  現在都沒有了
[00:10:32.000 --> 00:10:35.000]  前景是悲哀的
[00:10:35.000 --> 00:10:37.000]  將來是暗淡的
[00:10:37.000 --> 00:10:39.000]  這一切的事情
[00:10:39.000 --> 00:10:41.000]  詩人說
[00:10:41.000 --> 00:10:44.000]  全因為尤大自身的罪
[00:10:44.000 --> 00:10:48.000]  神因他的罪審判他們
[00:10:48.000 --> 00:10:51.000]  很淒涼的景況
[00:10:51.000 --> 00:10:53.000]  我們看看第二章
[00:10:53.000 --> 00:10:56.000]  詩人繼續描繪那個慘況
[00:10:56.000 --> 00:10:58.000]  然後他把這個慘況
[00:10:58.000 --> 00:11:01.000]  陳示在神的面前
[00:11:01.000 --> 00:11:02.000]  第二章
[00:11:02.000 --> 00:11:03.000]  第二十節
[00:11:03.000 --> 00:11:04.000]  二十一節
[00:11:04.000 --> 00:11:07.000]  耶和華說求你觀看
[00:11:07.000 --> 00:11:10.000]  見你向誰這樣行
[00:11:10.000 --> 00:11:14.000]  有另一個新日本這樣說
[00:11:14.000 --> 00:11:18.000]  你曾這樣對待過誰呢
[00:11:18.000 --> 00:11:21.000]  神啊你看看
[00:11:21.000 --> 00:11:27.000]  你曾經有沒有這樣對待過其他人呢
[00:11:27.000 --> 00:11:28.000]  二十節
[00:11:28.000 --> 00:11:29.000]  二章二十節
[00:11:29.000 --> 00:11:33.000]  婦人豈可吃自己所生育
[00:11:33.000 --> 00:11:37.000]  祖女所搖籠的嬰孩嗎
[00:11:37.000 --> 00:11:38.000]  祭司和先知
[00:11:38.000 --> 00:11:43.000]  豈可在主的聖所中被殺戮嗎
[00:11:43.000 --> 00:11:47.000]  少年人和老年人都在街上躺臥
[00:11:47.000 --> 00:11:51.000]  我的處女和葬丁都倒在刀下
[00:11:51.000 --> 00:11:54.000]  你發怒的日子殺死他們
[00:11:54.000 --> 00:11:58.000]  你殺了並不顧惜
[00:11:58.000 --> 00:12:00.000]  戰爭就是這樣
[00:12:00.000 --> 00:12:02.000]  很慘酷
[00:12:02.000 --> 00:12:05.000]  到處都是屍體
[00:12:05.000 --> 00:12:07.000]  而那個慘情就是
[00:12:07.000 --> 00:12:12.000]  母親要吃自己的嬰孩
[00:12:12.000 --> 00:12:15.000]  私人要求神去看看
[00:12:15.000 --> 00:12:18.000]  耶和華啊求你觀看
[00:12:18.000 --> 00:12:22.000]  神啊你看看
[00:12:22.000 --> 00:12:25.000]  這裡有一種很微妙的心情
[00:12:25.000 --> 00:12:27.000]  一方面
[00:12:27.000 --> 00:12:30.000]  若果神是歷史的主宰
[00:12:30.000 --> 00:12:33.000]  現在一切都關上帝的事
[00:12:33.000 --> 00:12:38.000]  私人恃事向神投訴
[00:12:38.000 --> 00:12:39.000]  但另一方面
[00:12:39.000 --> 00:12:44.000]  私人又將整個現實帶到神的面前
[00:12:44.000 --> 00:12:48.000]  神啊你看看
[00:12:48.000 --> 00:12:52.000]  若果神根本不相信神能夠做些什麼
[00:12:52.000 --> 00:12:54.000]  你叫神看
[00:12:54.000 --> 00:12:56.000]  都是無補於事的
[00:12:56.000 --> 00:13:00.000]  於是其實他有一種很微妙的心情
[00:13:00.000 --> 00:13:02.000]  一切都和神有關
[00:13:02.000 --> 00:13:04.000]  但另一方面
[00:13:04.000 --> 00:13:09.000]  他又相信只有神才可以破局
[00:13:09.000 --> 00:13:11.000]  私人默默的
[00:13:11.000 --> 00:13:17.000]  對於神能夠處理這個災難的現實
[00:13:17.000 --> 00:13:20.000]  他有一種信任的
[00:13:20.000 --> 00:13:23.000]  面對這些淒慘的現實
[00:13:23.000 --> 00:13:26.000]  私人寄望上帝的人詞
[00:13:26.000 --> 00:13:28.000]  但同時間
[00:13:28.000 --> 00:13:33.000]  他又很坦白地向神懲事這些慘況
[00:13:33.000 --> 00:13:35.000]  而向神懲事這些慘況
[00:13:35.000 --> 00:13:38.000]  事實上亦都是讓所有的人
[00:13:38.000 --> 00:13:42.000]  所有的讀者去正視自己的責任
[00:13:42.000 --> 00:13:44.000]  因為說到底
[00:13:44.000 --> 00:13:46.000]  是人類的自私自利
[00:13:46.000 --> 00:13:49.000]  搞到這樣的局面
[00:13:49.000 --> 00:13:52.000]  然後我們去到第三章
[00:13:52.000 --> 00:13:55.000]  就是耶利米埃哥中心的部分
[00:13:55.000 --> 00:13:58.000]  耶利米埃哥只有五章
[00:13:58.000 --> 00:14:01.000]  第三章第二十二節到第二十四節
[00:14:01.000 --> 00:14:03.000]  經文這樣說
[00:14:03.000 --> 00:14:05.000]  我們不至消滅
[00:14:05.000 --> 00:14:09.000]  是出於耶和華諸般的慈愛
[00:14:09.000 --> 00:14:11.000]  是因他的憐憫
[00:14:11.000 --> 00:14:13.000]  不至斷絕
[00:14:13.000 --> 00:14:16.000]  聖經新譯本是這樣翻譯的
[00:14:16.000 --> 00:14:19.000]  耶和華的慈愛永不斷絕
[00:14:19.000 --> 00:14:23.000]  他的憐憫永不止息
[00:14:23.000 --> 00:14:25.000]  和合本的翻譯
[00:14:25.000 --> 00:14:27.000]  和我剛才讀的新譯本的翻譯
[00:14:27.000 --> 00:14:29.000]  那個關鍵就在於
[00:14:29.000 --> 00:14:34.000]  究竟不至消滅的是我們
[00:14:34.000 --> 00:14:38.000]  還是不至消滅的是神的慈愛呢
[00:14:38.000 --> 00:14:40.000]  在現在的理解就是
[00:14:40.000 --> 00:14:44.000]  不至消滅是神的慈愛
[00:14:44.000 --> 00:14:49.000]  第二十二節的開頭就有一個很平衡的對比
[00:14:49.000 --> 00:14:52.000]  不至消滅的是神的慈愛
[00:14:52.000 --> 00:14:55.000]  不至斷絕的是神的憐憫
[00:14:55.000 --> 00:14:56.000]  第二十三節
[00:14:56.000 --> 00:14:59.000]  每早晨者都是新的
[00:14:59.000 --> 00:15:02.000]  你的誠實極其廣大
[00:15:02.000 --> 00:15:03.000]  第二十四節
[00:15:03.000 --> 00:15:04.000]  我心裡說
[00:15:04.000 --> 00:15:06.000]  耶和華是我的份
[00:15:06.000 --> 00:15:11.000]  因此我要仰望他
[00:15:11.000 --> 00:15:13.000]  在絕望的深淵
[00:15:13.000 --> 00:15:17.000]  私人靈光一閃
[00:15:17.000 --> 00:15:20.000]  就在這一閃裡面
[00:15:20.000 --> 00:15:26.000]  他找到在苦難中存活下去的勇氣
[00:15:26.000 --> 00:15:27.000]  在人世間
[00:15:27.000 --> 00:15:30.000]  流水落花 春去也
[00:15:30.000 --> 00:15:32.000]  什麼都捉不住的
[00:15:32.000 --> 00:15:33.000]  但是他說
[00:15:33.000 --> 00:15:34.000]  不是啊 不是啊
[00:15:34.000 --> 00:15:36.000]  有些事情是永恆的
[00:15:36.000 --> 00:15:38.000]  有些事情是永恆的
[00:15:38.000 --> 00:15:42.000]  是歷史的浪花逃不盡的
[00:15:42.000 --> 00:15:44.000]  而這個永恆的東西
[00:15:44.000 --> 00:15:49.000]  就是支撐著人類努力生存下去的力量
[00:15:49.000 --> 00:15:51.000]  而這些永恆的東西是什麼呢
[00:15:51.000 --> 00:15:55.000]  他說永不斷絕的是神的慈愛
[00:15:55.000 --> 00:16:00.000]  而永不止息的是神的憐憫
[00:16:00.000 --> 00:16:02.000]  歷史
[00:16:02.000 --> 00:16:07.000]  它不是苦難的無限的輪迴
[00:16:07.000 --> 00:16:12.000]  是因為有上帝的憐憫和慈愛
[00:16:12.000 --> 00:16:14.000]  是上帝的恩典
[00:16:14.000 --> 00:16:15.000]  上帝的憐憫
[00:16:15.000 --> 00:16:18.000]  能夠打破這個惡性的循環
[00:16:18.000 --> 00:16:23.000]  人間是會有新的可能性的
[00:16:23.000 --> 00:16:26.000]  新的一天
[00:16:26.000 --> 00:16:30.000]  可以不是昨日的苦難的延續
[00:16:30.000 --> 00:16:35.000]  而是神的光明的朗耀
[00:16:35.000 --> 00:16:37.000]  而背後是上帝的誠實
[00:16:37.000 --> 00:16:39.000]  誠實是什麼意思呢
[00:16:39.000 --> 00:16:44.000]  就是上帝堅守信約的決心
[00:16:44.000 --> 00:16:50.000]  也就是神憐憫人的意志
[00:16:50.000 --> 00:16:53.000]  上帝是會守約的
[00:16:53.000 --> 00:16:58.000]  祂會保持著祂對人類的那種憐憫
[00:16:58.000 --> 00:17:03.000]  而這個是永遠不會破滅的
[00:17:03.000 --> 00:17:05.000]  詩人接著說
[00:17:05.000 --> 00:17:07.000]  耶和華是我的墳
[00:17:07.000 --> 00:17:09.000]  而所謂墳是什麼意思呢
[00:17:09.000 --> 00:17:13.000]  其實就是祖先傳留下來的一個產業
[00:17:13.000 --> 00:17:15.000]  這個就叫做墳
[00:17:15.000 --> 00:17:19.000]  耶和華是我們信仰的先輩
[00:17:19.000 --> 00:17:22.000]  傳給我們的產業
[00:17:22.000 --> 00:17:25.000]  這個產業不是我們自己
[00:17:25.000 --> 00:17:27.000]  用努力賺回來的
[00:17:27.000 --> 00:17:30.000]  是以前的人傳給我們
[00:17:30.000 --> 00:17:32.000]  是一份恩典
[00:17:32.000 --> 00:17:34.000]  而若果我們好好珍惜
[00:17:34.000 --> 00:17:40.000]  我們又可以把這個產業傳給下一代
[00:17:40.000 --> 00:17:42.000]  在苦難的深淵
[00:17:42.000 --> 00:17:45.000]  看起來是什麼都沒有的
[00:17:45.000 --> 00:17:47.000]  是一無所有的
[00:17:47.000 --> 00:17:48.000]  但是詩人說
[00:17:48.000 --> 00:17:52.000]  事實上又不是完全這樣
[00:17:52.000 --> 00:17:54.000]  我們可以抓到一些東西
[00:17:54.000 --> 00:17:56.000]  就是我們的墳
[00:17:56.000 --> 00:18:01.000]  耶和華祂自己本身就是我們的產業
[00:18:01.000 --> 00:18:03.000]  上帝的存在
[00:18:03.000 --> 00:18:06.000]  祂的光明
[00:18:06.000 --> 00:18:11.000]  就是我們生命意義的源頭
[00:18:11.000 --> 00:18:13.000]  有了祂
[00:18:13.000 --> 00:18:15.000]  人就有依傍
[00:18:15.000 --> 00:18:19.000]  就能夠堅強地活下去
[00:18:19.000 --> 00:18:20.000]  若果什麼都沒有
[00:18:20.000 --> 00:18:21.000]  什麼渣拿都沒有
[00:18:21.000 --> 00:18:27.000]  人是很難在這個痛苦的現實裡活下去的
[00:18:27.000 --> 00:18:30.000]  他說有些東西我們可以抓得到
[00:18:30.000 --> 00:18:33.000]  出於上主的恩典
[00:18:33.000 --> 00:18:36.000]  在艱難裡生活的弟兄姊妹
[00:18:36.000 --> 00:18:38.000]  請你抓住上帝
[00:18:38.000 --> 00:18:42.000]  堅強地活下去
[00:18:42.000 --> 00:18:44.000]  接著第三章
[00:18:44.000 --> 00:18:46.000]  第25到第27節
[00:18:46.000 --> 00:18:50.000]  都是哀歌中心的部分
[00:18:50.000 --> 00:18:52.000]  他說凡等候耶和華
[00:18:52.000 --> 00:18:54.000]  心裡尋求他的
[00:18:54.000 --> 00:18:57.000]  耶和華必施恩給他
[00:18:57.000 --> 00:18:59.000]  人仰望耶和華
[00:18:59.000 --> 00:19:01.000]  靜默等候他的救恩
[00:19:01.000 --> 00:19:03.000]  者原是好的
[00:19:03.000 --> 00:19:05.000]  人在幽憐負厄
[00:19:05.000 --> 00:19:08.000]  者原是好的
[00:19:08.000 --> 00:19:10.000]  25到27節
[00:19:10.000 --> 00:19:12.000]  這三節的經文
[00:19:12.000 --> 00:19:13.000]  它的開頭
[00:19:13.000 --> 00:19:15.000]  其實希伯來文
[00:19:15.000 --> 00:19:17.000]  都是tov
[00:19:17.000 --> 00:19:18.000]  就是good
[00:19:18.000 --> 00:19:20.000]  就是好
[00:19:20.000 --> 00:19:22.000]  其實這三節的開頭
[00:19:22.000 --> 00:19:23.000]  都是好
[00:19:23.000 --> 00:19:24.000]  什麼什麼
[00:19:24.000 --> 00:19:25.000]  好
[00:19:25.000 --> 00:19:26.000]  什麼什麼
[00:19:26.000 --> 00:19:27.000]  好
[00:19:27.000 --> 00:19:28.000]  什麼什麼
[00:19:28.000 --> 00:19:29.000]  你說第25節
[00:19:29.000 --> 00:19:31.000]  怎麼看不到好字
[00:19:31.000 --> 00:19:33.000]  這是翻譯的問題
[00:19:33.000 --> 00:19:35.000]  第三章第25節
[00:19:35.000 --> 00:19:37.000]  它的原文是這樣的
[00:19:37.000 --> 00:19:39.000]  他說好
[00:19:39.000 --> 00:19:41.000]  耶和華
[00:19:41.000 --> 00:19:44.000]  對那些等候他的
[00:19:44.000 --> 00:19:46.000]  對那些生命
[00:19:46.000 --> 00:19:48.000]  尋求他的
[00:19:48.000 --> 00:19:51.000]  這些詩句表達的方法
[00:19:51.000 --> 00:19:52.000]  好
[00:19:52.000 --> 00:19:54.000]  就是那些
[00:19:54.000 --> 00:19:57.000]  等候耶和華的人
[00:19:57.000 --> 00:19:58.000]  在虎蘭裡面
[00:19:58.000 --> 00:20:00.000]  詩人講到
[00:20:00.000 --> 00:20:03.000]  不是全部的東西都是壞的
[00:20:03.000 --> 00:20:05.000]  請你從好的方面來看
[00:20:05.000 --> 00:20:07.000]  有些東西是好的
[00:20:07.000 --> 00:20:08.000]  他說
[00:20:08.000 --> 00:20:10.000]  等候神是好的
[00:20:10.000 --> 00:20:13.000]  這是第25節
[00:20:13.000 --> 00:20:15.000]  然後是第26節
[00:20:15.000 --> 00:20:16.000]  他說
[00:20:16.000 --> 00:20:18.000]  等候神的救恩
[00:20:18.000 --> 00:20:20.000]  是好的
[00:20:20.000 --> 00:20:21.000]  第27節
[00:20:21.000 --> 00:20:22.000]  他說
[00:20:22.000 --> 00:20:24.000]  人在幽憐負厄
[00:20:24.000 --> 00:20:26.000]  是好的
[00:20:26.000 --> 00:20:28.000]  相反來說
[00:20:28.000 --> 00:20:31.000]  你不等候神
[00:20:31.000 --> 00:20:34.000]  反而依靠那些偶像
[00:20:34.000 --> 00:20:36.000]  求神拜佛
[00:20:36.000 --> 00:20:39.000]  努力去改變那些風水
[00:20:39.000 --> 00:20:41.000]  努力去改運
