
[00:00:00.000 --> 00:00:05.320]  在上個月中,倫敦有一座大廈大火
[00:02:27.640 --> 00:02:29.360]  就是耶穌基督
[00:02:29.360 --> 00:02:33.320]  此外沒有人能立別的根基
[00:02:33.320 --> 00:02:36.240]  若有人用金銀寶石
[00:02:36.240 --> 00:02:40.000]  草木和街在這根基上建造
[00:02:40.000 --> 00:02:42.720]  各人的工程必然顯露
[00:02:42.720 --> 00:02:46.200]  因為那日子要將它表明出來
[00:02:46.200 --> 00:02:47.800]  有火發現
[00:02:47.800 --> 00:02:51.720]  這火要試驗各人的工程怎樣
[00:02:51.720 --> 00:02:55.280]  人在那根基上所建造的工程
[00:02:55.280 --> 00:02:56.720]  若存得住
[00:02:56.720 --> 00:02:59.520]  就要遇得賞賜
[00:02:59.520 --> 00:03:01.520]  工程若被燒了
[00:03:01.520 --> 00:03:03.680]  他就要受虧損
[00:03:03.680 --> 00:03:05.720]  自己卻要得救
[00:03:05.720 --> 00:03:11.560]  雖然得救,乃像從火裡經過一樣
[00:03:11.560 --> 00:03:16.360]  哥倫多教會是保羅第二次宣教旅程所建立的
[00:03:16.360 --> 00:03:19.200]  保羅在那裏住了一年半的時間
[00:03:19.200 --> 00:03:21.920]  他將神的道教訓他們
[00:03:21.920 --> 00:03:25.240]  之後跟進的其他的工作
[00:03:25.240 --> 00:03:29.400]  都由阿波羅、基法或者其他的人去做
[00:03:29.400 --> 00:03:34.720]  哥倫多前書是保羅離開了三年之後寫成的
[00:03:34.720 --> 00:03:36.720]  所以當我們翻開聖經
[00:03:36.720 --> 00:03:40.800]  我們看到第一章的第十節至到第四章
[00:03:40.800 --> 00:03:46.240]  保羅在講一個哥倫多教會所面對的核心問題
[00:03:46.240 --> 00:03:50.360]  是一個結黨紛爭的問題
[00:03:50.360 --> 00:03:52.920]  他們外在的特徵是什麼呢?
[00:03:52.920 --> 00:03:55.080]  保羅說他們不成熟
[00:03:55.080 --> 00:03:56.800]  他們是屬肉體的
[00:03:56.800 --> 00:03:59.520]  他們在基督律為嬰孩
[00:03:59.520 --> 00:04:02.000]  要用奶來餵他們
[00:04:02.000 --> 00:04:04.440]  甚至在四章八節講到
[00:04:04.440 --> 00:04:10.320]  「你們已經飽足了,已經豐富了,不用我們了,自己做王」
[00:04:10.320 --> 00:04:12.080]  他們自以為有智慧
[00:04:12.080 --> 00:04:15.600]  沒錯,他們具有聖靈的恩慈
[00:04:15.600 --> 00:04:19.840]  卻是缺乏聖靈的果子
[00:04:19.840 --> 00:04:23.040]  在他們中間有嫉妒、有紛爭
[00:04:23.040 --> 00:04:29.720]  甚至他們的道德方面都相當的敗壞
[00:04:29.720 --> 00:04:34.880]  在五章裏面講到有人和他的繼母同居
[00:04:34.880 --> 00:04:37.000]  這些連教外人都不會做
[00:04:37.000 --> 00:04:38.720]  都不會出現的事情
[00:04:38.720 --> 00:04:41.440]  竟然在教會裏面出現
[00:04:41.440 --> 00:04:45.880]  當然他們對教會的價值觀都出了問題
[00:04:45.880 --> 00:04:51.040]  保羅雖然是哥倫多教會的創立人、奠基者
[00:04:51.040 --> 00:04:54.160]  但是保羅沒有將他視為
[00:04:54.160 --> 00:05:02.000]  「這是我的寶寶,是我一手打造出來的,你都懼為己有」
[00:05:02.000 --> 00:05:06.600]  反而他用了三幅圖畫來講到侍奉者的角色
[00:05:06.600 --> 00:05:10.800]  第一幅圖畫,我們都是僕人
[00:05:10.800 --> 00:05:12.960]  阿波羅算甚麼,保羅算甚麼
[00:05:12.960 --> 00:05:16.280]  我們都是神的執事
[00:05:16.280 --> 00:05:19.520]  執事的意思是僕役的意思
[00:05:19.520 --> 00:05:21.480]  第二幅圖畫,農夫
[00:05:21.480 --> 00:05:24.160]  我栽種了,阿波羅囂貫了
[00:05:24.160 --> 00:05:26.960]  唯有神使他生長
[00:05:26.960 --> 00:05:29.360]  可見栽種的算不了甚麼
[00:05:29.360 --> 00:05:31.680]  囂貫的也算不了甚麼
[00:05:31.680 --> 00:05:36.520]  唯有神能夠使他生長
[00:05:36.520 --> 00:05:38.160]  第三幅圖畫就是公頭
[00:05:38.160 --> 00:05:40.160]  剛才我們所讀的公頭
[00:05:40.160 --> 00:05:43.400]  我照神所給我的恩典
[00:05:43.400 --> 00:05:47.200]  好像一個聰明的公頭
[00:05:47.200 --> 00:05:51.040]  我們無非是僕人、是農夫、是公頭
[00:05:51.040 --> 00:05:54.680]  相對神的角色簡直是微不足道
[00:05:54.680 --> 00:05:57.480]  We are nothing
[00:05:57.480 --> 00:06:01.280]  保羅在第九節,講到神的房屋
[00:06:01.280 --> 00:06:04.280]  隨即就引入了這個比喻
[00:06:04.280 --> 00:06:08.040]  用建築工程來比喻教會的侍奉者
[00:06:08.040 --> 00:06:10.720]  怎樣來建立信徒群體
[00:06:10.720 --> 00:06:12.760]  可能在座的弟兄姊妹說
[00:06:12.760 --> 00:06:15.840]  「我都沒有在教會有侍奉崗位」
[00:06:15.840 --> 00:06:19.520]  「我們都沒有在教會侍奉」
[00:06:19.520 --> 00:06:22.120]  但其實我們每一個都是侍奉者
[00:06:22.120 --> 00:06:24.160]  當你今天進來這個禮堂
[00:06:24.160 --> 00:06:26.200]  你去敬拜神的時候
[00:06:26.200 --> 00:06:29.440]  其實某程度上你都是在侍奉
[00:06:29.440 --> 00:06:32.400]  今天在崇拜的當中
[00:06:32.400 --> 00:06:34.520]  誰是觀眾呢?
[00:06:34.520 --> 00:06:37.760]  不是你們,不是我
[00:06:37.760 --> 00:06:40.000]  我們的觀眾是神
[00:06:40.000 --> 00:06:42.440]  神今天在看我們怎樣侍奉
[00:06:42.440 --> 00:06:45.920]  神今天在看我們怎樣去敬拜
[00:06:45.920 --> 00:06:49.280]  所以我們每一個都是侍奉者
[00:06:49.280 --> 00:06:51.680]  信徒、佳濟師
[00:06:51.680 --> 00:06:54.360]  我們在某一個範圍裏面
[00:06:54.360 --> 00:06:56.920]  我們都是侍奉的人
[00:06:56.920 --> 00:07:00.920]  最終都有份於教會的增長或者是停滯
[00:07:00.920 --> 00:07:02.760]  所以每一個信徒
[00:07:02.760 --> 00:07:04.560]  在座的每一位弟兄姊妹
[00:07:04.560 --> 00:07:07.760]  你都有份來建造教會
[00:07:07.760 --> 00:07:10.880]  剛才我們讀這一段經文
[00:07:10.880 --> 00:07:14.200]  在上面建造出現了四次
[00:07:14.200 --> 00:07:17.400]  而工程出現了三次
[00:07:17.400 --> 00:07:20.840]  當然這裏不是說人要靠著行為
[00:07:20.840 --> 00:07:23.280]  來賺取救恩
[00:07:23.280 --> 00:07:25.080]  這裏是說基督徒的侍奉
[00:07:25.080 --> 00:07:26.600]  或者更加概括的
[00:07:26.600 --> 00:07:28.720]  形容我們基督徒得救之後
[00:07:28.720 --> 00:07:31.440]  我們怎樣來生活
[00:07:31.440 --> 00:07:36.320]  怎樣來建立人
[00:07:36.320 --> 00:07:38.760]  第十節裏面
[00:07:38.760 --> 00:07:40.960]  我們看到很清楚
[00:07:40.960 --> 00:07:44.200]  一切都是上帝的恩典
[00:07:44.200 --> 00:07:50.000]  這裏保羅說自己好像一個聰明的公頭
[00:07:50.000 --> 00:07:53.400]  聰明就是智慧這個字
[00:07:53.400 --> 00:07:55.440]  在整本新約聖經裏面
[00:07:55.440 --> 00:07:58.240]  智慧這個字出現了二十次
[00:07:58.240 --> 00:08:01.480]  但是在哥倫多前書裏面
[00:08:01.480 --> 00:08:04.680]  已經出現了十一次之多
[00:08:04.680 --> 00:08:08.680]  你所見到他們說的智慧
[00:08:08.680 --> 00:08:11.960]  哥倫多人自己很有智慧
[00:08:11.960 --> 00:08:14.640]  但在這裏神而來的智慧
[00:08:14.640 --> 00:08:18.280]  對比哥倫多他們自以為有智慧
[00:08:18.280 --> 00:08:20.080]  一切的聰明
[00:08:20.080 --> 00:08:25.200]  一切的智慧都是從神而來
[00:08:25.200 --> 00:08:28.560]  你和人不同的是誰呢
[00:08:28.560 --> 00:08:30.360]  你有什麼不是領受的呢
[00:08:30.360 --> 00:08:31.440]  如果是領受的
[00:08:31.440 --> 00:08:32.960]  為何要自誇呢
[00:08:32.960 --> 00:08:37.880]  彷彿不是領受的呢
[00:08:37.880 --> 00:08:41.280]  原來保羅作為這個公頭
[00:08:41.280 --> 00:08:44.480]  都是神差派他做的
[00:08:44.480 --> 00:08:49.920]  都是按照神的恩來做這個崗位
[00:08:49.920 --> 00:08:52.360]  或者日後阿波羅、基法
[00:08:52.360 --> 00:08:53.480]  或者其他的領袖
[00:08:53.480 --> 00:08:55.640]  他負責在上面建造房屋
[00:08:55.640 --> 00:09:00.240]  這個都是照神所給他們的恩
[00:09:00.240 --> 00:09:03.640]  連恩賜都是神所賜的
[00:09:03.640 --> 00:09:05.120]  所以按照他們的恩賜
[00:09:05.120 --> 00:09:06.560]  他們都有限定
[00:09:06.560 --> 00:09:13.280]  保羅在宣教、護教上很有恩賜
[00:09:13.280 --> 00:09:15.960]  阿波羅或者其他的領袖
[00:09:15.960 --> 00:09:18.760]  都講到各人各人各人
[00:09:18.760 --> 00:09:23.840]  神賜予都是神給他們的智慧
[00:09:23.840 --> 00:09:25.960]  不同的人有不同的恩賜
[00:09:25.960 --> 00:09:27.360]  不應該比較
[00:09:27.360 --> 00:09:30.360]  一間教會的歷史有不同的發展階段
[00:09:30.360 --> 00:09:34.520]  神差派不同的恩賜的人來作供
[00:09:34.520 --> 00:09:37.040]  我們都不應該比較
[00:09:37.040 --> 00:09:38.920]  但是在第十節下半節
[00:09:38.920 --> 00:09:39.560]  這裡講到
[00:09:39.560 --> 00:09:46.080]  「只是各人要謹慎怎樣在上面建造」
[00:09:46.080 --> 00:09:47.960]  「只是各人」
[00:09:47.960 --> 00:09:50.920]  即是說我們每一個人都有責任的
[00:09:50.920 --> 00:09:51.440]  沒錯
[00:09:51.440 --> 00:09:52.400]  唯獨恩典
[00:09:52.400 --> 00:09:54.760]  一切都是上帝的恩典
[00:09:54.760 --> 00:09:56.240]  恩典足夠了
[00:09:56.240 --> 00:10:00.120]  我們不用來建造
[00:10:00.120 --> 00:10:02.560]  不是,這裡說人有責任
[00:10:02.560 --> 00:10:07.400]  所以在第三章的八節
[00:10:07.400 --> 00:10:11.360]  第十節、第十三節、第四章、五節
[00:10:11.360 --> 00:10:15.640]  都講到各人各人各人
[00:10:15.640 --> 00:10:18.240]  人有責任
[00:10:18.240 --> 00:10:20.560]  保羅是神的督工
[00:10:20.560 --> 00:10:23.480]  仍然需要按著神的心意負責
[00:10:23.480 --> 00:10:26.040]  將工程劃分成不同的部分
[00:10:26.040 --> 00:10:28.280]  或者分配工作給不同的技工
[00:10:28.280 --> 00:10:31.360]  或者督導這些工程怎樣完成
[00:10:31.360 --> 00:10:35.720]  或者在建造過程中都要給予指導
[00:10:35.720 --> 00:10:39.000]  甚麼叫做有智慧的工頭呢?
[00:10:39.000 --> 00:10:42.240]  有些人說究竟甚麼叫做有智慧呢?
[00:10:42.240 --> 00:10:43.920]  智慧是甚麼意思?
[00:10:43.920 --> 00:10:46.120]  我相信從這一節的經文中
[00:10:46.120 --> 00:10:47.920]  我們已經知道甚麼是有智慧
[00:10:47.920 --> 00:10:49.720]  如果想做一個有智慧的人
[00:10:49.720 --> 00:10:53.600]  第一,我們要認定一切是神的恩典
[00:10:53.600 --> 00:10:54.880]  不要妄自誹謗
[00:10:54.880 --> 00:10:56.080]  不要妄自尊大
[00:10:56.080 --> 00:11:00.760]  另一方面,人要負起責任去建造
[00:11:00.760 --> 00:11:05.240]  我相信這就是智慧
[00:11:05.240 --> 00:11:06.920]  我自己很喜歡游泳
[00:11:06.920 --> 00:11:08.880]  在很多年前
[00:11:08.880 --> 00:11:11.680]  曾經在一個泳池中淹沒
[00:11:11.680 --> 00:11:14.840]  要救生員救我上來
[00:11:14.840 --> 00:11:18.760]  之後經過很長時間
[00:11:18.760 --> 00:11:24.000]  我才克服到再次游泳
[00:11:24.000 --> 00:11:28.040]  去年當我去沙田某個泳池游泳的時候
[00:11:28.040 --> 00:11:30.640]  那個泳池開始時很淺
[00:11:30.640 --> 00:11:31.640]  很淺水
[00:11:31.640 --> 00:11:33.000]  然後一直深下去
[00:11:33.000 --> 00:11:35.680]  然後去到某個位置就跌下去了
[00:11:35.680 --> 00:11:37.720]  這裡是4米深
[00:11:37.720 --> 00:11:39.560]  所以當我一直游泳的時候
[00:11:39.560 --> 00:11:43.160]  游到這裡經常都突破不了
[00:11:43.160 --> 00:11:46.120]  嘩!看著那個泳池
[00:11:46.120 --> 00:11:47.520]  嘩!很深
[00:11:47.520 --> 00:11:50.200]  很深,4米那麼深
[00:11:50.200 --> 00:11:51.840]  又回頭了
[00:11:51.840 --> 00:11:53.560]  有一次再游泳的時候
[00:11:53.560 --> 00:11:55.480]  不要看著它
[00:11:55.480 --> 00:11:57.000]  不要看著它
[00:11:57.000 --> 00:11:58.840]  不要看著地面
[00:11:58.840 --> 00:12:00.320]  閉上眼睛游泳
[00:12:00.320 --> 00:12:02.320]  閉上眼睛游泳就行了
[00:12:02.320 --> 00:12:03.800]  閉上眼睛游泳
[00:12:03.800 --> 00:12:06.400]  游到終點
[00:12:06.400 --> 00:12:09.480]  之後就有神學反省
[00:12:09.480 --> 00:12:11.480]  有些屬靈的反省
[00:12:11.480 --> 00:12:14.040]  其實你不用害怕
[00:12:14.040 --> 00:12:15.120]  你一直游泳的時候
[00:12:15.120 --> 00:12:17.000]  淺水也是這樣游
[00:12:17.000 --> 00:12:18.680]  深水也是這樣游
[00:12:18.680 --> 00:12:20.600]  因為水在這裡
[00:12:20.600 --> 00:12:22.800]  有些水圍繞著你
[00:12:22.800 --> 00:12:26.440]  包圍著你
[00:12:26.440 --> 00:12:32.360]  我看到今天神的恩典是包圍著我們
[00:12:32.360 --> 00:12:34.600]  就算前面有很多的難關
[00:12:34.600 --> 00:12:36.240]  弟兄姊妹今天可能在你的家庭
[00:12:36.240 --> 00:12:37.280]  在你的工作
[00:12:37.280 --> 00:12:40.120]  在你的生命裡面
[00:12:40.120 --> 00:12:42.440]  面對很多的挑戰難處
[00:12:42.440 --> 00:12:44.440]  就好像去到某一點
[00:12:44.440 --> 00:12:45.720]  某一條線的裡面
[00:12:45.720 --> 00:12:47.040]  好像跌落4米深
[00:12:47.040 --> 00:12:47.880]  或者6米深
[00:12:47.880 --> 00:12:49.000]  或者10米深
[00:12:49.000 --> 00:12:51.480]  甚至50米深
[00:12:51.480 --> 00:12:54.040]  但是神的恩典好像水一樣包著你
[00:12:54.040 --> 00:12:56.240]  你仍然可以游過
[00:12:56.240 --> 00:12:59.520]  你仍然可以走過
[00:12:59.520 --> 00:13:04.280]  經得起試驗的建造
[00:13:04.280 --> 00:13:07.640]  我們就好像一個聰明的公頭
[00:13:07.640 --> 00:13:09.880]  有智慧的公頭
[00:13:09.880 --> 00:13:12.440]  有神的智慧的公頭
[00:13:12.440 --> 00:13:14.560]  我們認定一切從神而來
[00:13:14.560 --> 00:13:17.880]  另外我們需要有責任
[00:13:17.880 --> 00:13:20.560]  繼續地去走
[00:13:20.560 --> 00:13:23.080]  或者我們需要重回宗教改革
[00:13:23.080 --> 00:13:24.800]  馬丁路德所說的
[00:13:24.800 --> 00:13:29.040]  「以感恩淘寶的心來侍奉」
[00:13:29.040 --> 00:13:30.880]  既然一切都是恩典
[00:13:30.880 --> 00:13:33.000]  我們就釋放自己
[00:13:33.000 --> 00:13:35.880]  我們用一份感恩的心
[00:13:35.880 --> 00:13:40.040]  感恩淘寶的心來建造
[00:13:40.040 --> 00:13:42.160]  來侍奉
[00:13:42.160 --> 00:13:46.720]  新約作者Bock這樣說
[00:13:46.720 --> 00:13:49.840]  「救恩絕對是白白次遇的」
[00:13:49.840 --> 00:13:56.440]  「但卻要人付上一生的代價」
[00:13:56.440 --> 00:13:59.400]  我相信前者絕對是恩典
[00:13:59.400 --> 00:14:04.280]  而後者亦同樣是恩典
[00:14:04.280 --> 00:14:05.960]  天天背起十字架
[00:14:05.960 --> 00:14:08.480]  來跟隨著作主的門徒
[00:14:08.480 --> 00:14:10.480]  是恩典來的
[00:14:10.480 --> 00:14:11.600]  弟兄姊妹
[00:14:11.600 --> 00:14:12.800]  很多人覺得
[00:14:12.800 --> 00:14:17.360]  「嘩!門徒要付很大代價」
[00:14:17.360 --> 00:14:24.240]  「做門徒我們要花很多時間」
[00:14:24.240 --> 00:14:27.920]  「又要唸經 又要祈禱」
[00:14:27.920 --> 00:14:31.120]  其實我們起誤迷信主那一天
[00:14:31.120 --> 00:14:34.080]  我們已經是門徒嗎?
[00:14:34.080 --> 00:14:38.560]  「付代價或背起十架跟從主」
[00:14:38.560 --> 00:14:40.960]  是恩典
[00:14:40.960 --> 00:14:43.520]  是神給我們的福氣
[00:14:43.520 --> 00:14:47.160]  所以感恩淘寶的心來跟從主
[00:14:47.160 --> 00:14:50.920]  經得起考驗的建造的根基是甚麼呢?
[00:14:50.920 --> 00:14:52.160]  第十一節這樣說
[00:14:52.160 --> 00:14:55.840]  「因為那已經立好的根基就是耶穌基督」
[00:14:55.840 --> 00:14:59.960]  「此外沒有人能立別的根基」
[00:14:59.960 --> 00:15:02.840]  聖詹拉拜堂有一個石碑
[00:15:02.840 --> 00:15:06.920]  當你一進入大門口的右邊
[00:15:06.920 --> 00:15:09.520]  有一個石碑
[00:15:09.520 --> 00:15:13.760]  有誰見過這個石碑?
[00:15:13.760 --> 00:15:17.240]  有幾個 很少人
[00:15:17.240 --> 00:15:20.720]  待會你們散會後可以在外面看看
[00:15:20.720 --> 00:15:24.240]  這個石碑上寫了八個字
[00:15:24.240 --> 00:15:27.120]  大家知不知道是哪八個字呢?
[00:15:27.120 --> 00:15:28.600]  那八個字叫
[00:15:28.600 --> 00:15:33.680]  「基、殿、盆、石、播、種、美、田」
[00:15:33.680 --> 00:15:39.240]  1963年11月17日
[00:15:39.240 --> 00:15:42.480]  耶穌基督是教會的根基
[00:15:42.480 --> 00:15:44.720]  離開福音 離開耶穌基督
[00:15:44.720 --> 00:15:46.760]  再沒有教會存在
[00:15:46.760 --> 00:15:49.600]  為何保羅要這樣警告哥倫多信徒
[00:15:49.600 --> 00:15:52.720]  和其他後繼的教會建造者呢?
[00:15:52.720 --> 00:15:58.560]  是因為哥倫多作為羅馬帝國第一大的希臘城市
[00:15:58.560 --> 00:16:00.960]  充斥著不可一世
[00:16:00.960 --> 00:16:05.880]  為我獨尊的各類希臘哲學主義
[00:16:05.880 --> 00:16:07.520]  哥倫多這樣說
[00:16:07.520 --> 00:16:12.520]  在保羅的時代充斥著各種世俗的風氣
[00:16:12.520 --> 00:16:20.040]  是古代世界的紐約、洛杉磯、拉斯維加斯
[00:16:20.040 --> 00:16:25.120]  在哥倫多城擁有很多庇護人
[00:16:25.120 --> 00:16:28.480]  Patron 或者叫贊助人
[00:16:28.480 --> 00:16:31.200]  這些人是有財有勢的人
[00:16:31.200 --> 00:16:33.440]  這些人是收買其他人
[00:16:33.440 --> 00:16:37.840]  其他的家庭或者社團作為自己的受庇護者
[00:16:37.840 --> 00:16:39.840]  Client
[00:16:39.840 --> 00:16:46.200]  為教貧窮的人提供地、工作、金錢
[00:16:46.200 --> 00:16:49.720]  或者是法律的保障和利益
[00:16:49.720 --> 00:16:53.280]  而這些受庇護者的Client
[00:16:53.280 --> 00:16:58.440]  是用種種的形式回報這些Patron
[00:16:58.440 --> 00:17:00.920]  這些庇護人
[00:17:00.920 --> 00:17:03.200]  包括政治的支持
[00:17:03.200 --> 00:17:06.360]  在公開場合擁護他們、支持他們
[00:17:06.360 --> 00:17:10.120]  這樣他們就可以得著保障自己的利益
[00:17:10.120 --> 00:17:12.200]  名望、社會地位
[00:17:12.200 --> 00:17:14.760]  哥倫多的教會
[00:17:14.760 --> 00:17:21.400]  可能就是由一個至幾個的Patron來帶領
[00:17:21.400 --> 00:17:24.000]  他們將世俗的風氣
[00:17:24.000 --> 00:17:26.160]  他們將階級的觀念
[00:17:26.160 --> 00:17:31.200]  他們將世俗裏面的習慣
[00:17:31.200 --> 00:17:35.160]  帶入了教會來帶領教會
[00:17:35.160 --> 00:17:39.120]  他們所以競相的來效忠保羅
[00:17:39.120 --> 00:17:40.920]  彼得或者阿波羅
[00:17:40.920 --> 00:17:42.160]  我是屬保羅的
[00:17:42.160 --> 00:17:43.480]  我是屬阿波羅的
[00:17:43.480 --> 00:17:45.560]  甚至有些說我屬基督
[00:17:45.560 --> 00:17:48.320]  更厲害
[00:17:48.320 --> 00:17:52.560]  其實整個哥倫多教會
[00:17:52.560 --> 00:17:54.520]  是中下階層
[00:17:54.520 --> 00:17:56.640]  其實呼籲的信徒不是很多
[00:17:56.640 --> 00:17:59.720]  但是他們是有很大的影響力
[00:17:59.720 --> 00:18:04.320]  所以引來不少的結黨紛爭
[00:18:04.320 --> 00:18:05.680]  所以我們就明白
[00:18:05.680 --> 00:18:09.720]  為什麼哥倫多前書第五章所提及的
[00:18:09.720 --> 00:18:13.320]  當時教會裏面有人和他的後母同居
[00:18:13.320 --> 00:18:17.440]  這些亂弄的行為背後是有誘因的
[00:18:17.440 --> 00:18:18.680]  誘因是什麼呢?
[00:18:18.680 --> 00:18:23.680]  好處就是當時人能夠在稅務、遺產上
[00:18:23.680 --> 00:18:25.600]  得到更大的保障
[00:18:25.600 --> 00:18:26.480]  又例如
[00:18:26.480 --> 00:18:30.760]  為什麼基督徒會出席這些派偶像的宗教活動呢?
[00:18:30.760 --> 00:18:33.880]  這不是一個個人崇拜選擇的問題
[00:18:33.880 --> 00:18:37.120]  而是關乎教會地位和政治的問題
[00:18:37.120 --> 00:18:42.560]  因為這些崇拜者能夠參與皇室的典禮
[00:18:42.560 --> 00:18:44.320]  一起吃飯、一起飲食
[00:18:44.320 --> 00:18:47.200]  一起吃這些祭物
[00:18:47.200 --> 00:18:55.520]  而取得榮譽、財富和更高的社會地位
[00:18:55.520 --> 00:18:58.600]  任何人企圖另立根基
[00:18:58.600 --> 00:19:00.560]  傳講別的福音
[00:19:00.560 --> 00:19:02.440]  必然是異端
[00:19:02.440 --> 00:19:04.440]  是教會的破壞者
[00:19:04.440 --> 00:19:06.320]  今天在這個世代裏
[00:19:06.320 --> 00:19:08.880]  什麼叫做「別的福音」?
[00:19:08.880 --> 00:19:11.160]  會不會是成功神學呢?
[00:19:11.160 --> 00:19:15.000]  會不會是健康與財富的福音呢?
[00:19:15.000 --> 00:19:17.800]  我們相信耶穌
[00:19:17.800 --> 00:19:21.680]  我們就可以發達了
[00:19:21.680 --> 00:19:23.560]  我們就不會有苦難了
[00:19:23.560 --> 00:19:27.800]  我們會適體就健康
[00:19:27.800 --> 00:19:29.640]  名成利就
[00:19:29.640 --> 00:19:32.040]  名垂青史
[00:19:32.040 --> 00:19:34.800]  樣樣都會名列前茅
[00:19:34.800 --> 00:19:38.360]  我們會必勝
[00:19:38.360 --> 00:19:39.640]  「別的福音」
[00:19:39.640 --> 00:19:44.320]  請姐妹若果侍奉是以自己為服侍目標
[00:19:44.320 --> 00:19:46.400]  為尋求自我實現
[00:19:46.400 --> 00:19:47.720]  自我感覺良好
[00:19:47.720 --> 00:19:49.160]  自我滿足感、成就感
[00:19:49.160 --> 00:19:51.360]  甚至事業上的野心
[00:19:51.360 --> 00:19:53.200]  才加入侍奉的行列
[00:19:53.200 --> 00:19:54.720]  我相信這個動機
[00:19:54.720 --> 00:19:57.840]  是需要我們去察驗的
[00:19:57.840 --> 00:20:01.040]  侍奉者必須以他人的相信
[00:20:01.040 --> 00:20:02.560]  他人的成長
[00:20:02.560 --> 00:20:05.040]  為他唯一的盼望
[00:20:05.040 --> 00:20:08.160]  他的一切悲喜、哀樂
[00:20:08.160 --> 00:20:10.560]  都盡在此
[00:20:10.560 --> 00:20:13.800]  他的榮辱、得失
[00:20:13.800 --> 00:20:15.840]  都要完全放下
[00:20:15.840 --> 00:20:17.640]  如果要爭取自我的利益
[00:20:17.640 --> 00:20:18.720]  鞏固自己的權利
[00:20:18.720 --> 00:20:22.120]  甚至靠自己修行就行了
[00:20:22.120 --> 00:20:25.800]  今天有很多
[00:20:25.800 --> 00:20:28.000]  說信耶穌的人
[00:20:28.000 --> 00:20:32.720]  沒有參與教會的崇拜
[00:20:32.720 --> 00:20:33.800]  我有一天
[00:20:33.800 --> 00:20:36.960]  有一次在圖書館
[00:20:36.960 --> 00:20:39.360]  看一些行山的書
[00:20:39.360 --> 00:20:41.440]  美國的雜誌
[00:20:41.440 --> 00:20:44.000]  原來很多人
[00:20:44.000 --> 00:20:47.320]  是因為很喜歡大自然
[00:20:47.320 --> 00:20:48.920]  所以他們行山
[00:20:48.920 --> 00:20:51.920]  去到很曠野、很偏僻的地方
[00:20:51.920 --> 00:20:53.480]  他說在那裏
[00:20:53.480 --> 00:20:57.960]  是更加接近上帝的
[00:20:57.960 --> 00:20:59.800]  其實今天有很多人
[00:20:59.800 --> 00:21:03.560]  很喜歡冥想靜思
[00:21:03.560 --> 00:21:06.320]  他們將基督教脫離教會的深闊
[00:21:06.320 --> 00:21:09.320]  鋼隔成一個個人的主義
[00:21:09.320 --> 00:21:14.760]  個人冥思的操練或修行
[00:21:14.760 --> 00:21:16.920]  如果是這樣的話
[00:21:16.920 --> 00:21:18.920]  再沒有教會可言
