
[00:00:00.000 --> 00:00:03.120]  第八篇裡有明句說人算什麼
[00:01:44.080 --> 00:01:50.320]  原來沒事就沒事,有事就很多的漏洞,或者很多的困難
[00:01:50.320 --> 00:01:58.760]  《詩篇》第八篇可以說是用一個很文學的修辭去表達一個很重要的內容
[00:01:58.760 --> 00:02:02.080]  有些人說部份聖經的修辭表達
[00:02:02.080 --> 00:02:07.080]  是用一個三文治或者夾心餅、漢堡包去形容
[00:02:07.080 --> 00:02:12.840]  如果頭尾都是說到:耶和華,我們的主,祢的名在全地,何其美的表達
[00:02:12.840 --> 00:02:14.880]  就是說到神的威名
[00:02:14.880 --> 00:02:18.200]  但中間開始的時候就說到
[00:02:18.200 --> 00:02:21.840]  神的榮美怎麼彰顯呢?因為神創造了天地
[00:02:21.840 --> 00:02:24.560]  擺設了月亮星宿
[00:02:24.560 --> 00:02:32.880]  但也說到神可以將那些仇敵靜止、消滅、閉口無言
[00:02:32.880 --> 00:02:36.720]  然後就看到神的創造榮美,神的大能之後
[00:02:36.720 --> 00:02:41.440]  大衛突然間感到自己算什麼,人算什麼
[00:02:41.440 --> 00:02:45.440]  人在這個很偉大的宇宙裡面其實很卑微
[00:02:45.440 --> 00:02:52.920]  但神竟然眷顧我們、愛我們、重用我們、甚至尊榮我們
[00:02:52.920 --> 00:02:56.400]  下面就說到,當我們看到人很卑微的時候
[00:02:56.400 --> 00:02:59.400]  《詩篇》第八篇不是一個很退縮的詩篇
[00:02:59.400 --> 00:03:02.360]  就說人很卑微,所以什麼都不做
[00:03:02.360 --> 00:03:07.080]  反而後面就說,神的榮耀不單彰顯於天
[00:03:07.080 --> 00:03:11.680]  神的榮耀也是彰顯於人的責任裡面、人的身份裡面
[00:03:11.680 --> 00:03:16.520]  人是神所做裡面的一個很榮美的身份
[00:03:16.520 --> 00:03:18.960]  有神的形象去做
[00:03:18.960 --> 00:03:24.440]  甚至神給我們一個高貴的身份,讓我們管理萬物
[00:03:24.440 --> 00:03:30.520]  萬物都在我們的腳下,我們有管理的職份、有管理的任務
[00:03:30.520 --> 00:03:33.160]  雖然看到人這麼卑微
[00:03:33.160 --> 00:03:37.840]  但神竟然給我們這麼寶貴的身份和任務的時候
[00:03:37.840 --> 00:03:45.160]  最後大衛就說,再眨眨眉,然後說:我的主啊,祢的名在全地,何其美?
[00:03:45.160 --> 00:03:51.560]  所以《詩篇》一開始就說,教靈長用加特、大衛的詩
[00:03:51.560 --> 00:03:55.160]  所以有些人說,既然用加特,可能是加特的琴
[00:03:55.160 --> 00:03:59.880]  所以可能是大衛曾經去過菲律賓人寄居之後的事情
[00:03:59.880 --> 00:04:02.640]  可能多數是中年或中晚年的詩
[00:04:02.640 --> 00:04:05.240]  當時也不太清楚
[00:04:05.240 --> 00:04:11.440]  但是很多人都估計這個詩是大衛一個晚上的安靜而作的詩詞
[00:04:11.440 --> 00:04:19.360]  《詩篇》說:我觀看祢的指頭所造的天,並祢所陳設的月亮星宿
[00:04:19.360 --> 00:04:25.800]  所以其中有些話就好像一個人在曠野裡面,在很美的夜景裡面
[00:04:25.800 --> 00:04:28.520]  突然間默想到神的榮美
[00:04:28.520 --> 00:04:30.800]  有時候我自己很喜歡去海灘散步
[00:04:30.800 --> 00:04:38.920]  或者有些人比較富裕,有機會去北歐、阿拉斯加看北極光
[00:04:38.920 --> 00:04:45.080]  那時候看到很榮美、世界、宇宙的偉大
[00:04:45.080 --> 00:04:52.960]  所以人有時候藉著這些安靜,我們感受到人的光榮、人的慰憤
[00:04:52.960 --> 00:04:58.760]  很出名的神學家加爾文在他很出名的神學著作《基督教要義》裡面說
[00:04:58.760 --> 00:05:03.200]  信仰或者神學就包括認識神和認識自己
[00:05:03.200 --> 00:05:05.480]  兩者是息息相關
[00:05:05.480 --> 00:05:09.720]  我們看到神創造的榮美,或者神本身的榮美的時候
[00:05:09.720 --> 00:05:12.640]  就知道自己是實際卑微
[00:05:12.640 --> 00:05:18.320]  看到自己人類的不滿,人類隨時犯罪傷害人等等很多的不滿
[00:05:18.320 --> 00:05:24.720]  人面對疾病那種困擾,人類死亡的無常等等的時候
[00:05:24.720 --> 00:05:31.720]  我們就發覺我們真的很想神的榮耀、神的永恆、神的幫助臨到我們
[00:05:31.720 --> 00:05:38.000]  所以詩篇裡面,第八篇裡面第一句名句,紅色紙在這裡
[00:05:38.000 --> 00:05:46.800]  「耶和華,我吾的主,祢的名在全地,何其美,祢將祢的榮耀彰顯於天」
[00:05:46.800 --> 00:05:49.320]  說到這個人算什麼的時候很特別
[00:05:49.320 --> 00:05:53.040]  詩篇第八篇不是停留在人的困局裡面
[00:05:53.040 --> 00:05:55.560]  是有一種跳出困局
[00:05:55.560 --> 00:05:59.040]  看到神的榮美,然後交託生命的感覺
[00:05:59.040 --> 00:06:04.760]  然後沉覓到一個新的力量、方向、使命的感覺
[00:06:04.760 --> 00:06:06.920]  有些人說詩篇第八、五十篇
[00:06:06.920 --> 00:06:09.960]  有些人形容第一篇和第二篇好像詩篇的引言
[00:06:09.960 --> 00:06:12.160]  說到二人的路不容易走
[00:06:12.160 --> 00:06:15.200]  但最終是得著恩典
[00:06:15.200 --> 00:06:18.000]  惡人最終是得著滅亡
[00:06:18.000 --> 00:06:21.520]  到了詩篇第三篇開始就說到很多的艱難
[00:06:21.520 --> 00:06:25.560]  詩篇第三篇說到大衛被指疑似壓生和逼迫
[00:06:25.560 --> 00:06:29.120]  一路幾個詩篇都是求告的詩篇
[00:06:29.120 --> 00:06:33.600]  所以詩篇第八篇可以提醒人生裡面有時候困局裡面
[00:06:33.600 --> 00:06:36.280]  我們不要只是定眼在困局裡面
[00:06:36.280 --> 00:06:39.320]  有時候跳越困局,安靜一下自己
[00:06:39.320 --> 00:06:43.280]  看看神的作為,或者去到郊外看看神的作為
[00:06:43.280 --> 00:06:45.680]  我突然間覺得神很偉大的時候
[00:06:45.680 --> 00:06:49.880]  覺得我們面對不到困難,可能神有方法去處理
[00:06:49.880 --> 00:06:52.560]  所以英文有一句說話叫think out of the box
[00:06:52.560 --> 00:06:54.800]  就是你跳出你的困局去思考
[00:06:54.800 --> 00:06:58.320]  不要在自己的困局裡面不停地轉
[00:06:58.320 --> 00:07:00.440]  每天這樣埋怨、憂怨、憂怨
[00:07:00.440 --> 00:07:03.480]  用一些很古舊的方法去處理也不奇怪
[00:07:03.480 --> 00:07:06.840]  詩篇第一篇說到人的困局不容易
[00:07:06.840 --> 00:07:08.760]  走這二人的路不容易
[00:07:08.760 --> 00:07:12.320]  詩篇第一篇第一節的直譯,紅色紙在這裡
[00:07:12.320 --> 00:07:16.480]  有福的那人,是不幸惡人們的計謀
[00:07:16.480 --> 00:07:21.600]  不站罪人們的道路,不助善萬人們的作為
[00:07:21.600 --> 00:07:25.760]  是一個二人,最後是有福
[00:07:25.760 --> 00:07:31.720]  但過程當中面對很多惡人的試探、攻擊、艱難
[00:07:31.720 --> 00:07:33.200]  不容易的路
[00:07:33.200 --> 00:07:34.960]  所以到第三篇的時候
[00:07:34.960 --> 00:07:38.920]  當大衛被兒子迫害
[00:07:38.920 --> 00:07:42.920]  家破人亡、國亡的時候
[00:07:42.920 --> 00:07:46.360]  而大衛自己也是經歷過一段很長的失敗
[00:07:46.360 --> 00:07:48.080]  自己犯了奸淫
[00:07:48.080 --> 00:07:50.800]  犯奸淫的兒子死了
[00:07:50.800 --> 00:07:55.440]  然後自己的兒子暗戀,又傷害自己的女兒
[00:07:55.440 --> 00:07:58.240]  最後到這個阿撒隆殺了暗戀
[00:07:58.240 --> 00:08:00.960]  然後阿撒隆又逼迫自己
[00:08:00.960 --> 00:08:03.800]  可以說這個大衛也不是很成功的時代
[00:08:03.800 --> 00:08:06.160]  是他晚年不成功的時代
[00:08:06.160 --> 00:08:08.320]  他再次去倚靠神
[00:08:08.320 --> 00:08:11.720]  他說:我的敵人何其家憎
[00:08:11.720 --> 00:08:13.520]  有許多人起來攻擊我
[00:08:13.520 --> 00:08:15.640]  有許多人議論我說
[00:08:15.640 --> 00:08:18.040]  他得不著神的幫助
[00:08:18.040 --> 00:08:19.640]  下一句一起讀
[00:08:19.640 --> 00:08:23.520]  我的神求你救我
[00:08:23.520 --> 00:08:25.440]  很需要神幫我們
[00:08:25.440 --> 00:08:27.360]  所以這些是求告詩
[00:08:27.360 --> 00:08:29.040]  不知道大家最近圖告有沒有說
[00:08:29.040 --> 00:08:30.640]  神呀,幫我呀,神呀,求我呀
[00:08:30.640 --> 00:08:33.680]  求你幫我呀,神救我呀等等的情況
[00:08:33.680 --> 00:08:36.840]  所以到第八篇他真的跳出這個框架
[00:08:36.840 --> 00:08:39.240]  不要只看著自己的困局
[00:08:39.240 --> 00:08:41.280]  去看神的威榮
[00:08:41.280 --> 00:08:42.760]  正義版本就是說
[00:08:42.760 --> 00:08:44.520]  耶和華是我們的主
[00:08:44.520 --> 00:08:46.160]  祢是何等的威榮
[00:08:46.160 --> 00:08:48.560]  祢的名字是何等的威榮
[00:08:48.560 --> 00:08:49.640]  在全地裏面
[00:08:49.640 --> 00:08:52.840]  藉著祢鋪設的天裏面的榮耀
[00:08:52.840 --> 00:08:56.000]  我們看到祢真是很榮美的神
[00:08:56.000 --> 00:08:58.320]  好像創世紀開始說
[00:08:58.320 --> 00:09:01.400]  就把這些光擺烈在天空
[00:09:01.400 --> 00:09:02.800]  普照在地上
[00:09:02.800 --> 00:09:04.480]  用地上見到天空
[00:09:04.480 --> 00:09:06.640]  神創造天空
[00:09:06.640 --> 00:09:07.680]  何等的榮美
[00:09:07.680 --> 00:09:10.640]  就知道我們神何等的偉大
[00:09:10.640 --> 00:09:15.920]  科學家有些人用一個大爆炸理論
[00:09:15.920 --> 00:09:21.360]  認為宇宙大概有139億的年齡
[00:09:21.360 --> 00:09:24.840]  當然這個推論也不是很準確
[00:09:24.840 --> 00:09:25.760]  可能只是一個理論
[00:09:25.760 --> 00:09:28.440]  可能神一開始就擺設這個天空也可以
[00:09:28.440 --> 00:09:31.200]  但按照科學家的說法
[00:09:31.200 --> 00:09:37.320]  假如這個宇宙有所謂的139億年的話
[00:09:37.320 --> 00:09:42.480]  那人的壽命有幾十年是長還是短呢?
[00:09:42.480 --> 00:09:43.240]  如果是這樣的話
[00:09:43.240 --> 00:09:45.440]  人真是何等的渺小
[00:09:45.440 --> 00:09:47.480]  但至少很清楚一點就是
[00:09:47.480 --> 00:09:49.920]  宇宙很浩大
[00:09:49.920 --> 00:09:53.520]  有些天文學家就推算宇宙有多少星呢?
[00:09:53.520 --> 00:09:56.280]  他說宇宙有十萬億億的星
[00:09:56.280 --> 00:09:57.800]  什麼意思呢?
[00:09:57.800 --> 00:10:01.120]  是一億再乘一億再乘十萬
[00:10:01.120 --> 00:10:03.160]  多不多?
[00:10:03.160 --> 00:10:05.640]  一億再乘十萬
[00:10:05.640 --> 00:10:07.440]  他們的一個推論就是
[00:10:07.440 --> 00:10:12.040]  我們身處的銀河大約有一千萬顆星
[00:10:12.040 --> 00:10:16.400]  原來宇宙裏面有些人推算有一百億個星系
[00:10:16.400 --> 00:10:19.040]  如果每個星系都有一千萬顆星
[00:10:19.040 --> 00:10:23.560]  那就乘以十萬億億的星
[00:10:23.560 --> 00:10:28.560]  地球大約有六十億人
[00:10:28.560 --> 00:10:34.080]  我們是六十億的人分之一
[00:10:34.080 --> 00:10:36.960]  如果就當我們是其中一顆星
[00:10:36.960 --> 00:10:39.800]  那我再除多少?
[00:10:39.800 --> 00:10:45.480]  先除完六十億再除十萬億億
[00:10:45.480 --> 00:10:49.840]  請問人在宇宙裏面佔的地方多不多?
[00:10:49.840 --> 00:10:52.040]  很少?
[00:10:52.040 --> 00:10:54.040]  極少?
[00:10:54.040 --> 00:10:58.880]  還是極極極極少?
[00:10:58.880 --> 00:11:04.160]  人在宇宙裏面是極極極極極少
[00:11:04.160 --> 00:11:06.440]  所以難怪當你有這樣的默想的時候
[00:11:06.440 --> 00:11:08.200]  你就會說什麼?
[00:11:08.200 --> 00:11:11.640]  人算什麼?
[00:11:11.640 --> 00:11:12.840]  有些人就說
[00:11:12.840 --> 00:11:14.320]  用一個推算就說
[00:11:14.320 --> 00:11:18.240]  如果你有坐太空船飛了一個光年這麼遠的地方
[00:11:18.240 --> 00:11:20.440]  回頭看的時候
[00:11:20.440 --> 00:11:23.840]  我們的太陽系只是一點光
[00:11:23.840 --> 00:11:27.360]  你如果飛十萬光年這樣去的話
[00:11:27.360 --> 00:11:33.840]  即是去到所謂有一百億的星系裏面
[00:11:33.840 --> 00:11:37.160]  其中的銀河系的邊緣
[00:11:37.160 --> 00:11:41.560]  宇宙的浩瀚是超越我們所想
[00:11:41.560 --> 00:11:43.560]  所以一位很出名的哲學家
[00:11:43.560 --> 00:11:45.560]  很多年前留下一句說話
[00:11:45.560 --> 00:11:48.560]  德國很出名的哲學家叫康德
[00:11:48.560 --> 00:11:50.560]  一句說明句
[00:11:50.560 --> 00:11:56.200]  有兩件事物越思想就越覺得震撼與敬畏
[00:11:56.200 --> 00:11:58.720]  那便是我頭上的星空
[00:11:58.720 --> 00:12:01.960]  和我心中的道德準則
[00:12:01.960 --> 00:12:03.080]  人算什麼?
[00:12:03.080 --> 00:12:05.000]  很小
[00:12:05.000 --> 00:12:07.680]  我們很卑微很小
[00:12:07.680 --> 00:12:10.440]  然後另一個很震撼的就是
[00:12:10.440 --> 00:12:11.760]  不但我們小
[00:12:11.760 --> 00:12:14.200]  原來神的管教
[00:12:14.200 --> 00:12:15.640]  神將來的審判
[00:12:15.640 --> 00:12:16.760]  是淋在我們生命裏面
[00:12:16.760 --> 00:12:20.600]  我們良心記載了我們一切生命的故事
[00:12:20.600 --> 00:12:24.640]  特別記載了我們很多失敗罪惡的黑暗的故事
[00:12:26.320 --> 00:12:27.920]  我們可以騙人
[00:12:27.920 --> 00:12:29.320]  騙不了自己的良心
[00:12:29.320 --> 00:12:31.720]  也騙不了神
[00:12:31.720 --> 00:12:33.440]  人有時很驕傲
[00:12:33.440 --> 00:12:34.920]  以為自己很聰明
[00:12:34.920 --> 00:12:37.080]  有時基督徒的祈禱也很驕傲
[00:12:37.080 --> 00:12:38.600]  什麼意思呢?
[00:12:38.600 --> 00:12:39.600]  有時我們祈禱
[00:12:39.600 --> 00:12:40.800]  祈了兩句
[00:12:40.800 --> 00:12:42.280]  神又不聽我們
[00:12:42.280 --> 00:12:43.880]  「神啊!為何不聽我?」
[00:12:43.880 --> 00:12:44.480]  「你說是神啊」
[00:12:44.480 --> 00:12:45.600]  「你說是英雄啊」
[00:12:45.600 --> 00:12:46.000]  「你好啊」
[00:12:46.000 --> 00:12:47.200]  「你又不聽啊」
[00:12:47.200 --> 00:12:48.120]  有時我就想
[00:12:48.120 --> 00:12:49.680]  如果這種態度
[00:12:49.680 --> 00:12:53.760]  究竟是神是主還是我們是主?
[00:12:53.760 --> 00:12:56.120]  有時我祈禱吩咐了神做事
[00:12:56.120 --> 00:12:56.800]  神不做
[00:12:56.800 --> 00:12:57.640]  我就罵他
[00:12:57.640 --> 00:13:00.360]  吩咐他做事不做事
[00:13:00.360 --> 00:13:05.680]  有時我們的態度也有種不知道自己的崗位
[00:13:05.680 --> 00:13:08.200]  我只是一個卑微的微臣
[00:13:08.200 --> 00:13:11.320]  向著一位宇宙的主祈禱
[00:13:11.320 --> 00:13:14.080]  主又知道更多事情
[00:13:14.080 --> 00:13:18.040]  祂有祂的主權去運作祂的事情
[00:13:18.040 --> 00:13:22.160]  我們真的有什麼資格去命令這位宇宙的主呢?
[00:13:22.160 --> 00:13:24.280]  其實有時人生裡面有很多故事
[00:13:24.280 --> 00:13:28.680]  神讓我們看透自己人算什麼謙卑
[00:13:28.680 --> 00:13:29.720]  我自己年幼的時候
[00:13:29.720 --> 00:13:30.960]  二十多歲的時候
[00:13:30.960 --> 00:13:33.680]  有個同事教我去滑雪
[00:13:33.680 --> 00:13:36.360]  我第一次滑雪的時候去日本
[00:13:36.360 --> 00:13:39.360]  在東京附近一個雪山滑了雪
[00:13:39.360 --> 00:13:40.440]  平一點的山
[00:13:40.440 --> 00:13:42.080]  學了一點
[00:13:42.080 --> 00:13:43.760]  去到北海道滑
[00:13:43.760 --> 00:13:46.480]  北海道一個很漂亮很平的山滑了一次
[00:13:46.480 --> 00:13:47.480]  學了兩天
[00:13:47.480 --> 00:13:48.720]  語為止息地
[00:13:48.720 --> 00:13:49.800]  跟他說
[00:13:49.800 --> 00:13:51.600]  我們征服一個比較難的山
[00:13:51.600 --> 00:13:54.360]  北海道的天狗山
[00:13:54.360 --> 00:13:57.640]  一去到這個山頂
[00:13:57.640 --> 00:13:58.480]  一滑
[00:13:58.480 --> 00:13:59.320]  滑了幾步
[00:13:59.320 --> 00:14:01.320]  兩個人都很害怕
[00:14:01.320 --> 00:14:02.240]  很害怕
[00:14:02.240 --> 00:14:03.040]  為什麼呢?
[00:14:03.040 --> 00:14:05.600]  原來那個山一去到
[00:14:05.600 --> 00:14:08.440]  一滑是一個很窄的雪道
[00:14:08.440 --> 00:14:10.200]  大概十米左右
[00:14:10.200 --> 00:14:12.080]  我們滑雪就不太會滑
[00:14:12.080 --> 00:14:13.640]  有時會撲一下
[00:14:13.640 --> 00:14:14.800]  但是如果很橫
[00:14:14.800 --> 00:14:16.840]  很闊的雪地
[00:14:16.840 --> 00:14:17.240]  沒所謂
[00:14:17.240 --> 00:14:18.520]  撲幾次都撲不死
[00:14:18.520 --> 00:14:20.160]  大概十米左右
[00:14:20.160 --> 00:14:21.400]  一滑不懂得停
[00:14:21.400 --> 00:14:23.560]  一撲就滑了
[00:14:23.560 --> 00:14:26.720]  結果我們滑兩步都怕自己跌在地上
[00:14:26.720 --> 00:14:28.080]  滑了也不知道怎麼辦
[00:14:28.080 --> 00:14:30.360]  很久都沒有滑到下面
[00:14:30.360 --> 00:14:31.640]  上面也走不上去
[00:14:31.640 --> 00:14:32.280]  不知道怎麼辦
[00:14:32.280 --> 00:14:34.640]  那個人也下雪了很冷
[00:14:34.640 --> 00:14:35.840]  不知道怎麼辦
[00:14:35.840 --> 00:14:38.560]  突然有一個日本的年輕人走過
[00:14:38.560 --> 00:14:41.040]  看見我們兩個傻子在那裡
[00:14:41.040 --> 00:14:42.600]  叫我們不如你除了雪上
[00:14:42.600 --> 00:14:44.520]  慢慢爬上去
[00:14:44.520 --> 00:14:46.480]  帶我們爬上去
[00:14:46.480 --> 00:14:47.240]  爬上去之後
[00:14:47.240 --> 00:14:48.920]  他真是個好人
[00:14:48.920 --> 00:14:52.080]  因為在後山裡面有一個小平地
[00:14:52.080 --> 00:14:54.280]  教我們怎樣滑雪落冰
[00:14:54.280 --> 00:14:54.920]  腳硬
[00:14:54.920 --> 00:14:56.760]  頂著會殺掣
[00:14:56.760 --> 00:14:57.920]  教我們怎樣殺掣
[00:14:57.920 --> 00:14:58.760]  滑雪就是殺掣
[00:14:58.760 --> 00:15:00.440]  殺掣就是滑雪
[00:15:00.440 --> 00:15:02.160]  教了一個免費課半小時
[00:15:02.160 --> 00:15:03.560]  我們滑多一點
[00:15:03.560 --> 00:15:07.480]  他開始勇敢地踩下去
[00:15:07.480 --> 00:15:10.240]  沒有死圖
[00:15:10.240 --> 00:15:12.440]  我當時年輕的時候又打球
[00:15:12.440 --> 00:15:13.440]  以為自己很厲害
[00:15:13.440 --> 00:15:15.040]  一學就懂
[00:15:15.040 --> 00:15:19.840]  原來到這些地方生死未卜
[00:15:19.840 --> 00:15:24.080]  我大概三十多歲就去美國留學神學
[00:15:24.080 --> 00:15:26.280]  第一站去斯加哥
[00:15:26.280 --> 00:15:32.560]  老教授每天上課為同學駕車祈禱
[00:15:32.560 --> 00:15:34.960]  再祈禱幾次我就很悶
[00:15:34.960 --> 00:15:35.960]  心裡面說
[00:15:35.960 --> 00:15:36.920]  為其他人祈禱
[00:15:36.920 --> 00:15:37.840]  天天都駕車祈禱
[00:15:37.840 --> 00:15:39.640]  悶悶的
[00:15:39.640 --> 00:15:42.560]  過了兩年我又去到密西根州
[00:15:42.560 --> 00:15:43.640]  讀PhD
[00:15:43.640 --> 00:15:46.800]  讀了一年我帶學生去密西根州
[00:15:46.800 --> 00:15:49.440]  駕六個小時車去讀多倫波
[00:15:49.440 --> 00:15:51.840]  當時一出發就大雪
[00:15:51.840 --> 00:15:53.440]  有些很濕的雪
[00:15:53.440 --> 00:15:56.200]  有些形容叫Dark Ice
[00:15:56.200 --> 00:15:58.320]  即是很硬很濕很滑的雪
[00:15:58.320 --> 00:15:59.720]  叫我車去到行一陣
[00:15:59.720 --> 00:16:01.720]  車就甩來甩去
[00:16:01.720 --> 00:16:03.520]  因為在美國旁邊有很多貨櫃車
[00:16:03.520 --> 00:16:05.000]  如果你先甩到隔壁街
[00:16:05.000 --> 00:16:05.920]  有個貨櫃車撞你
[00:16:05.920 --> 00:16:07.360]  就不知去了哪裏死了
[00:16:07.360 --> 00:16:08.720]  我抬頭甩
[00:16:08.720 --> 00:16:09.720]  車沒有反
[00:16:09.720 --> 00:16:10.760]  很感恩
[00:16:10.760 --> 00:16:13.360]  行多陣又甩一次又沒有反
[00:16:13.360 --> 00:16:18.000]  那時我開始尊重我教授
[00:16:18.000 --> 00:16:20.840]  我都開始為那些人祈禱
[00:16:20.840 --> 00:16:22.640]  原來在那些環境裏面
[00:16:22.640 --> 00:16:23.760]  真是沒有甚麼可誇
[00:16:23.760 --> 00:16:25.800]  甚麼甚麼甚麼
[00:16:25.800 --> 00:16:27.240]  駕車技術都是
[00:16:27.240 --> 00:16:28.320]  說甩就甩
[00:16:28.320 --> 00:16:29.800]  我試過看著駕車
[00:16:29.800 --> 00:16:30.960]  看著前面的車
[00:16:30.960 --> 00:16:31.880]  甩
[00:16:31.880 --> 00:16:33.960]  然後撞到隔壁的車
[00:16:33.960 --> 00:16:36.040]  幸好我慢一點看著
[00:16:36.040 --> 00:16:38.200]  所以從此駕車都很遠
[00:16:38.200 --> 00:16:40.160]  前面很近
[00:16:40.160 --> 00:16:41.520]  即是很遠
[00:16:41.520 --> 00:16:45.480]  因為知道原來不是靠自己
[00:16:45.480 --> 00:16:47.040]  所以聖經裏面有一個提醒
[00:16:47.040 --> 00:16:48.840]  當你人有個恩典
[00:16:48.840 --> 00:16:51.120]  就知道自己的崗位
[00:16:51.120 --> 00:16:52.960]  你知道自己卑微
[00:16:52.960 --> 00:16:55.040]  知道自己是無常
[00:16:55.040 --> 00:16:57.760]  明天如何都不知道
[00:16:57.760 --> 00:16:58.960]  但在這個時候
[00:16:58.960 --> 00:17:01.640]  大衛再看到在人的有限裏面
[00:17:01.640 --> 00:17:05.280]  神的奇妙和能力
[00:17:05.280 --> 00:17:07.320]  人不得,但神得
[00:17:07.320 --> 00:17:09.080]  第二節一起讀
[00:17:09.080 --> 00:17:11.880]  你因敵人的緣故
[00:17:11.880 --> 00:17:14.320]  從英械和赫賴的口中
[00:17:14.320 --> 00:17:15.920]  建立了能力
[00:17:15.920 --> 00:17:19.720]  使受敵和報仇的閉口無言
[00:17:19.720 --> 00:17:21.160]  閉口無言這字
[00:17:21.160 --> 00:17:22.480]  如果嚴一點的話
[00:17:22.480 --> 00:17:28.040]  就要將它停止消滅或者安息
[00:17:28.040 --> 00:17:31.080]  可能不只是收口這麼簡單
[00:17:31.080 --> 00:17:32.640]  神有能力
[00:17:32.640 --> 00:17:34.720]  不用親自出手
[00:17:34.720 --> 00:17:37.920]  就將敵人收口或消滅
[00:17:37.920 --> 00:17:40.000]  閉口無言這字
[00:17:40.000 --> 00:17:41.760]  第一次出現就是創世紀
[00:17:41.760 --> 00:17:43.440]  神做完天地之後
[00:17:43.440 --> 00:17:45.960]  安息停止的意思
[00:17:45.960 --> 00:17:48.400]  另一個表達就是詩篇第119篇
[00:17:48.400 --> 00:17:49.840]  一起讀這句話
[00:17:49.840 --> 00:17:52.080]  凡地上的惡人
[00:17:52.080 --> 00:17:54.160]  你除掉他
[00:17:54.160 --> 00:17:56.480]  消滅了他
[00:17:56.480 --> 00:17:58.800]  敵人有時很誇張
[00:17:58.800 --> 00:18:00.640]  惡人好像很厲害
[00:18:00.640 --> 00:18:03.600]  一會兒就不見了
[00:18:03.600 --> 00:18:06.560]  神一出手,他就不見了
[00:18:06.560 --> 00:18:09.440]  大衛看到神的榮美
[00:18:09.440 --> 00:18:11.600]  可能生命中他看見菲利士人
[00:18:11.600 --> 00:18:13.920]  神可以靜止菲利士人
[00:18:13.920 --> 00:18:16.000]  或者甚至如果要說
[00:18:16.000 --> 00:18:18.320]  那位利器神的數羅王
[00:18:18.320 --> 00:18:20.120]  一消滅就消滅
[00:18:20.120 --> 00:18:22.000]  人生裏面惡人
[00:18:22.000 --> 00:18:23.680]  如果是利器神的人
[00:18:23.680 --> 00:18:27.080]  神可以用很多方法去消滅他
[00:18:27.080 --> 00:18:28.880]  和大衛的故事有關
[00:18:28.880 --> 00:18:31.320]  就是在《十惡記》一開頭說到
[00:18:31.320 --> 00:18:34.720]  當以色列人口失敗的時候
[00:18:34.720 --> 00:18:36.800]  很有名的祭司伊利
[00:18:36.800 --> 00:18:39.520]  他自己和兒子都失敗
[00:18:39.520 --> 00:18:42.360]  神可以不用祭司
[00:18:42.360 --> 00:18:45.600]  可以從一個嬰孩和少童裏面
[00:18:45.600 --> 00:18:47.600]  彰顯他的能力
[00:18:47.600 --> 00:18:52.480]  神將啟示給少童薩姆爾
[00:18:52.480 --> 00:18:57.200]  當數羅王懼怕這個巨人哥利亞的時候
[00:18:57.200 --> 00:19:01.680]  一個沒有穿盔甲的少年人大衛
[00:19:01.680 --> 00:19:03.600]  反而高舉神的名
