
[00:00:00.000 --> 00:00:02.760]  各位大型節目,平安、聖誕快樂
[00:01:37.520 --> 00:01:38.680]  有些小朋友出來
[00:01:38.680 --> 00:01:40.760]  有些羊爬著爬著站起來
[00:01:40.760 --> 00:01:43.640]  然後有些人走出來就忘了說什麼對白
[00:01:43.640 --> 00:01:45.040]  然後這個就拉著那個
[00:01:45.040 --> 00:01:46.280]  很有趣、很開心
[00:01:46.280 --> 00:01:47.640]  我很喜歡的聖景
[00:01:47.640 --> 00:01:49.160]  希望之後有更多機會看到
[00:01:49.160 --> 00:01:53.400]  很多時候我們在聖誕節就會想起那些畫像
[00:01:53.400 --> 00:01:57.760]  耶穌誕降有馬槽、有景星、有博士、有牧羊人
[00:01:57.760 --> 00:01:59.080]  很多的描述
[00:01:59.080 --> 00:02:00.720]  頂智媒你知不知道
[00:02:00.720 --> 00:02:03.320]  或者你記不記得福音書裡面怎麼說
[00:02:03.320 --> 00:02:05.320]  耶穌的開始
[00:02:05.320 --> 00:02:06.120]  或者這麼說
[00:02:06.120 --> 00:02:07.880]  福音書裡面記載了福音
[00:02:07.880 --> 00:02:09.480]  福音是關於耶穌的
[00:02:09.480 --> 00:02:12.880]  耶穌的福音在福音書裡面是怎麼開始的呢?
[00:02:12.880 --> 00:02:14.800]  或者怎麼開始描述的呢?
[00:02:14.800 --> 00:02:17.640]  頂智媒今天我想跟你一起去思考一下
[00:02:17.640 --> 00:02:19.800]  福音在聖經裡面
[00:02:19.800 --> 00:02:21.680]  或者今天在我們身上
[00:02:21.680 --> 00:02:22.880]  怎麼開始的呢?
[00:02:23.720 --> 00:02:26.800]  可能又說福音開始當然是由耶穌出世開始的
[00:02:26.800 --> 00:02:29.200]  我們每一次聖景一開始做都是這樣的
[00:02:29.200 --> 00:02:30.160]  耶穌誕降
[00:02:30.160 --> 00:02:32.080]  或者我們唱平安夜
[00:02:32.080 --> 00:02:33.400]  聖善夜很開心
[00:02:33.400 --> 00:02:35.400]  耶穌誕降就是福音的開始
[00:02:35.400 --> 00:02:38.040]  然後我們看回四卷福音書
[00:02:38.040 --> 00:02:42.120]  會記載耶穌出世誕降的故事
[00:02:42.120 --> 00:02:44.960]  應該只有《馬太》和《路加福音》
[00:02:44.960 --> 00:02:46.760]  《馬太福音》的記載
[00:02:46.760 --> 00:02:47.400]  如果大家記得
[00:02:47.400 --> 00:02:48.440]  我先跟大家重溫一次
[00:02:48.440 --> 00:02:49.400]  《馬太福音》的記載
[00:02:49.400 --> 00:02:50.920]  由加普開始
[00:02:50.920 --> 00:02:52.720]  一個是耶穌基督的加普
[00:02:52.720 --> 00:02:55.640]  接著就說到聖靈感恩
[00:02:55.640 --> 00:03:01.200]  接著就說到有博士、有禮物去呈獻
[00:03:01.200 --> 00:03:03.680]  接著就說到耶穌逃亡
[00:03:03.680 --> 00:03:04.880]  去到埃及
[00:03:04.880 --> 00:03:06.920]  之後回到拿撒勒
[00:03:06.920 --> 00:03:08.520]  接著約翰就出場
[00:03:08.520 --> 00:03:09.960]  預備主的道
[00:03:09.960 --> 00:03:13.000]  這是《馬太福音》的記載
[00:03:13.000 --> 00:03:14.120]  好了
[00:03:14.120 --> 00:03:16.160]  《馬可福音》就沒有說耶穌出世
[00:03:16.160 --> 00:03:17.240]  一開始就約翰出來
[00:03:17.240 --> 00:03:18.680]  預備主的道
[00:03:18.680 --> 00:03:19.440]  修正他的路
[00:03:19.440 --> 00:03:21.080]  《路加福音》呢
[00:03:21.080 --> 00:03:22.280]  也是由約翰開始的
[00:03:22.280 --> 00:03:23.280]  不過由約翰
[00:03:23.280 --> 00:03:26.080]  因為伊麗莎白和撒加利亞
[00:03:26.080 --> 00:03:27.800]  伊麗莎白年老
[00:03:27.800 --> 00:03:30.240]  上帝讓他有兒子就是約翰
[00:03:30.240 --> 00:03:31.680]  由他懷孕
[00:03:31.680 --> 00:03:33.840]  並且和瑪利亞聖靈感恩
[00:03:33.840 --> 00:03:35.720]  那個共鳴去開始
[00:03:35.720 --> 00:03:38.440]  結果接著就說到
[00:03:38.440 --> 00:03:40.480]  因為要登記戶籍
[00:03:40.480 --> 00:03:42.400]  所以瑪利亞懷著新孕
[00:03:42.400 --> 00:03:43.800]  就回到伯尼肯
[00:03:43.800 --> 00:03:45.000]  就是我們熟悉的
[00:03:45.000 --> 00:03:47.520]  有牧羊人、有馬槽
[00:03:47.520 --> 00:03:50.560]  有天使
[00:03:50.560 --> 00:03:53.400]  接著就說在至高之處榮耀歸於上帝
[00:03:53.400 --> 00:03:55.080]  地上平安歸於他的人
[00:03:55.080 --> 00:03:57.920]  接著就說耶穌之後行國禮了
[00:03:57.920 --> 00:03:59.520]  這個就是
[00:03:59.520 --> 00:04:03.480]  《路加福音》說耶穌開始的故事
[00:04:03.480 --> 00:04:06.080]  《約翰福音》又如何呢?
[00:04:06.080 --> 00:04:08.960]  《約翰福音》可能沒有說
[00:04:08.960 --> 00:04:10.600]  沒有怎麼提
[00:04:10.600 --> 00:04:11.680]  《馬可福音》也沒有提
[00:04:11.680 --> 00:04:12.560]  《約翰福音》也沒有提
[00:04:12.560 --> 00:04:14.960]  《約翰福音》甚至一開始就突然說
[00:04:14.960 --> 00:04:16.120]  很奇怪的描述
[00:04:16.120 --> 00:04:17.320]  今天讀的經文
[00:04:17.320 --> 00:04:19.400]  太初有道道與上帝同在道
[00:04:19.400 --> 00:04:20.080]  上至上帝
[00:04:21.040 --> 00:04:22.960]  沒有說耶穌是怎麼出生的
[00:04:22.960 --> 00:04:23.960]  沒有伯尼肯
[00:04:23.960 --> 00:04:24.960]  沒有景星
[00:04:24.960 --> 00:04:25.760]  沒有馬槽
[00:04:25.760 --> 00:04:26.560]  沒有博士
[00:04:26.560 --> 00:04:27.160]  沒有禮物
[00:04:27.160 --> 00:04:30.600]  頂節目有沒有留意
[00:04:30.600 --> 00:04:31.520]  四卷福音書
[00:04:31.520 --> 00:04:33.600]  說福音的起頭
[00:04:33.600 --> 00:04:35.600]  有兩卷是說關於
[00:04:35.600 --> 00:04:38.040]  耶穌小時候出生
[00:04:38.040 --> 00:04:39.640]  無論是嬰兒
[00:04:39.640 --> 00:04:41.240]  因為八日前受割禮
[00:04:41.240 --> 00:04:43.240]  那個馬槽、牧羊人的故事
[00:04:43.240 --> 00:04:44.840]  又或者兩歲以下
[00:04:44.840 --> 00:04:46.560]  就是馬德福音說的那個
[00:04:46.560 --> 00:04:49.360]  最後因為希律王要殺兩歲以下的男丁
[00:04:49.360 --> 00:04:50.280]  所以要逃難
[00:04:50.560 --> 00:04:51.880]  那個博士禮物的故事
[00:04:51.880 --> 00:04:54.600]  裡面有提到耶穌嬰兒之外
[00:04:54.600 --> 00:04:56.720]  四卷福音的描述
[00:04:56.720 --> 00:04:58.320]  都提了一個人物
[00:04:58.320 --> 00:05:00.160]  那個人物是誰呢?
[00:05:00.160 --> 00:05:01.520]  那個人物是約翰
[00:05:01.520 --> 00:05:03.080]  然後很有趣的
[00:05:03.080 --> 00:05:04.520]  說耶穌出生
[00:05:04.520 --> 00:05:05.960]  或者說福音開始
[00:05:05.960 --> 00:05:08.040]  很刻意要提到約翰
[00:05:08.040 --> 00:05:09.440]  這個描述
[00:05:09.440 --> 00:05:12.840]  所以大家要留意約翰這個預備的描述
[00:05:12.840 --> 00:05:15.400]  更有趣的地方就是
[00:05:15.400 --> 00:05:18.480]  原來福音書很想告訴我們
[00:05:18.480 --> 00:05:20.960]  他們如何理解耶穌這個人
[00:05:20.960 --> 00:05:22.080]  這個神
[00:05:22.080 --> 00:05:24.240]  耶穌這一位來到我們當中
[00:05:24.240 --> 00:05:26.080]  那一位的救主
[00:05:26.080 --> 00:05:27.360]  祂有什麼特性
[00:05:27.360 --> 00:05:30.160]  馬德福音描述的特性是由加譜開始
[00:05:30.160 --> 00:05:32.120]  就是說耶穌是承繼由遠古
[00:05:32.120 --> 00:05:33.720]  由他們的列祖
[00:05:33.720 --> 00:05:34.960]  亞伯拉罕開始
[00:05:34.960 --> 00:05:37.080]  就一路承繼、承傳著
[00:05:37.080 --> 00:05:38.560]  整個民族
[00:05:38.560 --> 00:05:41.400]  承擔著整個民族的身份角色
[00:05:41.400 --> 00:05:43.320]  作為君王的主
[00:05:43.320 --> 00:05:44.440]  來到要拯救
[00:05:45.960 --> 00:05:48.480]  馬德福音描述的就是由約翰開始
[00:05:48.480 --> 00:05:50.720]  這位為耶穌去預備道路
[00:05:50.720 --> 00:05:52.600]  在前面修織道路的
[00:05:52.600 --> 00:05:53.680]  這位先鋒
[00:05:53.680 --> 00:05:54.840]  大靈
[00:05:54.840 --> 00:05:58.160]  所以耶穌進入了傳道服務工作當中
[00:05:58.160 --> 00:06:02.080]  盧瓜福音更記載了這位約翰
[00:06:02.080 --> 00:06:04.160]  在他未出生以前
[00:06:04.160 --> 00:06:07.800]  原來上帝已經感動了伊麗莎白和撒加利亞
[00:06:07.800 --> 00:06:09.400]  同樣感動了瑪利亞
[00:06:09.400 --> 00:06:13.800]  以致讓這些事件繼續發生
[00:06:13.800 --> 00:06:15.600]  也在描述約翰那種預備
[00:06:16.000 --> 00:06:18.840]  是由最早最早約翰未出生以先已經預備好
[00:06:18.840 --> 00:06:22.080]  今天和大家分享的《約翰福音》
[00:06:22.080 --> 00:06:24.560]  講的是一個很重要的訊息
[00:06:24.560 --> 00:06:27.800]  耶穌基督的福音原來不是由耶穌出生
[00:06:27.800 --> 00:06:30.480]  甚至不是由約翰出生開始
[00:06:30.480 --> 00:06:31.400]  是再遠古
[00:06:31.400 --> 00:06:32.600]  甚至不止亞伯拉罕
[00:06:32.600 --> 00:06:35.960]  是遠古到最早最早最早
[00:06:35.960 --> 00:06:37.680]  《約翰福音》一章一節
[00:06:37.680 --> 00:06:39.360]  這句叫做「太初」
[00:06:39.360 --> 00:06:41.640]  「太初」即是何時呢?
[00:06:41.640 --> 00:06:42.320]  即是最早
[00:06:42.320 --> 00:06:44.760]  何時「太初」就是最早的最早
[00:06:45.440 --> 00:06:47.440]  原來在上帝創造天地
[00:06:47.440 --> 00:06:49.000]  我們記得錯世紀一章一節說
[00:06:49.000 --> 00:06:51.880]  起初上帝創造天地的那個就是「太初」
[00:06:51.880 --> 00:06:54.520]  原來是一個很重要的訊息告訴我們
[00:06:54.520 --> 00:06:56.600]  耶穌基督的出現
[00:06:56.600 --> 00:06:57.360]  又或者這樣說
[00:06:57.360 --> 00:07:00.000]  上帝為我們預備基督這個救恩
[00:07:00.000 --> 00:07:02.720]  不是去到二千多年前
[00:07:02.720 --> 00:07:04.000]  耶穌誕降才開始的
[00:07:04.000 --> 00:07:06.560]  而是由遠古創造的時候
[00:07:06.560 --> 00:07:08.320]  在那裏
[00:07:08.320 --> 00:07:09.600]  耶穌已經在那裏
[00:07:09.600 --> 00:07:12.960]  「太初有道,道就和上帝同在」
[00:07:13.560 --> 00:07:16.720]  「道就是上帝者道,太初與上帝同在」
[00:07:16.720 --> 00:07:18.360]  萬萬是接著祂做的
[00:07:18.360 --> 00:07:20.200]  沒有一樣不是接著祂做的
[00:07:20.200 --> 00:07:22.520]  在這篇經文裏面說得很清楚
[00:07:22.520 --> 00:07:24.520]  說這個「太初」有一樣叫「道」
[00:07:24.520 --> 00:07:26.720]  「道」是甚麼來的呢?
[00:07:26.720 --> 00:07:29.520]  「道」這個字原文希臘文叫做 Logos
[00:07:29.520 --> 00:07:30.920]  L-O-G-O-S
[00:07:30.920 --> 00:07:32.000]  不是Logo,是Logos
[00:07:32.000 --> 00:07:33.800]  Logos是甚麼意思呢?
[00:07:33.800 --> 00:07:35.240]  Logos是很特別的字眼
[00:07:35.240 --> 00:07:36.840]  在英文裏面翻譯
[00:07:36.840 --> 00:07:38.200]  通常會翻譯成「word」
[00:07:38.200 --> 00:07:39.840]  即是話語、說話
[00:07:39.840 --> 00:07:41.200]  不過不完全
[00:07:41.600 --> 00:07:44.120]  因為Logos這個字涵蓋的不只是說話
[00:07:44.120 --> 00:07:48.120]  涵蓋的是說話、智慧、論證
[00:07:48.120 --> 00:07:49.320]  是有超越性的
[00:07:49.320 --> 00:07:51.480]  甚至是說宇宙法則、能力
[00:07:51.480 --> 00:07:52.520]  為甚麼呢?
[00:07:52.520 --> 00:07:54.800]  因為我們記得上帝創造的時候是怎樣創造的
[00:07:54.800 --> 00:07:58.160]  上帝說「有光就有光」
[00:07:58.160 --> 00:08:00.560]  上帝是用說話去創造的
[00:08:00.560 --> 00:08:01.720]  除了甚麼之外呢?
[00:08:01.720 --> 00:08:03.720]  除了人,沒錯
[00:08:03.720 --> 00:08:05.000]  當上帝創造人的時候
[00:08:05.000 --> 00:08:06.840]  先用泥土裂了人,然後吹氣
[00:08:06.840 --> 00:08:08.840]  所以人是很獨特的創造
[00:08:08.840 --> 00:08:10.720]  上帝一定要創造
[00:08:10.720 --> 00:08:11.800]  上帝的能力如何彰顯?
[00:08:11.800 --> 00:08:12.800]  就是用說話
[00:08:12.800 --> 00:08:14.360]  說「有光就有光」
[00:08:14.360 --> 00:08:16.400]  說「有這個就有那個」
[00:08:16.400 --> 00:08:18.040]  所以是很清楚的
[00:08:18.040 --> 00:08:21.800]  上帝的道那裡展現的「話語」是能力
[00:08:21.800 --> 00:08:23.080]  頂尖妹記住
[00:08:23.080 --> 00:08:24.800]  上帝的說話帶有能力
[00:08:24.800 --> 00:08:28.560]  所以整本聖經同樣都是在說上帝的「話」
[00:08:28.560 --> 00:08:30.120]  聖經就是上帝的「話」
[00:08:30.120 --> 00:08:31.800]  所以上帝的「話」帶著能力
[00:08:31.800 --> 00:08:34.400]  所以頂尖妹你真的要好好看聖經
[00:08:34.400 --> 00:08:35.560]  好好理解聖經
[00:08:35.560 --> 00:08:38.200]  不要將聖經認為只是一些教訓
[00:08:38.200 --> 00:08:40.280]  只是一些人間的智慧
[00:08:40.840 --> 00:08:43.160]  聖經是上帝給我們的「話語」
[00:08:43.160 --> 00:08:44.840]  並且是大有能力的
[00:08:44.840 --> 00:08:45.840]  因為這是上帝的道
[00:08:45.840 --> 00:08:49.640]  所以每一次在崇拜裡面宣導和分享的時候
[00:08:49.640 --> 00:08:50.760]  我都很賤敬
[00:08:50.760 --> 00:08:52.800]  也希望大家在這裡經歷聖靈的同在
[00:08:52.800 --> 00:08:54.400]  以致能夠得到那種力量
[00:08:54.400 --> 00:08:57.600]  Logos這個字除了是「話語」
[00:08:57.600 --> 00:08:59.520]  除了是智慧之外
[00:08:59.520 --> 00:09:01.040]  聖經裡面這樣說
[00:09:01.040 --> 00:09:03.360]  「太初有道,道和上帝一齊」
[00:09:03.360 --> 00:09:05.680]  「道就是上帝」
[00:09:05.680 --> 00:09:06.840]  很有趣
[00:09:06.840 --> 00:09:09.080]  這裡說道是上帝
[00:09:09.600 --> 00:09:10.920]  上帝有些什麼很難去描述
[00:09:10.920 --> 00:09:13.760]  但是這裡用一個「道」的字去描述
[00:09:13.760 --> 00:09:14.520]  就是上帝
[00:09:14.520 --> 00:09:15.720]  它有什麼特性呢?
[00:09:15.720 --> 00:09:18.680]  這個「道」是「太初和上帝同在」
[00:09:18.680 --> 00:09:20.600]  就是一開始有上帝就有道
[00:09:20.600 --> 00:09:21.560]  或者這麼說
[00:09:21.560 --> 00:09:22.480]  道等於上帝
[00:09:22.480 --> 00:09:23.480]  是遠古的
[00:09:23.480 --> 00:09:24.320]  不是後期的
[00:09:24.320 --> 00:09:25.720]  不是用人智慧那裡來的
[00:09:25.720 --> 00:09:28.760]  不是用人自己的認識經驗累積出來
[00:09:28.760 --> 00:09:29.080]  不是
[00:09:29.080 --> 00:09:30.600]  是上帝本身
[00:09:30.600 --> 00:09:32.480]  萬物是藉著祂做的
[00:09:32.480 --> 00:09:34.160]  沒有一樣不是藉祂做的
[00:09:34.160 --> 00:09:36.880]  意思就是說祂是創造萬物的那一位
[00:09:36.880 --> 00:09:39.240]  道是創造萬物的
[00:09:39.720 --> 00:09:40.720]  道不是被造的
[00:09:40.720 --> 00:09:42.160]  更重要
[00:09:42.160 --> 00:09:43.960]  在祂裡面有生命
[00:09:43.960 --> 00:09:46.560]  這個生命就是人的光
[00:09:46.560 --> 00:09:48.400]  光照在黑暗裡面
[00:09:48.400 --> 00:09:49.760]  黑暗卻沒有勝過光
[00:09:49.760 --> 00:09:53.600]  這裡的描述是說道裡面有生命
[00:09:53.600 --> 00:09:55.760]  所以這是一個活的道
[00:09:55.760 --> 00:09:57.520]  是一個有生命的道
[00:09:57.520 --> 00:09:58.960]  不是死的道
[00:09:58.960 --> 00:10:00.120]  不是已經記錄了
[00:10:00.120 --> 00:10:00.880]  停在那裡
[00:10:00.880 --> 00:10:01.960]  很多人覺得
[00:10:01.960 --> 00:10:04.560]  哇!聖經記載這麼久之前的事情
[00:10:04.560 --> 00:10:05.240]  二千年了
[00:10:05.240 --> 00:10:06.720]  很舊的記載了
[00:10:06.720 --> 00:10:07.560]  outdated
[00:10:07.800 --> 00:10:09.720]  很舊的了 過時了 落後了
[00:10:09.720 --> 00:10:10.720]  No
[00:10:10.720 --> 00:10:13.640]  沒錯 這些文字可能是很久之前
[00:10:13.640 --> 00:10:16.040]  這些表達有當時的文化背景
[00:10:16.040 --> 00:10:16.720]  所以我們要學會
[00:10:16.720 --> 00:10:17.760]  所以要認識
[00:10:17.760 --> 00:10:19.480]  但是這個話語
[00:10:19.480 --> 00:10:20.400]  上帝的道
[00:10:20.400 --> 00:10:21.520]  是活的道
[00:10:21.520 --> 00:10:22.760]  是生命的道
[00:10:22.760 --> 00:10:25.400]  今天這個道仍然有生命
[00:10:25.400 --> 00:10:27.560]  道怎麼能夠有生命呢?
[00:10:27.560 --> 00:10:29.720]  道有生命的原因
[00:10:29.720 --> 00:10:32.480]  就是因為這道繼續在今天有意義有果效
[00:10:32.480 --> 00:10:34.880]  甚至今天跟我們的生命連結
[00:10:34.880 --> 00:10:37.400]  我們就能夠活出這個道
[00:10:37.920 --> 00:10:39.840]  我們就是道的生命的展現
[00:10:39.840 --> 00:10:41.800]  所以聖經裡面說
[00:10:41.800 --> 00:10:43.600]  這個生命就是人的光
[00:10:43.600 --> 00:10:46.120]  可能你跟我一樣都想起
[00:10:46.120 --> 00:10:47.000]  聖經裡面的詩篇說
[00:10:47.000 --> 00:10:49.520]  上帝的話語就是我們路上的光
[00:10:49.520 --> 00:10:50.160]  腳前的燈
[00:10:50.160 --> 00:10:53.160]  上帝是光會光照帶領
[00:10:53.160 --> 00:10:55.000]  光在哪裡光照的呢?
[00:10:55.000 --> 00:10:57.320]  光在黑暗裡面光照
[00:10:57.320 --> 00:10:59.280]  黑暗沒有辦法成為光
[00:10:59.280 --> 00:11:00.320]  這裡很清楚地說
[00:11:00.320 --> 00:11:01.680]  這個世界可能有黑暗
[00:11:01.680 --> 00:11:03.280]  可能有惡的勢力
[00:11:03.280 --> 00:11:05.280]  我們很清晰摸鬼殺蛋
[00:11:05.280 --> 00:11:05.960]  很努力
[00:11:05.960 --> 00:11:07.600]  去跟上帝爭奪
[00:11:08.040 --> 00:11:09.280]  很想去贏
[00:11:09.280 --> 00:11:11.200]  很想去奪取你和我的心
[00:11:11.200 --> 00:11:14.200]  很想將黑暗繼續擴展
[00:11:14.200 --> 00:11:16.560]  以至滿地充滿著黑暗
[00:11:16.560 --> 00:11:18.560]  但是上帝是光
[00:11:18.560 --> 00:11:21.560]  而這個光就是正正將黑暗驅走
[00:11:21.560 --> 00:11:23.320]  並且說得很清楚
[00:11:23.320 --> 00:11:25.880]  黑暗是絕對沒有可能沒有辦法
[00:11:25.880 --> 00:11:27.120]  去勝過光
[00:11:27.120 --> 00:11:28.960]  唯有光是得勝的
[00:11:28.960 --> 00:11:33.040]  很清楚地描述上帝是這個光之後
[00:11:33.040 --> 00:11:34.720]  聖經裡面就說到約翰
[00:11:34.720 --> 00:11:37.080]  他說約翰是上帝那裡猜來的
[00:11:37.080 --> 00:11:38.280]  這個人要做見證
[00:11:38.280 --> 00:11:39.800]  是為光做見證
[00:11:39.800 --> 00:11:40.640]  他不是那個光
[00:11:40.640 --> 00:11:42.680]  但是要為光做見證
[00:11:42.680 --> 00:11:46.040]  這個光來到世界上要照亮所有人
[00:11:46.040 --> 00:11:47.400]  他在世界
[00:11:47.400 --> 00:11:48.520]  世界值得他做的
[00:11:48.520 --> 00:11:50.080]  世界卻不認識他
[00:11:50.080 --> 00:11:53.200]  在約翰的描述一開始
[00:11:53.200 --> 00:11:55.360]  在說上帝要光照
[00:11:55.360 --> 00:11:57.800]  原來他在說這個道
[00:11:57.800 --> 00:12:00.120]  除了在遠古太初介紹給我們認識
[00:12:00.120 --> 00:12:02.920]  這個由創造時候已經出現的道
[00:12:02.920 --> 00:12:05.400]  今天要成為光
[00:12:05.400 --> 00:12:06.880]  去光照我們生命
[00:12:06.880 --> 00:12:08.720]  因為他繼續是有生命的道
[00:12:08.720 --> 00:12:13.320]  而這個光是由約翰為光預備的人開始
[00:12:13.320 --> 00:12:15.160]  聖經很清楚地說
[00:12:15.160 --> 00:12:18.040]  約翰來到是要為光去預備
[00:12:18.040 --> 00:12:20.000]  他又清楚地說這件事
[00:12:20.000 --> 00:12:20.800]  第十節
[00:12:20.800 --> 00:12:21.760]  他說
[00:12:21.760 --> 00:12:24.240]  世界是值得他做的
[00:12:24.240 --> 00:12:25.480]  這個就是道
[00:12:25.480 --> 00:12:27.760]  世界卻不認識他
[00:12:27.760 --> 00:12:29.480]  他來到自己的地方
[00:12:29.480 --> 00:12:31.520]  自己的人並不接納他
[00:12:31.520 --> 00:12:33.360]  在這裡很清楚地說
[00:12:33.360 --> 00:12:35.320]  原來光來到這個世界上
[00:12:35.320 --> 00:12:36.280]  應該很開心的
[00:12:36.640 --> 00:12:37.360]  至於今天
[00:12:37.360 --> 00:12:38.880]  這個聖誕節日子
[00:12:38.880 --> 00:12:40.160]  我們應該普世歡騰
[00:12:40.160 --> 00:12:40.800]  普天同慶
[00:12:40.800 --> 00:12:42.040]  我們都會唱這些詩歌
[00:12:42.040 --> 00:12:44.320]  但是世界卻不認識他
[00:12:44.320 --> 00:12:46.800]  自己的人卻不接受他
[00:12:46.800 --> 00:12:48.120]  為什麼呢?
[00:12:48.120 --> 00:12:50.000]  為什麼人不肯接受?
[00:12:50.000 --> 00:12:51.920]  頂智慕你有沒有想過一個問題
[00:12:51.920 --> 00:12:54.000]  我們居屋徒經常想跟別人分享信仰
[00:12:54.000 --> 00:12:55.200]  信仰是很好的
[00:12:55.200 --> 00:12:56.560]  你去教會教得很好
[00:12:56.560 --> 00:12:57.600]  教會的人很好
[00:12:57.600 --> 00:12:59.840]  聖經可以幫助我們改變生命
[00:12:59.840 --> 00:13:00.760]  我們分享很多見證
[00:13:00.760 --> 00:13:01.480]  我們很努力
[00:13:01.480 --> 00:13:03.840]  不過身邊的人好像都是無動於衷的
[00:13:03.840 --> 00:13:04.280]  經常覺得
[00:13:04.640 --> 00:13:06.640]  我可以啦 宗教都導人向善
[00:13:06.640 --> 00:13:07.200]  你去吧
[00:13:07.200 --> 00:13:08.560]  不過就不太適合我
[00:13:08.560 --> 00:13:10.680]  人很多時候都抗拒
[00:13:10.680 --> 00:13:13.560]  甚至很多時候我們裡面都有些抗拒
[00:13:13.560 --> 00:13:14.600]  所以都不敢邀請
[00:13:14.600 --> 00:13:16.720]  為什麼人會抗拒呢?
[00:13:16.720 --> 00:13:19.600]  聖經裡面說的第一個說話是不認識
[00:13:19.600 --> 00:13:21.800]  不認識不認識什麼?
[00:13:21.800 --> 00:13:22.920]  不認識都是光
[00:13:22.920 --> 00:13:25.440]  人在黑暗裡面慢慢會習慣
[00:13:25.440 --> 00:13:27.560]  慢慢會覺得是這樣的
[00:13:27.560 --> 00:13:29.480]  沒辦法的
[00:13:29.480 --> 00:13:30.920]  這個世界是黑暗的
[00:13:30.920 --> 00:13:32.400]  沒得救的
[00:13:32.400 --> 00:13:33.760]  絕望的
[00:13:34.600 --> 00:13:35.720]  很多時候我們都是這樣的
[00:13:35.720 --> 00:13:37.640]  當習慣了就覺得
[00:13:37.640 --> 00:13:38.480]  應該是這樣的了
[00:13:38.480 --> 00:13:39.360]  沒什麼問題的
[00:13:39.360 --> 00:13:41.120]  我記得很多年前
[00:13:41.120 --> 00:13:44.360]  我曾經在國內山區的地方去探訪一隻農民
[00:13:44.360 --> 00:13:45.880]  去到那間屋裡面
[00:13:45.880 --> 00:13:46.920]  那盞燈
[00:13:46.920 --> 00:13:48.440]  都不知道幾多火了
[00:13:48.440 --> 00:13:49.360]  不知道五火六火
[00:13:49.360 --> 00:13:50.400]  暗得很厲害
[00:13:50.400 --> 00:13:52.400]  整間屋開了燈都好像看不到東西一樣
[00:13:52.400 --> 00:13:53.320]  我一進去
[00:13:53.320 --> 00:13:54.720]  怎麼看得到的?
[00:13:54.720 --> 00:13:56.840]  但是那個家人就繼續工作
[00:13:56.840 --> 00:13:57.520]  沒事的
