
[00:00:00.000 --> 00:00:02.540]  代代相傳的門徒生命
[00:02:55.800 --> 00:02:58.600]  and deal suffering along with me
[00:02:58.600 --> 00:03:02.400]  as a good soldier of Christ Jesus.
[00:03:02.400 --> 00:03:05.500]  誰是第一次讀英文《聖經》的?舉舉手
[00:03:05.500 --> 00:03:08.000]  真的有人第一次讀英文《聖經》的
[00:03:08.000 --> 00:03:10.700]  因為很蹺口
[00:03:10.700 --> 00:03:12.500]  我不知道我自己成長是這樣
[00:03:12.500 --> 00:03:15.200]  我們每樣都很熟悉《聖經》
[00:03:15.200 --> 00:03:17.700]  但是一看英文就覺得很新鮮
[00:03:17.700 --> 00:03:19.600]  突然間不是很熟悉
[00:03:19.600 --> 00:03:21.400]  去美國讀神學的時候
[00:03:21.400 --> 00:03:23.300]  第一個學期真的很辛苦
[00:03:23.300 --> 00:03:27.700]  所有英文的書都不是他聽得懂
[00:03:27.700 --> 00:03:31.400]  後來讀著讀著才適應
[00:03:31.400 --> 00:03:34.400]  所以其實這次都給大家試一下
[00:03:34.400 --> 00:03:35.700]  你回去看一下
[00:03:35.700 --> 00:03:39.600]  其實三個版本裡面都有不同的強調點
[00:03:39.600 --> 00:03:41.200]  譬如說第一個版本
[00:03:41.200 --> 00:03:42.800]  《環球聖經》譯本
[00:03:42.800 --> 00:03:44.000]  按一按
[00:03:44.000 --> 00:03:49.400]  強調「以後又能夠教導別人的人」
[00:03:49.400 --> 00:03:51.000]  特別說到「以後」
[00:03:51.000 --> 00:03:53.100]  就是說這個傳遞
[00:03:53.100 --> 00:03:55.200]  不單止是保羅對提摩泰
[00:03:55.200 --> 00:03:59.800]  更加是提摩泰對那些他可以教導別人的人
[00:03:59.800 --> 00:04:01.800]  又能夠以後一起去做
[00:04:01.800 --> 00:04:03.300]  這個是生生不息的
[00:04:03.300 --> 00:04:05.700]  第二就是「一同受苦」
[00:04:05.700 --> 00:04:07.200]  所以我們也都看到
[00:04:07.200 --> 00:04:08.800]  在《聖經》當代譯本
[00:04:08.800 --> 00:04:10.700]  是說那班人是什麼樣的人呢?
[00:04:10.700 --> 00:04:13.200]  是一班忠信可靠的人
[00:04:13.200 --> 00:04:15.500]  還有我們在英文譯本裡面
[00:04:15.500 --> 00:04:17.600]  特別很親切地說
[00:04:17.600 --> 00:04:20.300]  「提摩泰啊,我的兒子啊」
[00:04:20.300 --> 00:04:23.100]  然後就說我們去教導這些東西
[00:04:23.100 --> 00:04:27.100]  是被那些很有可靠的那些見證人
[00:04:27.100 --> 00:04:28.800]  很多可靠的見證人
[00:04:28.800 --> 00:04:32.700]  已經確實了這些東西的重要性
[00:04:32.700 --> 00:04:34.000]  還有最後就是說
[00:04:34.000 --> 00:04:37.500]  他是能夠將這個信仰生命
[00:04:37.500 --> 00:04:40.400]  傳遞給其他的人
[00:04:40.400 --> 00:04:42.500]  當我們看這三個譯本裡面
[00:04:42.500 --> 00:04:43.600]  我們都看到
[00:04:43.600 --> 00:04:48.200]  原來這段經文是有這麼重要的意義
[00:04:48.200 --> 00:04:52.000]  為什麼保羅要寫這段經文呢?
[00:04:52.000 --> 00:04:53.500]  大家都知道
[00:04:53.500 --> 00:04:57.000]  提摩泰其實就是保羅屬靈的兒子
[00:04:57.000 --> 00:05:01.900]  話說提摩泰是在保羅第一次傳道的旅程裡面
[00:05:01.900 --> 00:05:04.500]  在加拉泰的時候信主的
[00:05:04.500 --> 00:05:06.600]  當保羅第二次傳道的旅程
[00:05:06.600 --> 00:05:08.500]  再經過這個地區的時候
[00:05:08.500 --> 00:05:12.900]  就邀請了提摩泰加入這個宣教的隊伍
[00:05:12.900 --> 00:05:16.500]  後來保羅又差提摩泰帶回一封信
[00:05:16.500 --> 00:05:19.200]  回馬其頓的鐵薩羅尼加
[00:05:19.200 --> 00:05:24.100]  並且牧養當時新成立的教會
[00:05:24.100 --> 00:05:27.200]  原來提摩泰奉保羅之命
[00:05:27.200 --> 00:05:31.300]  至少牧養了三間城市的教會
[00:05:31.300 --> 00:05:32.900]  首先是哥倫多
[00:05:32.900 --> 00:05:34.400]  然後是菲律賓
[00:05:34.400 --> 00:05:36.200]  最後是以弗所
[00:05:36.200 --> 00:05:38.400]  根據早期教會的傳統
[00:05:38.400 --> 00:05:42.600]  提摩泰成為了肥勒比教會第一位的監督
[00:05:42.600 --> 00:05:44.700]  當保羅在羅馬的時候
[00:05:44.700 --> 00:05:48.100]  正值基督徒受尼祿王的逼迫
[00:05:48.100 --> 00:05:53.900]  大家知道保羅是最少有兩次在羅馬的
[00:05:53.900 --> 00:05:56.500]  第一次他是寫了監獄書信
[00:05:56.500 --> 00:05:59.000]  但是第二次他在羅馬的時候
[00:05:59.000 --> 00:06:01.800]  其實他知道自己可能都命不久矣了
[00:06:01.800 --> 00:06:04.000]  因為尼祿不是人敢稟
[00:06:04.000 --> 00:06:06.200]  將要去處決他
[00:06:06.200 --> 00:06:10.200]  就在這個時候他就去寫信叫提摩泰
[00:06:10.200 --> 00:06:13.400]  快點快點過來
[00:06:13.400 --> 00:06:19.400]  所以提摩泰知道這個屬靈的父親身陷囹圄的時候
[00:06:19.400 --> 00:06:22.000]  他都很快趕去羅馬
[00:06:22.000 --> 00:06:24.500]  提摩泰一度也在羅馬被捕
[00:06:24.500 --> 00:06:26.000]  不過後來獲釋
[00:06:26.000 --> 00:06:28.100]  並且前往耶路撒冷
[00:06:28.100 --> 00:06:30.000]  或者是亞歷山大城裏面
[00:06:30.000 --> 00:06:32.800]  一個猶太基督徒的群體
[00:06:32.800 --> 00:06:34.800]  我們由此可以看到
[00:06:34.800 --> 00:06:37.800]  其實保羅和提摩泰
[00:06:37.800 --> 00:06:41.800]  不單止是工作上、侍奉上的夥伴
[00:06:41.800 --> 00:06:44.800]  更加重要的是在他們生命裏面
[00:06:44.800 --> 00:06:47.000]  有一個很深的結連
[00:06:47.000 --> 00:06:52.700]  就是他們都是追求更認識主、認識神
[00:06:52.700 --> 00:06:55.300]  我們就嘗試從三方面去思想
[00:06:55.300 --> 00:06:58.400]  一個傳承生命門訓的目標
[00:06:58.400 --> 00:07:03.000]  其實門訓的目標就是將信仰的力量實踐出來
[00:07:03.000 --> 00:07:06.000]  第一個傳承生命門訓的目標
[00:07:06.000 --> 00:07:08.000]  就是在第一節裏面所講
[00:07:08.000 --> 00:07:10.300]  「在困境中剛強」
[00:07:10.300 --> 00:07:16.000]  「我而你要靠著基督耶穌的恩典剛強起來」
[00:07:16.000 --> 00:07:17.700]  我們去思想
[00:07:17.700 --> 00:07:21.000]  當保羅對提摩泰講
[00:07:21.000 --> 00:07:22.400]  「兒子啊兒子」
[00:07:22.400 --> 00:07:25.500]  「你要靠著基督耶穌的恩典」
[00:07:25.500 --> 00:07:28.100]  「剛強起來的時候」
[00:07:28.100 --> 00:07:30.700]  他的預警是什麼呢?
[00:07:30.700 --> 00:07:33.900]  可能保羅就想起他那個傳道的生涯
[00:07:33.900 --> 00:07:36.700]  想起其實保羅自己是一個不配的人
[00:07:36.700 --> 00:07:39.200]  因為他本身是一個碧珀教會的人
[00:07:39.200 --> 00:07:41.000]  但是他在大馬式的路上
[00:07:41.000 --> 00:07:42.800]  遇見耶穌的時候
[00:07:42.800 --> 00:07:45.200]  生命有很大的改變
[00:07:45.200 --> 00:07:47.000]  他從一個碧珀教會的人
[00:07:47.000 --> 00:07:50.400]  到成為一個傳揚耶穌福音的人
[00:07:50.400 --> 00:07:51.800]  在他的生命裏面
[00:07:51.800 --> 00:07:53.700]  經歷過很多次的碧珀
[00:07:53.700 --> 00:07:55.000]  很多次的困難
[00:07:55.000 --> 00:07:57.500]  但是神的福音卻因為他
[00:07:57.500 --> 00:08:01.000]  可以傳到亞洲、可以傳到歐洲
[00:08:01.000 --> 00:08:02.400]  差不多在那個時候
[00:08:02.400 --> 00:08:04.200]  羅馬帝國的版圖
[00:08:04.200 --> 00:08:05.500]  他都有去到
[00:08:05.500 --> 00:08:09.100]  甚至去到西班牙這麼遠
[00:08:09.100 --> 00:08:10.700]  但是他知道
[00:08:10.700 --> 00:08:13.200]  他之所以有這樣的能力
[00:08:13.200 --> 00:08:15.000]  之所以有這樣的才幹
[00:08:15.000 --> 00:08:16.300]  不是出於他
[00:08:16.300 --> 00:08:20.000]  是出於神的恩典
[00:08:20.000 --> 00:08:20.900]  大家知道
[00:08:20.900 --> 00:08:22.900]  哥倫多後書
[00:08:22.900 --> 00:08:26.600]  保羅說自己有一根刺在他的身上
[00:08:26.600 --> 00:08:28.600]  他三次求過主
[00:08:28.600 --> 00:08:31.900]  但是主都沒有將這根刺除去
[00:08:31.900 --> 00:08:33.800]  沒有人知道這根刺是什麼
[00:08:33.800 --> 00:08:35.900]  可能有人說是眼疾
[00:08:35.900 --> 00:08:38.100]  有人說身體上一個很疼痛
[00:08:38.100 --> 00:08:40.400]  但是我們不知道這一根刺是什麼
[00:08:40.400 --> 00:08:43.700]  但是這一根刺有一個很重要的作用
[00:08:43.700 --> 00:08:46.900]  就是讓保羅不會自高自大
[00:08:46.900 --> 00:08:48.700]  不會驕傲
[00:08:48.700 --> 00:08:50.200]  所以當保羅到最終
[00:08:50.200 --> 00:08:53.100]  和他的屬靈兒子去說這句話的時候
[00:08:53.100 --> 00:08:58.400]  他是在基督耶穌的恩典、剛強恩典
[00:08:58.400 --> 00:09:01.700]  就是今天你和我是靠著主的恩典
[00:09:01.700 --> 00:09:03.400]  我們才能夠站立
[00:09:03.400 --> 00:09:05.000]  我們今天靠著神的恩典
[00:09:05.000 --> 00:09:06.500]  我們才能夠侍奉
[00:09:06.500 --> 00:09:08.000]  今天我們靠著神的恩典
[00:09:08.000 --> 00:09:12.200]  我們才能夠去見證基督
[00:09:12.200 --> 00:09:14.900]  你有沒有經歷過神的恩典呢?
[00:09:14.900 --> 00:09:16.900]  其實剛才我們去唱的詩歌
[00:09:16.900 --> 00:09:19.100]  很多很多都是告訴我們
[00:09:19.100 --> 00:09:22.100]  神的恩典在我們身上很大
[00:09:22.100 --> 00:09:23.900]  但是當我們在困難來到的時候
[00:09:23.900 --> 00:09:26.200]  我們有時候會忘記了神的恩典
[00:09:26.200 --> 00:09:28.200]  我們只是看到前面的困難
[00:09:28.200 --> 00:09:31.200]  我們只是自己去解決問題
[00:09:31.200 --> 00:09:33.000]  很多時候我們的問題
[00:09:33.000 --> 00:09:35.900]  沒有將它交在禱告上面
[00:09:35.900 --> 00:09:39.800]  卻是用自己的智慧、習慣、能力
[00:09:39.800 --> 00:09:42.100]  去做解決的問題
[00:09:42.100 --> 00:09:44.300]  我們沒有尋求神的帶領
[00:09:44.300 --> 00:09:45.700]  我們在生命裡面
[00:09:45.700 --> 00:09:48.400]  只是聽人說一下這樣、說一下那樣
[00:09:48.400 --> 00:09:51.000]  我們沒有定見
[00:09:51.000 --> 00:09:53.600]  但是保羅對提摩太說
[00:09:53.600 --> 00:09:56.400]  你要在基督耶穌的恩典上
[00:09:56.400 --> 00:09:59.000]  「剛強起來」
[00:09:59.000 --> 00:10:00.800]  什麼叫「剛強」?
[00:10:00.800 --> 00:10:02.800]  「剛強」就是你的生命
[00:10:02.800 --> 00:10:05.400]  有一種面對困境中
[00:10:05.400 --> 00:10:08.200]  你仍然能夠有那種危機感
[00:10:08.200 --> 00:10:11.000]  那種韌力、那種持久力
[00:10:11.000 --> 00:10:17.100]  那種不會因為環境而失望的能力
[00:10:17.100 --> 00:10:20.700]  當我聽港九培靈會吳獻章牧師
[00:10:20.700 --> 00:10:21.600]  講道的時候
[00:10:21.600 --> 00:10:23.700]  我不知道大家有沒有聽
[00:10:23.700 --> 00:10:28.100]  他的講道通常有七點、八點、十點
[00:10:28.100 --> 00:10:30.700]  其中我聽他講一句話
[00:10:30.700 --> 00:10:32.400]  我覺得很厲害
[00:10:32.400 --> 00:10:33.300]  他說什麼呢?
[00:10:33.300 --> 00:10:36.100]  他說你的人生需要有三個人同行
[00:10:36.100 --> 00:10:38.300]  咦?哪三個呢?
[00:10:38.300 --> 00:10:39.900]  是不是你老公或者老婆?
[00:10:39.900 --> 00:10:41.600]  是不是你的子女呢?
[00:10:41.600 --> 00:10:43.500]  還有三個是不是你父母呢?
[00:10:43.500 --> 00:10:45.700]  你父或者母呢?
[00:10:45.700 --> 00:10:47.900]  我最初是猜不到的
[00:10:47.900 --> 00:10:49.700]  原來是有關的
[00:10:49.700 --> 00:10:51.300]  跟我們今天講的經文
[00:10:51.300 --> 00:10:54.500]  這三個人有兩個就是我們今天提過的
[00:10:54.500 --> 00:10:55.800]  一個是保羅
[00:10:55.800 --> 00:10:57.100]  一個是提摩泰
[00:10:57.100 --> 00:10:59.900]  還有一個是巴拿巴
[00:10:59.900 --> 00:11:03.900]  就是說你的人生需要有三個人與你同行
[00:11:03.900 --> 00:11:05.100]  保羅是什麼意思呢?
[00:11:05.100 --> 00:11:07.300]  保羅就是你屬靈的前輩
[00:11:07.300 --> 00:11:09.800]  保羅就是你生命裡面的導師
[00:11:09.800 --> 00:11:12.500]  保羅就是你生命裡面要預見
[00:11:12.500 --> 00:11:16.500]  要繼續成長的榜樣
[00:11:16.500 --> 00:11:20.900]  其實我的成長一生都預了很多保羅
[00:11:20.900 --> 00:11:24.200]  我的保羅不單止是傳道人牧師
[00:11:24.200 --> 00:11:30.000]  我的保羅也包括一些很忠心去服侍主的信徒
[00:11:30.000 --> 00:11:34.200]  我就想講一下我主日學導師
[00:11:34.200 --> 00:11:35.500]  可能有些人聽過
[00:11:35.500 --> 00:11:36.700]  不過不要緊
[00:11:36.700 --> 00:11:37.900]  其實聽過沒有?
[00:11:37.900 --> 00:11:39.800]  可能有些人還沒聽過
[00:11:39.800 --> 00:11:43.900]  我主日學導師在我十二歲那年教我的
[00:11:43.900 --> 00:11:45.700]  他鼓勵我背今句
[00:11:45.700 --> 00:11:49.400]  那時候主日學課本有十三課
[00:11:49.400 --> 00:11:51.000]  一季有十三課
[00:11:51.000 --> 00:11:53.600]  如果你每個星期都背一句今句
[00:11:53.600 --> 00:11:54.900]  完了十三個星期
[00:11:54.900 --> 00:11:57.200]  你就背完十三句今句
[00:11:57.200 --> 00:11:58.900]  你背完十三句今句
[00:11:58.900 --> 00:12:01.600]  我就會送一個獎品給你
[00:12:01.600 --> 00:12:02.500]  多開心
[00:12:02.500 --> 00:12:03.800]  你當時送什麼呢?
[00:12:03.800 --> 00:12:07.600]  我就會砌一輛越野車的模型
[00:12:07.600 --> 00:12:09.400]  就是越野車給你的
[00:12:09.400 --> 00:12:11.600]  還有你可以選擇我代你砌
[00:12:11.600 --> 00:12:14.200]  或者你自己砌的
[00:12:14.200 --> 00:12:17.600]  你知不知道我當時的手腳很笨
[00:12:17.600 --> 00:12:19.500]  如果你叫我自己砌
[00:12:19.500 --> 00:12:20.800]  多數砌不成
[00:12:20.800 --> 00:12:22.400]  我不知道你有沒有試過
[00:12:22.400 --> 00:12:25.100]  其實那些模型車真的不容易砌
[00:12:25.100 --> 00:12:27.900]  特別是摩打那部分
[00:12:27.900 --> 00:12:31.100]  又要接住那些電線
[00:12:31.100 --> 00:12:33.000]  那些金屬
[00:12:33.000 --> 00:12:34.600]  所以我就說
[00:12:34.600 --> 00:12:37.300]  老師你砌給我吧
[00:12:37.300 --> 00:12:40.100]  所以你想想主日學老師
[00:12:40.100 --> 00:12:44.300]  送一輛越野車給你的模型
[00:12:44.300 --> 00:12:46.200]  這麼大價
[00:12:46.200 --> 00:12:48.500]  那時候我小時候
[00:12:48.500 --> 00:12:49.900]  你想想多少年前
[00:12:49.900 --> 00:12:53.100]  多開心有這件事情
[00:12:53.100 --> 00:12:54.800]  還有這位老師
[00:12:54.800 --> 00:12:56.000]  那時候我十二歲
[00:12:56.000 --> 00:12:57.100]  他鼓勵我
[00:12:57.100 --> 00:12:58.000]  宋基
[00:12:58.000 --> 00:13:00.300]  他那時候有幾個同學
[00:13:00.300 --> 00:13:01.800]  幾個同學
[00:13:01.800 --> 00:13:03.500]  你們會不會打算淹啊
[00:13:03.500 --> 00:13:05.300]  受淹啊
[00:13:05.300 --> 00:13:06.600]  他鼓勵我們
[00:13:06.600 --> 00:13:08.300]  那時候十二三歲
[00:13:08.300 --> 00:13:10.700]  鼓勵我們受淹
[00:13:10.700 --> 00:13:12.700]  現在可能未必可以
[00:13:12.700 --> 00:13:14.100]  其實不是說不可以
[00:13:14.100 --> 00:13:15.800]  因為收淹都沒有
[00:13:15.800 --> 00:13:17.700]  最低年齡限制的
[00:13:17.700 --> 00:13:19.700]  但是比較少
[00:13:19.700 --> 00:13:22.500]  十二三歲我們幾個同學
[00:13:22.500 --> 00:13:24.700]  就決定淹你
[00:13:24.700 --> 00:13:28.100]  其中一個在加拿大做了傳統人
[00:13:28.100 --> 00:13:30.200]  其中一個在城鎮裡面
[00:13:30.200 --> 00:13:32.300]  唱詩班的
[00:13:32.300 --> 00:13:34.300]  還有一個就是我
[00:13:34.300 --> 00:13:35.500]  做了牧師的
[00:13:35.500 --> 00:13:37.600]  其實這幾個年輕人
[00:13:37.600 --> 00:13:40.400]  當時主修老師教導我們的時候
[00:13:40.400 --> 00:13:42.000]  我相信他見到我們
[00:13:42.000 --> 00:13:44.400]  都會非常的高興
[00:13:44.400 --> 00:13:46.700]  不要小看一個
[00:13:46.700 --> 00:13:48.200]  建立人的侍奉
[00:13:48.200 --> 00:13:51.600]  其實你會記一輩子的
[00:13:51.600 --> 00:13:52.800]  你記一輩子的
[00:13:52.800 --> 00:13:53.900]  我又記得
[00:13:53.900 --> 00:13:56.300]  我兒童崇拜的時候
[00:13:56.300 --> 00:13:57.300]  那個姐姐
[00:13:57.300 --> 00:13:59.300]  經常講故事給我聽那個
[00:13:59.300 --> 00:14:03.000]  我每次都跑路的
[00:14:03.000 --> 00:14:03.800]  所以呢
[00:14:03.800 --> 00:14:06.300]  因為那次師母親自來助陣
[00:14:06.300 --> 00:14:07.800]  跑不掉
[00:14:07.800 --> 00:14:09.300]  被她抓住
[00:14:09.300 --> 00:14:11.500]  所以呢
[00:14:11.500 --> 00:14:14.500]  那個兒童崇拜的導師
[00:14:14.500 --> 00:14:15.800]  都很好人的
[00:14:15.800 --> 00:14:17.500]  都經常放過我
[00:14:17.500 --> 00:14:19.800]  所以我又記得他
[00:14:19.800 --> 00:14:21.300]  其實你想一下
[00:14:21.300 --> 00:14:24.000]  原來我們在下一代上面
[00:14:24.000 --> 00:14:25.700]  擺上的服侍
[00:14:25.700 --> 00:14:28.200]  是有一個長遠永恆的價值
[00:14:28.200 --> 00:14:30.200]  真的不要小看
[00:14:30.200 --> 00:14:32.100]  所以我現在真的很欣賞
[00:14:32.100 --> 00:14:35.500]  我們班服侍兒童的弟兄姊妹
[00:14:35.500 --> 00:14:36.600]  我們服侍兒童
[00:14:36.600 --> 00:14:38.900]  不只是只有姐妹
[00:14:38.900 --> 00:14:40.400]  弟兄都一樣服侍
[00:14:40.400 --> 00:14:41.900]  好起來服侍
[00:14:41.900 --> 00:14:44.100]  你知不知道弟兄服侍更加重要
[00:14:44.100 --> 00:14:46.100]  就是要有一個良好的
[00:14:46.100 --> 00:14:48.300]  男性的形象
[00:14:48.300 --> 00:14:50.100]  我們經常覺得
[00:14:50.100 --> 00:14:52.200]  看小孩的都是女士
[00:14:52.200 --> 00:14:53.800]  太過陰柔
[00:14:53.800 --> 00:14:56.200]  需要陽剛之氣才行
[00:14:56.200 --> 00:14:57.800]  所以真的很好
[00:14:57.800 --> 00:14:59.000]  現在我們有弟兄
[00:14:59.000 --> 00:14:59.900]  我們有姐妹
[00:14:59.900 --> 00:15:02.200]  一起去看我們的小朋友
[00:15:02.200 --> 00:15:04.400]  教導我們的小朋友
[00:15:04.400 --> 00:15:07.400]  我經常都說了很多次
[00:15:07.400 --> 00:15:08.900]  你說教小朋友難
[00:15:08.900 --> 00:15:11.300]  還是教你們難
[00:15:11.300 --> 00:15:15.700]  教小朋友難過教你們很多
[00:15:15.700 --> 00:15:17.600]  你們都會給面子
[00:15:17.600 --> 00:15:19.200]  你聽得悶
[00:15:19.200 --> 00:15:21.100]  你都扮聽
[00:15:21.100 --> 00:15:23.300]  那些小朋友不會扮的
[00:15:23.300 --> 00:15:24.300]  他不開心
[00:15:24.300 --> 00:15:25.400]  他不聽得順
[00:15:25.400 --> 00:15:26.100]  他聽不明白
[00:15:26.100 --> 00:15:27.500]  他就說你不明白
[00:15:27.500 --> 00:15:28.900]  他不單止不明白
[00:15:28.900 --> 00:15:31.300]  他還走位了
[00:15:31.300 --> 00:15:32.200]  真的
[00:15:32.200 --> 00:15:35.200]  小朋友你教他真的很難
[00:15:35.200 --> 00:15:38.800]  但教你們都會有些鼓勵
[00:15:38.800 --> 00:15:41.000]  所以我真的很憎教小朋友
[00:15:41.000 --> 00:15:42.600]  那些弟兄姐妹
[00:15:42.600 --> 00:15:44.800]  真的很不容易
[00:15:44.800 --> 00:15:46.600]  但是就是這樣
[00:15:46.600 --> 00:15:53.500]  他願意成為別人的屬靈的父母
[00:15:53.500 --> 00:15:55.800]  屬靈的父母不單止對小朋友
[00:15:55.800 --> 00:15:59.000]  屬靈的父母是對初信者
[00:15:59.000 --> 00:16:01.800]  我們一些在教會內
[00:16:01.800 --> 00:16:03.900]  我們見到一些初來教會的
[00:16:03.900 --> 00:16:07.100]  初信耶穌的弟兄姐妹的時候
[00:16:07.100 --> 00:16:09.800]  我們有心要去做他們屬靈的父母
[00:16:09.800 --> 00:16:13.300]  是帶領他們明白在教會的生活是怎樣
[00:16:13.300 --> 00:16:16.900]  怎樣去建立一個屬靈的習慣
[00:16:16.900 --> 00:16:18.700]  不要看輕這件事
[00:16:18.700 --> 00:16:21.600]  其實我們為何教會很多時候
[00:16:21.600 --> 00:16:23.500]  弟兄姐妹積弱呢
[00:16:23.500 --> 00:16:27.100]  就是因為我們在基本功裏面忽略了
[00:16:27.100 --> 00:16:28.100]  我們沒有讀經
[00:16:28.100 --> 00:16:29.500]  我們沒有祈禱
[00:16:29.500 --> 00:16:31.700]  我們沒有細胞小組
[00:16:31.700 --> 00:16:34.300]  我們沒有很多侍奉神的機會
[00:16:34.300 --> 00:16:37.700]  久而久之我們就養懶了身子
[00:16:37.700 --> 00:16:42.800]  將我們的信仰只是變成參加聚會
[00:16:42.800 --> 00:16:44.200]  你會發現是這樣的
[00:16:44.200 --> 00:16:45.600]  很多人參加聚會
[00:16:45.600 --> 00:16:49.000]  但是參加細胞小組又少了一些人
[00:16:49.000 --> 00:16:50.100]  參加侍奉
[00:16:50.100 --> 00:16:52.900]  參加祈禱會又少了一些人
[00:16:52.900 --> 00:16:53.800]  今天是
[00:16:53.800 --> 00:16:56.900]  我們要看到怎樣成為一個屬靈的父母
[00:16:56.900 --> 00:16:58.500]  是很重要的
[00:16:58.500 --> 00:17:00.500]  所以保羅對提摩太講
[00:17:00.500 --> 00:17:03.800]  你要靠著基督耶穌的恩典
[00:17:03.800 --> 00:17:05.400]  剛強起來
[00:17:05.400 --> 00:17:06.500]  剛強起來
[00:17:06.500 --> 00:17:09.800]  就是要你的生命看到有危機感
[00:17:09.800 --> 00:17:13.800]  有重視人生命的成長
[00:17:13.800 --> 00:17:16.500]  第三個巴拿巴又怎樣呢
[00:17:16.500 --> 00:17:19.500]  巴拿巴就是一個在他生命裏面
[00:17:19.500 --> 00:17:23.000]  學會去欣賞別人的優點
