
[00:00:00.000 --> 00:00:03.080]  真係有一個好嘅消息同大家分享
[00:02:44.600 --> 00:02:47.000]  咁都 呢啲嘅會議
[00:02:47.000 --> 00:02:50.360]  無論係自己或者係教會裏面
[00:02:50.360 --> 00:02:51.320]  職場上面
[00:02:51.320 --> 00:02:53.360]  家庭上面有好多嘅情況
[00:02:53.360 --> 00:02:55.200]  都令到我有時有啲掙扎
[00:02:55.200 --> 00:02:58.880]  咁就算喺聖經裏面
[00:02:58.880 --> 00:03:01.280]  講到教會嘅時候
[00:03:01.280 --> 00:03:02.760]  真係好靚嘅教會
[00:03:02.760 --> 00:03:03.760]  只係蘇基督嘅身體
[00:03:03.760 --> 00:03:05.560]  呢個嘅團體裏面
[00:03:05.560 --> 00:03:06.600]  可以用
[00:03:06.600 --> 00:03:08.760]  係我哋每個人去建立起嚟
[00:03:08.760 --> 00:03:10.800]  喺聖經當中我哋都見到
[00:03:10.800 --> 00:03:14.120]  頭先大家睇到嘅經文當中
[00:03:14.120 --> 00:03:15.200]  大衛
[00:03:15.200 --> 00:03:17.360]  終於能夠
[00:03:17.360 --> 00:03:19.680]  喺神嘅旨意之下
[00:03:19.680 --> 00:03:21.480]  佢能夠被以色民
[00:03:21.480 --> 00:03:23.480]  全個以色列十二支派
[00:03:23.480 --> 00:03:26.840]  嚟高立做全以色列嘅王
[00:03:26.840 --> 00:03:28.400]  喺呢個嘅故事當中
[00:03:28.400 --> 00:03:30.200]  唔係簡單嘅經歷
[00:03:30.200 --> 00:03:31.840]  佢經歷咗好多嘅事情
[00:03:31.840 --> 00:03:34.160]  我哋今次會再次去從
[00:03:34.160 --> 00:03:35.800]  呢個嘅經文當中
[00:03:35.800 --> 00:03:37.000]  我哋睇下
[00:03:37.000 --> 00:03:39.120]  點樣我哋能夠
[00:03:39.120 --> 00:03:41.520]  能夠和睦共處呢
[00:03:41.520 --> 00:03:42.920]  睇嚟好難
[00:03:42.920 --> 00:03:43.680]  點樣可能呢
[00:03:43.680 --> 00:03:45.800]  即係就算係當時嘅年代
[00:03:45.800 --> 00:03:47.120]  幾多爭拗
[00:03:47.120 --> 00:03:48.920]  我哋現喺嘅
[00:03:48.920 --> 00:03:50.640]  每個語言部
[00:03:50.640 --> 00:03:52.560]  就算語語部都好
[00:03:52.560 --> 00:03:53.920]  個dynamics
[00:03:53.920 --> 00:03:55.400]  相處之間嘅dynamics
[00:03:55.400 --> 00:03:56.560]  好複雜
[00:03:56.560 --> 00:03:58.560]  當我哋同呢個嘅
[00:03:58.560 --> 00:04:00.720]  就算同啲美國嘅朋友傾計
[00:04:00.720 --> 00:04:03.280]  嘩真係華人教會真係
[00:04:03.280 --> 00:04:04.920]  好難想像
[00:04:04.920 --> 00:04:06.960]  真係啲西人教會就
[00:04:06.960 --> 00:04:09.680]  比較簡單少少呢方面
[00:04:09.680 --> 00:04:11.520]  係咪 但係華人教會
[00:04:11.520 --> 00:04:12.440]  英文部
[00:04:12.440 --> 00:04:13.960]  第三第四代嘅
[00:04:13.960 --> 00:04:15.440]  美國土生土長嘅
[00:04:15.440 --> 00:04:16.560]  弟兄姊妹
[00:04:16.560 --> 00:04:18.760]  國語部同我哋完全
[00:04:18.760 --> 00:04:20.760]  成長背景好唔同
[00:04:20.760 --> 00:04:22.280]  我哋英國殖民地
[00:04:22.280 --> 00:04:24.640]  或者東南亞同中國內地嘅
[00:04:24.640 --> 00:04:26.840]  係好唔同嘅處事方法
[00:04:26.840 --> 00:04:29.080]  咁呢個好似一個
[00:04:29.080 --> 00:04:31.120]  不可能嘅極時刻
[00:04:31.120 --> 00:04:33.000]  點樣可以和睦共處
[00:04:33.000 --> 00:04:34.600]  但係我哋從今日嘅經文
[00:04:34.600 --> 00:04:37.000]  睇下呢個嘅教導
[00:04:37.000 --> 00:04:38.760]  喺《薩姆爾記》下
[00:04:38.760 --> 00:04:41.280]  第二章去到第五章嘅時候
[00:04:41.280 --> 00:04:42.840]  藉著大衛嘅故事
[00:04:42.840 --> 00:04:44.160]  我哋同佢學習
[00:04:44.160 --> 00:04:45.640]  點樣我哋可以
[00:04:45.640 --> 00:04:47.160]  才可以和睦共處
[00:04:47.160 --> 00:04:48.560]  弟兄姊妹之間
[00:04:48.560 --> 00:04:53.080]  只可以有呢個嘅合作為主嘅嘅建立主嘅教會
[00:04:53.080 --> 00:04:54.640]  主基督基督的身體
[00:04:54.640 --> 00:04:56.480]  當中嘅秘訣係乜嘢
[00:04:56.480 --> 00:04:57.440]  我一齊去睇
[00:04:57.440 --> 00:04:59.480]  用經文去睇呢件事情
[00:04:59.480 --> 00:05:00.400]  呢個嘅問題
[00:05:00.400 --> 00:05:02.240]  我一齊低頭祈禱
[00:05:02.240 --> 00:05:03.160]  愛你嘅主基督
[00:05:03.160 --> 00:05:04.400]  我哋再次感謝你
[00:05:04.400 --> 00:05:06.240]  你係教會嘅頭
[00:05:06.240 --> 00:05:07.880]  你係教會嘅元首
[00:05:07.880 --> 00:05:09.080]  我哋定征於你
[00:05:09.080 --> 00:05:11.120]  因為你將我哋連埋一齊
[00:05:11.120 --> 00:05:11.760]  嘅時候
[00:05:11.760 --> 00:05:13.600]  僅有你嘅微義喺當中
[00:05:13.600 --> 00:05:15.120]  呢個唔係偶然嘅事情
[00:05:15.120 --> 00:05:16.280]  求你今日藉著
[00:05:16.280 --> 00:05:17.720]  你賜下寶貴嘅話語
[00:05:17.720 --> 00:05:19.840]  藉著撒姆爾基夏
[00:05:19.840 --> 00:05:22.040]  第二章至到第五章嘅經文
[00:05:22.040 --> 00:05:24.120]  教導我哋點樣去跟隨你
[00:05:24.120 --> 00:05:26.560]  做一個合神心意嘅僕人
[00:05:26.560 --> 00:05:27.760]  我哋以上嘅禱告
[00:05:27.760 --> 00:05:29.520]  奉GSO德性嘅面子祈禱
[00:05:29.520 --> 00:05:31.240]  阿門
[00:05:31.240 --> 00:05:31.640]  好
[00:05:31.640 --> 00:05:33.480]  咁我哋睇第二章嘅第八節開始
[00:05:33.480 --> 00:05:35.720]  我哋上個主日睇到第七節
[00:05:35.720 --> 00:05:36.960]  第七節就話
[00:05:36.960 --> 00:05:40.040]  夏克大衛係去到番番希伯倫
[00:05:40.040 --> 00:05:44.040]  被立為猶大之派嘅王啦
[00:05:44.040 --> 00:05:47.360]  咁夏克蘇羅就係去世啦
[00:05:47.360 --> 00:05:51.360]  同埋佢嗰個 Jonathan
[00:05:51.360 --> 00:05:52.280]  就去世啦
[00:05:52.280 --> 00:05:54.000]  咁而家佢個元帥
[00:05:54.000 --> 00:05:56.000]  嗰個叫阿尼爾
[00:05:56.000 --> 00:05:59.680]  咁佢哋就帶住蘇羅其中嘅
[00:05:59.680 --> 00:06:02.840]  另外一個仔就去咗走難咯
[00:06:02.840 --> 00:06:06.560]  就本來喺約旦河嘅西面
[00:06:06.560 --> 00:06:08.840]  但係就因為打輸仗
[00:06:08.840 --> 00:06:10.560]  菲律師人被擊爆咗佢哋
[00:06:10.560 --> 00:06:14.280]  咁就過河走去馬哈廉呢個地方
[00:06:14.280 --> 00:06:18.400]  去擁立新嘅王
[00:06:18.400 --> 00:06:20.800]  就係伊斯伯茨
[00:06:20.800 --> 00:06:23.200]  呢個嘅蘇羅嘅義肢
[00:06:23.200 --> 00:06:25.280]  立佢做以色列嘅王
[00:06:25.280 --> 00:06:26.600]  咁立佢個王
[00:06:26.600 --> 00:06:28.520]  呢個係邊個立佢王呀
[00:06:28.520 --> 00:06:29.680]  係咪耶和華呀
[00:06:29.680 --> 00:06:30.960]  唔係
[00:06:30.960 --> 00:06:32.240]  係個將軍
[00:06:32.240 --> 00:06:33.240]  個元帥
[00:06:33.240 --> 00:06:34.720]  立咗呢個嘅王
[00:06:34.720 --> 00:06:37.240]  好明顯呢個唔係耶和華嘅心意
[00:06:37.240 --> 00:06:40.600]  呢個係佢自己嘅心意
[00:06:40.600 --> 00:06:42.440]  當佢立咗王嘅時候
[00:06:42.440 --> 00:06:45.160]  佢就開始唔憤氣
[00:06:45.160 --> 00:06:48.000]  撩交打
[00:06:48.000 --> 00:06:50.160]  佢就過河帶咗一班嘅
[00:06:50.160 --> 00:06:54.720]  年輕力壯嘅佢哋嘅
[00:06:54.720 --> 00:06:55.920]  以色列民
[00:06:55.920 --> 00:06:59.840]  過河去同由大家
[00:06:59.840 --> 00:07:05.800]  由大嘅元帥
[00:07:05.800 --> 00:07:07.240]  係幫大衛
[00:07:07.240 --> 00:07:09.440]  就去打交
[00:07:09.440 --> 00:07:10.840]  佢哋打交嘅形式
[00:07:10.840 --> 00:07:13.000]  打交呢形式係
[00:07:13.000 --> 00:07:15.320]  所謂
[00:07:15.320 --> 00:07:17.000]  個人武鬥
[00:07:17.000 --> 00:07:17.840]  隻抽
[00:07:17.840 --> 00:07:19.200]  你派十二個人過嚟
[00:07:19.200 --> 00:07:20.640]  我又派十二個人
[00:07:20.640 --> 00:07:22.440]  打一場交先
[00:07:22.440 --> 00:07:23.120]  跟住呢
[00:07:23.120 --> 00:07:24.560]  嗰日呢打交呢話
[00:07:24.560 --> 00:07:25.280]  兩方面話
[00:07:25.280 --> 00:07:26.800]  好我哋哋打一場
[00:07:26.800 --> 00:07:28.040]  我哋就當玩下
[00:07:28.040 --> 00:07:29.240]  即係好似
[00:07:29.240 --> 00:07:31.680]  又唔係黑社會
[00:07:31.680 --> 00:07:33.280]  就喺度打交
[00:07:33.280 --> 00:07:33.760]  喺度打交
[00:07:33.760 --> 00:07:35.440]  究竟邊個犀利啲
[00:07:35.440 --> 00:07:37.240]  邊個more powerful
[00:07:37.240 --> 00:07:39.320]  邊個係犀利
[00:07:39.320 --> 00:07:41.040]  咁呢結果佢派咗兩邊
[00:07:41.040 --> 00:07:43.240]  每一邊都派咗十二個人去
[00:07:43.240 --> 00:07:45.480]  結果佢哋呢場仗好慘
[00:07:45.480 --> 00:07:47.040]  互相咁抽嚟抽嚟
[00:07:47.040 --> 00:07:48.280]  同埋呢
[00:07:48.280 --> 00:07:50.480]  搵啲匕首
[00:07:50.480 --> 00:07:53.560]  去互相刺傷大家
[00:07:53.560 --> 00:07:56.160]  當日佢哋就
[00:07:56.160 --> 00:07:57.360]  互相一齊咁樣
[00:07:57.360 --> 00:07:58.680]  扑到喺度
[00:07:58.680 --> 00:08:00.600]  當時係非常慘烈
[00:08:00.600 --> 00:08:05.240]  咁之後佢就
[00:08:05.240 --> 00:08:06.960]  打交打輸咗啦
[00:08:06.960 --> 00:08:07.480]  阿尼爾
[00:08:07.480 --> 00:08:09.960]  咁就帶住以色列人走佬
[00:08:09.960 --> 00:08:11.040]  咁當然
[00:08:11.040 --> 00:08:12.720]  大衛加就繼續去追佢
[00:08:12.720 --> 00:08:14.680]  話嗰日嘅戰況好
[00:08:14.680 --> 00:08:15.080]  勢利
[00:08:15.080 --> 00:08:16.840]  好與神與佢哋同在
[00:08:16.840 --> 00:08:18.520]  同由大家同在
[00:08:18.520 --> 00:08:21.960]  由大家損失咗二十人
[00:08:21.960 --> 00:08:25.040]  以色列家輸咗三百六十人
[00:08:25.040 --> 00:08:26.960]  但係有件非常慘嘅事情
[00:08:26.960 --> 00:08:28.760]  係種下一個好大嘅禍根
[00:08:28.760 --> 00:08:30.960]  就係當中
[00:08:30.960 --> 00:08:31.920]  約阿嘅細佬
[00:08:31.920 --> 00:08:33.400]  約阿三兄弟
[00:08:33.400 --> 00:08:36.040]  三個都係為大衛而
[00:08:36.040 --> 00:08:38.600]  喺戰場上打仗
[00:08:38.600 --> 00:08:41.280]  佢個細佬阿薩克
[00:08:41.280 --> 00:08:42.280]  跑就跑得快
[00:08:42.280 --> 00:08:43.200]  咁即係
[00:08:43.200 --> 00:08:44.920]  就追住阿尼爾去打
[00:08:44.920 --> 00:08:46.480]  追去追殺佢
[00:08:46.480 --> 00:08:47.720]  有多時好似咁啦
[00:08:47.720 --> 00:08:49.440]  你同有個小朋友呢
[00:08:49.440 --> 00:08:50.720]  追住你嚟打
[00:08:50.720 --> 00:08:52.520]  咁即係明明就唔夠班嘅
[00:08:52.520 --> 00:08:53.440]  就趕走佢
[00:08:53.440 --> 00:08:54.480]  比起要逃避佢
[00:08:54.480 --> 00:08:55.920]  又唔想傷到佢喎
[00:08:55.920 --> 00:08:57.800]  但係到嗰個地步呢
[00:08:57.800 --> 00:09:00.280]  冇辦法喇
[00:09:00.280 --> 00:09:01.320]  冇辦法喇
[00:09:01.320 --> 00:09:02.200]  咁結果
[00:09:02.200 --> 00:09:06.000]  阿尼爾就把阿薩克殺死咗
[00:09:06.000 --> 00:09:09.000]  三兄弟情同手足
[00:09:09.000 --> 00:09:10.920]  咁就約阿就當然係
[00:09:10.920 --> 00:09:12.720]  唔憤氣喇
[00:09:12.720 --> 00:09:13.880]  咁做大佬嘅
[00:09:13.880 --> 00:09:15.080]  見住個細佬咁樣
[00:09:15.080 --> 00:09:15.600]  比人
[00:09:15.600 --> 00:09:17.600]  比另一家咁樣殺害咗
[00:09:17.600 --> 00:09:18.880]  佢存住個心
[00:09:18.880 --> 00:09:19.920]  就喺個心裏面
[00:09:19.920 --> 00:09:21.400]  懷恨在心
[00:09:21.400 --> 00:09:22.600]  咁
[00:09:22.600 --> 00:09:23.600]  呢度就睇到話
[00:09:23.600 --> 00:09:24.680]  佢真係
[00:09:24.680 --> 00:09:25.760]  叫佢唔好
[00:09:25.760 --> 00:09:26.960]  結果就
[00:09:26.960 --> 00:09:28.200]  唔好跟咗住我喇
[00:09:28.200 --> 00:09:30.200]  唔好硬咁追住我嚟打喇
[00:09:30.200 --> 00:09:32.400]  阿尼爾真係刺殺咗
[00:09:32.400 --> 00:09:33.480]  整傷咗
[00:09:33.480 --> 00:09:35.200]  殺咗阿薩克
[00:09:35.200 --> 00:09:36.920]  佢唔好跟得住我
[00:09:36.920 --> 00:09:38.640]  佢唔好跟得住我
[00:09:38.640 --> 00:09:39.880]  佢唔好跟得住我
[00:09:39.880 --> 00:09:41.360]  佢唔好跟得住我
[00:09:41.360 --> 00:09:43.040]  佢唔好跟得住我
[00:09:43.040 --> 00:09:44.800]  佢唔好跟得住我
[00:09:44.800 --> 00:09:46.800]  佢唔好跟得住我
[00:09:46.800 --> 00:09:48.760]  佢唔好跟得住我
[00:09:48.760 --> 00:09:50.680]  佢唔好跟得住我
[00:09:50.680 --> 00:09:52.680]  佢唔好跟得住我
[00:09:52.680 --> 00:09:54.680]  佢唔好跟得住我
[00:09:54.680 --> 00:09:56.680]  佢唔好跟得住我
[00:09:56.680 --> 00:09:58.680]  佢唔好跟得住我
[00:09:58.680 --> 00:10:00.680]  佢唔好跟得住我
[00:10:00.680 --> 00:10:02.680]  佢唔好跟得住我
[00:10:02.680 --> 00:10:04.680]  佢唔好跟得住我
[00:10:04.680 --> 00:10:06.680]  佢唔好跟得住我
[00:10:06.680 --> 00:10:08.680]  佢唔好跟得住我
[00:10:08.680 --> 00:10:10.680]  佢唔好跟得住我
[00:10:10.680 --> 00:10:12.680]  佢唔好跟得住我
[00:10:12.680 --> 00:10:14.680]  佢唔好跟得住我
[00:10:14.680 --> 00:10:16.680]  佢唔好跟得住我
[00:10:16.680 --> 00:10:18.680]  佢唔好跟得住我
[00:10:18.680 --> 00:10:20.680]  佢唔好跟得住我
[00:10:20.680 --> 00:10:22.680]  佢唔好跟得住我
[00:10:22.680 --> 00:10:24.680]  佢唔好跟得住我
[00:10:24.680 --> 00:10:26.680]  佢唔好跟得住我
[00:10:26.680 --> 00:10:28.680]  佢唔好跟得住我
[00:10:28.680 --> 00:10:30.680]  佢唔好跟得住我
[00:10:30.680 --> 00:10:32.680]  佢唔好跟得住我
[00:10:32.680 --> 00:10:34.680]  佢唔好跟得住我
[00:10:34.680 --> 00:10:36.680]  佢唔好跟得住我
[00:10:36.680 --> 00:10:38.680]  佢唔好跟得住我
[00:10:38.680 --> 00:10:40.680]  佢唔好跟得住我
[00:10:40.680 --> 00:10:42.680]  佢唔好跟得住我
[00:10:42.680 --> 00:10:44.680]  佢唔好跟得住我
[00:10:44.680 --> 00:10:46.680]  佢唔好跟得住我
[00:10:46.680 --> 00:10:48.680]  佢唔好跟得住我
[00:10:48.680 --> 00:10:50.680]  佢唔好跟得住我
[00:10:50.680 --> 00:10:52.680]  佢唔好跟得住我
[00:10:52.680 --> 00:10:54.680]  佢唔好跟得住我
[00:10:54.680 --> 00:10:56.680]  佢唔好跟得住我
[00:10:56.680 --> 00:10:58.680]  佢唔好跟得住我
[00:10:58.680 --> 00:11:00.680]  佢唔好跟得住我
[00:11:00.680 --> 00:11:02.680]  佢唔好跟得住我
[00:11:02.680 --> 00:11:04.680]  佢唔好跟得住我
[00:11:04.680 --> 00:11:06.680]  佢唔好跟得住我
[00:11:06.680 --> 00:11:08.680]  佢唔好跟得住我
[00:11:08.680 --> 00:11:10.680]  佢唔好跟得住我
[00:11:10.680 --> 00:11:12.680]  佢唔好跟得住我
[00:11:12.680 --> 00:11:14.680]  佢唔好跟得住我
[00:11:14.680 --> 00:11:16.680]  佢唔好跟得住我
[00:11:16.680 --> 00:11:18.680]  佢唔好跟得住我
[00:11:18.680 --> 00:11:20.680]  佢唔好跟得住我
[00:11:20.680 --> 00:11:22.680]  佢唔好跟得住我
[00:11:22.680 --> 00:11:24.680]  佢唔好跟得住我
[00:11:24.680 --> 00:11:26.680]  佢唔好跟得住我
[00:11:26.680 --> 00:11:28.680]  佢唔好跟得住我
[00:11:28.680 --> 00:11:30.680]  佢唔好跟得住我
[00:11:30.680 --> 00:11:32.680]  佢唔好跟得住我
[00:11:32.680 --> 00:11:34.680]  佢唔好跟得住我
[00:11:34.680 --> 00:11:36.680]  佢唔好跟得住我
[00:11:36.680 --> 00:11:38.680]  佢唔好跟得住我
[00:11:38.680 --> 00:11:40.680]  佢唔好跟得住我
[00:11:40.680 --> 00:11:42.680]  佢唔好跟得住我
[00:11:42.680 --> 00:11:44.680]  佢唔好跟得住我
[00:11:44.680 --> 00:11:46.680]  佢唔好跟得住我
[00:11:46.680 --> 00:11:48.680]  佢唔好跟得住我
[00:11:48.680 --> 00:11:50.680]  佢唔好跟得住我
[00:11:50.680 --> 00:11:52.680]  佢唔好跟得住我
[00:11:52.680 --> 00:11:54.680]  佢唔好跟得住我
[00:11:54.680 --> 00:11:56.680]  佢唔好跟得住我
[00:11:56.680 --> 00:11:58.680]  佢唔好跟得住我
[00:11:58.680 --> 00:12:00.680]  佢唔好跟得住我
[00:12:00.680 --> 00:12:02.680]  佢唔好跟得住我
[00:12:02.680 --> 00:12:04.680]  佢唔好跟得住我
[00:12:04.680 --> 00:12:06.680]  佢唔好跟得住我
[00:12:06.680 --> 00:12:08.680]  佢唔好跟得住我
[00:12:08.680 --> 00:12:10.680]  佢唔好跟得住我
[00:12:10.680 --> 00:12:12.680]  佢唔好跟得住我
[00:12:12.680 --> 00:12:14.680]  佢唔好跟得住我
[00:12:14.680 --> 00:12:16.680]  佢唔好跟得住我
[00:12:16.680 --> 00:12:18.680]  佢唔好跟得住我
[00:12:18.680 --> 00:12:20.680]  佢唔好跟得住我
[00:12:20.680 --> 00:12:22.680]  佢唔好跟得住我
[00:12:22.680 --> 00:12:24.680]  佢唔好跟得住我
[00:12:24.680 --> 00:12:26.680]  佢唔好跟得住我
[00:12:26.680 --> 00:12:28.680]  佢唔好跟得住我
[00:12:28.680 --> 00:12:30.680]  佢唔好跟得住我
[00:12:30.680 --> 00:12:32.680]  佢唔好跟得住我
[00:12:32.680 --> 00:12:34.680]  佢唔好跟得住我
[00:12:34.680 --> 00:12:36.680]  佢唔好跟得住我
[00:12:36.680 --> 00:12:38.680]  佢唔好跟得住我
[00:12:38.680 --> 00:12:40.680]  佢唔好跟得住我
[00:12:40.680 --> 00:12:42.680]  佢唔好跟得住我
[00:12:42.680 --> 00:12:44.680]  佢唔好跟得住我
[00:12:44.680 --> 00:12:46.680]  佢唔好跟得住我
[00:12:46.680 --> 00:12:48.680]  佢唔好跟得住我
[00:12:48.680 --> 00:12:50.680]  佢唔好跟得住我
[00:12:50.680 --> 00:12:52.680]  佢唔好跟得住我
[00:12:52.680 --> 00:12:54.680]  佢唔好跟得住我
[00:12:54.680 --> 00:12:56.680]  佢唔好跟得住我
[00:12:56.680 --> 00:12:58.680]  佢唔好跟得住我
[00:12:58.680 --> 00:13:00.680]  佢唔好跟得住我
[00:13:00.680 --> 00:13:02.680]  佢唔好跟得住我
[00:13:02.680 --> 00:13:04.680]  佢唔好跟得住我
[00:13:04.680 --> 00:13:06.680]  佢唔好跟得住我
[00:13:06.680 --> 00:13:08.680]  佢唔好跟得住我
[00:13:08.680 --> 00:13:10.680]  佢唔好跟得住我
[00:13:10.680 --> 00:13:12.680]  佢唔好跟得住我
[00:13:12.680 --> 00:13:14.680]  佢唔好跟得住我
[00:13:14.680 --> 00:13:16.680]  佢唔好跟得住我
[00:13:16.680 --> 00:13:18.680]  佢唔好跟得住我
[00:13:18.680 --> 00:13:20.680]  佢唔好跟得住我
[00:13:20.680 --> 00:13:22.680]  佢唔好跟得住我
[00:13:22.680 --> 00:13:24.680]  佢唔好跟得住我
[00:13:24.680 --> 00:13:26.680]  佢唔好跟得住我
[00:13:26.680 --> 00:13:28.680]  佢唔好跟得住我
[00:13:28.680 --> 00:13:30.680]  佢唔好跟得住我
[00:13:30.680 --> 00:13:32.680]  佢唔好跟得住我
[00:13:32.680 --> 00:13:34.680]  佢唔好跟得住我
[00:13:34.680 --> 00:13:36.680]  佢唔好跟得住我
[00:13:36.680 --> 00:13:38.680]  佢唔好跟得住我
[00:13:38.680 --> 00:13:40.680]  佢唔好跟得住我
[00:13:40.680 --> 00:13:42.680]  佢唔好跟得住我
[00:13:42.680 --> 00:13:44.680]  佢唔好跟得住我
[00:13:44.680 --> 00:13:46.680]  佢唔好跟得住我
[00:13:46.680 --> 00:13:48.680]  佢唔好跟得住我
[00:13:48.680 --> 00:13:50.680]  佢唔好跟得住我
[00:13:50.680 --> 00:13:52.680]  佢唔好跟得住我
[00:13:52.680 --> 00:13:54.680]  佢唔好跟得住我
[00:13:54.680 --> 00:13:56.680]  佢唔好跟得住我
[00:13:56.680 --> 00:13:58.680]  佢唔好跟得住我
[00:13:58.680 --> 00:14:00.680]  佢唔好跟得住我
[00:14:00.680 --> 00:14:02.680]  佢唔好跟得住我
[00:14:02.680 --> 00:14:04.680]  佢唔好跟得住我
[00:14:04.680 --> 00:14:06.680]  佢唔好跟得住我
[00:14:06.680 --> 00:14:08.680]  佢唔好跟得住我
[00:14:08.680 --> 00:14:10.680]  佢唔好跟得住我
[00:14:10.680 --> 00:14:12.680]  佢唔好跟得住我
[00:14:12.680 --> 00:14:14.680]  佢唔好跟得住我
[00:14:14.680 --> 00:14:16.680]  佢唔好跟得住我
