
[00:00:00.000 --> 00:00:05.000]  有一位神學生的姐妹,她有這樣的表述
[00:07:09.000 --> 00:07:12.000]  而等到他七八十歲
[00:07:12.000 --> 00:07:16.000]  我們看為已經是年長的時候
[00:07:16.000 --> 00:07:20.000]  晚年就去呼召他呢?
[00:07:20.000 --> 00:07:23.000]  當摩西適應了米顛的生活
[00:07:23.000 --> 00:07:28.000]  他不再想到要為神征戰
[00:07:28.000 --> 00:07:31.000]  去拯救以色列人的時候
[00:07:31.000 --> 00:07:35.000]  但是神卻卻在他這段時間
[00:07:35.000 --> 00:07:39.000]  呼召他帶領以色列人出埃及
[00:07:39.000 --> 00:07:42.000]  摩西有一些猶疑
[00:07:42.000 --> 00:07:46.000]  擔心以色列人信不信得過他已經年長
[00:07:46.000 --> 00:07:48.000]  他想催卻神
[00:07:48.000 --> 00:07:52.000]  後來他就經歷神向他顯現
[00:07:52.000 --> 00:07:56.000]  在荊棘樹的根前
[00:07:56.000 --> 00:07:59.000]  他面見主
[00:07:59.000 --> 00:08:01.000]  神又沒有擊殺他
[00:08:01.000 --> 00:08:07.000]  在舊約都是一個例外
[00:08:07.000 --> 00:08:11.000]  他說他自己是絕口笨舌
[00:08:11.000 --> 00:08:14.000]  想向神來催詞
[00:08:14.000 --> 00:08:19.000]  上帝就用亞倫成為他的代言人
[00:08:19.000 --> 00:08:24.000]  最後摩西從實為神征戰的雄心
[00:08:24.000 --> 00:08:28.000]  神用了四十年的時間去磨練他
[00:08:28.000 --> 00:08:30.000]  在曠野帶領以色列人
[00:08:30.000 --> 00:08:33.000]  經過了四十年的時間
[00:08:33.000 --> 00:08:37.000]  是很快進入應許地
[00:08:37.000 --> 00:08:39.000]  上帝卻是告訴他
[00:08:39.000 --> 00:08:44.000]  不需要他和其他人一起進入迦南尾地
[00:08:44.000 --> 00:08:49.000]  摩西這個時候正正是一個屬靈的長者
[00:08:49.000 --> 00:08:51.000]  德高望重
[00:08:51.000 --> 00:08:54.000]  是以色列人的精神領袖
[00:08:54.000 --> 00:08:59.000]  神卻說不需要他進入迦南地
[00:08:59.000 --> 00:09:06.000]  如果我們看文數記十四章二十九至三十節提
[00:09:06.000 --> 00:09:12.000]  你們的屍首必倒在這曠野
[00:09:12.000 --> 00:09:16.000]  並且你們中間凡被數點
[00:09:16.000 --> 00:09:19.000]  從二十四、二十歲以外
[00:09:19.000 --> 00:09:23.000]  向我發怨言的必不得進我起誓
[00:09:23.000 --> 00:09:27.000]  應許叫你們住的那地
[00:09:27.000 --> 00:09:35.000]  唯有耶福尼的兒子迦納和亂的兒子約書亞才能進去
[00:09:35.000 --> 00:09:38.000]  一個忠心侍奉神的人
[00:09:38.000 --> 00:09:42.000]  摩西他願意為神去征戰
[00:09:42.000 --> 00:09:45.000]  不計較個人的得失榮辱
[00:09:45.000 --> 00:09:50.000]  摩西對神的決定是欣然去接受
[00:09:50.000 --> 00:09:53.000]  也是很值得人去佩服
[00:09:53.000 --> 00:09:55.000]  親愛的弟兄姊妹
[00:09:55.000 --> 00:09:58.000]  你願不願意學習
[00:09:58.000 --> 00:10:03.000]  忠心去為神征戰
[00:10:03.000 --> 00:10:06.000]  神可以在你年青的時候
[00:10:06.000 --> 00:10:08.000]  在你壯年
[00:10:08.000 --> 00:10:11.000]  甚至在你晚年的時候
[00:10:11.000 --> 00:10:13.000]  好好地去使用你
[00:10:13.000 --> 00:10:20.000]  重要的是你願不願意為神去征戰
[00:10:20.000 --> 00:10:23.000]  無論什麼年紀
[00:10:23.000 --> 00:10:25.000]  神都可以重用我們
[00:10:25.000 --> 00:10:28.000]  我相信大家都記得上個柱日
[00:10:28.000 --> 00:10:32.000]  我們請了陳一鳴牧師來靜悼
[00:10:32.000 --> 00:10:35.000]  我們邀請陳牧師來靜悼
[00:10:35.000 --> 00:10:38.000]  其實他是已經退休的年齡
[00:10:38.000 --> 00:10:41.000]  他退而不休
[00:10:41.000 --> 00:10:44.000]  仍然很積極去侍奉
[00:10:44.000 --> 00:10:49.000]  有不同的教會都邀請他去靜悼
[00:10:49.000 --> 00:10:56.000]  他上次也分享去監獄探監裡面的人
[00:10:56.000 --> 00:10:58.000]  一些重犯
[00:10:58.000 --> 00:11:02.000]  他很主動帶了一個六風來
[00:11:02.000 --> 00:11:05.000]  在港獨之間
[00:11:05.000 --> 00:11:09.000]  來吹奏一個銅管的樂器
[00:11:09.000 --> 00:11:12.000]  他這份主動
[00:11:12.000 --> 00:11:15.000]  真的令到自己都很感動
[00:11:15.000 --> 00:11:19.000]  他說真的帶給大家一些驚喜
[00:11:19.000 --> 00:11:22.000]  他吹奏奇異音點
[00:11:22.000 --> 00:11:27.000]  事實上我們真的沒有邀請他去吹這個六風
[00:11:27.000 --> 00:11:31.000]  所以無論是什麼年紀
[00:11:31.000 --> 00:11:33.000]  如果我們願意
[00:11:33.000 --> 00:11:36.000]  神都會繼續好好的去使用我們
[00:11:36.000 --> 00:11:38.000]  樂意使用我們
[00:11:38.000 --> 00:11:40.000]  我們跟神去同宮
[00:11:40.000 --> 00:11:45.000]  就可以體會到神願意去祝福更多人
[00:11:45.000 --> 00:11:48.000]  在上個柱日
[00:11:48.000 --> 00:11:53.000]  我相信都有弟兄姊妹邀請了他們的親友
[00:11:53.000 --> 00:11:57.000]  來敬拜主
[00:11:57.000 --> 00:12:02.000]  我們都知道原來有三位弟兄姊妹缺志
[00:12:02.000 --> 00:12:04.000]  有三位表達慕道
[00:12:04.000 --> 00:12:08.000]  雖然上次牧師叫一些願意缺志的人
[00:12:08.000 --> 00:12:10.000]  走到台前
[00:12:10.000 --> 00:12:12.000]  可能他們都不太敢
[00:12:12.000 --> 00:12:17.000]  又或者有些在三樓
[00:12:17.000 --> 00:12:21.000]  我們感恩有兩位陪談員
[00:12:21.000 --> 00:12:25.000]  跟來賓聊天
[00:12:25.000 --> 00:12:29.000]  跟他們澄清信仰去缺志
[00:12:29.000 --> 00:12:35.000]  也有一位在回應表表示他願意相信耶穌
[00:12:35.000 --> 00:12:37.000]  我們實在很感恩
[00:12:37.000 --> 00:12:42.000]  上次九龍姐妹都跟我們分享她自己生命的見證
[00:12:42.000 --> 00:12:46.000]  也有十多位弟兄姊妹獻屍
[00:12:46.000 --> 00:12:48.000]  傳恩為禮
[00:12:48.000 --> 00:12:51.000]  我們有九位陪談員
[00:12:51.000 --> 00:12:55.000]  也有弟兄姊妹去為柱日來賓
[00:12:55.000 --> 00:13:01.000]  整個敬拜交託給神
[00:13:01.000 --> 00:13:04.000]  神真的聽了我們的禱告
[00:13:04.000 --> 00:13:11.000]  也是為弟兄姊妹獻情去感謝神
[00:13:11.000 --> 00:13:16.000]  其次摩西是接受他自己有的限制
[00:13:16.000 --> 00:13:20.000]  在二十七節記載神對摩西說
[00:13:20.000 --> 00:13:24.000]  「你且上避斯加山頂去
[00:13:24.000 --> 00:13:27.000]  向東西南北舉目觀看
[00:13:27.000 --> 00:13:31.000]  因為你必不能過這約旦河」
[00:13:31.000 --> 00:13:36.000]  即是他的心願很想過約旦河去到迦南地
[00:13:36.000 --> 00:13:39.000]  但神偏偏說不可以
[00:13:39.000 --> 00:13:42.000]  摩西在七八十歲的時候
[00:13:42.000 --> 00:13:48.000]  已經開始為神爭戰那份信心鬥志
[00:13:48.000 --> 00:13:51.000]  在曠野四十年的奮鬥
[00:13:51.000 --> 00:13:54.000]  帶領以色列人逐漸進入
[00:13:54.000 --> 00:13:57.000]  接近這個應許地
[00:13:57.000 --> 00:14:01.000]  他看到多年的心願快要達成
[00:14:01.000 --> 00:14:04.000]  可惜上帝在這個時候
[00:14:04.000 --> 00:14:08.000]  讓他知道自己沒辦法進入應許地
[00:14:08.000 --> 00:14:12.000]  對摩西來說確實好像一個遺憾
[00:14:12.000 --> 00:14:17.000]  差一點他就可以達成神給他的使命
[00:14:17.000 --> 00:14:21.000]  和以色列人一起進入迦南地
[00:14:21.000 --> 00:14:25.000]  摩西沒有因此變得情緒低落
[00:14:25.000 --> 00:14:27.000]  失去鬥志
[00:14:27.000 --> 00:14:33.000]  相反他仍然去接受神的主權
[00:14:33.000 --> 00:14:36.000]  神自己的安排
[00:14:36.000 --> 00:14:40.000]  他很肯定自己在神的旨意當中
[00:14:40.000 --> 00:14:44.000]  他也有他的貢獻和限制
[00:14:44.000 --> 00:14:49.000]  摩西靈命成長是因為他有勇氣
[00:14:49.000 --> 00:14:53.000]  去承擔神給他的責任
[00:14:53.000 --> 00:14:58.000]  帶領以色列人離開埃及圍爐之地
[00:14:58.000 --> 00:15:01.000]  有效地去帶領以色列人
[00:15:01.000 --> 00:15:07.000]  他付出不少心力去建立以色列民族
[00:15:07.000 --> 00:15:12.000]  並且將神的律法好好教導
[00:15:12.000 --> 00:15:16.000]  他沒有因為自己沒進入迦南地
[00:15:16.000 --> 00:15:19.000]  和神不斷糾纏
[00:15:19.000 --> 00:15:22.000]  他信服上帝看到自己的限制
[00:15:22.000 --> 00:15:26.000]  也接納自己有的限制
[00:15:26.000 --> 00:15:30.000]  所以我們每一位弟兄姊妹
[00:15:30.000 --> 00:15:32.000]  無論你是什麼年紀
[00:15:32.000 --> 00:15:36.000]  我們都要追求靈命的成長
[00:15:36.000 --> 00:15:39.000]  好好去讀神的話
[00:15:39.000 --> 00:15:44.000]  我們教會每個主日都設立茶經班
[00:15:44.000 --> 00:15:48.000]  都是鼓勵我們一起來參與
[00:15:48.000 --> 00:15:52.000]  在神的話裏紮根成長
[00:15:52.000 --> 00:15:56.000]  我們也設立團契小組
[00:15:56.000 --> 00:16:00.000]  讓弟兄姊妹可以在神的話裏
[00:16:00.000 --> 00:16:04.000]  一起學習彼此的相交生活
[00:16:04.000 --> 00:16:07.000]  學習如何去服侍神
[00:16:07.000 --> 00:16:11.000]  我們的焦點是以神為中心的生命
[00:16:11.000 --> 00:16:17.000]  無論你是青年人、成年人、年長者
[00:16:17.000 --> 00:16:20.000]  我們重要的是清晰
[00:16:20.000 --> 00:16:24.000]  到底神在你生命裏有什麼帶領
[00:16:24.000 --> 00:16:27.000]  神在你生命裏有什麼計劃呢?
[00:16:27.000 --> 00:16:32.000]  這個清晰是推動我們去追求靈命成長
[00:16:32.000 --> 00:16:37.000]  去達成神在你生命裏的計劃
[00:16:37.000 --> 00:16:41.000]  當然神很希望我們弟兄姊妹
[00:16:41.000 --> 00:16:47.000]  同心去敬拜祂、學悟祂
[00:16:47.000 --> 00:16:49.000]  我們靈命成長
[00:16:49.000 --> 00:16:54.000]  是為了和更多人分享主的愛
[00:16:54.000 --> 00:16:57.000]  其實受靈生命成長
[00:16:57.000 --> 00:17:01.000]  是需要我們願意附上
[00:17:01.000 --> 00:17:08.000]  對自己和清晰神在你生命裏的旨意
[00:17:08.000 --> 00:17:12.000]  願意去達成神的心意
[00:17:12.000 --> 00:17:18.000]  神的恩典是不斷在我們生命裏帶領我們
[00:17:18.000 --> 00:17:22.000]  年長者不一定要被照顧
[00:17:22.000 --> 00:17:25.000]  有一位六十歲的神學生
[00:17:25.000 --> 00:17:28.000]  他已經兒孫滿堂
[00:17:28.000 --> 00:17:30.000]  他很有活力
[00:17:30.000 --> 00:17:32.000]  他很喜歡行山
[00:17:32.000 --> 00:17:34.000]  不單止年青的時候行
[00:17:34.000 --> 00:17:37.000]  甚至他年長的時候也會行山
[00:17:37.000 --> 00:17:39.000]  就是因為他很喜歡行山
[00:17:39.000 --> 00:17:43.000]  他帶領年青人一起去行山
[00:17:43.000 --> 00:17:45.000]  他所帶領的年青人當中
[00:17:45.000 --> 00:17:48.000]  很多都成為教會的精兵
[00:17:48.000 --> 00:17:51.000]  去認識神、跟隨神的人
[00:17:51.000 --> 00:17:54.000]  屬靈經驗較豐富的弟兄姊妹
[00:17:54.000 --> 00:17:56.000]  可以和一些初信
[00:17:56.000 --> 00:17:58.000]  一些靈裏面的後輩
[00:17:58.000 --> 00:18:02.000]  成為他們的生命師父
[00:18:02.000 --> 00:18:05.000]  分享他們屬靈的經驗
[00:18:05.000 --> 00:18:08.000]  特別面對困難
[00:18:08.000 --> 00:18:12.000]  不太知道怎樣去面對的時候
[00:18:12.000 --> 00:18:15.000]  可以和弟兄姊妹分享
[00:18:15.000 --> 00:18:20.000]  怎樣欣著別人或欣著神在當中
[00:18:20.000 --> 00:18:24.000]  成為祂的鼓勵、祂的幫助
[00:18:24.000 --> 00:18:29.000]  雖然上帝不准摩西進入應許地
[00:18:29.000 --> 00:18:31.000]  祂沒有灰心
[00:18:31.000 --> 00:18:34.000]  祂仍然是順服主的吩咐
[00:18:34.000 --> 00:18:39.000]  鼓勵約書亞不要害怕周圍的環境
[00:18:39.000 --> 00:18:42.000]  因為神會為他們爭戰
[00:18:42.000 --> 00:18:44.000]  就好像在我們當中
[00:18:44.000 --> 00:18:47.000]  有一些茶經班教師
[00:18:47.000 --> 00:18:51.000]  團契的導師、組長、職員
[00:18:51.000 --> 00:18:55.000]  都是願意為著其他弟兄姊妹
[00:18:55.000 --> 00:18:59.000]  和我們一起學習、一起成長
[00:18:59.000 --> 00:19:01.000]  在讀神學的時候
[00:19:01.000 --> 00:19:05.000]  第一年我曾經學過彈鋼琴
[00:19:05.000 --> 00:19:10.000]  但是知道當時夜到晚
[00:19:10.000 --> 00:19:13.000]  年紀也大了
[00:19:13.000 --> 00:19:17.000]  有些人是小學甚至學前都開始學琴
[00:19:17.000 --> 00:19:20.000]  學了一年就覺得自己沒有這個恩賜
[00:19:20.000 --> 00:19:22.000]  所以就沒有再學
[00:19:22.000 --> 00:19:24.000]  又喜歡唱詩
[00:19:24.000 --> 00:19:26.000]  加入了神學院的詩班
[00:19:26.000 --> 00:19:29.000]  其後溫章蓮教授又來到我們教會
[00:19:29.000 --> 00:19:32.000]  是在聖樂上的帶領
[00:19:32.000 --> 00:19:35.000]  都是跟著他學習唱詩
[00:19:35.000 --> 00:19:37.000]  學了幾年的時間
[00:19:37.000 --> 00:19:39.000]  都是很感恩
[00:19:39.000 --> 00:19:41.000]  在傳福音裏面
[00:19:41.000 --> 00:19:46.000]  都是看到神帶來信的人
[00:19:46.000 --> 00:19:48.000]  或者我們去傳的人
[00:19:48.000 --> 00:19:50.000]  很多的祝福
[00:19:50.000 --> 00:19:53.000]  讓我們感到很喜樂、滿足
[00:19:53.000 --> 00:19:55.000]  所以都很願意在這方面
[00:19:55.000 --> 00:19:58.000]  和弟兄姊妹一起去學習
[00:19:58.000 --> 00:20:01.000]  去有一些傳福音的訓練
[00:20:01.000 --> 00:20:02.000]  很感恩
[00:20:02.000 --> 00:20:04.000]  神別賜給自己有耐心
[00:20:04.000 --> 00:20:08.000]  去聆聽弟兄姊妹的分享
[00:20:08.000 --> 00:20:10.000]  大家可以好好交流
[00:20:10.000 --> 00:20:12.000]  去了解對方
[00:20:12.000 --> 00:20:15.000]  和大家一起的同行
[00:20:15.000 --> 00:20:17.000]  一起的代禱
[00:20:17.000 --> 00:20:19.000]  彼此去支持
[00:20:19.000 --> 00:20:21.000]  第三方面
[00:20:21.000 --> 00:20:25.000]  摩西他是願意提拔後進
[00:20:25.000 --> 00:20:29.000]  剛才也說到他鼓勵約書亞
[00:20:29.000 --> 00:20:31.000]  在夜八夜九節記載到
[00:20:31.000 --> 00:20:33.000]  神對摩西的吩咐
[00:20:33.000 --> 00:20:36.000]  你卻要祝福約書亞
[00:20:36.000 --> 00:20:39.000]  勉勵他使他膽壯
[00:20:39.000 --> 00:20:44.000]  因為他必在這百姓前面過去
[00:20:44.000 --> 00:20:48.000]  使他們承受你所要觀看之地
[00:20:48.000 --> 00:20:52.000]  於是我們住在
[00:20:52.000 --> 00:20:57.000]  伯比爾對面的谷中
[00:20:57.000 --> 00:20:59.000]  上帝吩咐摩西
[00:20:59.000 --> 00:21:02.000]  為著以色列民
[00:21:02.000 --> 00:21:05.000]  去找一些接班人
[00:21:05.000 --> 00:21:08.000]  帶領他們進入應許地
[00:21:08.000 --> 00:21:12.000]  神要摩西善用他在世的日子
[00:21:12.000 --> 00:21:15.000]  來教導律法
[00:21:15.000 --> 00:21:18.000]  讓以色列人清晰神的吩咐
[00:21:18.000 --> 00:21:20.000]  神的啟迪
[00:21:20.000 --> 00:21:24.000]  摩西知道自己有他的局限
[00:21:24.000 --> 00:21:27.000]  同樣他有他的貢獻
[00:21:27.000 --> 00:21:30.000]  因此他將他的焦點
[00:21:30.000 --> 00:21:33.000]  放在教導神的律法上
[00:21:33.000 --> 00:21:35.000]  去培植後進
[00:21:35.000 --> 00:21:38.000]  摩西看到這是神的心意
[00:21:38.000 --> 00:21:41.000]  同樣對以色列民族是最好的
[00:21:41.000 --> 00:21:44.000]  讓他們認識神的話語
[00:21:44.000 --> 00:21:46.000]  神的教導
[00:21:46.000 --> 00:21:50.000]  讓神的話語成為他生活的指引
[00:21:50.000 --> 00:21:52.000]  一個實詞
[00:21:52.000 --> 00:21:56.000]  他就欣然去接受神給他的使命
[00:21:56.000 --> 00:21:59.000]  一個真正靈命成長的人
[00:21:59.000 --> 00:22:03.000]  願意無私的將他自己所學
[00:22:03.000 --> 00:22:05.000]  或者一些經驗
[00:22:05.000 --> 00:22:08.000]  和其他人去分享
[00:22:08.000 --> 00:22:13.000]  摩西在眾領袖當中挑選了約書亞
[00:22:13.000 --> 00:22:16.000]  鼓勵他剛強壯膽
[00:22:16.000 --> 00:22:19.000]  因為摩西很樂意見到更多人
[00:22:19.000 --> 00:22:22.000]  成為領袖
[00:22:22.000 --> 00:22:26.000]  成為在靈裏繼續去成長
[00:22:26.000 --> 00:22:29.000]  被神自己去使用
[00:22:29.000 --> 00:22:32.000]  靈命成熟的弟兄姊妹
[00:22:32.000 --> 00:22:34.000]  你們有沒有看到
[00:22:34.000 --> 00:22:37.000]  原來神叫我們將這個
[00:22:37.000 --> 00:22:41.000]  屬靈的領袖去傳承
[00:22:41.000 --> 00:22:44.000]  不是自己得著就算了
[00:22:44.000 --> 00:22:46.000]  很重要去傳承
[00:22:46.000 --> 00:22:49.000]  開去讓更多人
[00:22:49.000 --> 00:22:53.000]  更深去認識這位主
[00:22:53.000 --> 00:22:55.000]  這些都是很寶貴
[00:22:55.000 --> 00:22:58.000]  你很個人獨特的經驗
[00:22:58.000 --> 00:23:00.000]  你找找機會
[00:23:00.000 --> 00:23:03.000]  怎樣可以去傳承
[00:23:03.000 --> 00:23:06.000]  其實都不是很難
[00:23:06.000 --> 00:23:08.000]  你就是參與查經班
[00:23:08.000 --> 00:23:09.000]  團契小組
[00:23:09.000 --> 00:23:12.000]  就有機會和其他弟兄姊妹
[00:23:12.000 --> 00:23:15.000]  去分享神的愛
[00:23:15.000 --> 00:23:17.000]  分享到神的話語
[00:23:17.000 --> 00:23:19.000]  在你生命當中
[00:23:19.000 --> 00:23:23.000]  怎樣去激勵祝福你
[00:23:23.000 --> 00:23:27.000]  幫助後人去走在神的愛當中
[00:23:27.000 --> 00:23:29.000]  上個主日
[00:23:29.000 --> 00:23:31.000]  信徒培訓委員會
[00:23:31.000 --> 00:23:33.000]  他們有一個好行動
[00:23:33.000 --> 00:23:38.000]  服事行動和服事後的審查
[00:23:38.000 --> 00:23:43.000]  之前問過摩西團的導師
[00:23:43.000 --> 00:23:48.000]  到底摩西團怎樣去服事他們更好呢?
[00:23:48.000 --> 00:23:51.000]  一位女導師就分享
[00:23:51.000 --> 00:23:53.000]  他們都很喜歡
[00:23:53.000 --> 00:23:56.000]  一起相聚吃東西
[00:23:56.000 --> 00:23:59.000]  結果有24位弟兄姊妹回應
[00:23:59.000 --> 00:24:01.000]  就是煮一餐飯
[00:24:01.000 --> 00:24:03.000]  上個主日煮一餐飯
[00:24:03.000 --> 00:24:06.000]  給摩西團每一位弟兄姊妹
[00:24:06.000 --> 00:24:08.000]  實在很感謝神
[00:24:08.000 --> 00:24:11.000]  不是4位是24位
[00:24:11.000 --> 00:24:15.000]  就是說這些弟兄姊妹都是樂意的
[00:24:15.000 --> 00:24:17.000]  不是勉強的
[00:24:17.000 --> 00:24:23.000]  他們主動樂意去服事摩西團弟兄姊妹
[00:24:23.000 --> 00:24:25.000]  他們買菜
[00:24:25.000 --> 00:24:29.000]  預備午餐給摩西團的肢體
[00:24:29.000 --> 00:24:34.000]  聽聞摩西團的弟兄姊妹
[00:24:34.000 --> 00:24:37.000]  很久沒有被人服侍了
[00:24:37.000 --> 00:24:39.000]  為他們煮飯
[00:24:39.000 --> 00:24:42.000]  可能他們自己以往在家裡
[00:24:42.000 --> 00:24:44.000]  為兒女去預備
[00:24:44.000 --> 00:24:47.000]  或者自己去預備自己的飯
[00:24:47.000 --> 00:24:49.000]  很少人家
[00:24:49.000 --> 00:24:52.000]  兒女服侍都比較自然
[00:24:52.000 --> 00:24:54.000]  很少教會的弟兄姊妹
[00:24:54.000 --> 00:24:58.000]  當然我們都試過
[00:24:58.000 --> 00:25:02.000]  有團企說煲湯
[00:25:02.000 --> 00:25:06.000]  去探訪一些長者去送湯
[00:25:06.000 --> 00:25:09.000]  上次還是他們煮飯
[00:25:09.000 --> 00:25:11.000]  更加豐富
[00:25:11.000 --> 00:25:14.000]  煮內頂姐妹愛心的預備
[00:25:14.000 --> 00:25:19.000]  其實我相信摩西團的內心都很溫暖
[00:25:19.000 --> 00:25:21.000]  暖在心裡
[00:25:21.000 --> 00:25:23.000]  實在很感謝神
[00:25:23.000 --> 00:25:26.000]  除了吃還可以一起去分享
[00:25:26.000 --> 00:25:28.000]  交流大家的近況
[00:25:28.000 --> 00:25:30.000]  彼此去更多認識
[00:25:30.000 --> 00:25:34.000]  其實雖然大家每個主日都回來
