
[00:00:00.000 --> 00:00:02.940]  每一個基督徒就是跟隨耶穌基督的人
[00:02:08.740 --> 00:02:12.200]  最後祂爲他們洗腳,12個門徒一一爲他們洗腳
[00:02:12.200 --> 00:02:16.140]  還發預言,關於祂將要發生的事情
[00:02:16.140 --> 00:02:20.180]  之後,祂就到克西瑪尼園在那裏禱告
[00:02:20.260 --> 00:02:22.780]  向祂的天父來禱告
[00:02:22.780 --> 00:02:26.140]  可以說克西瑪尼園的禱告乃是在耶穌基督在地上
[00:02:26.140 --> 00:02:30.720]  最後一段日子裏面非常非常重要的一段時間
[00:02:30.720 --> 00:02:33.680]  所以在聖經裏面,在馬太複印第26章
[00:02:33.680 --> 00:02:37.040]  在馬可複印14章,路加複印22章都有記載
[00:02:37.040 --> 00:02:39.420]  我們先來看馬太複印26章
[00:02:39.420 --> 00:02:42.680]  36節到39節的記載
[00:02:42.680 --> 00:02:45.820]  這裏聖經說,耶穌同門徒來到一個地方
[00:02:45.820 --> 00:02:47.900]  名叫克西瑪尼
[00:02:47.900 --> 00:02:51.660]  就對他們說,你們坐在這裏,等我到那邊去禱告
[00:02:51.660 --> 00:02:54.780]  於是帶着彼得和西彼他的兩個兒子同去
[00:02:54.780 --> 00:02:59.320]  就憂愁起來,極其難過
[00:02:59.320 --> 00:03:03.580]  便對他們說,我心裏甚是憂傷,幾乎要死
[00:03:03.580 --> 00:03:06.620]  你們在這裏等候,和我一同警醒
[00:03:06.620 --> 00:03:09.460]  他就稍往前走,伏伏在地
[00:03:09.460 --> 00:03:12.240]  禱告說,我父啊,堂諾剋星
[00:03:12.240 --> 00:03:16.700]  就你叫這輩離開我,然而不要照我的意思
[00:03:16.700 --> 00:03:19.460]  只要照你的意思
[00:03:19.460 --> 00:03:23.600]  然而不要照我的意思,只要照你的意思
[00:03:23.600 --> 00:03:26.980]  這裏提到說,耶穌基督當他被抓拿
[00:03:26.980 --> 00:03:29.300]  當他被釘死之前
[00:03:29.300 --> 00:03:33.700]  非常重要的時刻,他來到了克西瑪尼
[00:03:33.700 --> 00:03:35.900]  到底克西瑪尼是什麼地方呢?
[00:03:35.900 --> 00:03:38.840]  在耶路撒冷的橄欖山上的一個原址
[00:03:38.840 --> 00:03:42.620]  克西瑪尼的意思其實就是炸油氣
[00:03:42.620 --> 00:03:45.060]  是一個用來炸橄欖油的地方
[00:03:45.060 --> 00:03:47.060]  我們來看看這幅圖畫
[00:03:47.060 --> 00:03:49.740]  這是2008年,我去耶路撒冷的時候
[00:03:49.740 --> 00:03:52.540]  就到克西瑪尼園去參觀
[00:03:52.540 --> 00:03:54.660]  前面這棵最肥最大的樹
[00:03:54.660 --> 00:03:56.540]  其實就是最老的一棵樹
[00:03:56.540 --> 00:04:00.260]  聽說這個橄欖樹可以活到至少2000年
[00:04:00.260 --> 00:04:02.460]  所以可能是耶穌基督當時在的時候
[00:04:02.460 --> 00:04:03.940]  這棵樹就已經存在
[00:04:03.940 --> 00:04:07.100]  非常壯大的橄欖樹
[00:04:07.100 --> 00:04:09.980]  然後另外一張,我在2028年跟師母一起去
[00:04:09.980 --> 00:04:11.980]  在克西瑪尼園,他們就預備一些椅子
[00:04:11.980 --> 00:04:15.620]  讓你們在坐那裏可以思想默想耶穌基督
[00:04:15.620 --> 00:04:20.900]  最後一段的時間在克西瑪尼園的禱告
[00:04:20.900 --> 00:04:23.340]  我們可以說耶穌基督在克西瑪尼園
[00:04:23.340 --> 00:04:27.380]  是他生命當中的另外一個非常非常嚴峻的考驗
[00:04:27.380 --> 00:04:29.540]  耶穌在地上33年半的時間
[00:04:29.540 --> 00:04:32.460]  經過了兩個非常重大的挑戰
[00:04:32.460 --> 00:04:35.500]  一個就是在他出來公開傳道之前
[00:04:35.500 --> 00:04:37.340]  40天進食禱告以後
[00:04:37.340 --> 00:04:41.500]  被帶到曠野裏面去受魔鬼的試探
[00:04:41.500 --> 00:04:43.700]  魔鬼三次來試探他
[00:04:43.700 --> 00:04:47.060]  他三次用神的話就勝過了魔鬼的試探
[00:04:47.060 --> 00:04:50.940]  然後這次在克西瑪尼園是另外一個更加嚴峻的挑戰
[00:04:50.940 --> 00:04:55.660]  乃是挑戰他是否願意順服天父的旨意
[00:04:55.660 --> 00:04:59.820]  我們可以說在曠野的試探乃是魔鬼給他的試探
[00:04:59.820 --> 00:05:01.900]  但是在克西瑪尼園下的考驗
[00:05:01.900 --> 00:05:05.700]  乃是他對他自己生命裏面要做的決定的一個考驗
[00:05:05.700 --> 00:05:08.060]  我們可以說在曠野受試探的時候
[00:05:08.060 --> 00:05:10.020]  他獨自一人在那個地方
[00:05:10.020 --> 00:05:13.660]  但是在克西瑪尼園他經歷了最嚴峻的考驗的時候
[00:05:13.660 --> 00:05:15.500]  卻有三個門徒和他在一起
[00:05:15.500 --> 00:05:18.940]  就是彼得 雅各和約翰
[00:05:18.940 --> 00:05:24.380]  這裏我們看見耶穌基督乃是面對一個非常巨大的屬靈征戰
[00:05:24.380 --> 00:05:25.660]  什麼屬靈征戰呢
[00:05:25.660 --> 00:05:28.620]  乃是一個光明與黑暗的征戰
[00:05:28.620 --> 00:05:30.260]  耶穌基督如何去面對呢
[00:05:30.260 --> 00:05:31.460]  我們從聖經裏面可以看到
[00:05:31.460 --> 00:05:32.900]  耶穌並沒有逃避
[00:05:32.900 --> 00:05:38.140]  而是非常勇敢地面對光明與黑暗的征戰
[00:05:38.140 --> 00:05:40.420]  可以說在地上三十三年半里面
[00:05:40.420 --> 00:05:44.100]  最強烈而且最激烈的一場征戰
[00:05:44.100 --> 00:05:46.580]  就發生在克西瑪尼園裏面
[00:05:46.580 --> 00:05:48.580]  因爲這是一個黑暗的權勢
[00:05:48.580 --> 00:05:51.100]  還有光明國度的一個征戰
[00:05:51.100 --> 00:05:52.460]  耶穌基督來到世上的時候
[00:05:52.460 --> 00:05:54.900]  聖人很清楚地告訴我們說他就是光
[00:05:54.900 --> 00:05:57.740]  而且在我們裏面的真光就是耶穌基督
[00:05:57.740 --> 00:05:59.140]  他來到這個世上
[00:05:59.140 --> 00:06:01.740]  世上的人卻拒絕他 不接受他
[00:06:01.740 --> 00:06:03.820]  所以耶穌基督在約翰福音第八章時
[00:06:03.820 --> 00:06:05.140]  而且告訴我們什麼呢
[00:06:05.140 --> 00:06:08.220]  耶穌又對衆人說 我是世界的光
[00:06:08.220 --> 00:06:10.380]  跟從我的就怎麼樣
[00:06:10.380 --> 00:06:15.260]  不在黑暗裏走 必要得着生命的光
[00:06:15.260 --> 00:06:18.140]  耶穌說 我就是這個光來到這個世上
[00:06:18.140 --> 00:06:20.260]  但是世上的人不但不拒絕我
[00:06:20.260 --> 00:06:22.740]  而且要把我置於死地
[00:06:22.740 --> 00:06:26.140]  因爲世上的人 黑暗的世界卻不接受他
[00:06:26.140 --> 00:06:28.820]  耶穌是那位完全光
[00:06:28.820 --> 00:06:33.180]  而且是個真光來到充滿罪惡的世界裏面
[00:06:33.180 --> 00:06:35.180]  因此這是他生命當中
[00:06:35.180 --> 00:06:39.820]  三十三年半當中經歷的最嚴峻的一個考驗
[00:06:39.820 --> 00:06:41.380]  這裏聖經告訴我們說
[00:06:41.380 --> 00:06:47.340]  耶穌基督心裏憂傷極其難過
[00:06:47.340 --> 00:06:49.300]  他對着門徒說了這樣的一句話說
[00:06:49.300 --> 00:06:53.540]  我心裏甚是憂傷幾乎要死
[00:06:53.540 --> 00:06:54.980]  我們從四福音書裏面看
[00:06:54.980 --> 00:06:57.780]  你找不到一句如此赤裸裸
[00:06:57.780 --> 00:07:00.700]  講出耶穌內心深處的感受
[00:07:00.700 --> 00:07:02.420]  而且他是對他三個門徒
[00:07:02.420 --> 00:07:04.940]  彼得 約翰 亞哥講的這一般的話
[00:07:04.940 --> 00:07:09.820]  我心裏甚是憂傷幾乎要死
[00:07:09.820 --> 00:07:11.340]  哇 你可以想象嗎
[00:07:11.340 --> 00:07:13.820]  耶穌面對着何等大的掙扎
[00:07:13.820 --> 00:07:15.220]  何等大的征戰
[00:07:15.220 --> 00:07:16.060]  到一種地步
[00:07:16.060 --> 00:07:17.900]  他說我憂傷難過到一個地步
[00:07:17.900 --> 00:07:19.180]  幾乎要死去
[00:07:19.180 --> 00:07:20.180]  所以另外有翻譯本說
[00:07:20.180 --> 00:07:22.220]  我心裏非常難過到一種地步
[00:07:22.220 --> 00:07:24.660]  好像快要死去了一樣
[00:07:24.660 --> 00:07:26.900]  馬可福音的記者看第十四章
[00:07:26.900 --> 00:07:28.780]  另外有兩個名詞
[00:07:28.780 --> 00:07:30.100]  第十四章三十三節
[00:07:30.100 --> 00:07:32.220]  於是帶着彼得 亞哥 約翰同去
[00:07:32.220 --> 00:07:34.780]  就驚恐起來
[00:07:34.780 --> 00:07:36.700]  極其難過
[00:07:36.700 --> 00:07:38.660]  這兩個字驚恐跟極其難過
[00:07:38.660 --> 00:07:40.980]  是非常非常具體
[00:07:40.980 --> 00:07:43.460]  而且非常非常強烈的詞句
[00:07:43.460 --> 00:07:45.820]  來描述一個人情感上
[00:07:45.820 --> 00:07:47.340]  心理上的一個感受
[00:07:47.340 --> 00:07:48.780]  怎麼叫做驚恐呢
[00:07:48.780 --> 00:07:50.300]  驚恐在原文的意思來說
[00:07:50.300 --> 00:07:52.140]  你知道將會發生
[00:07:52.140 --> 00:07:53.820]  而且即將要發生的
[00:07:53.820 --> 00:07:56.860]  一個非常重大讓你害怕的事情
[00:07:56.860 --> 00:07:57.500]  到一種地步
[00:07:57.500 --> 00:08:00.180]  你也感覺到那種恐懼 驚慌
[00:08:00.180 --> 00:08:00.660]  你可以想象
[00:08:00.660 --> 00:08:03.260]  耶穌就是這時候會到這種地步
[00:08:03.260 --> 00:08:05.620]  想到即將要發生的事情
[00:08:05.620 --> 00:08:07.220]  將要臨到他身上的事情
[00:08:07.220 --> 00:08:09.620]  就驚慌 就恐懼起來
[00:08:09.620 --> 00:08:10.500]  你可以想象嗎
[00:08:10.500 --> 00:08:13.660]  生的兒子 這位人子
[00:08:13.660 --> 00:08:15.660]  道成肉成的耶穌
[00:08:15.660 --> 00:08:17.460]  也有這樣的一個經歷
[00:08:17.460 --> 00:08:19.060]  極其難過
[00:08:19.060 --> 00:08:20.140]  有什麼事情使耶穌
[00:08:20.140 --> 00:08:21.220]  進入心裏憂愁
[00:08:21.220 --> 00:08:22.380]  生得幾乎要死
[00:08:22.380 --> 00:08:23.500]  使祂能夠驚慌
[00:08:23.500 --> 00:08:25.100]  而且極其難過呢
[00:08:25.100 --> 00:08:25.740]  兩件事情
[00:08:25.740 --> 00:08:28.580]  首先第一件事情是祂知道
[00:08:28.580 --> 00:08:29.820]  不久以後
[00:08:29.820 --> 00:08:33.300]  跟隨祂三年半朝夕相處的
[00:08:33.300 --> 00:08:36.140]  門徒之一的猶大要出賣祂
[00:08:36.140 --> 00:08:38.660]  這位聽過耶穌講的無數次
[00:08:38.660 --> 00:08:39.780]  天國的證理
[00:08:39.780 --> 00:08:40.980]  看過耶穌行的很多的
[00:08:40.980 --> 00:08:42.620]  神機騎士的猶大
[00:08:42.620 --> 00:08:44.500]  竟然爲了三世難的因子
[00:08:44.500 --> 00:08:46.420]  要將祂給出賣了
[00:08:46.420 --> 00:08:47.380]  那耶穌這裏想到
[00:08:47.380 --> 00:08:50.340]  這裏的心中是何等的難過啊
[00:08:50.340 --> 00:08:53.140]  極其難過 幾乎要死
[00:08:53.140 --> 00:08:54.540]  其實耶穌早就知道
[00:08:54.540 --> 00:08:55.860]  猶大要出賣祂
[00:08:55.860 --> 00:08:57.100]  所以在最後的晚餐的時候
[00:08:57.100 --> 00:08:58.700]  在約翰福音帝十三章就告訴我們
[00:08:58.700 --> 00:09:00.260]  耶穌已經發了個預言
[00:09:00.260 --> 00:09:01.700]  耶穌第十三章二十一節
[00:09:01.700 --> 00:09:02.260]  約翰福音說
[00:09:02.260 --> 00:09:03.580]  耶穌說了這話
[00:09:03.580 --> 00:09:04.740]  說有人要出賣祂
[00:09:04.740 --> 00:09:06.820]  心裏就憂愁就明說
[00:09:06.820 --> 00:09:08.740]  我實實在在告訴你們
[00:09:08.740 --> 00:09:14.500]  你們中間有一個人要賣我了
[00:09:14.500 --> 00:09:18.660]  你們中間有一個人要賣我了
[00:09:18.660 --> 00:09:19.980]  門徒就互相問說
[00:09:19.980 --> 00:09:21.660]  主啊 是我嗎
[00:09:21.660 --> 00:09:25.260]  約翰就問說主啊 是誰啊
[00:09:25.260 --> 00:09:27.020]  結果耶穌基督在第二十七節
[00:09:27.020 --> 00:09:28.340]  告訴我們什麼呢
[00:09:28.340 --> 00:09:29.700]  二十節三情告訴我們說
[00:09:29.700 --> 00:09:30.500]  祂喫了以後
[00:09:30.500 --> 00:09:33.700]  就是猶大喫了聖餐這個餅和杯以後
[00:09:33.700 --> 00:09:35.380]  撒旦就入了祂的心
[00:09:35.380 --> 00:09:36.860]  耶穌便對祂說
[00:09:36.860 --> 00:09:40.060]  你所做的快做吧
[00:09:40.060 --> 00:09:42.020]  你所做的快做吧
[00:09:42.020 --> 00:09:44.300]  祂知道猶大要出賣祂
[00:09:44.300 --> 00:09:46.580]  祂給祂機會讓祂悔改
[00:09:46.580 --> 00:09:49.220]  還替祂洗腳
[00:09:49.220 --> 00:09:49.980]  爲祂禱告
[00:09:49.980 --> 00:09:52.260]  但是猶大自迷不悟
[00:09:52.260 --> 00:09:53.780]  仍然要出賣耶穌
[00:09:53.780 --> 00:09:55.460]  接下來我們看另外一節
[00:09:55.460 --> 00:09:56.620]  第十三章的三四節
[00:09:56.620 --> 00:09:59.900]  猶大收了那點餅立刻就出去
[00:09:59.900 --> 00:10:04.660]  那時候是夜間了
[00:10:04.660 --> 00:10:06.940]  使徒約翰特別是把這個時間
[00:10:06.940 --> 00:10:08.180]  告訴我們是夜間了
[00:10:08.180 --> 00:10:10.420]  代表了一個黑暗的全世
[00:10:10.420 --> 00:10:12.780]  魔鬼撒旦已經進入了猶大的心
[00:10:12.780 --> 00:10:14.300]  這是耶穌基督在面對這個
[00:10:14.300 --> 00:10:16.220]  光明與黑暗的一個
[00:10:16.220 --> 00:10:18.900]  屬靈征戰的一個開始
[00:10:18.900 --> 00:10:21.420]  那跟隨了三年半的猶大
[00:10:21.420 --> 00:10:24.060]  要出賣祂了
[00:10:24.060 --> 00:10:27.340]  想到這裏心中裏面極其難過
[00:10:27.340 --> 00:10:31.140]  甚至憂傷幾乎要死
[00:10:31.140 --> 00:10:31.820]  另外一件事情
[00:10:31.820 --> 00:10:33.020]  讓祂感覺到驚恐
[00:10:33.020 --> 00:10:34.780]  極其難過的是什麼呢
[00:10:34.780 --> 00:10:37.220]  就是祂從來沒有經歷過的
[00:10:37.220 --> 00:10:38.500]  從未想象過
[00:10:38.500 --> 00:10:40.260]  也沒有經歷過的一個傷痛
[00:10:40.260 --> 00:10:41.140]  什麼傷痛呢
[00:10:41.140 --> 00:10:45.580]  祂必須忍受與天父隔離的痛苦
[00:10:45.580 --> 00:10:51.300]  耶穌必須忍受與天父隔離的痛苦
[00:10:51.300 --> 00:10:53.380]  這是耶穌基督在實際上裏面
[00:10:53.380 --> 00:10:55.660]  祂必須要經歷的一個痛苦
[00:10:55.660 --> 00:10:56.420]  你可以知道嗎
[00:10:56.420 --> 00:10:57.380]  耶穌基督在地上
[00:10:57.380 --> 00:10:58.820]  三十三年半的時間
[00:10:58.820 --> 00:11:01.460]  祂與天父從來沒有離開過
[00:11:01.460 --> 00:11:02.980]  祂也公開地說
[00:11:02.980 --> 00:11:05.060]  我與父圓爲一
[00:11:05.060 --> 00:11:05.980]  我所做的事
[00:11:05.980 --> 00:11:08.140]  是祂猜我來要我做的事情
[00:11:08.140 --> 00:11:09.140]  但你看見我的時候
[00:11:09.140 --> 00:11:10.620]  就如同看見了父
[00:11:10.620 --> 00:11:12.020]  祂與父之間的關係
[00:11:12.020 --> 00:11:13.780]  是何等的密切
[00:11:13.780 --> 00:11:15.340]  但是祂知道說
[00:11:15.340 --> 00:11:18.540]  如今祂要做一個決定
[00:11:18.540 --> 00:11:20.740]  祂要做一個選擇
[00:11:20.740 --> 00:11:21.820]  就在克什米馬里亞的
[00:11:21.820 --> 00:11:23.380]  禱告的當中
[00:11:23.380 --> 00:11:26.500]  祂知道即將要發生的事情
[00:11:26.500 --> 00:11:29.420]  是當祂掛在十字架上的時候
[00:11:29.420 --> 00:11:32.580]  天父因爲祂噹噹世人
[00:11:32.580 --> 00:11:34.020]  罪孽的緣故
[00:11:34.020 --> 00:11:35.660]  掩面不看祂
[00:11:35.660 --> 00:11:38.420]  祂要忍受那在十字架上
[00:11:38.420 --> 00:11:41.260]  天父與祂隔離的痛苦
[00:11:41.260 --> 00:11:41.980]  講到這裏
[00:11:41.980 --> 00:11:44.500]  聖靈說祂就驚恐起來
[00:11:44.500 --> 00:11:46.100]  祂就驚慌
[00:11:46.100 --> 00:11:46.820]  恐懼
[00:11:46.820 --> 00:11:47.820]  害怕
[00:11:47.820 --> 00:11:49.420]  不知所措
[00:11:49.420 --> 00:11:50.500]  因此祂就禱告說
[00:11:50.500 --> 00:11:50.900]  祖國好
[00:11:50.900 --> 00:11:51.580]  若是可以的話
[00:11:51.580 --> 00:11:54.540]  請禰叫這杯通過聖上我去
[00:11:54.540 --> 00:11:56.940]  然而不要照我的意思
[00:11:56.940 --> 00:11:58.340]  只要照禰的意思
[00:11:58.340 --> 00:12:00.060]  耶穌知道
[00:12:00.060 --> 00:12:01.260]  後來我們在
[00:12:01.260 --> 00:12:03.380]  耶穌就被釘十字架的時候
[00:12:03.380 --> 00:12:05.180]  在馬太后福音裏面很清楚告訴我們
[00:12:05.180 --> 00:12:06.980]  第二十七章四字六節
[00:12:06.980 --> 00:12:08.060]  約在聖出
[00:12:08.060 --> 00:12:10.380]  聖出就是猶太人計算時間的時間
[00:12:10.380 --> 00:12:11.620]  下午三點鐘
[00:12:11.620 --> 00:12:12.780]  之前一節告訴我們說
[00:12:12.780 --> 00:12:14.740]  從中午到下午三點鐘
[00:12:14.740 --> 00:12:16.740]  天地都黑暗起來
[00:12:16.740 --> 00:12:18.460]  耶穌就大聲喊着說
[00:12:18.460 --> 00:12:20.980]  一粒一粒拉拔薩瑪各大尼
[00:12:20.980 --> 00:12:22.140]  就是說我的神
[00:12:22.140 --> 00:12:24.700]  我的神爲什麼離棄我
[00:12:24.700 --> 00:12:25.780]  你知道這個呼喊
[00:12:25.780 --> 00:12:27.780]  是多麼痛苦的一個呼喊嗎
[00:12:27.780 --> 00:12:29.740]  那時候已經掛在世界的好幾個小時
[00:12:29.740 --> 00:12:33.420]  血上身體上的血都幾乎都已經滴乾了
[00:12:33.420 --> 00:12:34.580]  祂的藍骨騎
[00:12:34.580 --> 00:12:36.380]  祂身上只剩下的力氣
[00:12:36.380 --> 00:12:37.620]  大聲地喊叫
[00:12:37.620 --> 00:12:39.340]  而且用祂自己熟學的母語
[00:12:39.340 --> 00:12:40.220]  不是用希臘文
[00:12:40.220 --> 00:12:41.420]  是用雅蘭文
[00:12:41.420 --> 00:12:44.060]  一粒一粒拉拔薩瑪各大尼
[00:12:44.060 --> 00:12:44.820]  我的神
[00:12:44.820 --> 00:12:45.340]  我的神
[00:12:45.340 --> 00:12:48.140]  禰爲什麼離棄我
[00:12:48.140 --> 00:12:49.740]  祂那是引用九月聖經四篇
[00:12:49.740 --> 00:12:50.500]  二十二篇
[00:12:50.500 --> 00:12:53.820]  二十二篇裏面大衛所寫的這四篇
[00:12:53.820 --> 00:12:56.180]  你可嫌他那種的痛苦嗎
[00:12:56.180 --> 00:12:57.420]  重來
[00:12:57.420 --> 00:12:58.660]  重來
[00:12:58.660 --> 00:13:01.140]  天父從第一天
[00:13:01.140 --> 00:13:03.540]  直到他定十字架之前
[00:13:03.540 --> 00:13:08.260]  未曾離開過他
[00:13:08.260 --> 00:13:09.260]  而且他知道
[00:13:09.260 --> 00:13:12.020]  天父是有能力
[00:13:12.020 --> 00:13:15.060]  是有能力不讓這個事情發生
[00:13:15.060 --> 00:13:17.820]  但是因爲要拯救世人的緣故
[00:13:17.820 --> 00:13:21.380]  完成救贖我們的緣故
[00:13:21.380 --> 00:13:23.260]  天父顏面不看他
[00:13:23.260 --> 00:13:24.420]  你想想看做一個父親
[00:13:24.420 --> 00:13:27.580]  如果你有能力幫助你的孩子
[00:13:27.580 --> 00:13:28.340]  拯救他
[00:13:28.340 --> 00:13:29.900]  脫離這麼極大的痛苦
[00:13:29.900 --> 00:13:30.700]  你會做嗎
[00:13:30.700 --> 00:13:32.980]  肯定會做
[00:13:32.980 --> 00:13:34.940]  我記得當我大女兒出生的時候
[00:13:34.940 --> 00:13:36.460]  第一天
[00:13:36.460 --> 00:13:39.260]  醫生就發現她有點癲癇的毛病
[00:13:39.260 --> 00:13:43.060]  就是手腳不能控制地站在那裏動
[00:13:43.060 --> 00:13:43.740]  他們就很緊張
[00:13:43.740 --> 00:13:46.620]  就馬上把她送到ICU
[00:13:46.620 --> 00:13:49.940]  ICU就是重症的肩負函
[00:13:49.940 --> 00:13:51.140]  當我去看她的時候
[00:13:51.140 --> 00:13:53.260]  哇 身上插滿了這個管
[00:13:53.260 --> 00:13:54.820]  心中真的是痛如刀割
[00:13:54.820 --> 00:13:56.140]  我說神啊 如果可以的話
[00:13:56.140 --> 00:14:02.180]  我一定代替她來經歷這一切
[00:14:02.180 --> 00:14:05.460]  我相信任何的父親都會如此做啊
[00:14:05.460 --> 00:14:09.020]  何況這位愛她的天父
[00:14:09.020 --> 00:14:10.860]  但是就是因爲這個緣故
[00:14:10.860 --> 00:14:12.540]  耶穌基督說
[00:14:12.540 --> 00:14:18.020]  父啊 祂若可以教這輩離開我
[00:14:18.020 --> 00:14:19.300]  然而不要照我的意思
[00:14:19.300 --> 00:14:21.540]  只要照你的意思
[00:14:21.540 --> 00:14:24.180]  但是耶穌基督不是爲他自己的罪
[00:14:24.180 --> 00:14:25.300]  而是爲你的罪
[00:14:25.300 --> 00:14:28.100]  你的罪 你的罪 我的罪
[00:14:28.100 --> 00:14:31.740]  釘石在十字架上
[00:14:31.740 --> 00:14:34.820]  所以在耶穌基督還沒來到世上之前
[00:14:34.820 --> 00:14:36.340]  七百年
[00:14:36.340 --> 00:14:39.820]  沈寧藉助先知以賽亞告訴我們
[00:14:39.820 --> 00:14:42.780]  耶穌基督在十字架上會做了什麼事情
[00:14:42.780 --> 00:14:45.020]  以賽亞書第五十三章第六節告訴我們什麼
[00:14:45.020 --> 00:14:47.300]  我們都如羊走迷
[00:14:47.300 --> 00:14:48.500]  個人偏行幾路
[00:14:48.500 --> 00:14:50.340]  是我們的罪嘛 偏行幾路
[00:14:50.340 --> 00:14:51.300]  耶和華怎麼樣
[00:14:51.300 --> 00:14:56.420]  使我們衆人的罪孽都歸在祂身上
[00:14:56.420 --> 00:14:59.820]  一個人的罪已經噹噹的不得了了
[00:14:59.820 --> 00:15:03.140]  這裏說衆人的罪孽都歸在祂身上
[00:15:03.140 --> 00:15:03.900]  你可以想象嗎
[00:15:03.900 --> 00:15:05.500]  那時候全世界所有人的罪
[00:15:05.500 --> 00:15:06.620]  包括你我的罪
[00:15:06.620 --> 00:15:09.580]  都歸在耶穌基督的身上
[00:15:09.580 --> 00:15:12.980]  因此這位聖潔這位榮耀
[00:15:12.980 --> 00:15:17.700]  這位慈愛的神
[00:15:17.700 --> 00:15:22.380]  因爲衆人的罪都壓在耶穌基督身上的時候
[00:15:22.380 --> 00:15:26.540]  這位聖潔的神就顏面不堪
[00:15:26.540 --> 00:15:30.980]  被釘死在十字架上的耶穌
[00:15:30.980 --> 00:15:33.780]  因此耶穌才呼喊說
[00:15:33.780 --> 00:15:37.940]  一粒一粒拉拔沙巴格達尼
[00:15:37.940 --> 00:15:40.660]  我的神我的神
[00:15:40.660 --> 00:15:45.100]  你爲何離棄我
[00:15:45.100 --> 00:15:47.180]  耶穌就是如此勇敢的
[00:15:47.180 --> 00:15:51.660]  面對光明與黑暗的這樣一個征戰
[00:15:51.660 --> 00:15:52.620]  當祂如此做的時候
[00:15:52.620 --> 00:15:54.300]  祂的門徒做什麼呢
[00:15:54.300 --> 00:15:56.060]  都在睡覺了
[00:15:56.060 --> 00:15:58.060]  門徒們應該和祂一起警醒
[00:15:58.060 --> 00:15:59.180]  祂說你們在這裏
[00:15:59.180 --> 00:16:00.820]  我一同警醒
[00:16:00.820 --> 00:16:02.500]  祂就走不遠的地方
[00:16:02.500 --> 00:16:03.420]  在那裏伏伏
[00:16:03.420 --> 00:16:04.780]  在那裏禱告神
[00:16:04.780 --> 00:16:05.580]  回頭一看
[00:16:05.580 --> 00:16:09.300]  祂三個門徒在那裏呼呼大睡
[00:16:09.300 --> 00:16:11.540]  原來祂的門徒也經過另外一場的征戰
