
[00:00:00.000 --> 00:00:06.600]  今天教會安排的經文是出埃及記第六章
[00:04:03.700 --> 00:04:04.800]  等於中國
[00:04:04.800 --> 00:04:07.900]  怎麼可以秦始皇搞定了螞蟻長城
[00:04:07.900 --> 00:04:09.900]  到今天其實是一個奧秘
[00:04:09.900 --> 00:04:11.700]  怎麼抬那些石上去呢
[00:04:11.700 --> 00:04:13.400]  奧秘
[00:04:13.400 --> 00:04:15.400]  但是他在四十年皇宮
[00:04:15.400 --> 00:04:18.700]  你會發覺摩西沒什麼做大事
[00:04:18.700 --> 00:04:20.400]  只是享受在皇宮的生活
[00:04:20.400 --> 00:04:21.700]  他唯一一件大事
[00:04:21.700 --> 00:04:24.200]  就是殺了一個埃及人
[00:04:24.200 --> 00:04:25.300]  因為他受不了
[00:04:25.300 --> 00:04:26.600]  這個埃及人
[00:04:26.600 --> 00:04:30.100]  來複代自己的同胞
[00:04:30.100 --> 00:04:30.900]  希伯利人
[00:04:30.900 --> 00:04:31.700]  以色列人
[00:04:31.700 --> 00:04:33.000]  於是殺了他
[00:04:33.000 --> 00:04:34.500]  因為他這個行為
[00:04:34.500 --> 00:04:36.300]  他要逃亡
[00:04:36.300 --> 00:04:37.700]  用了俗一點
[00:04:37.700 --> 00:04:39.400]  他要逃離了埃及
[00:04:39.400 --> 00:04:42.400]  就去了一個米田的地方
[00:04:42.400 --> 00:04:44.200]  是一個曠野
[00:04:44.200 --> 00:04:46.400]  那四十年其實坦白說
[00:04:46.400 --> 00:04:47.600]  聖經很有趣
[00:04:47.600 --> 00:04:50.800]  聖經就用了三節
[00:04:50.800 --> 00:04:52.000]  三節聖經
[00:04:52.000 --> 00:04:53.600]  來描述他那四十年
[00:04:53.600 --> 00:04:54.500]  哇 多厲害
[00:04:54.500 --> 00:04:56.200]  因為聖經作者真的無可定
[00:04:56.200 --> 00:04:56.900]  如果不是神
[00:04:56.900 --> 00:04:58.400]  不知道怎麼作
[00:04:58.400 --> 00:05:01.400]  三節描述了四十年
[00:05:01.400 --> 00:05:03.400]  哇 那些文筆非常之好
[00:05:03.400 --> 00:05:05.400]  就在春亞及記第二章
[00:05:05.400 --> 00:05:08.200]  我們讀一讀那三節的聖經好不好
[00:05:08.200 --> 00:05:09.700]  準備 一二三
[00:05:09.700 --> 00:05:12.800]  摩西金心和哪人同住
[00:05:12.800 --> 00:05:15.800]  哪人把他的女兒西波拉
[00:05:15.800 --> 00:05:17.800]  給摩西為妻
[00:05:17.800 --> 00:05:20.600]  西波拉生了一個兒子
[00:05:20.600 --> 00:05:23.600]  摩西給他起名叫格遜
[00:05:23.600 --> 00:05:24.500]  意思說
[00:05:24.500 --> 00:05:27.900]  因我在外邦作了記據的
[00:05:27.900 --> 00:05:29.100]  過了多年
[00:05:29.100 --> 00:05:30.800]  埃及王死了
[00:05:30.800 --> 00:05:33.200]  以色列人因作苦功
[00:05:33.200 --> 00:05:35.400]  就嘆息哀求
[00:05:35.400 --> 00:05:39.400]  他們的哀聲達於神
[00:05:39.400 --> 00:05:42.500]  其實最近Netflix不是有講摩西的嗎
[00:05:42.500 --> 00:05:44.200]  如果大家有看過摩西
[00:05:44.200 --> 00:05:47.200]  用了三集講摩西
[00:05:47.200 --> 00:05:49.400]  但這裡用了三節講摩西
[00:05:49.400 --> 00:05:53.500]  但其實頭兩節才是他的四十年
[00:05:53.500 --> 00:05:54.800]  最後一節
[00:05:54.800 --> 00:05:58.900]  其實是講他人生的轉捩點
[00:05:58.900 --> 00:06:00.200]  他的轉捩點就是
[00:06:00.200 --> 00:06:05.000]  以色列人被埃及苦待
[00:06:05.000 --> 00:06:06.800]  苦待了差不多一百年
[00:06:06.800 --> 00:06:11.000]  如果大家昨天有聽李牧師講到
[00:06:11.000 --> 00:06:14.100]  以色列百姓在約瑟打後
[00:06:14.100 --> 00:06:17.000]  有四百三十年在埃及
[00:06:17.000 --> 00:06:18.600]  頭三百年
[00:06:18.600 --> 00:06:19.800]  太平盛世
[00:06:19.800 --> 00:06:21.100]  發達
[00:06:21.100 --> 00:06:21.900]  那時候也發達
[00:06:21.900 --> 00:06:23.500]  所以猶太人發達
[00:06:23.500 --> 00:06:24.300]  那時候已經發達
[00:06:24.300 --> 00:06:25.400]  不只是現在發達
[00:06:25.400 --> 00:06:26.600]  發達
[00:06:26.600 --> 00:06:28.200]  三百年發達
[00:06:28.200 --> 00:06:30.400]  但到了三百年一年
[00:06:30.400 --> 00:06:33.000]  有一個不懂得約瑟的法老
[00:06:33.000 --> 00:06:34.000]  做皇帝
[00:06:34.000 --> 00:06:36.100]  覺得錢都去了
[00:06:36.100 --> 00:06:37.200]  是以色列百姓
[00:06:37.200 --> 00:06:40.800]  於是開始叫他們做奴隸
[00:06:40.800 --> 00:06:44.400]  奴隸了差不多一百年的時間
[00:06:44.400 --> 00:06:46.200]  或者一百三十年
[00:06:46.200 --> 00:06:47.600]  不同的解經階
[00:06:47.600 --> 00:06:50.200]  在年份上有一點點不同
[00:06:50.200 --> 00:06:52.000]  於是他很慘
[00:06:52.000 --> 00:06:53.400]  向上帝呼求
[00:06:53.400 --> 00:06:55.000]  二十三節
[00:06:55.000 --> 00:06:58.000]  就講了這班人向上帝呼求
[00:06:58.000 --> 00:06:59.900]  因為這個呼求
[00:06:59.900 --> 00:07:01.400]  大家都聽到
[00:07:01.400 --> 00:07:03.400]  之前我們有些同工講了
[00:07:03.400 --> 00:07:05.200]  神就用了一個神蹟
[00:07:05.200 --> 00:07:10.700]  一個很奇妙的驚激有火的異象
[00:07:10.700 --> 00:07:13.500]  就是呼召了摩西
[00:07:13.500 --> 00:07:19.100]  但是摩西一直都不肯去回應這個呼召
[00:07:19.100 --> 00:07:21.900]  因為這個呼召對他們來說太難了
[00:07:21.900 --> 00:07:23.900]  回到法老
[00:07:23.900 --> 00:07:25.200]  回到埃及
[00:07:25.200 --> 00:07:28.500]  去帶以色列百姓離開埃及
[00:07:28.500 --> 00:07:30.800]  Who am I? 我是誰?
[00:07:30.800 --> 00:07:35.900]  四十年在曠野見羊多過見人
[00:07:35.900 --> 00:07:38.800]  所以變成他會跟神說
[00:07:38.800 --> 00:07:40.700]  我真的不可能的
[00:07:40.700 --> 00:07:42.700]  除非你給我一些神蹟
[00:07:42.700 --> 00:07:44.900]  除非你講你的名字給我聽
[00:07:44.900 --> 00:07:46.400]  用了很多的藉口
[00:07:46.400 --> 00:07:47.700]  到最後他就說
[00:07:47.700 --> 00:07:49.500]  我絕口笨舌
[00:07:49.500 --> 00:07:51.700]  因為他常常見羊多過見人
[00:07:51.700 --> 00:07:56.000]  他扮羊叫還會多過講人話
[00:07:56.000 --> 00:07:57.000]  他說我絕口笨舌
[00:07:57.000 --> 00:07:58.000]  我不懂
[00:07:58.000 --> 00:07:59.600]  所以到了一個地步
[00:07:59.600 --> 00:08:02.100]  他就跟神說
[00:08:02.100 --> 00:08:03.400]  還是不好
[00:08:03.400 --> 00:08:06.000]  但是最後他去了
[00:08:06.000 --> 00:08:07.800]  最後去了
[00:08:07.800 --> 00:08:10.600]  以致到去到見法老
[00:08:10.600 --> 00:08:13.800]  他卻不成功
[00:08:13.800 --> 00:08:15.400]  而這裡是第二次
[00:08:15.400 --> 00:08:16.600]  神再呼召他
[00:08:16.600 --> 00:08:18.200]  他說你要去
[00:08:18.200 --> 00:08:20.400]  那究竟第二次
[00:08:20.400 --> 00:08:22.900]  上帝有什麼事情做了
[00:08:22.900 --> 00:08:25.000]  令到摩西
[00:08:25.000 --> 00:08:31.000]  他真的去走最後四十年的人生
[00:08:31.000 --> 00:08:33.300]  我今天的題目就是回應呼召
[00:08:33.300 --> 00:08:34.500]  永不放棄
[00:08:34.500 --> 00:08:36.300]  回應呼召其實
[00:08:36.300 --> 00:08:38.300]  在我自己的年代
[00:08:38.300 --> 00:08:40.000]  在我自己回應神的呼召
[00:08:40.000 --> 00:08:41.500]  差不多五十多年前
[00:08:41.500 --> 00:08:42.700]  我回應神的呼召
[00:08:42.700 --> 00:08:43.500]  我說神啊
[00:08:43.500 --> 00:08:46.700]  你呼召我要成為一個全世界侍奉的人
[00:08:46.700 --> 00:08:47.700]  在那個年代
[00:08:47.700 --> 00:08:49.300]  五十多年前的年代
[00:08:49.300 --> 00:08:53.000]  呼召是特別呼召傳道人的
[00:08:53.000 --> 00:08:54.900]  因為在那個年代的教導
[00:08:54.900 --> 00:08:56.800]  是所謂二分法
[00:08:56.800 --> 00:08:57.900]  什麼叫二分法呢
[00:08:57.900 --> 00:08:59.600]  就是有屬世
[00:08:59.600 --> 00:09:01.400]  有屬靈的
[00:09:01.400 --> 00:09:04.400]  我們呼召就是屬靈的
[00:09:04.400 --> 00:09:05.500]  大家明白嗎
[00:09:05.500 --> 00:09:06.800]  做傳道人
[00:09:06.800 --> 00:09:08.100]  放下一切東西
[00:09:08.100 --> 00:09:09.300]  去做傳道人
[00:09:09.300 --> 00:09:10.400]  這個是屬靈
[00:09:10.400 --> 00:09:11.900]  但屬世就是上班
[00:09:11.900 --> 00:09:13.500]  你跟介哥說的很屬世
[00:09:13.500 --> 00:09:14.400]  怎麼知道是上班
[00:09:14.400 --> 00:09:16.300]  在五十年前是真的這麼說的
[00:09:16.300 --> 00:09:17.400]  你們很屬世
[00:09:17.400 --> 00:09:20.200]  所以在屬世屬靈的觀點裡面
[00:09:20.200 --> 00:09:21.300]  我們這幫人
[00:09:21.300 --> 00:09:23.000]  被呼召出來做一個傳道人
[00:09:23.000 --> 00:09:24.300]  我們覺得自己是
[00:09:24.300 --> 00:09:27.300]  特別地位高一點
[00:09:27.300 --> 00:09:28.800]  因為當時的牧師就說
[00:09:28.800 --> 00:09:30.100]  喂 你知不知道
[00:09:30.100 --> 00:09:32.700]  你們的呼召是最高的呼召
[00:09:32.700 --> 00:09:34.300]  The High Calling
[00:09:34.300 --> 00:09:35.300]  最高的呼召
[00:09:35.300 --> 00:09:36.700]  我們最高呼召
[00:09:36.700 --> 00:09:38.100]  很厲害
[00:09:38.100 --> 00:09:40.400]  但通常去回應這些呼召的人
[00:09:40.400 --> 00:09:41.200]  走出去
[00:09:41.200 --> 00:09:42.800]  大家都在哭
[00:09:42.800 --> 00:09:44.100]  不知道為什麼大家都在哭
[00:09:44.100 --> 00:09:45.000]  為什麼哭呢
[00:09:45.000 --> 00:09:46.000]  為什麼不是介哥那個
[00:09:46.000 --> 00:09:49.900]  為什麼是我
[00:09:49.900 --> 00:09:51.100]  當然他們感動
[00:09:51.100 --> 00:09:51.700]  用今天來說
[00:09:51.700 --> 00:09:53.000]  我們會說感動
[00:09:53.000 --> 00:09:54.500]  我都在哭著出去
[00:09:54.500 --> 00:09:55.600]  為什麼是我
[00:09:55.600 --> 00:09:57.300]  我正在回應介哥
[00:09:57.300 --> 00:09:59.700]  不要是我
[00:09:59.700 --> 00:10:00.700]  真的
[00:10:00.700 --> 00:10:02.000]  我們覺得是最高呼召
[00:10:02.000 --> 00:10:03.500]  但是過去這二十幾年
[00:10:03.500 --> 00:10:04.700]  很大的轉變
[00:10:04.700 --> 00:10:06.400]  開始在教會已經不再說
[00:10:06.400 --> 00:10:07.900]  所謂二分法
[00:10:07.900 --> 00:10:09.100]  屬世屬靈
[00:10:09.100 --> 00:10:09.800]  什麼叫屬世
[00:10:09.800 --> 00:10:11.800]  什麼叫屬靈
[00:10:11.800 --> 00:10:13.400]  看電視是屬靈嗎
[00:10:13.400 --> 00:10:14.500]  還是屬世
[00:10:14.500 --> 00:10:15.200]  當然是屬世
[00:10:15.200 --> 00:10:16.100]  看電視
[00:10:16.100 --> 00:10:17.300]  我的年代不准看電影
[00:10:17.300 --> 00:10:20.400]  知道嗎
[00:10:20.400 --> 00:10:22.500]  但是不是
[00:10:22.500 --> 00:10:24.100]  我看電視
[00:10:24.100 --> 00:10:25.400]  我看電影的餘年
[00:10:25.400 --> 00:10:26.000]  比我還要奇怪
[00:10:26.000 --> 00:10:27.700]  在中國
[00:10:27.700 --> 00:10:28.400]  挺過癮
[00:10:28.400 --> 00:10:29.100]  笑話也好
[00:10:29.100 --> 00:10:31.900]  對不對
[00:10:31.900 --> 00:10:34.100]  甚至我看新聞
[00:10:34.100 --> 00:10:35.600]  一定不會屬世的
[00:10:35.600 --> 00:10:37.300]  我可以為看新聞的人
[00:10:37.300 --> 00:10:38.400]  一些地方祈禱
[00:10:38.400 --> 00:10:41.200]  可以嗎
[00:10:41.200 --> 00:10:43.100]  其實屬世屬靈
[00:10:43.100 --> 00:10:45.600]  是在乎一個心態
[00:10:45.600 --> 00:10:47.200]  不是在乎那個行動
[00:10:47.200 --> 00:10:49.800]  於是現在開始轉化
[00:10:49.800 --> 00:10:51.000]  轉變就是說
[00:10:51.000 --> 00:10:52.300]  各位弟兄姐妹
[00:10:52.300 --> 00:10:54.700]  今天你在銀行上班
[00:10:54.700 --> 00:10:57.300]  今天你做任何職場的工作
[00:10:57.300 --> 00:10:59.200]  今天你做商人
[00:10:59.200 --> 00:11:01.900]  都是神的呼召
[00:11:01.900 --> 00:11:03.300]  今天你做家庭主婦
[00:11:03.300 --> 00:11:05.800]  都是神的呼召
[00:11:05.800 --> 00:11:07.400]  所以今天我們已經不再分
[00:11:07.400 --> 00:11:08.400]  誰是最高呼召
[00:11:08.400 --> 00:11:09.500]  誰是最低呼召
[00:11:09.500 --> 00:11:11.600]  今天我們大家都是平等
[00:11:11.600 --> 00:11:13.700]  所以我從來都不喜歡說
[00:11:13.700 --> 00:11:15.200]  平信徒三個字
[00:11:15.200 --> 00:11:17.000]  平信徒三個字真的不好聽
[00:11:17.000 --> 00:11:20.100]  因為平信徒好像很平似的
[00:11:20.100 --> 00:11:21.500]  平平無奇的信徒
[00:11:21.500 --> 00:11:22.700]  挺沒意思的
[00:11:22.700 --> 00:11:24.000]  不是啊
[00:11:24.000 --> 00:11:26.200]  在隔壁說的不是平信徒
[00:11:26.200 --> 00:11:28.100]  你是最高的呼召
[00:11:28.100 --> 00:11:30.400]  你要去做上帝的光
[00:11:30.400 --> 00:11:32.700]  上帝的業
[00:11:32.700 --> 00:11:34.200]  摩西怎麼轉變
[00:11:34.200 --> 00:11:36.100]  其實第一點
[00:11:36.100 --> 00:11:38.800]  原來回應神的呼召
[00:11:38.800 --> 00:11:40.900]  不一定順利的
[00:11:40.900 --> 00:11:42.300]  但是我們很深信神
[00:11:42.300 --> 00:11:45.000]  給我們任何所面對的事情
[00:11:45.000 --> 00:11:46.600]  都是祂容許
[00:11:46.600 --> 00:11:49.200]  而是對我們最好
[00:11:49.200 --> 00:11:50.800]  摩西
[00:11:50.800 --> 00:11:54.200]  當他第一次神呼召他的時候
[00:11:54.200 --> 00:11:55.700]  神跟他說了一句話
[00:11:55.700 --> 00:11:56.800]  大家可能記得
[00:11:56.800 --> 00:11:59.000]  之前同工一定說過
[00:11:59.000 --> 00:12:03.600]  第三章第十九節
[00:12:03.600 --> 00:12:08.700]  他說我知道雖用大能的手
[00:12:08.700 --> 00:12:14.300]  埃及王也不容你們去
[00:12:14.300 --> 00:12:15.700]  神跟摩西說
[00:12:15.700 --> 00:12:18.400]  雖然我用神用大能的手
[00:12:18.400 --> 00:12:19.900]  化學都不會讓你去
[00:12:19.900 --> 00:12:23.500]  那我去做什麼
[00:12:23.500 --> 00:12:24.200]  如果有一份工作
[00:12:24.200 --> 00:12:25.300]  明天見工
[00:12:25.300 --> 00:12:27.100]  你今天祈禱神跟你說
[00:12:27.100 --> 00:12:28.500]  明天的工作一定不請你
[00:12:28.500 --> 00:12:31.000]  我去做什麼
[00:12:31.000 --> 00:12:32.200]  你去嗎
[00:12:32.200 --> 00:12:33.000]  說明不請你去
[00:12:33.000 --> 00:12:33.800]  你去嗎
[00:12:33.800 --> 00:12:34.300]  當然不去
[00:12:34.300 --> 00:12:35.200]  去做什麼
[00:12:35.200 --> 00:12:36.300]  但是為什麼他會去
[00:12:36.300 --> 00:12:39.000]  因為第二十節說了一句話
[00:12:39.000 --> 00:12:40.600]  給他一個應許
[00:12:40.600 --> 00:12:41.600]  這個應許就是說
[00:12:41.600 --> 00:12:45.500]  我必伸手在埃及中間
[00:12:45.500 --> 00:12:47.400]  施行我一切的歧視
[00:12:47.400 --> 00:12:48.300]  攻擊那地
[00:12:48.300 --> 00:12:50.500]  然後他才容你們去
[00:12:50.500 --> 00:12:51.400]  喂
[00:12:51.400 --> 00:12:53.800]  第十九節就說
[00:12:53.800 --> 00:12:55.300]  化學不會讓你去的
[00:12:55.300 --> 00:12:56.100]  二十節就說
[00:12:56.100 --> 00:12:57.400]  我一定會出手
[00:12:57.400 --> 00:12:59.900]  一定會讓你去
[00:12:59.900 --> 00:13:01.200]  那摩西就去
[00:13:01.200 --> 00:13:03.200]  上帝的應許
[00:13:03.200 --> 00:13:05.700]  誰知道去到
[00:13:05.700 --> 00:13:07.000]  沒有
[00:13:07.000 --> 00:13:10.000]  不單止法老不讓意識的百姓去
[00:13:10.000 --> 00:13:14.500]  還加重了意識的百姓做奴隸的工作
[00:13:14.500 --> 00:13:16.600]  所以那些意識的百姓就覺得
[00:13:16.600 --> 00:13:17.400]  搞錯了
[00:13:17.400 --> 00:13:19.700]  摩西早知道你不要來
[00:13:19.700 --> 00:13:20.500]  你不來更好
[00:13:20.500 --> 00:13:22.300]  你來就更壞
[00:13:22.300 --> 00:13:23.800]  埋怨了摩西
[00:13:23.800 --> 00:13:25.500]  所以摩西去到第六章就說
[00:13:25.500 --> 00:13:26.900]  我為什麼要去
[00:13:26.900 --> 00:13:28.400]  但是第六章第一節
[00:13:28.400 --> 00:13:29.500]  耶和華對摩西說
[00:13:29.500 --> 00:13:32.500]  現在你必看見我向法老所行的事
[00:13:32.500 --> 00:13:34.800]  使他因我大量的手
[00:13:34.800 --> 00:13:37.000]  用意識的人去
[00:13:37.000 --> 00:13:39.300]  且把他們趕出他的地
[00:13:39.300 --> 00:13:41.200]  說什麼
[00:13:41.200 --> 00:13:42.600]  第三章不是說了嗎
[00:13:42.600 --> 00:13:43.100]  沒有啊
[00:13:43.100 --> 00:13:44.800]  你沒有出手
[00:13:44.800 --> 00:13:46.300]  再說
[00:13:46.300 --> 00:13:46.800]  喂
[00:13:46.800 --> 00:13:48.400]  是不是真的
[00:13:48.400 --> 00:13:50.800]  人一定會有這樣的感受
[00:13:50.800 --> 00:13:53.200]  明知這份工作不請你
[00:13:53.200 --> 00:13:55.900]  你走出去見完之後都不請你
[00:13:55.900 --> 00:13:56.800]  但是神話
[00:13:56.800 --> 00:13:58.200]  我會用大量的手
[00:13:58.200 --> 00:13:59.600]  改他的聲音
[00:13:59.600 --> 00:14:01.000]  由不請變請
[00:14:01.000 --> 00:14:03.800]  是不是這樣
[00:14:03.800 --> 00:14:05.200]  沒有啊
[00:14:05.200 --> 00:14:07.400]  第二章還去不去
[00:14:07.400 --> 00:14:09.500]  玩什麼
[00:14:09.500 --> 00:14:10.400]  摩西就是這樣
[00:14:10.400 --> 00:14:11.100]  玩什麼
[00:14:11.100 --> 00:14:13.800]  但是為什麼摩西後來都會去
[00:14:13.800 --> 00:14:16.600]  就是第六章由第二節到第八節
[00:14:16.600 --> 00:14:18.500]  那他說什麼呢
[00:14:18.500 --> 00:14:20.200]  耶和華神用了第一身
[00:14:20.200 --> 00:14:21.400]  用他自己的第一身
[00:14:21.400 --> 00:14:22.300]  跟摩西說話
[00:14:22.300 --> 00:14:23.200]  他說摩西
[00:14:23.200 --> 00:14:23.900]  你想想
[00:14:23.900 --> 00:14:26.300]  昔日我跟你的先烈祖
[00:14:26.300 --> 00:14:29.600]  一定會入英去之地
[00:14:29.600 --> 00:14:33.200]  我說的話一定會算數的
[00:14:33.200 --> 00:14:34.500]  就是因為這幾句話
[00:14:34.500 --> 00:14:37.000]  開始軟化了摩西的心
[00:14:37.000 --> 00:14:38.900]  但是摩西最後都說不去
[00:14:38.900 --> 00:14:41.700]  他說我是絕口笨舌
[00:14:41.700 --> 00:14:44.200]  以至出現了第七章第一節
[00:14:44.200 --> 00:14:45.500]  第七章第一節就是
[00:14:45.500 --> 00:14:46.400]  很明顯就是
[00:14:46.400 --> 00:14:49.900]  他說我使你在法老面前代替什麼
[00:14:49.900 --> 00:14:50.600]  神啊
[00:14:50.600 --> 00:14:51.900]  他代替神
[00:14:51.900 --> 00:14:56.800]  你的哥哥亞倫是替你說話
[00:14:56.800 --> 00:14:58.800]  他說你絕口笨舌嗎
[00:14:58.800 --> 00:14:59.700]  不要緊
[00:14:59.700 --> 00:15:01.700]  你之前說過的是不是
[00:15:01.700 --> 00:15:03.700]  他說你要代替神
[00:15:03.700 --> 00:15:05.300]  我要解經要小心
[00:15:05.300 --> 00:15:07.200]  他不是變成神啊摩西
[00:15:07.200 --> 00:15:09.300]  他只是用了神的權柄
[00:15:09.300 --> 00:15:10.300]  去說一些話
