
[00:00:00.000 --> 00:00:02.000]  好 鄧小妹 讓我們在聆聽主導以先
[00:08:10.000 --> 00:08:13.000]  但這種的牧養方式
[00:08:13.000 --> 00:08:15.000]  是今時今日沒有人喜歡的
[00:08:15.000 --> 00:08:17.000]  要解聖經
[00:08:17.000 --> 00:08:19.000]  我聽聖經聽那麼多幹什麼
[00:08:19.000 --> 00:08:21.000]  都不applicable都不適合我
[00:08:21.000 --> 00:08:24.000]  用不著
[00:08:24.000 --> 00:08:27.000]  所以我見過不少忠心的牧者
[00:08:27.000 --> 00:08:29.000]  在教會真是傳主的傳得很好
[00:08:29.000 --> 00:08:33.000]  永遠在教會就被人踩住
[00:08:33.000 --> 00:08:35.000]  後來甚至怎樣
[00:08:35.000 --> 00:08:37.000]  因為講對唐道
[00:08:37.000 --> 00:08:39.000]  有些人不喜歡聽就把他踢走
[00:08:39.000 --> 00:08:44.000]  這些情況為什麼會在教會出現
[00:08:44.000 --> 00:08:47.000]  今日就出現一單給你看
[00:08:47.000 --> 00:08:50.000]  今日所看的這單的事情
[00:08:50.000 --> 00:08:53.000]  就是談論到撒刀該人
[00:08:53.000 --> 00:08:58.000]  撒刀該人很幸運
[00:08:58.000 --> 00:09:01.000]  他們可以和耶穌見面
[00:09:01.000 --> 00:09:03.000]  大家都很想和耶穌見面
[00:09:03.000 --> 00:09:05.000]  你想不想和耶穌見面
[00:09:05.000 --> 00:09:10.000]  大家的眼神好像很迷惘
[00:09:10.000 --> 00:09:12.000]  我很想和耶穌見面
[00:09:12.000 --> 00:09:15.000]  我現在見到這個世界這麼狼狽
[00:09:15.000 --> 00:09:17.000]  我真是快見面好一點
[00:09:17.000 --> 00:09:23.000]  見到這個世界這麼惡行又彰顯
[00:09:23.000 --> 00:09:26.000]  他有這樣的機會
[00:09:26.000 --> 00:09:28.000]  耶穌和他很小心翼翼地講
[00:09:28.000 --> 00:09:31.000]  而且耶穌多次講話
[00:09:31.000 --> 00:09:34.000]  他們找人去攝聽
[00:09:34.000 --> 00:09:35.000]  講什麼呢
[00:09:35.000 --> 00:09:39.000]  耶穌多次和他的門徒
[00:09:39.000 --> 00:09:41.000]  甚至他的群眾
[00:09:41.000 --> 00:09:45.000]  在公眾的場合私底下都跟他們講
[00:09:45.000 --> 00:09:51.000]  我將會被釘死在十字架上
[00:09:51.000 --> 00:09:55.000]  但是第三天後我會復活
[00:09:55.000 --> 00:09:58.000]  單單在馬太福音裡面十六章
[00:09:58.000 --> 00:09:59.000]  二十一至十七章
[00:09:59.000 --> 00:10:00.000]  二十二至二十三節
[00:10:00.000 --> 00:10:03.000]  和二十章十七至十九節
[00:10:03.000 --> 00:10:05.000]  裡面都清楚記載到
[00:10:05.000 --> 00:10:10.000]  耶穌去陳述給門徒知道
[00:10:10.000 --> 00:10:13.000]  群眾知道
[00:10:13.000 --> 00:10:15.000]  撒刀該人不是不知道
[00:10:15.000 --> 00:10:17.000]  撒刀該人收了消息
[00:10:17.000 --> 00:10:19.000]  收了消息
[00:10:19.000 --> 00:10:21.000]  但是聽到又如何呢
[00:10:21.000 --> 00:10:24.000]  不適合聽
[00:10:24.000 --> 00:10:26.000]  當然不適合聽
[00:10:26.000 --> 00:10:29.000]  二十三節一開始就講了給我們聽
[00:10:29.000 --> 00:10:34.000]  撒刀該人常說沒有復活的事
[00:10:34.000 --> 00:10:36.000]  原來他們很強調
[00:10:36.000 --> 00:10:43.000]  很強調認為沒有復活的事
[00:10:43.000 --> 00:10:45.000]  當他認為沒有
[00:10:45.000 --> 00:10:50.000]  他就要全世界的人都認同他是沒有
[00:10:50.000 --> 00:10:54.000]  耶穌你就出來唱這番話
[00:10:54.000 --> 00:10:59.000]  於是這群撒刀該人在這個時候
[00:10:59.000 --> 00:11:02.000]  不是因為聽見耶穌講復活的問題
[00:11:02.000 --> 00:11:04.000]  來尋問耶穌
[00:11:04.000 --> 00:11:06.000]  而是聽到耶穌這件事
[00:11:06.000 --> 00:11:08.000]  不合心意的時候
[00:11:08.000 --> 00:11:14.000]  要進一步去否定耶穌有復活的事
[00:11:14.000 --> 00:11:18.000]  他們希望藉著否定復活這件事情
[00:11:18.000 --> 00:11:23.000]  去證明自己的信仰是對的
[00:11:23.000 --> 00:11:27.000]  這就是今天我們所看的這段聖經
[00:11:27.000 --> 00:11:36.000]  那個背景的情況
[00:11:36.000 --> 00:11:38.000]  以馬內華人寢信會
[00:11:38.000 --> 00:11:41.000]  不知道是請對的牧師還是請錯的牧師
[00:11:41.000 --> 00:11:45.000]  牧師只是講聖經的說話
[00:11:45.000 --> 00:11:48.000]  講了之後有很多事情是不合心意的
[00:11:48.000 --> 00:11:50.000]  因為很多事情是不合心意的
[00:11:50.000 --> 00:11:55.000]  所以教會常常都是嘮叨的
[00:11:55.000 --> 00:11:59.000]  又被人說人少又說怎樣
[00:11:59.000 --> 00:12:01.000]  最激烈的一句就是這些不是教會
[00:12:01.000 --> 00:12:04.000]  是假的
[00:12:04.000 --> 00:12:07.000]  但在聖經裡面講教會
[00:12:07.000 --> 00:12:10.000]  其實應該是一群想認識主導的人
[00:12:10.000 --> 00:12:14.000]  聚在一起履行上帝的旨意
[00:12:14.000 --> 00:12:18.000]  因此在這樣的情況之下
[00:12:18.000 --> 00:12:23.000]  是否以馬內華人寢信會是假的呢
[00:12:23.000 --> 00:12:27.000]  我們來看看今天這段聖經
[00:12:27.000 --> 00:12:31.000]  怎樣殺到一個人要想證明耶穌是錯的
[00:12:31.000 --> 00:12:33.000]  耶穌是假的
[00:12:33.000 --> 00:12:35.000]  最後是否假呢
[00:12:35.000 --> 00:12:37.000]  給了一個這樣的開場白
[00:12:37.000 --> 00:12:38.000]  大家看看
[00:12:38.000 --> 00:12:40.000]  不如我們一起再次打開這段聖經
[00:12:40.000 --> 00:12:42.000]  剛才Sandy幫我們讀了一次
[00:12:42.000 --> 00:12:44.000]  我們再讀一次
[00:12:44.000 --> 00:12:46.000]  熟悉一下這段聖經的內文
[00:12:46.000 --> 00:12:48.000]  其實這段聖經
[00:12:48.000 --> 00:12:51.000]  常常有很多不信主的人都跟你講
[00:12:51.000 --> 00:12:53.000]  信主就講 不信主就講
[00:12:53.000 --> 00:12:55.000]  究竟想講些甚麼呢
[00:12:55.000 --> 00:12:58.000]  我們一起去看看
[00:12:58.000 --> 00:13:00.000]  從當中怎樣去看
[00:13:00.000 --> 00:13:02.000]  這班人怎樣去否定耶穌
[00:13:02.000 --> 00:13:04.000]  耶穌怎樣解答他們的問題
[00:13:04.000 --> 00:13:05.000]  我們一起打開
[00:13:05.000 --> 00:13:17.000]  馬太福音第二十二章二十三至三十三章
[00:13:17.000 --> 00:13:24.000]  「殺到該人常說沒有復活的事,那天他們來問耶穌說,
[00:13:24.000 --> 00:13:32.000]  夫子莫世說人若死了,沒有孩子,他兄弟當取他的妻,
[00:13:32.000 --> 00:13:35.000]  為哥哥生子立後。
[00:13:35.000 --> 00:13:38.000]  從前在我們這裡有弟兄七人,
[00:13:38.000 --> 00:13:42.000]  第一個娶了妻,死了,沒有孩子,
[00:13:42.000 --> 00:13:45.000]  結下妻子,給兄弟。
[00:13:45.000 --> 00:13:49.000]  第二、第三直到第七個,都是如此,
[00:13:49.000 --> 00:13:52.000]  末後婦人也死了,
[00:13:52.000 --> 00:13:54.000]  這樣當復活的時候,
[00:13:54.000 --> 00:13:58.000]  她是七個人中哪一個的妻子呢?
[00:13:58.000 --> 00:14:01.000]  因為他們都娶過她。」
[00:14:01.000 --> 00:14:04.000]  耶穌回答說:「你們錯了,
[00:14:04.000 --> 00:14:08.000]  因為不明白聖經,也不曉得神的大能。
[00:14:08.000 --> 00:14:12.000]  當復活的時候,人也不娶也不嫁,
[00:14:12.000 --> 00:14:15.000]  乃像天上的使者一樣,
[00:14:15.000 --> 00:14:20.000]  論到死人復活,神的經上向你們所說的,
[00:14:20.000 --> 00:14:22.000]  你們沒有念過嗎?」
[00:14:22.000 --> 00:14:26.000]  祂說:「我是阿巴拉罕神,
[00:14:26.000 --> 00:14:31.000]  以撒的神,瓦割的神,神不是死人的神,
[00:14:31.000 --> 00:14:34.000]  但是活人的神,眾人聽見這話,
[00:14:34.000 --> 00:14:38.000]  就希其他的教訓。」
[00:14:38.000 --> 00:14:41.000]  在這段聖經之前,我們已經說過的,
[00:14:41.000 --> 00:14:47.000]  就是有關於那份所謂從神而來的苦澀的愛。
[00:14:47.000 --> 00:14:53.000]  我們原本是一個不配上帝所拯救的罪人,
[00:14:53.000 --> 00:14:59.000]  但是上帝又差他的兒子來為我們捨身流血,
[00:14:59.000 --> 00:15:01.000]  拯救我們回去,
[00:15:01.000 --> 00:15:06.000]  我們在一種不配以及榮幸之間,
[00:15:06.000 --> 00:15:08.000]  在今天的生活裡面,
[00:15:08.000 --> 00:15:13.000]  激勵我們繼續能夠在上帝裡面而活。
[00:15:13.000 --> 00:15:17.000]  這種激勵我簡稱為一種感恩的心,
[00:15:17.000 --> 00:15:23.000]  我們對上帝在感恩的生活裡面去活著。
[00:15:23.000 --> 00:15:25.000]  當一個人如果沒有這份感恩的心,
[00:15:25.000 --> 00:15:28.000]  他就會試圖坐上神的位置,
[00:15:28.000 --> 00:15:29.000]  自己大哉了。
[00:15:29.000 --> 00:15:31.000]  今天我們所看的這群殺刀割人,
[00:15:31.000 --> 00:15:34.000]  就陷在這樣的問題裡面。
[00:15:34.000 --> 00:15:37.000]  他們不是不講聖經的,
[00:15:37.000 --> 00:15:41.000]  不過他們講聖經真是嚇你一驚。
[00:15:41.000 --> 00:15:43.000]  我們一起看看,
[00:15:43.000 --> 00:15:48.000]  23至28節我給他們一個副題,叫做《引經據典的錯訊》。
[00:15:48.000 --> 00:15:53.000]  哇! 穆斯林原來是引用聖經來相信主,都會錯的?
[00:15:53.000 --> 00:15:55.000]  是啊!
[00:15:55.000 --> 00:15:57.000]  我講得很老實給大家聽,
[00:15:57.000 --> 00:16:00.000]  其實在特別北美洲,
[00:16:00.000 --> 00:16:03.000]  很多邪教異端,
[00:16:03.000 --> 00:16:07.000]  都是從朕信會而出的。
[00:16:07.000 --> 00:16:10.000]  朕信會出名是什麼?
[00:16:10.000 --> 00:16:13.000]  解經。
[00:16:13.000 --> 00:16:16.000]  朕信會最出名的其中一樣東西是什麼?
[00:16:16.000 --> 00:16:18.000]  主日學。
[00:16:18.000 --> 00:16:20.000]  你知道朕信會的傳統,
[00:16:20.000 --> 00:16:21.000]  一定要有主日學,
[00:16:21.000 --> 00:16:23.000]  還要有強的主日學,
[00:16:23.000 --> 00:16:25.000]  什麼都會講的,
[00:16:25.000 --> 00:16:27.000]  用很多方法去教的。
[00:16:27.000 --> 00:16:29.000]  因為為什麼?
[00:16:29.000 --> 00:16:35.000]  朕信會開始的就是由兒童主日學開始。
[00:16:35.000 --> 00:16:37.000]  哇! 你說教聖經教得這麼多,
[00:16:37.000 --> 00:16:39.000]  為什麼都會變成這麼多異端呢?
[00:16:39.000 --> 00:16:42.000]  是啊! 為什麼?
[00:16:42.000 --> 00:16:46.000]  因為當你有了聖經不準確地掌握的時候,
[00:16:46.000 --> 00:16:48.000]  你以為你掌握了上帝,
[00:16:48.000 --> 00:16:51.000]  甚至你以為你控制了上帝,
[00:16:51.000 --> 00:16:54.000]  最後你自己變成上帝。
[00:16:54.000 --> 00:16:57.000]  很多異端就是從這樣而出。
[00:16:57.000 --> 00:16:59.000]  簡單一點來講,
[00:16:59.000 --> 00:17:03.000]  我不是否定什麼教會,
[00:17:03.000 --> 00:17:05.000]  不是強調這一點。
[00:17:05.000 --> 00:17:09.000]  譬如有些的朕信會就是說,
[00:17:09.000 --> 00:17:13.000]  你如果要成為一個真正的基督徒,
[00:17:13.000 --> 00:17:17.000]  你一定要在我這間教會裡面受贈。
[00:17:17.000 --> 00:17:20.000]  不是說參加會友這個問題,
[00:17:20.000 --> 00:17:24.000]  你的救恩是只能夠經過我這間教會的朕禮,
[00:17:24.000 --> 00:17:29.000]  才能夠承認你是真正的救恩。
[00:17:29.000 --> 00:17:33.000]  這種思維是一種錯誤的思維。
[00:17:33.000 --> 00:17:35.000]  不過很奇怪,
[00:17:35.000 --> 00:17:38.000]  這種思維是廣泛流行在很多的教會,
[00:17:38.000 --> 00:17:40.000]  不同宗派的人的心裡面。
[00:17:40.000 --> 00:17:42.000]  就是因為這樣,
[00:17:42.000 --> 00:17:46.000]  這類型的教會自此以為自己只是唯一一個
[00:17:46.000 --> 00:17:50.000]  可以管束你得救與否的一個教會。
[00:17:50.000 --> 00:17:53.000]  這個就是異端的開始。
[00:17:53.000 --> 00:17:56.000]  來到這段聖經,
[00:17:56.000 --> 00:18:05.000]  繼法尼塞人和一班希律黨的人挑戰耶穌之後,
[00:18:05.000 --> 00:18:09.000]  現在又到另一批的人進場了,
[00:18:09.000 --> 00:18:12.000]  這批叫做撒都蓋人。
[00:18:12.000 --> 00:18:17.000]  這批撒都蓋人又去打擾耶穌。
[00:18:17.000 --> 00:18:21.000]  我不知道大家會不會覺得很奇怪,
[00:18:21.000 --> 00:18:27.000]  這個攻擊不如一起來吧,為什麼又要分兩批人來呢?
[00:18:27.000 --> 00:18:30.000]  你不回去學就不知道了。
[00:18:30.000 --> 00:18:33.000]  聖經裡面原來記載了,
[00:18:33.000 --> 00:18:37.000]  猶太教裡面有兩個祭司,
[00:18:37.000 --> 00:18:39.000]  雙祭司制度。
[00:18:39.000 --> 00:18:42.000]  因此在這個猶太教裡面,
[00:18:42.000 --> 00:18:47.000]  也有兩群的領袖在互相牽制對方。
[00:18:47.000 --> 00:18:50.000]  你也成為猶太教的領袖。
[00:18:50.000 --> 00:18:52.000]  神學上是不符合的。
[00:18:52.000 --> 00:18:54.000]  稍後我們看一下就知道了。
[00:18:54.000 --> 00:18:55.000]  撒都蓋人他說,
[00:18:55.000 --> 00:19:00.000]  他從來都不相信有復活這件事。
[00:19:00.000 --> 00:19:05.000]  於是他就走過來跟耶穌進行挑戰。
[00:19:05.000 --> 00:19:10.000]  這班人其實想藉著挑戰耶穌,
[00:19:10.000 --> 00:19:14.000]  去印證自己的信是對的。
[00:19:14.000 --> 00:19:18.000]  《馬太福音》裡面記載撒都蓋人和法尼塞人,
[00:19:18.000 --> 00:19:21.000]  一起去問耶穌的事,
[00:19:21.000 --> 00:19:23.000]  其實不是很多次而已。
[00:19:23.000 --> 00:19:28.000]  他們很多時候是分別去挑戰耶穌。
[00:19:28.000 --> 00:19:29.000]  為什麼呢?
[00:19:29.000 --> 00:19:32.000]  因為原來撒都蓋人不信復活,
[00:19:32.000 --> 00:19:35.000]  但是另一批人法尼塞人,
[00:19:35.000 --> 00:19:41.000]  他卻是相信有復活的事情。
[00:19:41.000 --> 00:19:45.000]  但是因為這個雙祭司的制度,
[00:19:45.000 --> 00:19:51.000]  以及雙重領袖的組織所組成的猶太人公會,
[00:19:51.000 --> 00:19:55.000]  我們要看回當時的一些歷史文獻,
[00:19:55.000 --> 00:19:57.000]  我們就會發現到,
[00:19:57.000 --> 00:20:02.000]  以前有一位猶太人的歷史學家叫Josephus,
[00:20:02.000 --> 00:20:05.000]  中文叫約瑟夫,
[00:20:05.000 --> 00:20:07.000]  如果我沒有記錯,
[00:20:07.000 --> 00:20:09.000]  因為我全部讀英語神學,
[00:20:09.000 --> 00:20:12.000]  我真的不是十分清楚,
[00:20:12.000 --> 00:20:15.000]  因為中文有時這樣翻譯,約瑟夫。
[00:20:15.000 --> 00:20:21.000]  Josephus曾經在他的一本歷史著作《Antiquity》,
[00:20:21.000 --> 00:20:25.000]  第十七章第二節和第四段,
[00:20:25.000 --> 00:20:28.000]  好像在讀Income Tax Act,
[00:20:28.000 --> 00:20:30.000]  裡面就說到,
[00:20:30.000 --> 00:20:34.000]  原來當時的耶路撒冷的猶太人公會,
[00:20:34.000 --> 00:20:40.000]  裡面有六千個法尼塞人,
[00:20:40.000 --> 00:20:44.000]  撒都該人卻是很少數的分子,
[00:20:44.000 --> 00:20:50.000]  整個猶太人公會是被法尼塞人所管治,
[00:20:50.000 --> 00:20:52.000]  又不是,
[00:20:52.000 --> 00:20:57.000]  大家要明白為什麼撒都該人是屬於少數,
[00:20:57.000 --> 00:20:59.000]  因為他們是屬於這批,
[00:20:59.000 --> 00:21:01.000]  我自己也可以這樣說,
[00:21:01.000 --> 00:21:07.000]  是一批擁有祭司最大的resources的群體,
[00:21:07.000 --> 00:21:10.000]  所以雖然他們是屬於少數,
[00:21:10.000 --> 00:21:12.000]  但在約瑟夫的記載裡面,
[00:21:12.000 --> 00:21:15.000]  他們卻是重重掌握,
[00:21:15.000 --> 00:21:20.000]  牢固地掌握到猶太人公會的權力,
[00:21:20.000 --> 00:21:22.000]  人就少一點了,
[00:21:22.000 --> 00:21:26.000]  但是權力就在他們身上,
[00:21:26.000 --> 00:21:29.000]  所以當你去看這一點的時候,
[00:21:29.000 --> 00:21:30.000]  你就會開始明白到,
[00:21:30.000 --> 00:21:35.000]  法尼塞人和撒都該人,
[00:21:35.000 --> 00:21:43.000]  是在一個宗教權力的struggle,
[00:21:43.000 --> 00:21:48.000]  爭奪的過程當中在運作的,
[00:21:48.000 --> 00:21:51.000]  馬太特意在這裡記載出,
[00:21:51.000 --> 00:21:56.000]  撒都該人常常清末有復活這件事情,
[00:21:56.000 --> 00:22:00.000]  是要一方面我們作為讀者的專注,
[00:22:00.000 --> 00:22:06.000]  看到這幫人對於生死問題的理解,
[00:22:06.000 --> 00:22:08.000]  但更重要的就是,
