
[00:00:00.000 --> 00:00:03.200]  我們教會粵語堂的崇拜
[00:03:38.080 --> 00:03:39.720]  最近有一本新的書
[00:03:39.720 --> 00:03:42.640]  這個著作叫做《Not What You Think》
[00:03:42.640 --> 00:03:48.000]  是一對夫婦Michael and Lauren McCavy寫的
[00:03:48.000 --> 00:03:52.160]  它就是針對現代很多的人對聖經有誤解
[00:03:52.160 --> 00:03:56.000]  當一個人對那本書或者那個人有誤解的時候
[00:03:56.000 --> 00:03:57.200]  就很笨拙
[00:03:57.200 --> 00:04:00.880]  很多的心結或者誤會就會出現
[00:04:00.880 --> 00:04:02.760]  它這本書的副題就說
[00:04:02.760 --> 00:04:06.600]  Why the Bible might be nothing we expected
[00:04:06.600 --> 00:04:09.360]  Yet everything we need
[00:04:09.360 --> 00:04:12.080]  其實今天你生命一切所需
[00:04:12.080 --> 00:04:15.320]  就是這一本聖經是生命的故事
[00:04:15.320 --> 00:04:18.720]  是很多精彩的生命真實的故事
[00:04:18.720 --> 00:04:20.360]  是要告訴我們
[00:04:20.360 --> 00:04:24.200]  我們所信的這位又真又活的神是怎樣
[00:04:24.200 --> 00:04:26.000]  祂透過祂的兒子耶穌
[00:04:26.000 --> 00:04:27.880]  曾經來到人世間
[00:04:27.880 --> 00:04:29.720]  活在我們當中
[00:04:29.720 --> 00:04:32.560]  這個見證真真實實的
[00:04:32.560 --> 00:04:34.720]  不只是二千年前發生
[00:04:34.720 --> 00:04:39.680]  而是今天我們仍然要來經歷與祂相遇
[00:04:39.680 --> 00:04:42.840]  所以我們今天看這個見證人物
[00:04:42.840 --> 00:04:45.880]  史提反他被拉到工會
[00:04:45.880 --> 00:04:48.280]  在大祭司的面前受聆訊
[00:04:48.280 --> 00:04:50.680]  其實整個過程是很不公義的
[00:04:50.680 --> 00:04:51.560]  因為你等一等
[00:04:51.560 --> 00:04:53.880]  我和大家一起看的時候
[00:04:53.880 --> 00:04:57.320]  你會發覺他們找了一些假見證人
[00:04:57.320 --> 00:04:59.280]  去誣告史提反
[00:04:59.280 --> 00:05:01.560]  他甚至要聳動那些人
[00:05:01.560 --> 00:05:03.920]  要來迫害史提反
[00:05:03.920 --> 00:05:06.480]  但我們看當中到最後的時候
[00:05:06.480 --> 00:05:08.520]  他們竟然看到史提反
[00:05:08.520 --> 00:05:12.720]  臉好像變成天使的樣貌
[00:05:12.720 --> 00:05:14.400]  天使的樣貌是怎樣
[00:05:14.400 --> 00:05:17.960]  哇 穿著潔白的衣裳
[00:05:17.960 --> 00:05:20.880]  他真的好像臉會發光一樣
[00:05:20.880 --> 00:05:22.920]  一個真是親近上帝的人
[00:05:22.920 --> 00:05:24.680]  原來在我們的生命裏面
[00:05:24.680 --> 00:05:27.160]  是會有這種彰顯
[00:05:27.160 --> 00:05:30.520]  當一個人大家彼此交往相遇的時候
[00:05:30.520 --> 00:05:33.280]  我們會發現原來最重要的
[00:05:33.280 --> 00:05:40.640]  是我們要有生命的這種故事的交流
[00:05:40.640 --> 00:05:44.760]  曾經有一位很出名的美國的記者
[00:05:44.760 --> 00:05:46.360]  他以前做記者
[00:05:46.360 --> 00:05:50.480]  後來他改行就成為一個很出名的作家
[00:05:50.480 --> 00:05:52.760]  他的名字叫Philip Yancey
[00:05:52.760 --> 00:05:55.600]  在基督教界是捧有名氣
[00:05:55.600 --> 00:05:57.800]  寫了很多本很著名的書
[00:05:57.800 --> 00:05:59.440]  他有些書講到
[00:05:59.440 --> 00:06:03.640]  上帝為什麼容許這些苦難
[00:06:03.640 --> 00:06:05.280]  或者他會質問上帝
[00:06:05.280 --> 00:06:08.720]  為什麼會容許世間有這麼多不公義的事
[00:06:08.720 --> 00:06:12.200]  他曾經講到他見證的時候
[00:06:12.200 --> 00:06:15.040]  他幾十年前還是很年輕的時候
[00:06:15.040 --> 00:06:16.560]  他有一段日子
[00:06:16.560 --> 00:06:19.640]  他覺得他的信仰
[00:06:19.640 --> 00:06:22.800]  已經去到一個臨近破產的邊緣
[00:06:22.800 --> 00:06:25.400]  他內心很憂慮
[00:06:25.400 --> 00:06:26.560]  很困倦
[00:06:26.560 --> 00:06:28.880]  也對上帝有很多懷疑
[00:06:28.880 --> 00:06:31.360]  Philip Yancey在那個日子
[00:06:31.360 --> 00:06:36.120]  他真的心裏非常疲累
[00:06:36.120 --> 00:06:37.280]  但是他感謝神
[00:06:37.280 --> 00:06:38.960]  就是神讓他認識一位
[00:06:38.960 --> 00:06:42.160]  是在英國一個很著名的手術醫生
[00:06:42.160 --> 00:06:45.160]  這位醫生叫做Dr. Paul Brand
[00:06:45.160 --> 00:06:49.200]  他是專研究怎樣去根治麻風病
[00:06:49.200 --> 00:06:51.080]  在幾十年前有很多人
[00:06:51.080 --> 00:06:54.640]  對麻風病仍然是很懼怕的
[00:06:54.640 --> 00:06:56.440]  覺得這個是高度傳染的
[00:06:56.440 --> 00:06:59.480]  是有很多誤解在背後
[00:06:59.480 --> 00:07:01.840]  經過Dr. Brand他自己的研究
[00:07:01.840 --> 00:07:04.360]  和他很多書籍的陳述
[00:07:04.360 --> 00:07:08.440]  幫助了整個社會的人去接納這些麻風病人
[00:07:08.440 --> 00:07:11.720]  而且他的療治方案
[00:07:11.720 --> 00:07:17.280]  是帶來很多患這個病的人得到重生
[00:07:17.280 --> 00:07:20.360]  所以當Philip Yancey遇到Dr. Brand的時候
[00:07:20.360 --> 00:07:22.600]  他說他給我看見
[00:07:22.600 --> 00:07:24.400]  他解釋我們生命
[00:07:24.400 --> 00:07:26.720]  我們這個身體的構造
[00:07:26.720 --> 00:07:28.120]  他說每個身體裏頭
[00:07:28.120 --> 00:07:32.480]  我們每一個細胞都有治癒的能力
[00:07:32.480 --> 00:07:35.120]  自己可以自我治癒
[00:07:35.120 --> 00:07:38.480]  只要這個細胞是結連在這個身體裏面
[00:07:38.480 --> 00:07:39.720]  頂姐妹
[00:07:39.720 --> 00:07:42.640]  這個就是我想帶出的一個重點
[00:07:42.640 --> 00:07:45.280]  你今天是屬於一個群體
[00:07:45.280 --> 00:07:46.840]  你今天在廣福堂裏面
[00:07:46.840 --> 00:07:50.160]  就是我們的團契或者一個小組一個成員
[00:07:50.160 --> 00:07:52.760]  你不是單獨在我們當中去敬拜
[00:07:52.760 --> 00:07:54.400]  你和你的家人
[00:07:54.400 --> 00:07:58.000]  和我們周圍的每一個頂姐妹是彼此結連的
[00:07:58.000 --> 00:08:00.280]  所以今天無論這個社會被動盪
[00:08:00.280 --> 00:08:02.880]  還會帶來給我們多少不安的都好
[00:08:02.880 --> 00:08:07.240]  我們仍然可以靠著上帝的恩典和祂說話的應許
[00:08:07.240 --> 00:08:10.200]  我們是結連在基督的身體裏面
[00:08:10.200 --> 00:08:12.960]  我們是可以彼此去醫治
[00:08:12.960 --> 00:08:15.520]  我們得著這一份的療治
[00:08:15.520 --> 00:08:17.640]  我們每個人都是這個身體
[00:08:17.640 --> 00:08:19.800]  是屬於某一個的細胞
[00:08:19.800 --> 00:08:22.480]  但是這些細胞是互相結連的
[00:08:22.480 --> 00:08:24.800]  所以今天如果大家看到我的封面文章
[00:08:24.800 --> 00:08:26.880]  講到三五同路
[00:08:26.880 --> 00:08:28.360]  跨代同行
[00:08:28.360 --> 00:08:30.600]  就好想帶出這個訊息
[00:08:30.600 --> 00:08:33.400]  我們教會要在十月開始
[00:08:33.400 --> 00:08:36.040]  我們要進入多少周年了?
[00:08:36.040 --> 00:08:37.440]  35周年了
[00:08:37.440 --> 00:08:41.280]  所以我盼望我們每一個廣福堂的弟兄姊妹
[00:08:41.280 --> 00:08:44.160]  我們都能夠三五成群
[00:08:44.160 --> 00:08:45.760]  你不要做獨行俠
[00:08:45.760 --> 00:08:48.840]  你要有一個小組或者一個團契
[00:08:48.840 --> 00:08:51.000]  你必須要有人和你一起
[00:08:51.000 --> 00:08:54.040]  去面對人生各樣的際遇
[00:08:54.040 --> 00:08:56.080]  在一些難處 困惑的裏面
[00:08:56.080 --> 00:08:59.360]  我們互相待討 彼此傾訴
[00:08:59.360 --> 00:09:03.080]  生命的故事是一直可以彼此交流
[00:09:03.080 --> 00:09:06.080]  無論是年紀大的 年紀小的
[00:09:06.080 --> 00:09:07.360]  我們是一家人
[00:09:07.360 --> 00:09:09.840]  是可以跨代去同行
[00:09:09.840 --> 00:09:15.040]  這個就是未來的跨越2020年的時候
[00:09:15.040 --> 00:09:16.560]  我們廣福這個大家庭
[00:09:16.560 --> 00:09:21.640]  我們需要一起去擁抱的一個意象和需要
[00:09:21.640 --> 00:09:25.080]  我們願意今天我們在教會裏面
[00:09:25.080 --> 00:09:26.560]  我們都同樣學習
[00:09:26.560 --> 00:09:30.000]  就是《史提反》的生命的見證
[00:09:30.000 --> 00:09:32.280]  這個故事很精彩
[00:09:32.280 --> 00:09:35.200]  我們去片 好不好?
[00:09:35.200 --> 00:09:38.080]  不過不是去片 是slide
[00:09:38.080 --> 00:09:40.840]  我們先看《士道行傳》
[00:09:40.840 --> 00:09:44.240]  這段經文真是長到不知不覺
[00:09:44.240 --> 00:09:46.120]  《史提反》的申訴
[00:09:46.120 --> 00:09:49.600]  由第六章一直出現到第七章尾
[00:09:49.600 --> 00:09:51.960]  我如果和大家逐節讀
[00:09:51.960 --> 00:09:55.360]  我想讀完都差不多時間了
[00:09:55.360 --> 00:09:59.440]  所以我就選了另外一個方式和大家來看
[00:09:59.440 --> 00:10:01.640]  這個經文的一個背景
[00:10:01.640 --> 00:10:03.240]  我們先要明白
[00:10:03.240 --> 00:10:06.640]  原來路加醫生是要和我們帶出這四個人物
[00:10:06.640 --> 00:10:09.360]  這四個人物都有他的原因
[00:10:09.360 --> 00:10:11.240]  為什麼要放在《史提反》
[00:10:11.240 --> 00:10:18.440]  因為他們都是見證上帝對整個世界的那個心意
[00:10:18.440 --> 00:10:20.040]  神的救贖的心意
[00:10:20.040 --> 00:10:22.120]  不要好像有些猶太人
[00:10:22.120 --> 00:10:23.720]  以一種很狹隘的思想
[00:10:23.720 --> 00:10:26.440]  以為神的救恩只是臨到石安
[00:10:26.440 --> 00:10:27.920]  只是來到耶路撒冷
[00:10:27.920 --> 00:10:29.480]  只是給我們猶太人
[00:10:29.480 --> 00:10:30.840]  絕對不是
[00:10:30.840 --> 00:10:33.560]  由舊約開始 神都已經不是
[00:10:33.560 --> 00:10:34.480]  為什麼呢?
[00:10:34.480 --> 00:10:37.200]  我們可以從這個舊約的框架
[00:10:37.200 --> 00:10:41.800]  我們可以去見證神在歷史裏面所要成就救贖的工作
[00:10:41.800 --> 00:10:44.640]  是他揀選一個人開始
[00:10:44.640 --> 00:10:47.040]  阿伯拉罕來開始
[00:10:47.040 --> 00:10:51.600]  而他透過新約的這些教會的見證
[00:10:51.600 --> 00:10:56.320]  就是說不要只是局限福音在猶太人這個群體裏面
[00:10:56.320 --> 00:10:59.240]  要將福音傳到去
[00:10:59.240 --> 00:11:00.120]  去哪裡啊?
[00:11:00.120 --> 00:11:01.720]  由耶路撒冷
[00:11:01.720 --> 00:11:02.920]  猶太傳遞
[00:11:02.920 --> 00:11:03.800]  撒瑪利亞
[00:11:03.800 --> 00:11:05.200]  直到哪裡啊?
[00:11:05.200 --> 00:11:06.800]  直到地極
[00:11:06.800 --> 00:11:10.800]  全世界都是上帝所期待的
[00:11:10.800 --> 00:11:12.520]  各族各方各民
[00:11:12.520 --> 00:11:15.120]  凡人願意去用信心領受
[00:11:15.120 --> 00:11:16.760]  他為人所預備的
[00:11:16.760 --> 00:11:18.720]  一個救恩的筵席
[00:11:18.720 --> 00:11:20.680]  就是藉著他的兒子的寶血
[00:11:20.680 --> 00:11:22.960]  洗淨我們眾人的罪
[00:11:22.960 --> 00:11:24.560]  叫我們得蒙救贖
[00:11:24.560 --> 00:11:28.480]  所以福音是要向外邦人宣講的
[00:11:28.480 --> 00:11:31.480]  不要只是停留在耶路撒冷
[00:11:31.480 --> 00:11:33.800]  所以第一個殉道的執事
[00:11:33.800 --> 00:11:35.360]  正正是這個緣故
[00:11:35.360 --> 00:11:36.360]  史陶行傳
[00:11:36.360 --> 00:11:38.640]  我們今天所講的這個史提反
[00:11:38.640 --> 00:11:39.960]  他要將福音
[00:11:39.960 --> 00:11:44.080]  來向一群不信的猶太人
[00:11:44.080 --> 00:11:45.080]  來作見證
[00:11:45.080 --> 00:11:48.440]  而第二位就是一個七執事裏面
[00:11:48.440 --> 00:11:50.680]  很有報道恩賜的這個肥利
[00:11:50.680 --> 00:11:51.560]  Philip
[00:11:51.560 --> 00:11:52.960]  他就在第八章裏面
[00:11:52.960 --> 00:11:59.440]  向這個以太利亞的一個所謂太監
[00:11:59.440 --> 00:12:01.360]  和他來作見證
[00:12:01.360 --> 00:12:04.360]  帶領他來信主
[00:12:04.360 --> 00:12:06.920]  第三個人物就是這個保羅
[00:12:06.920 --> 00:12:08.120]  他原本是迫害教會
[00:12:08.120 --> 00:12:09.760]  但是竟然在大馬色路上
[00:12:09.760 --> 00:12:11.160]  被神呼召他
[00:12:11.160 --> 00:12:12.360]  服會主向他說
[00:12:12.360 --> 00:12:14.400]  掃羅 掃羅 你為什麼迫迫我
[00:12:14.400 --> 00:12:16.720]  他要將掃羅變成一個
[00:12:16.720 --> 00:12:19.440]  真是全然毀身去愛神的
[00:12:19.440 --> 00:12:24.720]  向福音帶到去愛邦的列族裏面的一個仕途
[00:12:24.720 --> 00:12:27.360]  保羅這個改變的見證
[00:12:27.360 --> 00:12:28.480]  我們遲些會講
[00:12:28.480 --> 00:12:29.600]  在第九章
[00:12:29.600 --> 00:12:33.880]  而最後猶太人在耶路撒冷教會的領袖
[00:12:33.880 --> 00:12:35.520]  就是這個彼得
[00:12:35.520 --> 00:12:38.240]  他是被上帝啟示他
[00:12:38.240 --> 00:12:40.360]  你不要以為那些不潔的物
[00:12:40.360 --> 00:12:41.920]  你以為不能吃嗎
[00:12:41.920 --> 00:12:43.320]  凡神所潔淨的
[00:12:43.320 --> 00:12:44.640]  你都可以吃
[00:12:44.640 --> 00:12:47.040]  要突破了他這種框框
[00:12:47.040 --> 00:12:50.240]  上帝要你們去將福音帶給愛邦人
[00:12:50.240 --> 00:12:53.320]  你們千萬不要以為那個是不潔
[00:12:53.320 --> 00:12:57.120]  你需要向這個在約八城裏面
[00:12:57.120 --> 00:13:02.520]  這一位是以意大利的八夫長
[00:13:02.520 --> 00:13:03.680]  這個哥利劉
[00:13:03.680 --> 00:13:05.280]  和他一家來作見證
[00:13:05.280 --> 00:13:06.840]  結果帶了他們信主
[00:13:06.840 --> 00:13:10.040]  在《使徒凡人傳》十章到十一章提及
[00:13:10.040 --> 00:13:14.400]  我們先看回這個見證的主角
[00:13:14.400 --> 00:13:15.520]  史提反
[00:13:15.520 --> 00:13:17.520]  他是七個執事
[00:13:17.520 --> 00:13:18.760]  很有名聲
[00:13:18.760 --> 00:13:20.440]  在教會內外都是
[00:13:20.440 --> 00:13:21.880]  他被聖靈充滿
[00:13:21.880 --> 00:13:24.080]  而且滿有智慧
[00:13:24.080 --> 00:13:25.120]  智慧充足
[00:13:25.120 --> 00:13:27.200]  而且他大有信心
[00:13:27.200 --> 00:13:29.640]  還有他滿有神的同在
[00:13:29.640 --> 00:13:31.440]  恩惠和能力
[00:13:31.440 --> 00:13:36.480]  以致他也行了很多大騎士和神蹟
[00:13:36.480 --> 00:13:40.440]  大家看看這個陳述的時候
[00:13:40.440 --> 00:13:42.240]  這個史提反
[00:13:42.240 --> 00:13:45.680]  聖經用了多少形容詞去形容他
[00:13:45.680 --> 00:13:47.920]  形容他是怎樣
[00:13:47.920 --> 00:13:50.200]  什麼都是大的
[00:13:50.200 --> 00:13:51.120]  充足的
[00:13:51.120 --> 00:13:52.640]  top的
[00:13:52.640 --> 00:13:55.680]  如果我們說他今天讀書應該是最top的
[00:13:55.680 --> 00:13:57.680]  如果今天他做事是最叻的
[00:13:57.680 --> 00:14:00.680]  今天他傳福音 報道是最好的
[00:14:00.680 --> 00:14:04.160]  他行騎士 神蹟都是
[00:14:04.160 --> 00:14:05.120]  為什麼呢
[00:14:05.120 --> 00:14:07.960]  因為這個人真的大有信心
[00:14:07.960 --> 00:14:09.640]  他每天的生活
[00:14:09.640 --> 00:14:12.520]  他的生命是被聖靈充滿
[00:14:12.520 --> 00:14:15.960]  我們看到這個生命是令人羨慕的
[00:14:15.960 --> 00:14:19.600]  史提反他可以被上主大大使用
[00:14:19.600 --> 00:14:22.440]  都有這些背後的原因
[00:14:22.440 --> 00:14:24.120]  但是他的職事是什麼
[00:14:24.120 --> 00:14:26.320]  他在初期教會是做什麼的
[00:14:26.320 --> 00:14:28.400]  不是做使徒
[00:14:28.400 --> 00:14:31.440]  不是做傳道和祈禱
[00:14:31.440 --> 00:14:34.840]  他只不過是做管理飯食的事
[00:14:34.840 --> 00:14:38.640]  我們今天不要看輕你自己侍奉的崗位
[00:14:38.640 --> 00:14:42.360]  哪怕只是在門口做私事 做接待
[00:14:42.360 --> 00:14:48.080]  原來你以為只是我遞一個咖啡給新來的來賓
[00:14:48.080 --> 00:14:52.720]  原來那個服侍都是要榮耀上帝去祝福別人的
[00:14:52.720 --> 00:14:55.760]  弟兄姊妹 我們要帶著這一份追求
[00:14:55.760 --> 00:14:59.160]  我們願意大有信心被聖靈充滿
[00:14:59.160 --> 00:15:00.840]  以致我們行事為人
[00:15:00.840 --> 00:15:01.840]  對得起主
[00:15:01.840 --> 00:15:05.080]  而且充滿著從聖靈而來的那種智慧
[00:15:05.080 --> 00:15:09.200]  是與人分享這個生命的故事
[00:15:09.200 --> 00:15:10.960]  這個生命的故事
[00:15:10.960 --> 00:15:16.080]  就是史提反要帶出我們耶穌基督的見證
[00:15:16.080 --> 00:15:17.680]  所以當我們來看
[00:15:17.680 --> 00:15:19.840]  史提反遇到什麼敵人呢
[00:15:19.840 --> 00:15:20.760]  我們一起讀一下
[00:15:20.760 --> 00:15:22.760]  在第六章第九節
[00:15:22.760 --> 00:15:26.160]  「當時有從稱為自由人會堂
[00:15:26.160 --> 00:15:29.680]  並鼓勵來亞歷山大會堂來的人
[00:15:29.680 --> 00:15:33.040]  還有些從基尼加、亞細亞來的人
[00:15:33.040 --> 00:15:35.400]  起來和史提反辯論」
[00:15:35.400 --> 00:15:39.320]  這班人原來是來自五湖四海
[00:15:39.320 --> 00:15:42.600]  來到北非的亞歷山大
[00:15:42.600 --> 00:15:47.720]  或者是古里內的西門的家鄉
[00:15:47.720 --> 00:15:49.800]  或者基尼加、亞細亞
[00:15:49.800 --> 00:15:51.960]  這些小亞細亞鄰近的
[00:15:51.960 --> 00:15:53.440]  這些很多的猶太人
[00:15:53.440 --> 00:15:55.240]  他們來到這裡
[00:15:55.240 --> 00:15:59.600]  他們聽到史提反的傳道的時候
[00:15:59.600 --> 00:16:01.440]  他們就想駁斥他
[00:16:01.440 --> 00:16:05.680]  不過他看見史提反用智慧的言語
[00:16:05.680 --> 00:16:07.240]  被聖靈充滿
[00:16:07.240 --> 00:16:10.920]  大有能力將他們所說的全部推翻
[00:16:10.920 --> 00:16:12.480]  他們說不贏
[00:16:12.480 --> 00:16:15.560]  好像史提反他們接著做了什麼呢
[00:16:15.560 --> 00:16:18.680]  我們就看見這個靈訊的不公義的地方
[00:16:18.680 --> 00:16:21.160]  他們收買了假見證人
[00:16:21.160 --> 00:16:23.040]  要陷害史提反
[00:16:23.040 --> 00:16:26.440]  要指控和去煽動人
[00:16:26.440 --> 00:16:27.760]  在這個過程中
[00:16:27.760 --> 00:16:29.880]  我們看見主要有兩樣東西
[00:16:29.880 --> 00:16:31.200]  在第十一節
[00:16:31.200 --> 00:16:35.560]  他就說史提反是褻瀆摩西和上帝的說話
[00:16:35.560 --> 00:16:36.800]  在第十三節
[00:16:36.800 --> 00:16:41.200]  就說你侮辱這個聖地和這個律法
[00:16:41.200 --> 00:16:43.720]  這個聖地其實就是Holy Place
[00:16:43.720 --> 00:16:46.560]  是說聖殿所在的地方
[00:16:46.560 --> 00:16:50.920]  是整個猶太教對於以色列這個民族來說
[00:16:50.920 --> 00:16:54.600]  是最重要的他們生活的中心
[00:16:54.600 --> 00:16:57.200]  他們所有的社區的中心
[00:16:57.200 --> 00:17:00.360]  都是以這個聖殿或者是會堂
[00:17:00.360 --> 00:17:02.720]  來作一個核心
[00:17:02.720 --> 00:17:05.040]  敬拜的地方
[00:17:05.040 --> 00:17:07.760]  和他們對於神的說話
[00:17:07.760 --> 00:17:09.400]  他們很看重
[00:17:09.400 --> 00:17:11.800]  但是他說竟然在這兩件事裏面
[00:17:11.800 --> 00:17:16.440]  你竟然說他誣告史提反
[00:17:16.440 --> 00:17:18.120]  是褻瀆摩西
[00:17:18.120 --> 00:17:22.720]  去詆毀神的殿和他的律法
[00:17:22.720 --> 00:17:26.240]  史提反在第六章尾十四節
[00:17:26.240 --> 00:17:29.760]  就讓我們看到
[00:17:29.760 --> 00:17:32.560]  他們這些作供的供詞
[00:17:32.560 --> 00:17:34.080]  其實還有一節聖經
[00:17:34.080 --> 00:17:35.440]  我們可以看到
[00:17:35.440 --> 00:17:37.040]  我們一起讀
[00:17:37.040 --> 00:17:39.200]  我們曾聽見他説
[00:17:39.200 --> 00:17:42.600]  這拿撒勒人耶穌要毀壞這地方
[00:17:42.600 --> 00:17:46.600]  也要改變摩西所交給我們的規矩
[00:17:46.600 --> 00:17:49.720]  這一節經文就是解釋了
[00:17:49.720 --> 00:17:51.080]  有兩件事
[00:17:51.080 --> 00:17:55.720]  他們的指控和剛才前面那兩節所說的一樣
[00:17:55.720 --> 00:17:58.360]  不過這裏是加了一件事
[00:17:58.360 --> 00:18:00.600]  就是我們聽到史提反
[00:18:00.600 --> 00:18:03.400]  他來説誰説的這些事
[00:18:03.400 --> 00:18:04.560]  他說是耶穌
[00:18:04.560 --> 00:18:07.080]  就是這個拿撒勒人耶穌
[00:18:07.080 --> 00:18:09.520]  他說他要毀壞這個地方
[00:18:09.520 --> 00:18:11.360]  就要毀壞這個聖殿
