
[00:00:00.000 --> 00:00:06.320]  在今天的香港我想其中一個很多人談論的話題應該是選舉
[00:02:21.800 --> 00:02:25.240]  祂爲贖祂的人禱告
[00:02:25.240 --> 00:02:29.480]  而祂禱告的一個重點就是合一
[00:02:29.480 --> 00:02:31.960]  看來這個是主耶穌的心願
[00:02:31.960 --> 00:02:34.200]  你想一個快要離開的人
[00:02:34.200 --> 00:02:36.760]  他要留下一個心願
[00:02:36.760 --> 00:02:40.360]  一定是他心裏面非常牽掛的事
[00:02:40.360 --> 00:02:44.440]  我想當耶穌離開祂的門徒的時候
[00:02:44.440 --> 00:02:46.360]  要回到天父那裏的時候
[00:02:46.360 --> 00:02:49.000]  當然祂還是跟我們同在
[00:02:49.000 --> 00:02:51.000]  只是用另外一種方式
[00:02:51.000 --> 00:02:56.760]  但是祂惦念的就是祂的門徒在地上
[00:02:56.760 --> 00:02:59.320]  他們會不會有合一
[00:02:59.320 --> 00:03:03.400]  那麼耶穌講合一是什麼意思呢?
[00:03:03.400 --> 00:03:06.520]  主耶穌爲贖祂的人求合一
[00:03:06.520 --> 00:03:09.000]  我想這個是很重要的
[00:03:09.000 --> 00:03:12.120]  因爲我這樣想
[00:03:12.120 --> 00:03:16.440]  合一可能不是這個世界的常態
[00:03:16.440 --> 00:03:19.880]  這個世界的人不喜歡合一的
[00:03:19.880 --> 00:03:26.280]  但是合一卻是主耶穌獲限的一種指數
[00:03:26.280 --> 00:03:31.640]  這是我們的神一個非常重要的特色
[00:03:31.640 --> 00:03:36.280]  所以當時我們是認爲自己是認識耶穌
[00:03:36.280 --> 00:03:37.880]  是耶穌的門徒
[00:03:37.880 --> 00:03:40.440]  是贖神的人
[00:03:40.440 --> 00:03:42.600]  那麼我們可能就要問問自己
[00:03:42.600 --> 00:03:45.160]  我們對合一有什麼體會
[00:03:45.160 --> 00:03:48.280]  我們對合一又有什麼看法呢?
[00:03:48.280 --> 00:03:53.560]  剛纔我說在馬來西亞的大選贏了
[00:03:53.560 --> 00:03:56.440]  那一方就說要合一
[00:03:56.440 --> 00:03:58.920]  我在想他們真的要合一嗎?
[00:03:58.920 --> 00:04:01.640]  但另外一方面輸了這一方面
[00:04:01.640 --> 00:04:04.680]  他們不接受這個結果
[00:04:04.680 --> 00:04:10.040]  他們看來也不大喜歡跟贏的一方來合一
[00:04:10.040 --> 00:04:12.440]  但我看這個世界很多事情的發展
[00:04:12.440 --> 00:04:17.400]  我就懷疑此時我們都不喜歡合一
[00:04:17.400 --> 00:04:20.120]  雖然我們口裏講是要合一
[00:04:20.120 --> 00:04:25.560]  但是我想我們最終心裏面要的
[00:04:25.560 --> 00:04:29.160]  無論是贏的一方還是輸的一方
[00:04:29.160 --> 00:04:33.160]  我們要的很可能是要贏
[00:04:33.160 --> 00:04:35.720]  這個纔是我們的目的
[00:04:35.720 --> 00:04:37.560]  所以當你贏了以後
[00:04:37.560 --> 00:04:39.560]  你就可以說我們要合一
[00:04:39.560 --> 00:04:42.360]  意思就是說你們要聽從我們
[00:04:42.360 --> 00:04:46.280]  因爲我們已經贏了
[00:04:46.280 --> 00:04:50.120]  那麼輸的一方你應該歸隊
[00:04:50.120 --> 00:04:51.720]  不要再搞事
[00:04:51.720 --> 00:04:55.400]  在另一方面輸了一方其實也想贏
[00:04:55.400 --> 00:04:57.480]  所以他們輸了以後
[00:04:57.480 --> 00:05:00.760]  就很多時候拒絕接受這個結果
[00:05:00.760 --> 00:05:04.200]  於是就想辦法把這個結果推翻
[00:05:04.200 --> 00:05:09.480]  如果我們生活的目標是要贏
[00:05:09.480 --> 00:05:13.800]  是要我們自己的意識主導一切的話
[00:05:13.800 --> 00:05:17.720]  那麼我想我們不可能有合一的
[00:05:17.720 --> 00:05:20.280]  因爲你的意識
[00:05:20.280 --> 00:05:23.960]  另外一邊另外一方的人一定不會接受
[00:05:23.960 --> 00:05:26.280]  所以你要贏的話
[00:05:26.280 --> 00:05:28.840]  你可能這個結果是贏了
[00:05:28.840 --> 00:05:31.720]  但是合一是不會出現的
[00:05:31.720 --> 00:05:35.720]  各位我懷疑這個就是我們生活的現實
[00:05:35.720 --> 00:05:39.560]  大部分人要的是要贏
[00:05:39.560 --> 00:05:43.560]  不管他口裏講的什麼公義、公平什麼東西
[00:05:43.560 --> 00:05:48.840]  只是最後就是他要他的意識能夠主導一切
[00:05:48.840 --> 00:05:51.080]  那要是這樣的話
[00:05:51.080 --> 00:05:53.560]  難怪這個世界不會有平安
[00:05:53.560 --> 00:05:56.520]  不會有合一、不會有和諧
[00:05:56.520 --> 00:06:00.280]  看來主耶穌很早就看清楚這個事實
[00:06:00.280 --> 00:06:03.400]  所以在離世歸夫之前
[00:06:03.400 --> 00:06:08.120]  祂就給祂的門徒指明這個現象
[00:06:08.120 --> 00:06:12.200]  祂又爲我們這些屬祂的人祈禱
[00:06:12.200 --> 00:06:14.280]  祈求他們有合一
[00:06:14.280 --> 00:06:17.960]  希望他們不會好像這個世界一樣
[00:06:17.960 --> 00:06:22.920]  或者說希望他們不會回到這個世界
[00:06:22.920 --> 00:06:24.600]  這種生活的方式
[00:06:24.600 --> 00:06:26.840]  就是他們從前的光景
[00:06:26.840 --> 00:06:30.520]  就是好像世界的人那樣來辦事
[00:06:30.520 --> 00:06:32.520]  以我爲主
[00:06:32.520 --> 00:06:34.520]  最後四分五裂
[00:06:34.520 --> 00:06:37.080]  忘記了主的教導
[00:06:37.080 --> 00:06:41.560]  耶穌不但是爲祂身邊的門徒禱告
[00:06:41.560 --> 00:06:46.360]  耶穌說:我也爲那些因他們的見證
[00:06:46.360 --> 00:06:48.760]  而認識我的人禱告
[00:06:48.760 --> 00:06:51.480]  所以主耶穌也是爲我們這一代
[00:06:51.480 --> 00:06:55.560]  因爲我們是一級從最早的門徒下來
[00:06:55.560 --> 00:06:57.560]  到今天我們做門徒
[00:06:57.560 --> 00:07:01.080]  耶穌也是爲我們來祈禱
[00:07:01.080 --> 00:07:03.080]  但是講到這樣
[00:07:03.080 --> 00:07:04.360]  可能我們會問
[00:07:04.360 --> 00:07:07.880]  爲什麼耶穌那麼看重合一呢?
[00:07:07.880 --> 00:07:11.960]  爲什麼我們要合一呢?
[00:07:11.960 --> 00:07:15.800]  我想這個經文裏面有答案
[00:07:15.800 --> 00:07:18.760]  爲什麼耶穌那麼看重合一?
[00:07:18.760 --> 00:07:22.200]  中國人有一句話就是
[00:07:22.200 --> 00:07:27.400]  有其父必有其子
[00:07:27.400 --> 00:07:30.280]  要是我們是天父的兒女
[00:07:30.280 --> 00:07:33.320]  我們一定要像天父
[00:07:33.320 --> 00:07:36.680]  那麼天父是怎麼樣的呢?
[00:07:36.680 --> 00:07:38.920]  天父
[00:07:38.920 --> 00:07:43.400]  我說就是一個合一的神
[00:07:43.400 --> 00:07:47.240]  從那裏可以看得到
[00:07:47.240 --> 00:07:50.040]  你看看耶穌怎麼爲我們禱告
[00:07:50.040 --> 00:07:52.040]  在二十二節他說
[00:07:52.040 --> 00:07:55.880]  使他們合而爲一
[00:07:55.880 --> 00:08:02.600]  像我們合而爲一一樣
[00:08:02.600 --> 00:08:05.800]  我們爲什麼要合而爲一?
[00:08:05.800 --> 00:08:11.080]  因爲子跟父是合而爲一的
[00:08:11.080 --> 00:08:16.440]  神裏頭是合而爲一的
[00:08:16.440 --> 00:08:19.000]  耶穌在二十一節繼續說
[00:08:19.000 --> 00:08:21.720]  使他們都
[00:08:21.720 --> 00:08:26.120]  就是所有的人包括我們合而爲一
[00:08:26.120 --> 00:08:30.200]  正如父父你在我裏面
[00:08:30.200 --> 00:08:34.360]  我在你裏面一樣
[00:08:34.360 --> 00:08:35.560]  我們合一
[00:08:35.560 --> 00:08:38.200]  因爲聖我們的神
[00:08:38.200 --> 00:08:40.760]  是一個合一的神
[00:08:40.760 --> 00:08:42.440]  所以我們像神
[00:08:42.440 --> 00:08:45.800]  那我們說這個神是合一的神
[00:08:45.800 --> 00:08:47.560]  那麼祂是怎麼樣合一呢?
[00:08:47.560 --> 00:08:51.320]  祂的合一是怎麼一種情況?
[00:08:51.320 --> 00:08:52.680]  也許我們可以這樣說
[00:08:52.680 --> 00:08:55.000]  我們所信的神
[00:08:55.000 --> 00:08:58.040]  也把生命賜給我們的神
[00:08:58.040 --> 00:09:00.840]  祂本身就是活在一個團契
[00:09:00.840 --> 00:09:04.920]  一個愛的團契裏頭的神
[00:09:04.920 --> 00:09:05.800]  主耶穌說
[00:09:05.800 --> 00:09:07.640]  父在子裏頭
[00:09:07.640 --> 00:09:10.120]  子也在父裏頭
[00:09:10.120 --> 00:09:14.360]  父跟子是緊密相連
[00:09:14.360 --> 00:09:16.760]  他們不是一個,是兩個
[00:09:16.760 --> 00:09:19.320]  要是加上聖靈是三個
[00:09:19.320 --> 00:09:23.480]  但是三個不是沒有關係的
[00:09:23.480 --> 00:09:29.080]  而是三個互相連接
[00:09:29.080 --> 00:09:32.520]  大家有非常好的交流
[00:09:32.520 --> 00:09:35.000]  以致他們雖然是三個
[00:09:35.000 --> 00:09:37.880]  但是其實他們是一個
[00:09:37.880 --> 00:09:40.440]  他們雖然是三個不同的個體
[00:09:40.440 --> 00:09:43.160]  但是他們所流露出來的
[00:09:43.160 --> 00:09:45.160]  是一個的意念
[00:09:45.160 --> 00:09:47.320]  一個的方向
[00:09:47.320 --> 00:09:52.440]  我們這位神是生活在和諧團契
[00:09:52.440 --> 00:09:53.800]  當然和諧這個字
[00:09:53.800 --> 00:09:56.600]  今天變成一個非常不好的字
[00:09:56.600 --> 00:10:00.440]  其實你要是沒有生活在和諧裏頭
[00:10:00.440 --> 00:10:03.160]  你就知道和諧的寶貴
[00:10:03.160 --> 00:10:05.080]  但是今天它變成另外一回事
[00:10:05.080 --> 00:10:07.640]  我們這個暫時不談
[00:10:07.640 --> 00:10:09.080]  我們的神確實是一位
[00:10:09.080 --> 00:10:13.240]  生活在和諧跟團契之中的神
[00:10:13.240 --> 00:10:17.320]  我們的神跟這個世界的神是不同的
[00:10:17.320 --> 00:10:20.120]  這個世界的神是怎麼樣的呢?
[00:10:20.120 --> 00:10:24.600]  你要是我來形容這個世界的神
[00:10:24.600 --> 00:10:28.040]  我就會用這個字來一個詞語
[00:10:28.040 --> 00:10:30.520]  就是說霸王
[00:10:30.520 --> 00:10:35.960]  這個世界的神是要唯我獨尊的
[00:10:35.960 --> 00:10:39.160]  他要自己來拿主意
[00:10:39.160 --> 00:10:43.960]  他不會讓其他的人來阻擋他
[00:10:43.960 --> 00:10:47.480]  所以他辦事就按我的意思
[00:10:47.480 --> 00:10:51.240]  所以他很努力地爬上這個位置裏面
[00:10:51.240 --> 00:10:54.840]  所有的反對的人他都可以把他除掉
[00:10:54.840 --> 00:11:00.520]  他就能夠在這個世界裏頭呼風喚雨
[00:11:00.520 --> 00:11:03.400]  因爲世界霸王是這樣的話
[00:11:03.400 --> 00:11:11.800]  所以世界裏頭的人也會仿效這樣的神
[00:11:11.800 --> 00:11:15.000]  所以在任何的一個範疇你都看見
[00:11:15.000 --> 00:11:18.920]  大家都是拼命地競爭
[00:11:18.920 --> 00:11:21.400]  拼命地把其他人都崩開
[00:11:21.400 --> 00:11:26.680]  那你就可以自己來做這個領導
[00:11:26.680 --> 00:11:29.240]  在世界外面是這樣
[00:11:29.240 --> 00:11:34.360]  我怕有時在教會里面也一樣
[00:11:34.360 --> 00:11:38.840]  因爲我們是從世界進入這裏
[00:11:38.840 --> 00:11:41.400]  我們還活在世界裏頭
[00:11:41.400 --> 00:11:46.280]  所以我們很可能也會把世界的一套帶進教會來
[00:11:46.280 --> 00:11:51.160]  所以今天世界講的是少數服從多數
[00:11:51.160 --> 00:11:56.120]  這樣的話有些人可能就要委屈了
[00:11:56.120 --> 00:12:02.920]  但是要是光是講少數要服從多數的話
[00:12:02.920 --> 00:12:05.880]  不單止合一不會出現
[00:12:05.880 --> 00:12:09.400]  我們怕這個世界會變得越來越單一
[00:12:09.400 --> 00:12:13.080]  因爲只有一種的意念
[00:12:13.080 --> 00:12:16.840]  我可能年紀慢慢都大了
[00:12:16.840 --> 00:12:18.920]  有點懷舊
[00:12:18.920 --> 00:12:22.600]  其實我很喜歡走在仙殺嘴的街頭
[00:12:22.600 --> 00:12:26.280]  特別是老一代的仙殺嘴
[00:12:26.280 --> 00:12:32.680]  我發覺從前這個街是很多很有趣的商店的
[00:12:32.680 --> 00:12:34.920]  但今天好像都沒有了
[00:12:34.920 --> 00:12:37.000]  都是一些大的牌子
[00:12:37.000 --> 00:12:39.480]  要是你走到廣東道
[00:12:39.480 --> 00:12:42.280]  基本上都是那幾個牌子
[00:12:42.280 --> 00:12:44.680]  一點特色都沒有的
[00:12:44.680 --> 00:12:46.520]  很單一
[00:12:46.520 --> 00:12:53.320]  沒有從前我們發覺很多很有趣的民間的工藝
[00:12:53.320 --> 00:12:57.880]  什麼非常個人的一些作業
[00:12:57.880 --> 00:13:02.680]  旺角、油麻地、新田第一街、上海街
[00:13:02.680 --> 00:13:04.440]  同樣是這種情況
[00:13:04.440 --> 00:13:06.360]  越來越單調
[00:13:06.360 --> 00:13:08.520]  因爲單一
[00:13:08.520 --> 00:13:16.600]  它已經霸佔了以後就沒有其他的東西可以容納的下
[00:13:16.600 --> 00:13:20.040]  但是這不是耶穌講的合一
[00:13:20.040 --> 00:13:22.280]  耶穌講的合一是
[00:13:22.280 --> 00:13:23.480]  你中有我
[00:13:23.480 --> 00:13:25.960]  我中有你的合一
[00:13:25.960 --> 00:13:29.880]  絕對不是一言堂
[00:13:29.880 --> 00:13:32.440]  要明白主耶穌講的合一
[00:13:32.440 --> 00:13:35.880]  要活現主耶穌講的合一
[00:13:35.880 --> 00:13:40.120]  我們不能夠用這個世界的模式
[00:13:40.120 --> 00:13:43.560]  因爲這個世界根本不認識
[00:13:43.560 --> 00:13:48.280]  也不喜歡我們這個神
[00:13:48.280 --> 00:13:49.880]  但是要合一
[00:13:49.880 --> 00:13:53.960]  我就往往發覺是很難的
[00:13:53.960 --> 00:13:57.320]  我們實在需要神大師憐憫
[00:13:57.320 --> 00:14:02.680]  因爲我們很少有人經驗到真的合一
[00:14:02.680 --> 00:14:07.720]  我們很多的經驗都是你死我活的
[00:14:07.720 --> 00:14:10.760]  我們習慣這一套
[00:14:10.760 --> 00:14:13.080]  我們能夠贏就好
[00:14:13.080 --> 00:14:16.040]  不能夠贏我們就認命
[00:14:16.040 --> 00:14:19.480]  但是這個不是耶穌講的東西
[00:14:19.480 --> 00:14:20.840]  所以我們要合一的話
[00:14:20.840 --> 00:14:25.880]  我們一定要以耶穌基督爲我們的老師
[00:14:25.880 --> 00:14:31.400]  常常讓祂的樣式藏在我們心裏面
[00:14:31.400 --> 00:14:34.600]  當然我們也很需要聖靈的光照
[00:14:34.600 --> 00:14:42.120]  讓我們明白耶穌基督所做的事情是怎麼一回事
[00:14:42.120 --> 00:14:44.120]  耶穌基督可以做我們老師
[00:14:44.120 --> 00:14:45.960]  爲什麼?
[00:14:45.960 --> 00:14:51.960]  因爲祂不是在講合一
[00:14:51.960 --> 00:14:56.840]  我們的主不是在講合一的理想
[00:14:56.840 --> 00:15:04.280]  我們的主祂是在分享祂親身的經驗
[00:15:04.280 --> 00:15:10.920]  因爲祂的生命所見證的就是合一
[00:15:10.920 --> 00:15:14.280]  今天很多人講很多道理
[00:15:14.280 --> 00:15:17.000]  非常高的一些目標
[00:15:17.000 --> 00:15:20.920]  非常高的一些口號
[00:15:20.920 --> 00:15:24.760]  但是要是認識祂真實的生活的話
[00:15:24.760 --> 00:15:29.080]  你就會知道祂的人是另外一回事
[00:15:29.080 --> 00:15:32.360]  祂口裏講的非常漂亮
[00:15:32.360 --> 00:15:37.400]  但是祂不是明白也不實行這個東西
[00:15:37.400 --> 00:15:39.800]  但是我們的主不是這樣
[00:15:39.800 --> 00:15:43.640]  所以祂最有資格來講合一
[00:15:43.640 --> 00:15:49.960]  也最有資格來呼籲我們追求合一
[00:15:49.960 --> 00:15:51.160]  那麼耶穌講的合一
[00:15:51.160 --> 00:15:55.960]  剛纔我說是你中有我,我中有你
[00:15:55.960 --> 00:15:57.160]  很湊像是嗎?
[00:15:57.160 --> 00:15:59.720]  因爲我們講是很浪漫
[00:15:59.720 --> 00:16:03.480]  但是現實裏面從來沒有你中有我
[00:16:03.480 --> 00:16:04.920]  我中有你
[00:16:04.920 --> 00:16:08.520]  現實就是你中有我,我就死了
[00:16:08.520 --> 00:16:11.960]  不然的話我中有你,你就死了
[00:16:11.960 --> 00:16:15.720]  所以我發覺要講合一是很難的
[00:16:15.720 --> 00:16:18.120]  人的話是沒有力量
[00:16:18.120 --> 00:16:20.280]  也很有限制
[00:16:20.280 --> 00:16:23.320]  因爲我們講的東西不是這個世界明白
[00:16:23.320 --> 00:16:27.160]  也不是這個世界常常可以看見的
[00:16:27.160 --> 00:16:29.320]  所以每逢講這個合一
[00:16:29.320 --> 00:16:36.920]  我總是喜歡提到一幅聖畫
[00:16:36.920 --> 00:16:41.800]  這幅聖畫的名稱叫做聖三
[00:16:41.800 --> 00:16:44.040]  或者說聖三一
[00:16:44.040 --> 00:16:47.800]  是三位一體的三一
[00:16:47.800 --> 00:16:50.360]  我沒有把這個話帶來
[00:16:50.360 --> 00:16:53.560]  因爲我想也不需要看了
[00:16:53.560 --> 00:16:57.400]  我就把其中的一些重點告訴大家
[00:16:57.400 --> 00:17:00.360]  希望大家可以用你的想象
[00:17:00.360 --> 00:17:01.880]  有一天你能夠看見
[00:17:01.880 --> 00:17:07.000]  你可以明白我講的是什麼
[00:17:07.000 --> 00:17:10.200]  這幅圖畫裏面有三個主角
[00:17:10.200 --> 00:17:18.600]  他們是圍着一個小的座子坐在一起
[00:17:18.600 --> 00:17:23.880]  大概你想象就是他們一同在喝茶
[00:17:23.880 --> 00:17:24.840]  或者是喫飯
[00:17:24.840 --> 00:17:28.840]  這種東西就是圍着一個座子
[00:17:28.840 --> 00:17:31.160]  要是你看這個三個主角的話
[00:17:31.160 --> 00:17:34.680]  他們的相貌都是一樣的
[00:17:34.680 --> 00:17:38.760]  這個眼睛頭髮都是一樣的
[00:17:38.760 --> 00:17:41.080]  雖然這個服裝顏色有點不同
[00:17:41.080 --> 00:17:47.400]  但是基本上你看像唱上去是三個一樣的主角
[00:17:47.400 --> 00:17:52.360]  而三個人手裏面都拿着一個權杖
[00:17:52.360 --> 00:17:56.600]  表示他們三個都是有權的
[00:17:56.600 --> 00:18:02.600]  是三個獨立的個體坐在一個座子的周圍
[00:18:02.600 --> 00:18:07.160]  但是三個不是互不相干的
[00:18:07.160 --> 00:18:14.200]  因爲三個的眼神是不斷在交流的
[00:18:14.200 --> 00:18:17.560]  坐在中間的這個會晃着
[00:18:17.560 --> 00:18:20.440]  坐在他右邊的這一個
[00:18:20.440 --> 00:18:24.440]  坐在右邊就是我們看的時候
[00:18:24.440 --> 00:18:29.960]  坐在左邊這個會看着另外一邊這一個
[00:18:29.960 --> 00:18:32.280]  而坐在中間這個左邊的這一個
[00:18:32.280 --> 00:18:36.600]  又會晃着這個中間的這一個
[00:18:36.600 --> 00:18:44.600]  這個眼神是就是從一重點開始就一個圈
[00:18:44.600 --> 00:18:47.720]  這樣進展
[00:18:47.720 --> 00:18:51.480]  要是我們盡心的看的話
[00:18:51.480 --> 00:18:58.760]  要是我們隨着三個主角的眼神來發展的話
[00:18:58.760 --> 00:19:04.760]  你就會發覺慢慢三個是變成一個圈
[00:19:04.760 --> 00:19:11.800]  而三個不同的個體卻連成一個圓圈
[00:19:11.800 --> 00:19:15.640]  一個循環
[00:19:15.640 --> 00:19:20.120]  我們慢慢會感覺到雖然三個是不同的
[00:19:20.120 --> 00:19:27.560]  但是三個就變成一個
[00:19:27.560 --> 00:19:30.840]  所以雖然三個是獨立的個體
[00:19:30.840 --> 00:19:37.880]  但是大家不只是停留在自己身上
[00:19:37.880 --> 00:19:40.120]  跟今天不同
[00:19:40.120 --> 00:19:43.000]  今天的人都是搶着要說話
[00:19:43.000 --> 00:19:45.960]  他要說話就不讓你說話
[00:19:45.960 --> 00:19:47.160]  是不是?
[00:19:47.160 --> 00:19:51.080]  彷彿他的話最重要
[00:19:51.080 --> 00:19:55.400]  但是你看這個話的話沒有這個情況
[00:19:55.400 --> 00:19:59.720]  其實可以說三個沒有說話
[00:19:59.720 --> 00:20:02.440]  好像是很安靜的
[00:20:02.440 --> 00:20:06.760]  但是好像又說了很多的話
[00:20:06.760 --> 00:20:13.560]  因爲三個人的眼神不斷的在交流
[00:20:13.560 --> 00:20:15.800]  其實你留意的看的話
[00:20:15.800 --> 00:20:21.400]  三個人每一個人的眼神都不是落在自己身上
[00:20:21.400 --> 00:20:26.600]  都是落在其他人的身上
[00:20:26.600 --> 00:20:33.800]  彷彿他們不用講自己心裏面要講的話
[00:20:33.800 --> 00:20:35.560]  也不用搶着來講
[00:20:35.560 --> 00:20:39.800]  好像他不講人家就不知道它的重要性
[00:20:39.800 --> 00:20:41.480]  就不知道它的存在
[00:20:41.480 --> 00:20:47.800]  這三個主角沒有一個好像要搶着來說話
[00:20:47.800 --> 00:20:51.720]  每一個都是留心另外的一個
[00:20:51.720 --> 00:20:55.320]  另外的兩個他們要說什麼
[00:20:55.320 --> 00:20:59.480]  他們心裏面想着什麼
[00:20:59.480 --> 00:21:07.800]  所以從這裏我們看見感受到中間的一種和諧
[00:21:07.800 --> 00:21:13.080]  這種和諧不是靠理論爭回來的
[00:21:13.080 --> 00:21:19.800]  這種和諧是由我們留心其他的人在想什麼
[00:21:19.800 --> 00:21:22.520]  我們不是要單聽他的話
[00:21:22.520 --> 00:21:26.760]  而是要他聽他心裏面沒有講的話
[00:21:26.760 --> 00:21:31.240]  是因爲這一種心裏頭的交流
[00:21:31.240 --> 00:21:33.080]  透過這個眼神
[00:21:33.080 --> 00:21:35.960]  我們感受那種和諧
[00:21:35.960 --> 00:21:39.880]  那種和誼
[00:21:39.880 --> 00:21:45.560]  你說這一種的和誼是不是在這個世界裏面看得見
[00:21:45.560 --> 00:21:49.960]  起碼不是現在香港這個世界我們看得見
[00:21:49.960 --> 00:21:53.000]  我們現在越來越不講
[00:21:53.000 --> 00:21:55.720]  不是不講是講的太多
[00:21:55.720 --> 00:22:00.440]  我們沒有好好的聽不同人要講的話
[00:22:00.440 --> 00:22:03.000]  也就是我們光是要講他的話
[00:22:03.000 --> 00:22:05.080]  每一個人都搶着要講
[00:22:05.080 --> 00:22:08.920]  但是其實講來講去都是非常膚淺的話
[00:22:08.920 --> 00:22:10.840]  沒有和誼
[00:22:10.840 --> 00:22:13.320]  但是主耶穌講的不是這一種和誼
[00:22:13.320 --> 00:22:16.440]  他講的是一種和諧
[00:22:16.440 --> 00:22:20.040]  因爲留心對方而來的和諧
[00:22:20.040 --> 00:22:23.400]  在這個和誼裏頭
[00:22:23.400 --> 00:22:28.280]  全體不會把個體毀滅
[00:22:28.280 --> 00:22:35.400]  個體又不會忘掉全體
[00:22:35.400 --> 00:22:41.480]  我們的神就是生活在這一種的
[00:22:41.480 --> 00:22:46.600]  分毀之下
[00:22:46.600 --> 00:22:49.160]  明白嗎?
[00:22:49.160 --> 00:22:50.680]  我希望你明白
[00:22:50.680 --> 00:22:53.480]  但是我覺得很難明白
[00:22:53.480 --> 00:22:56.600]  單憑人的說話
[00:22:56.600 --> 00:23:00.680]  我發覺很難說得清楚
[00:23:00.680 --> 00:23:05.160]  要實現出來更是難
[00:23:05.160 --> 00:23:09.640]  但是我想耶穌講的
[00:23:09.640 --> 00:23:11.960]  就是這個意思
[00:23:11.960 --> 00:23:17.320]  那我們怎麼樣纔可以有這一種的和誼呢?
[00:23:17.320 --> 00:23:18.600]  這個世界沒有
[00:23:18.600 --> 00:23:21.800]  我們從哪裏去學?
[00:23:21.800 --> 00:23:23.720]  剛纔我說
[00:23:23.720 --> 00:23:27.560]  還是要以耶穌基督爲老師
[00:23:27.560 --> 00:23:33.960]  那耶穌基督是怎麼樣的呢?
[00:23:33.960 --> 00:23:41.000]  每當想到耶穌基督有一段經文是常常在心裏的
[00:23:41.000 --> 00:23:45.720]  也是一段不斷自己在反覆思想的經文
[00:23:45.720 --> 00:23:50.120]  因爲我們要是說耶穌基督留下什麼榜樣
[00:23:50.120 --> 00:23:53.800]  我想這個就是耶穌基督的榜樣
[00:23:53.800 --> 00:23:55.320]  這段經文這樣說
[00:23:55.320 --> 00:23:58.920]  他說他本有神的形象
[00:23:58.920 --> 00:24:04.280]  卻不堅持自己與神爲同等
[00:24:04.280 --> 00:24:06.200]  反倒虛極
[00:24:06.200 --> 00:24:09.160]  取了盧浦的形象
[00:24:09.160 --> 00:24:12.200]  成爲人的樣式
[00:24:12.200 --> 00:24:14.280]  既有人的樣子
[00:24:14.280 --> 00:24:16.840]  就謙卑自己
[00:24:16.840 --> 00:24:18.920]  羣性順服
[00:24:18.920 --> 00:24:20.680]  以致於實
[00:24:20.680 --> 00:24:26.840]  且實在實至家常
[00:24:26.840 --> 00:24:31.320]  我想這句經文就能夠告訴我們
[00:24:31.320 --> 00:24:37.080]  耶穌是怎麼樣達到這一種回應
[00:24:37.080 --> 00:24:39.000]  在這段經文裏頭
[00:24:39.000 --> 00:24:44.760]  我彷彿看見聖三的聖話沒有說出來的話
[00:24:44.760 --> 00:24:47.960]  我剛纔說三個主角沒有話語
[00:24:47.960 --> 00:24:49.880]  只有眼神
[00:24:49.880 --> 00:24:55.000]  但是這段經文好像把他們沒有說的話都說了出來
[00:24:55.000 --> 00:25:00.360]  而且把最後結果也說了出來
