
[00:00:00.000 --> 00:00:02.000]  好,我們看看今天的PowerPoint
[00:01:31.000 --> 00:01:32.000]  大家都知道
[00:01:32.000 --> 00:01:34.000]  不只是女人用水造的
[00:01:34.000 --> 00:01:35.000]  男人也是
[00:01:35.000 --> 00:01:37.000]  比方說70公斤的人
[00:01:37.000 --> 00:01:40.000]  又有46公斤是水
[00:01:40.000 --> 00:01:43.000]  當中有375克的鹽分
[00:01:43.000 --> 00:01:46.000]  簡單來說就是很多的意思
[00:01:46.000 --> 00:01:49.000]  第二就是鹽是供應人體必需的元素當中
[00:01:49.000 --> 00:01:52.000]  鹿和鴨的主要來源
[00:01:52.000 --> 00:01:53.000]  生理上的特殊功能
[00:01:53.000 --> 00:01:55.000]  即是說如果你生命當中
[00:01:55.000 --> 00:01:58.000]  你的身體當中沒有了鹽的話
[00:01:58.000 --> 00:02:03.000]  你基本上是不能夠正常地活動的
[00:02:03.000 --> 00:02:05.000]  所以我們現在經常說
[00:02:05.000 --> 00:02:07.000]  少鹽少油少糖
[00:02:07.000 --> 00:02:09.000]  這個是少不是沒有
[00:02:09.000 --> 00:02:11.000]  不過你不要完全不吃
[00:02:11.000 --> 00:02:14.000]  如果沒有了鹽
[00:02:14.000 --> 00:02:16.000]  講一講有什麼傷害
[00:02:16.000 --> 00:02:17.000]  第一就是食慾不振
[00:02:17.000 --> 00:02:19.000]  四肢無力頭暈
[00:02:19.000 --> 00:02:21.000]  是不是講中了你的東西
[00:02:21.000 --> 00:02:23.000]  特別是聽到的時候
[00:02:23.000 --> 00:02:25.000]  嚴重的會厭食
[00:02:25.000 --> 00:02:26.000]  惡心
[00:02:26.000 --> 00:02:27.000]  嘔吐
[00:02:27.000 --> 00:02:29.000]  心律加速
[00:02:29.000 --> 00:02:30.000]  脈搏微弱
[00:02:30.000 --> 00:02:32.000]  肌肉痙攣
[00:02:32.000 --> 00:02:33.000]  視力模糊
[00:02:33.000 --> 00:02:37.000]  下吏即是肚瀉等等的徵狀
[00:02:37.000 --> 00:02:38.000]  再嚴重一點
[00:02:38.000 --> 00:02:40.000]  就會因為心臟的衰竭而導致死亡
[00:02:40.000 --> 00:02:42.000]  所以不是開玩笑的
[00:02:42.000 --> 00:02:46.000]  所以其實少量或適量的鹽是需要的
[00:02:46.000 --> 00:02:49.000]  身體中鹽的含量過低的話
[00:02:49.000 --> 00:02:51.000]  就會引致癌症
[00:02:51.000 --> 00:02:52.000]  你相信吧
[00:02:52.000 --> 00:02:56.000]  各種的癌症是現在頭號的殺手
[00:02:56.000 --> 00:02:57.000]  我們認識的朋友當中
[00:02:57.000 --> 00:02:58.000]  你有沒有發覺
[00:02:58.000 --> 00:03:00.000]  一是touch wood
[00:03:00.000 --> 00:03:02.000]  沒事沒幹
[00:03:02.000 --> 00:03:03.000]  一有事
[00:03:03.000 --> 00:03:05.000]  通常十局其九都是什麼
[00:03:05.000 --> 00:03:06.000]  都是癌症
[00:03:06.000 --> 00:03:08.000]  因為沒有足夠的鹽份
[00:03:08.000 --> 00:03:11.000]  酸就會在部份細胞當中積聚
[00:03:11.000 --> 00:03:13.000]  細胞當中的酸度含量過高
[00:03:13.000 --> 00:03:15.000]  就會損害DNA
[00:03:15.000 --> 00:03:17.000]  所以就會引發癌症
[00:03:17.000 --> 00:03:20.000]  缺鹽也是骨質疏鬆症的起因之一
[00:03:20.000 --> 00:03:23.000]  血液當中必須保證一定份量的鹽
[00:03:23.000 --> 00:03:24.000]  如果鹽不足的話
[00:03:24.000 --> 00:03:26.000]  就會從骨骼當中吸取
[00:03:26.000 --> 00:03:28.000]  你吸取了鹽
[00:03:28.000 --> 00:03:29.000]  骨骼當中吸取了
[00:03:29.000 --> 00:03:31.000]  就變成了骨質疏鬆
[00:03:31.000 --> 00:03:35.000]  骨質疏鬆也不是中年女士的專利
[00:03:35.000 --> 00:03:37.000]  男士也要小心
[00:03:37.000 --> 00:03:39.000]  說了這些背景之後
[00:03:39.000 --> 00:03:40.000]  健康的背景
[00:03:40.000 --> 00:03:42.000]  我們就說原文或拉丁文
[00:03:42.000 --> 00:03:44.000]  這些拉丁文不是原文
[00:03:44.000 --> 00:03:46.000]  只是希伯來文和希臘文
[00:03:46.000 --> 00:03:47.000]  不過拉丁文也很有意思
[00:03:47.000 --> 00:03:50.000]  鹽和太陽這個字很相似
[00:03:50.000 --> 00:03:51.000]  拉丁文裡面太陽
[00:03:51.000 --> 00:03:53.000]  sol
[00:03:53.000 --> 00:03:54.000]  鹽呢
[00:03:54.000 --> 00:03:55.000]  sol
[00:03:55.000 --> 00:03:56.000]  鹽
[00:03:56.000 --> 00:03:58.000]  你聽起來發音也差不多
[00:03:58.000 --> 00:04:00.000]  諧音也差不多
[00:04:00.000 --> 00:04:02.000]  羅馬人
[00:04:02.000 --> 00:04:04.000]  羅馬人在古代裡面
[00:04:04.000 --> 00:04:06.000]  其中一個很重要的文化
[00:04:06.000 --> 00:04:10.000]  我們叫希羅文化
[00:04:10.000 --> 00:04:12.000]  希臘文化和羅馬文化
[00:04:12.000 --> 00:04:14.000]  在耶穌時代裡面是很重要的兩個文化
[00:04:14.000 --> 00:04:17.000]  羅馬人就將鹽和太陽
[00:04:17.000 --> 00:04:19.000]  等同位置
[00:04:19.000 --> 00:04:20.000]  這麼重要
[00:04:20.000 --> 00:04:22.000]  他說沒有任何東西
[00:04:22.000 --> 00:04:25.000]  比太陽和鹽更加有用
[00:04:25.000 --> 00:04:26.000]  很有趣
[00:04:26.000 --> 00:04:28.000]  不知道你們知不知道
[00:04:28.000 --> 00:04:30.000]  以前的羅馬士兵出糧
[00:04:30.000 --> 00:04:31.000]  不是自動轉賬的
[00:04:31.000 --> 00:04:33.000]  不是出薪水
[00:04:33.000 --> 00:04:34.000]  什麼
[00:04:34.000 --> 00:04:37.000]  現鈔或者薪金
[00:04:37.000 --> 00:04:38.000]  出什麼都出鹽
[00:04:38.000 --> 00:04:39.000]  給你一袋鹽
[00:04:39.000 --> 00:04:41.000]  你就當出糧
[00:04:41.000 --> 00:04:42.000]  你喜不喜歡
[00:04:42.000 --> 00:04:44.000]  下個月你老闆給你一袋鹽
[00:04:44.000 --> 00:04:46.000]  你真的罵他也有份
[00:04:46.000 --> 00:04:48.000]  你真是姓李
[00:04:48.000 --> 00:04:50.000]  你老闆
[00:04:50.000 --> 00:04:51.000]  罵他也不一定
[00:04:51.000 --> 00:04:52.000]  出鹽
[00:04:52.000 --> 00:04:53.000]  以前就是這樣
[00:04:53.000 --> 00:04:55.000]  因為鹽是很矜貴的
[00:04:55.000 --> 00:04:56.000]  很寶貴的
[00:04:56.000 --> 00:04:58.000]  很值錢的
[00:04:58.000 --> 00:05:00.000]  以前的羅馬士兵
[00:05:00.000 --> 00:05:01.000]  獲發一定數量的鹽
[00:05:01.000 --> 00:05:03.000]  作為軍餉軍糧的一部分
[00:05:03.000 --> 00:05:05.000]  稱為salarian adjentum
[00:05:05.000 --> 00:05:06.000]  英文salary
[00:05:06.000 --> 00:05:07.000]  大家可能都知道這個字
[00:05:07.000 --> 00:05:08.000]  salary
[00:05:08.000 --> 00:05:09.000]  你今個月的salary
[00:05:09.000 --> 00:05:10.000]  即是工資有多少
[00:05:10.000 --> 00:05:11.000]  工資有多少
[00:05:11.000 --> 00:05:12.000]  薪水有多少
[00:05:12.000 --> 00:05:14.000]  原來就是sal
[00:05:14.000 --> 00:05:15.000]  原來是鹽
[00:05:15.000 --> 00:05:17.000]  就是從這個典故而來的
[00:05:17.000 --> 00:05:19.000]  因為以前是出鹽
[00:05:19.000 --> 00:05:21.000]  作為你的薪水
[00:05:21.000 --> 00:05:22.000]  相反來說
[00:05:22.000 --> 00:05:24.000]  那些辦事不力的士兵
[00:05:24.000 --> 00:05:26.000]  他們那時候有個說法
[00:05:26.000 --> 00:05:27.000]  你都不值得
[00:05:27.000 --> 00:05:29.000]  拿這些鹽作為軍餉
[00:05:29.000 --> 00:05:30.000]  就等於今天
[00:05:30.000 --> 00:05:31.000]  騙飯吃的
[00:05:31.000 --> 00:05:33.000]  不值得出糧給你
[00:05:33.000 --> 00:05:34.000]  這個意思
[00:05:34.000 --> 00:05:35.000]  另外你知道
[00:05:35.000 --> 00:05:37.000]  以前有奴隸的文化
[00:05:37.000 --> 00:05:39.000]  就是反了奴隸
[00:05:39.000 --> 00:05:41.000]  古時的希臘人
[00:05:41.000 --> 00:05:42.000]  剛才說了希羅文化
[00:05:42.000 --> 00:05:44.000]  希臘和羅馬
[00:05:44.000 --> 00:05:45.000]  剛才說了羅馬
[00:05:45.000 --> 00:05:46.000]  現在說希臘
[00:05:46.000 --> 00:05:47.000]  古時的希臘人
[00:05:47.000 --> 00:05:49.000]  很廣泛地用鹽
[00:05:49.000 --> 00:05:51.000]  來交換奴隸
[00:05:51.000 --> 00:05:53.000]  這應該是一幅畫
[00:05:53.000 --> 00:05:57.000]  就是重現當時的奴隸市場
[00:05:57.000 --> 00:05:58.000]  即是你逛街市
[00:05:58.000 --> 00:05:59.000]  你一逛街市
[00:05:59.000 --> 00:06:01.000]  只會看到豬肉牛肉菜
[00:06:01.000 --> 00:06:03.000]  但以前如果你去希臘
[00:06:03.000 --> 00:06:04.000]  那些街市
[00:06:04.000 --> 00:06:05.000]  你就會看到
[00:06:05.000 --> 00:06:06.000]  其中一檔
[00:06:06.000 --> 00:06:07.000]  就是賣奴隸的
[00:06:07.000 --> 00:06:09.000]  有這樣的說法
[00:06:09.000 --> 00:06:11.000]  怎樣說呢
[00:06:11.000 --> 00:06:13.000]  The slave is not worth his salt
[00:06:13.000 --> 00:06:15.000]  即是說那些奴隸
[00:06:15.000 --> 00:06:17.000]  是不值得那袋鹽
[00:06:17.000 --> 00:06:19.000]  即是你要用鹽去換
[00:06:19.000 --> 00:06:21.000]  譬如你用了一袋
[00:06:21.000 --> 00:06:22.000]  三斤的鹽
[00:06:22.000 --> 00:06:23.000]  換了一個奴隸回來
[00:06:23.000 --> 00:06:24.000]  回來後
[00:06:24.000 --> 00:06:26.000]  貨不對板
[00:06:26.000 --> 00:06:27.000]  你就會怎樣
[00:06:27.000 --> 00:06:28.000]  神病
[00:06:28.000 --> 00:06:29.000]  早知道選旁邊那個
[00:06:29.000 --> 00:06:30.000]  想著要大大隻隻
[00:06:30.000 --> 00:06:31.000]  誰知道
[00:06:31.000 --> 00:06:33.000]  有句說話叫什麼
[00:06:33.000 --> 00:06:35.000]  大懶蟲
[00:06:35.000 --> 00:06:36.000]  大隻講
[00:06:36.000 --> 00:06:38.000]  The slave is not worth his salt
[00:06:38.000 --> 00:06:39.000]  即是說
[00:06:39.000 --> 00:06:41.000]  The slave is not worth the money
[00:06:41.000 --> 00:06:42.000]  不值錢
[00:06:42.000 --> 00:06:43.000]  都不值這樣的價錢
[00:06:43.000 --> 00:06:45.000]  太貴了
[00:06:45.000 --> 00:06:46.000]  另外
[00:06:46.000 --> 00:06:47.000]  中國李時珍
[00:06:47.000 --> 00:06:49.000]  你知道他本草綱目
[00:06:49.000 --> 00:06:50.000]  他嘗百草
[00:06:50.000 --> 00:06:52.000]  很多時候
[00:06:52.000 --> 00:06:53.000]  因為嘗百草
[00:06:53.000 --> 00:06:54.000]  幾乎命都沒有
[00:06:54.000 --> 00:06:55.000]  最後聽說
[00:06:55.000 --> 00:06:56.000]  真的嘗了一隻草
[00:06:56.000 --> 00:06:57.000]  叫斷腸草
[00:06:57.000 --> 00:06:58.000]  就死了
[00:06:58.000 --> 00:06:59.000]  不過怎樣也好
[00:06:59.000 --> 00:07:00.000]  不是重點
[00:07:00.000 --> 00:07:01.000]  這個才是重點
[00:07:01.000 --> 00:07:03.000]  他對鹽當然有認識
[00:07:03.000 --> 00:07:06.000]  詳細分析這個鹽有三種
[00:07:06.000 --> 00:07:07.000]  三類
[00:07:07.000 --> 00:07:08.000]  三部分
[00:07:08.000 --> 00:07:09.000]  叫食鹽
[00:07:09.000 --> 00:07:10.000]  我們有認識
[00:07:10.000 --> 00:07:11.000]  食鹽
[00:07:11.000 --> 00:07:12.000]  炒菜食鹽
[00:07:12.000 --> 00:07:13.000]  普通的鹽
[00:07:13.000 --> 00:07:14.000]  海鹽
[00:07:14.000 --> 00:07:15.000]  以前一定是海鹽
[00:07:15.000 --> 00:07:17.000]  另外老鹽
[00:07:17.000 --> 00:07:18.000]  這個我們不太認識
[00:07:18.000 --> 00:07:20.000]  有認識可以翻查一下
[00:07:20.000 --> 00:07:21.000]  看看有沒有興趣
[00:07:21.000 --> 00:07:22.000]  什麼叫老鹽
[00:07:22.000 --> 00:07:24.000]  是老水的鹽
[00:07:24.000 --> 00:07:25.000]  應該是這個意思
[00:07:25.000 --> 00:07:26.000]  是不是
[00:07:26.000 --> 00:07:27.000]  好了
[00:07:27.000 --> 00:07:30.000]  當中記載了四十幾種鹽的正確用途
[00:07:30.000 --> 00:07:31.000]  和什麼
[00:07:31.000 --> 00:07:32.000]  留心
[00:07:32.000 --> 00:07:34.000]  醫療效用
[00:07:34.000 --> 00:07:35.000]  如果你留心
[00:07:35.000 --> 00:07:36.000]  我之前聽到
[00:07:36.000 --> 00:07:37.000]  剛才我之前說沒有鹽的話
[00:07:37.000 --> 00:07:38.000]  會怎樣
[00:07:38.000 --> 00:07:39.000]  又心跳加速
[00:07:39.000 --> 00:07:41.000]  又引發癌症
[00:07:41.000 --> 00:07:43.000]  又怎樣怎樣
[00:07:43.000 --> 00:07:44.000]  那你就明白了
[00:07:44.000 --> 00:07:50.000]  你時針就將這些鹽的正確和藥療的用途都列出來
[00:07:50.000 --> 00:07:51.000]  所以你有興趣
[00:07:51.000 --> 00:07:53.000]  買本草綱目
[00:07:53.000 --> 00:07:54.000]  或者上網
[00:07:54.000 --> 00:07:55.000]  現在有了
[00:07:55.000 --> 00:07:56.000]  什麼都可以上網看
[00:07:56.000 --> 00:07:57.000]  OK
[00:07:57.000 --> 00:07:58.000]  好了
[00:07:58.000 --> 00:07:59.000]  證明鹽的用途
[00:07:59.000 --> 00:08:00.000]  很廣泛的
[00:08:00.000 --> 00:08:02.000]  藥用價值很高
[00:08:02.000 --> 00:08:03.000]  所以弟兄姊妹
[00:08:03.000 --> 00:08:06.000]  我們適量地吃鹽是有好處的
[00:08:06.000 --> 00:08:07.000]  但是說回聖經
[00:08:07.000 --> 00:08:09.000]  說了很多吃的東西
[00:08:09.000 --> 00:08:10.000]  現在肚子餓了
[00:08:10.000 --> 00:08:11.000]  不過就
[00:08:11.000 --> 00:08:14.000]  如果看回新舊約時代的藥
[00:08:14.000 --> 00:08:16.000]  原來都是用鹽來封口
[00:08:16.000 --> 00:08:18.000]  因為我們以前是沒有紙張的
[00:08:18.000 --> 00:08:20.000]  是羊皮卷
[00:08:20.000 --> 00:08:21.000]  卷起來之後
[00:08:21.000 --> 00:08:23.000]  你要封它的口
[00:08:23.000 --> 00:08:24.000]  現在你譬如
[00:08:24.000 --> 00:08:25.000]  去律師行
[00:08:25.000 --> 00:08:27.000]  如果那些比較嚴肅一點
[00:08:27.000 --> 00:08:30.000]  你家裡通常是用什麼封口的
[00:08:30.000 --> 00:08:31.000]  用火漆
[00:08:31.000 --> 00:08:33.000]  紅色的那個東西
[00:08:33.000 --> 00:08:35.000]  一漆
[00:08:35.000 --> 00:08:36.000]  填了進去
[00:08:36.000 --> 00:08:37.000]  印了進去
[00:08:37.000 --> 00:08:39.000]  證明這個是有法律的效用的
[00:08:39.000 --> 00:08:41.000]  古代的這些羊皮卷
[00:08:41.000 --> 00:08:43.000]  它的封口
[00:08:43.000 --> 00:08:44.000]  就不是火漆
[00:08:44.000 --> 00:08:45.000]  當然還沒有發明
[00:08:45.000 --> 00:08:46.000]  它是用什麼
[00:08:46.000 --> 00:08:47.000]  用鹽
[00:08:47.000 --> 00:08:48.000]  鹽你知道
[00:08:48.000 --> 00:08:49.000]  有些鹹鹹的
[00:08:49.000 --> 00:08:51.000]  用一些特別的方法封了它
[00:08:51.000 --> 00:08:52.000]  所以剛才說
[00:08:52.000 --> 00:08:53.000]  就這個字
[00:08:53.000 --> 00:08:54.000]  前置詞
[00:08:54.000 --> 00:08:55.000]  prefix
[00:08:55.000 --> 00:08:56.000]  什麼是前置詞
[00:08:56.000 --> 00:08:57.000]  就是說
[00:08:57.000 --> 00:08:58.000]  它在前面
[00:08:58.000 --> 00:08:59.000]  貼著後面那個東西
[00:08:59.000 --> 00:09:01.000]  就表明前面那個東西有意思
[00:09:01.000 --> 00:09:02.000]  表明後面
[00:09:02.000 --> 00:09:03.000]  的意思就是這個範圍裡面
[00:09:03.000 --> 00:09:04.000]  舉個例子
[00:09:04.000 --> 00:09:05.000]  很簡單
[00:09:05.000 --> 00:09:06.000]  出口呢
[00:09:06.000 --> 00:09:07.000]  exit
[00:09:07.000 --> 00:09:08.000]  ex就是出的意思
[00:09:08.000 --> 00:09:09.000]  ex
[00:09:09.000 --> 00:09:10.000]  所以exit
[00:09:10.000 --> 00:09:11.000]  exit
[00:09:11.000 --> 00:09:12.000]  就是出口
[00:09:12.000 --> 00:09:13.000]  出埃及記
[00:09:13.000 --> 00:09:14.000]  那些什麼
[00:09:14.000 --> 00:09:15.000]  exodus
[00:09:15.000 --> 00:09:16.000]  ex
[00:09:16.000 --> 00:09:17.000]  就是出了
[00:09:17.000 --> 00:09:18.000]  odus
[00:09:18.000 --> 00:09:19.000]  ok
[00:09:19.000 --> 00:09:20.000]  那好啦
[00:09:20.000 --> 00:09:21.000]  你的前度男友女友叫什麼
[00:09:21.000 --> 00:09:22.000]  ex
[00:09:22.000 --> 00:09:23.000]  ex girlfriend
[00:09:23.000 --> 00:09:24.000]  ex boyfriend
[00:09:24.000 --> 00:09:25.000]  ok
[00:09:25.000 --> 00:09:26.000]  所以前置詞呢
[00:09:26.000 --> 00:09:27.000]  prefix呢
[00:09:27.000 --> 00:09:28.000]  就是sal
[00:09:28.000 --> 00:09:29.000]  就是用鹽
[00:09:29.000 --> 00:09:30.000]  所以整個字
[00:09:30.000 --> 00:09:31.000]  救恩
[00:09:31.000 --> 00:09:32.000]  就是神給我們納的藥呢
[00:09:32.000 --> 00:09:33.000]  就是salvation
[00:09:33.000 --> 00:09:34.000]  記不記得
[00:09:34.000 --> 00:09:35.000]  今天我們領聖餐
[00:09:35.000 --> 00:09:36.000]  記不記得
[00:09:36.000 --> 00:09:37.000]  當我說到那個杯的時候呢
[00:09:37.000 --> 00:09:38.000]  耶穌不是說
[00:09:38.000 --> 00:09:39.000]  這個杯
[00:09:39.000 --> 00:09:40.000]  就是我給你們納藥的
[00:09:40.000 --> 00:09:41.000]  是不是
[00:09:41.000 --> 00:09:42.000]  血
[00:09:42.000 --> 00:09:43.000]  是我的血
[00:09:43.000 --> 00:09:44.000]  給你們納的新藥
[00:09:44.000 --> 00:09:45.000]  你們應當如此行
[00:09:45.000 --> 00:09:46.000]  為的是紀念我
[00:09:46.000 --> 00:09:47.000]  ok
[00:09:47.000 --> 00:09:48.000]  所以鹽的用途
[00:09:48.000 --> 00:09:49.000]  或者它的地位呢
[00:09:49.000 --> 00:09:50.000]  是很高的
[00:09:50.000 --> 00:09:51.000]  好啦
[00:09:51.000 --> 00:09:52.000]  我們最後到這一節
[00:09:52.000 --> 00:09:55.000]  唉 剛才我就是這節經文
[00:09:55.000 --> 00:09:56.000]  不如一起倒一倒好不好
[00:09:56.000 --> 00:09:57.000]  預備起
[00:09:57.000 --> 00:09:58.000]  飯後
[00:09:58.000 --> 00:10:00.000]  也照樣拿起杯來說
[00:10:00.000 --> 00:10:02.000]  這杯是用我的血
[00:10:02.000 --> 00:10:03.000]  所納的新藥
[00:10:03.000 --> 00:10:05.000]  所以你們每逢喝的時候
[00:10:05.000 --> 00:10:06.000]  要如此行
[00:10:06.000 --> 00:10:08.000]  為的是紀念我
[00:10:08.000 --> 00:10:09.000]  那我想到這裡呢
[00:10:09.000 --> 00:10:10.000]  因為那個羊皮卷
[00:10:10.000 --> 00:10:11.000]  納這個新藥的時候呢
[00:10:11.000 --> 00:10:12.000]  是用
[00:10:12.000 --> 00:10:13.000]  主的血來納的
[00:10:13.000 --> 00:10:14.000]  但是呢
[00:10:14.000 --> 00:10:15.000]  鹽呢
[00:10:15.000 --> 00:10:16.000]  又是必備的
[00:10:16.000 --> 00:10:17.000]  封
[00:10:17.000 --> 00:10:18.000]  封了這個藥的
[00:10:18.000 --> 00:10:19.000]  必備的
[00:10:19.000 --> 00:10:20.000]  那個藥劑
[00:10:20.000 --> 00:10:22.000]  那必備的
[00:10:22.000 --> 00:10:23.000]  那樣的東西
[00:10:23.000 --> 00:10:24.000]  那聖經呢
[00:10:24.000 --> 00:10:25.000]  我們今天看呢
[00:10:25.000 --> 00:10:26.000]  又說
[00:10:26.000 --> 00:10:27.000]  神叫我們做什麼
[00:10:27.000 --> 00:10:28.000]  做什麼
[00:10:28.000 --> 00:10:29.000]  做鹽喔
[00:10:29.000 --> 00:10:30.000]  所以這整件事情
[00:10:30.000 --> 00:10:31.000]  你們想不想到
[00:10:31.000 --> 00:10:33.000]  耶穌基督的補血
[00:10:33.000 --> 00:10:34.000]  祂的救贖
[00:10:34.000 --> 00:10:35.000]  藥
[00:10:35.000 --> 00:10:36.000]  和鹽
[00:10:36.000 --> 00:10:38.000]  那沒有了耶穌基督
[00:10:38.000 --> 00:10:39.000]  這個新藥
[00:10:39.000 --> 00:10:41.000]  神的救贖成不成就
[00:10:41.000 --> 00:10:42.000]  沒可能
[00:10:42.000 --> 00:10:43.000]  但是如果只有
[00:10:43.000 --> 00:10:45.000]  耶穌基督單方面做的事
[00:10:45.000 --> 00:10:46.000]  我們人
[00:10:46.000 --> 00:10:47.000]  沒有回應
[00:10:47.000 --> 00:10:48.000]  行不行
[00:10:48.000 --> 00:10:49.000]  所以其實呢
[00:10:49.000 --> 00:10:50.000]  這個東西是加在一起的
[00:10:50.000 --> 00:10:51.000]  聽不聽到
[00:10:51.000 --> 00:10:52.000]  缺一不可的
[00:10:52.000 --> 00:10:53.000]  不是說我們很重要
[00:10:53.000 --> 00:10:54.000]  不是我們
[00:10:54.000 --> 00:10:55.000]  我們不是成就救恩
[00:10:55.000 --> 00:10:56.000]  只不過呢
[00:10:56.000 --> 00:10:57.000]  在我們個人的救恩上面呢
[00:10:57.000 --> 00:10:58.000]  如果我們沒有一個
[00:10:58.000 --> 00:10:59.000]  正面的回應的話呢
[00:10:59.000 --> 00:11:00.000]  這個救恩
[00:11:00.000 --> 00:11:01.000]  就不是屬於你的
[00:11:01.000 --> 00:11:02.000]  不是屬於我的
[00:11:02.000 --> 00:11:03.000]  聽得明白我的意思嗎
[00:11:03.000 --> 00:11:04.000]  OK
[00:11:04.000 --> 00:11:05.000]  神是願意萬人得救
[00:11:05.000 --> 00:11:06.000]  不願意一人沉淪
[00:11:06.000 --> 00:11:07.000]  但是呢
[00:11:07.000 --> 00:11:08.000]  如果我們不回應的話呢
[00:11:08.000 --> 00:11:09.000]  其實責任在我自己身上
[00:11:09.000 --> 00:11:10.000]  是不是
[00:11:10.000 --> 00:11:11.000]  好了
[00:11:11.000 --> 00:11:12.000]  說了這麼多的
[00:11:12.000 --> 00:11:13.000]  鹽的一些背景
[00:11:13.000 --> 00:11:14.000]  希望大家呢
[00:11:14.000 --> 00:11:15.000]  對於鹽呢
[00:11:15.000 --> 00:11:16.000]  多一些的認識
[00:11:16.000 --> 00:11:17.000]  那我們今天正式進入
[00:11:17.000 --> 00:11:19.000]  這個講道的內容
[00:11:19.000 --> 00:11:20.000]  一節經文
[00:11:20.000 --> 00:11:21.000]  哇
[00:11:21.000 --> 00:11:22.000]  牧師說什麼
[00:11:22.000 --> 00:11:23.000]  看一看
[00:11:23.000 --> 00:11:24.000]  說什麼
[00:11:24.000 --> 00:11:25.000]  這裡是鹽
[00:11:25.000 --> 00:11:26.000]  道出生命的真名
[00:11:26.000 --> 00:11:27.000]  你覺得人生怎麼樣
[00:11:27.000 --> 00:11:28.000]  頂尖妹
[00:11:28.000 --> 00:11:29.000]  說真那句
[00:11:29.000 --> 00:11:31.000]  我們祖堂大部分都是有識之士
[00:11:31.000 --> 00:11:32.000]  有人生經驗豐富的
[00:11:32.000 --> 00:11:33.000]  沒有什麼
[00:11:33.000 --> 00:11:35.000]  這些幼小的人在這裡
[00:11:35.000 --> 00:11:36.000]  你對人生有沒有看法
[00:11:36.000 --> 00:11:38.000]  有沒有一些經歷
[00:11:38.000 --> 00:11:39.000]  看你這麼滄桑的臉孔
[00:11:39.000 --> 00:11:40.000]  不是不是
[00:11:40.000 --> 00:11:41.000]  滄桑
[00:11:41.000 --> 00:11:42.000]  就是這麼成熟的臉孔
[00:11:42.000 --> 00:11:43.000]  就知道有經歷了
[00:11:43.000 --> 00:11:44.000]  是不是
[00:11:44.000 --> 00:11:45.000]  很自然的
[00:11:45.000 --> 00:11:46.000]  人一定有經歷的
[00:11:46.000 --> 00:11:48.000]  經歷不在乎兩樣
[00:11:48.000 --> 00:11:49.000]  是什麼
[00:11:49.000 --> 00:11:50.000]  開心的
[00:11:50.000 --> 00:11:52.000]  和不開心的
[00:11:52.000 --> 00:11:53.000]  我如果問你
[00:11:53.000 --> 00:11:55.000]  你喜歡開心的經歷
[00:11:55.000 --> 00:11:57.000]  成就的順風的經歷
