
[00:00:00.000 --> 00:00:02.000]  在這段時間我用《約翰一書》
[00:01:23.000 --> 00:01:27.500]  讓上帝的話語幫助我們成為一個合神心意勝過世界的群體
[00:01:27.500 --> 00:01:29.500]  我們同心禱告
[00:01:29.500 --> 00:01:32.000]  慈悲人我天父我求聖靈你幫助我們
[00:01:32.000 --> 00:01:34.000]  給我們力量
[00:01:34.000 --> 00:01:36.500]  因為我們這裏都是一班很軟弱的人
[00:01:36.500 --> 00:01:38.000]  我們無力
[00:01:38.000 --> 00:01:41.000]  我們不能夠靠自己能夠勝過世界
[00:01:41.000 --> 00:01:43.000]  我們要靠著上帝的一道
[00:01:43.000 --> 00:01:44.500]  才能夠勝過這個世界
[00:01:44.500 --> 00:01:47.000]  求上帝你使用我作為你的僕人
[00:01:47.000 --> 00:01:49.000]  讓我今天所說的話不是出於自己
[00:01:49.000 --> 00:01:51.000]  而是出於上帝你的心意
[00:01:51.000 --> 00:01:53.000]  我們同樣求你
[00:01:53.000 --> 00:01:54.000]  打開我們頂支部的心靈
[00:01:54.000 --> 00:01:55.500]  打開我們的耳朵
[00:01:55.500 --> 00:01:58.000]  以致你讓你的話語在我們心裏面
[00:01:58.000 --> 00:02:01.000]  以致我們能夠被你話語所充滿的時候
[00:02:01.000 --> 00:02:02.000]  我們能夠活出來
[00:02:02.000 --> 00:02:04.000]  能夠勝過世界
[00:02:04.000 --> 00:02:06.000]  求聖靈你與我們同在
[00:02:06.000 --> 00:02:08.000]  奉耶穌基督得四面之祈求
[00:02:08.000 --> 00:02:09.000]  阿們
[00:02:09.000 --> 00:02:12.000]  仍然鼓勵大家可以打開聖經來聽道
[00:02:12.000 --> 00:02:15.000]  在我們的聖經第三百三十八頁
[00:02:15.000 --> 00:02:17.000]  約翰一書第二章
[00:02:17.000 --> 00:02:19.000]  十二至十四節
[00:02:19.000 --> 00:02:21.000]  今天我就不會用新學業本
[00:02:21.000 --> 00:02:23.000]  我們都用和合本
[00:02:23.000 --> 00:02:25.000]  你見到在這裏
[00:02:25.000 --> 00:02:31.000]  因為我們這個星期有很多突然發生的事
[00:02:31.000 --> 00:02:32.000]  我們星期四
[00:02:32.000 --> 00:02:34.000]  整個教會沒有冷氣
[00:02:34.000 --> 00:02:36.000]  以及沒有電梯
[00:02:36.000 --> 00:02:37.000]  我們億五分的小朋友
[00:02:37.000 --> 00:02:40.000]  臨時借用了另一間教會的禮堂
[00:02:40.000 --> 00:02:42.000]  不知道為何今天早上
[00:02:42.000 --> 00:02:45.000]  發覺我們的projector的stream下不來
[00:02:45.000 --> 00:02:47.000]  所以這是一個臨時的stream
[00:02:47.000 --> 00:02:49.000]  很感謝我們行政幹事
[00:02:49.000 --> 00:02:51.000]  他有很多執生的東西
[00:02:51.000 --> 00:02:53.000]  所以字會小了一點
[00:02:53.000 --> 00:02:56.000]  如果考慮看聖經會好一點
[00:02:56.000 --> 00:02:58.000]  你見到十二至十三節的一半
[00:02:58.000 --> 00:03:00.000]  到十三節的另一半
[00:03:00.000 --> 00:03:02.000]  去到十四節
[00:03:02.000 --> 00:03:06.000]  是一個兩個很相似的一個pattern的聖經
[00:03:06.000 --> 00:03:09.000]  我們可以看到分別就是一個寫信
[00:03:09.000 --> 00:03:11.000]  一個陳寫信
[00:03:11.000 --> 00:03:13.000]  這個我用了兩個顏色
[00:03:13.000 --> 00:03:14.000]  變了兩個段落
[00:03:14.000 --> 00:03:17.000]  但他都是對著一個對象說的
[00:03:17.000 --> 00:03:18.000]  小子們啊
[00:03:18.000 --> 00:03:19.000]  父老啊
[00:03:19.000 --> 00:03:20.000]  少年人啊
[00:03:20.000 --> 00:03:21.000]  小子們啊
[00:03:21.000 --> 00:03:22.000]  父老啊
[00:03:22.000 --> 00:03:23.000]  少年人啊
[00:03:23.000 --> 00:03:25.000]  所以見到有一個很明顯的對稱
[00:03:25.000 --> 00:03:26.000]  雖然在希臘原文
[00:03:26.000 --> 00:03:28.000]  小子們和這個小子們是有點不同的
[00:03:28.000 --> 00:03:31.000]  但我們相信約翰都是同樣
[00:03:31.000 --> 00:03:33.000]  這個小子們是在說一班
[00:03:33.000 --> 00:03:37.000]  整體教會的兒女
[00:03:37.000 --> 00:03:38.000]  對於約翰來說
[00:03:38.000 --> 00:03:41.000]  他是一個最資深十二使徒之一
[00:03:41.000 --> 00:03:45.000]  他當時所牧養的這個亞細亞的教會
[00:03:45.000 --> 00:03:48.000]  他所關心的每一個弟兄姊妹
[00:03:48.000 --> 00:03:49.000]  都是他所牧養的
[00:03:49.000 --> 00:03:50.000]  所以用小子們啊
[00:03:50.000 --> 00:03:53.000]  好像向著他的兒女說話一樣
[00:03:53.000 --> 00:03:55.000]  去到這一段呢
[00:03:55.000 --> 00:03:57.000]  突然間你見到好像不同的語氣
[00:03:57.000 --> 00:03:58.000]  語重心長
[00:03:58.000 --> 00:03:59.000]  而且好像說
[00:03:59.000 --> 00:04:00.000]  我已經說過給你聽的了
[00:04:00.000 --> 00:04:01.000]  好像爸爸媽媽呢
[00:04:01.000 --> 00:04:02.000]  很暗沉那樣
[00:04:02.000 --> 00:04:04.000]  但我都要再說一次給我的兒女聽
[00:04:04.000 --> 00:04:06.000]  有一些很重要的說話
[00:04:06.000 --> 00:04:07.000]  在這裡呢
[00:04:07.000 --> 00:04:09.000]  我們可以這樣來去看
[00:04:09.000 --> 00:04:11.000]  這三個的對象
[00:04:11.000 --> 00:04:13.000]  我請大家先幫我讀出
[00:04:13.000 --> 00:04:15.000]  這兩個紅框字的事
[00:04:15.000 --> 00:04:16.000]  一二三
[00:04:16.000 --> 00:04:17.000]  小子們啊
[00:04:17.000 --> 00:04:19.000]  我曾寫信給你們
[00:04:19.000 --> 00:04:24.000]  小子們啊
[00:04:24.000 --> 00:04:30.000]  這個小子們呢
[00:04:30.000 --> 00:04:32.000]  是一個很個人很親切的招呼
[00:04:32.000 --> 00:04:36.000]  代表著整體的一個信仰的群體
[00:04:37.000 --> 00:04:39.000]  作為一個教會崇利的長者
[00:04:39.000 --> 00:04:41.000]  他要勸勉
[00:04:41.000 --> 00:04:44.000]  教導他所牧養的弟兄姊妹
[00:04:44.000 --> 00:04:45.000]  在他眼中
[00:04:45.000 --> 00:04:47.000]  這裡每一個都是他所愛的兒女
[00:04:47.000 --> 00:04:50.000]  他提及到一個
[00:04:50.000 --> 00:04:53.000]  我們信仰群體最基本最基本的
[00:04:53.000 --> 00:04:55.000]  基礎
[00:04:55.000 --> 00:04:56.000]  第一
[00:04:56.000 --> 00:04:59.000]  我們都是有罪的
[00:04:59.000 --> 00:05:01.000]  而得到主的名所赦免
[00:05:01.000 --> 00:05:03.000]  提醒我們我們都是一班罪人
[00:05:03.000 --> 00:05:05.000]  因為上帝的恩典
[00:05:05.000 --> 00:05:08.000]  耶穌基督作為挽回祭去拯救我們
[00:05:08.000 --> 00:05:10.000]  第二句提醒我們
[00:05:10.000 --> 00:05:12.000]  我們已經認識父
[00:05:12.000 --> 00:05:13.000]  我們認識天父
[00:05:13.000 --> 00:05:15.000]  因為我們是上帝的兒女
[00:05:15.000 --> 00:05:17.000]  所以在我們這個群體裏面
[00:05:17.000 --> 00:05:19.000]  雖然我們很多元
[00:05:19.000 --> 00:05:20.000]  大家有不同的政見
[00:05:20.000 --> 00:05:21.000]  有不同的看法
[00:05:21.000 --> 00:05:22.000]  但我們都是
[00:05:22.000 --> 00:05:25.000]  大家都是一班蒙恩德教的罪人
[00:05:25.000 --> 00:05:26.000]  大家都是神的兒女
[00:05:26.000 --> 00:05:28.000]  這句說話我講過很多次
[00:05:28.000 --> 00:05:31.000]  所以我們都是一個很重要的一個基礎底下
[00:05:31.000 --> 00:05:33.000]  我們可以成為一個群體
[00:05:34.000 --> 00:05:35.000]  第二個
[00:05:35.000 --> 00:05:36.000]  我請大家幫我讀
[00:05:36.000 --> 00:05:37.000]  父老
[00:05:37.000 --> 00:05:38.000]  一二三
[00:05:38.000 --> 00:05:39.000]  父老啊
[00:05:39.000 --> 00:05:41.000]  我寫信給你們
[00:05:41.000 --> 00:05:44.000]  因為你們認識那從起初原有的
[00:05:44.000 --> 00:05:45.000]  父老啊
[00:05:45.000 --> 00:05:47.000]  我曾寫信給你們
[00:05:47.000 --> 00:05:50.000]  因為你們認識那從起初原有的
[00:05:50.000 --> 00:05:51.000]  那些聖經書說
[00:05:51.000 --> 00:05:53.000]  這個寫信和曾寫信
[00:05:53.000 --> 00:05:54.000]  分別不大
[00:05:54.000 --> 00:05:56.000]  不過就剛剛做了一個
[00:05:56.000 --> 00:05:58.000]  給我們看到兩個段落的一個分別
[00:05:58.000 --> 00:06:01.000]  可能這個是約翰用曾寫信的意思
[00:06:01.000 --> 00:06:04.000]  但你看到這兩句更加是完全沒有分別
[00:06:04.000 --> 00:06:05.000]  都是在提醒我們
[00:06:05.000 --> 00:06:10.000]  這班父老是曾經認識那起初原有的
[00:06:10.000 --> 00:06:12.000]  首先這班父老是什麼呢
[00:06:12.000 --> 00:06:14.000]  這班父老我們相信就是一班
[00:06:14.000 --> 00:06:15.000]  屬靈的長者
[00:06:15.000 --> 00:06:18.000]  在教裡面比較資深的信徒
[00:06:18.000 --> 00:06:20.000]  他們信主的年紀是長一點
[00:06:20.000 --> 00:06:23.000]  所以當然他們年紀可能會是比較大一點
[00:06:23.000 --> 00:06:25.000]  而更加重要的是
[00:06:25.000 --> 00:06:28.000]  他們已經認識了那位從起初原有的
[00:06:28.000 --> 00:06:30.000]  這個起初原有的就是指我們的主耶穌基督
[00:06:30.000 --> 00:06:32.000]  祂是那位永恆者
[00:06:32.000 --> 00:06:35.000]  祂是從創始成中開始到現在末了
[00:06:35.000 --> 00:06:37.000]  都仍然同在的
[00:06:37.000 --> 00:06:39.000]  而且這個從起初原有的
[00:06:39.000 --> 00:06:42.000]  你可以看回前面第一章第一節
[00:06:42.000 --> 00:06:44.000]  約翰一說第一章第一節說
[00:06:44.000 --> 00:06:48.000]  論到起初原有的生命之道
[00:06:48.000 --> 00:06:51.000]  就是我們所聽見所看見
[00:06:51.000 --> 00:06:54.000]  親眼看過親手摸過的
[00:06:54.000 --> 00:06:57.000]  這個就是約翰十二使徒的約翰
[00:06:57.000 --> 00:07:00.000]  他曾經見過摸過
[00:07:00.000 --> 00:07:04.000]  和耶穌一起生活過的那個使徒
[00:07:04.000 --> 00:07:06.000]  他能夠見證耶穌基督的真實
[00:07:06.000 --> 00:07:10.000]  同樣我們相信在約翰一書裡面的群體裡面
[00:07:10.000 --> 00:07:13.000]  這班父老都可能和約翰一樣
[00:07:13.000 --> 00:07:17.000]  曾經聽過見過摸過耶穌
[00:07:17.000 --> 00:07:19.000]  他們在我們信仰生命裡面
[00:07:19.000 --> 00:07:22.000]  是真真實實的體會過
[00:07:22.000 --> 00:07:24.000]  耶穌在我們生命當中
[00:07:24.000 --> 00:07:26.000]  一個刻骨銘心的體驗
[00:07:26.000 --> 00:07:28.000]  一個刻骨銘心的信仰
[00:07:28.000 --> 00:07:32.000]  有一次有一個年輕的牧者
[00:07:32.000 --> 00:07:34.000]  在台上高講道
[00:07:34.000 --> 00:07:36.000]  他在教導一班弟兄姊妹
[00:07:36.000 --> 00:07:38.000]  上帝是信實的
[00:07:38.000 --> 00:07:43.000]  然後有一個爺爺就在台下高走上來
[00:07:43.000 --> 00:07:45.000]  已經七十幾八十歲了
[00:07:45.000 --> 00:07:46.000]  他說我的孫
[00:07:46.000 --> 00:07:48.000]  原來這個講道的人就是他的孫
[00:07:48.000 --> 00:07:51.000]  可以告訴大家上帝是信實的
[00:07:51.000 --> 00:07:52.000]  但是他說
[00:07:52.000 --> 00:07:55.000]  我用我的七十年信主的經驗告訴大家
[00:07:55.000 --> 00:07:59.000]  我所信的上帝是信實和真實的
[00:07:59.000 --> 00:08:02.000]  所以我們看見一班父老
[00:08:02.000 --> 00:08:04.000]  一班屬靈的長者
[00:08:04.000 --> 00:08:08.000]  他們曾經經歷過耶穌基督的愛
[00:08:08.000 --> 00:08:11.000]  怎樣赦免他的罪
[00:08:11.000 --> 00:08:13.000]  他聽過耶穌基督的教導
[00:08:13.000 --> 00:08:15.000]  他見到耶穌基督的榜樣
[00:08:15.000 --> 00:08:17.000]  他親眼看過摸過
[00:08:17.000 --> 00:08:19.000]  就在他生命當中經歷到
[00:08:19.000 --> 00:08:22.000]  耶穌基督的恩典是真真實實
[00:08:22.000 --> 00:08:24.000]  這個就是一班父老值得我們學習
[00:08:24.000 --> 00:08:27.000]  和他們信仰的特徵
[00:08:27.000 --> 00:08:29.000]  第三個群體是甚麼
[00:08:29.000 --> 00:08:30.000]  少年人
[00:08:30.000 --> 00:08:31.000]  我請大家一起幫我讀
[00:08:31.000 --> 00:08:32.000]  1、2、3
[00:08:32.000 --> 00:08:33.000]  少年人
[00:08:33.000 --> 00:08:42.000]  因為你們剛強
[00:08:42.000 --> 00:08:45.000]  神的道常存在你們心裡
[00:08:45.000 --> 00:08:48.000]  你們也勝了難學者
[00:08:48.000 --> 00:08:50.000]  這班少年人就是
[00:08:50.000 --> 00:08:55.000]  在教裡面一班滿有熱誠憧憬的青年信徒
[00:08:55.000 --> 00:08:57.000]  他們教剛才所講的
[00:08:57.000 --> 00:08:59.000]  信主來的是比較年輕一點
[00:08:59.000 --> 00:09:02.000]  可能信主是比較淺一點
[00:09:02.000 --> 00:09:05.000]  但是他們都能夠勝過那惡者
[00:09:05.000 --> 00:09:07.000]  為甚麼能夠勝過那惡者
[00:09:07.000 --> 00:09:08.000]  在經文告訴你
[00:09:08.000 --> 00:09:11.000]  因為他們有堅強的鬥志
[00:09:11.000 --> 00:09:12.000]  信心
[00:09:12.000 --> 00:09:14.000]  但更加重要的是甚麼
[00:09:14.000 --> 00:09:16.000]  加上神的道
[00:09:16.000 --> 00:09:17.000]  兩者缺一不可
[00:09:17.000 --> 00:09:19.000]  他們有堅強的鬥志
[00:09:19.000 --> 00:09:20.000]  成為信心
[00:09:20.000 --> 00:09:23.000]  而且要加上神的道
[00:09:23.000 --> 00:09:25.000]  約翰對這班少年人的勸勉
[00:09:25.000 --> 00:09:31.000]  就是針對他們有一個成年
[00:09:31.000 --> 00:09:36.000]  針對他們有一個很有熱誠和憧憬的熱心
[00:09:36.000 --> 00:09:38.000]  但要小心那個惡者
[00:09:38.000 --> 00:09:40.000]  那個惡者在約翰一書出現過五次
[00:09:40.000 --> 00:09:42.000]  都是指向魔鬼
[00:09:42.000 --> 00:09:43.000]  魔鬼
[00:09:43.000 --> 00:09:45.000]  敵對神的魔鬼
[00:09:45.000 --> 00:09:47.000]  他兩次提少年人
[00:09:47.000 --> 00:09:49.000]  你怎麼能夠勝過那個惡者
[00:09:49.000 --> 00:09:51.000]  不單單是因為你的光強
[00:09:51.000 --> 00:09:54.000]  不單單是你的熱誠
[00:09:54.000 --> 00:09:56.000]  更加重要一定要有神的道
[00:09:56.000 --> 00:09:58.000]  存在你的心裏面
[00:09:58.000 --> 00:10:01.000]  原來不是憑著自己的力量能夠勝過魔鬼
[00:10:01.000 --> 00:10:02.000]  而是要有神的道
[00:10:02.000 --> 00:10:05.000]  才能夠給我們有力量去勝過魔鬼
[00:10:05.000 --> 00:10:08.000]  今日我們的年長者會這樣說
[00:10:08.000 --> 00:10:11.000]  我食鹽多過你甚麼
[00:10:11.000 --> 00:10:12.000]  食米
[00:10:12.000 --> 00:10:16.000]  我行橋多過你行路
[00:10:16.000 --> 00:10:18.000]  我們有些印象就是
[00:10:18.000 --> 00:10:21.000]  今日的青年人都是年少無知的
[00:10:21.000 --> 00:10:22.000]  廢廢地的
[00:10:22.000 --> 00:10:23.000]  遊手好閒
[00:10:23.000 --> 00:10:25.000]  要不就躲在房裏打機
[00:10:25.000 --> 00:10:27.000]  要不就像現在這樣
[00:10:27.000 --> 00:10:30.000]  出來搞搞陣
[00:10:30.000 --> 00:10:33.000]  我們的青年人不是無知的
[00:10:33.000 --> 00:10:35.000]  他們有他們獨立的思考
[00:10:35.000 --> 00:10:37.000]  不是說被人煽動一下
[00:10:37.000 --> 00:10:39.000]  他們就會做了很多任意妄為的事
[00:10:39.000 --> 00:10:41.000]  相信我們的青年人
[00:10:41.000 --> 00:10:42.000]  也有他們的理想
[00:10:42.000 --> 00:10:44.000]  也有他們獨立思考的能力
[00:10:44.000 --> 00:10:46.000]  不是那麼容易隨人擺佈
[00:10:46.000 --> 00:10:47.000]  或者影響的
[00:10:47.000 --> 00:10:50.000]  就像約翰都提醒我們這班青年人說
[00:10:50.000 --> 00:10:52.000]  因為你們剛強
[00:10:52.000 --> 00:10:54.000]  神的道上存在你們心裏
[00:10:54.000 --> 00:10:56.000]  你們也勝了那惡者
[00:10:56.000 --> 00:10:58.000]  我們要為我們今天的青年人祈禱
[00:10:58.000 --> 00:11:00.000]  讓他們不單止有剛強
[00:11:00.000 --> 00:11:03.000]  更加有神的話語在他們的心裏面
[00:11:03.000 --> 00:11:04.000]  同樣
[00:11:04.000 --> 00:11:06.000]  在我們身邊也有一班長者
[00:11:06.000 --> 00:11:09.000]  他們是很值得我們尊敬和學習的
[00:11:09.000 --> 00:11:11.000]  我們的長者們有人生的智慧
[00:11:11.000 --> 00:11:13.000]  他們有生命的年月
[00:11:13.000 --> 00:11:18.000]  他們用血和汗來建立今天香港的城市
[00:11:18.000 --> 00:11:19.000]  他們作決定
[00:11:19.000 --> 00:11:23.000]  當然比我們青年人都多很多元素的考慮
[00:11:23.000 --> 00:11:25.000]  我們有人生經驗的長者
[00:11:25.000 --> 00:11:28.000]  他們會包括想到安全的問題
[00:11:28.000 --> 00:11:29.000]  家庭的負擔
[00:11:29.000 --> 00:11:31.000]  人生很多包袱
[00:11:31.000 --> 00:11:34.000]  所以我相信如果教會的兩代
[00:11:34.000 --> 00:11:36.000]  我們的青年的信徒
[00:11:36.000 --> 00:11:39.000]  和有人生經驗的資深的信徒
[00:11:39.000 --> 00:11:41.000]  能夠一起彼此互相的聆聽
[00:11:41.000 --> 00:11:43.000]  彼此互相的學習
[00:11:43.000 --> 00:11:46.000]  將會帶來一個得勝的群體
[00:11:46.000 --> 00:11:48.000]  在7月17號
[00:11:48.000 --> 00:11:49.000]  也就是一個月前
[00:11:49.000 --> 00:11:52.000]  有一個銀髮一族的靜默遊行
[00:11:52.000 --> 00:11:54.000]  不是那些
[00:11:54.000 --> 00:11:56.000]  今天那些遊行已經有很多
[00:11:56.000 --> 00:11:59.000]  不好聽的示威的口號
[00:11:59.000 --> 00:12:01.000]  我也要這樣說
[00:12:01.000 --> 00:12:03.000]  他們用一個靜默的形式
[00:12:03.000 --> 00:12:06.000]  去支持這班青年人
[00:12:06.000 --> 00:12:10.000]  他們走上街去爭取公義和民主
[00:12:10.000 --> 00:12:13.000]  在當中有老人家
[00:12:13.000 --> 00:12:15.000]  他說年青人
[00:12:15.000 --> 00:12:16.000]  爸爸出來了
[00:12:16.000 --> 00:12:18.000]  也有一位我們所熟悉的
[00:12:18.000 --> 00:12:19.000]  這位誰知道
[00:12:19.000 --> 00:12:20.000]  葉德嫻
[00:12:20.000 --> 00:12:22.000]  當中記者訪問他
[00:12:22.000 --> 00:12:23.000]  他說
[00:12:23.000 --> 00:12:25.000]  他要告訴人聽
[00:12:25.000 --> 00:12:27.000]  我們的年青人很厲害
[00:12:27.000 --> 00:12:30.000]  葉德嫻說
[00:12:30.000 --> 00:12:32.000]  今天政府的訴求
[00:12:32.000 --> 00:12:34.000]  今天很多人向政府訴求
[00:12:34.000 --> 00:12:35.000]  但是沒有回應
[00:12:35.000 --> 00:12:37.000]  所以銀髮一族都要進化
[00:12:37.000 --> 00:12:38.000]  他們都要走出來
[00:12:38.000 --> 00:12:41.000]  他見到今天有這麼多人走出來
[00:12:41.000 --> 00:12:42.000]  他很感動
[00:12:42.000 --> 00:12:45.000]  他以為很多銀髮一族
[00:12:45.000 --> 00:12:46.000]  已經是既得利益者
[00:12:46.000 --> 00:12:47.000]  不會走出來的
[00:12:47.000 --> 00:12:49.000]  但他們仍然願意支持這班青年人
[00:12:49.000 --> 00:12:52.000]  他很感動
[00:12:52.000 --> 00:12:54.000]  教會怎樣能夠成為一個
[00:12:54.000 --> 00:12:56.000]  勝過世界的群體呢
[00:12:56.000 --> 00:12:58.000]  聖經說
[00:12:58.000 --> 00:13:00.000]  就是要兩代都一起努力
[00:13:00.000 --> 00:13:04.000]  父老是有人生智慧和經驗
[00:13:04.000 --> 00:13:07.000]  而青年人就有熱誠和憧憬
[00:13:07.000 --> 00:13:10.000]  但我們在基督的救恩包圍下
[00:13:10.000 --> 00:13:12.000]  我們是蒙恩德的罪人
[00:13:12.000 --> 00:13:14.000]  這是我們生命的基礎
[00:13:14.000 --> 00:13:16.000]  我們都是天父的兒女
[00:13:16.000 --> 00:13:19.000]  我們在上帝的眼中都是一樣的
[00:13:19.000 --> 00:13:20.000]  更加重要的是
[00:13:20.000 --> 00:13:21.000]  加上上帝的道
[00:13:21.000 --> 00:13:22.000]  神的道
[00:13:22.000 --> 00:13:25.000]  就使我們能夠勝過世界
[00:13:25.000 --> 00:13:26.000]  就像在昨天的服事當中
[00:13:26.000 --> 00:13:27.000]  我們很感恩
[00:13:27.000 --> 00:13:29.000]  我們一班很有經驗的
[00:13:29.000 --> 00:13:31.000]  年資的信徒
[00:13:31.000 --> 00:13:34.000]  給了我們很多錦囊
[00:13:34.000 --> 00:13:35.000]  給了我們很多經驗
[00:13:35.000 --> 00:13:37.000]  我們要留意安全
[00:13:37.000 --> 00:13:38.000]  我們要很小心
[00:13:38.000 --> 00:13:40.000]  我又見到一班很有熱誠的青年
[00:13:40.000 --> 00:13:42.000]  他們幾天之內就做了這麼多事
[00:13:42.000 --> 00:13:44.000]  這麼多的籌備
[00:13:44.000 --> 00:13:46.000]  完全不需要同工作業
[00:13:46.000 --> 00:13:49.000]  只是一班信徒很齊心去做
[00:13:49.000 --> 00:13:55.000]  就能夠為上帝做一件美事
[00:13:55.000 --> 00:13:56.000]  我們再看下去
[00:13:56.000 --> 00:13:58.000]  接著的經文
[00:13:58.000 --> 00:14:00.000]  十五、十六、十七節
[00:14:00.000 --> 00:14:02.000]  我請大家一起幫我讀出來
[00:14:02.000 --> 00:14:03.000]  一、二、三
[00:14:03.000 --> 00:14:06.000]  不要愛世界和世界上的事
[00:14:06.000 --> 00:14:08.000]  人若愛世界
[00:14:08.000 --> 00:14:11.000]  愛父的心就不在他裡面了
[00:14:11.000 --> 00:14:13.000]  因為凡世界上的事
[00:14:13.000 --> 00:14:15.000]  就像肉體的情慾
[00:14:15.000 --> 00:14:16.000]  眼目的情慾
[00:14:16.000 --> 00:14:18.000]  並甘心的驕傲
[00:14:18.000 --> 00:14:20.000]  都不是從父來的
[00:14:20.000 --> 00:14:22.000]  乃是從世界來的
[00:14:22.000 --> 00:14:24.000]  這世界和其上的情慾
[00:14:24.000 --> 00:14:26.000]  都要過去
[00:14:26.000 --> 00:14:28.000]  唯獨遵行神旨意的
[00:14:28.000 --> 00:14:30.000]  是永遠長存
[00:14:30.000 --> 00:14:31.000]  很明顯這一段
[00:14:31.000 --> 00:14:33.000]  形式很不同了
[00:14:33.000 --> 00:14:34.000]  但我們又再看回
[00:14:34.000 --> 00:14:36.000]  約翰一書的特性
[00:14:36.000 --> 00:14:38.000]  有很多二元論
[00:14:38.000 --> 00:14:39.000]  就是要麼這樣
[00:14:39.000 --> 00:14:40.000]  要麼這樣
[00:14:40.000 --> 00:14:41.000]  其中最明顯的
[00:14:41.000 --> 00:14:42.000]  在這三節裡面
[00:14:42.000 --> 00:14:43.000]  我們看到
[00:14:43.000 --> 00:14:44.000]  第十五節
[00:14:44.000 --> 00:14:46.000]  愛世界和愛天父
[00:14:46.000 --> 00:14:48.000]  是兩個極端的不同
[00:14:48.000 --> 00:14:50.000]  在十六節說
[00:14:50.000 --> 00:14:51.000]  他舉例了一些
[00:14:51.000 --> 00:14:53.000]  從世界而來的事
[00:14:53.000 --> 00:14:54.000]  包括肉體的情慾
[00:14:54.000 --> 00:14:55.000]  眼目的情慾
[00:14:55.000 --> 00:14:57.000]  和甘心的驕傲
[00:14:57.000 --> 00:14:59.000]  這些都不是從天父而來的
[00:14:59.000 --> 00:15:01.000]  他作出了一個對比
[00:15:01.000 --> 00:15:02.000]  而在第十七節
[00:15:02.000 --> 00:15:04.000]  他就將這些情慾的事
[00:15:04.000 --> 00:15:05.000]  屬於世界的事
[00:15:05.000 --> 00:15:06.000]  是會怎樣?
[00:15:06.000 --> 00:15:07.000]  將會消逝
[00:15:07.000 --> 00:15:08.000]  都是短暫的
[00:15:08.000 --> 00:15:10.000]  將會消失
[00:15:10.000 --> 00:15:12.000]  但什麼是永遠長存的呢?
[00:15:12.000 --> 00:15:13.000]  就是神的旨意
[00:15:13.000 --> 00:15:14.000]  亦都是神的道
[00:15:14.000 --> 00:15:17.000]  是永遠長存的
[00:15:17.000 --> 00:15:19.000]  在這裡讓我們看到
[00:15:19.000 --> 00:15:22.000]  約翰很大力地提醒信徒
[00:15:22.000 --> 00:15:24.000]  我們不要愛這個世界
[00:15:24.000 --> 00:15:25.000]  好像說到
[00:15:25.000 --> 00:15:27.000]  這個世界很污穢
[00:15:27.000 --> 00:15:28.000]  我們不要愛這個世界
[00:15:28.000 --> 00:15:29.000]  但我們活在這個世界裏
[00:15:29.000 --> 00:15:31.000]  好像很矛盾
[00:15:31.000 --> 00:15:33.000]  其實在聖經新約裏
[00:15:33.000 --> 00:15:35.000]  世界有三個意思
[00:15:35.000 --> 00:15:37.000]  起碼有三個意思
