
[00:00:00.000 --> 00:00:02.240]  親愛的兄弟姊妹,主內平安
[00:02:06.840 --> 00:02:08.920]  「主」來了之後就沒有什麼可以做了
[00:02:08.920 --> 00:02:10.600]  也不需要做什麼
[00:02:10.600 --> 00:02:14.480]  但是未來之前,究竟我們有什麼可以做
[00:02:14.480 --> 00:02:18.080]  所以有三個問號,就是問自己
[00:02:18.080 --> 00:02:19.160]  第一「幾時」
[00:02:19.160 --> 00:02:21.560]  第二就是「跟我乜關係」
[00:02:21.560 --> 00:02:24.840]  第三就是「現在」有什麼可以做
[00:02:24.840 --> 00:02:27.640]  首先就是「主在來」這件事
[00:02:27.640 --> 00:02:29.280]  就在聖經中說得很清楚
[00:02:29.280 --> 00:02:31.440]  是一定會發生的,一定
[00:02:31.440 --> 00:02:34.600]  這個真的是說得很清楚很錯的
[00:02:34.600 --> 00:02:38.080]  就算不信主的人,或者不熟悉基督教的人
[00:02:38.080 --> 00:02:42.240]  都知道,都看到過往的歷史
[00:02:42.240 --> 00:02:45.360]  都知道這個世界,所謂今天的文明世界
[00:02:45.360 --> 00:02:49.080]  Civilization這個文明世界一定會有個終結
[00:02:49.080 --> 00:02:54.800]  你看回以前那些考古出來的廢墟
[00:02:54.800 --> 00:02:58.760]  曾經試過很文明,變成廢墟
[00:02:58.760 --> 00:03:00.560]  可能天災,可能人禍
[00:03:00.560 --> 00:03:04.200]  我們知道今天我們現在這個世界
[00:03:04.200 --> 00:03:08.080]  是不是可以永遠進化下去呢?
[00:03:08.080 --> 00:03:08.920]  發展下去呢?
[00:03:08.920 --> 00:03:12.560]  還是終有一天會停,甚至被毀滅
[00:03:12.560 --> 00:03:14.800]  你不信主的人都有這個概念
[00:03:14.800 --> 00:03:16.760]  這個世界應該是有末日的
[00:03:16.760 --> 00:03:18.120]  但是我們信耶穌的
[00:03:18.120 --> 00:03:20.600]  我們很清楚耶穌的一句話
[00:03:20.600 --> 00:03:23.640]  就是約翰福音14章1至3節
[00:03:23.640 --> 00:03:25.040]  大家都很熟悉的
[00:03:25.040 --> 00:03:26.920]  這是給我們很大的安慰
[00:03:26.920 --> 00:03:28.560]  是耶穌親自說的
[00:03:28.560 --> 00:03:31.040]  就是祂和門徒說的
[00:03:31.040 --> 00:03:33.520]  祂說你們心裡不要憂愁
[00:03:33.520 --> 00:03:36.400]  你們信上帝,也當信我
[00:03:36.400 --> 00:03:39.800]  祂說在我父的家裡有許多住處
[00:03:39.800 --> 00:03:43.520]  若是沒有,我就早已告訴你們了
[00:03:43.520 --> 00:03:48.560]  我去原是為你們預備去的地方
[00:03:48.560 --> 00:03:50.760]  我若去為你們預備地方
[00:03:50.760 --> 00:03:53.840]  就必再來接你們到我那裡去
[00:03:53.840 --> 00:03:56.640]  我在那裡,叫你們也在那裡
[00:03:56.640 --> 00:04:00.680]  這是給我們很大的安慰
[00:04:00.680 --> 00:04:02.120]  耶穌復活
[00:04:02.120 --> 00:04:06.200]  接著復活了,祂不是留在這個世界很久
[00:04:06.200 --> 00:04:06.960]  幾十天而已
[00:04:06.960 --> 00:04:09.120]  接著祂就昇天,走了
[00:04:09.120 --> 00:04:11.320]  門徒就很憂愁
[00:04:11.320 --> 00:04:12.840]  復活大能的主
[00:04:12.840 --> 00:04:14.840]  能夠勝過死亡
[00:04:14.840 --> 00:04:17.640]  如果我們經常在祂身邊
[00:04:17.640 --> 00:04:18.800]  祂又施神蹟
[00:04:18.800 --> 00:04:20.720]  有病又可以治好
[00:04:20.720 --> 00:04:23.040]  不夠喫又可以五餅二魚
[00:04:23.040 --> 00:04:25.200]  說多好,有耶穌在我身邊
[00:04:25.200 --> 00:04:26.680]  所以耶穌說要走了
[00:04:26.680 --> 00:04:28.320]  他們很迷惘,很憂愁
[00:04:28.320 --> 00:04:30.280]  有些人說不要憂愁
[00:04:30.280 --> 00:04:33.400]  我是暫時離開你們
[00:04:33.400 --> 00:04:34.200]  去做什麼?
[00:04:34.200 --> 00:04:36.080]  去預備地方
[00:04:36.080 --> 00:04:37.080]  預備多久?
[00:04:37.080 --> 00:04:37.920]  不知道
[00:04:37.920 --> 00:04:41.200]  可以去預備很快,很久就行
[00:04:41.200 --> 00:04:43.440]  如果教會完結後,你叫我來探望你
[00:04:43.440 --> 00:04:44.080]  涼泉道
[00:04:44.080 --> 00:04:46.480]  我說先不要來,我先回家收拾一下
[00:04:46.480 --> 00:04:47.240]  很快就去
[00:04:47.240 --> 00:04:48.120]  我半小時就完成
[00:04:48.120 --> 00:04:49.440]  你遲半小時就來
[00:04:49.440 --> 00:04:52.120]  我馬上飛車回去收拾屋子
[00:04:52.120 --> 00:04:55.200]  但是耶穌回去了幾千年
[00:04:55.200 --> 00:04:57.400]  祂預備地方,還沒有回來
[00:04:57.400 --> 00:04:59.080]  很多事情要做嗎?
[00:04:59.080 --> 00:05:00.960]  都是很多地方
[00:05:00.960 --> 00:05:02.240]  講得很清楚
[00:05:02.240 --> 00:05:04.480]  很多地方要預備
[00:05:04.480 --> 00:05:07.040]  所以祂說我們要預備地方
[00:05:07.040 --> 00:05:08.760]  但是祂沒有說什麼時候
[00:05:08.760 --> 00:05:10.000]  但這是應許的
[00:05:10.000 --> 00:05:12.440]  但是如果回顧舊約的時候
[00:05:12.440 --> 00:05:17.840]  已經有再說到耶穌基督回來的
[00:05:17.840 --> 00:05:20.960]  彈耳利書七章
[00:05:20.960 --> 00:05:23.640]  很多時候是說到主在來
[00:05:23.640 --> 00:05:25.560]  彈耳利看到異象
[00:05:25.560 --> 00:05:28.560]  他說我在夜間的異象觀看
[00:05:28.560 --> 00:05:31.240]  看有一位象人子
[00:05:31.240 --> 00:05:34.240]  駕著天上的雲而來
[00:05:34.240 --> 00:05:35.760]  這是主在來
[00:05:35.760 --> 00:05:36.880]  主第一次來
[00:05:36.880 --> 00:05:38.280]  不是這樣來的
[00:05:38.280 --> 00:05:41.080]  是生在伯利恆的馬巢
[00:05:41.080 --> 00:05:42.920]  說到人子
[00:05:42.920 --> 00:05:43.680]  Son of man
[00:05:43.680 --> 00:05:45.080]  我知道是耶穌
[00:05:45.080 --> 00:05:49.520]  祂是騎著雲下來的
[00:05:49.520 --> 00:05:53.760]  接著被領到梗鼓常在者的面前
[00:05:53.760 --> 00:05:55.560]  帶到上帝那裡
[00:05:55.560 --> 00:05:58.080]  梗鼓常在者自有永有
[00:05:58.080 --> 00:05:59.240]  就是我們耶穌說的
[00:05:59.240 --> 00:06:02.960]  彈耳利看到的異象
[00:06:02.960 --> 00:06:08.200]  就是主耶穌第二次來的異象
[00:06:08.200 --> 00:06:11.480]  保羅在帖撒羅尼加前書四章
[00:06:11.480 --> 00:06:13.880]  如果大家去研究末世或主在來
[00:06:13.880 --> 00:06:16.240]  一定要看彈耳利書七章
[00:06:16.240 --> 00:06:18.440]  帖撒羅尼加前書四章
[00:06:18.440 --> 00:06:20.440]  當然有馬太福音二十四章
[00:06:20.440 --> 00:06:22.680]  當然有啟示一章或啟示其他地方
[00:06:22.680 --> 00:06:25.360]  帖撒羅尼加前書說得很清楚
[00:06:25.360 --> 00:06:27.200]  他說召集令一發
[00:06:27.200 --> 00:06:30.440]  天使長的呼聲一叫
[00:06:30.440 --> 00:06:32.920]  上帝的號角一吹
[00:06:32.920 --> 00:06:37.200]  主必親自從天降臨
[00:06:37.200 --> 00:06:39.800]  接著發生什麼事呢
[00:06:39.800 --> 00:06:42.720]  那在基督裡死了的人必先復活
[00:06:42.720 --> 00:06:44.720]  在基督裡死的
[00:06:44.720 --> 00:06:47.240]  即是我們信主的人
[00:06:47.240 --> 00:06:48.480]  首先復活
[00:06:48.480 --> 00:06:51.400]  當然有些人還沒死
[00:06:51.400 --> 00:06:53.560]  仍在世上見到這些景象
[00:06:53.560 --> 00:06:58.200]  相信我們大部份人未必會在
[00:06:58.200 --> 00:07:00.520]  除非主明天早上回來
[00:07:00.520 --> 00:07:01.520]  我不知道
[00:07:01.520 --> 00:07:04.040]  但是常理就是
[00:07:04.040 --> 00:07:08.160]  信主的人歷代在基督裡死的
[00:07:08.160 --> 00:07:09.280]  首先復活
[00:07:09.280 --> 00:07:10.800]  普羅說得很清楚
[00:07:10.800 --> 00:07:12.800]  陳默氏他寫這句說話
[00:07:12.800 --> 00:07:16.320]  約翰也見到異象
[00:07:16.320 --> 00:07:18.320]  約翰在啟示一章
[00:07:18.320 --> 00:07:22.320]  他說看他駕魂降臨
[00:07:22.320 --> 00:07:24.640]  就是從天上下來
[00:07:24.640 --> 00:07:26.320]  眾目都要看見他
[00:07:26.320 --> 00:07:29.160]  連似他的人也要看見他
[00:07:29.160 --> 00:07:32.720]  原來釘他十字架的人都會見到
[00:07:32.720 --> 00:07:36.360]  地上的萬族要因他哀哭
[00:07:36.360 --> 00:07:39.320]  這是真實的阿門
[00:07:39.320 --> 00:07:41.880]  約翰說得很清楚
[00:07:41.880 --> 00:07:45.200]  所以這個主宰內必然會發生
[00:07:45.200 --> 00:07:47.640]  第二個問題就是何時
[00:07:47.640 --> 00:07:49.640]  即剛才第一個問題何時
[00:07:49.640 --> 00:07:51.160]  何時呢
[00:07:51.160 --> 00:07:53.160]  答案就是不知道
[00:07:53.160 --> 00:07:55.160]  最好就是不知道
[00:07:55.160 --> 00:07:56.480]  我記得我女兒小時候我問她什麼
[00:07:56.480 --> 00:07:57.360]  她說不知道
[00:07:57.360 --> 00:07:58.640]  不知道其實很好
[00:07:58.640 --> 00:08:00.640]  不知道就不用回答你
[00:08:00.640 --> 00:08:03.200]  知道她又不回答就很壞
[00:08:03.200 --> 00:08:05.200]  不知道又一定不會回答錯
[00:08:05.200 --> 00:08:06.560]  她不知道
[00:08:06.560 --> 00:08:08.560]  她說知道就回答錯
[00:08:08.560 --> 00:08:10.560]  所以不知道似乎是最容易
[00:08:10.560 --> 00:08:11.840]  但真的不知道
[00:08:11.840 --> 00:08:13.200]  為什麼不知道呢
[00:08:13.200 --> 00:08:15.200]  因為耶穌說不知道
[00:08:15.200 --> 00:08:16.640]  馬太福音
[00:08:16.640 --> 00:08:19.200]  二十四章三十六至四一節
[00:08:19.200 --> 00:08:21.200]  他說
[00:08:21.200 --> 00:08:23.200]  但那日子
[00:08:23.200 --> 00:08:24.480]  那時辰
[00:08:24.480 --> 00:08:26.480]  沒有人知道
[00:08:26.480 --> 00:08:30.080]  連天上的天使都不知道
[00:08:30.080 --> 00:08:33.280]  子也不知
[00:08:33.280 --> 00:08:36.080]  耶穌以祂是子的身份
[00:08:36.080 --> 00:08:38.080]  祂的屬性祂是不知道
[00:08:38.080 --> 00:08:40.080]  因為祂是人
[00:08:40.080 --> 00:08:42.080]  唯有父知道
[00:08:42.080 --> 00:08:44.080]  只有上帝是知道
[00:08:44.080 --> 00:08:48.080]  祂是不知道何時
[00:08:48.080 --> 00:08:50.080]  但會突然發生
[00:08:50.080 --> 00:08:52.080]  耶穌說
[00:08:52.080 --> 00:08:54.080]  羅亞的日子是怎樣
[00:08:54.080 --> 00:08:56.080]  人子來臨也要怎樣
[00:08:56.080 --> 00:08:58.080]  羅亞大家很清楚
[00:08:58.080 --> 00:09:00.080]  突然間
[00:09:00.080 --> 00:09:02.080]  本來天氣很好
[00:09:02.080 --> 00:09:04.080]  突然下大雨
[00:09:04.080 --> 00:09:06.080]  不知道
[00:09:06.080 --> 00:09:08.080]  猜不到
[00:09:08.080 --> 00:09:10.080]  猜不到才令人害怕
[00:09:10.080 --> 00:09:12.080]  如果你猜到就不好玩
[00:09:12.080 --> 00:09:14.080]  猜不到
[00:09:14.080 --> 00:09:16.080]  但災難性猜不到
[00:09:16.080 --> 00:09:18.080]  災難性猜不到
[00:09:18.080 --> 00:09:20.080]  所以我們是
[00:09:20.080 --> 00:09:22.080]  害怕
[00:09:22.080 --> 00:09:24.080]  突然發生的事情
[00:09:24.080 --> 00:09:28.080]  接著耶穌說
[00:09:28.080 --> 00:09:30.080]  在洪水之前的日子
[00:09:30.080 --> 00:09:34.080]  人們照常喫喝嫁娶
[00:09:34.080 --> 00:09:36.080]  做回自己平時要做的事情
[00:09:36.080 --> 00:09:38.080]  通常包括很多罪
[00:09:38.080 --> 00:09:40.080]  照著我們的逆性去做
[00:09:40.080 --> 00:09:42.080]  我們一定犯罪
[00:09:42.080 --> 00:09:44.080]  直到羅亞晉方舟日子
[00:09:44.080 --> 00:09:48.080]  不知不覺洪水就來了
[00:09:48.080 --> 00:09:50.080]  不知不覺洪水就來了
[00:09:50.080 --> 00:09:52.080]  近來的天氣就是這樣
[00:09:52.080 --> 00:09:54.080]  大家都知道
[00:09:54.080 --> 00:09:56.080]  天氣很好
[00:09:56.080 --> 00:09:58.080]  不知不覺
[00:09:58.080 --> 00:10:00.080]  昨天行雷閃電
[00:10:00.080 --> 00:10:02.080]  不知不覺
[00:10:02.080 --> 00:10:04.080]  他們全部都衝去
[00:10:04.080 --> 00:10:06.080]  人子來臨也是一樣
[00:10:06.080 --> 00:10:08.080]  接著他說這件事
[00:10:08.080 --> 00:10:10.080]  其實我們都有點擇心
[00:10:10.080 --> 00:10:12.080]  他說那時兩個人在田裡
[00:10:12.080 --> 00:10:14.080]  一個被接去
[00:10:14.080 --> 00:10:16.080]  一個被撇下
[00:10:16.080 --> 00:10:18.080]  兩個女人在推磨
[00:10:18.080 --> 00:10:20.080]  一個被接去
[00:10:20.080 --> 00:10:22.080]  一個被撇下
[00:10:22.080 --> 00:10:24.080]  很多時候我們提醒
[00:10:24.080 --> 00:10:26.080]  我們的配偶或家人
[00:10:26.080 --> 00:10:28.080]  有些未信主的
[00:10:28.080 --> 00:10:30.080]  想想到時這樣的情景
[00:10:30.080 --> 00:10:32.080]  一個被接去
[00:10:32.080 --> 00:10:34.080]  一個留在世上
[00:10:34.080 --> 00:10:36.080]  我們是否要加緊存福金給他們
[00:10:36.080 --> 00:10:38.080]  這是耶穌說得很清楚
[00:10:38.080 --> 00:10:40.080]  還未實現
[00:10:40.080 --> 00:10:42.080]  但聖經的應許不會落空
[00:10:42.080 --> 00:10:44.080]  我們不知道什麼時候
[00:10:44.080 --> 00:10:46.080]  但是有預兆
[00:10:46.080 --> 00:10:48.080]  聖經多次提醒我們
[00:10:48.080 --> 00:10:50.080]  主宰來之前
[00:10:50.080 --> 00:10:52.080]  大約會發生什麼
[00:10:52.080 --> 00:10:54.080]  看這個預兆都不知道什麼時候
[00:10:54.080 --> 00:10:56.080]  因為歷代都有
[00:10:56.080 --> 00:10:58.080]  我們似乎在每一個年代
[00:10:58.080 --> 00:11:00.080]  都說這些東西越來越多
[00:11:00.080 --> 00:11:02.080]  我們感覺上越來越多
[00:11:02.080 --> 00:11:04.080]  就是因為
[00:11:04.080 --> 00:11:06.080]  我們今天的資訊發達
[00:11:06.080 --> 00:11:08.080]  我們知道世界任何角落
[00:11:08.080 --> 00:11:10.080]  發生什麼事
[00:11:10.080 --> 00:11:12.080]  以前未必會知道
[00:11:12.080 --> 00:11:14.080]  也可能靠很多年後
[00:11:14.080 --> 00:11:16.080]  看歷史書
[00:11:16.080 --> 00:11:18.080]  才知道究竟當時發生什麼事
[00:11:18.080 --> 00:11:20.080]  但我知道歷史書都可以
[00:11:20.080 --> 00:11:22.080]  隨便去改掉
[00:11:22.080 --> 00:11:24.080]  所以這些東西未必是真實
[00:11:24.080 --> 00:11:26.080]  但是今天我們即時發生的東西
[00:11:26.080 --> 00:11:28.080]  似乎是很真實
[00:11:28.080 --> 00:11:30.080]  不要全部相信
[00:11:30.080 --> 00:11:32.080]  耶穌怎麼說呢
[00:11:32.080 --> 00:11:34.080]  他說民要攻打民
[00:11:34.080 --> 00:11:36.080]  國要攻打國
[00:11:36.080 --> 00:11:38.080]  歷代以來都會有戰爭
[00:11:38.080 --> 00:11:40.080]  有內戰
[00:11:40.080 --> 00:11:42.080]  今天是否特別多呢
[00:11:42.080 --> 00:11:44.080]  很難說
[00:11:44.080 --> 00:11:46.080]  稍後會說多一點
[00:11:46.080 --> 00:11:48.080]  有地震 有饑荒
[00:11:48.080 --> 00:11:50.080]  歷代來說亦都有
[00:11:50.080 --> 00:11:52.080]  瘟疫
[00:11:52.080 --> 00:11:54.080]  大家都經歷過
[00:11:54.080 --> 00:11:56.080]  過去幾年新冠肺炎
[00:11:56.080 --> 00:12:02.080]  難以估計會發生
[00:12:02.080 --> 00:12:04.080]  將整個世界反轉
[00:12:04.080 --> 00:12:06.080]  停頓
[00:12:06.080 --> 00:12:08.080]  改變我們的心態
[00:12:08.080 --> 00:12:10.080]  新冠肺炎過後
[00:12:10.080 --> 00:12:12.080]  仍然我們的心態
[00:12:12.080 --> 00:12:14.080]  完全回復
[00:12:14.080 --> 00:12:16.080]  有很多公司仍然
[00:12:16.080 --> 00:12:18.080]  在家裡工作
[00:12:18.080 --> 00:12:20.080]  有些人不敢上班
[00:12:20.080 --> 00:12:22.080]  有些公司覺得不需要
[00:12:22.080 --> 00:12:24.080]  你們上班都可以
[00:12:24.080 --> 00:12:26.080]  可以省很多錢
[00:12:26.080 --> 00:12:28.080]  其實很多事情都改變了
[00:12:28.080 --> 00:12:30.080]  人與人之間的關係
[00:12:30.080 --> 00:12:32.080]  就算今天我們崇拜
[00:12:32.080 --> 00:12:34.080]  有部分人仍然上網
[00:12:34.080 --> 00:12:36.080]  我們說是好的
[00:12:36.080 --> 00:12:38.080]  本來他來不了
[00:12:38.080 --> 00:12:40.080]  他又上網
[00:12:40.080 --> 00:12:42.080]  改變了我們很多
[00:12:42.080 --> 00:12:44.080]  就算是學生
[00:12:44.080 --> 00:12:46.080]  幾年沒有上學
[00:12:46.080 --> 00:12:48.080]  早幾年
[00:12:48.080 --> 00:12:50.080]  GCSE的成績
[00:12:50.080 --> 00:12:52.080]  專程記錄下來
[00:12:52.080 --> 00:12:54.080]  因為體諒他們經歷
[00:12:54.080 --> 00:12:56.080]  COVID-19
[00:12:56.080 --> 00:12:58.080]  但今年考GCSE的
[00:12:58.080 --> 00:13:00.080]  就覺得很不值得
[00:13:00.080 --> 00:13:02.080]  因為成績不再記錄下來
[00:13:02.080 --> 00:13:04.080]  回到COVID-19
[00:13:04.080 --> 00:13:06.080]  之前的標準
[00:13:06.080 --> 00:13:08.080]  不是
[00:13:08.080 --> 00:13:10.080]  其實是改變了
[00:13:10.080 --> 00:13:12.080]  我們行常的心態
[00:13:12.080 --> 00:13:14.080]  老實說你標記多高多低
[00:13:14.080 --> 00:13:16.080]  其實分別不是很大
[00:13:16.080 --> 00:13:18.080]  因為到最後你都是
[00:13:18.080 --> 00:13:20.080]  和你的年齡羣組去競爭
[00:13:20.080 --> 00:13:22.080]  大學的學位出來工作
[00:13:22.080 --> 00:13:24.080]  如果每個人都標記100分
[00:13:24.080 --> 00:13:26.080]  意義就真的不是那麼大
[00:13:26.080 --> 00:13:28.080]  所以是影響
[00:13:28.080 --> 00:13:30.080]  很大瘟疫
[00:13:30.080 --> 00:13:32.080]  也有很可怕的異象
[00:13:32.080 --> 00:13:34.080]  大神即從天上顯現
[00:13:34.080 --> 00:13:36.080]  耶穌在路加福音
[00:13:36.080 --> 00:13:38.080]  馬太福音講得比較詳細
[00:13:38.080 --> 00:13:40.080]  他就說這些
[00:13:40.080 --> 00:13:42.080]  纔是災難的起頭
[00:13:42.080 --> 00:13:44.080]  其他就是什麼呢
[00:13:44.080 --> 00:13:46.080]  有很多人跌倒
[00:13:46.080 --> 00:13:48.080]  有些人被陷害
[00:13:48.080 --> 00:13:50.080]  有些假的先知
[00:13:50.080 --> 00:13:52.080]  來迷惑很多人
[00:13:52.080 --> 00:13:54.080]  之前比特後書第二章
[00:13:54.080 --> 00:13:56.080]  就是上次我所說的
[00:13:56.080 --> 00:13:58.080]  有假的先知
[00:13:58.080 --> 00:14:00.080]  假的教師
[00:14:00.080 --> 00:14:02.080]  特別多
[00:14:02.080 --> 00:14:04.080]  因為有互聯網
[00:14:04.080 --> 00:14:09.860]  你可以將一些假的東西傳得很快
[00:14:09.860 --> 00:14:12.420]  講得好像很真
[00:14:12.420 --> 00:14:12.420]  講得好像是某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某某
[00:14:12.420 --> 00:14:34.620]  說得像某大學教授說的 你就相信了
[00:14:34.620 --> 00:14:43.640]  假教師甚至有些混入教會去迷惑人
[00:14:43.640 --> 00:14:48.740]  很清楚地知道不法的事情會增多
[00:14:48.740 --> 00:14:50.740]  犯法的事情越來越多
[00:14:50.740 --> 00:14:53.640]  因爲愛心是漸漸冷淡
[00:14:53.640 --> 00:14:57.240]  人與人之間的愛心是越來越冷淡
[00:14:57.240 --> 00:15:02.880]  大家知道我最近寫了一本書和互聯網有關
[00:15:02.880 --> 00:15:07.080]  其中我說到爲何我們愛心變淡
[00:15:07.080 --> 00:15:10.080]  就是人與人之間的關係疏遠
[00:15:10.080 --> 00:15:14.600]  我們以爲我們可以找回小學的同學在Facebook
[00:15:14.600 --> 00:15:16.600]  關係密切 非常好
[00:15:16.600 --> 00:15:18.600]  你發現原來是沒有什麼要講的
[00:15:18.600 --> 00:15:23.400]  打出來說是他生日 你就給他做一個蛋糕
[00:15:23.400 --> 00:15:26.400]  不是蛋糕 是蛋糕的icon
[00:15:26.400 --> 00:15:28.400]  是這麼多
[00:15:28.400 --> 00:15:31.400]  他和你說過去二十年發生的事情
[00:15:31.400 --> 00:15:32.400]  你沒有什麼興趣
[00:15:32.400 --> 00:15:35.400]  因爲大家已經不同走的路
[00:15:35.400 --> 00:15:39.400]  是不是人與人之間的關係近了呢
[00:15:39.400 --> 00:15:41.400]  不是的
[00:15:41.400 --> 00:15:43.400]  我們知道就算團契也好
[00:15:43.400 --> 00:15:45.400]  我們有實體團契
[00:15:45.400 --> 00:15:47.400]  我們有網上
[00:15:47.400 --> 00:15:48.400]  網上是差一點的
[00:15:48.400 --> 00:15:50.400]  你看不到他的臉
[00:15:50.400 --> 00:15:54.400]  你不可以給他一個擁抱
[00:15:54.400 --> 00:15:56.400]  搭一下肩膀 握一下手
[00:15:56.400 --> 00:15:58.400]  你明白嗎
[00:15:58.400 --> 00:16:00.400]  有些甚至連鏡頭都不開
[00:16:00.400 --> 00:16:02.400]  你連他什麼樣都不記得了
[00:16:02.400 --> 00:16:06.400]  聖經所謂的團契不是這樣
[00:16:06.400 --> 00:16:10.400]  聖經團契就是弟兄姊妹在神的角度裏相交
[00:16:10.400 --> 00:16:13.400]  不是網上 是神的角度裏
[00:16:13.400 --> 00:16:17.400]  所以愛心是戰戰冷淡
[00:16:17.400 --> 00:16:19.400]  各人是顧自己的事多
[00:16:19.400 --> 00:16:22.400]  就是自求多福
[00:16:22.400 --> 00:16:24.400]  搞定自己就算了
[00:16:24.400 --> 00:16:28.400]  這個就是耶穌在《馬太福音》裏說的
[00:16:28.400 --> 00:16:33.400]  就是末日耶穌回來之前的預兆
[00:16:33.400 --> 00:16:34.400]  但他說這都不算是
[00:16:34.400 --> 00:16:36.400]  最後大家就知道了
[00:16:36.400 --> 00:16:38.400]  就是天國的福音要傳遍天下
[00:16:38.400 --> 00:16:40.400]  對萬民作建政 然後終結纔來到
[00:16:40.400 --> 00:16:42.400]  這句也是可圈可點
[00:16:42.400 --> 00:16:44.400]  福音要傳遍天下
[00:16:44.400 --> 00:16:50.400]  在沒有電腦科技 資訊科技 互聯網之前
[00:16:50.400 --> 00:16:54.400]  要福音傳遍天下是不容易
[00:16:54.400 --> 00:16:58.400]  世界有很多很落後的角落
[00:16:58.400 --> 00:17:00.400]  沒有人知道它存在
[00:17:00.400 --> 00:17:02.400]  今天也有
[00:17:02.400 --> 00:17:05.400]  但是今天有互聯網 有人造衛星科技
[00:17:05.400 --> 00:17:07.400]  我們有Google Earth Google Map
[00:17:07.400 --> 00:17:09.400]  看到全世界是什麼樣子
[00:17:09.400 --> 00:17:12.400]  很難有個角落 有些民族我們不知道它存在
[00:17:12.400 --> 00:17:15.400]  而且那些科技其實是可以做到
[00:17:15.400 --> 00:17:18.400]  是可以將信息帶給他們
[00:17:18.400 --> 00:17:20.400]  包括福音
[00:17:20.400 --> 00:17:24.400]  所以是不是主宰來近了呢
[00:17:24.400 --> 00:17:26.400]  一定是近了的 其實一定是近了的
[00:17:26.400 --> 00:17:29.400]  但是多近呢 我們就真的不知道
[00:17:29.400 --> 00:17:31.400]  在歷代我們就去猜測
[00:17:31.400 --> 00:17:34.400]  究竟今天我們這個世界
[00:17:34.400 --> 00:17:36.400]  去到這個年代
[00:17:36.400 --> 00:17:41.400]  究竟是不是主宰來日子近呢
[00:17:41.400 --> 00:17:43.400]  可能說完這句之後
