
[00:00:00.000 --> 00:00:03.300]  要等到五百年之後
[00:05:18.960 --> 00:05:22.720]  但是有一樣東西永遠不會過去
[00:05:22.720 --> 00:05:24.160]  現在要傳到永遠
[00:05:24.160 --> 00:05:25.880]  是什麼?上帝國
[00:05:25.880 --> 00:05:27.840]  整本書在問你
[00:05:27.840 --> 00:05:29.560]  What are you living for?
[00:05:29.560 --> 00:05:30.880]  你要為什麼活?
[00:05:30.880 --> 00:05:33.600]  只是一樣東西worth living for
[00:05:33.600 --> 00:05:35.440]  The coming of the kingdom of God
[00:05:35.440 --> 00:05:37.400]  如果你看到第二章
[00:05:37.400 --> 00:05:38.360]  我們是這樣的
[00:05:38.360 --> 00:05:40.560]  後面七至十二章
[00:05:40.560 --> 00:05:43.800]  其實也是一大堆異象
[00:05:43.800 --> 00:05:44.760]  OK
[00:05:44.760 --> 00:05:46.440]  有層學家告訴我們
[00:05:46.440 --> 00:05:49.760]  第二章是一個大異象
[00:05:49.760 --> 00:05:52.600]  而後面裝著四個小異象
[00:05:52.600 --> 00:05:53.920]  但是這四個小異象
[00:05:53.920 --> 00:05:57.240]  基本上是將第一大異象放大了
[00:05:57.240 --> 00:05:58.720]  Magnify了
[00:05:58.720 --> 00:05:59.920]  當然了
[00:05:59.920 --> 00:06:03.720]  如果你看到達爾里書的研究歷史
[00:06:03.720 --> 00:06:05.600]  你會發覺有些人是瘋了
[00:06:05.600 --> 00:06:08.280]  他很喜歡說末制
[00:06:08.280 --> 00:06:12.360]  然後每一隻獸都在說什麼
[00:06:12.360 --> 00:06:15.000]  我對這件事完全沒有興趣
[00:06:15.000 --> 00:06:17.880]  我也覺得我不懂
[00:06:17.880 --> 00:06:19.680]  我對動物有敏感
[00:06:19.680 --> 00:06:22.000]  不行的
[00:06:22.000 --> 00:06:25.920]  但是中心的思想是什麼?
[00:06:25.920 --> 00:06:28.520]  中心思想不是叫你追著電視
[00:06:28.520 --> 00:06:29.760]  追著報紙
[00:06:29.760 --> 00:06:32.960]  看看究竟什麼正在實現
[00:06:32.960 --> 00:06:35.160]  中心思想很簡單
[00:06:35.160 --> 00:06:37.760]  就是列國傾覆
[00:06:37.760 --> 00:06:39.280]  神國來臨的異象
[00:06:39.280 --> 00:06:40.880]  是這麼簡單的
[00:06:40.880 --> 00:06:42.560]  現在繼續看
[00:06:42.560 --> 00:06:47.760]  在這個列國傾覆神國來臨異象的三文字裡面
[00:06:47.760 --> 00:06:50.480]  它包含了什麼呢?
[00:06:50.480 --> 00:06:53.000]  列、火、妖、詩、字、下
[00:06:53.000 --> 00:06:54.960]  我將它歸納為
[00:06:54.960 --> 00:06:57.880]  碧、八、鐘的中心見證
[00:06:57.880 --> 00:06:58.760]  行不行?
[00:06:58.760 --> 00:07:03.680]  你看不看到它整個構造在做什麼?
[00:07:03.680 --> 00:07:05.120]  在這個時代
[00:07:05.120 --> 00:07:06.320]  在當時的時代
[00:07:06.320 --> 00:07:08.840]  上帝國臨來的時候
[00:07:08.840 --> 00:07:11.520]  你要在碧、八當中做見證
[00:07:11.520 --> 00:07:13.640]  如果你去看丹尼里的中心思想
[00:07:13.640 --> 00:07:17.120]  人們說是天國的來臨
[00:07:17.120 --> 00:07:18.440]  另外一個支援就是
[00:07:18.440 --> 00:07:20.560]  當天國來到這個世界的時候
[00:07:20.560 --> 00:07:22.000]  你一定會有一件事
[00:07:22.000 --> 00:07:24.400]  就是兩國的衝突
[00:07:24.400 --> 00:07:27.320]  兩個國度的衝突
[00:07:27.320 --> 00:07:30.440]  而在兩個國度衝突的當中
[00:07:30.440 --> 00:07:32.280]  有四件事情會發生
[00:07:32.280 --> 00:07:32.640]  第一
[00:07:32.640 --> 00:07:35.160]  上帝的子民會為他作見證
[00:07:35.160 --> 00:07:35.680]  第二
[00:07:35.680 --> 00:07:37.040]  在他們作見證的當中
[00:07:37.040 --> 00:07:38.600]  有人信有人不信
[00:07:38.600 --> 00:07:41.200]  不信的人被審判
[00:07:41.200 --> 00:07:43.320]  信的人被拯救
[00:07:43.320 --> 00:07:45.400]  而在他們見證的當中
[00:07:45.400 --> 00:07:47.560]  他們會遭受逼迫
[00:07:47.560 --> 00:07:48.600]  這是丹尼里書
[00:07:48.600 --> 00:07:50.120]  如果你去畫一些圖案
[00:07:50.120 --> 00:07:51.480]  你想想這些圖案的時候
[00:07:51.480 --> 00:07:53.560]  它是在說這四件事情的
[00:07:53.560 --> 00:07:54.000]  好
[00:07:54.000 --> 00:07:55.760]  我現在再跟你說
[00:07:55.760 --> 00:07:59.720]  這四件事情其實是一個前提
[00:07:59.720 --> 00:08:01.640]  因為真正的天國來臨
[00:08:01.640 --> 00:08:03.280]  不在於丹尼里的時代
[00:08:03.280 --> 00:08:04.920]  是耶穌基督來的時代
[00:08:04.920 --> 00:08:06.160]  耶穌基督來的時候
[00:08:06.160 --> 00:08:07.880]  我們現在活在耶穌基督
[00:08:07.880 --> 00:08:10.040]  第一次和第二次來臨的當中
[00:08:10.040 --> 00:08:12.320]  上帝國已經來了
[00:08:12.320 --> 00:08:13.720]  但是還未來
[00:08:13.720 --> 00:08:14.800]  Already and not yet
[00:08:14.800 --> 00:08:16.000]  當中
[00:08:16.000 --> 00:08:18.240]  你會發生些什麼事情呢?
[00:08:18.240 --> 00:08:19.600]  就是這四件事情
[00:08:19.600 --> 00:08:21.040]  The conflict of two kingdoms
[00:08:21.040 --> 00:08:24.320]  見證、審判、拯救、逼迫
[00:08:24.320 --> 00:08:29.240]  這些四點基本上是啟示錄的四點
[00:08:29.240 --> 00:08:30.600]  所以可以說
[00:08:30.600 --> 00:08:35.120]  啟示錄是丹尼里書的新約版本
[00:08:35.120 --> 00:08:39.000]  我想繼續帶你看這個圖案
[00:08:39.000 --> 00:08:42.720]  ABCCBA
[00:08:42.720 --> 00:08:44.000]  A
[00:08:44.000 --> 00:08:47.800]  上帝天國來臨的異象
[00:08:47.800 --> 00:08:49.360]  最後A'也是
[00:08:49.360 --> 00:08:52.320]  中間說了他的逼迫的見證
[00:08:52.320 --> 00:08:53.640]  你看中間是說
[00:08:53.640 --> 00:08:54.920]  還有C很有趣
[00:08:54.920 --> 00:08:55.920]  C是說什麼呢?
[00:08:55.920 --> 00:08:58.720]  尼布加利薩被審判的異象
[00:08:58.720 --> 00:08:59.520]  如果你有空
[00:08:59.520 --> 00:09:00.760]  你回去看第四章
[00:09:00.760 --> 00:09:04.320]  第五章是奧邁的白沙薩
[00:09:04.320 --> 00:09:06.040]  他被審判的異象
[00:09:06.040 --> 00:09:08.080]  如果你排列一下
[00:09:08.080 --> 00:09:09.880]  你開始看到
[00:09:09.880 --> 00:09:11.560]  他是在做什麼呢?
[00:09:11.560 --> 00:09:12.560]  是一個三文治
[00:09:12.560 --> 00:09:15.080]  就是你出去買71的三文治
[00:09:15.080 --> 00:09:16.800]  兩件的
[00:09:16.800 --> 00:09:18.680]  而每一件
[00:09:18.680 --> 00:09:20.320]  有一個中心
[00:09:20.320 --> 00:09:23.160]  而前後都有另外一個麵包夾著
[00:09:23.160 --> 00:09:24.200]  兩個都是異象
[00:09:24.200 --> 00:09:26.320]  你看到所有的異象嗎?
[00:09:26.320 --> 00:09:27.920]  彷彿告訴我們
[00:09:27.920 --> 00:09:29.040]  這些人
[00:09:29.040 --> 00:09:30.360]  丹尼里和他三個朋友
[00:09:30.360 --> 00:09:32.080]  為什麼會有能力
[00:09:32.080 --> 00:09:33.040]  有力量
[00:09:33.040 --> 00:09:34.960]  有勇氣
[00:09:34.960 --> 00:09:35.960]  去見證
[00:09:35.960 --> 00:09:36.800]  原因是什麼呢?
[00:09:36.800 --> 00:09:37.920]  因為那些異象
[00:09:37.920 --> 00:09:38.760]  看得到嗎?
[00:09:38.760 --> 00:09:41.040]  是那些異象
[00:09:41.040 --> 00:09:42.960]  是empower了他們
[00:09:42.960 --> 00:09:46.960]  是加油站
[00:09:46.960 --> 00:09:48.520]  我不知道你有沒有想過
[00:09:48.520 --> 00:09:51.320]  丹尼里是一個怎樣的年輕人
[00:09:51.320 --> 00:09:53.280]  當然我們通常會想像
[00:09:53.280 --> 00:09:55.560]  因為他是一個很厲害的公務員
[00:09:55.560 --> 00:09:58.280]  他當然很勤奮上進
[00:09:58.280 --> 00:10:01.520]  他當然每天熟讀什麼什麼
[00:10:01.520 --> 00:10:03.560]  然後什麼都做
[00:10:03.560 --> 00:10:04.520]  有沒有想過
[00:10:04.520 --> 00:10:07.440]  丹尼里其實是一個完全
[00:10:07.440 --> 00:10:09.000]  脫離這個世界
[00:10:09.000 --> 00:10:12.520]  一點都不道地的年輕人
[00:10:12.520 --> 00:10:16.440]  我太太以前有一個表弟
[00:10:16.440 --> 00:10:18.720]  她說她表弟小時候
[00:10:18.720 --> 00:10:22.560]  你跟她聊天她是當你沒有道德
[00:10:22.560 --> 00:10:24.760]  但是你一問她一件事
[00:10:24.760 --> 00:10:26.920]  她的漫畫書
[00:10:26.920 --> 00:10:28.680]  那些漫畫世界
[00:10:28.680 --> 00:10:30.560]  她突然間驚醒了
[00:10:30.560 --> 00:10:32.160]  然後不斷跟你說
[00:10:32.160 --> 00:10:35.320]  她說她的大人很怕她
[00:10:35.320 --> 00:10:36.240]  因為她覺得
[00:10:36.240 --> 00:10:38.520]  你跟她說現實生活的事情
[00:10:38.520 --> 00:10:40.160]  她是完全沒有反應的
[00:10:40.160 --> 00:10:43.120]  但是你一跟她說漫畫書中的X-Men那些
[00:10:43.120 --> 00:10:46.480]  她覺得那些事情全部都是真的
[00:10:46.480 --> 00:10:47.560]  所以她長大了
[00:10:47.560 --> 00:10:49.280]  她現在幫別人寫遊戲
[00:10:49.280 --> 00:10:50.600]  很開心的
[00:10:50.600 --> 00:10:53.080]  就是投入在那個世界
[00:10:53.080 --> 00:10:53.800]  有沒有想過
[00:10:53.800 --> 00:10:57.320]  丹尼里是一個這樣的弟弟
[00:10:57.320 --> 00:11:00.720]  他完全不貼地
[00:11:00.720 --> 00:11:02.640]  他活在另一個世界裡面
[00:11:02.640 --> 00:11:06.640]  他將自己的思想完全浸淫在另一個世界裡面
[00:11:06.640 --> 00:11:09.840]  包括他以前牧師跟他說過的
[00:11:09.840 --> 00:11:11.560]  天國的來臨
[00:11:11.560 --> 00:11:14.520]  這件事給他偉大的力量
[00:11:14.520 --> 00:11:18.640]  在他當時做一個榮耀的天兵
[00:11:18.640 --> 00:11:20.240]  但是他一年前在香港
[00:11:20.240 --> 00:11:24.200]  很流行大家做Pokemon
[00:11:24.200 --> 00:11:27.320]  一年前那些人拿著手機在撞人
[00:11:27.320 --> 00:11:29.520]  他跟著Pokemon
[00:11:29.520 --> 00:11:32.840]  其實是兩個現實的重疊
[00:11:32.840 --> 00:11:33.800]  他的人在哪裏
[00:11:33.800 --> 00:11:34.920]  在這個世界裡面
[00:11:34.920 --> 00:11:36.880]  但是他跟著的方向
[00:11:36.880 --> 00:11:38.320]  是他手機裡面的世界
[00:11:38.320 --> 00:11:39.240]  有沒有想過
[00:11:39.240 --> 00:11:41.680]  那是一個聖經
[00:11:41.680 --> 00:11:47.720]  我們的人生完全是浸淫於上帝的話語當中
[00:11:47.720 --> 00:11:52.840]  而這個是上帝派我們去冒險的地方
[00:11:52.840 --> 00:11:56.040]  我擔心的不是我們現在的基督徒
[00:11:56.040 --> 00:11:57.480]  想太多地上的事情
[00:11:57.480 --> 00:12:00.240]  我擔心的完全是相反的
[00:12:00.240 --> 00:12:01.920]  我們根本不知道
[00:12:01.920 --> 00:12:03.920]  也不思想天上的事情
[00:12:03.920 --> 00:12:06.680]  所以我們的見證是無力的
[00:12:06.680 --> 00:12:08.960]  我們的見證完全是妥協了的
[00:12:08.960 --> 00:12:10.640]  我們以為自己很了得
[00:12:10.640 --> 00:12:12.360]  以為自己很熟悉這個世界
[00:12:12.360 --> 00:12:13.200]  以為什麼
[00:12:13.200 --> 00:12:16.120]  其實我們忘記了
[00:12:16.120 --> 00:12:18.000]  一個更偉大的天國
[00:12:18.000 --> 00:12:21.400]  這個天國必然是愛國
[00:12:21.400 --> 00:12:23.960]  要在這個時代做丹尼
[00:12:23.960 --> 00:12:26.160]  我們需要
[00:12:26.160 --> 00:12:29.240]  滲入我們在天國的世界裡面
[00:12:29.240 --> 00:12:31.640]  好像保羅一樣
[00:12:31.640 --> 00:12:33.360]  保羅是一個很獨特的人
[00:12:33.360 --> 00:12:35.720]  他其實一點都不獨特
[00:12:35.720 --> 00:12:38.080]  因為他就是一個基督徒
[00:12:38.080 --> 00:12:40.960]  他人的腦袋裡面其實裝了兩樣東西
[00:12:40.960 --> 00:12:42.240]  耶穌的第一次來臨
[00:12:42.240 --> 00:12:44.360]  和耶穌的第二次來臨
[00:12:44.360 --> 00:12:46.440]  神經病
[00:12:46.440 --> 00:12:49.440]  我現在就是基督的內激勵他
[00:12:49.440 --> 00:12:51.440]  於是他一人為眾人死
[00:12:51.440 --> 00:12:52.680]  眾人都死了
[00:12:52.680 --> 00:12:53.400]  他現在活著
[00:12:53.400 --> 00:12:54.560]  不再為自己
[00:12:54.560 --> 00:12:57.880]  為他受死而活的基督徒
[00:12:57.880 --> 00:12:59.360]  他在想的就是
[00:12:59.360 --> 00:13:02.080]  當一天主再來的時候
[00:13:02.080 --> 00:13:06.480]  我會有公義的冠冕
[00:13:06.480 --> 00:13:08.960]  一個基督的生命是一個什麼生命呢?
[00:13:08.960 --> 00:13:09.760]  我們有時候說
[00:13:09.760 --> 00:13:11.440]  基督的生命就是基督的生命
[00:13:11.440 --> 00:13:13.080]  以基督為中心的
[00:13:13.080 --> 00:13:15.720]  通常畫一個圓形中間有一點
[00:13:15.720 --> 00:13:18.880]  有沒有想過基督的生命其實可以是一個圓形
[00:13:18.880 --> 00:13:20.160]  一個橙圓形
[00:13:20.160 --> 00:13:22.080]  圓形和圓形的分別
[00:13:22.080 --> 00:13:25.920]  是圓形有兩個圓形的
[00:13:25.920 --> 00:13:28.440]  一個是主要掃描到第一次來臨
[00:13:28.440 --> 00:13:30.800]  一個是例如掃描到第二次來臨
[00:13:30.800 --> 00:13:32.480]  你把這兩條線
[00:13:32.480 --> 00:13:33.520]  連上一條線
[00:13:33.520 --> 00:13:34.880]  扯行去畫一畫
[00:13:34.880 --> 00:13:36.720]  這就是基督的生命
[00:13:36.720 --> 00:13:41.720]  我們人生所有東西的焦點有兩樣
[00:13:41.720 --> 00:13:43.200]  基督的愛激勵我們
[00:13:43.200 --> 00:13:44.120]  他第一次再來
[00:13:44.120 --> 00:13:47.120]  第二次他必再回來
[00:13:47.120 --> 00:13:50.400]  我不知道你人生的動力在哪裡
[00:13:50.400 --> 00:13:53.280]  我不知道你追求的夢想是什麼
[00:13:53.280 --> 00:13:56.320]  我不知道你的夢想是什麼
[00:13:56.320 --> 00:13:57.280]  聖經告訴你
[00:13:57.280 --> 00:14:00.000]  我們的夢想應該在當主SOP回來的那一天
[00:14:00.000 --> 00:14:01.840]  他說好是庇護上的
[00:14:01.840 --> 00:14:03.520]  而我們最大的夢想
[00:14:03.520 --> 00:14:04.600]  就是他回來的時候
[00:14:04.600 --> 00:14:08.960]  他不說一句話給我們聽
[00:14:08.960 --> 00:14:10.600]  我沒有其他東西我們追求
[00:14:10.600 --> 00:14:11.560]  只是那一句
[00:14:11.560 --> 00:14:12.600]  Good and people serve
[00:14:12.600 --> 00:14:16.160]  That's all I want
[00:14:16.160 --> 00:14:19.160]  當你活在這個異象裏面
[00:14:19.160 --> 00:14:22.000]  你就有能力
[00:14:22.000 --> 00:14:24.680]  在這個時代裏面
[00:14:24.680 --> 00:14:28.160]  做一個活一個超然的人生
[00:14:28.160 --> 00:14:31.720]  所以我超喜歡看超人
[00:14:31.720 --> 00:14:34.600]  因為那些廢物全部都看完了
[00:14:34.600 --> 00:14:36.080]  為什麼呢
[00:14:36.080 --> 00:14:39.640]  因為我想他們在這個世界裏面
[00:14:39.640 --> 00:14:41.720]  做一個超級英雄
[00:14:41.720 --> 00:14:43.280]  所以我和你分享一個最後
[00:14:43.280 --> 00:14:46.400]  J.K.Chesterton的一句話
[00:14:46.400 --> 00:14:48.600]  Chesterton曾經有句這樣的說話
[00:14:48.600 --> 00:14:49.240]  他說
[00:14:49.240 --> 00:14:55.200]  There are two basic longings in every human heart
[00:14:55.200 --> 00:14:55.880]  哪兩樣東西
[00:14:55.880 --> 00:14:57.840]  Security and adventure
[00:14:57.840 --> 00:15:01.520]  每個人心裏面都有兩個嚮往
[00:15:01.520 --> 00:15:04.040]  生命要有保障
[00:15:04.040 --> 00:15:07.520]  接著要超凡的人生
[00:15:07.520 --> 00:15:10.360]  所以我們就去打工
[00:15:10.360 --> 00:15:12.040]  不想上班也要上班
[00:15:12.040 --> 00:15:14.160]  因為我們要生命保障
[00:15:14.160 --> 00:15:15.840]  但是我們看電影
[00:15:15.840 --> 00:15:18.360]  當然是看超級英雄電影
[00:15:18.360 --> 00:15:19.840]  為什麼
[00:15:19.840 --> 00:15:23.080]  因為想要有一個超凡的人生
[00:15:23.080 --> 00:15:26.480]  沒有理由我播一部電影是講一個政府官員
[00:15:26.480 --> 00:15:28.000]  都沒有scandal
[00:15:28.000 --> 00:15:28.960]  你不會進去看
[00:15:28.960 --> 00:15:30.040]  坐兩個小時在那裏看
[00:15:30.040 --> 00:15:31.320]  因為好看而已
[00:15:31.320 --> 00:15:33.560]  很悶的
[00:15:33.560 --> 00:15:36.680]  我們要去看超凡的人生
[00:15:36.680 --> 00:15:42.440]  因為我們心裏面嚮往的那種adventure
[00:15:42.440 --> 00:15:45.040]  武俠小說也是這樣而已
[00:15:45.040 --> 00:15:46.200]  但是我們又害怕
[00:15:46.200 --> 00:15:47.800]  於是我們選擇
[00:15:47.800 --> 00:15:51.400]  Security只是每個禮拜兩個小時去聽
[00:15:51.400 --> 00:15:53.040]  J.K.Chesterton最後的punchline
[00:15:53.040 --> 00:15:53.520]  他說
[00:15:53.520 --> 00:15:56.880]  Only in Christianity can both be fulfilled
[00:15:56.880 --> 00:15:57.600]  他說什麼
[00:15:57.600 --> 00:15:58.720]  聖經告訴我們
[00:15:58.720 --> 00:16:00.160]  你不需要維持現有類
[00:16:00.160 --> 00:16:01.160]  聖經告訴我們
[00:16:01.160 --> 00:16:02.720]  上帝已經幫你搞定了
[00:16:02.720 --> 00:16:05.400]  上帝說你只需要追求祂的國
[00:16:05.400 --> 00:16:06.040]  祂的義
[00:16:06.040 --> 00:16:07.040]  一切都幫你搞定了
[00:16:07.040 --> 00:16:08.400]  你信不信
[00:16:08.400 --> 00:16:10.880]  你好像聽你的神有多大而已
[00:16:10.880 --> 00:16:12.600]  你的神小
[00:16:12.600 --> 00:16:14.680]  你不會做這件事
[00:16:14.680 --> 00:16:16.920]  你怕祂保不住你的命
[00:16:16.920 --> 00:16:18.960]  但是你的神夠大的時候
[00:16:18.960 --> 00:16:23.440]  你就不需要擔心security
[00:16:23.440 --> 00:16:26.760]  security不是你的concern
[00:16:26.760 --> 00:16:30.880]  你的concern是adventure
[00:16:30.880 --> 00:16:33.120]  但是你需要相信聖經
[00:16:33.120 --> 00:16:35.800]  你需要相信耶穌所說的每一句說話
[00:16:35.800 --> 00:16:37.760]  你要相信天國是真實的
[00:16:37.760 --> 00:16:39.600]  Google不是
[00:16:39.600 --> 00:16:42.080]  Apple不是
[00:16:42.080 --> 00:16:43.440]  你需要相信
[00:16:43.440 --> 00:16:46.560]  這件事是非常需要的
[00:16:46.560 --> 00:16:49.080]  所以here is your choice
