
[00:00:00.000 --> 00:00:02.000]  好 各位姐妹們 早安
[00:02:08.200 --> 00:02:12.080]  我都要去一下旅行吧 我都要休息一下吧
[00:02:12.080 --> 00:02:15.320]  我這麼衝亡 給自己休息一下都可以吧
[00:02:15.320 --> 00:02:17.800]  是可以的 因為聖經裏面講神呢
[00:02:17.800 --> 00:02:24.080]  好 叫我們要休息 知道我是神
[00:02:24.080 --> 00:02:27.200]  原來神也都不是想我們形形易易 忙忙碌碌
[00:02:27.200 --> 00:02:31.080]  做一個基督徒呢 一味是付出
[00:02:31.080 --> 00:02:33.720]  因為其實給我心靈裏面呢 有一種
[00:02:33.720 --> 00:02:38.400]  愛與被愛的滿足 生命的價值 因為神而來
[00:02:38.400 --> 00:02:41.120]  我想今天呢 透過約伯記有四十二章的
[00:02:41.120 --> 00:02:43.280]  幫我抽出其中的重點
[00:02:43.280 --> 00:02:45.960]  我們作為基督徒 彼此互勉
[00:02:45.960 --> 00:02:50.280]  那麼我們的生命轉化 好像羅馬書十二章一到二節
[00:02:50.280 --> 00:02:54.280]  心意更新而變化
[00:02:54.280 --> 00:02:57.320]  叫我們察驗什麼是神的喜悅
[00:02:57.320 --> 00:03:00.440]  純存可喜悅的旨意
[00:03:00.440 --> 00:03:04.360]  所以我知道呢 有頂姐妹今早跟我打招呼啦
[00:03:04.360 --> 00:03:06.680]  我們來到這一個崇拜的地方
[00:03:06.680 --> 00:03:09.200]  作為我們教會 望下去
[00:03:09.200 --> 00:03:11.840]  哇 你看 港大的和祥
[00:03:11.840 --> 00:03:16.160]  或者我們這個胸襟眼界呢 都不在於柴灣
[00:03:16.160 --> 00:03:19.480]  整個的角度 因為你們要去
[00:03:19.480 --> 00:03:21.320]  使萬民作我的門徒
[00:03:21.320 --> 00:03:23.720]  又叫我們呢
[00:03:23.720 --> 00:03:27.840]  初期教會裏面的教導 吃著聖靈的能力
[00:03:27.840 --> 00:03:33.600]  是能夠將真道傳到去地極的嘛
[00:03:33.600 --> 00:03:36.360]  耶路撒冷 猶太傳遞
[00:03:36.360 --> 00:03:39.000]  我們今天檢視我們自己
[00:03:39.000 --> 00:03:45.320]  我們不要讓自己浪費了神給我們那種聖靈的能力
[00:03:45.320 --> 00:03:46.920]  以致我們覺得好像很無奈
[00:03:46.920 --> 00:03:49.720]  不是很行的
[00:03:49.720 --> 00:03:51.720]  光牧師 別叫我字啦
[00:03:51.720 --> 00:03:54.440]  我不知道實際是怎樣 沒問過他
[00:03:54.440 --> 00:03:57.560]  我們檢視一下自己
[00:03:57.560 --> 00:04:02.000]  多謝剛才主席讀了第一節的經文
[00:04:02.000 --> 00:04:03.240]  約伯是一個異人
[00:04:03.240 --> 00:04:06.000]  約伯 聖經裏面怎麼形容他呢
[00:04:06.000 --> 00:04:11.480]  他是一個正直、遠離、罪惡、敬虔的異人
[00:04:11.480 --> 00:04:13.280]  如果我們從第一章看約伯記
[00:04:13.280 --> 00:04:16.160]  去到第四十二章 他真是這樣的
[00:04:16.160 --> 00:04:17.680]  只不過他三個老友
[00:04:17.680 --> 00:04:20.880]  還有另外一位年輕人 以利戶
[00:04:20.880 --> 00:04:23.400]  不斷地說他有罪
[00:04:23.400 --> 00:04:26.200]  他真是 神在三十八章裏面
[00:04:26.200 --> 00:04:29.000]  開始問約伯三十六個問題
[00:04:29.000 --> 00:04:30.960]  他沒有責怪約伯的
[00:04:30.960 --> 00:04:34.040]  神還親自跟約伯說
[00:04:34.040 --> 00:04:37.080]  嗯 你質問我 是不是
[00:04:37.080 --> 00:04:40.080]  誰無知的人質問神
[00:04:40.080 --> 00:04:43.160]  不過你說的 你留意到經文說
[00:04:43.160 --> 00:04:46.600]  神沒有責怪他 沒說他錯
[00:04:46.600 --> 00:04:48.960]  反而責怪他三個朋友
[00:04:48.960 --> 00:04:52.160]  並且叫約伯為他三個朋友獻祭
[00:04:52.160 --> 00:04:53.760]  但如果是這樣的話
[00:04:53.760 --> 00:04:57.120]  約伯真是一個例外 我們今天的題目說
[00:04:57.120 --> 00:05:00.000]  他真的不是犯錯
[00:05:00.000 --> 00:05:07.520]  而是有結果受身體上 受物質上的損失和痛楚
[00:05:07.520 --> 00:05:10.640]  我們一起讀一章二十一節
[00:05:10.640 --> 00:05:12.720]  我赤身那裏預備起
[00:05:12.720 --> 00:05:29.840]  如果我們幾個少年人回主教學
[00:05:29.840 --> 00:05:31.520]  喂 你的袋有多少錢
[00:05:31.520 --> 00:05:33.760]  好 我多少錢關你什麼事
[00:05:33.760 --> 00:05:35.680]  二百幾元 全給我
[00:05:35.680 --> 00:05:37.600]  你很難
[00:05:37.600 --> 00:05:39.560]  但其實我們知道
[00:05:39.560 --> 00:05:43.080]  錢真是身外物 是不是
[00:05:43.080 --> 00:05:48.200]  如果我們是大人 小朋友說笑而已
[00:05:48.200 --> 00:05:49.600]  錢都不是萬能
[00:05:49.600 --> 00:05:52.000]  不過有一句是金句
[00:05:52.000 --> 00:05:55.440]  沒錢 萬萬不能
[00:05:55.440 --> 00:06:00.240]  但我們做基督徒 由約伯那個榜樣
[00:06:00.240 --> 00:06:03.360]  未必做到的 為什麼
[00:06:03.360 --> 00:06:06.800]  破產而死 過不了那關
[00:06:06.800 --> 00:06:10.680]  就是沒了那幾百萬 沒了物業 沒了工作
[00:06:10.680 --> 00:06:12.360]  韓國就是
[00:06:12.360 --> 00:06:15.480]  在金融風暴的時候 十幾年前
[00:06:15.480 --> 00:06:18.520]  1997、98年的時候
[00:06:18.520 --> 00:06:21.760]  中產的家庭送了兒女去美國
[00:06:21.760 --> 00:06:24.400]  但韓幣貶值
[00:06:24.400 --> 00:06:29.520]  因此而美金變成學費高了幾倍
[00:06:29.520 --> 00:06:30.960]  被裁員
[00:06:30.960 --> 00:06:33.440]  因為新聞是轟動一時
[00:06:33.440 --> 00:06:36.520]  就幾個中產的家庭
[00:06:36.520 --> 00:06:40.200]  走上天台 跳死了
[00:06:40.200 --> 00:06:43.360]  如果他得民福音
[00:06:43.360 --> 00:06:48.560]  看到約伯真是將神給他寶貴的生命
[00:06:48.560 --> 00:06:52.560]  能夠穿越了那個身外物的界限
[00:06:52.560 --> 00:06:55.600]  他真的不用死
[00:06:55.600 --> 00:07:01.400]  我們基督徒確實在福音大能裡面
[00:07:01.400 --> 00:07:04.120]  約伯是怎樣 7個兒子 3個女兒
[00:07:04.120 --> 00:07:06.320]  7000隻羊 3000個駱駝
[00:07:06.320 --> 00:07:09.240]  500對牛 500個母老
[00:07:09.240 --> 00:07:11.560]  很多的伏皮
[00:07:11.560 --> 00:07:13.680]  比李嘉誠厲害了 那時
[00:07:13.680 --> 00:07:16.960]  好像阿伯拉罕那麼有錢
[00:07:16.960 --> 00:07:18.480]  不只是地主
[00:07:18.480 --> 00:07:21.000]  還有其實無可指責
[00:07:21.000 --> 00:07:26.200]  他是一個善良正直 遠避惡事 敬虔
[00:07:26.200 --> 00:07:27.800]  自己無罪
[00:07:27.800 --> 00:07:32.840]  還將子女的不知有沒有的罪都拿來憲制
[00:07:32.840 --> 00:07:35.200]  第一個重點大家都知道
[00:07:35.200 --> 00:07:38.720]  約伯不知道在天庭第一章裡面
[00:07:38.720 --> 00:07:41.600]  撒旦和上帝打賭
[00:07:41.600 --> 00:07:45.320]  我們知道是上帝主動去找撒旦的
[00:07:45.320 --> 00:07:47.120]  我們就會想 祈禱
[00:07:47.120 --> 00:07:51.000]  嘩 上帝你也行
[00:07:51.000 --> 00:07:53.320]  嘩 約伯真的很慘
[00:07:53.320 --> 00:07:55.520]  怎麼看得起他
[00:07:55.520 --> 00:07:58.240]  一定是上帝看得起他
[00:07:58.240 --> 00:08:01.760]  他和撒旦說 你到處找些罪人
[00:08:01.760 --> 00:08:03.320]  你看看這個
[00:08:03.320 --> 00:08:05.560]  他就是這麼敬虔正直
[00:08:05.560 --> 00:08:09.440]  不是因為任何利益
[00:08:09.440 --> 00:08:13.480]  講交易的關係去愛我
[00:08:13.480 --> 00:08:15.880]  那撒旦就說 是嗎
[00:08:15.880 --> 00:08:17.080]  他豈不是敬拜你
[00:08:17.080 --> 00:08:20.520]  嘩 這麼多錢 子女什麼都齊
[00:08:20.520 --> 00:08:22.200]  拿走他吧
[00:08:22.200 --> 00:08:26.000]  他是不是就是這樣愛你啊 神
[00:08:26.000 --> 00:08:27.240]  撒旦定了一個邏輯
[00:08:27.240 --> 00:08:29.000]  就好像說敬拜神的人
[00:08:29.000 --> 00:08:30.840]  就是我們這裡那麼多個
[00:08:30.840 --> 00:08:32.600]  不是因為得祝福
[00:08:32.600 --> 00:08:34.080]  不是因為健康得醫治
[00:08:34.080 --> 00:08:35.960]  不是心靈有平安
[00:08:35.960 --> 00:08:39.120]  風生水興 一帆風順
[00:08:39.120 --> 00:08:41.000]  我為什麼要回教會
[00:08:41.000 --> 00:08:44.680]  但你要記住這番話是不合《聖經》真理
[00:08:44.680 --> 00:08:47.320]  而且約伯將他身外物
[00:08:47.320 --> 00:08:50.520]  所有東西都能夠很認真
[00:08:50.520 --> 00:08:56.520]  祈禱和他的上帝說
[00:08:56.520 --> 00:08:59.040]  我來的時候什麼都沒有了
[00:08:59.040 --> 00:09:01.160]  我走什麼都沒有 好奇嗎
[00:09:01.160 --> 00:09:02.880]  什麼都不是我的
[00:09:02.880 --> 00:09:05.920]  約的名要得稱頌
[00:09:05.920 --> 00:09:06.960]  其實他正在說
[00:09:06.960 --> 00:09:10.040]  詩篇二十三篇大衛的詩歌第一節
[00:09:10.040 --> 00:09:15.440]  也說是我的穆者我必不自缺佛
[00:09:15.440 --> 00:09:17.880]  我開不了飯都是不自缺佛
[00:09:17.880 --> 00:09:21.560]  我開到飯也是不自缺佛
[00:09:21.560 --> 00:09:23.480]  結果他真的做到了
[00:09:23.480 --> 00:09:26.080]  打破了撒旦的邏輯
[00:09:26.080 --> 00:09:28.360]  因為撒旦不相信有人會真心相信
[00:09:28.360 --> 00:09:30.400]  真心愛上帝
[00:09:30.400 --> 00:09:33.920]  人愛上帝是從中得到好處
[00:09:33.920 --> 00:09:37.000]  如果不是得到祂的祝福
[00:09:37.000 --> 00:09:38.960]  我來敬拜上帝做什麼
[00:09:38.960 --> 00:09:40.680]  這句厲害了
[00:09:40.680 --> 00:09:42.880]  我和你一起去反省一下
[00:09:42.880 --> 00:09:45.120]  我們九點半這麼冷
[00:09:45.120 --> 00:09:47.560]  剛才主席也鼓勵我們
[00:09:47.560 --> 00:09:51.800]  離開皮窩來到這裡
[00:09:51.800 --> 00:09:53.120]  大家教友祝福
[00:09:53.120 --> 00:09:56.320]  難道說
[00:09:56.320 --> 00:10:00.040]  希望你病了經歷神的信心
[00:10:00.040 --> 00:10:00.920]  我們不會這樣說話
[00:10:00.920 --> 00:10:03.200]  雖然那是真理
[00:10:03.200 --> 00:10:07.200]  但是我們也不喜歡這樣說話的
[00:10:07.200 --> 00:10:09.280]  但是我們會知道
[00:10:09.280 --> 00:10:10.440]  罪進來這個世界
[00:10:10.440 --> 00:10:11.880]  在創世紀第三章之後
[00:10:11.880 --> 00:10:13.800]  明明這個世界就是有罪
[00:10:13.800 --> 00:10:14.440]  有黑暗
[00:10:14.440 --> 00:10:16.200]  有死亡
[00:10:16.200 --> 00:10:18.440]  並且在我們的人生裡面
[00:10:18.440 --> 00:10:21.080]  我們是群體被牽連的
[00:10:21.080 --> 00:10:22.240]  在罪的世界裡面
[00:10:22.240 --> 00:10:24.080]  基督徒病很奇怪嗎
[00:10:24.080 --> 00:10:26.480]  基督徒病死很奇怪嗎
[00:10:26.480 --> 00:10:28.640]  基督徒破產很奇怪嗎
[00:10:28.640 --> 00:10:31.080]  基督徒很窮困很奇怪嗎
[00:10:31.080 --> 00:10:34.200]  但有時候我們沒有約伯這個心懷
[00:10:34.200 --> 00:10:35.680]  信仰那種信念
[00:10:35.680 --> 00:10:38.240]  那種信心和神的關係
[00:10:38.240 --> 00:10:40.240]  我們就會覺得很奇怪
[00:10:40.240 --> 00:10:42.600]  我們可能會這樣祈禱
[00:10:42.600 --> 00:10:43.480]  敢讓別人知道
[00:10:43.480 --> 00:10:44.640]  自己祈禱吧
[00:10:44.640 --> 00:10:46.600]  神啊你這樣
[00:10:46.600 --> 00:10:48.760]  我回了全因堂這麼久
[00:10:48.760 --> 00:10:51.120]  從直堂到現在
[00:10:51.120 --> 00:10:53.400]  沒有工作也有勞
[00:10:53.400 --> 00:10:55.640]  為什麼你在我的健康
[00:10:55.640 --> 00:10:58.120]  家庭工作各樣
[00:10:58.120 --> 00:10:59.520]  給我這麼多這麼辛苦
[00:10:59.520 --> 00:11:02.920]  這麼艱難的考驗呢
[00:11:02.920 --> 00:11:05.280]  約伯記第一個重點
[00:11:05.280 --> 00:11:08.320]  就是在教導我們
[00:11:08.320 --> 00:11:09.440]  我們的思想
[00:11:09.440 --> 00:11:12.400]  就是第一章裡面說的
[00:11:12.400 --> 00:11:14.640]  撒旦的邏輯
[00:11:14.640 --> 00:11:15.440]  你對我好
[00:11:15.440 --> 00:11:18.000]  我就對你好
[00:11:18.000 --> 00:11:19.080]  但我們要知道
[00:11:19.080 --> 00:11:20.800]  約伯記裡面有42章的
[00:11:20.800 --> 00:11:21.200]  是不是啊
[00:11:21.200 --> 00:11:23.280]  完了
[00:11:23.280 --> 00:11:24.720]  後來我們知道
[00:11:24.720 --> 00:11:27.840]  神雙倍地給了約伯
[00:11:27.840 --> 00:11:29.280]  不僅是他的物質
[00:11:29.280 --> 00:11:30.520]  還給了他的身體
[00:11:30.520 --> 00:11:31.560]  不僅是他的身體
[00:11:31.560 --> 00:11:33.280]  還給了他永恆的生命
[00:11:33.280 --> 00:11:35.800]  九屬主
[00:11:35.800 --> 00:11:36.920]  所以約伯
[00:11:36.920 --> 00:11:38.560]  如果找個作者
[00:11:38.560 --> 00:11:40.160]  相傳是摩西
[00:11:40.160 --> 00:11:41.560]  不知道是不是
[00:11:41.560 --> 00:11:42.560]  都是烏斯地
[00:11:42.560 --> 00:11:43.680]  一個很遠古
[00:11:43.680 --> 00:11:46.720]  很像阿伯拉罕族長時代的約伯
[00:11:46.720 --> 00:11:50.080]  如果作者繼續寫第43章
[00:11:50.080 --> 00:11:51.560]  42章這樣
[00:11:51.560 --> 00:11:52.880]  43章應該就可以這樣寫
[00:11:52.880 --> 00:11:54.760]  有一天眾人事立
[00:11:54.760 --> 00:11:55.440]  撒旦在
[00:11:55.440 --> 00:11:57.000]  上帝說
[00:11:57.000 --> 00:11:59.520]  你曾用心看約伯
[00:11:59.520 --> 00:12:01.000]  撒旦啞口無言
[00:12:01.000 --> 00:12:02.000]  是不是
[00:12:02.000 --> 00:12:02.800]  43章
[00:12:02.800 --> 00:12:06.160]  它說:敬畏賞賜收取的是耶和華
[00:12:06.160 --> 00:12:09.240]  耶和華的名士應當稱重的
[00:12:09.240 --> 00:12:10.600]  最後約伯離開世界
[00:12:10.600 --> 00:12:13.040]  讓撒旦啞口無言
[00:12:13.040 --> 00:12:14.680]  各位弟兄姊妹
[00:12:14.680 --> 00:12:17.560]  我們看身外物質
[00:12:17.560 --> 00:12:19.120]  賞賜的是耶和華
[00:12:19.120 --> 00:12:20.400]  收取的是耶和華
[00:12:20.400 --> 00:12:23.000]  我們能不能夠以這段經文
[00:12:23.000 --> 00:12:26.640]  激勵我們真的
[00:12:26.640 --> 00:12:29.000]  讓撒旦那個邏輯
[00:12:29.000 --> 00:12:29.920]  被打破
[00:12:29.920 --> 00:12:33.880]  然後撒旦啞口無言呢
[00:12:33.880 --> 00:12:36.840]  當然是痛苦了
[00:12:36.840 --> 00:12:39.520]  多辛苦才儲了幾百萬工程樓
[00:12:39.520 --> 00:12:41.600]  或者現在有千萬
[00:12:41.600 --> 00:12:45.520]  一下子全沒了
[00:12:45.520 --> 00:12:48.200]  我們跟上帝的關係
[00:12:48.200 --> 00:12:52.520]  是不是一個交易利益的關係呢
[00:12:52.520 --> 00:12:55.320]  我們跟上帝的關係
[00:12:55.320 --> 00:12:56.760]  是不是上帝做的事
[00:12:56.760 --> 00:12:58.360]  我就回應它
[00:12:58.360 --> 00:13:00.240]  上帝沒有理我
[00:13:00.240 --> 00:13:02.680]  上帝是不是真的沒有理我呢
[00:13:02.680 --> 00:13:05.120]  如果你在我們自己的信仰裏面
[00:13:05.120 --> 00:13:06.840]  一直檢視的話
[00:13:06.840 --> 00:13:10.600]  詩篇有一段經文很值得我們去思想
[00:13:10.600 --> 00:13:13.160]  如果是出於上帝的
[00:13:13.160 --> 00:13:16.440]  我就默然不語
[00:13:16.440 --> 00:13:19.280]  但其實詩人說如果
[00:13:19.280 --> 00:13:21.240]  其實用不著如果
[00:13:21.240 --> 00:13:23.000]  就是出於上帝的
[00:13:23.000 --> 00:13:26.160]  有什麼不是上帝所容許的呢
[00:13:26.160 --> 00:13:30.640]  就是出於上帝我就默然不語
[00:13:30.640 --> 00:13:32.000]  所以有些人就說
[00:13:32.000 --> 00:13:34.840]  這個教會的傳道人三十幾四十歲而已
[00:13:34.840 --> 00:13:37.160]  為什麼他會癌症呢
[00:13:37.160 --> 00:13:38.040]  哎呀
[00:13:38.040 --> 00:13:41.920]  整年之後他就辛苦到死了
[00:13:41.920 --> 00:13:43.360]  那你可能就會覺得
[00:13:43.360 --> 00:13:45.560]  上帝是怎麼做事的呢
[00:13:45.560 --> 00:13:50.760]  今天約伯第一段經文就是跟我們說
[00:13:50.760 --> 00:13:53.120]  賞賜的是耀華
[00:13:53.120 --> 00:13:54.640]  收取的是耀華
[00:13:54.640 --> 00:13:59.320]  耀華的命是應當稱重的
[00:13:59.320 --> 00:14:04.000]  我有個同事那時候工作他就這樣說
[00:14:04.000 --> 00:14:05.800]  你問他你生了嬰兒
[00:14:05.800 --> 00:14:07.400]  有沒有請菲傭
[00:14:07.400 --> 00:14:08.840]  不用
[00:14:08.840 --> 00:14:09.840]  那誰照顧
[00:14:09.840 --> 00:14:11.120]  我外母照顧
[00:14:11.120 --> 00:14:12.560]  然後他說了一句
[00:14:12.560 --> 00:14:15.480]  問我為什麼要跟他同住
[00:14:15.480 --> 00:14:19.440]  你想想他這個女婿跟外母的關係是怎樣
[00:14:19.440 --> 00:14:22.480]  就是說語氣其實是不想跟他同住的
[00:14:22.480 --> 00:14:25.160]  現在因為生了小孩自己又要上班
[00:14:25.160 --> 00:14:26.200]  勉為其難
[00:14:26.200 --> 00:14:27.000]  他來這裡住
[00:14:27.000 --> 00:14:28.560]  那不就臭了
[00:14:28.560 --> 00:14:31.160]  這種交易的關係
[00:14:31.160 --> 00:14:34.600]  那你想想外母跟女婿的關係好不好
[00:14:34.600 --> 00:14:35.800]  交易的關係
[00:14:35.800 --> 00:14:36.680]  很簡單而已
[00:14:36.680 --> 00:14:38.040]  母親節
[00:14:38.040 --> 00:14:38.960]  如果我做子女
[00:14:38.960 --> 00:14:40.600]  媽媽坐在這裡
[00:14:40.600 --> 00:14:41.840]  不是因為你是我媽媽
[00:14:41.840 --> 00:14:43.560]  我真的不會跟你喝茶今早
[00:14:43.560 --> 00:14:44.960]  如果你媽媽
[00:14:44.960 --> 00:14:47.320]  你怎麼跟兒子說
[00:14:47.320 --> 00:14:49.880]  差點你沒時間就不用喝
[00:14:49.880 --> 00:14:51.520]  就是吵架了
[00:14:51.520 --> 00:14:55.520]  因為如果是利益的關係的話
[00:14:55.520 --> 00:14:56.680]  所以
[00:14:56.680 --> 00:15:00.880]  神主耶穌所示範的就是回應著
[00:15:00.880 --> 00:15:02.080]  《約伯記》裡面說的
[00:15:02.080 --> 00:15:06.800]  不是一些交易金錢利益的關係
[00:15:06.800 --> 00:15:08.520]  因為你會知道約翰福音
[00:15:08.520 --> 00:15:10.520]  這位作者約翰寫
[00:15:10.520 --> 00:15:12.280]  耶穌的生平的時候
[00:15:12.280 --> 00:15:13.600]  去到第十七章裡面
[00:15:13.600 --> 00:15:15.560]  他是一個大祭司祈禱
[00:15:15.560 --> 00:15:16.840]  之前
[00:15:16.840 --> 00:15:17.960]  十六章三十三節
[00:15:17.960 --> 00:15:19.680]  最後一節
[00:15:19.680 --> 00:15:21.920]  他就這樣說了五樣東西
[00:15:21.920 --> 00:15:22.920]  他說
[00:15:22.920 --> 00:15:25.480]  耶穌說的好福音這件事
[00:15:25.480 --> 00:15:26.720]  他所做的
[00:15:26.720 --> 00:15:29.040]  死而復生升天
[00:15:29.040 --> 00:15:32.760]  讓人能夠得著永恆的生命
[00:15:32.760 --> 00:15:35.280]  救贖的這一個真理的事
[00:15:35.280 --> 00:15:37.600]  第一樣真理的事
[00:15:37.600 --> 00:15:40.840]  是叫我們有平安
[00:15:40.840 --> 00:15:42.600]  並且第三樣重要的
[00:15:42.600 --> 00:15:43.000]  他說
[00:15:43.000 --> 00:15:45.440]  耶穌說這個世界一定有苦難
[00:15:45.440 --> 00:15:47.040]  就是創世紀第三章裡面
[00:15:47.040 --> 00:15:51.760]  墜入了這個世界有死、有疾病、有衝擊
[00:15:51.760 --> 00:15:54.200]  第四樣耶穌的講話很有威力
[00:15:54.200 --> 00:15:56.840]  因為他講的就是實實在在
[00:15:56.840 --> 00:16:00.040]  一個信守承諾的獨一真神
[00:16:00.040 --> 00:16:04.000]  第四他叫我們有勇氣、放心
[00:16:04.000 --> 00:16:05.240]  第五
[00:16:05.240 --> 00:16:08.680]  耶穌說我已經戰勝這個世界
[00:16:08.680 --> 00:16:13.560]  人會被死亡的毒鉤所捆綁
[00:16:13.560 --> 00:16:18.280]  死了神會為你預備地方
[00:16:18.280 --> 00:16:21.840]  如果我們緊握著要向福音耶穌的吩咐
[00:16:21.840 --> 00:16:23.800]  豈不是我們再看看我們信仰裡面
[00:16:23.800 --> 00:16:26.160]  是羅馬書第五章第八節
[00:16:26.160 --> 00:16:28.280]  你很熟悉的經文
[00:16:28.280 --> 00:16:29.280]  基督的愛
[00:16:29.280 --> 00:16:30.840]  祂的展示是什麼?
[00:16:30.840 --> 00:16:35.480]  唯有基督在我們還作罪人的時候
[00:16:35.480 --> 00:16:36.280]  為我們死
[00:16:36.280 --> 00:16:40.360]  神的愛就在此在這裡顯明
[00:16:40.360 --> 00:16:43.120]  如果神的愛就是祂不計較
[00:16:43.120 --> 00:16:45.520]  不是利益關係
[00:16:45.520 --> 00:16:48.080]  不是一個因果關係
[00:16:48.080 --> 00:16:53.240]  人與人之間和神與人之間一種信心關係
[00:16:53.240 --> 00:16:56.040]  信得過這個神是創天造地的神
[00:16:56.040 --> 00:17:00.120]  信得過這個神又說是我的拯救
[00:17:00.120 --> 00:17:01.360]  又說是我的供應
[00:17:01.360 --> 00:17:03.720]  我必不至於缺乏
[00:17:03.720 --> 00:17:04.840]  這樣的話
[00:17:04.840 --> 00:17:08.280]  約伯做到的事光光烈烈
[00:17:08.280 --> 00:17:10.280]  我們都做到
[00:17:10.280 --> 00:17:11.760]  我們都可以好像約伯那樣
[00:17:11.760 --> 00:17:15.160]  告訴撒旦我們都是例外
[00:17:15.160 --> 00:17:17.040]  我們不只是求祝福
[00:17:17.040 --> 00:17:18.720]  雖然都有
[00:17:18.720 --> 00:17:21.720]  因典祝福
[00:17:21.720 --> 00:17:24.400]  喪失所有疲肉的痛苦
[00:17:24.400 --> 00:17:26.920]  金錢兒女健康
[00:17:26.920 --> 00:17:29.480]  在我們的生命遭遇裡面
[00:17:29.480 --> 00:17:31.520]  我們是不是能夠宣稱
[00:17:31.520 --> 00:17:35.440]  說你的命是應當稱頌呢?
[00:17:35.440 --> 00:17:37.680]  所以約伯記裡面我今天跟大家說
[00:17:37.680 --> 00:17:39.440]  就抓緊這一點
[00:17:39.440 --> 00:17:40.800]  是不是?
[00:17:40.800 --> 00:17:43.320]  當如果你老老實實
[00:17:43.320 --> 00:17:45.480]  按良心、按神的教導
[00:17:45.480 --> 00:17:47.280]  清潔去做每一件事
[00:17:47.280 --> 00:17:50.920]  結果飽受委屈
[00:17:50.920 --> 00:17:53.760]  遭受很多打擊、損失
[00:17:53.760 --> 00:17:55.160]  約伯成為你的激勵
[00:17:55.160 --> 00:18:00.080]  耶穌祂的愛成為你的激勵
[00:18:00.080 --> 00:18:01.760]  人生沒有絕路
[00:18:01.760 --> 00:18:05.360]  並不是因為我們看淡一點、看開鐵
[00:18:05.360 --> 00:18:06.240]  人生沒有絕路
[00:18:06.240 --> 00:18:11.240]  而是因為耶穌給我們人生是永恆的
[00:18:11.240 --> 00:18:12.760]  如果是這樣的話大家看
[00:18:12.760 --> 00:18:15.280]  剛才我們唱一首歌很好聽
[00:18:15.280 --> 00:18:17.080]  主席也帶得很好
[00:18:17.080 --> 00:18:18.280]  唱得很好
[00:18:18.280 --> 00:18:20.760]  我知道我的救贖主活著
[00:18:20.760 --> 00:18:23.760]  這個救贖主活著你要記住
[00:18:23.760 --> 00:18:25.960]  是你現在在香港
[00:18:25.960 --> 00:18:28.000]  或者將來你移民也不一定
[00:18:28.000 --> 00:18:30.720]  在這個人世間裡面的一世
