
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹,我相信大家應該都聽過這個浪子的比喻是吧?
[00:03:31.000 --> 00:03:35.000]  那父母呢,也只能是放手
[00:03:35.000 --> 00:03:38.000]  我在網站上找到這樣一個圖畫
[00:03:38.000 --> 00:03:42.000]  他說,懂得放手,才能成長
[00:03:42.000 --> 00:03:47.000]  我還記得1995年的時候,我第一次離家遠行
[00:03:47.000 --> 00:03:52.000]  我很少離家,而且是很長的一段時間,大概三個星期
[00:03:52.000 --> 00:03:55.000]  而且是去到很遠很遠的地方
[00:03:55.000 --> 00:04:00.000]  我一個人坐飛機去美國旅行,當時是跟旅行團
[00:04:00.000 --> 00:04:06.000]  然後一個禮拜之後呢,我就一個人再飛到加拿大去探我的老師
[00:04:06.000 --> 00:04:12.000]  按照當時的情況呢,我的父母是絕對絕對非常的擔心的
[00:04:12.000 --> 00:04:17.000]  因爲我從來沒有離開家那麼長時間,而且去那麼遠的地方
[00:04:17.000 --> 00:04:20.000]  他們當時應該是不想我去的
[00:04:20.000 --> 00:04:23.000]  但是最後呢,他們還是讓我去
[00:04:23.000 --> 00:04:28.000]  後來我就問我媽媽,你既然不願意呢,那你爲什麼又放我走呢?
[00:04:28.000 --> 00:04:32.000]  然後她就說,要不讓你走的話
[00:04:32.000 --> 00:04:37.000]  可能你將來你就會來怪我們不讓你去見識這個世界
[00:04:37.000 --> 00:04:42.000]  到2004年的時候,我要回內地工作
[00:04:42.000 --> 00:04:47.000]  當時我的父母其實也是很不贊成,他們很擔心我
[00:04:47.000 --> 00:04:50.000]  但是最後他們也尊重我的選擇
[00:04:50.000 --> 00:04:54.000]  結果呢,我在國內工作大概四年的時間
[00:04:54.000 --> 00:05:01.000]  那段日子也是我經歷最深刻,而且也是我成長最大的時光
[00:05:01.000 --> 00:05:07.000]  所以我看到一個爲父的心,他是放手尊重兒女的選擇
[00:05:07.000 --> 00:05:15.000]  那第二點,這個父親呢,他是一個慈愛,苦苦等候浪子歸回的一個父親
[00:05:15.000 --> 00:05:20.000]  當這個小兒子他把全副家業敗光了
[00:05:20.000 --> 00:05:25.000]  窮得連餵豬的東西,他都沒法喫得上
[00:05:25.000 --> 00:05:29.000]  而醒悟過來的時候,他就馬上行動起來
[00:05:29.000 --> 00:05:33.000]  要回家,希望向父親來認罪
[00:05:33.000 --> 00:05:39.000]  經文形容這個浪子呢,他是離家還很遠的時候
[00:05:39.000 --> 00:05:42.000]  他這個父親遠遠的就看到他
[00:05:42.000 --> 00:05:49.000]  而且呢,還在看到他之後就有三個動作跑過去
[00:05:49.000 --> 00:05:55.000]  顯示這個父親其實他應該早已日盼夜盼等着這個孩子回來
[00:05:55.000 --> 00:06:00.000]  經文這裏用了三個動詞來描述這個父親
[00:06:00.000 --> 00:06:07.000]  他是動了慈心,然後跑過去,最後是抱着兒子來親嘴
[00:06:07.000 --> 00:06:13.000]  那這三個動詞呢,動了慈心,原文就是有了憐憫的意思
[00:06:13.000 --> 00:06:19.000]  小兒子還沒說一句話,但是這個父親呢,已經動了慈心
[00:06:19.000 --> 00:06:27.000]  那跑去這個動作呢,顯示這個父親是很迫切的來再見到這個兒子
[00:06:27.000 --> 00:06:34.000]  最後抱着他的頸項連連與他親嘴呢,就是一個溫暖慈愛的接納
[00:06:34.000 --> 00:06:39.000]  可以見到這個父親是多麼的深愛着這個兒子
[00:06:39.000 --> 00:06:44.000]  我剛纔提到我在國內工作有大概四年的時間
[00:06:44.000 --> 00:06:49.000]  那每一次我放完假要回內地的時候
[00:06:49.000 --> 00:06:53.000]  我爸爸媽媽都一定要送我到機場
[00:06:53.000 --> 00:06:59.000]  但是如果我是從國內回家的話呢,我一般都叫他們你不用來機場
[00:06:59.000 --> 00:07:03.000]  因爲太累了,我自己回來就好了
[00:07:03.000 --> 00:07:06.000]  但是不管我怎麼說,每一次我回家呢
[00:07:06.000 --> 00:07:12.000]  我爸爸總是在我家附近的那個,我下車的那個公車站等我
[00:07:12.000 --> 00:07:17.000]  可能他的心也是希望能第一時間見到我
[00:07:17.000 --> 00:07:22.000]  我剛纔提到1995年我一個人去遠行
[00:07:22.000 --> 00:07:25.000]  我回家以後呢,我媽告訴我
[00:07:25.000 --> 00:07:29.000]  你那天一走以後,直到你回來之前
[00:07:29.000 --> 00:07:32.000]  那段時間你爸天天都頭疼
[00:07:32.000 --> 00:07:36.000]  直到你平安回來了,他就沒事了
[00:07:36.000 --> 00:07:46.000]  那我想我爸的心和故事當中這個父親應該是一模一樣
[00:07:46.000 --> 00:07:53.000]  第三,這個父親他是一個寬恕不念兒女舊惡的一個父親
[00:07:53.000 --> 00:08:00.000]  小兒子醒悟過來,他曾經想好了一段話回去要跟爸爸說的
[00:08:00.000 --> 00:08:07.000]  他想好了這段話,他說爸爸我得罪了天也得罪了你
[00:08:07.000 --> 00:08:12.000]  不配再稱爲你的兒子,把我當作一個故宮吧
[00:08:12.000 --> 00:08:17.000]  但是呢,當他面對面見到父親,想向他認錯的時候
[00:08:17.000 --> 00:08:21.000]  大家有沒有注意,他其實只說了一部分
[00:08:21.000 --> 00:08:26.000]  他還有一部分沒說得上,大家有沒有注意
[00:08:26.000 --> 00:08:31.000]  他最後那句話,把我當作一個故宮吧,這句話還沒說完
[00:08:31.000 --> 00:08:38.000]  他的父親就急不及待地吩咐僕人,把那最好的袍子拿出來給他
[00:08:38.000 --> 00:08:43.000]  又把戒指戴在他的指頭上,把鞋穿在他的腳上
[00:08:43.000 --> 00:08:49.000]  還要把那個肥牛犢牽來宰了,可以喫喝快樂
[00:08:49.000 --> 00:08:57.000]  那這個上好的袍子或者最好的袍子,它是一個高貴的標誌
[00:08:57.000 --> 00:08:59.000]  代表做兒子的地位
[00:08:59.000 --> 00:09:05.000]  那戒指呢是權柄的標記,代表了做兒子的一個權柄
[00:09:05.000 --> 00:09:12.000]  鞋呢就是自由的標記,代表做兒子的自由
[00:09:12.000 --> 00:09:20.000]  那這個袍子、戒指和鞋子呢,每樣都是代表有地位和被接納的記號
[00:09:20.000 --> 00:09:25.000]  而這個肥牛犢呢,就是代表做兒子的享受
[00:09:25.000 --> 00:09:33.000]  那猶太人呢,他們專門把這些牛犢養在牛圈裏面
[00:09:33.000 --> 00:09:38.000]  當他們遇到重大的喜事或者在一些特殊的場合的時候
[00:09:38.000 --> 00:09:42.000]  纔會用來招待高貴的客人或者特別的節氣
[00:09:42.000 --> 00:09:45.000]  所以不是經常可以喫這個肥牛犢
[00:09:45.000 --> 00:09:50.000]  那這種種的動作,其實都在顯示那個父親的心
[00:09:50.000 --> 00:09:53.000]  其實早已經寬恕了兒子的過錯
[00:09:53.000 --> 00:10:00.000]  他眼前見到這個知錯能改的兒子,就好像死而復活,逝而復得
[00:10:00.000 --> 00:10:05.000]  他內心的喜樂早已經蓋過他兒子過去的不是
[00:10:05.000 --> 00:10:09.000]  我最近就有兩次失而復得的例子
[00:10:09.000 --> 00:10:14.000]  我之前在穆罕講到,我一年多前我家裏裝修
[00:10:14.000 --> 00:10:19.000]  裝修回來以後我就發現有一些衣服不見了
[00:10:19.000 --> 00:10:24.000]  我就以爲可能那時候收拾的時候把它當垃圾扔掉了
[00:10:24.000 --> 00:10:27.000]  所以就早就想着沒了
[00:10:27.000 --> 00:10:32.000]  但是前一個月,當我在找一些東西的時候
[00:10:32.000 --> 00:10:39.000]  就無意當中就看到原來這個以爲丟了的衣物又出現了
[00:10:39.000 --> 00:10:42.000]  我當時就很開心,雖然那個不是值錢的東西
[00:10:42.000 --> 00:10:46.000]  但是對我來說有一些情感在裏面,所以我很開心
[00:10:46.000 --> 00:10:51.000]  然後最近有一個口紅,就是一個朋友送我的
[00:10:51.000 --> 00:10:56.000]  也不是在乎那個價錢,但是我就覺得怎麼會丟了
[00:10:56.000 --> 00:10:58.000]  這個好像丟掉了一份感情一樣
[00:10:58.000 --> 00:11:02.000]  後來找找找,過了一段時間我突然又找到了
[00:11:02.000 --> 00:11:04.000]  我就覺得非常非常的高興
[00:11:04.000 --> 00:11:07.000]  所以我很能體會這個父親那份喜樂
[00:11:07.000 --> 00:11:15.000]  而且他失而復得的是一個他的兒子,他的喜樂就更大
[00:11:15.000 --> 00:11:20.000]  第四點,這個父親是一個公平不偏待兒女的一個父親
[00:11:20.000 --> 00:11:30.000]  那在座當中做父母的,你對兒女會不會有偏心?
[00:11:30.000 --> 00:11:32.000]  這個很難講喔
[00:11:32.000 --> 00:11:36.000]  有時候我曾經有個朋友也問我
[00:11:36.000 --> 00:11:40.000]  你的侄子侄女,你有沒有偏心啊?
[00:11:40.000 --> 00:11:42.000]  我就說其實我兩個都很疼
[00:11:42.000 --> 00:11:47.000]  但是有時候我也不敢保證自己是不是真的100%的沒有偏心
[00:11:47.000 --> 00:11:50.000]  人真的很軟弱,我不敢說
[00:11:50.000 --> 00:11:56.000]  那這個大兒子他看到父親善待了這個敗了家產回來的弟弟
[00:11:56.000 --> 00:12:01.000]  因爲他心裏有比較,有嫉妒,所以心裏就很氣憤
[00:12:01.000 --> 00:12:07.000]  他對父親說,他的情況可能就像圖畫當中這個人那種憤怒
[00:12:07.000 --> 00:12:10.000]  我這裏用了和和本的描述
[00:12:10.000 --> 00:12:14.000]  他說我服侍你這麼多年,從來沒有違背過你的命令
[00:12:14.000 --> 00:12:19.000]  你並沒有給我一隻山羊羔,叫我和朋友一同快樂
[00:12:19.000 --> 00:12:23.000]  但你這個兒子和娼妓吞進了你的產業
[00:12:23.000 --> 00:12:26.000]  他一來了,你倒爲他宰了肥牛犢
[00:12:26.000 --> 00:12:29.000]  他這樣來投訴這個父親
[00:12:29.000 --> 00:12:36.000]  但其實呢,你注意的話,這個大兒子呢,他其實犯了四個錯誤
[00:12:36.000 --> 00:12:43.000]  首先,他其實沒有理由氣憤的,他犯不着氣憤
[00:12:43.000 --> 00:12:48.000]  那大家如果你注意的話,小兒子向父親提出分家產的時候
[00:12:48.000 --> 00:12:53.000]  那個父親就把財產分給他們兩兄弟
[00:12:53.000 --> 00:12:56.000]  就是大兒子得到他的份,小兒子得到他的份
[00:12:56.000 --> 00:13:03.000]  所以呢,就算弟弟敗了他的錢呢,也跟他沒有關係
[00:13:03.000 --> 00:13:06.000]  因爲沒有影響到他自己那一部分
[00:13:06.000 --> 00:13:08.000]  所以他根本沒有理由
[00:13:08.000 --> 00:13:13.000]  而且呢,如果這個大兒子是真的一個孝順又好的兒子的話
[00:13:13.000 --> 00:13:18.000]  他其實應該不會計較你父親的家產的
[00:13:18.000 --> 00:13:22.000]  我們廣東話有一句話叫什麼,好兒不論爺田地
[00:13:22.000 --> 00:13:24.000]  那意思就是這樣
[00:13:24.000 --> 00:13:28.000]  所以這個大兒子的氣憤是沒有理由的
[00:13:28.000 --> 00:13:32.000]  第二點,他是身在福中不知福
[00:13:32.000 --> 00:13:39.000]  那這個父親沒有因爲寬待了小兒子而少了給大兒子那部分
[00:13:39.000 --> 00:13:46.000]  而且父親對他說,孩子你常跟我在一起,我的一切都是你的
[00:13:46.000 --> 00:13:54.000]  大兒子好像忘記了其實自己一直享受着父親所給他的豐富
[00:13:54.000 --> 00:13:58.000]  真的是身在福中不知福
[00:13:58.000 --> 00:14:02.000]  第三點呢,他是陽奉陰違
[00:14:02.000 --> 00:14:07.000]  那他跟父親說,我從來沒有違背過你的命令
[00:14:07.000 --> 00:14:11.000]  但是就是這一次,他就違背了父親的命令
[00:14:11.000 --> 00:14:15.000]  父親希望他能跟他們一起喫喝快樂
[00:14:15.000 --> 00:14:19.000]  爲了慶祝他的弟弟失而復得回來
[00:14:19.000 --> 00:14:21.000]  可是他就不願意
[00:14:21.000 --> 00:14:24.000]  所以他是陽奉陰違
[00:14:24.000 --> 00:14:29.000]  還有第四個錯誤,他是對親人冷漠無情
[00:14:29.000 --> 00:14:34.000]  大家有沒有看到他跟父親那段的對話當中
[00:14:34.000 --> 00:14:41.000]  他一直稱呼父親爲你,裏面有六個你
[00:14:41.000 --> 00:14:47.000]  而他稱呼他的弟弟呢,是你這個兒子
[00:14:47.000 --> 00:14:54.000]  還有就是他,他寧可跟他的朋友一同快樂
[00:14:54.000 --> 00:14:58.000]  也不願意跟他的親人一同快樂
[00:14:58.000 --> 00:15:04.000]  可以說他是一點也不念父子情和兄弟情
[00:15:04.000 --> 00:15:07.000]  我們再回到父親上面
[00:15:07.000 --> 00:15:13.000]  第五點,這個父親是一個忍耐等待兒女覺悟的一個父親
[00:15:13.000 --> 00:15:20.000]  這個父親的公平不但在於彰顯在他對兒女物質的供應之上
[00:15:20.000 --> 00:15:26.000]  而且他對兒子的不合適的一些態度上
[00:15:26.000 --> 00:15:32.000]  他也是一視同仁,以忍耐的心來等待他們明白過來
[00:15:32.000 --> 00:15:36.000]  當這個父親知道這個大兒子在生他的氣的時候
[00:15:36.000 --> 00:15:39.000]  他就出來勸他
[00:15:39.000 --> 00:15:46.000]  因此這個父親沒有向兒子動怒,他反而主動的來找他來勸他
[00:15:46.000 --> 00:15:51.000]  最後他向大兒子表明他的心意以後
[00:15:51.000 --> 00:15:55.000]  他也沒有逼這個大兒子,你一定要進去
[00:15:55.000 --> 00:15:58.000]  那經文呢,你看到最後呢
[00:15:58.000 --> 00:16:03.000]  沒有再說這個大兒子他是做了什麼樣的選擇
[00:16:03.000 --> 00:16:08.000]  我們可以看到這個父親是把這個決定權還給這個大兒子
[00:16:08.000 --> 00:16:11.000]  讓他自己來決定
[00:16:11.000 --> 00:16:15.000]  我們看完了這個父親爲父的心
[00:16:15.000 --> 00:16:19.000]  其實大家有沒有想到這個比喻中的父親
[00:16:19.000 --> 00:16:22.000]  其實是在預表我們天上的父親
[00:16:22.000 --> 00:16:26.000]  那天上的父親對我們又是怎樣的呢
[00:16:26.000 --> 00:16:32.000]  首先神是按着自己的形象來造我們
[00:16:32.000 --> 00:16:36.000]  所以我們每一個人在神的眼中都是很尊貴
[00:16:36.000 --> 00:16:39.000]  沒有說偉雄你比我尊貴
[00:16:39.000 --> 00:16:42.000]  或者是Carmen你比誰尊貴
[00:16:42.000 --> 00:16:47.000]  我們每個人在神眼中同樣的尊貴
[00:16:47.000 --> 00:16:51.000]  第二呢,神是給我們自由的意志
[00:16:51.000 --> 00:16:54.000]  去選擇善或者惡
[00:16:54.000 --> 00:16:59.000]  但是當然我們每個人都要爲我們的選擇來負責任
[00:16:59.000 --> 00:17:04.000]  包括我們要面對幕後的審判
[00:17:04.000 --> 00:17:08.000]  還有神以公平慈愛對待每一個人
[00:17:08.000 --> 00:17:12.000]  他也以慈愛來等待人得到救恩
[00:17:12.000 --> 00:17:16.000]  聖經裏面有這些的經文我們一起念
[00:17:16.000 --> 00:17:21.000]  神愛世人甚至把他的獨生子賜給他們
[00:17:21.000 --> 00:17:25.000]  叫一切信他的不致滅亡反得永生
[00:17:25.000 --> 00:17:29.000]  還有主絕不單言他的應許
[00:17:29.000 --> 00:17:32.000]  像有些人以爲他是單言的一樣
[00:17:32.000 --> 00:17:34.000]  其實他是寬容你們
[00:17:34.000 --> 00:17:36.000]  不願有一人滅亡
[00:17:36.000 --> 00:17:41.000]  卻願人人都悔改
[00:17:41.000 --> 00:17:45.000]  在啓示錄耶穌基督也這樣說
[00:17:45.000 --> 00:17:48.000]  他說看到我站在門外敲門
[00:17:48.000 --> 00:17:51.000]  如果有人聽見我的聲音就去開門的
[00:17:51.000 --> 00:17:53.000]  我要進到他那裏去
[00:17:53.000 --> 00:17:54.000]  我要跟他在一起
[00:17:54.000 --> 00:17:57.000]  他也要跟我在一起喫飯
[00:17:57.000 --> 00:18:03.000]  剛纔的那些經文都在表達神對我們每一個人的心
[00:18:03.000 --> 00:18:08.000]  他希望我們每個人都能得到他的救恩
[00:18:08.000 --> 00:18:15.000]  那今天這段經文又給我們有些什麼反思和應用呢
[00:18:15.000 --> 00:18:20.000]  首先我們要效法神爲父的心
[00:18:20.000 --> 00:18:24.000]  大家還記不記得剛纔我們提到那五點
[00:18:24.000 --> 00:18:27.000]  父親爲父的心呢
[00:18:27.000 --> 00:18:31.000]  還記得嗎
[00:18:31.000 --> 00:18:32.000]  有五點
[00:18:32.000 --> 00:18:33.000]  放手
[00:18:33.000 --> 00:18:34.000]  慈愛
[00:18:34.000 --> 00:18:35.000]  寬恕
[00:18:35.000 --> 00:18:36.000]  公平
[00:18:36.000 --> 00:18:37.000]  忍耐
[00:18:37.000 --> 00:18:43.000]  那地上的父親是天上的父親的一個反照
[00:18:43.000 --> 00:18:45.000]  不過我們因爲人犯了罪
[00:18:45.000 --> 00:18:48.000]  所以我們每個人都會有不完全
[00:18:48.000 --> 00:18:54.000]  但是天上的天父卻給了我們一個效法的榜樣
[00:18:54.000 --> 00:18:58.000]  做父親的要學習上帝的心腸
[00:18:58.000 --> 00:19:00.000]  那在聖經裏面
[00:19:00.000 --> 00:19:03.000]  以福所書有這樣一段的提醒
[00:19:03.000 --> 00:19:06.000]  你們做父親的不要激怒兒女
[00:19:06.000 --> 00:19:11.000]  卻要照着主的教訓和勸戒養育他們
[00:19:11.000 --> 00:19:15.000]  那什麼叫不要激怒兒女呢
[00:19:15.000 --> 00:19:18.000]  福音書給了一個解釋
[00:19:18.000 --> 00:19:24.000]  就是免得你的兒女灰心喪志
[00:19:24.000 --> 00:19:26.000]  我們地上的父親
[00:19:26.000 --> 00:19:29.000]  神也希望我們學習這一點
[00:19:29.000 --> 00:19:31.000]  那你可能說我不是父親
[00:19:31.000 --> 00:19:33.000]  那我還要不要學
[00:19:33.000 --> 00:19:38.000]  其實我們每個人都要學爲父的心腸
[00:19:38.000 --> 00:19:39.000]  也許你不是父親
[00:19:39.000 --> 00:19:43.000]  但是也許你是做人導師的
[00:19:43.000 --> 00:19:45.000]  或者是長輩的
[00:19:45.000 --> 00:19:48.000]  我們也應該學習天父的心腸
[00:19:48.000 --> 00:19:53.000]  來愛護我們的後一輩
[00:19:53.000 --> 00:19:58.000]  第二點愛天父也愛地上的父
[00:19:58.000 --> 00:20:02.000]  我們剛纔提到我們的天父是那麼的慈愛
[00:20:02.000 --> 00:20:05.000]  那我們也應該來愛天父
[00:20:05.000 --> 00:20:06.000]  你說怎麼愛呢
[00:20:06.000 --> 00:20:09.000]  我又見不到他
[00:20:09.000 --> 00:20:11.000]  那聖經這樣說
[00:20:11.000 --> 00:20:16.000]  那領受我的命令並且遵守的就是愛我的
[00:20:16.000 --> 00:20:21.000]  所以我們是透過遵守聖經的教導
[00:20:21.000 --> 00:20:27.000]  神對我們的教導來表達我們對天父的愛
[00:20:27.000 --> 00:20:32.000]  愛地上的父親也是愛天父的表現
[00:20:32.000 --> 00:20:34.000]  因爲神將來吩咐我們
[00:20:34.000 --> 00:20:38.000]  要孝敬父母使你得福再世長壽
[00:20:38.000 --> 00:20:41.000]  這是第一條帶着應許的誡命
[00:20:41.000 --> 00:20:46.000]  那如果我們不能愛地上的父親的話
[00:20:46.000 --> 00:20:51.000]  我們就更不能愛看不見的天父
[00:20:51.000 --> 00:20:55.000]  地上的父親可能會有做得不好的地方
[00:20:55.000 --> 00:21:00.000]  但是他們的成長也有他的難處和限制
[00:21:00.000 --> 00:21:03.000]  他們也是按照他們所知
[00:21:03.000 --> 00:21:06.000]  所會的去養育婦女
[00:21:06.000 --> 00:21:10.000]  我的爸爸他從小父親就去世了
[00:21:10.000 --> 00:21:16.000]  所以他從小沒有一個父親的形象去學習
[00:21:16.000 --> 00:21:18.000]  他也沒有念很多的書
[00:21:18.000 --> 00:21:23.000]  所以他小的時候他的生活也是很艱難
[00:21:23.000 --> 00:21:26.000]  所以我想這也影響他的性格
[00:21:26.000 --> 00:21:31.000]  但是我覺得他也是在努力的去做一個好的父親
[00:21:31.000 --> 00:21:35.000]  雖然有時候我也會覺得他怎麼會這樣子
[00:21:35.000 --> 00:21:39.000]  但是我覺得其實我也應該來學習
[00:21:39.000 --> 00:21:46.000]  怎樣去明白他,怎樣去愛他
[00:21:46.000 --> 00:21:49.000]  弟兄姊妹,如果你有一位好父親的話
[00:21:49.000 --> 00:21:54.000]  你應該感恩還有好好地孝敬他
[00:21:54.000 --> 00:22:00.000]  但是如果我們的父親有做得不好的地方
[00:22:00.000 --> 00:22:04.000]  我們也要學習去寬恕父親
[00:22:04.000 --> 00:22:08.000]  耶穌在主導文裏面他也這樣教我們
[00:22:08.000 --> 00:22:13.000]  赦免我們的罪,好像我們饒恕了得罪我們的人
[00:22:13.000 --> 00:22:17.000]  耶穌也進一步地告誡我們
[00:22:17.000 --> 00:22:19.000]  如果你們饒恕人的過犯
[00:22:19.000 --> 00:22:22.000]  你們的天父也必饒恕你們
[00:22:22.000 --> 00:22:23.000]  如果你們不饒恕別人
[00:22:23.000 --> 00:22:28.000]  你們的父也必不饒恕你們的過犯
[00:22:28.000 --> 00:22:34.000]  所以上帝其實也命令我們要寬恕人
[00:22:34.000 --> 00:22:37.000]  饒恕得罪你的人
[00:22:37.000 --> 00:22:42.000]  我們的父親我們也要學習去饒恕
[00:22:42.000 --> 00:22:45.000]  那饒恕的力量從哪來呢?
[00:22:45.000 --> 00:22:47.000]  如果我們的心願意的話
[00:22:47.000 --> 00:22:53.000]  我相信我們的天父一定會給我們力量去寬恕
[00:22:53.000 --> 00:22:55.000]  得罪我們的人
[00:22:55.000 --> 00:23:00.000]  第三點我們要學的是認清本相,接受救恩
[00:23:00.000 --> 00:23:05.000]  剛纔開始的時候我問大家你是大兒子還是小兒子
[00:23:05.000 --> 00:23:09.000]  可能有的人會覺得我是小兒子
[00:23:09.000 --> 00:23:14.000]  因爲很多時候我就像小兒子一樣任性
[00:23:14.000 --> 00:23:16.000]  得罪人,得罪神
[00:23:16.000 --> 00:23:19.000]  就是我們每個人都有小兒子的本性
[00:23:19.000 --> 00:23:25.000]  我們都有背逆上帝的本性,都是罪人
[00:23:25.000 --> 00:23:30.000]  或者是有的人他會覺得我像大兒子一點
[00:23:30.000 --> 00:23:31.000]  爲什麼呢?
[00:23:31.000 --> 00:23:35.000]  因爲我們總會覺得我不像那小兒子
[00:23:35.000 --> 00:23:38.000]  不孝順,我比他好
[00:23:38.000 --> 00:23:43.000]  但是呢,我們也會像大兒子一樣犯了錯也不知道
[00:23:43.000 --> 00:23:46.000]  所以我們還以爲自己比別人好
[00:23:46.000 --> 00:23:50.000]  其實無論是大兒子,小兒子,我們都是罪人
[00:23:50.000 --> 00:23:54.000]  每個人都需要耶穌基督的救恩
[00:23:54.000 --> 00:23:58.000]  那在和河本里面就會看得更清楚
[00:23:58.000 --> 00:24:01.000]  經文裏面用了五個起來
[00:24:01.000 --> 00:24:08.000]  來記述小兒子從敗壞到悔改的一個過程
[00:24:08.000 --> 00:24:12.000]  他首先是收拾起來準備去敗家了
[00:24:12.000 --> 00:24:15.000]  然後他就窮苦起來
[00:24:15.000 --> 00:24:18.000]  後來他醒悟了,他就說我要起來
[00:24:18.000 --> 00:24:22.000]  然後他真的行動起來
[00:24:22.000 --> 00:24:27.000]  最後呢,他悔改了以後,他就快樂起來
[00:24:27.000 --> 00:24:30.000]  我們要學習小兒子
[00:24:30.000 --> 00:24:33.000]  我們要看到我們自己的罪
[00:24:33.000 --> 00:24:38.000]  然後就要馬上的悔改,向神來認罪
[00:24:38.000 --> 00:24:45.000]  前兩個星期,我們辦公室本來有一顆很漂亮的蘭花
[00:24:45.000 --> 00:24:47.000]  是Mary姊妹帶回來的
[00:24:47.000 --> 00:24:51.000]  本來長得很好,後來慢慢的花就丟謝了
[00:24:51.000 --> 00:24:54.000]  然後慢慢的好像就枯毀了
[00:24:54.000 --> 00:24:58.000]  然後有一天我就花了一箇中午沒有去喫飯
