
[00:00:00.000 --> 00:00:04.800]  各位電影節目的早上,大家好嗎?
[00:01:42.400 --> 00:01:46.560]  所羅門王朝是一個很興盛的王朝
[00:01:46.560 --> 00:01:50.760]  他為主建造好聖殿
[00:01:50.760 --> 00:01:54.400]  他帶領著以色列人一起去守節
[00:01:54.400 --> 00:01:57.240]  和將這個聖殿獻給神
[00:01:57.240 --> 00:01:59.880]  有一個很開心的儀式
[00:01:59.880 --> 00:02:02.280]  獻祭感恩
[00:02:02.280 --> 00:02:06.920]  而耶和華神也很閱立他們這個獻祭
[00:02:06.920 --> 00:02:11.400]  神就用「這稱為我名下的子民」
[00:02:11.400 --> 00:02:16.320]  「這稱為我名下的子民」
[00:02:16.320 --> 00:02:20.440]  其實這道「神用稱為我名下的子民」
[00:02:20.440 --> 00:02:21.880]  大家都理解了
[00:02:21.880 --> 00:02:25.680]  因為當時這群以色列人是神所揀選的
[00:02:25.680 --> 00:02:28.040]  是成為屬於神的
[00:02:28.040 --> 00:02:31.640]  在這個世界分別出來屬於神的子民
[00:02:31.640 --> 00:02:33.920]  這群神的子民
[00:02:33.920 --> 00:02:36.920]  神在這裏和以色列人再說
[00:02:36.920 --> 00:02:38.600]  神揀選了你
[00:02:38.600 --> 00:02:41.240]  成為神的子民
[00:02:41.240 --> 00:02:44.040]  神就成為他們的王,成為他們的主
[00:02:44.040 --> 00:02:46.800]  如果你記得在創世紀
[00:02:46.800 --> 00:02:51.880]  亞伯拉罕的時候,神就很早就和亞伯拉罕立了約
[00:02:51.880 --> 00:02:55.280]  要賜給他們很多的子孫,記得嗎?
[00:02:55.280 --> 00:02:57.960]  也有很多的地
[00:02:57.960 --> 00:03:04.600]  以致他們這個民族能夠一直強大延伸下去
[00:03:04.600 --> 00:03:07.520]  神在這裏也再一次提醒這群以色列人
[00:03:07.520 --> 00:03:09.800]  今天這麼開心的時候
[00:03:09.800 --> 00:03:11.880]  我們要記得我們以前
[00:03:11.880 --> 00:03:19.920]  世世代代和你們的列祖和你們現在所立的約
[00:03:19.920 --> 00:03:21.920]  同樣的弟兄姊妹
[00:03:21.920 --> 00:03:26.120]  今天也是御府旗第一個的主日
[00:03:26.120 --> 00:03:31.760]  剛剛在星期三,我們在教會來說是叫做聖灰日
[00:03:31.760 --> 00:03:34.400]  就是開始我們御府旗
[00:03:34.400 --> 00:03:35.160]  是怎樣計算的呢?
[00:03:35.160 --> 00:03:40.120]  就是由耶穌受難之前計算前面的40天
[00:03:40.120 --> 00:03:46.120]  是為了紀念耶穌基督在地上面對苦難救贖我們每一個世人
[00:03:46.120 --> 00:03:48.200]  我們作為神的子民
[00:03:48.200 --> 00:03:52.560]  我們自省律己,聽從主的道
[00:03:52.560 --> 00:03:57.360]  特別留意我們和神和人恢復和好的關係
[00:03:57.360 --> 00:04:01.600]  行愛心,不斷的禱告,默想主的受難
[00:04:01.600 --> 00:04:06.120]  體會耶穌基督為我們捨身的精神
[00:04:06.120 --> 00:04:09.760]  同樣今天,我們透過這一段經文
[00:04:09.760 --> 00:04:14.720]  我們再一次看看,面對著這個世界的大風暴,這個疫情
[00:04:14.720 --> 00:04:17.360]  今天我們作為神的子民
[00:04:17.360 --> 00:04:20.680]  我們是神名下的子民
[00:04:20.680 --> 00:04:23.680]  對我們來說有什麼反省,有什麼提醒
[00:04:23.680 --> 00:04:27.280]  這個信仰怎樣帶領我們繼續向前去行
[00:04:27.280 --> 00:04:29.680]  過我們每一天有神的生活呢?
[00:04:29.680 --> 00:04:31.680]  我們低頭禱告
[00:04:38.080 --> 00:04:40.760]  真愛天父
[00:04:40.760 --> 00:04:48.680]  感謝祢,因為祢呼召我們成為祢寶貴的兒女
[00:04:48.680 --> 00:04:53.160]  今天,我們在這個世界的風暴當中
[00:04:53.160 --> 00:04:56.680]  這個疫情底下
[00:04:56.680 --> 00:05:00.160]  我們繼續去仰望祢
[00:05:00.160 --> 00:05:04.480]  求聖靈祢親自向我們說話
[00:05:04.480 --> 00:05:11.760]  提醒我們,鼓勵我們,督責我們,引導我們向前行
[00:05:11.760 --> 00:05:16.560]  求祢開我們的眼,開我們的耳,開我們的心
[00:05:16.560 --> 00:05:20.360]  明白和遵行神的說話
[00:05:20.360 --> 00:05:23.960]  禱告奉耶穌,基督性命求,阿門
[00:05:23.960 --> 00:05:27.360]  首先第一點要和大家看看的就是
[00:05:27.360 --> 00:05:30.480]  我需要神
[00:05:30.480 --> 00:05:33.160]  我們是很需要神的
[00:05:33.160 --> 00:05:35.560]  在歷代之下,剛才這段經文說
[00:05:35.560 --> 00:05:40.160]  我若使天閉下不雨,使蝗蟲吃者地的出產
[00:05:40.160 --> 00:05:43.360]  使瘟疫流行在我民當中
[00:05:43.360 --> 00:05:46.560]  這裡包括有三樣的災
[00:05:46.560 --> 00:05:50.760]  第一就是大旱,大旱就是沒有水
[00:05:50.760 --> 00:05:55.160]  第二就是蝗蟲,第三就是瘟疫
[00:05:55.160 --> 00:05:58.360]  如果我們看舊約聖經一點都不陌生
[00:05:58.360 --> 00:06:03.560]  因為在舊約聖經裡面,神很多次都是用不同的災
[00:06:03.560 --> 00:06:08.160]  臨到以色列人或者外方人當中
[00:06:08.160 --> 00:06:14.760]  要他們知驚,要他們知死,要他們回轉回到神那裡
[00:06:14.760 --> 00:06:16.760]  所以神這裡說
[00:06:16.760 --> 00:06:23.560]  若我名下的子民,他們自卑,禱告,尋求我的面
[00:06:23.560 --> 00:06:27.560]  自卑,禱告,尋求我的面
[00:06:27.560 --> 00:06:29.360]  是什麼意思呢?
[00:06:29.360 --> 00:06:32.360]  就是在困難裡面,在困境當中
[00:06:32.360 --> 00:06:36.560]  我們發現自己是無能為力的
[00:06:36.560 --> 00:06:40.560]  自卑不是經常說,我的人真是差勁,我的人真是沒用
[00:06:40.560 --> 00:06:42.160]  我是廢的
[00:06:42.160 --> 00:06:45.960]  這個不是神所說的自我謙卑
[00:06:45.960 --> 00:06:49.960]  自卑的是我們看到自己
[00:06:49.960 --> 00:06:56.960]  我們靠我們自己人手,不能夠去控制所有的東西
[00:06:56.960 --> 00:06:59.960]  我們要知道我們自己都是一個人
[00:06:59.960 --> 00:07:03.560]  有自己的限制,我們需要神
[00:07:03.560 --> 00:07:08.960]  以致我們在適當的時間,我們要虛心下來,謙卑下來
[00:07:08.960 --> 00:07:14.560]  很有禮貌地,很誠懇地去禱告,求神幫助
[00:07:14.560 --> 00:07:19.960]  自卑,禱告,尋求神的面
[00:07:19.960 --> 00:07:22.960]  作為牧者,我是牧師
[00:07:22.960 --> 00:07:27.960]  其中一件事我經常會做的就是輪流到不同的團體小組裡
[00:07:27.960 --> 00:07:30.960]  一起和大家參與
[00:07:30.960 --> 00:07:32.960]  很多弟兄姊妹都習慣我出席
[00:07:32.960 --> 00:07:35.960]  不過我又發現有一個情況
[00:07:35.960 --> 00:07:37.960]  就是有時候當我出席的時候
[00:07:37.960 --> 00:07:43.960]  某個程度上都帶給帶茶經的弟兄姊妹有些壓力
[00:07:43.960 --> 00:07:46.960]  我想很多都沒有了,已經習慣了
[00:07:46.960 --> 00:07:50.960]  其實我都是和大家一起在聖經上學習
[00:07:50.960 --> 00:07:53.960]  但是我都明白有時候去到那個小組的時候
[00:07:53.960 --> 00:07:58.960]  剛剛輪到那個弟兄姊妹帶茶經就會有些壓力
[00:07:58.960 --> 00:08:01.960]  有一次我很印象深刻的
[00:08:01.960 --> 00:08:05.960]  就是那次我參加那個小組
[00:08:05.960 --> 00:08:07.960]  然後小組結束之後
[00:08:07.960 --> 00:08:10.960]  負責帶茶經的那位弟兄姊妹
[00:08:10.960 --> 00:08:13.960]  私底下找我問我
[00:08:13.960 --> 00:08:18.960]  覺得剛才我帶茶經的時候覺得怎麼樣
[00:08:18.960 --> 00:08:22.960]  有什麼地方可以改善
[00:08:22.960 --> 00:08:25.960]  是不是很難得
[00:08:25.960 --> 00:08:31.960]  不是假的,是很真誠的
[00:08:31.960 --> 00:08:33.960]  我感到很意外
[00:08:33.960 --> 00:08:34.960]  為什麼呢
[00:08:34.960 --> 00:08:36.960]  我們大家都知道
[00:08:36.960 --> 00:08:38.960]  不只是年輕人,我們年長的人
[00:08:38.960 --> 00:08:40.960]  現在都會經歷什麼事情
[00:08:40.960 --> 00:08:42.960]  有很多事情不懂
[00:08:42.960 --> 00:08:44.960]  我們按個鍵,問一下Google大神
[00:08:44.960 --> 00:08:46.960]  就會有很多答案
[00:08:46.960 --> 00:08:50.960]  上網查一下,很多事情不用問其他人
[00:08:50.960 --> 00:08:56.960]  問一下網上就有很多解答,很多不同的東西出現
[00:08:56.960 --> 00:08:59.960]  但是我覺得很意外的就是
[00:08:59.960 --> 00:09:01.960]  這個弟兄姊妹
[00:09:01.960 --> 00:09:03.960]  她真的感到自己很不足夠
[00:09:03.960 --> 00:09:05.960]  她很渴求去進步
[00:09:05.960 --> 00:09:10.960]  以致她很謙卑,很有禮貌地去請教其他人
[00:09:10.960 --> 00:09:12.960]  正正因為我們都說很多時候
[00:09:12.960 --> 00:09:16.960]  網上很多東西可以給我們很多標準的答案
[00:09:16.960 --> 00:09:18.960]  但是人生的閱歷,人生的經驗
[00:09:18.960 --> 00:09:22.960]  很多東西是需要一代傳一代
[00:09:22.960 --> 00:09:27.960]  所以這一次的經歷給我很深刻的印象就是
[00:09:27.960 --> 00:09:30.960]  當我們真的知道自己是不足的時候
[00:09:30.960 --> 00:09:32.960]  我們就會很虛心
[00:09:32.960 --> 00:09:37.960]  很真誠,很有禮貌地去請教其他人
[00:09:37.960 --> 00:09:44.960]  今天的反省,弟兄姊妹,你是不是人?
[00:09:44.960 --> 00:09:48.960]  你真的會罵我,牧師為什麼說我不是人?
[00:09:48.960 --> 00:09:50.960]  你是不是真的一個人呢?
[00:09:50.960 --> 00:09:52.960]  你認不認定你是一個人?
[00:09:52.960 --> 00:09:55.960]  一個平凡的人
[00:09:55.960 --> 00:09:59.960]  我們不是神,我們不是超人
[00:09:59.960 --> 00:10:02.960]  面對著這個世界上很多的東西
[00:10:02.960 --> 00:10:04.960]  可能你過往是很厲害的
[00:10:04.960 --> 00:10:07.960]  過往你一個人撐起成頭家
[00:10:07.960 --> 00:10:12.960]  一個人搞起很多的事業,很成功
[00:10:12.960 --> 00:10:15.960]  但是你都是一個人
[00:10:15.960 --> 00:10:18.960]  一個普通的人
[00:10:18.960 --> 00:10:20.960]  面對著世界上很多的困難
[00:10:20.960 --> 00:10:25.960]  甚至這次的心臟冠型病毒的時候
[00:10:25.960 --> 00:10:28.960]  我們都是一個簡單的人,普通的人
[00:10:28.960 --> 00:10:30.960]  我們都有自己的限制,我們不是神
[00:10:30.960 --> 00:10:35.960]  我們會有恐懼,我們會不知道怎樣去做
[00:10:35.960 --> 00:10:37.960]  有沒有這樣想?
[00:10:37.960 --> 00:10:39.960]  如果你有這樣想的時候,我恭喜你
[00:10:39.960 --> 00:10:42.960]  因為你真的是一個正常的人
[00:10:42.960 --> 00:10:44.960]  在我們生命裏面
[00:10:44.960 --> 00:10:48.960]  我們需要神在我們生命當中
[00:10:48.960 --> 00:10:52.960]  這樣我們才需要神成為我們的神
[00:10:52.960 --> 00:10:54.960]  拯救我們
[00:10:54.960 --> 00:10:56.960]  所以第一個反省就是
[00:10:56.960 --> 00:10:58.960]  我們需要神
[00:10:58.960 --> 00:11:00.960]  第二點
[00:11:00.960 --> 00:11:02.960]  及早悔改
[00:11:02.960 --> 00:11:13.960]  現在有時候你上網看
[00:11:13.960 --> 00:11:16.960]  你會看到很多不同的人會評論
[00:11:16.960 --> 00:11:18.960]  或者會推斷
[00:11:18.960 --> 00:11:21.960]  現在我們那個肺炎的疫症出現
[00:11:21.960 --> 00:11:25.960]  可能因為人的自私
[00:11:25.960 --> 00:11:29.960]  吃野味,又或者可能是一些生化武器
[00:11:29.960 --> 00:11:32.960]  一些擦葉流了出來
[00:11:32.960 --> 00:11:35.960]  又或者有人再推斷多一點
[00:11:35.960 --> 00:11:37.960]  在信仰上面
[00:11:37.960 --> 00:11:40.960]  有人說是神正在懲罰人
[00:11:40.960 --> 00:11:44.960]  因為人很驕傲,自大自私,狂妄
[00:11:44.960 --> 00:11:47.960]  甚至神正在懲罰某些國家
[00:11:47.960 --> 00:11:50.960]  因為那些國家多行不義
[00:11:50.960 --> 00:11:53.960]  所以就要被主去攻打,攻擊
[00:11:55.960 --> 00:11:57.960]  當我再去想的時候
[00:11:57.960 --> 00:12:00.960]  其實這些推斷都不是很新鮮
[00:12:00.960 --> 00:12:02.960]  為什麼這樣說呢
[00:12:02.960 --> 00:12:04.960]  911
[00:12:04.960 --> 00:12:06.960]  911即是多少年之前,我都忘記了
[00:12:06.960 --> 00:12:09.960]  那時候我都很小,911
[00:12:09.960 --> 00:12:12.960]  那時候看著電視
[00:12:12.960 --> 00:12:17.960]  真的,兩棟大廈被兩架飛機撞倒
[00:12:17.960 --> 00:12:20.960]  你知不知道當時在網上
[00:12:20.960 --> 00:12:22.960]  還有很多人評論
[00:12:22.960 --> 00:12:25.960]  911這個人為災難
[00:12:25.960 --> 00:12:28.960]  是因為美國太自大
[00:12:28.960 --> 00:12:30.960]  越來越不信神
[00:12:30.960 --> 00:12:32.960]  甚至有些人說,你看看他們
[00:12:32.960 --> 00:12:37.960]  那些學校已經不會有大家一起公開祈禱
[00:12:37.960 --> 00:12:39.960]  贊成同性戀,道德淪亡
[00:12:39.960 --> 00:12:43.960]  所以神就借911這件事件教訓美國
[00:12:43.960 --> 00:12:45.960]  懲罰他們
[00:12:45.960 --> 00:12:48.960]  還有如果你看美國的歷史
[00:12:48.960 --> 00:12:54.960]  美國很早就有太空人登陸月球和太空
[00:12:54.960 --> 00:12:56.960]  所以其實這麼多年
[00:12:56.960 --> 00:12:58.960]  久不久都會有一次
[00:12:58.960 --> 00:13:00.960]  升空的時候會爆炸
[00:13:00.960 --> 00:13:02.960]  或者回來地球的時候會爆炸
[00:13:02.960 --> 00:13:04.960]  造成很多傷亡
[00:13:04.960 --> 00:13:06.960]  也有些人就說
[00:13:06.960 --> 00:13:11.960]  其實是神要攔阻美國衝出地球
[00:13:11.960 --> 00:13:13.960]  因為神的心意是要人
[00:13:13.960 --> 00:13:16.960]  只管理地球這個大地
[00:13:16.960 --> 00:13:18.960]  你要離開地球
[00:13:18.960 --> 00:13:20.960]  不是神的心意
[00:13:20.960 --> 00:13:23.960]  所以神就要令到太空船爆炸
[00:13:23.960 --> 00:13:27.960]  弟兄姊妹,的而且確
[00:13:27.960 --> 00:13:30.960]  舊約聖經有很多地方記載著
[00:13:30.960 --> 00:13:32.960]  神是用不同的災難
[00:13:32.960 --> 00:13:35.960]  去警告人要回心轉意
[00:13:35.960 --> 00:13:39.960]  但當我再看很多次舊約聖經
[00:13:39.960 --> 00:13:40.960]  他在說什麼呢?
[00:13:40.960 --> 00:13:42.960]  舊約聖經是在說神的心意
[00:13:42.960 --> 00:13:44.960]  神的心腸
[00:13:44.960 --> 00:13:49.960]  神不是想處死那群活躍的子民
[00:13:49.960 --> 00:13:51.960]  神是很想警告他們
[00:13:51.960 --> 00:13:53.960]  有些警告
[00:13:53.960 --> 00:13:55.960]  有些限制給他們
[00:13:55.960 --> 00:13:58.960]  希望他們能夠回心轉意
[00:13:58.960 --> 00:14:00.960]  悔改
[00:14:00.960 --> 00:14:02.960]  這個才是神的心意
[00:14:02.960 --> 00:14:08.960]  所以當面對這些疫情的時候
[00:14:08.960 --> 00:14:10.960]  我也是一個人
[00:14:10.960 --> 00:14:13.960]  我也很有限,我的智慧也很有限
[00:14:13.960 --> 00:14:15.960]  有些人問
[00:14:15.960 --> 00:14:17.960]  牧師,這些是不是神的懲罰?
[00:14:17.960 --> 00:14:19.960]  我不能代替神告訴你
[00:14:19.960 --> 00:14:22.960]  是不是出於神
[00:14:22.960 --> 00:14:26.960]  甚至判定這些是不是神對人的懲罰
[00:14:26.960 --> 00:14:31.960]  有時我覺得太過執著去研究
[00:14:31.960 --> 00:14:35.960]  找出這個是不是神的懲罰的情況
[00:14:35.960 --> 00:14:39.960]  對現在的人也不是有很大的造就性
[00:14:40.960 --> 00:14:44.960]  反而我覺得當我們不斷面對這些情況的時候
[00:14:44.960 --> 00:14:48.960]  我們作為神天父明下的子民
[00:14:48.960 --> 00:14:50.960]  對我們來說有什麼提醒
[00:14:50.960 --> 00:14:52.960]  有什麼功課要學
[00:14:52.960 --> 00:14:55.960]  這個才是最重要的
[00:14:55.960 --> 00:14:59.960]  在現在這一刻
[00:14:59.960 --> 00:15:01.960]  讓我們作出反省
[00:15:01.960 --> 00:15:04.960]  特別是在這段時間的御苦期
[00:15:04.960 --> 00:15:06.960]  我們求神幫助我們
[00:15:06.960 --> 00:15:12.960]  我們現在很容易批判其他人
[00:15:12.960 --> 00:15:15.960]  審判其他人
[00:15:15.960 --> 00:15:18.960]  但同樣我們也對自己
[00:15:18.960 --> 00:15:21.960]  作出一個深入的反省
[00:15:21.960 --> 00:15:23.960]  我們自己這個人
[00:15:23.960 --> 00:15:27.960]  我們有什麼地方仍然很驕傲
[00:15:27.960 --> 00:15:29.960]  很自私
[00:15:29.960 --> 00:15:32.960]  特別是那些人經常說我們基督徒很假
[00:15:32.960 --> 00:15:37.960]  回到教會做的好像很神聖
[00:15:37.960 --> 00:15:40.960]  出到去又是另一個樣子
[00:15:40.960 --> 00:15:44.960]  我們內心裡會不會還有很多的罪
[00:15:44.960 --> 00:15:46.960]  是掩蓋著
[00:15:46.960 --> 00:15:48.960]  我們經常認罪
[00:15:48.960 --> 00:15:50.960]  只認外面一些很表面很輕的
[00:15:50.960 --> 00:15:53.960]  但其實我們內裡原來還包藏著
[00:15:53.960 --> 00:15:55.960]  很多很多的罪
[00:15:55.960 --> 00:15:57.960]  我們還沒有向神去透露
[00:15:57.960 --> 00:15:59.960]  還沒有向神去認罪
[00:16:00.960 --> 00:16:03.960]  最近在網上
[00:16:03.960 --> 00:16:07.960]  我看到有很多人很開心開香檳
[00:16:07.960 --> 00:16:08.960]  為什麼呢
[00:16:08.960 --> 00:16:10.960]  因為他的敵人
[00:16:10.960 --> 00:16:13.960]  他不喜歡的人感染了肺炎
[00:16:13.960 --> 00:16:15.960]  他還祝福其他人
[00:16:15.960 --> 00:16:18.960]  希望這個人能夠將這些肺炎
[00:16:18.960 --> 00:16:21.960]  傳給他身邊的那些他不喜歡的敵人
[00:16:21.960 --> 00:16:26.960]  又或者當我們看到有不喜歡的人
[00:16:26.960 --> 00:16:28.960]  被捕拘捕
[00:16:28.960 --> 00:16:32.960]  也開派對出來宣揚開心一番
[00:16:32.960 --> 00:16:35.960]  弟兄姊妹
[00:16:35.960 --> 00:16:37.960]  我們在這裡要停一停
[00:16:37.960 --> 00:16:39.960]  要想一想
[00:16:39.960 --> 00:16:43.960]  我們有沒有這樣的情況出現呢
[00:16:43.960 --> 00:16:45.960]  我們是不是都是其中一個呢
[00:16:45.960 --> 00:16:48.960]  說真的
[00:16:48.960 --> 00:16:50.960]  有時候真的很生氣
[00:16:50.960 --> 00:16:52.960]  面對著有時候有些事情
[00:16:52.960 --> 00:16:53.960]  你自己看不過眼的事情
[00:16:53.960 --> 00:16:54.960]  你會很生氣
[00:16:54.960 --> 00:16:56.960]  我也試過有一次
[00:16:56.960 --> 00:16:58.960]  我和師母一直在看電視
[00:16:58.960 --> 00:17:00.960]  一直很大聲地罵
[00:17:00.960 --> 00:17:02.960]  神經病
[00:17:02.960 --> 00:17:04.960]  不是人來的
[00:17:04.960 --> 00:17:05.960]  說一些人話
[00:17:05.960 --> 00:17:06.960]  不知所謂的
[00:17:06.960 --> 00:17:08.960]  一直很大聲地罵
[00:17:08.960 --> 00:17:10.960]  因為我真的很生氣
[00:17:10.960 --> 00:17:14.960]  但當我靜下來的時候
[00:17:14.960 --> 00:17:17.960]  聖靈也提醒我
[00:17:17.960 --> 00:17:20.960]  我是天父明下的子民
[00:17:20.960 --> 00:17:23.960]  如果在這一刻
[00:17:23.960 --> 00:17:27.960]  天父面對著這個敵人
[00:17:27.960 --> 00:17:30.960]  天父會怎樣做呢
[00:17:30.960 --> 00:17:34.960]  剛才我這樣
[00:17:34.960 --> 00:17:38.960]  天父怎樣看我呢
[00:17:38.960 --> 00:17:42.960]  甚至有時候我們對人的咒罵
[00:17:42.960 --> 00:17:46.960]  天父會喜歡嗎
[00:17:46.960 --> 00:17:49.960]  求聖靈光照我們的內心
[00:17:49.960 --> 00:17:51.960]  知道我們自己的罪
[00:17:51.960 --> 00:17:53.960]  及祖的悔改
[00:17:53.960 --> 00:17:57.960]  這也是我對自己的提醒
[00:17:57.960 --> 00:17:59.960]  免得有時候我們罵別人是魔鬼的時候
[00:17:59.960 --> 00:18:01.960]  你真的是魔鬼
[00:18:01.960 --> 00:18:03.960]  但其實自己本身
[00:18:03.960 --> 00:18:05.960]  可能自己也被魔鬼利用
[00:18:05.960 --> 00:18:07.960]  所以弟兄姐妹第二點
[00:18:07.960 --> 00:18:10.960]  我們在這個情況之下
[00:18:10.960 --> 00:18:12.960]  我們作出的反省
[00:18:12.960 --> 00:18:14.960]  自己的提醒是
[00:18:14.960 --> 00:18:17.960]  我們需要去看清自己的罪
[00:18:17.960 --> 00:18:19.960]  及祖在神面前要悔改
[00:18:20.960 --> 00:18:23.960]  第三點 最後一點
[00:18:23.960 --> 00:18:26.960]  獲得醫治
[00:18:26.960 --> 00:18:29.960]  我必從天上垂聽
[00:18:29.960 --> 00:18:31.960]  赦免他們的罪
[00:18:31.960 --> 00:18:34.960]  醫治他們的地
[00:18:34.960 --> 00:18:39.960]  有一個父母跟子女說
[00:18:39.960 --> 00:18:42.960]  你已經失敗了兩次
[00:18:42.960 --> 00:18:45.960]  這次第三次如果你再不合格
[00:18:45.960 --> 00:18:47.960]  我就不再讓你學習這件事
[00:18:50.960 --> 00:18:53.960]  但如果你這次合格 學得好的話
[00:18:53.960 --> 00:18:56.960]  你要什麼告訴我 我就送給你
[00:18:56.960 --> 00:18:59.960]  這個會不會是你的
[00:18:59.960 --> 00:19:01.960]  希望不是
[00:19:01.960 --> 00:19:04.960]  但有時候我們會這樣警告身邊的人
[00:19:04.960 --> 00:19:06.960]  我已經忍了你很久
[00:19:06.960 --> 00:19:08.960]  最後機會了
[00:19:08.960 --> 00:19:10.960]  你再不是這樣
[00:19:10.960 --> 00:19:12.960]  我就不會理你了
[00:19:12.960 --> 00:19:13.960]  但當然你做得好
[00:19:13.960 --> 00:19:15.960]  我更加會加倍對你好
[00:19:18.960 --> 00:19:20.960]  通常我們會這樣警告身邊的人
[00:19:20.960 --> 00:19:22.960]  因為我們忍不住了
[00:19:22.960 --> 00:19:25.960]  但今天這段經文很特別
[00:19:25.960 --> 00:19:30.960]  耶和華神不是在警告以色列人
[00:19:30.960 --> 00:19:32.960]  聽真一點的時候
[00:19:32.960 --> 00:19:35.960]  和剛才我們說的背景
[00:19:35.960 --> 00:19:38.960]  其實當時真的很開心 興高采烈
[00:19:38.960 --> 00:19:42.960]  以色列人很開心 為什麼呢
[00:19:42.960 --> 00:19:45.960]  因為當時所羅門的王朝是很興盛
[00:19:45.960 --> 00:19:47.960]  很順利
[00:19:47.960 --> 00:19:49.960]  人民豐衣足食
[00:19:49.960 --> 00:19:51.960]  很舒服 很開心
[00:19:51.960 --> 00:19:54.960]  所羅門王也是當時很好的皇帝
[00:19:54.960 --> 00:19:57.960]  他們憲制也很開心
[00:19:57.960 --> 00:19:59.960]  神也很閱立他們的憲制
[00:19:59.960 --> 00:20:02.960]  但為什麼神要在這麼開心的環境下
[00:20:02.960 --> 00:20:03.960]  不是掃興
[00:20:03.960 --> 00:20:05.960]  要和他們說這番話呢
[00:20:05.960 --> 00:20:12.960]  神是很想再一次提醒這班他的子民
[00:20:12.960 --> 00:20:15.960]  以前我和你們祖先立的約
[00:20:15.960 --> 00:20:17.960]  現在也繼續生效
[00:20:17.960 --> 00:20:20.960]  以前我怎樣保守你們
[00:20:20.960 --> 00:20:22.960]  現在也繼續保守你們
[00:20:22.960 --> 00:20:23.960]  帶領你們經過
[00:20:23.960 --> 00:20:26.960]  但是請你們仍然要記得
[00:20:26.960 --> 00:20:29.960]  我是你們的神
[00:20:29.960 --> 00:20:31.960]  你是我的子民
[00:20:31.960 --> 00:20:32.960]  請你們記得
[00:20:32.960 --> 00:20:34.960]  跟著我的說話
[00:20:34.960 --> 00:20:37.960]  我的律例典章去生活
[00:20:37.960 --> 00:20:40.960]  我就一定會聽你們的祈禱
[00:20:40.960 --> 00:20:43.960]  赦免你們所有的罪
[00:20:43.960 --> 00:20:45.960]  醫治你們的地
[00:20:45.960 --> 00:20:49.960]  什麼叫醫治這個地呢
[00:20:49.960 --> 00:20:51.960]  醫治我們會很清楚知道
[00:20:51.960 --> 00:20:53.960]  我們有病求醫治
[00:20:53.960 --> 00:20:55.960]  得康復這個醫治
[00:20:55.960 --> 00:20:57.960]  神是會醫治我們人身體的病
[00:20:57.960 --> 00:21:01.960]  但是這裡醫治地更加包括什麼呢
[00:21:01.960 --> 00:21:03.960]  地
[00:21:03.960 --> 00:21:05.960]  你今天想要地嗎
[00:21:05.960 --> 00:21:07.960]  要吧
[00:21:07.960 --> 00:21:09.960]  拍屎的地也值錢的
[00:21:09.960 --> 00:21:10.960]  在以前來說
[00:21:10.960 --> 00:21:13.960]  地不只是賣出去值錢
[00:21:13.960 --> 00:21:15.960]  他們一切的生活土產
[00:21:15.960 --> 00:21:17.960]  就是他們一切的經濟來源
[00:21:17.960 --> 00:21:19.960]  生活來源
[00:21:19.960 --> 00:21:20.960]  地
[00:21:20.960 --> 00:21:22.960]  對以色列人來說是很重要的
[00:21:22.960 --> 00:21:24.960]  神說醫治你們的地
