
[00:00:00.000 --> 00:00:02.000]  (主席) 大家好 各位媒體朋友 早安
[00:01:56.000 --> 00:01:59.000]  (主席) 你能夠可以一齊跟我們背
[00:01:59.000 --> 00:02:02.000]  (主席) 如果不是 我們先一齊讀一次 將C篇23篇
[00:02:02.000 --> 00:02:05.000]  (主席) 如果你背 你可以試一下背一次
[00:02:05.000 --> 00:02:08.000]  (主席) 我們一齊讀完這首詩篇 預備起
[00:02:08.000 --> 00:02:13.000]  (主席) 說是我的目者 我必不自缺乏
[00:02:13.000 --> 00:02:17.000]  (主席) 他使我躺臥在青草地上
[00:02:17.000 --> 00:02:20.000]  (主席) 你我在可安歇的水邊
[00:02:20.000 --> 00:02:23.000]  (主席) 他使我的靈魂蘇醒
[00:02:23.000 --> 00:02:27.000]  (主席) 為自己的名引導我走易路
[00:02:27.000 --> 00:02:32.000]  (主席) 我雖然行過死刃的幽谷 也不怕遭寒
[00:02:32.000 --> 00:02:35.000]  (主席) 因為你與我同在
[00:02:35.000 --> 00:02:39.000]  (主席) 你的脹 你的肝 都安慰我
[00:02:39.000 --> 00:02:43.000]  (主席) 在我的人面前 你為我擺設筵席
[00:02:43.000 --> 00:02:49.000]  (主席) 你擁有高了我的頭 使我的福杯滿日
[00:02:49.000 --> 00:02:54.000]  (主席) 我一生一世 必有恩惠慈愛隨著我
[00:02:54.000 --> 00:03:00.000]  (主席) 我且要住在耶和華的殿中 直到永遠
[00:03:00.000 --> 00:03:03.000]  (主席) 在第一節的時候 其實我們很熟悉的就是
[00:03:03.000 --> 00:03:05.000]  (主席) 要說是我的目者
[00:03:05.000 --> 00:03:07.000]  (主席) 但其實第一節一個重點就是提醒我們
[00:03:07.000 --> 00:03:09.000]  (主席) 誰是我們的倚靠
[00:03:09.000 --> 00:03:11.000]  (主席) 所以第一節 要說是我的目者
[00:03:11.000 --> 00:03:13.000]  (主席) 其實原來的意思
[00:03:13.000 --> 00:03:15.000]  (主席) 可能我們用另一個翻譯
[00:03:15.000 --> 00:03:18.000]  (主席) 會更加表達到的就是
[00:03:18.000 --> 00:03:22.000]  (主席) 是耶和華 是我的目者
[00:03:22.000 --> 00:03:25.000]  (主席) 其實這個是當時一個場面的圖畫
[00:03:25.000 --> 00:03:27.000]  (主席) 是不同的羊
[00:03:27.000 --> 00:03:29.000]  (主席) 他們走在一起吃草的時候
[00:03:29.000 --> 00:03:31.000]  (主席) 大家的羊就給點問題
[00:03:31.000 --> 00:03:33.000]  (主席) 你屬於哪一個的羊圈
[00:03:33.000 --> 00:03:36.000]  (主席) 或者你是哪一位牧羊人呢
[00:03:36.000 --> 00:03:39.000]  (主席) 屬於耶和華的羊就這樣回答
[00:03:39.000 --> 00:03:43.000]  (主席) 是耶和華 是我的目者
[00:03:43.000 --> 00:03:45.000]  (主席) 所以不單單只是在描述
[00:03:45.000 --> 00:03:47.000]  (主席) 耶和華是我的目者
[00:03:47.000 --> 00:03:51.000]  (主席) 在說我是屬於哪一個的牧羊人
[00:03:51.000 --> 00:03:53.000]  (主席) 更重要的是去表達
[00:03:53.000 --> 00:03:56.000]  (主席) 去信靠 他的倚靠是哪一個
[00:03:56.000 --> 00:03:59.000]  (主席) 是耶和華 是我的目者
[00:03:59.000 --> 00:04:01.000]  (主席) 我盼望這個都是我們每一個基督徒
[00:04:01.000 --> 00:04:04.000]  (主席) 能夠很有確信
[00:04:04.000 --> 00:04:07.000]  (主席) 我們知道耶和華就是我們的目者
[00:04:07.000 --> 00:04:09.000]  (主席) 當我們面對任何的環境的時候
[00:04:09.000 --> 00:04:11.000]  (主席) 我們都能夠有這樣的回應
[00:04:11.000 --> 00:04:14.000]  (主席) 是耶和華 是我們的目者
[00:04:14.000 --> 00:04:17.000]  (主席) 其實這是表達一種真正的信靠
[00:04:17.000 --> 00:04:21.000]  (主席) 我們懂得放手 信神為我們承擔
[00:04:21.000 --> 00:04:24.000]  (主席) 又提醒我們 到底我們今天的生命屬於哪一個呢
[00:04:24.000 --> 00:04:27.000]  (主席) 其實羊和牧羊人的關係很密切
[00:04:27.000 --> 00:04:30.000]  (主席) 羊是完全屬於牧羊人的
[00:04:30.000 --> 00:04:34.000]  (主席) 又代表著羊對牧羊人那種完全的信靠
[00:04:34.000 --> 00:04:37.000]  (主席) 當然在這個過程當中也要看清楚
[00:04:37.000 --> 00:04:40.000]  (主席) 哪一個才是我們真正的目者
[00:04:40.000 --> 00:04:43.000]  (主席) 以賽亞先知曾經提醒我們要很小心
[00:04:43.000 --> 00:04:48.000]  (主席) 因為有一些目者 有一些領導 有一些領袖
[00:04:48.000 --> 00:04:50.000]  (主席) 我們作侍奉的人 都要很小心
[00:04:50.000 --> 00:04:52.000]  (主席) 我們會不會只是為了自己個人的利益
[00:04:52.000 --> 00:04:55.000]  (主席) 成為一個不好的牧羊人
[00:04:55.000 --> 00:04:58.000]  (主席) 我們要學習耶穌 學習我們的神
[00:04:58.000 --> 00:05:01.000]  (主席) 成為一個真正的好牧人
[00:05:01.000 --> 00:05:04.000]  (主席) 除了《誰是我的依靠》之外
[00:05:04.000 --> 00:05:07.000]  (主席) 詩篇23篇的第一節 下半節和第二節
[00:05:07.000 --> 00:05:10.000]  (主席) 是在講一個真正的滿足
[00:05:10.000 --> 00:05:11.000]  (主席) 其實這個如果大家有印象
[00:05:11.000 --> 00:05:13.000]  (主席) 在我講詩篇16篇的時候
[00:05:13.000 --> 00:05:17.000]  (主席) 都是在講我們在神裡面得到真正的滿足
[00:05:17.000 --> 00:05:21.000]  (主席) 那裡就是透過利微人他們無份無業的時候
[00:05:21.000 --> 00:05:24.000]  (主席) 他們真正的滿足就是要他們的份
[00:05:24.000 --> 00:05:25.000]  (主席) 但是這首詩篇
[00:05:25.000 --> 00:05:28.000]  (主席) 從羊和牧羊人的關係裡面提醒我們
[00:05:28.000 --> 00:05:30.000]  (主席) 什麼是人的需要呢?
[00:05:30.000 --> 00:05:33.000]  (主席) 只有牧羊人很清楚認識羊
[00:05:33.000 --> 00:05:35.000]  (主席) 牠們需要什麼
[00:05:35.000 --> 00:05:37.000]  (主席) 而是提醒我們反思生命的意義
[00:05:37.000 --> 00:05:39.000]  (主席) 察覺我們心靈的需要
[00:05:39.000 --> 00:05:41.000]  (主席) 更加重要的是我們要信一個
[00:05:41.000 --> 00:05:42.000]  (主席) 信賴神
[00:05:42.000 --> 00:05:44.000]  (主席) 我們的好牧者
[00:05:44.000 --> 00:05:47.000]  (主席) 祂會有最好最適切的供應
[00:05:47.000 --> 00:05:49.000]  (主席) 就好像大領羊在青草地
[00:05:49.000 --> 00:05:52.000]  (主席) 大領羊在可安潔的水邊
[00:05:52.000 --> 00:05:56.000]  (主席) 因為神就是全然認識我們的好牧人
[00:05:56.000 --> 00:05:58.000]  (主席) 祂給我們一個最好的份
[00:05:58.000 --> 00:06:00.000]  (主席) 不多不少
[00:06:00.000 --> 00:06:01.000]  (主席) 就是我們每一個人
[00:06:01.000 --> 00:06:04.000]  (主席) 在神創造的美好計劃當中
[00:06:04.000 --> 00:06:07.000]  (主席) 祂都將最好的一份給了你和我
[00:06:07.000 --> 00:06:10.000]  (主席) 因為祂是全然認識我們的神
[00:06:10.000 --> 00:06:13.000]  (主席) 今天我們會來到港澳CB23篇的第三節
[00:06:13.000 --> 00:06:16.000]  (主席) 祂使我的命運甦醒
[00:06:16.000 --> 00:06:20.000]  (主席) 為自己的命引導我走二路
[00:06:20.000 --> 00:06:24.000]  (主席) 其實這裡是說牧羊人和羊之間
[00:06:24.000 --> 00:06:26.000]  (主席) 一個很特別的狀況
[00:06:26.000 --> 00:06:28.000]  (主席) 其實我們是很熟悉的
[00:06:28.000 --> 00:06:29.000]  (主席) 如果大家有印象
[00:06:29.000 --> 00:06:30.000]  (主席) 說到路加福音
[00:06:30.000 --> 00:06:32.000]  (主席) 耶穌說到一個比喻
[00:06:32.000 --> 00:06:34.000]  (主席) 說到一個牧羊人
[00:06:34.000 --> 00:06:36.000]  (主席) 去丟下了多少隻羊
[00:06:36.000 --> 00:06:39.000]  (主席) 丟下了九十九隻羊
[00:06:39.000 --> 00:06:40.000]  (主席) 然後怎樣?
[00:06:40.000 --> 00:06:43.000]  (主席) 去找另外一隻迷失的羊
[00:06:43.000 --> 00:06:45.000]  (主席) 祂使我的命運甦醒
[00:06:45.000 --> 00:06:50.000]  (主席) 其實就是說一隻羊迷失了
[00:06:50.000 --> 00:06:53.000]  (主席) 我們有時會形容羊是一種動物
[00:06:53.000 --> 00:06:55.000]  (主席) 叫做迷途羔羊
[00:06:55.000 --> 00:06:58.000]  (主席) 或者我們形容人是迷途羔羊
[00:06:58.000 --> 00:07:00.000]  (主席) 其實羊就是一種沒有方向感
[00:07:00.000 --> 00:07:04.000]  (主席) 很容易迷路的動物
[00:07:04.000 --> 00:07:07.000]  (主席) 所以當牧羊人放羊的時候
[00:07:07.000 --> 00:07:11.000]  (主席) 牧羊人帶領牠們去到一些很大範圍的礦野
[00:07:11.000 --> 00:07:12.000]  (主席) 或者是青草地
[00:07:12.000 --> 00:07:15.000]  (主席) 或者是地區去吃草的時候
[00:07:15.000 --> 00:07:18.000]  (主席) 羊很容易用自己的意思
[00:07:18.000 --> 00:07:21.000]  (主席) 走著走著就迷路了
[00:07:21.000 --> 00:07:25.000]  (主席) 所以提到他使我的靈魂蘇醒
[00:07:25.000 --> 00:07:28.000]  (主席) 不是說假如羊有什麼問題
[00:07:28.000 --> 00:07:29.000]  (主席) 可能病啊
[00:07:29.000 --> 00:07:31.000]  (主席) 甚至有可能重傷要死亡
[00:07:31.000 --> 00:07:33.000]  (主席) 這個牧羊人有些特異功能
[00:07:33.000 --> 00:07:35.000]  (主席) 可以叫牠起死回生
[00:07:35.000 --> 00:07:37.000]  (主席) 這個不是說到復活
[00:07:37.000 --> 00:07:38.000]  (主席) 也不是說到這些
[00:07:38.000 --> 00:07:41.000]  (主席) 其實是說到他使我的靈魂就是代表這隻羊
[00:07:41.000 --> 00:07:43.000]  (主席) 這個靈魂其實代表全人
[00:07:43.000 --> 00:07:44.000]  (主席) 代表這隻羊
[00:07:44.000 --> 00:07:46.000]  (主席) 這隻羊迷失了之後
[00:07:46.000 --> 00:07:49.000]  (主席) 這個蘇醒是帶回來的意思
[00:07:49.000 --> 00:07:52.000]  (主席) 是牧羊人要將這隻迷羊
[00:07:52.000 --> 00:07:55.000]  (主席) 走遍千山萬水
[00:07:55.000 --> 00:07:58.000]  (主席) 想找回這隻迷途的羔羊回來
[00:07:58.000 --> 00:08:02.000]  (主席) 所以這是他使我的靈魂蘇醒的意思
[00:08:02.000 --> 00:08:03.000]  (主席) 其實最重要就是
[00:08:03.000 --> 00:08:07.000]  (主席) 去為自己的命引導我走而路
[00:08:07.000 --> 00:08:09.000]  (主席) 這裡有一個引導的需要
[00:08:09.000 --> 00:08:11.000]  (主席) 其實就是跟前面第二節說到
[00:08:11.000 --> 00:08:14.000]  (主席) 領我到可安的水邊的大領
[00:08:14.000 --> 00:08:15.000]  (主席) 都有相同的意思
[00:08:15.000 --> 00:08:18.000]  (主席) 其實是說羊需要有牧羊人
[00:08:18.000 --> 00:08:20.000]  (主席) 給牠們有正確的方向
[00:08:20.000 --> 00:08:21.000]  (主席) 當迷途的羔羊
[00:08:21.000 --> 00:08:25.000]  (主席) 更加需要牧羊人重新帶牠們
[00:08:25.000 --> 00:08:27.000]  (主席) 走回正確的方向
[00:08:27.000 --> 00:08:31.000]  (主席) 引導牠們走回正確的路
[00:08:31.000 --> 00:08:33.000]  (主席) 為什麼牧羊人要不辭勞苦
[00:08:33.000 --> 00:08:35.000]  (主席) 或者走遍千山萬水
[00:08:35.000 --> 00:08:38.000]  (主席) 去找回這些迷羊呢?
[00:08:38.000 --> 00:08:40.000]  (主席) 是不是羊本身價值很高
[00:08:40.000 --> 00:08:43.000]  (主席) 所以牧羊人不捨得
[00:08:43.000 --> 00:08:45.000]  (主席) 不見一隻都很緊張
[00:08:45.000 --> 00:08:47.000]  (主席) 要找回牠們呢?
[00:08:47.000 --> 00:08:49.000]  (主席) 當然羊其實都很有價值
[00:08:49.000 --> 00:08:51.000]  (主席) 特別在當時的農業社會
[00:08:51.000 --> 00:08:53.000]  (主席) 我們不知道大陸當中
[00:08:53.000 --> 00:08:55.000]  (主席) 有沒有電影節目喜歡吃羊?
[00:08:55.000 --> 00:08:56.000]  (主席) 可能都有
[00:08:56.000 --> 00:08:57.000]  (主席) 但有些人可能覺得羊
[00:08:57.000 --> 00:08:58.000]  (主席) 有些比較騷的味道
[00:08:58.000 --> 00:08:59.000]  (主席) 未必喜歡
[00:08:59.000 --> 00:09:00.000]  (主席) 但至少我們都會知道
[00:09:00.000 --> 00:09:02.000]  (主席) 羊有很多用途
[00:09:02.000 --> 00:09:04.000]  (主席) 羊毛又可以做衣服
[00:09:04.000 --> 00:09:06.000]  (主席) 羊肉又可以吃
[00:09:06.000 --> 00:09:08.000]  (主席) 羊奶又可以喝
[00:09:08.000 --> 00:09:09.000]  (主席) 所以羊的價值很高
[00:09:09.000 --> 00:09:17.000]  (主席) 如果當時不見一隻羊 可能對牧羊人來說是一個損失
[00:09:17.000 --> 00:09:19.000]  (主席) 是否因為羊的價值又好洗好用
[00:09:19.000 --> 00:09:21.000]  (主席) 可以用得著的時候
[00:09:21.000 --> 00:09:23.000]  (主席) 牧羊人就不想損失
[00:09:23.000 --> 00:09:24.000]  (主席) 去找回牠們呢?
[00:09:24.000 --> 00:09:25.000]  (主席) 但其實這個
[00:09:25.000 --> 00:09:27.000]  (主席) 在《史編輯三篇》裡告訴我們
[00:09:27.000 --> 00:09:29.000]  (主席) 不是這樣的原因
[00:09:29.000 --> 00:09:31.000]  (主席) 是為自己的名
[00:09:31.000 --> 00:09:33.000]  (主席) 引導我走二路
[00:09:33.000 --> 00:09:35.000]  (主席) 是因為牧羊人
[00:09:35.000 --> 00:09:37.000]  (主席) 就是羊的牧者
[00:09:37.000 --> 00:09:39.000]  (主席) 是牧羊人因著自己
[00:09:39.000 --> 00:09:41.000]  (主席) 對羊的愛
[00:09:41.000 --> 00:09:43.000]  (主席) 和羊之間的關係
[00:09:43.000 --> 00:09:45.000]  (主席) 因為牠就是牧羊人
[00:09:45.000 --> 00:09:47.000]  (主席) 所以要找回牠的羊
[00:09:47.000 --> 00:09:49.000]  (主席) 找回屬於牠的羊
[00:09:49.000 --> 00:09:51.000]  (主席) 這是我們第一第二節講到
[00:09:51.000 --> 00:09:54.000]  (主席) 羊需要有一個倚靠
[00:09:54.000 --> 00:09:55.000]  (主席) 有一個歸屬
[00:09:55.000 --> 00:09:57.000]  (主席) 羊需要有一個牧羊人
[00:09:57.000 --> 00:09:59.000]  (主席) 所以牧羊人很知道
[00:09:59.000 --> 00:10:01.000]  (主席) 牠是為自己的名
[00:10:01.000 --> 00:10:03.000]  (主席) 其實就是因為牠和羊之間的關係
[00:10:03.000 --> 00:10:07.000]  (主席) 如果用到我們和神之間的關係 其實更加清楚
[00:10:07.000 --> 00:10:09.000]  (主席) 是神按照牠的屬性
[00:10:09.000 --> 00:10:11.000]  (主席) 來愛我們
[00:10:11.000 --> 00:10:13.000]  (主席) 來尋找我們
[00:10:13.000 --> 00:10:15.000]  (主席) 曾經迷失的人
[00:10:15.000 --> 00:10:17.000]  (主席) 所以這個 牠是我的靈魂
[00:10:17.000 --> 00:10:19.000]  (主席) 蘇醒 為自己的命
[00:10:19.000 --> 00:10:21.000]  (主席) 引導我走二路
[00:10:21.000 --> 00:10:23.000]  (主席) 是講到這位牧羊人
[00:10:23.000 --> 00:10:25.000]  (主席) 要為自己的緣故
[00:10:25.000 --> 00:10:27.000]  (主席) 為自己的愛羊的關係
[00:10:27.000 --> 00:10:29.000]  (主席) 去帶領
[00:10:29.000 --> 00:10:32.000]  (主席) 尋找牠們回到正確的方向
[00:10:32.000 --> 00:10:34.000]  (主席) 不是為羊的價值
[00:10:34.000 --> 00:10:37.000]  (主席) 所以不管我們是一隻怎樣的羊
[00:10:37.000 --> 00:10:39.000]  (主席) 牧羊人仍然愛惜牠
[00:10:39.000 --> 00:10:42.000]  (主席) 上面講到牧羊人對羊的愛
[00:10:42.000 --> 00:10:44.000]  (主席) 不是羊有沒有價值
[00:10:44.000 --> 00:10:46.000]  (主席) 有可能那隻走失的羊
[00:10:46.000 --> 00:10:48.000]  (主席) 未必是健康的
[00:10:48.000 --> 00:10:50.000]  (主席) 可能是不健康的羊
[00:10:50.000 --> 00:10:52.000]  (主席) 可能走失的羊
[00:10:52.000 --> 00:10:54.000]  (主席) 不是肥肥白白 是瘦削削
[00:10:54.000 --> 00:10:56.000]  (主席) 可能走失的羊是很不聽話
[00:10:56.000 --> 00:10:58.000]  (主席) 常常自作主張
[00:10:58.000 --> 00:11:00.000]  (主席) 自己喜歡上街去玩
[00:11:00.000 --> 00:11:02.000]  (主席) 無論這隻羊是乖是不乖
[00:11:02.000 --> 00:11:04.000]  (主席) 是聽話不聽話
[00:11:04.000 --> 00:11:06.000]  (主席) 是肥是瘦
[00:11:06.000 --> 00:11:08.000]  (主席) 其實聖經告訴我們
[00:11:08.000 --> 00:11:10.000]  (主席) 無論是怎樣的羊
[00:11:10.000 --> 00:11:12.000]  (主席) 牧羊人是為自己的命引導
[00:11:12.000 --> 00:11:14.000]  (主席) 去找回這隻羊
[00:11:14.000 --> 00:11:16.000]  (主席) 回到正確的方向
[00:11:16.000 --> 00:11:18.000]  (主席) 正確的二路
[00:11:18.000 --> 00:11:20.000]  (主席) 是牧羊人自己
[00:11:20.000 --> 00:11:22.000]  (主席) 不是羊有沒有價值
[00:11:22.000 --> 00:11:26.000]  (主席) 我相信這個在我們信仰裏
[00:11:26.000 --> 00:11:28.000]  (主席) 大部分弟兄姊妹
[00:11:28.000 --> 00:11:30.000]  (主席) 大部分弟兄姊妹
[00:11:30.000 --> 00:11:32.000]  (主席) 或多或少都可以體會
[00:11:32.000 --> 00:11:34.000]  (主席) 或者在我們個人
[00:11:34.000 --> 00:11:36.000]  (主席) 人生的經歷裏面
[00:11:36.000 --> 00:11:38.000]  (主席) 有不同程度的體會
[00:11:38.000 --> 00:11:40.000]  (主席) 曾經有一套電影
[00:11:40.000 --> 00:11:42.000]  (主席) 我不知道大家有沒有機會
[00:11:42.000 --> 00:11:44.000]  (主席) 聽過或者看過
[00:11:44.000 --> 00:11:46.000]  (主席) 大概是三年前的一套電影
[00:11:46.000 --> 00:11:48.000]  (主席) 叫做《失孤學》
[00:11:48.000 --> 00:11:50.000]  (主席) 就是失去的失
[00:11:50.000 --> 00:11:52.000]  (主席) 就是孤單
[00:11:52.000 --> 00:11:54.000]  (主席) 他的意思其實是
[00:11:54.000 --> 00:11:56.000]  (主席) 失孤學
[00:11:56.000 --> 00:11:58.000]  (主席) 是我們熟悉的一位
[00:11:58.000 --> 00:12:00.000]  (主席) 電影巨星劉德華
[00:12:00.000 --> 00:12:02.000]  (主席) 所主演的
[00:12:02.000 --> 00:12:04.000]  (主席) 在這套《失孤》講什麼呢
[00:12:04.000 --> 00:12:06.000]  (主席) 其實是在講原來中國大陸
[00:12:06.000 --> 00:12:08.000]  (主席) 每一年有很多
[00:12:08.000 --> 00:12:10.000]  (主席) 被拐賣的兒童
[00:12:10.000 --> 00:12:12.000]  (主席) 這些兒童
[00:12:12.000 --> 00:12:14.000]  (主席) 非官方的統計
[00:12:14.000 --> 00:12:16.000]  (主席) 大概有20萬左右
[00:12:16.000 --> 00:12:18.000]  (主席) 所以有很多的家庭很慘
[00:12:18.000 --> 00:12:20.000]  (主席) 他們的小朋友
[00:12:20.000 --> 00:12:22.000]  (主席) 被人小時候拐走賣了
[00:12:22.000 --> 00:12:24.000]  (主席) 這套電影在講
[00:12:24.000 --> 00:12:26.000]  (主席) 其實是一個爸爸的父愛
[00:12:26.000 --> 00:12:28.000]  (主席) 不見了他的兒子
[00:12:28.000 --> 00:12:30.000]  (主席) 他很想去找回
[00:12:30.000 --> 00:12:32.000]  (主席) 所以他踏上一條
[00:12:32.000 --> 00:12:34.000]  (主席) 路就是很艱難
[00:12:34.000 --> 00:12:36.000]  (主席) 走遍中國的大江南北
[00:12:36.000 --> 00:12:38.000]  (主席) 很想找回
[00:12:38.000 --> 00:12:40.000]  (主席) 被拐賣的兒子
[00:12:40.000 --> 00:12:42.000]  (主席) 所以是一個表達
[00:12:42.000 --> 00:12:44.000]  (主席) 這個父親的愛
[00:12:44.000 --> 00:12:46.000]  (主席) 一種不離不棄
[00:12:46.000 --> 00:12:48.000]  (主席) 那種的精神
[00:12:48.000 --> 00:12:50.000]  (主席) 就好像《屍變13篇》講到
[00:12:50.000 --> 00:12:52.000]  (主席) 這位對我們不離不棄的
[00:12:52.000 --> 00:12:54.000]  (主席) 一位目者一樣
[00:12:54.000 --> 00:12:56.000]  (主席) 當中電影有一句對白
[00:12:56.000 --> 00:12:58.000]  (主席) 其實這部電影是根據
[00:12:58.000 --> 00:13:00.000]  (主席) 《真人真事》來改編
[00:13:00.000 --> 00:13:02.000]  (主席) 也是父親的一句說話
[00:13:02.000 --> 00:13:04.000]  (主席) 時不時會聽到
[00:13:04.000 --> 00:13:06.000]  (主席) 他這樣說
[00:13:06.000 --> 00:13:08.000]  (主席) 在路上的時候
[00:13:08.000 --> 00:13:10.000]  (主席) 我才感覺到自己是一個父親
[00:13:10.000 --> 00:13:14.000]  (主席) 他說在路上的時候
[00:13:14.000 --> 00:13:16.000]  (主席) 我才感覺到自己是一個父親
[00:13:16.000 --> 00:13:20.000]  (主席) 我覺得這位父親的表達
[00:13:20.000 --> 00:13:22.000]  (主席) 就是他
[00:13:22.000 --> 00:13:24.000]  (主席) 可能平時對兒子的愛
[00:13:24.000 --> 00:13:26.000]  (主席) 不是那麼體會得到
[00:13:26.000 --> 00:13:28.000]  (主席) 但當他經歷了
[00:13:28.000 --> 00:13:30.000]  (主席) 兒子被拐賣
[00:13:30.000 --> 00:13:32.000]  (主席) 他千辛萬苦
[00:13:32.000 --> 00:13:34.000]  (主席) 走遍大江南北
[00:13:34.000 --> 00:13:36.000]  (主席) 去找他的兒子的時候
[00:13:36.000 --> 00:13:38.000]  (主席) 他很體會那份對兒子的愛
[00:13:38.000 --> 00:13:40.000]  (主席) 那份的關係
[00:13:40.000 --> 00:13:42.000]  (主席) 他就能夠覺得
[00:13:42.000 --> 00:13:44.000]  (主席) 經歷到這份愛的真實
[00:13:44.000 --> 00:13:46.000]  (主席) 他才覺得自己就是一個
[00:13:46.000 --> 00:13:48.000]  (主席) 愛兒子的爸爸
[00:13:48.000 --> 00:13:50.000]  (主席) 但在牧羊人和羊
[00:13:50.000 --> 00:13:52.000]  (主席) 在詩篇23篇裡面所提的
[00:13:52.000 --> 00:13:54.000]  (主席) 其實我很相信
[00:13:54.000 --> 00:13:56.000]  (主席) 我們的神,我們的天父
[00:13:56.000 --> 00:13:58.000]  (主席) 不是在路上去找我們這些迷羊的時候
[00:13:58.000 --> 00:14:00.000]  (主席) 他才體會
[00:14:00.000 --> 00:14:02.000]  (主席) 有那份的愛
[00:14:02.000 --> 00:14:04.000]  (主席) 好像聖經
[00:14:04.000 --> 00:14:06.000]  (主席) 我們都或多或少聽過
[00:14:06.000 --> 00:14:08.000]  (主席) 神就是愛
[00:14:08.000 --> 00:14:10.000]  (主席) 神那份愛其實是自有永有
[00:14:10.000 --> 00:14:12.000]  (主席) 神就是愛我們的神
[00:14:12.000 --> 00:14:14.000]  (主席) 所以他不是因為
[00:14:14.000 --> 00:14:16.000]  (主席) 要在路上要尋找我們
[00:14:16.000 --> 00:14:18.000]  (主席) 不是因為我們迷失了
[00:14:18.000 --> 00:14:20.000]  (主席) 神來尋找我們的時候
[00:14:20.000 --> 00:14:22.000]  (主席) 神才有那份愛
[00:14:22.000 --> 00:14:24.000]  (主席) 其實神的愛是自有永有
[00:14:24.000 --> 00:14:26.000]  (主席) 永遠不變
[00:14:26.000 --> 00:14:28.000]  (主席) 神永遠的愛我們
[00:14:28.000 --> 00:14:30.000]  (主席) 只不過是我們迷失了
[00:14:30.000 --> 00:14:34.000]  (主席) 這套電影《失姑》
[00:14:34.000 --> 00:14:36.000]  (主席) 其實它的英文名字也挺有趣
[00:14:36.000 --> 00:14:38.000]  (主席) 有兩個
[00:14:38.000 --> 00:14:40.000]  (主席) 第一個叫做 Lost and Lonely
[00:14:40.000 --> 00:14:42.000]  (主席) 可能也表達得到
[00:14:42.000 --> 00:14:44.000]  (主席) 但另外它又有一個英文名字
[00:14:44.000 --> 00:14:46.000]  (主席) Lost and Love
[00:14:46.000 --> 00:14:48.000]  (主席) Lost and Love
[00:14:48.000 --> 00:14:50.000]  (主席) 我很相信這個
[00:14:50.000 --> 00:14:52.000]  (主席) 更能夠表達到當他失去了
[00:14:52.000 --> 00:14:54.000]  (主席) 或者當
[00:14:54.000 --> 00:14:56.000]  (主席) 如果用在我們的生命裡面
[00:14:56.000 --> 00:14:58.000]  (主席) 我們迷失的時候
[00:14:58.000 --> 00:15:00.000]  (主席) 我們要記得
