
[00:00:00.000 --> 00:00:06.000]  我想讓大家在座的都是奉公守法的居民
[00:02:14.000 --> 00:02:17.000]  即是在他們國家當中的尤大人
[00:02:17.000 --> 00:02:20.000]  將會在幾個月之後被處決的時候
[00:02:20.000 --> 00:02:24.000]  你猜波斯人會不會仍然很友善地對待
[00:02:24.000 --> 00:02:27.000]  當時的尤大人我想大概都不會
[00:02:27.000 --> 00:02:30.000]  我相信這一班波斯帝國的人
[00:02:30.000 --> 00:02:32.000]  一定是用一些很敵視的眼光
[00:02:32.000 --> 00:02:34.000]  言語上面來攻擊他們
[00:02:34.000 --> 00:02:35.000]  欺凌他們
[00:02:35.000 --> 00:02:37.000]  恐嚇他們
[00:02:37.000 --> 00:02:39.000]  而且大家要留意
[00:02:39.000 --> 00:02:43.000]  哈曼當時處決尤大人的命令
[00:02:43.000 --> 00:02:45.000]  不單止是殺盡這班尤大人
[00:02:45.000 --> 00:02:46.000]  還要怎樣
[00:02:46.000 --> 00:02:49.000]  還要掠奪他們的財物
[00:02:49.000 --> 00:02:50.000]  大家可以想像
[00:02:50.000 --> 00:02:52.000]  如果你當你是當時的尤大人
[00:02:52.000 --> 00:02:55.000]  隔壁屋的那個是波斯人
[00:02:55.000 --> 00:02:58.000]  當然他們會眼金金地看著你的財物
[00:02:58.000 --> 00:03:00.000]  等你那天被處決
[00:03:00.000 --> 00:03:02.000]  那天就快拿到你的財物
[00:03:02.000 --> 00:03:05.000]  不過現在聖經裏面一路的故事
[00:03:05.000 --> 00:03:06.000]  一路展開的時候
[00:03:06.000 --> 00:03:09.000]  我們知道哈曼當時已經被處決
[00:03:09.000 --> 00:03:12.000]  掛在他自己所做的木架上面
[00:03:12.000 --> 00:03:14.000]  我們大概都會想
[00:03:14.000 --> 00:03:18.000]  當時的尤大人這個危機
[00:03:18.000 --> 00:03:20.000]  就已經是沒有了
[00:03:20.000 --> 00:03:22.000]  搞定了
[00:03:22.000 --> 00:03:23.000]  不過經文不是這樣說
[00:03:23.000 --> 00:03:26.000]  我們看聖經這個以斯帖的八章
[00:03:26.000 --> 00:03:27.000]  那裏說到
[00:03:27.000 --> 00:03:30.000]  以斯帖這個皇后又苦伏在皇面前
[00:03:30.000 --> 00:03:33.000]  腳前流淚哀告
[00:03:33.000 --> 00:03:40.000]  求王除掉哈曼殺害尤大人的惡謀
[00:03:40.000 --> 00:03:42.000]  不過王就說
[00:03:42.000 --> 00:03:45.000]  用王戒指所蓋印的御紙
[00:03:45.000 --> 00:03:47.000]  人是不能廢除
[00:03:47.000 --> 00:03:49.000]  什麼意思
[00:03:49.000 --> 00:03:51.000]  因為哈曼這個殺尤大人的命令
[00:03:51.000 --> 00:03:54.000]  是用王的戒指吸了印的
[00:03:54.000 --> 00:03:58.000]  所以這個命令是不能夠被修改
[00:03:58.000 --> 00:03:59.000]  就是一定要進行的了
[00:03:59.000 --> 00:04:01.000]  那怎麼辦
[00:04:01.000 --> 00:04:05.000]  那王就和以斯帖和末底改就這樣說
[00:04:05.000 --> 00:04:08.000]  末底改你現在是有我的戒指的嘛
[00:04:08.000 --> 00:04:11.000]  你們可以按你們的意思
[00:04:11.000 --> 00:04:15.000]  奉王的命令來下這個御紙給尤大人
[00:04:15.000 --> 00:04:16.000]  你們喜歡怎樣就怎樣
[00:04:16.000 --> 00:04:19.000]  基本上的意思就是這樣
[00:04:19.000 --> 00:04:20.000]  所以呢
[00:04:20.000 --> 00:04:22.000]  經文一路再下去的時候
[00:04:22.000 --> 00:04:26.000]  末底改就奉王的命寫了御紙
[00:04:26.000 --> 00:04:27.000]  用王的戒指蓋印
[00:04:27.000 --> 00:04:29.000]  御紙是怎樣說的
[00:04:29.000 --> 00:04:34.000]  就是說准在這個亞達月的十三號那一天
[00:04:34.000 --> 00:04:36.000]  尤大人可以聚在一起
[00:04:36.000 --> 00:04:37.000]  保護自己
[00:04:37.000 --> 00:04:38.000]  保護財物
[00:04:38.000 --> 00:04:40.000]  當有敵人來的時候
[00:04:40.000 --> 00:04:45.000]  他們可以隨意地去殺
[00:04:45.000 --> 00:04:49.000]  殺絕攻擊他們的敵人
[00:04:49.000 --> 00:04:51.000]  保護他們的妻子兒女
[00:04:51.000 --> 00:04:54.000]  又是十二月十三號
[00:04:54.000 --> 00:04:58.000]  兩個命令都是會發生在十二月十三號
[00:04:58.000 --> 00:05:01.000]  而這兩個命令是互相對抗的
[00:05:01.000 --> 00:05:04.000]  一個命令就是哈曼所下的命令
[00:05:04.000 --> 00:05:07.000]  就是容許波斯人殺盡尤大人
[00:05:07.000 --> 00:05:09.000]  另一個命令也是同一個時間
[00:05:09.000 --> 00:05:11.000]  在亞達月十三號要執行的
[00:05:11.000 --> 00:05:13.000]  就是末底改所下的命令
[00:05:13.000 --> 00:05:19.000]  就是容許尤大人去殺盡攻擊他們的波斯人
[00:05:19.000 --> 00:05:21.000]  或者他們的仇敵
[00:05:21.000 --> 00:05:22.000]  想不想像到
[00:05:22.000 --> 00:05:24.000]  一個這麼荒謬的命令
[00:05:24.000 --> 00:05:27.000]  兩個互相制衡的命令
[00:05:27.000 --> 00:05:31.000]  同一個時間在同一個國家去出現
[00:05:31.000 --> 00:05:32.000]  好像我們今天
[00:05:32.000 --> 00:05:33.000]  用回今天的例子
[00:05:33.000 --> 00:05:36.000]  好像一個國家定了某一個日子
[00:05:36.000 --> 00:05:41.000]  你們任意來做內戰
[00:05:41.000 --> 00:05:44.000]  你們喜歡怎麼打就怎麼打
[00:05:44.000 --> 00:05:48.000]  阿哈徐魯王是不是真的有些精神錯亂
[00:05:48.000 --> 00:05:49.000]  當然不是
[00:05:49.000 --> 00:05:50.000]  如果大家記得上個星期我說的時候
[00:05:50.000 --> 00:05:53.000]  我相信這個阿哈徐魯王一點都不蠢
[00:05:53.000 --> 00:05:54.000]  咬下去很難度
[00:05:54.000 --> 00:05:56.000]  不咬怎麼理
[00:05:56.000 --> 00:05:59.000]  中國人就說西瓜靠什麼
[00:05:59.000 --> 00:06:01.000]  靠大鞭
[00:06:01.000 --> 00:06:02.000]  大家覺得在這個處境裡面
[00:06:02.000 --> 00:06:03.000]  哪一個是大鞭
[00:06:03.000 --> 00:06:05.000]  是尤大人是大鞭
[00:06:05.000 --> 00:06:08.000]  還是尤大人的敵人是大鞭
[00:06:08.000 --> 00:06:10.000]  我們看看聖經怎麼說
[00:06:10.000 --> 00:06:13.000]  聖經在這個八章十五到十七節那裡說
[00:06:13.000 --> 00:06:17.000]  當末底改取代了哈曼的位置之後
[00:06:17.000 --> 00:06:20.000]  末底改就從黃面前出來
[00:06:20.000 --> 00:06:21.000]  當時的書山城
[00:06:21.000 --> 00:06:26.000]  所有的人都說歡呼、喝采、快樂
[00:06:26.000 --> 00:06:28.000]  接著還要再補充一句
[00:06:28.000 --> 00:06:30.000]  那國的人民怎麼樣
[00:06:30.000 --> 00:06:34.000]  有許多因為懼怕尤大人就入了尤大籍
[00:06:34.000 --> 00:06:38.000]  就是說那時候尤大人的勢力一事無兩
[00:06:38.000 --> 00:06:40.000]  那你告訴我
[00:06:40.000 --> 00:06:42.000]  哪一個是大鞭
[00:06:42.000 --> 00:06:43.000]  尤大人是大鞭
[00:06:43.000 --> 00:06:45.000]  還是尤大人的敵人是大鞭
[00:06:45.000 --> 00:06:47.000]  我們看看當日究竟發生什麼事
[00:06:47.000 --> 00:06:50.000]  記載在這個九章一到五節
[00:06:50.000 --> 00:06:52.000]  等了十一個月
[00:06:52.000 --> 00:06:54.000]  那天終於來到了亞特月十三日
[00:06:54.000 --> 00:06:59.000]  整個記載就是尤大人就在各城裡聚集
[00:06:59.000 --> 00:07:02.000]  下手擊殺那要害他們的人
[00:07:02.000 --> 00:07:04.000]  沒有人能夠抵擋他們
[00:07:04.000 --> 00:07:07.000]  因為每一個族都懼怕他們
[00:07:07.000 --> 00:07:10.000]  於是尤大人就用刀擊殺一切的仇敵
[00:07:10.000 --> 00:07:14.000]  任意殺滅恨他們的人
[00:07:14.000 --> 00:07:16.000]  就是這樣
[00:07:16.000 --> 00:07:20.000]  在這個生死對決的亞特月十三日
[00:07:20.000 --> 00:07:22.000]  神就扭轉乾坤
[00:07:22.000 --> 00:07:24.000]  將整個局面扭轉
[00:07:24.000 --> 00:07:27.000]  一個定了案的死刑
[00:07:27.000 --> 00:07:29.000]  卻因為神的介入
[00:07:29.000 --> 00:07:33.000]  因為末底改和以私貼的信心和忠心
[00:07:33.000 --> 00:07:39.000]  就成為了尤大人消滅他們敵人的機會
[00:07:39.000 --> 00:07:41.000]  我們再看
[00:07:41.000 --> 00:07:42.000]  剛才經文說到
[00:07:42.000 --> 00:07:44.000]  朝廷上上下下都怎樣
[00:07:44.000 --> 00:07:46.000]  都懼怕末底改
[00:07:46.000 --> 00:07:49.000]  都站在尤大人的一邊
[00:07:49.000 --> 00:07:52.000]  雖然當日仍然有一些死硬派的波斯人
[00:07:52.000 --> 00:07:54.000]  或者是尤大人的仇敵
[00:07:54.000 --> 00:07:56.000]  出來跟尤大人爭戰
[00:07:56.000 --> 00:08:00.000]  但聖經說他們全部都被殲滅
[00:08:00.000 --> 00:08:02.000]  單是在這個書山城的第一天
[00:08:02.000 --> 00:08:04.000]  就已經有五百人被殺
[00:08:04.000 --> 00:08:08.000]  兼且哈曼的十個兒子都被殺
[00:08:08.000 --> 00:08:10.000]  很明顯
[00:08:10.000 --> 00:08:12.000]  並不是所有的敵人在第一天
[00:08:12.000 --> 00:08:14.000]  都全部被殺盡
[00:08:14.000 --> 00:08:16.000]  所以當皇帝問尤大人的時候
[00:08:16.000 --> 00:08:20.000]  你還想要些什麼
[00:08:20.000 --> 00:08:22.000]  尤大人就說
[00:08:22.000 --> 00:08:24.000]  皇若以為美
[00:08:24.000 --> 00:08:27.000]  求你准書山城的尤大人
[00:08:27.000 --> 00:08:31.000]  明天都照樣來殺我們的仇敵
[00:08:31.000 --> 00:08:34.000]  並且將哈曼那十個兒子的屍首
[00:08:34.000 --> 00:08:36.000]  掛在木架上
[00:08:36.000 --> 00:08:38.000]  皇爺也是這樣執行了
[00:08:38.000 --> 00:08:40.000]  聖經最後就說
[00:08:40.000 --> 00:08:43.000]  尤大人就脫離仇敵
[00:08:43.000 --> 00:08:45.000]  得享平安
[00:08:45.000 --> 00:08:47.000]  就是這樣
[00:08:47.000 --> 00:08:49.000]  連續兩天的殲殺
[00:08:49.000 --> 00:08:52.000]  整個波斯帝國裡面死的人
[00:08:52.000 --> 00:08:56.000]  死了七萬五千人
[00:08:56.000 --> 00:09:00.000]  結果就是尤大人脫離仇敵
[00:09:00.000 --> 00:09:02.000]  得享平安
[00:09:02.000 --> 00:09:04.000]  這是一個徹底性
[00:09:04.000 --> 00:09:06.000]  鎮壓壓倒性的勝利
[00:09:06.000 --> 00:09:08.000]  大家想一想
[00:09:08.000 --> 00:09:11.000]  等死去到得享平安
[00:09:11.000 --> 00:09:13.000]  從完全沒有希望
[00:09:13.000 --> 00:09:15.000]  去到絕對的勝利
[00:09:15.000 --> 00:09:16.000]  絕對的勝利
[00:09:16.000 --> 00:09:17.000]  大家覺不覺得
[00:09:17.000 --> 00:09:19.000]  這個其實就反映了
[00:09:19.000 --> 00:09:21.000]  耶穌基督
[00:09:21.000 --> 00:09:25.000]  神救贖罪人的恩典
[00:09:25.000 --> 00:09:26.000]  神的子民
[00:09:26.000 --> 00:09:28.000]  在當時以西帖的時候
[00:09:28.000 --> 00:09:32.000]  活在一個外邦的權勢底下的
[00:09:32.000 --> 00:09:34.000]  國權裡面
[00:09:34.000 --> 00:09:36.000]  信神的人
[00:09:36.000 --> 00:09:38.000]  很多時候都會被排斥
[00:09:38.000 --> 00:09:40.000]  攻擊壓制
[00:09:40.000 --> 00:09:41.000]  欺凌
[00:09:41.000 --> 00:09:43.000]  甚至是被殺
[00:09:43.000 --> 00:09:45.000]  大家覺不覺得
[00:09:45.000 --> 00:09:46.000]  我們今天的世界
[00:09:46.000 --> 00:09:48.000]  其實都幾類似這樣
[00:09:48.000 --> 00:09:49.000]  覺不覺得
[00:09:49.000 --> 00:09:50.000]  當然不是
[00:09:50.000 --> 00:09:51.000]  牧師有沒有搞錯
[00:09:51.000 --> 00:09:53.000]  今天我們生活得幾好
[00:09:53.000 --> 00:09:54.000]  雖然這個世界
[00:09:54.000 --> 00:09:55.000]  這裡有些問題
[00:09:55.000 --> 00:09:56.000]  那裡有些問題
[00:09:56.000 --> 00:09:57.000]  但整體上面
[00:09:57.000 --> 00:09:59.000]  我們都生活得很平安
[00:09:59.000 --> 00:10:00.000]  整體上面
[00:10:00.000 --> 00:10:01.000]  我們都沒有什麼真正
[00:10:01.000 --> 00:10:03.000]  和即時的威脅和危險
[00:10:03.000 --> 00:10:05.000]  大家是不是這樣看法
[00:10:05.000 --> 00:10:07.000]  大家是不是這樣看法
[00:10:07.000 --> 00:10:10.000]  我們看一段經文
[00:10:10.000 --> 00:10:11.000]  主耶穌自己說的
[00:10:11.000 --> 00:10:13.000]  這個約翰福音的三章
[00:10:13.000 --> 00:10:14.000]  主耶穌說
[00:10:14.000 --> 00:10:17.000]  信子的人有永生
[00:10:17.000 --> 00:10:20.000]  不信子的人得不著永生
[00:10:20.000 --> 00:10:23.000]  神的真路常在他身上
[00:10:23.000 --> 00:10:26.000]  信他的人不被定罪
[00:10:26.000 --> 00:10:29.000]  不信的人罪已經定了
[00:10:29.000 --> 00:10:30.000]  為什麼
[00:10:30.000 --> 00:10:31.000]  因為他不信神
[00:10:31.000 --> 00:10:34.000]  獨生的兒子
[00:10:34.000 --> 00:10:36.000]  耶穌實實在在的告訴我們
[00:10:36.000 --> 00:10:38.000]  那聽我話
[00:10:38.000 --> 00:10:41.000]  又信差我來者的
[00:10:41.000 --> 00:10:42.000]  就有永生
[00:10:42.000 --> 00:10:43.000]  不至於定罪
[00:10:43.000 --> 00:10:45.000]  已經出死入生了
[00:10:45.000 --> 00:10:47.000]  這三節很簡單的經文
[00:10:47.000 --> 00:10:50.000]  告訴我們
[00:10:50.000 --> 00:10:54.000]  那些不信神兒子的人
[00:10:54.000 --> 00:10:56.000]  已經被定罪
[00:10:56.000 --> 00:10:58.000]  無論他們在這個世上
[00:10:58.000 --> 00:10:59.000]  此時此刻
[00:10:59.000 --> 00:11:02.000]  他們生活得如何的豪華
[00:11:02.000 --> 00:11:03.000]  富貴
[00:11:03.000 --> 00:11:05.000]  但是聖經講得很清楚
[00:11:05.000 --> 00:11:06.000]  他們的終局
[00:11:06.000 --> 00:11:08.000]  就是永遠的沉淪
[00:11:08.000 --> 00:11:10.000]  其實我覺得好像
[00:11:10.000 --> 00:11:13.000]  以私貼時代的猶大人
[00:11:13.000 --> 00:11:14.000]  沒有希望地
[00:11:14.000 --> 00:11:17.000]  來等他們最後的死亡來臨
[00:11:17.000 --> 00:11:19.000]  但是有一個很重要的分別
[00:11:19.000 --> 00:11:20.000]  分別在哪裡
[00:11:20.000 --> 00:11:21.000]  那個分別就是
[00:11:21.000 --> 00:11:24.000]  當時的猶大人
[00:11:24.000 --> 00:11:26.000]  知道他們接下來的死刑
[00:11:26.000 --> 00:11:27.000]  是吧
[00:11:27.000 --> 00:11:29.000]  他們知道
[00:11:29.000 --> 00:11:31.000]  還有他們都嘗試用盡
[00:11:31.000 --> 00:11:34.000]  他們所能夠做的事情
[00:11:34.000 --> 00:11:35.000]  來嘗試扭轉他們
[00:11:35.000 --> 00:11:37.000]  這個死亡的命運
[00:11:37.000 --> 00:11:38.000]  不過
[00:11:38.000 --> 00:11:39.000]  今天我們的人
[00:11:39.000 --> 00:11:40.000]  卻是不知道
[00:11:40.000 --> 00:11:41.000]  我們永死的命運
[00:11:41.000 --> 00:11:46.000]  一個已經定了案的命運
[00:11:46.000 --> 00:11:47.000]  生活得越好
[00:11:47.000 --> 00:11:48.000]  生活得越富貴
[00:11:48.000 --> 00:11:49.000]  越豪華
[00:11:49.000 --> 00:11:51.000]  越無憂無慮的
[00:11:51.000 --> 00:11:55.000]  就越少那個慾望
[00:11:55.000 --> 00:11:59.000]  去明白來生的事情
[00:11:59.000 --> 00:12:01.000]  這個就是今天人的光景
[00:12:01.000 --> 00:12:02.000]  可以說
[00:12:02.000 --> 00:12:03.000]  可以說其實
[00:12:03.000 --> 00:12:05.000]  救恩這個信息
[00:12:05.000 --> 00:12:07.000]  是完全的
[00:12:07.000 --> 00:12:08.000]  充滿在
[00:12:08.000 --> 00:12:11.000]  《以私貼記》這本書裡面
[00:12:11.000 --> 00:12:13.000]  當時的猶大人
[00:12:13.000 --> 00:12:15.000]  面對捆綁
[00:12:15.000 --> 00:12:16.000]  面對奴役
[00:12:16.000 --> 00:12:19.000]  面對被滅絕的威脅
[00:12:19.000 --> 00:12:20.000]  但是通過《末底改》
[00:12:20.000 --> 00:12:22.000]  和《以私貼》那個忠心
[00:12:22.000 --> 00:12:23.000]  和勇氣
[00:12:23.000 --> 00:12:25.000]  他們就得到釋放
[00:12:25.000 --> 00:12:26.000]  得著自由
[00:12:26.000 --> 00:12:27.000]  得著平安
[00:12:27.000 --> 00:12:29.000]  這個豈不是一個鏡子
[00:12:29.000 --> 00:12:30.000]  來反映了
[00:12:30.000 --> 00:12:33.000]  耶穌基督救恩的屬靈現實呢
[00:12:33.000 --> 00:12:35.000]  我們都是從罪惡
[00:12:35.000 --> 00:12:38.000]  從罪惡而來的死亡
[00:12:38.000 --> 00:12:40.000]  得著釋放的
[00:12:40.000 --> 00:12:41.000]  我們都是這樣的
[00:12:41.000 --> 00:12:42.000]  是不是
[00:12:42.000 --> 00:12:44.000]  好了
[00:12:44.000 --> 00:12:48.000]  當猶大人的敵人
[00:12:48.000 --> 00:12:51.000]  被殲滅之後
[00:12:51.000 --> 00:12:53.000]  當時的猶大人
[00:12:53.000 --> 00:12:55.000]  雖然活在一個的
[00:12:55.000 --> 00:12:59.000]  外邦勢力的國家裡面
[00:12:59.000 --> 00:13:01.000]  但是聖經說的
[00:13:01.000 --> 00:13:04.000]  他們得享平安
[00:13:04.000 --> 00:13:05.000]  是不是
[00:13:05.000 --> 00:13:07.000]  我想問大家
[00:13:07.000 --> 00:13:09.000]  我們今天都是活在一個
[00:13:09.000 --> 00:13:11.000]  外邦的權勢底下
[00:13:11.000 --> 00:13:13.000]  今天所大部份國家的政府
[00:13:13.000 --> 00:13:14.000]  都不是信基督教
[00:13:14.000 --> 00:13:16.000]  就算說信基督教
[00:13:16.000 --> 00:13:17.000]  他們所行出來都不是基督教
[00:13:17.000 --> 00:13:19.000]  是聖經裡面的教導
[00:13:19.000 --> 00:13:20.000]  我問大家
[00:13:20.000 --> 00:13:22.000]  我們活在一個這樣的世界裡面
[00:13:22.000 --> 00:13:25.000]  你今天有平安嗎
[00:13:25.000 --> 00:13:26.000]  你今天有平安嗎
[00:13:26.000 --> 00:13:30.000]  我覺得這是很重要的問題
[00:13:30.000 --> 00:13:32.000]  大家記不記得
[00:13:32.000 --> 00:13:34.000]  在主耶穌復活之後
[00:13:34.000 --> 00:13:37.000]  當祂顯現給祂的門徒
[00:13:37.000 --> 00:13:38.000]  看的時候
[00:13:38.000 --> 00:13:39.000]  大家記不記得
[00:13:39.000 --> 00:13:41.000]  主耶穌第一句話是說什麼的
[00:13:41.000 --> 00:13:42.000]  記不記得
[00:13:42.000 --> 00:13:43.000]  我們看這個
[00:13:43.000 --> 00:13:46.000]  《楊福音》二十章第十九節
[00:13:46.000 --> 00:13:47.000]  那天晚上
[00:13:47.000 --> 00:13:49.000]  門徒所在的地方
[00:13:49.000 --> 00:13:51.000]  他們很怕猶大人
[00:13:51.000 --> 00:13:53.000]  所以門都關了
[00:13:53.000 --> 00:13:55.000]  耶穌還站在當中
[00:13:55.000 --> 00:13:56.000]  對他們說什麼
[00:13:56.000 --> 00:13:58.000]  願你們平安
[00:13:58.000 --> 00:14:00.000]  願你們平安
[00:14:00.000 --> 00:14:01.000]  大家記不記得
[00:14:01.000 --> 00:14:03.000]  《末底改》
[00:14:03.000 --> 00:14:04.000]  以斯帖這個故事
[00:14:04.000 --> 00:14:06.000]  來對比耶穌的故事的時候
[00:14:06.000 --> 00:14:11.000]  其實有很大的一個類同的地方
[00:14:11.000 --> 00:14:15.000]  當以斯帖時代的猶大人
[00:14:15.000 --> 00:14:17.000]  從他們的敵人當中
[00:14:17.000 --> 00:14:19.000]  被釋放出來的時候
[00:14:19.000 --> 00:14:20.000]  聖經就說什麼
[00:14:20.000 --> 00:14:22.000]  他們就脫離仇敵
[00:14:22.000 --> 00:14:23.000]  得享平安
[00:14:23.000 --> 00:14:24.000]  同樣
[00:14:24.000 --> 00:14:26.000]  當耶穌基督在整個世界
[00:14:26.000 --> 00:14:29.000]  通過祂的壽死復活
[00:14:29.000 --> 00:14:30.000]  而宣稱祂那個
[00:14:30.000 --> 00:14:32.000]  絕對最後的勝利的時候
[00:14:32.000 --> 00:14:34.000]  其實祂都是將平安
[00:14:34.000 --> 00:14:37.000]  帶給整個的世界
[00:14:37.000 --> 00:14:38.000]  或者更加準確
[00:14:38.000 --> 00:14:41.000]  帶給所有信他的人
[00:14:41.000 --> 00:14:42.000]  是吧
[00:14:42.000 --> 00:14:44.000]  讓我再問大家一次
[00:14:44.000 --> 00:14:45.000]  你今天生命裡面
[00:14:45.000 --> 00:14:47.000]  你活在今天的生活當中
[00:14:47.000 --> 00:14:48.000]  你有平安嗎
[00:14:48.000 --> 00:14:50.000]  有嗎
[00:14:50.000 --> 00:14:51.000]  你可能說
[00:14:51.000 --> 00:14:52.000]  怎麼可能有平安
[00:14:52.000 --> 00:14:53.000]  在這樣的世界
[00:14:53.000 --> 00:14:54.000]  是吧
[00:14:54.000 --> 00:14:55.000]  我的經濟正確
[00:14:55.000 --> 00:14:56.000]  慢慢緊
[00:14:56.000 --> 00:14:57.000]  我不是在這裡生病
[00:14:57.000 --> 00:14:58.000]  就在那裡痛
[00:14:58.000 --> 00:15:00.000]  那些小孩又不長進
[00:15:00.000 --> 00:15:01.000]  外出又怕感染
[00:15:01.000 --> 00:15:03.000]  經常都要戴著口罩
[00:15:03.000 --> 00:15:05.000]  困在家裡又怕身體不
[00:15:05.000 --> 00:15:07.000]  又怕沒有運動
[00:15:07.000 --> 00:15:09.000]  身體不好
[00:15:09.000 --> 00:15:10.000]  等一下
[00:15:10.000 --> 00:15:11.000]  等一下
[00:15:11.000 --> 00:15:13.000]  聽清楚我的問題
[00:15:13.000 --> 00:15:14.000]  我並不是說
[00:15:14.000 --> 00:15:15.000]  今天你生活裡面
[00:15:15.000 --> 00:15:18.000]  有沒有問題
[00:15:18.000 --> 00:15:19.000]  我是問你
[00:15:19.000 --> 00:15:20.000]  今天的生活裡面
[00:15:20.000 --> 00:15:22.000]  有沒有平安
[00:15:22.000 --> 00:15:24.000]  兩個很不同的問題
[00:15:24.000 --> 00:15:25.000]  大家要留意
[00:15:25.000 --> 00:15:26.000]  當主耶穌
[00:15:26.000 --> 00:15:27.000]  跟祂的門徒說
[00:15:27.000 --> 00:15:31.000]  願你們平安的時候
[00:15:31.000 --> 00:15:33.000]  當時的門徒是什麼光景
[00:15:33.000 --> 00:15:35.000]  當時的門徒就是什麼
[00:15:35.000 --> 00:15:38.000]  好怕當時的猶太人
[00:15:38.000 --> 00:15:39.000]  被拘捕
[00:15:39.000 --> 00:15:41.000]  他們的主子被殺
[00:15:41.000 --> 00:15:43.000]  所以關了門
[00:15:43.000 --> 00:15:45.000]  在自己的房間裡面
[00:15:45.000 --> 00:15:47.000]  圍爐取暖
[00:15:47.000 --> 00:15:48.000]  是吧
[00:15:48.000 --> 00:15:49.000]  在這樣的處境裡面
[00:15:49.000 --> 00:15:50.000]  你說那幫門徒
[00:15:50.000 --> 00:15:53.000]  有沒有可能有平安
[00:15:53.000 --> 00:15:54.000]  為什麼耶穌去到
[00:15:54.000 --> 00:15:55.000]  那幫門徒裡面
[00:15:55.000 --> 00:15:58.000]  說願你們平安
[00:15:58.000 --> 00:15:59.000]  其實原文得
[00:15:59.000 --> 00:16:01.000]  其實原文更加直接
[00:16:01.000 --> 00:16:02.000]  因為說
[00:16:02.000 --> 00:16:04.000]  平安來到你們當中了
[00:16:04.000 --> 00:16:05.000]  有嗎
[00:16:05.000 --> 00:16:07.000]  門徒在這樣的恐懼當中
[00:16:07.000 --> 00:16:09.000]  裡面有平安呢
[00:16:09.000 --> 00:16:10.000]  是不是耶穌基督
[00:16:10.000 --> 00:16:11.000]  無知無怪
[00:16:11.000 --> 00:16:13.000]  根本不知道發生什麼事
[00:16:13.000 --> 00:16:16.000]  我相信剛剛相反
[00:16:16.000 --> 00:16:18.000]  是那幫門徒不知道
[00:16:18.000 --> 00:16:22.000]  當時發生什麼事
[00:16:22.000 --> 00:16:24.000]  當主耶穌死在十字架上面
[00:16:24.000 --> 00:16:26.000]  當耶穌從墳墓裡面
[00:16:26.000 --> 00:16:27.000]  走出來的時候
[00:16:27.000 --> 00:16:28.000]  通過行動
[00:16:28.000 --> 00:16:30.000]  去向整個世界宣告
