
[00:00:00.000 --> 00:00:04.900]  提問姐妹,我們今天的訊息是我們教會的主題的第三個部分
[00:01:46.700 --> 00:01:51.100]  我們一起來用粵語、用國語都可以
[00:01:51.100 --> 00:01:54.500]  我們一起來同聲,我們一起來讀這段經文
[00:01:54.500 --> 00:01:56.600]  我們一起來讀一下
[00:01:56.600 --> 00:01:59.100]  我們用國語或者粵語一起讀這段經文
[00:01:59.100 --> 00:02:01.200]  好,我們一起來31
[00:02:01.200 --> 00:02:06.500]  當人子在他榮耀裡從天使降臨的時候
[00:02:06.500 --> 00:02:09.400]  要坐在他榮耀的寶座上
[00:02:09.400 --> 00:02:12.400]  萬民都要聚集在他面前
[00:02:12.400 --> 00:02:14.800]  他要把他們分別出來
[00:02:14.800 --> 00:02:18.600]  好像牧羊的分別,綿羊山羊一般
[00:02:18.600 --> 00:02:22.600]  把綿羊安置在右邊,山羊在左邊
[00:02:22.600 --> 00:02:25.700]  於是王要向那右邊的說
[00:02:25.700 --> 00:02:28.500]  你們這蒙我父賜福的
[00:02:28.500 --> 00:02:32.900]  可來承受那創世以來為你們所預備的國
[00:02:32.900 --> 00:02:35.800]  因為我餓了,你們給我吃
[00:02:35.800 --> 00:02:38.000]  渴了,你們給我喝
[00:02:38.000 --> 00:02:42.400]  我做客裡,你們替我餓成肉體
[00:02:42.400 --> 00:02:43.900]  你們給我穿
[00:02:43.900 --> 00:02:46.400]  我病了,你們來看顧我
[00:02:46.400 --> 00:02:49.000]  我在監裡,你們來看我
[00:02:49.000 --> 00:02:50.900]  一人就回答說
[00:02:50.900 --> 00:02:54.700]  主啊,我們什麼時候見你餓了給你吃
[00:02:54.700 --> 00:02:56.400]  渴了給你喝
[00:02:56.400 --> 00:02:59.600]  什麼時候見你做客裡留你住
[00:02:59.600 --> 00:03:02.400]  或者剩剩肉體給你穿
[00:03:02.400 --> 00:03:04.600]  又什麼時候見你病了
[00:03:04.600 --> 00:03:07.400]  或者在監裡來看你呢
[00:03:07.400 --> 00:03:09.100]  王要回答說
[00:03:09.100 --> 00:03:11.000]  我實在告訴你們
[00:03:11.000 --> 00:03:16.000]  這些事你們記住在我這弟兄中一個最小的身上
[00:03:16.000 --> 00:03:18.700]  就是坐在我身上的
[00:03:18.700 --> 00:03:21.200]  王又對左邊的說
[00:03:21.200 --> 00:03:24.500]  你們這被咒詛的人,離開我
[00:03:24.500 --> 00:03:29.500]  進入那位魔鬼和他的使者所預備的永火裡去
[00:03:29.500 --> 00:03:32.500]  因為我餓了,你們不給我吃
[00:03:32.500 --> 00:03:34.800]  渴了,你們不給我喝
[00:03:34.800 --> 00:03:37.600]  我做客裡,你們不留我住
[00:03:37.600 --> 00:03:40.600]  我赤身肉體,你們不給我穿
[00:03:40.600 --> 00:03:42.700]  我病了,我在監裡
[00:03:42.700 --> 00:03:44.600]  你們不來看顧我
[00:03:44.600 --> 00:03:46.600]  他們也要回答說
[00:03:46.600 --> 00:03:49.500]  主啊,我們什麼時候見你餓了
[00:03:49.500 --> 00:03:51.600]  或渴了,或做客裡
[00:03:51.600 --> 00:03:53.100]  或赤身肉體
[00:03:53.100 --> 00:03:55.200]  或病了,或在監裡
[00:03:55.200 --> 00:03:57.000]  不伺候你呢
[00:03:57.000 --> 00:03:58.700]  王要回答說
[00:03:58.700 --> 00:04:00.600]  我實在告訴你們
[00:04:00.600 --> 00:04:05.700]  這些事你不坐在我這弟兄中一個最小的身上
[00:04:05.700 --> 00:04:08.200]  就是不坐在我身上的
[00:04:08.200 --> 00:04:10.800]  這些人要往永行裡去
[00:04:10.800 --> 00:04:15.700]  那些義人要往永火裡去
[00:04:15.700 --> 00:04:22.300]  好,我們先看今天的經文的31節到32節
[00:04:22.300 --> 00:04:25.400]  我們先看經文的31和32節
[00:04:25.400 --> 00:04:30.800]  因為這段經文是在主耶穌上師教之前
[00:04:30.800 --> 00:04:34.500]  和門徒最後一次比較長的一篇教導
[00:04:34.500 --> 00:04:36.800]  這段是主耶穌在上十字架之前
[00:04:36.800 --> 00:04:39.600]  和門徒一個比較長的教導
[00:04:39.600 --> 00:04:43.000]  他用他自己特別喜歡的稱呼
[00:04:43.000 --> 00:04:45.200]  稱自己叫人子
[00:04:45.200 --> 00:04:47.200]  他用一個他自己比較喜歡的稱號
[00:04:47.200 --> 00:04:48.500]  就叫自己人子
[00:04:48.500 --> 00:04:52.000]  所以說我們要先看人子在聖經裡邊
[00:04:52.000 --> 00:04:53.400]  到底代表什麼
[00:04:53.400 --> 00:04:56.600]  我們先看聖經裡面人子的意思是什麼
[00:04:56.600 --> 00:04:58.000]  因為他講的是
[00:04:58.000 --> 00:05:01.200]  第一就是主耶穌是謙卑的僕人
[00:05:01.200 --> 00:05:03.100]  祂赦免你我赦免罪人
[00:05:03.100 --> 00:05:05.400]  首先他要講到自己是個謙卑的僕人
[00:05:05.400 --> 00:05:07.700]  赦免罪人
[00:05:07.700 --> 00:05:10.000]  第二主耶穌也是受苦的僕人
[00:05:10.000 --> 00:05:13.400]  祂受死且復活並且救出祂的子民
[00:05:13.400 --> 00:05:15.400]  第二個就是祂是受苦的僕人
[00:05:15.400 --> 00:05:17.800]  受死且復活救贖祂的子民
[00:05:17.800 --> 00:05:21.200]  在這裡面我們看到祂也是榮耀的君王
[00:05:21.200 --> 00:05:23.800]  在這裡我們同樣看到祂是一個榮耀的君王
[00:05:23.800 --> 00:05:26.800]  並且我們更加看到祂要是將要來
[00:05:26.800 --> 00:05:30.700]  那一位的審判者要建立神的國度
[00:05:30.700 --> 00:05:33.400]  和祂是將來要回來的審判者
[00:05:33.400 --> 00:05:35.900]  將來要在地上建立神的國度
[00:05:35.900 --> 00:05:38.600]  祂來的時候要和眾天使
[00:05:38.600 --> 00:05:42.600]  在榮耀裡一起降臨並且坐在祂的寶座上
[00:05:42.600 --> 00:05:46.400]  祂將來的時候會和眾天使在雲彩之下降落
[00:05:46.400 --> 00:05:47.500]  以審判萬國
[00:05:47.500 --> 00:05:50.200]  在這裡面三少爺解釋到
[00:05:50.200 --> 00:05:52.900]  祂要把祂的子民
[00:05:52.900 --> 00:05:56.000]  把人民群眾都要分開
[00:05:56.000 --> 00:05:58.600]  祂會講到祂要將祂的人民分開
[00:05:58.600 --> 00:06:01.200]  就像分綿羊和山羊一樣
[00:06:01.200 --> 00:06:03.700]  就好像將綿羊山羊分開一樣
[00:06:03.700 --> 00:06:05.900]  祂不是說現在只有這個結果
[00:06:05.900 --> 00:06:07.900]  而是說結局早已經定了
[00:06:07.900 --> 00:06:10.500]  祂的意思是說結局早已經定下
[00:06:10.500 --> 00:06:15.100]  主耶穌在這裡面實行的是一個分開審判的工作
[00:06:15.100 --> 00:06:18.800]  祂所做的只是一個分開和審判的工作
[00:06:18.800 --> 00:06:21.000]  我們繼續看看
[00:06:21.000 --> 00:06:25.400]  我們繼續看下去
[00:06:25.400 --> 00:06:30.500]  主耶穌就把綿羊一部分先放在右邊
[00:06:30.500 --> 00:06:32.700]  主耶穌先將一部分羊放在右邊
[00:06:32.700 --> 00:06:34.100]  然後山羊在左邊
[00:06:34.100 --> 00:06:35.200]  就將山羊放在左邊
[00:06:35.200 --> 00:06:36.800]  在當時的時代就是
[00:06:36.800 --> 00:06:39.300]  右邊是一個尊貴的位置
[00:06:39.300 --> 00:06:42.200]  當時又解釋了右邊是一個尊貴的位置
[00:06:42.200 --> 00:06:44.900]  所以主耶穌先向右邊這樣講
[00:06:44.900 --> 00:06:47.400]  所以主耶穌就先向右邊這樣講
[00:06:47.400 --> 00:06:51.500]  就是你們要享受父所預備的賜福
[00:06:51.500 --> 00:06:54.300]  就是你們要享受父所預備的福
[00:06:54.300 --> 00:06:57.300]  並且要承受那創世以來
[00:06:57.300 --> 00:06:58.800]  已經為你們預備的國
[00:06:58.800 --> 00:07:02.400]  以及要承受創世以來為你們所預備的國
[00:07:02.400 --> 00:07:06.800]  弟兄姐妹我們在這裡解釋一下
[00:07:06.800 --> 00:07:14.400]  在這邊不是一個完全靠行為得救的信息
[00:07:14.400 --> 00:07:17.000]  這個不是講到一個靠行為得救的信息
[00:07:17.000 --> 00:07:20.600]  因為蒙父賜福這些人
[00:07:20.600 --> 00:07:23.300]  他是靠著聖父的恩典
[00:07:23.300 --> 00:07:25.100]  因為蒙父賜福的人
[00:07:25.100 --> 00:07:26.700]  他們是靠著聖父的恩典
[00:07:26.700 --> 00:07:29.200]  並且靠著主耶穌聖子的救贖
[00:07:29.200 --> 00:07:31.800]  並且靠著主耶穌聖子的救贖
[00:07:31.800 --> 00:07:36.100]  另外我們看到他們所承受的國是父所賜的
[00:07:36.100 --> 00:07:39.100]  因為我們看到所承受的國是聖父所賜的
[00:07:39.100 --> 00:07:42.700]  並且創世以來就是聖子所親自預備的
[00:07:42.700 --> 00:07:45.200]  這個是創世以來聖子親自預備的
[00:07:45.200 --> 00:07:47.400]  這裡面又含著一個信息
[00:07:47.400 --> 00:07:53.500]  就是這些得救的人是蒙神早已經在創世之初所簡選的人
[00:07:53.500 --> 00:07:56.000]  所以講到的就是那幫得福的人是神
[00:07:56.000 --> 00:07:59.100]  主耶穌在創世以來就簡選要得到的
[00:07:59.100 --> 00:08:03.700]  然後我們也藉著下面的幾段幾個slide來看一下
[00:08:03.700 --> 00:08:09.600]  他們是從遠處望見並且歡喜看見那不能振動的國
[00:08:09.600 --> 00:08:10.700]  我們繼續去看下去
[00:08:10.700 --> 00:08:13.700]  我們看見就是他們是從遠處望見
[00:08:13.700 --> 00:08:16.100]  和歡喜迎接那不能振動的國
[00:08:16.100 --> 00:08:18.100]  並且羨慕那更美的家鄉
[00:08:18.100 --> 00:08:20.200]  和羨慕那更美的家鄉
[00:08:20.200 --> 00:08:21.700]  為什麼這樣講呢?
[00:08:21.700 --> 00:08:22.800]  為什麼這樣講呢?
[00:08:22.800 --> 00:08:26.500]  我們先看一下哥倫多前書的二章第九節這段經文
[00:08:26.500 --> 00:08:29.400]  哥倫多前書二章九節這樣講到
[00:08:29.400 --> 00:08:32.100]  也鼓勵你我
[00:08:32.100 --> 00:08:37.000]  因為神為我們預備的是我們眼睛未曾看見
[00:08:37.000 --> 00:08:38.800]  耳朵未曾聽見的
[00:08:38.800 --> 00:08:42.100]  因為神為愛他的人所預備的是眼睛未曾看見
[00:08:42.100 --> 00:08:42.400]  語言語言
[00:08:42.400 --> 00:08:46.000]  並且是我們想像也想像不出會這樣豐富的
[00:08:46.000 --> 00:08:48.900]  也都說我們不能夠想像到這麼豐富的
[00:08:48.900 --> 00:08:52.800]  因為我們看到希伯來書十一章十六節這樣講
[00:08:52.800 --> 00:08:55.300]  也都在希伯來書十一章十六節這樣講到
[00:08:55.300 --> 00:08:57.900]  就是講到信心的這些人的見證
[00:08:57.900 --> 00:09:00.100]  就是講到信心的那幫人的見證
[00:09:00.100 --> 00:09:01.900]  他們沒有得到那個國
[00:09:01.900 --> 00:09:03.100]  他們沒有得到那個國
[00:09:03.100 --> 00:09:07.300]  但是他們從遠處去羨慕那更美好的家鄉
[00:09:07.300 --> 00:09:10.400]  但是他們從遠處去羨慕那更美好的家鄉
[00:09:10.400 --> 00:09:12.500]  就是從就是在天上的
[00:09:12.500 --> 00:09:13.600]  就是在天上的
[00:09:13.600 --> 00:09:18.800]  並且神稱他們為神並無以為恥
[00:09:18.800 --> 00:09:24.000]  因為和神被稱為他們的神並不以為恥
[00:09:24.000 --> 00:09:25.680]  弟兄姊妹你是不是也同樣
[00:09:25.680 --> 00:09:27.800]  希望這不能震動的國
[00:09:27.800 --> 00:09:29.400]  希望那更美的家鄉
[00:09:29.400 --> 00:09:30.800]  弟兄姊妹你是同樣的
[00:09:30.800 --> 00:09:32.600]  羨慕這個不能震動的國
[00:09:32.600 --> 00:09:34.900]  羨慕那個更美的家鄉呢
[00:09:34.900 --> 00:09:36.300]  我們繼續往下看
[00:09:36.300 --> 00:09:37.900]  我們繼續看下去
[00:09:37.900 --> 00:09:40.200]  那如果今天主耶穌再來
[00:09:40.200 --> 00:09:41.500]  你是不是預備好了
[00:09:41.500 --> 00:09:42.900]  如果主耶穌今天回來
[00:09:42.900 --> 00:09:44.400]  你是不是已經預備好了
[00:09:44.400 --> 00:09:46.000]  我們如果回答這個問題
[00:09:46.000 --> 00:09:48.900]  不是說百分之百的立刻的
[00:09:48.900 --> 00:09:50.000]  是的這個答案的話
[00:09:50.000 --> 00:09:51.500]  我們會有什麼原因
[00:09:51.500 --> 00:09:54.600]  如果我們不是百分之百肯定說是的時候
[00:09:54.600 --> 00:09:55.900]  我們究竟有什麼原因呢
[00:09:55.900 --> 00:09:56.900]  我們很可能覺得
[00:09:56.900 --> 00:09:58.000]  好像我們一直預備
[00:09:58.000 --> 00:10:00.200]  但是感覺到一直沒有預備好
[00:10:00.200 --> 00:10:01.500]  可能我們一直在預備
[00:10:01.500 --> 00:10:04.400]  但是卻是一直感覺不到預備得好
[00:10:04.400 --> 00:10:06.800]  那是不是因為我們更看重地上
[00:10:06.800 --> 00:10:08.400]  我們可能要捨棄的
[00:10:08.400 --> 00:10:10.500]  是不是因為我們更加體重地上
[00:10:10.500 --> 00:10:12.400]  我們可以捨棄的呢
[00:10:12.400 --> 00:10:14.700]  卻不是真正羨慕主再來之後
[00:10:14.700 --> 00:10:16.500]  聖父所賜給的
[00:10:16.500 --> 00:10:22.400]  卻不是羨慕主回來之後聖父所給我們的
[00:10:22.400 --> 00:10:25.000]  並且聖子所預備的那不能震動的國
[00:10:25.000 --> 00:10:27.400]  就是聖子親自預備的不能震動的國
[00:10:27.400 --> 00:10:29.000]  因為那是更美的家鄉
[00:10:29.000 --> 00:10:30.700]  因為那是更美的家鄉
[00:10:30.700 --> 00:10:33.300]  那另外我們問我們自己主再來的時候
[00:10:33.300 --> 00:10:35.300]  你最羨慕的是什麼呢
[00:10:35.300 --> 00:10:37.000]  我們先問自己主回來的時候
[00:10:37.000 --> 00:10:38.700]  你最羨慕的是什麼呢
[00:10:38.700 --> 00:10:40.200]  對我來講
[00:10:40.200 --> 00:10:43.700]  我最羨慕就是和主能夠永遠在一起
[00:10:43.700 --> 00:10:46.400]  我最羨慕的就是當主耶穌回來的時候
[00:10:46.400 --> 00:10:47.900]  我能夠和祂在一起
[00:10:47.900 --> 00:10:50.300]  另外祂的應許給我一個榮耀的身體
[00:10:50.300 --> 00:10:53.500]  因為祂應許給我一個榮耀的身體
[00:10:53.500 --> 00:10:55.600]  我深知道我們這個破碎的身體
[00:10:55.600 --> 00:10:57.700]  有一個榮耀的身體多麼重要
[00:10:57.700 --> 00:11:00.600]  因為我們看見這個榮耀的身體
[00:11:00.600 --> 00:11:02.500]  比破舊的身體更重要
[00:11:02.500 --> 00:11:04.800]  並且我們能夠和聖徒永遠同在
[00:11:04.800 --> 00:11:07.600]  以及我們能夠和其他聖徒一起同在
[00:11:07.600 --> 00:11:08.500]  我們英雄姐妹
[00:11:08.500 --> 00:11:10.700]  我們這樣的羨慕和期盼
[00:11:10.700 --> 00:11:14.000]  對我們把握今天活出喜樂的生命
[00:11:14.000 --> 00:11:15.300]  有什麼幫助沒有
[00:11:15.300 --> 00:11:17.300]  我們這樣的羨慕和期盼
[00:11:17.300 --> 00:11:20.100]  對我們把握今天活出喜樂豐盛的生命
[00:11:20.100 --> 00:11:21.500]  有什麼幫助沒有
[00:11:21.500 --> 00:11:25.600]  如果和今天的我們的經文聯繫起來
[00:11:25.600 --> 00:11:28.200]  如果我們和經文一起去看的時候
[00:11:28.200 --> 00:11:30.600]  希望就是讓我們能夠將一切
[00:11:30.600 --> 00:11:31.900]  能夠坐在主的身上
[00:11:31.900 --> 00:11:33.400]  能夠服侍他人
[00:11:33.400 --> 00:11:36.200]  我盼望我們能夠把一切做在主身上的
[00:11:36.200 --> 00:11:37.400]  服侍他人的
[00:11:37.400 --> 00:11:41.300]  服侍在他人身上
[00:11:41.300 --> 00:11:43.100]  我們繼續看
[00:11:43.100 --> 00:11:44.300]  我們繼續看下去
[00:11:44.300 --> 00:11:47.400]  主耶穌給出一個很重要的原因
[00:11:47.400 --> 00:11:50.100]  主耶穌給他們一個更重要的原因
[00:11:50.100 --> 00:11:51.500]  因為祂講了六件事情
[00:11:51.500 --> 00:11:52.700]  祂講了六件事
[00:11:52.700 --> 00:11:54.200]  祂說我餓了
[00:11:54.200 --> 00:11:55.500]  你們給我吃
[00:11:55.500 --> 00:11:57.500]  祂說我餓了 你們給我吃
[00:11:57.500 --> 00:11:58.900]  那下面祂講的渴了
[00:11:58.900 --> 00:12:03.100]  然後講的就是
[00:12:03.100 --> 00:12:04.000]  祂是剋裂
[00:12:04.000 --> 00:12:05.700]  然後祂是出生落體
[00:12:05.700 --> 00:12:06.400]  有人給祂穿
[00:12:06.400 --> 00:12:07.000]  然後祂病了
[00:12:07.000 --> 00:12:08.100]  有人來看祂
[00:12:08.100 --> 00:12:09.500]  等等這六件事情
[00:12:09.500 --> 00:12:10.900]  祂講到祂渴了
[00:12:10.900 --> 00:12:12.200]  講到祂做剋裂
[00:12:12.200 --> 00:12:13.500]  講到祂赤身露體
[00:12:13.500 --> 00:12:14.700]  講到祂病了
[00:12:14.700 --> 00:12:16.300]  講到祂在監獄了
[00:12:16.300 --> 00:12:17.600]  六件事
[00:12:17.600 --> 00:12:20.800]  這裡邊就是三十七節這個
[00:12:20.800 --> 00:12:23.000]  這個詞就是「義人」這樣回答說
[00:12:23.000 --> 00:12:24.400]  在三十七節那裡
[00:12:24.400 --> 00:12:27.100]  講到就是突然間講到一個「義人」回答說
[00:12:27.100 --> 00:12:28.700]  我們要注意他們回答的
[00:12:28.700 --> 00:12:32.200]  並不是說他們所承受的
[00:12:32.200 --> 00:12:34.700]  他們為他們所承受的吃驚
[00:12:34.700 --> 00:12:36.200]  我們看見的就是
[00:12:36.200 --> 00:12:38.900]  他們不是為他所承受的驚訝
[00:12:38.900 --> 00:12:40.500]  而是為了他們
[00:12:40.500 --> 00:12:42.300]  主給他們的解釋
[00:12:42.300 --> 00:12:43.900]  他們承受的國的原因
[00:12:43.900 --> 00:12:44.900]  特別驚訝
[00:12:44.900 --> 00:12:47.000]  他們是為了主耶穌給他們的解釋
[00:12:47.000 --> 00:12:48.500]  去感到驚訝
[00:12:48.500 --> 00:12:49.300]  為什麼呢
[00:12:49.300 --> 00:12:50.000]  為什麼呢
[00:12:50.000 --> 00:12:51.700]  因為祂是這樣問
[00:12:51.700 --> 00:12:52.600]  祂說主啊
[00:12:52.600 --> 00:12:54.200]  我們什麼時候見你
[00:12:54.200 --> 00:12:56.200]  餓了給你自己吃呢
[00:12:56.200 --> 00:12:57.000]  為什麼我們看到呢
[00:12:57.000 --> 00:12:58.900]  因為在三十七節那裡就說
[00:12:58.900 --> 00:12:59.300]  主啊
[00:12:59.300 --> 00:13:02.200]  我們什麼時候見你餓了就給你吃
[00:13:02.200 --> 00:13:02.900]  他們就
[00:13:02.900 --> 00:13:03.900]  然後就說
[00:13:03.900 --> 00:13:05.300]  什麼時候見你渴了
[00:13:05.300 --> 00:13:07.100]  我們給你自己喝呢
[00:13:07.100 --> 00:13:10.000]  什麼時候渴了給你渴呢
[00:13:10.000 --> 00:13:13.100]  並且什麼時候見你是克里是陌生人
[00:13:13.100 --> 00:13:14.400]  我們留你住呢
[00:13:14.400 --> 00:13:16.000]  什麼時候見到你做客人
[00:13:16.000 --> 00:13:17.100]  留你住呢
[00:13:17.100 --> 00:13:19.000]  或者什麼時候看你沒有衣服穿
[00:13:19.000 --> 00:13:20.500]  失身落地給你穿呢
[00:13:20.500 --> 00:13:21.600]  又或者是什麼時候
[00:13:21.600 --> 00:13:22.600]  見到你沒有衣服穿
[00:13:22.600 --> 00:13:23.700]  赤身露體給你穿呢
[00:13:23.700 --> 00:13:26.600]  什麼時候見你生了病
[00:13:26.600 --> 00:13:28.700]  或者在監獄我們來看你呢
[00:13:28.700 --> 00:13:30.300]  又是什麼時候見到你病了
[00:13:30.300 --> 00:13:32.300]  在監獄裡面來看你呢
[00:13:32.300 --> 00:13:35.100]  如果我們了解當時的生活條件
[00:13:35.100 --> 00:13:37.800]  就是這些事情都是
[00:13:37.800 --> 00:13:38.900]  在當時的
[00:13:38.900 --> 00:13:41.500]  對當時來講都是很大的挑戰
[00:13:41.500 --> 00:13:43.700]  如果我們用當時的背景來看的時候
[00:13:43.700 --> 00:13:46.600]  其實所做的每一件事都是一個挑戰
[00:13:46.600 --> 00:13:48.500]  那我們怎麼解讀這件事情
[00:13:48.500 --> 00:13:50.300]  我們怎麼去解讀這件事情
[00:13:50.300 --> 00:13:51.900]  因為他們做的
[00:13:51.900 --> 00:13:54.800]  他們就是很自覺的去這樣去做
[00:13:54.800 --> 00:13:58.500]  因為他們做的是這樣去實行出來
[00:13:58.500 --> 00:14:00.900]  他們不是說故意找到
[00:14:00.900 --> 00:14:02.400]  做在耶穌基督的身上
[00:14:02.400 --> 00:14:04.700]  他們不是故意去做在
[00:14:04.700 --> 00:14:05.600]  找這件事情
[00:14:05.600 --> 00:14:07.400]  在做在耶穌基督身上
[00:14:07.400 --> 00:14:08.600]  這個很珍貴
[00:14:08.600 --> 00:14:10.700]  這個是很珍貴
[00:14:10.700 --> 00:14:11.500]  為什麼呢
[00:14:11.500 --> 00:14:12.300]  為什麼呢
[00:14:12.300 --> 00:14:13.800]  因為主耶穌下邊
[00:14:13.800 --> 00:14:15.800]  二十五章第四十節這樣解釋
[00:14:15.800 --> 00:14:20.500]  然後耶穌基督在五章四十節這樣回答
[00:14:20.500 --> 00:14:22.600]  祂說我實在告訴你們
[00:14:22.600 --> 00:14:24.200]  祂說我實在告訴你們
[00:14:24.200 --> 00:14:26.500]  這些事你做在我這弟兄中
[00:14:26.500 --> 00:14:28.800]  最小的一位身上就是做在我的身上
[00:14:28.800 --> 00:14:31.300]  祂說這些事你們既做在我這弟兄中
[00:14:31.300 --> 00:14:34.000]  一個最小的身上就是做在我身上了
[00:14:34.000 --> 00:14:38.000]  那主耶穌尤其是講到我的弟兄的時候
[00:14:38.000 --> 00:14:40.300]  當主耶穌講到我的弟兄的時候
[00:14:40.300 --> 00:14:42.200]  在那邊我們首先要看到
[00:14:42.200 --> 00:14:44.100]  就是首先講的是門徒
[00:14:44.100 --> 00:14:46.700]  我們知道祂首先講的是指到門徒
[00:14:46.700 --> 00:14:49.300]  因為主耶穌在講到弟兄的時候
[00:14:49.300 --> 00:14:51.600]  絕大部分都是講到祂的門徒
[00:14:51.600 --> 00:14:53.100]  因為當主耶穌講到弟兄的時候
[00:14:53.100 --> 00:14:55.000]  很多時候是講到祂的門徒
[00:14:55.000 --> 00:14:58.600]  當然也可以包括祂自己生生的弟兄
[00:14:58.600 --> 00:15:02.300]  當然也可以包括祂自己親身的弟兄
[00:15:02.300 --> 00:15:05.800]  當然在這裡邊也可以包括世人
[00:15:05.800 --> 00:15:08.100]  當然在當中可以講到是一個世人
[00:15:08.100 --> 00:15:11.500]  因為主耶穌在馬太福音或其他經文裡面
[00:15:11.500 --> 00:15:14.200]  反覆教導我們我們要為仇敵禱告
[00:15:14.200 --> 00:15:16.800]  因為主耶穌在馬太福音或其他經文
[00:15:16.800 --> 00:15:20.100]  時時提醒我們要為仇敵去禱告
[00:15:20.100 --> 00:15:24.500]  因為聖經的總結就是我們要愛神愛人
[00:15:24.500 --> 00:15:28.600]  因為聖經的總結就是我們要愛神愛人
[00:15:28.600 --> 00:15:35.000]  在這裡邊我們看到主的回答是給我們多大的安慰
[00:15:35.000 --> 00:15:38.600]  在這裡邊我們看到主的回答是給我們多大的安慰
[00:15:38.600 --> 00:15:45.000]  因為主的回答是給我們多大的安慰
[00:15:45.000 --> 00:15:49.900]  因為主的回答是給我們多大的安慰
[00:15:49.900 --> 00:15:56.700]  因為主的回答是給我們多大的安慰
[00:15:56.700 --> 00:16:02.300]  因為主的回答是給我們多大的安慰
[00:16:02.300 --> 00:16:07.200]  即使你感到自己往前走的時候仍然有主耶穌和我們同在一起走
[00:16:07.200 --> 00:16:12.500]  即使你感到自己往前走的時候仍然有主耶穌和我們同在一起走
[00:16:12.500 --> 00:16:15.700]  第二點我們要看到我們所做的一切
[00:16:15.700 --> 00:16:17.600]  都是做在主祂自己的身上
[00:16:17.600 --> 00:16:20.300]  第二件事讓我們看到就是我們所做的一切
[00:16:20.300 --> 00:16:21.900]  都是做在主的身上
[00:16:21.900 --> 00:16:25.200]  第二件事讓我們看到就是我們所做的一切
[00:16:25.200 --> 00:16:29.500]  第二件事讓我們看到就是我們所做的一切
[00:16:29.500 --> 00:16:33.700]  我們第三點要看到就是主耶穌因為祂
[00:16:33.700 --> 00:16:38.900]  祂的犧牲來展示主神的完全的愛
[00:16:38.900 --> 00:16:43.600]  當主耶穌祂的犧牲能夠完全的展示天父的愛
[00:16:43.600 --> 00:16:46.400]  今天我們唱的最初就是詩歌
[00:16:46.400 --> 00:16:48.700]  今天我們唱的最初就是詩歌
[00:16:48.700 --> 00:16:50.000]  主是我萬有
[00:16:50.000 --> 00:16:51.300]  主是我萬有
[00:16:51.300 --> 00:16:52.100]  為什麼呢
[00:16:52.100 --> 00:16:52.800]  為什麼呢
