
[00:00:00.000 --> 00:00:03.420]  好 接下來要跟大家分享聖經的經文
[00:05:10.620 --> 00:05:15.620]  就是劍狼和弓 往田野去為我打獵
[00:05:15.620 --> 00:05:20.620]  照我所愛的做成美味 拿來給我吃
[00:05:20.620 --> 00:05:25.620]  使我在畏死之先給你祝福
[00:05:25.620 --> 00:05:29.620]  這段的經文呢 我們首先看到在一個家庭裡面
[00:05:29.620 --> 00:05:33.620]  父親對兒子的一個偏愛
[00:05:33.620 --> 00:05:40.620]  就是以撒 他對他的大兒子以掃特別的偏愛
[00:05:40.620 --> 00:05:44.620]  那所以呢 他要秘密的進行祝福
[00:05:44.620 --> 00:05:49.620]  他要隱瞞這個立百家 也要隱瞞這個雅各
[00:05:49.620 --> 00:05:51.620]  不讓他們知道 他是要秘密的
[00:05:51.620 --> 00:05:55.620]  私底下的要給他的長子以掃來祝福
[00:05:55.620 --> 00:06:00.620]  這個就是我們首先看到這個家庭裡面的父親
[00:06:00.620 --> 00:06:02.620]  他對兒子的一個偏愛
[00:06:02.620 --> 00:06:06.620]  那在經文裡面第一節就說 以撒年老
[00:06:06.620 --> 00:06:09.620]  那最近有多老呢 大家知道嗎
[00:06:09.620 --> 00:06:15.620]  在當時大概他是137歲 也算是蠻老的
[00:06:15.620 --> 00:06:20.620]  因為在聖經其他的經文裡面有記載
[00:06:20.620 --> 00:06:23.620]  他生以撒 他生雅各的時候是60歲
[00:06:23.620 --> 00:06:27.620]  後來雅各出走離開以掃的時候是77歲
[00:06:27.620 --> 00:06:32.620]  所以加起來就剛好那個時候應該是137歲
[00:06:32.620 --> 00:06:37.620]  那個時候應該是蠻老的 因為一百多歲
[00:06:37.620 --> 00:06:41.620]  所以他自己的眼睛也昏花了 也不能看見
[00:06:41.620 --> 00:06:45.620]  因為身體慢慢衰老的緣故吧
[00:06:45.620 --> 00:06:47.620]  所以眼睛也不好使了
[00:06:47.620 --> 00:06:51.620]  但是是不是快要死了呢
[00:06:51.620 --> 00:06:56.620]  還沒有到 最後以撒是活到多少歲死的
[00:06:56.620 --> 00:06:58.620]  還有印象嗎
[00:06:58.620 --> 00:07:01.620]  都不記得了 180歲
[00:07:01.620 --> 00:07:07.620]  所以他在給雅各祝福之後還活了40多年
[00:07:07.620 --> 00:07:10.620]  其實還沒死 那個時候年老還沒死
[00:07:10.620 --> 00:07:13.620]  他以為他快要死了 所以趕緊叫他大兒子來
[00:07:13.620 --> 00:07:16.620]  要給他祝福
[00:07:16.620 --> 00:07:18.620]  那為什麼他覺得他快要死呢
[00:07:18.620 --> 00:07:24.620]  有可能是因為他的童父義母的兄弟以史瑪利
[00:07:24.620 --> 00:07:27.620]  他剛好就是137歲的時候死的
[00:07:27.620 --> 00:07:30.620]  所以他可能認為 可能我也差不多了
[00:07:30.620 --> 00:07:33.620]  因為我的兄弟也是137歲的時候死
[00:07:33.620 --> 00:07:35.620]  可能我也差不多到時間了 所以趕緊
[00:07:35.620 --> 00:07:37.620]  趁著還沒死的時候
[00:07:37.620 --> 00:07:44.620]  要把這個祝福要傳給我所偏愛的兒子 以掃
[00:07:44.620 --> 00:07:47.620]  那為什麼說他是偏愛呢
[00:07:47.620 --> 00:07:49.620]  如果你了解當時的一些傳統
[00:07:49.620 --> 00:07:52.620]  大概你會知道 如果說一個人臨死之前
[00:07:52.620 --> 00:07:56.620]  他要對他的兒孫們要祝福的話
[00:07:56.620 --> 00:07:59.620]  通常不是秘密的進行的
[00:07:59.620 --> 00:08:02.620]  而不是單獨的來進行的 應該怎麼進行呢
[00:08:02.620 --> 00:08:05.620]  應該要把所有的兒子 孫子什麼的
[00:08:05.620 --> 00:08:09.620]  所有的能夠有權承繼他的家產的那些人
[00:08:09.620 --> 00:08:15.620]  都叫來 要一起的 公開的來進行這個祝福
[00:08:15.620 --> 00:08:18.620]  而不是只是叫一個來
[00:08:18.620 --> 00:08:21.620]  應該是所有的人都叫到他的身邊來
[00:08:21.620 --> 00:08:24.620]  這樣子才是對的 當時的傳統也是這樣
[00:08:24.620 --> 00:08:26.620]  那我們中國人的傳統大概也是這樣吧
[00:08:26.620 --> 00:08:29.620]  你不會單獨的叫其中的一個兒子來吧
[00:08:29.620 --> 00:08:32.620]  然後跟他講 我什麼什麼要留給你
[00:08:32.620 --> 00:08:35.620]  這樣子其實不是太公道
[00:08:35.620 --> 00:08:37.620]  應該是要把所有的兒女
[00:08:37.620 --> 00:08:40.620]  有份承繼家產的都要喊到身邊來
[00:08:40.620 --> 00:08:42.620]  所以他沒有這麼做
[00:08:42.620 --> 00:08:45.620]  他只是把其中一個叫來
[00:08:45.620 --> 00:08:48.620]  所以從這裡可以看得出來
[00:08:48.620 --> 00:08:51.620]  他是非常地偏心
[00:08:51.620 --> 00:08:56.620]  所以整個家庭的悲劇就從這裡開始
[00:08:56.620 --> 00:08:59.620]  他的偏心 偏愛
[00:08:59.620 --> 00:09:03.620]  然後不只是父親以撒
[00:09:03.620 --> 00:09:06.620]  他偏心 他有偏愛
[00:09:06.620 --> 00:09:08.620]  今天我們特別講的主角是立百家
[00:09:08.620 --> 00:09:13.620]  我們會重點來看他對小兒子雅各的偏愛是怎樣的
[00:09:13.620 --> 00:09:16.620]  我們來看第二段的經文
[00:09:16.620 --> 00:09:21.620]  是不是從這個第五節到第十節
[00:09:21.620 --> 00:09:22.620]  我們來看一下
[00:09:22.620 --> 00:09:24.620]  其實一直到十七節的
[00:09:24.620 --> 00:09:26.620]  我們先來讀前半部分
[00:09:26.620 --> 00:09:27.620]  先讀到第十節
[00:09:27.620 --> 00:09:28.620]  好 一二起
[00:09:28.620 --> 00:09:31.620]  以撒對他兒子 以撒說話
[00:09:31.620 --> 00:09:33.620]  立百家也聽見了
[00:09:33.620 --> 00:09:36.620]  以撒往田野裡去打獵
[00:09:36.620 --> 00:09:38.620]  要得野味帶來
[00:09:38.620 --> 00:09:42.620]  立百家就對他兒子雅各說
[00:09:42.620 --> 00:09:46.620]  我聽見你父親對你哥哥以撒說
[00:09:46.620 --> 00:09:48.620]  你去把野獸帶來
[00:09:48.620 --> 00:09:51.620]  做成美味給我吃
[00:09:51.620 --> 00:09:53.620]  我好在未使之先
[00:09:53.620 --> 00:09:56.620]  在耶和華面前給你祝福
[00:09:56.620 --> 00:10:00.620]  現在你要照著我所吩咐你的
[00:10:00.620 --> 00:10:02.620]  聽從我的話
[00:10:02.620 --> 00:10:05.620]  你到羊群裡去
[00:10:05.620 --> 00:10:08.620]  給我拿兩隻肥山羊羔來
[00:10:08.620 --> 00:10:11.620]  我便照你父親所愛的
[00:10:11.620 --> 00:10:13.620]  給他做成美味
[00:10:13.620 --> 00:10:17.620]  你拿到你父親那裡給他吃
[00:10:17.620 --> 00:10:22.620]  使他在未使之先給你祝福
[00:10:22.620 --> 00:10:25.620]  好了 我們看到這段的經文
[00:10:25.620 --> 00:10:29.620]  就是立百家知道以撒要祝福以撒了
[00:10:29.620 --> 00:10:32.620]  他就馬上想出了一個詭計
[00:10:32.620 --> 00:10:37.620]  他想來讓雅各先得到祝福
[00:10:37.620 --> 00:10:40.620]  雖然神早就已經告訴他了
[00:10:40.620 --> 00:10:43.620]  將來雅各要得到祝福
[00:10:43.620 --> 00:10:45.620]  要成為這個族長的
[00:10:45.620 --> 00:10:48.620]  就是他們民族這個族長
[00:10:48.620 --> 00:10:51.620]  但是立百家他沒有耐心的
[00:10:51.620 --> 00:10:53.620]  來等候神的旨意
[00:10:53.620 --> 00:10:56.620]  神的時間或者神的方法
[00:10:56.620 --> 00:10:59.620]  反而他自己想出了他的詭計
[00:10:59.620 --> 00:11:00.620]  他的陰謀
[00:11:00.620 --> 00:11:04.620]  他用他自己的方法想要促成這個事情
[00:11:04.620 --> 00:11:06.620]  好像要幫上帝忙
[00:11:06.620 --> 00:11:09.620]  上帝的旨意是這樣的
[00:11:09.620 --> 00:11:11.620]  讓雅各得到祝福
[00:11:11.620 --> 00:11:14.620]  大家還記得在二十五章的時候
[00:11:14.620 --> 00:11:16.620]  立百家還懷孕的時候
[00:11:16.620 --> 00:11:18.620]  上帝就啟示他說
[00:11:18.620 --> 00:11:22.620]  他將來大的要服侍小的
[00:11:22.620 --> 00:11:24.620]  其實上帝早就跟他講了
[00:11:24.620 --> 00:11:25.620]  所以他是知道了
[00:11:25.620 --> 00:11:27.620]  知道上帝的心意是這樣子
[00:11:27.620 --> 00:11:30.620]  只是立百家知道雅各肯定
[00:11:30.620 --> 00:11:34.620]  就是以撒肯定也知道的
[00:11:34.620 --> 00:11:37.620]  所以他們兩夫婦都很清楚
[00:11:37.620 --> 00:11:40.620]  將來神的心意就是要祝福小的
[00:11:40.620 --> 00:11:42.620]  讓小的做領袖
[00:11:42.620 --> 00:11:44.620]  大的要服侍小的
[00:11:44.620 --> 00:11:47.620]  可是立百家他雖然知道
[00:11:47.620 --> 00:11:49.620]  但是他好像等不及了
[00:11:49.620 --> 00:11:52.620]  因為再不出手的話
[00:11:52.620 --> 00:11:56.620]  以撒就把祝福給了以撒了
[00:11:56.620 --> 00:12:00.620]  所以他要用他自己的方法來干預
[00:12:00.620 --> 00:12:02.620]  雖然好像這個目的
[00:12:02.620 --> 00:12:05.620]  有點比較合乎神的心意
[00:12:05.620 --> 00:12:07.620]  就是要讓小的得到祝福
[00:12:07.620 --> 00:12:11.620]  但是他的方法卻是錯誤的
[00:12:11.620 --> 00:12:14.620]  那我們特別來留意這段經文裡面的對話
[00:12:14.620 --> 00:12:16.620]  其實滿有意思的
[00:12:16.620 --> 00:12:18.620]  我標了顏色的一些字眼
[00:12:18.620 --> 00:12:24.620]  第五節以撒對他兒子以掃說話
[00:12:24.620 --> 00:12:31.620]  然後第六節就是立百家對他兒子雅各說話
[00:12:31.620 --> 00:12:36.620]  你想想這兩節的經文就是一個很大的對比
[00:12:36.620 --> 00:12:40.620]  瞬間把這個家庭分成兩個陣營
[00:12:40.620 --> 00:12:41.620]  兩個派別
[00:12:41.620 --> 00:12:44.620]  一個是雅各和立百家
[00:12:44.620 --> 00:12:46.620]  就是立百家和他的兒子
[00:12:46.620 --> 00:12:51.620]  一個就是以撒和他的兒子以掃
[00:12:51.620 --> 00:12:54.620]  瞬間兩個陣營的對壘
[00:12:54.620 --> 00:12:55.620]  整個家庭就在這裡
[00:12:55.620 --> 00:13:00.620]  你看了經文就好像已經形成了兩個的陣營
[00:13:00.620 --> 00:13:02.620]  我想曾經這樣記載也是滿有意思的
[00:13:02.620 --> 00:13:05.620]  在這個經文的排列裡面
[00:13:05.620 --> 00:13:10.620]  然後接下來他就出他的主意說
[00:13:10.620 --> 00:13:12.620]  你要照著我所吩咐你的
[00:13:12.620 --> 00:13:16.620]  聽從我的話
[00:13:16.620 --> 00:13:21.620]  立百家他把所有的事情都控制在他的手裡面
[00:13:21.620 --> 00:13:23.620]  他要把握這個事情
[00:13:23.620 --> 00:13:27.620]  他只要雅各聽從他的話去辦就好了
[00:13:27.620 --> 00:13:32.620]  他已經想好了全盤的這個主意了
[00:13:32.620 --> 00:13:35.620]  在立百家看來只要這個目的正確的話
[00:13:35.620 --> 00:13:36.620]  用什麼手段呢
[00:13:36.620 --> 00:13:38.620]  是不要緊的
[00:13:38.620 --> 00:13:40.620]  欺騙不要緊
[00:13:40.620 --> 00:13:44.620]  反正我能夠達到這個目的就可以了
[00:13:44.620 --> 00:13:47.620]  這個是因為他好像很愛雅各
[00:13:47.620 --> 00:13:53.620]  所以不惜用一切的方法來幫他得到這個祝福
[00:13:53.620 --> 00:13:57.620]  其實這樣做肯定是不符合神的心意的
[00:13:57.620 --> 00:14:00.620]  我們在新約裡面看到另外一個例子
[00:14:00.620 --> 00:14:04.620]  就是看到人想用他自己的方法
[00:14:04.620 --> 00:14:07.620]  來達到神想要的目的
[00:14:07.620 --> 00:14:09.620]  那就是在祝盆節的時候
[00:14:09.620 --> 00:14:11.620]  耶穌他的兄弟怎麼做呢
[00:14:11.620 --> 00:14:13.620]  他給了耶穌一個建議
[00:14:13.620 --> 00:14:15.620]  他說祝盆節的時候那麼多人
[00:14:15.620 --> 00:14:18.620]  你趕快趁著這個時間你上去過節
[00:14:18.620 --> 00:14:22.620]  然後在那個時候你來顯露一下名聲
[00:14:22.620 --> 00:14:26.620]  那這樣子所有的人都知道你是彌賽亞了
[00:14:26.620 --> 00:14:28.620]  他這個建議好像蠻不錯的
[00:14:28.620 --> 00:14:31.620]  因為真的是一個蠻好的時間
[00:14:31.620 --> 00:14:33.620]  讓他去顯露他的名聲
[00:14:33.620 --> 00:14:35.620]  讓別人知道他是彌賽亞
[00:14:35.620 --> 00:14:39.620]  但是耶穌有沒有按照他所給的建議去做呢
[00:14:39.620 --> 00:14:40.620]  當然是沒有
[00:14:40.620 --> 00:14:42.620]  耶穌他拒絕了
[00:14:42.620 --> 00:14:45.620]  他沒有按照他的兄弟的建議
[00:14:45.620 --> 00:14:48.620]  在祝盆節顯露名聲
[00:14:48.620 --> 00:14:51.620]  這個是耶穌給我們的一個正確的一個榜樣
[00:14:51.620 --> 00:14:54.620]  不是像立百家這樣的
[00:14:54.620 --> 00:14:58.620]  接下來我們來看
[00:14:58.620 --> 00:15:03.620]  其實立百家他是沒有耐心的來等候
[00:15:03.620 --> 00:15:07.620]  神按著他的時候和方法去成就他的旨意
[00:15:07.620 --> 00:15:10.620]  而是用自己的方法去達到目的
[00:15:10.620 --> 00:15:13.620]  雖然神已經給他有啟示
[00:15:13.620 --> 00:15:17.620]  但是他還是把他忽略了
[00:15:17.620 --> 00:15:21.620]  然後我們再看十一節到十七節的經文
[00:15:21.620 --> 00:15:23.620]  我們一起來念一下
[00:15:23.620 --> 00:15:26.620]  雅各對他母親立百家說
[00:15:26.620 --> 00:15:30.620]  我哥哥以小本身是有毛的
[00:15:30.620 --> 00:15:32.620]  我身上是光滑的
[00:15:32.620 --> 00:15:35.620]  倘若我父親摸著我
[00:15:35.620 --> 00:15:37.620]  必以為我欺哄人的
[00:15:37.620 --> 00:15:41.620]  我就招咒主不得祝福
[00:15:41.620 --> 00:15:42.620]  他母親對他說
[00:15:42.620 --> 00:15:46.620]  我兒你招的咒主歸到我身上
[00:15:46.620 --> 00:15:48.620]  你只管聽我的話
[00:15:48.620 --> 00:15:50.620]  去把羊羔給我拿來
[00:15:50.620 --> 00:15:53.620]  他便去拿來交給他母親
[00:15:53.620 --> 00:15:57.620]  他母親就照他父親所愛的做成美味
[00:15:57.620 --> 00:16:01.620]  立百家又把家裡所存大兒子
[00:16:01.620 --> 00:16:03.620]  遺少上好的衣服
[00:16:03.620 --> 00:16:06.620]  給他小兒子雅各穿上
[00:16:06.620 --> 00:16:10.620]  又用山羊羔皮包在雅各的手上
[00:16:10.620 --> 00:16:13.620]  和鏡像的光滑處
[00:16:13.620 --> 00:16:16.620]  就把所做的美味和餅
[00:16:16.620 --> 00:16:20.620]  交在他兒子雅各的手裡
[00:16:20.620 --> 00:16:23.620]  讀到這裡的時候
[00:16:23.620 --> 00:16:26.620]  你看到雅各他一開始是拒絕的
[00:16:26.620 --> 00:16:27.620]  是不是
[00:16:27.620 --> 00:16:31.620]  我們最近很流行的一個網絡的句子
[00:16:31.620 --> 00:16:34.620]  我一開始是拒絕的
[00:16:34.620 --> 00:16:37.620]  好像看起來雅各就是這樣一開始是拒絕的
[00:16:37.620 --> 00:16:39.620]  因為如果這樣做的話
[00:16:39.620 --> 00:16:41.620]  我爸爸發現不得了
[00:16:41.620 --> 00:16:43.620]  他知道我欺哄他的話
[00:16:43.620 --> 00:16:46.620]  那我要得到咒主就得不到祝福了
[00:16:46.620 --> 00:16:48.620]  好像他一開始還跟他媽媽講
[00:16:48.620 --> 00:16:50.620]  不要這麼做了
[00:16:50.620 --> 00:16:53.620]  不然的話我就更慘了
[00:16:53.620 --> 00:16:55.620]  不單只得不到祝福
[00:16:55.620 --> 00:16:57.620]  還得到咒主
[00:16:57.620 --> 00:17:01.620]  其實雅各他有沒有勸他的母親呢
[00:17:01.620 --> 00:17:04.620]  有沒有勸阻他呢在那個時候
[00:17:04.620 --> 00:17:08.620]  你覺得他這樣講是在勸阻他嗎
[00:17:08.620 --> 00:17:11.620]  他應該不是在勸阻利百家吧
[00:17:11.620 --> 00:17:14.620]  他只是提出他的擔心而已
[00:17:14.620 --> 00:17:17.620]  他沒有覺得這麼做好像不對
[00:17:17.620 --> 00:17:21.620]  只是覺得這麼做還不是太周到而已
[00:17:21.620 --> 00:17:23.620]  可能會穿幫
[00:17:23.620 --> 00:17:25.620]  可能會被揭發
[00:17:25.620 --> 00:17:28.620]  揭發出來會帶來很大的麻煩
[00:17:28.620 --> 00:17:30.620]  會有一些的代價
[00:17:30.620 --> 00:17:33.620]  所以他不是反對利百家
[00:17:33.620 --> 00:17:35.620]  要他去欺騙他的父親
[00:17:35.620 --> 00:17:39.620]  乃是他擔心這個計畫還沒有很周全
[00:17:39.620 --> 00:17:42.620]  會有破綻會失敗
[00:17:42.620 --> 00:17:44.620]  會招來一些的麻煩
[00:17:44.620 --> 00:17:47.620]  所以他真正擔心的
[00:17:47.620 --> 00:17:50.620]  不是欺騙他父親這個行為
[00:17:50.620 --> 00:17:52.620]  乃是那個的後果
[00:17:52.620 --> 00:17:56.620]  他怕招致這個咒主
[00:17:56.620 --> 00:17:58.620]  他是怕那個後果的
[00:17:58.620 --> 00:18:01.620]  他是很精的一個人對不對
[00:18:01.620 --> 00:18:03.620]  那他母親怎麼講呢
[00:18:03.620 --> 00:18:07.620]  她說我兒你招的咒主歸到我身上
[00:18:07.620 --> 00:18:08.620]  不曉得作為
[00:18:08.620 --> 00:18:10.620]  我們有為母親應該有很多
[00:18:10.620 --> 00:18:12.620]  你作為母親你讀到這句話
[00:18:12.620 --> 00:18:14.620]  會不會有感同身受
[00:18:14.620 --> 00:18:16.620]  寧願在我身上
[00:18:16.620 --> 00:18:18.620]  我替你受就好了
[00:18:18.620 --> 00:18:21.620]  你儘管去做不怕有我在
[00:18:21.620 --> 00:18:22.620]  利百家就是這樣的
[00:18:22.620 --> 00:18:25.620]  好像很偉大這個母親
[00:18:25.620 --> 00:18:27.620]  慫恿他的兒子雅各
[00:18:27.620 --> 00:18:29.620]  你去做吧不用怕
[00:18:29.620 --> 00:18:31.620]  如果有咒主呢
[00:18:31.620 --> 00:18:34.620]  就讓這個咒主臨到我身上吧
[00:18:34.620 --> 00:18:38.620]  哇看起來是很偉大
[00:18:38.620 --> 00:18:41.620]  也看起來他好像真的
[00:18:41.620 --> 00:18:43.620]  很愛雅各對不對
[00:18:43.620 --> 00:18:45.620]  愛到一個地步怎麼樣
[00:18:45.620 --> 00:18:49.620]  願意為他去承擔那個的後果
[00:18:49.620 --> 00:18:51.620]  那如果有一個人
[00:18:51.620 --> 00:18:54.620]  他願意去為你承擔後果的話
[00:18:54.620 --> 00:18:56.620]  肯定這個人是很愛你的
[00:18:56.620 --> 00:18:58.620]  不過有可能這個愛呢
[00:18:58.620 --> 00:19:01.620]  是一種扭曲的愛
[00:19:01.620 --> 00:19:03.620]  是一種自私的愛
[00:19:03.620 --> 00:19:05.620]  不是那種真正的愛
[00:19:05.620 --> 00:19:08.620]  他是一種被扭曲的愛
[00:19:08.620 --> 00:19:10.620]  利百家在這裡就是這樣
[00:19:10.620 --> 00:19:15.620]  他對他的兒子產生了扭曲的愛
[00:19:15.620 --> 00:19:17.620]  他沒有用真正的愛去愛他
[00:19:17.620 --> 00:19:20.620]  他甚至願意為他背負這個咒主
[00:19:20.620 --> 00:19:23.620]  也要他去欺騙他的父親
[00:19:23.620 --> 00:19:26.620]  所以帶來家庭的悲劇
[00:19:26.620 --> 00:19:28.620]  而且他為了讓這個事情
[00:19:28.620 --> 00:19:31.620]  能夠很順利的可以進行
[00:19:31.620 --> 00:19:34.620]  可以成功的欺騙到以撒
[00:19:34.620 --> 00:19:36.620]  他也做了三件事情
[00:19:36.620 --> 00:19:37.620]  這裡列舉出來
[00:19:37.620 --> 00:19:39.620]  第一件事情就是
[00:19:39.620 --> 00:19:43.620]  把家裡以撒上好的衣服給雅各穿上
[00:19:43.620 --> 00:19:46.620]  把他哥哥的衣服拿給弟弟穿
[00:19:46.620 --> 00:19:48.620]  而且是上好的不是普通的
[00:19:48.620 --> 00:19:50.620]  這個你就看得出來
[00:19:50.620 --> 00:19:52.620]  他有多偏愛雅各
[00:19:52.620 --> 00:19:54.620]  第二件事情就是
