
[00:00:00.000 --> 00:00:03.000]  好,那麼在開始之前我們先做一個禱告
[00:01:33.000 --> 00:01:36.000]  便拾起那地方的一塊石頭
[00:01:36.000 --> 00:01:40.000]  枕在頭下,在那裡躺臥睡了
[00:01:40.000 --> 00:01:42.000]  好,我們就先暫時念到這裡
[00:01:42.000 --> 00:01:44.000]  在這裡呢,首先我們要
[00:01:44.000 --> 00:01:49.000]  想兩件事情
[00:01:49.000 --> 00:01:53.000]  第一件事情我們要想的就是雅各的困境
[00:01:53.000 --> 00:01:57.000]  那我們剛才念了,雅各他出了別世八
[00:01:57.000 --> 00:02:00.000]  其實呢,這個困境的由來是什麼呢?
[00:02:00.000 --> 00:02:02.000]  你要回到創世紀第27章
[00:02:02.000 --> 00:02:06.000]  從第一節一直看到第28章的第9節
[00:02:06.000 --> 00:02:09.000]  你就會發現他的困境是怎麼來的
[00:02:09.000 --> 00:02:13.000]  那雅各他是被迫離開家的
[00:02:13.000 --> 00:02:15.000]  因為他在家裡面的時候呢
[00:02:15.000 --> 00:02:18.000]  我們常常講雅各的意思就是抓
[00:02:18.000 --> 00:02:22.000]  其實如果說你去仔細去看希伯來文的話
[00:02:22.000 --> 00:02:26.000]  他的意思,其實我覺得我們很多時候誤解了雅各
[00:02:26.000 --> 00:02:29.000]  我們把它,不過他真的是很詭詐
[00:02:29.000 --> 00:02:33.000]  但是他的名字其實並不是真正是抓的意思
[00:02:33.000 --> 00:02:36.000]  他就是跟著出來,他就是跟著你
[00:02:36.000 --> 00:02:39.000]  就是盯著你不放,就是這個意思
[00:02:39.000 --> 00:02:42.000]  那他的困境的由來呢,我們就不去多講
[00:02:42.000 --> 00:02:45.000]  但是呢,我們曉得他被迫離開家
[00:02:45.000 --> 00:02:49.000]  因為他欺騙他的哥哥以賞
[00:02:49.000 --> 00:02:51.000]  然後他也欺騙他的父親
[00:02:51.000 --> 00:02:53.000]  那他的哥哥呢,那當然
[00:02:53.000 --> 00:02:56.000]  如果我們了解他騙他什麼,對不對
[00:02:56.000 --> 00:02:58.000]  他騙他長子的名分
[00:02:58.000 --> 00:03:02.000]  這個也是一個很讓人不可思議的一件事情
[00:03:02.000 --> 00:03:06.000]  居然會有人把他長子的名分讓給別人
[00:03:06.000 --> 00:03:10.000]  這個是我們沒有辦法想通的
[00:03:10.000 --> 00:03:12.000]  就好像剛才我們看以色列人
[00:03:12.000 --> 00:03:18.000]  他們居然會花錢去買一個有漏洞的儲水的東西
[00:03:18.000 --> 00:03:21.000]  他們不願意去買一個完整的
[00:03:21.000 --> 00:03:23.000]  而且那個水源是不變的
[00:03:23.000 --> 00:03:25.000]  這也是我們沒辦法想的
[00:03:25.000 --> 00:03:27.000]  因為不合邏輯,對不對
[00:03:27.000 --> 00:03:30.000]  那在這裡呢,他也騙他的父親
[00:03:30.000 --> 00:03:32.000]  他騙了他哥哥他長子的名分
[00:03:32.000 --> 00:03:35.000]  那他也騙他父親,他是長子
[00:03:35.000 --> 00:03:38.000]  然後所以呢,他的父親就把所有的福呢
[00:03:38.000 --> 00:03:40.000]  通通都加在他的身上
[00:03:40.000 --> 00:03:43.000]  他的哥哥一掃,當然一定很怒了
[00:03:43.000 --> 00:03:46.000]  所以他一定要揚言要殺他
[00:03:46.000 --> 00:03:50.000]  所以這個時候他就被迫匆匆忙忙
[00:03:50.000 --> 00:03:53.000]  我覺得真的是匆匆忙忙的離開家
[00:03:53.000 --> 00:03:57.000]  就往哈蘭去,投靠他的舅父拉班
[00:03:57.000 --> 00:04:00.000]  當然如果從好的一方面來看
[00:04:00.000 --> 00:04:03.000]  好像是以薩告訴雅各說
[00:04:03.000 --> 00:04:07.000]  你去到哈蘭去,自己找一個太太
[00:04:07.000 --> 00:04:10.000]  聽起來很好聽,實際上其實他是逃過去的
[00:04:10.000 --> 00:04:12.000]  然後他找他的舅父拉班
[00:04:12.000 --> 00:04:16.000]  那麼這個人呢,是他從來沒有見過他的面
[00:04:16.000 --> 00:04:17.000]  這是我們看到第一個
[00:04:17.000 --> 00:04:20.000]  第二個我們看這個困境的實情
[00:04:20.000 --> 00:04:21.000]  我們看到第十節
[00:04:21.000 --> 00:04:23.000]  雅各出了別世八鄉,哈蘭走去
[00:04:23.000 --> 00:04:26.000]  到了一個地方,因為太陽落了
[00:04:26.000 --> 00:04:27.000]  就在那裡住宿
[00:04:27.000 --> 00:04:29.000]  便拾起那地方的一塊石頭
[00:04:29.000 --> 00:04:33.000]  枕在頭下,在那裡躺臥睡了
[00:04:36.000 --> 00:04:40.000]  你們有沒有用石頭當作枕頭
[00:04:40.000 --> 00:04:42.000]  你們一定都是買那個最軟的
[00:04:42.000 --> 00:04:45.000]  最大的,最舒服的,對不對
[00:04:45.000 --> 00:04:49.000]  那麼裡面有的是冰,有的是
[00:04:49.000 --> 00:04:51.000]  我都不知道是什麼東西
[00:04:51.000 --> 00:04:53.000]  但是這個雅各呢,我們看他的情形
[00:04:53.000 --> 00:04:56.000]  其實他是帶著恐懼,對不對
[00:04:56.000 --> 00:04:58.000]  因為他怕他的哥哥要殺他
[00:04:58.000 --> 00:05:01.000]  而且他是帶著慚愧,為什麼呢
[00:05:01.000 --> 00:05:04.000]  因為你想想看,他在那個家裡面
[00:05:04.000 --> 00:05:05.000]  其實他們有很多的僕人
[00:05:05.000 --> 00:05:07.000]  從亞伯拉罕開始
[00:05:07.000 --> 00:05:09.000]  亞伯拉罕最起碼有318個僕人
[00:05:09.000 --> 00:05:12.000]  所以你曉得這個家族是很大的
[00:05:12.000 --> 00:05:13.000]  所以他做了這件事情
[00:05:13.000 --> 00:05:16.000]  應該是很快的別人就會知道
[00:05:16.000 --> 00:05:18.000]  這個人原來是這樣子的
[00:05:18.000 --> 00:05:19.000]  聖經上沒有記載
[00:05:19.000 --> 00:05:21.000]  但是我們只是,我們去想
[00:05:21.000 --> 00:05:23.000]  那十一節,他說告訴我們
[00:05:23.000 --> 00:05:24.000]  到了一個地方
[00:05:24.000 --> 00:05:26.000]  這個地方不是在城裡
[00:05:26.000 --> 00:05:28.000]  是在一個曠野的地方
[00:05:28.000 --> 00:05:29.000]  沒有其他的人
[00:05:29.000 --> 00:05:30.000]  不像他在家裡面
[00:05:30.000 --> 00:05:32.000]  他在家裡面有很多的僕人服侍他
[00:05:32.000 --> 00:05:35.000]  有很多的他的母親,他的爸爸
[00:05:35.000 --> 00:05:37.000]  還有很多其他都在他的周圍
[00:05:37.000 --> 00:05:39.000]  但是聖經上告訴我們
[00:05:39.000 --> 00:05:40.000]  他就在那裡過夜
[00:05:40.000 --> 00:05:42.000]  因為太陽已經落了
[00:05:42.000 --> 00:05:44.000]  這一件事情讓我們看見
[00:05:44.000 --> 00:05:47.000]  其實雅各他自己走這一條路
[00:05:47.000 --> 00:05:49.000]  是很孤單的
[00:05:49.000 --> 00:05:51.000]  四周沒有一個人
[00:05:51.000 --> 00:05:53.000]  只有他自己
[00:05:53.000 --> 00:05:54.000]  所以他那個時候呢
[00:05:54.000 --> 00:05:56.000]  他就拾取了那地上的一塊石頭
[00:05:56.000 --> 00:05:58.000]  當作枕頭
[00:05:58.000 --> 00:06:00.000]  想想看他在家裡面
[00:06:00.000 --> 00:06:02.000]  有僕人在帳篷裡面服侍他
[00:06:02.000 --> 00:06:04.000]  他睡覺的地方一定是
[00:06:04.000 --> 00:06:05.000]  一定是很舒服
[00:06:05.000 --> 00:06:06.000]  當然不能像我們現在
[00:06:06.000 --> 00:06:08.000]  彈簧床來比
[00:06:08.000 --> 00:06:10.000]  但是呢,他一定是很舒服的
[00:06:10.000 --> 00:06:12.000]  但是他真的是帶著恐懼
[00:06:12.000 --> 00:06:13.000]  帶著慚愧
[00:06:13.000 --> 00:06:15.000]  而且有孤單
[00:06:15.000 --> 00:06:16.000]  在那個情況之下
[00:06:16.000 --> 00:06:20.000]  他是很窮困的
[00:06:20.000 --> 00:06:22.000]  我們要想想
[00:06:22.000 --> 00:06:24.000]  雅各他所碰到的這些事情
[00:06:24.000 --> 00:06:26.000]  其實在我們每一個人的一生當中
[00:06:26.000 --> 00:06:28.000]  我們總是會經歷的
[00:06:28.000 --> 00:06:35.000]  恐懼、慚愧、孤單、窮困
[00:06:35.000 --> 00:06:36.000]  有沒有哪一位說
[00:06:36.000 --> 00:06:39.000]  我從來沒有經歷過這些事情
[00:06:39.000 --> 00:06:41.000]  不一定要所有的東西通通都要經歷
[00:06:41.000 --> 00:06:42.000]  但是呢
[00:06:42.000 --> 00:06:44.000]  可能有一個情況我們會
[00:06:44.000 --> 00:06:46.000]  各種不同的情況
[00:06:46.000 --> 00:06:47.000]  各種不同的情緒
[00:06:47.000 --> 00:06:49.000]  會帶來這些
[00:06:49.000 --> 00:06:50.000]  比方講憂鬱
[00:06:50.000 --> 00:06:51.000]  我們會憂鬱
[00:06:51.000 --> 00:06:53.000]  或者是我們會擔心
[00:06:53.000 --> 00:06:55.000]  我們不被人家接納
[00:06:55.000 --> 00:06:57.000]  有時候感到我們自己沒有用
[00:06:57.000 --> 00:06:58.000]  你在公司裡面上班
[00:06:58.000 --> 00:07:00.000]  跟在公司裡面做事
[00:07:00.000 --> 00:07:02.000]  也許有一天你老闆把你訓了一頓
[00:07:02.000 --> 00:07:03.000]  然後你心裡面就覺得說
[00:07:03.000 --> 00:07:05.000]  感到自己沒有用
[00:07:05.000 --> 00:07:06.000]  有的時候
[00:07:06.000 --> 00:07:08.000]  我記得以前我認識一個人
[00:07:08.000 --> 00:07:09.000]  他在畢業之後
[00:07:09.000 --> 00:07:10.000]  研究所畢業之後
[00:07:10.000 --> 00:07:12.000]  他就開始找工作
[00:07:12.000 --> 00:07:14.000]  找了很久很久都沒有找到
[00:07:14.000 --> 00:07:15.000]  所以他就告訴我
[00:07:15.000 --> 00:07:18.000]  他說我覺得我根本沒有用
[00:07:18.000 --> 00:07:21.000]  因為沒有人要用我
[00:07:21.000 --> 00:07:24.000]  那時候我們會的
[00:07:24.000 --> 00:07:26.000]  有的時候我們到了一個年齡
[00:07:26.000 --> 00:07:28.000]  之後忽然被lay off
[00:07:28.000 --> 00:07:31.000]  我們被人家請我們走路了
[00:07:31.000 --> 00:07:33.000]  有的時候是在我們中年以後
[00:07:33.000 --> 00:07:34.000]  中年以後失業
[00:07:34.000 --> 00:07:35.000]  其實是一個
[00:07:35.000 --> 00:07:37.000]  非常非常難過的一件事情
[00:07:37.000 --> 00:07:38.000]  為什麼呢
[00:07:38.000 --> 00:07:40.000]  因為年輕的人我們比不上
[00:07:40.000 --> 00:07:41.000]  年紀大的我們會看到
[00:07:41.000 --> 00:07:44.000]  我們不希望像他那個樣子
[00:07:44.000 --> 00:07:45.000]  這就是我們所碰到的
[00:07:45.000 --> 00:07:48.000]  還有有的時候我們在婚姻上
[00:07:48.000 --> 00:07:51.000]  我在這裡不用婚姻失敗
[00:07:51.000 --> 00:07:53.000]  但是我們會失去了我們的婚姻
[00:07:53.000 --> 00:07:56.000]  也許是家人過世
[00:07:56.000 --> 00:07:59.000]  或者是離了婚了
[00:07:59.000 --> 00:08:01.000]  那有的時候家人過世
[00:08:01.000 --> 00:08:04.000]  有的時候我們做事情會失敗
[00:08:04.000 --> 00:08:06.000]  會失望
[00:08:06.000 --> 00:08:08.000]  有的時候我們的病痛
[00:08:08.000 --> 00:08:10.000]  也會讓我們感到恐懼
[00:08:10.000 --> 00:08:11.000]  讓我們感到慚愧
[00:08:11.000 --> 00:08:13.000]  讓我們感到孤單
[00:08:13.000 --> 00:08:16.000]  讓我們感到窮困
[00:08:16.000 --> 00:08:17.000]  你知道我自己常常在想
[00:08:17.000 --> 00:08:19.000]  我碰過很多病人
[00:08:19.000 --> 00:08:20.000]  有病的人
[00:08:20.000 --> 00:08:22.000]  而且是很重病的人
[00:08:22.000 --> 00:08:25.000]  很多時候我們常常覺得
[00:08:25.000 --> 00:08:26.000]  有很多人就告訴我
[00:08:26.000 --> 00:08:29.000]  穆斯漢請你不要告訴別人
[00:08:29.000 --> 00:08:30.000]  我就會告訴他
[00:08:30.000 --> 00:08:31.000]  為什麼不要告訴別人
[00:08:31.000 --> 00:08:33.000]  大家可以為你禱告
[00:08:33.000 --> 00:08:34.000]  他說不要不要
[00:08:34.000 --> 00:08:35.000]  你知道我自己發現
[00:08:35.000 --> 00:08:36.000]  有的時候我們有一個心態
[00:08:36.000 --> 00:08:41.000]  我們一直覺得重病
[00:08:41.000 --> 00:08:48.000]  是一種懲罰
[00:08:48.000 --> 00:08:50.000]  在雅各來說
[00:08:50.000 --> 00:08:52.000]  那個四種恐懼
[00:08:52.000 --> 00:08:54.000]  慚愧 孤單 窮困
[00:08:54.000 --> 00:08:58.000]  可以說是同時發生
[00:08:58.000 --> 00:08:59.000]  為什麼原因呢
[00:08:59.000 --> 00:09:01.000]  就是我們第一個看到的
[00:09:01.000 --> 00:09:03.000]  因為他自己的詭詐
[00:09:03.000 --> 00:09:04.000]  他自己的罪
[00:09:04.000 --> 00:09:06.000]  帶來了這樣的恐懼
[00:09:06.000 --> 00:09:11.000]  羞愧 孤單 還有窮困
[00:09:11.000 --> 00:09:15.000]  這的的確確是我們人所碰到的
[00:09:15.000 --> 00:09:16.000]  這是第一段
[00:09:16.000 --> 00:09:27.000]  我們就看見雅各的困境
[00:09:27.000 --> 00:09:33.000]  真的是困在裡面
[00:09:33.000 --> 00:09:36.000]  好 我們再讀十二節到十五節
[00:09:36.000 --> 00:09:41.000]  好不好 十二節到十五節 請
[00:09:41.000 --> 00:09:44.000]  立在梯子的頭頂的天
[00:09:44.000 --> 00:09:49.000]  有神的使者在梯子上上去下來
[00:09:49.000 --> 00:09:52.000]  耶和華站在梯子上說
[00:09:52.000 --> 00:09:56.000]  我是耶和華彌祖亞伯拉罕的神
[00:09:56.000 --> 00:09:58.000]  也是以薩的神
[00:09:58.000 --> 00:10:02.000]  我要將你現在所掌握之地賜給你
[00:10:02.000 --> 00:10:03.000]  和你的後裔
[00:10:03.000 --> 00:10:07.000]  你的後裔必像地上的塵沙那樣多
[00:10:07.000 --> 00:10:10.000]  必向東西南北開展
[00:10:10.000 --> 00:10:14.000]  地上萬族必因你和你的後裔得福
[00:10:14.000 --> 00:10:16.000]  我也與你同在
[00:10:16.000 --> 00:10:18.000]  你無論往哪裡去
[00:10:18.000 --> 00:10:20.000]  我必保佑你
[00:10:20.000 --> 00:10:22.000]  領你歸回這地
[00:10:22.000 --> 00:10:23.000]  總不離棄
[00:10:23.000 --> 00:10:25.000]  直到我成全了
[00:10:25.000 --> 00:10:28.000]  向你所許的願
[00:10:28.000 --> 00:10:30.000]  向你所應許的 對不對
[00:10:30.000 --> 00:10:33.000]  在這個地方我們看見神界的夢
[00:10:33.000 --> 00:10:35.000]  神界的一個夢
[00:10:35.000 --> 00:10:42.000]  重新的確定祂的檢選和祂的約
[00:10:42.000 --> 00:10:44.000]  那麼這個內容是什麼呢
[00:10:44.000 --> 00:10:46.000]  就是他看見一個天梯
[00:10:46.000 --> 00:10:48.000]  從地一直通到天上
[00:10:48.000 --> 00:10:49.000]  然後呢
[00:10:49.000 --> 00:10:51.000]  這個上面有很多的使者
[00:10:51.000 --> 00:10:52.000]  神的使者
[00:10:52.000 --> 00:10:54.000]  神的使者就是天使
[00:10:54.000 --> 00:10:56.000]  在上面上上下下
[00:10:56.000 --> 00:10:57.000]  在那邊
[00:10:57.000 --> 00:11:00.000]  聖經上沒有告訴我們他們在做什麼
[00:11:00.000 --> 00:11:03.000]  但是我們知道他們就在那裡上上下下
[00:11:03.000 --> 00:11:05.000]  對不對
[00:11:05.000 --> 00:11:08.000]  接下去我們又看見耶和華神站在什麼地方
[00:11:08.000 --> 00:11:11.000]  站在梯子的最頭上
[00:11:11.000 --> 00:11:13.000]  在這一段祂所做的夢裡面
[00:11:13.000 --> 00:11:16.000]  還有一個就是神向祂說話
[00:11:16.000 --> 00:11:18.000]  這個神是亞伯拉罕以薩的神
[00:11:18.000 --> 00:11:20.000]  是祂的祖父
[00:11:20.000 --> 00:11:22.000]  還有祂父親的神
[00:11:22.000 --> 00:11:24.000]  我們如果記住
[00:11:24.000 --> 00:11:27.000]  雅各當他還在家裡面的時候
[00:11:27.000 --> 00:11:29.000]  你知道我們很多時候看見
[00:11:29.000 --> 00:11:31.000]  他說你所信的神
[00:11:31.000 --> 00:11:33.000]  大衛也是這樣
[00:11:33.000 --> 00:11:35.000]  他們也是說你所信的神
[00:11:35.000 --> 00:11:37.000]  所以很多時候我覺得
[00:11:37.000 --> 00:11:39.000]  從舊約聖經裡面我們看見
[00:11:39.000 --> 00:11:41.000]  他們可能知道有這麼一位神
[00:11:41.000 --> 00:11:43.000]  因為透過他的父親
[00:11:43.000 --> 00:11:45.000]  因為透過他的祖父的事情
[00:11:45.000 --> 00:11:48.000]  但是我們在這裡我們看見
[00:11:48.000 --> 00:11:50.000]  神對雅各說話
[00:11:50.000 --> 00:11:51.000]  他做了什麼話呢
[00:11:51.000 --> 00:11:56.000]  他就是在確定神和亞伯拉罕以薩所立的約
[00:11:56.000 --> 00:12:00.000]  這是他確定了一件事情
[00:12:00.000 --> 00:12:03.000]  接下去我們從這一段經文裡面
[00:12:03.000 --> 00:12:04.000]  我們也可以看到
[00:12:04.000 --> 00:12:07.000]  神檢選雅各
[00:12:07.000 --> 00:12:11.000]  他確定了他真的是檢選雅各
[00:12:11.000 --> 00:12:13.000]  雖然我們知道雅各出生的時候
[00:12:13.000 --> 00:12:15.000]  是一個很奇妙的出生
[00:12:15.000 --> 00:12:18.000]  但是我們曉得神聖經上
[00:12:18.000 --> 00:12:20.000]  新約聖經裡面就告訴我們說
[00:12:20.000 --> 00:12:22.000]  神檢選了雅各
[00:12:22.000 --> 00:12:23.000]  沒有檢選以薩
[00:12:23.000 --> 00:12:25.000]  在這裡我自己看的時候
[00:12:25.000 --> 00:12:27.000]  我覺得神再一次的確定
[00:12:27.000 --> 00:12:32.000]  他檢選了雅各
[00:12:32.000 --> 00:12:34.000]  那麼在他給雅各的應許
[00:12:34.000 --> 00:12:36.000]  就是他對雅伯拉罕還有以薩
[00:12:36.000 --> 00:12:38.000]  就是他祖父他的父親
[00:12:38.000 --> 00:12:41.000]  對他們的應許有四件事情
[00:12:41.000 --> 00:12:45.000]  第一件事情
[00:12:45.000 --> 00:12:48.000]  就是賜迦蘭地給他和他的子孫
[00:12:48.000 --> 00:12:49.000]  這是第一件事情
[00:12:49.000 --> 00:12:50.000]  神應許
[00:12:50.000 --> 00:12:53.000]  從雅伯拉罕開始就是這樣子應許的
[00:12:53.000 --> 00:12:54.000]  然後到以薩
[00:12:54.000 --> 00:12:55.000]  然後到他
[00:12:55.000 --> 00:12:57.000]  然後他又告訴他
[00:12:57.000 --> 00:12:59.000]  他說你的子孫
[00:12:59.000 --> 00:13:03.000]  你的後裔要像地面的灰塵那麼多
[00:13:03.000 --> 00:13:05.000]  就是你沒有辦法計算
[00:13:05.000 --> 00:13:06.000]  這是神告訴他的
[00:13:06.000 --> 00:13:07.000]  第三件事情
[00:13:07.000 --> 00:13:09.000]  就是說萬族
[00:13:09.000 --> 00:13:11.000]  地上的萬族
[00:13:11.000 --> 00:13:12.000]  這個在希伯來文
[00:13:12.000 --> 00:13:15.000]  他也可以說是地上的每一個家
[00:13:15.000 --> 00:13:16.000]  每一個family
[00:13:16.000 --> 00:13:17.000]  每一個家
[00:13:17.000 --> 00:13:19.000]  都要怎麼呢
[00:13:19.000 --> 00:13:23.000]  因為他的一個子孫得福
[00:13:23.000 --> 00:13:25.000]  這個是神
[00:13:25.000 --> 00:13:27.000]  藉著這個夢
[00:13:27.000 --> 00:13:28.000]  向他應許
[00:13:28.000 --> 00:13:29.000]  告訴他說
[00:13:29.000 --> 00:13:30.000]  他所應許
[00:13:30.000 --> 00:13:32.000]  他的祖父還有他的父親
[00:13:32.000 --> 00:13:35.000]  跟他們所立的約
[00:13:35.000 --> 00:13:37.000]  他要成就這個應許
[00:13:37.000 --> 00:13:39.000]  我們再強調一個
[00:13:39.000 --> 00:13:40.000]  第一個就是
[00:13:40.000 --> 00:13:42.000]  賜迦蘭地給他
[00:13:42.000 --> 00:13:43.000]  第二個事情就是
[00:13:43.000 --> 00:13:44.000]  他的子孫
[00:13:44.000 --> 00:13:45.000]  他的後裔
[00:13:45.000 --> 00:13:48.000]  要像地面的灰塵那麼多
[00:13:48.000 --> 00:13:49.000]  第三件事情
[00:13:49.000 --> 00:13:51.000]  他說地上所有的萬族
[00:13:51.000 --> 00:13:54.000]  都要因他的一個子孫得福
[00:13:54.000 --> 00:13:55.000]  這就是我們在迦拉太書裡面
[00:13:55.000 --> 00:13:57.000]  保羅他就告訴我們
[00:13:57.000 --> 00:13:59.000]  那一個子孫是誰呢
[00:13:59.000 --> 00:14:00.000]  就是耶穌
[00:14:00.000 --> 00:14:02.000]  就是基督
[00:14:02.000 --> 00:14:07.000]  然後最後呢
[00:14:07.000 --> 00:14:09.000]  神也揀選了雅各
[00:14:09.000 --> 00:14:11.000]  他向他保證什麼
[00:14:11.000 --> 00:14:12.000]  第一件事情
[00:14:12.000 --> 00:14:14.000]  他要保證神是與他同在
[00:14:14.000 --> 00:14:16.000]  這是他要保證的
[00:14:16.000 --> 00:14:17.000]  那用什麼方法
[00:14:17.000 --> 00:14:19.000]  所以他要讓雅各知道
[00:14:19.000 --> 00:14:21.000]  神會拯救他
[00:14:21.000 --> 00:14:23.000]  第二個就是神會保護他
[00:14:23.000 --> 00:14:26.000]  第三個就是神會引導他
[00:14:26.000 --> 00:14:28.000]  然後神也保證說
[00:14:28.000 --> 00:14:29.000]  他一定會成就
[00:14:29.000 --> 00:14:31.000]  他所應許的事情
[00:14:31.000 --> 00:14:34.000]  這是我們在他的夢裡面
[00:14:34.000 --> 00:14:35.000]  我們從聖經上面
[00:14:35.000 --> 00:14:36.000]  很清楚的看見
[00:14:36.000 --> 00:14:38.000]  接下來我們再來讀
[00:14:38.000 --> 00:14:45.000]  第十六節到第十九節
[00:14:45.000 --> 00:14:48.000]  我們先讀十六節到十九節
[00:14:48.000 --> 00:14:49.000]  十六節請
[00:14:49.000 --> 00:14:51.000]  雅各睡醒了
[00:14:51.000 --> 00:14:53.000]  說耶和華
[00:14:53.000 --> 00:14:55.000]  我竟不知道
[00:14:55.000 --> 00:14:56.000]  就懼怕說
[00:14:56.000 --> 00:14:58.000]  這地方何等可畏
[00:14:58.000 --> 00:14:59.000]  這不是別的
[00:14:59.000 --> 00:15:01.000]  乃是神的殿
[00:15:01.000 --> 00:15:03.000]  也是天的門
[00:15:03.000 --> 00:15:06.000]  雅各把所整的石頭
[00:15:06.000 --> 00:15:07.000]  立做柱子
[00:15:07.000 --> 00:15:09.000]  澆油在上面
[00:15:09.000 --> 00:15:13.000]  他就給那地方起名叫伯特利
[00:15:13.000 --> 00:15:17.000]  那地方起先名叫路斯
[00:15:17.000 --> 00:15:19.000]  伯特利的意思是什麼
[00:15:19.000 --> 00:15:20.000]  就是神的家
[00:15:20.000 --> 00:15:22.000]  或者是我們在這個小字上面
[00:15:22.000 --> 00:15:28.000]  他說就是神的殿的意思
[00:15:28.000 --> 00:15:30.000]  十六節到十九節
[00:15:30.000 --> 00:15:31.000]  我給他起一個名字
[00:15:31.000 --> 00:15:34.000]  叫做雅各被更新
[00:15:34.000 --> 00:15:36.000]  從他所做的夢
[00:15:36.000 --> 00:15:37.000]  從神跟他講的話
[00:15:37.000 --> 00:15:39.000]  他怎麼被更新呢
[00:15:39.000 --> 00:15:40.000]  他知道了
[00:15:40.000 --> 00:15:42.000]  他的祖父跟他的父親
[00:15:42.000 --> 00:15:44.000]  所信的這位神
[00:15:44.000 --> 00:15:47.000]  的的確確是真的
[00:15:47.000 --> 00:15:49.000]  這是第一件事情
[00:15:49.000 --> 00:15:51.000]  然後他說我竟不知道
[00:15:51.000 --> 00:15:52.000]  所以我們可以想到
[00:15:52.000 --> 00:15:54.000]  雅各他出生在這個家庭裡面
[00:15:54.000 --> 00:15:57.000]  雖然他的祖父亞伯拉罕
[00:15:57.000 --> 00:15:58.000]  是信心之父
[00:15:58.000 --> 00:16:01.000]  然後以薩其實也是很有信心的
[00:16:01.000 --> 00:16:03.000]  但是他卻不認識
[00:16:03.000 --> 00:16:05.000]  不知道這位神
[00:16:05.000 --> 00:16:06.000]  所以在這個時候
[00:16:06.000 --> 00:16:07.000]  神在確定了
[00:16:07.000 --> 00:16:10.000]  向他顯明
[00:16:10.000 --> 00:16:12.000]  讓他知道他是被揀選
[00:16:12.000 --> 00:16:14.000]  亞伯拉罕以薩後代裡面
[00:16:14.000 --> 00:16:16.000]  他所揀選的
[00:16:16.000 --> 00:16:18.000]  所以他的信心就被更新了
[00:16:18.000 --> 00:16:20.000]  第二個
[00:16:20.000 --> 00:16:24.000]  雅各產生了一種敬畏神的心靈
[00:16:24.000 --> 00:16:26.000]  他在那塊石頭
[00:16:26.000 --> 00:16:28.000]  當作枕頭的那塊石頭
[00:16:28.000 --> 00:16:30.000]  他在上面澆了一些油
[00:16:30.000 --> 00:16:32.000]  然後他把它立作一個柱子
[00:16:32.000 --> 00:16:34.000]  這意思是什麼呢
[00:16:34.000 --> 00:16:36.000]  其實就是他在神的家裡面
[00:16:36.000 --> 00:16:38.000]  敬拜神
[00:16:38.000 --> 00:16:39.000]  就因為裡面
[00:16:39.000 --> 00:16:42.000]  當他們把高油澆在這個
[00:16:42.000 --> 00:16:43.000]  什麼東西上面的時候
[00:16:43.000 --> 00:16:45.000]  其實表示他們對神的敬拜
[00:16:45.000 --> 00:16:48.000]  所以他給那個地方起名叫做伯特利
[00:16:48.000 --> 00:16:52.000]  伯特利就是神的家的意思
[00:16:52.000 --> 00:16:53.000]  所以我們在這裡我們看見
[00:16:53.000 --> 00:16:54.000]  他被更新了
