
[00:00:00.000 --> 00:00:05.240]  其實父親在聖經裡記載的是特別多的
[00:04:35.200 --> 00:04:38.080]  我們從當中學習一下
[00:04:38.080 --> 00:04:42.840]  父親特別領會到天父對我們的關係
[00:04:42.840 --> 00:04:46.160]  我們讀完這個比喻,雖然很熟悉的
[00:04:46.160 --> 00:04:49.320]  再次溫習一下,在《路教福音》第十五章
[00:04:49.320 --> 00:04:54.280]  第十一節開始,我們一起讀出這段聖經,請讀
[00:04:54.280 --> 00:04:59.000]  耶穌又說,一個人有兩個兒子
[00:04:59.000 --> 00:05:01.560]  小兒子對父親說
[00:05:01.560 --> 00:05:06.920]  父親,請你把我所得的應得的家業分給我
[00:05:06.920 --> 00:05:11.720]  他父親就把產業分給他們
[00:05:11.720 --> 00:05:13.840]  過了不多幾日
[00:05:13.840 --> 00:05:19.160]  小兒子就把他一切所有的都收拾起來
[00:05:19.160 --> 00:05:21.760]  往遠方去了
[00:05:21.760 --> 00:05:26.800]  隨那裡任意放蕩,浪費資財
[00:05:26.800 --> 00:05:29.960]  既耗盡了一切所有的
[00:05:29.960 --> 00:05:33.840]  又遇著那地方大租饑荒
[00:05:33.840 --> 00:05:35.800]  就窮苦起來
[00:05:35.800 --> 00:05:40.000]  於是,去投靠那地方的一個人
[00:05:40.000 --> 00:05:45.240]  那人打發他到田裡去放豬
[00:05:45.240 --> 00:05:50.200]  他恨不得拿豬所吃的豆蝦充饑
[00:05:50.200 --> 00:05:52.360]  也沒有人給他
[00:05:52.360 --> 00:05:54.320]  他醒不過來
[00:05:54.320 --> 00:05:58.680]  就說,我父親有多少的故宮
[00:05:58.680 --> 00:06:02.720]  口糧有餘,我倒在這裡餓死嗎
[00:06:02.720 --> 00:06:06.400]  我要起來到我父親那裡去
[00:06:06.400 --> 00:06:09.920]  向他說,父親,我得罪了天
[00:06:09.920 --> 00:06:11.760]  又得罪了你
[00:06:11.760 --> 00:06:16.400]  從今以後,我不配稱為你的兒子
[00:06:16.400 --> 00:06:19.800]  把我當作一個故宮吧
[00:06:19.800 --> 00:06:24.160]  於是,起來往他父親那裡去
[00:06:24.160 --> 00:06:25.840]  相離還遠
[00:06:25.840 --> 00:06:30.160]  他父親看見,就動了慈心
[00:06:30.160 --> 00:06:33.040]  跑去抱著他的頸汗
[00:06:33.040 --> 00:06:35.640]  連連與他親嘴
[00:06:35.640 --> 00:06:39.280]  對兒子說,父親,我得罪了天
[00:06:39.280 --> 00:06:41.160]  又得罪了你
[00:06:41.160 --> 00:06:45.560]  從今以後,我不配稱為你的兒子
[00:06:45.560 --> 00:06:48.800]  父親卻吩咐僕人說
[00:06:48.800 --> 00:06:53.360]  把那上好的袍子快拿出來給他穿
[00:06:53.360 --> 00:06:56.680]  把戒指戴在他指頭上
[00:06:56.680 --> 00:06:59.640]  把鞋穿在他腳上
[00:06:59.640 --> 00:07:03.120]  把那肥牛毒牽來宰了
[00:07:03.120 --> 00:07:05.800]  我們可以吃喝快樂
[00:07:05.800 --> 00:07:10.520]  因為我們的兒子是死而復活
[00:07:10.520 --> 00:07:12.280]  失而又得的
[00:07:12.280 --> 00:07:15.400]  他們就快樂起來
[00:07:15.400 --> 00:07:19.040]  那時,大兒子正在田裡
[00:07:19.040 --> 00:07:21.680]  他回來離家不遠
[00:07:21.680 --> 00:07:25.000]  聽見作樂跳舞的聲音
[00:07:25.000 --> 00:07:27.200]  便叫過一個僕人來
[00:07:27.200 --> 00:07:29.120]  問是什麼事
[00:07:29.120 --> 00:07:32.440]  僕人說,你兄弟來了
[00:07:32.440 --> 00:07:37.040]  你父親因為得他無災無病地回來
[00:07:37.040 --> 00:07:39.960]  把肥牛毒宰了
[00:07:39.960 --> 00:07:42.960]  大孩子,大兒子卻生氣
[00:07:42.960 --> 00:07:44.320]  不肯進去
[00:07:44.320 --> 00:07:47.120]  他父親就出來勸他
[00:07:47.120 --> 00:07:48.920]  他對父親說
[00:07:48.920 --> 00:07:51.600]  我服侍你這多年
[00:07:51.600 --> 00:07:54.600]  從來沒有違背過你的命
[00:07:54.600 --> 00:07:58.600]  你並沒有給我一隻山羊羔
[00:07:58.600 --> 00:08:01.640]  叫我和朋友一同快樂
[00:08:01.640 --> 00:08:04.040]  但你這個兒子
[00:08:04.040 --> 00:08:07.520]  和娼妓吞盡了你的產業
[00:08:07.520 --> 00:08:08.440]  他一來了
[00:08:08.440 --> 00:08:12.360]  你倒為他宰了肥牛毒
[00:08:12.360 --> 00:08:14.640]  父親對他說
[00:08:14.640 --> 00:08:18.960]  而啊,你尚我同在
[00:08:18.960 --> 00:08:22.520]  我一切所有的都是你的
[00:08:22.520 --> 00:08:24.800]  只是你這個兄弟
[00:08:24.800 --> 00:08:27.200]  是死而復活
[00:08:27.200 --> 00:08:29.000]  失而又得的
[00:08:29.000 --> 00:08:34.320]  所以,我們理當歡喜快樂
[00:08:34.320 --> 00:08:35.600]  讀完之後
[00:08:35.600 --> 00:08:37.600]  我相信你要同意我的看法
[00:08:37.600 --> 00:08:40.040]  其實這個比喻
[00:08:40.040 --> 00:08:43.960]  中心人物可以嚴格說是父親
[00:08:43.960 --> 00:08:45.640]  並不是兒子
[00:08:45.640 --> 00:08:46.600]  因為你會發覺
[00:08:46.600 --> 00:08:48.240]  那個中心人物
[00:08:48.240 --> 00:08:51.280]  一開始聖經就介紹
[00:08:51.280 --> 00:08:53.320]  耶穌說一個人
[00:08:53.320 --> 00:08:54.600]  先講這個人
[00:08:54.600 --> 00:08:56.760]  有兩個兒子
[00:08:56.760 --> 00:08:57.560]  所以你會發現
[00:08:57.560 --> 00:08:59.960]  原來是他講到有兩個兒子
[00:08:59.960 --> 00:09:02.000]  和他們之間的關係
[00:09:02.000 --> 00:09:04.840]  所以不單止那個離家出走的那個
[00:09:04.840 --> 00:09:07.080]  還有那個留在家裡的
[00:09:07.080 --> 00:09:09.880]  聖經也用了很大的篇幅
[00:09:09.880 --> 00:09:13.160]  由二十五節到三十二節
[00:09:13.160 --> 00:09:14.680]  有八節的聖經
[00:09:14.680 --> 00:09:18.160]  比起前面十宗節的聖經
[00:09:18.160 --> 00:09:20.200]  也不少得多
[00:09:20.200 --> 00:09:20.760]  所以你會發覺
[00:09:20.760 --> 00:09:22.640]  原來這裡給我們看到
[00:09:22.640 --> 00:09:25.000]  這位的慈父
[00:09:25.000 --> 00:09:28.400]  他真是有一種心腸
[00:09:28.400 --> 00:09:34.920]  他來接納這個撥逸的兒子
[00:09:34.920 --> 00:09:37.440]  但是他卻是充滿著憐恤
[00:09:37.440 --> 00:09:38.920]  充滿著慈愛
[00:09:38.920 --> 00:09:41.040]  充滿著很多的忍耐
[00:09:41.040 --> 00:09:43.960]  充滿著很多的饒恕
[00:09:43.960 --> 00:09:46.600]  更加給這個小兒子有機會
[00:09:46.600 --> 00:09:50.240]  不單止還為他回來的時候
[00:09:50.240 --> 00:09:52.240]  來一同的慶祝
[00:09:52.240 --> 00:09:53.280]  這真是看見
[00:09:53.280 --> 00:09:57.200]  上帝對我們每一個人的心懷
[00:09:57.200 --> 00:09:59.800]  就是只要你願意來悔改
[00:09:59.800 --> 00:10:02.600]  回到父的家裡
[00:10:02.600 --> 00:10:05.760]  上帝是要來等候我們
[00:10:05.760 --> 00:10:08.640]  甚至主動來迎接我們
[00:10:08.640 --> 00:10:10.800]  更加來懷抱我們
[00:10:10.800 --> 00:10:11.640]  而且不單止
[00:10:11.640 --> 00:10:13.240]  還為我們歡喜快樂
[00:10:13.240 --> 00:10:16.120]  叫其他人一同來歡欣
[00:10:16.120 --> 00:10:18.480]  來感謝、來慶祝
[00:10:18.480 --> 00:10:21.440]  這種實在顯明了上帝的恩慈
[00:10:21.440 --> 00:10:24.440]  和祂忍耐的大愛
[00:10:24.440 --> 00:10:26.280]  今天因為父親節
[00:10:26.280 --> 00:10:29.520]  我們不是集中來講這方面的訊息
[00:10:29.520 --> 00:10:34.400]  但是我們可以從這個比喻當中
[00:10:34.400 --> 00:10:35.760]  我們可以看到
[00:10:35.760 --> 00:10:37.880]  作為父親的一些借鏡
[00:10:37.880 --> 00:10:42.280]  也有一些引申和大家在父親節的時候彼此勉勵
[00:10:42.280 --> 00:10:44.800]  第一,我們在父親節這裡看見
[00:10:44.800 --> 00:10:48.000]  是一個很重要的元素
[00:10:48.000 --> 00:10:49.560]  作為父親
[00:10:49.560 --> 00:10:55.040]  就是去認識和建立他們的孩子
[00:10:55.040 --> 00:10:59.440]  父親認識他的孩子
[00:10:59.440 --> 00:11:01.600]  去建立他的孩子
[00:11:01.600 --> 00:11:04.560]  因為聖經裡邊一開始就這樣說
[00:11:04.560 --> 00:11:08.280]  一個人有兩個兒子
[00:11:08.280 --> 00:11:10.720]  你會發現原來這兩個兒子
[00:11:10.720 --> 00:11:13.160]  他們的性格是否不同?
[00:11:13.160 --> 00:11:15.000]  很不同,你會留意到
[00:11:15.000 --> 00:11:18.320]  這個大兒子和小兒子的性格是很不同的
[00:11:18.320 --> 00:11:22.520]  他們的喜好是很不同的
[00:11:22.520 --> 00:11:25.440]  一個是一本正經
[00:11:25.440 --> 00:11:27.600]  來幫助父親的產業
[00:11:27.600 --> 00:11:28.960]  來到這套中心
[00:11:28.960 --> 00:11:31.680]  另外一個小兒子又怎樣?
[00:11:31.680 --> 00:11:33.240]  小兒子喜歡玩
[00:11:33.240 --> 00:11:35.000]  喜歡去闖
[00:11:35.000 --> 00:11:38.080]  喜歡去消費
[00:11:38.080 --> 00:11:40.000]  沒有好好計劃
[00:11:40.000 --> 00:11:42.760]  所以他是另一種性情
[00:11:42.760 --> 00:11:43.840]  另一種喜好
[00:11:43.840 --> 00:11:46.720]  另一種人生的取向
[00:11:46.720 --> 00:11:50.160]  這個當然和他們的性格
[00:11:50.160 --> 00:11:52.240]  是非常大的一個關係
[00:11:52.240 --> 00:11:57.240]  他們的性向也非常有一個聯繫
[00:11:57.240 --> 00:11:59.680]  他們的問題也不同
[00:11:59.680 --> 00:12:08.680]  你說這兩個兒子,誰的問題比較大?
[00:12:08.680 --> 00:12:11.520]  有人說小兒子,有人說大兒子
[00:12:11.520 --> 00:12:14.040]  有人說兩個兒子都有問題
[00:12:14.040 --> 00:12:16.360]  你會發覺,讀完聖經之後
[00:12:16.360 --> 00:12:22.480]  你會發覺兩個兒子都有不同的問題
[00:12:22.480 --> 00:12:25.720]  那個小兒子就是放縱的問題
[00:12:25.720 --> 00:12:28.080]  他不去窮途末路
[00:12:28.080 --> 00:12:30.680]  也不懂得回頭
[00:12:30.680 --> 00:12:32.920]  一開始錯了一點,快點回頭
[00:12:32.920 --> 00:12:34.200]  這樣已經好了
[00:12:34.200 --> 00:12:37.080]  錯又錯又錯
[00:12:37.080 --> 00:12:39.400]  錯到沒有路可走了
[00:12:39.400 --> 00:12:40.520]  這樣才懂得回頭
[00:12:40.520 --> 00:12:44.080]  還好他懂得回頭
[00:12:44.080 --> 00:12:46.240]  大兒子就循規蹈矩
[00:12:46.240 --> 00:12:50.320]  但是你會發覺他是非常自我中心
[00:12:50.320 --> 00:12:57.200]  他只是想到自己的好處、利益
[00:12:57.200 --> 00:13:00.560]  沒有想到這個弟弟回來
[00:13:00.560 --> 00:13:03.560]  現在這個弟弟已經浪費了很多家產
[00:13:03.560 --> 00:13:05.160]  跟他分了
[00:13:05.160 --> 00:13:09.600]  放蕩了,耗盡了他的一切
[00:13:09.600 --> 00:13:11.120]  現在再回來,那怎麼辦?
[00:13:11.120 --> 00:13:17.040]  哇!就連我的一份也可能分給他了
[00:13:17.040 --> 00:13:19.720]  但是他沒有想到這個弟弟的親情
[00:13:19.720 --> 00:13:23.360]  沒有想到他回來的那種很值得
[00:13:23.360 --> 00:13:24.920]  浪子回頭
[00:13:24.920 --> 00:13:29.080]  什麼?金不換的一種情境
[00:13:29.080 --> 00:13:31.680]  也沒有想到爸爸,爸爸的心
[00:13:31.680 --> 00:13:34.720]  爸爸失去了一個小孩子是很傷心的
[00:13:34.720 --> 00:13:37.960]  現在回來的時候,擺設大言直言
[00:13:37.960 --> 00:13:40.680]  證明爸爸是很開心的
[00:13:40.680 --> 00:13:42.520]  他沒有替爸爸開心
[00:13:42.520 --> 00:13:44.360]  他只是想到他自己
[00:13:44.360 --> 00:13:48.840]  我們看到這個小的兒子有問題
[00:13:48.840 --> 00:13:54.200]  大的兒子也有很大的一些心裏面
[00:13:54.200 --> 00:13:59.120]  甚至是他個人的一些問題
[00:13:59.120 --> 00:14:01.520]  其實我們每一個人都有不同的問題
[00:14:01.520 --> 00:14:04.000]  是不是?會不會?
[00:14:04.000 --> 00:14:08.360]  我們每一個人都有不同的需要
[00:14:08.360 --> 00:14:10.200]  不同的問題
[00:14:10.200 --> 00:14:12.320]  或者說,那個問題如果是負面的意思
[00:14:12.320 --> 00:14:17.040]  就是說,我們有不同的一些麻煩的事情
[00:14:17.040 --> 00:14:19.680]  如果說,我們按照我們的罪性表達出來
[00:14:19.680 --> 00:14:22.360]  可能我們在不同方面表達出來
[00:14:22.360 --> 00:14:24.560]  有些人說,我從來不說謊的
[00:14:24.560 --> 00:14:25.960]  我信不信耶穌
[00:14:25.960 --> 00:14:29.880]  但可能他在另一方面有很多問題
[00:14:29.880 --> 00:14:33.960]  有些人說,我是很顧家的
[00:14:33.960 --> 00:14:35.400]  很負責任的
[00:14:35.400 --> 00:14:39.160]  但可能他在另一方面被捆綁
[00:14:39.160 --> 00:14:42.600]  有很多他自己的靈性、心理
[00:14:42.600 --> 00:14:45.120]  或者他人格上的問題
[00:14:45.120 --> 00:14:46.840]  其實就是因為我們有罪性
[00:14:46.840 --> 00:14:48.040]  我們都是罪人
[00:14:48.040 --> 00:14:49.880]  我們都是需要神的拯救
[00:14:49.880 --> 00:14:52.080]  我們都需要神的憐憫和恩典
[00:14:52.080 --> 00:14:56.440]  Amen?
[00:14:56.440 --> 00:14:58.040]  但是神認不認識我們呢?
[00:14:58.040 --> 00:14:59.280]  當我們信了主之後
[00:14:59.280 --> 00:15:01.480]  我們就發覺神很認識我們
[00:15:01.480 --> 00:15:04.400]  祂用我們想不到的方法
[00:15:04.400 --> 00:15:06.400]  帶領我們想不到的方法
[00:15:06.400 --> 00:15:08.880]  去讓我們自己認識我們自己
[00:15:08.880 --> 00:15:11.560]  以及讓我們能夠明白到
[00:15:11.560 --> 00:15:13.400]  當然這是聖靈的工作
[00:15:13.400 --> 00:15:15.120]  我們為我們的罪
[00:15:15.120 --> 00:15:16.520]  為義、為審判
[00:15:16.520 --> 00:15:19.080]  我們懂得自己去責備我們自己
[00:15:19.080 --> 00:15:20.400]  是聖靈感動我們
[00:15:20.400 --> 00:15:23.520]  以致我們能夠悔改、信主
[00:15:23.520 --> 00:15:26.120]  這也是因為神很奇妙的引導
[00:15:26.120 --> 00:15:27.800]  神知道我們的需要
[00:15:27.800 --> 00:15:29.200]  每一個人信耶穌
[00:15:29.200 --> 00:15:30.480]  大致上都可以說
[00:15:30.480 --> 00:15:34.440]  認識主耶穌、救恩、相信祂、得救
[00:15:34.440 --> 00:15:36.920]  但是其實每一個人的經歷都不同
[00:15:36.920 --> 00:15:38.080]  所以當我們每一個人
[00:15:38.080 --> 00:15:39.720]  說我們的得救、見證的時候
[00:15:39.720 --> 00:15:40.680]  你會發覺
[00:15:40.680 --> 00:15:42.840]  人人都有很多
[00:15:42.840 --> 00:15:46.000]  很特別的神的安排和帶領
[00:15:46.000 --> 00:15:47.640]  以致我們能夠信主
[00:15:47.640 --> 00:15:50.600]  你們覺得嗎?
[00:15:50.600 --> 00:15:52.280]  所以神很認識我們
[00:15:52.280 --> 00:15:53.400]  神知道我們的心
[00:15:53.400 --> 00:15:54.120]  但是
[00:15:54.120 --> 00:15:57.240]  神卻是用一樣的恩慈
[00:15:57.240 --> 00:15:58.800]  一樣的寬容
[00:15:58.800 --> 00:16:01.120]  來等候我們
[00:16:01.120 --> 00:16:02.120]  安排
[00:16:02.120 --> 00:16:05.280]  叫我們能夠回歸到祂自己的面前
[00:16:05.280 --> 00:16:06.880]  得著祂的恩典
[00:16:06.880 --> 00:16:09.000]  這就是上帝的智慧
[00:16:09.000 --> 00:16:11.320]  也是上帝對我們奇妙的愛
[00:16:11.320 --> 00:16:15.800]  以及祂無比的忍耐和恩慈
[00:16:15.800 --> 00:16:16.800]  所以我們發覺
[00:16:16.800 --> 00:16:18.280]  在聖經裡面
[00:16:18.280 --> 00:16:19.600]  聖經裡這樣說
[00:16:19.600 --> 00:16:20.640]  祂說
[00:16:20.640 --> 00:16:21.520]  我們一起讀讀
[00:16:21.520 --> 00:16:22.760]  司篇一百三十九篇
[00:16:22.760 --> 00:16:24.320]  這篇很熟悉的聖經
[00:16:24.320 --> 00:16:25.160]  私人一開始
[00:16:25.160 --> 00:16:26.480]  第一、第二節就是這樣說
[00:16:26.480 --> 00:16:27.160]  請讀
[00:16:27.160 --> 00:16:28.320]  他說:「二爺,皇后!
[00:16:28.320 --> 00:16:31.880]  祢已經監陣我,認識我
[00:16:31.880 --> 00:16:35.920]  我坐下,我起來,祢都曉得
[00:16:35.920 --> 00:16:39.680]  祢從遠處,知道我的疑念」
[00:16:39.680 --> 00:16:40.360]  哇!真的是
[00:16:40.360 --> 00:16:41.760]  這就是
[00:16:41.760 --> 00:16:44.720]  私人大衛他後來認識了神之後
[00:16:44.720 --> 00:16:47.600]  就發覺,原來神一直
[00:16:47.600 --> 00:16:50.400]  都是這樣來眷顧祂
[00:16:50.400 --> 00:16:51.960]  留意祂
[00:16:51.960 --> 00:16:54.080]  認識祂
[00:16:54.080 --> 00:16:57.080]  以致祂曉得
[00:16:57.080 --> 00:17:00.640]  甚至心裡所有的疑念
[00:17:00.640 --> 00:17:01.440]  真是
[00:17:01.440 --> 00:17:05.880]  神沒有一件事不能瞞得過祂
[00:17:05.880 --> 00:17:08.840]  祂的慧眼、監察
[00:17:08.840 --> 00:17:10.040]  祂認識我們
[00:17:10.040 --> 00:17:11.800]  所以這是最寶貴的
[00:17:11.800 --> 00:17:13.440]  原來為什麼我們
[00:17:13.440 --> 00:17:14.600]  能夠蒙神拯救
[00:17:14.600 --> 00:17:15.400]  蒙神的帶領
[00:17:15.400 --> 00:17:17.000]  蒙神的安排
[00:17:17.000 --> 00:17:19.120]  真的不是我們揀選神的
[00:17:19.120 --> 00:17:19.880]  耶穌說得好
[00:17:19.880 --> 00:17:22.640]  是神揀選了我們
[00:17:22.640 --> 00:17:24.680]  因為神認識了我們
[00:17:24.680 --> 00:17:26.200]  祂知道我們的需要
[00:17:26.200 --> 00:17:27.200]  祂安排
[00:17:27.200 --> 00:17:29.440]  以致我們能夠有這個機會
[00:17:29.440 --> 00:17:31.080]  蒙祂的恩典
[00:17:31.080 --> 00:17:32.240]  向祂回應
[00:17:32.240 --> 00:17:33.280]  得著拯救
[00:17:33.280 --> 00:17:35.040]  所以私人就很聰明了
[00:17:35.040 --> 00:17:37.440]  他讀完這篇詩篇之後
[00:17:37.440 --> 00:17:39.160]  寫完這篇詩篇之後
[00:17:39.160 --> 00:17:41.760]  他講到神無處不在
[00:17:41.760 --> 00:17:43.960]  無所不在、無處不在
[00:17:43.960 --> 00:17:45.800]  無所不能的上帝
[00:17:45.800 --> 00:17:48.040]  沒有一件事能夠瞞得過祂
[00:17:48.040 --> 00:17:49.440]  甚至我們在沒有福的時候
[00:17:49.440 --> 00:17:51.080]  祂已經認識我們
[00:17:51.080 --> 00:17:52.120]  所以到最後
[00:17:52.120 --> 00:17:53.720]  在這篇詩篇最後那兩節
[00:17:53.720 --> 00:17:54.280]  你們知道嗎?
[00:17:54.280 --> 00:17:56.320]  最後那兩節就是二十三、二十四節
[00:17:56.320 --> 00:17:57.880]  祂這樣祈禱
[00:17:57.880 --> 00:17:58.840]  我們也讀完這兩節
[00:17:58.840 --> 00:17:59.880]  好不好?請讀
[00:17:59.880 --> 00:18:03.200]  他說:神啊!求祢監察我
[00:18:03.200 --> 00:18:05.040]  知道我的心事
[00:18:05.040 --> 00:18:06.280]  試練我
[00:18:06.280 --> 00:18:08.200]  知道我的意念
[00:18:08.200 --> 00:18:09.720]  看在我裡面
[00:18:09.720 --> 00:18:12.200]  有什麼惡行沒有
[00:18:12.200 --> 00:18:16.760]  引導我走永生的道路
[00:18:16.760 --> 00:18:18.040]  這個你拼在一起
[00:18:18.040 --> 00:18:19.720]  你會發覺很類似
[00:18:19.720 --> 00:18:22.480]  可以說是首尾真是呼應的
[00:18:22.480 --> 00:18:23.920]  而且最初的時候
[00:18:23.920 --> 00:18:26.600]  是祂知道神認識祂
[00:18:26.600 --> 00:18:27.840]  最後的時候
[00:18:27.840 --> 00:18:30.160]  祂既然知道的時候
[00:18:30.160 --> 00:18:32.960]  祂就求神去監察祂
[00:18:32.960 --> 00:18:34.920]  求神事上幫助祂
[00:18:34.920 --> 00:18:36.480]  去認識自己
[00:18:36.480 --> 00:18:37.800]  去認識祂自己
[00:18:37.800 --> 00:18:41.200]  以致祂不會陷在惡行裡面
[00:18:41.200 --> 00:18:43.000]  陷在試探裡面
[00:18:43.000 --> 00:18:44.120]  求神幫助祂
[00:18:44.120 --> 00:18:46.320]  引導祂走永生的道路
[00:18:46.320 --> 00:18:48.560]  這個真是很聰明的祈禱
[00:18:48.560 --> 00:18:51.840]  求神也給我們有這種聰明的祈禱
[00:18:51.840 --> 00:18:52.760]  這個聰明的祈禱
[00:18:52.760 --> 00:18:54.080]  就是因為建基在
[00:18:54.080 --> 00:18:58.000]  對上帝一種認識
[00:18:58.000 --> 00:19:00.880]  原來上帝認識我
[00:19:00.880 --> 00:19:03.720]  詳細知道我的意念
[00:19:03.720 --> 00:19:05.160]  所以我們要感謝神下
[00:19:05.160 --> 00:19:07.880]  這個實在是非常寶貴
[00:19:07.880 --> 00:19:09.560]  這裡給我們帶來
