
[00:00:00.000 --> 00:00:05.040]  飛來鐵飛是在一個很特殊的 地理的位置上面
[00:06:49.980 --> 00:06:53.300]  蒙福的一個命令
[00:06:53.300 --> 00:06:53.980]  很奇怪
[00:06:53.980 --> 00:06:59.380]  我們以爲蒙福的生命是透過我自己的選擇
[00:06:59.380 --> 00:07:00.900]  原來不是
[00:07:00.900 --> 00:07:03.820]  蒙福的生命是透過神的命令
[00:07:03.820 --> 00:07:06.340]  詩篇的第一篇講得非常的清楚
[00:07:06.340 --> 00:07:09.700]  那些晝夜市場耶和華綠綠的人
[00:07:09.700 --> 00:07:12.700]  這些人是唯有福的是爲什麼
[00:07:12.700 --> 00:07:15.540]  是因爲神在當中開了一個道路
[00:07:15.540 --> 00:07:17.500]  這個叫做真理亮光的道路
[00:07:17.500 --> 00:07:18.620]  生命的道路
[00:07:18.620 --> 00:07:19.940]  金錢的道路
[00:07:19.940 --> 00:07:23.060]  這個門打開了沒有人能關
[00:07:23.060 --> 00:07:26.700]  在菲拉貼妃的那個時代有一個事情出現
[00:07:26.700 --> 00:07:28.060]  出現是什麼呢
[00:07:28.060 --> 00:07:34.100]  就是因爲這些在菲拉貼妃當中聚會的弟兄姊妹
[00:07:34.100 --> 00:07:39.780]  他們開始認識主的時候是在福音的傳播的當中得着
[00:07:39.780 --> 00:07:43.180]  但是他們沒有離開他們的會堂
[00:07:43.180 --> 00:07:45.700]  所以在菲拉貼妃的這個地方當中
[00:07:45.700 --> 00:07:48.780]  會堂的人看到他們已經開始信耶穌
[00:07:48.780 --> 00:07:51.140]  就開始拒絕他
[00:07:51.140 --> 00:07:56.460]  在他們的面前說你不能再來這個猶太的會堂當中聚會
[00:07:56.460 --> 00:08:00.260]  因爲你們不再相信我們亞伯拉罕的上帝
[00:08:00.260 --> 00:08:05.500]  所以這些剛信主的這些弟兄姊妹就被他們推出去
[00:08:05.500 --> 00:08:09.020]  這個門關上了不能再去猶太的會堂裏面
[00:08:09.020 --> 00:08:10.380]  但是神告訴他們
[00:08:10.380 --> 00:08:14.900]  因爲這個門關上所以你們的生命就打開了
[00:08:14.900 --> 00:08:16.100]  讚美主
[00:08:16.100 --> 00:08:17.500]  讚美我們的主
[00:08:17.500 --> 00:08:23.220]  因爲神有主權把關上的門緊緊的關上
[00:08:23.220 --> 00:08:26.820]  把打開的門永遠的打開
[00:08:26.820 --> 00:08:34.220]  我相信這個是我們今天在神的面前可以蒙福的一個的應許
[00:08:34.220 --> 00:08:36.540]  爲什麼我們要出去
[00:08:36.540 --> 00:08:41.300]  是因爲神給我們兩道的命令非常非常的簡單
[00:08:41.300 --> 00:08:45.740]  亞伯拉罕對上帝的瞭解不多
[00:08:45.740 --> 00:08:49.540]  但是耶和華對亞伯拉罕所講的只有兩個字
[00:08:49.540 --> 00:08:50.980]  第一個是什麼
[00:08:50.980 --> 00:08:52.300]  這是你去
[00:08:52.300 --> 00:08:53.220]  第二個字
[00:08:53.220 --> 00:08:56.660]  成爲別國的人的祝福
[00:08:56.660 --> 00:08:58.940]  所以英文說go and bless
[00:08:58.940 --> 00:09:00.660]  就兩個字
[00:09:00.660 --> 00:09:05.620]  那麼爲什麼神不向亞伯拉罕講多一點呢
[00:09:05.620 --> 00:09:09.180]  我盼望我們的人生神更多告訴我們一點
[00:09:09.180 --> 00:09:11.340]  讓我們做一些決定
[00:09:11.340 --> 00:09:15.820]  很奇妙的事情就是當我們要走上這個信心的道路
[00:09:15.820 --> 00:09:19.380]  走上了2015年新的福祉的一年的時候
[00:09:19.380 --> 00:09:23.060]  很多時候神對世界的事情沒有告訴你
[00:09:23.060 --> 00:09:28.020]  但是對你信心的回應的事情就講得非常清楚
[00:09:28.020 --> 00:09:30.140]  所以神很清楚的跟亞伯拉罕說
[00:09:30.140 --> 00:09:31.460]  我叫你就是去
[00:09:31.460 --> 00:09:32.700]  不要再問什麼
[00:09:32.700 --> 00:09:33.860]  去
[00:09:33.860 --> 00:09:36.020]  英文說God has spoken
[00:09:36.020 --> 00:09:39.100]  神說了我們第一個反應是什麼
[00:09:39.100 --> 00:09:40.620]  不需要再懷疑
[00:09:40.620 --> 00:09:43.300]  因爲這個是神所給我們的命令
[00:09:43.300 --> 00:09:48.340]  我有時候面對着神所給我們人生的一個改動
[00:09:48.340 --> 00:09:50.540]  或者新的一個方向的時候
[00:09:50.540 --> 00:09:54.220]  大概我的反應跟你們的反應都是一樣的
[00:09:54.220 --> 00:09:55.340]  你會問一下
[00:09:55.340 --> 00:09:57.100]  到哪裏去
[00:09:57.100 --> 00:09:59.660]  住Motel 6嗎
[00:09:59.660 --> 00:10:02.660]  那麼到底小孩子又怎麼樣
[00:10:02.660 --> 00:10:03.900]  甚至你會說
[00:10:03.900 --> 00:10:04.460]  不行不行
[00:10:04.460 --> 00:10:06.380]  讓我跟我太太先商量一下
[00:10:06.380 --> 00:10:08.700]  不要先跟我講
[00:10:08.700 --> 00:10:11.700]  但是神卻沒有向着亞伯拉罕這樣子來說
[00:10:11.700 --> 00:10:15.420]  只是在一天的日子當中向着亞伯拉罕
[00:10:15.420 --> 00:10:18.820]  來顯露這一位有主權的上帝
[00:10:18.820 --> 00:10:21.100]  他說我就是這位上帝
[00:10:21.100 --> 00:10:23.460]  你去
[00:10:23.460 --> 00:10:25.020]  同樣的
[00:10:25.020 --> 00:10:27.060]  當摩西在曠野的當中
[00:10:27.060 --> 00:10:32.940]  神向他在荊棘火焰當中來顯明他
[00:10:32.940 --> 00:10:35.060]  神只跟他說明了兩個事情
[00:10:35.060 --> 00:10:36.940]  第一個是我是誰
[00:10:36.940 --> 00:10:38.700]  上帝是誰
[00:10:38.700 --> 00:10:40.420]  我是自有擁有的
[00:10:40.420 --> 00:10:41.420]  就這樣子
[00:10:41.420 --> 00:10:43.500]  下面一個地方就是命令你去
[00:10:43.500 --> 00:10:45.100]  你向法老說
[00:10:45.100 --> 00:10:46.980]  把這些白姓帶出來
[00:10:46.980 --> 00:10:49.460]  那摩西不是一個很笨的人
[00:10:49.460 --> 00:10:53.580]  他知道要把以色列的白姓兩百萬人帶出去
[00:10:53.580 --> 00:10:55.980]  談何容易
[00:10:55.980 --> 00:10:58.900]  那麼摩西有一個比較好的反應就是說
[00:10:58.900 --> 00:11:01.460]  我沒有力量去
[00:11:01.460 --> 00:11:03.820]  但是我們問的問題還有簡單一點
[00:11:03.820 --> 00:11:06.540]  就是說去什麼地方
[00:11:06.540 --> 00:11:08.740]  神給我們只有一個的事情就是
[00:11:08.740 --> 00:11:13.180]  神帶着他的命令要賜福給我們
[00:11:13.180 --> 00:11:15.020]  去的意思是什麼
[00:11:15.020 --> 00:11:15.860]  很簡單
[00:11:15.860 --> 00:11:18.340]  去的意思是說你相信我
[00:11:18.340 --> 00:11:22.340]  去的意思是說沒有一個寶藏你會成功的
[00:11:22.340 --> 00:11:24.780]  去的意思是說你會有問題
[00:11:24.780 --> 00:11:27.940]  去的地方你要離開你的安全屋
[00:11:27.940 --> 00:11:34.220]  去的地方是因爲神要你成爲別人的主福
[00:11:34.220 --> 00:11:37.500]  今天我們生活在美國的二十一世紀
[00:11:37.500 --> 00:11:41.700]  我相信新年的年頭
[00:11:41.700 --> 00:11:43.980]  一月一號你做的事情
[00:11:43.980 --> 00:11:47.740]  絕對跟你們家庭有關係 對嗎
[00:11:47.740 --> 00:11:50.580]  是不是喫得很飽啊
[00:11:50.580 --> 00:11:52.940]  是不是看電視啊
[00:11:52.940 --> 00:11:54.540]  是嗎
[00:11:54.540 --> 00:11:58.780]  或者開你的聖誕節人家送給你的禮物
[00:11:58.780 --> 00:12:01.740]  我們都很容易自然地享受
[00:12:01.740 --> 00:12:03.780]  做神送給我們開頭的一年
[00:12:03.780 --> 00:12:06.860]  但是神要我們出去
[00:12:06.860 --> 00:12:09.860]  是因爲神要我們的生命
[00:12:09.860 --> 00:12:14.780]  跟他永遠的計劃連上關係
[00:12:14.780 --> 00:12:17.620]  今天你的存在不是個人的存在
[00:12:17.620 --> 00:12:19.140]  教會的存在也不是爲了
[00:12:19.140 --> 00:12:22.620]  Sacramento這個區存在而產生
[00:12:22.620 --> 00:12:27.020]  這個教會更不是爲了你覺得很孤單來的地方
[00:12:27.020 --> 00:12:29.100]  這個不是一個文化會所
[00:12:29.100 --> 00:12:32.300]  這個是一個至聖神生命當中
[00:12:32.300 --> 00:12:34.860]  共工有主權的地方
[00:12:34.860 --> 00:12:37.260]  所以你承認主耶穌的主權
[00:12:37.260 --> 00:12:40.540]  主耶穌就要打開那個門給你看見
[00:12:40.540 --> 00:12:43.580]  要打開你生命的門讓你看見
[00:12:43.580 --> 00:12:45.780]  所以去表達些什麼
[00:12:45.780 --> 00:12:48.220]  表達你要相信他
[00:12:48.220 --> 00:12:51.300]  表達出你在生命當中
[00:12:51.300 --> 00:12:54.380]  走出去沒有任何一個成功的保障
[00:12:54.380 --> 00:12:57.260]  你出去可能帶來的更大的問題
[00:12:57.260 --> 00:13:00.300]  你要離開這個平安的居所
[00:13:00.300 --> 00:13:03.020]  但是當你願意去的時候
[00:13:03.020 --> 00:13:06.580]  神就把更大的圖畫向你顯明
[00:13:06.580 --> 00:13:08.780]  亞伯拉罕就是這樣子
[00:13:08.780 --> 00:13:10.380]  亞伯拉罕離開那個地方的時候
[00:13:10.380 --> 00:13:14.340]  神就說我要透過你開始建立你的家庭
[00:13:14.340 --> 00:13:16.820]  就賜給他以他等了13年
[00:13:16.820 --> 00:13:18.580]  當他出去的時候神告訴他
[00:13:18.580 --> 00:13:21.980]  我要把你成爲當中這個百姓當中的主福
[00:13:21.980 --> 00:13:23.500]  所以到了外邦之地
[00:13:23.500 --> 00:13:27.740]  他禱告的時候就讓外邦的人能夠認識上帝
[00:13:27.740 --> 00:13:29.940]  當亞伯拉罕出去他就信信的時候
[00:13:29.940 --> 00:13:31.580]  神就透過他的後裔
[00:13:31.580 --> 00:13:37.340]  他讓以下的百姓成爲萬邦的主福的泉源
[00:13:37.340 --> 00:13:45.100]  所以今天神要親自打開這個門
[00:13:45.100 --> 00:13:47.820]  宣照之父William Carey
[00:13:47.820 --> 00:13:51.580]  他在英國領受到神所給他的感動的時候
[00:13:51.580 --> 00:13:53.500]  他要去印度的時候
[00:13:53.500 --> 00:13:58.100]  他的議會這個教會的議會的主席就這樣子跟他說
[00:13:58.100 --> 00:14:00.300]  他說小弟兄
[00:14:00.300 --> 00:14:03.900]  他說神要做的工作你沒有辦法幫助的
[00:14:03.900 --> 00:14:09.660]  所以島布魯在這個時候就在神的面前坐下來
[00:14:09.660 --> 00:14:13.380]  好好地敬拜他因爲神愛他
[00:14:13.380 --> 00:14:20.580]  若是這個的宣照是沒有明確知道這個是神的命令的話
[00:14:20.580 --> 00:14:22.700]  他就不會出去
[00:14:22.700 --> 00:14:26.940]  而且出去的時候當他到了印度的地方
[00:14:26.940 --> 00:14:32.180]  竟然印度當中的東印度的公司跟他說
[00:14:32.180 --> 00:14:35.140]  你不能在當中建立教會
[00:14:35.140 --> 00:14:38.780]  他要獨自一個人離開了市中心
[00:14:38.780 --> 00:14:43.220]  往北邊十八里以外的地方建立教會
[00:14:43.220 --> 00:14:44.500]  親愛的弟兄姊妹
[00:14:44.500 --> 00:14:46.780]  去不代表平安
[00:14:46.780 --> 00:14:49.140]  去不代表成功
[00:14:49.140 --> 00:14:51.860]  去不代表你沒有麻煩
[00:14:51.860 --> 00:14:54.340]  去反而就是讓我們看見
[00:14:54.340 --> 00:14:57.780]  神有能力推開你生命的門
[00:14:57.780 --> 00:15:01.420]  讓你看見祂的主權跟祂的待遇
[00:15:01.420 --> 00:15:05.540]  所以今天有兩個吩咐給大家
[00:15:05.540 --> 00:15:10.060]  第一個你是否願去
[00:15:10.060 --> 00:15:16.180]  第二個你是否願意成爲一個蒙古的管道
[00:15:16.180 --> 00:15:19.620]  1813年有另外一個宣照是
[00:15:19.620 --> 00:15:22.100]  這個宣照是要去印度的地方
[00:15:22.100 --> 00:15:25.300]  結果神就把這個門完全的關掉
[00:15:25.300 --> 00:15:26.460]  沒有辦法
[00:15:26.460 --> 00:15:30.540]  他轉了離開了印度就去了Burma
[00:15:30.540 --> 00:15:34.820]  這個很出名的宣照是叫做Ottonite Adjustment
[00:15:34.820 --> 00:15:39.260]  他去了現在我們說的緬甸
[00:15:39.260 --> 00:15:40.900]  結果他去了前的兩年
[00:15:40.900 --> 00:15:45.260]  剛好遇上了英國跟緬甸人的打仗
[00:15:45.260 --> 00:15:46.900]  因爲他是英國人
[00:15:46.900 --> 00:15:49.500]  所以無辜的坐牢
[00:15:49.500 --> 00:15:52.900]  而且在當中死過翻生
[00:15:52.900 --> 00:15:54.820]  過了兩年以後
[00:15:54.820 --> 00:15:59.300]  他在差不多要死的情況底下被釋放過來
[00:15:59.300 --> 00:16:03.140]  後來慢慢慢慢身體調養好了
[00:16:03.140 --> 00:16:06.060]  在那個時候他可以決定回去英國
[00:16:06.060 --> 00:16:07.340]  但是他沒有
[00:16:07.340 --> 00:16:10.620]  因爲他知道神已經推開這個門
[00:16:10.620 --> 00:16:14.140]  所以因爲他在一生的當中留在緬甸
[00:16:14.140 --> 00:16:23.460]  後來就成爲緬甸數千數萬人傳福音的永生的一個通道
[00:16:23.460 --> 00:16:25.140]  第二點是什麼?
[00:16:25.140 --> 00:16:28.860]  你怕神打開的門嗎?
[00:16:28.860 --> 00:16:35.940]  你怕上帝打開的門嗎?
[00:16:35.940 --> 00:16:38.860]  當神爲你打開這個門
[00:16:38.860 --> 00:16:46.100]  你就以這個神爲你打開這個道路成爲一個喜悅來服侍他
[00:16:46.100 --> 00:16:49.420]  剛纔跟他有特別的分享一個事情
[00:16:49.420 --> 00:16:55.500]  我們侍奉當中最能夠做的事情不是我能做是什麼
[00:16:55.500 --> 00:17:02.900]  是能夠介紹這位擁有生命、擁有憐憫、擁有愛的上帝
[00:17:02.900 --> 00:17:05.220]  你最大的工作就是這樣子
[00:17:05.220 --> 00:17:08.660]  過於這個工作就變成偶像
[00:17:08.660 --> 00:17:10.380]  過於這個工作就是偶像
[00:17:10.380 --> 00:17:13.140]  你有什麼可以宣傳自己呢?
[00:17:13.140 --> 00:17:15.540]  沒有
[00:17:15.540 --> 00:17:18.780]  我記得夏天的時候
[00:17:18.780 --> 00:17:21.620]  因爲有個車子壞掉了我就換了一個車子
[00:17:21.620 --> 00:17:24.340]  換了一個車子過了兩個禮拜
[00:17:24.340 --> 00:17:25.700]  這個車子又出現問題
[00:17:25.700 --> 00:17:28.020]  這個蠻新的車子又出現問題
[00:17:28.020 --> 00:17:30.060]  所以那個時候很煩惱
[00:17:30.060 --> 00:17:33.300]  我說是我選擇錯了還是怎麼樣
[00:17:33.300 --> 00:17:43.100]  不管如何剛好這個car dealer他有保養的期限
[00:17:43.100 --> 00:17:47.340]  所以我就把那個車子送到這個地方去收理
[00:17:47.340 --> 00:17:52.260]  收理的期間這個dealer就說
[00:17:52.260 --> 00:17:55.340]  你沒有車子我就跟你租一個車子
[00:17:55.340 --> 00:17:57.500]  免費租一個車子
[00:17:57.500 --> 00:18:02.020]  所以結果我在辦公室的時候等那個人來載我
[00:18:02.020 --> 00:18:03.180]  這個等了一個小時
[00:18:03.180 --> 00:18:07.460]  我說這個人來載我去他的那個租車公司拿車子
[00:18:07.460 --> 00:18:09.460]  還要等一個小時
[00:18:09.460 --> 00:18:11.180]  但是在那個時候我就發覺到了
[00:18:11.180 --> 00:18:15.420]  原來神會我們打開那個小的道路是有它的意義的
[00:18:15.420 --> 00:18:17.340]  所以我就坐下來了
[00:18:17.340 --> 00:18:20.820]  他是一個亞洲人我就問他你是從什麼地方來
[00:18:20.820 --> 00:18:24.820]  他說我從那個遼國來
[00:18:24.820 --> 00:18:26.260]  那我就跟他說
[00:18:26.260 --> 00:18:27.740]  你知道剛纔去的地方是什麼
[00:18:27.740 --> 00:18:30.460]  是教會我是一個基督徒
[00:18:30.460 --> 00:18:32.340]  是嗎是嗎他就跟我談起來
[00:18:32.340 --> 00:18:34.820]  他說我的太太是去教會的
[00:18:34.820 --> 00:18:36.540]  但是我這不會去教會
[00:18:36.540 --> 00:18:40.180]  我太太去教會的時候我就去佛堂
[00:18:40.180 --> 00:18:41.260]  我說奇怪
[00:18:41.260 --> 00:18:44.300]  那後來我就問他你爲什麼這樣子不跟太太去呢
[00:18:44.300 --> 00:18:46.940]  他說就是啊這個是我的自由啊
[00:18:46.940 --> 00:18:50.100]  後來他就說他的家裏面就是拜的
[00:18:50.100 --> 00:18:52.620]  他家裏面拜的不是我們中國人那種拜
[00:18:52.620 --> 00:18:55.220]  是有個廟在裏面拜的
[00:18:55.220 --> 00:18:56.100]  所以我聽到的時候
[00:18:56.100 --> 00:19:00.380]  哇我說這個人就是神給我的一個機會推開了門
[00:19:00.380 --> 00:19:03.300]  因爲他要載我去他不能走啊
[00:19:03.300 --> 00:19:04.380]  他要坐在我旁邊
[00:19:04.380 --> 00:19:05.380]  我就跟他講見證
[00:19:05.380 --> 00:19:09.100]  我說這個俗語的事情只有耶穌在當中纔有真理
[00:19:09.100 --> 00:19:10.940]  就跟他講講講講講講了以後他說
[00:19:10.940 --> 00:19:12.380]  哎呀我沒有興趣我沒有興趣
[00:19:12.380 --> 00:19:15.340]  後來到了以後就換一個車子
[00:19:15.340 --> 00:19:16.580]  後來那個車子收好以後
[00:19:16.580 --> 00:19:20.700]  我就把那個租用的車退回到那個租車公司
[00:19:20.700 --> 00:19:21.780]  在那個時候我在禱告
[00:19:21.780 --> 00:19:24.220]  我說神啊今天我到那邊去
[00:19:24.220 --> 00:19:27.260]  那我要去那個dealer去拿那個車子
[00:19:27.260 --> 00:19:29.100]  總要有個人送我嘛
[00:19:29.100 --> 00:19:32.020]  所以我就跟他說誰會送我呢
[00:19:32.020 --> 00:19:33.460]  那我就在那禱告
[00:19:33.460 --> 00:19:36.180]  那個時候有好幾個人在當中等
[00:19:36.180 --> 00:19:39.260]  我就跟那個經理說你幫我送回去拿那個車子
[00:19:39.260 --> 00:19:40.220]  他說好
[00:19:40.220 --> 00:19:41.420]  所以我就等的時候我就禱告
[00:19:41.420 --> 00:19:44.460]  我說上個禮拜不是跟這個人談福音嗎
[00:19:44.460 --> 00:19:47.020]  我在想哎呀會不會再碰見他呢
[00:19:47.020 --> 00:19:48.580]  我說若是碰見他的時候呢
[00:19:48.580 --> 00:19:50.980]  我一定繼續跟他講福音
[00:19:50.980 --> 00:19:52.940]  結果果然他就出現了
[00:19:52.940 --> 00:19:54.620]  然後那個經理說哎你來了
[00:19:54.620 --> 00:19:56.140]  就把這個客人送回去
[00:19:56.140 --> 00:19:57.380]  我說好哈利路亞感謝主
[00:19:57.380 --> 00:19:58.780]  又坐在他的車上
[00:19:58.780 --> 00:20:01.100]  門關上他不能走啊要聽福音
[00:20:01.100 --> 00:20:02.140]  那這一趟我就問他
[00:20:02.140 --> 00:20:05.500]  哎我上個禮拜跟你去教會你沒有去啊
[00:20:05.500 --> 00:20:06.460]  他說很奇怪
[00:20:06.460 --> 00:20:09.420]  有些事情就這樣子奇怪的發生
