
[00:00:00.000 --> 00:00:05.880]  讀一節聖經 在以佛手書第二章第六節 我們一同來唸
[00:05:28.680 --> 00:05:32.560]  以利沙也沒有在那裡絞盡老子趕快找個出路
[00:05:32.560 --> 00:05:37.320]  沒有 他做了一個很有意思的禱告
[00:05:37.320 --> 00:05:41.520]  他說 主啊 求你開我僕人的眼睛
[00:05:41.520 --> 00:05:43.600]  叫他能夠看見
[00:05:43.600 --> 00:05:46.000]  哇 在這麼危急的時候
[00:05:46.000 --> 00:05:47.560]  竟然他做這個禱告說
[00:05:47.560 --> 00:05:49.360]  讓我的僕人能夠看見
[00:05:49.360 --> 00:05:51.840]  看見什麼啊
[00:05:51.840 --> 00:05:54.600]  而當神開他僕人眼睛一打開的時候
[00:05:54.600 --> 00:05:57.520]  看見 哦 原來滿山滿谷
[00:05:57.520 --> 00:06:00.720]  天使天君四面圍繞
[00:06:00.720 --> 00:06:04.400]  而且數目比敵人的數目還要更多
[00:06:04.400 --> 00:06:06.040]  哈利路亞
[00:06:06.040 --> 00:06:10.200]  今天無論你在怎麼樣一種環境當中
[00:06:10.200 --> 00:06:13.920]  當你看見神的手正在工作
[00:06:13.920 --> 00:06:18.400]  當你能夠看見神的旨意繼續向前的時候
[00:06:18.400 --> 00:06:23.880]  你就會有信心不至於被環境所動搖的
[00:06:23.880 --> 00:06:25.360]   Amen
[00:06:25.360 --> 00:06:29.680]  第二 你必須要看見才會有可目嘛
[00:06:29.680 --> 00:06:31.640]  跟你們說 你必須要看見才會有渴望
[00:06:31.640 --> 00:06:34.760]  跟他說
[00:06:34.760 --> 00:06:38.520]  因為看見什麼會帶來一種渴望的
[00:06:38.520 --> 00:06:40.920]  就像夏娃媽在伊甸園裡面
[00:06:40.920 --> 00:06:44.320]  看見了分別善惡樹上的果子一樣
[00:06:44.320 --> 00:06:47.400]  她越看心中就越渴望
[00:06:47.400 --> 00:06:50.320]  後來就把果子摘下來吃了
[00:06:50.320 --> 00:06:55.480]  從此就把人類帶到一個犯罪得罪神的道路上
[00:06:55.480 --> 00:06:59.360]  這個看見會影響你一生的道路
[00:06:59.360 --> 00:07:05.040]  你的看見也會影響你一生所經營的事情
[00:07:05.040 --> 00:07:06.760]  在1989年
[00:07:06.760 --> 00:07:10.840]  當我還沒有開始生命河的侍奉以前
[00:07:10.840 --> 00:07:15.920]  我還記得有一天我收到從台北寄來的一個錄影帶
[00:07:15.920 --> 00:07:19.840]  那個是比DVD還早期的年代
[00:07:19.840 --> 00:07:21.720]  錄影帶
[00:07:21.720 --> 00:07:27.960]  裡面錄製的是一場在台北中正紀念堂廣場前面
[00:07:27.960 --> 00:07:31.320]  舉行了敬拜讚美之夜
[00:07:31.320 --> 00:07:35.520]  是一位韓國宣教士何用仁所帶領的聚會
[00:07:35.520 --> 00:07:37.920]  你要知道在那個時代
[00:07:37.920 --> 00:07:43.560]  我們在教會還是手拿著聖詩歌集
[00:07:43.560 --> 00:07:45.800]  坐在椅子上
[00:07:45.800 --> 00:07:49.920]  唱三道四節的傳統詩歌的時代
[00:07:49.920 --> 00:07:51.000]  不是像現在
[00:07:51.000 --> 00:07:53.480]  是還在那種時代裡面
[00:07:53.480 --> 00:07:56.960]  那天當我在看錄影帶的時候
[00:07:56.960 --> 00:07:59.320]  最讓我驚訝的
[00:07:59.320 --> 00:08:02.600]  倒不是何用仁宣教士的樂團
[00:08:02.600 --> 00:08:05.720]  或者他所帶的新的詩歌
[00:08:05.720 --> 00:08:10.040]  而是看見那個是颱風夜
[00:08:10.040 --> 00:08:13.400]  他帶領了一萬多的基督徒
[00:08:13.400 --> 00:08:15.960]  男女老幼都有
[00:08:15.960 --> 00:08:19.320]  跪在戶外的廣場
[00:08:19.320 --> 00:08:22.440]  大聲的敬拜讚美
[00:08:22.440 --> 00:08:25.200]  在風雨當中
[00:08:25.200 --> 00:08:27.360]  流著眼淚
[00:08:27.360 --> 00:08:32.720]  能夠敬拜禱告高舉耶穌是主
[00:08:32.720 --> 00:08:36.120]  那個場面真的叫我震撼
[00:08:36.120 --> 00:08:40.240]  你知道我是從小在台灣的教會長大的基督徒
[00:08:40.240 --> 00:08:43.120]  我非常了解台灣教會的基督徒
[00:08:43.120 --> 00:08:46.960]  我常常稱他們為是巧克力兵團
[00:08:46.960 --> 00:08:47.720]  什麼意思
[00:08:47.720 --> 00:08:49.440]  就遇熱就融
[00:08:49.440 --> 00:08:51.800]  遇水就化的那種
[00:08:51.800 --> 00:08:53.280]  以前的時代在教會
[00:08:53.280 --> 00:08:55.880]  一風雨就沒人來聚會了
[00:08:55.880 --> 00:08:58.520]  不會有人來了
[00:08:58.520 --> 00:09:02.520]  那天在大風雨當中
[00:09:02.520 --> 00:09:06.800]  我看見一萬多的基督徒跪在風雨禱告
[00:09:06.800 --> 00:09:10.880]  那個場面不能夠不叫我震撼
[00:09:10.880 --> 00:09:13.120]  到底是什麼力量
[00:09:13.120 --> 00:09:17.120]  讓台灣的教會帶來這麼大的翻轉
[00:09:17.120 --> 00:09:20.520]  我的心深深被吸引了
[00:09:20.520 --> 00:09:25.920]  所以1991年我就一個人飛到韓國的首爾
[00:09:25.920 --> 00:09:27.920]  參加何仁文宣教會
[00:09:27.920 --> 00:09:30.480]  宣教司所舉辦的
[00:09:30.480 --> 00:09:34.320]  第一次萬國敬拜讚美節慶的聚會
[00:09:34.320 --> 00:09:37.560]  本來我以為就是參加一個特會而已
[00:09:37.560 --> 00:09:42.600]  沒想到從此我侍奉的道路就不再一樣
[00:09:42.600 --> 00:09:48.200]  我就走上了一條敬拜讚美的不歸路
[00:09:48.200 --> 00:09:50.800]  看見太重要了
[00:09:50.800 --> 00:09:52.360]  你若看不見
[00:09:52.360 --> 00:09:54.480]  你心中不會渴望
[00:09:54.480 --> 00:09:57.040]  你看見了就渴望
[00:09:57.040 --> 00:10:00.480]  你的看見就會影響你一生的道路
[00:10:00.480 --> 00:10:01.840]  Amen
[00:10:01.840 --> 00:10:02.880]  第三
[00:10:02.880 --> 00:10:05.000]  你必須要看見才會有行動
[00:10:05.000 --> 00:10:09.280]  跟你們說看見才會有行動
[00:10:09.280 --> 00:10:11.800]  看見帶來可想
[00:10:11.800 --> 00:10:15.520]  可想才能帶來真實的行動
[00:10:15.520 --> 00:10:17.920]  今天如果你看不見
[00:10:17.920 --> 00:10:21.400]  神在你生命當中所要成就的事情
[00:10:21.400 --> 00:10:24.400]  你就不會離開現狀不是嗎
[00:10:24.400 --> 00:10:27.800]  你不會離開現狀去渴慕的追求
[00:10:27.800 --> 00:10:31.320]  除非你先看見
[00:10:31.320 --> 00:10:35.320]  Apple Computer的創辦人 Steve Jobs
[00:10:35.320 --> 00:10:37.640]  有一次他去百事可樂公司
[00:10:37.640 --> 00:10:40.920]  去邀請一位百事可樂的高級主管
[00:10:40.920 --> 00:10:43.760]  希望他加入蘋果電腦
[00:10:43.760 --> 00:10:46.800]  一開始這位主管不感什麼興趣
[00:10:46.800 --> 00:10:50.920]  因為他在百事可樂的地位已經很高了
[00:10:50.920 --> 00:10:56.280]  他在人眼當中已經算是很成功的人士
[00:10:56.280 --> 00:10:58.040]  可是後來 Steve Jobs
[00:10:58.040 --> 00:11:01.840]  跟他說出了一句最出名的一句話
[00:11:01.840 --> 00:11:03.920]  Steve Jobs對他說
[00:11:03.920 --> 00:11:06.320]  你是要一輩子賣糖水嗎
[00:11:06.320 --> 00:11:08.800]  百事可樂嗎 是糖水嗎
[00:11:08.800 --> 00:11:11.560]  你要一輩子賣糖水呢
[00:11:11.560 --> 00:11:15.600]  還是想要一個改變世界的機會呢
[00:11:15.600 --> 00:11:20.000]  哇 忽然間他的視野被開廣
[00:11:20.000 --> 00:11:22.080]  被打開了
[00:11:22.080 --> 00:11:24.840]  糖水跟改變世界
[00:11:24.840 --> 00:11:26.600]  這兩個怎麼能比啊
[00:11:26.600 --> 00:11:28.160]  不能比啊
[00:11:28.160 --> 00:11:31.000]  他立刻選擇了蘋果電腦
[00:11:31.000 --> 00:11:34.800]  是這個改變世界的看見
[00:11:34.800 --> 00:11:38.000]  帶來一個改變的行動
[00:11:38.000 --> 00:11:42.040]  第二點 今天無論你是處在怎麼樣的環境當中
[00:11:42.040 --> 00:11:46.880]  你一定要求神開你的眼睛
[00:11:46.880 --> 00:11:48.920]  不是看你的環境
[00:11:48.920 --> 00:11:51.400]  而是看神在你的環境當中
[00:11:51.400 --> 00:11:54.280]  所能夠成就的工作
[00:11:54.280 --> 00:11:56.280]  當你看見了
[00:11:56.280 --> 00:11:59.600]  你就會有信心去跟隨神
[00:11:59.600 --> 00:12:04.040]  而且經歷神超乎所求所想的工作
[00:12:04.040 --> 00:12:06.720]  你們在1995年
[00:12:06.720 --> 00:12:10.200]  當我準備要開始一個新的教會的時候
[00:12:10.200 --> 00:12:12.360]  我就問神說 神啊
[00:12:12.360 --> 00:12:15.640]  你要我怎麼為這個新的教會命名呢
[00:12:15.640 --> 00:12:17.920]  怎麼取這個名字呢
[00:12:17.920 --> 00:12:19.400]  神讓我看一段聖經
[00:12:19.400 --> 00:12:22.840]  在祈四路二十二章第一到第五節
[00:12:22.840 --> 00:12:25.360]  那是講到天上的教會
[00:12:25.360 --> 00:12:28.640]  是一個生命河水湧流的教會
[00:12:28.640 --> 00:12:30.760]  神讓我看見一個圖畫
[00:12:30.760 --> 00:12:35.000]  就生命河流向萬國萬民
[00:12:35.000 --> 00:12:39.240]  我就問神說 這有可能嗎
[00:12:39.240 --> 00:12:41.040]  神沒有回答
[00:12:41.040 --> 00:12:45.640]  神只對我說 你來跟從我
[00:12:45.640 --> 00:12:47.800]  我就憑信心把這新的教會
[00:12:47.800 --> 00:12:51.040]  取名為生命河凌涼堂
[00:12:51.040 --> 00:12:55.200]  感謝神現在回頭看三十年了
[00:12:55.200 --> 00:12:57.200]  我們在三十三個國家
[00:12:57.200 --> 00:12:59.800]  已經成立了三百六十六間分堂了
[00:12:59.800 --> 00:13:02.200]  哈利路亞
[00:13:02.200 --> 00:13:05.120]  生命河果然流向萬國萬民了
[00:13:05.120 --> 00:13:07.040]  哈利路亞
[00:13:07.040 --> 00:13:08.800]  看見太重要了
[00:13:08.800 --> 00:13:12.960]  神要提升我們屬靈的視野
[00:13:12.960 --> 00:13:16.320]  我們才可能完成神的工作
[00:13:16.320 --> 00:13:18.960]  第二 神要提升我們的侍奉
[00:13:18.960 --> 00:13:23.360]  跟你們說 神要提升我們的侍奉
[00:13:23.360 --> 00:13:24.800]  很多時候在教會久了
[00:13:24.800 --> 00:13:29.360]  我們的侍奉很多時候流於形式
[00:13:29.360 --> 00:13:32.280]  我們常常會失去了熱情
[00:13:32.280 --> 00:13:34.200]  也失去了動力
[00:13:34.200 --> 00:13:38.000]  以至於我們也看不見侍奉的果效
[00:13:38.000 --> 00:13:39.080]  這也是我們需要神
[00:13:39.080 --> 00:13:41.920]  再一次來提升我們的侍奉
[00:13:41.920 --> 00:13:44.800]  好讓我們的侍奉更上一層樓
[00:13:44.800 --> 00:13:47.880]  能夠更加有果效
[00:13:47.880 --> 00:13:48.880]  三方面的提升
[00:13:48.880 --> 00:13:50.320]  第一個
[00:13:50.320 --> 00:13:54.000]  要從有形的侍奉到生命的侍奉
[00:13:54.000 --> 00:13:54.480]  跟你們說
[00:13:54.480 --> 00:13:59.440]  從有形的侍奉到生命的侍奉
[00:13:59.440 --> 00:14:00.880]  什麼意思
[00:14:00.880 --> 00:14:01.840]  今天在教會裡面
[00:14:01.840 --> 00:14:03.600]  當我們一講到侍奉
[00:14:03.600 --> 00:14:05.680]  我們很容易想到的
[00:14:05.680 --> 00:14:08.040]  就是職位跟工作
[00:14:08.040 --> 00:14:11.600]  有形的職位跟工作
[00:14:11.600 --> 00:14:12.680]  所以如果你在教會裡面
[00:14:12.680 --> 00:14:14.000]  好像沒有什麼職份
[00:14:14.000 --> 00:14:14.920]  也沒什麼工作
[00:14:14.920 --> 00:14:16.680]  你以為你就沒有侍奉
[00:14:16.680 --> 00:14:18.600]  其實你錯了
[00:14:18.600 --> 00:14:23.840]  真正的侍奉不是從工作開始
[00:14:23.840 --> 00:14:27.920]  真正的侍奉是從生命開始
[00:14:27.920 --> 00:14:28.280]  跟你們說
[00:14:28.280 --> 00:14:29.600]  真正的侍奉從生命開始
[00:14:29.600 --> 00:14:32.600]  跟他說
[00:14:32.600 --> 00:14:35.920]  重要的不是我們做了是什麼
[00:14:35.920 --> 00:14:39.320]  重要的是主耶穌基督的生命
[00:14:39.320 --> 00:14:41.760]  有沒有流露出來
[00:14:41.760 --> 00:14:42.680]  所以在教會裡面
[00:14:42.680 --> 00:14:44.960]  其實我常常要提醒大家
[00:14:44.960 --> 00:14:47.800]  重要的不是我們做了多少
[00:14:47.800 --> 00:14:50.720]  重要的是基督的生命
[00:14:50.720 --> 00:14:53.560]  有沒有永留
[00:14:53.560 --> 00:14:55.320]  所以保羅在格羅西書第三章
[00:14:55.320 --> 00:14:57.360]  二十三到二十四節裡面
[00:14:57.360 --> 00:14:58.400]  我們看保羅教導
[00:14:58.400 --> 00:15:00.000]  我們說無論做什麼
[00:15:00.000 --> 00:15:02.120]  都要從心裡做
[00:15:02.120 --> 00:15:03.600]  像是給主做的
[00:15:03.600 --> 00:15:05.120]  不是給人做的
[00:15:05.120 --> 00:15:06.520]  因為知道從主那裡
[00:15:06.520 --> 00:15:08.840]  必得積業為賞賜
[00:15:08.840 --> 00:15:11.280]  你們所侍奉的乃是誰
[00:15:11.280 --> 00:15:14.000]  主基督啊
[00:15:14.000 --> 00:15:16.200]  重要的是為主
[00:15:16.200 --> 00:15:18.160]  以主為我們的忠心
[00:15:18.160 --> 00:15:20.000]  我們侍奉的是主
[00:15:20.000 --> 00:15:21.800]  只有他的滿足
[00:15:21.800 --> 00:15:23.560]  才是我們的滿足
[00:15:23.560 --> 00:15:26.200]  你們在阿根廷大復興的時候
[00:15:26.200 --> 00:15:28.280]  有一位姐妹
[00:15:28.280 --> 00:15:31.600]  她渴望神的復興降臨
[00:15:31.600 --> 00:15:33.920]  有一次她參加一個特會
[00:15:33.920 --> 00:15:35.560]  她就跟童工們問說
[00:15:35.560 --> 00:15:37.080]  請問還有什麼侍奉
[00:15:37.080 --> 00:15:39.360]  是我可以參與的嗎
[00:15:39.360 --> 00:15:40.440]  童工們就對她說
[00:15:40.440 --> 00:15:42.040]  哎呦 所有的侍奉工作
[00:15:42.040 --> 00:15:44.280]  早就安排好了啦
[00:15:44.280 --> 00:15:45.760]  如果你願意的話
[00:15:45.760 --> 00:15:48.480]  現在廚房需要有人幫忙洗碗
[00:15:48.480 --> 00:15:50.760]  你快去幫忙一下吧
[00:15:50.760 --> 00:15:52.720]  這位姐妹想了一下
[00:15:52.720 --> 00:15:54.480]  她覺得她一邊洗碗
[00:15:54.480 --> 00:15:57.480]  也可以一邊用禱告祝福整個聚會啊
[00:15:57.480 --> 00:16:00.320]  所以她歡喜的接下這個工作
[00:16:00.320 --> 00:16:02.880]  她在廚房裡面一邊洗碗
[00:16:02.880 --> 00:16:04.680]  一邊敬拜禱告
[00:16:04.680 --> 00:16:07.840]  祝福整個聚會的進行
[00:16:07.840 --> 00:16:12.360]  結果整個廚房就開始充滿神的同在
[00:16:12.360 --> 00:16:13.680]  所有人都感覺
[00:16:13.680 --> 00:16:15.320]  廚房不一樣了
[00:16:15.320 --> 00:16:17.040]  神的榮耀充滿
[00:16:17.040 --> 00:16:20.920]  大家都很想靠近廚房的所在
[00:16:20.920 --> 00:16:23.920]  於是在最後一天見證會的時候
[00:16:23.920 --> 00:16:25.680]  童工們就邀請她說
[00:16:25.680 --> 00:16:28.280]  你可以分享一下你的見證
[00:16:28.280 --> 00:16:32.440]  她一開口聖靈就大大降臨在整個會場
[00:16:32.440 --> 00:16:34.440]  每個人都被聖靈充滿
[00:16:34.440 --> 00:16:36.160]  哈利路亞
[00:16:36.160 --> 00:16:39.880]  侍奉不是在於你做些什麼
[00:16:39.880 --> 00:16:42.200]  而是在於基督的生命
[00:16:42.200 --> 00:16:44.320]  有沒有從你身上彰顯出來
[00:16:44.320 --> 00:16:45.360]  Amen
[00:16:45.360 --> 00:16:51.960]  我告訴你生命永遠是比工作更加重要
[00:16:51.960 --> 00:16:52.760]  Amen
[00:16:52.760 --> 00:16:53.880]  第二
[00:16:53.880 --> 00:16:56.840]  是要從專職侍奉到平信徒侍奉
[00:16:56.840 --> 00:17:02.120]  跟你們講從專職侍奉到平信徒侍奉
[00:17:02.120 --> 00:17:03.320]  過去在教會當中
[00:17:03.320 --> 00:17:08.040]  我們都比較強調專職侍奉全職的傳道人
[00:17:08.040 --> 00:17:09.520]  所以在過去在教會
[00:17:09.520 --> 00:17:10.840]  特別在靈恩教會當中
[00:17:10.840 --> 00:17:14.000]  我們非常強調五重職務的發展
[00:17:14.000 --> 00:17:15.960]  教會需要使徒先知
[00:17:15.960 --> 00:17:18.760]  教師牧師跟傳福音的
[00:17:18.760 --> 00:17:21.240]  事實上在近代的靈恩歷史
[00:17:21.240 --> 00:17:22.320]  教會歷史當中
[00:17:22.320 --> 00:17:24.800]  我們也看見神在教會當中
[00:17:24.800 --> 00:17:26.480]  也不斷在興起
[00:17:26.480 --> 00:17:30.840]  也恢復五重職務的這些侍奉
[00:17:30.840 --> 00:17:31.720]  在六零年代
[00:17:31.720 --> 00:17:35.080]  我們看見神興起的傳福音的運動
[00:17:35.080 --> 00:17:36.000]  在六零年代
[00:17:36.000 --> 00:17:37.200]  我們看有Billy Graham
[00:17:37.200 --> 00:17:38.160]  有Oral Roberts
[00:17:38.160 --> 00:17:41.520]  都是被神重用的部道家
[00:17:41.520 --> 00:17:42.680]  七零年代
[00:17:42.680 --> 00:17:45.720]  神興起了教會增長的運動
[00:17:45.720 --> 00:17:48.320]  我們看許多牧師被神興起
[00:17:48.320 --> 00:17:52.400]  我們看見大型的教會也被神興起
[00:17:52.400 --> 00:17:53.600]  到了八零年代
[00:17:53.600 --> 00:17:56.160]  神興起了教師的運動
[00:17:56.160 --> 00:18:00.160]  我們看見在Texas的Dallas神學院
[00:18:00.160 --> 00:18:02.360]  就是最具出名的代表
[00:18:02.360 --> 00:18:03.880]  我們看見當時時代
[00:18:03.880 --> 00:18:05.200]  每一個牧師
[00:18:05.200 --> 00:18:07.000]  除了自己叫牧師之外
[00:18:07.000 --> 00:18:09.280]  還要加一個教師的頭銜
[00:18:09.280 --> 00:18:11.040]  採取了比較合乎潮流
[00:18:11.040 --> 00:18:14.600]  因為那個是教師的運動被興起
[00:18:14.600 --> 00:18:16.120]  在九零年代的時候
[00:18:16.120 --> 00:18:18.560]  神興起了先知的運動
[00:18:18.560 --> 00:18:20.680]  所以非常出名的Bill Hammond先知
[00:18:20.680 --> 00:18:23.280]  也是他帶領了很多的一些先知的團隊
[00:18:23.280 --> 00:18:27.400]  以及Vinier我們非常熟悉的Vinier圖桃園教會的運動
[00:18:27.400 --> 00:18:30.960]  可能現在的記者已經不再記得很多年前的事情
[00:18:30.960 --> 00:18:33.160]  那時候是非常被神所重用的
[00:18:33.160 --> 00:18:36.240]  先知運動被興起
[00:18:36.240 --> 00:18:39.720]  到了兩千年神更興起的使徒的運動
[00:18:39.720 --> 00:18:41.760]  Peter Weiner最出名的代表
[00:18:41.760 --> 00:18:46.480]  他舉行過多少次全世界性的使徒性的會議
[00:18:46.480 --> 00:18:48.000]  那也許你會問說
[00:18:48.000 --> 00:18:52.000]  那現在五重職務的功能都被恢復了
[00:18:52.000 --> 00:18:54.760]  那下一步是什麼呢
[00:18:54.760 --> 00:18:57.320]  其實我們仔細讀聖經就會發現
[00:18:57.320 --> 00:19:00.760]  五重職務雖然很重要
[00:19:00.760 --> 00:19:06.600]  但卻不是神建造教會的至中的心意
[00:19:06.600 --> 00:19:08.720]  有時候我們以為是五重職務最重要
[00:19:08.720 --> 00:19:10.520]  其實你錯了
[00:19:10.520 --> 00:19:15.880]  五重職務一點都不是神建造教會的一個至中的心意
[00:19:15.880 --> 00:19:19.920]  保留在以佛所書第四章第十二節你們怎麼告訴我們呢
[00:19:19.920 --> 00:19:22.920]  在十一節的時候我們看見保羅講到說
[00:19:22.920 --> 00:19:24.720]  神所賜有使徒先知
[00:19:24.720 --> 00:19:26.600]  傳福音牧師教士等都講了
[00:19:26.600 --> 00:19:28.280]  然後十二節他說什麼呢
[00:19:28.280 --> 00:19:29.520]  一騰來念來
[00:19:29.520 --> 00:19:31.840]  為要成全聖徒
[00:19:31.840 --> 00:19:33.320]  各盡其職
[00:19:33.320 --> 00:19:35.640]  建立基督的身體
[00:19:35.640 --> 00:19:37.520]  換句話說這裡講到說
[00:19:37.520 --> 00:19:41.480]  五重職務最重要的目的不是要代替憑信徒侍奉
[00:19:41.480 --> 00:19:44.280]  而是要成全聖徒
[00:19:44.280 --> 00:19:46.000]  讓他們各盡其事
[00:19:46.000 --> 00:19:48.280]  才能夠建立基督的身體
[00:19:48.280 --> 00:19:50.040]  五重職務的目的
