
[00:00:00.000 --> 00:00:03.300]  當我遷就這個題目去預備的時候
[00:01:33.200 --> 00:01:36.200]  一個資訊科技系教授
[00:01:36.200 --> 00:01:38.200]  蘭迪鮑許
[00:01:38.200 --> 00:01:41.200]  Professor Randy Posh
[00:01:41.200 --> 00:01:44.200]  在他面對癌症
[00:01:44.200 --> 00:01:46.200]  離開世界之前呢
[00:01:46.200 --> 00:01:49.200]  就安排了一場
[00:01:49.200 --> 00:01:54.200]  極之有啟發性的演講
[00:01:54.200 --> 00:01:56.200]  其實呢
[00:01:56.200 --> 00:01:59.200]  Randy是一個充滿熱誠
[00:01:59.200 --> 00:02:02.200]  教學認真的大學教授
[00:02:02.200 --> 00:02:06.200]  他在46歲的時候呢
[00:02:06.200 --> 00:02:10.200]  就被確診患上兒童癌症
[00:02:10.200 --> 00:02:14.200]  這是一個死亡率極高的癌症
[00:02:14.200 --> 00:02:16.200]  2007年8月
[00:02:16.200 --> 00:02:18.200]  醫生告訴他
[00:02:18.200 --> 00:02:21.200]  他的癌症降生了
[00:02:21.200 --> 00:02:24.200]  只剩下幾個月的壽命
[00:02:24.200 --> 00:02:26.200]  於是呢
[00:02:26.200 --> 00:02:28.200]  在9月份
[00:02:28.200 --> 00:02:30.200]  他就應大學的邀請呢
[00:02:30.200 --> 00:02:33.200]  就安排了一場演講
[00:02:33.200 --> 00:02:36.200]  當其時座無虛席
[00:02:36.200 --> 00:02:39.200]  這一場的演講呢
[00:02:39.200 --> 00:02:41.200]  在網上看得到的
[00:02:41.200 --> 00:02:45.200]  按照紐約時報的報導呢
[00:02:45.200 --> 00:02:47.200]  最低限度呢
[00:02:47.200 --> 00:02:52.200]  有1000萬人看過這條片
[00:02:52.200 --> 00:02:55.200]  聽過他的演講
[00:02:55.200 --> 00:02:57.200]  在演講之後呢
[00:02:57.200 --> 00:03:00.200]  《華爾街日報》的專欄作家
[00:03:00.200 --> 00:03:03.200]  幫他做了一個專訪
[00:03:03.200 --> 00:03:04.200]  整理之後呢
[00:03:04.200 --> 00:03:06.200]  就出了一本書
[00:03:06.200 --> 00:03:07.200]  很精彩的書
[00:03:07.200 --> 00:03:09.200]  叫做《The Last Lecture》
[00:03:09.200 --> 00:03:10.200]  有中文翻譯的
[00:03:10.200 --> 00:03:12.200]  叫做《最後的演講》
[00:03:12.200 --> 00:03:15.200]  不知道大家有沒有看過
[00:03:15.200 --> 00:03:17.200]  這個教授
[00:03:17.200 --> 00:03:20.200]  之所以在他的人生最後
[00:03:20.200 --> 00:03:23.200]  一場的演說裡面
[00:03:23.200 --> 00:03:25.200]  傳遞一個這麼有力
[00:03:25.200 --> 00:03:28.200]  這麼震撼的訊息
[00:03:28.200 --> 00:03:29.200]  原因就是他帶著
[00:03:29.200 --> 00:03:31.200]  一份真誠
[00:03:31.200 --> 00:03:33.200]  很幽默的態度
[00:03:33.200 --> 00:03:38.200]  去跟人分享他的人生經驗
[00:03:38.200 --> 00:03:41.200]  他將他自己人生當中
[00:03:41.200 --> 00:03:43.200]  怎樣跨越障礙
[00:03:43.200 --> 00:03:46.200]  小時候的夢想是什麼
[00:03:46.200 --> 00:03:47.200]  長大了
[00:03:47.200 --> 00:03:49.200]  怎樣幫身邊的人
[00:03:49.200 --> 00:03:51.200]  去完成他們的夢想
[00:03:51.200 --> 00:03:53.200]  甚至怎樣把握
[00:03:53.200 --> 00:03:55.200]  他人生裡面每一個的機遇
[00:03:55.200 --> 00:03:58.200]  就跟聽眾去分享
[00:03:58.200 --> 00:03:59.200]  不夠一年之後
[00:03:59.200 --> 00:04:01.200]  2008年7月
[00:04:01.200 --> 00:04:04.200]  他就離開了世界
[00:04:04.200 --> 00:04:07.200]  猶太人的領袖和拉比呢
[00:04:07.200 --> 00:04:10.200]  其實在他們離開世界之前
[00:04:10.200 --> 00:04:13.200]  又或者分離的時候
[00:04:13.200 --> 00:04:17.200]  都同樣會留下一番最後的說話
[00:04:17.200 --> 00:04:19.200]  給他們的跟隨者
[00:04:19.200 --> 00:04:21.200]  說完那番說話之後
[00:04:21.200 --> 00:04:24.200]  一般都會用一個臨別的禱告
[00:04:24.200 --> 00:04:26.200]  作為結束
[00:04:26.200 --> 00:04:31.200]  而《約翰福音》13章至17章
[00:04:31.200 --> 00:04:35.200]  正正就是這樣的編排
[00:04:35.200 --> 00:04:37.200]  如果大家有印象
[00:04:37.200 --> 00:04:41.200]  主耶穌在《約翰福音》13至16章
[00:04:41.200 --> 00:04:48.200]  是跟他的門徒有一番相當詳細的教導
[00:04:48.200 --> 00:04:51.200]  然後《約翰福音》17章
[00:04:51.200 --> 00:04:54.200]  整章聖經是一個祈禱
[00:04:54.200 --> 00:04:57.200]  去到第18章
[00:04:57.200 --> 00:05:00.200]  耶穌就跟門徒分離
[00:05:00.200 --> 00:05:01.200]  他被捕
[00:05:01.200 --> 00:05:05.200]  然後預備走上十字架
[00:05:05.200 --> 00:05:08.200]  整個17章很長
[00:05:08.200 --> 00:05:11.200]  所以我今天只選了中間的部分
[00:05:11.200 --> 00:05:15.200]  第9至第19節跟大家分享
[00:05:15.200 --> 00:05:18.200]  我想先跟大家讀一次
[00:05:18.200 --> 00:05:19.200]  預備起
[00:05:19.200 --> 00:05:22.200]  我為他們祈求,不為世人祈求
[00:05:22.200 --> 00:05:25.200]  卻為你所賜給我的人祈求
[00:05:25.200 --> 00:05:27.200]  因他們本是你的
[00:05:27.200 --> 00:05:29.200]  凡是我的都是你的
[00:05:29.200 --> 00:05:31.200]  你的也是我的
[00:05:31.200 --> 00:05:34.200]  並且我因他們得了榮耀
[00:05:34.200 --> 00:05:36.200]  從今以後我不在世上
[00:05:36.200 --> 00:05:38.200]  他們卻在世上
[00:05:38.200 --> 00:05:40.200]  我往你那裡去
[00:05:40.200 --> 00:05:44.200]  聖父啊,求你因你所賜給我的名保守他們
[00:05:44.200 --> 00:05:47.200]  叫他們合而為一像我們一樣
[00:05:47.200 --> 00:05:50.200]  我與他們同在的時候
[00:05:50.200 --> 00:05:53.200]  因你所賜給我的名保守了他們
[00:05:53.200 --> 00:05:55.200]  我也護衛了他們
[00:05:55.200 --> 00:05:57.200]  其中除了那滅亡之子
[00:05:57.200 --> 00:05:59.200]  沒有一個滅亡的
[00:05:59.200 --> 00:06:02.200]  好叫經上的話得應驗
[00:06:02.200 --> 00:06:04.200]  現在我往你那裡去
[00:06:04.200 --> 00:06:06.200]  我還在世說者話
[00:06:06.200 --> 00:06:10.200]  是叫他們心裡充滿我的喜樂
[00:06:10.200 --> 00:06:13.200]  我已將你的道賜給他們
[00:06:13.200 --> 00:06:15.200]  世界又恨他們
[00:06:15.200 --> 00:06:17.200]  因為他們不屬世界
[00:06:17.200 --> 00:06:19.200]  正如我不屬世界一樣
[00:06:19.200 --> 00:06:22.200]  我不求你叫他們離開世界
[00:06:22.200 --> 00:06:25.200]  只求你保守他們脫離那惡者
[00:06:25.200 --> 00:06:27.200]  他們不屬世界
[00:06:27.200 --> 00:06:29.200]  正如我不屬世界一樣
[00:06:29.200 --> 00:06:32.200]  求你用真理使他們成聖
[00:06:32.200 --> 00:06:34.200]  你的道就是真理
[00:06:34.200 --> 00:06:36.200]  你怎樣猜我到世上
[00:06:36.200 --> 00:06:39.200]  我也照樣猜他們到世上
[00:06:39.200 --> 00:06:41.200]  我為他們的緣故
[00:06:41.200 --> 00:06:43.200]  自己分別為聖
[00:06:43.200 --> 00:06:45.200]  叫他們也因真理成聖
[00:06:45.200 --> 00:06:51.200]  雖然我沒辦法和大家分享成章
[00:06:51.200 --> 00:06:53.200]  楊福音十七章
[00:06:53.200 --> 00:06:56.200]  但是也很想和大家說一下
[00:06:56.200 --> 00:07:00.200]  聖經學者怎樣看這章聖經
[00:07:00.200 --> 00:07:04.200]  前英國坎特伯雷大主教
[00:07:04.200 --> 00:07:08.200]  威廉·坦普爾(William Temple)
[00:07:08.200 --> 00:07:10.200]  他曾經形容這段經文
[00:07:10.200 --> 00:07:13.200]  他說這段經文可能是
[00:07:13.200 --> 00:07:18.200]  四福音書裡最神聖的那段
[00:07:18.200 --> 00:07:26.200]  也有人將它和舊約的至聖所比較
[00:07:26.200 --> 00:07:30.200]  就說這段聖經可以被稱為
[00:07:30.200 --> 00:07:33.200]  新約的至聖所
[00:07:33.200 --> 00:07:35.200]  由十七世紀
[00:07:35.200 --> 00:07:38.200]  有一個德國神學家開始
[00:07:38.200 --> 00:07:42.200]  很多人陸陸續續稱呼這段聖經
[00:07:42.200 --> 00:07:45.200]  為大祭司的圖文
[00:07:45.200 --> 00:07:50.200]  這段聖經在整本聖經裡
[00:07:50.200 --> 00:07:53.200]  記載主耶穌的祈禱
[00:07:53.200 --> 00:07:57.200]  記載得最詳細的篇幅
[00:07:57.200 --> 00:08:00.200]  它獨特的地方有兩方面
[00:08:00.200 --> 00:08:04.200]  第一,這裡我們看到
[00:08:04.200 --> 00:08:07.200]  它是說耶穌的祈禱
[00:08:07.200 --> 00:08:11.200]  聖經裡有很多地方說到耶穌祈禱
[00:08:11.200 --> 00:08:15.200]  但祈禱的內容,祂祈禱什麼呢?
[00:08:15.200 --> 00:08:18.200]  很多地方都說
[00:08:18.200 --> 00:08:22.200]  而《馬達福音》六章九至第十三節
[00:08:22.200 --> 00:08:28.200]  雖然我們常常稱呼它為主禱文
[00:08:28.200 --> 00:08:32.200]  但其實是一個祈禱的示範
[00:08:32.200 --> 00:08:39.200]  有些人說十七章才是真正的主禱文
[00:08:39.200 --> 00:08:47.200]  第二,就是主耶穌在祈禱的時候
[00:08:47.200 --> 00:08:52.200]  那個時間是一個非常重要的時刻
[00:08:52.200 --> 00:08:54.200]  剛才有提及
[00:08:54.200 --> 00:08:59.200]  去到第十七章之後
[00:08:59.200 --> 00:09:04.200]  其實是描述主耶穌被捕受審
[00:09:04.200 --> 00:09:06.200]  將要走上十字架
[00:09:06.200 --> 00:09:10.200]  所以十七章這個禱告
[00:09:10.200 --> 00:09:12.200]  從意義來說
[00:09:12.200 --> 00:09:17.200]  似乎可以說是祂整個的全道生涯
[00:09:17.200 --> 00:09:23.200]  甚至是祂在離世之前的一個總結
[00:09:23.200 --> 00:09:29.200]  簡單來說,如果用對象來分
[00:09:29.200 --> 00:09:34.200]  十七章大概可以分成三個部分
[00:09:34.200 --> 00:09:39.200]  第一至第八節,就是耶穌為自己祈禱
[00:09:39.200 --> 00:09:45.200]  九至第十九節,就是為那些跟隨祂的人
[00:09:45.200 --> 00:09:49.200]  當時的門徒,即是今天的你和我祈禱
[00:09:49.200 --> 00:09:56.200]  然後二十至二十六節,就是為教會禱告
[00:09:56.200 --> 00:10:00.200]  我選擇了中間那一節,九至第十九節
[00:10:00.200 --> 00:10:02.200]  跟大家仔細看
[00:10:02.200 --> 00:10:06.200]  開始的時候,第九節這樣說
[00:10:06.200 --> 00:10:09.200]  我為他們祈求,不為世人祈求
[00:10:09.200 --> 00:10:12.200]  卻為你所賜給我的人祈求
[00:10:12.200 --> 00:10:15.200]  因他們本是你的
[00:10:15.200 --> 00:10:17.200]  我為他們祈求
[00:10:17.200 --> 00:10:20.200]  這個他們,如果你看上下文很清楚
[00:10:20.200 --> 00:10:24.200]  就是認識耶穌跟隨耶穌的人
[00:10:24.200 --> 00:10:30.200]  主耶穌為那些認識祂跟隨祂的人祈禱
[00:10:30.200 --> 00:10:32.200]  是自然不過的事
[00:10:32.200 --> 00:10:36.200]  不過中間夾了一句很奇怪的說話
[00:10:36.200 --> 00:10:39.200]  叫做「不為世人祈求」
[00:10:39.200 --> 00:10:43.200]  這個說法聽起來有點噁心
[00:10:43.200 --> 00:10:48.200]  甚至可能你心裡覺得好像不近人情
[00:10:48.200 --> 00:10:50.200]  我不幫他們祈禱
[00:10:50.200 --> 00:10:53.200]  為什麼耶穌這樣說呢?
[00:10:53.200 --> 00:10:56.200]  是不是耶穌偏心呢?
[00:10:56.200 --> 00:11:00.200]  其實當然不是
[00:11:00.200 --> 00:11:05.200]  祂不會不理那些不認識祂的人的死活
[00:11:05.200 --> 00:11:08.200]  因為大家很熟悉的《約翰福音》三章十六節說什麼呢?
[00:11:08.200 --> 00:11:12.200]  神愛世人,甚至將祂的獨生子賜給他們
[00:11:12.200 --> 00:11:17.200]  叫一切信祂的不致滅亡,反得永生
[00:11:17.200 --> 00:11:22.200]  所以主耶穌在第九節裡
[00:11:22.200 --> 00:11:26.200]  插入了一句這麼噁心的說話
[00:11:26.200 --> 00:11:32.200]  目的其實是專門要將跟隨世界的人
[00:11:32.200 --> 00:11:37.200]  和跟隨祂的門徒做一個對比
[00:11:37.200 --> 00:11:41.200]  到底兩者有什麼分別呢?
[00:11:41.200 --> 00:11:44.200]  就是跟隨世界,跟隨耶穌
[00:11:44.200 --> 00:11:47.200]  不,第九節最後有說
[00:11:47.200 --> 00:11:51.200]  「因他們本是你的」
[00:11:51.200 --> 00:11:56.200]  現代中文翻譯就比較清楚
[00:11:56.200 --> 00:12:01.200]  「因為他們是屬於你的」
[00:12:01.200 --> 00:12:07.200]  屬於某某人,或者屬於有什麼的事
[00:12:07.200 --> 00:12:11.200]  其實在我們現今的文化裡
[00:12:11.200 --> 00:12:15.200]  是一個很弔詭的說法
[00:12:15.200 --> 00:12:23.200]  因為屬於代表你不可以隨意加入
[00:12:23.200 --> 00:12:27.200]  又或者你在其中,轉身走出來
[00:12:27.200 --> 00:12:31.200]  喜歡就走進去,喜歡就走出來
[00:12:31.200 --> 00:12:38.200]  不是這樣,因為當中帶有一份認同和承諾
[00:12:38.200 --> 00:12:43.200]  所以如果一個人說他屬於某某群體
[00:12:43.200 --> 00:12:51.200]  某些事就跟他送上自由其實是不相符
[00:12:51.200 --> 00:12:57.200]  甚至現在很多時候我們有個人主義
[00:12:57.200 --> 00:13:00.200]  其實是互相衝突的
[00:13:00.200 --> 00:13:03.200]  不過弔詭的地方在哪裡呢?
[00:13:03.200 --> 00:13:10.200]  人很多時候在人際關係支離破碎的世界
[00:13:10.200 --> 00:13:12.200]  我說我有自由
[00:13:12.200 --> 00:13:19.200]  但同時間又渴望找到一份忠誠的關係
[00:13:19.200 --> 00:13:23.200]  今天我說這段經文的後面
[00:13:23.200 --> 00:13:29.200]  很多地方提到世上、世界等等的說法
[00:13:29.200 --> 00:13:32.200]  而第九節這裡告訴我們
[00:13:32.200 --> 00:13:35.200]  是屬於你,就是屬於神
[00:13:35.200 --> 00:13:44.200]  正是使我們跟屬於世界分別出來的一個重要元素
[00:13:44.200 --> 00:13:49.200]  這個是我們整個信仰的蠟燭點
[00:13:49.200 --> 00:13:53.200]  我們必須有一個正確的蠟燭點
[00:13:53.200 --> 00:13:57.200]  我們才能夠懂得怎樣過我們的生活
[00:13:57.200 --> 00:14:03.200]  哪些事應該做,哪些事我們選擇不做
[00:14:03.200 --> 00:14:09.200]  正因為這裡說神已經將屬於他的人交給耶穌
[00:14:09.200 --> 00:14:14.200]  而主耶穌又將要完成他在地上的工作
[00:14:14.200 --> 00:14:15.200]  離開他的羊
[00:14:15.200 --> 00:14:22.200]  所以這裡為特別親近他的跟隨者
[00:14:22.200 --> 00:14:23.200]  他的門徒
[00:14:23.200 --> 00:14:26.200]  今天你和我去祈禱
[00:14:26.200 --> 00:14:28.200]  第十節這樣說
[00:14:28.200 --> 00:14:30.200]  凡是我的都是你的
[00:14:30.200 --> 00:14:32.200]  你的也是我的
[00:14:32.200 --> 00:14:35.200]  且我因他們得了榮耀
[00:14:35.200 --> 00:14:40.200]  這裡除了表達父神和主耶穌之間的緊密關係
[00:14:40.200 --> 00:14:42.200]  原來還要鼓勵我們
[00:14:42.200 --> 00:14:47.200]  我們是可以成為主耶穌所使用的器皿
[00:14:47.200 --> 00:14:53.200]  能夠藉著我們使祂得到榮耀
[00:14:53.200 --> 00:14:56.200]  當我們願意來順服
[00:14:56.200 --> 00:15:02.200]  在生活上見證祂是有真有活的主
[00:15:02.200 --> 00:15:06.200]  福音就是這樣可以傳開
[00:15:06.200 --> 00:15:08.200]  接下來的星期六
[00:15:08.200 --> 00:15:10.200]  就是一個很好的機會
[00:15:10.200 --> 00:15:19.200]  讓我們邀請一些未信的親友來到我們當中
[00:15:19.200 --> 00:15:21.200]  機會擺在我們面前
[00:15:21.200 --> 00:15:26.200]  讓我們所愛身邊的親朋戚友可以得著福音
[00:15:26.200 --> 00:15:30.200]  使到神得到最大的榮耀
[00:15:30.200 --> 00:15:32.200]  屬父神的人
[00:15:32.200 --> 00:15:34.200]  另外一個特質
[00:15:34.200 --> 00:15:36.200]  在第十一至第十二節
[00:15:36.200 --> 00:15:40.200]  告訴我們是可以蒙祂的保守
[00:15:40.200 --> 00:15:42.200]  並且合而為一
[00:15:42.200 --> 00:15:44.200]  經文這樣說
[00:15:44.200 --> 00:15:46.200]  從今以後我不在世上
[00:15:46.200 --> 00:15:47.200]  他們卻在世上
[00:15:47.200 --> 00:15:49.200]  我往你那裡去
[00:15:49.200 --> 00:15:53.200]  請父啊求你因你所賜給我的名保守他們
[00:15:53.200 --> 00:15:56.200]  叫他們合而為一像我們一樣
[00:15:56.200 --> 00:15:58.200]  我與他們同在的時候
[00:15:58.200 --> 00:16:01.200]  因你所賜給我的名保守了他們
[00:16:01.200 --> 00:16:03.200]  我也護衛了他們
[00:16:03.200 --> 00:16:05.200]  其中除了那滅亡之子
[00:16:05.200 --> 00:16:07.200]  沒有一個滅亡的
[00:16:07.200 --> 00:16:11.200]  好叫經上的話得盈厭
[00:16:11.200 --> 00:16:13.200]  這裡說我不在世上
[00:16:13.200 --> 00:16:15.200]  他們卻在世上
[00:16:15.200 --> 00:16:16.200]  很清楚了
[00:16:16.200 --> 00:16:18.200]  告訴我們主耶穌將要離開了
[00:16:18.200 --> 00:16:23.200]  不過他們的門徒還不能離開
[00:16:23.200 --> 00:16:25.200]  仍然在這裡
[00:16:25.200 --> 00:16:28.200]  我們需要活在世上
[00:16:28.200 --> 00:16:31.200]  我們一天仍然活在世上
[00:16:31.200 --> 00:16:36.200]  挑戰仍然在我們面前
[00:16:36.200 --> 00:16:40.200]  近幾年很多的年輕人
[00:16:40.200 --> 00:16:44.200]  都很喜歡去玩一個體驗
[00:16:44.200 --> 00:16:45.200]  一個野外
[00:16:45.200 --> 00:16:47.200]  自己一個人去到野外
[00:16:47.200 --> 00:16:49.200]  一個這樣的體驗
[00:16:49.200 --> 00:16:51.200]  獨自一人
[00:16:51.200 --> 00:16:55.200]  甚至我知道我們的中心
[00:16:55.200 --> 00:17:00.200]  這些小六星中的小朋友
[00:17:00.200 --> 00:17:05.200]  導師們都會帶他們行夜山
[00:17:05.200 --> 00:17:09.200]  有一段路要他們自己一個人行
[00:17:09.200 --> 00:17:10.200]  不用怕
[00:17:10.200 --> 00:17:12.200]  很安全的
[00:17:12.200 --> 00:17:14.200]  很輕的
[00:17:14.200 --> 00:17:17.200]  這個做法其實
[00:17:17.200 --> 00:17:21.200]  很早在印第安的土著
[00:17:21.200 --> 00:17:24.200]  訓練他們的年輕人
[00:17:24.200 --> 00:17:27.200]  都是這樣做
[00:17:27.200 --> 00:17:28.200]  那些男孩子
[00:17:28.200 --> 00:17:32.200]  自小除了要學怎樣去狩獵
[00:17:32.200 --> 00:17:33.200]  釣魚
[00:17:33.200 --> 00:17:38.200]  亦都需要學習偵察等等的技巧
[00:17:38.200 --> 00:17:42.200]  當他們去到十三歲的時候
[00:17:42.200 --> 00:17:47.200]  他們就需要面對一個最終的考驗
[00:17:47.200 --> 00:17:49.200]  是怎樣做呢?
[00:17:49.200 --> 00:17:54.200]  在村落當中的印第安人
[00:17:54.200 --> 00:17:56.200]  就會用一條布條
[00:17:56.200 --> 00:18:01.200]  綁住這位十三歲的小男孩的眼睛
[00:18:01.200 --> 00:18:03.200]  在晚上的時候
[00:18:03.200 --> 00:18:08.200]  將他帶到密謀的森林裏面
[00:18:08.200 --> 00:18:10.200]  走了不知多少里
[00:18:10.200 --> 00:18:14.200]  到森林中間的時候
[00:18:14.200 --> 00:18:17.200]  他就可以解開那條布
[00:18:17.200 --> 00:18:19.200]  但當然
[00:18:19.200 --> 00:18:20.200]  夜深了
[00:18:20.200 --> 00:18:22.200]  黑漆漆
[00:18:22.200 --> 00:18:24.200]  甚麼都看不到
[00:18:24.200 --> 00:18:25.200]  當然
[00:18:25.200 --> 00:18:29.200]  他亦都不會知道自己去了哪裏
[00:18:29.200 --> 00:18:30.200]  所以
[00:18:30.200 --> 00:18:32.200]  這位小男孩
[00:18:32.200 --> 00:18:34.200]  就很害怕
[00:18:34.200 --> 00:18:36.200]  甚麼都看不到
[00:18:36.200 --> 00:18:38.200]  不過耳朵聽到
[00:18:38.200 --> 00:18:42.200]  聽到很多很奇怪的聲音
[00:18:42.200 --> 00:18:45.200]  經常很害怕有野獸出沒
[00:18:45.200 --> 00:18:47.200]  攻擊他
[00:18:47.200 --> 00:18:48.200]  所以
[00:18:48.200 --> 00:18:51.200]  基本上整晚都不用睡覺
[00:18:51.200 --> 00:18:53.200]  熬了一個晚上
[00:18:53.200 --> 00:18:57.200]  到第二天的黎明
[00:18:57.200 --> 00:18:59.200]  第一線的陽光
[00:18:59.200 --> 00:19:02.200]  透過樹葉射下來的時候
[00:19:02.200 --> 00:19:04.200]  實在太高興了
[00:19:04.200 --> 00:19:10.200]  因為他隱隱約約見到周圍的環境
[00:19:10.200 --> 00:19:12.200]  有甚麼花草樹木
[00:19:12.200 --> 00:19:14.200]  更加重要的是
[00:19:14.200 --> 00:19:16.200]  他看到路
[00:19:16.200 --> 00:19:19.200]  有條好像路的物體
[00:19:19.200 --> 00:19:23.200]  但究竟怎樣行是不知道的
[00:19:23.200 --> 00:19:26.200]  當他再看遠一點
[00:19:26.200 --> 00:19:28.200]  他竟然見到
[00:19:28.200 --> 00:19:30.200]  有一個人
[00:19:30.200 --> 00:19:32.200]  拿著弓箭
[00:19:32.200 --> 00:19:34.200]  不動也不動
[00:19:34.200 --> 00:19:36.200]  在那裏守候
[00:19:36.200 --> 00:19:41.200]  這個其實是小男孩的爸爸
[00:19:41.200 --> 00:19:44.200]  他就是這樣
[00:19:44.200 --> 00:19:46.200]  在那個晚上
[00:19:46.200 --> 00:19:50.200]  守護著自己的孩子
[00:19:50.200 --> 00:19:52.200]  這兩節的經文
[00:19:52.200 --> 00:19:54.200]  給大家剛才見到
[00:19:54.200 --> 00:19:59.200]  分別是三次出現了保守和護衛這個字
[00:19:59.200 --> 00:20:01.200]  這個字是甚麼意思呢?
[00:20:01.200 --> 00:20:04.200]  守護照顧保護
[00:20:04.200 --> 00:20:06.200]  主耶穌要告訴我們
[00:20:06.200 --> 00:20:09.200]  因為我們是屬於祂
[00:20:09.200 --> 00:20:13.200]  所以無論我們做得怎樣
[00:20:13.200 --> 00:20:15.200]  做得多差
[00:20:15.200 --> 00:20:19.200]  又或者我們周邊的環境是多麼惡劣
[00:20:19.200 --> 00:20:22.200]  祂仍然會看著我們
[00:20:22.200 --> 00:20:26.200]  叫我們不會失去信心
[00:20:26.200 --> 00:20:28.200]  不會滅亡
[00:20:28.200 --> 00:20:33.200]  祂這樣說,你信不信呢?
[00:20:33.200 --> 00:20:37.200]  除了保守我們的信心
[00:20:37.200 --> 00:20:40.200]  這裏另外有提到
[00:20:40.200 --> 00:20:43.200]  主耶穌保守的範疇
[00:20:43.200 --> 00:20:47.200]  就是第十一節最後的部分所說
[00:20:47.200 --> 00:20:50.200]  叫他們合而為一
[00:20:50.200 --> 00:20:52.200]  我們很明白的
[00:20:52.200 --> 00:20:54.200]  我們身處的世界
[00:20:54.200 --> 00:20:56.200]  其實很複雜
[00:20:56.200 --> 00:20:58.200]  充滿了不信任
[00:20:58.200 --> 00:21:00.200]  不同的意見
[00:21:00.200 --> 00:21:03.200]  甚至不良的動機
[00:21:03.200 --> 00:21:09.200]  常常對我們可能會懷有敵意
[00:21:09.200 --> 00:21:12.200]  這是在說外邊的世界
[00:21:12.200 --> 00:21:15.200]  不過你看清楚這裏說甚麼
[00:21:15.200 --> 00:21:18.200]  叫他們合而為一
[00:21:18.200 --> 00:21:21.200]  主耶穌不是在說外邊
[00:21:21.200 --> 00:21:23.200]  是在說裏邊
[00:21:23.200 --> 00:21:31.200]  祂強調的是信徒群體當中的合一
[00:21:31.200 --> 00:21:36.200]  如果我們看回中間這一節
[00:21:36.200 --> 00:21:38.200]  第九節開始
[00:21:38.200 --> 00:21:40.200]  祂為門徒祈禱
[00:21:40.200 --> 00:21:44.200]  祂這麼快就要提出
[00:21:44.200 --> 00:21:49.200]  這個合一的觀念
[00:21:49.200 --> 00:21:56.200]  所以究竟信徒之間合一有多重要
[00:21:56.200 --> 00:21:59.200]  是不言而喻
[00:21:59.200 --> 00:22:02.200]  如果大家有時間回家
[00:22:02.200 --> 00:22:06.200]  慢慢看完這個祈禱的第三個部分
[00:22:06.200 --> 00:22:11.200]  即是為教會祈禱第二十節開始的部分
[00:22:11.200 --> 00:22:15.200]  你會發現合而為一這個課題
[00:22:15.200 --> 00:22:18.200]  是不斷不斷出現
[00:22:18.200 --> 00:22:22.200]  特別是在二十節到二十三節
[00:22:22.200 --> 00:22:25.200]  所以概括來說
[00:22:25.200 --> 00:22:27.200]  主耶穌要告訴我們
[00:22:27.200 --> 00:22:30.200]  只有合一的愛
[00:22:30.200 --> 00:22:33.200]  才能見證上帝
[00:22:33.200 --> 00:22:38.200]  才能讓身邊的人認識神
[00:22:38.200 --> 00:22:41.200]  所以求主幫助我們
[00:22:41.200 --> 00:22:45.200]  很看重這個合一
[00:22:45.200 --> 00:22:49.200]  珍惜我們身邊每一個弟兄姊妹
[00:22:49.200 --> 00:22:53.200]  容讓我們一起學習
[00:22:53.200 --> 00:22:57.200]  這個合一和愛的功課
[00:22:57.200 --> 00:23:00.200]  接著到第十三節
[00:23:00.200 --> 00:23:06.200]  因為門徒是帶著屬父主的特質
