
[00:00:00.000 --> 00:00:02.000]  領事們平安
[00:04:00.000 --> 00:04:03.000]  愛享樂 過於愛神
[00:04:03.000 --> 00:04:06.000]  這個很明顯好像一個括號
[00:04:06.000 --> 00:04:08.000]  告訴我們中間這一系
[00:04:08.000 --> 00:04:10.000]  有很多不同的表現
[00:04:10.000 --> 00:04:13.000]  一個很核心的背後原因就是
[00:04:13.000 --> 00:04:16.000]  因為人只愛自己和愛世界
[00:04:16.000 --> 00:04:19.000]  而不愛神 不愛其他人
[00:04:19.000 --> 00:04:22.000]  以致有很多惡的表現
[00:04:22.000 --> 00:04:24.000]  在褻瀆文的原文裡面
[00:04:24.000 --> 00:04:26.000]  在中間那麼多的項目當中
[00:04:26.000 --> 00:04:29.000]  有九項有一個特色的
[00:04:29.000 --> 00:04:31.000]  就是它的字母
[00:04:31.000 --> 00:04:33.000]  第一個字母都是褻瀆文的第一個字
[00:04:33.000 --> 00:04:36.000]  第一個字母alpha
[00:04:36.000 --> 00:04:38.000]  其實從英文的你都會知道
[00:04:38.000 --> 00:04:40.000]  有些字你在前面加一個a字
[00:04:40.000 --> 00:04:41.000]  代表什麼
[00:04:41.000 --> 00:04:43.000]  代表了不 代表了非
[00:04:43.000 --> 00:04:45.000]  就是說應該是這樣
[00:04:45.000 --> 00:04:46.000]  它而不是這樣
[00:04:46.000 --> 00:04:49.000]  應該是要去肯和解的
[00:04:49.000 --> 00:04:50.000]  去不和解
[00:04:50.000 --> 00:04:52.000]  應該要聖潔的 去不聖潔
[00:04:52.000 --> 00:04:54.000]  應該要自律的 去不自律
[00:04:54.000 --> 00:04:57.000]  應該愛良善的 去不愛良善
[00:04:57.000 --> 00:04:59.000]  弟兄姊妹這些事情
[00:04:59.000 --> 00:05:02.000]  我們確實會在社會裡面去見到
[00:05:02.000 --> 00:05:04.000]  但有時都會很不幸
[00:05:04.000 --> 00:05:07.000]  在弟兄姊妹的生命裡面去見到
[00:05:07.000 --> 00:05:09.000]  在社會裡面我們見到的
[00:05:09.000 --> 00:05:11.000]  可以真的很猖狂的情況
[00:05:11.000 --> 00:05:13.000]  較早前有一段時間
[00:05:13.000 --> 00:05:15.000]  看新聞 看報紙 頭版
[00:05:15.000 --> 00:05:18.000]  一連串去報道在法庭裡面的審訊
[00:05:18.000 --> 00:05:20.000]  都是關乎那些
[00:05:20.000 --> 00:05:24.000]  有兩單都是男朋友殺了自己的女朋友
[00:05:24.000 --> 00:05:26.000]  也有一段時間報道
[00:05:26.000 --> 00:05:28.000]  有一些人因為自己
[00:05:28.000 --> 00:05:32.000]  貪愛父母長輩的遺產錢財
[00:05:32.000 --> 00:05:34.000]  其實父母還沒死的
[00:05:34.000 --> 00:05:36.000]  他怎樣做呢 弄死他
[00:05:36.000 --> 00:05:38.000]  這些可怕的事情
[00:05:38.000 --> 00:05:41.000]  確實是發生在我們的社會裡面
[00:05:41.000 --> 00:05:44.000]  特別當這個社會裡面掌握著
[00:05:44.000 --> 00:05:50.000]  更加多的財富 權力 科技 人力的人
[00:05:50.000 --> 00:05:55.000]  他更加可以讓在這種惡裡面帶來的破壞
[00:05:55.000 --> 00:06:00.000]  能夠影響 帶來很大的災難
[00:06:00.000 --> 00:06:02.000]  社會 家庭的災難
[00:06:02.000 --> 00:06:05.000]  長久結構性的罪惡和痛苦
[00:06:05.000 --> 00:06:07.000]  但是首先我們要回到我們自己
[00:06:07.000 --> 00:06:10.000]  作為基督徒的生命要作的反省和檢討
[00:06:10.000 --> 00:06:12.000]  對於基督徒來說
[00:06:12.000 --> 00:06:14.000]  在這個列表裡面第十九項
[00:06:14.000 --> 00:06:17.000]  是特別我們要留心的事情
[00:06:17.000 --> 00:06:19.000]  第十九項在第五節裡面說到
[00:06:19.000 --> 00:06:24.000]  有敬虔的形式 卻否定了敬虔的能力
[00:06:24.000 --> 00:06:26.000]  有敬虔的形式的人
[00:06:26.000 --> 00:06:30.000]  他有不同宗教的行為的表現
[00:06:30.000 --> 00:06:34.000]  可能他好像很認識聖經
[00:06:34.000 --> 00:06:35.000]  很認識某些典籍
[00:06:35.000 --> 00:06:37.000]  很認識某些屬靈操練
[00:06:37.000 --> 00:06:40.000]  可能他表現出來比別人更屬靈
[00:06:40.000 --> 00:06:44.000]  他好像比別人更有屬靈的智慧
[00:06:44.000 --> 00:06:47.000]  知道一些別人不知道的屬靈的知識
[00:06:47.000 --> 00:06:50.000]  以致他好像也吸引到一些人
[00:06:50.000 --> 00:06:52.000]  去相信他 跟隨他
[00:06:52.000 --> 00:06:53.000]  但是聖經告訴我們
[00:06:53.000 --> 00:06:56.000]  這些人雖然有敬虔的形式
[00:06:56.000 --> 00:06:59.000]  卻是否定了敬虔的能力
[00:06:59.000 --> 00:07:01.000]  我們知道所謂敬虔
[00:07:01.000 --> 00:07:04.000]  是出於對神的形式
[00:07:04.000 --> 00:07:07.000]  以致我們的生命被他轉化
[00:07:07.000 --> 00:07:09.000]  以致更加象神去自己
[00:07:09.000 --> 00:07:12.000]  這是一種屬神的能力
[00:07:12.000 --> 00:07:15.000]  神的能力在我們生命裡面改變了我們
[00:07:15.000 --> 00:07:19.000]  也透過我們去幫助 關心 服侍其他人的時候
[00:07:19.000 --> 00:07:25.000]  也可以觸發 使用 帶動別人生命的轉變
[00:07:25.000 --> 00:07:27.000]  一個真正敬虔的人
[00:07:27.000 --> 00:07:31.000]  他不單止有一些屬靈追求的表現
[00:07:31.000 --> 00:07:34.000]  或者有某些侍奉上的參與
[00:07:34.000 --> 00:07:37.000]  而是顯示出這種屬神的能力
[00:07:37.000 --> 00:07:38.000]  在改變他的生命
[00:07:38.000 --> 00:07:40.000]  當他犯了錯的時候
[00:07:40.000 --> 00:07:45.000]  他會願意去承認 去悔改 歸向上帝
[00:07:45.000 --> 00:07:47.000]  當他有些地方做得不足的時候
[00:07:47.000 --> 00:07:50.000]  他願意去追求 尋求主的幫助
[00:07:50.000 --> 00:07:52.000]  繼續去成長
[00:07:52.000 --> 00:07:54.000]  正如我剛才所說
[00:07:54.000 --> 00:07:56.000]  有時我們也會因為身邊的人
[00:07:56.000 --> 00:08:02.000]  甚至一些很出名的基督徒名人的言行
[00:08:02.000 --> 00:08:04.000]  令我們感到困惑
[00:08:04.000 --> 00:08:09.000]  甚至覺得我們作為基督徒也有點面目無光
[00:08:09.000 --> 00:08:13.000]  最近有一位政商界的名人
[00:08:13.000 --> 00:08:18.000]  是一個公營機構裡最高級的人物
[00:08:18.000 --> 00:08:20.000]  當有人訪問他
[00:08:20.000 --> 00:08:24.000]  關於一些機構裡需要向公眾澄清的事情的時候
[00:08:24.000 --> 00:08:25.000]  他講了一些說話
[00:08:25.000 --> 00:08:28.000]  令大家覺得他很不負責任
[00:08:28.000 --> 00:08:31.000]  然後當他再為自己開辯的時候
[00:08:31.000 --> 00:08:38.000]  他就說 可能天氣炎熱 早上沒有祈禱
[00:08:38.000 --> 00:08:41.000]  而他沒有承認自己在那番說話裡
[00:08:41.000 --> 00:08:44.000]  有任何需要改善的地方
[00:08:44.000 --> 00:08:46.000]  而這位政商界的名人
[00:08:46.000 --> 00:08:50.000]  也是之前很努力去推動某個大型報道會的一位人物
[00:08:50.000 --> 00:08:53.000]  這些事情都令我們很困惑
[00:08:53.000 --> 00:08:58.000]  我們都很希望弟兄坦然去面對需要改善的地方
[00:08:58.000 --> 00:09:00.000]  不需要去藏起來
[00:09:00.000 --> 00:09:02.000]  因為你的角色 你的位置
[00:09:02.000 --> 00:09:05.000]  正正就是要幫助釋除公眾的疑慮
[00:09:05.000 --> 00:09:07.000]  還有做好這件事
[00:09:07.000 --> 00:09:10.000]  這些事我們知道個別人的錯處
[00:09:10.000 --> 00:09:12.000]  我們不要執著不放
[00:09:12.000 --> 00:09:14.000]  就斷定他不是一個敬虔的人
[00:09:14.000 --> 00:09:15.000]  我們不是這樣做
[00:09:15.000 --> 00:09:18.000]  不過作為我們對自己的提醒
[00:09:18.000 --> 00:09:21.000]  我們要尋求我們屬靈的追求學習
[00:09:21.000 --> 00:09:27.000]  是有敬虔的能力在其中去領受得來
[00:09:27.000 --> 00:09:29.000]  個別人的錯處會發生
[00:09:29.000 --> 00:09:34.000]  有時更加令我們覺得很內心很憂傷的是
[00:09:34.000 --> 00:09:39.000]  有些機構都會做一些令我們覺得很不正當的事情
[00:09:39.000 --> 00:09:41.000]  在2011年的時候
[00:09:41.000 --> 00:09:45.000]  有一個台灣的一個出版機構
[00:09:45.000 --> 00:09:47.000]  一個教教的出版機構
[00:09:47.000 --> 00:09:49.000]  他被人起訴
[00:09:49.000 --> 00:09:54.000]  他將一些有超過十幾個的
[00:09:54.000 --> 00:09:59.000]  由香港 台灣 以至海外的教教出版機構
[00:09:59.000 --> 00:10:01.000]  一些出版的刊物的材料
[00:10:01.000 --> 00:10:05.000]  他將其中一些材料偷偷去挪用
[00:10:05.000 --> 00:10:09.000]  放在他所出版的靈修的刊物裏面
[00:10:09.000 --> 00:10:11.000]  然後賺了很多錢
[00:10:11.000 --> 00:10:14.000]  其中一個很小的機構提出訴訟的同時
[00:10:14.000 --> 00:10:15.000]  其實他很想和解
[00:10:15.000 --> 00:10:19.000]  希望他承認這個責任和道歉
[00:10:19.000 --> 00:10:21.000]  作出合理的賠償就算了
[00:10:21.000 --> 00:10:23.000]  不希望真正上到法庭
[00:10:23.000 --> 00:10:25.000]  但在尋求和解的時候
[00:10:25.000 --> 00:10:27.000]  這個機構的代表律師竟然說
[00:10:27.000 --> 00:10:28.000]  為了福音的緣故
[00:10:28.000 --> 00:10:33.000]  我們拿這些東西都是理所當然的
[00:10:33.000 --> 00:10:38.000]  如果要上到法庭裏面去處理這件事情
[00:10:38.000 --> 00:10:42.000]  其中一個很荒謬的機構的表達就是說
[00:10:42.000 --> 00:10:45.000]  我們是合法去坐這些材料的
[00:10:45.000 --> 00:10:50.000]  現在我們會捐出十二萬的新台幣出來
[00:10:50.000 --> 00:10:52.000]  給一個叫做教教文字協會的地方
[00:10:52.000 --> 00:10:54.000]  要做什麼呢
[00:10:54.000 --> 00:10:58.000]  推動尊重版權
[00:10:58.000 --> 00:11:04.000]  弟兄姊妹我們在笑的當中應該都是一個苦笑
[00:11:04.000 --> 00:11:09.000]  侍奉上帝的人竟然可以對於自己的罪
[00:11:09.000 --> 00:11:12.000]  盲目到一個這樣的地步
[00:11:12.000 --> 00:11:14.000]  求主憐憫幫助我們
[00:11:14.000 --> 00:11:20.000]  我相信如果不是活在一個假的道理當中
[00:11:20.000 --> 00:11:22.000]  生命不會這樣
[00:11:22.000 --> 00:11:25.000]  做聖公的人不會這樣
[00:11:25.000 --> 00:11:28.000]  在二十世紀被視為當代的一位
[00:11:28.000 --> 00:11:32.000]  很重要的時代的先知陶樹博士
[00:11:32.000 --> 00:11:33.000]  他曾經這樣說
[00:11:33.000 --> 00:11:36.000]  他說我要直言不諱地說
[00:11:36.000 --> 00:11:41.000]  在方派圈子裏面已經有一個明顯的異端出現了
[00:11:41.000 --> 00:11:43.000]  這個異端是什麼呢
[00:11:43.000 --> 00:11:45.000]  是信徒普遍去接受一個觀念
[00:11:45.000 --> 00:11:50.000]  就是認為自己單單以耶穌基督為救主就可以了
[00:11:50.000 --> 00:11:53.000]  至於要不要信奉耶穌基督的主權
[00:11:53.000 --> 00:11:56.000]  我讓不讓耶穌做我的主
[00:11:56.000 --> 00:11:58.000]  這是我自己的決定
[00:11:58.000 --> 00:12:00.000]  我可以決定給不給耶穌做主
[00:12:00.000 --> 00:12:04.000]  或者什麼時候在什麼情況下給耶穌做主
[00:12:04.000 --> 00:12:08.000]  陶樹形容這種心態
[00:12:08.000 --> 00:12:14.000]  信耶穌希望得救而不以耶穌為主的這種心態是異端
[00:12:14.000 --> 00:12:17.000]  弟兄姊妹我們有沒有受到這種異端的影響
[00:12:17.000 --> 00:12:21.000]  在街上派發那些所謂聖經刊物的異端
[00:12:21.000 --> 00:12:22.000]  我們會很警覺
[00:12:22.000 --> 00:12:24.000]  我們知道那些不是真的
[00:12:24.000 --> 00:12:28.000]  但是滲透在你的心裏面
[00:12:28.000 --> 00:12:30.000]  有沒有假的道理
[00:12:30.000 --> 00:12:35.000]  我們要將這些假道理從我們生命裏面清除出來
[00:12:35.000 --> 00:12:39.000]  我們必須要接受上帝的話語給我們的訓練
[00:12:39.000 --> 00:12:42.000]  這是一會兒我們會講的另一方面的道理
[00:12:42.000 --> 00:12:46.000]  我們剛才講到那些隨從假道理的人
[00:12:46.000 --> 00:12:50.000]  生命的表現和一些很重要的原因
[00:12:50.000 --> 00:12:53.000]  再進一步這段經文告訴我們的時候
[00:12:53.000 --> 00:12:56.000]  另一個很重要的部分給我們留心的就是
[00:12:56.000 --> 00:13:02.000]  一種屬靈上不成熟而帶給我們假道理的這種境況
[00:13:02.000 --> 00:13:04.000]  聖經的第六節第七節這樣說
[00:13:04.000 --> 00:13:08.000]  他們中間有人潛入別人的家裏面
[00:13:08.000 --> 00:13:10.000]  操縱無知的婦女
[00:13:10.000 --> 00:13:13.000]  這些婦女被罪去壓住
[00:13:13.000 --> 00:13:15.000]  又被各種的私慾去拖累
[00:13:15.000 --> 00:13:20.000]  雖然常常學習總不能充分明白生理
[00:13:20.000 --> 00:13:23.000]  這裏一方面講到那些假教師
[00:13:23.000 --> 00:13:25.000]  我們過去在講提摩太太的前後書
[00:13:25.000 --> 00:13:27.000]  一直都有形容這些假教師
[00:13:27.000 --> 00:13:29.000]  去自表為很敬虔
[00:13:29.000 --> 00:13:31.000]  去遵守一些舊約的律法
[00:13:31.000 --> 00:13:35.000]  可能他們會表達我所傳遞的訊息
[00:13:35.000 --> 00:13:37.000]  就是一種屬靈上更高的智慧
[00:13:37.000 --> 00:13:39.000]  是你平時在教會裏面聽不到的
[00:13:39.000 --> 00:13:41.000]  所以你要聽我說
[00:13:41.000 --> 00:13:43.000]  而他們偷偷地好像賊
[00:13:43.000 --> 00:13:46.000]  好像小小的步伐走進別人家裏面
[00:13:46.000 --> 00:13:50.000]  這樣圍繞去操縱這些無知的婦女
[00:13:50.000 --> 00:13:52.000]  經文令到大家
[00:13:52.000 --> 00:13:55.000]  特別我們姊妹數目比較多
[00:13:55.000 --> 00:13:58.000]  很被冒犯無知的婦女
[00:13:58.000 --> 00:14:01.000]  大家知道這裏的原文是小女孩
[00:14:01.000 --> 00:14:05.000]  其實意思是代表一些不成熟的婦女
[00:14:05.000 --> 00:14:11.000]  假教師會特別去向一些不成熟的
[00:14:11.000 --> 00:14:14.000]  屬靈上不成熟的人去埋首
[00:14:14.000 --> 00:14:18.000]  去影響去控制他們的生命
[00:14:18.000 --> 00:14:20.000]  為甚麼這些婦女會受到
[00:14:20.000 --> 00:14:22.000]  其實不單止是婦女
[00:14:22.000 --> 00:14:23.000]  在現今的世代裏面
[00:14:23.000 --> 00:14:26.000]  男男女女都可能受到一些假道理的迷惑
[00:14:26.000 --> 00:14:30.000]  正正可能就是背後內心那份驕傲
[00:14:30.000 --> 00:14:35.000]  很想自己在信仰那種表現上比別人強
[00:14:35.000 --> 00:14:38.000]  我知道一些別人不知道的東西
[00:14:38.000 --> 00:14:40.000]  耶穌基督已經有新的啟示給了我們
[00:14:40.000 --> 00:14:42.000]  唯有這個假教師給了我
[00:14:42.000 --> 00:14:43.000]  你不知道的
[00:14:43.000 --> 00:14:46.000]  所以你跟我來我的查經小組
[00:14:46.000 --> 00:14:47.000]  所以我們要很小心
[00:14:47.000 --> 00:14:49.000]  不要別人叫你去哪裏聽哪個講道
[00:14:49.000 --> 00:14:51.000]  去甚麼小組你都去
[00:14:51.000 --> 00:14:57.000]  留心去辨別當中人的生命的那種表現
[00:14:57.000 --> 00:14:59.000]  我們知道很不幸
[00:14:59.000 --> 00:15:03.000]  有時假的東西依然有很多人相信
[00:15:03.000 --> 00:15:05.000]  大家可能留心到最近在新聞裏面
[00:15:05.000 --> 00:15:08.000]  講到一個美國電視的傳道人
[00:15:08.000 --> 00:15:12.000]  他要購買他第四架私人的飛機
[00:15:12.000 --> 00:15:15.000]  價值是五千四百萬美元
[00:15:15.000 --> 00:15:18.000]  他說為甚麼我要買這個私人飛機
[00:15:18.000 --> 00:15:19.000]  因為耶穌說
[00:15:19.000 --> 00:15:20.000]  你想更加親近我
[00:15:20.000 --> 00:15:22.000]  你就買一架新的私人飛機
[00:15:22.000 --> 00:15:24.000]  你可以更加親近我的
[00:15:24.000 --> 00:15:26.000]  他甚至說
[00:15:26.000 --> 00:15:28.000]  如果耶穌今天來到這個世上
[00:15:28.000 --> 00:15:31.000]  他不會再騎著驢子去傳福音的
[00:15:31.000 --> 00:15:33.000]  他一定會坐飛機去傳福音的
[00:15:33.000 --> 00:15:35.000]  所以各位朋友你捐獻給我
[00:15:35.000 --> 00:15:37.000]  讓我買第四架私人飛機
[00:15:37.000 --> 00:15:40.000]  可以不停地去不同的地方
[00:15:40.000 --> 00:15:42.000]  弟兄姊妹
[00:15:42.000 --> 00:15:45.000]  他可以買到前面那三架的私人飛機
[00:15:45.000 --> 00:15:49.000]  因為有很多人受到他的假道理的牢籠
[00:15:49.000 --> 00:15:51.000]  我相信
[00:15:51.000 --> 00:15:53.000]  我也可以放膽這樣說
[00:15:53.000 --> 00:15:57.000]  如果他真的再買多一架私人飛機的話
[00:15:57.000 --> 00:15:59.000]  他不是更加接近主
[00:15:59.000 --> 00:16:02.000]  而是更加接近滅亡
[00:16:02.000 --> 00:16:07.000]  聖經第八第九節裏面說到那些敵黨真理的人的後果
[00:16:07.000 --> 00:16:11.000]  從前阿彌和楊培怎樣反對摩西
[00:16:11.000 --> 00:16:13.000]  這些人也怎樣反對真理
[00:16:13.000 --> 00:16:15.000]  他們的心思敗壞
[00:16:15.000 --> 00:16:17.000]  信仰也經不理考驗
[00:16:17.000 --> 00:16:19.000]  然而他們不能夠再這樣下去
[00:16:19.000 --> 00:16:23.000]  因為他們的愚昧終必在眾人面前顯露出來
[00:16:23.000 --> 00:16:26.000]  好像阿彌和楊培這兩個人一樣
[00:16:26.000 --> 00:16:29.000]  阿彌和楊培在我們所讀的聖經舊約裏面
[00:16:29.000 --> 00:16:31.000]  是沒有出現這兩個人物的
[00:16:31.000 --> 00:16:34.000]  不過在一些猶太人的典籍裏面
[00:16:34.000 --> 00:16:36.000]  一些傳說當中
[00:16:36.000 --> 00:16:39.000]  這兩個人就是在埃及的時候
[00:16:39.000 --> 00:16:42.000]  摩西要帶領以色人離開的時候
[00:16:42.000 --> 00:16:46.000]  在當中是敵黨摩西的兩個術士
[00:16:46.000 --> 00:16:48.000]  可能是透過一些法術
[00:16:48.000 --> 00:16:50.000]  或者散播一些謠言
[00:16:50.000 --> 00:16:54.000]  令到一些以色人不信任摩西
[00:16:54.000 --> 00:16:56.000]  在其中我們知道
[00:16:56.000 --> 00:16:58.000]  後果是甚麼
[00:16:58.000 --> 00:17:01.000]  後果是以色人離開了埃及
[00:17:01.000 --> 00:17:06.000]  後果是那些敵黨上帝的人都歸於滅亡
[00:17:06.000 --> 00:17:09.000]  惡人必會自食其果
[00:17:09.000 --> 00:17:11.000]  在我們可能遺到這個世界
[00:17:11.000 --> 00:17:15.000]  有很多的末世當中各樣危險的表現
[00:17:15.000 --> 00:17:17.000]  在耶穌基督來到這個世界
[00:17:17.000 --> 00:17:19.000]  到了他再來的中間
[00:17:19.000 --> 00:17:21.000]  這個我們稱為末世的時間
[00:17:21.000 --> 00:17:23.000]  在當中有很多的罪惡的發生
[00:17:23.000 --> 00:17:24.000]  令到我們傷痛
[00:17:24.000 --> 00:17:26.000]  有時可能會動搖我們的信心
[00:17:26.000 --> 00:17:28.000]  但頂尖不要忘記
[00:17:28.000 --> 00:17:31.000]  上帝依然作王
[00:17:31.000 --> 00:17:33.000]  惡人必然自食其果
[00:17:33.000 --> 00:17:35.000]  這個第一方面我們要留心
[00:17:35.000 --> 00:17:37.000]  我們不要隨隨假假道理
[00:17:37.000 --> 00:17:40.000]  當中的原因和結果我們都要注意
[00:17:40.000 --> 00:17:42.000]  第二方面我剛才說到
[00:17:42.000 --> 00:17:44.000]  保羅去鼓勵提摩他
[00:17:44.000 --> 00:17:47.000]  其實你是能夠持守上帝的道
[00:17:47.000 --> 00:17:50.000]  同樣地這個也是我們今天要領受的一個鼓勵
[00:17:50.000 --> 00:17:53.000]  我們都是能夠去持守上帝的道
[00:17:53.000 --> 00:17:55.000]  我們怎樣可以持守上帝的道
[00:17:55.000 --> 00:17:58.000]  首先我們要認定聖經在我們生命裡面
[00:17:58.000 --> 00:18:01.000]  有一個絕對和最高的權威
[00:18:01.000 --> 00:18:04.000]  在聖經第十六和十七節裡面
[00:18:04.000 --> 00:18:07.000]  我們都會背過和合本的譯本
[00:18:07.000 --> 00:18:10.000]  「全部聖經事都是神所默示的
[00:18:10.000 --> 00:18:16.000]  在教訓、責備、矯正和公義的訓練各方面都是有益的
[00:18:16.000 --> 00:18:18.000]  為要使屬神的人裝備好
[00:18:18.000 --> 00:18:22.000]  可以完成各樣的善功」
[00:18:22.000 --> 00:18:26.000]  這裡聖經說到「全部聖經都是神所默示的」
[00:18:26.000 --> 00:18:29.000]  當然當時只有舊約的聖經
[00:18:29.000 --> 00:18:31.000]  希伯來文的聖經
[00:18:31.000 --> 00:18:36.000]  但是這個說法同樣地應用在新約的聖經裡面
[00:18:36.000 --> 00:18:39.000]  大公的教會按著聖靈的帶領
[00:18:39.000 --> 00:18:40.000]  去到流心
[00:18:40.000 --> 00:18:43.000]  由使徒所寫的書信或者各個福音書
[00:18:43.000 --> 00:18:46.000]  將它匯聚成為新約的聖經
[00:18:46.000 --> 00:18:49.000]  「全本聖經都是神的默示」
[00:18:49.000 --> 00:18:52.000]  「默示」原來意思就是吹氣
[00:18:52.000 --> 00:18:54.000]  這個「吹氣」這個字就讓我們想起
[00:18:54.000 --> 00:18:56.000]  在創造的時候
[00:18:56.000 --> 00:18:59.000]  當上帝用塵土去造成了亞當
[00:18:59.000 --> 00:19:01.000]  然後就吹氣進入他裡面
[00:19:01.000 --> 00:19:04.000]  他就成為了有靈的活人
[00:19:04.000 --> 00:19:07.000]  好像上帝將他的靈氣吹進去
[00:19:07.000 --> 00:19:10.000]  第一個被創造的人生命裡面一樣
[00:19:10.000 --> 00:19:12.000]  聖經也都幫助我們
[00:19:12.000 --> 00:19:16.000]  透過耶穌基督可以得到生命
