
[00:00:00.000 --> 00:00:04.000]  溪水流乾的河道
[00:01:45.000 --> 00:01:47.000]  要學的功課
[00:01:47.000 --> 00:01:49.000]  因為我們無論在什麼環境
[00:01:49.000 --> 00:01:51.000]  無論在教會 在家裏
[00:01:51.000 --> 00:01:54.000]  在學校 在公司 在機構
[00:01:54.000 --> 00:01:56.000]  在很多場合裏面
[00:01:56.000 --> 00:02:00.000]  我都會遇到需要我們安慰的人
[00:02:00.000 --> 00:02:03.000]  所以今天我們一起去學這個功課
[00:02:03.000 --> 00:02:08.000]  怎樣去能夠安慰到人
[00:02:08.000 --> 00:02:15.000]  我們看今天的經文約伯記六章二節
[00:02:15.000 --> 00:02:17.000]  約伯記六章二節
[00:02:17.000 --> 00:02:21.000]  約伯記說:惟願我的煩惱清一清
[00:02:21.000 --> 00:02:26.000]  我一切的災害放在天平裏
[00:02:26.000 --> 00:02:32.000]  煩惱這個字在上一章五章二節裏
[00:02:32.000 --> 00:02:35.000]  以理法看來是憤怒
[00:02:35.000 --> 00:02:37.000]  在那裏說是憤怒
[00:02:37.000 --> 00:02:41.000]  憤怒這個字是同一個字在原文上
[00:02:41.000 --> 00:02:42.000]  我們看五章二節
[00:02:42.000 --> 00:02:45.000]  以理法說:憤怒害死愚妄人
[00:02:45.000 --> 00:02:50.000]  他是指責約伯在那裏發憤怒
[00:02:50.000 --> 00:02:56.000]  他說:約伯你為甚麼在那裏發甚麼憤怒呢?
[00:02:56.000 --> 00:02:58.000]  約伯他自己覺得自己是很煩惱
[00:02:58.000 --> 00:03:01.000]  可能他發懵了 所謂我們叫
[00:03:01.000 --> 00:03:08.000]  但是旁人看來說:你發這麼大脾氣幹甚麼?
[00:03:08.000 --> 00:03:13.000]  約伯他就是針對以理法這個指責來回答的
[00:03:13.000 --> 00:03:16.000]  約伯他意思是說
[00:03:16.000 --> 00:03:19.000]  我發憤怒?我發脾氣?
[00:03:19.000 --> 00:03:23.000]  最好就是將我所發的脾氣
[00:03:23.000 --> 00:03:25.000]  和我所受的災難
[00:03:25.000 --> 00:03:28.000]  一起放在天平上清一清
[00:03:28.000 --> 00:03:32.000]  看看哪一樣重些多些
[00:03:32.000 --> 00:03:35.000]  你知不知道我所受的災難
[00:03:35.000 --> 00:03:39.000]  是遠遠超過我所發的怨氣
[00:03:39.000 --> 00:03:41.000]  簡直是不成比例
[00:03:41.000 --> 00:03:48.000]  所謂 Totally Out Of Proportion
[00:03:48.000 --> 00:03:53.000]  六章三節
[00:03:53.000 --> 00:03:55.000]  用演繹的方法說
[00:03:55.000 --> 00:04:02.000]  我現在的災難比海沙、濕水的沙更重、更多
[00:04:02.000 --> 00:04:06.000]  我只不過是埋怨一下、辛淫一下而已
[00:04:06.000 --> 00:04:10.000]  你何必認真呢?
[00:04:10.000 --> 00:04:13.000]  第五節
[00:04:13.000 --> 00:04:19.000]  野路有草食,他怎會還亂叫呢?
[00:04:19.000 --> 00:04:26.000]  牛有飼料吃,他又怎會亂叫呢?
[00:04:26.000 --> 00:04:29.000]  在耶利米蘇十四章六節
[00:04:29.000 --> 00:04:31.000]  先知他都會這樣形容
[00:04:31.000 --> 00:04:34.000]  他說:野路站在靜光的高處
[00:04:34.000 --> 00:04:38.000]  即是沒有東西吃,整個山都光脫脫,沒有草食
[00:04:38.000 --> 00:04:41.000]  那又怎樣呢?他就會喘氣,即是叫喊
[00:04:41.000 --> 00:04:45.000]  好像野狗
[00:04:45.000 --> 00:04:48.000]  野路就是當他真的肚餓的時候
[00:04:48.000 --> 00:04:50.000]  他才會呼叫
[00:04:50.000 --> 00:04:55.000]  他不會吃飽他不會再裝扮呼叫
[00:04:55.000 --> 00:05:00.000]  他不會在玩,開玩笑
[00:05:00.000 --> 00:05:03.000]  牛肚餓的時候
[00:05:03.000 --> 00:05:05.000]  就會叫得很大聲
[00:05:05.000 --> 00:05:10.000]  你有聽過牛肚餓的時候叫聲是怎樣嗎?
[00:05:10.000 --> 00:05:13.000]  我有幸小時候住在村裏
[00:05:13.000 --> 00:05:18.000]  附近有牛奶公司的牛房
[00:05:18.000 --> 00:05:23.000]  我們小朋友三、五成就去牛房玩
[00:05:23.000 --> 00:05:27.000]  我們就很明白牛肚餓的時候是怎樣叫
[00:05:27.000 --> 00:05:31.000]  每逢快到餵牛的時間
[00:05:31.000 --> 00:05:38.000]  那些牛就在吵得震耳
[00:05:38.000 --> 00:05:41.000]  即是餵遲一點都不行
[00:05:41.000 --> 00:05:44.000]  即是說那些牛,這句聖經就說
[00:05:44.000 --> 00:05:47.000]  那些牛,他真的肚餓的時候
[00:05:47.000 --> 00:05:49.000]  他才會狂叫
[00:05:49.000 --> 00:05:55.000]  他不會裝假
[00:05:55.000 --> 00:05:58.000]  約伯他用這個說話來比喻說
[00:05:58.000 --> 00:06:03.000]  你以為我在這裏狂叫是在玩嗎?
[00:06:03.000 --> 00:06:04.000]  我不是真的那麼慘
[00:06:04.000 --> 00:06:12.000]  我怎會在這裏狂叫呢?
[00:06:12.000 --> 00:06:18.000]  看回約伯第六章六節
[00:06:18.000 --> 00:06:22.000]  「麥淡而無鹽,豈可吃呢?
[00:06:22.000 --> 00:06:26.000]  淡清有甚麼滋味呢?」
[00:06:26.000 --> 00:06:33.000]  約伯他全身長滿毒瘡
[00:06:33.000 --> 00:06:37.000]  可能影響他的味覺、食慾
[00:06:37.000 --> 00:06:40.000]  所以他覺得吃這個又沒有味道
[00:06:40.000 --> 00:06:42.000]  吃那個又沒有味道
[00:06:42.000 --> 00:06:43.000]  或者這個不吃那個不吃
[00:06:43.000 --> 00:06:46.000]  或者根本是吃不到
[00:06:46.000 --> 00:06:48.000]  淡清我們知道
[00:06:48.000 --> 00:06:51.000]  現在現代人很趨之若鶩
[00:06:51.000 --> 00:06:53.000]  淡清、淡白
[00:06:53.000 --> 00:06:56.000]  淡白無鹽我也喜歡吃
[00:06:56.000 --> 00:06:57.000]  大家不知道
[00:06:57.000 --> 00:06:59.000]  只是吃淡白無鹽的時候
[00:06:59.000 --> 00:07:01.000]  不知道會怎樣
[00:07:01.000 --> 00:07:05.000]  淡白無鹽他意思是不難吃
[00:07:05.000 --> 00:07:09.000]  淡清這個字在七十事譯本
[00:07:09.000 --> 00:07:11.000]  就是希臘文的翻譯舊約
[00:07:11.000 --> 00:07:15.000]  它翻譯成「空洞的絕話」
[00:07:15.000 --> 00:07:18.000]  所以其實你們可以想到
[00:07:18.000 --> 00:07:22.000]  約伯他也是用淡清這一句說話
[00:07:22.000 --> 00:07:25.000]  回敬以利法的說話
[00:07:25.000 --> 00:07:27.000]  其實說以利法所說的話
[00:07:27.000 --> 00:07:29.000]  是沒有人情味
[00:07:29.000 --> 00:07:35.000]  是空洞的
[00:07:35.000 --> 00:07:36.000]  總括這一段聖經
[00:07:36.000 --> 00:07:41.000]  由第二節到第七節來說
[00:07:41.000 --> 00:07:45.000]  約伯他是駁斥以利法的說法
[00:07:45.000 --> 00:07:50.000]  他說「你根本就不知道我的痛苦有多大」
[00:07:50.000 --> 00:07:54.000]  「我在這裡伸淫、埋怨、呼喊」
[00:07:54.000 --> 00:07:56.000]  「你以為我在這裡只是發脾氣」
[00:07:56.000 --> 00:08:01.000]  「在這裡無病伸淫是自尋煩惱嗎?」
[00:08:01.000 --> 00:08:04.000]  「你們原本不是來要安慰我的嗎?」
[00:08:04.000 --> 00:08:08.000]  「為什麼會變成和我在這裡開辯論會呢?」
[00:08:08.000 --> 00:08:13.000]  「為什麼要指責我呢?」
[00:08:13.000 --> 00:08:16.000]  「你以為我是沒有事發生過嗎?」
[00:08:16.000 --> 00:08:21.000]  「你以為我在這裡無病伸淫嗎?」
[00:08:21.000 --> 00:08:23.000]  「你知不知道我在這裡叫救命」
[00:08:23.000 --> 00:08:25.000]  「我就快死了」
[00:08:25.000 --> 00:08:30.000]  「你以為我在這裡開玩笑嗎?」
[00:08:30.000 --> 00:08:32.000]  「如果我不是這麼慘」
[00:08:32.000 --> 00:08:38.000]  「我就不用在這裡狂喊了嗎?」
[00:08:38.000 --> 00:08:40.000]  「你以為我在這裡奸因擇食」
[00:08:40.000 --> 00:08:41.000]  「在這裡減肥嗎?」
[00:08:41.000 --> 00:08:44.000]  「在這裡嫁口嗎?」
[00:08:44.000 --> 00:08:46.000]  「你以為我是貪玩嗎?」
[00:08:46.000 --> 00:08:51.000]  「這裡不吃,那裡不吃嗎?」
[00:08:51.000 --> 00:08:55.000]  「是神將災難降在我的身上」
[00:08:55.000 --> 00:08:57.000]  「我不知道是什麼原因」
[00:08:57.000 --> 00:09:03.000]  「但是你們卻是令我更加痛苦」
[00:09:03.000 --> 00:09:05.000]  再加上第九節
[00:09:05.000 --> 00:09:07.000]  「但願神把我壓碎」
[00:09:07.000 --> 00:09:11.000]  「伸手將我剪除」
[00:09:11.000 --> 00:09:13.000]  約伯祖宗的說話說什麼呢?
[00:09:13.000 --> 00:09:18.000]  「我寧願死了」
[00:09:18.000 --> 00:09:22.000]  但是他為什麼不自殺呢?
[00:09:22.000 --> 00:09:27.000]  稍後再說
[00:09:27.000 --> 00:09:31.000]  大家覺不覺得約伯這幾句話
[00:09:31.000 --> 00:09:37.000]  是很大的壓迫力?
[00:09:37.000 --> 00:09:38.000]  我又感受到了
[00:09:38.000 --> 00:09:44.000]  這幾句話是很震撼的壓迫力
[00:09:44.000 --> 00:09:51.000]  這句話對我們有什麼意義呢?
[00:09:51.000 --> 00:09:55.000]  我認為我們每一個基督徒
[00:09:55.000 --> 00:09:58.000]  無論你是做輔導員或不是輔導員
[00:09:58.000 --> 00:10:01.000]  或者你是老師或父母
[00:10:01.000 --> 00:10:03.000]  其實每一個信徒
[00:10:03.000 --> 00:10:07.000]  每一個人都應該學習的功課
[00:10:07.000 --> 00:10:12.000]  就是當別人遇到災難、困難的時候
[00:10:12.000 --> 00:10:17.000]  記得我們是要做一個安慰人的人
[00:10:17.000 --> 00:10:20.000]  和同情人的人
[00:10:20.000 --> 00:10:23.000]  而不是做一個要去教訓人的人
[00:10:23.000 --> 00:10:26.000]  或者去責備人的人
[00:10:26.000 --> 00:10:28.000]  最簡單的例子就是
[00:10:28.000 --> 00:10:30.000]  當我們做父母
[00:10:30.000 --> 00:10:32.000]  當我們有子女
[00:10:32.000 --> 00:10:37.000]  傷風感冒是很常見的
[00:10:37.000 --> 00:10:40.000]  我們有些父母會馬上大聲說
[00:10:40.000 --> 00:10:43.000]  「活該你了」
[00:10:43.000 --> 00:10:44.000]  「叫你穿衣服」
[00:10:44.000 --> 00:10:47.000]  「你不穿衣服當然會著涼」
[00:10:47.000 --> 00:10:50.000]  你猜子女會有什麼反應呢?
[00:10:50.000 --> 00:10:51.000]  「不理你了」
[00:10:51.000 --> 00:10:55.000]  「走進房間吧」
[00:10:55.000 --> 00:10:57.000]  正確的做法應該是怎樣呢?
[00:10:57.000 --> 00:10:59.000]  做一個安慰者
[00:10:59.000 --> 00:11:01.000]  不是做一個教訓者
[00:11:01.000 --> 00:11:02.000]  怎樣呢?
[00:11:02.000 --> 00:11:04.000]  抱抱她
[00:11:04.000 --> 00:11:05.000]  摸摸她
[00:11:05.000 --> 00:11:08.000]  問問她辛不辛苦
[00:11:08.000 --> 00:11:10.000]  要不要陪你看醫生
[00:11:10.000 --> 00:11:13.000]  不如進去睡覺吧
[00:11:13.000 --> 00:11:15.000]  那她會怎樣呢?
[00:11:15.000 --> 00:11:20.000]  她就會趁機撒嬌
[00:11:20.000 --> 00:11:24.000]  這個正正就是
[00:11:24.000 --> 00:11:30.000]  建立父母和子女關係的一個好的方法和時機
[00:11:30.000 --> 00:11:32.000]  如果你不是這樣做的話會怎樣呢?
[00:11:32.000 --> 00:11:39.000]  相反,你破壞了你的關係
[00:11:39.000 --> 00:11:45.000]  我們看回第十節
[00:11:45.000 --> 00:11:50.000]  「我因沒有遺棄那聖者的言語」
[00:11:50.000 --> 00:11:52.000]  「就仍以此為安慰」
[00:11:52.000 --> 00:11:57.000]  「在不惜的痛苦中還可踴躍」
[00:11:57.000 --> 00:12:01.000]  「穿白她在無止境的痛苦之中唯一找得安慰的」
[00:12:01.000 --> 00:12:05.000]  「她就是知道自己始終沒有離棄神」
[00:12:05.000 --> 00:12:07.000]  「她沒有犯罪」
[00:12:07.000 --> 00:12:13.000]  「也包括她不敢去擅自去拿走自己的生命」
[00:12:13.000 --> 00:12:15.000]  即是自殺
[00:12:15.000 --> 00:12:21.000]  因為她不想拿走上帝想管生命的權
[00:12:21.000 --> 00:12:24.000]  否則會犯法
[00:12:24.000 --> 00:12:30.000]  她犯罪了
[00:12:30.000 --> 00:12:35.000]  這句說話給我們很大的提醒
[00:12:35.000 --> 00:12:37.000]  如果有一天
[00:12:37.000 --> 00:12:44.000]  我們真的落在像若伯遭遇這麼大的患難一樣的光景的時候
[00:12:44.000 --> 00:12:47.000]  我們會怎樣面對?
[00:12:47.000 --> 00:12:49.000]  我們的心情會怎樣呢?
[00:12:49.000 --> 00:12:51.000]  我們要想什麼呢?
[00:12:51.000 --> 00:12:55.000]  怎樣面對這麼大的困難呢?
[00:12:55.000 --> 00:12:58.000]  其實是面對前面的人生
[00:12:58.000 --> 00:13:03.000]  我們怎樣繼續能夠活下去呢?
[00:13:03.000 --> 00:13:07.000]  盼望若伯他所說的這句說話
[00:13:07.000 --> 00:13:09.000]  能夠給我們支援
[00:13:09.000 --> 00:13:12.000]  幫助我們
[00:13:12.000 --> 00:13:20.000]  這也是我慣常用類似的說話來鼓勵弟兄姊妹的
[00:13:20.000 --> 00:13:22.000]  當你遇到越大的困難
[00:13:22.000 --> 00:13:26.000]  你越要依靠神
[00:13:26.000 --> 00:13:30.000]  遇到越不能夠解決的問題
[00:13:30.000 --> 00:13:39.000]  你越要不要離開神
[00:13:39.000 --> 00:13:41.000]  第十一節
[00:13:41.000 --> 00:13:47.000]  十一和十二節我是會用我的意義方法來說
[00:13:47.000 --> 00:13:50.000]  十一節若伯的意思是
[00:13:50.000 --> 00:13:55.000]  我病成這樣還能撐多久呢?
[00:13:55.000 --> 00:13:57.000]  還有什麼希望呢?
[00:13:57.000 --> 00:14:01.000]  有什麼目標能夠叫我有力氣、勇氣
[00:14:01.000 --> 00:14:05.000]  繼續去忍耐、繼續去活下去呢?
[00:14:05.000 --> 00:14:07.000]  第十二節
[00:14:07.000 --> 00:14:09.000]  你以為我是鐵打的嗎?
[00:14:09.000 --> 00:14:11.000]  你以為我是石造銅造的嗎?
[00:14:11.000 --> 00:14:15.000]  你以為我的氣力是用盡都不完的嗎?
[00:14:15.000 --> 00:14:20.000]  其實我快要耗盡了
[00:14:20.000 --> 00:14:23.000]  第十三節
[00:14:23.000 --> 00:14:26.000]  在我豈不是毫無幫助
[00:14:26.000 --> 00:14:32.000]  智慧豈不是從我心中趕出正盡嗎?
[00:14:32.000 --> 00:14:34.000]  在這句裏面
[00:14:34.000 --> 00:14:40.000]  「智慧」這個字也可以解作成果或者是成就
[00:14:40.000 --> 00:14:45.000]  這個「智慧」這個字和我們在舊約聖經裏常用的「智慧」這個字
[00:14:45.000 --> 00:14:49.000]  譬如《針研經威耶和華》是「智慧的開端」
[00:14:49.000 --> 00:14:50.000]  講很多「智慧」
[00:14:50.000 --> 00:14:52.000]  那個「智慧」的字在舊約原文
[00:14:52.000 --> 00:14:55.000]  不是現在講的這個字
[00:14:55.000 --> 00:15:04.000]  這個「智慧」這個字也是另外解作成果和成就、效果之類
[00:15:04.000 --> 00:15:06.000]  這個正正就是在五章十二節用過這個字
[00:15:06.000 --> 00:15:09.000]  解成就
[00:15:09.000 --> 00:15:11.000]  解「智慧」
[00:15:11.000 --> 00:15:14.000]  整句的意思就是說
[00:15:14.000 --> 00:15:18.000]  你剛才的教訓指責
[00:15:18.000 --> 00:15:22.000]  對我的苦況是毫無幫助
[00:15:22.000 --> 00:15:25.000]  毫無果效
[00:15:25.000 --> 00:15:27.000]  意思就是說你收回它吧
[00:15:27.000 --> 00:15:33.000]  省一點吧
[00:15:33.000 --> 00:15:41.000]  大家亦感不感受到若白的詞風是很厲害的
[00:15:41.000 --> 00:15:43.000]  和這十幾節的經文顯示
[00:15:43.000 --> 00:15:48.000]  我們可以看出若白的言辭和思考能力
[00:15:48.000 --> 00:15:53.000]  他的嘴準是高過他那三個朋友
[00:15:53.000 --> 00:16:01.000]  高過以利法等是很多很多
[00:16:01.000 --> 00:16:06.000]  接下來那幾句說話其實是更加精彩的
[00:16:06.000 --> 00:16:10.000]  我們看第十四節
[00:16:10.000 --> 00:16:14.000]  那將要灰心離棄全能者不敬畏神的人
[00:16:14.000 --> 00:16:19.000]  他的朋友當以慈愛待他
[00:16:19.000 --> 00:16:21.000]  這幾句說話好像簡單
[00:16:21.000 --> 00:16:26.000]  但其實這句說話是非常之有智慧
[00:16:26.000 --> 00:16:31.000]  灰心可以就是灰心失望
[00:16:31.000 --> 00:16:38.000]  其實是指信心將要融化
[00:16:38.000 --> 00:16:41.000]  若白他說
[00:16:41.000 --> 00:16:47.000]  對一個快要沒有信心的人
[00:16:47.000 --> 00:16:50.000]  快要離開神的人
[00:16:50.000 --> 00:16:55.000]  快要不再去敬拜神的人
[00:16:55.000 --> 00:17:01.000]  他的朋友應該用慈愛待他
[00:17:01.000 --> 00:17:04.000]  是要安慰他、關心他
[00:17:04.000 --> 00:17:17.000]  而不是用嚴苛的、很屬靈的說話來教訓他、指責他
[00:17:17.000 --> 00:17:23.000]  這就是我們要學的功課
[00:17:23.000 --> 00:17:25.000]  我們跳去看二十五、二十六節
[00:17:25.000 --> 00:17:30.000]  這也是若白說出的
[00:17:30.000 --> 00:17:33.000]  「正極的言語力量何其大」
[00:17:33.000 --> 00:17:34.000]  什麼意思呢?
[00:17:34.000 --> 00:17:36.000]  就是說有些人說一句很屬靈的說話
[00:17:36.000 --> 00:17:40.000]  說得很漂亮、很得體
[00:17:40.000 --> 00:17:43.000]  你無法只回駁他
[00:17:43.000 --> 00:17:47.000]  你有問題嗎?你要依靠神
[00:17:47.000 --> 00:17:50.000]  大家都會說
[00:17:50.000 --> 00:17:56.000]  你無法回駁他,難道你說不是嗎?
[00:17:56.000 --> 00:18:01.000]  「但你們責備是責備什麼呢?」
[00:18:01.000 --> 00:18:03.000]  一個絕望的人在這裡伸淫
[00:18:03.000 --> 00:18:05.000]  你責備他什麼呢?
[00:18:05.000 --> 00:18:12.000]  他快要死了,你責備他什麼呢?
[00:18:12.000 --> 00:18:14.000]  二十六節
[00:18:14.000 --> 00:18:22.000]  「絕望人的講論既然如風,你們還想要駁正言語嗎?」
[00:18:22.000 --> 00:18:27.000]  這節就是說一個絕望的人
[00:18:27.000 --> 00:18:31.000]  信心快要融化的人
[00:18:31.000 --> 00:18:33.000]  垂死的人
[00:18:33.000 --> 00:18:36.000]  他在埋怨、生氣
[00:18:36.000 --> 00:18:41.000]  你就當他發呆、胡說就算了
[00:18:41.000 --> 00:18:44.000]  別認真,何必你用超屬靈的說話
[00:18:44.000 --> 00:18:49.000]  言正詞嚴地責備他、教訓他、教精他呢?
[00:18:49.000 --> 00:19:01.000]  意思就是說「你放過我吧!」
[00:19:01.000 --> 00:19:06.000]  第十五節
[00:19:06.000 --> 00:19:17.000]  「我的弟兄鬼咋,好像溪水,又像溪水流乾的河道」
[00:19:17.000 --> 00:19:20.000]  剛才我想不說這幾節了
[00:19:20.000 --> 00:19:23.000]  我覺得好像沒什麼好說的
[00:19:23.000 --> 00:19:25.000]  不知道是什麼來的
[00:19:25.000 --> 00:19:27.000]  看來看去不是,很精彩
[00:19:27.000 --> 00:19:29.000]  原來這幾句話
[00:19:29.000 --> 00:19:33.000]  我本來想說到十四節就完結了
[00:19:33.000 --> 00:19:36.000]  原來不是,這三節非常有意思
[00:19:36.000 --> 00:19:41.000]  甚至拿來當主題
[00:19:41.000 --> 00:19:46.000]  「我的弟兄」就是指那三個朋友
[00:19:46.000 --> 00:19:52.000]  「溪水」正常「溪水」是指清澈的「溪水」
[00:19:52.000 --> 00:19:54.000]  「溪水」是清甜
[00:19:54.000 --> 00:19:59.000]  帶來安慰,你喝的時候帶來安慰舒暢
[00:19:59.000 --> 00:20:01.000]  「溪水」就是這個意思
[00:20:01.000 --> 00:20:03.000]  整句的意思就是
[00:20:03.000 --> 00:20:06.000]  「你們三個是很鬼咋」
[00:20:06.000 --> 00:20:09.000]  「你們來好像來安慰我」
[00:20:09.000 --> 00:20:13.000]  「但原來卻是毫無安慰可言」
[00:20:13.000 --> 00:20:17.000]  「反而令我討厭」
[00:20:17.000 --> 00:20:18.000]  「討厭」何來呢?
[00:20:18.000 --> 00:20:21.000]  「溪水流乾的河道」怎樣?
[00:20:21.000 --> 00:20:23.000]  「出現雨泥」
[00:20:23.000 --> 00:20:25.000]  「雨泥」又怎樣?
[00:20:25.000 --> 00:20:28.000]  「發臭,令人討厭」
[00:20:28.000 --> 00:20:32.000]  我以前住在城門河旁邊
[00:20:32.000 --> 00:20:34.000]  我很喜歡出去跑步
[00:20:34.000 --> 00:20:38.000]  但是每逢水乾水退的時候
[00:20:38.000 --> 00:20:40.000]  城門河出了名
[00:20:40.000 --> 00:20:42.000]  「黑色雨泥積滿」
[00:20:42.000 --> 00:20:44.000]  真的很臭
[00:20:44.000 --> 00:20:46.000]  幸好沒有傷害我的肺
[00:20:46.000 --> 00:20:48.000]  跑了這麼多年在那裡
[00:20:48.000 --> 00:20:55.000]  「溪水流乾的河道」
[00:20:55.000 --> 00:20:59.000]  「就會見到雨泥,就會發臭」
[00:20:59.000 --> 00:21:02.000]  「令人非常討厭」
[00:21:02.000 --> 00:21:03.000]  大家想想
[00:21:03.000 --> 00:21:05.000]  如果有一個弟兄或者姐妹
[00:21:05.000 --> 00:21:08.000]  他落在困難痛苦之中
[00:21:08.000 --> 00:21:10.000]  我們想去探他,想去幫他
[00:21:10.000 --> 00:21:12.000]  但如果我們忘記了
[00:21:12.000 --> 00:21:15.000]  或者不懂得去用安慰的說話
[00:21:15.000 --> 00:21:16.000]  去安慰他的時候
[00:21:16.000 --> 00:21:19.000]  結果不單止幫不到他
[00:21:19.000 --> 00:21:22.000]  反而會令他很討厭
[00:21:24.000 --> 00:21:27.000]  這個就是我們要學的功課
[00:21:27.000 --> 00:21:31.000]  說這麼多
[00:21:31.000 --> 00:21:32.000]  大家不要誤會
[00:21:32.000 --> 00:21:33.000]  我們也知道
[00:21:33.000 --> 00:21:34.000]  我們不是他有錯
[00:21:34.000 --> 00:21:37.000]  我們不是教導他
[00:21:37.000 --> 00:21:39.000]  在別的時候
[00:21:39.000 --> 00:21:41.000]  或者找別的機會
[00:21:41.000 --> 00:21:47.000]  在當時應該是講安慰的說話
[00:21:47.000 --> 00:21:50.000]  繼續看下去
[00:21:50.000 --> 00:21:51.000]  十六節
[00:21:52.000 --> 00:21:55.000]  「這河因結冰發黑」
[00:21:55.000 --> 00:21:57.000]  「有雪藏在其中」
[00:21:57.000 --> 00:22:03.000]  那些雨泥原本是發臭的
[00:22:03.000 --> 00:22:06.000]  不過剛好冬天下雪
[00:22:06.000 --> 00:22:08.000]  結了冰
[00:22:08.000 --> 00:22:10.000]  結了冰就不臭了
[00:22:10.000 --> 00:22:12.000]  還加了雪蓋著
[00:22:12.000 --> 00:22:15.000]  很漂亮,很白淨
[00:22:15.000 --> 00:22:17.000]  什麼意思呢?
[00:22:17.000 --> 00:22:20.000]  其實就是講那三個朋友
[00:22:23.000 --> 00:22:27.000]  那些雨泥被冰雪擋住了
[00:22:27.000 --> 00:22:28.000]  擋住了的時候
[00:22:28.000 --> 00:22:29.000]  它就不臭了
[00:22:29.000 --> 00:22:31.000]  約伯在這裡指出
[00:22:31.000 --> 00:22:33.000]  他三個朋友就是用
[00:22:33.000 --> 00:22:36.000]  漂亮的淑齡說話
[00:22:36.000 --> 00:22:39.000]  來去教訓、責備他
[00:22:39.000 --> 00:22:42.000]  來去遮掩他們的醜惡
[00:22:42.000 --> 00:22:50.000]  有時候有人會用一些
[00:22:50.000 --> 00:22:54.000]  超淑齡的說話來去遮掩他自己的問題
[00:22:54.000 --> 00:22:57.000]  很可怕的
[00:22:57.000 --> 00:22:59.000]  也很可憐的
[00:22:59.000 --> 00:23:03.000]  十七節
[00:23:03.000 --> 00:23:08.000]  「天氣漸暖就隨時消化」
[00:23:08.000 --> 00:23:10.000]  「日頭炎熱」
[00:23:10.000 --> 00:23:12.000]  「便從原處乾過」
[00:23:12.000 --> 00:23:15.000]  相信大家都懂得解釋
[00:23:15.000 --> 00:23:16.000]  這句聖經開始
[00:23:18.000 --> 00:23:20.000]  意思就是天氣變暖的時候
[00:23:20.000 --> 00:23:21.000]  冰雪就融化了
[00:23:21.000 --> 00:23:23.000]  雨泥就再現了
[00:23:23.000 --> 00:23:25.000]  然後再乾了
[00:23:25.000 --> 00:23:26.000]  經過日頭曬乾了
[00:23:26.000 --> 00:23:28.000]  才曬乾了
[00:23:28.000 --> 00:23:29.000]  蒸發起來更臭
[00:23:29.000 --> 00:23:32.000]  情門河就是這樣
[00:23:32.000 --> 00:23:40.000]  這是比喻約伯和那三個朋友辯論的時候
[00:23:40.000 --> 00:23:42.000]  越來越激烈
[00:23:42.000 --> 00:23:46.000]  原本超淑齡的說話是很漂亮的
[00:23:46.000 --> 00:23:47.000]  很美麗的
[00:23:47.000 --> 00:23:48.000]  講著講著
[00:23:48.000 --> 00:23:49.000]  越來越激烈
[00:23:49.000 --> 00:23:51.000]  越來越指責的時候怎樣?
[00:23:51.000 --> 00:23:53.000]  越來越流行的時候怎樣?
[00:23:53.000 --> 00:23:55.000]  越來越熱的時候怎樣?
[00:23:55.000 --> 00:24:00.000]  那些美麗的說話開始消失了
