
[00:00:00.000 --> 00:00:03.840]  跟大家思想的題目是「你是屬靈的人嗎?」
[00:02:52.520 --> 00:02:56.520]  在臨時第二章第六節下半節說
[00:02:56.520 --> 00:02:59.520]  也不是這世上有權有位
[00:02:59.520 --> 00:03:02.520]  將要敗亡之人的智慧
[00:03:02.520 --> 00:03:07.520]  我們看我們的人生不是那些他沒有救恩
[00:03:07.520 --> 00:03:13.520]  他按自己神所不喜悅的世代的眼光去看人生
[00:03:13.520 --> 00:03:18.520]  雖然他今天在這個時代是一個掌權的人
[00:03:18.520 --> 00:03:21.520]  原來文字是Rulers of his age
[00:03:21.520 --> 00:03:23.520]  即是這個時代的管理者
[00:03:23.520 --> 00:03:27.520]  即是這個時代有些人可能比我們更強偉、更高位
[00:03:27.520 --> 00:03:31.520]  但是他用一個不合儀、不是合神
[00:03:31.520 --> 00:03:35.520]  而是一個有罪惡的角度去看人生
[00:03:35.520 --> 00:03:37.520]  我們不是這樣看
[00:03:37.520 --> 00:03:39.520]  所以保羅提醒我們要學習
[00:03:39.520 --> 00:03:41.520]  不要像他們那樣去看人生
[00:03:41.520 --> 00:03:48.520]  只不過再說我們說的乃是從前所隱藏神預備的智慧
[00:03:48.520 --> 00:03:53.520]  就是神在萬世以前預定我們使我們得榮耀的
[00:03:53.520 --> 00:03:55.520]  即是神在永恆計劃裏面
[00:03:55.520 --> 00:03:58.520]  讓信耶穌基督的人有得著榮耀
[00:03:58.520 --> 00:04:01.520]  所以他們得不著榮耀
[00:04:01.520 --> 00:04:04.520]  他將來要敗亡,他將會被遺亡
[00:04:04.520 --> 00:04:07.520]  他將會變成一個被神審判的人
[00:04:07.520 --> 00:04:12.520]  我們蒙恩的人,恩信稱義的人,我們在地上走敬虔路的人
[00:04:12.520 --> 00:04:15.520]  我們要得著榮耀的
[00:04:15.520 --> 00:04:18.520]  但有很特別的上下文的對比就是
[00:04:18.520 --> 00:04:21.520]  在肉體來說,在今天來說
[00:04:21.520 --> 00:04:24.520]  他們是有權位的人
[00:04:24.520 --> 00:04:29.520]  可能我們相對在今天來說是無權無位的人
[00:04:29.520 --> 00:04:31.520]  所以這個就帶出一個基督徒
[00:04:31.520 --> 00:04:35.520]  我以前經常說的十字架裏面的一個雙重性
[00:04:35.520 --> 00:04:37.520]  保羅在上文特別說到
[00:04:37.520 --> 00:04:40.520]  他很高舉耶穌基督的十架
[00:04:40.520 --> 00:04:42.520]  所以臨時第二章第二節
[00:04:42.520 --> 00:04:44.520]  我們重溫這節名句,一起讀
[00:04:44.520 --> 00:04:50.520]  因為我曾定了志在你們中間不知道別的
[00:04:50.520 --> 00:04:54.520]  只知道耶穌基督並他釘十字架
[00:04:54.520 --> 00:04:58.520]  保羅是以一個耶穌基督的十字架為中心的宣講
[00:04:58.520 --> 00:05:01.520]  從耶穌基督這個被釘十字架的復活
[00:05:01.520 --> 00:05:03.520]  去反思整個人生
[00:05:03.520 --> 00:05:05.520]  在這幾個人生裏面
[00:05:05.520 --> 00:05:08.520]  發覺有不同的人有不同的反應
[00:05:08.520 --> 00:05:10.520]  保羅特別強調
[00:05:10.520 --> 00:05:16.520]  因為十字架道理在那滅亡的人為如絕
[00:05:16.520 --> 00:05:17.520]  這個滅亡的人
[00:05:17.520 --> 00:05:21.520]  剛才下半文第二章後面說
[00:05:21.520 --> 00:05:24.520]  有權有位的人覺得是如絕
[00:05:24.520 --> 00:05:28.520]  你對一個當代羅馬帝國的掌權人說
[00:05:28.520 --> 00:05:34.520]  信耶穌,接著會走一個羅馬人認為羞辱的十字架路
[00:05:34.520 --> 00:05:45.520]  羅馬的官長、皇帝、王子、有權世人覺得是傻路
[00:05:45.520 --> 00:05:47.520]  是蠢的路
[00:05:47.520 --> 00:05:49.520]  是如絕的路
[00:05:49.520 --> 00:05:52.520]  但同樣的故事,這條路
[00:05:52.520 --> 00:05:58.520]  保羅說在我們得救的人卻為神的大能
[00:05:58.520 --> 00:06:01.520]  所以在我們基督徒的路裏面
[00:06:01.520 --> 00:06:03.520]  有兩種雙重性
[00:06:03.520 --> 00:06:07.520]  有時我們感到很順境的時候
[00:06:07.520 --> 00:06:10.520]  環境很逆境但心裏很平安的時候
[00:06:10.520 --> 00:06:13.520]  我們覺得這條路很光榮很有意思
[00:06:13.520 --> 00:06:16.520]  有時不知不覺我們被外面的思想
[00:06:16.520 --> 00:06:18.520]  外面的價值觀衝擊我們的時候
[00:06:18.520 --> 00:06:22.520]  我們覺得很傻
[00:06:22.520 --> 00:06:24.520]  我剛信耶穌的時候很熱心
[00:06:24.520 --> 00:06:26.520]  經常回教會,媽媽經常罵我
[00:06:26.520 --> 00:06:28.520]  信耶穌就好了,不要迷了
[00:06:28.520 --> 00:06:31.520]  又出錢又出力,五天都不見你
[00:06:31.520 --> 00:06:34.520]  又貼錢,回來又信兩句
[00:06:34.520 --> 00:06:38.520]  在教會不開心,貼錢買爛壽,有什麼好做
[00:06:38.520 --> 00:06:42.520]  在人眼中,你心裏有一種火熱去服事
[00:06:42.520 --> 00:06:46.520]  但人家眼中覺得又出錢又貼錢貼力
[00:06:46.520 --> 00:06:48.520]  可能還有壽氣,這樣就很傻
[00:06:48.520 --> 00:06:51.520]  所以某個角度,一個競奇基督
[00:06:51.520 --> 00:06:54.520]  都要有一種屬靈的傻氣才能走下去
[00:06:54.520 --> 00:06:56.520]  人家覺得有屬靈的傻氣
[00:06:56.520 --> 00:06:59.520]  否則你就覺得跟著人走就走不下去
[00:06:59.520 --> 00:07:05.520]  基督徒這種雙重性或雙重的感受
[00:07:05.520 --> 00:07:07.520]  就是又面對世俗的衝擊
[00:07:07.520 --> 00:07:11.520]  人家用人的眼光,成功的眼光去看自己
[00:07:11.520 --> 00:07:14.520]  和我們怎樣用神的眼光去看自己
[00:07:14.520 --> 00:07:19.520]  舉例,我們基督徒都不是每個人在地上都很出色很厲害
[00:07:19.520 --> 00:07:23.520]  但是已經講到,每個基督徒都有一個榮耀的身份
[00:07:23.520 --> 00:07:28.520]  你信耶穌就是神的兒女,神光榮的兒女
[00:07:28.520 --> 00:07:30.520]  將來要基督同作王的身份
[00:07:30.520 --> 00:07:33.520]  無論你地位高地位低
[00:07:33.520 --> 00:07:35.520]  你聰明或者相對的不聰明
[00:07:35.520 --> 00:07:37.520]  你富裕或者貧窮
[00:07:37.520 --> 00:07:40.520]  你在世地時間是長或短
[00:07:40.520 --> 00:07:43.520]  你都是一個光榮神兒女的身份
[00:07:43.520 --> 00:07:46.520]  但是有時候我們跟人相處的時候
[00:07:46.520 --> 00:07:48.520]  反而這個身份出不來
[00:07:48.520 --> 00:07:51.520]  用地上的身份去衡量自己
[00:07:51.520 --> 00:07:53.520]  或被人衡量的時候
[00:07:53.520 --> 00:07:55.520]  人見你低職位的
[00:07:55.520 --> 00:07:57.520]  人見你最近做事不順利的
[00:07:57.520 --> 00:08:00.520]  人見你可能不聰明的
[00:08:00.520 --> 00:08:02.520]  人見你是沒錢的
[00:08:02.520 --> 00:08:06.520]  用地上的職位地上的權勢去看你的時候
[00:08:06.520 --> 00:08:10.520]  可能不知不覺自己都按著這個方向去看自己的時候
[00:08:10.520 --> 00:08:13.520]  心裏有很多的鬱悶
[00:08:41.520 --> 00:08:44.520]  卻是常常快樂的
[00:08:44.520 --> 00:08:48.520]  卻是叫許多人付足的
[00:08:48.520 --> 00:08:52.520]  卻是樣樣都有的
[00:09:11.520 --> 00:09:12.520]  每天裏面依靠神
[00:09:12.520 --> 00:09:14.520]  有些人好像很貧窮
[00:09:14.520 --> 00:09:15.520]  但每天依靠神裏面
[00:09:15.520 --> 00:09:17.520]  無論工作或神的供應
[00:09:17.520 --> 00:09:19.520]  樣樣都有
[00:09:19.520 --> 00:09:22.520]  但他當天的時候
[00:09:22.520 --> 00:09:23.520]  或者被人看下去
[00:09:23.520 --> 00:09:25.520]  或者有自己感受的時候
[00:09:25.520 --> 00:09:27.520]  就好像一無所有
[00:09:27.520 --> 00:09:29.520]  在病患的時候
[00:09:29.520 --> 00:09:31.520]  突然在病患裏面
[00:09:31.520 --> 00:09:34.520]  在病床裏面擔心自己的健康
[00:09:34.520 --> 00:09:37.520]  剛剛識五探一個宣教士
[00:09:38.520 --> 00:09:40.520]  剛剛做完七針的化療
[00:09:40.520 --> 00:09:42.520]  三十五針的電療
[00:09:42.520 --> 00:09:46.520]  在宣教工場在中南美洲回來
[00:09:46.520 --> 00:09:49.520]  談了幾個小時
[00:09:49.520 --> 00:09:52.520]  病患就憂愁
[00:09:52.520 --> 00:09:54.520]  很多的擔心
[00:09:54.520 --> 00:09:55.520]  但病患裏面
[00:09:55.520 --> 00:09:57.520]  又有很多人鼓勵他
[00:09:57.520 --> 00:09:58.520]  他在神裏面有力量
[00:09:58.520 --> 00:09:59.520]  有時又有喜樂
[00:09:59.520 --> 00:10:01.520]  或者在基督徒
[00:10:01.520 --> 00:10:03.520]  很多時候在醫院裏面
[00:10:03.520 --> 00:10:04.520]  最嘈的那個房間
[00:10:04.520 --> 00:10:05.520]  很多時候是基督徒的房間
[00:10:06.520 --> 00:10:11.520]  似乎憂愁卻是常常快樂
[00:10:11.520 --> 00:10:13.520]  基督徒這種雙重性
[00:10:13.520 --> 00:10:14.520]  聖經講到
[00:10:14.520 --> 00:10:17.520]  保羅想提醒弟兄姊妹
[00:10:17.520 --> 00:10:19.520]  我們是一個屬神的人
[00:10:19.520 --> 00:10:21.520]  我們沒有明白這種十字架
[00:10:21.520 --> 00:10:23.520]  耶穌基督復活的大能
[00:10:23.520 --> 00:10:25.520]  所提出我們看世界
[00:10:25.520 --> 00:10:27.520]  是一個不同的角度去看世界
[00:10:27.520 --> 00:10:29.520]  所以世界智慧
[00:10:29.520 --> 00:10:31.520]  和十字架的復活智慧
[00:10:31.520 --> 00:10:32.520]  是很相對的
[00:10:32.520 --> 00:10:34.520]  剛剛留意一個新聞
[00:10:34.520 --> 00:10:37.520]  講到陝西一個神木縣
[00:10:37.520 --> 00:10:39.520]  一個叫房者
[00:10:39.520 --> 00:10:40.520]  大家都看這個新聞
[00:10:40.520 --> 00:10:44.520]  說到大陸一個小地方
[00:10:44.520 --> 00:10:46.520]  縣裏面的一個小官
[00:10:46.520 --> 00:10:48.520]  這個小官原來貪了十億
[00:10:48.520 --> 00:10:52.520]  有些說是二十多套
[00:10:52.520 --> 00:10:53.520]  四十多套
[00:10:53.520 --> 00:10:54.520]  很多套
[00:10:54.520 --> 00:10:55.520]  有些人說
[00:10:55.520 --> 00:10:58.520]  現在人買一套都不行
[00:10:58.520 --> 00:11:00.520]  一個小官不知道幾十套
[00:11:00.520 --> 00:11:02.520]  不單是自己鄉下陝西有幾套
[00:11:02.520 --> 00:11:04.520]  在北京還有很多名字
[00:11:04.520 --> 00:11:05.520]  買了很多套
[00:11:05.520 --> 00:11:08.520]  這個房者這個官
[00:11:08.520 --> 00:11:15.520]  前陣子還拿了最優秀的官銜頭
[00:11:15.520 --> 00:11:19.520]  所以有一封漫畫取笑這些人
[00:11:19.520 --> 00:11:23.520]  剛剛正面拿了最廉潔獎
[00:11:23.520 --> 00:11:27.520]  背後就有很多貪污等等的故事
[00:11:30.520 --> 00:11:34.520]  如果我們按照俗世去走
[00:11:34.520 --> 00:11:36.520]  可能有時候有危機
[00:11:36.520 --> 00:11:38.520]  就是不如跟這些人走
[00:11:38.520 --> 00:11:39.520]  跟這些人的方法走
[00:11:39.520 --> 00:11:40.520]  不止一間屋
[00:11:40.520 --> 00:11:43.520]  兩間三間幾十間都可以
[00:11:43.520 --> 00:11:45.520]  用手段去走人生
[00:11:45.520 --> 00:11:49.520]  好像容易走都不奇怪
[00:11:49.520 --> 00:11:51.520]  所以基督徒一個很大的試探
[00:11:51.520 --> 00:11:53.520]  就是我們是按世界的路去走
[00:11:53.520 --> 00:11:55.520]  世界智慧看人生
[00:11:55.520 --> 00:11:58.520]  還是按一個十價復活的智慧看人生
[00:11:58.520 --> 00:12:01.520]  特別是當基督徒經歷過工作
[00:12:01.520 --> 00:12:06.520]  環境 病患 財幹不順利的時候
[00:12:06.520 --> 00:12:08.520]  有時候當我們都順境的時候
[00:12:08.520 --> 00:12:10.520]  我們就沒有這個掙扎
[00:12:10.520 --> 00:12:14.520]  但當基督徒工作 環境 病患
[00:12:14.520 --> 00:12:16.520]  或者財幹有逆境的時候
[00:12:16.520 --> 00:12:18.520]  有時這個掙扎
[00:12:18.520 --> 00:12:20.520]  特別是羨慕其他基督徒
[00:12:20.520 --> 00:12:22.520]  或者羨慕其他非信徒
[00:12:22.520 --> 00:12:23.520]  他有工作順利
[00:12:23.520 --> 00:12:26.520]  他有婚姻順利等等順利的時候
[00:12:26.520 --> 00:12:30.520]  有時候問 信耶穌的人是蒙恩
[00:12:30.520 --> 00:12:32.520]  是神的兒女
[00:12:32.520 --> 00:12:34.520]  有時候會問神 你是不是愛我呢?
[00:12:34.520 --> 00:12:38.520]  我是不是真是所謂榮耀的神的兒女呢?
[00:12:38.520 --> 00:12:41.520]  記得我進入神學院之前
[00:12:41.520 --> 00:12:43.520]  很熱心侍奉
[00:12:43.520 --> 00:12:47.520]  剛剛轉了一份銷售銷售的工作
[00:12:47.520 --> 00:12:49.520]  請我做銷售經理
[00:12:49.520 --> 00:12:51.520]  給的薪金都不差
[00:12:51.520 --> 00:12:53.520]  去到工作那裡
[00:12:53.520 --> 00:12:56.520]  我決心不說謊
[00:12:56.520 --> 00:12:59.520]  剛剛信耶穌很敬虔不說謊
[00:12:59.520 --> 00:13:03.520]  不說謊我分析一下客人的情況
[00:13:03.520 --> 00:13:04.520]  都談得很好
[00:13:04.520 --> 00:13:06.520]  但有一次跟一個上司
[00:13:06.520 --> 00:13:08.520]  這個新的上司去見客
[00:13:08.520 --> 00:13:11.520]  這個上司是很傳統的銷售員
[00:13:11.520 --> 00:13:13.520]  說話十句裡面有五句說謊
[00:13:13.520 --> 00:13:15.520]  不用想到說到一些謊話
[00:13:15.520 --> 00:13:17.520]  沒有貨有貨 有貨沒貨
[00:13:17.520 --> 00:13:18.520]  說到一輪
[00:13:18.520 --> 00:13:21.520]  那些位全部都不入
[00:13:21.520 --> 00:13:23.520]  他見客之後
[00:13:23.520 --> 00:13:24.520]  他見我分析都可以的
[00:13:24.520 --> 00:13:25.520]  但他跟著說
[00:13:25.520 --> 00:13:27.520]  喂 蔡少奇
[00:13:27.520 --> 00:13:30.520]  你做銷售員做到什麼都不會說
[00:13:30.520 --> 00:13:31.520]  這麼差
[00:13:31.520 --> 00:13:33.520]  意思說你做這麼多年
[00:13:33.520 --> 00:13:34.520]  請你做經理
[00:13:34.520 --> 00:13:36.520]  他剛剛請我
[00:13:36.520 --> 00:13:38.520]  連一個謊話都不會
[00:13:38.520 --> 00:13:39.520]  為什麼請你
[00:13:39.520 --> 00:13:41.520]  連一個謊話都不會
[00:13:41.520 --> 00:13:43.520]  好像很愚蠢
[00:13:43.520 --> 00:13:44.520]  在他眼中
[00:13:44.520 --> 00:13:46.520]  你不會說謊
[00:13:46.520 --> 00:13:48.520]  就是很愚蠢
[00:13:48.520 --> 00:13:49.520]  很蠢
[00:13:49.520 --> 00:13:51.520]  這麼快 說個謊就搞定了
[00:13:51.520 --> 00:13:53.520]  用不著這麼誠實
[00:13:53.520 --> 00:13:55.520]  兜兜轉轉去處理問題
[00:13:55.520 --> 00:13:56.520]  所以
[00:13:56.520 --> 00:14:00.520]  有時當你願意走神的路的時候
[00:14:00.520 --> 00:14:02.520]  有人說你很蠢
[00:14:02.520 --> 00:14:05.520]  記得那時我好熱心想侍奉
[00:14:05.520 --> 00:14:07.520]  想著兩年後讀神學
[00:14:07.520 --> 00:14:10.520]  誰知在公司到某個階段
[00:14:10.520 --> 00:14:12.520]  他停了我職位
[00:14:12.520 --> 00:14:14.520]  那時我問神
[00:14:14.520 --> 00:14:16.520]  神啊 我立志勤奮
[00:14:16.520 --> 00:14:17.520]  不說謊
[00:14:17.520 --> 00:14:20.520]  為什麼這麼快一招鳥就完了
[00:14:20.520 --> 00:14:22.520]  很記得那次
[00:14:22.520 --> 00:14:24.520]  星期四還是星期五離開公司
[00:14:24.520 --> 00:14:27.520]  那時我在另一教會
[00:14:27.520 --> 00:14:28.520]  星期五團契
[00:14:28.520 --> 00:14:29.520]  星期五的教會團契
[00:14:29.520 --> 00:14:30.520]  回到團契
[00:14:30.520 --> 00:14:32.520]  那天剛剛被人解職
[00:14:32.520 --> 00:14:33.520]  很不開心
[00:14:33.520 --> 00:14:35.520]  就偷偷地回到教會
[00:14:35.520 --> 00:14:37.520]  又偷偷地一早離開
[00:14:37.520 --> 00:14:39.520]  平時我多說話
[00:14:39.520 --> 00:14:41.520]  又作弄別人
[00:14:41.520 --> 00:14:42.520]  又笑
[00:14:42.520 --> 00:14:44.520]  又跟別人糖水
[00:14:44.520 --> 00:14:46.520]  那天又遲到
[00:14:46.520 --> 00:14:48.520]  又偷偷地離開
[00:14:48.520 --> 00:14:51.520]  有一對夫婦留意到我
[00:14:51.520 --> 00:14:53.520]  蔡四奇有些不正常
[00:14:53.520 --> 00:14:55.520]  星期日崇拜見到我
[00:14:55.520 --> 00:14:56.520]  就一張卡給我
[00:14:56.520 --> 00:15:00.520]  可以顯示那時我的驕傲和失敗
[00:15:00.520 --> 00:15:03.520]  蔡四奇我知道未必你想我幫你
[00:15:03.520 --> 00:15:06.520]  意思是我驕傲也不想別人幫
[00:15:06.520 --> 00:15:09.520]  不過昨天星期五見你好像有點不開心
[00:15:09.520 --> 00:15:10.520]  假如你不介意
[00:15:10.520 --> 00:15:12.520]  去找我聊天也無所謂
[00:15:12.520 --> 00:15:14.520]  我都沒有找他聊天
[00:15:14.520 --> 00:15:20.520]  認慣沙塵都不喜歡找人認低位的情況
[00:15:20.520 --> 00:15:22.520]  有時都有這樣的情況
[00:15:22.520 --> 00:15:25.520]  你會問我有敬虔
[00:15:25.520 --> 00:15:28.520]  但這條路好像不順境
[00:15:28.520 --> 00:15:32.520]  寄屠有時都有不順境的日子
[00:15:32.520 --> 00:15:34.520]  我記得我自己入神學院的時候
[00:15:34.520 --> 00:15:35.520]  一幕都很深刻
[00:15:35.520 --> 00:15:40.520]  入神學院那晚才跟我媽說
[00:15:40.520 --> 00:15:43.520]  我媽罵到我凌晨三點
[00:15:43.520 --> 00:15:45.520]  說明早要回神學院
[00:15:45.520 --> 00:15:47.520]  我媽睡覺了
[00:15:47.520 --> 00:15:49.520]  我媽就送了一句說話
[00:15:49.520 --> 00:15:52.520]  以前我養她最開心
[00:15:52.520 --> 00:15:56.520]  但現在我養她最傷心
[00:15:56.520 --> 00:15:57.520]  我家的親兄弟姊妹
[00:15:57.520 --> 00:15:59.520]  我算讀書比較好的
[00:15:59.520 --> 00:16:02.520]  所以新年拿招牌
[00:16:02.520 --> 00:16:04.520]  經常拿我做招牌
[00:16:04.520 --> 00:16:07.520]  拿什麼獎拿什麼
[00:16:07.520 --> 00:16:08.520]  就打個兒子
[00:16:08.520 --> 00:16:09.520]  打個兒子
[00:16:09.520 --> 00:16:10.520]  打個女兒
[00:16:10.520 --> 00:16:11.520]  打我的名字
[00:16:11.520 --> 00:16:13.520]  打打打
[00:16:13.520 --> 00:16:15.520]  誰知突然我媽發現沒得打了
[00:16:15.520 --> 00:16:17.520]  兒子做了楊和尚
[00:16:17.520 --> 00:16:18.520]  去了長洲
[00:16:18.520 --> 00:16:22.520]  不知去那裏修院
[00:16:22.520 --> 00:16:24.520]  將來新年有什麼可以說
[00:16:24.520 --> 00:16:27.520]  兒子在星洲開什麼名車
[00:16:27.520 --> 00:16:29.520]  星洲什麼
[00:16:29.520 --> 00:16:31.520]  不是嗎?去哪裏?去長洲
[00:16:31.520 --> 00:16:34.520]  做什麼?避症嗎?
[00:16:34.520 --> 00:16:36.520]  突然我媽就說
[00:16:36.520 --> 00:16:38.520]  曾經養她最開心
[00:16:38.520 --> 00:16:41.520]  現在養她最傷心
[00:16:41.520 --> 00:16:42.520]  很特別
[00:16:42.520 --> 00:16:45.520]  那時神給我一個很大的平安
[00:16:45.520 --> 00:16:47.520]  我媽罵我笑笑口
[00:16:47.520 --> 00:16:48.520]  那年暑假
[00:16:48.520 --> 00:16:49.520]  我還是八月
[00:16:49.520 --> 00:16:51.520]  第一次陪我媽回鄉下
[00:16:51.520 --> 00:16:52.520]  我潮汕人
[00:16:52.520 --> 00:16:53.520]  即是潮州人
[00:16:53.520 --> 00:16:54.520]  第一次回鄉下
[00:16:54.520 --> 00:16:55.520]  沒回過
[00:16:55.520 --> 00:16:57.520]  回鄉下真慘
[00:16:57.520 --> 00:16:58.520]  巡迴演出
[00:16:58.520 --> 00:16:59.520]  去到那裏
[00:16:59.520 --> 00:17:00.520]  我媽罵到那裏
[00:17:00.520 --> 00:17:01.520]  帶我過去
[00:17:01.520 --> 00:17:03.520]  這個兒子不長進
[00:17:03.520 --> 00:17:04.520]  做事不做事
[00:17:04.520 --> 00:17:06.520]  去長洲不知做什麼
[00:17:06.520 --> 00:17:07.520]  做楊和尚
[00:17:07.520 --> 00:17:08.520]  去到那裏
[00:17:08.520 --> 00:17:09.520]  罵到那裏
[00:17:09.520 --> 00:17:10.520]  親戚第一次見到蔡淑琪
[00:17:10.520 --> 00:17:11.520]  風雲有我
[00:17:11.520 --> 00:17:13.520]  去到那裏又罵到那裏
[00:17:13.520 --> 00:17:16.520]  那時很得意
[00:17:16.520 --> 00:17:17.520]  那時不知為何
[00:17:17.520 --> 00:17:18.520]  神給我一個平安
[00:17:18.520 --> 00:17:20.520]  去到那裏笑笑口氣
[00:17:20.520 --> 00:17:22.520]  我媽還生氣
[00:17:22.520 --> 00:17:23.520]  哪罵她還笑
[00:17:23.520 --> 00:17:25.520]  你這是什麼人
[00:17:25.520 --> 00:17:27.520]  罵足全程
[00:17:27.520 --> 00:17:30.520]  未見過親戚都是這樣
[00:17:30.520 --> 00:17:33.520]  有時侍奉的路
[00:17:33.520 --> 00:17:34.520]  或者雕塗的路
[00:17:34.520 --> 00:17:36.520]  都有這種很得意的感覺
[00:17:36.520 --> 00:17:39.520]  你覺得好像有值得做的事
[00:17:39.520 --> 00:17:41.520]  但別人覺得不值得
[00:17:41.520 --> 00:17:43.520]  我自己都很軟弱
[00:17:43.520 --> 00:17:44.520]  我有一個很深刻的例子
[00:17:44.520 --> 00:17:45.520]  那時剛剛信主耶穌
[00:17:45.520 --> 00:17:46.520]  進了茶園
[00:17:46.520 --> 00:17:48.520]  有一天就在我的信箱裏
[00:17:48.520 --> 00:17:50.520]  收了一張五十元的支票
[00:17:50.520 --> 00:17:52.520]  這五張支票都很深刻
[00:17:52.520 --> 00:17:54.520]  因為那時我剛剛信主
[00:17:54.520 --> 00:17:55.520]  在教會很熱心
[00:17:55.520 --> 00:17:57.520]  受咒不夠一年
[00:17:57.520 --> 00:17:59.520]  不夠大半年
[00:17:59.520 --> 00:18:01.520]  已經做了一個團的顧問
[00:18:01.520 --> 00:18:02.520]  不是說團長
[00:18:02.520 --> 00:18:03.520]  做了顧問
[00:18:03.520 --> 00:18:05.520]  做了顧問之後
[00:18:05.520 --> 00:18:06.520]  我就有一個成員
[00:18:06.520 --> 00:18:07.520]  那個團很乖
[00:18:07.520 --> 00:18:09.520]  好像當今天
[00:18:09.520 --> 00:18:10.520]  路思德那樣
[00:18:10.520 --> 00:18:12.520]  那個團寄了一張五十元支票
[00:18:12.520 --> 00:18:15.520]  去鼓勵蔡少奇顧問仔
[00:18:15.520 --> 00:18:16.520]  你讀神學
[00:18:16.520 --> 00:18:17.520]  我們支持你
[00:18:17.520 --> 00:18:19.520]  但我收到這五十元支票
[00:18:19.520 --> 00:18:22.520]  心裏面就有一種另一個感受
[00:18:22.520 --> 00:18:24.520]  我感受到哀哉
[00:18:24.520 --> 00:18:26.520]  我為什麼哀哉呢
[00:18:26.520 --> 00:18:29.520]  因為以前我的性格就是好勝
[00:18:29.520 --> 00:18:30.520]  去吃東西
[00:18:30.520 --> 00:18:32.520]  當然是我請的
[00:18:32.520 --> 00:18:35.520]  你頂住去吃東西就請
[00:18:35.520 --> 00:18:39.520]  我說今天蔡少奇淪落到要收五十元支票
[00:18:39.520 --> 00:18:41.520]  真是慘了
[00:18:41.520 --> 00:18:43.520]  什麼時候不是你幫人
[00:18:43.520 --> 00:18:46.520]  而是你要收人幫助
[00:18:46.520 --> 00:18:51.520]  所以基督徒有時都有很重的這種雙重感
[00:18:51.520 --> 00:18:54.520]  有時我們都被俗世的眼光
[00:18:54.520 --> 00:18:56.520]  俗世的成與敗
