
[00:00:00.000 --> 00:00:09.000]  我今天繼續的以《出埃及記》第四章跟大家來分享這個題目叫做「侍奉的闕句」
[00:03:11.000 --> 00:03:16.000]  他說摩西發了前面的四十年
[00:03:16.000 --> 00:03:21.000]  去想自己是一個偉大的人物
[00:03:21.000 --> 00:03:25.000]  他發了第二個四十年
[00:03:25.000 --> 00:03:33.000]  才學懂原來他是一個一無是處的人
[00:03:33.000 --> 00:03:38.000]  摩西在第三個四十年的裡面
[00:03:38.000 --> 00:03:46.000]  卻明白發現原來神能夠在一個一無是處的人身上
[00:03:46.000 --> 00:03:48.000]  來做他的工作
[00:03:48.000 --> 00:03:51.000]  我相信這個是一個非常美麗的圖畫
[00:03:51.000 --> 00:03:53.000]  給我們看見摩西的人生
[00:03:53.000 --> 00:03:57.000]  就在這三個階段的裡面
[00:03:57.000 --> 00:03:59.000]  摩西看到神給他一個使命
[00:03:59.000 --> 00:04:04.000]  叫他領一系列的百姓往三天的路程去
[00:04:04.000 --> 00:04:06.000]  為要敬拜福祉神
[00:04:06.000 --> 00:04:10.000]  他就開始心裡面有這種的疑惑
[00:04:10.000 --> 00:04:13.000]  提出了三個的推辭
[00:04:13.000 --> 00:04:16.000]  其實摩西三個的推辭
[00:04:16.000 --> 00:04:20.000]  也就是基督徒面對神所給我們這個使命
[00:04:20.000 --> 00:04:24.000]  神所給我們的感動的一樣的回答
[00:04:24.000 --> 00:04:27.000]  其實摩西的回答跟我們基督徒也是一樣
[00:04:27.000 --> 00:04:33.000]  很容易會成為一個易見的發言人
[00:04:33.000 --> 00:04:37.000]  或者很容易成為一個適見的旁觀者
[00:04:37.000 --> 00:04:42.000]  卻沒有成為一個接受生命的培育者
[00:04:42.000 --> 00:04:47.000]  或者沒有按照神旨意行走的執行者
[00:04:47.000 --> 00:04:51.000]  這個是一個典型的回應
[00:04:51.000 --> 00:04:54.000]  盼望我們今天經過這個經文
[00:04:54.000 --> 00:04:57.000]  這個信息以後
[00:04:57.000 --> 00:04:59.000]  我們不會好像摩西一樣
[00:04:59.000 --> 00:05:02.000]  拒絕神在我們生命當中所做的工作
[00:05:02.000 --> 00:05:06.000]  今天我就以摩西三個的推辭
[00:05:06.000 --> 00:05:10.000]  來看神在我們生命中奇妙的計劃
[00:05:10.000 --> 00:05:12.000]  第一個推辭
[00:05:12.000 --> 00:05:16.000]  在第四章的第一節
[00:05:16.000 --> 00:05:19.000]  摩西回答上帝說
[00:05:19.000 --> 00:05:21.000]  他們必不信我
[00:05:21.000 --> 00:05:23.000]  也不聽我的話
[00:05:23.000 --> 00:05:24.000]  必然會說
[00:05:24.000 --> 00:05:29.000]  耶華並沒有向你顯現
[00:05:29.000 --> 00:05:31.000]  其實大家都曉得
[00:05:31.000 --> 00:05:33.000]  在摩西的推辭裡面
[00:05:33.000 --> 00:05:36.000]  背後都有另外一個世界
[00:05:36.000 --> 00:05:38.000]  其實我們做了基督徒很久
[00:05:38.000 --> 00:05:39.000]  在生活裡面很久
[00:05:39.000 --> 00:05:40.000]  都曉得
[00:05:40.000 --> 00:05:43.000]  我們推辭的是一件事
[00:05:43.000 --> 00:05:46.000]  但背後生命中的拒絕是另外一回事
[00:05:46.000 --> 00:05:49.000]  比方說我不喜歡跟你吃飯
[00:05:49.000 --> 00:05:52.000]  我就會跟你說我忙啊
[00:05:52.000 --> 00:05:54.000]  其實不是這個原因
[00:05:54.000 --> 00:05:56.000]  我們生活的裡面
[00:05:56.000 --> 00:05:58.000]  很多時候我們的言語背後
[00:05:58.000 --> 00:06:03.000]  顯露出我們內在世界當中的一些事情
[00:06:03.000 --> 00:06:05.000]  不管是好的還是壞的
[00:06:05.000 --> 00:06:07.000]  都顯露出來
[00:06:07.000 --> 00:06:09.000]  所以摩西在三個推辭的當中
[00:06:09.000 --> 00:06:13.000]  其實就讓我們看見摩西背後的世界是怎麼樣
[00:06:13.000 --> 00:06:15.000]  摩西他說
[00:06:15.000 --> 00:06:17.000]  沒有人相信他
[00:06:17.000 --> 00:06:18.000]  真的嗎
[00:06:18.000 --> 00:06:21.000]  連他自己親自與上帝說話
[00:06:21.000 --> 00:06:24.000]  他都不能夠成為他的證據
[00:06:24.000 --> 00:06:27.000]  你看他背後的人生世界觀
[00:06:27.000 --> 00:06:29.000]  是有什麼的矛盾
[00:06:29.000 --> 00:06:31.000]  我看到的是這個
[00:06:31.000 --> 00:06:34.000]  這是他對於自己的存在
[00:06:34.000 --> 00:06:36.000]  不覺得是重要
[00:06:36.000 --> 00:06:38.000]  我們面對神賜
[00:06:38.000 --> 00:06:39.000]  呼叫的時候
[00:06:39.000 --> 00:06:40.000]  第一個的反應就是
[00:06:40.000 --> 00:06:41.000]  我不重要
[00:06:41.000 --> 00:06:42.000]  我不重要
[00:06:42.000 --> 00:06:44.000]  所以請另外一些重要的人去做
[00:06:44.000 --> 00:06:46.000]  I am insignificant
[00:06:46.000 --> 00:06:47.000]  親愛的弟兄姊妹
[00:06:47.000 --> 00:06:49.000]  你有沒有這種的回應
[00:06:49.000 --> 00:06:50.000]  當神的聲音
[00:06:50.000 --> 00:06:51.000]  神的言語
[00:06:51.000 --> 00:06:52.000]  來到你裡面
[00:06:52.000 --> 00:06:53.000]  你也這樣子跟神說
[00:06:53.000 --> 00:06:54.000]  我不重要
[00:06:54.000 --> 00:06:55.000]  我不重要
[00:06:55.000 --> 00:06:57.000]  I am insignificant
[00:06:57.000 --> 00:06:58.000]  在英文裡面
[00:06:58.000 --> 00:06:59.000]  有重要這個字
[00:06:59.000 --> 00:07:02.000]  可以翻成兩個不同的字
[00:07:02.000 --> 00:07:04.000]  一個字叫做重要
[00:07:04.000 --> 00:07:05.000]  Important
[00:07:05.000 --> 00:07:07.000]  另外一個字叫做significant
[00:07:07.000 --> 00:07:09.000]  是具有意義的
[00:07:09.000 --> 00:07:12.000]  當我們在生活裡面
[00:07:12.000 --> 00:07:14.000]  我們很多時候把這兩個字
[00:07:14.000 --> 00:07:16.000]  都拼在一起來講
[00:07:16.000 --> 00:07:18.000]  重要的就有意義
[00:07:18.000 --> 00:07:20.000]  有意義的就是重要
[00:07:20.000 --> 00:07:23.000]  但是在聖經的言語當中來說
[00:07:23.000 --> 00:07:25.000]  是有分別的
[00:07:25.000 --> 00:07:27.000]  當我們講到重要的時候
[00:07:27.000 --> 00:07:29.000]  是講到你對一個人
[00:07:29.000 --> 00:07:31.000]  或者事的影響力
[00:07:31.000 --> 00:07:33.000]  影響力
[00:07:33.000 --> 00:07:35.000]  當你講到有意義的話
[00:07:35.000 --> 00:07:36.000]  具有意義的話
[00:07:36.000 --> 00:07:38.000]  你是講到你這個人
[00:07:38.000 --> 00:07:40.000]  對另外一個事情
[00:07:40.000 --> 00:07:41.000]  價值觀念
[00:07:41.000 --> 00:07:43.000]  或者人物當中的關係
[00:07:43.000 --> 00:07:44.000]  你看見嗎
[00:07:44.000 --> 00:07:45.000]  所以英文
[00:07:45.000 --> 00:07:47.000]  在英語世界來說
[00:07:47.000 --> 00:07:49.000]  當你介紹你的太太
[00:07:49.000 --> 00:07:50.000]  你不好意思說
[00:07:50.000 --> 00:07:51.000]  This is my wife
[00:07:51.000 --> 00:07:53.000]  你就怎麼樣說
[00:07:53.000 --> 00:07:55.000]  This is my significant other
[00:07:55.000 --> 00:07:56.000]  意思是說
[00:07:56.000 --> 00:07:57.000]  你講到關係
[00:07:57.000 --> 00:07:59.000]  對摩西來說
[00:07:59.000 --> 00:08:00.000]  他不認識上帝
[00:08:00.000 --> 00:08:02.000]  雖然知道神的言語
[00:08:02.000 --> 00:08:04.000]  知道神的聲音
[00:08:04.000 --> 00:08:06.000]  也稍微知道神的計畫
[00:08:06.000 --> 00:08:09.000]  但是他在神的眼光的裡面
[00:08:09.000 --> 00:08:11.000]  他沒有直接的了解過神
[00:08:11.000 --> 00:08:15.000]  所以他在內在的世界當中
[00:08:15.000 --> 00:08:18.000]  他就開始接受這個推辭說
[00:08:18.000 --> 00:08:19.000]  我不重要
[00:08:19.000 --> 00:08:21.000]  我不是一個很重要
[00:08:21.000 --> 00:08:23.000]  具有意義的人
[00:08:23.000 --> 00:08:26.000]  其實老實說摩西的回答也是真的
[00:08:26.000 --> 00:08:28.000]  原來今天我們在人生的道路當中
[00:08:28.000 --> 00:08:30.000]  神很清楚
[00:08:30.000 --> 00:08:32.000]  在雅各書第四章告訴我們
[00:08:32.000 --> 00:08:35.000]  我們的人生的確不是這樣子重要的
[00:08:35.000 --> 00:08:38.000]  我們人生所走過的道路
[00:08:38.000 --> 00:08:40.000]  我們明天要去某城
[00:08:40.000 --> 00:08:42.000]  去做些什麼的事情
[00:08:42.000 --> 00:08:43.000]  或者做買賣
[00:08:43.000 --> 00:08:45.000]  其實明天如何
[00:08:45.000 --> 00:08:46.000]  我們還不知道
[00:08:46.000 --> 00:08:49.000]  在雅各書第四章十四節裡面
[00:08:49.000 --> 00:08:50.000]  就很清楚的說
[00:08:50.000 --> 00:08:54.000]  你們原是一片的雲霧
[00:08:54.000 --> 00:08:57.000]  出現小的時候就不見了
[00:08:57.000 --> 00:08:59.000]  老實說我們在人生的當中
[00:08:59.000 --> 00:09:02.000]  的確不是起眼的人
[00:09:02.000 --> 00:09:03.000]  我們的人生當中
[00:09:03.000 --> 00:09:06.000]  的確不是有太多真的重要的事情
[00:09:06.000 --> 00:09:09.000]  我們不要有這種的想法說
[00:09:09.000 --> 00:09:10.000]  我有一個學位
[00:09:10.000 --> 00:09:13.000]  我就有資格來親近上帝
[00:09:13.000 --> 00:09:15.000]  其實我們是雲霧
[00:09:15.000 --> 00:09:16.000]  我們也不要說
[00:09:16.000 --> 00:09:18.000]  因著我人生當中有這個經歷
[00:09:18.000 --> 00:09:20.000]  或者是因為上一代
[00:09:20.000 --> 00:09:22.000]  我的父母是基督徒
[00:09:22.000 --> 00:09:23.000]  所以我就很自然
[00:09:23.000 --> 00:09:24.000]  可以來到神的面前
[00:09:24.000 --> 00:09:25.000]  不是
[00:09:25.000 --> 00:09:27.000]  原來我們的生命當中
[00:09:27.000 --> 00:09:31.000]  是因著神自己的檢選來改變了我們
[00:09:31.000 --> 00:09:33.000]  老實說摩西所講的是對
[00:09:33.000 --> 00:09:36.000]  我們的人生真的不是重要
[00:09:36.000 --> 00:09:37.000]  Not important
[00:09:37.000 --> 00:09:40.000]  我們的人生也不是具有意義
[00:09:40.000 --> 00:09:41.000]  Not significant
[00:09:41.000 --> 00:09:43.000]  但是當我們認識了這一位
[00:09:43.000 --> 00:09:45.000]  自大崇高的上帝的時候
[00:09:45.000 --> 00:09:47.000]  你就開始在人生當中
[00:09:47.000 --> 00:09:51.000]  給他賦予的這個意義改變過來
[00:09:51.000 --> 00:09:54.000]  所以我們真的不是這樣子重要
[00:09:54.000 --> 00:09:57.000]  幾年前在東岸有一個學校
[00:09:57.000 --> 00:09:59.000]  叫做John Hopkins大學
[00:09:59.000 --> 00:10:01.000]  那裡面的曾經做過這個研究
[00:10:01.000 --> 00:10:03.000]  這個裡面的學校是做了
[00:10:03.000 --> 00:10:07.000]  上座48個大學
[00:10:07.000 --> 00:10:09.000]  上座8千個大學生
[00:10:09.000 --> 00:10:10.000]  做了一個研究
[00:10:10.000 --> 00:10:12.000]  這個研究的題目很簡單
[00:10:12.000 --> 00:10:13.000]  就是問他們
[00:10:13.000 --> 00:10:17.000]  你人生當中頂重要的事情是什麼
[00:10:17.000 --> 00:10:18.000]  頂重要的事情
[00:10:18.000 --> 00:10:21.000]  What is the very important thing about your life
[00:10:21.000 --> 00:10:23.000]  那麼面對大學生
[00:10:23.000 --> 00:10:25.000]  我們自然的想法就是說
[00:10:25.000 --> 00:10:27.000]  他們一定會想到賺錢
[00:10:27.000 --> 00:10:28.000]  結婚
[00:10:28.000 --> 00:10:30.000]  大的房子
[00:10:30.000 --> 00:10:34.000]  結果研究出來的反而就讓那些研究者
[00:10:34.000 --> 00:10:37.000]  有一個很詫異的一個發現
[00:10:37.000 --> 00:10:40.000]  原來經過這樣多的48個大學
[00:10:40.000 --> 00:10:44.000]  8千個學生的研究的背後發現
[00:10:44.000 --> 00:10:47.000]  原來只有16%的大學生說
[00:10:47.000 --> 00:10:51.000]  賺大錢是最重要
[00:10:51.000 --> 00:10:55.000]  原來背後當中有75%的學生說
[00:10:55.000 --> 00:10:59.000]  尋找人生的意義給一切都重要
[00:10:59.000 --> 00:11:00.000]  所以你看
[00:11:00.000 --> 00:11:02.000]  我們人生逃避不了問這個問題
[00:11:02.000 --> 00:11:03.000]  福音朋友
[00:11:03.000 --> 00:11:05.000]  你們是要問這個問題
[00:11:05.000 --> 00:11:09.000]  因為你們不管走過了什麼的道路
[00:11:09.000 --> 00:11:11.000]  我們曉得一個事情
[00:11:11.000 --> 00:11:12.000]  更給賺錢
[00:11:12.000 --> 00:11:13.000]  安日
[00:11:13.000 --> 00:11:14.000]  職業
[00:11:14.000 --> 00:11:15.000]  家庭
[00:11:15.000 --> 00:11:18.000]  小孩子進什麼大學更重要
[00:11:18.000 --> 00:11:21.000]  原來我們人生當中沒有意義
[00:11:21.000 --> 00:11:24.000]  是因為我們不認識這一位自高浩大
[00:11:24.000 --> 00:11:28.000]  能夠呼喚我們歷史以上的上帝
[00:11:28.000 --> 00:11:30.000]  神給摩西一個保障
[00:11:30.000 --> 00:11:31.000]  他說
[00:11:31.000 --> 00:11:33.000]  我要賜給你能力
[00:11:33.000 --> 00:11:35.000]  叫別人可以相信
[00:11:35.000 --> 00:11:38.000]  所以在神的眼中看見摩西的掌
[00:11:38.000 --> 00:11:39.000]  就問他
[00:11:39.000 --> 00:11:40.000]  第四章第二節
[00:11:40.000 --> 00:11:42.000]  你的手裡面有什麼
[00:11:42.000 --> 00:11:44.000]  手裡面有什麼
[00:11:44.000 --> 00:11:46.000]  他說我手當中有杖
[00:11:46.000 --> 00:11:47.000]  耶和華就跟他說
[00:11:47.000 --> 00:11:49.000]  把它吊在地上
[00:11:49.000 --> 00:11:50.000]  他一吊下去的時候
[00:11:50.000 --> 00:11:51.000]  大家曉得
[00:11:51.000 --> 00:11:53.000]  這個是神級的一個出現
[00:11:53.000 --> 00:11:54.000]  吊下去的時候
[00:11:54.000 --> 00:11:58.000]  這個杖就成為了一條蛇
[00:11:58.000 --> 00:12:00.000]  然後摩西就怕得不得了
[00:12:00.000 --> 00:12:01.000]  就跑掉
[00:12:01.000 --> 00:12:02.000]  然後耶和華就跟他們說
[00:12:02.000 --> 00:12:03.000]  第三節
[00:12:03.000 --> 00:12:04.000]  伸出手來
[00:12:04.000 --> 00:12:06.000]  從他的尾巴拿起來
[00:12:06.000 --> 00:12:10.000]  結果這個蛇又變成了杖
[00:12:10.000 --> 00:12:12.000]  到底講的是什麼意思
[00:12:12.000 --> 00:12:14.000]  講的意思就是說
[00:12:14.000 --> 00:12:18.000]  不要繼續把你世界當中得來的價值觀
[00:12:18.000 --> 00:12:21.000]  成為你人生當中價值的標準
[00:12:21.000 --> 00:12:22.000]  你要把它吊下來
[00:12:22.000 --> 00:12:26.000]  當你吊下來地上
[00:12:26.000 --> 00:12:29.000]  把這個身份價值觀念吊出來的時候
[00:12:29.000 --> 00:12:31.000]  才真正的發現
[00:12:31.000 --> 00:12:34.000]  原來你過去生活中的權利
[00:12:34.000 --> 00:12:36.000]  這種的影響力
[00:12:36.000 --> 00:12:42.000]  是何等的敗壞跟黑暗
[00:12:42.000 --> 00:12:47.000]  為什麼要摩西把這個杖收回來
[00:12:47.000 --> 00:12:50.000]  是讓摩西重新的發現
[00:12:50.000 --> 00:12:52.000]  原來我們的生命中
[00:12:52.000 --> 00:12:57.000]  若是我們能夠順服在神帶領的範圍裡面
[00:12:57.000 --> 00:12:59.000]  我們按照祂的言語
[00:12:59.000 --> 00:13:01.000]  按照祂的生命行走的時候
[00:13:01.000 --> 00:13:04.000]  這個賦予給我們生活當中的種種
[00:13:04.000 --> 00:13:07.000]  可以成為萬人的祝福
[00:13:07.000 --> 00:13:09.000]  哈利路亞感謝神
[00:13:09.000 --> 00:13:11.000]  這個就是神在我們生命中
[00:13:11.000 --> 00:13:16.000]  讓我們發現的更深層的意義
[00:13:16.000 --> 00:13:18.000]  神要向著摩西說
[00:13:18.000 --> 00:13:21.000]  祂說你把你的手放在懷裡面
[00:13:21.000 --> 00:13:24.000]  結果摩西把手放在懷裡面的時候
[00:13:24.000 --> 00:13:25.000]  抽出來
[00:13:25.000 --> 00:13:28.000]  就發現原來手開始長了大麻蜂
[00:13:28.000 --> 00:13:31.000]  是極其可怕的一件事情
[00:13:31.000 --> 00:13:32.000]  然後第七節
[00:13:32.000 --> 00:13:33.000]  耶和華要向著摩西說
[00:13:33.000 --> 00:13:35.000]  把你的手收回去
[00:13:35.000 --> 00:13:37.000]  結果把祂的手收回去
[00:13:37.000 --> 00:13:39.000]  然後把祂再抽出來的時候發現
[00:13:39.000 --> 00:13:41.000]  原來祂的手已經好了
[00:13:41.000 --> 00:13:42.000]  什麼意思
[00:13:42.000 --> 00:13:44.000]  這個意思就是說
[00:13:44.000 --> 00:13:46.000]  我們把手放在懷裡
[00:13:46.000 --> 00:13:48.000]  把我們整個生命中
[00:13:48.000 --> 00:13:50.000]  我們賦予能力的一切
[00:13:50.000 --> 00:13:53.000]  再次的按照神的眼光來看的時候
[00:13:53.000 --> 00:13:55.000]  原來發現到我們生命當中
[00:13:55.000 --> 00:13:58.000]  傳流的都是敗壞
[00:13:58.000 --> 00:14:02.000]  當我們願意把這個手抽出來
[00:14:02.000 --> 00:14:03.000]  按照神的信義抽出來的時候
[00:14:03.000 --> 00:14:04.000]  原來我們才發現
[00:14:04.000 --> 00:14:09.000]  原來神有一種要我們康復和好的權能
[00:14:09.000 --> 00:14:11.000]  親愛的弟兄姊妹
[00:14:11.000 --> 00:14:13.000]  裡面用的這兩個字都非常重要
[00:14:13.000 --> 00:14:16.000]  掉下去的意思是要用力的
[00:14:16.000 --> 00:14:18.000]  用力的不是放下來
[00:14:18.000 --> 00:14:21.000]  是需要經過你在生命當中的決定
[00:14:21.000 --> 00:14:23.000]  我要放下來
[00:14:23.000 --> 00:14:25.000]  把它抽出來也是一個力量
[00:14:25.000 --> 00:14:27.000]  不是把它放出來
[00:14:27.000 --> 00:14:29.000]  把它抽出來意思就是說
[00:14:29.000 --> 00:14:31.000]  當我們在遇見神的時候
[00:14:31.000 --> 00:14:34.000]  當神的價值觀念臨到我們身上的時候
[00:14:34.000 --> 00:14:37.000]  原來是如此的痛苦
[00:14:37.000 --> 00:14:42.000]  同時間也如此的讓我們發現了自己
[00:14:42.000 --> 00:14:47.000]  神上摩西發出這個保證
[00:14:47.000 --> 00:14:52.000]  說你把手中的槳掉下去
[00:14:52.000 --> 00:14:55.000]  把手放在懷裡面
[00:14:55.000 --> 00:14:58.000]  正是讓我們重新來發現
[00:14:58.000 --> 00:15:01.000]  原來祂有一切的權能
[00:15:01.000 --> 00:15:05.000]  祂並有一切的恢復的能力
[00:15:05.000 --> 00:15:07.000]  若是真的有人不相信的話
[00:15:07.000 --> 00:15:11.000]  你就從埃及河水把水敲出來
[00:15:11.000 --> 00:15:14.000]  然後放在這個乾旱之地
[00:15:14.000 --> 00:15:17.000]  這個水就變成了血
[00:15:17.000 --> 00:15:20.000]  這裡又特別的強調說
[00:15:20.000 --> 00:15:23.000]  埃及人所相信地上一切的權柄
[00:15:23.000 --> 00:15:28.000]  都在乎尼勒河當中的水
[00:15:28.000 --> 00:15:30.000]  所以在當中就寓意說
[00:15:30.000 --> 00:15:35.000]  若是我們的生命願意讓神在其間做功
[00:15:35.000 --> 00:15:38.000]  我們就能夠敗壞世上一切的權柄
[00:15:38.000 --> 00:15:40.000]  親愛的弟兄姊妹你看見嗎
[00:15:40.000 --> 00:15:43.000]  神在背後裡面給我們看到一種的動力
[00:15:43.000 --> 00:15:45.000]  當我們遇見神
[00:15:45.000 --> 00:15:46.000]  神把吩咐交給我們
[00:15:46.000 --> 00:15:48.000]  我們心裡面有懼怕
[00:15:48.000 --> 00:15:50.000]  我們心裡面不能往前走的時候
[00:15:50.000 --> 00:15:52.000]  神說我就給你一個保證
[00:15:52.000 --> 00:15:55.000]  就在你眼前的當中可以看到所有的事物
[00:15:55.000 --> 00:15:57.000]  應做順從神
[00:15:57.000 --> 00:16:00.000]  一切的事情都成為了祝福
[00:16:00.000 --> 00:16:02.000]  一切的事情都成為康復
[00:16:02.000 --> 00:16:08.000]  一切過去敗壞你的權勢都要退去
[00:16:08.000 --> 00:16:14.000]  人最終的回應就是一個決定點
[00:16:14.000 --> 00:16:17.000]  有一個職堂的牧師曾經講過這句話
[00:16:17.000 --> 00:16:19.000]  對一些服侍的人很有幫助
[00:16:19.000 --> 00:16:22.000]  他說你差不多可以猜想
[00:16:22.000 --> 00:16:24.000]  當你做服侍的時候
[00:16:24.000 --> 00:16:27.000]  最少有一個事情一定會發生的
[00:16:27.000 --> 00:16:30.000]  就是神會在你的環境當中
[00:16:30.000 --> 00:16:37.000]  挑動你那一種不安的這種的感受
[00:16:37.000 --> 00:16:39.000]  當我們願意去追隨神的呼喚
[00:16:39.000 --> 00:16:41.000]  做神的工作的時候
[00:16:41.000 --> 00:16:44.000]  好像每一次當我們走到神的面前的時候
[00:16:44.000 --> 00:16:46.000]  都有這種不安的感覺
[00:16:46.000 --> 00:16:47.000]  摩西也是一樣
[00:16:47.000 --> 00:16:49.000]  我真的能夠做嗎?
[00:16:49.000 --> 00:16:51.000]  神真的這樣子呼喚我嗎?
[00:16:51.000 --> 00:16:55.000]  若是我在當中有事發又怎麼樣辦?
[00:16:55.000 --> 00:16:58.000]  一個人真的願意接受神的呼喚
[00:16:58.000 --> 00:17:02.000]  他必然會經過這種掙扎矛盾的時候
[00:17:02.000 --> 00:17:09.000]  但是沒有一個人可以平平安安的離開這種的掙扎
[00:17:09.000 --> 00:17:12.000]  意思就是說你總是要做決定
[00:17:12.000 --> 00:17:13.000]  親愛的弟兄姊妹
[00:17:13.000 --> 00:17:20.000]  我覺得這個正是我們基督徒人生當中需要面對的時刻
[00:17:20.000 --> 00:17:23.000]  其實神很願意把他的心意告訴我們
[00:17:23.000 --> 00:17:25.000]  只是我們第一個反應就是說
[00:17:25.000 --> 00:17:28.000]  我不重要
[00:17:28.000 --> 00:17:31.000]  神說你不重要
[00:17:31.000 --> 00:17:35.000]  但是當你認識至高至榮的上帝
[00:17:35.000 --> 00:17:38.000]  你的生命就成為重要
[00:17:38.000 --> 00:17:41.000]  有些時候我們在教會開會的時候
[00:17:41.000 --> 00:17:43.000]  開會到最後的時候都是
[00:17:43.000 --> 00:17:45.000]  我不做你來做吧
[00:17:45.000 --> 00:17:48.000]  然後我們就講了很多很喜歡講的話
[00:17:48.000 --> 00:17:51.000]  就是你比較淑女一點你去做吧
[00:17:51.000 --> 00:17:55.000]  我記得在動案裡面有一個弟兄
[00:17:55.000 --> 00:17:57.000]  林三綱弟兄常常講一句說話
[00:17:57.000 --> 00:17:58.000]  我還記得
[00:17:58.000 --> 00:18:02.000]  他說神交給你的事情為什麼你要交給別人
[00:18:02.000 --> 00:18:03.000]  神交給你又禱告說
[00:18:03.000 --> 00:18:06.000]  神啊求你差一點別人去做
[00:18:06.000 --> 00:18:08.000]  神既然差一點給你感動你就去做
[00:18:08.000 --> 00:18:10.000]  為什麼要交給別人
[00:18:10.000 --> 00:18:14.000]  今天我們的推辭是因為我們內在世界有一種的關聯
[00:18:14.000 --> 00:18:16.000]  就是我並不重要
[00:18:16.000 --> 00:18:18.000]  神說你是重要
[00:18:18.000 --> 00:18:21.000]  因為我把印證告訴了你
[00:18:21.000 --> 00:18:23.000]  第二個推辭
[00:18:23.000 --> 00:18:26.000]  這個是常常被很多人來應用的
[00:18:26.000 --> 00:18:28.000]  第四章的第十節
[00:18:28.000 --> 00:18:31.000]  摩西這樣子跟上帝說
[00:18:31.000 --> 00:18:33.000]  他說上帝你知道嗎
[00:18:33.000 --> 00:18:35.000]  我沒有這個口才
[00:18:35.000 --> 00:18:37.000]  我不是一個能言的人
[00:18:37.000 --> 00:18:42.000]  何況我本就是一個左口笨舌的人呢
