
[00:00:00.000 --> 00:00:04.720]  我給他一個主題叫「福音的延續」
[00:02:30.440 --> 00:02:32.600]  好 我們先做一個祈禱
[00:02:32.600 --> 00:02:34.080]  「天父 我們感謝祢
[00:02:34.080 --> 00:02:36.280]  祢將祢的話語賜給了我們
[00:02:36.280 --> 00:02:38.680]  但我們求祢的 就是積聚祢的話語
[00:02:38.680 --> 00:02:42.200]  成為我們生命的亮光
[00:02:42.200 --> 00:02:47.720]  讓祢的話語成為我們宿命生命的成長養分
[00:02:47.720 --> 00:02:50.080]  讓我們能夠積聚祢的話語
[00:02:50.080 --> 00:02:53.120]  能夠活出主耶穌基督的樣式
[00:02:53.120 --> 00:02:55.680]  和主耶穌基督交給我們的使命
[00:02:55.680 --> 00:02:56.680]  祂告為交託
[00:02:56.680 --> 00:02:58.800]  奉主耶穌基督得生命 求」
[00:02:58.800 --> 00:03:00.680]  Amen
[00:03:00.680 --> 00:03:02.720]  我會分幾點
[00:03:02.720 --> 00:03:06.360]  福音的序幕 牧羊人的反應
[00:03:06.360 --> 00:03:08.760]  我們在救宿鏈那段是哪一環
[00:03:08.760 --> 00:03:12.640]  跟著總結 和大家去思考
[00:03:12.640 --> 00:03:15.240]  好 第一個
[00:03:15.240 --> 00:03:18.400]  這個是大綱
[00:03:18.400 --> 00:03:22.200]  福音的序幕
[00:03:22.200 --> 00:03:23.120]  我有一些highlight
[00:03:23.120 --> 00:03:25.320]  我這裡沒有highlight天使
[00:03:25.320 --> 00:03:29.800]  他說 「那天使對他們說」
[00:03:29.800 --> 00:03:32.720]  我想大家想一想
[00:03:32.720 --> 00:03:39.240]  哪一個開始將這個好的訊息傳出來
[00:03:39.240 --> 00:03:41.360]  不是牧羊人
[00:03:41.360 --> 00:03:44.520]  是天使
[00:03:44.520 --> 00:03:46.240]  是天使
[00:03:46.240 --> 00:03:52.040]  牧羊人只是從天使那裡聽得到
[00:03:52.040 --> 00:03:54.760]  記不記得主耶穌
[00:03:54.760 --> 00:03:58.560]  祂出來講道之先
[00:03:58.560 --> 00:04:02.680]  哪一個和祂開路
[00:04:02.680 --> 00:04:08.320]  哪一個和祂做傳出去的事
[00:04:08.320 --> 00:04:11.600]  施洗藥巷
[00:04:11.600 --> 00:04:15.200]  但這次不是人傳出來
[00:04:15.200 --> 00:04:18.120]  是天使傳出來
[00:04:18.120 --> 00:04:20.440]  看不看得到分別
[00:04:20.440 --> 00:04:23.800]  當耶穌成為一個嬰兒
[00:04:23.800 --> 00:04:34.480]  從天降落到地的時候
[00:04:34.480 --> 00:04:37.000]  和祂將訊息傳的
[00:04:37.000 --> 00:04:42.200]  是從天由天使傳到地給牧羊人
[00:04:42.200 --> 00:04:44.520]  當在地上
[00:04:44.520 --> 00:04:48.200]  祂開始傳福音的時候
[00:04:48.200 --> 00:04:50.360]  開始傳講道的時候
[00:04:50.360 --> 00:04:51.840]  是講道
[00:04:51.840 --> 00:04:56.120]  是誰呢?是用人約翰
[00:04:56.120 --> 00:05:02.360]  天和地是兩個不同的制度
[00:05:02.360 --> 00:05:05.520]  為何會用天使降下來?
[00:05:05.520 --> 00:05:09.680]  因為本身主耶穌是在上高
[00:05:09.680 --> 00:05:12.000]  萬王之王
[00:05:12.000 --> 00:05:13.680]  萬主之主
[00:05:13.680 --> 00:05:17.520]  全能的神
[00:05:17.520 --> 00:05:20.120]  祂要離開那裡
[00:05:20.120 --> 00:05:22.080]  降到地裡
[00:05:22.080 --> 00:05:23.800]  就是道成育身
[00:05:23.800 --> 00:05:27.240]  進入嬰兒的身軀裡面
[00:05:27.240 --> 00:05:29.680]  由這個過程開始的時候
[00:05:29.680 --> 00:05:31.400]  是有天君
[00:05:31.400 --> 00:05:34.600]  要看裡面有天君、天使
[00:05:34.600 --> 00:05:38.160]  從祂傳講這個訊息
[00:05:38.160 --> 00:05:41.320]  很厲害
[00:05:41.320 --> 00:05:43.840]  但當祂降到地的時候
[00:05:43.840 --> 00:05:46.160]  祂有的這些東西
[00:05:46.160 --> 00:05:50.320]  是因為地的人規限了祂
[00:05:50.320 --> 00:05:54.720]  所以很多人說最大的神蹟是甚麼?
[00:05:54.720 --> 00:05:59.160]  就是祂是一個無所不能
[00:05:59.160 --> 00:06:01.080]  無所不在
[00:06:01.080 --> 00:06:03.320]  沒有東西不知道的
[00:06:03.320 --> 00:06:07.160]  然後降到地下
[00:06:07.160 --> 00:06:14.000]  要經歷人生所有罪的事
[00:06:14.000 --> 00:06:18.080]  被辱罵、被打、被罵、被冤枉
[00:06:18.080 --> 00:06:21.160]  祂都要承受
[00:06:21.160 --> 00:06:22.480]  祂那麼厲害
[00:06:22.480 --> 00:06:25.520]  然後降到地下
[00:06:25.520 --> 00:06:27.960]  是沒有辦法的
[00:06:27.960 --> 00:06:32.000]  舉個例子給你聽
[00:06:32.000 --> 00:06:37.440]  如果你是一個很聰明的人
[00:06:37.440 --> 00:06:40.640]  很健碩的
[00:06:40.640 --> 00:06:44.520]  有一天把你捆綁住
[00:06:44.520 --> 00:06:48.720]  你有的能力不能夠用
[00:06:48.720 --> 00:06:50.360]  你一打幾百
[00:06:50.360 --> 00:06:53.320]  但你不能夠打
[00:06:53.320 --> 00:06:54.840]  你會看到
[00:06:54.840 --> 00:06:56.480]  在面對這樣的困難
[00:06:56.480 --> 00:06:59.760]  把你的能力拿走了
[00:06:59.760 --> 00:07:05.560]  然後你經歷被人辱罵、被罵
[00:07:05.560 --> 00:07:12.240]  你會看到是很難去做的一件事
[00:07:12.240 --> 00:07:14.640]  我的好朋友的太太
[00:07:14.640 --> 00:07:17.720]  患了一個腦萎縮
[00:07:17.720 --> 00:07:18.760]  她是一個很聰明的人
[00:07:18.760 --> 00:07:22.560]  在GE做到很大
[00:07:22.560 --> 00:07:25.280]  但她有一個腦萎縮
[00:07:25.280 --> 00:07:28.000]  我不知道在這個過程當中
[00:07:28.000 --> 00:07:29.440]  她會不會有一個情況
[00:07:29.440 --> 00:07:30.760]  我以前很聰明
[00:07:30.760 --> 00:07:32.080]  英文又聰明
[00:07:32.080 --> 00:07:32.800]  管理又聰明
[00:07:32.800 --> 00:07:34.200]  管理又聰明
[00:07:34.200 --> 00:07:35.400]  行政又聰明
[00:07:35.400 --> 00:07:37.520]  但今天
[00:07:37.520 --> 00:07:40.720]  我坐在這個老人院
[00:07:40.720 --> 00:07:43.040]  看著那些人
[00:07:43.040 --> 00:07:44.560]  去服侍我
[00:07:44.560 --> 00:07:46.840]  去餵我
[00:07:46.840 --> 00:07:51.080]  你看那個對比是多麼重要
[00:07:51.080 --> 00:07:53.040]  為什麼用天時?
[00:07:53.040 --> 00:07:55.920]  因為它是從天而降
[00:07:55.920 --> 00:07:58.960]  道成肉身
[00:07:58.960 --> 00:07:59.720]  用天時
[00:07:59.720 --> 00:08:02.800]  但當它落到這個地的制度
[00:08:02.800 --> 00:08:04.960]  世界的制度
[00:08:04.960 --> 00:08:09.240]  它沒有用到它的能力榮耀
[00:08:09.240 --> 00:08:12.240]  它是受制於人
[00:08:12.240 --> 00:08:13.480]  在身體上的受制
[00:08:13.480 --> 00:08:15.320]  在環境的受制
[00:08:15.320 --> 00:08:18.440]  它經歷這三十多年
[00:08:18.440 --> 00:08:21.960]  所以它看到我們所遇到的
[00:08:21.960 --> 00:08:24.960]  我們所經歷的
[00:08:24.960 --> 00:08:26.760]  如果它仍然落到地
[00:08:26.760 --> 00:08:27.880]  一有什麼事
[00:08:27.880 --> 00:08:31.760]  就馬上呼叫那些天使、天君來
[00:08:31.760 --> 00:08:34.520]  它絕對解決所有事
[00:08:34.520 --> 00:08:35.880]  想你們相信
[00:08:35.880 --> 00:08:37.280]  不用傳福音的
[00:08:37.280 --> 00:08:39.960]  就全部相信
[00:08:39.960 --> 00:08:40.960]  它有沒有這個能力?
[00:08:40.960 --> 00:08:42.240]  它有
[00:08:42.240 --> 00:08:44.160]  但沒有用
[00:08:44.160 --> 00:08:45.680]  它受限制之下
[00:08:45.680 --> 00:08:47.880]  落到地上
[00:08:47.880 --> 00:08:52.400]  然後轉進去用地上所經歷的一切
[00:08:52.400 --> 00:08:58.880]  彰顯到神的那種愛
[00:08:58.880 --> 00:09:00.200]  接著他說
[00:09:00.200 --> 00:09:01.080]  第二個字
[00:09:01.080 --> 00:09:02.200]  「不要懼怕」
[00:09:02.200 --> 00:09:04.800]  剛才我看到經文的時候
[00:09:04.800 --> 00:09:06.680]  我會覺得
[00:09:06.680 --> 00:09:08.400]  立限體
[00:09:08.400 --> 00:09:10.280]  「不要懼怕」很簡單
[00:09:10.280 --> 00:09:12.840]  為什麼天使跟牧羊人說
[00:09:12.840 --> 00:09:13.800]  「不要懼怕」呢?
[00:09:13.800 --> 00:09:14.920]  因為它害怕
[00:09:14.920 --> 00:09:16.200]  因為天使下來的時候
[00:09:16.200 --> 00:09:17.760]  它有光照著你們
[00:09:17.760 --> 00:09:18.680]  它害怕
[00:09:18.680 --> 00:09:20.000]  「不要懼怕」
[00:09:20.000 --> 00:09:24.080]  很輕描淡寫地說了一句話
[00:09:24.080 --> 00:09:26.320]  但原來這一句輕描淡寫
[00:09:26.320 --> 00:09:30.520]  是完全不容易的
[00:09:30.520 --> 00:09:32.240]  我在航海學校的時候
[00:09:32.240 --> 00:09:35.320]  要訓練去燒房
[00:09:35.320 --> 00:09:37.240]  如果船火警的時候
[00:09:37.240 --> 00:09:40.080]  我們要怎麼做呢?
[00:09:40.080 --> 00:09:41.920]  有一個訓練
[00:09:41.920 --> 00:09:43.720]  它有一個貨櫃
[00:09:43.720 --> 00:09:45.040]  幾十呎貨櫃
[00:09:45.040 --> 00:09:46.920]  全部進去貨櫃的時候
[00:09:46.920 --> 00:09:47.680]  是漆黑一片
[00:09:47.680 --> 00:09:49.400]  你看不到的
[00:09:49.400 --> 00:09:51.840]  你可以有氧氣筒進去
[00:09:51.840 --> 00:09:53.640]  有兩種的教官
[00:09:53.640 --> 00:09:54.800]  你就知道
[00:09:54.800 --> 00:09:57.520]  「不要懼怕」是表達了什麼
[00:09:57.520 --> 00:09:59.000]  我想很輕描淡寫
[00:09:59.000 --> 00:09:59.800]  「不要懼怕」而已
[00:09:59.800 --> 00:10:01.000]  天使跟他說
[00:10:01.000 --> 00:10:01.680]  原來不是
[00:10:01.680 --> 00:10:03.800]  它表達了一件事
[00:10:03.800 --> 00:10:06.040]  其中一個教官跟我們說
[00:10:06.040 --> 00:10:09.640]  「你揹好氧氣筒,你進去」
[00:10:09.640 --> 00:10:11.160]  因為它會教你怎麼走
[00:10:11.160 --> 00:10:12.440]  當你看不到的時候
[00:10:12.440 --> 00:10:13.480]  它教你一個方法
[00:10:13.480 --> 00:10:15.240]  你做燒房我們就知道
[00:10:15.240 --> 00:10:17.600]  是怎麼能夠保持走一條直路
[00:10:17.600 --> 00:10:20.160]  他說「你進去揹著氧氣筒」
[00:10:20.160 --> 00:10:21.840]  但是氧氣筒
[00:10:21.840 --> 00:10:23.520]  是有時間限制的
[00:10:23.520 --> 00:10:25.200]  氧氣就是說
[00:10:25.200 --> 00:10:28.520]  你個人越害怕
[00:10:28.520 --> 00:10:30.800]  你就吸得越多氧氣
[00:10:30.800 --> 00:10:33.560]  你的氧氣就越快沒了
[00:10:33.560 --> 00:10:35.520]  一個教官說
[00:10:35.520 --> 00:10:38.280]  「這裡只有十分鐘氧氣」
[00:10:38.280 --> 00:10:39.760]  「你進去」
[00:10:39.760 --> 00:10:43.360]  「如果你能夠十分鐘走出來的話」
[00:10:43.360 --> 00:10:45.040]  「你就不用死了,夠氧氣透了」
[00:10:45.040 --> 00:10:48.040]  「你走不出來的話你就糟糕了」
[00:10:48.040 --> 00:10:49.960]  「你不夠氧氣了」
[00:10:49.960 --> 00:10:51.240]  因為你個人越緊張
[00:10:51.240 --> 00:10:53.560]  你吸得氧氣越快
[00:10:53.560 --> 00:10:54.840]  一個教官這樣
[00:10:54.840 --> 00:10:56.320]  有什麼問題呢
[00:10:56.320 --> 00:10:59.080]  接著另一個教官說
[00:10:59.080 --> 00:11:00.640]  「不用怕」
[00:11:00.640 --> 00:11:02.040]  「放鬆」
[00:11:02.040 --> 00:11:03.560]  「你走進去」
[00:11:03.560 --> 00:11:05.160]  「學過怎麼走的」
[00:11:05.160 --> 00:11:07.240]  「你這樣走」
[00:11:07.240 --> 00:11:10.440]  兩樣都是代表一個信息
[00:11:10.440 --> 00:11:12.040]  但是有一個
[00:11:12.040 --> 00:11:13.120]  它一開始說
[00:11:13.120 --> 00:11:16.520]  「你不用怕」
[00:11:16.520 --> 00:11:18.640]  看不看到分別
[00:11:18.640 --> 00:11:19.760]  然後發現了
[00:11:19.760 --> 00:11:20.720]  原來有些人
[00:11:20.720 --> 00:11:24.640]  為什麼一開口得罪別人呢
[00:11:24.640 --> 00:11:27.360]  因為他沒有考慮對方
[00:11:27.360 --> 00:11:29.760]  一開口就掘來掘去
[00:11:29.760 --> 00:11:31.600]  所以得罪了別人也不知道
[00:11:31.600 --> 00:11:33.320]  但是有些人說話
[00:11:33.320 --> 00:11:34.320]  他可以很溫柔的
[00:11:34.320 --> 00:11:38.760]  他考慮了對方的心境
[00:11:38.760 --> 00:11:42.040]  天使這個就是表達了這件事
[00:11:42.040 --> 00:11:44.960]  他看到人的軟弱
[00:11:44.960 --> 00:11:47.120]  神是看到你的軟弱
[00:11:47.120 --> 00:11:49.160]  看到我的軟弱
[00:11:49.160 --> 00:11:51.960]  而他因為看到你的軟弱
[00:11:51.960 --> 00:11:56.560]  他可以用一個他認為符合你的途徑
[00:11:56.560 --> 00:12:00.080]  將一個信息交給你
[00:12:00.080 --> 00:12:01.720]  傳遞到你那裡
[00:12:01.720 --> 00:12:03.360]  「他們害怕」
[00:12:03.360 --> 00:12:04.880]  「沒有人害怕」
[00:12:04.880 --> 00:12:06.360]  「不用怕」
[00:12:06.360 --> 00:12:08.240]  然後才講信息出來
[00:12:08.240 --> 00:12:10.840]  當他講這句「不用怕」的時候
[00:12:10.840 --> 00:12:13.040]  實在已經流露了
[00:12:13.040 --> 00:12:17.240]  他知道人的軟弱
[00:12:17.240 --> 00:12:23.400]  和人很多時候害怕和信心的問題
[00:12:23.400 --> 00:12:27.760]  然後才將信息講出來
[00:12:27.760 --> 00:12:29.200]  他講的信息
[00:12:29.200 --> 00:12:31.560]  這是第二個紅字
[00:12:31.560 --> 00:12:33.160]  我想了很久
[00:12:33.160 --> 00:12:35.160]  我不知道你們會不會很常這樣想
[00:12:35.160 --> 00:12:41.800]  天使說「我報給你們大喜的信息」
[00:12:41.800 --> 00:12:45.520]  報給你一個很好的信息
[00:12:45.520 --> 00:12:47.000]  Good news
[00:12:47.000 --> 00:12:49.720]  但現在大英文有個Great
[00:12:49.720 --> 00:12:51.000]  Great joy
[00:12:51.000 --> 00:12:52.800]  大喜的信息
[00:12:52.800 --> 00:12:56.400]  我想為何要寫一個Great joy呢
[00:12:56.400 --> 00:12:59.320]  聖經寫字當然有原因
[00:12:59.320 --> 00:13:01.200]  為何要寫大喜的信息呢
[00:13:01.200 --> 00:13:02.360]  如果別人問你
[00:13:02.360 --> 00:13:04.440]  為何要寫大喜的信息
[00:13:04.440 --> 00:13:08.640]  不可以宣佈一個喜訊
[00:13:08.640 --> 00:13:09.640]  一個開心的信息
[00:13:09.640 --> 00:13:11.440]  為何要寫大喜的信息呢
[00:13:11.440 --> 00:13:12.400]  我就想
[00:13:12.400 --> 00:13:15.360]  甚麼是大喜的信息呢
[00:13:15.360 --> 00:13:18.000]  我想也想不明白
[00:13:18.000 --> 00:13:22.280]  在香港大埔那個大火
[00:13:22.280 --> 00:13:25.640]  我就想得明白
[00:13:25.640 --> 00:13:27.960]  為甚麼呢
[00:13:27.960 --> 00:13:31.960]  香港大埔那個火災仍然在查
[00:13:31.960 --> 00:13:36.320]  但是我相信你們在座的同學都一樣
[00:13:36.320 --> 00:13:41.000]  你覺得它是天災還是人禍呢
[00:13:41.000 --> 00:13:46.160]  我相信你會覺得是人禍
[00:13:46.160 --> 00:13:50.080]  它一定可能有人吸煙
[00:13:50.080 --> 00:13:51.280]  但已經查到的
[00:13:51.280 --> 00:13:55.440]  就是用那些不能夠防火的燃料
[00:13:55.440 --> 00:13:59.200]  掛在棚子那裡
[00:13:59.200 --> 00:14:02.520]  這些就是人禍
[00:14:02.520 --> 00:14:06.400]  飛越一單161個人死亡
[00:14:06.400 --> 00:14:10.240]  想一想有多少人禍是出來的
[00:14:10.240 --> 00:14:12.000]  我曾經上網看
[00:14:12.000 --> 00:14:17.320]  人禍死得人多還是天災死得人多
[00:14:17.320 --> 00:14:19.360]  有沒有想過這個問題
[00:14:19.360 --> 00:14:23.800]  人禍死得人多還是天災死得人多
[00:14:23.800 --> 00:14:27.680]  跟大喜的信息有關係
[00:14:27.680 --> 00:14:29.840]  結果找不到答案
[00:14:29.840 --> 00:14:32.600]  也不知道人禍死得人多還是天災死得人多
[00:14:32.600 --> 00:14:35.080]  但是
[00:14:35.080 --> 00:14:36.600]  911死了多少人
[00:14:36.600 --> 00:14:38.480]  三千
[00:14:38.480 --> 00:14:41.720]  第二次世界大戰死了多少人
[00:14:41.720 --> 00:14:44.760]  俄烏戰爭死了多少人
[00:14:44.760 --> 00:14:48.120]  這些全部不是天災
[00:14:48.120 --> 00:14:50.040]  這些是人禍
[00:14:50.040 --> 00:14:52.040]  這麼多的人禍
[00:14:52.040 --> 00:14:54.080]  原本我打算考慮一下
[00:14:54.080 --> 00:14:56.720]  還好笑我回到香港
[00:14:56.720 --> 00:15:00.320]  我住的酒店是住在59樓
[00:15:00.320 --> 00:15:01.320]  我看完火災
[00:15:01.320 --> 00:15:05.480]  原來雲梯是上不去的
[00:15:05.480 --> 00:15:09.040]  我沒想過香港的雲梯是上不去的
[00:15:09.040 --> 00:15:13.200]  要轉回低層一點
[00:15:13.200 --> 00:15:15.840]  原來我們沒有平安的地方
[00:15:15.840 --> 00:15:17.600]  我打算香港的平安一點
[00:15:17.600 --> 00:15:20.240]  但原來一看就
[00:15:20.240 --> 00:15:21.800]  一百來人
[00:15:21.800 --> 00:15:25.840]  全世界人禍是到處都有
[00:15:25.840 --> 00:15:31.520]  在美國死在窗下有多少人每年
[00:15:31.520 --> 00:15:33.680]  戰爭死了多少人
[00:15:33.680 --> 00:15:35.280]  全部都是人禍
[00:15:35.280 --> 00:15:39.720]  但是和大喜訊息有什麼關係
[00:15:39.720 --> 00:15:41.800]  因為人出了問題
[00:15:41.800 --> 00:15:44.160]  人禍
[00:15:44.160 --> 00:15:46.280]  和大喜訊息有什麼關係
[00:15:46.280 --> 00:15:48.240]  有關係
[00:15:48.240 --> 00:15:52.920]  我們先看看這個圖片
[00:15:52.920 --> 00:15:56.400]  你可能看不到
[00:15:56.400 --> 00:16:01.160]  基督徒是佔了32.5%
[00:16:01.160 --> 00:16:02.680]  全球
[00:16:02.680 --> 00:16:04.520]  基督徒包括天主教徒
[00:16:04.520 --> 00:16:07.360]  和我們基督教的信徒
[00:16:07.360 --> 00:16:10.040]  32.5%
[00:16:10.040 --> 00:16:11.000]  大概多少人呢
[00:16:11.000 --> 00:16:17.520]  大概24到26億人是基督徒
[00:16:17.520 --> 00:16:21.640]  現在的大喜訊息就很有關係
[00:16:21.640 --> 00:16:23.560]  為什麼
[00:16:23.560 --> 00:16:27.880]  如果主耶穌基督沒有降生
[00:16:27.880 --> 00:16:31.960]  沒有救贖的過程
[00:16:31.960 --> 00:16:37.200]  32.5% 24到26億人
[00:16:37.200 --> 00:16:40.640]  就成為了非基督徒
[00:16:40.640 --> 00:16:44.920]  Non-Christian
[00:16:44.920 --> 00:16:50.280]  當沒有了24或26億的基督徒
[00:16:50.280 --> 00:16:53.680]  你會覺得人禍會少了
[00:16:53.680 --> 00:16:57.320]  還是人禍會多了
[00:16:57.320 --> 00:17:01.640]  這個就是我思想的問題
[00:17:01.640 --> 00:17:04.040]  為什麼大喜訊息
[00:17:04.040 --> 00:17:06.080]  因為主耶穌這個降臨
[00:17:06.080 --> 00:17:08.280]  這個救贖開始
[00:17:08.280 --> 00:17:15.120]  是能夠讓有20多億人成為了基督徒
[00:17:15.120 --> 00:17:22.680]  你想想他們會不會將人禍減少了
[00:17:22.680 --> 00:17:25.200]  如果你覺得會的話
[00:17:25.200 --> 00:17:28.040]  這個就是大喜的訊息
[00:17:28.040 --> 00:17:31.560]  藉著主耶穌來到這個拯救
[00:17:31.560 --> 00:17:36.120]  將人的生命改變
[00:17:36.120 --> 00:17:39.560]  有30多個百分比
[00:17:39.560 --> 00:17:41.000]  改變了地上
[00:17:41.000 --> 00:17:42.520]  這個就是大喜訊息
[00:17:42.520 --> 00:17:45.600]  因為如果沒有了這30多個百分比的基督徒
[00:17:45.600 --> 00:17:52.240]  個個仍然是為了私己私慾權利
[00:17:52.240 --> 00:17:56.240]  人禍就更加多
[00:17:56.240 --> 00:18:00.040]  所以為什麼大喜訊息
[00:18:00.040 --> 00:18:06.920]  原來已經改變了20多億人的生命
[00:18:06.920 --> 00:18:10.960]  而這些生命是彰顯在地上
[00:18:10.960 --> 00:18:15.880]  也減少了很多的人禍
[00:18:15.880 --> 00:18:17.760]  所以主耶穌降臨
[00:18:17.760 --> 00:18:20.240]  這個是大喜訊息
[00:18:20.240 --> 00:18:23.240]  否則可能每個月都有大火
[00:18:23.240 --> 00:18:24.720]  不是這裡大火那裡大火
[00:18:24.720 --> 00:18:25.920]  不是這裡死人那裡死人
[00:18:25.920 --> 00:18:36.000]  而是更多人因為人禍的關係
[00:18:36.000 --> 00:18:38.920]  是關乎萬民
[00:18:38.920 --> 00:18:41.760]  那我就想萬民是指多少人呢
[00:18:41.760 --> 00:18:44.120]  是一萬人二萬人十萬人
[00:18:44.120 --> 00:18:46.000]  看英文那裡不是
[00:18:46.000 --> 00:18:47.960]  英文那裡是什麼呢
[00:18:47.960 --> 00:18:49.960]  All the people
[00:18:49.960 --> 00:18:52.400]  就是說主耶穌降臨
[00:18:52.400 --> 00:18:56.160]  這件事帶給所有人是一個大喜訊息
[00:18:56.160 --> 00:18:57.920]  因為你們所有人在地上
[00:18:57.920 --> 00:19:00.480]  人禍少了因為藉著它
[00:19:00.480 --> 00:19:02.280]  生命有很多人被改變
[00:19:02.280 --> 00:19:05.800]  包括你和我
[00:19:05.800 --> 00:19:08.120]  而是關乎萬民是關乎所有的人
[00:19:08.120 --> 00:19:11.400]  因為這個是地上的事情
[00:19:11.400 --> 00:19:14.880]  是All並不是一萬二萬十萬一千萬
[00:19:14.880 --> 00:19:18.240]  是所有人都有關係
[00:19:18.240 --> 00:19:19.920]  不是一個人
[00:19:19.920 --> 00:19:22.520]  雖然信主也是我
[00:19:22.520 --> 00:19:24.160]  但是他下來的訊息
[00:19:24.160 --> 00:19:26.400]  他下來的請求不是一個人
[00:19:26.400 --> 00:19:27.720]  不是一小撮人
[00:19:27.720 --> 00:19:30.440]  是All所有人
[00:19:30.440 --> 00:19:35.280]  你信好不信好都是和你有關係
[00:19:35.280 --> 00:19:37.040]  所以有時候我們傳福音
[00:19:37.040 --> 00:19:38.840]  關我什麼事呢
[00:19:38.840 --> 00:19:40.280]  不是啊
[00:19:40.280 --> 00:19:41.760]  如果沒有主耶穌
[00:19:41.760 --> 00:19:43.560]  沒有那二十幾億人
[00:19:43.560 --> 00:19:45.920]  是成為基督徒生命被改變的話
[00:19:45.920 --> 00:19:49.640]  那二十幾億人就會為地上的價值
[00:19:49.640 --> 00:19:51.640]  去追尋很多的東西
[00:19:51.640 --> 00:19:55.200]  就會人禍亦都多了出來
[00:19:55.200 --> 00:19:56.840]  所以不是沒有關係
[00:19:56.840 --> 00:19:58.040]  是絕對有關係
[00:19:58.040 --> 00:20:00.200]  就算你未信
[00:20:00.200 --> 00:20:04.960]  都絕對有關係
[00:20:04.960 --> 00:20:09.400]  是影響所有的人
[00:20:09.400 --> 00:20:11.400]  因今天在大衛的城裡
[00:20:11.400 --> 00:20:16.400]  為你們生了救主
[00:20:16.400 --> 00:20:18.680]  救主呢
[00:20:18.680 --> 00:20:21.280]  對某些未信的人
[00:20:21.280 --> 00:20:23.400]  可能是沒有關係
[00:20:23.400 --> 00:20:25.200]  但是前面那兩個字
[00:20:25.200 --> 00:20:26.960]  為你們呢
[00:20:26.960 --> 00:20:29.680]  我為什麼只是紅色為你呢
[00:20:29.680 --> 00:20:31.680]  這個我思考了很久
[00:20:31.680 --> 00:20:34.000]  他剛剛前面才說過為萬民
[00:20:34.000 --> 00:20:35.840]  所有人都有的
[00:20:35.840 --> 00:20:39.080]  為什麼突然間說為你呢
[00:20:39.080 --> 00:20:41.520]  翻譯是這裡有點出問題
[00:20:41.520 --> 00:20:42.640]  因為正式來講
[00:20:42.640 --> 00:20:45.040]  那裡不是為你們
[00:20:45.040 --> 00:20:49.000]  是為你
[00:20:49.000 --> 00:20:51.160]  因為當你信的時候是為你
[00:20:51.160 --> 00:20:53.600]  記不記得我剛才說過
[00:20:53.600 --> 00:20:56.840]  神是很看得到人的軟弱
[00:20:56.840 --> 00:20:58.160]  所以他在樂圖天使就說
[00:20:58.160 --> 00:20:59.160]  你不用怕
[00:20:59.160 --> 00:21:00.720]  他看得到人的問題在哪裡
