
[00:00:00.000 --> 00:00:02.520]  今天題目是「不要怕」
[00:03:44.600 --> 00:03:46.000]  其實不單止疫情
[00:03:46.000 --> 00:03:48.600]  我們看不見病毒是怕的
[00:03:48.600 --> 00:03:50.040]  其實我們怕什麼?
[00:03:50.040 --> 00:03:52.000]  我們怕我們會感染
[00:03:52.000 --> 00:03:53.920]  會生病
[00:03:53.920 --> 00:03:56.520]  不單止怕這些事情
[00:03:56.520 --> 00:03:59.800]  我們怕疫情令到經濟不好
[00:03:59.800 --> 00:04:02.280]  我們會失業
[00:04:02.280 --> 00:04:05.000]  我們擁有的財產
[00:04:05.000 --> 00:04:10.240]  可能會向下調整
[00:04:10.240 --> 00:04:11.560]  向下跌
[00:04:11.560 --> 00:04:16.160]  我們怕身邊的人會失去了
[00:04:16.160 --> 00:04:18.960]  我們怕很多事情
[00:04:18.960 --> 00:04:20.760]  這是很正常的反應
[00:04:20.760 --> 00:04:23.000]  所以當我說叫大家不怕
[00:04:23.000 --> 00:04:24.280]  千萬不要誤會
[00:04:24.280 --> 00:04:25.800]  何牧師說我們什麼都不用怕
[00:04:25.800 --> 00:04:26.960]  所以我們從今天開始
[00:04:26.960 --> 00:04:27.760]  下星期返回崇拜
[00:04:27.760 --> 00:04:29.200]  我們不戴口罩
[00:04:29.200 --> 00:04:30.440]  我們不洗手
[00:04:30.440 --> 00:04:32.560]  我們不做出所有措施
[00:04:32.560 --> 00:04:33.760]  我們不怕
[00:04:33.760 --> 00:04:36.120]  我絕對沒有這個意思
[00:04:36.120 --> 00:04:36.600]  為什麼?
[00:04:36.600 --> 00:04:38.280]  因為我聽說美國有些牧師叫大家
[00:04:38.280 --> 00:04:39.760]  不用理會政府的呼籲
[00:04:39.760 --> 00:04:40.720]  我們只要返回崇拜
[00:04:40.720 --> 00:04:41.800]  大家抱頭抱頸
[00:04:41.800 --> 00:04:42.400]  沒什麼所謂
[00:04:42.400 --> 00:04:44.720]  結果牧師又死了
[00:04:44.720 --> 00:04:45.800]  回眾又死了
[00:04:45.800 --> 00:04:46.920]  有些人病了
[00:04:46.920 --> 00:04:48.160]  有些人中招了
[00:04:48.160 --> 00:04:49.240]  其實不是這個意思
[00:04:49.240 --> 00:04:55.160]  就是說我們做足所有衛生要做的事情
[00:04:55.160 --> 00:04:57.080]  這是我們需要的
[00:04:57.080 --> 00:04:59.400]  我們就算自己不怕
[00:04:59.400 --> 00:05:01.160]  但是我們為了他人著想
[00:05:01.160 --> 00:05:02.360]  我們為了保護他人
[00:05:02.360 --> 00:05:03.600]  我們有時候會戴口罩
[00:05:03.600 --> 00:05:06.040]  我們有時候會勤洗手等等
[00:05:06.040 --> 00:05:08.800]  但是我們做足所有事情的時候
[00:05:08.800 --> 00:05:11.760]  有時候我們為什麼會有這麼多怕的事情出現呢?
[00:05:11.760 --> 00:05:13.880]  我只是說這一點而已
[00:05:13.880 --> 00:05:16.960]  我們生命可能會怕很多事情
[00:05:16.960 --> 00:05:19.400]  甚至乎容許我這麼說
[00:05:19.400 --> 00:05:22.640]  我們信徒會容易怕人
[00:05:22.640 --> 00:05:23.840]  怕這些事情
[00:05:23.840 --> 00:05:27.800]  是多於怕上帝的
[00:05:27.800 --> 00:05:30.800]  所以我們就經常重複又重複犯錯
[00:05:30.800 --> 00:05:31.520]  當我們每一次
[00:05:31.520 --> 00:05:35.120]  假設有些牧師沒有跟我說過你們的情況
[00:05:35.120 --> 00:05:39.360]  假設我很妒忌別人
[00:05:39.360 --> 00:05:40.960]  我經常妒忌別人
[00:05:40.960 --> 00:05:42.360]  那個人又不好
[00:05:42.360 --> 00:05:45.160]  剛才那個主席又多帥
[00:05:45.160 --> 00:05:46.360]  我又不夠帥
[00:05:46.360 --> 00:05:47.440]  我又妒忌他
[00:05:47.440 --> 00:05:49.000]  主席在哪裡?
[00:05:49.000 --> 00:05:50.160]  我現在看不到他的樣子
[00:05:50.160 --> 00:05:51.560]  我不知道他帥不帥
[00:05:51.560 --> 00:05:55.080]  和男女看美的分別是很不同的
[00:05:55.080 --> 00:05:57.840]  我們很生氣的
[00:05:57.840 --> 00:05:59.400]  每次做主席
[00:05:59.400 --> 00:06:00.680]  他講得不好
[00:06:00.680 --> 00:06:03.600]  背後又說他瞎話
[00:06:03.600 --> 00:06:05.360]  當他做很多事情的時候
[00:06:05.360 --> 00:06:06.920]  其實我們沒有想過
[00:06:06.920 --> 00:06:11.640]  原來背後有位上帝去看著我們
[00:06:11.640 --> 00:06:15.120]  我們有時表面是要敬畏上帝
[00:06:15.120 --> 00:06:17.400]  但實際上我們的生活行為
[00:06:17.400 --> 00:06:18.920]  實踐出來
[00:06:18.920 --> 00:06:20.080]  不是的
[00:06:20.080 --> 00:06:21.480]  求主幫助我們
[00:06:21.480 --> 00:06:23.680]  當我們面對很怕的事情的時候
[00:06:23.680 --> 00:06:25.040]  很多事情我們要反思
[00:06:25.040 --> 00:06:26.640]  究竟我們的生命
[00:06:26.640 --> 00:06:28.640]  究竟怕的事情多一點
[00:06:28.640 --> 00:06:30.040]  怕的人多一點
[00:06:30.040 --> 00:06:31.440]  怕的事情多一點
[00:06:31.440 --> 00:06:33.720]  還是我們要怕上帝多一點
[00:06:33.720 --> 00:06:37.280]  這段經文讓我們值得去反思
[00:06:37.280 --> 00:06:40.080]  接著我們在六章三十節道的記載
[00:06:40.080 --> 00:06:42.280]  你會看到
[00:06:42.280 --> 00:06:45.840]  使徒回來報告一下他的服事
[00:06:45.840 --> 00:06:47.640]  包括了傳道
[00:06:47.640 --> 00:06:48.640]  趕鬼
[00:06:48.640 --> 00:06:49.880]  治病
[00:06:49.880 --> 00:06:52.840]  你會看到有不錯的成績
[00:06:52.840 --> 00:06:54.920]  大家有沒有試過做這些工作?
[00:06:54.920 --> 00:06:56.920]  一講人們就相信耶穌
[00:06:56.920 --> 00:06:59.680]  見到人好像被鬼附身
[00:06:59.680 --> 00:07:00.680]  接著我就
[00:07:00.680 --> 00:07:01.800]  奉耶穌的名字
[00:07:01.800 --> 00:07:04.280]  接著馬上就沒事了
[00:07:04.280 --> 00:07:06.120]  有些人有很嚴重的疾病
[00:07:06.120 --> 00:07:06.920]  我們為他祈禱
[00:07:06.920 --> 00:07:08.360]  他就沒事了
[00:07:08.360 --> 00:07:10.160]  當時這些門徒的服事
[00:07:10.160 --> 00:07:11.840]  或者使徒的服事
[00:07:11.840 --> 00:07:14.480]  他們真的有不錯的成績
[00:07:14.480 --> 00:07:17.480]  如果給你不錯的成績又如何?
[00:07:17.480 --> 00:07:20.560]  我們多開一堂唇拜
[00:07:20.560 --> 00:07:22.080]  起碼多開四五六堂唇拜
[00:07:22.080 --> 00:07:22.960]  因為這麼多人回來
[00:07:22.960 --> 00:07:24.480]  不夠坐
[00:07:24.480 --> 00:07:25.640]  接著我們
[00:07:25.640 --> 00:07:27.560]  又可以趕鬼治病
[00:07:27.560 --> 00:07:29.440]  開一間診所
[00:07:29.440 --> 00:07:31.680]  在座的女士應該沒有做醫生
[00:07:31.680 --> 00:07:34.200]  藥也不用開
[00:07:34.200 --> 00:07:35.480]  給她祈禱
[00:07:35.480 --> 00:07:36.280]  祈禱好肚子
[00:07:36.280 --> 00:07:38.200]  接著她就自然痊癒了
[00:07:38.200 --> 00:07:40.160]  或者在座的女士
[00:07:40.160 --> 00:07:41.400]  你比較年紀大
[00:07:41.400 --> 00:07:43.760]  大家知道年紀大會不會老嗎?
[00:07:43.760 --> 00:07:45.000]  應該知道吧
[00:07:45.000 --> 00:07:46.360]  我們用盡很多方法
[00:07:46.360 --> 00:07:48.480]  令自己保持青春
[00:07:48.480 --> 00:07:49.800]  我們經常
[00:07:49.800 --> 00:07:50.960]  慢慢年紀大
[00:07:50.960 --> 00:07:52.280]  我們抓一些女士
[00:07:52.280 --> 00:07:53.720]  青春常駐
[00:07:53.720 --> 00:07:54.960]  很少抓一些男士
[00:07:54.960 --> 00:07:56.560]  青春常駐
[00:07:56.560 --> 00:07:57.560]  很少
[00:07:57.560 --> 00:07:59.720]  所以我們都想變好的
[00:07:59.720 --> 00:08:01.120]  開一間診所
[00:08:01.120 --> 00:08:02.800]  開美容診所就發達了
[00:08:02.800 --> 00:08:03.600]  我一個祈禱
[00:08:03.600 --> 00:08:04.680]  馬上
[00:08:04.680 --> 00:08:05.960]  叮一聲
[00:08:05.960 --> 00:08:07.160]  進去出來
[00:08:07.160 --> 00:08:08.920]  嘩
[00:08:08.920 --> 00:08:10.240]  假設你看到
[00:08:10.240 --> 00:08:11.240]  馮姑娘在這裡
[00:08:11.240 --> 00:08:12.240]  馮姑娘
[00:08:12.240 --> 00:08:13.520]  進去這間診所
[00:08:13.520 --> 00:08:14.320]  出來之後
[00:08:14.320 --> 00:08:16.000]  變回三十年前的馮姑娘
[00:08:16.000 --> 00:08:17.400]  大家有沒有見過
[00:08:17.400 --> 00:08:18.960]  馮姑娘三十年前是怎樣的?
[00:08:18.960 --> 00:08:20.120]  我就沒有見過
[00:08:20.120 --> 00:08:23.640]  聽聞她應該貌美如花
[00:08:23.640 --> 00:08:27.600]  做這種工作的時候
[00:08:27.600 --> 00:08:30.160]  是要有很好的成績的
[00:08:30.160 --> 00:08:32.840]  不過當你看到六章三十一節的時候
[00:08:32.840 --> 00:08:34.320]  你有一個很大的問號
[00:08:34.320 --> 00:08:35.400]  看這個經文
[00:08:35.400 --> 00:08:39.640]  但耶穌卻要他們停下歇息
[00:08:39.640 --> 00:08:40.640]  有沒有搞錯?
[00:08:40.640 --> 00:08:41.520]  這麼好的成績的時候
[00:08:41.520 --> 00:08:42.640]  突然停下來
[00:08:42.640 --> 00:08:43.840]  煞制
[00:08:43.840 --> 00:08:46.120]  不要做主
[00:08:46.120 --> 00:08:47.640]  為什麼耶穌要這樣做呢?
[00:08:47.640 --> 00:08:49.800]  原來當人
[00:08:49.800 --> 00:08:53.240]  服事得很成功的時候
[00:08:53.240 --> 00:08:53.920]  人就會想
[00:08:53.920 --> 00:08:57.120]  我們要多做一點
[00:08:57.120 --> 00:08:59.800]  為什麼要停下來呢?
[00:08:59.800 --> 00:09:02.120]  但耶穌卻要停下來
[00:09:02.120 --> 00:09:03.320]  因為原來
[00:09:03.320 --> 00:09:06.160]  人很容易越做
[00:09:06.160 --> 00:09:09.760]  就覺得自己越勁抽
[00:09:09.760 --> 00:09:13.840]  越做就覺得自己很厲害
[00:09:13.840 --> 00:09:15.880]  你有沒有幻想過自己
[00:09:15.880 --> 00:09:17.280]  和別人亂說福音
[00:09:17.280 --> 00:09:19.360]  當然我不是叫大家亂說
[00:09:19.360 --> 00:09:25.520]  那些人立即流淚痛哭悔改禱告
[00:09:25.520 --> 00:09:27.280]  可能那些人真的有傳福音的恩賜
[00:09:27.280 --> 00:09:28.480]  但我自己沒有
[00:09:28.480 --> 00:09:30.200]  我自己傳福音
[00:09:30.200 --> 00:09:31.080]  說了幾個小時
[00:09:31.080 --> 00:09:31.920]  捉住那個人
[00:09:31.920 --> 00:09:32.800]  他覺得很煩
[00:09:32.800 --> 00:09:34.480]  說著說著
[00:09:34.480 --> 00:09:36.280]  他還是不相信
[00:09:36.280 --> 00:09:37.560]  接著跟我說
[00:09:37.560 --> 00:09:39.040]  牧師
[00:09:39.040 --> 00:09:42.040]  你讓我下地獄吧
[00:09:42.040 --> 00:09:42.920]  接著
[00:09:42.920 --> 00:09:44.800]  那你發發去吧
[00:09:44.800 --> 00:09:45.920]  有時候
[00:09:45.920 --> 00:09:46.760]  你很想說那些人
[00:09:46.760 --> 00:09:48.520]  一聽你說就相信
[00:09:48.520 --> 00:09:49.600]  但你幻想一下
[00:09:49.600 --> 00:09:50.560]  當你覺得
[00:09:50.560 --> 00:09:51.480]  一個是這樣
[00:09:51.480 --> 00:09:52.360]  兩個是這樣
[00:09:52.360 --> 00:09:53.080]  三個這樣
[00:09:53.080 --> 00:09:55.040]  每個人都說幾句就相信的時候
[00:09:55.040 --> 00:09:56.640]  你覺得自己厲害嗎?
[00:09:56.640 --> 00:09:57.880]  當然厲害
[00:09:57.880 --> 00:10:00.240]  如果我是一個報道家
[00:10:00.240 --> 00:10:01.240]  坐在這裡
[00:10:01.240 --> 00:10:02.800]  有十萬人
[00:10:02.800 --> 00:10:03.480]  OK
[00:10:03.480 --> 00:10:04.320]  一說
[00:10:04.320 --> 00:10:06.280]  十五分鐘
[00:10:06.280 --> 00:10:07.760]  然後全部立即舉手
[00:10:07.760 --> 00:10:08.800]  決戰信耶穌
[00:10:08.800 --> 00:10:10.160]  是不是很厲害?
[00:10:10.160 --> 00:10:11.640]  當然厲害
[00:10:11.640 --> 00:10:13.520]  立即做報道家
[00:10:13.520 --> 00:10:18.200]  不用在教會做一個小牧者
[00:10:18.200 --> 00:10:19.520]  人原來容易
[00:10:19.520 --> 00:10:21.400]  當自己很厲害的時候
[00:10:21.400 --> 00:10:25.440]  就會把這些當作自己的功勞
[00:10:25.440 --> 00:10:27.480]  我多厲害
[00:10:27.480 --> 00:10:29.520]  所以門徒當時
[00:10:29.520 --> 00:10:30.880]  有這些經歷之後
[00:10:30.880 --> 00:10:31.760]  很厲害
[00:10:31.760 --> 00:10:32.600]  傳道又可以
[00:10:32.600 --> 00:10:33.560]  講鬼又可以
[00:10:33.560 --> 00:10:35.160]  自閉又可以
[00:10:35.160 --> 00:10:36.680]  他就會
[00:10:36.680 --> 00:10:38.680]  充分了頭腦
[00:10:38.680 --> 00:10:40.520]  他就不會陷在
[00:10:40.520 --> 00:10:43.360]  上帝的心意裡面
[00:10:43.360 --> 00:10:44.880]  所以這個時候
[00:10:44.880 --> 00:10:47.120]  耶穌就沛一沛他冷水
[00:10:47.120 --> 00:10:49.040]  就叫他們停一停
[00:10:49.040 --> 00:10:50.440]  要歇息一下
[00:10:50.440 --> 00:10:54.120]  甚至去到曠野裡安靜
[00:10:54.120 --> 00:10:56.800]  因為唯有用這樣的方法
[00:10:56.800 --> 00:10:59.320]  人才能夠在上帝面前
[00:10:59.320 --> 00:11:02.280]  去調整自己的心態
[00:11:02.280 --> 00:11:05.080]  人才會開始面對上帝的時候
[00:11:05.080 --> 00:11:06.000]  他才知道什麼叫
[00:11:06.000 --> 00:11:06.720]  Fear God
[00:11:06.720 --> 00:11:10.760]  什麼叫敬畏上帝
[00:11:10.760 --> 00:11:13.280]  有句說話是講
[00:11:13.280 --> 00:11:14.240]  Being
[00:11:14.240 --> 00:11:15.040]  和Doing
[00:11:15.040 --> 00:11:16.440]  我聽過
[00:11:16.440 --> 00:11:19.040]  原來上帝是著重我們的Being
[00:11:19.040 --> 00:11:20.680]  我們的內在生命
[00:11:20.680 --> 00:11:24.480]  比我們為祂做什麼偉大的工作更重要
[00:11:24.480 --> 00:11:26.080]  Doing
[00:11:26.080 --> 00:11:28.880]  生命我們有時候需要停一停
[00:11:28.880 --> 00:11:30.640]  例如我們退下修
[00:11:30.640 --> 00:11:33.600]  去郊外安靜一下
[00:11:33.600 --> 00:11:36.400]  我們才有反思的空間
[00:11:36.400 --> 00:11:38.080]  我們才能夠去到上帝面前
[00:11:38.080 --> 00:11:40.960]  去真真正正謙卑下來
[00:11:40.960 --> 00:11:42.800]  向祂支取力量
[00:11:42.800 --> 00:11:45.080]  我們才能夠認清
[00:11:45.080 --> 00:11:47.520]  我們前面的路要怎樣走
[00:11:47.520 --> 00:11:52.760]  才能夠合乎上帝的心意
[00:11:52.760 --> 00:11:57.680]  去到《馬克福音》六章三十三節的記載
[00:11:57.680 --> 00:12:01.440]  不過最後很多人又發現了耶穌
[00:12:01.440 --> 00:12:03.280]  接著消息傳了出去
[00:12:03.280 --> 00:12:06.560]  很多人馬上跑來見耶穌
[00:12:06.560 --> 00:12:08.880]  耶穌休息完出來
[00:12:08.880 --> 00:12:10.920]  見到很多人
[00:12:10.920 --> 00:12:12.640]  他就憐憫他們
[00:12:12.640 --> 00:12:16.960]  開始開口教訓很多道理給他們聽
[00:12:16.960 --> 00:12:19.640]  接著經文記載
[00:12:19.640 --> 00:12:22.040]  慢慢日落黃昏
[00:12:22.040 --> 00:12:24.080]  天開始晚了
[00:12:24.080 --> 00:12:26.440]  接著正常是怎樣呢?
[00:12:26.440 --> 00:12:28.160]  解散就行了
[00:12:28.160 --> 00:12:30.160]  門徒當然建議解散
[00:12:30.160 --> 00:12:35.240]  但是當你看六章三十七到四十四節的記載
[00:12:35.240 --> 00:12:38.480]  這是一個五餅二魚的神蹟
[00:12:38.480 --> 00:12:39.440]  有沒有留意?
[00:12:39.440 --> 00:12:41.520]  五餅二魚的神蹟發生了
[00:12:41.520 --> 00:12:42.480]  很厲害
[00:12:42.480 --> 00:12:45.360]  甚至乎聖經記載的男人
[00:12:45.360 --> 00:12:46.880]  都有五千人
[00:12:46.880 --> 00:12:52.080]  加起來可能有一個萬人
[00:12:52.080 --> 00:12:54.040]  當你看完這段經文
[00:12:54.040 --> 00:12:55.600]  你會想什麼呢?
[00:12:55.600 --> 00:12:58.360]  一個這麼偉大的神蹟發生
[00:12:58.360 --> 00:13:01.480]  聚集了一個萬人
[00:13:01.480 --> 00:13:03.040]  接著怎樣呢?
[00:13:03.040 --> 00:13:05.000]  又要開幾個教會
[00:13:05.000 --> 00:13:09.840]  接著要團結所有人的力量
[00:13:09.840 --> 00:13:11.400]  很重要
[00:13:11.400 --> 00:13:13.680]  但是到了六章四十五節
[00:13:13.680 --> 00:13:16.480]  耶穌又突然做了另一件事
[00:13:16.480 --> 00:13:18.640]  又是很奇怪的
[00:13:18.640 --> 00:13:19.440]  聖經記載
[00:13:19.440 --> 00:13:22.840]  但耶穌卻催門徒上船
[00:13:22.840 --> 00:13:26.480]  先到達拍菜大王
[00:13:26.480 --> 00:13:27.680]  大家有沒有幻想
[00:13:27.680 --> 00:13:29.120]  如果我是門徒
[00:13:29.120 --> 00:13:32.920]  看到耶穌做了五餅二魚之後的神蹟
[00:13:32.920 --> 00:13:35.240]  這麼多人聚集
[00:13:35.240 --> 00:13:38.200]  大家知不知道很難聚集這麼多人
[00:13:38.200 --> 00:13:42.280]  以前我在香港的學校
[00:13:42.280 --> 00:13:44.640]  我的校長和我很熟
[00:13:44.640 --> 00:13:46.520]  我當然是開玩笑的
[00:13:46.520 --> 00:13:49.320]  他有一次問我
[00:13:49.320 --> 00:13:50.280]  牧師
[00:13:50.280 --> 00:13:51.920]  有沒有辦法
[00:13:51.920 --> 00:13:54.440]  令我們的學生團崇拜
[00:13:54.440 --> 00:13:56.720]  多很多人回來
[00:13:56.720 --> 00:14:00.520]  其實當時也有一群人回來
[00:14:00.520 --> 00:14:02.800]  他想要多些人回來
[00:14:02.800 --> 00:14:04.000]  接著我就開玩笑地說
[00:14:04.000 --> 00:14:05.520]  校長很容易
[00:14:05.520 --> 00:14:07.880]  我們每個星期做些節目就可以了
[00:14:07.880 --> 00:14:08.960]  有什麼節目呢
[00:14:08.960 --> 00:14:11.160]  下星期的節目就是
[00:14:11.160 --> 00:14:14.000]  我們預先跟學生家長說
[00:14:14.000 --> 00:14:17.200]  星期日早上九點半的時候
[00:14:17.200 --> 00:14:20.640]  校長就從第七樓跳下來
[00:14:20.640 --> 00:14:21.600]  跳下來幹什麼
[00:14:21.600 --> 00:14:24.360]  不死就沒事了
[00:14:24.360 --> 00:14:26.280]  就是神的恩典
[00:14:26.280 --> 00:14:26.880]  那些人都過來
[00:14:26.880 --> 00:14:27.960]  我告訴校長
[00:14:27.960 --> 00:14:30.680]  很多學生不喜歡看著你死的照片
[00:14:30.680 --> 00:14:31.320]  他說是
[00:14:31.320 --> 00:14:34.080]  到時我告訴你一定坐無虛席
[00:14:34.080 --> 00:14:37.120]  又或者校長回到現場
[00:14:37.120 --> 00:14:40.080]  表演唱歌
[00:14:40.080 --> 00:14:41.440]  一定很喜歡讓人聽
[00:14:41.440 --> 00:14:43.720]  因為校長唱歌會走音
[00:14:43.720 --> 00:14:44.960]  OK
[00:14:44.960 --> 00:14:46.360]  用這個方法就可以了
[00:14:46.360 --> 00:14:48.080]  同樣我們看到這裡
[00:14:48.080 --> 00:14:50.960]  一個五餅如魚的神蹟
[00:14:50.960 --> 00:14:52.360]  一些方法
[00:14:52.360 --> 00:14:55.640]  令到很多人聚集
[00:14:55.640 --> 00:14:57.280]  正常對於門徒來說
[00:14:57.280 --> 00:14:58.920]  當然不用急
[00:14:58.920 --> 00:15:02.720]  我們這麼多機會去見這些人之後
[00:15:02.720 --> 00:15:04.920]  接著我們慢慢一萬人
[00:15:04.920 --> 00:15:07.280]  二萬人三萬人
[00:15:07.280 --> 00:15:09.320]  你猜誰會怕
[00:15:09.320 --> 00:15:10.920]  當時期
[00:15:10.920 --> 00:15:12.000]  誰會怕
[00:15:12.000 --> 00:15:14.920]  又是剛才一開始的時候
[00:15:14.920 --> 00:15:16.120]  那段經文
[00:15:16.120 --> 00:15:17.720]  六章開始的經文
[00:15:17.720 --> 00:15:19.920]  希律王很怕耶穌
[00:15:19.920 --> 00:15:21.920]  又很怕施洗約翰
[00:15:21.920 --> 00:15:27.400]  當耶穌能夠聚集到這麼多人的時候
[00:15:27.400 --> 00:15:28.520]  誰會怕
[00:15:28.520 --> 00:15:31.640]  希律王就會怕了這批
[00:15:31.640 --> 00:15:34.360]  所謂耶穌黨的人
[00:15:34.360 --> 00:15:37.120]  大家知不知道耶穌的十二門徒
[00:15:37.120 --> 00:15:38.960]  有憤慮黨的西門
[00:15:38.960 --> 00:15:41.040]  那些憤慮黨是搞什麼的
[00:15:41.040 --> 00:15:41.800]  OK
[00:15:41.800 --> 00:15:43.880]  他們要革命的
[00:15:43.880 --> 00:15:48.960]  如果我是當天憤慮黨的門徒
[00:15:48.960 --> 00:15:50.240]  接著你會怎樣
[00:15:50.240 --> 00:15:51.080]  耶穌怎樣
[00:15:51.080 --> 00:15:54.120]  我們這麼容易就聚集過萬人
[00:15:54.120 --> 00:15:55.960]  耶穌明天又搞五餅如魚
[00:15:55.960 --> 00:15:57.000]  七餅六魚
[00:15:57.000 --> 00:15:58.920]  三餅二魚
[00:15:58.920 --> 00:16:00.720]  每天搞這樣的東西
[00:16:00.720 --> 00:16:01.920]  經過一個月後
[00:16:01.920 --> 00:16:04.760]  我們聚集了超過幾十萬人
[00:16:04.760 --> 00:16:05.560]  又怎樣
[00:16:05.560 --> 00:16:07.040]  革命
[00:16:07.040 --> 00:16:11.320]  推翻羅馬政權等等
[00:16:11.320 --> 00:16:14.840]  我幻想當天的門徒是這麼想的
[00:16:14.840 --> 00:16:16.600]  事實上
[00:16:16.600 --> 00:16:20.080]  從約翰福音六章十五節到
[00:16:20.080 --> 00:16:23.000]  你真的可以了解到會發生這樣的事情
[00:16:23.000 --> 00:16:25.440]  因為約翰福音六章十五節到
[00:16:25.440 --> 00:16:32.120]  他說眾人都要來強迫他作王
[00:16:32.120 --> 00:16:33.840]  原來真的有這樣的事情發生
[00:16:33.840 --> 00:16:36.120]  每個人都見到耶穌這麼厲害
[00:16:36.120 --> 00:16:37.080]  耶穌說
[00:16:37.080 --> 00:16:38.280]  你應該作王
