
[00:00:00.000 --> 00:00:02.000]  好開心同大家一齊學習
[00:01:25.000 --> 00:01:29.000]  旅行社一直話絕對冇問題
[00:01:29.000 --> 00:01:31.000]  但係我地錢夠咗
[00:01:31.000 --> 00:01:33.000]  以為可以攞到護照
[00:01:33.000 --> 00:01:37.000]  結果係畀招待兩晚
[00:01:37.000 --> 00:01:41.000]  免貴啲兩晚係監獄裏面
[00:01:41.000 --> 00:01:45.000]  係嗰個時候我先明白到
[00:01:45.000 --> 00:01:48.000]  我有可能要坐25年監
[00:01:48.000 --> 00:01:51.000]  17歲
[00:01:51.000 --> 00:01:55.000]  當時我係印尼係讀左派學校
[00:01:55.000 --> 00:01:58.000]  從來冇任何鬼神
[00:01:58.000 --> 00:02:01.000]  所以一路都唔肯接受
[00:02:01.000 --> 00:02:03.000]  相信父母嗰個神
[00:02:03.000 --> 00:02:07.000]  你咪諗一諗一個17歲年輕人
[00:02:07.000 --> 00:02:09.000]  有可能要坐25年監
[00:02:09.000 --> 00:02:10.000]  我問你
[00:02:10.000 --> 00:02:13.000]  佢嗰個世界係咪崩潰咗
[00:02:13.000 --> 00:02:17.000]  係嗰個時候我冇辦法
[00:02:17.000 --> 00:02:20.000]  我就係偷偷祈禱
[00:02:20.000 --> 00:02:24.000]  求我父母啲神憐憫我
[00:02:24.000 --> 00:02:27.000]  結果坐兩日監
[00:02:27.000 --> 00:02:29.000]  打官司兩年
[00:02:29.000 --> 00:02:32.000]  後尾法官俾我兩個選擇
[00:02:32.000 --> 00:02:35.000]  我地將你趕走
[00:02:35.000 --> 00:02:37.000]  因為你唔係印尼公民
[00:02:37.000 --> 00:02:39.000]  趕你走
[00:02:39.000 --> 00:02:42.000]  或者留低就坐監
[00:02:42.000 --> 00:02:44.000]  你揀邊個呀
[00:02:44.000 --> 00:02:47.000]  趕走好係咩
[00:02:48.000 --> 00:02:51.000]  1965我攞呢張爛紙
[00:02:51.000 --> 00:02:53.000]  你睇下中間係咩
[00:02:53.000 --> 00:02:54.000]  Traveling to Canada
[00:02:54.000 --> 00:02:55.000]  下邊呢
[00:02:55.000 --> 00:02:57.000]  Valid for a single journey
[00:02:57.000 --> 00:02:58.000]  意思係話
[00:02:58.000 --> 00:02:59.000]  你離開印尼
[00:02:59.000 --> 00:03:01.000]  可唔可以返去印尼呀
[00:03:01.000 --> 00:03:02.000]  唔得
[00:03:02.000 --> 00:03:05.000]  Get out
[00:03:05.000 --> 00:03:10.000]  1965我攞呢張爛紙
[00:03:10.000 --> 00:03:12.000]  想去加拿大
[00:03:12.000 --> 00:03:14.000]  用唔容易呀
[00:03:14.000 --> 00:03:16.000]  你要明白1965
[00:03:16.000 --> 00:03:18.000]  加拿大啲移民政策
[00:03:18.000 --> 00:03:20.000]  同而家爭好遠
[00:03:20.000 --> 00:03:23.000]  1965佢係封閉啲移民政策
[00:03:23.000 --> 00:03:26.000]  只係歡迎白種人
[00:03:26.000 --> 00:03:29.000]  有色人種唔歡迎
[00:03:29.000 --> 00:03:32.000]  我唔知係有色人種
[00:03:32.000 --> 00:03:34.000]  係俾人哋趕走
[00:03:34.000 --> 00:03:39.000]  想去加拿大容易咩
[00:03:39.000 --> 00:03:42.000]  當時我攞呢張爛紙
[00:03:42.000 --> 00:03:44.000]  我一啲都唔驚
[00:03:44.000 --> 00:03:45.000]  點解呢
[00:03:45.000 --> 00:03:47.000]  原來個時候
[00:03:47.000 --> 00:03:49.000]  我打官司兩年結束個時候
[00:03:49.000 --> 00:03:51.000]  家姐知道
[00:03:51.000 --> 00:03:53.000]  我可以離開印尼
[00:03:53.000 --> 00:03:57.000]  家姐當時係台灣大學醫學院
[00:03:57.000 --> 00:03:59.000]  畢業移民去加拿大
[00:03:59.000 --> 00:04:01.000]  家姐就寫封信俾我父母
[00:04:01.000 --> 00:04:04.000]  係話願意負責我一切啲費用
[00:04:04.000 --> 00:04:07.000]  因為當時我父母連買飛機票
[00:04:07.000 --> 00:04:09.000]  俾我去加拿大都唔得
[00:04:09.000 --> 00:04:13.000]  家姐咁愛佢個弟弟
[00:04:13.000 --> 00:04:15.000]  願意負責我一切費用
[00:04:15.000 --> 00:04:17.000]  但係我攞呢張紙
[00:04:17.000 --> 00:04:19.000]  可唔可以去加拿大得唔得
[00:04:19.000 --> 00:04:21.000]  唔得
[00:04:21.000 --> 00:04:26.000]  我竟然係去印尼的加拿大領事館
[00:04:26.000 --> 00:04:27.000]  話俾佢聽
[00:04:27.000 --> 00:04:29.000]  家姐願意負責我一切費用
[00:04:29.000 --> 00:04:31.000]  但係我無身份
[00:04:31.000 --> 00:04:34.000]  我話你哋有冇辦法俾我
[00:04:34.000 --> 00:04:36.000]  冇身份去加拿大呀
[00:04:36.000 --> 00:04:40.000]  你覺得呢個青年人係咪莫名其妙呀
[00:04:40.000 --> 00:04:42.000]  佢冇將我趕走
[00:04:42.000 --> 00:04:44.000]  佢竟然同我話
[00:04:44.000 --> 00:04:48.000]  年輕人兩個星期之後你再返嚟
[00:04:48.000 --> 00:04:50.000]  我哋幫你諗一諗
[00:04:50.000 --> 00:04:52.000]  意思係有冇辦法呀
[00:04:52.000 --> 00:04:54.000]  有冇可能呀
[00:04:54.000 --> 00:04:56.000]  嘩 我開唔開心呀
[00:04:56.000 --> 00:04:58.000]  我返去
[00:04:58.000 --> 00:05:00.000]  然後佢就話俾我聽
[00:05:00.000 --> 00:05:02.000]  你既然係一個中國人
[00:05:02.000 --> 00:05:03.000]  你要嚟加拿大
[00:05:03.000 --> 00:05:07.000]  1965當時加拿大只係承認台灣中華民國
[00:05:07.000 --> 00:05:09.000]  唔承認大陸
[00:05:09.000 --> 00:05:11.000]  印尼只係承認大陸
[00:05:11.000 --> 00:05:13.000]  佢承認大陸 唔承認台灣
[00:05:13.000 --> 00:05:18.000]  要係加拿大需要台灣護照
[00:05:18.000 --> 00:05:22.000]  係印尼冇台灣領事館
[00:05:22.000 --> 00:05:24.000]  可唔可以攞到台灣護照
[00:05:24.000 --> 00:05:25.000]  唔可能
[00:05:25.000 --> 00:05:27.000]  加拿大領事館好得不得了
[00:05:27.000 --> 00:05:29.000]  佢話你咁樣情形下
[00:05:29.000 --> 00:05:31.000]  你有冇辦法係泰國或者菲律賓
[00:05:31.000 --> 00:05:33.000]  攞到護照
[00:05:33.000 --> 00:05:36.000]  我諗住我都唔可以離開印尼
[00:05:36.000 --> 00:05:38.000]  點可能可以攞到台灣護照
[00:05:38.000 --> 00:05:41.000]  點可以係菲律賓或者去泰國攞台灣護照
[00:05:41.000 --> 00:05:43.000]  我返屋企同父親講
[00:05:43.000 --> 00:05:46.000]  我父親竟然係話有可能可以
[00:05:46.000 --> 00:05:50.000]  我個名係飛生
[00:05:50.000 --> 00:05:52.000]  係因為我出生果日
[00:05:52.000 --> 00:05:54.000]  我爸爸係菲律賓
[00:05:54.000 --> 00:05:58.000]  我爸爸係菲律賓
[00:05:58.000 --> 00:06:03.000]  曾經係菲律賓第二個最大D華僑學校做校長
[00:06:05.000 --> 00:06:08.000]  我哋49年離開中國
[00:06:08.000 --> 00:06:09.000]  經過香港
[00:06:09.000 --> 00:06:11.000]  50年係印尼
[00:06:11.000 --> 00:06:15.000]  51我爸爸離開菲律賓
[00:06:15.000 --> 00:06:16.000]  係印尼
[00:06:16.000 --> 00:06:21.000]  雖然我父親1951離開菲律賓
[00:06:21.000 --> 00:06:25.000]  1965我父親寫幾封信
[00:06:25.000 --> 00:06:27.000]  竟然可以幫我攞到台灣護照
[00:06:27.000 --> 00:06:30.000]  但係係嗰個時候
[00:06:30.000 --> 00:06:32.000]  台灣同印尼嘅關係
[00:06:32.000 --> 00:06:34.000]  惡化到一個程度
[00:06:35.000 --> 00:06:40.000]  人民政府如果發現到華僑有台灣護照
[00:06:40.000 --> 00:06:43.000]  可以將華僑捉起嚟
[00:06:43.000 --> 00:06:46.000]  當係總計食啲間諜
[00:06:46.000 --> 00:06:50.000]  咁個護照菲律賓攞到
[00:06:50.000 --> 00:06:52.000]  可唔可以寄起印尼
[00:06:52.000 --> 00:06:53.000]  唔得
[00:06:53.000 --> 00:06:55.000]  我就又返去加拿大領事館
[00:06:55.000 --> 00:06:59.000]  佢話呢啲救我係菲律賓或者泰國攞護照我攞到
[00:06:59.000 --> 00:07:02.000]  但係唔可以寄到印尼點算呢
[00:07:02.000 --> 00:07:05.000]  加拿大領事館竟然又話畀我聽
[00:07:05.000 --> 00:07:09.000]  年輕人兩個星期你再返嚟我哋再幫你諗方法
[00:07:09.000 --> 00:07:12.000]  我再返去
[00:07:12.000 --> 00:07:16.000]  佢就話我哋諗到一個好好嘅辦法
[00:07:16.000 --> 00:07:18.000]  你護照唔需要寄起印尼
[00:07:18.000 --> 00:07:20.000]  你係香港有冇親友
[00:07:20.000 --> 00:07:21.000]  最好係香港
[00:07:21.000 --> 00:07:23.000]  如果唔得係泰國都得
[00:07:23.000 --> 00:07:25.000]  我話香港有親友
[00:07:25.000 --> 00:07:29.000]  佢話你先係將你護照由菲律賓寄起香港
[00:07:29.000 --> 00:07:32.000]  然後我哋會寫信畀英國領事館
[00:07:32.000 --> 00:07:36.000]  請英國領事館畀你入香港啲簽證
[00:07:36.000 --> 00:07:39.000]  你去到香港請你嘅親友
[00:07:39.000 --> 00:07:42.000]  將你嘅護照遞到飛機場畀你
[00:07:42.000 --> 00:07:45.000]  你攞到你嗰個護照呢
[00:07:45.000 --> 00:07:48.000]  隔日你可以係香港加拿大領事館
[00:07:48.000 --> 00:07:52.000]  辦你去到加拿大啲簽證
[00:07:52.000 --> 00:07:54.000]  辦法好唔好呀
[00:07:54.000 --> 00:07:58.000]  所以我攞呢張籃紙我一啲都唔怕
[00:07:59.000 --> 00:08:01.000]  印尼你唔要我
[00:08:01.000 --> 00:08:03.000]  但係加拿大要我呀
[00:08:03.000 --> 00:08:06.000]  加拿大好或者印尼好呀
[00:08:06.000 --> 00:08:08.000]  所以我好開心
[00:08:08.000 --> 00:08:10.000]  我攞咗呢張籃紙離開印尼
[00:08:10.000 --> 00:08:12.000]  Bye
[00:08:12.000 --> 00:08:15.000]  我去到香港
[00:08:15.000 --> 00:08:17.000]  入境嗰時英國政府問我
[00:08:17.000 --> 00:08:18.000]  你嗰個護照呢
[00:08:18.000 --> 00:08:20.000]  我嗰個護照喺外邊嗰度
[00:08:20.000 --> 00:08:23.000]  我見到我親友
[00:08:23.000 --> 00:08:24.000]  我話我護照
[00:08:24.000 --> 00:08:26.000]  你知唔知我護照去咗邊度
[00:08:26.000 --> 00:08:29.000]  我親友將護照寄去印尼
[00:08:29.000 --> 00:08:36.000]  1965
[00:08:36.000 --> 00:08:39.000]  11月15號
[00:08:39.000 --> 00:08:41.000]  我到香港
[00:08:41.000 --> 00:08:44.000]  然後1965
[00:08:44.000 --> 00:08:46.000]  9月30號
[00:08:46.000 --> 00:08:49.000]  印尼發生政變
[00:08:49.000 --> 00:08:53.000]  同大陸和好啲
[00:08:53.000 --> 00:08:58.000]  索卡諾總統被索哈托將軍推翻咗
[00:08:58.000 --> 00:09:01.000]  索哈托將軍係同台灣好
[00:09:01.000 --> 00:09:04.000]  所以係香港啲親友太過叻
[00:09:04.000 --> 00:09:07.000]  諗住而家係同台灣好啲政府
[00:09:07.000 --> 00:09:11.000]  就將我個護照寄去印尼
[00:09:11.000 --> 00:09:16.000]  結果英國政府睇到我冇護照
[00:09:16.000 --> 00:09:18.000]  就冚一個印
[00:09:18.000 --> 00:09:21.000]  然後寫住48 hours
[00:09:21.000 --> 00:09:22.000]  睇唔睇中間
[00:09:22.000 --> 00:09:24.000]  48 hours
[00:09:24.000 --> 00:09:27.000]  48小時請你離開香港
[00:09:27.000 --> 00:09:31.000]  當時我唔可以返印尼
[00:09:31.000 --> 00:09:32.000]  唔可以去台灣
[00:09:32.000 --> 00:09:33.000]  唔可以去菲律賓
[00:09:33.000 --> 00:09:34.000]  唔可以去大陸
[00:09:34.000 --> 00:09:39.000]  我48小時要離開香港
[00:09:39.000 --> 00:09:41.000]  當時冇email
[00:09:41.000 --> 00:09:44.000]  我錢都冇咩錢
[00:09:44.000 --> 00:09:46.000]  唯一做咩
[00:09:46.000 --> 00:09:48.000]  姐姐幫我買飛機票
[00:09:48.000 --> 00:09:52.000]  係繼續香港經過東京去加拿大
[00:09:52.000 --> 00:09:54.000]  你諗一諗
[00:09:54.000 --> 00:09:56.000]  你冇護照
[00:09:56.000 --> 00:09:57.000]  有飛機票
[00:09:57.000 --> 00:09:59.000]  可唔可以有香港去東京
[00:09:59.000 --> 00:10:00.000]  得唔得呀
[00:10:00.000 --> 00:10:03.000]  1965我冇護照
[00:10:03.000 --> 00:10:07.000]  我竟然可以上咗Japan Airlines
[00:10:07.000 --> 00:10:10.000]  然後1965
[00:10:10.000 --> 00:10:12.000]  佢最緊要係查你個飛機票
[00:10:12.000 --> 00:10:15.000]  佢唔注意查你個護照
[00:10:16.000 --> 00:10:18.000]  我攞呢張藍紙
[00:10:18.000 --> 00:10:20.000]  我去到東京
[00:10:20.000 --> 00:10:23.000]  當晚冇飛機係加拿大
[00:10:23.000 --> 00:10:26.000]  所以我要係東京落機
[00:10:26.000 --> 00:10:28.000]  東京落機
[00:10:28.000 --> 00:10:30.000]  東京移民
[00:10:30.000 --> 00:10:32.000]  工作問我你個護照係邊度
[00:10:32.000 --> 00:10:34.000]  我話我冇護照
[00:10:34.000 --> 00:10:37.000]  佢以為我聽唔明英文
[00:10:37.000 --> 00:10:39.000]  就帶我去睇護照
[00:10:39.000 --> 00:10:42.000]  點撚實任去其中一本
[00:10:42.000 --> 00:10:45.000]  一本都冇
[00:10:47.000 --> 00:10:52.000]  Japan Airlines個飛行員就被移民官叫去
[00:10:52.000 --> 00:10:56.000]  你地點解第一個冇身份嘅外國人
[00:10:56.000 --> 00:10:58.000]  你入來東京
[00:10:58.000 --> 00:11:02.000]  馬上飛機公司就比發五百美金
[00:11:02.000 --> 00:11:06.000]  1965五百美金係好龐大一個數字
[00:11:06.000 --> 00:11:11.000]  因為嗰晚我要係機場瞓一晚
[00:11:11.000 --> 00:11:14.000]  機場鋰店瞓一晚
[00:11:14.000 --> 00:11:17.000]  佢返號你絕對唔可以離開你鋰店
[00:11:17.000 --> 00:11:22.000]  聽朝我地有移民官會將你直接送去
[00:11:22.000 --> 00:11:24.000]  飛往加拿大嘅飛機
[00:11:24.000 --> 00:11:29.000]  所以我19歲非常重要啲人物
[00:11:29.000 --> 00:11:33.000]  但係我問你
[00:11:33.000 --> 00:11:35.000]  嗰晚我係東京機場
[00:11:35.000 --> 00:11:38.000]  嗰晚我瞓唔瞓到呀
[00:11:38.000 --> 00:11:41.000]  我瞓唔到
[00:11:42.000 --> 00:11:46.000]  如果加拿大政府唔收容我
[00:11:46.000 --> 00:11:49.000]  我去邊度
[00:11:49.000 --> 00:11:53.000]  我成晚我係跪係我床邊
[00:11:53.000 --> 00:11:56.000]  向我父母啲神祈禱
[00:11:56.000 --> 00:12:00.000]  到溫哥華嘅時候
[00:12:00.000 --> 00:12:02.000]  我問你我緊唔緊張
[00:12:02.000 --> 00:12:05.000]  如果加拿大政府唔收容我
[00:12:05.000 --> 00:12:07.000]  我去邊度
[00:12:07.000 --> 00:12:10.000]  到溫哥華嘅時候
[00:12:10.000 --> 00:12:13.000]  大家知道經過移民官口
[00:12:13.000 --> 00:12:15.000]  有好多個移民官係嗰度
[00:12:15.000 --> 00:12:17.000]  我就默默祈禱
[00:12:17.000 --> 00:12:20.000]  我父母啲神
[00:12:20.000 --> 00:12:23.000]  邊一個移民官可以連絡我
[00:12:23.000 --> 00:12:27.000]  我就走上去
[00:12:27.000 --> 00:12:30.000]  嗰個移民官第一句說話
[00:12:30.000 --> 00:12:32.000]  唔係問我你個護照係邊度
[00:12:32.000 --> 00:12:34.000]  第一句說話係你邊度嚟
[00:12:34.000 --> 00:12:36.000]  我話Indonesia 印尼
[00:12:36.000 --> 00:12:40.000]  佢馬上問我印尼政變情形點樣
[00:12:40.000 --> 00:12:43.000]  我就用破碎嘅英文
[00:12:43.000 --> 00:12:46.000]  講印尼政變嘅情形點樣
[00:12:46.000 --> 00:12:49.000]  後尾佢先問我你護照呢
[00:12:49.000 --> 00:12:52.000]  1965年無身份
[00:12:52.000 --> 00:12:56.000]  想由加拿大大門入加拿大
[00:12:56.000 --> 00:12:58.000]  有冇問題
[00:12:58.000 --> 00:13:00.000]  大問題細問題
[00:13:00.000 --> 00:13:02.000]  大問題
[00:13:02.000 --> 00:13:05.000]  你知唔知
[00:13:06.000 --> 00:13:09.000]  當佢第二句說話問我
[00:13:09.000 --> 00:13:11.000]  你個護照呢
[00:13:11.000 --> 00:13:13.000]  我話我無護照
[00:13:13.000 --> 00:13:16.000]  當我一俾佢睇呢張爛紙
[00:13:16.000 --> 00:13:19.000]  你知唔知佢講咩
[00:13:19.000 --> 00:13:21.000]  No problem 無問題
[00:13:21.000 --> 00:13:25.000]  係唔係人後俾人哋趕走嗰啲人
[00:13:25.000 --> 00:13:27.000]  全部人你哋都嚟加拿大
[00:13:27.000 --> 00:13:29.000]  係咪呢個意思呀
[00:13:29.000 --> 00:13:31.000]  當然唔係
[00:13:31.000 --> 00:13:34.000]  呢個移民官就同我講
[00:13:34.000 --> 00:13:36.000]  佢話你知唔知道
[00:13:36.000 --> 00:13:39.000]  雖然我從來未見過你啲面
[00:13:39.000 --> 00:13:43.000]  但係幾個月前你係Jakarta 加拿大領事館
[00:13:43.000 --> 00:13:46.000]  請加拿大領事館幫你
[00:13:46.000 --> 00:13:48.000]  無身份嚟加拿大
[00:13:48.000 --> 00:13:52.000]  你知唔知係領事館裏面攬方法
[00:13:52.000 --> 00:13:54.000]  嗰個就係我
[00:13:54.000 --> 00:13:58.000]  我問你
[00:13:58.000 --> 00:14:01.000]  我父母啲神有冇聽我祈禱
[00:14:02.000 --> 00:14:06.000]  我父母啲神係咪一個精神寄託啲神
[00:14:06.000 --> 00:14:11.000]  但係我話俾你聽我冇因為咁樣信耶穌
[00:14:11.000 --> 00:14:16.000]  所以你會明白我係中學左派學校讀書
[00:14:16.000 --> 00:14:20.000]  孫生洗腦洗得犀唔犀利呀
[00:14:20.000 --> 00:14:23.000]  從來無任何鬼神
[00:14:23.000 --> 00:14:29.000]  我係到加拿大大學二年班嗰時候
[00:14:29.000 --> 00:14:32.000]  我先係信耶穌 大家讀一讀
[00:14:32.000 --> 00:14:47.000]  嗰次我參加一個細細報道會
[00:14:47.000 --> 00:14:52.000]  當我睇到呢段聖經節嗰時候
[00:14:52.000 --> 00:14:56.000]  我就一路流眼淚
[00:14:56.000 --> 00:14:59.000]  我就睇到我係何等剛硬
[00:14:59.000 --> 00:15:05.000]  負阿四面他們因為他們所作的他們不曉得
[00:15:05.000 --> 00:15:08.000]  我唔需要坐廿五年監
[00:15:08.000 --> 00:15:12.000]  我坐監兩日打官司兩年
[00:15:12.000 --> 00:15:15.000]  我唔需要任何國家的護照
[00:15:15.000 --> 00:15:18.000]  我可以由印尼來到香港
[00:15:18.000 --> 00:15:22.000]  經過東京入到加拿大
[00:15:24.000 --> 00:15:28.000]  我先明白到我係何等剛硬
[00:15:28.000 --> 00:15:33.000]  負阿四面他們因為他們所作的他們不曉得
[00:15:33.000 --> 00:15:42.000]  嗰時候我就完全接受我父母的神
[00:15:42.000 --> 00:15:45.000]  不再係我父母的神係我自己的神
[00:15:45.000 --> 00:15:49.000]  因為我受洗之前牧師俾我呢段聖經節
[00:15:49.000 --> 00:15:50.000]  大家讀一讀
[00:15:50.000 --> 00:15:53.000]  因為尊重我的我必崇尚他
[00:15:54.000 --> 00:15:57.000]  藐視我的他必被輕視
[00:15:57.000 --> 00:16:02.000]  我信主之後我就想學習尊重我的神
[00:16:02.000 --> 00:16:06.000]  後來我在加拿大讀書
[00:16:06.000 --> 00:16:10.000]  然後我快要讀完博士之前
[00:16:10.000 --> 00:16:14.000]  我就睇到加拿大國防部
[00:16:14.000 --> 00:16:17.000]  想找新的員工
[00:16:17.000 --> 00:16:21.000]  做飛彈導彈的工作
[00:16:22.000 --> 00:16:28.000]  1974年中國海外的形象好不好
[00:16:28.000 --> 00:16:34.000]  當時我是一個Made in China的唐人
[00:16:34.000 --> 00:16:40.000]  1974年想申請入到加拿大做飛彈導彈的工作
[00:16:40.000 --> 00:16:41.000]  可不可以
[00:16:41.000 --> 00:16:43.000]  機會大不大
[00:16:43.000 --> 00:16:45.000]  我申請
[00:16:45.000 --> 00:16:49.000]  申請表格很簡單一個問題
[00:16:49.000 --> 00:16:51.000]  你有沒有犯過法
[00:16:52.000 --> 00:16:54.000]  我有沒有犯過法
[00:16:54.000 --> 00:16:56.000]  有沒有
[00:16:56.000 --> 00:16:59.000]  當時我已經記得痛
[00:16:59.000 --> 00:17:01.000]  我竟然寫沒有
[00:17:01.000 --> 00:17:04.000]  後來我祈禱神給我
[00:17:04.000 --> 00:17:06.000]  說謊
[00:17:06.000 --> 00:17:07.000]  我有沒有說謊
[00:17:07.000 --> 00:17:10.000]  後來我乖乖寫了一封信
[00:17:10.000 --> 00:17:12.000]  跟國防部說我犯過法
[00:17:12.000 --> 00:17:14.000]  很愛我的父親
[00:17:14.000 --> 00:17:16.000]  聽到我寫那封信
[00:17:16.000 --> 00:17:19.000]  爸爸說兒子你讀完博士為何那麼蠢
[00:17:21.000 --> 00:17:23.000]  爸爸沒有辦法傳給我
[00:17:23.000 --> 00:17:27.000]  結果我竟然入去
[00:17:27.000 --> 00:17:31.000]  當時我算不算年輕
[00:17:31.000 --> 00:17:35.000]  我已經代表加拿大參加北大西洋工業國
[00:17:35.000 --> 00:17:37.000]  飛彈工作小組
[00:17:37.000 --> 00:17:45.000]  這個後來是加拿大外交部後演團體照片
[00:17:45.000 --> 00:17:48.000]  我在哪裏
[00:17:49.000 --> 00:17:51.000]  我坐在前面
[00:17:51.000 --> 00:17:56.000]  如果是團體照片你坐在前面表示甚麼
[00:17:56.000 --> 00:17:58.000]  表示你有資格
[00:17:58.000 --> 00:18:01.000]  為何我可以坐在前面
[00:18:01.000 --> 00:18:04.000]  因為當時我是肖像主管
[00:18:04.000 --> 00:18:07.000]  我是代表加拿大政府
[00:18:07.000 --> 00:18:11.000]  邀請其他各個國家的首席代表
[00:18:11.000 --> 00:18:13.000]  在加拿大外交部開會
[00:18:13.000 --> 00:18:15.000]  我是大會主席
[00:18:15.000 --> 00:18:16.000]  我是加拿大首席代表
[00:18:16.000 --> 00:18:18.000]  所以我可以坐在前面
[00:18:20.000 --> 00:18:25.000]  左邊是北大西洋工業國給我的獎勵
[00:18:25.000 --> 00:18:28.000]  右邊是加拿大國防部給我的獎勵
[00:18:28.000 --> 00:18:33.000]  下邊是加拿大英國美國國防提供合作
[00:18:33.000 --> 00:18:35.000]  我是加拿大首席代表
[00:18:35.000 --> 00:18:38.000]  大家讀一讀
[00:18:50.000 --> 00:18:52.000]  如果你問我人生
[00:18:52.000 --> 00:18:57.000]  我人生最重要的是我敢相信我的上帝
[00:18:57.000 --> 00:19:05.000]  我第一次國防部給我聘請書的時候
[00:19:05.000 --> 00:19:07.000]  你知不知道我不要
[00:19:07.000 --> 00:19:11.000]  我竟然在電話公司做一年
[00:19:11.000 --> 00:19:13.000]  做十個月後再申請
[00:19:13.000 --> 00:19:15.000]  國防部再第二次給我
[00:19:16.000 --> 00:19:20.000]  國防部再第二次給我聘請書
[00:19:20.000 --> 00:19:22.000]  因為時間關係我不要說
[00:19:22.000 --> 00:19:27.000]  為什麼我第一次拒絕國防部給我的聘請書
[00:19:27.000 --> 00:19:29.000]  我是不是神經病
[00:19:29.000 --> 00:19:31.000]  我敢相信我的神
[00:19:31.000 --> 00:19:35.000]  現在我們思想一下陌生的父親
[00:19:35.000 --> 00:19:36.000]  陌生的愛
[00:19:36.000 --> 00:19:38.000]  陌生的美麗人生
[00:19:38.000 --> 00:19:42.000]  剛才我們讀狼子的故事
[00:19:43.000 --> 00:19:46.000]  這個父親有兩個兒子有產業有工作
[00:19:46.000 --> 00:19:49.000]  有去牛洞考量幼兒
[00:19:49.000 --> 00:19:51.000]  是不是一個很美滿的家庭
[00:19:51.000 --> 00:19:52.000]  是不是
[00:19:52.000 --> 00:19:55.000]  但是美中不足
[00:19:55.000 --> 00:19:58.000]  那個小孩爸爸未病死
[00:19:58.000 --> 00:20:00.000]  未病是床上
[00:20:00.000 --> 00:20:02.000]  已經直接跟爸爸說
[00:20:02.000 --> 00:20:06.000]  爸爸請你把我的產業給我
[00:20:06.000 --> 00:20:09.000]  聖經告訴我們
[00:20:09.000 --> 00:20:14.000]  父親就把產業還給他們
[00:20:14.000 --> 00:20:16.000]  我問你
[00:20:16.000 --> 00:20:21.000]  如果我們當中任何父親母親
[00:20:21.000 --> 00:20:22.000]  如果有一天不幸
[00:20:22.000 --> 00:20:24.000]  你的兒子在你未死之前
[00:20:24.000 --> 00:20:27.000]  爸爸請你給我應得產業
[00:20:27.000 --> 00:20:29.000]  你可以不開心嗎
[00:20:29.000 --> 00:20:31.000]  你會不會說
[00:20:31.000 --> 00:20:33.000]  行了我馬上去銀行
[00:20:33.000 --> 00:20:35.000]  開一個支票給你
[00:20:35.000 --> 00:20:37.000]  哪個爸爸是這樣
[00:20:37.000 --> 00:20:38.000]  有沒有
[00:20:39.000 --> 00:20:41.000]  這個父親
[00:20:41.000 --> 00:20:45.000]  是我們中華民族陌生的父親
[00:20:45.000 --> 00:20:48.000]  這個兒子他不要父親的愛
[00:20:48.000 --> 00:20:51.000]  不要家庭的愛
[00:20:51.000 --> 00:20:55.000]  他以為他有應得的權利
[00:20:55.000 --> 00:20:57.000]  父親未死
[00:20:57.000 --> 00:21:00.000]  竟然要產業
[00:21:00.000 --> 00:21:04.000]  這個兒子有沒有良心有沒有好心
[00:21:07.000 --> 00:21:09.000]  當時猶太人
