
[00:00:00.000 --> 00:00:04.280]  所以今天我其實最主要講的一個題目是講「侍奉」
[00:03:21.720 --> 00:03:22.720]  就是懶
[00:03:22.720 --> 00:03:24.540]  免得耽誤人家
[00:03:24.540 --> 00:03:26.140]  有些人很實際
[00:03:26.140 --> 00:03:27.620]  請人吃飯
[00:03:27.620 --> 00:03:29.960]  很多人是這樣做的
[00:03:29.960 --> 00:03:31.140]  有很低調的
[00:03:31.140 --> 00:03:34.320]  特別我知道有很多些夫婦
[00:03:34.320 --> 00:03:39.520]  一直經常都很有愛心地
[00:03:39.520 --> 00:03:42.300]  去幫那些學生請人回來吃飯
[00:03:42.300 --> 00:03:43.940]  煲個湯給他們喝
[00:03:43.940 --> 00:03:46.020]  那些是侍奉來的
[00:03:46.020 --> 00:03:48.960]  然後其他教會崗位
[00:03:48.960 --> 00:03:53.380]  教會性的崗位的侍奉
[00:03:53.380 --> 00:03:54.600]  但問題是
[00:03:54.600 --> 00:03:57.100]  當你侍奉的時候
[00:03:57.100 --> 00:03:59.580]  其實你的動機是甚麼呢
[00:03:59.580 --> 00:04:02.420]  是甚麼推動你去侍奉呢
[00:04:02.420 --> 00:04:04.020]  剛才講那個泥叔
[00:04:04.020 --> 00:04:06.540]  派錢給乞丐那個
[00:04:06.540 --> 00:04:09.140]  有一個人問他
[00:04:09.140 --> 00:04:10.840]  經常幫他兌錢
[00:04:10.840 --> 00:04:11.940]  因為他要兌錢
[00:04:11.940 --> 00:04:14.520]  給20元、30元
[00:04:14.520 --> 00:04:17.180]  有個店舖的老闆經常幫他兌錢
[00:04:17.180 --> 00:04:18.180]  兌散紙
[00:04:18.180 --> 00:04:21.520]  他問他你為甚麼經常派錢
[00:04:21.520 --> 00:04:22.580]  他說沒有甚麼
[00:04:22.580 --> 00:04:25.320]  派錢我身體就好些了
[00:04:25.320 --> 00:04:28.020]  我不知道這個是怎樣的能道
[00:04:28.020 --> 00:04:29.120]  但他說派錢
[00:04:29.120 --> 00:04:29.920]  他身體好
[00:04:29.920 --> 00:04:32.820]  他就繼續做
[00:04:32.820 --> 00:04:34.520]  你侍奉
[00:04:34.520 --> 00:04:37.780]  為甚麼你會繼續侍奉
[00:04:37.780 --> 00:04:39.820]  你音樂的侍奉
[00:04:39.820 --> 00:04:41.320]  或者你關心人
[00:04:41.320 --> 00:04:43.220]  你栽培人
[00:04:43.220 --> 00:04:45.620]  你參與教會的侍奉
[00:04:45.620 --> 00:04:47.420]  要可能拍車指揮
[00:04:47.420 --> 00:04:49.020]  經常要站出去
[00:04:49.020 --> 00:04:50.720]  又要冒著生命危險
[00:04:50.720 --> 00:04:52.620]  因為有些新牌的
[00:04:52.620 --> 00:04:54.320]  你不知道的
[00:04:54.320 --> 00:04:56.520]  還有剛剛早陣子我們開會
[00:04:56.520 --> 00:04:58.620]  有個委員提一提
[00:04:58.620 --> 00:04:59.920]  其實這個是一個
[00:04:59.920 --> 00:05:02.120]  有危險的侍奉
[00:05:02.120 --> 00:05:03.520]  遲些都會講一講
[00:05:03.520 --> 00:05:05.220]  有一個訓練
[00:05:05.220 --> 00:05:06.920]  因為在教會
[00:05:06.920 --> 00:05:08.620]  暫時我們教會裏面
[00:05:08.620 --> 00:05:09.920]  侍奉這個是比較危險的
[00:05:09.920 --> 00:05:12.020]  因為要站出去曬的
[00:05:12.020 --> 00:05:14.420]  你知道太陽很強的
[00:05:14.420 --> 00:05:16.520]  曬得多有些甚麼事
[00:05:16.520 --> 00:05:18.120]  所以即將我們反省到
[00:05:18.120 --> 00:05:20.720]  這個是一個需要注意的問題
[00:05:20.720 --> 00:05:22.420]  所以即將的拍車指揮
[00:05:22.420 --> 00:05:25.720]  可能會掉了一塊不知甚麼東西
[00:05:25.720 --> 00:05:29.920]  塗了一串厚的太陽油才出去
[00:05:29.920 --> 00:05:33.020]  那個是一個Preventive
[00:05:33.020 --> 00:05:38.920]  一些Precaution的東西
[00:05:38.920 --> 00:05:44.020]  所以你侍奉的動機是甚麼呢
[00:05:44.020 --> 00:05:47.220]  你的動力是怎樣來的呢
[00:05:47.220 --> 00:05:49.320]  有些人可能很乾脆地回應
[00:05:49.320 --> 00:05:50.020]  我沒甚麼的
[00:05:50.020 --> 00:05:51.020]  我真的沒甚麼動力
[00:05:51.020 --> 00:05:52.720]  有人叫我做就做
[00:05:52.720 --> 00:05:54.520]  組長叫我做就做
[00:05:54.520 --> 00:05:56.420]  其實我都不是很想做的
[00:05:56.420 --> 00:05:58.520]  不知道有沒有講中你的
[00:05:58.520 --> 00:06:00.520]  有的可能都會有
[00:06:00.520 --> 00:06:04.520]  有些人可能是沒有那個機會
[00:06:04.520 --> 00:06:07.720]  即是沒有叫到他這樣
[00:06:07.720 --> 00:06:09.720]  有這個可能
[00:06:09.720 --> 00:06:11.720]  但有時候可能我們
[00:06:11.720 --> 00:06:17.020]  又會帶著一個顧客的心態
[00:06:17.020 --> 00:06:21.420]  顧客的心態是怎樣的
[00:06:21.420 --> 00:06:22.520]  來到教會
[00:06:22.520 --> 00:06:24.920]  為甚麼你不服務我
[00:06:24.920 --> 00:06:25.920]  那個招待
[00:06:25.920 --> 00:06:27.620]  今早又不笑的
[00:06:27.620 --> 00:06:28.720]  不是 今早好像有笑
[00:06:28.720 --> 00:06:29.720]  即是我這樣講
[00:06:29.720 --> 00:06:30.720]  你又不笑
[00:06:30.720 --> 00:06:32.720]  好像不覺得被歡迎
[00:06:32.720 --> 00:06:35.720]  然後回來又不知怎樣
[00:06:35.720 --> 00:06:37.520]  有一個顧客的心態
[00:06:37.520 --> 00:06:39.920]  即是公不公平
[00:06:39.920 --> 00:06:42.220]  為甚麼我做他不做
[00:06:42.220 --> 00:06:43.220]  為甚麼我做多些
[00:06:43.220 --> 00:06:44.320]  為甚麼偏我多些
[00:06:44.320 --> 00:06:45.620]  但偏他少些
[00:06:45.620 --> 00:06:46.920]  為甚麼我要做多些
[00:06:46.920 --> 00:06:49.220]  即是有一些這樣的心態
[00:06:49.220 --> 00:06:50.020]  我現在的女兒
[00:06:50.020 --> 00:06:52.820]  我都經常聽到女兒有這些聲音
[00:06:52.820 --> 00:06:54.120]  我都不明白那個小女兒
[00:06:54.120 --> 00:06:55.120]  其實她明不明白
[00:06:55.120 --> 00:06:56.520]  甚麼叫公不公平
[00:06:56.520 --> 00:06:59.120]  我發覺她都是跟姐姐講的
[00:06:59.120 --> 00:07:00.120]  但很自然就說
[00:07:00.120 --> 00:07:01.420]  不公平的
[00:07:01.420 --> 00:07:04.220]  那為甚麼不公平
[00:07:04.220 --> 00:07:07.520]  那為甚麼不公平 老婆 記不記得
[00:07:07.520 --> 00:07:08.520]  我都不知
[00:07:08.520 --> 00:07:10.520]  有時就聽到說不公平
[00:07:10.520 --> 00:07:14.920]  都不知為甚麼不公平
[00:07:14.920 --> 00:07:15.820]  另外有些人
[00:07:15.820 --> 00:07:18.120]  侍奉他就很拼命的
[00:07:18.120 --> 00:07:20.120]  即是很拼命
[00:07:20.120 --> 00:07:21.420]  拼命就是
[00:07:21.420 --> 00:07:25.120]  因為沒有我怎麼行
[00:07:25.120 --> 00:07:26.320]  我當然要拼命些
[00:07:26.320 --> 00:07:29.420]  沒有我不行
[00:07:29.420 --> 00:07:34.420]  還有一些在侍奉上去單憑自己的經驗
[00:07:34.420 --> 00:07:35.420]  以前是這樣做
[00:07:35.420 --> 00:07:36.920]  一直做下去都可以的
[00:07:36.920 --> 00:07:38.120]  那就繼續這樣做
[00:07:38.120 --> 00:07:39.420]  單憑那個經驗
[00:07:39.420 --> 00:07:43.020]  我不是說經驗不好不重要
[00:07:43.020 --> 00:07:47.720]  經驗是經年累月這樣去聚積回來的
[00:07:47.720 --> 00:07:50.320]  是很重要的東西
[00:07:50.320 --> 00:07:54.020]  但我是說單憑經驗就不行了
[00:07:54.020 --> 00:07:55.220]  就很危險
[00:07:55.220 --> 00:07:57.120]  一來這個世界會變
[00:07:57.120 --> 00:08:00.120]  即是方法會不同的
[00:08:00.120 --> 00:08:02.120]  我都不時聽一些
[00:08:02.120 --> 00:08:03.520]  即是弟兄講
[00:08:03.520 --> 00:08:04.720]  即是他的醫療方面
[00:08:04.720 --> 00:08:10.220]  他說十年前講的做法OK的
[00:08:10.220 --> 00:08:12.320]  十年之後其實有一些新的方法
[00:08:12.320 --> 00:08:13.520]  就說以前那些不行
[00:08:13.520 --> 00:08:15.920]  以前那些不對
[00:08:15.920 --> 00:08:19.920]  所以未必說一定憑以往所做得的
[00:08:19.920 --> 00:08:21.320]  就繼續做就一定行
[00:08:21.320 --> 00:08:22.720]  不是這樣
[00:08:22.720 --> 00:08:27.320]  二來如果我們單憑經驗的時候
[00:08:27.320 --> 00:08:30.620]  往往我們所依靠的
[00:08:30.620 --> 00:08:31.620]  特別講到侍奉
[00:08:31.620 --> 00:08:32.920]  屬靈的侍奉
[00:08:32.920 --> 00:08:35.520]  如果我們往往單憑經驗的時候
[00:08:35.520 --> 00:08:37.420]  我們侍奉的話
[00:08:37.420 --> 00:08:40.620]  我們就會依靠了什麼
[00:08:40.620 --> 00:08:42.020]  依靠了經驗
[00:08:42.020 --> 00:08:43.720]  就不是依靠神
[00:08:43.720 --> 00:08:46.520]  我們在門徒訓練的小組
[00:08:46.520 --> 00:08:48.420]  都通常有一個學期
[00:08:48.420 --> 00:08:50.520]  就會分享我的侍奉
[00:08:50.520 --> 00:08:56.320]  問一些人侍奉的心態、動機
[00:08:56.320 --> 00:09:00.420]  我發覺共通的一件事就是
[00:09:00.420 --> 00:09:02.720]  如果自己覺得做得幾好的
[00:09:02.720 --> 00:09:03.920]  或者自己有把握的
[00:09:03.920 --> 00:09:06.920]  通常都放少一些祈禱的時間
[00:09:06.920 --> 00:09:07.920]  是不是
[00:09:07.920 --> 00:09:09.720]  即是你做得很好的
[00:09:09.720 --> 00:09:10.720]  你駕駛車
[00:09:10.720 --> 00:09:13.620]  即是自問駕駛了20年車很行的
[00:09:13.620 --> 00:09:17.920]  你用不用站半個小時才開車
[00:09:17.920 --> 00:09:19.620]  有沒有人這樣的
[00:09:19.620 --> 00:09:21.420]  我以前初初考到車
[00:09:21.420 --> 00:09:26.620]  我都買了一個為駕車的人祈禱
[00:09:26.620 --> 00:09:28.320]  我就一定都貼在那裏
[00:09:28.320 --> 00:09:30.320]  因為那些新牌就貼在那裏
[00:09:30.320 --> 00:09:31.320]  一定祈禱
[00:09:31.320 --> 00:09:33.120]  祈完禱然後就開車
[00:09:33.120 --> 00:09:34.620]  不過結果都撞車
[00:09:34.620 --> 00:09:38.820]  那是人的問題
[00:09:38.820 --> 00:09:41.320]  以前都撞得幾多下的
[00:09:41.320 --> 00:09:42.620]  我當時有一次
[00:09:42.620 --> 00:09:44.320]  即是考到就撞
[00:09:44.320 --> 00:09:46.320]  即是一次就考到就搞定
[00:09:46.320 --> 00:09:47.920]  所以反而考多幾次
[00:09:47.920 --> 00:09:49.320]  有些人順便講一下
[00:09:49.320 --> 00:09:52.320]  其實考多幾次不是一個問題
[00:09:52.320 --> 00:09:53.320]  反而小心一點
[00:09:53.320 --> 00:09:54.320]  我不知道對不對這個道理
[00:09:54.320 --> 00:09:57.320]  Jason教車
[00:09:57.320 --> 00:10:01.320]  我老婆考了很多次
[00:10:01.320 --> 00:10:03.320]  她反而沒怎麼撞車
[00:10:03.320 --> 00:10:04.320]  我一次搞定
[00:10:04.320 --> 00:10:05.320]  即是撞很多次
[00:10:05.320 --> 00:10:06.320]  又total loss
[00:10:06.320 --> 00:10:07.320]  又上停
[00:10:07.320 --> 00:10:08.320]  又停牌
[00:10:08.320 --> 00:10:12.320]  不過那些是不小心的
[00:10:12.320 --> 00:10:15.320]  即不是追走那些東西
[00:10:20.320 --> 00:10:23.320]  有時單單依靠那個經驗的時候
[00:10:23.320 --> 00:10:26.320]  我們不懂得去依靠上帝
[00:10:26.320 --> 00:10:30.320]  所以今天跟大家分享
[00:10:30.320 --> 00:10:33.320]  即是詩篇一百篇
[00:10:33.320 --> 00:10:37.320]  我們一起讀一讀好嗎
[00:10:37.320 --> 00:10:39.320]  投影是不是還有
[00:10:39.320 --> 00:10:41.320]  我們可以飛一飛去看一看那個經文
[00:10:41.320 --> 00:10:43.320]  我們大家一起再讀
[00:10:44.320 --> 00:11:11.320]  「天下當向耶和華歡呼」
[00:11:11.320 --> 00:11:14.320]  「因為耶和華本位先」
[00:11:14.320 --> 00:11:16.320]  「祂的慈愛傳到永遠」
[00:11:16.320 --> 00:11:19.320]  「祂的信實直到萬代」
[00:11:19.320 --> 00:11:20.320]  在這個詩篇裏面
[00:11:20.320 --> 00:11:23.320]  我看到三樣東西值得我們去反省
[00:11:23.320 --> 00:11:25.320]  即是特別我們侍奉的
[00:11:25.320 --> 00:11:27.320]  侍奉上帝的
[00:11:27.320 --> 00:11:28.320]  第一樣東西
[00:11:28.320 --> 00:11:31.320]  它一直說其實神為我們預備最好的
[00:11:31.320 --> 00:11:34.320]  你看到第二第三節
[00:11:34.320 --> 00:11:39.320]  我們看到神是為我們預備最好的東西
[00:11:39.320 --> 00:11:42.320]  祂是供應我們的那位上帝
[00:11:42.320 --> 00:11:47.320]  第二樣是說神要我們單單的侍奉祂
[00:11:47.320 --> 00:11:50.320]  神要我們單單的侍奉祂
[00:11:50.320 --> 00:11:55.320]  神是我們唯一應該侍奉的隊長
[00:11:55.320 --> 00:11:57.320]  第三最後是說
[00:11:57.320 --> 00:12:01.320]  神由始至終都是守信用的神
[00:12:01.320 --> 00:12:03.320]  最後那節第五節那裏說
[00:12:03.320 --> 00:12:05.320]  祂的慈愛傳到永遠
[00:12:05.320 --> 00:12:07.320]  祂的信實直到萬代
[00:12:09.320 --> 00:12:11.320]  第一
[00:12:11.320 --> 00:12:13.320]  神為我們預備最好的東西
[00:12:13.320 --> 00:12:15.320]  剛才詩篇那裏說
[00:12:15.320 --> 00:12:18.320]  祂御眾心腸提醒我們
[00:12:18.320 --> 00:12:20.320]  祂說我們每一個人都是屬神的
[00:12:20.320 --> 00:12:23.320]  都是屬於神的
[00:12:23.320 --> 00:12:24.320]  從神那裏來的
[00:12:24.320 --> 00:12:28.320]  我們是屬於祂的
[00:12:28.320 --> 00:12:30.320]  神是我們的好木人
[00:12:30.320 --> 00:12:32.320]  我們是祂的羊
[00:12:32.320 --> 00:12:33.320]  好木羊
[00:12:33.320 --> 00:12:36.320]  好木人為羊寫命
[00:12:36.320 --> 00:12:39.320]  羅馬書那裏說
[00:12:39.320 --> 00:12:42.320]  我想可能如果你都熟悉這段經文
[00:12:42.320 --> 00:12:44.320]  羅馬書八章三十二節
[00:12:44.320 --> 00:12:47.320]  神既不愛惜自己的兒子
[00:12:47.320 --> 00:12:49.320]  為我們眾人寫了
[00:12:49.320 --> 00:12:51.320]  豈不也把萬物和他
[00:12:51.320 --> 00:12:54.320]  一同白白的賜給我們嗎
[00:12:54.320 --> 00:12:56.320]  神愛我們
[00:12:56.320 --> 00:13:01.320]  祂願意給最好的東西我們
[00:13:01.320 --> 00:13:03.320]  神為我們預備的
[00:13:03.320 --> 00:13:07.320]  是你的眼睛可能未見過
[00:13:07.320 --> 00:13:10.320]  這是羅馬書那裏說
[00:13:10.320 --> 00:13:11.320]  神為我們預備的
[00:13:11.320 --> 00:13:13.320]  是眼睛未曾看見
[00:13:13.320 --> 00:13:18.320]  耳朵也未曾聽見
[00:13:18.320 --> 00:13:21.320]  這個觀念很重要
[00:13:21.320 --> 00:13:24.320]  剛才領師Angus說
[00:13:24.320 --> 00:13:27.320]  這段時間經常有些反省
[00:13:27.320 --> 00:13:30.320]  他說很看眼前的東西
[00:13:30.320 --> 00:13:33.320]  但神又教他
[00:13:33.320 --> 00:13:34.320]  的確是的
[00:13:34.320 --> 00:13:37.320]  我們都是看眼前的多
[00:13:37.320 --> 00:13:41.320]  你看不看到一個月之後發生甚麼事
[00:13:41.320 --> 00:13:44.320]  你看不看到半年之後發生甚麼事
[00:13:44.320 --> 00:13:45.320]  看不到
[00:13:45.320 --> 00:13:47.320]  你可以有計劃
[00:13:47.320 --> 00:13:49.320]  但是你那個計劃
[00:13:49.320 --> 00:13:51.320]  是否能夠實行出來
[00:13:51.320 --> 00:13:52.320]  你控制不到
[00:13:52.320 --> 00:13:54.320]  所以你看不到的
[00:13:54.320 --> 00:13:55.320]  你看不到半年之後
[00:13:55.320 --> 00:13:57.320]  你看不到一年之後
[00:13:57.320 --> 00:14:00.320]  你看不到五年之後
[00:14:00.320 --> 00:14:03.320]  在一些公司或企業裏面
[00:14:03.320 --> 00:14:05.320]  經常說要有計劃
[00:14:05.320 --> 00:14:06.320]  五年計劃
[00:14:06.320 --> 00:14:07.320]  十年計劃
[00:14:07.320 --> 00:14:10.320]  但現在我越來越聽得多
[00:14:10.320 --> 00:14:13.320]  特別是一些較大的教會
[00:14:13.320 --> 00:14:14.320]  都會覺得
[00:14:14.320 --> 00:14:16.320]  我們未來五年有甚麼目標
[00:14:16.320 --> 00:14:18.320]  十年有甚麼目標
[00:14:18.320 --> 00:14:20.320]  那個觀念本身都是好的
[00:14:20.320 --> 00:14:25.320]  即是有一個很積極的意圖
[00:14:25.320 --> 00:14:27.320]  我們計劃希望是這樣
[00:14:27.320 --> 00:14:29.320]  我覺得是好的
[00:14:29.320 --> 00:14:31.320]  那個背後的意圖
[00:14:31.320 --> 00:14:34.320]  但是我又越來越看得多
[00:14:34.320 --> 00:14:36.320]  現在很多大的教會
[00:14:36.320 --> 00:14:39.320]  他說不要再講甚麼五年計劃
[00:14:39.320 --> 00:14:40.320]  你講不到
[00:14:40.320 --> 00:14:41.320]  你可以計劃
[00:14:41.320 --> 00:14:44.320]  但很多時候那些東西是出現不到
[00:14:44.320 --> 00:14:46.320]  或者發生不到
[00:14:46.320 --> 00:14:48.320]  金融海嘯
[00:14:48.320 --> 00:14:50.320]  幾年前沒有人預計到
[00:14:50.320 --> 00:14:52.320]  這些天災
[00:14:52.320 --> 00:14:55.320]  美國剛剛之前有些人說
[00:14:55.320 --> 00:14:57.320]  那個真是perfect storm
[00:14:57.320 --> 00:15:00.320]  之前有齣戲叫perfect storm
[00:15:00.320 --> 00:15:03.320]  早陣子美國那個很厲害
[00:15:03.320 --> 00:15:07.320]  然後新聞還訪問寫perfect storm
[00:15:07.320 --> 00:15:09.320]  那本小說的人
[00:15:09.320 --> 00:15:12.320]  這個是不是真的像perfect storm呢
[00:15:12.320 --> 00:15:13.320]  這個storm來
[00:15:13.320 --> 00:15:15.320]  幾百萬人沒有電
[00:15:15.320 --> 00:15:17.320]  然後不知道死了多少人
[00:15:17.320 --> 00:15:19.320]  又損失不知道多少十億
[00:15:19.320 --> 00:15:20.320]  多少百億的經濟
[00:15:20.320 --> 00:15:23.320]  那些東西你完全是預計不到
[00:15:23.320 --> 00:15:25.320]  計劃不到
[00:15:25.320 --> 00:15:30.320]  但我們可以有信心
[00:15:30.320 --> 00:15:31.320]  所以我今天講
[00:15:31.320 --> 00:15:35.320]  其實我們侍奉是因為我們相信神
[00:15:35.320 --> 00:15:37.320]  是因為信心
[00:15:37.320 --> 00:15:39.320]  或者是憑信
[00:15:39.320 --> 00:15:41.320]  來去侍奉主
[00:15:41.320 --> 00:15:44.320]  不是因為我們看到
[00:15:44.320 --> 00:15:47.320]  不是說因為現在是怎樣
[00:15:47.320 --> 00:15:51.320]  而是因為我們相信神為我們預備最好的
[00:15:51.320 --> 00:15:53.320]  很多時候我們會抓得很緊
[00:15:53.320 --> 00:15:59.320]  如果那個人還沒有拍拖
[00:15:59.320 --> 00:16:03.320]  就會覺得我和他開始關係就好了
[00:16:03.320 --> 00:16:08.320]  他是我眼見過最好的
[00:16:08.320 --> 00:16:09.320]  他就最好了
[00:16:09.320 --> 00:16:13.320]  或者我如果做到那份工就行
[00:16:13.320 --> 00:16:15.320]  我做到那份工
[00:16:15.320 --> 00:16:17.320]  或者我達到那個職位
[00:16:17.320 --> 00:16:19.320]  那個level
[00:16:19.320 --> 00:16:21.320]  這樣就行了
[00:16:21.320 --> 00:16:24.320]  那輛車
[00:16:24.320 --> 00:16:26.320]  開到那輛車就帥了
[00:16:26.320 --> 00:16:32.320]  或者住到那一區
[00:16:32.320 --> 00:16:34.320]  可以進去那一區住
[00:16:34.320 --> 00:16:36.320]  這樣就開心了
[00:16:36.320 --> 00:16:39.320]  但是神說什麼
[00:16:39.320 --> 00:16:41.320]  神說那些東西還不夠好
[00:16:41.320 --> 00:16:43.320]  你可能覺得已經很好了
[00:16:43.320 --> 00:16:45.320]  其實不是這麼好
[00:16:45.320 --> 00:16:46.320]  還不夠好
[00:16:46.320 --> 00:16:49.320]  因為神為那些祂愛的人
[00:16:49.320 --> 00:16:52.320]  或者愛祂的人所預備的
[00:16:52.320 --> 00:16:54.320]  是祂的眼未曾見過
[00:16:54.320 --> 00:16:57.320]  耳朵也未曾聽過
[00:16:57.320 --> 00:17:00.320]  所以如果你這麼快咬定
[00:17:00.320 --> 00:17:03.320]  有了這件事就最好了
[00:17:03.320 --> 00:17:05.320]  那我希望你再想過
[00:17:05.320 --> 00:17:09.320]  你說明年有這個計劃
[00:17:09.320 --> 00:17:11.320]  這樣這樣這樣就最好了
[00:17:11.320 --> 00:17:14.320]  我今天給你一個問號
[00:17:14.320 --> 00:17:15.320]  再問一問
[00:17:15.320 --> 00:17:17.320]  是不是那件事真是最好的
[00:17:17.320 --> 00:17:19.320]  我想未必
[00:17:19.320 --> 00:17:21.320]  因為神為我們預備的
[00:17:21.320 --> 00:17:24.320]  最好的那件事是你想不到的
[00:17:24.320 --> 00:17:26.320]  是你想像不到的
[00:17:26.320 --> 00:17:29.320]  所以求神幫助我們
[00:17:29.320 --> 00:17:30.320]  因為如果不是
[00:17:30.320 --> 00:17:32.320]  我們拿著那些以為是最好的東西
[00:17:32.320 --> 00:17:33.320]  怎樣呀
[00:17:33.320 --> 00:17:35.320]  當最好的東西出現的時候
[00:17:35.320 --> 00:17:36.320]  我們就會錯過了
[00:17:36.320 --> 00:17:39.320]  因為已經拿著那件事放不下
[00:17:39.320 --> 00:17:41.320]  是不是
[00:17:41.320 --> 00:17:42.320]  第二方面
[00:17:42.320 --> 00:17:45.320]  神要求我們單單的侍奉祂
[00:17:45.320 --> 00:17:47.320]  侍奉的目標
[00:17:47.320 --> 00:17:48.320]  是在說神
[00:17:48.320 --> 00:17:49.320]  但是很多時候
[00:17:49.320 --> 00:17:52.320]  我們侍奉是在做什麼
[00:17:52.320 --> 00:17:53.320]  是在服侍自己的
[00:17:53.320 --> 00:17:55.320]  服侍自己的
[00:17:55.320 --> 00:17:57.320]  權力
[00:17:57.320 --> 00:17:59.320]  其實來不來去都是那些東西
[00:17:59.320 --> 00:18:02.320]  可能是在服務自己的
[00:18:02.320 --> 00:18:04.320]  那個面子
[00:18:04.320 --> 00:18:07.320]  有些人可能是背後
[00:18:07.320 --> 00:18:09.320]  他成長的過程裏面
[00:18:09.320 --> 00:18:12.320]  一些的經歷
[00:18:12.320 --> 00:18:13.320]  一路推動他
[00:18:13.320 --> 00:18:15.320]  要做好一點 做好一點
