
[00:00:00.000 --> 00:00:04.020]  掙扎 你問我 我都有很多掙扎
[00:02:08.860 --> 00:02:14.060]  他剛剛按了牧師的一年之後
[00:02:14.060 --> 00:02:17.280]  他就開始嚴重的抑鬱
[00:02:17.280 --> 00:02:19.360]  去到一個地步他要提早退休
[00:02:19.360 --> 00:02:21.740]  他沒辦法再做下去
[00:02:21.740 --> 00:02:26.120]  然後當他太太中風在醫院
[00:02:26.120 --> 00:02:28.620]  他更加發得厲害
[00:02:28.620 --> 00:02:31.300]  結果要進去精神病醫院
[00:02:31.300 --> 00:02:34.920]  因為他有衰端 他想自殺
[00:02:34.920 --> 00:02:39.580]  我昨天看著他太太的遺體
[00:02:39.580 --> 00:02:43.900]  其實對我來說 我都忍不住在哭
[00:02:43.900 --> 00:02:47.200]  原因就是說 一對這麼好的夫妻
[00:02:47.200 --> 00:02:51.100]  這麼愛主 在教會那邊一直去侍奉
[00:02:51.100 --> 00:02:53.820]  侍奉的年份超過我的年份
[00:02:53.820 --> 00:02:56.580]  因為他從中學開始已經開始侍奉
[00:02:56.580 --> 00:02:58.860]  雖然他不是一個所謂的全職
[00:02:58.860 --> 00:03:03.200]  但是他對神的心五十幾年 六十年
[00:03:03.200 --> 00:03:05.740]  從來沒有變過
[00:03:05.740 --> 00:03:09.240]  甚至有些被他牧養過的弟兄姊妹
[00:03:09.240 --> 00:03:16.020]  他們跟我說 他帶茶經那種嚴謹 那種細微
[00:03:16.020 --> 00:03:19.460]  那種對弟兄姊妹的祝福 那種幫助
[00:03:19.460 --> 00:03:22.100]  那些弟兄姊妹都無法忘記
[00:03:22.100 --> 00:03:24.880]  我說 神啊 為什麼會這樣?
[00:03:24.880 --> 00:03:27.960]  我看著那個遺體 有時心裡邊想
[00:03:27.960 --> 00:03:31.000]  神啊 一個這麼好的音樂家
[00:03:31.000 --> 00:03:32.940]  他太太是一個音樂家
[00:03:32.940 --> 00:03:37.600]  彈琴各方面都很精彩的一個人
[00:03:37.600 --> 00:03:41.300]  而她先生是一個這麼精彩的一個牧者
[00:03:41.300 --> 00:03:44.120]  我說 主啊 為什麼不可以多給他們幾年
[00:03:44.120 --> 00:03:47.580]  可以在整個國度那邊去侍奉?
[00:03:47.580 --> 00:03:53.640]  當然 我這樣問是完全出自我自己內心
[00:03:53.640 --> 00:03:59.320]  跟他們這對夫婦那種的認識 那種的感受
[00:03:59.320 --> 00:04:04.240]  所以我今天的題目就叫「掙扎」
[00:04:04.240 --> 00:04:08.500]  而我們明白 在人生裡邊 我們時時刻刻
[00:04:08.500 --> 00:04:11.460]  其實都面對很多的掙扎
[00:04:11.460 --> 00:04:15.220]  當然「掙扎」這個字 我嘗試去上網
[00:04:15.220 --> 00:04:17.780]  去查一下究竟為什麼要掙扎
[00:04:17.780 --> 00:04:20.140]  如果在網上就說
[00:04:20.140 --> 00:04:24.920]  「掙扎」是有盡力支撐或者擺脫的意思
[00:04:24.920 --> 00:04:30.720]  就是無論你頂住 或者想離開 都是掙扎
[00:04:30.720 --> 00:04:33.560]  對我來說 我覺得原來掙扎是
[00:04:33.560 --> 00:04:35.800]  在任何時候都可以出現
[00:04:35.800 --> 00:04:38.220]  當然 今天我說耶穌
[00:04:38.220 --> 00:04:40.320]  耶穌在祂侍奉的三年裡邊
[00:04:40.320 --> 00:04:44.300]  我們都明白 其實祂都不斷地有掙扎
[00:04:44.300 --> 00:04:48.280]  而我今天跟大家說 祂最後的掙扎
[00:04:48.280 --> 00:04:50.480]  也是一個最嚴重的掙扎
[00:04:50.480 --> 00:04:54.000]  就是去到哈西瑪利園的那個祈禱
[00:04:54.000 --> 00:04:58.040]  為什麼我們人
[00:04:58.040 --> 00:05:00.900]  為什麼上帝要我們人要有掙扎呢?
[00:05:00.900 --> 00:05:02.360]  有時候我們都會這樣
[00:05:02.360 --> 00:05:04.540]  特別在生與死的時候
[00:05:04.540 --> 00:05:07.320]  好像我昨天特別面對一個
[00:05:07.320 --> 00:05:11.420]  自己很感恩的一對夫婦
[00:05:11.420 --> 00:05:13.640]  面對生與死的那種感覺
[00:05:13.640 --> 00:05:16.460]  面對她嚴重的抑鬱的那種感覺的時候
[00:05:16.460 --> 00:05:18.800]  我都崇神過神了 現在可不可以醫好她?
[00:05:18.800 --> 00:05:20.920]  我真的 我跟她兒子說
[00:05:20.920 --> 00:05:22.600]  我說我可不可以見一下她的爸爸?
[00:05:22.600 --> 00:05:26.320]  他說不行 這個時候真的見不到
[00:05:26.320 --> 00:05:30.620]  我說我可不可以去真的見一下她?
[00:05:30.620 --> 00:05:35.660]  但是去到昨天晚上 我在九龍東港島
[00:05:35.660 --> 00:05:39.400]  因為九龍東星期五晚多了一個崇拜
[00:05:39.400 --> 00:05:42.420]  昨天就去了九龍東港島
[00:05:42.420 --> 00:05:46.580]  講完到九點半 梁牧師很好
[00:05:46.580 --> 00:05:48.720]  他說 梁牧師不如載你回家吧
[00:05:48.720 --> 00:05:50.800]  因為他知道我年紀開始大了
[00:05:50.800 --> 00:05:53.300]  都是不要坐的士的 他載我回家
[00:05:53.300 --> 00:05:57.320]  我說那當然好 不用我走
[00:05:57.320 --> 00:06:01.520]  誰知道我就收到電話 在車上收到電話
[00:06:01.520 --> 00:06:11.420]  也有另一個中學同學 她託人打電話給我
[00:06:11.420 --> 00:06:16.680]  她託那個是我們的中學師姐
[00:06:16.680 --> 00:06:20.540]  其實我不認識她的 她打電話找我
[00:06:20.540 --> 00:06:24.360]  昨天終於找到我的電話 就打電話給我
[00:06:24.360 --> 00:06:27.440]  她就說 梁牧師 你可不可以見一見
[00:06:27.440 --> 00:06:32.740]  我同級的那個同學 我說什麼事啊 見他
[00:06:32.740 --> 00:06:38.260]  她說她的背景是臨床心理學家
[00:06:38.260 --> 00:06:41.640]  她在懲教署做的 高級
[00:06:41.640 --> 00:06:48.560]  就是專門幫一些邊青做輔導的
[00:06:48.560 --> 00:06:50.860]  同樣她是一個很正向的人
[00:06:50.860 --> 00:06:53.820]  她很多時候都會講正向心理
[00:06:53.820 --> 00:06:58.620]  幾十年 很出色
[00:06:58.620 --> 00:07:05.700]  她說 她忽然幾年前又開始有些抑鬱
[00:07:05.700 --> 00:07:10.880]  甚至要提早退休 我說不是吧
[00:07:10.880 --> 00:07:16.160]  一天裡面兩個不同的感受都是我的同學
[00:07:16.160 --> 00:07:20.080]  而這個臨床心理學家
[00:07:20.080 --> 00:07:24.080]  我會約了下星期去探望他
[00:07:24.080 --> 00:07:27.200]  他這個時候還沒有信耶穌
[00:07:27.200 --> 00:07:29.220]  所以他突然會為我祈禱
[00:07:29.220 --> 00:07:31.740]  我真的希望他能夠信耶穌
[00:07:31.740 --> 00:07:34.340]  我就問他 我問那個師姐
[00:07:34.340 --> 00:07:39.680]  師姐 為什麼你要找我啊 我退休了
[00:07:39.680 --> 00:07:42.020]  她說她都不知道為什麼
[00:07:42.020 --> 00:07:47.380]  她說因為我的同學有一天在QM醫院去看病
[00:07:47.380 --> 00:07:50.160]  因為她現在定期去看病
[00:07:50.160 --> 00:07:54.540]  她忽然間有個Nurse走過 見到她
[00:07:54.540 --> 00:07:58.820]  她說不如去找何志定牧師 這樣說
[00:07:58.820 --> 00:08:02.240]  就叫她去找何志定牧師
[00:08:02.240 --> 00:08:07.920]  她說我認識她 我認識何志定牧師
[00:08:07.920 --> 00:08:10.400]  但是沒有聯絡很多年
[00:08:10.400 --> 00:08:11.700]  於是她就問那個師姐
[00:08:11.700 --> 00:08:16.820]  師姐你可不可以幫我找何志定牧師
[00:08:16.820 --> 00:08:19.220]  神就是在一個這麼奇妙的情況下
[00:08:19.220 --> 00:08:22.620]  去將我們帶在一起
[00:08:22.620 --> 00:08:26.640]  以致到我下星期 下星期三我就去探望他
[00:08:26.640 --> 00:08:28.720]  所以我為他祈禱 星期三下午
[00:08:28.720 --> 00:08:32.940]  我真的希望他能夠看到信耶穌的重要性
[00:08:32.940 --> 00:08:34.640]  他做了其它的事情
[00:08:34.640 --> 00:08:39.740]  他做了風水 做了紫微斗數 做了那些事情
[00:08:39.740 --> 00:08:42.420]  但是還沒有信耶穌
[00:08:42.420 --> 00:08:46.620]  所以我覺得下星期三是一個很重要的時刻
[00:08:46.620 --> 00:08:49.520]  我不是說要他去信耶穌
[00:08:49.520 --> 00:08:52.480]  然後病得醫治 我不只是這樣想
[00:08:52.480 --> 00:08:56.940]  我經常覺得神的恩典是已經給了我們
[00:08:56.940 --> 00:08:58.840]  很多時候人們去面對病的時候
[00:08:58.840 --> 00:09:03.400]  就跟神說 神如果醫好了我之後
[00:09:03.400 --> 00:09:05.920]  我一定信耶穌 很多人這樣說
[00:09:05.920 --> 00:09:09.040]  甚至不單止信耶穌 我一定會講見證
[00:09:09.040 --> 00:09:11.900]  哇 真是厲害 真是上帝
[00:09:11.900 --> 00:09:14.780]  但是我覺得上帝不是一個這樣的上帝
[00:09:14.780 --> 00:09:16.980]  我們跟上帝不是一種交易
[00:09:16.980 --> 00:09:19.540]  不是說他醫好了我 我就做這些事情
[00:09:19.540 --> 00:09:23.820]  我們的上帝是永遠將最好的東西已經變成我們
[00:09:23.820 --> 00:09:27.120]  最好的是什麼?就是福音
[00:09:27.120 --> 00:09:28.460]  就是祂的愛 剛才那首歌
[00:09:28.460 --> 00:09:30.780]  我覺得剛才那首歌的歌詞就說
[00:09:30.780 --> 00:09:33.780]  我們能夠在祂的眼睛看到什麼?
[00:09:33.780 --> 00:09:38.140]  你們剛才有沒有唱 看到一個很重要的字
[00:09:38.140 --> 00:09:47.120]  L-O-V-E 因為神已經愛了我們
[00:09:47.120 --> 00:09:50.100]  今天我們回應上帝的愛 我們去做某些事情
[00:09:50.100 --> 00:09:51.380]  就等於我們信耶穌
[00:09:51.380 --> 00:09:54.260]  上帝從來沒有叫我們做一二三四五七八九十
[00:09:54.260 --> 00:09:56.800]  做完了 哦 你信耶穌就行了
[00:09:56.800 --> 00:09:59.120]  所以很多人說 我暫時不信
[00:09:59.120 --> 00:10:00.580]  因為我還不夠好
[00:10:00.580 --> 00:10:03.800]  其實這個世界你怎麼知道什麼時候好?
[00:10:03.800 --> 00:10:06.420]  我還不信 我做得不夠好
[00:10:06.420 --> 00:10:11.040]  什麼叫做得好?
[00:10:11.040 --> 00:10:12.640]  沒有一個標準
[00:10:12.640 --> 00:10:15.820]  但是上帝從來都沒有叫我們做得多好
[00:10:15.820 --> 00:10:20.440]  你信耶穌啊 Good boy
[00:10:20.440 --> 00:10:22.780]  上帝是將愛給了我們
[00:10:22.780 --> 00:10:29.640]  就等於上帝將以色列百姓帶來埃及
[00:10:29.640 --> 00:10:34.340]  傳人恩典 神降下十災
[00:10:34.340 --> 00:10:38.400]  就是要法老將以色列百姓帶離開埃及
[00:10:38.400 --> 00:10:40.300]  因為他們哭 他們呼求神
[00:10:40.300 --> 00:10:45.020]  很辛苦啊 上帝救我們
[00:10:45.020 --> 00:10:47.580]  救完之後才去到聖乃山
[00:10:47.580 --> 00:10:51.100]  然後才有十災 結果不在
[00:10:51.100 --> 00:10:54.620]  上帝從來沒有在埃及降下十災
[00:10:54.620 --> 00:10:57.540]  先降下十災 看有沒有安息日
[00:10:57.540 --> 00:11:01.040]  然後才說 哦 算了 帶你們離開埃及
[00:11:01.040 --> 00:11:02.080]  因為不是一個條件
[00:11:02.080 --> 00:11:04.280]  我們沒辦法跟上帝交易
[00:11:04.280 --> 00:11:05.280]  根本就不是交易
[00:11:05.280 --> 00:11:07.180]  因為是上帝給了我們恩典
[00:11:07.180 --> 00:11:09.880]  而我們今天只是一個回應上帝
[00:11:09.880 --> 00:11:15.040]  任何的情況 我們要信祂 要信服祂
[00:11:15.040 --> 00:11:16.480]  所以掙扎
[00:11:16.480 --> 00:11:17.800]  有時候我都會想
[00:11:17.800 --> 00:11:19.180]  克西馬尼園的掙扎
[00:11:19.180 --> 00:11:22.460]  究竟我們從那邊學到些什麼?
[00:11:22.460 --> 00:11:24.360]  當我自己去想這個觀點的時候
[00:11:24.360 --> 00:11:26.600]  我就會想 克西馬尼園
[00:11:26.600 --> 00:11:29.480]  為什麼我們會叫做克西馬尼園呢?
[00:11:29.480 --> 00:11:32.460]  就是因為原本 如果看回今天這段聖經
[00:11:32.460 --> 00:11:34.700]  很明顯在《馬達福音》
[00:11:34.700 --> 00:11:37.960]  耶穌帶門徒去到克西馬尼
[00:11:37.960 --> 00:11:43.160]  然後帶了彼得約翰雅各去到那個地方祈禱
[00:11:43.160 --> 00:11:45.520]  不過在《約翰福音》第十八章那裡
[00:11:45.520 --> 00:11:50.780]  卻是提到克西馬尼有一個花園在那裡
[00:11:50.780 --> 00:11:52.900]  克西馬尼是一個地方
[00:11:52.900 --> 00:11:55.040]  可能有一個園子在那裡
[00:11:55.040 --> 00:11:58.640]  而這個園子 很明顯克西馬尼的字就是炸油
[00:11:58.640 --> 00:12:00.640]  我去過以色列兩次
[00:12:00.640 --> 00:12:04.060]  第一次去玩 第二次去帶隊
[00:12:04.060 --> 00:12:07.360]  每次都會去這個所謂的克西馬尼園
[00:12:07.360 --> 00:12:09.960]  去按一些油 油渣
[00:12:09.960 --> 00:12:12.720]  有一部機器 以前耶穌按過的
[00:12:12.720 --> 00:12:16.720]  不知道是真是假
[00:12:16.720 --> 00:12:19.240]  但因為克西馬尼就是鑒岩
[00:12:19.240 --> 00:12:20.800]  就是它出鑒岩的地方
[00:12:20.800 --> 00:12:25.280]  大家知道聖經那邊鑒岩是可以炸油的
[00:12:25.280 --> 00:12:26.740]  油有很多好處
[00:12:26.740 --> 00:12:28.500]  如果看回聖經 有可以做膏油
[00:12:28.500 --> 00:12:30.140]  可以梳頭 可以做香水
[00:12:30.140 --> 00:12:32.420]  很多東西可以治病
[00:12:32.420 --> 00:12:35.200]  所以克西馬尼園是一個很特別的地方
[00:12:35.200 --> 00:12:36.600]  很重要的地方
[00:12:36.600 --> 00:12:39.680]  而耶穌就去到那裡
[00:12:39.680 --> 00:12:41.680]  他帶門徒去到克西馬尼
[00:12:41.680 --> 00:12:44.920]  然後帶彼得、雅各、約翰
[00:12:44.920 --> 00:12:48.120]  去到園 所謂一個花園那邊
[00:12:48.120 --> 00:12:50.840]  但是他留下那三個在外面
[00:12:50.840 --> 00:12:54.160]  他自己一個人進去祈禱
[00:12:54.160 --> 00:12:55.520]  所以這個進程就很有趣
[00:12:55.520 --> 00:12:58.680]  於是我就在上網找了一張圖畫
[00:12:58.680 --> 00:13:00.680]  我覺得這幅圖畫很有趣
[00:13:00.680 --> 00:13:04.440]  以前很多圖畫都是耶穌在石上
[00:13:04.440 --> 00:13:06.840]  那邊有一塊石頭
[00:13:06.840 --> 00:13:09.360]  我也試過跪過
[00:13:09.360 --> 00:13:11.040]  當自己是耶穌
[00:13:11.040 --> 00:13:13.480]  但我發覺這幅畫很有趣
[00:13:13.480 --> 00:13:16.280]  它旁邊有三個十字架
[00:13:16.280 --> 00:13:18.320]  其實耶穌在克西馬尼的祈禱
[00:13:18.320 --> 00:13:21.080]  就是面對他自己人生一個
[00:13:21.080 --> 00:13:24.600]  好像生與死的一個抉擇
[00:13:24.600 --> 00:13:26.560]  或者是一個掙扎
[00:13:26.560 --> 00:13:28.600]  而當我自己再去想
[00:13:28.600 --> 00:13:30.440]  一段我們很熟悉的聖經的時候
[00:13:30.440 --> 00:13:33.240]  我就開始想我應該怎麼說
[00:13:33.240 --> 00:13:37.120]  我就嘗試從兩方面跟大家去想
[00:13:37.120 --> 00:13:40.640]  第一方面就是我們看看這三個門徒
[00:13:40.640 --> 00:13:46.560]  這三個照計是耶穌最親的三個門徒
[00:13:46.560 --> 00:13:50.520]  我真的不是很敢說耶穌是大世超
[00:13:50.520 --> 00:13:53.280]  但是真的有少許大世超
[00:13:53.280 --> 00:13:55.760]  十二個喜歡過三個多一點
[00:13:55.760 --> 00:14:00.120]  上山上變形又有三個 叫我的女兒復活又有三個
[00:14:00.120 --> 00:14:02.560]  去克西馬尼又有三個
[00:14:02.560 --> 00:14:04.320]  我覺得不是大世超
[00:14:04.320 --> 00:14:05.880]  我不敢說他是大世超
[00:14:05.880 --> 00:14:06.920]  大家不要傳出去
[00:14:06.920 --> 00:14:09.440]  牧師沒有說過耶穌是大世超
[00:14:09.440 --> 00:14:12.400]  但是耶穌就特意選三個
[00:14:12.400 --> 00:14:14.400]  跟他一起去
[00:14:14.400 --> 00:14:15.240]  為什麼呢?
[00:14:15.240 --> 00:14:17.040]  因為很明顯
[00:14:17.040 --> 00:14:20.880]  這三個如果看回耶穌那三年的侍奉
[00:14:20.880 --> 00:14:23.880]  真的這三個跟耶穌的關係
[00:14:23.880 --> 00:14:26.760]  密切一點 而這個密切一點
[00:14:26.760 --> 00:14:28.520]  他亦都會這樣
[00:14:28.520 --> 00:14:31.400]  這三個應該會明白我多一點
[00:14:31.400 --> 00:14:33.080]  這個很自然的
[00:14:33.080 --> 00:14:35.680]  如果我們的童工或者我們的組長
[00:14:35.680 --> 00:14:37.480]  跟鄧小慈會聊天
[00:14:37.480 --> 00:14:40.520]  我們真的希望在聊天那邊
[00:14:40.520 --> 00:14:42.160]  能夠彼此明白
[00:14:42.160 --> 00:14:47.000]  我們不只是一個信仰
[00:14:47.000 --> 00:14:48.760]  我們是一個關係
[00:14:48.760 --> 00:14:49.680]  而這個關係就是說
[00:14:49.680 --> 00:14:52.920]  我們怎麼能夠在任何的聚會當中
[00:14:52.920 --> 00:14:54.360]  或者小組那邊
[00:14:54.360 --> 00:14:57.200]  我們可以能夠交心
[00:14:57.200 --> 00:15:00.280]  而交心是讓我們彼此更加明白
[00:15:00.280 --> 00:15:02.280]  以致到我相信耶穌選這三個
[00:15:02.280 --> 00:15:03.880]  去到克西馬尼園
[00:15:03.880 --> 00:15:05.200]  眾議祈禱的時候
[00:15:05.200 --> 00:15:07.400]  祂在裡面祈禱
[00:15:07.400 --> 00:15:10.120]  這三個門徒在外面
[00:15:10.120 --> 00:15:12.080]  但是耶穌選這三個
[00:15:12.080 --> 00:15:16.440]  祂是很想很想這三個能夠明白
[00:15:16.440 --> 00:15:17.640]  明白耶穌什麼呢?
[00:15:17.640 --> 00:15:19.320]  因為耶穌自己說
[00:15:19.320 --> 00:15:24.440]  祂是審時憂傷
[00:15:24.440 --> 00:15:27.120]  因為耶穌去到克西馬尼園去掙扎
[00:15:27.120 --> 00:15:31.000]  祂說祂描述祂自己是非常之憂傷
[00:15:31.000 --> 00:15:33.040]  而這個字的原文很有趣的
[00:15:33.040 --> 00:15:35.480]  這個字的原文是一種很內在
[00:15:35.480 --> 00:15:38.160]  很深層的一種感受
[00:15:38.160 --> 00:15:42.200]  就是由內而外的
[00:15:42.200 --> 00:15:44.880]  就等於我昨天去到那個喪禮裡面的時候
[00:15:44.880 --> 00:15:47.120]  我一星期之前
[00:15:47.120 --> 00:15:53.320]  當我望著那個遺體那個靈竇
[00:15:53.320 --> 00:15:57.840]  當我聽到她的兒子跟我說她爸爸現在的光景
[00:15:57.840 --> 00:16:02.040]  我自己內心真是一種很重很重很重
[00:16:02.040 --> 00:16:05.320]  甚至很憂傷
[00:16:05.320 --> 00:16:06.400]  憂傷到一個地步
[00:16:06.400 --> 00:16:08.880]  我自己覺得
[00:16:08.880 --> 00:16:10.600]  其實我不是很想離開
[00:16:10.600 --> 00:16:15.040]  我想久一點
[00:16:15.040 --> 00:16:18.560]  就是一種感覺是很內在
[00:16:18.560 --> 00:16:23.240]  當然外在我有一點點憂慮
[00:16:23.240 --> 00:16:24.240]  她的兒子也望著我
[00:16:24.240 --> 00:16:26.360]  為什麼我會哭呢?
[00:16:26.360 --> 00:16:30.240]  我說其實你爸爸對我是非常之好的
[00:16:30.240 --> 00:16:31.520]  在讀中學的時候
[00:16:31.520 --> 00:16:37.160]  他真的是非常之好的一個弟兄
[00:16:37.160 --> 00:16:41.400]  是很誠實讀書好的
[00:16:41.400 --> 00:16:44.840]  但是他完全是很想我們信耶穌
[00:16:44.840 --> 00:16:46.640]  就是一個這樣的人
[00:16:46.640 --> 00:16:50.800]  我說他從來沒有嫌棄我是一個什麼樣的人
[00:16:50.800 --> 00:16:51.920]  他能夠去幫我
[00:16:51.920 --> 00:16:53.200]  所以我說我望著他
[00:16:53.200 --> 00:16:56.680]  我內心那種的感覺
[00:16:56.680 --> 00:16:58.920]  真是很難
[00:16:58.920 --> 00:17:02.840]  說完之後又收到一個電話
[00:17:02.840 --> 00:17:06.480]  接著今早那個同學再打電話給我
[00:17:06.480 --> 00:17:08.640]  他說還有一個同學比他更慘
[00:17:08.640 --> 00:17:11.240]  我說不是吧
[00:17:11.240 --> 00:17:13.600]  我說究竟發生什麼事?
[00:17:13.600 --> 00:17:15.840]  十年 畢業五十年
[00:17:15.840 --> 00:17:19.680]  你們肯定還沒有出生
[00:17:19.680 --> 00:17:22.320]  畢業五十年就是明年
[00:17:22.320 --> 00:17:25.840]  我們決定五十年會回到我們的母校
[00:17:25.840 --> 00:17:28.040]  會有一個很大的慶祝
[00:17:28.040 --> 00:17:29.920]  我說我們要有信心
[00:17:29.920 --> 00:17:35.000]  明年五十年我們一定會在學校見面
[00:17:35.000 --> 00:17:38.240]  但當時我心裏面真是有很大的掙扎
[00:17:38.240 --> 00:17:40.480]  但很可惜這三個門徒
[00:17:40.480 --> 00:17:42.080]  每次耶穌祈願出來
[00:17:42.080 --> 00:17:44.200]  祂怎樣呢? 睡了覺
[00:17:44.200 --> 00:17:47.040]  睡了覺是很有趣的
[00:17:47.040 --> 00:17:50.200]  耶穌叫這三個門徒
[00:17:50.200 --> 00:17:53.240]  不是叫這三個門徒幫耶穌祈禱
[00:17:53.240 --> 00:17:54.680]  大家明白嗎?
[00:17:54.680 --> 00:17:59.200]  耶穌只是說你們可不可以警醒
[00:17:59.200 --> 00:18:02.560]  你們醒一醒吧
[00:18:02.560 --> 00:18:03.520]  什麼意思呢?
[00:18:03.520 --> 00:18:06.320]  意思就是說其實耶穌
[00:18:06.320 --> 00:18:07.240]  如果看回聖經
[00:18:07.240 --> 00:18:09.240]  祂是百分之一百神
[00:18:09.240 --> 00:18:12.000]  但祂也是百分之一百是人
[00:18:12.000 --> 00:18:13.120]  所以在神那邊
[00:18:13.120 --> 00:18:15.080]  其實祂不需要掙扎
[00:18:15.080 --> 00:18:16.560]  如果祂釘十字架
[00:18:16.560 --> 00:18:18.160]  其實如果我是神
[00:18:18.160 --> 00:18:19.960]  我明知第三天會復活
[00:18:19.960 --> 00:18:22.160]  死一下也挺過癮的
[00:18:22.160 --> 00:18:23.000]  死一下而已
[00:18:23.000 --> 00:18:25.360]  我有時會想耶穌痛不痛
[00:18:25.360 --> 00:18:26.320]  釘的時候我也會想
[00:18:26.320 --> 00:18:27.920]  耶穌怎會痛呢?
[00:18:27.920 --> 00:18:29.320]  耶穌是神來的
[00:18:29.320 --> 00:18:31.840]  但祂跟門徒說
[00:18:31.840 --> 00:18:33.760]  你可不可以幫我警醒
[00:18:33.760 --> 00:18:35.440]  意思就是說
[00:18:35.440 --> 00:18:38.600]  你們三個理應是很明白我
[00:18:38.600 --> 00:18:40.880]  很明白我現在的那種憂傷
[00:18:40.880 --> 00:18:43.360]  這種憂傷不是因為我怕死
[00:18:43.360 --> 00:18:45.200]  耶穌從來不會怕死
[00:18:45.200 --> 00:18:47.040]  耶穌只是憂傷就是說
[00:18:47.040 --> 00:18:47.760]  因為我們
[00:18:47.760 --> 00:18:49.440]  耶穌要背負世人的罪
[00:18:49.440 --> 00:18:50.760]  祂會感受到
[00:18:50.760 --> 00:18:53.720]  有一段時間神要跟祂分離
[00:18:53.720 --> 00:18:57.600]  那種感受
[00:18:57.600 --> 00:19:00.120]  祂說你們跟了我三年
[00:19:00.120 --> 00:19:02.680]  我跟你們三個這麼友好
[00:19:02.680 --> 00:19:04.040]  但你們睡了覺
[00:19:04.040 --> 00:19:05.320]  你們不能夠跟我一起
[00:19:05.320 --> 00:19:07.240]  在這種憂傷裡面
[00:19:07.240 --> 00:19:11.760]  跟我同行
[00:19:11.760 --> 00:19:17.440]  所以因為我今天要講影片導播
[00:19:17.440 --> 00:19:18.760]  所以今天早上
[00:19:18.760 --> 00:19:22.560]  我覺得我不能夠不打電話給同學
[00:19:22.560 --> 00:19:24.760]  我說我一定要和你聊天
[00:19:24.760 --> 00:19:28.000]  一定要和你一起同行
[00:19:28.000 --> 00:19:32.240]  無論你今天是什麼光景
[00:19:32.240 --> 00:19:33.800]  你找到我
[00:19:33.800 --> 00:19:36.400]  一定有上帝的旨意
[00:19:36.400 --> 00:19:38.400]  如果師姐打電話給我
[00:19:38.400 --> 00:19:39.680]  是剛剛講完道
[00:19:39.680 --> 00:19:42.120]  大家明白我的意思嗎 時間
[00:19:42.120 --> 00:19:44.000]  而那個電話我從來都不知道是誰的
[00:19:44.000 --> 00:19:45.400]  我不認識她
[00:19:45.400 --> 00:19:47.600]  這個師姐我不認識
[00:19:47.600 --> 00:19:49.160]  如果不是林博士載我
[00:19:49.160 --> 00:19:51.240]  我不會聽這個電話
[00:19:51.240 --> 00:19:52.320]  因為我都不知道是誰
[00:19:52.320 --> 00:19:54.440]  通常我不認識的我不聽電話
