
[00:00:00.000 --> 00:00:03.680]  在英國有一個有關快樂指數的調查發現
[00:01:24.800 --> 00:01:27.080]  但當他公司出現問題
[00:01:27.080 --> 00:01:28.200]  困難的時候
[00:01:28.200 --> 00:01:30.520]  他竟然找不到一個值得信任的人
[00:01:30.520 --> 00:01:34.200]  所有他以前所謂的朋友
[00:01:34.200 --> 00:01:35.720]  完全不見了
[00:01:35.720 --> 00:01:36.920]  第三個原因
[00:01:36.920 --> 00:01:38.560]  敵對關係
[00:01:38.560 --> 00:01:40.720]  可能生命裏面的經歷
[00:01:40.720 --> 00:01:41.960]  以往很多的經歷
[00:01:41.960 --> 00:01:42.880]  很多的傷害
[00:01:42.880 --> 00:01:44.400]  以致周身刺
[00:01:44.400 --> 00:01:46.600]  一表露真實的自己
[00:01:46.600 --> 00:01:47.920]  就刺傷所有人
[00:01:47.920 --> 00:01:49.680]  所以沒有人不敢懷他身
[00:01:49.680 --> 00:01:51.480]  又或者人與人之間的關係
[00:01:51.480 --> 00:01:54.360]  很多的互相的憎恨
[00:01:54.360 --> 00:01:55.280]  妒忌
[00:01:55.280 --> 00:01:56.520]  想別人比你差
[00:01:56.520 --> 00:01:57.760]  不想別人好
[00:01:57.760 --> 00:02:02.440]  於是就沒有辦法建立真正的友誼
[00:02:02.440 --> 00:02:04.480]  聯合國在2018年
[00:02:04.480 --> 00:02:08.480]  有一個最快樂國度的調查
[00:02:08.480 --> 00:02:11.760]  他發現當中有些很快樂的國家
[00:02:11.760 --> 00:02:13.880]  有十個原因令到他快樂
[00:02:13.880 --> 00:02:15.120]  這十個原因
[00:02:15.120 --> 00:02:16.400]  有七個原因
[00:02:16.400 --> 00:02:18.440]  就是和人際關係
[00:02:18.440 --> 00:02:20.840]  人與人之間的關係有關
[00:02:20.840 --> 00:02:22.280]  這個調查發現
[00:02:22.280 --> 00:02:25.640]  人最想建立良好關係的甚麼地方呢
[00:02:25.640 --> 00:02:26.800]  就是家庭
[00:02:26.800 --> 00:02:28.840]  對於我們每一位信耶穌的人來說
[00:02:28.840 --> 00:02:31.120]  我們除了有自己本身的家之外
[00:02:31.120 --> 00:02:33.200]  我們有另外一個家
[00:02:33.200 --> 00:02:35.000]  就是屬靈的家
[00:02:35.000 --> 00:02:36.360]  就是教會
[00:02:36.360 --> 00:02:37.160]  為甚麼呢
[00:02:37.160 --> 00:02:38.840]  因為我們剛才聖餐也說過
[00:02:38.840 --> 00:02:40.040]  當我們接受耶穌
[00:02:40.040 --> 00:02:41.440]  我們聚得赦免
[00:02:41.440 --> 00:02:43.560]  我們與天上的爸爸
[00:02:43.560 --> 00:02:45.960]  建立和好的關係
[00:02:45.960 --> 00:02:48.440]  我們每一位都是神的兒女
[00:02:48.440 --> 00:02:50.600]  既然有同一個天上的爸爸
[00:02:50.600 --> 00:02:53.920]  我們可以彼此稱呼為弟兄姊妹
[00:02:53.920 --> 00:02:55.360]  所以我們回到教會
[00:02:55.360 --> 00:02:57.760]  我們進入屬靈的家
[00:02:57.760 --> 00:02:59.440]  成為屬靈的家人
[00:02:59.440 --> 00:03:01.680]  成為屬靈的家的一份子
[00:03:01.680 --> 00:03:04.960]  究竟神所喜悅的屬靈的家
[00:03:04.960 --> 00:03:07.160]  有甚麼特點呢
[00:03:07.160 --> 00:03:09.200]  今天我們看希伯來書
[00:03:09.200 --> 00:03:11.040]  只有三節聖經
[00:03:11.040 --> 00:03:15.200]  希伯來書的作者告訴我們
[00:03:15.200 --> 00:03:16.920]  神所喜悅的屬靈的家
[00:03:16.920 --> 00:03:18.320]  有兩個特點
[00:03:18.320 --> 00:03:19.200]  第一個特點
[00:03:19.200 --> 00:03:21.200]  是接待陌生人
[00:03:21.200 --> 00:03:23.240]  待會讓我們一起看
[00:03:23.240 --> 00:03:25.640]  希伯來書十三章一至三節
[00:03:25.640 --> 00:03:27.360]  如果看到的話我們一起讀
[00:03:27.360 --> 00:03:29.040]  一二三
[00:03:29.040 --> 00:03:32.920]  你們務要常存弟兄相愛的心
[00:03:32.920 --> 00:03:36.480]  不可忘記用愛心接待客女
[00:03:36.480 --> 00:03:38.800]  因為曾有接待客女的
[00:03:38.800 --> 00:03:41.960]  不知不覺就接待了天使
[00:03:41.960 --> 00:03:44.440]  你們要紀念被捆綁的人
[00:03:44.440 --> 00:03:47.360]  好像與他們同受捆綁
[00:03:47.360 --> 00:03:50.240]  也要紀念遭苦害的人
[00:03:50.240 --> 00:03:54.080]  想到自己也在獄身之內
[00:03:54.080 --> 00:03:55.680]  先看黃色的字
[00:03:55.680 --> 00:03:56.880]  募邀
[00:03:56.880 --> 00:04:01.480]  募邀希臘原文的文法有兩個特點
[00:04:01.480 --> 00:04:02.440]  第一個特點
[00:04:02.440 --> 00:04:03.600]  是命令式
[00:04:03.600 --> 00:04:04.560]  甚麼是命令式
[00:04:04.560 --> 00:04:07.280]  即是無論任何情況之下都要做的
[00:04:07.280 --> 00:04:09.600]  第二個特點是進行式
[00:04:09.600 --> 00:04:11.400]  即是經常要做
[00:04:11.400 --> 00:04:15.560]  加起來就是無論任何情況之下都要經常做
[00:04:15.560 --> 00:04:17.560]  做甚麼呢?藍色的字
[00:04:17.560 --> 00:04:18.840]  常存
[00:04:18.840 --> 00:04:21.160]  原文的意思是保存
[00:04:21.160 --> 00:04:23.080]  以至他不可以
[00:04:23.080 --> 00:04:24.920]  不會流失了
[00:04:24.920 --> 00:04:25.920]  不會失去
[00:04:25.920 --> 00:04:27.280]  保存甚麼呢?
[00:04:27.280 --> 00:04:31.560]  最重要是教會裏面弟兄姊妹的愛心
[00:04:31.560 --> 00:04:32.520]  這些愛心
[00:04:32.520 --> 00:04:34.040]  不是有些人有,有些人沒有
[00:04:34.040 --> 00:04:35.280]  而是個個都有
[00:04:35.280 --> 00:04:35.920]  換句話說
[00:04:35.920 --> 00:04:37.400]  無論今天你是甚麼身份
[00:04:37.400 --> 00:04:38.480]  你以往做甚麼
[00:04:38.480 --> 00:04:39.760]  你做甚麼職業
[00:04:39.760 --> 00:04:41.160]  你在哪裏出生
[00:04:41.160 --> 00:04:42.480]  你有沒有讀過書
[00:04:42.480 --> 00:04:43.800]  你家財有多少
[00:04:43.800 --> 00:04:44.960]  都不重要
[00:04:44.960 --> 00:04:48.560]  因為當你成為屬靈的家的一家人
[00:04:48.560 --> 00:04:50.480]  你就有這個愛心
[00:04:50.480 --> 00:04:51.920]  你就分享到
[00:04:51.920 --> 00:04:54.200]  從上帝而來的一份愛心
[00:04:54.200 --> 00:04:55.400]  我們要持守
[00:04:55.400 --> 00:04:57.040]  要經常保存
[00:04:57.040 --> 00:04:58.840]  這份愛心
[00:04:58.840 --> 00:05:00.960]  是表現在甚麼地方呢?
[00:05:00.960 --> 00:05:01.840]  就是紅色的字
[00:05:01.840 --> 00:05:03.640]  接待客侶
[00:05:03.640 --> 00:05:04.960]  這個接待客侶
[00:05:04.960 --> 00:05:06.600]  不是我們就這樣看字面
[00:05:06.600 --> 00:05:09.360]  好像香港的旅遊協會
[00:05:09.360 --> 00:05:10.320]  接待客人
[00:05:10.320 --> 00:05:11.320]  接待遊客
[00:05:11.320 --> 00:05:12.160]  國內團
[00:05:12.160 --> 00:05:13.400]  不是那些
[00:05:13.400 --> 00:05:15.440]  原文philosophia
[00:05:15.440 --> 00:05:17.760]  是在說愛陌生人
[00:05:17.760 --> 00:05:18.240]  換句話說
[00:05:18.240 --> 00:05:19.800]  接待客人原本的意思就是
[00:05:19.800 --> 00:05:21.120]  愛陌生人
[00:05:21.120 --> 00:05:23.480]  那些我們不認識的人
[00:05:23.480 --> 00:05:25.760]  神所欺的屬靈的家
[00:05:25.760 --> 00:05:28.360]  原來是願意接待
[00:05:28.360 --> 00:05:30.120]  歡迎那些陌生人
[00:05:30.120 --> 00:05:31.320]  我們不認識的人
[00:05:31.320 --> 00:05:32.920]  進來我們家
[00:05:32.920 --> 00:05:36.240]  成為我們一份子的教會
[00:05:36.240 --> 00:05:37.440]  陌生人
[00:05:37.440 --> 00:05:38.760]  甚麼是陌生人呢?
[00:05:38.760 --> 00:05:40.160]  有兩個意思
[00:05:40.160 --> 00:05:40.880]  第一個意思
[00:05:40.880 --> 00:05:41.760]  陌生人第一個意思
[00:05:41.760 --> 00:05:43.360]  就是新朋友
[00:05:43.360 --> 00:05:44.560]  新來的
[00:05:44.560 --> 00:05:45.400]  我們不認識的
[00:05:45.400 --> 00:05:47.160]  可能第一次見面的
[00:05:47.160 --> 00:05:48.800]  神所欺的屬靈的家
[00:05:48.800 --> 00:05:50.600]  是願意歡迎
[00:05:50.600 --> 00:05:51.280]  接待
[00:05:51.280 --> 00:05:52.040]  款待
[00:05:52.040 --> 00:05:53.520]  那些新朋友
[00:05:53.520 --> 00:05:55.480]  邀請他們進來
[00:05:55.480 --> 00:05:58.840]  成為我們屬靈家一份子的教會
[00:05:58.840 --> 00:06:00.280]  在這裡我很想
[00:06:00.280 --> 00:06:02.560]  請今天的迎新員
[00:06:02.560 --> 00:06:04.800]  起起身
[00:06:04.800 --> 00:06:07.000]  穿紅色衣服的迎新員
[00:06:07.000 --> 00:06:09.320]  我們穿紅色衣服的是迎新員
[00:06:09.320 --> 00:06:11.320]  請大家一起給他們掌聲
[00:06:14.360 --> 00:06:16.360]  請坐
[00:06:16.360 --> 00:06:18.800]  在這裡很感謝迎新員
[00:06:18.800 --> 00:06:22.040]  亦鼓勵我們參與迎新的侍奉
[00:06:22.040 --> 00:06:24.960]  我知道有些教會
[00:06:24.960 --> 00:06:26.440]  不是叫他們迎新員
[00:06:26.440 --> 00:06:27.880]  是叫他們做師士
[00:06:27.880 --> 00:06:30.440]  我以前未信耶穌的時候
[00:06:30.440 --> 00:06:32.200]  有同事邀請我回教會
[00:06:32.200 --> 00:06:34.320]  回教會之前和我吃飯
[00:06:34.320 --> 00:06:35.440]  吃飯後
[00:06:35.440 --> 00:06:36.320]  他就說不好意思
[00:06:36.320 --> 00:06:37.040]  我早點走
[00:06:37.040 --> 00:06:38.000]  我要做師士
[00:06:38.000 --> 00:06:39.280]  我那時候就口衰
[00:06:39.280 --> 00:06:40.920]  我說為甚麼你經常做師士
[00:06:40.920 --> 00:06:42.240]  做做公事可以嗎?
[00:06:43.560 --> 00:06:44.800]  原來誤會了
[00:06:44.800 --> 00:06:46.800]  原來不是私人事務
[00:06:46.800 --> 00:06:48.680]  原來那個師
[00:06:48.680 --> 00:06:50.960]  就是掌管負責的意思
[00:06:50.960 --> 00:06:52.600]  掌管一些事務
[00:06:52.600 --> 00:06:53.960]  在崇拜裡面
[00:06:53.960 --> 00:06:55.960]  負責掌管一些事務
[00:06:55.960 --> 00:06:58.280]  如果熟悉同福堂的頂尖
[00:06:58.280 --> 00:07:00.080]  你知道我們不是叫他們做師士
[00:07:00.080 --> 00:07:02.200]  我們叫做迎新員
[00:07:02.200 --> 00:07:03.320]  很不同的
[00:07:03.320 --> 00:07:05.920]  如果師士就是崇拜裡面
[00:07:05.920 --> 00:07:07.360]  掌管事務
[00:07:07.360 --> 00:07:09.600]  負責一些事
[00:07:09.600 --> 00:07:11.720]  但是同福堂的迎新員
[00:07:11.720 --> 00:07:14.000]  他就代表耶穌基督
[00:07:14.000 --> 00:07:16.960]  代表教會的大事
[00:07:16.960 --> 00:07:21.640]  他們是代表教會去歡迎一些新來的朋友
[00:07:21.640 --> 00:07:23.320]  那些神所愛的人
[00:07:23.320 --> 00:07:24.600]  大家看到分別吧
[00:07:24.600 --> 00:07:26.240]  不是對事
[00:07:26.240 --> 00:07:27.680]  他們是對人
[00:07:27.680 --> 00:07:30.080]  所以他們是真正的對人不對事
[00:07:30.080 --> 00:07:31.960]  歡迎新朋友
[00:07:31.960 --> 00:07:33.560]  不是做一些事務
[00:07:33.560 --> 00:07:35.640]  他們是代表耶穌基督的大事
[00:07:35.640 --> 00:07:36.640]  靈姐妹
[00:07:36.640 --> 00:07:39.720]  神給同福堂有一個願景
[00:07:39.720 --> 00:07:40.720]  大家想不想聽?
[00:07:42.120 --> 00:07:42.840]  這裡想聽
[00:07:42.840 --> 00:07:43.840]  我後面想不想聽?
[00:07:43.840 --> 00:07:45.280]  想吧
[00:07:45.280 --> 00:07:46.560]  這個願景是什麼呢?
[00:07:46.560 --> 00:07:48.680]  這個願景和大家都很有關係
[00:07:48.680 --> 00:07:51.600]  我們盼望有一天
[00:07:51.600 --> 00:07:53.840]  大家完了崇拜之後
[00:07:53.840 --> 00:07:57.320]  再不是好像看完戲散場那樣
[00:07:57.320 --> 00:07:59.160]  急急忙忙走了
[00:07:59.160 --> 00:08:00.680]  就算你不想走了
[00:08:00.680 --> 00:08:01.480]  在這裡聊聊天
[00:08:01.480 --> 00:08:02.440]  都會說走啊走啊走啊
[00:08:02.440 --> 00:08:04.080]  因為下一場來了
[00:08:04.080 --> 00:08:04.640]  靈姐妹
[00:08:04.640 --> 00:08:05.960]  我們盼望有一天不是這樣
[00:08:05.960 --> 00:08:07.240]  我們盼望有一天
[00:08:07.240 --> 00:08:09.280]  我們有一個舒適的地方
[00:08:09.280 --> 00:08:10.960]  如果你帶新朋友來
[00:08:10.960 --> 00:08:14.200]  你可以帶著他去到那個舒適的地方
[00:08:14.200 --> 00:08:15.400]  如果你是新朋友
[00:08:15.400 --> 00:08:17.040]  你可以去到那個舒適的地方
[00:08:17.040 --> 00:08:18.080]  你是舊朋友
[00:08:18.080 --> 00:08:19.880]  都可以去到那個舒適的地方
[00:08:19.880 --> 00:08:20.840]  我們有迎新緣
[00:08:20.840 --> 00:08:22.040]  我們有負責的弟兄姊妹
[00:08:22.040 --> 00:08:23.320]  我們彼此認識
[00:08:23.320 --> 00:08:26.760]  讓這些新朋友認識同福堂是一間什麼教會
[00:08:26.760 --> 00:08:29.720]  又讓我們的教會可以認識這些新朋友
[00:08:29.720 --> 00:08:31.320]  和他們建立關係
[00:08:31.320 --> 00:08:33.840]  邀請他們再一次來
[00:08:33.840 --> 00:08:36.760]  成為我們屬靈家庭的一份子
[00:08:36.760 --> 00:08:38.720]  真真正正做到
[00:08:38.720 --> 00:08:42.080]  耶穌祝福你,同福歡迎你
[00:08:42.080 --> 00:08:43.320]  靈姐妹好不好?
[00:08:43.320 --> 00:08:44.160]  好
[00:08:44.160 --> 00:08:45.920]  好就給點掌聲給耶穌好嗎?
[00:08:45.920 --> 00:08:49.120]  請靈姐妹祈禱
[00:08:49.120 --> 00:08:50.200]  我們盼望
[00:08:50.200 --> 00:08:51.200]  我們很相信
[00:08:51.200 --> 00:08:53.280]  不久將來我們有這個地方
[00:08:53.280 --> 00:08:55.480]  我們可以真的歡迎新朋友
[00:08:55.480 --> 00:08:57.840]  邀請他們進入我們的家庭
[00:08:57.840 --> 00:08:58.720]  可能靈姐妹
[00:08:58.720 --> 00:09:00.640]  可能有些靈姐妹說
[00:09:00.640 --> 00:09:01.640]  我又不是迎新緣
[00:09:01.640 --> 00:09:02.800]  我又不是負責的靈姐妹
[00:09:02.800 --> 00:09:04.280]  但是你也有份的
[00:09:04.280 --> 00:09:05.920]  可能在崇拜裡面
[00:09:05.920 --> 00:09:07.800]  會有一些陌生人坐在你旁邊
[00:09:07.800 --> 00:09:09.760]  有新朋友坐在你旁邊
[00:09:09.760 --> 00:09:11.000]  可能他未必是新朋友
[00:09:11.000 --> 00:09:12.640]  但是你不認識他
[00:09:12.640 --> 00:09:13.520]  你會怎樣呢?
[00:09:13.520 --> 00:09:16.200]  可能有些新朋友加入你的小組
[00:09:16.200 --> 00:09:17.840]  有些新朋友你要怎樣待他
[00:09:17.840 --> 00:09:19.080]  大家有很多選擇
[00:09:19.080 --> 00:09:20.880]  你可以選擇不理會他
[00:09:20.880 --> 00:09:23.040]  或者自己玩完
[00:09:23.040 --> 00:09:24.640]  或者做你自己的事
[00:09:24.640 --> 00:09:26.200]  然後崇拜完可以走了
[00:09:26.200 --> 00:09:28.560]  但是你也可以選擇
[00:09:28.560 --> 00:09:29.800]  代表耶穌
[00:09:29.800 --> 00:09:31.400]  代表這個屬靈的家
[00:09:31.400 --> 00:09:32.160]  歡迎他
[00:09:32.160 --> 00:09:32.840]  認識他
[00:09:32.840 --> 00:09:35.040]  邀請他再一次回來
[00:09:35.040 --> 00:09:36.320]  再一次去認識神
[00:09:36.320 --> 00:09:37.160]  經歷神
[00:09:37.160 --> 00:09:38.480]  你所得到的祝福
[00:09:38.480 --> 00:09:39.560]  好像剛才所說
[00:09:39.560 --> 00:09:41.240]  他們比你經歷更多
[00:09:41.240 --> 00:09:43.560]  當你祝福人神都會祝福你
[00:09:43.560 --> 00:09:45.560]  弟兄姊妹你可以做到這件事
[00:09:45.560 --> 00:09:48.080]  我相信耶穌三十一年
[00:09:48.080 --> 00:09:51.480]  這三十一年我聽過無數的弟兄姊妹
[00:09:51.480 --> 00:09:54.080]  為什麼會願意留在教會
[00:09:54.080 --> 00:09:57.160]  為什麼他願意在這個屬靈的家
[00:09:57.160 --> 00:09:58.680]  除了他經歷神
[00:09:58.680 --> 00:10:00.360]  經歷聖靈的工作之外
[00:10:00.360 --> 00:10:02.200]  另外一個很主要的原因
[00:10:02.200 --> 00:10:07.200]  就是當年坐在他們旁邊的弟兄姊妹
[00:10:07.200 --> 00:10:08.760]  有一個友善的笑容
[00:10:08.760 --> 00:10:10.360]  一個歡迎他們的笑容
[00:10:10.360 --> 00:10:12.920]  沒有冷漠的面孔
[00:10:12.920 --> 00:10:14.920]  跟他們聊天
[00:10:14.920 --> 00:10:16.520]  邀請他們再回來
[00:10:16.520 --> 00:10:20.000]  讓他們經歷到這份愛
[00:10:20.000 --> 00:10:22.560]  接納和重視
[00:10:22.560 --> 00:10:24.960]  他們再不是隨時摸屍一樣
[00:10:24.960 --> 00:10:25.440]  是什麼?
[00:10:25.440 --> 00:10:27.160]  輕輕的我走了
[00:10:27.160 --> 00:10:28.800]  正如我輕輕的來
[00:10:28.800 --> 00:10:30.200]  孤伶伶的來
[00:10:30.200 --> 00:10:31.320]  孤伶伶的走
[00:10:31.320 --> 00:10:34.320]  這些是神不想他的屬靈的家是這樣
[00:10:34.320 --> 00:10:37.280]  神的屬靈的家是重視每一個新朋友
[00:10:37.280 --> 00:10:39.000]  款待每一個陌生人
[00:10:39.000 --> 00:10:40.360]  愛每一個人
[00:10:40.360 --> 00:10:42.480]  每一個人進到你的家
[00:10:42.480 --> 00:10:45.000]  都是神所愛、神所重視
[00:10:45.000 --> 00:10:46.600]  就算他在裡面經過
[00:10:46.600 --> 00:10:47.480]  都是神所愛
[00:10:47.480 --> 00:10:49.480]  神重視的是人
[00:10:49.480 --> 00:10:51.160]  是寶貴的人
[00:10:51.160 --> 00:10:52.560]  但當我們這樣做
[00:10:52.560 --> 00:10:56.240]  一切的隔膜就離開了
[00:10:56.240 --> 00:10:57.800]  究竟關鍵在哪裡呢?
[00:10:57.800 --> 00:10:58.960]  我真的做功課的
[00:10:58.960 --> 00:11:01.800]  我問過一些頂姐妹稱讚當年
[00:11:01.800 --> 00:11:04.920]  款待這些新朋友的頂姐妹
[00:11:04.920 --> 00:11:07.080]  我問她究竟你做過什麼呢?
[00:11:07.080 --> 00:11:09.720]  她說其實我沒做過什麼很簡單的
[00:11:09.720 --> 00:11:12.520]  只不過我是多走一步
[00:11:12.520 --> 00:11:13.920]  打開話題
[00:11:13.920 --> 00:11:15.520]  願意認識那些新朋友
[00:11:15.520 --> 00:11:16.520]  跟他們聊天
[00:11:16.520 --> 00:11:17.800]  說著說著
[00:11:17.800 --> 00:11:19.720]  她就覺得我們很愛她
[00:11:19.720 --> 00:11:20.800]  她就留下了
[00:11:20.800 --> 00:11:22.080]  頂姐妹這些事情
[00:11:22.080 --> 00:11:25.480]  其實你和我都一定可以做到的
[00:11:25.480 --> 00:11:26.680]  好,我們停下兩秒
[00:11:26.680 --> 00:11:28.120]  我們彼此鼓勵好嗎?
[00:11:28.120 --> 00:11:29.760]  你和我都可以做到
[00:11:29.760 --> 00:11:33.120]  歡迎新朋友的
[00:11:33.120 --> 00:11:35.960]  Amen
[00:11:35.960 --> 00:11:37.560]  就是這樣
[00:11:37.560 --> 00:11:39.360]  頂姐妹
[00:11:39.360 --> 00:11:40.480]  這是第一個
[00:11:40.480 --> 00:11:41.880]  陌生人
[00:11:41.880 --> 00:11:43.680]  第一個解釋
[00:11:43.680 --> 00:11:45.280]  就是新朋友
[00:11:45.280 --> 00:11:47.840]  第二個解釋就是鄰舍
[00:11:47.840 --> 00:11:50.080]  誰是同福堂的鄰舍呢?
[00:11:50.080 --> 00:11:51.960]  就是我們附近的地方
[00:11:51.960 --> 00:11:52.880]  在附近的地方
[00:11:52.880 --> 00:11:55.760]  有些老街坊可能因為變遷搬走了
[00:11:55.760 --> 00:11:58.640]  但是有些新的大廈有些新的居民進來
[00:11:58.640 --> 00:12:00.800]  可能大坑的居民
[00:12:00.800 --> 00:12:02.800]  可能是附近的商舖
[00:12:02.800 --> 00:12:04.560]  有很多很多的商舖
[00:12:04.560 --> 00:12:06.160]  可能附近的機構
[00:12:06.160 --> 00:12:07.360]  附近的學校
[00:12:07.360 --> 00:12:08.400]  甚至是教會
[00:12:08.400 --> 00:12:09.720]  這些都是我們鄰舍
[00:12:09.720 --> 00:12:11.440]  神所喜悅的屬靈家
[00:12:11.440 --> 00:12:15.960]  是願意和這些鄰舍建立良好的關係
[00:12:15.960 --> 00:12:17.640]  消除中間的隔膜
[00:12:17.640 --> 00:12:21.760]  讓我們將來有機會邀請他們進來
[00:12:21.760 --> 00:12:25.160]  成為我們屬靈家庭的一份子
[00:12:25.160 --> 00:12:27.800]  在今年4月19日
[00:12:27.800 --> 00:12:31.200]  同福堂將會在我們摩頓台對面的球場
[00:12:31.200 --> 00:12:34.760]  舉辦第一屆的Crossway Festival
[00:12:34.760 --> 00:12:35.880]  銅鑼節
[00:12:35.880 --> 00:12:38.640]  上個星期大家的短片可以看到
[00:12:38.640 --> 00:12:40.360]  非常重要
[00:12:40.360 --> 00:12:44.080]  為什麼叫Crossway Festival和銅鑼節呢?
[00:12:44.080 --> 00:12:46.120]  Cross是十字架
[00:12:46.120 --> 00:12:47.160]  十字架代表什麼?
[00:12:47.160 --> 00:12:48.600]  耶穌基督
[00:12:48.600 --> 00:12:52.000]  Crossway就是十字路口
[00:12:52.000 --> 00:12:54.480]  人生有無數的十字路口
[00:12:54.480 --> 00:12:58.280]  我們盼望每一個去到十字路口的人
[00:12:58.280 --> 00:12:59.920]  包括我們的鄰舍
[00:12:59.920 --> 00:13:01.880]  都可以在這個十字路口
[00:13:01.880 --> 00:13:03.240]  遇見耶穌
[00:13:03.240 --> 00:13:04.760]  認識耶穌
[00:13:04.760 --> 00:13:06.880]  為什麼叫銅鑼節呢?
[00:13:06.880 --> 00:13:08.680]  銅鑼環是怎麼來的呢?
[00:13:08.680 --> 00:13:10.800]  原來銅鑼環是大坑來的
[00:13:10.800 --> 00:13:14.160]  當銅鑼環還沒有這個名字的時候
[00:13:14.160 --> 00:13:16.400]  只有大坑這個地方
[00:13:16.400 --> 00:13:19.240]  大坑這個地方的地形就好像一個銅鑼
[00:13:19.240 --> 00:13:21.920]  所以這個地區就叫銅鑼環
[00:13:21.920 --> 00:13:23.200]  第二個意思就是
[00:13:23.200 --> 00:13:25.600]  大家有沒有聽過打鑼這樣叫人來?
[00:13:25.600 --> 00:13:26.920]  什麼叫打鑼?
[00:13:26.920 --> 00:13:28.760]  敲響銅鑼
[00:13:28.760 --> 00:13:30.760]  是要召集人來
[00:13:30.760 --> 00:13:32.200]  召集人來做什麼呢?
[00:13:32.200 --> 00:13:33.920]  召集人來認識耶穌
[00:13:33.920 --> 00:13:37.680]  召集人來進入這個屬靈的家庭
[00:13:37.680 --> 00:13:39.320]  成為我們一份子
[00:13:39.320 --> 00:13:41.200]  所以Crossway Festival
[00:13:41.200 --> 00:13:43.720]  銅鑼節是非常有意義的
[00:13:43.720 --> 00:13:47.760]  這個銅鑼節是和以往我們做的嘉年華會
[00:13:47.760 --> 00:13:49.760]  傳統的嘉年華會是完全不同的
[00:13:49.760 --> 00:13:50.440]  有什麼不同呢?
[00:13:50.440 --> 00:13:51.400]  有三個特點
[00:13:51.400 --> 00:13:52.320]  第一個特點
[00:13:52.320 --> 00:13:54.800]  以往的嘉年華會是我們做好所有事情
[00:13:54.800 --> 00:13:56.320]  我們想好所有事情
[00:13:56.320 --> 00:13:57.200]  搞好所有事情
[00:13:57.200 --> 00:13:58.400]  整好攤位
[00:13:58.400 --> 00:14:02.320]  然後邀請這些人來參與
[00:14:02.320 --> 00:14:04.400]  還有我們出去派東西
[00:14:04.400 --> 00:14:05.160]  去祝福人
[00:14:05.160 --> 00:14:06.040]  這些都是好的
[00:14:06.040 --> 00:14:08.440]  但是由銅鑼節開始
[00:14:08.440 --> 00:14:10.920]  這些就不是傳統的嘉年華會了
[00:14:10.920 --> 00:14:12.440]  銅鑼節是什麼呢?
[00:14:12.440 --> 00:14:16.280]  我們讓我們的鄰居邀請他們一起
[00:14:16.280 --> 00:14:18.680]  和我們一起做夥伴
[00:14:18.680 --> 00:14:22.400]  不是我們弄好一些東西去服侍他們
[00:14:22.400 --> 00:14:24.720]  而是邀請他們一起來
[00:14:24.720 --> 00:14:26.640]  我們一起參與
[00:14:26.640 --> 00:14:27.480]  一起玩
[00:14:27.480 --> 00:14:28.960]  所以有食物試吃
[00:14:28.960 --> 00:14:30.080]  有音樂
