
[00:00:00.000 --> 00:00:05.700]  今天我們繼續一個新的講座系列
[00:01:40.120 --> 00:01:44.000]  他說當你經常覺得這裡又痛那裡又不舒服
[00:01:44.000 --> 00:01:47.680]  但是那些已經不再痛不再舒服的那些已經失去功能了
[00:01:47.680 --> 00:01:52.480]  例如失去牙齒,失去腳,那你就知道自己老了
[00:01:52.480 --> 00:01:54.320]  在家裡可以派對
[00:01:54.320 --> 00:01:56.920]  但是你的鄰居是不會留意到的
[00:01:56.920 --> 00:01:59.040]  因為太安靜了
[00:01:59.040 --> 00:02:03.040]  還有無論誰進到你家裡的時候
[00:02:03.040 --> 00:02:06.360]  你已經不會刻意地把肚腩收回去了
[00:02:06.360 --> 00:02:10.360]  看就看吧,不會收肚的了
[00:02:10.360 --> 00:02:12.560]  還有什麼呢?
[00:02:12.560 --> 00:02:13.720]  這個很有意思的
[00:02:13.720 --> 00:02:18.840]  他說我們對健康保險的投資開始有回報了
[00:02:18.840 --> 00:02:21.320]  以前只是給錢而已,沒什麼用的
[00:02:21.320 --> 00:02:24.480]  現在開始需要去用了
[00:02:24.480 --> 00:02:28.040]  電話簿裡面有很多聯絡的電話
[00:02:28.040 --> 00:02:30.600]  但是很多的電話後面的名字裡面
[00:02:30.600 --> 00:02:34.200]  都有MD的字,是什麼意思呢?
[00:02:34.200 --> 00:02:38.440]  Medical Doctor,很多醫生的名字在電話簿裡面
[00:02:38.440 --> 00:02:42.800]  然後你要找的東西全部都找出來了
[00:02:42.800 --> 00:02:45.920]  拿出來之後,糟了,放在哪裡呢?
[00:02:45.920 --> 00:02:49.200]  不記得了
[00:02:49.200 --> 00:02:53.960]  你嘗試把那些皺摺的東西拉直
[00:02:53.960 --> 00:02:56.880]  然後才發現原來你根本沒有穿襪子
[00:02:56.880 --> 00:02:58.720]  然後你會經常關燈的
[00:02:58.720 --> 00:03:01.880]  是為了省錢,不是為了浪漫
[00:03:01.880 --> 00:03:05.560]  他說這些情況就告訴你
[00:03:05.560 --> 00:03:10.880]  You are old, really old
[00:03:10.880 --> 00:03:17.880]  不知道我們在座裡面有多少人有類似的感受呢?
[00:03:17.880 --> 00:03:22.600]  今天我希望利用今天的題目
[00:03:22.600 --> 00:03:26.400]  去鼓勵我們當中的年長的長輩
[00:03:26.400 --> 00:03:28.800]  我們稱之為老人家
[00:03:28.800 --> 00:03:31.480]  不要覺得I am really really old
[00:03:31.480 --> 00:03:34.360]  所以I cannot do anything
[00:03:34.360 --> 00:03:35.960]  你坐在這裡的時候,我告訴你
[00:03:35.960 --> 00:03:38.520]  你還是很老而已
[00:03:38.520 --> 00:03:41.200]  不要覺得自己沒有用,什麼都不行
[00:03:41.200 --> 00:03:42.720]  但是與此同時
[00:03:42.720 --> 00:03:45.200]  我也希望提醒我們當中的較年輕的
[00:03:45.200 --> 00:03:48.640]  我們年輕的家庭,弟兄姊妹朋友
[00:03:48.640 --> 00:03:51.200]  學習如何去敬重我們當中的老人家
[00:03:51.200 --> 00:03:53.960]  所以我說這個題目是很少講的
[00:03:53.960 --> 00:03:55.480]  但為什麼特別要講呢?
[00:03:55.480 --> 00:03:58.320]  在美國這個情況
[00:03:58.320 --> 00:04:01.080]  有些很特殊的因素在當中
[00:04:01.080 --> 00:04:04.280]  首先我們知道現在的健康保險很貴
[00:04:04.280 --> 00:04:06.200]  本來已經很貴了
[00:04:06.200 --> 00:04:09.840]  再加上奧巴馬健康保險這個龐大的開支
[00:04:09.840 --> 00:04:13.480]  所以現在的老人保險的福利越來越少
[00:04:13.480 --> 00:04:15.400]  藥物越來越貴
[00:04:15.400 --> 00:04:18.760]  再加上現在的社會安全保險
[00:04:18.760 --> 00:04:21.840]  師母已經拿了幾年了
[00:04:21.840 --> 00:04:23.880]  我們不是拿很多錢
[00:04:23.880 --> 00:04:25.120]  但不知道可以拿到什麼時候
[00:04:25.120 --> 00:04:28.480]  因為我們發覺越來越不夠用
[00:04:28.480 --> 00:04:30.960]  大家知不知道現在
[00:04:30.960 --> 00:04:39.040]  是每三個做公務員的人去支付一個拿社會安全保險的人的退休金
[00:04:39.040 --> 00:04:40.520]  三個支持一個
[00:04:40.520 --> 00:04:43.200]  去支付他們的退休金
[00:04:43.200 --> 00:04:45.640]  到了2035年
[00:04:45.640 --> 00:04:48.040]  是兩個正在做公務員的人
[00:04:48.040 --> 00:04:53.160]  要去支付一個退休人士的退休金
[00:04:53.160 --> 00:04:55.600]  所以
[00:04:55.600 --> 00:04:57.200]  如何去處理這個問題呢?
[00:04:57.200 --> 00:05:00.440]  我們聽說社會安全保險破產已經很久了
[00:05:00.440 --> 00:05:02.960]  這麼多老人家越來越多去拿退休金
[00:05:02.960 --> 00:05:04.600]  怎麼辦呢?
[00:05:04.600 --> 00:05:06.680]  有一個令我們震驚的
[00:05:06.680 --> 00:05:10.080]  或者令我們覺得不舒服的情況是什麼呢?
[00:05:10.080 --> 00:05:11.720]  現在開始有人去推動
[00:05:11.720 --> 00:05:14.160]  特別是國會山莊是什麼呢?
[00:05:14.160 --> 00:05:17.280]  是醫生協助的自殺
[00:05:17.280 --> 00:05:18.520]  大家有沒有聽過?
[00:05:18.520 --> 00:05:21.000]  Physician assisted suicide
[00:05:21.000 --> 00:05:21.960]  OK
[00:05:21.960 --> 00:05:22.920]  這是什麼呢?
[00:05:22.920 --> 00:05:26.040]  就是說每一個人都有自殺的權利
[00:05:26.040 --> 00:05:27.880]  因為當中太多老人家
[00:05:27.880 --> 00:05:29.320]  太多有絕症的人
[00:05:29.320 --> 00:05:32.680]  太多失去生活質素的人
[00:05:32.680 --> 00:05:34.840]  大家知不知道其實
[00:05:34.840 --> 00:05:36.880]  現在在美國50個州裏面
[00:05:36.880 --> 00:05:39.200]  已經有5個州
[00:05:39.200 --> 00:05:41.560]  包括加拿大
[00:05:41.560 --> 00:05:45.720]  是立法容許醫生開處方藥物
[00:05:45.720 --> 00:05:48.640]  讓殘疾的
[00:05:48.640 --> 00:05:50.000]  失去生活質素的
[00:05:50.000 --> 00:05:52.440]  覺得做人沒有意思的
[00:05:52.440 --> 00:05:55.800]  你可以要求醫生開藥給你
[00:05:55.800 --> 00:05:59.640]  結束自己的生命
[00:05:59.640 --> 00:06:00.520]  這些推動的人
[00:06:00.520 --> 00:06:01.480]  好像我剛才所說的
[00:06:01.480 --> 00:06:04.120]  每個人有權利去決定自己怎樣死
[00:06:04.120 --> 00:06:06.320]  和什麼時候死
[00:06:06.320 --> 00:06:07.600]  有些人是這樣說
[00:06:07.600 --> 00:06:09.760]  但是大家如果再想深下去的時候
[00:06:09.760 --> 00:06:11.600]  這個觀念
[00:06:11.600 --> 00:06:14.040]  很快就會演變成為
[00:06:14.040 --> 00:06:17.560]  每個人都有死亡的責任
[00:06:17.560 --> 00:06:18.560]  意思是什麼呢?
[00:06:18.560 --> 00:06:19.840]  當你老到一個地步
[00:06:19.840 --> 00:06:22.440]  或者當你覺得我有絕症
[00:06:22.440 --> 00:06:28.360]  或者我覺得生活生不如死
[00:06:28.360 --> 00:06:34.400]  我們就無謂成為家庭和社會的負累
[00:06:34.400 --> 00:06:36.760]  於是我們就容許那些人
[00:06:36.760 --> 00:06:39.520]  結束自己的生命
[00:06:39.520 --> 00:06:40.360]  Why?
[00:06:40.360 --> 00:06:42.520]  因為覺得自己沒用
[00:06:42.520 --> 00:06:44.640]  已經不值得人去保留
[00:06:44.640 --> 00:06:46.120]  成為一個廢物一樣
[00:06:46.120 --> 00:06:49.000]  為什麼要生存呢?
[00:06:49.000 --> 00:06:50.560]  但是大家有沒有留意到
[00:06:50.560 --> 00:06:52.280]  這種想法
[00:06:52.280 --> 00:06:55.320]  現在已經在醞釀
[00:06:55.320 --> 00:06:59.280]  如果讓這種想法成為一種氣候的時候
[00:06:59.280 --> 00:07:01.560]  問題是什麼呢?
[00:07:01.560 --> 00:07:04.080]  就會慢慢摧毀了人
[00:07:04.080 --> 00:07:06.600]  那種絕處求生
[00:07:06.600 --> 00:07:08.920]  苦中求變
[00:07:08.920 --> 00:07:11.240]  那種堅毅不朽的精神
[00:07:11.240 --> 00:07:12.680]  上星期跟大家說到的時候
[00:07:12.680 --> 00:07:17.920]  我看過Johnny Erickson
[00:07:17.920 --> 00:07:20.040]  以後沒有那些人出現了
[00:07:20.040 --> 00:07:21.840]  下半身都不能動了
[00:07:21.840 --> 00:07:24.040]  生出來沒有四肢的
[00:07:24.040 --> 00:07:25.680]  他不會繼生存的
[00:07:25.680 --> 00:07:27.120]  大家明白我說什麼嗎?
[00:07:27.120 --> 00:07:31.120]  人就會在不知不覺當中
[00:07:31.120 --> 00:07:32.560]  摧毀了一種
[00:07:32.560 --> 00:07:34.000]  特別是中國人
[00:07:34.000 --> 00:07:38.240]  那種刻苦勝過萬難
[00:07:38.240 --> 00:07:40.160]  衝破一切的障礙
[00:07:40.160 --> 00:07:46.440]  去尋求成功的堅毅不屈的精神
[00:07:46.440 --> 00:07:48.040]  越來越多人
[00:07:48.040 --> 00:07:49.840]  越來越多人會怎樣呢?
[00:07:49.840 --> 00:07:52.200]  迎命
[00:07:52.200 --> 00:07:54.000]  於是隨火
[00:07:54.000 --> 00:07:58.360]  去自我毀滅和自我消失
[00:07:58.360 --> 00:08:01.320]  當然氣候完成我不是說現在有
[00:08:01.320 --> 00:08:03.720]  但如果繼續發展下去的時候
[00:08:03.720 --> 00:08:05.000]  很容易
[00:08:05.000 --> 00:08:07.160]  越來越多人會選擇迎命
[00:08:07.160 --> 00:08:11.360]  沒辦法了,我是這樣的
[00:08:11.360 --> 00:08:14.760]  大家不要以為這只是老人家
[00:08:14.760 --> 00:08:17.040]  那些有絕症、有殘疾
[00:08:17.040 --> 00:08:21.080]  覺得生不如死的那些人
[00:08:21.080 --> 00:08:21.760]  我看了一個報告
[00:08:21.760 --> 00:08:25.440]  日本有一個很特別的文化叫消失文化
[00:08:25.440 --> 00:08:27.160]  大家有沒有聽過?
[00:08:27.160 --> 00:08:28.240]  有沒有人聽過?
[00:08:28.240 --> 00:08:29.360]  沒有?
[00:08:29.360 --> 00:08:32.440]  日本有一個很特別的文化叫消失文化
[00:08:32.440 --> 00:08:33.560]  為什麼呢?
[00:08:33.560 --> 00:08:39.520]  因為這些人覺得自己是廢物
[00:08:39.520 --> 00:08:40.960]  他覺得自己是廢物
[00:08:40.960 --> 00:08:44.720]  他覺得自己對家庭對社會已經沒什麼貢獻了
[00:08:44.720 --> 00:08:50.080]  於是他就選擇自殺或者是自我消失
[00:08:50.080 --> 00:08:57.960]  根據2014年世界衛生組織的報告告訴我們
[00:08:57.960 --> 00:08:59.960]  日本的自殺率
[00:08:59.960 --> 00:09:07.920]  是相對全球自殺的平均值高出60%
[00:09:07.920 --> 00:09:08.760]  很厲害的
[00:09:08.760 --> 00:09:10.760]  原來日本自殺很厲害
[00:09:10.760 --> 00:09:18.360]  每一天大概有60到90個人自殺
[00:09:18.360 --> 00:09:20.840]  每一天
[00:09:20.840 --> 00:09:22.520]  很恐怖,是不是?
[00:09:22.520 --> 00:09:24.520]  然後去年12月
[00:09:24.520 --> 00:09:27.600]  《紐約郵報》發表了一個報道
[00:09:27.600 --> 00:09:30.120]  是一個法國的記者
[00:09:30.120 --> 00:09:33.920]  特別去到日本深入研究這個消失文化
[00:09:33.920 --> 00:09:38.640]  他發覺原來自從90年代開始到現在
[00:09:38.640 --> 00:09:44.920]  每一年至少有10萬個日本人失蹤
[00:09:44.920 --> 00:09:49.280]  每一年有10萬個日本人失蹤
[00:09:49.280 --> 00:09:50.920]  為什麼呢?
[00:09:50.920 --> 00:09:51.800]  很簡單
[00:09:51.800 --> 00:09:57.040]  因為他們在生活當中遇到一些或大或小的恥辱
[00:09:57.040 --> 00:10:01.360]  原來日本人比中國人更加講面子
[00:10:01.360 --> 00:10:04.720]  那種榮辱的感覺對他們來說很重要
[00:10:04.720 --> 00:10:08.200]  如果沒有面子的話寧願死掉
[00:10:08.200 --> 00:10:10.360]  所以這種恥辱的感覺
[00:10:10.360 --> 00:10:11.640]  例如離婚
[00:10:11.640 --> 00:10:13.520]  很沒面子,我怎會離婚呢?
[00:10:13.520 --> 00:10:14.760]  失業
[00:10:14.760 --> 00:10:16.960]  或者考試考不到
[00:10:16.960 --> 00:10:18.480]  或者負債
[00:10:18.480 --> 00:10:19.240]  Whatever
[00:10:19.240 --> 00:10:21.680]  其實對我們來說很普通
[00:10:21.680 --> 00:10:24.480]  但是很多日本人受不了
[00:10:24.480 --> 00:10:27.000]  受不了之後怎麼辦呢?
[00:10:27.000 --> 00:10:30.280]  他們就決定自我懲罰
[00:10:30.280 --> 00:10:32.760]  自己罰自己
[00:10:32.760 --> 00:10:33.920]  他們的做法是什麼呢?
[00:10:33.920 --> 00:10:38.680]  就是從自己的家庭和工作中正法人間消失
[00:10:38.680 --> 00:10:39.880]  不見了
[00:10:39.880 --> 00:10:40.920]  隱姓埋名
[00:10:40.920 --> 00:10:42.160]  有些是自殺
[00:10:42.160 --> 00:10:43.880]  有些是隱姓埋名
[00:10:43.880 --> 00:10:49.600]  去做一些很低下的工作
[00:10:49.600 --> 00:10:56.160]  將自己埋沒在社會當中
[00:10:56.160 --> 00:10:59.640]  原來當一個人感到自己是廢物沒用的時候
[00:10:59.640 --> 00:11:02.160]  可以有這麼恐怖的情況出現
[00:11:02.160 --> 00:11:04.760]  所以日本已經成為一個很特別的文化
[00:11:04.760 --> 00:11:08.520]  叫做消失文化
[00:11:08.520 --> 00:11:11.040]  但是在聖經裡面
[00:11:11.040 --> 00:11:12.880]  其實很清楚的告訴我們
[00:11:12.880 --> 00:11:14.200]  如果看聖經的時候
[00:11:14.200 --> 00:11:15.040]  它說
[00:11:15.040 --> 00:11:18.200]  強壯是少年人的榮耀
[00:11:18.200 --> 00:11:21.680]  白髮是老年人的尊榮
[00:11:21.680 --> 00:11:24.200]  所以日本這些年輕力壯
[00:11:24.200 --> 00:11:25.880]  但是選擇自我消失
[00:11:25.880 --> 00:11:27.040]  人間正法
[00:11:27.040 --> 00:11:28.160]  就是為了一點點面子
[00:11:28.160 --> 00:11:29.440]  受不了
[00:11:29.440 --> 00:11:30.920]  太過羞恥了
[00:11:30.920 --> 00:11:33.160]  就不見了
[00:11:33.160 --> 00:11:35.240]  他們應該看看聖經
[00:11:35.240 --> 00:11:38.360]  強壯是少年人的榮耀
[00:11:38.360 --> 00:11:42.080]  但是今天我的focus跟大家分享的是什麼呢
[00:11:42.080 --> 00:11:43.160]  聖經接著說
[00:11:43.160 --> 00:11:47.200]  白髮是老年人的尊榮
[00:11:47.200 --> 00:11:52.880]  而聖經是教導我們要敬老如同敬神
[00:11:52.880 --> 00:11:54.640]  敬老如敬神
[00:11:54.640 --> 00:11:58.280]  我們看利美記十九章三十二章
[00:11:58.280 --> 00:12:00.960]  利美記十九章三十二章怎樣說呢
[00:12:00.960 --> 00:12:03.680]  在白髮的人面前你要站起來
[00:12:03.680 --> 00:12:05.200]  又要尊敬老人
[00:12:05.200 --> 00:12:07.760]  又要敬畏你的神
[00:12:07.760 --> 00:12:09.920]  我是葉王環
[00:12:09.920 --> 00:12:13.160]  為什麼聖經裡面教導我們要敬老如敬神呢
[00:12:13.160 --> 00:12:14.280]  因為很簡單
[00:12:14.280 --> 00:12:16.720]  沒有了他們就沒有我們
[00:12:16.720 --> 00:12:18.120]  好像沒有了神就沒有這個世界
[00:12:18.120 --> 00:12:19.400]  沒有人類一樣
[00:12:19.400 --> 00:12:20.880]  沒有了我們的父母親
[00:12:20.880 --> 00:12:22.640]  根本就沒有我們的存在
[00:12:22.640 --> 00:12:25.480]  而他們是經歷千辛萬苦
[00:12:25.480 --> 00:12:28.680]  將我們養育成人
[00:12:28.680 --> 00:12:31.280]  這個牧師不老套的
[00:12:31.280 --> 00:12:32.800]  事實來的
[00:12:32.800 --> 00:12:35.000]  中國人我們經常說的
[00:12:35.000 --> 00:12:37.720]  特別是我們的早一代
[00:12:37.720 --> 00:12:40.160]  牧師這一代已經是英熱朝出生的
[00:12:40.160 --> 00:12:40.960]  好一點的
[00:12:40.960 --> 00:12:43.320]  是戰後出生
[00:12:43.320 --> 00:12:44.880]  我的父母親
[00:12:44.880 --> 00:12:48.720]  他們經歷戰爭那種殘酷
[00:12:48.720 --> 00:12:51.120]  在戰爭當中怎樣survive
[00:12:51.120 --> 00:12:52.080]  不單如此
[00:12:52.080 --> 00:12:53.800]  在他們成長的過程當中
[00:12:53.800 --> 00:12:56.600]  經歷了多少經濟大衰退
[00:12:56.600 --> 00:12:59.200]  已經不是說三零五代就很恐怖了
[00:12:59.200 --> 00:13:01.040]  你說我們今年在美國
[00:13:01.040 --> 00:13:02.320]  今天在美國
[00:13:02.320 --> 00:13:05.280]  都經歷過很多經濟衰退
[00:13:05.280 --> 00:13:09.680]  但是我們的父母親是為了我們的緣故
[00:13:09.680 --> 00:13:12.760]  用盡他們的時間精力
[00:13:12.760 --> 00:13:16.320]  在種種的困難痛苦當中
[00:13:16.320 --> 00:13:17.240]  養育我們成長
[00:13:17.240 --> 00:13:18.960]  為了改善我們的生活
[00:13:18.960 --> 00:13:22.280]  讓我們的生活質素好一點點
[00:13:22.280 --> 00:13:25.160]  他們付出他們最寶貴
[00:13:25.160 --> 00:13:26.800]  最強壯
[00:13:26.800 --> 00:13:30.720]  最好的歲月
[00:13:30.720 --> 00:13:32.800]  就是為了我們的緣故
[00:13:32.800 --> 00:13:35.280]  不單如此
[00:13:35.280 --> 00:13:36.480]  到現在
[00:13:36.480 --> 00:13:42.120]  他們還要照顧我們下一代
[00:13:42.120 --> 00:13:44.000]  不單照顧我們這一代成長
[00:13:44.000 --> 00:13:45.840]  還要照顧我們的子女
[00:13:45.840 --> 00:13:50.640]  現在是不是這樣
[00:13:50.640 --> 00:13:52.720]  所以我們看到這些老人家
[00:13:52.720 --> 00:13:56.560]  特別在座當中有很多
[00:13:56.560 --> 00:13:58.720]  其實他們付出了很多
[00:13:58.720 --> 00:14:00.040]  甚至現在他們的生命
[00:14:00.040 --> 00:14:02.520]  都繼續在付出當中
[00:14:02.520 --> 00:14:03.640]  在服侍你們
[00:14:03.640 --> 00:14:06.600]  在服侍我們的子女
[00:14:06.600 --> 00:14:10.040]  為了希望我們能夠安居樂業
[00:14:10.040 --> 00:14:10.880]  我不知道
[00:14:10.880 --> 00:14:11.720]  我們作為弟兄姊妹
[00:14:11.720 --> 00:14:13.360]  我都說信耶穌的
[00:14:13.360 --> 00:14:17.520]  不過我不知道你們的家庭生活是如何
[00:14:17.520 --> 00:14:21.840]  不知道你們怎麼看你們的父母親
[00:14:21.840 --> 00:14:25.520]  如果我們的父母親仍然是存活的話
[00:14:25.520 --> 00:14:28.280]  仍然在的時候
[00:14:28.280 --> 00:14:29.800]  你看到穆斯林這樣說
[00:14:29.800 --> 00:14:31.880]  雖然不是說很多
[00:14:31.880 --> 00:14:35.520]  只是觸動你的思想
[00:14:35.520 --> 00:14:38.800]  有沒有覺得很虧欠自己的父母親
[00:14:38.800 --> 00:14:43.000]  有沒有很虧欠我們的祖父祖母
[00:14:43.000 --> 00:14:43.920]  如果你覺得
[00:14:43.920 --> 00:14:46.440]  這是他們應份的
[00:14:46.440 --> 00:14:48.160]  不需要特別honour
[00:14:48.160 --> 00:14:50.320]  每個人都應該這樣做
[00:14:50.320 --> 00:14:53.120]  你可以坐下來
[00:14:53.120 --> 00:14:54.080]  但如果你覺得
[00:14:54.080 --> 00:14:56.320]  其實我們欠我們的父母親很多
[00:14:56.320 --> 00:15:00.240]  可不可以請我們60歲以下那些
[00:15:00.240 --> 00:15:02.000]  起身
[00:15:02.000 --> 00:15:03.040]  60歲以下起身
[00:15:03.040 --> 00:15:05.360]  不起身嗎
[00:15:05.360 --> 00:15:06.440]  60歲以上的不用了
[00:15:06.440 --> 00:15:07.640]  我們要honour他們
[00:15:07.640 --> 00:15:11.080]  我們要honour他們
[00:15:11.080 --> 00:15:14.640]  60歲以上
[00:15:14.640 --> 00:15:16.080]  我希望你們站起來的時候
[00:15:16.080 --> 00:15:19.040]  拍手掌不是因為叫那麼簡單
[00:15:19.040 --> 00:15:21.240]  你看看我們在座的那些
[00:15:21.240 --> 00:15:23.080]  他們是我們的寶貝
[00:15:23.080 --> 00:15:24.560]  一會兒我們會說的
[00:15:24.560 --> 00:15:25.920]  好 大家坐下
[00:15:25.920 --> 00:15:28.880]  為什麼我要這樣做
[00:15:28.880 --> 00:15:30.320]  因為他們為了下一代
[00:15:30.320 --> 00:15:35.320]  一直支撐到現在
[00:15:35.320 --> 00:15:37.240]  不容易的事
[00:15:37.240 --> 00:15:38.360]  為了你們
[00:15:38.360 --> 00:15:39.840]  甚至為了你們的下一代
[00:15:39.840 --> 00:15:42.120]  一直支撐到現在
[00:15:42.120 --> 00:15:43.480]  所以他們能夠這樣做
[00:15:43.480 --> 00:15:45.480]  我相信
[00:15:45.480 --> 00:15:47.120]  不單單因為我們做父母親
[00:15:47.120 --> 00:15:48.840]  做祖父母應該這樣做
[00:15:48.840 --> 00:15:50.440]  這是我們的天職
[00:15:50.440 --> 00:15:53.120]  我相信不是那麼簡單
[00:15:53.120 --> 00:15:55.960]  他們不是單純一個責任那麼簡單
[00:15:55.960 --> 00:15:58.960]  我相信其實在他們
[00:15:58.960 --> 00:16:01.480]  怎樣去養育我們成長的過程裡面
[00:16:01.480 --> 00:16:03.240]  所反映的是
[00:16:03.240 --> 00:16:06.440]  一種無私捨己的愛
[00:16:06.440 --> 00:16:09.000]  為了我們的願果他們付出很多
[00:16:09.000 --> 00:16:10.600]  說不了那麼多給你們聽
[00:16:10.600 --> 00:16:11.960]  希望我們能夠體會得到
[00:16:11.960 --> 00:16:13.680]  希望我們能夠見得到
[00:16:13.680 --> 00:16:15.560]  是一種無私捨己的愛
[00:16:15.560 --> 00:16:18.040]  讓他們能夠堅持到現在
[00:16:18.040 --> 00:16:19.200]  不單單養大你們
[00:16:19.200 --> 00:16:22.280]  現在還養大你們的子女
[00:16:22.280 --> 00:16:23.120]  所以我剛才說
[00:16:23.120 --> 00:16:26.560]  為什麼要敬老如敬上帝呢
[00:16:26.560 --> 00:16:30.520]  因為這就是來自上帝的愛
[00:16:30.520 --> 00:16:32.240]  我們的父母親
[00:16:32.240 --> 00:16:33.840]  包括我們祖父母在內
[00:16:33.840 --> 00:16:35.320]  是天父上帝
[00:16:35.320 --> 00:16:38.000]  差遣到我們家裡關愛我們
[00:16:38.000 --> 00:16:41.080]  還有照顧我們的代表
[00:16:41.080 --> 00:16:42.720]  所以我們要敬老
[00:16:42.720 --> 00:16:45.520]  好像尊敬上帝一樣
[00:16:45.520 --> 00:16:47.760]  這個實在是聖經的教導
[00:16:47.760 --> 00:16:48.960]  剛才聖經說得很清楚
[00:16:48.960 --> 00:16:51.400]  要尊敬老年人
[00:16:51.400 --> 00:16:54.200]  然後又要敬畏你的神
[00:16:54.200 --> 00:16:55.240]  我是耶和華
[00:16:55.240 --> 00:16:56.520]  說清楚給你聽
[00:16:56.520 --> 00:16:59.600]  是神告訴你要尊敬老人家
[00:16:59.600 --> 00:17:00.960]  又要敬畏你的神
[00:17:00.960 --> 00:17:04.120]  兩樣放在一起
[00:17:04.120 --> 00:17:07.400]  不過我想特別提的是什麼呢
[00:17:07.400 --> 00:17:09.760]  有沒有附帶條件
[00:17:09.760 --> 00:17:12.080]  尊敬我們當中的老人家
[00:17:12.080 --> 00:17:14.640]  有沒有附帶的條件
[00:17:14.640 --> 00:17:17.360]  比如說
[00:17:17.360 --> 00:17:18.360]  應該尊敬他們的
[00:17:18.360 --> 00:17:20.360]  不過他們要體諒一下我們
[00:17:20.360 --> 00:17:22.680]  我們現在年輕人
[00:17:22.680 --> 00:17:24.040]  生活很困難的
[00:17:24.040 --> 00:17:26.400]  沒有那麼多要求
[00:17:26.400 --> 00:17:28.560]  不要那麼囉嗦
[00:17:28.560 --> 00:17:31.240]  說一次就夠了
[00:17:31.240 --> 00:17:33.480]  還有不要有意無意
[00:17:33.480 --> 00:17:35.480]  加添我們的罪疚感
[00:17:35.480 --> 00:17:36.360]  好像不照顧你們
[00:17:36.360 --> 00:17:37.840]  好像我們很壞
[00:17:37.840 --> 00:17:40.680]  不是的
[00:17:40.680 --> 00:17:42.920]  大家有沒有這樣想
[00:17:42.920 --> 00:17:43.920]  有沒有這樣的條件
[00:17:43.920 --> 00:17:45.840]  如果他們懂得這樣做的話
[00:17:45.840 --> 00:17:49.440]  值得尊敬
[00:17:49.440 --> 00:17:52.720]  但是讓我再說一次
[00:17:52.720 --> 00:17:56.840]  聖經裡面有沒有這些附帶條件
[00:17:56.840 --> 00:17:58.760]  沒有的
[00:17:58.760 --> 00:18:02.400]  如果你細心想一想的時候
[00:18:02.400 --> 00:18:06.120]  可能
[00:18:06.120 --> 00:18:09.680]  是你和我
[00:18:09.680 --> 00:18:12.600]  加添他們的罪疚感
[00:18:12.600 --> 00:18:14.400]  可能是你和我有意無意
[00:18:14.400 --> 00:18:15.440]  讓他們覺得
[00:18:15.440 --> 00:18:17.680]  他們成為我們的負累
[00:18:17.680 --> 00:18:20.800]  可能是你和我
[00:18:20.800 --> 00:18:22.680]  讓他們覺得我們很囉嗦
[00:18:22.680 --> 00:18:24.880]  是我們囉嗦他們
[00:18:24.880 --> 00:18:26.760]  不是長輩囉嗦我們
[00:18:26.760 --> 00:18:28.760]  可能是你和我
[00:18:28.760 --> 00:18:32.240]  有意無意地
[00:18:32.240 --> 00:18:34.800]  不懂得體諒老人家
[00:18:34.800 --> 00:18:39.360]  生活的那種感受
[00:18:39.360 --> 00:18:41.120]  求天父的靈幫助我們
