
[00:00:00.000 --> 00:00:03.740]  剛剛讀了聖經,就是保羅寫給提摩太太的
[00:03:25.880 --> 00:03:30.160]  多了,甚至作為牧師又站了出來要教導他
[00:03:30.160 --> 00:03:33.000]  在那個時候,真的不要想
[00:03:33.000 --> 00:03:35.800]  究竟進來教會久一點還是短一點
[00:03:35.800 --> 00:03:38.880]  保羅提醒提摩泰那一句
[00:03:38.880 --> 00:03:44.720]  勸喻長者,老年人,真的要待他們父親一樣
[00:03:44.720 --> 00:03:48.680]  我們要客氣一點,因著年紀身份
[00:03:48.680 --> 00:03:54.520]  可能你會想,咦,臨過年搞這些事情,是不是要說拜年怎麼辦,處境呢
[00:03:54.520 --> 00:03:55.680]  也不是的
[00:03:55.680 --> 00:04:00.160]  而是想反過來,想藉著剛剛讀完聖經,或者跟著我看的聖經
[00:04:00.160 --> 00:04:02.160]  我們去看一個關係
[00:04:02.160 --> 00:04:04.880]  陸姑娘上個星期在說,我們是跟隨神的
[00:04:04.880 --> 00:04:07.280]  我們要跟隨神,我要跟隨神
[00:04:07.280 --> 00:04:10.280]  但其實跟隨神的人,個別自己
[00:04:10.280 --> 00:04:14.320]  和跟隨神的那群人,其實就成為什麼人呢
[00:04:14.320 --> 00:04:19.240]  看一段聖經,我們揭開前面約翰福音第一章
[00:04:19.240 --> 00:04:24.480]  約翰福音第一章,十二節
[00:04:24.480 --> 00:04:28.200]  新約聖經有多少卷福音
[00:04:28.200 --> 00:04:29.680]  哇,沒什麼反應
[00:04:29.680 --> 00:04:31.880]  是問題太淺,還是什麼
[00:04:31.880 --> 00:04:34.080]  新約有多少卷福音書
[00:04:34.080 --> 00:04:36.080]  四卷,四卷福音書
[00:04:36.080 --> 00:04:40.600]  在我們的目錄裡面,四卷當中,約翰福音是第幾卷
[00:04:40.600 --> 00:04:41.600]  是第四卷
[00:04:41.600 --> 00:04:43.800]  這麼說沒有告訴你,約翰福音是第四卷寫成的
[00:04:43.800 --> 00:04:45.080]  這件事很清楚
[00:04:45.080 --> 00:04:47.880]  不是的,只是目錄裡面放的是第四卷
[00:04:47.880 --> 00:04:50.520]  OK,好,約翰福音第一章
[00:04:50.520 --> 00:04:52.520]  約翰福音是第四卷,不過是第一章
[00:04:52.520 --> 00:04:56.080]  所以有時候,有些教導會說,就這樣叫它第四卷
[00:04:56.080 --> 00:04:58.080]  有時候會這樣叫
[00:04:58.080 --> 00:05:00.400]  第一章第十二節
[00:05:00.400 --> 00:05:06.080]  一章十二節,我相信你相信耶穌之後,有機會已經在當天栽培課程讀過了
[00:05:06.080 --> 00:05:07.400]  我們一起讀出好不好
[00:05:07.400 --> 00:05:10.480]  凡接待他的,就是信他名的人
[00:05:10.480 --> 00:05:14.000]  他就賜他們權並作神的兒女
[00:05:14.000 --> 00:05:15.160]  作什麼?
[00:05:15.160 --> 00:05:16.360]  神的兒女
[00:05:16.360 --> 00:05:20.040]  你幫我指一指旁邊,告訴他,你是神的兒女
[00:05:20.040 --> 00:05:20.760]  你是神的兒女
[00:05:20.760 --> 00:05:23.440]  告訴他,我也是神的兒女
[00:05:23.440 --> 00:05:25.320]  我也是神的兒女
[00:05:25.320 --> 00:05:26.000]  OK
[00:05:26.000 --> 00:05:29.160]  我們每一個人都是神的兒女
[00:05:29.160 --> 00:05:29.920]  OK,行不行
[00:05:29.920 --> 00:05:31.160]  這是很重要的
[00:05:31.160 --> 00:05:33.080]  不過千萬不要亂來
[00:05:33.080 --> 00:05:34.680]  因為這個緣故
[00:05:34.680 --> 00:05:36.280]  我今晚回去見到我爸爸
[00:05:36.280 --> 00:05:38.200]  爸爸,你是神的兒女,我是神的兒女
[00:05:38.200 --> 00:05:39.760]  叫一聲弟兄吧
[00:05:39.760 --> 00:05:41.920]  他也是我爸爸
[00:05:41.920 --> 00:05:42.720]  你明白嗎
[00:05:42.720 --> 00:05:45.800]  所以為什麼剛才我們看提摩大前書的那一句很重要
[00:05:45.800 --> 00:05:47.760]  提摩太太去到教會服侍
[00:05:47.760 --> 00:05:50.280]  對著那一群老年的弟兄
[00:05:50.280 --> 00:05:51.320]  都是弟兄來的
[00:05:51.320 --> 00:05:53.240]  不過待他如父親一樣
[00:05:53.240 --> 00:05:55.320]  總有一些關係存在的
[00:05:55.320 --> 00:05:56.960]  我們相信耶穌的人
[00:05:56.960 --> 00:06:00.040]  我們接受耶穌,凡是接待他的
[00:06:00.040 --> 00:06:01.440]  他在說耶穌
[00:06:01.440 --> 00:06:02.880]  接待他的,是相信他的
[00:06:02.880 --> 00:06:04.400]  就是有權柄
[00:06:04.400 --> 00:06:05.120]  丙姐妹
[00:06:05.120 --> 00:06:06.480]  成為神的兒女
[00:06:06.480 --> 00:06:07.600]  不是逼你
[00:06:07.600 --> 00:06:08.480]  不是屈你
[00:06:08.480 --> 00:06:09.200]  是被迫的
[00:06:09.200 --> 00:06:10.840]  而是權柄
[00:06:10.840 --> 00:06:12.120]  你不相信神
[00:06:12.120 --> 00:06:13.800]  是沒有權柄告訴你
[00:06:13.800 --> 00:06:15.120]  我是神的兒女
[00:06:15.120 --> 00:06:16.480]  但因為你接受耶穌基督
[00:06:16.480 --> 00:06:17.480]  是你個人救主
[00:06:17.480 --> 00:06:21.920]  你就擁有這個權柄
[00:06:21.920 --> 00:06:22.960]  說得這麼重要
[00:06:22.960 --> 00:06:24.320]  一說到權柄,我們就很敏感
[00:06:24.320 --> 00:06:25.280]  不是這樣的意思
[00:06:25.280 --> 00:06:26.560]  是那些不信耶穌的人
[00:06:26.560 --> 00:06:28.280]  他沒辦法告訴你
[00:06:28.280 --> 00:06:29.720]  我是神的兒女
[00:06:29.720 --> 00:06:30.400]  你明不明白
[00:06:30.400 --> 00:06:31.600]  可能他在信其他教會
[00:06:31.600 --> 00:06:32.800]  或者不接受的時候
[00:06:32.800 --> 00:06:34.000]  他不會告訴你
[00:06:34.000 --> 00:06:35.440]  我是神的兒女
[00:06:35.440 --> 00:06:38.200]  唯有他真的相信接受耶穌基督的人
[00:06:38.200 --> 00:06:39.320]  才是
[00:06:39.320 --> 00:06:40.440]  因為這樣
[00:06:40.440 --> 00:06:41.760]  看到後面
[00:06:41.760 --> 00:06:43.560]  新約的爾弗所書
[00:06:43.560 --> 00:06:47.960]  第二章
[00:06:47.960 --> 00:06:48.840]  哥倫多前書
[00:06:48.840 --> 00:06:49.600]  哥倫多後書
[00:06:49.600 --> 00:06:50.240]  加一泰
[00:06:50.240 --> 00:06:52.040]  就到爾弗所了
[00:06:52.040 --> 00:06:53.400]  如果你竟然翻到希伯來書
[00:06:53.400 --> 00:06:55.400]  就竟然翻回頭
[00:06:55.400 --> 00:06:56.960]  已經過了
[00:06:56.960 --> 00:07:01.760]  爾弗所書第二章
[00:07:01.760 --> 00:07:11.960]  爾弗所書第二章十九節
[00:07:11.960 --> 00:07:13.360]  新約的爾弗所書
[00:07:13.360 --> 00:07:15.280]  都是保羅書信裡面
[00:07:15.280 --> 00:07:17.760]  爾弗所書第二章第十九節
[00:07:17.760 --> 00:07:18.800]  找到頂小妹請說
[00:07:18.800 --> 00:07:20.360]  找到
[00:07:20.360 --> 00:07:22.400]  找到我們一起讀出
[00:07:22.400 --> 00:07:26.080]  這樣你們不再作外人和客女
[00:07:26.080 --> 00:07:27.880]  是與聖徒同國
[00:07:27.880 --> 00:07:30.240]  是神家裡的人
[00:07:30.240 --> 00:07:31.920]  是神什麼
[00:07:31.920 --> 00:07:33.760]  家裡的人
[00:07:33.760 --> 00:07:34.280]  說了這麼久
[00:07:34.280 --> 00:07:35.880]  目的是繞了個圈子看三本聖經
[00:07:35.880 --> 00:07:37.200]  就是想告訴你
[00:07:37.200 --> 00:07:38.600]  我們是神家裡面
[00:07:38.600 --> 00:07:39.360]  是的沒錯
[00:07:39.360 --> 00:07:41.000]  我要成為家人
[00:07:41.000 --> 00:07:42.280]  當我們在說
[00:07:42.280 --> 00:07:43.720]  我們相信耶穌
[00:07:43.720 --> 00:07:45.120]  我們接受神的緣故
[00:07:45.120 --> 00:07:46.480]  我們成為神的兒女
[00:07:46.480 --> 00:07:48.360]  就不再是什麼了
[00:07:48.360 --> 00:07:51.200]  這裡說的是外人和客女
[00:07:51.200 --> 00:07:52.480]  為什麼這麼特別
[00:07:52.480 --> 00:07:53.720]  很簡單的一件事
[00:07:53.720 --> 00:07:55.160]  我們現在這一輪
[00:07:55.160 --> 00:07:56.840]  大家有沒有開始在WhatsApp群組
[00:07:56.840 --> 00:07:59.200]  你的家人在約團年
[00:07:59.200 --> 00:08:00.640]  約了沒有
[00:08:00.640 --> 00:08:02.600]  有沒有人團了
[00:08:02.600 --> 00:08:03.080]  有的
[00:08:03.080 --> 00:08:04.480]  有些是我認識的朋友團了
[00:08:04.480 --> 00:08:06.440]  阿倫你這麼早團了年
[00:08:06.440 --> 00:08:07.880]  昨晚團年了
[00:08:07.880 --> 00:08:10.040]  方便大家之後
[00:08:10.040 --> 00:08:11.920]  還有很多親家要團年
[00:08:11.920 --> 00:08:13.160]  是的沒錯
[00:08:13.160 --> 00:08:14.200]  有些正在約
[00:08:14.200 --> 00:08:14.800]  有些是正日
[00:08:14.800 --> 00:08:17.360]  我年三十才團年
[00:08:17.360 --> 00:08:20.000]  什麼人才會團年
[00:08:20.000 --> 00:08:20.880]  家人
[00:08:20.880 --> 00:08:21.480]  不是
[00:08:21.480 --> 00:08:22.960]  辦公室那些也是
[00:08:22.960 --> 00:08:24.080]  因為大家天天見到
[00:08:24.080 --> 00:08:25.800]  好像家人一樣
[00:08:25.800 --> 00:08:26.960]  公司也會有
[00:08:26.960 --> 00:08:27.600]  團年
[00:08:27.600 --> 00:08:28.640]  之後春泯
[00:08:28.640 --> 00:08:29.160]  團拜
[00:08:29.160 --> 00:08:30.240]  很多東西
[00:08:30.240 --> 00:08:30.920]  又或者
[00:08:30.920 --> 00:08:32.160]  我們小組
[00:08:32.160 --> 00:08:34.120]  團了年沒有
[00:08:34.120 --> 00:08:34.720]  有些人是零頭
[00:08:34.720 --> 00:08:35.560]  一年不團
[00:08:35.560 --> 00:08:36.160]  約了
[00:08:36.160 --> 00:08:37.400]  有人來了
[00:08:37.400 --> 00:08:38.560]  都會團年
[00:08:38.560 --> 00:08:39.040]  當然
[00:08:39.040 --> 00:08:41.000]  是不是因為團年就是家人
[00:08:41.000 --> 00:08:43.200]  不過你可以反過來想
[00:08:43.200 --> 00:08:44.240]  今天早上
[00:08:44.240 --> 00:08:45.280]  上街
[00:08:45.280 --> 00:08:46.480]  出門口
[00:08:46.480 --> 00:08:47.640]  跟你同一部電梯的人
[00:08:47.640 --> 00:08:50.040]  你會不會約他團年
[00:08:50.040 --> 00:08:51.160]  不會的
[00:08:51.160 --> 00:08:52.440]  剛剛來這裡
[00:08:52.440 --> 00:08:53.200]  坐地鐵
[00:08:53.200 --> 00:08:53.840]  隔離位
[00:08:53.840 --> 00:08:56.120]  你看著他打機的那個
[00:08:56.120 --> 00:08:58.520]  你會不會約他團年
[00:08:58.520 --> 00:08:59.520]  不會的
[00:08:59.520 --> 00:09:00.200]  你明白嗎
[00:09:00.200 --> 00:09:02.120]  就算我兒子有時候在地鐵上
[00:09:02.120 --> 00:09:03.080]  看人打機打到
[00:09:03.080 --> 00:09:04.040]  還問別人
[00:09:04.040 --> 00:09:04.560]  聊天
[00:09:04.560 --> 00:09:06.000]  好像認識一樣
[00:09:06.000 --> 00:09:07.600]  這個約哥真的很大膽
[00:09:07.600 --> 00:09:10.360]  都不會團年約你
[00:09:10.360 --> 00:09:14.040]  沒有這樣的事情
[00:09:14.040 --> 00:09:16.040]  唯有家人
[00:09:16.040 --> 00:09:18.480]  我們才會發生這件事
[00:09:18.480 --> 00:09:19.760]  家人的特別
[00:09:19.760 --> 00:09:20.400]  就是這件事
[00:09:20.400 --> 00:09:21.560]  弟兄姊妹
[00:09:21.560 --> 00:09:23.760]  當我們說我們相信耶穌
[00:09:23.760 --> 00:09:25.200]  我們跟隨神的時候
[00:09:25.200 --> 00:09:27.000]  我們是成為一家人的
[00:09:27.000 --> 00:09:28.320]  一家人裡面
[00:09:28.320 --> 00:09:30.280]  那種關係
[00:09:30.280 --> 00:09:32.320]  就是與別不同的
[00:09:32.320 --> 00:09:33.520]  或者好像剛剛提到
[00:09:33.520 --> 00:09:35.800]  真的有不同年紀的
[00:09:35.800 --> 00:09:38.560]  有不同輩分的人
[00:09:38.560 --> 00:09:39.960]  我們這一堂裡面
[00:09:39.960 --> 00:09:41.000]  相對地多的
[00:09:41.000 --> 00:09:42.200]  都是在做事的
[00:09:42.200 --> 00:09:44.760]  小朋友有最小的
[00:09:44.760 --> 00:09:46.800]  小到自己照顧不了自己
[00:09:46.800 --> 00:09:47.280]  我們很安樂
[00:09:47.280 --> 00:09:49.000]  我們的B都在一起
[00:09:49.000 --> 00:09:49.840]  再大一點的
[00:09:49.840 --> 00:09:51.520]  他有很多自我主張
[00:09:51.520 --> 00:09:52.560]  有想法的時候
[00:09:52.560 --> 00:09:53.800]  他都寧可在KW那裡玩
[00:09:53.800 --> 00:09:54.760]  都不過來
[00:09:54.760 --> 00:09:57.920]  我們有一段日子有三堂崇拜
[00:09:57.920 --> 00:10:00.000]  有時間不中
[00:10:00.000 --> 00:10:02.440]  我們遇上另一堂崇拜
[00:10:02.440 --> 00:10:03.840]  聚會開的弟兄姊妹
[00:10:03.840 --> 00:10:05.320]  可能有一點陌生
[00:10:05.320 --> 00:10:06.720]  可能都不是很習慣
[00:10:06.720 --> 00:10:09.960]  但是那些是不是不是一家人呢
[00:10:09.960 --> 00:10:11.600]  那些仍然是一家人
[00:10:11.600 --> 00:10:13.120]  現在我在過去裡面
[00:10:13.120 --> 00:10:14.280]  我都很努力的
[00:10:14.280 --> 00:10:15.840]  我都很努力期望
[00:10:15.840 --> 00:10:18.440]  真的縱然有時候要分堂崇拜
[00:10:18.440 --> 00:10:19.680]  但我們合堂的時候
[00:10:19.680 --> 00:10:21.360]  我們都可以能夠讓
[00:10:21.360 --> 00:10:23.560]  不同年紀的弟兄姊妹走在一起
[00:10:23.560 --> 00:10:24.520]  我們彼此了解
[00:10:24.520 --> 00:10:25.760]  彼此認識
[00:10:25.760 --> 00:10:26.480]  又或者
[00:10:26.480 --> 00:10:28.120]  剛才Kip上來
[00:10:28.120 --> 00:10:29.080]  跟我們說
[00:10:29.080 --> 00:10:32.240]  接下來4月有一個M&M的program
[00:10:32.240 --> 00:10:33.520]  其實都不是第一年的
[00:10:33.520 --> 00:10:34.960]  不過今年我們改了名字
[00:10:34.960 --> 00:10:38.960]  之前我們叫做生命師傅
[00:10:38.960 --> 00:10:40.440]  其實整件事
[00:10:40.440 --> 00:10:42.240]  都是其中一個表現
[00:10:42.240 --> 00:10:45.000]  就是讓教會跨代的人
[00:10:45.000 --> 00:10:46.640]  不同年紀的人
[00:10:46.640 --> 00:10:48.960]  我們彼此建立友誼
[00:10:48.960 --> 00:10:50.520]  不是純粹一個友誼這麼簡單
[00:10:50.520 --> 00:10:51.720]  我們是有目的的
[00:10:51.720 --> 00:10:54.600]  目的不是要夾你們這群年輕人出來工作
[00:10:54.600 --> 00:10:57.880]  不是這麼逼你的意思
[00:10:57.880 --> 00:10:59.000]  而是我們都會明白
[00:10:59.000 --> 00:10:59.840]  真的
[00:10:59.840 --> 00:11:01.760]  弟兄姊妹如果我們在社會工作久了
[00:11:01.760 --> 00:11:02.680]  我們如果特別
[00:11:02.680 --> 00:11:05.520]  不掌握著現在這一代青年人的時候
[00:11:05.520 --> 00:11:07.000]  我們真的不是很明白
[00:11:07.000 --> 00:11:09.760]  為什麼他們會有一些想法
[00:11:09.760 --> 00:11:12.840]  為什麼他們的艱難是去到這樣的地步
[00:11:12.840 --> 00:11:14.040]  我們很容易一句就是
[00:11:14.040 --> 00:11:18.040]  我當年出來工作又不是這樣又怎樣
[00:11:18.040 --> 00:11:19.040]  可能這句話
[00:11:19.040 --> 00:11:21.160]  對於我們一群二十多歲的青年人來說
[00:11:21.160 --> 00:11:22.520]  是很容易的
[00:11:22.520 --> 00:11:25.760]  你的當年是不是我現在的當年
[00:11:25.760 --> 00:11:28.080]  真的不是的
[00:11:28.080 --> 00:11:30.000]  整個社會經濟的情況
[00:11:30.000 --> 00:11:33.320]  整個人口結構的比例
[00:11:33.320 --> 00:11:34.680]  就是我的當年
[00:11:34.680 --> 00:11:35.640]  我的小朋友
[00:11:35.640 --> 00:11:38.000]  或者我高年紀一點的那一批
[00:11:38.000 --> 00:11:40.760]  是香港人口金字塔裡面最寬的那一群
[00:11:40.760 --> 00:11:42.840]  最多人的那一群
[00:11:42.840 --> 00:11:43.640]  你明白嗎
[00:11:43.640 --> 00:11:45.240]  就是還要兇一點
[00:11:45.240 --> 00:11:46.760]  最人多勢眾的那一群
[00:11:46.760 --> 00:11:49.280]  是四十幾到五十幾的那一群在香港
[00:11:49.280 --> 00:11:51.240]  但是在這個年紀之後
[00:11:51.240 --> 00:11:52.320]  一路
[00:11:52.320 --> 00:11:54.000]  一路大家都不是很生
[00:11:54.000 --> 00:11:55.600]  一路萎縮
[00:11:55.600 --> 00:11:57.560]  我當年考公開試
[00:11:57.560 --> 00:11:59.440]  那時候十幾萬人
[00:11:59.440 --> 00:12:01.400]  現在是那時候幾萬人
[00:12:01.400 --> 00:12:02.640]  差很遠的
[00:12:02.640 --> 00:12:03.840]  出來社會做事
[00:12:03.840 --> 00:12:05.040]  要求是怎樣呢
[00:12:05.040 --> 00:12:06.080]  真的很不同
[00:12:06.080 --> 00:12:07.320]  真的很不同
[00:12:07.320 --> 00:12:08.600]  不只是一個學位
[00:12:08.600 --> 00:12:09.640]  甚至有一個學位
[00:12:09.640 --> 00:12:11.840]  你的技能都很不同
[00:12:11.840 --> 00:12:13.320]  有很多東西是不同的
[00:12:13.320 --> 00:12:15.320]  所以M&M計劃是一個
[00:12:15.320 --> 00:12:16.560]  其實叫做找一個Mentor
[00:12:16.560 --> 00:12:18.440]  找一個Mentee幫助Mentor
[00:12:18.440 --> 00:12:20.960]  讓他了解世界現在不同了
[00:12:20.960 --> 00:12:22.880]  這個不是最重要的
[00:12:22.880 --> 00:12:23.680]  但是反過來
[00:12:23.680 --> 00:12:24.920]  在很多不同的裡面
[00:12:24.920 --> 00:12:26.400]  我們都會明白我們有一些
[00:12:26.400 --> 00:12:27.840]  知道我們有一些
[00:12:27.840 --> 00:12:29.640]  成人的弟兄姐妹
[00:12:29.640 --> 00:12:31.640]  你們縱然現在是社會
[00:12:31.640 --> 00:12:33.400]  就是那一代同年紀的時候
[00:12:33.400 --> 00:12:34.480]  是不同了
[00:12:34.480 --> 00:12:36.240]  但是社會仍然有很多實況
[00:12:36.240 --> 00:12:37.960]  你在社會當中仍然工作
[00:12:37.960 --> 00:12:39.240]  你有一定的位置
[00:12:39.240 --> 00:12:40.240]  有一定的經驗
[00:12:40.240 --> 00:12:41.040]  有一定的智慧
[00:12:41.040 --> 00:12:41.800]  這個很重要
[00:12:41.800 --> 00:12:43.120]  我相信智慧的東西
[00:12:43.120 --> 00:12:45.560]  是不隨著時代而改變的
[00:12:45.560 --> 00:12:48.360]  有很多社會做事的原則、規矩
[00:12:48.360 --> 00:12:49.280]  我們曉得的
[00:12:49.280 --> 00:12:50.400]  不會隨著
[00:12:50.400 --> 00:12:53.640]  又是下一個警方改變而扭曲的
[00:12:53.640 --> 00:12:55.120]  這些東西更重要
[00:12:55.120 --> 00:12:55.760]  還有
[00:12:55.760 --> 00:12:57.240]  因著我信耶穌
[00:12:57.240 --> 00:12:58.440]  我在這個社會打滾
[00:12:58.440 --> 00:13:00.360]  我在家庭裡面怎麼持守
[00:13:00.360 --> 00:13:01.360]  我在信仰裡面
[00:13:01.360 --> 00:13:03.080]  怎麼堅持的經驗
[00:13:03.080 --> 00:13:04.120]  兄弟姐妹
[00:13:04.120 --> 00:13:05.720]  我相信你們的經驗
[00:13:05.720 --> 00:13:06.720]  你們的智慧
[00:13:06.720 --> 00:13:09.200]  是讓我們年輕的一群
[00:13:09.200 --> 00:13:10.920]  是有幫助的
[00:13:10.920 --> 00:13:13.120]  有很大莫大的給益
[00:13:13.120 --> 00:13:14.120]  這些是什麼呢?
[00:13:14.120 --> 00:13:15.640]  家人的東西
[00:13:15.640 --> 00:13:17.240]  家人的東西
[00:13:17.240 --> 00:13:18.640]  我希望在家裡面
[00:13:18.640 --> 00:13:19.760]  在教會裡面
[00:13:19.760 --> 00:13:20.800]  有些人彷彿
[00:13:20.800 --> 00:13:22.400]  不是真的要做你爸爸的
[00:13:22.400 --> 00:13:22.920]  但是
[00:13:22.920 --> 00:13:23.760]  真的
[00:13:23.760 --> 00:13:25.400]  跟我們這群年輕一點的
[00:13:25.400 --> 00:13:27.680]  建立一個M&M的關係
[00:13:27.680 --> 00:13:30.360]  我們可以在一段日子當中
[00:13:30.360 --> 00:13:31.560]  彼此聊聊天
[00:13:31.560 --> 00:13:32.400]  見一面
[00:13:32.400 --> 00:13:34.640]  然後兩方面都著數了
[00:13:34.640 --> 00:13:35.320]  真的
[00:13:35.320 --> 00:13:36.120]  講這麼久
[00:13:36.120 --> 00:13:36.840]  就想告訴你
[00:13:36.840 --> 00:13:37.880]  這些來往
[00:13:37.880 --> 00:13:40.040]  是兩方面都得益的
[00:13:40.040 --> 00:13:43.160]  也都讓教會很多
[00:13:43.160 --> 00:13:45.200]  我們每一個個別的生命
[00:13:45.200 --> 00:13:46.920]  在整個過程裡面
[00:13:46.920 --> 00:13:48.680]  就讓我們認同
[00:13:48.680 --> 00:13:51.280]  作為家人是更重要的
[00:13:51.280 --> 00:13:51.720]  是的
[00:13:51.720 --> 00:13:53.280]  這個家原來是這樣的
[00:13:53.280 --> 00:13:55.120]  當我十八歲來到教會的時候
[00:13:55.120 --> 00:13:55.800]  以為是這樣的
[00:13:55.800 --> 00:13:56.840]  但是原來久了之後
[00:13:56.840 --> 00:13:58.520]  經過Mentor跟我說
[00:13:58.520 --> 00:14:00.360]  原來我們教會經歷了這麼多的事情
[00:14:00.360 --> 00:14:02.320]  我們這個群體有一些信念
[00:14:02.320 --> 00:14:03.720]  我們很相信的
[00:14:03.720 --> 00:14:06.400]  我們是世代相傳的
[00:14:06.400 --> 00:14:09.080]  家是一代傳一代的
[00:14:09.080 --> 00:14:10.960]  家不是斬開了
[00:14:10.960 --> 00:14:12.160]  切割的
[00:14:12.160 --> 00:14:14.080]  家是一代一代
[00:14:14.080 --> 00:14:15.440]  有關係
[00:14:15.440 --> 00:14:16.880]  連在一起的
[00:14:16.880 --> 00:14:18.680]  這個叫做家
[00:14:18.680 --> 00:14:20.120]  我們跟隨神
[00:14:20.120 --> 00:14:21.600]  就成為一家人
[00:14:21.600 --> 00:14:22.000]  不好意思
[00:14:22.000 --> 00:14:23.520]  剛才好像一個不小心
[00:14:23.520 --> 00:14:25.040]  在我猛說的M&M Program裡面
[00:14:25.040 --> 00:14:26.000]  做了宣傳
[00:14:26.000 --> 00:14:27.440]  如果我這樣說完
[00:14:27.440 --> 00:14:28.240]  你當是宣傳
[00:14:28.240 --> 00:14:28.960]  你有感動的話
[00:14:28.960 --> 00:14:30.160]  請快點報名找阿Kid
[00:14:30.160 --> 00:14:30.720]  OK
[00:14:30.720 --> 00:14:31.200]  好
[00:14:31.200 --> 00:14:31.800]  看看下面
[00:14:31.800 --> 00:14:33.160]  不然我今天太長氣了
