
[00:00:00.000 --> 00:00:06.700]  我哋喺最近同工會開會決定咗2017年嘅主題
[00:01:55.000 --> 00:01:59.000]  同對面嘅聖殿山
[00:01:59.000 --> 00:02:02.000]  係相隔一個河谷
[00:02:02.000 --> 00:02:04.000]  以前就係新約時代一個河谷
[00:02:04.000 --> 00:02:05.000]  而家係馬路
[00:02:05.000 --> 00:02:09.000]  耶穌同門徒去望到呢個咁漂亮嘅聖殿
[00:02:09.000 --> 00:02:13.000]  當太陽照射落去黃金嘅建築物
[00:02:13.000 --> 00:02:16.000]  反射太陽嘅光輝嘅時候
[00:02:16.000 --> 00:02:19.000]  門徒不得不讚嘆同耶穌講
[00:02:19.000 --> 00:02:21.000]  你望下你望下
[00:02:21.000 --> 00:02:23.000]  耶穌嘅回應係咩呢
[00:02:23.000 --> 00:02:25.000]  耶穌回應他們說
[00:02:25.000 --> 00:02:27.000]  唔係話真係宏偉
[00:02:27.000 --> 00:02:30.000]  真係上帝嘅榮耀喺度
[00:02:30.000 --> 00:02:31.000]  唔係咁講
[00:02:31.000 --> 00:02:32.000]  耶穌嘅回應係
[00:02:32.000 --> 00:02:34.000]  你們不是看見這一切嗎
[00:02:34.000 --> 00:02:35.000]  我實在告訴你們
[00:02:35.000 --> 00:02:36.000]  這裡將會有一塊石頭
[00:02:36.000 --> 00:02:38.000]  會留在另一塊石頭上面
[00:02:38.000 --> 00:02:39.000]  而不被拆毀的
[00:02:39.000 --> 00:02:41.000]  真係掃興
[00:02:41.000 --> 00:02:42.000]  姐妹
[00:02:42.000 --> 00:02:43.000]  如果隔離個弟兄讚你
[00:02:43.000 --> 00:02:45.000]  唉真係好靚呀
[00:02:45.000 --> 00:02:47.000]  咁隔離個另外一個弟兄就話
[00:02:47.000 --> 00:02:49.000]  遲早都會殘嘅啫
[00:02:49.000 --> 00:02:51.000]  係咪好掃興呀 你想揼佢啦
[00:02:51.000 --> 00:02:52.000]  係咪呀
[00:02:52.000 --> 00:02:54.000]  如果你飲白藥宴
[00:02:54.000 --> 00:02:57.000]  啱啱佢食生果嘅時候
[00:02:57.000 --> 00:03:01.000]  你個孫今日白藥宴真係好乖呀
[00:03:01.000 --> 00:03:02.000]  隔離嗰度食橙
[00:03:02.000 --> 00:03:04.000]  唉呦 孫死孫死囉
[00:03:04.000 --> 00:03:06.000]  你係咪真係又想揼佢呀
[00:03:06.000 --> 00:03:10.000]  耶穌呢句說話真係俾人揼㗎喎
[00:03:10.000 --> 00:03:11.000]  你睇真啲
[00:03:11.000 --> 00:03:12.000]  佢講咩呀
[00:03:12.000 --> 00:03:13.000]  佢唔係喺度講緊
[00:03:13.000 --> 00:03:14.000]  神嘅榮耀
[00:03:14.000 --> 00:03:15.000]  和應緊門徒
[00:03:15.000 --> 00:03:16.000]  佢講緊另一個層面嘢
[00:03:16.000 --> 00:03:18.000]  佢要預言呢個聖殿被拆毀
[00:03:18.000 --> 00:03:20.000]  如果預言聖殿被拆毀
[00:03:20.000 --> 00:03:22.000]  應驗嘅可能性係好高㗎
[00:03:22.000 --> 00:03:25.000]  等於我哋見到一啲姊妹懷孕嘅時候
[00:03:25.000 --> 00:03:26.000]  大肚嗰時候你話
[00:03:26.000 --> 00:03:27.000]  係生仔呀
[00:03:27.000 --> 00:03:28.000]  似生女呀
[00:03:28.000 --> 00:03:29.000]  到一生咗之後
[00:03:29.000 --> 00:03:30.000]  我都話仔㗎啦
[00:03:30.000 --> 00:03:31.000]  二分一機會咋嘛
[00:03:31.000 --> 00:03:32.000]  唔係仔係女㗎啦
[00:03:32.000 --> 00:03:33.000]  你除非一望落去
[00:03:33.000 --> 00:03:34.000]  唔係仔唔係女
[00:03:34.000 --> 00:03:36.000]  龍鳳胎咁你就掂呀
[00:03:36.000 --> 00:03:37.000]  係咪先
[00:03:37.000 --> 00:03:39.000]  但係而家耶穌嘅預言
[00:03:39.000 --> 00:03:40.000]  唔係講聖殿被拆毀
[00:03:40.000 --> 00:03:41.000]  耶穌嘅預言話
[00:03:41.000 --> 00:03:44.000]  一塊石頭唔會放喺另一塊石頭上面
[00:03:44.000 --> 00:03:51.000]  咁我哋去到聖殿山只係見到係非常之宏偉嘅回教寺
[00:03:51.000 --> 00:03:52.000]  見唔到聖殿
[00:03:52.000 --> 00:03:53.000]  聖殿被拆毀咗
[00:03:53.000 --> 00:03:55.000]  一塊石頭唔放喺另一塊石頭上面
[00:03:55.000 --> 00:03:57.000]  因為喺主佑七十年
[00:03:57.000 --> 00:04:00.000]  耶穌大概三十三年離開世界
[00:04:00.000 --> 00:04:01.000]  過多三十多年
[00:04:01.000 --> 00:04:02.000]  主佑七十年嘅時候
[00:04:02.000 --> 00:04:06.000]  猶太人起革命想推翻羅馬政府
[00:04:06.000 --> 00:04:07.000]  呢次嘅暴亂
[00:04:07.000 --> 00:04:10.000]  羅馬政府派兵提多將軍
[00:04:10.000 --> 00:04:13.000]  係帶領軍隊殺入耶路撒冷城
[00:04:13.000 --> 00:04:16.000]  摧毀咗聖殿
[00:04:16.000 --> 00:04:18.000]  放火燒聖殿
[00:04:18.000 --> 00:04:21.000]  因為放火燒嘅時候聖殿嘅金就融
[00:04:21.000 --> 00:04:29.000]  等於百國聯軍殺入呢個嘅中國嘅清朝嘅時代嘅紫禁城一樣
[00:04:29.000 --> 00:04:30.000]  喺度刮金
[00:04:30.000 --> 00:04:32.000]  羅馬兵就喺度刮金
[00:04:32.000 --> 00:04:36.000]  因為啲金喺嗰啲石頭融化
[00:04:36.000 --> 00:04:38.000]  所以就將石頭搬落地下
[00:04:38.000 --> 00:04:41.000]  一塊唔放喺另一塊石頭上面
[00:04:41.000 --> 00:04:48.000]  一個好難喺或然裡邊計算係極難應驗嘅預言就應驗咗
[00:04:48.000 --> 00:04:50.000]  馬太方想講咩
[00:04:50.000 --> 00:04:51.000]  馬太想講一件事
[00:04:51.000 --> 00:04:55.000]  以下落嚟嘅預言係根據咗一件事
[00:04:55.000 --> 00:04:58.000]  呢件事就係冇可能發生
[00:04:58.000 --> 00:05:00.000]  難以置信嘅發生
[00:05:00.000 --> 00:05:03.000]  竟然係喺主佑七十年應驗咗
[00:05:03.000 --> 00:05:06.000]  耶穌講嘅預言三十多年後就應驗
[00:05:06.000 --> 00:05:08.000]  我記得我二十年前第一次去以色列
[00:05:08.000 --> 00:05:12.000]  我個導遊係一個讀歷史系嘅猶太人
[00:05:12.000 --> 00:05:16.000]  細個喺外國長大
[00:05:16.000 --> 00:05:21.000]  青年時期跟爸爸返返去呢個嘅以色列
[00:05:21.000 --> 00:05:22.000]  讀歷史
[00:05:22.000 --> 00:05:26.000]  跟住冇返會堂已經冇返會堂一個猶太人
[00:05:26.000 --> 00:05:29.000]  我同佢讀聖經讀馬太方
[00:05:29.000 --> 00:05:32.000]  我話你信唔信馬太方廿四章一至二節係真
[00:05:32.000 --> 00:05:34.000]  佢話真點會唔係真
[00:05:34.000 --> 00:05:35.000]  我讀歷史㗎嘛
[00:05:35.000 --> 00:05:38.000]  我話歷史上真係發生咗你個聖殿被拆毀咗
[00:05:38.000 --> 00:05:40.000]  我話呢個預言好難應驗
[00:05:40.000 --> 00:05:42.000]  佢話係呀係呀但係應驗咗呀真㗎
[00:05:42.000 --> 00:05:46.000]  我話如果你相信一至二節係歷史上真係發生咗
[00:05:46.000 --> 00:05:48.000]  你覺得真係咁難發生都發生咗
[00:05:48.000 --> 00:05:52.000]  咁第二節以後嘅經文更加一定會發生啦係咪呀
[00:05:52.000 --> 00:05:54.000]  佢唔敢答我
[00:05:54.000 --> 00:05:55.000]  因為佢一答
[00:05:55.000 --> 00:05:58.000]  佢就要承認耶穌基督就係理塞拿
[00:05:58.000 --> 00:06:05.000]  所以今日有人喺猶太國家請拉比黎香港講聖經
[00:06:05.000 --> 00:06:08.000]  同基督徒講聖經呢個係荒天下之大謬
[00:06:08.000 --> 00:06:11.000]  呢班拉比根本未信耶穌
[00:06:11.000 --> 00:06:12.000]  我哋點解要聽佢講
[00:06:12.000 --> 00:06:15.000]  拉比嘅說話我哋只能夠作參考
[00:06:15.000 --> 00:06:18.000]  拉比嘅著作我哋只能夠作參考
[00:06:18.000 --> 00:06:20.000]  弟兄姊妹
[00:06:20.000 --> 00:06:23.000]  好荒謬嘅事除非呢個猶太拉比係信耶穌
[00:06:23.000 --> 00:06:27.000]  我哋今日必須有新約嘅亮光去理解舊約
[00:06:27.000 --> 00:06:30.000]  因為今日嘅猶太人仍然唔相信
[00:06:30.000 --> 00:06:32.000]  耶穌基督就係理塞拿
[00:06:32.000 --> 00:06:35.000]  我哋見到咁難應驗嘅
[00:06:35.000 --> 00:06:36.000]  應驗咗
[00:06:36.000 --> 00:06:38.000]  耶穌就喺鑑安山上面坐著
[00:06:38.000 --> 00:06:41.000]  門徒私底下走前嚟就問佢請告訴我門
[00:06:41.000 --> 00:06:43.000]  咩時候有呢啲事
[00:06:43.000 --> 00:06:46.000]  你利林同埋世代嘅終結有咩預兆
[00:06:46.000 --> 00:06:48.000]  門徒問咗三個問題基本上
[00:06:48.000 --> 00:06:50.000]  點解門徒問呢三個問題呢
[00:06:50.000 --> 00:06:51.000]  你同我好難想像
[00:06:51.000 --> 00:06:53.000]  當聖殿被插位會同呢三個問題有關
[00:06:53.000 --> 00:06:56.000]  但係門徒係猶太人
[00:06:56.000 --> 00:06:57.000]  佢有舊約嘅背景
[00:06:57.000 --> 00:06:59.000]  佢哋好清晰嘅知道
[00:06:59.000 --> 00:07:01.000]  如果咁嘅事情發生係幾時呀老友
[00:07:01.000 --> 00:07:04.000]  喺舊約裏面我哋聖殿曾經被插位過一次
[00:07:04.000 --> 00:07:06.000]  而家你話仲有第二次發生
[00:07:06.000 --> 00:07:10.000]  第二如果咁嘅話你幾時再嚟呀
[00:07:10.000 --> 00:07:13.000]  因為喺舊約裏面今日猶太人唔能夠接受耶穌係理塞拿
[00:07:13.000 --> 00:07:16.000]  因為佢哋根據舊約耶穌唔係咁嚟嘅
[00:07:16.000 --> 00:07:18.000]  理塞拿唔係咁嚟嘅
[00:07:18.000 --> 00:07:21.000]  唔係用咁嘅形式降臨嘅理塞拿
[00:07:21.000 --> 00:07:24.000]  但係啲班門徒好清楚呢個真係理塞拿
[00:07:24.000 --> 00:07:26.000]  佢第一次嚟唔係咁
[00:07:26.000 --> 00:07:28.000]  第二次嚟就會好似舊約嘅應驗
[00:07:28.000 --> 00:07:30.000]  咁究竟幾時嚟呢
[00:07:30.000 --> 00:07:32.000]  當聖殿被插位仲唔係你再嚟嘅時候
[00:07:32.000 --> 00:07:35.000]  當聖殿被插位仲唔係世界嘅終結嘅時候
[00:07:35.000 --> 00:07:39.000]  所以門徒由呢個舊約嘅背景就問咗呢三條嘅問題
[00:07:39.000 --> 00:07:41.000]  耶穌嘅回答係咩呢
[00:07:41.000 --> 00:07:42.000]  耶穌嘅回答佢話第一
[00:07:42.000 --> 00:07:44.000]  你哋要謹慎免得有人迷惑你門
[00:07:44.000 --> 00:07:46.000]  因為將有好色人冒我名來說
[00:07:46.000 --> 00:07:50.000]  我係基督並且要迷惑好多人
[00:07:50.000 --> 00:07:51.000]  第一樣嘢就提
[00:07:51.000 --> 00:07:53.000]  有假基督嘅出現要迷惑眾人
[00:07:53.000 --> 00:07:54.000]  第二
[00:07:54.000 --> 00:07:57.000]  你門也聽見打仗同打仗有風聲主義
[00:07:57.000 --> 00:07:59.000]  不要驚慌因為這七事必須要發生
[00:07:59.000 --> 00:08:02.000]  但這還不是終結
[00:08:02.000 --> 00:08:04.000]  民要攻打民國要攻打國
[00:08:04.000 --> 00:08:05.000]  多處必有饑荒地震
[00:08:05.000 --> 00:08:07.000]  這都是災難嘅起頭
[00:08:07.000 --> 00:08:10.000]  災難起頭原文嘅意思就係話
[00:08:10.000 --> 00:08:13.000]  係婦女懷孕嘅陣痛
[00:08:13.000 --> 00:08:19.000]  你有幾多姊妹你係曾經懷過人生BB嘅請你舉手
[00:08:19.000 --> 00:08:21.000]  姊妹就好明呢個講咩
[00:08:21.000 --> 00:08:24.000]  弟兄好難明
[00:08:24.000 --> 00:08:26.000]  作動啦要生啦要生
[00:08:26.000 --> 00:08:28.000]  有排都未生
[00:08:28.000 --> 00:08:30.000]  入醫院有啲等咗三個鐘
[00:08:30.000 --> 00:08:31.000]  有啲等咗五個鐘
[00:08:31.000 --> 00:08:32.000]  有啲等兩日
[00:08:32.000 --> 00:08:33.000]  有啲等三日
[00:08:33.000 --> 00:08:36.000]  我聽過最長等咗七日
[00:08:36.000 --> 00:08:38.000]  痛到死咗咁細
[00:08:38.000 --> 00:08:40.000]  陣痛
[00:08:40.000 --> 00:08:42.000]  只不過係開始
[00:08:42.000 --> 00:08:43.000]  仲未生
[00:08:43.000 --> 00:08:44.000]  第三
[00:08:44.000 --> 00:08:46.000]  那時人要洗你門
[00:08:46.000 --> 00:08:48.000]  洗你門陷在患難裏面
[00:08:48.000 --> 00:08:52.000]  有人要殺害你門你門又要為我名被萬民憎恨
[00:08:52.000 --> 00:08:54.000]  那時會有好多人跌倒
[00:08:54.000 --> 00:08:57.000]  也會彼此陷害彼此憎恨
[00:08:57.000 --> 00:09:00.000]  且有好些假先知來迷惑好多人
[00:09:00.000 --> 00:09:01.000]  留意弟兄姊妹
[00:09:01.000 --> 00:09:03.000]  呢三點裏面
[00:09:03.000 --> 00:09:04.000]  咁近嘅經文
[00:09:04.000 --> 00:09:07.000]  耶穌兩次提到相同嘅事情
[00:09:07.000 --> 00:09:08.000]  有假先知
[00:09:08.000 --> 00:09:09.000]  有假基督
[00:09:09.000 --> 00:09:10.000]  出嚟迷惑眾徒
[00:09:10.000 --> 00:09:12.000]  眾信徒
[00:09:12.000 --> 00:09:14.000]  即係話今日喺宗教嘅層面裏面
[00:09:14.000 --> 00:09:19.000]  最大嘅最大嘅迷惑係嚟自有人自稱做基督
[00:09:19.000 --> 00:09:21.000]  有人係自稱做先知
[00:09:21.000 --> 00:09:24.000]  但係呢啲嘅基督呢啲嘅先知都係假
[00:09:24.000 --> 00:09:26.000]  所以同你隔離咁講聲
[00:09:26.000 --> 00:09:28.000]  要小心被迷惑
[00:09:28.000 --> 00:09:36.000]  今日我哋唔能夠輕易嘅接受
[00:09:36.000 --> 00:09:38.000]  有人話我係教徒
[00:09:38.000 --> 00:09:41.000]  有人話我係教授
[00:09:41.000 --> 00:09:43.000]  有人話我係博士
[00:09:43.000 --> 00:09:45.000]  有人話我係先知
[00:09:45.000 --> 00:09:47.000]  我哋唔能夠輕易接受
[00:09:47.000 --> 00:09:56.000]  我哋必須從果子去睇呢棵樹係咩樹
[00:09:56.000 --> 00:09:59.000]  唔可以佢自己話係
[00:09:59.000 --> 00:10:00.000]  你就相信
[00:10:00.000 --> 00:10:01.000]  如果咁嘅話
[00:10:01.000 --> 00:10:05.000]  我哋就正正中咗迷惑
[00:10:05.000 --> 00:10:10.000]  我唔試圖從呢個時代論派嘅解經嘅方法
[00:10:10.000 --> 00:10:12.000]  對號入座嘅去解釋
[00:10:12.000 --> 00:10:14.000]  呢段經文
[00:10:14.000 --> 00:10:20.000]  我想係勾勒一幅嘅較為普及全面嘅圖畫
[00:10:20.000 --> 00:10:23.000]  畀你睇呢段經文點樣應驗
[00:10:23.000 --> 00:10:26.000]  我見到自耶穌基督升天之後到今日
[00:10:26.000 --> 00:10:30.000]  仍然發生假基督嘅出現
[00:10:30.000 --> 00:10:35.000]  近代我哋中國出現咗一個叫東方閃電教
[00:10:35.000 --> 00:10:37.000]  曾經殺入香港
[00:10:37.000 --> 00:10:40.000]  連續幾個月喺報紙裏面登廣告
[00:10:40.000 --> 00:10:44.000]  去教會拉人進入佢哋嘅教派裏面
[00:10:44.000 --> 00:10:47.000]  東方閃電教嘅教主係女基督
[00:10:47.000 --> 00:10:49.000]  自稱做女基督
[00:10:49.000 --> 00:10:54.000]  甚至乎佢哋搵人去到橄欖山影咗張相
[00:10:54.000 --> 00:10:57.000]  然後用特技
[00:10:57.000 --> 00:10:59.000]  呢個特技嘅意思係好普通嘅特技
[00:10:59.000 --> 00:11:00.000]  呢啲做到㗎
[00:11:00.000 --> 00:11:03.000]  就係將橄欖山分開裂開咗
[00:11:03.000 --> 00:11:05.000]  因為根據舊有嘅先知書預言
[00:11:05.000 --> 00:11:07.000]  耶穌基督再嚟
[00:11:07.000 --> 00:11:10.000]  降臨喺橄欖山上面橄欖山就分開
[00:11:10.000 --> 00:11:12.000]  有因何流出
[00:11:12.000 --> 00:11:15.000]  佢哋就同佢哋信眾講
[00:11:15.000 --> 00:11:18.000]  你睇下呢位女基督就真係降臨咗喺橄欖山
[00:11:18.000 --> 00:11:20.000]  橄欖山真係裂開咗
[00:11:20.000 --> 00:11:23.000]  佢冇意思裂嘅人上唔到網嘅人就被欺騙
[00:11:23.000 --> 00:11:31.000]  報紙不斷講嘅一百對夫婦聯合結婚
[00:11:31.000 --> 00:11:35.000]  五十對夫婦聯合結婚南韓嘅統一教
[00:11:35.000 --> 00:11:37.000]  佢哋起家嘅時候
[00:11:37.000 --> 00:11:40.000]  南韓嘅基督教會以為佢哋係明門正派
[00:11:40.000 --> 00:11:42.000]  但係不斷嘅一路接觸之後
[00:11:42.000 --> 00:11:46.000]  最後發現佢哋嘅教主文顯明係自稱做基督
[00:11:46.000 --> 00:11:50.000]  假基督到今日都冇停止過
[00:11:50.000 --> 00:11:53.000]  二次世界大戰之後
[00:11:53.000 --> 00:11:58.000]  好多國家分裂南北韓南北越東西德
[00:11:58.000 --> 00:12:03.000]  愛爾蘭分咗北愛爾蘭南愛爾蘭
[00:12:03.000 --> 00:12:07.000]  我哋大部分坐喺度嘅人冇見證過呢啲事情發生
[00:12:07.000 --> 00:12:12.000]  但我哋大部分人都見證過越南點樣開始統一
[00:12:12.000 --> 00:12:21.000]  我哋見證東西德柏林圍牆被推倒統一東西德統一
[00:12:21.000 --> 00:12:26.000]  我哋仍然今日南韓分咗南北韓
[00:12:26.000 --> 00:12:31.000]  我哋見到中國國民黨去咗台灣
[00:12:31.000 --> 00:12:35.000]  台灣又分咗國民黨同埋民進黨
[00:12:35.000 --> 00:12:39.000]  即係話外侵外來侵略者同埋本土派
[00:12:39.000 --> 00:12:43.000]  中國共產黨統治咗中國
[00:12:43.000 --> 00:12:46.000]  到今日還未統一
[00:12:46.000 --> 00:12:48.000]  蘇聯解體
[00:12:48.000 --> 00:12:53.000]  我哋見到民要攻打民
[00:12:53.000 --> 00:12:56.000]  國要攻打國
[00:12:56.000 --> 00:13:01.000]  民眾對敵嘅現象係非常恐怖
[00:13:01.000 --> 00:13:06.000]  我哋見到ISIS嘅出現係無法想像
[00:13:06.000 --> 00:13:09.000]  今日朝頭早我睇到一段新聞
[00:13:09.000 --> 00:13:11.000]  好難想像
[00:13:11.000 --> 00:13:14.000]  耶穌話將會有饑荒有大地震
[00:13:14.000 --> 00:13:19.000]  委內瑞拉呢個國家你同我常常聽到嘅係選美大會
[00:13:19.000 --> 00:13:23.000]  委內瑞拉小姐攞到冠軍攞到亞軍
[00:13:23.000 --> 00:13:26.000]  足球都唔係好出名呀委內瑞拉
[00:13:26.000 --> 00:13:28.000]  但係最近好出名
[00:13:28.000 --> 00:13:33.000]  委內瑞拉係全球石油量儲備最大嘅國家
[00:13:33.000 --> 00:13:37.000]  大家民不聊生
[00:13:37.000 --> 00:13:41.000]  有個婦女話我八點鐘去到超級市場排隊
[00:13:41.000 --> 00:13:45.000]  但係入面冇糧冇食物
[00:13:45.000 --> 00:13:48.000]  通脹去到180%
[00:13:48.000 --> 00:13:51.000]  呢個國家就嚟淪陷
[00:13:51.000 --> 00:13:56.000]  委內瑞拉呢個國家唔係天災絕對係人禍
[00:13:56.000 --> 00:13:58.000]  你想像唔到弟兄姊妹
[00:13:58.000 --> 00:14:03.000]  一個咁嘅國家點會咁淒慘嘅現象
[00:14:03.000 --> 00:14:07.000]  我哋見到嘅而家唔單止真實嘅戰爭
[00:14:07.000 --> 00:14:10.000]  貿易戰互聯網嘅戰爭
[00:14:10.000 --> 00:14:14.000]  最近美國總統選舉候選人必須要討論其中一個題目
[00:14:14.000 --> 00:14:17.000]  就係點樣防止互聯網嘅戰爭
[00:14:17.000 --> 00:14:21.000]  因為呢個係一個新嘅議題好難處理嘅議題
[00:14:21.000 --> 00:14:25.000]  社會撕裂大部分民主國家嘅選舉冇大比數勝出
[00:14:25.000 --> 00:14:31.000]  就算最近英國倫敦嘅脫歐嘅全民公投冇大比數勝出
[00:14:31.000 --> 00:14:36.000]  有人喺度講香港因為雨傘運動成個社會被撕裂咗
[00:14:36.000 --> 00:14:39.000]  呢種說法係將因果顛倒
[00:14:39.000 --> 00:14:43.000]  弟兄姊妹唔好輕易相信傳媒嘅評論
[00:14:43.000 --> 00:14:47.000]  凡係上到網嘅城市同國家
[00:14:47.000 --> 00:14:51.000]  裏面嘅人口已經分裂咗
[00:14:51.000 --> 00:14:56.000]  雨傘運動只係一個機會讓香港呢種分裂凸顯出嚟
[00:14:56.000 --> 00:14:59.000]  唔係因為雨傘運動令到我哋分裂
[00:14:59.000 --> 00:15:01.000]  一早已經分裂咗
[00:15:01.000 --> 00:15:03.000]  想像下弟兄姊妹
[00:15:03.000 --> 00:15:07.000]  我嘅粵曲係林家聲唱
[00:15:07.000 --> 00:15:12.000]  我女嘅粵曲係林子祥唱
[00:15:12.000 --> 00:15:15.000]  我女唔識林家聲
[00:15:15.000 --> 00:15:17.000]  想像下弟兄姊妹
[00:15:17.000 --> 00:15:20.000]  我唔識Big Bang
[00:15:20.000 --> 00:15:22.000]  我女識Big Bang
[00:15:22.000 --> 00:15:25.000]  我仲問佢邊個嚟
[00:15:25.000 --> 00:15:28.000]  咩邊個一隊Band嚟㗎嘛
[00:15:28.000 --> 00:15:32.000]  跟住韓國某個人嚟開演唱會
[00:15:32.000 --> 00:15:34.000]  兩日賣曬票邊個嚟㗎
[00:15:34.000 --> 00:15:36.000]  韓國好出名呀你唔識
[00:15:36.000 --> 00:15:38.000]  我真係唔識完全唔識
[00:15:38.000 --> 00:15:41.000]  等於我問返我女林家聲識唔識
[00:15:41.000 --> 00:15:43.000]  佢係鬼識林家聲
[00:15:43.000 --> 00:15:45.000]  杜萍你識唔識呀
[00:15:45.000 --> 00:15:47.000]  梗係唔識啦
[00:15:47.000 --> 00:15:50.000]  歡樂今宵其中一個好出名嘅藝人
[00:15:50.000 --> 00:15:53.000]  咩叫歡樂今宵呀
[00:15:53.000 --> 00:15:56.000]  我哋而家同下一代
[00:15:56.000 --> 00:15:59.000]  我哋上一代係聽三機大
[00:15:59.000 --> 00:16:01.000]  我哋呢代係睇電視大
[00:16:01.000 --> 00:16:06.000]  下一代係Multimedia大
[00:16:06.000 --> 00:16:08.000]  一部手機智能手機
[00:16:08.000 --> 00:16:10.000]  聽音樂睇電影睇電視
[00:16:10.000 --> 00:16:12.000]  睇咩都喺度睇晒
[00:16:12.000 --> 00:16:14.000]  佢已經唔係固定
[00:16:14.000 --> 00:16:17.000]  八點半坐定定望住個電視機
[00:16:17.000 --> 00:16:19.000]  佢去到邊睇到邊
[00:16:19.000 --> 00:16:21.000]  真係人到癲
[00:16:21.000 --> 00:16:25.000]  佢哋嘅世代同我哋完全唔一樣
[00:16:25.000 --> 00:16:29.000]  根本唔可以用代溝呢個字形容㗎啦
[00:16:29.000 --> 00:16:32.000]  代溝已經脫節啦
[00:16:32.000 --> 00:16:35.000]  代溝係我哋上一代同我哋嘅代溝
[00:16:35.000 --> 00:16:38.000]  我哋同我哋下一代唔係代溝嚟㗎
[00:16:38.000 --> 00:16:41.000]  係咩嚟㗎 地球人同外星人
[00:16:41.000 --> 00:16:42.000]  聽唔明呀
[00:16:42.000 --> 00:16:44.000]  佢哋用外星語言
[00:16:44.000 --> 00:16:46.000]  佢哋個符號我哋睇唔明
[00:16:46.000 --> 00:16:48.000]  佢哋講嘅說話睇唔明
[00:16:48.000 --> 00:16:49.000]  佢哋嘅思維我哋睇唔明
[00:16:49.000 --> 00:16:51.000]  佢哋係無理性㗎
[00:16:51.000 --> 00:16:58.000]  後現代係無理性嘅訓練嚟㗎
[00:16:58.000 --> 00:17:00.000]  講感覺
[00:17:00.000 --> 00:17:03.000]  講自我
[00:17:03.000 --> 00:17:05.000]  I世代係咩嚟㗎
[00:17:05.000 --> 00:17:07.000]  I世代就係你唔代表我
[00:17:07.000 --> 00:17:09.000]  你見到嘛
[00:17:09.000 --> 00:17:14.000]  所以你唔講理性嘅老婆同你唔講理性嘅仔女傾計
[00:17:14.000 --> 00:17:18.000]  係只會悲劇收場
[00:17:18.000 --> 00:17:21.000]  一個講理性嘅你企喺中間
[00:17:21.000 --> 00:17:24.000]  只會餵佢哋兩個食安眠藥瞓咗就算
[00:17:24.000 --> 00:17:27.000]  無法溝通
[00:17:27.000 --> 00:17:30.000]  今日的我可以打到昨日的我
