
[00:00:00.000 --> 00:00:02.480]  (主席) 各位大兄姊妹早晨
[00:01:34.680 --> 00:01:37.800]  (主席) 耶和華有恩惠有憐憫
[00:01:37.800 --> 00:01:41.080]  (主席) 他的慈悲 但他負備一切所做
[00:01:41.080 --> 00:01:44.880]  (主席) 恩惠憐憫 在聖經裏面恆常的出現
[00:01:44.880 --> 00:01:48.120]  (主席) 我們再來看詩篇86篇第15節
[00:01:48.120 --> 00:01:52.800]  (主席) 主啊 你是有憐憫有恩典的神
[00:01:52.800 --> 00:01:57.520]  (主席) 不輕易發怒 並有豐盛的慈愛和誠實
[00:01:57.520 --> 00:02:00.400]  (主席) 神是有憐憫有恩典的神
[00:02:00.400 --> 00:02:04.440]  (主席) 我想我們一直都很強調到神的恩典和憐憫
[00:02:04.440 --> 00:02:07.960]  (主席) 但是神的恩典憐憫怎樣來又彰顯出來呢
[00:02:07.960 --> 00:02:10.400]  (主席) 有一次耶穌講了一個比喻
[00:02:10.400 --> 00:02:12.400]  (主席) 這個比喻我們很難去接受
[00:02:12.400 --> 00:02:16.360]  (主席) 但這個比喻卻是反映神的憐憫和恩典
[00:02:16.360 --> 00:02:19.760]  (主席) 我們一起來看看這個比喻究竟講了甚麼
[00:02:19.760 --> 00:02:20.760]  (主席) 我們先讀一次
[00:02:20.760 --> 00:02:24.240]  (主席) 在《瑪利福音》第20章第一到第16節
[00:02:24.240 --> 00:02:25.720]  (主席) 雖然稍為長一點
[00:02:25.720 --> 00:02:27.720]  (主席) 但我們一次過來讀了它
[00:02:27.720 --> 00:02:30.840]  (主席) 第20章的第一到第16節 我們一起來讀
[00:02:30.840 --> 00:02:35.080]  「因為天國號召家主清早去僱人
[00:02:35.080 --> 00:02:37.560]  (主席) 進他的葡萄園做工
[00:02:37.560 --> 00:02:41.000]  (主席) 和工人講定一天一錢銀紙
[00:02:41.000 --> 00:02:44.040]  (主席) 就打發他們進葡萄園去
[00:02:44.040 --> 00:02:48.680]  (主席) 若在已初出去 看見市上還有閒站
[00:02:48.680 --> 00:02:50.840]  (主席) 定日就對他們說
[00:02:50.840 --> 00:02:53.240]  (主席) 你們也進葡萄園去
[00:02:53.240 --> 00:02:56.200]  (主席) 所當給的我必給你們
[00:02:56.200 --> 00:02:58.200]  (主席) 他們也進去了
[00:02:58.200 --> 00:03:02.120]  (主席) 若在午正和新初又出去
[00:03:02.120 --> 00:03:03.880]  (主席) 也是這樣行
[00:03:03.880 --> 00:03:06.120]  (主席) 若在又初出去
[00:03:06.120 --> 00:03:08.920]  (主席) 看見還有人站在那裡
[00:03:08.920 --> 00:03:10.680]  (主席) 就問他們說
[00:03:10.680 --> 00:03:14.440]  (主席) 你們為什麼整天在這裡閒站呢?
[00:03:14.440 --> 00:03:15.560]  (主席) 他們說
[00:03:15.560 --> 00:03:17.800]  (主席) 因為沒有人僱我們
[00:03:17.800 --> 00:03:18.680]  (主席) 他說
[00:03:18.680 --> 00:03:21.240]  (主席) 你們也進葡萄園去
[00:03:21.240 --> 00:03:23.000]  (主席) 到了晚上
[00:03:23.000 --> 00:03:25.160]  (主席) 店主對管事的說
[00:03:25.160 --> 00:03:28.440]  (主席) 叫工人都來給他們工錢
[00:03:28.440 --> 00:03:30.200]  (主席) 從後來的起
[00:03:30.200 --> 00:03:32.360]  (主席) 到先來的為止
[00:03:32.360 --> 00:03:35.320]  (主席) 若在有初僱的人來了
[00:03:35.320 --> 00:03:37.880]  (主席) 各人得了一錢銀紙
[00:03:37.880 --> 00:03:40.360]  (主席) 及至那先僱的來了
[00:03:40.360 --> 00:03:42.760]  (主席) 他們以為必要多得
[00:03:42.760 --> 00:03:45.560]  (主席) 誰知也是各得一錢
[00:03:45.560 --> 00:03:47.080]  (主席) 他們得了
[00:03:47.080 --> 00:03:49.160]  (主席) 就埋怨家主說
[00:03:49.160 --> 00:03:51.720]  (主席) 我們整天勞苦受熱
[00:03:51.720 --> 00:03:54.600]  (主席) 那後來的只做了一小時
[00:03:54.600 --> 00:03:57.800]  (主席) 你竟叫他們和我們一樣嗎?
[00:03:57.800 --> 00:04:00.680]  (主席) 家主回答其中的一人說
[00:04:00.680 --> 00:04:03.160]  (主席) 朋友,我不虧負你
[00:04:03.160 --> 00:04:07.000]  (主席) 你與我講定的不是一錢銀紙嗎?
[00:04:07.000 --> 00:04:08.920]  (主席) 那你的酒吧
[00:04:08.920 --> 00:04:12.120]  (主席) 我給那後來的和給你一樣
[00:04:12.120 --> 00:04:14.040]  (主席) 這是我願意的
[00:04:14.040 --> 00:04:18.120]  (主席) 我的東西難道不可隨我的意思用嗎?
[00:04:18.120 --> 00:04:19.960]  (主席) 因為我作好人
[00:04:19.960 --> 00:04:21.960]  (主席) 你就紅了眼嗎?
[00:04:21.960 --> 00:04:22.920]  (主席) 這樣
[00:04:22.920 --> 00:04:25.560]  (主席) 那在後的將要在前
[00:04:25.560 --> 00:04:28.360]  (主席) 在前的將要在後了
[00:04:28.360 --> 00:04:30.120]  (主席) 大家看完這段經文
[00:04:30.120 --> 00:04:32.280]  (主席) 就有一定的概念
[00:04:32.280 --> 00:04:35.480]  (主席) 我們要先了解當時的背景
[00:04:35.480 --> 00:04:38.840]  (主席) 猶太人的工作其實是很長時間的
[00:04:38.840 --> 00:04:43.240]  (主席) 由早上六點鐘做到黃昏的六點鐘
[00:04:43.240 --> 00:04:44.920]  (主席) 十二個小時的
[00:04:44.920 --> 00:04:47.320]  (主席) 所以如果你留意到聖經裡面
[00:04:47.320 --> 00:04:49.560]  (主席) 十誡裡面一條的誡命是很重要的
[00:04:49.560 --> 00:04:51.080]  (主席) 而且是最長的
[00:04:51.080 --> 00:04:53.320]  (主席) 往往有時候我們忽略了這條誡命
[00:04:53.320 --> 00:04:55.480]  (主席) 就是「當守安息日」
[00:04:55.480 --> 00:04:56.920]  (主席) 這個最長嗎?
[00:04:56.920 --> 00:04:59.320]  (主席) 「當守安息日」五個字而已
[00:04:59.320 --> 00:05:00.520]  (主席) 但是你看看聖經的時候
[00:05:00.520 --> 00:05:02.040]  (主席) 這段經文是最長的
[00:05:02.040 --> 00:05:03.320]  (主席) 有很多的解釋
[00:05:03.320 --> 00:05:06.840]  (主席) 這段經文其實是站在人與自己
[00:05:06.840 --> 00:05:09.720]  (主席) 人與神,以及人與人
[00:05:09.720 --> 00:05:11.800]  (主席) 甚至是萬物之間的關係
[00:05:11.800 --> 00:05:14.920]  (主席) 原來猶太人每天做事是要做十六個小時的
[00:05:14.920 --> 00:05:18.120]  (主席) 所以安息日的時候是完全不准做事
[00:05:18.120 --> 00:05:19.480]  (主席) 好好的休息
[00:05:19.480 --> 00:05:20.840]  (主席) 他們在這段時間裡面
[00:05:20.840 --> 00:05:22.840]  (主席) 他們先要去敬拜神
[00:05:22.840 --> 00:05:24.120]  (主席) 但是敬拜神的時候
[00:05:24.120 --> 00:05:25.640]  (主席) 就不是整天敬拜的
[00:05:25.640 --> 00:05:26.920]  (主席) 是一段時間
[00:05:26.920 --> 00:05:29.880]  (主席) 然後回到家的時候就要共聚天倫
[00:05:29.880 --> 00:05:32.120]  (主席) 要跟家人有好好的交往
[00:05:32.120 --> 00:05:33.320]  (主席) 但是今天很可惜的
[00:05:33.320 --> 00:05:37.160]  (主席) 有沒有留意到現在我們香港這些家庭一到放假的時候
[00:05:37.160 --> 00:05:39.000]  (主席) 不是大難臨頭各自飛
[00:05:39.000 --> 00:05:40.440]  (主席) 但是每個人都要走出去
[00:05:40.440 --> 00:05:42.600]  (主席) 子女又不會陪家人
[00:05:42.600 --> 00:05:43.880]  (主席) 就是各有各去玩
[00:05:43.880 --> 00:05:47.080]  (主席) 就沒有了這個共聚天倫的一些時間
[00:05:47.080 --> 00:05:49.160]  (主席) 更加我們不一定是休息的
[00:05:49.160 --> 00:05:50.520]  (主席) 有時候你有沒有留意
[00:05:50.520 --> 00:05:52.760]  (主席) 放假比上班還要辛苦
[00:05:52.760 --> 00:05:54.360]  (主席) 就是在這些時候
[00:05:54.360 --> 00:05:56.200]  (主席) 最好再多放一天假
[00:05:56.200 --> 00:05:57.080]  (主席) 英文有句話
[00:05:57.080 --> 00:05:59.160]  (主席) You need a holiday for your holiday
[00:05:59.160 --> 00:06:00.520]  (主席) 你放了長假之後
[00:06:00.520 --> 00:06:03.400]  (主席) 你就要多放一天假給你自己休息
[00:06:03.400 --> 00:06:05.320]  (主席) 但是你留意到聖經裏面很強調
[00:06:05.320 --> 00:06:07.240]  (主席) 就是你要好好地休息
[00:06:07.240 --> 00:06:09.480]  (主席) 是和你家人建立關係
[00:06:09.480 --> 00:06:11.240]  (主席) 連那些工人都要休息
[00:06:11.240 --> 00:06:13.320]  (主席) 大地都要休息
[00:06:13.320 --> 00:06:16.680]  (主席) 所以你留意到原來可以做12個小時的工作
[00:06:16.680 --> 00:06:18.600]  (主席) 這個比喻是怎麼說的呢
[00:06:18.600 --> 00:06:21.960]  (主席) 就是主人出來找人來做事
[00:06:21.960 --> 00:06:23.960]  (主席) 他要去顧及一些人
[00:06:23.960 --> 00:06:26.040]  (主席) 第一批的人是6點鐘
[00:06:26.040 --> 00:06:29.320]  (主席) 清晨6點鐘的時候就叫進去做事
[00:06:29.320 --> 00:06:31.640]  (主席) 第二批就是9點鐘
[00:06:31.640 --> 00:06:34.360]  (主席) 第三批就是12點鐘
[00:06:34.360 --> 00:06:37.560]  (主席) 第四批就是3點鐘
[00:06:37.560 --> 00:06:41.480]  (主席) 好了 到最後那一批人是幾時呢
[00:06:41.480 --> 00:06:43.400]  (主席) 原來是5點鐘
[00:06:43.400 --> 00:06:46.520]  (主席) 做一個小時的工作就要收工了
[00:06:46.520 --> 00:06:49.160]  (主席) 最後就要給人工
[00:06:49.160 --> 00:06:51.720]  (主席) 首先是後發先至
[00:06:51.720 --> 00:06:55.560]  (主席) 做一個小時的工作的人就要給人工
[00:06:55.560 --> 00:06:57.880]  (主席) 給一千銀紙
[00:06:57.880 --> 00:07:03.560]  (主席) 第一批做6點鐘的就有些幻想
[00:07:03.560 --> 00:07:07.160]  (主席) 做一個小時都要一千銀紙
[00:07:07.160 --> 00:07:10.520]  (主席) 這次我做了12個小時
[00:07:10.520 --> 00:07:12.920]  (主席) 那就應該要多一點
[00:07:12.920 --> 00:07:16.520]  (主席) 誰知最後主人都是給一千銀紙的時候
[00:07:16.520 --> 00:07:18.680]  (主席) 我想是你你都會生氣
[00:07:18.680 --> 00:07:19.960]  (主席) 不是吧
[00:07:19.960 --> 00:07:21.560]  (主席) 我做12個小時
[00:07:21.560 --> 00:07:23.400]  (主席) 怎麼只有一千銀紙
[00:07:23.400 --> 00:07:26.360]  (主席) 於是就引起他們的不滿
[00:07:26.360 --> 00:07:29.880]  (主席) 好了我們又要再了解什麼叫故宮
[00:07:29.880 --> 00:07:34.280]  (主席) 故宮和長期工作甚至是一些奴隸
[00:07:34.280 --> 00:07:35.640]  (主席) 是有分別的
[00:07:35.640 --> 00:07:37.560]  (主席) 如果我們明白什麼叫故宮的時候
[00:07:37.560 --> 00:07:40.200]  (主席) 你就會明白浪子那個比喻
[00:07:40.200 --> 00:07:41.640]  (主席) 他說我回去的時候
[00:07:41.640 --> 00:07:43.400]  (主席) 我就要做散工
[00:07:43.400 --> 00:07:44.920]  (主席) 為什麼呢
[00:07:44.920 --> 00:07:46.200]  (主席) 最簡單舉個例
[00:07:46.200 --> 00:07:48.920]  (主席) 現在我們家裡有些人是請菲傭
[00:07:48.920 --> 00:07:50.760]  (主席) 印傭太傭的時候
[00:07:50.760 --> 00:07:52.840]  (主席) 那個就是長工
[00:07:52.840 --> 00:07:54.840]  (主席) 他每個月有人工
[00:07:54.840 --> 00:07:56.600]  (主席) 但最好的是什麼
[00:07:56.600 --> 00:07:58.040]  (主席) 他吃你的住你的
[00:07:58.040 --> 00:07:59.640]  (主席) 甚至他吃得比你好
[00:07:59.640 --> 00:08:01.240]  (主席) 他是享受得比你好
[00:08:01.240 --> 00:08:02.760]  (主席) 那些有錢人
[00:08:02.760 --> 00:08:04.120]  (主席) 他們每天都出去工作
[00:08:04.120 --> 00:08:06.600]  (主席) 去賺錢來供樓
[00:08:06.600 --> 00:08:09.640]  (主席) 但那個工人就可以去clubhouse那裡享受
[00:08:09.640 --> 00:08:12.200]  (主席) 所以其實他就比你好
[00:08:12.200 --> 00:08:13.000]  (主席) 好了
[00:08:13.000 --> 00:08:15.800]  (主席) 但是散工就不同了
[00:08:15.800 --> 00:08:18.600]  (主席) 散工就不能夠住人家的
[00:08:18.600 --> 00:08:21.240]  (主席) 是每個月不是有人工的
[00:08:21.240 --> 00:08:24.280]  (主席) 是做一天就收一天人工
[00:08:24.280 --> 00:08:26.920]  (主席) 所以其實散工
[00:08:26.920 --> 00:08:31.240]  (主席) 是更加悲慘過那些長工
[00:08:31.240 --> 00:08:33.560]  (主席) 好了現在這是做什麼工作
[00:08:33.560 --> 00:08:35.720]  (主席) 是摘葡萄
[00:08:35.720 --> 00:08:39.480]  (主席) 摘葡萄是沒有什麼特別技巧的
[00:08:39.480 --> 00:08:42.120]  (主席) 你見到葡萄熟就摘下來
[00:08:42.120 --> 00:08:44.280]  (主席) 我們很多年青人
[00:08:44.280 --> 00:08:47.080]  (主席) 就很喜歡去澳洲和紐西蘭
[00:08:47.080 --> 00:08:48.680]  (主席) 那些working holiday
[00:08:48.680 --> 00:08:51.080]  (主席) 你知不知道他們去做working holiday的時候
[00:08:51.080 --> 00:08:52.280]  (主席) 多數是做什麼
[00:08:52.280 --> 00:08:56.280]  (主席) 就是去果園摘蘋果
[00:08:56.280 --> 00:09:00.280]  (主席) 紐西蘭特別在尼泊爾是很漂亮的果園
[00:09:00.280 --> 00:09:01.400]  (主席) 我都去過
[00:09:01.400 --> 00:09:03.480]  (主席) 真是隨時摘來吃的
[00:09:03.480 --> 00:09:04.680]  (主席) 我不是去做散工
[00:09:04.680 --> 00:09:06.440]  (主席) 就是人家帶我去看果園
[00:09:06.440 --> 00:09:08.440]  (主席) 因為你摘蘋果很簡單
[00:09:08.440 --> 00:09:11.480]  (主席) 見到摘下來就扔到大籃子裏
[00:09:11.480 --> 00:09:12.600]  (主席) 就已經可以了
[00:09:12.600 --> 00:09:15.080]  (主席) 是不需要任何技巧的
[00:09:15.080 --> 00:09:18.120]  (主席) 即是說這班人不是專業人士
[00:09:18.120 --> 00:09:21.560]  (主席) 這班人其實是社會裏面很低階層的人
[00:09:21.560 --> 00:09:26.360]  (主席) 我們就很盼望可以來找到工作
[00:09:26.360 --> 00:09:29.640]  (主席) 而主人找你的時候跟他說
[00:09:29.640 --> 00:09:33.080]  (主席) 你來跟我做事是一錢銀紙
[00:09:33.080 --> 00:09:36.280]  (主席) 一錢銀紙等於是多少錢呢
[00:09:36.280 --> 00:09:37.880]  (主席) 其實我們經常這樣說
[00:09:37.880 --> 00:09:40.440]  (主席) 我們看比喻這樣去解釋是沒有意思的
[00:09:40.440 --> 00:09:44.040]  (主席) 人民幣兩個月之前和今天都已經很不同了
[00:09:44.040 --> 00:09:46.840]  (主席) 所以每天都不同的價錢
[00:09:46.840 --> 00:09:51.640]  (主席) 原來當時一錢銀紙可以讓一家人
[00:09:51.640 --> 00:09:54.440]  (主席) 大概是三至四個人一天的費用
[00:09:54.440 --> 00:09:58.040]  (主席) 即是剛剛好買那天的糧食來享用
[00:09:58.040 --> 00:10:00.760]  (主席) 所以這個一錢銀紙
[00:10:00.760 --> 00:10:03.640]  (主席) 是可以幫助他們那一天
[00:10:03.640 --> 00:10:05.400]  (主席) 可以真的有飯吃的
[00:10:05.400 --> 00:10:10.280]  (主席) 在香港特別當年在沙士時期
[00:10:10.280 --> 00:10:12.840]  (主席) 或者在九七之後
[00:10:12.840 --> 00:10:16.200]  (主席) 那個建造業不是那麼興旺的時候
[00:10:16.200 --> 00:10:17.720]  (主席) 大家知不知道
[00:10:17.720 --> 00:10:22.360]  (主席) 他們有關的泥水工人、裝修工人
[00:10:22.360 --> 00:10:23.880]  (主席) 他們是做散工的
[00:10:23.880 --> 00:10:27.080]  (主席) 他們是怎樣在哪個地方等人來請他們的
[00:10:27.080 --> 00:10:30.200]  (主席) 在油麻地那些舊式酒樓
[00:10:30.200 --> 00:10:32.200]  (主席) 六點多鐘他們就在那裏喝茶
[00:10:32.200 --> 00:10:33.880]  (主席) 有些判頭走去那裏
[00:10:33.880 --> 00:10:36.680]  (主席) 今天你有沒有興趣來跟我開工
[00:10:36.680 --> 00:10:37.800]  (主席) 那你就開工
[00:10:37.800 --> 00:10:39.640]  (主席) 那天完了之後就會怎樣呢
[00:10:39.640 --> 00:10:41.160]  (主席) 就馬上給你糧食
[00:10:41.160 --> 00:10:44.280]  (主席) 如果你現在有機會去深水埗的時候
[00:10:44.280 --> 00:10:46.920]  (主席) 你都會見到一些南亞裔那些人
[00:10:46.920 --> 00:10:49.400]  (主席) 那我們就會站在那裏等人來請他們的
[00:10:49.400 --> 00:10:50.120]  (主席) 就是做甚麼呢
[00:10:50.120 --> 00:10:51.480]  (主席) 多數是搬布的
[00:10:51.480 --> 00:10:53.320]  (主席) 即是你今天來幫我做事
[00:10:53.320 --> 00:10:54.680]  (主席) 我就今天給你工資
[00:10:54.680 --> 00:10:56.680]  (主席) 明天我一定會請你的
[00:10:56.680 --> 00:10:57.720]  (主席) 這些就是這樣
[00:10:57.720 --> 00:11:00.680]  (主席) 所以其實不是一些很有技術的人
[00:11:00.680 --> 00:11:03.720]  (主席) 今天可能我們覺得不值的時候
[00:11:03.720 --> 00:11:05.160]  (主席) 因為我們是香港人
[00:11:05.160 --> 00:11:07.160]  (主席) 我們會斤斤計較的
[00:11:07.160 --> 00:11:08.120]  (主席) 我們就會想
[00:11:08.120 --> 00:11:11.240]  (主席) 嘩 做一個鐘頭那個
[00:11:11.240 --> 00:11:14.280]  (主席) 他不是很著數 他又拿一千銀紙
[00:11:14.280 --> 00:11:15.720]  (主席) 嘩 那個蠢
[00:11:15.720 --> 00:11:17.240]  (主席) 即是早上六點鐘那個
[00:11:17.240 --> 00:11:18.680]  (主席) 又是拿一千銀紙
[00:11:18.680 --> 00:11:20.840]  (主席) 這個就是香港人的想法
[00:11:20.840 --> 00:11:24.280]  (主席) 因為我們一味都是會走精扁的
[00:11:24.280 --> 00:11:25.800]  (主席) 我曾經講到
[00:11:25.800 --> 00:11:27.560]  (主席) 馬尼亞找香膏膏耶穌
[00:11:27.560 --> 00:11:29.000]  (主席) 怎樣找頭髮去刷呢
[00:11:29.000 --> 00:11:31.480]  (主席) 我們不要想 嘩 馬尼亞真是想得到
[00:11:31.480 --> 00:11:32.520]  (主席) 因為香膏那麼貴
[00:11:32.520 --> 00:11:33.960]  (主席) 自己找頭髮刷的時候
[00:11:33.960 --> 00:11:35.240]  (主席) 就遮埋個頭
[00:11:41.320 --> 00:11:43.880]  (主席) 你要去想想當時的處境
[00:11:43.880 --> 00:11:47.000]  (主席) 那班人其實是沒有工開
[00:11:47.000 --> 00:11:49.640]  (主席) 他們是等著來開工
[00:11:49.640 --> 00:11:53.080]  (主席) 但是去拿錢維繫自己的家人
[00:11:53.080 --> 00:11:55.160]  (主席) 所以你可以想像一下
[00:11:55.160 --> 00:11:58.680]  (主席) 第一批六點鐘被人請去工作的人
[00:11:58.680 --> 00:11:59.880]  (主席) 那時候的心境是怎樣
[00:11:59.880 --> 00:12:00.920]  (主席) 你要想一想
[00:12:00.920 --> 00:12:02.440]  (主席) 他會很開心
[00:12:02.440 --> 00:12:04.280]  (主席) 我今天有工開了
[00:12:04.280 --> 00:12:07.800]  (主席) 我今天我的妻子 我的孩子有飯吃了
[00:12:07.800 --> 00:12:09.720]  (主席) 甚至可能他走的時候
[00:12:09.720 --> 00:12:11.480]  (主席) 和那些未選上的
[00:12:11.480 --> 00:12:15.080]  (主席) 慢慢等吧
[00:12:15.080 --> 00:12:18.520]  (主席) 他會感覺到自己很幸福
[00:12:18.520 --> 00:12:20.680]  (主席) 因為今天有工開
[00:12:20.680 --> 00:12:23.400]  (主席) 所以剩下的那班人
[00:12:23.400 --> 00:12:25.880]  (主席) 其實繼續的你都是去等
[00:12:25.880 --> 00:12:28.600]  (主席) 而更加不幸地
[00:12:28.600 --> 00:12:30.040]  (主席) 你想一下這個比喻裏面
[00:12:30.040 --> 00:12:32.200]  (主席) 已經做到五點鐘了
[00:12:32.200 --> 00:12:34.200]  (主席) 很多人都已經怎樣
[00:12:34.200 --> 00:12:35.400]  (主席) 失望啦
[00:12:35.400 --> 00:12:36.760]  (主席) 回家啦
[00:12:36.760 --> 00:12:38.440]  (主席) 沒有了 還有一個小時
[00:12:38.440 --> 00:12:39.880]  (主席) 在這個比喻裏面
[00:12:39.880 --> 00:12:41.880]  (主席) 如果五點鐘還有人在等的時候
[00:12:41.880 --> 00:12:44.200]  (主席) 你可以想像到這個人是多麼焦急
[00:12:44.200 --> 00:12:47.080]  (主席) 沒有工開 拼一拼
[00:12:47.080 --> 00:12:49.320]  (主席) 希望做多一個小時
[00:12:49.320 --> 00:12:51.800]  (主席) 有多少工錢去給多少
[00:12:51.800 --> 00:12:53.640]  (主席) 都好過沒有 是不是
[00:12:53.640 --> 00:12:55.480]  (主席) 所以你留意到
[00:12:55.480 --> 00:12:57.960]  (主席) 第20章的第6、第7兩節
[00:12:57.960 --> 00:12:59.080]  (主席) 我們再讀好嗎
[00:12:59.080 --> 00:13:00.520]  (主席) 馬太福音20章
[00:13:00.520 --> 00:13:01.640]  (主席) 第6、第7兩節
[00:13:01.640 --> 00:13:02.600]  (主席) 可不可以再按一按
[00:13:02.600 --> 00:13:03.960]  (主席) 好 我們一齊來讀出
[00:13:03.960 --> 00:13:09.400]  在由初出去 看見還有人站在那裏
[00:13:09.400 --> 00:13:14.840]  就問他們說 你們為甚麼整天在這裏行站呢
[00:13:14.840 --> 00:13:18.200]  他們說 因為沒有人顧我們
[00:13:18.200 --> 00:13:21.400]  他說 你們也盡葡萄園去
[00:13:21.400 --> 00:13:23.640]  (主席) 你看到主人再出來
[00:13:23.640 --> 00:13:26.760]  (主席) 為甚麼 你整天站在這裏做甚麼
[00:13:26.760 --> 00:13:29.880]  (主席) 他發出一個悲哀的回應
[00:13:29.880 --> 00:13:32.120]  (主席) 因為沒有人請我們
[00:13:32.120 --> 00:13:35.320]  (主席) 於是主人說 你進來做事吧
[00:13:35.320 --> 00:13:37.080]  (主席) 但你有沒有留意到這一點
[00:13:37.080 --> 00:13:38.920]  (主席) 是沒有跟他們講工價的
[00:13:38.920 --> 00:13:41.000]  (主席) 沒有跟他們講多少錢
[00:13:41.000 --> 00:13:42.680]  (主席) 這些人都不敢去問
[00:13:42.680 --> 00:13:44.280]  (主席) 那我可以得到多少錢
[00:13:44.280 --> 00:13:46.840]  (主席) 一個小時你還想期望有多少錢
[00:13:46.840 --> 00:13:50.360]  (主席) 總之有多少 我就收多少
[00:13:50.360 --> 00:13:53.640]  (主席) 所以後來這班人
[00:13:53.640 --> 00:13:58.440]  (主席) 竟然拿到一個銀錢這個工價的時候
[00:13:58.440 --> 00:14:01.960]  (主席) 我想他們真是企出望外
[00:14:01.960 --> 00:14:06.120]  (主席) 是完全沒有想到可以有這樣的果效
[00:14:06.120 --> 00:14:08.760]  (主席) 不要忘記這個主人
[00:14:08.760 --> 00:14:12.680]  (主席) 他絕對有他自己的主權
[00:14:12.680 --> 00:14:16.360]  (主席) 來按他們這班人所做的事
[00:14:16.360 --> 00:14:18.920]  (主席) 來分配這個酬勞
[00:14:18.920 --> 00:14:23.160]  (主席) 但主人因為他有這份恩慈
[00:14:23.160 --> 00:14:25.480]  (主席) 有這個恩典
[00:14:25.480 --> 00:14:28.120]  (主席) 他不想這個
[00:14:28.120 --> 00:14:30.920]  (主席) 只是做一個小時的人
[00:14:30.920 --> 00:14:34.760]  (主席) 他的家人陷在困境當中
[00:14:34.760 --> 00:14:38.600]  (主席) 所以他在額外施恩
[00:14:38.600 --> 00:14:42.120]  (主席) 他就給足一千人質他
[00:14:42.120 --> 00:14:43.720]  (主席) 這個就是什麼
[00:14:43.720 --> 00:14:45.240]  (主席) 就是恩典
[00:14:45.240 --> 00:14:47.560]  (主席) 這個就是恩慈
[00:14:47.560 --> 00:14:51.480]  (主席) 但正正是因為主這個恩典和恩慈
[00:14:51.480 --> 00:14:54.600]  (主席) 就引起第一批人的反感
[00:14:54.600 --> 00:14:57.320]  (主席) 我們再來看馬來福音
[00:14:57.320 --> 00:14:59.400]  (主席) 第20章的11、12兩節
[00:14:59.400 --> 00:15:00.920]  (主席) 我們一齊來讀
[00:15:00.920 --> 00:15:04.520]  (馬來語) 他們得了就埋怨家主說
[00:15:04.520 --> 00:15:07.080]  (馬來語) 我們整天勞苦受熱
[00:15:07.080 --> 00:15:09.960]  (馬來語) 那後來的只做了一小時
[00:15:09.960 --> 00:15:13.160]  (馬來語) 你竟叫他們和我們一樣嗎
