
[00:00:00.000 --> 00:00:04.680]  我哋今日要講嘅題目係要緊接師母嘅分享見證
[00:02:10.480 --> 00:02:13.680]  佢哋決定任何嘅喜好
[00:02:13.680 --> 00:02:17.280]  信仰係我哋生活嘅一部分
[00:02:17.280 --> 00:02:20.080]  上帝永遠唔係話事嗰個
[00:02:20.080 --> 00:02:22.400]  我鍾意聽佢講就聽佢講
[00:02:22.400 --> 00:02:23.920]  我鍾意畀幾多就畀幾多
[00:02:23.920 --> 00:02:26.240]  聖經點講聖經嘅事
[00:02:26.240 --> 00:02:27.760]  我點講先係真理
[00:02:27.760 --> 00:02:34.160]  同你教練講一聲你先係真理
[00:02:34.160 --> 00:02:38.000]  200年後嘅今日人類歷史發展到
[00:02:38.000 --> 00:02:40.560]  人人皆是神
[00:02:40.560 --> 00:02:44.400]  神嘅主權已經唔喺人嘅身上彰顯
[00:02:44.400 --> 00:02:48.240]  接著嘅係理性主義科學主義嘅興起
[00:02:48.240 --> 00:02:53.120]  一切唔能夠符合科學解釋嘅就稱為之迷信
[00:02:53.120 --> 00:02:56.160]  但喺200年過咗之後大家發覺
[00:02:56.160 --> 00:03:00.400]  原來科學只係去發現已經發生嘅嘢
[00:03:00.400 --> 00:03:04.640]  科學唔係去發明未發生嘅嘢
[00:03:04.640 --> 00:03:06.160]  弟兄姊妹
[00:03:06.160 --> 00:03:07.680]  解釋唔到嘅
[00:03:07.680 --> 00:03:11.280]  係咪科學家要繼續去尋找答案
[00:03:11.280 --> 00:03:14.080]  而唔係否定佢嘅存在
[00:03:14.080 --> 00:03:15.120]  好可惜
[00:03:15.120 --> 00:03:20.000]  喺十九世紀人民主義理性主義科學主義興起之後
[00:03:20.000 --> 00:03:22.800]  基督教就面對好大嘅挑戰
[00:03:22.800 --> 00:03:24.580]  喺整個學術界
[00:03:24.580 --> 00:03:29.200]  係一個係計時炸彈呢個炸彈引爆咗
[00:03:29.200 --> 00:03:30.980]  學術界唔知點樣面對
[00:03:30.980 --> 00:03:35.600]  其實今日香港嘅神學界或者神學院
[00:03:35.600 --> 00:03:40.460]  多半嘅老師都係嚟自英國同美國
[00:03:40.460 --> 00:03:45.840]  但實際領導緊神學潮流嘅係德國
[00:03:45.840 --> 00:03:47.120]  今日
[00:03:47.120 --> 00:03:48.140]  我知道
[00:03:48.140 --> 00:03:54.540]  只有一間神學院係會源於德國嘅就係信義中神學院
[00:03:54.540 --> 00:03:56.580]  但係德國嘅神學家
[00:03:56.580 --> 00:04:00.180]  一路領導緊整個神學界嘅潮流
[00:04:00.180 --> 00:04:01.720]  而唔係美國
[00:04:01.720 --> 00:04:03.760]  而唔係英國
[00:04:03.760 --> 00:04:08.620]  我哋睇下喺1884年到1976年
[00:04:08.620 --> 00:04:10.920]  一個神學家叫布特曼
[00:04:10.920 --> 00:04:14.260]  佢就主張新約非神話化
[00:04:14.260 --> 00:04:16.560]  係第一個倡導
[00:04:16.560 --> 00:04:19.620]  點樣為之叫非神話化呢
[00:04:19.620 --> 00:04:22.960]  佢話非神話化嘅意思唔係將
[00:04:22.960 --> 00:04:26.020]  聖經所謂嘅神話神跡
[00:04:26.020 --> 00:04:26.800]  攞走
[00:04:26.800 --> 00:04:27.820]  而佢話
[00:04:27.820 --> 00:04:30.380]  聖經係透過神話
[00:04:30.380 --> 00:04:33.200]  透過一啲嘅神跡嘅故事
[00:04:33.200 --> 00:04:35.500]  去講一個嘅訊息
[00:04:35.500 --> 00:04:38.840]  所以神話本身同埋神跡本身
[00:04:38.840 --> 00:04:42.160]  係唔重要同唔可信
[00:04:42.160 --> 00:04:46.520]  佢冇否定到聖經嘅神話嘅存在
[00:04:46.520 --> 00:04:50.860]  佢即係講緊呢啲神話即係個表達方式
[00:04:50.860 --> 00:04:53.160]  我哋見到㗎喺
[00:04:53.160 --> 00:04:56.240]  80年代到90年代
[00:04:56.240 --> 00:04:57.520]  喺北美
[00:04:57.520 --> 00:05:03.400]  大部分嘅信徒領袖嘅屋企裏面都有一套英文嘅注釋書因為佢好
[00:05:03.400 --> 00:05:04.940]  鍾意查經
[00:05:04.940 --> 00:05:11.080]  查經嘅潮流由北美一路引渡過嚟香港
[00:05:11.080 --> 00:05:13.120]  我哋一個機構
[00:05:13.120 --> 00:05:18.500]  就不斷推動查經嘅事工喺大學嘅
[00:05:18.500 --> 00:05:20.300]  校園裏面
[00:05:20.300 --> 00:05:25.420]  我哋見到呢個歷史係咁樣發生嘅弟兄姊妹我哋今日係承繼緊
[00:05:25.420 --> 00:05:31.040]  或者係接受緊呢個歷史發生之後嘅後果
[00:05:31.040 --> 00:05:37.440]  喺北美嘅信徒屋企裏面都有一種有一套叫巴赫萊釋經書
[00:05:37.440 --> 00:05:44.600]  後來香港嘅文藝出版社見到呢套書係北美咁暢銷就翻譯咗做中文
[00:05:44.600 --> 00:05:49.980]  今日各大神學院裏面都有嘅最基本嘅一套釋經書
[00:05:49.980 --> 00:05:56.640]  但係點解巴赫萊釋經書咁受尊崇因為佢有兩個好重要嘅權威性第一
[00:05:56.640 --> 00:06:01.240]  就係對新約嘅希臘文嘅研究權威
[00:06:01.240 --> 00:06:05.860]  第二佢對新約嘅歷史背景係權威
[00:06:05.860 --> 00:06:12.760]  但係喺釋經書裏面好明顯見到巴赫萊係唔相信聖經神蹟
[00:06:12.760 --> 00:06:17.120]  所以你隨手打開巴赫萊嘅釋經書就會睇到
[00:06:17.120 --> 00:06:23.520]  五餅二魚點樣餵飽五千人呢係個小朋友攞咗五餅二魚出嚟能夠五餅二魚
[00:06:23.520 --> 00:06:29.920]  嘅量變多咗餵飽五千人呢個係我傳統嘅相信但係巴赫萊釋經書話唔係咁㗎
[00:06:29.920 --> 00:06:35.560]  係個小朋友將五餅魚拎出去時候當中嗰五千個大人都有帶食物㗎
[00:06:35.560 --> 00:06:44.260]  因為咁樣佢哋被感動所以將佢自己食物攞埋出嚟所以五千人食飽咗仲有剩添
[00:06:44.260 --> 00:06:48.360]  門徒見到耶穌行海面唔係咁㗎
[00:06:48.360 --> 00:06:54.760]  係天太黑啦耶穌行海邊佢哋睇錯咗啦
[00:06:54.760 --> 00:07:00.140]  好明顯你巴赫萊釋經書裏面隨處可見呢種嘅釋經
[00:07:00.140 --> 00:07:07.560]  因為唔相信神蹟其事所以將耶穌嘅神蹟完全都有另一種嘅解釋
[00:07:07.560 --> 00:07:14.220]  甚至乎因為要面對人民主義理性主義同科學主義喺神學界裏面興起咗
[00:07:14.220 --> 00:07:16.780]  歷史中嘅耶穌
[00:07:16.780 --> 00:07:21.140]  佢認為四方書記載嘅耶穌係唔可靠㗎
[00:07:21.140 --> 00:07:22.160]  點解呢
[00:07:22.160 --> 00:07:28.820]  因為充其量都係門徒對耶穌一啲嘅記憶再加上自己臆測同埋別人嘅神話
[00:07:28.820 --> 00:07:31.120]  嚟構成㗎
[00:07:31.120 --> 00:07:32.140]  所以
[00:07:32.140 --> 00:07:35.220]  聖經裏面嘅耶穌係充滿咗傳奇
[00:07:35.220 --> 00:07:40.080]  好濃厚嘅人構造創造出嚟嘅色彩
[00:07:40.080 --> 00:07:42.640]  所以呢位耶穌係不可信嘅
[00:07:42.640 --> 00:07:48.780]  弟兄姊妹你想像下你每日帶喺聖經睇緊四方書嗰位耶穌
[00:07:48.780 --> 00:07:50.820]  係不可信㗎
[00:07:50.820 --> 00:07:54.920]  佢認為要尋找歷史中嘅耶穌
[00:07:54.920 --> 00:07:58.260]  有一位嘅神學家叫做史懷哲
[00:07:58.260 --> 00:08:02.340]  1875年到1965年好近我哋呀係咪
[00:08:02.340 --> 00:08:05.160]  佢嘅死亡嘅時候啱啱幾歲
[00:08:05.160 --> 00:08:06.440]  史懷哲係醫生
[00:08:06.440 --> 00:08:11.300]  亦都係管風琴家神學教授亦都係一位非洲嘅宣教士
[00:08:11.300 --> 00:08:14.120]  其實喺十九世紀好多啲叻人
[00:08:14.120 --> 00:08:15.660]  你見到達文西
[00:08:15.660 --> 00:08:22.560]  呢啲嘅人同時間可以有幾個範疇裏面嘅專家嚟㗎
[00:08:22.560 --> 00:08:23.600]  我哋見到
[00:08:23.600 --> 00:08:29.740]  史懷哲就認為寫本書話歷史耶穌嘅追尋呢佢批評眾多學者研究
[00:08:29.740 --> 00:08:34.340]  將方書裏面嘅耶穌呢係搞到面目全非
[00:08:34.340 --> 00:08:38.180]  有啲說話你未必聽明但唔緊要最主要重點係講緊
[00:08:38.180 --> 00:08:41.000]  呢啲嘅人已經將耶穌嘅面貌
[00:08:41.000 --> 00:08:46.880]  面目全非所以佢唔主張歷史中耶穌嘅一種嘅研究
[00:08:46.880 --> 00:08:49.440]  我哋睇吓有一晚夜晚
[00:08:49.440 --> 00:08:50.980]  一個宗教領袖
[00:08:50.980 --> 00:08:56.360]  舊嘅翻譯叫做尼哥底姆新嘅翻譯叫尼哥德姆
[00:08:56.360 --> 00:09:00.460]  呢個喺法利塞人裏面甚有影響力
[00:09:00.460 --> 00:09:02.500]  學問好淵博
[00:09:02.500 --> 00:09:06.600]  點解我哋點會知因為耶穌同佢對話裏面你知道耶穌話
[00:09:06.600 --> 00:09:08.900]  佢識嘅嘢好多
[00:09:08.900 --> 00:09:15.040]  但係呢一個近乎於如果同對比就係今日嘅神學院裏面嘅
[00:09:15.040 --> 00:09:18.880]  一個擁有PHD嘅一個嘅神學教授
[00:09:18.880 --> 00:09:21.700]  好有影響力
[00:09:21.700 --> 00:09:24.260]  眾多著作都唔定
[00:09:24.260 --> 00:09:26.060]  夜晚嚟搵耶穌
[00:09:26.060 --> 00:09:27.340]  點解要夜晚嚟
[00:09:27.340 --> 00:09:30.400]  因為日頭唔見得人
[00:09:30.400 --> 00:09:36.540]  點解呀因為法利塞人對耶穌嘅批評係呢個人冇學識冇學位呀
[00:09:36.540 --> 00:09:39.860]  唔係明門正派某大神學院出嚟㗎係咪
[00:09:39.860 --> 00:09:42.940]  唔喺我哋嗰度出嚟冇跟過任何嘅師傅
[00:09:42.940 --> 00:09:43.960]  但係
[00:09:43.960 --> 00:09:48.060]  竟然叫盲嘅睇見閉嘅行路
[00:09:48.060 --> 00:09:51.900]  點可能鬼符嘅隻鬼要離開
[00:09:51.900 --> 00:09:53.940]  因為佢嘅出現
[00:09:53.940 --> 00:09:56.260]  佢講嘅甚有權威
[00:09:56.260 --> 00:10:03.940]  無論喺會堂教導同埋會堂以外嘅教導眾多人跟從佢點可能
[00:10:03.940 --> 00:10:09.580]  法利塞人當時係唔容許喺會堂以外去講道
[00:10:09.580 --> 00:10:11.360]  法利塞人嘅講道
[00:10:11.360 --> 00:10:19.820]  係引用佢師傅嘅師傅嘅師傅嘅說話從來唔敢講我講啲乜嘢
[00:10:19.820 --> 00:10:23.400]  尼安德姆覺得耶穌太震撼啦
[00:10:23.400 --> 00:10:26.220]  佢會唔會真係嗰位嘅尼塞亞
[00:10:26.220 --> 00:10:27.740]  佢驚搞錯
[00:10:27.740 --> 00:10:30.060]  又驚係錯失咗
[00:10:30.060 --> 00:10:33.900]  但係日頭去搵耶穌俾人見到就唔係幾好
[00:10:33.900 --> 00:10:37.240]  所以夜晚晚偷偷地去搵耶穌
[00:10:37.240 --> 00:10:40.560]  去搵耶穌傾偈嘅時候耶穌有一句說話
[00:10:40.560 --> 00:10:45.940]  好應㗎佢話喺約翰福三章十二字我對你們說地上的事
[00:10:45.940 --> 00:10:48.760]  你們尚且不信
[00:10:48.760 --> 00:10:50.280]  同你戒頂講聲
[00:10:50.280 --> 00:10:54.900]  地上的事你尚且不信
[00:10:54.900 --> 00:10:58.480]  呢兩個月發生嘅嘢都係地上嘅事咋嘛弟兄姊妹
[00:10:58.480 --> 00:11:03.100]  我哋已經好多問號啦
[00:11:03.100 --> 00:11:06.420]  講天上嘅事咪更加恐怖
[00:11:06.420 --> 00:11:11.280]  耶穌話約對你們說天上的事如何能信呢
[00:11:11.280 --> 00:11:17.420]  今日天主教徒有部分係主張冇地獄嘅
[00:11:17.420 --> 00:11:19.980]  根本唔相信有地獄
[00:11:19.980 --> 00:11:23.820]  頂住你想下我哋到咗個咩嘅年代
[00:11:23.820 --> 00:11:27.400]  我係將耶穌變成咗個咩人
[00:11:27.400 --> 00:11:33.800]  我哋只係教導耶穌所講嘅我哋冇做耶穌所做嘅
[00:11:33.800 --> 00:11:34.820]  即係話
[00:11:34.820 --> 00:11:38.920]  耶穌已經變成同孔子同列
[00:11:38.920 --> 00:11:45.060]  佢講嘅偉大嘅教導耶穌淨得係老師嘅身份唔怪咁多老師
[00:11:45.060 --> 00:11:47.880]  出嚟講呢位咁偉大嘅老師
[00:11:47.880 --> 00:11:49.680]  你開始明白嗎
[00:11:49.680 --> 00:11:52.480]  耶穌話你做嘅事要畀我更大
[00:11:52.480 --> 00:11:56.840]  而我哋只有一樣嘢畀耶穌更大嘅就講嘢畀佢更多
[00:11:56.840 --> 00:12:00.160]  如果俗啲叫吹水吹得更多
[00:12:00.160 --> 00:12:03.500]  我做唔到耶穌所做嘅嘢喎
[00:12:03.500 --> 00:12:06.060]  但係我哋會試圖解釋
[00:12:06.060 --> 00:12:08.360]  呢一切嘅嘢係唔重要
[00:12:08.360 --> 00:12:10.400]  以瑪內利嘅實現
[00:12:10.400 --> 00:12:13.740]  喺少林傳第二章發生咗二千幾年前
[00:12:13.740 --> 00:12:15.780]  第一節到第四節
[00:12:15.780 --> 00:12:22.440]  五旬節到那日到了他們全都聚集在一起忽然間有響聲從天上下來好在一陣嘅大風吹過
[00:12:22.440 --> 00:12:28.840]  充滿咗佢哋坐嘅整座屋子有舌頭如火焰嘅向他們顯現分開樂在他們每個人身上
[00:12:28.840 --> 00:12:30.120]  他們都被聖靈充滿
[00:12:30.120 --> 00:12:33.960]  就按著聖靈所賜嘅口才說起別國嘅話來
[00:12:33.960 --> 00:12:38.060]  呢一種嘅現象畀人知道聖靈嚟啦
[00:12:38.060 --> 00:12:40.100]  咁大嘅現象
[00:12:40.100 --> 00:12:41.380]  嘅後果
[00:12:41.380 --> 00:12:47.780]  就係呢120人講起別國嘅方言冇學過有人講法文有人講德文我舉例
[00:12:47.780 --> 00:12:52.900]  講起別國嘅意思係話當時喺羅馬帝國裏面有唔同嘅方言因為
[00:12:52.900 --> 00:12:59.300]  呢一班嘅猶太人喺唔同嘅地方返返嚟耶路撒冷過呢個節期
[00:12:59.300 --> 00:13:01.100]  見到咁嘅現象
[00:13:01.100 --> 00:13:03.400]  大家都驚訝
[00:13:03.400 --> 00:13:09.800]  弟兄姐妹聖靈充滿唔可能冇現象發生如果冇現象發生
[00:13:09.800 --> 00:13:13.380]  我根本就唔知畀聖靈充滿
[00:13:13.380 --> 00:13:17.980]  同你家人弟兄姐妹講聲你畀聖靈充滿
[00:13:17.980 --> 00:13:21.820]  有咩
[00:13:21.820 --> 00:13:24.640]  你見到啲咩
[00:13:24.640 --> 00:13:27.200]  如果你話一個人飲醉酒
[00:13:27.200 --> 00:13:28.740]  你會見到啲咩
[00:13:28.740 --> 00:13:32.060]  面紅耳熱亂噏無謂
[00:13:32.060 --> 00:13:34.380]  行路行唔到直線
[00:13:34.380 --> 00:13:37.180]  頭暈暈突然嘔係咪
[00:13:37.180 --> 00:13:40.520]  呢啲現象你知話嘔呢個人真係飲醉就問佢
[00:13:40.520 --> 00:13:44.880]  你醉啦跟住嗰邊有醉呢個就肯定醉啦
[00:13:44.880 --> 00:13:46.920]  講自己冇醉嗰啲肯定醉啦
[00:13:46.920 --> 00:13:47.940]  弟兄姐妹
[00:13:47.940 --> 00:13:54.080]  飲醉酒嘅人你唔可能話畀我聽飲醉酒又冇面紅耳熱又冇暈又冇
[00:13:54.080 --> 00:13:59.200]  行唔到直線又冇嘔跟住話飲醉酒我點可以信
[00:13:59.200 --> 00:14:03.300]  飲醉酒一定有種現象出現㗎啱唔啱呀
[00:14:03.300 --> 00:14:07.140]  同樣地畀聖靈充滿一定有現象出現㗎
[00:14:07.140 --> 00:14:11.500]  如果畀聖靈充滿冇現象出現我點知畀聖靈充滿呀
[00:14:11.500 --> 00:14:18.140]  你再同你隔離個人講你畀聖靈充滿
[00:14:18.140 --> 00:14:20.700]  佢瞓緊覺喎畀聖靈充滿
[00:14:20.700 --> 00:14:23.260]  弟兄姐妹
[00:14:23.260 --> 00:14:28.900]  你畀睡魔充滿呢我就好肯定啦係咪
[00:14:28.900 --> 00:14:33.500]  弟兄姐妹你要見到畀聖靈充滿一定有現象發生
[00:14:33.500 --> 00:14:37.340]  喺《使徒凡人傳》裏面而家佢哋講起別國嘅語言嚟
[00:14:37.340 --> 00:14:40.660]  喺彼得就起身解釋呀佢話
[00:14:40.660 --> 00:14:47.840]  呢個正正係藉著先知若異舊約若異書先知書第二章亦都發生《使徒凡人傳》第二章
[00:14:47.840 --> 00:14:52.960]  神話喺某日子我將我靈澆灌凡有血肉之軀嘅人
[00:14:52.960 --> 00:14:57.040]  你哋嘅兒女要書二元你哋嘅少年人要見義將你哋嘅老年人要做義夢
[00:14:57.040 --> 00:15:00.640]  那時凡求告主之名嘅人就必得救
[00:15:00.640 --> 00:15:03.440]  你望一望你隔離個人
[00:15:03.440 --> 00:15:05.480]  佢有冇呼吸呢
[00:15:05.480 --> 00:15:11.380]  如果有嘅話你就同佢講你係可以畀聖靈充滿㗎
[00:15:11.380 --> 00:15:15.720]  聖靈只會唔充滿嗰啲冇呼吸嘅人
[00:15:15.720 --> 00:15:20.840]  佢話喺末後要充滿所有凡係有血肉之軀嘅人
[00:15:20.840 --> 00:15:22.640]  呢個舊約裏面好難想像
[00:15:22.640 --> 00:15:24.180]  舊約會
[00:15:24.180 --> 00:15:26.220]  聖靈降臨喺士思身上
[00:15:26.220 --> 00:15:28.780]  聖靈會降臨喺蘇羅王身上
[00:15:28.780 --> 00:15:34.680]  聖靈會降臨喺大衛身上但係聖靈唔會普遍降臨所有有血氣嘅人
[00:15:34.680 --> 00:15:39.780]  呢個係舊約嘅預言係上帝要達成到
[00:15:39.780 --> 00:15:44.400]  以馬來利神要與我同在
[00:15:44.400 --> 00:15:48.240]  但係今日呢篇講章我想講另一個震撼嘅訊息畀你聽
[00:15:48.240 --> 00:15:51.060]  弟兄姊妹
[00:15:51.060 --> 00:15:53.100]  因我畀機會同隔離嗰人講
[00:15:53.100 --> 00:15:54.380]  但只可以講一次
[00:15:54.380 --> 00:15:55.660]  好嗎
[00:15:55.660 --> 00:15:57.960]  講一次夠㗎喇喎唔好講兩次
[00:15:57.960 --> 00:16:02.560]  出咗去之後都唔好講
[00:16:02.560 --> 00:16:04.360]  得著救恩
[00:16:04.360 --> 00:16:12.300]  唔係要我哋成為一個好人
[00:16:12.300 --> 00:16:13.840]  弟兄姊妹
[00:16:13.840 --> 00:16:15.360]  得著救恩
[00:16:15.360 --> 00:16:18.440]  唔係要我哋成為一個好人
[00:16:18.440 --> 00:16:19.980]  事實係咩呢
[00:16:19.980 --> 00:16:21.260]  事實係咁㗎
[00:16:21.260 --> 00:16:24.580]  事實你同隔離嗰人講事實就好難聽㗎喇
[00:16:24.580 --> 00:16:26.380]  事實係咩你同佢講
[00:16:26.380 --> 00:16:27.660]  預備好未呀
[00:16:27.660 --> 00:16:29.200]  搵到嗰人未呀OK
[00:16:29.200 --> 00:16:30.220]  事實係咩呢
[00:16:30.220 --> 00:16:32.020]  事實你同佢講啦
[00:16:32.020 --> 00:16:38.160]  你根本就唔係個好人
[00:16:38.160 --> 00:16:43.780]  你睇下有人上耶穌之後嘗試返教會佢就覺得教會裏面充滿咗好多好人呀
[00:16:43.780 --> 00:16:47.380]  個個都係天使嚟㗎返去啦返咗三個禮拜之後發覺
[00:16:47.380 --> 00:16:48.900]  哦
[00:16:48.900 --> 00:16:56.340]  有啲人唔係幾好喎個招待好惡喎
[00:16:56.340 --> 00:16:57.880]  返咗三個月之後
[00:16:57.880 --> 00:16:59.140]  參加埋小組
[00:16:59.140 --> 00:17:03.000]  嘩小組啲人都好衰下㗎喎
[00:17:03.000 --> 00:17:05.560]  又冇愛心又遲到喎
[00:17:05.560 --> 00:17:09.400]  又唔知講乜不知所謂喎
[00:17:09.400 --> 00:17:14.520]  食嘢又唔畀錢喎
[00:17:14.520 --> 00:17:17.840]  話去玩又呢個話唔去嗰個唔去喎
[00:17:17.840 --> 00:17:22.200]  呢個話要BBQ嗰個話唱卡拉OK喎
[00:17:22.200 --> 00:17:25.260]  冇個好人
[00:17:25.260 --> 00:17:26.540]  咁點呀
[00:17:26.540 --> 00:17:28.340]  我又唔返教會啦
[00:17:28.340 --> 00:17:30.120]  教會冇個好人㗎
[00:17:30.120 --> 00:17:36.020]  咁你唔好返呀我哋呢班唔好嘅人歡送你個好人走啦只能夠
[00:17:36.020 --> 00:17:38.580]  事實係咁啦你明唔明我講呀
[00:17:38.580 --> 00:17:42.660]  事實就我呢班唔好嘅人去歡送你哋走啦你好人嚟㗎嘛
[00:17:42.660 --> 00:17:44.200]  呢度唔適合你呀
[00:17:44.200 --> 00:17:49.580]  教會充滿所有嘅人都唔好嘅人嚟㗎
[00:17:49.580 --> 00:17:58.800]  你再望下你隔離嘅人你好肯定望住佢就知道佢真係唔係一個好人嚟㗎
[00:17:58.800 --> 00:18:01.600]  我哋同唔信主人係咩分別
[00:18:01.600 --> 00:18:03.140]  我哋同佢冇分別
[00:18:03.140 --> 00:18:05.200]  我同佢一樣都係唔好㗎
[00:18:05.200 --> 00:18:06.980]  我唯一嘅分別
[00:18:06.980 --> 00:18:11.080]  我哋只係一班蒙恩嘅罪人
[00:18:11.080 --> 00:18:13.380]  Amen
[00:18:13.380 --> 00:18:15.940]  最大分別係咁啦有時我話
[00:18:15.940 --> 00:18:23.880]  嘩你睇下嗰個人衰到咁嘅都叫做信耶穌呀
[00:18:23.880 --> 00:18:27.200]  佢未信之前仲衰
[00:18:27.200 --> 00:18:31.300]  而家好咗啲㗎啦好咗啲㗎啦好咗啲係好難㗎你知唔知呀
[00:18:31.300 --> 00:18:33.600]  已經好大神蹟啦好咗啲已經
[00:18:33.600 --> 00:18:34.380]  係咪
[00:18:34.380 --> 00:18:39.500]  以前一開口講粗口呀而家間中講兩句咋咁
[00:18:39.500 --> 00:18:48.720]  丁子妹 教會呢一班嘅人全部都唔係好人嚟㗎好人唔喺度㗎啦
[00:18:48.720 --> 00:18:50.760]  好人走咗啦
[00:18:50.760 --> 00:18:52.560]  返到教會好唔滿意
[00:18:52.560 --> 00:19:00.240]  離開教會批評教會個個都係唔好人你批評嚟做咩呢呢個係事實嚟嘅我真係好願意接受呢個批評
[00:19:00.240 --> 00:19:04.840]  你唔好受到人批評教會啲人唔好人嚟憤怒憤咩怒啫
[00:19:04.840 --> 00:19:06.640]  我哋就一班唔好嘅人
[00:19:06.640 --> 00:19:09.960]  我哋不過係承認我哋係唔好嘅人
[00:19:09.960 --> 00:19:16.120]  唔肯返教會唔肯返小組頂唔順啲組員嗰啲係唔承認自己係唔好嘅人
[00:19:16.120 --> 00:19:18.160]  自己比人哋好
[00:19:18.160 --> 00:19:20.460]  我雖然唔好我比你好
[00:19:20.460 --> 00:19:25.840]  咁你講緊咩呀我雖然醜但比你靚講緊咩嘢呀
[00:19:25.840 --> 00:19:29.420]  你講緊咩嘢呀五十步少一百步呀丁子妹
[00:19:29.420 --> 00:19:35.060]  係咪喺罪人裏面仲要做驕傲嘅人係咪好驕傲呢
[00:19:35.060 --> 00:19:43.500]  丁子妹今日我哋唔係一班好人整個視頻轉都唔係呼召一班人做一班高尚品格嘅人
[00:19:43.500 --> 00:19:46.320]  整個視頻轉都唔強調呢件事情
[00:19:46.320 --> 00:19:48.880]  唔係話佢哋信喺耶穌聖靈充滿之後
[00:19:48.880 --> 00:19:51.440]  嘩呢一班人充滿曬愛呀
[00:19:51.440 --> 00:19:52.980]  捨己呀
[00:19:52.980 --> 00:19:56.060]  嘩佢哋品格好到不得了呀
[00:19:56.060 --> 00:20:01.680]  個個變成孔子呀唔好搞錯啦今日我哋唔係信基督教㗎咩
[00:20:01.680 --> 00:20:06.040]  我哋當我哋今日教會冇咗神蹟騎士冇咗上帝嘅大人喺當中嘅時候
[00:20:06.040 --> 00:20:10.120]  我哋就傾側咗整個教道啦
[00:20:10.120 --> 00:20:11.660]  聖靈充滿
[00:20:11.660 --> 00:20:13.460]  係等於以馬來尼
[00:20:13.460 --> 00:20:15.500]  係等於神與我哋同在
[00:20:15.500 --> 00:20:18.580]  係等於神嘅愛要充滿你嘅心
[00:20:18.580 --> 00:20:20.880]  我哋同未信主人最大分別
[00:20:20.880 --> 00:20:22.420]  係神嘅愛
[00:20:22.420 --> 00:20:24.460]  充滿咗你嘅心
[00:20:24.460 --> 00:20:27.800]  Amen
[00:20:27.800 --> 00:20:29.840]  我哋知道
[00:20:29.840 --> 00:20:36.240]  喺舊約裏面神要達至到以馬來尼神要與我同在係透過咩嘢呢
