
[00:00:00.000 --> 00:00:02.800]  今天的題目是比較應節的
[00:03:25.600 --> 00:03:27.600]  這些是非常好的人
[00:03:27.600 --> 00:03:29.600]  你可不可以
[00:03:29.600 --> 00:03:31.600]  跟旁邊的人說
[00:03:31.600 --> 00:03:33.600]  凡事借因
[00:03:33.600 --> 00:03:35.600]  凡事借因
[00:03:35.600 --> 00:03:37.600]  是神對你定的旨意
[00:03:37.600 --> 00:03:39.600]  信不信
[00:03:39.600 --> 00:03:41.600]  跟旁邊的人說
[00:03:41.600 --> 00:03:43.600]  凡事借因
[00:03:43.600 --> 00:03:45.600]  是神對你定的旨意
[00:03:47.600 --> 00:03:49.600]  信不信
[00:03:49.600 --> 00:03:51.600]  信
[00:03:51.600 --> 00:03:53.600]  好
[00:03:53.600 --> 00:03:55.600]  我也想
[00:03:55.600 --> 00:03:57.600]  昨天
[00:03:57.600 --> 00:03:59.600]  我本來下午
[00:03:59.600 --> 00:04:01.600]  打算revise
[00:04:01.600 --> 00:04:03.600]  因爲我在北唐講過這篇
[00:04:03.600 --> 00:04:05.600]  我想我昨天下午
[00:04:05.600 --> 00:04:07.600]  去revise就可以了
[00:04:07.600 --> 00:04:09.600]  有些兩邊走的人
[00:04:09.600 --> 00:04:11.600]  可能聽過一次
[00:04:11.600 --> 00:04:13.600]  不過我會加些料給你
[00:04:13.600 --> 00:04:15.600]  加些實料給你
[00:04:15.600 --> 00:04:17.600]  我打算下午
[00:04:17.600 --> 00:04:19.600]  有足夠時間
[00:04:19.600 --> 00:04:21.600]  誰知道
[00:04:21.600 --> 00:04:23.600]  當我預備的時候
[00:04:23.600 --> 00:04:25.600]  有電話打進來
[00:04:25.600 --> 00:04:27.600]  他說想我處理一件Admin的事情
[00:04:27.600 --> 00:04:29.600]  有這些安排
[00:04:29.600 --> 00:04:31.600]  我想一下
[00:04:31.600 --> 00:04:33.600]  還有時間
[00:04:33.600 --> 00:04:35.600]  我就開始處理
[00:04:35.600 --> 00:04:37.600]  原來一開始處理Admin的事情
[00:04:37.600 --> 00:04:39.600]  有時候
[00:04:39.600 --> 00:04:41.600]  你想辦法這樣做
[00:04:41.600 --> 00:04:43.600]  你打個電話給這個人
[00:04:43.600 --> 00:04:45.600]  然後再打給這個人
[00:04:45.600 --> 00:04:47.600]  這個人又給個意見
[00:04:47.600 --> 00:04:49.600]  我就嘗試
[00:04:49.600 --> 00:04:51.600]  因爲我要撮合兩邊的意願
[00:04:51.600 --> 00:04:53.600]  嘗試來回電話
[00:04:53.600 --> 00:04:55.600]  拿些好處
[00:04:55.600 --> 00:04:57.600]  告訴他
[00:04:57.600 --> 00:04:59.600]  這樣更好
[00:04:59.600 --> 00:05:01.600]  還搞了一個小時
[00:05:01.600 --> 00:05:03.600]  搞完之後
[00:05:03.600 --> 00:05:05.600]  都算搞定了
[00:05:05.600 --> 00:05:07.600]  還有個電話打來
[00:05:07.600 --> 00:05:09.600]  是華語堂的
[00:05:09.600 --> 00:05:11.600]  陳牧師因爲剛剛離開
[00:05:11.600 --> 00:05:13.600]  去醫院需要人去祈禱
[00:05:13.600 --> 00:05:15.600]  問我可不可以
[00:05:15.600 --> 00:05:17.600]  我看了一會兒
[00:05:17.600 --> 00:05:19.600]  還有些時間
[00:05:19.600 --> 00:05:21.600]  就答應了
[00:05:21.600 --> 00:05:23.600]  就像陳牧師走了
[00:05:23.600 --> 00:05:25.600]  順理成章
[00:05:25.600 --> 00:05:27.600]  因爲我認識這個人
[00:05:27.600 --> 00:05:29.600]  去探探他
[00:05:29.600 --> 00:05:31.600]  應該是半個小時的事
[00:05:31.600 --> 00:05:33.600]  又答應了
[00:05:33.600 --> 00:05:35.600]  回來處理自己的事
[00:05:35.600 --> 00:05:37.600]  終於一番努力之後
[00:05:37.600 --> 00:05:39.600]  人家交託我負責Admin的事
[00:05:39.600 --> 00:05:41.600]  就搞定了
[00:05:41.600 --> 00:05:43.600]  看了個小時
[00:05:43.600 --> 00:05:45.600]  剩下一個小時
[00:05:45.600 --> 00:05:47.600]  因爲我七點鐘
[00:05:47.600 --> 00:05:49.600]  就有另一個Appointment在Lansdale
[00:05:49.600 --> 00:05:53.600]  兒子說要上剪頭髮
[00:05:53.600 --> 00:05:55.600]  指定要去
[00:05:55.600 --> 00:05:57.600]  爆卡塔
[00:05:57.600 --> 00:05:59.600]  那個姐妹的家
[00:05:59.600 --> 00:06:01.600]  我想都順路的
[00:06:01.600 --> 00:06:03.600]  我由Bull Creek上去爆卡塔再上Lansdale
[00:06:03.600 --> 00:06:05.600]  向北上都順路的
[00:06:05.600 --> 00:06:07.600]  打算家裏
[00:06:07.600 --> 00:06:09.600]  週末已經準備了很多菜
[00:06:09.600 --> 00:06:11.600]  打算打了個飯盒
[00:06:11.600 --> 00:06:13.600]  拿去人家家
[00:06:13.600 --> 00:06:15.600]  剪了頭髮 喫了東西
[00:06:15.600 --> 00:06:17.600]  等我做完五個確距
[00:06:17.600 --> 00:06:19.600]  九點多車回來
[00:06:19.600 --> 00:06:21.600]  我的計劃非常完美
[00:06:21.600 --> 00:06:23.600]  我看了個小時
[00:06:23.600 --> 00:06:25.600]  做得到的 誰知道
[00:06:25.600 --> 00:06:29.600]  當我決定了
[00:06:29.600 --> 00:06:31.600]  辦好那件事之後
[00:06:31.600 --> 00:06:33.600]  我再打另一個
[00:06:33.600 --> 00:06:35.600]  找另一個人
[00:06:35.600 --> 00:06:37.600]  他說不錯
[00:06:37.600 --> 00:06:39.600]  誰知道他給了我一個新的意見
[00:06:39.600 --> 00:06:43.600]  我開始無名火起三千丈
[00:06:43.600 --> 00:06:47.600]  當你做好了
[00:06:47.600 --> 00:06:49.600]  希望他吸個印就搞定
[00:06:49.600 --> 00:06:51.600]  他還給你一個新的意見
[00:06:51.600 --> 00:06:53.600]  推翻你本來要做的東西
[00:06:53.600 --> 00:06:55.600]  我有時間不怕
[00:06:55.600 --> 00:06:57.600]  我看着個終計劃好
[00:06:57.600 --> 00:07:01.600]  當時我就開始
[00:07:01.600 --> 00:07:03.600]  由這裏
[00:07:03.600 --> 00:07:05.600]  到這裏
[00:07:05.600 --> 00:07:07.600]  還有少少空間
[00:07:07.600 --> 00:07:09.600]  之後
[00:07:09.600 --> 00:07:11.600]  我就想了一下時間
[00:07:11.600 --> 00:07:13.600]  那個病人在醫院
[00:07:13.600 --> 00:07:15.600]  似乎不需要我半個小時
[00:07:15.600 --> 00:07:17.600]  我突然清醒想起
[00:07:17.600 --> 00:07:19.600]  那個人的需要
[00:07:19.600 --> 00:07:21.600]  你去到可能不是半個小時
[00:07:21.600 --> 00:07:23.600]  我初初以爲一觀探病
[00:07:23.600 --> 00:07:25.600]  後來我纔想不是
[00:07:25.600 --> 00:07:27.600]  他說他有些特別的
[00:07:27.600 --> 00:07:29.600]  異常的行爲
[00:07:29.600 --> 00:07:31.600]  就不是一觀探病
[00:07:31.600 --> 00:07:33.600]  半個小時就能夠出來
[00:07:33.600 --> 00:07:35.600]  我就開始心急
[00:07:35.600 --> 00:07:37.600]  心急的溫度
[00:07:37.600 --> 00:07:39.600]  又再升多一些
[00:07:39.600 --> 00:07:41.600]  幸好我後來想了一下
[00:07:41.600 --> 00:07:43.600]  我不能夠
[00:07:43.600 --> 00:07:45.600]  把兩樣東西放在一起
[00:07:45.600 --> 00:07:47.600]  你有沒有試過
[00:07:47.600 --> 00:07:49.600]  你很急的時候
[00:07:49.600 --> 00:07:51.600]  有很多東西你想做
[00:07:51.600 --> 00:07:53.600]  你又想着可以做得到
[00:07:53.600 --> 00:07:55.600]  結果你都要承認自己做不到
[00:07:55.600 --> 00:07:57.600]  我真的要打電話給他
[00:07:57.600 --> 00:07:59.600]  我說現在的情況怎麼樣
[00:07:59.600 --> 00:08:01.600]  他都睡着了
[00:08:01.600 --> 00:08:03.600]  我就覺得暫時不來
[00:08:03.600 --> 00:08:05.600]  我打電話安慰他幾句
[00:08:05.600 --> 00:08:07.600]  我說下個禮拜
[00:08:07.600 --> 00:08:09.600]  我有時間再來
[00:08:09.600 --> 00:08:11.600]  以爲定了
[00:08:11.600 --> 00:08:13.600]  以爲可以降低溫度
[00:08:13.600 --> 00:08:15.600]  誰知道
[00:08:15.600 --> 00:08:17.600]  兒子就催我出門
[00:08:17.600 --> 00:08:19.600]  我覺得還有半個小時
[00:08:19.600 --> 00:08:21.600]  多了出來
[00:08:21.600 --> 00:08:23.600]  就出門
[00:08:23.600 --> 00:08:25.600]  我發覺
[00:08:25.600 --> 00:08:27.600]  我這種媽媽
[00:08:27.600 --> 00:08:29.600]  特別愛護兒子
[00:08:29.600 --> 00:08:31.600]  兒子說要喫Subway
[00:08:31.600 --> 00:08:33.600]  我覺得
[00:08:33.600 --> 00:08:35.600]  本來我就想
[00:08:35.600 --> 00:08:37.600]  讓他喫我冰箱裏的Subway
[00:08:37.600 --> 00:08:41.600]  他說要喫Subway
[00:08:41.600 --> 00:08:43.600]  我又覺得兒子
[00:08:43.600 --> 00:08:45.600]  整天在家
[00:08:45.600 --> 00:08:47.600]  給一點Subway都很正常
[00:08:47.600 --> 00:08:49.600]  健康
[00:08:49.600 --> 00:08:51.600]  不是喫KFC
[00:08:51.600 --> 00:08:53.600]  都OK
[00:08:53.600 --> 00:08:55.600]  準備出門
[00:08:55.600 --> 00:08:57.600]  我叫他找
[00:08:57.600 --> 00:08:59.600]  最近的Subway在哪
[00:08:59.600 --> 00:09:01.600]  其實我心裏知道
[00:09:01.600 --> 00:09:03.600]  不過我想他找
[00:09:03.600 --> 00:09:05.600]  他又找
[00:09:05.600 --> 00:09:07.600]  他說最近的
[00:09:07.600 --> 00:09:09.600]  要麼在Southland
[00:09:09.600 --> 00:09:11.600]  要麼在Melville
[00:09:11.600 --> 00:09:13.600]  他告訴我
[00:09:13.600 --> 00:09:15.600]  在Blue Creek Shopping Center
[00:09:15.600 --> 00:09:17.600]  有一家
[00:09:17.600 --> 00:09:19.600]  我就問
[00:09:19.600 --> 00:09:21.600]  是不是
[00:09:21.600 --> 00:09:23.600]  我急的時候
[00:09:23.600 --> 00:09:25.600]  去到Blue Creek Shopping Center
[00:09:25.600 --> 00:09:27.600]  上面都看不到有Subway的牌
[00:09:27.600 --> 00:09:29.600]  不過兜了兩圈
[00:09:29.600 --> 00:09:31.600]  都沒有Subway
[00:09:31.600 --> 00:09:33.600]  我才發覺多了一家燒臘鋪
[00:09:33.600 --> 00:09:37.600]  唐人進駐
[00:09:37.600 --> 00:09:39.600]  這個Supermarket
[00:09:39.600 --> 00:09:41.600]  趕走了Subway變了燒臘鋪
[00:09:41.600 --> 00:09:43.600]  我那區突然開了三家燒臘鋪
[00:09:43.600 --> 00:09:45.600]  多少人燒臘
[00:09:45.600 --> 00:09:49.600]  上面我看
[00:09:49.600 --> 00:09:51.600]  明明有個Subway牌
[00:09:51.600 --> 00:09:53.600]  已經沒有了
[00:09:53.600 --> 00:09:55.600]  我問可不可以喫其他
[00:09:55.600 --> 00:09:57.600]  他說要繼續喫Subway
[00:09:57.600 --> 00:09:59.600]  我這個媽媽不知道爲什麼心軟
[00:09:59.600 --> 00:10:01.600]  可能那時候我沒力氣
[00:10:01.600 --> 00:10:03.600]  再幫他吵
[00:10:03.600 --> 00:10:05.600]  有些媽媽比較厲害
[00:10:05.600 --> 00:10:07.600]  我說好
[00:10:07.600 --> 00:10:09.600]  Google Map看看哪家最近
[00:10:09.600 --> 00:10:11.600]  讓我Google到一家
[00:10:11.600 --> 00:10:13.600]  在Murdock和Leming之間
[00:10:13.600 --> 00:10:15.600]  我就看來看去
[00:10:15.600 --> 00:10:17.600]  都看不到
[00:10:17.600 --> 00:10:19.600]  在哪有Subway在Leming
[00:10:19.600 --> 00:10:21.600]  我覺得沒有
[00:10:21.600 --> 00:10:23.600]  但Google Map就不斷寫有
[00:10:23.600 --> 00:10:25.600]  七個Minutes
[00:10:25.600 --> 00:10:27.600]  去到了
[00:10:27.600 --> 00:10:29.600]  當然去
[00:10:29.600 --> 00:10:31.600]  開車去
[00:10:31.600 --> 00:10:33.600]  去到之後
[00:10:33.600 --> 00:10:35.600]  發覺是Fiona Stanley Hospital
[00:10:35.600 --> 00:10:37.600]  那個醫院
[00:10:37.600 --> 00:10:39.600]  我就跟着去
[00:10:39.600 --> 00:10:41.600]  去到
[00:10:41.600 --> 00:10:43.600]  Your destination is on the left side
[00:10:43.600 --> 00:10:45.600]  我看
[00:10:45.600 --> 00:10:47.600]  是醫院一排
[00:10:47.600 --> 00:10:49.600]  的場
[00:10:49.600 --> 00:10:51.600]  連入口都沒有
[00:10:51.600 --> 00:10:53.600]  那你覺得Subway在哪呢
[00:10:53.600 --> 00:10:55.600]  在醫院裏面
[00:10:55.600 --> 00:10:57.600]  在醫院裏面
[00:10:57.600 --> 00:10:59.600]  在Hospital還要找位拍
[00:10:59.600 --> 00:11:01.600]  不是到處拍
[00:11:01.600 --> 00:11:03.600]  又不知道醫院裏面
[00:11:03.600 --> 00:11:05.600]  還開不開
[00:11:05.600 --> 00:11:07.600]  我說兜外面那家
[00:11:07.600 --> 00:11:09.600]  外面有一家咖啡
[00:11:09.600 --> 00:11:11.600]  我記得
[00:11:11.600 --> 00:11:13.600]  我打算那家開就算了
[00:11:13.600 --> 00:11:15.600]  隨便什麼都買
[00:11:15.600 --> 00:11:17.600]  我心想我還要拍車
[00:11:17.600 --> 00:11:19.600]  萬一那家Subway又是關閉的呢
[00:11:19.600 --> 00:11:21.600]  變成了
[00:11:21.600 --> 00:11:23.600]  我買不到給他
[00:11:23.600 --> 00:11:25.600]  這樣就不行了
[00:11:25.600 --> 00:11:27.600]  當溫度升到這裏
[00:11:27.600 --> 00:11:29.600]  就剛剛滿座
[00:11:29.600 --> 00:11:31.600]  那輛車裏面有多少個人
[00:11:31.600 --> 00:11:35.600]  兩個
[00:11:35.600 --> 00:11:37.600]  如果我去到這裏
[00:11:37.600 --> 00:11:39.600]  想發脾氣
[00:11:39.600 --> 00:11:41.600]  誰是受害者
[00:11:41.600 --> 00:11:43.600]  兒子
[00:11:43.600 --> 00:11:45.600]  那我當然
[00:11:45.600 --> 00:11:47.600]  不客氣地說了幾句
[00:11:47.600 --> 00:11:49.600]  爲什麼要喫Subway呢
[00:11:49.600 --> 00:11:51.600]  家裏有菜你不喫
[00:11:51.600 --> 00:11:53.600]  剛剛看到Subway說Red Rooster
[00:11:53.600 --> 00:11:55.600]  你不去?現在什麼都沒有了
[00:11:55.600 --> 00:11:57.600]  現在我一定要上Freeway
[00:11:57.600 --> 00:11:59.600]  我半個小時已經過去了
[00:11:59.600 --> 00:12:01.600]  現在要直上去Sandy的家
[00:12:01.600 --> 00:12:03.600]  我還打電話給Sandy
[00:12:03.600 --> 00:12:05.600]  我看她會不會好心
[00:12:05.600 --> 00:12:07.600]  招待我兒子
[00:12:07.600 --> 00:12:09.600]  我說你最近的Subway在你家附近在哪
[00:12:09.600 --> 00:12:11.600]  她說我從來沒喫Subway
[00:12:11.600 --> 00:12:13.600]  所以我不知道家裏在哪
[00:12:13.600 --> 00:12:15.600]  我覺得
[00:12:15.600 --> 00:12:17.600]  她說家裏有面包
[00:12:17.600 --> 00:12:19.600]  不關她的事
[00:12:19.600 --> 00:12:21.600]  其實我心裏
[00:12:21.600 --> 00:12:23.600]  如果我好心好氣地問人
[00:12:23.600 --> 00:12:25.600]  人家也可能會救她一命
[00:12:25.600 --> 00:12:27.600]  救我兒子一命
[00:12:27.600 --> 00:12:29.600]  總之呢,所有東西都不如意
[00:12:29.600 --> 00:12:31.600]  還要在很短時間裏發生
[00:12:31.600 --> 00:12:33.600]  令到你情緒失控
[00:12:33.600 --> 00:12:35.600]  我都好了
[00:12:35.600 --> 00:12:37.600]  五分鐘之後
[00:12:37.600 --> 00:12:39.600]  我已經覺得要收口
[00:12:39.600 --> 00:12:41.600]  現在我要上去栽培人家
[00:12:41.600 --> 00:12:43.600]  今天栽培的貨是「德性的確據」
[00:12:43.600 --> 00:12:45.600]  我心想
[00:12:45.600 --> 00:12:47.600]  就是不好的了
[00:12:47.600 --> 00:12:49.600]  我現在要從這裏到那裏
[00:12:49.600 --> 00:12:51.600]  之間這半個小時
[00:12:51.600 --> 00:12:53.600]  我要將這裏的溫度
[00:12:53.600 --> 00:12:55.600]  降到這裏
[00:12:55.600 --> 00:12:57.600]  不然怎麼栽培人家「德性的確據」
[00:12:57.600 --> 00:12:59.600]  幸運的是
[00:12:59.600 --> 00:13:01.600]  有時候侍奉是好的
[00:13:01.600 --> 00:13:03.600]  侍奉是逼你
[00:13:03.600 --> 00:13:05.600]  去面對自己
[00:13:05.600 --> 00:13:07.600]  而且不去放任
[00:13:07.600 --> 00:13:09.600]  在車裏
[00:13:09.600 --> 00:13:11.600]  在公路里
[00:13:11.600 --> 00:13:13.600]  有半小時
[00:13:13.600 --> 00:13:15.600]  降溫
[00:13:15.600 --> 00:13:17.600]  接着呢,發生什麼事呢
[00:13:17.600 --> 00:13:19.600]  就不說了,因爲時間到了
[00:13:19.600 --> 00:13:21.600]  好,說回正題
[00:13:21.600 --> 00:13:23.600]  說到最後才結束
[00:13:23.600 --> 00:13:25.600]  好了,你有沒有這種情況
[00:13:25.600 --> 00:13:27.600]  你知道人生應該
[00:13:27.600 --> 00:13:29.600]  喜樂和感恩,對不對
[00:13:29.600 --> 00:13:31.600]  但在實際生活裏
[00:13:31.600 --> 00:13:33.600]  很多事情發生
[00:13:33.600 --> 00:13:35.600]  你根本開心不了
[00:13:35.600 --> 00:13:37.600]  感恩?不生氣已經很好了
[00:13:37.600 --> 00:13:39.600]  對不對
[00:13:39.600 --> 00:13:41.600]  你想想周圍的
[00:13:41.600 --> 00:13:43.600]  越靠近你的人就越惹你生氣
[00:13:43.600 --> 00:13:45.600]  對不對
[00:13:45.600 --> 00:13:47.600]  怎麼可以有這種常態
[00:13:47.600 --> 00:13:49.600]  在2018年
[00:13:49.600 --> 00:13:51.600]  開開心心
[00:13:51.600 --> 00:13:53.600]  充滿感恩
[00:13:53.600 --> 00:13:55.600]  不要罵人
[00:13:55.600 --> 00:13:57.600]  不要咒人
[00:13:57.600 --> 00:13:59.600]  不要爆發
[00:13:59.600 --> 00:14:01.600]  知道祕訣嗎
[00:14:01.600 --> 00:14:03.600]  看看耶穌的榜樣
[00:14:03.600 --> 00:14:05.600]  耶穌吩咐我們
[00:14:05.600 --> 00:14:07.600]  我們當然要問他
[00:14:07.600 --> 00:14:09.600]  好
[00:14:09.600 --> 00:14:11.600]  耶穌在一個情況下
[00:14:11.600 --> 00:14:13.600]  你發現耶穌不是很多情況
[00:14:13.600 --> 00:14:15.600]  他很開心大笑
[00:14:15.600 --> 00:14:17.600]  正當那時
[00:14:17.600 --> 00:14:19.600]  耶穌被聖靈感動
[00:14:19.600 --> 00:14:21.600]  就歡樂
[00:14:21.600 --> 00:14:23.600]  很開心,歡樂耶穌
[00:14:23.600 --> 00:14:25.600]  你有沒有想過耶穌
[00:14:25.600 --> 00:14:27.600]  歡樂是怎樣的呢
[00:14:27.600 --> 00:14:29.600]  我就想想
[00:14:29.600 --> 00:14:31.600]  有什麼在當時
[00:14:31.600 --> 00:14:33.600]  令到耶穌那麼開心呢
[00:14:33.600 --> 00:14:35.600]  我們查經的人
[00:14:35.600 --> 00:14:37.600]  一定會研經
[00:14:37.600 --> 00:14:39.600]  看看上文有什麼事發生
[00:14:39.600 --> 00:14:41.600]  好,上文發生的呢
[00:14:41.600 --> 00:14:43.600]  就是
[00:14:43.600 --> 00:14:45.600]  七十個人
[00:14:45.600 --> 00:14:47.600]  猜測門徒回來
[00:14:47.600 --> 00:14:49.600]  他們很開心
[00:14:49.600 --> 00:14:51.600]  歡歡喜喜,主下恩你的名
[00:14:51.600 --> 00:14:53.600]  就是鬼都服了我們
[00:14:53.600 --> 00:14:55.600]  耶穌對他們說
[00:14:55.600 --> 00:14:57.600]  我曾看見撒旦魔鬼從天上墜下來
[00:14:57.600 --> 00:14:59.600]  像閃蝶一樣
[00:14:59.600 --> 00:15:01.600]  全並可以踐踏蛇禍蠍子
[00:15:01.600 --> 00:15:03.600]  又能勝過囚敵
[00:15:03.600 --> 00:15:05.600]  一切都能力
[00:15:05.600 --> 00:15:07.600]  是不是耶穌爲他們開心
[00:15:07.600 --> 00:15:09.600]  因爲他們歡歡喜喜回來
[00:15:09.600 --> 00:15:11.600]  我們打贏了魔鬼
[00:15:11.600 --> 00:15:13.600]  你吩咐我們出去
[00:15:13.600 --> 00:15:15.600]  我們全部做得非常好
[00:15:15.600 --> 00:15:17.600]  開開心心有業績回來給耶穌看
[00:15:17.600 --> 00:15:19.600]  耶穌也說到
[00:15:19.600 --> 00:15:21.600]  魔鬼很厲害
[00:15:21.600 --> 00:15:23.600]  你們能夠制服他
[00:15:23.600 --> 00:15:25.600]  真的非常好
[00:15:25.600 --> 00:15:27.600]  看下去
[00:15:27.600 --> 00:15:29.600]  二十節
[00:15:29.600 --> 00:15:31.600]  然而
[00:15:31.600 --> 00:15:33.600]  不要因鬼服了你就開心
[00:15:33.600 --> 00:15:35.600]  要因爲你的名記在天上
[00:15:35.600 --> 00:15:37.600]  反而開心
[00:15:37.600 --> 00:15:39.600]  我看看上文
[00:15:39.600 --> 00:15:41.600]  不是因爲他們很本事
[00:15:41.600 --> 00:15:43.600]  有業績回來
[00:15:43.600 --> 00:15:45.600]  做到好的事
[00:15:45.600 --> 00:15:47.600]  很成功
[00:15:47.600 --> 00:15:49.600]  不是因爲你外面發生很多事
[00:15:49.600 --> 00:15:51.600]  令你做得很開心
[00:15:51.600 --> 00:15:53.600]  並且做得很成功
[00:15:53.600 --> 00:15:55.600]  事業成功
[00:15:55.600 --> 00:15:57.600]  家庭也成功
[00:15:57.600 --> 00:15:59.600]  是不是因爲這些事情開心
[00:15:59.600 --> 00:16:01.600]  耶穌是否因爲這些事情開心
[00:16:01.600 --> 00:16:03.600]  不是
